Orthogroup	Syab	Prac
OG0000101	Syab.g_00446	Prac.g_00548
OG0000102	Syab.g_00104	Prac.g_00046
OG0000103	Syab.g_02895, Syab.g_01296	Prac.g_00123
OG0000104	Syab.g_02910	Prac.g_00131
OG0000105	Syab.g_00303	Prac.g_01657
OG0000106	Syab.g_01817	Prac.g_01163
OG0000107	Syab.g_00367	Prac.g_01148
OG0000108	Syab.g_02096	Prac.g_01064
OG0000109	Syab.g_02112	Prac.g_01050
OG0000110	Syab.g_01984	Prac.g_00798
OG0000111	Syab.g_01201	Prac.g_00672
OG0000112	Syab.g_01392	Prac.g_01507
OG0000113	Syab.g_01689	Prac.g_01453
OG0000114	Syab.g_02656, Syab.g_01633	Prac.g_01384
OG0000115	Syab.g_00748	Prac.g_01040
OG0000116	Syab.g_00945	Prac.g_00995
OG0000117	Syab.g_01018	Prac.g_01955
OG0000118	Syab.g_00897	Prac.g_00187
OG0000120	Syab.g_00229	Prac.g_00248
OG0000121	Syab.g_00772	Prac.g_00409
OG0000122	Syab.g_01839	Prac.g_00371
OG0000123	Syab.g_00454	Prac.g_00554
OG0000124	Syab.g_00088	Prac.g_00056
OG0000125	Syab.g_02763	Prac.g_00092
OG0000126	Syab.g_02908	Prac.g_00130
OG0000128	Syab.g_00012	Prac.g_01936
OG0000129	Syab.g_02749	Prac.g_01888
OG0000130	Syab.g_02434	Prac.g_01862
OG0000131	Syab.g_02564	Prac.g_01785
OG0000132	Syab.g_02584	Prac.g_01766
OG0000133	Syab.g_01387	Prac.g_01609
OG0000134	Syab.g_00554	Prac.g_01177
OG0000135	Syab.g_02815	Prac.g_01150
OG0000136	Syab.g_00588	Prac.g_01106
OG0000137	Syab.g_00697	Prac.g_01069
OG0000138	Syab.g_02113	Prac.g_01049
OG0000139	Syab.g_02035	Prac.g_00835
OG0000140	Syab.g_02033	Prac.g_00834
OG0000141	Syab.g_01931	Prac.g_00764
OG0000142	Syab.g_01524, Syab.g_01873	Prac.g_00736
OG0000143	Syab.g_01870	Prac.g_00732
OG0000144	Syab.g_01757	Prac.g_00719
OG0000145	Syab.g_02120	Prac.g_01508
OG0000146	Syab.g_01393	Prac.g_01506
OG0000147	Syab.g_01394	Prac.g_01505
OG0000148	Syab.g_01682, Syab.g_01683	Prac.g_01459
OG0000149	Syab.g_01720	Prac.g_01429
OG0000150	Syab.g_01930	Prac.g_01421
OG0000151	Syab.g_01612	Prac.g_01374
OG0000152	Syab.g_01383	Prac.g_01327
OG0000153	Syab.g_01343	Prac.g_01308
OG0000154	Syab.g_01317	Prac.g_01282
OG0000155	Syab.g_01009	Prac.g_00965
OG0000156	Syab.g_00933	Prac.g_00164
OG0000157	Syab.g_00932	Prac.g_00165
OG0000158	Syab.g_00161	Prac.g_00447
OG0000160	Syab.g_00774	Prac.g_00410
OG0000161	Syab.g_00766	Prac.g_00404
OG0000162	Syab.g_00755	Prac.g_00398
OG0000163	Syab.g_02173	Prac.g_00364
OG0000164	Syab.g_02307	Prac.g_00601
OG0000165	Syab.g_02316	Prac.g_00594
OG0000166	Syab.g_00407	Prac.g_00512
OG0000167	Syab.g_00205	Prac.g_00015
OG0000168	Syab.g_00136	Prac.g_00025
OG0000169	Syab.g_00125	Prac.g_00035
OG0000170	Syab.g_00118	Prac.g_00037
OG0000171	Syab.g_00089	Prac.g_00055
OG0000172	Syab.g_00080	Prac.g_00063
OG0000173	Syab.g_00061	Prac.g_00078
OG0000174	Syab.g_02819	Prac.g_00105
OG0000175	Syab.g_02876	Prac.g_00115
OG0000176	Syab.g_00004	Prac.g_01943
OG0000177	Syab.g_00005	Prac.g_01942
OG0000178	Syab.g_00006	Prac.g_01941
OG0000179	Syab.g_00022	Prac.g_01931
OG0000180	Syab.g_00023	Prac.g_01930
OG0000181	Syab.g_00024	Prac.g_01929
OG0000182	Syab.g_00025	Prac.g_01928
OG0000183	Syab.g_00029	Prac.g_01924
OG0000184	Syab.g_02738	Prac.g_01885
OG0000185	Syab.g_02715	Prac.g_01882
OG0000186	Syab.g_02430	Prac.g_01867
OG0000187	Syab.g_02431	Prac.g_01866
OG0000188	Syab.g_02454	Prac.g_01849
OG0000189	Syab.g_02487	Prac.g_01835
OG0000190	Syab.g_00190, Syab.g_00139	Prac.g_01834
OG0000191	Syab.g_02522	Prac.g_01814
OG0000192	Syab.g_02528	Prac.g_01810
OG0000193	Syab.g_02565	Prac.g_01784
OG0000194	Syab.g_02568	Prac.g_01781
OG0000195	Syab.g_02570	Prac.g_01779
OG0000196	Syab.g_02581	Prac.g_01769
OG0000197	Syab.g_02582	Prac.g_01768
OG0000198	Syab.g_02583	Prac.g_01767
OG0000199	Syab.g_02591	Prac.g_01760
OG0000200	Syab.g_02611	Prac.g_01746
OG0000201	Syab.g_02628	Prac.g_01738
OG0000202	Syab.g_02629	Prac.g_01737
OG0000203	Syab.g_02630	Prac.g_01736
OG0000204	Syab.g_02631	Prac.g_01735
OG0000205	Syab.g_02638	Prac.g_01728
OG0000206	Syab.g_02674	Prac.g_01723
OG0000207	Syab.g_02677	Prac.g_01721
OG0000208	Syab.g_02678	Prac.g_01720
OG0000209	Syab.g_02698	Prac.g_01711
OG0000210	Syab.g_02699	Prac.g_01710
OG0000211	Syab.g_02374	Prac.g_01697
OG0000212	Syab.g_02365	Prac.g_01690
OG0000213	Syab.g_00332	Prac.g_01674
OG0000214	Syab.g_00312	Prac.g_01664
OG0000215	Syab.g_00281	Prac.g_01639
OG0000216	Syab.g_00277	Prac.g_01637
OG0000217	Syab.g_00273	Prac.g_01634
OG0000218	Syab.g_00271	Prac.g_01632
OG0000219	Syab.g_00270	Prac.g_01631
OG0000220	Syab.g_00269	Prac.g_01630
OG0000221	Syab.g_00257	Prac.g_01629
OG0000222	Syab.g_00244	Prac.g_01621
OG0000223	Syab.g_00226	Prac.g_01608
OG0000224	Syab.g_00223	Prac.g_01606
OG0000225	Syab.g_00538	Prac.g_01188
OG0000226	Syab.g_00542	Prac.g_01184
OG0000227	Syab.g_00544	Prac.g_01182
OG0000228	Syab.g_00550	Prac.g_01179
OG0000229	Syab.g_00583	Prac.g_01111
OG0000230	Syab.g_00585	Prac.g_01109
OG0000231	Syab.g_00613	Prac.g_01098
OG0000232	Syab.g_00631	Prac.g_01089
OG0000233	Syab.g_00645	Prac.g_01082
OG0000234	Syab.g_00699	Prac.g_01068
OG0000235	Syab.g_02095	Prac.g_01065
OG0000236	Syab.g_02111	Prac.g_01051
OG0000237	Syab.g_02129	Prac.g_00865
OG0000238	Syab.g_02134	Prac.g_00859
OG0000239	Syab.g_02151	Prac.g_00847
OG0000240	Syab.g_02152	Prac.g_00846
OG0000241	Syab.g_01884	Prac.g_00842
OG0000242	Syab.g_02043	Prac.g_00840
OG0000243	Syab.g_02025	Prac.g_00829
OG0000244	Syab.g_02017	Prac.g_00826
OG0000245	Syab.g_02015	Prac.g_00824
OG0000246	Syab.g_02011	Prac.g_00820
OG0000247	Syab.g_01999	Prac.g_00810
OG0000248	Syab.g_01996	Prac.g_00808
OG0000249	Syab.g_01994	Prac.g_00806
OG0000250	Syab.g_01988	Prac.g_00801
OG0000251	Syab.g_01961	Prac.g_00782
OG0000252	Syab.g_01958	Prac.g_00778
OG0000253	Syab.g_01956	Prac.g_00777
OG0000254	Syab.g_01925	Prac.g_00760
OG0000255	Syab.g_01912	Prac.g_00754
OG0000256	Syab.g_01890	Prac.g_00744
OG0000257	Syab.g_01885	Prac.g_00741
OG0000258	Syab.g_01861	Prac.g_00728
OG0000259	Syab.g_01538	Prac.g_00711
OG0000260	Syab.g_01544	Prac.g_00708
OG0000261	Syab.g_01556	Prac.g_00706
OG0000262	Syab.g_01561	Prac.g_00702
OG0000263	Syab.g_01035	Prac.g_00690
OG0000264	Syab.g_01173	Prac.g_00680
OG0000265	Syab.g_01773	Prac.g_01560
OG0000266	Syab.g_01667	Prac.g_01550
OG0000267	Syab.g_01433	Prac.g_01539
OG0000268	Syab.g_01432	Prac.g_01538
OG0000269	Syab.g_01650	Prac.g_01480
OG0000270	Syab.g_01657	Prac.g_01477
OG0000271	Syab.g_01279	Prac.g_01469
OG0000272	Syab.g_01280	Prac.g_01468
OG0000273	Syab.g_01699	Prac.g_01445
OG0000274	Syab.g_01700	Prac.g_01444
OG0000275	Syab.g_01704	Prac.g_01442
OG0000276	Syab.g_01712	Prac.g_01437
OG0000277	Syab.g_01713	Prac.g_01436
OG0000278	Syab.g_01716	Prac.g_01433
OG0000279	Syab.g_01724	Prac.g_01426
OG0000280	Syab.g_01736	Prac.g_01425
OG0000281	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546	Prac.g_01420
OG0000282	Syab.g_01631	Prac.g_01382
OG0000283	Syab.g_01418	Prac.g_01350
OG0000284	Syab.g_01413	Prac.g_01345
OG0000285	Syab.g_01402	Prac.g_01340
OG0000286	Syab.g_01384	Prac.g_01328
OG0000287	Syab.g_01350	Prac.g_01311
OG0000288	Syab.g_01318	Prac.g_01283
OG0000289	Syab.g_01303	Prac.g_01272
OG0000290	Syab.g_01213	Prac.g_01259
OG0000291	Syab.g_01211	Prac.g_01257
OG0000292	Syab.g_02907	Prac.g_01207
OG0000293	Syab.g_00946	Prac.g_00994
OG0000294	Syab.g_00947	Prac.g_00993
OG0000295	Syab.g_01001	Prac.g_00973
OG0000296	Syab.g_01003	Prac.g_00971
OG0000297	Syab.g_01016	Prac.g_00963
OG0000298	Syab.g_01017	Prac.g_00962
OG0000299	Syab.g_01047	Prac.g_00945
OG0000300	Syab.g_01054	Prac.g_00942
OG0000301	Syab.g_01055	Prac.g_00941
OG0000302	Syab.g_01056	Prac.g_00939
OG0000303	Syab.g_01149	Prac.g_00932
OG0000304	Syab.g_01143	Prac.g_00928
OG0000305	Syab.g_01208	Prac.g_00209
OG0000306	Syab.g_01819	Prac.g_00212
OG0000307	Syab.g_02078	Prac.g_00226
OG0000308	Syab.g_02076	Prac.g_00227
OG0000309	Syab.g_02071	Prac.g_00231
OG0000310	Syab.g_00817	Prac.g_00426
OG0000311	Syab.g_00811	Prac.g_00424
OG0000312	Syab.g_00793	Prac.g_00421
OG0000313	Syab.g_00769	Prac.g_00407
OG0000314	Syab.g_00736	Prac.g_00384
OG0000315	Syab.g_00726	Prac.g_00374
OG0000316	Syab.g_02189	Prac.g_00354
OG0000317	Syab.g_02251	Prac.g_00627
OG0000318	Syab.g_02257	Prac.g_00624
OG0000319	Syab.g_02291	Prac.g_00611
OG0000320	Syab.g_02293	Prac.g_00609
OG0000321	Syab.g_02294	Prac.g_00608
OG0000322	Syab.g_02295	Prac.g_00607
OG0000323	Syab.g_02310	Prac.g_00598
OG0000324	Syab.g_02341	Prac.g_00572
OG0000325	Syab.g_00368	Prac.g_00477
OG0000326	Syab.g_00375	Prac.g_00483
OG0000327	Syab.g_00402	Prac.g_00507
OG0000328	Syab.g_00403	Prac.g_00508
OG0000329	Syab.g_00420	Prac.g_00525
OG0000330	Syab.g_00421	Prac.g_00526
OG0000331	Syab.g_00422	Prac.g_00527
OG0000332	Syab.g_00437	Prac.g_00541
OG0000333	Syab.g_00440	Prac.g_00543
OG0000334	Syab.g_00450	Prac.g_00551
OG0000335	Syab.g_00455	Prac.g_00555
OG0000336	Syab.g_00459	Prac.g_00559
OG0000337	Syab.g_00210	Prac.g_00013
OG0000338	Syab.g_00207	Prac.g_00014
OG0000339	Syab.g_00201	Prac.g_00018
OG0000340	Syab.g_00135	Prac.g_00026
OG0000341	Syab.g_00157, Syab.g_00133	Prac.g_00028
OG0000342	Syab.g_00132	Prac.g_00029
OG0000343	Syab.g_00131	Prac.g_00030
OG0000344	Syab.g_00127, Syab.g_02424	Prac.g_00033
OG0000345	Syab.g_00117	Prac.g_00038
OG0000346	Syab.g_00112	Prac.g_00042
OG0000347	Syab.g_00087	Prac.g_00057
OG0000348	Syab.g_00076	Prac.g_00066
OG0000349	Syab.g_00054	Prac.g_00083
OG0000350	Syab.g_00382	Prac.g_00101
OG0000351	Syab.g_02879	Prac.g_00118
OG0000352	Syab.g_02880	Prac.g_00119
OG0000353	Syab.g_02913	Prac.g_01948
OG0000355	Syab.g_00001	Prac.g_01946
OG0000356	Syab.g_00002	Prac.g_01945
OG0000357	Syab.g_00003	Prac.g_01944
OG0000358	Syab.g_00007	Prac.g_01940
OG0000359	Syab.g_00009	Prac.g_01939
OG0000360	Syab.g_00010	Prac.g_01938
OG0000361	Syab.g_00011	Prac.g_01937
OG0000362	Syab.g_00013	Prac.g_01935
OG0000363	Syab.g_00015	Prac.g_01933
OG0000364	Syab.g_00016	Prac.g_01932
OG0000365	Syab.g_00026	Prac.g_01927
OG0000366	Syab.g_00027	Prac.g_01926
OG0000367	Syab.g_00028	Prac.g_01925
OG0000368	Syab.g_00030	Prac.g_01923
OG0000369	Syab.g_00031	Prac.g_01922
OG0000370	Syab.g_00032	Prac.g_01921
OG0000371	Syab.g_00711, Syab.g_00039	Prac.g_01915
OG0000372	Syab.g_00045	Prac.g_01911
OG0000373	Syab.g_00046	Prac.g_01910
OG0000374	Syab.g_00047	Prac.g_01909
OG0000375	Syab.g_00050	Prac.g_01892
OG0000376	Syab.g_00052	Prac.g_01890
OG0000377	Syab.g_02748	Prac.g_01886
OG0000378	Syab.g_02717	Prac.g_01884
OG0000379	Syab.g_02714	Prac.g_01881
OG0000380	Syab.g_02432	Prac.g_01865
OG0000381	Syab.g_02435	Prac.g_01861
OG0000382	Syab.g_02453	Prac.g_01850
OG0000383	Syab.g_02459	Prac.g_01848
OG0000384	Syab.g_02460	Prac.g_01847
OG0000385	Syab.g_02461	Prac.g_01846
OG0000386	Syab.g_02462	Prac.g_01845
OG0000387	Syab.g_02491	Prac.g_01832
OG0000388	Syab.g_02495	Prac.g_01829
OG0000389	Syab.g_02499	Prac.g_01825
OG0000390	Syab.g_02516	Prac.g_01818
OG0000391	Syab.g_02521	Prac.g_01815
OG0000392	Syab.g_02527	Prac.g_01811
OG0000393	Syab.g_02530	Prac.g_01809
OG0000394	Syab.g_02531	Prac.g_01808
OG0000395	Syab.g_02532	Prac.g_01807
OG0000396	Syab.g_02535	Prac.g_01804
OG0000397	Syab.g_02537	Prac.g_01802
OG0000398	Syab.g_02542	Prac.g_01800
OG0000399	Syab.g_02543	Prac.g_01799
OG0000400	Syab.g_02544	Prac.g_01798
OG0000401	Syab.g_02545	Prac.g_01797
OG0000402	Syab.g_02547	Prac.g_01795
OG0000403	Syab.g_02548	Prac.g_01794
OG0000404	Syab.g_02550	Prac.g_01793
OG0000405	Syab.g_02562	Prac.g_01789
OG0000406	Syab.g_02566	Prac.g_01783
OG0000407	Syab.g_02567	Prac.g_01782
OG0000408	Syab.g_02569	Prac.g_01780
OG0000409	Syab.g_02571	Prac.g_01778
OG0000410	Syab.g_02572	Prac.g_01777
OG0000411	Syab.g_02573	Prac.g_01776
OG0000412	Syab.g_02574	Prac.g_01775
OG0000413	Syab.g_02576	Prac.g_01774
OG0000414	Syab.g_02577	Prac.g_01590, Prac.g_01773
OG0000415	Syab.g_02578	Prac.g_01772
OG0000416	Syab.g_02579	Prac.g_01771
OG0000417	Syab.g_02580	Prac.g_01770
OG0000418	Syab.g_02585	Prac.g_01765
OG0000419	Syab.g_02587	Prac.g_01763
OG0000420	Syab.g_02589	Prac.g_01762
OG0000421	Syab.g_02595	Prac.g_01757
OG0000422	Syab.g_02596	Prac.g_01756
OG0000423	Syab.g_02597	Prac.g_01755
OG0000424	Syab.g_02598	Prac.g_01754
OG0000425	Syab.g_02599	Prac.g_01753
OG0000426	Syab.g_02600	Prac.g_01752
OG0000427	Syab.g_02601	Prac.g_01751
OG0000428	Syab.g_02604	Prac.g_01749
OG0000429	Syab.g_02608	Prac.g_01748
OG0000430	Syab.g_02610	Prac.g_01747
OG0000431	Syab.g_02613	Prac.g_01745
OG0000432	Syab.g_02619	Prac.g_01742
OG0000433	Syab.g_02622	Prac.g_01741
OG0000434	Syab.g_02623	Prac.g_01740
OG0000435	Syab.g_02625	Prac.g_01739
OG0000436	Syab.g_02632	Prac.g_01734
OG0000437	Syab.g_02633	Prac.g_01733
OG0000438	Syab.g_02634	Prac.g_01732
OG0000439	Syab.g_02636	Prac.g_01730
OG0000440	Syab.g_02637	Prac.g_01729
OG0000441	Syab.g_02641	Prac.g_01726
OG0000442	Syab.g_02642	Prac.g_01725
OG0000443	Syab.g_02668	Prac.g_01724
OG0000444	Syab.g_02681	Prac.g_01719
OG0000445	Syab.g_02682	Prac.g_01718
OG0000446	Syab.g_02684	Prac.g_01717
OG0000447	Syab.g_02687	Prac.g_01716
OG0000448	Syab.g_02688	Prac.g_01715
OG0000449	Syab.g_02689	Prac.g_01714
OG0000450	Syab.g_02695	Prac.g_01713
OG0000451	Syab.g_02696	Prac.g_01712
OG0000452	Syab.g_02701	Prac.g_01709
OG0000453	Syab.g_02702	Prac.g_01708
OG0000454	Syab.g_02703	Prac.g_01707
OG0000455	Syab.g_02704	Prac.g_01706
OG0000456	Syab.g_02705	Prac.g_01705
OG0000457	Syab.g_02707	Prac.g_01704
OG0000458	Syab.g_02708	Prac.g_01703
OG0000459	Syab.g_02709	Prac.g_01702
OG0000460	Syab.g_02372	Prac.g_01695
OG0000461	Syab.g_00356	Prac.g_01688
OG0000462	Syab.g_00352	Prac.g_01686
OG0000463	Syab.g_00351	Prac.g_01685
OG0000464	Syab.g_00350	Prac.g_01684
OG0000465	Syab.g_00349	Prac.g_01683
OG0000466	Syab.g_00343	Prac.g_01680
OG0000467	Syab.g_00341	Prac.g_01679
OG0000468	Syab.g_00336	Prac.g_01678
OG0000469	Syab.g_00318	Prac.g_01669
OG0000470	Syab.g_00316	Prac.g_01667
OG0000471	Syab.g_00315	Prac.g_01666
OG0000472	Syab.g_00313	Prac.g_01665
OG0000473	Syab.g_00311	Prac.g_01663
OG0000474	Syab.g_00310	Prac.g_01662
OG0000475	Syab.g_00309	Prac.g_01661
OG0000476	Syab.g_00307	Prac.g_01660
OG0000477	Syab.g_00301	Prac.g_01656
OG0000478	Syab.g_00300	Prac.g_01655
OG0000479	Syab.g_00299	Prac.g_01654
OG0000480	Syab.g_00292	Prac.g_01649
OG0000481	Syab.g_00290	Prac.g_01647
OG0000482	Syab.g_00289	Prac.g_01646
OG0000483	Syab.g_00285	Prac.g_01643
OG0000484	Syab.g_00284	Prac.g_01642
OG0000485	Syab.g_00283	Prac.g_01641
OG0000486	Syab.g_00282	Prac.g_01640
OG0000487	Syab.g_00276	Prac.g_01636
OG0000488	Syab.g_00272	Prac.g_01633
OG0000489	Syab.g_00256	Prac.g_01628
OG0000490	Syab.g_00247	Prac.g_01623
OG0000491	Syab.g_00245	Prac.g_01622
OG0000492	Syab.g_00243	Prac.g_01620
OG0000493	Syab.g_00242	Prac.g_01619
OG0000494	Syab.g_00241	Prac.g_01618
OG0000495	Syab.g_00240	Prac.g_01617
OG0000496	Syab.g_00239	Prac.g_01616
OG0000497	Syab.g_00238	Prac.g_01615
OG0000498	Syab.g_00237	Prac.g_01614
OG0000499	Syab.g_00236	Prac.g_01613
OG0000500	Syab.g_00235	Prac.g_01612
OG0000501	Syab.g_00232	Prac.g_01610
OG0000502	Syab.g_00224	Prac.g_01607
OG0000503	Syab.g_00523	Prac.g_01200
OG0000504	Syab.g_00525	Prac.g_01199
OG0000505	Syab.g_00526	Prac.g_01198
OG0000506	Syab.g_00528	Prac.g_01196
OG0000507	Syab.g_00533	Prac.g_01193
OG0000508	Syab.g_00537	Prac.g_01189
OG0000509	Syab.g_00539	Prac.g_01187
OG0000510	Syab.g_00540	Prac.g_01186
OG0000511	Syab.g_00541	Prac.g_01185
OG0000512	Syab.g_00543	Prac.g_01183
OG0000513	Syab.g_00555	Prac.g_01176
OG0000514	Syab.g_00566	Prac.g_01116
OG0000515	Syab.g_00567	Prac.g_01115
OG0000516	Syab.g_00575	Prac.g_01114
OG0000517	Syab.g_00582	Prac.g_01112
OG0000518	Syab.g_00594	Prac.g_01101
OG0000519	Syab.g_00610	Prac.g_01100
OG0000520	Syab.g_00611	Prac.g_01099
OG0000521	Syab.g_00624	Prac.g_01094
OG0000522	Syab.g_00626	Prac.g_01092
OG0000523	Syab.g_00627	Prac.g_01091
OG0000524	Syab.g_00640	Prac.g_01084
OG0000525	Syab.g_00671	Prac.g_01081
OG0000526	Syab.g_00689	Prac.g_01080
OG0000527	Syab.g_00695	Prac.g_01071
OG0000528	Syab.g_02092	Prac.g_01066
OG0000529	Syab.g_02097	Prac.g_01063
OG0000530	Syab.g_02100	Prac.g_01060
OG0000531	Syab.g_02101	Prac.g_01059
OG0000532	Syab.g_02104	Prac.g_01057
OG0000533	Syab.g_02106	Prac.g_01056
OG0000534	Syab.g_02107	Prac.g_01055
OG0000535	Syab.g_02108	Prac.g_01054
OG0000536	Syab.g_02109	Prac.g_01053
OG0000537	Syab.g_02110	Prac.g_01052
OG0000538	Syab.g_02122	Prac.g_00871
OG0000539	Syab.g_02123	Prac.g_00870
OG0000540	Syab.g_02124	Prac.g_00869
OG0000541	Syab.g_02125	Prac.g_00868
OG0000542	Syab.g_02128	Prac.g_00866
OG0000543	Syab.g_02130	Prac.g_00864
OG0000544	Syab.g_02131	Prac.g_00863
OG0000545	Syab.g_02133	Prac.g_00861
OG0000546	Syab.g_02135	Prac.g_00858
OG0000547	Syab.g_02137	Prac.g_00857
OG0000548	Syab.g_02138	Prac.g_00856
OG0000549	Syab.g_02144	Prac.g_00854
OG0000550	Syab.g_02149	Prac.g_00849
OG0000551	Syab.g_02153	Prac.g_00845
OG0000552	Syab.g_02154	Prac.g_00844
OG0000553	Syab.g_02046	Prac.g_00843
OG0000554	Syab.g_02040	Prac.g_00838
OG0000555	Syab.g_02026	Prac.g_00830
OG0000556	Syab.g_02022	Prac.g_00828
OG0000557	Syab.g_02019	Prac.g_00827
OG0000558	Syab.g_02016	Prac.g_00825
OG0000559	Syab.g_02012	Prac.g_00821
OG0000560	Syab.g_02009	Prac.g_00818
OG0000561	Syab.g_02008	Prac.g_00817
OG0000562	Syab.g_02007	Prac.g_00816
OG0000563	Syab.g_02006	Prac.g_00815
OG0000564	Syab.g_02005	Prac.g_00814
OG0000565	Syab.g_02001	Prac.g_00811
OG0000566	Syab.g_01997	Prac.g_00809
OG0000567	Syab.g_01993	Prac.g_00805
OG0000568	Syab.g_01991	Prac.g_00804
OG0000569	Syab.g_01990	Prac.g_00803
OG0000570	Syab.g_01989	Prac.g_00802
OG0000571	Syab.g_01986	Prac.g_00800
OG0000572	Syab.g_01969	Prac.g_00787
OG0000573	Syab.g_01960	Prac.g_00780
OG0000574	Syab.g_01959	Prac.g_00779
OG0000575	Syab.g_01954	Prac.g_00775
OG0000576	Syab.g_01952	Prac.g_00772
OG0000577	Syab.g_01951	Prac.g_00771
OG0000578	Syab.g_01950	Prac.g_00770
