Orthogroup	Syak	Praj
OG0000213	Syak.g_01425	Praj.g_00296
OG0000214	Syak.g_01442	Praj.g_00304
OG0000215	Syak.g_01474	Praj.g_00328
OG0000216	Syak.g_01478	Praj.g_00329
OG0000217	Syak.g_01482	Praj.g_00332
OG0000218	Syak.g_01484	Praj.g_00334
OG0000219	Syak.g_01485	Praj.g_00335
OG0000220	Syak.g_01486	Praj.g_00336
OG0000221	Syak.g_01498	Praj.g_00337
OG0000222	Syak.g_01512	Praj.g_00345
OG0000223	Syak.g_01531	Praj.g_00358
OG0000224	Syak.g_01532	Praj.g_00360
OG0000225	Syak.g_01230	Praj.g_00391
OG0000226	Syak.g_01226	Praj.g_00395
OG0000227	Syak.g_01224	Praj.g_00397
OG0000228	Syak.g_01216	Praj.g_00402
OG0000229	Syak.g_01191	Praj.g_00430
OG0000230	Syak.g_01189	Praj.g_00432
OG0000231	Syak.g_01176	Praj.g_00443
OG0000232	Syak.g_01156	Praj.g_00451
OG0000233	Syak.g_01145	Praj.g_00459
OG0000234	Syak.g_01116	Praj.g_00468
OG0000235	Syak.g_02573	Praj.g_00472
OG0000236	Syak.g_02589	Praj.g_00485
OG0000237	Syak.g_02607	Praj.g_00498
OG0000238	Syak.g_02612	Praj.g_00504
OG0000239	Syak.g_02628	Praj.g_00516
OG0000240	Syak.g_02629	Praj.g_00517
OG0000241	Syak.g_00027	Praj.g_00521
OG0000242	Syak.g_02638	Praj.g_00523
OG0000243	Syak.g_02658	Praj.g_00534
OG0000244	Syak.g_02665	Praj.g_00537
OG0000245	Syak.g_02667	Praj.g_00539
OG0000246	Syak.g_02671	Praj.g_00543
OG0000247	Syak.g_02681	Praj.g_00553
OG0000248	Syak.g_02684	Praj.g_00555
OG0000249	Syak.g_02686	Praj.g_00557
OG0000250	Syak.g_02694	Praj.g_00562
OG0000251	Syak.g_02722	Praj.g_00578
OG0000252	Syak.g_02725	Praj.g_00580
OG0000253	Syak.g_02727	Praj.g_00582
OG0000254	Syak.g_02752	Praj.g_00599
OG0000255	Syak.g_02772	Praj.g_00605
OG0000256	Syak.g_00020	Praj.g_00615
OG0000257	Syak.g_00026	Praj.g_00618
OG0000258	Syak.g_00044	Praj.g_00631
OG0000259	Syak.g_00334	Praj.g_00648
OG0000260	Syak.g_00338	Praj.g_00651
OG0000261	Syak.g_00348	Praj.g_00654
OG0000262	Syak.g_00353	Praj.g_00659
OG0000263	Syak.g_00828	Praj.g_00673
OG0000264	Syak.g_00698	Praj.g_00684
OG0000265	Syak.g_00211	Praj.g_00698
OG0000266	Syak.g_00778	Praj.g_00708
OG0000267	Syak.g_00555	Praj.g_00721
OG0000268	Syak.g_00554	Praj.g_00722
OG0000269	Syak.g_00429	Praj.g_00764
OG0000270	Syak.g_00432	Praj.g_00767
OG0000271	Syak.g_00440	Praj.g_00775
OG0000272	Syak.g_00441	Praj.g_00776
OG0000273	Syak.g_00616	Praj.g_00801
OG0000274	Syak.g_00615	Praj.g_00802
OG0000275	Syak.g_00611	Praj.g_00804
OG0000276	Syak.g_00604	Praj.g_00810
OG0000277	Syak.g_00603	Praj.g_00811
OG0000278	Syak.g_00600	Praj.g_00815
OG0000279	Syak.g_00592	Praj.g_00822
OG0000280	Syak.g_00582	Praj.g_01326
OG0000281	Syak.g_00339	Praj.g_00829
OG0000282	Syak.g_00375	Praj.g_00889
OG0000283	Syak.g_00541	Praj.g_00920
OG0000284	Syak.g_00536	Praj.g_00925
OG0000285	Syak.g_00523	Praj.g_00930
OG0000286	Syak.g_00504	Praj.g_00945
OG0000287	Syak.g_00477	Praj.g_00085
OG0000288	Syak.g_00644	Praj.g_00994
OG0000289	Syak.g_00659	Praj.g_01005
OG0000290	Syak.g_00738	Praj.g_01021
OG0000291	Syak.g_00734, Syak.g_00737	Praj.g_01023
OG0000292	Syak.g_01802	Praj.g_01196
OG0000293	Syak.g_00910	Praj.g_01470
OG0000294	Syak.g_00909	Praj.g_01469
OG0000295	Syak.g_00863	Praj.g_01447
OG0000296	Syak.g_00861	Praj.g_01445
OG0000297	Syak.g_00848	Praj.g_01437
OG0000298	Syak.g_00847	Praj.g_01436
OG0000299	Syak.g_00820	Praj.g_01417
OG0000300	Syak.g_00813	Praj.g_01414
OG0000301	Syak.g_00812	Praj.g_01413
OG0000302	Syak.g_00811	Praj.g_01410
OG0000303	Syak.g_00674	Praj.g_01405
OG0000304	Syak.g_00680	Praj.g_01402
OG0000305	Syak.g_00732	Praj.g_01734
OG0000306	Syak.g_00094	Praj.g_00833
OG0000307	Syak.g_02556	Praj.g_01584
OG0000308	Syak.g_02554	Praj.g_01585
OG0000309	Syak.g_02549	Praj.g_01589
OG0000310	Syak.g_00994	Praj.g_01616
OG0000311	Syak.g_00999	Praj.g_01618
OG0000312	Syak.g_01028	Praj.g_01621
OG0000313	Syak.g_01046	Praj.g_01636
OG0000314	Syak.g_01079	Praj.g_01657
OG0000315	Syak.g_01090	Praj.g_01667
OG0000316	Syak.g_02462	Praj.g_01692
OG0000317	Syak.g_02419	Praj.g_01766
OG0000318	Syak.g_02415	Praj.g_01769
OG0000319	Syak.g_02399	Praj.g_01780
OG0000320	Syak.g_02397	Praj.g_01782
OG0000321	Syak.g_02396	Praj.g_01783
OG0000322	Syak.g_02395	Praj.g_01784
OG0000323	Syak.g_02380	Praj.g_01793
OG0000324	Syak.g_02347	Praj.g_01820
OG0000325	Syak.g_01391	Praj.g_01870
OG0000326	Syak.g_01384	Praj.g_01876
OG0000327	Syak.g_01350	Praj.g_01910
OG0000328	Syak.g_01349	Praj.g_01911
OG0000329	Syak.g_01331	Praj.g_01928
OG0000330	Syak.g_01330	Praj.g_01929
OG0000331	Syak.g_01329	Praj.g_01930
OG0000332	Syak.g_01314	Praj.g_01944
OG0000333	Syak.g_01311	Praj.g_01946
OG0000334	Syak.g_01302	Praj.g_01955
OG0000335	Syak.g_01298	Praj.g_01960
OG0000336	Syak.g_01294	Praj.g_01964
OG0000337	Syak.g_01555	Praj.g_01982
OG0000338	Syak.g_01558	Praj.g_01983
OG0000339	Syak.g_01566	Praj.g_01988
OG0000340	Syak.g_01626	Praj.g_01997
OG0000341	Syak.g_01628	Praj.g_01999
OG0000342	Syak.g_01629	Praj.g_02000
OG0000343	Syak.g_01631	Praj.g_02001
OG0000344	Syak.g_01635	Praj.g_02004
OG0000345	Syak.g_01645	Praj.g_02009
OG0000346	Syak.g_01651	Praj.g_02013
OG0000347	Syak.g_01694	Praj.g_02034
OG0000348	Syak.g_01717	Praj.g_02064
OG0000349	Syak.g_01740	Praj.g_02082
OG0000350	Syak.g_01377	Praj.g_02103
OG0000351	Syak.g_01823	Praj.g_02128
OG0000352	Syak.g_01822	Praj.g_02129
OG0000353	Syak.g_01796	Praj.g_02148
OG0000355	Syak.g_01793	Praj.g_00001
OG0000356	Syak.g_01792	Praj.g_00002
OG0000357	Syak.g_01791	Praj.g_00003
OG0000358	Syak.g_01787	Praj.g_00007
OG0000359	Syak.g_01785	Praj.g_00008
OG0000360	Syak.g_01784	Praj.g_00009
OG0000361	Syak.g_01783	Praj.g_00010
OG0000362	Syak.g_01781	Praj.g_00012
OG0000363	Syak.g_01779	Praj.g_00014
OG0000364	Syak.g_01778	Praj.g_00015
OG0000365	Syak.g_01769	Praj.g_00020
OG0000366	Syak.g_01768	Praj.g_00021
OG0000367	Syak.g_01767	Praj.g_00022
OG0000368	Syak.g_01765	Praj.g_00024
OG0000369	Syak.g_01764	Praj.g_00025
OG0000370	Syak.g_01763	Praj.g_00026
OG0000371	Syak.g_01753	Praj.g_00032
OG0000372	Syak.g_01748	Praj.g_00034
OG0000373	Syak.g_01747	Praj.g_00035
OG0000374	Syak.g_01746	Praj.g_00036
OG0000375	Syak.g_01744	Praj.g_00044
OG0000376	Syak.g_01742	Praj.g_00046
OG0000377	Syak.g_01948	Praj.g_00049
OG0000378	Syak.g_01968	Praj.g_00051
OG0000379	Syak.g_01972	Praj.g_00054
OG0000380	Syak.g_02256	Praj.g_00104
OG0000381	Syak.g_02254	Praj.g_00108
OG0000382	Syak.g_02236	Praj.g_00119
OG0000383	Syak.g_02229	Praj.g_00121
OG0000384	Syak.g_02228	Praj.g_00122
OG0000385	Syak.g_02227	Praj.g_00123
OG0000386	Syak.g_02226	Praj.g_00124
OG0000387	Syak.g_02200	Praj.g_00137
OG0000388	Syak.g_02196	Praj.g_00141
OG0000389	Syak.g_02193, Syak.g_02345	Praj.g_00144
OG0000390	Syak.g_02177	Praj.g_00153
OG0000391	Syak.g_02172	Praj.g_00157
OG0000392	Syak.g_02166	Praj.g_00160
OG0000393	Syak.g_02163	Praj.g_00163
OG0000394	Syak.g_02162	Praj.g_00164
OG0000395	Syak.g_02161	Praj.g_00165
OG0000396	Syak.g_02158	Praj.g_00168
OG0000397	Syak.g_02156	Praj.g_00170
OG0000398	Syak.g_02151	Praj.g_00173
OG0000399	Syak.g_02150	Praj.g_00174
OG0000400	Syak.g_02149	Praj.g_00175
OG0000401	Syak.g_02148	Praj.g_00176
OG0000402	Syak.g_02146	Praj.g_01057
OG0000403	Syak.g_02145	Praj.g_00177
OG0000404	Syak.g_02143	Praj.g_00178
OG0000405	Syak.g_02131	Praj.g_00183
OG0000406	Syak.g_02126	Praj.g_00187
OG0000407	Syak.g_02125	Praj.g_00188
OG0000408	Syak.g_02123	Praj.g_00190
OG0000409	Syak.g_02121	Praj.g_00192
OG0000410	Syak.g_02120	Praj.g_00193
OG0000411	Syak.g_02119	Praj.g_00194
OG0000412	Syak.g_02118	Praj.g_00195
OG0000413	Syak.g_02116	Praj.g_00196
OG0000415	Syak.g_02114	Praj.g_00198
OG0000416	Syak.g_02113	Praj.g_00199
OG0000417	Syak.g_02112	Praj.g_00200
OG0000418	Syak.g_02107	Praj.g_00205
OG0000419	Syak.g_02105	Praj.g_00207
OG0000420	Syak.g_02103	Praj.g_00208
OG0000421	Syak.g_02097	Praj.g_00212
OG0000422	Syak.g_02096	Praj.g_00213
OG0000423	Syak.g_02095	Praj.g_00214
OG0000424	Syak.g_02094	Praj.g_00215
OG0000425	Syak.g_02093	Praj.g_00216
OG0000426	Syak.g_02092	Praj.g_00217
OG0000427	Syak.g_02091	Praj.g_00218
OG0000428	Syak.g_02088	Praj.g_00220
OG0000429	Syak.g_02086	Praj.g_00221
OG0000430	Syak.g_02084	Praj.g_00222
OG0000431	Syak.g_02081	Praj.g_00224
OG0000432	Syak.g_02075	Praj.g_00228
OG0000433	Syak.g_02073	Praj.g_00229
OG0000434	Syak.g_02072	Praj.g_00230
OG0000435	Syak.g_02071	Praj.g_00231
OG0000436	Syak.g_02064	Praj.g_00236
OG0000437	Syak.g_02063	Praj.g_00237
OG0000438	Syak.g_02062	Praj.g_00238
OG0000439	Syak.g_02060	Praj.g_00240
OG0000440	Syak.g_02059	Praj.g_00241
OG0000441	Syak.g_02053	Praj.g_00243
OG0000442	Syak.g_02043	Praj.g_00244
OG0000443	Syak.g_02041	Praj.g_00245
OG0000444	Syak.g_02022	Praj.g_00250
OG0000445	Syak.g_02015	Praj.g_00251
OG0000446	Syak.g_02013	Praj.g_00252
OG0000447	Syak.g_02006	Praj.g_00253
OG0000448	Syak.g_02005	Praj.g_00254
OG0000449	Syak.g_02004	Praj.g_00255
OG0000450	Syak.g_01998	Praj.g_00256
OG0000451	Syak.g_01997	Praj.g_00257
OG0000452	Syak.g_01993	Praj.g_00260
OG0000453	Syak.g_01992	Praj.g_00261
OG0000454	Syak.g_01991	Praj.g_00262
OG0000455	Syak.g_01990	Praj.g_00263
OG0000456	Syak.g_01989	Praj.g_00264
OG0000457	Syak.g_01987	Praj.g_00265
OG0000458	Syak.g_01986	Praj.g_00266
OG0000459	Syak.g_01985	Praj.g_00267
OG0000460	Syak.g_02303	Praj.g_00275
OG0000461	Syak.g_01402	Praj.g_00283
OG0000462	Syak.g_01405	Praj.g_00285
OG0000463	Syak.g_01406	Praj.g_00286
OG0000464	Syak.g_01407	Praj.g_00287
OG0000465	Syak.g_01409	Praj.g_00288
OG0000466	Syak.g_01414	Praj.g_00289
OG0000467	Syak.g_01416	Praj.g_00290
OG0000468	Syak.g_01421	Praj.g_00292
OG0000469	Syak.g_01436	Praj.g_00299
OG0000470	Syak.g_01438	Praj.g_00301
OG0000471	Syak.g_01439	Praj.g_00302
OG0000472	Syak.g_01441	Praj.g_00303
OG0000473	Syak.g_01443	Praj.g_00305
OG0000474	Syak.g_01444	Praj.g_00306
OG0000475	Syak.g_01445	Praj.g_00307
OG0000476	Syak.g_01447	Praj.g_00309
OG0000477	Syak.g_01453	Praj.g_00311
OG0000478	Syak.g_01454	Praj.g_00312
OG0000479	Syak.g_01455	Praj.g_00313
OG0000480	Syak.g_01462	Praj.g_00318
OG0000481	Syak.g_01464	Praj.g_00320
OG0000482	Syak.g_01465	Praj.g_00321
OG0000483	Syak.g_01469	Praj.g_00324
OG0000484	Syak.g_01470	Praj.g_00325
OG0000485	Syak.g_01472	Praj.g_00326
OG0000486	Syak.g_01473	Praj.g_00327
OG0000487	Syak.g_01479	Praj.g_00330
OG0000488	Syak.g_01483	Praj.g_00333
OG0000489	Syak.g_01499	Praj.g_00338
OG0000490	Syak.g_01507	Praj.g_00343
OG0000491	Syak.g_01511	Praj.g_00344
OG0000492	Syak.g_01513	Praj.g_00346
OG0000493	Syak.g_01514	Praj.g_00347
OG0000494	Syak.g_01515	Praj.g_00348
OG0000495	Syak.g_01516	Praj.g_00349
OG0000496	Syak.g_01517	Praj.g_00350
OG0000497	Syak.g_01518	Praj.g_00351
OG0000498	Syak.g_01519	Praj.g_00352
OG0000499	Syak.g_01520	Praj.g_00353
OG0000500	Syak.g_01521	Praj.g_00354
OG0000501	Syak.g_01524	Praj.g_00356
OG0000502	Syak.g_01538	Praj.g_00359
OG0000503	Syak.g_01246	Praj.g_00380
OG0000504	Syak.g_01244	Praj.g_00382
OG0000505	Syak.g_01243	Praj.g_00383
OG0000506	Syak.g_01241	Praj.g_00384
OG0000507	Syak.g_01235	Praj.g_00387
OG0000508	Syak.g_01231	Praj.g_00390
OG0000509	Syak.g_01229	Praj.g_00392
OG0000510	Syak.g_01228	Praj.g_00393
OG0000511	Syak.g_01227	Praj.g_00394
OG0000512	Syak.g_01225	Praj.g_00396
OG0000513	Syak.g_01211	Praj.g_00406
OG0000514	Syak.g_01204	Praj.g_00425
OG0000515	Syak.g_01203	Praj.g_00426
OG0000516	Syak.g_01199	Praj.g_00427
OG0000517	Syak.g_01192	Praj.g_00429
OG0000518	Syak.g_01180	Praj.g_00440
OG0000519	Syak.g_01179	Praj.g_00441
OG0000520	Syak.g_01178	Praj.g_00442
OG0000521	Syak.g_01167	Praj.g_00447
OG0000522	Syak.g_01163	Praj.g_00449
OG0000523	Syak.g_01162	Praj.g_00450
OG0000524	Syak.g_01149	Praj.g_00457
OG0000525	Syak.g_01130	Praj.g_00461
OG0000526	Syak.g_01127	Praj.g_00462
OG0000527	Syak.g_01120	Praj.g_00465
OG0000528	Syak.g_02570	Praj.g_00471
OG0000529	Syak.g_02575	Praj.g_00474
OG0000530	Syak.g_02578	Praj.g_00477
OG0000531	Syak.g_02579	Praj.g_00478
OG0000532	Syak.g_02582	Praj.g_00479
OG0000533	Syak.g_02584	Praj.g_00480
OG0000534	Syak.g_02585	Praj.g_00481
OG0000535	Syak.g_02586	Praj.g_00482
OG0000536	Syak.g_02587	Praj.g_00483
OG0000537	Syak.g_02588	Praj.g_00484
OG0000538	Syak.g_02600	Praj.g_00492
OG0000539	Syak.g_02601	Praj.g_00493
OG0000540	Syak.g_02602	Praj.g_00494
OG0000541	Syak.g_02603	Praj.g_00495
OG0000542	Syak.g_02606	Praj.g_00497
OG0000543	Syak.g_02608	Praj.g_00499
OG0000544	Syak.g_02609	Praj.g_00500
OG0000545	Syak.g_02611	Praj.g_00502
OG0000546	Syak.g_02613	Praj.g_00505
OG0000547	Syak.g_02615	Praj.g_00507
OG0000548	Syak.g_02616	Praj.g_00508
OG0000549	Syak.g_02622	Praj.g_00511
OG0000550	Syak.g_02626	Praj.g_00515
OG0000551	Syak.g_02631	Praj.g_00518
OG0000552	Syak.g_02632	Praj.g_00519
OG0000553	Syak.g_02636	Praj.g_00520
OG0000554	Syak.g_02641	Praj.g_00525
OG0000555	Syak.g_02657	Praj.g_00533
OG0000556	Syak.g_02661	Praj.g_00535
OG0000557	Syak.g_02663	Praj.g_00536
OG0000558	Syak.g_02666	Praj.g_00538
OG0000559	Syak.g_02670	Praj.g_00542
OG0000560	Syak.g_02672	Praj.g_00545
OG0000561	Syak.g_02673	Praj.g_00546
OG0000562	Syak.g_02674	Praj.g_00547
OG0000563	Syak.g_02675	Praj.g_00548
OG0000564	Syak.g_02676	Praj.g_00549
OG0000565	Syak.g_02679	Praj.g_00552
OG0000566	Syak.g_02683	Praj.g_00554
OG0000567	Syak.g_02687	Praj.g_00558
OG0000568	Syak.g_02690	Praj.g_00559
OG0000569	Syak.g_02691	Praj.g_00560
OG0000570	Syak.g_02692	Praj.g_00561
OG0000571	Syak.g_02696	Praj.g_00563
OG0000572	Syak.g_02713	Praj.g_00574
OG0000573	Syak.g_02723	Praj.g_00579
OG0000574	Syak.g_02724	Praj.g_00581
OG0000575	Syak.g_02729	Praj.g_00584
OG0000576	Syak.g_02731	Praj.g_00586
OG0000577	Syak.g_02732	Praj.g_00587
OG0000578	Syak.g_02733	Praj.g_00588
OG0000579	Syak.g_02734	Praj.g_00589
OG0000580	Syak.g_02735	Praj.g_00590
OG0000581	Syak.g_02742	Praj.g_00593
