Orthogroup	Syak	Pram
OG0000186	Syak.g_02258	Pram.g_00048
OG0000187	Syak.g_02257	Pram.g_00049
OG0000188	Syak.g_02235	Pram.g_00066
OG0000189	Syak.g_02203	Pram.g_00080
OG0000190	Syak.g_01575	Pram.g_00081
OG0000191	Syak.g_02171	Pram.g_00103
OG0000192	Syak.g_02165	Pram.g_00108
OG0000193	Syak.g_02127	Pram.g_00131
OG0000194	Syak.g_02124	Pram.g_00134
OG0000195	Syak.g_02122	Pram.g_00136
OG0000196	Syak.g_02111	Pram.g_00146
OG0000197	Syak.g_02110	Pram.g_00147
OG0000198	Syak.g_02109	Pram.g_00148
OG0000199	Syak.g_02100	Pram.g_00155
OG0000200	Syak.g_02083	Pram.g_00168
OG0000201	Syak.g_02068	Pram.g_00177
OG0000202	Syak.g_02067	Pram.g_00178
OG0000203	Syak.g_02066	Pram.g_00179
OG0000204	Syak.g_02065	Pram.g_00180
OG0000205	Syak.g_02058	Pram.g_00187
OG0000206	Syak.g_02038	Pram.g_00192
OG0000207	Syak.g_02025	Pram.g_00194
OG0000208	Syak.g_02024	Pram.g_00195
OG0000209	Syak.g_01995	Pram.g_00204
OG0000210	Syak.g_01994	Pram.g_00205
OG0000211	Syak.g_02017, Syak.g_02300	Pram.g_00220
OG0000212	Syak.g_02311	Pram.g_00228
OG0000213	Syak.g_01425	Pram.g_00246
OG0000214	Syak.g_01442	Pram.g_00255
OG0000215	Syak.g_01474	Pram.g_00282
OG0000216	Syak.g_01478	Pram.g_00283
OG0000217	Syak.g_01482	Pram.g_00286
OG0000218	Syak.g_01484	Pram.g_00288
OG0000219	Syak.g_01485	Pram.g_00289
OG0000220	Syak.g_01486	Pram.g_00290
OG0000221	Syak.g_01498	Pram.g_00291
OG0000222	Syak.g_01512	Pram.g_00298
OG0000223	Syak.g_01531	Pram.g_00311
OG0000224	Syak.g_01532	Pram.g_00313
OG0000225	Syak.g_01230	Pram.g_00341
OG0000226	Syak.g_01226	Pram.g_00345
OG0000227	Syak.g_01224	Pram.g_00347
OG0000228	Syak.g_01216	Pram.g_00351
OG0000229	Syak.g_01191	Pram.g_00371
OG0000230	Syak.g_01189	Pram.g_00373
OG0000231	Syak.g_01176	Pram.g_00384
OG0000232	Syak.g_01156	Pram.g_00397
OG0000233	Syak.g_01145	Pram.g_00402
OG0000234	Syak.g_01116	Pram.g_00412
OG0000235	Syak.g_02573	Pram.g_00415
OG0000236	Syak.g_02589	Pram.g_00429
OG0000237	Syak.g_02607	Pram.g_00443
OG0000238	Syak.g_02612	Pram.g_00449
OG0000239	Syak.g_02628	Pram.g_00462
OG0000240	Syak.g_02629	Pram.g_00463
OG0000241	Syak.g_00027	Pram.g_00468
OG0000242	Syak.g_02638	Pram.g_00470
OG0000243	Syak.g_02658	Pram.g_00480
OG0000244	Syak.g_02665	Pram.g_00483
OG0000245	Syak.g_02667	Pram.g_00485
OG0000246	Syak.g_02671	Pram.g_00489
OG0000247	Syak.g_02681	Pram.g_00500
OG0000248	Syak.g_02684	Pram.g_00503
OG0000249	Syak.g_02686	Pram.g_00505
OG0000250	Syak.g_02694	Pram.g_00510
OG0000251	Syak.g_02722	Pram.g_00528
OG0000252	Syak.g_02725	Pram.g_00531
OG0000253	Syak.g_02727	Pram.g_00532
OG0000254	Syak.g_02752	Pram.g_00549
OG0000255	Syak.g_02772	Pram.g_00555
OG0000256	Syak.g_00020	Pram.g_00566
OG0000257	Syak.g_00026	Pram.g_01080
OG0000258	Syak.g_00044	Pram.g_01067
OG0000259	Syak.g_00334	Pram.g_01050
OG0000260	Syak.g_00338	Pram.g_01047
OG0000261	Syak.g_00348	Pram.g_01044
OG0000262	Syak.g_00353	Pram.g_01039
OG0000263	Syak.g_00828	Pram.g_00771
OG0000264	Syak.g_00698	Pram.g_00782
OG0000265	Syak.g_00211	Pram.g_00801
OG0000266	Syak.g_00778	Pram.g_01020
OG0000267	Syak.g_00555	Pram.g_01007
OG0000268	Syak.g_00554	Pram.g_01006
OG0000269	Syak.g_00429	Pram.g_00804
OG0000270	Syak.g_00432	Pram.g_00807
OG0000271	Syak.g_00440	Pram.g_00815
OG0000272	Syak.g_00441	Pram.g_00816
OG0000273	Syak.g_00616	Pram.g_00839
OG0000274	Syak.g_00615	Pram.g_00840
OG0000275	Syak.g_00611	Pram.g_00843
OG0000276	Syak.g_00604	Pram.g_00849
OG0000277	Syak.g_00603	Pram.g_00850
OG0000278	Syak.g_00600	Pram.g_00853
OG0000279	Syak.g_00592	Pram.g_00861
OG0000280	Syak.g_00582	Pram.g_00862
OG0000281	Syak.g_00339	Pram.g_00870
OG0000282	Syak.g_00375	Pram.g_00736
OG0000283	Syak.g_00541	Pram.g_00916
OG0000284	Syak.g_00536	Pram.g_00921
OG0000285	Syak.g_00523	Pram.g_00926
OG0000286	Syak.g_00504	Pram.g_00942
OG0000287	Syak.g_00477	Pram.g_01199
OG0000288	Syak.g_00644	Pram.g_00977
OG0000289	Syak.g_00659	Pram.g_00992
OG0000290	Syak.g_00738	Pram.g_00891
OG0000291	Syak.g_00734, Syak.g_00737	Pram.g_00889
OG0000292	Syak.g_01802	Pram.g_01185
OG0000293	Syak.g_00910	Pram.g_01150
OG0000294	Syak.g_00909	Pram.g_01149
OG0000295	Syak.g_00863	Pram.g_01125
OG0000296	Syak.g_00861	Pram.g_01123
OG0000297	Syak.g_00848	Pram.g_01114
OG0000298	Syak.g_00847	Pram.g_01113
OG0000299	Syak.g_00820	Pram.g_01094
OG0000300	Syak.g_00813	Pram.g_01091
OG0000301	Syak.g_00812	Pram.g_01090
OG0000302	Syak.g_00811	Pram.g_01088
OG0000303	Syak.g_00674	Pram.g_01082
OG0000304	Syak.g_00680	Pram.g_00571
OG0000305	Syak.g_00732	Pram.g_01183
OG0000306	Syak.g_00094	Pram.g_00874
OG0000307	Syak.g_02556	Pram.g_01458
OG0000308	Syak.g_02554	Pram.g_01457
OG0000309	Syak.g_02549	Pram.g_01453
OG0000310	Syak.g_00994	Pram.g_01395
OG0000311	Syak.g_00999	Pram.g_01393
OG0000312	Syak.g_01028	Pram.g_01390
OG0000313	Syak.g_01046	Pram.g_01374
OG0000314	Syak.g_01079	Pram.g_01351
OG0000315	Syak.g_01090	Pram.g_01341
OG0000316	Syak.g_02462	Pram.g_01315
OG0000317	Syak.g_02419	Pram.g_01629
OG0000318	Syak.g_02415	Pram.g_01633
OG0000319	Syak.g_02399	Pram.g_01646
OG0000320	Syak.g_02397	Pram.g_01648
OG0000321	Syak.g_02396	Pram.g_01649
OG0000322	Syak.g_02395	Pram.g_01650
OG0000323	Syak.g_02380	Pram.g_01659
OG0000324	Syak.g_02347	Pram.g_01687
OG0000325	Syak.g_01391	Pram.g_01697
OG0000326	Syak.g_01384	Pram.g_01704
OG0000327	Syak.g_01350	Pram.g_01728
OG0000328	Syak.g_01349	Pram.g_01729
OG0000329	Syak.g_01331	Pram.g_01746
OG0000330	Syak.g_01330	Pram.g_01747
OG0000331	Syak.g_01329	Pram.g_01748
OG0000332	Syak.g_01314	Pram.g_01762
OG0000333	Syak.g_01311	Pram.g_01764
OG0000334	Syak.g_01302	Pram.g_01773
OG0000335	Syak.g_01298	Pram.g_01778
OG0000336	Syak.g_01294	Pram.g_01782
OG0000337	Syak.g_01555	Pram.g_01801
OG0000338	Syak.g_01558	Pram.g_01802
OG0000339	Syak.g_01566	Pram.g_01808
OG0000340	Syak.g_01626	Pram.g_01817
OG0000341	Syak.g_01628	Pram.g_01819
OG0000342	Syak.g_01629	Pram.g_01820
OG0000343	Syak.g_01631	Pram.g_01821
OG0000344	Syak.g_01635	Pram.g_01824
OG0000345	Syak.g_01645	Pram.g_01830
OG0000346	Syak.g_01651	Pram.g_01834
OG0000347	Syak.g_01694	Pram.g_01851
OG0000348	Syak.g_01717	Pram.g_01859
OG0000349	Syak.g_01740	Pram.g_01877
OG0000350	Syak.g_01377	Pram.g_01898
OG0000351	Syak.g_01823	Pram.g_01917
OG0000352	Syak.g_01822	Pram.g_01918
OG0000353	Syak.g_01796	Pram.g_01937
OG0000355	Syak.g_01793	Pram.g_01939
OG0000356	Syak.g_01792	Pram.g_01940
OG0000357	Syak.g_01791	Pram.g_01941
OG0000358	Syak.g_01787	Pram.g_01945
OG0000359	Syak.g_01785	Pram.g_01946
OG0000360	Syak.g_01784	Pram.g_01947
OG0000361	Syak.g_01783	Pram.g_01948
OG0000362	Syak.g_01781	Pram.g_01950
OG0000363	Syak.g_01779	Pram.g_00001
OG0000364	Syak.g_01778	Pram.g_00002
OG0000365	Syak.g_01769	Pram.g_00007
OG0000366	Syak.g_01768	Pram.g_00008
OG0000367	Syak.g_01767	Pram.g_00009
OG0000368	Syak.g_01765	Pram.g_00011
OG0000369	Syak.g_01764	Pram.g_00012
OG0000370	Syak.g_01763	Pram.g_00013
OG0000371	Syak.g_01753	Pram.g_00019
OG0000372	Syak.g_01748	Pram.g_00021
OG0000373	Syak.g_01747	Pram.g_00022
OG0000374	Syak.g_01746	Pram.g_00023
OG0000375	Syak.g_01744	Pram.g_00024
OG0000376	Syak.g_01742	Pram.g_00026
OG0000377	Syak.g_01948	Pram.g_00030
OG0000378	Syak.g_01968	Pram.g_00034
OG0000379	Syak.g_01972	Pram.g_00037
OG0000380	Syak.g_02256	Pram.g_00050
OG0000381	Syak.g_02254	Pram.g_00055
OG0000382	Syak.g_02236	Pram.g_00065
OG0000383	Syak.g_02229	Pram.g_00067
OG0000384	Syak.g_02228	Pram.g_00068
OG0000385	Syak.g_02227	Pram.g_00069
OG0000386	Syak.g_02226	Pram.g_00070
OG0000387	Syak.g_02200	Pram.g_00083
OG0000388	Syak.g_02196	Pram.g_00087
OG0000389	Syak.g_02193, Syak.g_02345	Pram.g_00090
OG0000390	Syak.g_02177	Pram.g_00099
OG0000391	Syak.g_02172	Pram.g_00102
OG0000392	Syak.g_02166	Pram.g_00106
OG0000393	Syak.g_02163	Pram.g_00109
OG0000394	Syak.g_02162	Pram.g_00110
OG0000395	Syak.g_02161	Pram.g_00111
OG0000396	Syak.g_02158	Pram.g_00113
OG0000397	Syak.g_02156	Pram.g_00115
OG0000398	Syak.g_02151	Pram.g_00118
OG0000399	Syak.g_02150	Pram.g_00119
OG0000400	Syak.g_02149	Pram.g_00120
OG0000401	Syak.g_02148	Pram.g_00121
OG0000402	Syak.g_02146	Pram.g_01001
OG0000403	Syak.g_02145	Pram.g_00123
OG0000404	Syak.g_02143	Pram.g_00124
OG0000405	Syak.g_02131	Pram.g_00128
OG0000406	Syak.g_02126	Pram.g_00132
OG0000407	Syak.g_02125	Pram.g_00133
OG0000408	Syak.g_02123	Pram.g_00135
OG0000409	Syak.g_02121	Pram.g_00137
OG0000410	Syak.g_02120	Pram.g_00138
OG0000411	Syak.g_02119	Pram.g_00139
OG0000412	Syak.g_02118	Pram.g_00140
OG0000413	Syak.g_02116	Pram.g_00141
OG0000415	Syak.g_02114	Pram.g_00143
OG0000416	Syak.g_02113	Pram.g_00144
OG0000417	Syak.g_02112	Pram.g_00145
OG0000418	Syak.g_02107	Pram.g_00150
OG0000419	Syak.g_02105	Pram.g_00152
OG0000420	Syak.g_02103	Pram.g_00153
OG0000421	Syak.g_02097	Pram.g_00157
OG0000422	Syak.g_02096	Pram.g_00158
OG0000423	Syak.g_02095	Pram.g_00159
OG0000424	Syak.g_02094	Pram.g_00160
OG0000425	Syak.g_02093	Pram.g_00161
OG0000426	Syak.g_02092	Pram.g_00162
OG0000427	Syak.g_02091	Pram.g_00163
OG0000428	Syak.g_02088	Pram.g_00165
OG0000429	Syak.g_02086	Pram.g_00166
OG0000430	Syak.g_02084	Pram.g_00167
OG0000431	Syak.g_02081	Pram.g_00169
OG0000432	Syak.g_02075	Pram.g_00173
OG0000433	Syak.g_02073	Pram.g_00174
OG0000434	Syak.g_02072	Pram.g_00175
OG0000435	Syak.g_02071	Pram.g_00176
OG0000436	Syak.g_02064	Pram.g_00181
OG0000437	Syak.g_02063	Pram.g_00182
OG0000438	Syak.g_02062	Pram.g_00183
OG0000439	Syak.g_02060	Pram.g_00185
OG0000440	Syak.g_02059	Pram.g_00186
OG0000441	Syak.g_02053	Pram.g_00189
OG0000442	Syak.g_02043	Pram.g_00190
OG0000443	Syak.g_02041	Pram.g_00191
OG0000444	Syak.g_02022	Pram.g_00196
OG0000445	Syak.g_02015	Pram.g_00197
OG0000446	Syak.g_02013	Pram.g_00198
OG0000447	Syak.g_02006	Pram.g_00199
OG0000448	Syak.g_02005	Pram.g_00200
OG0000449	Syak.g_02004	Pram.g_00201
OG0000450	Syak.g_01998	Pram.g_00202
OG0000451	Syak.g_01997	Pram.g_00203
OG0000452	Syak.g_01993	Pram.g_00206
OG0000453	Syak.g_01992	Pram.g_00207
OG0000454	Syak.g_01991	Pram.g_00208
OG0000455	Syak.g_01990	Pram.g_00209
OG0000456	Syak.g_01989	Pram.g_00210
OG0000457	Syak.g_01987	Pram.g_00212
OG0000458	Syak.g_01986	Pram.g_00213
OG0000459	Syak.g_01985	Pram.g_00214
OG0000460	Syak.g_02303	Pram.g_00222
OG0000461	Syak.g_01402	Pram.g_00230
OG0000462	Syak.g_01405	Pram.g_00232
OG0000463	Syak.g_01406	Pram.g_00233
OG0000464	Syak.g_01407	Pram.g_00234
OG0000465	Syak.g_01409	Pram.g_00235
OG0000466	Syak.g_01414	Pram.g_00238
OG0000467	Syak.g_01416	Pram.g_00239
OG0000468	Syak.g_01421	Pram.g_00242
OG0000469	Syak.g_01436	Pram.g_00250
OG0000470	Syak.g_01438	Pram.g_00252
OG0000471	Syak.g_01439	Pram.g_00253
OG0000472	Syak.g_01441	Pram.g_00254
OG0000473	Syak.g_01443	Pram.g_00256
OG0000474	Syak.g_01444	Pram.g_00257
OG0000475	Syak.g_01445	Pram.g_00258
OG0000476	Syak.g_01447	Pram.g_00260
OG0000477	Syak.g_01453	Pram.g_00263
OG0000478	Syak.g_01454	Pram.g_00264
OG0000479	Syak.g_01455	Pram.g_00265
OG0000480	Syak.g_01462	Pram.g_00270
OG0000481	Syak.g_01464	Pram.g_00273
OG0000482	Syak.g_01465	Pram.g_00274
OG0000483	Syak.g_01469	Pram.g_00277
OG0000484	Syak.g_01470	Pram.g_00278
OG0000485	Syak.g_01472	Pram.g_00280
OG0000486	Syak.g_01473	Pram.g_00281
OG0000487	Syak.g_01479	Pram.g_00284
OG0000488	Syak.g_01483	Pram.g_00287
OG0000489	Syak.g_01499	Pram.g_00292
OG0000490	Syak.g_01507	Pram.g_00296
OG0000491	Syak.g_01511	Pram.g_00297
OG0000492	Syak.g_01513	Pram.g_00299
OG0000493	Syak.g_01514	Pram.g_00300
OG0000494	Syak.g_01515	Pram.g_00301
OG0000495	Syak.g_01516	Pram.g_00302
OG0000496	Syak.g_01517	Pram.g_00303
OG0000497	Syak.g_01518	Pram.g_00304
OG0000498	Syak.g_01519	Pram.g_00305
OG0000499	Syak.g_01520	Pram.g_00306
OG0000500	Syak.g_01521	Pram.g_00307
OG0000501	Syak.g_01524	Pram.g_00309
OG0000502	Syak.g_01538	Pram.g_00312
OG0000503	Syak.g_01246	Pram.g_00328
OG0000504	Syak.g_01244	Pram.g_00330
OG0000505	Syak.g_01243	Pram.g_00331
OG0000506	Syak.g_01241	Pram.g_00332
OG0000507	Syak.g_01235	Pram.g_00336
OG0000508	Syak.g_01231	Pram.g_00340
OG0000509	Syak.g_01229	Pram.g_00342
OG0000510	Syak.g_01228	Pram.g_00343
OG0000511	Syak.g_01227	Pram.g_00344
OG0000512	Syak.g_01225	Pram.g_00346
OG0000513	Syak.g_01211	Pram.g_00355
OG0000514	Syak.g_01204	Pram.g_00366
OG0000515	Syak.g_01203	Pram.g_00367
OG0000516	Syak.g_01199	Pram.g_00368
OG0000517	Syak.g_01192	Pram.g_00370
OG0000518	Syak.g_01180	Pram.g_00381
OG0000519	Syak.g_01179	Pram.g_00382
OG0000520	Syak.g_01178	Pram.g_00383
OG0000521	Syak.g_01167	Pram.g_00393
OG0000522	Syak.g_01163	Pram.g_00395
OG0000523	Syak.g_01162	Pram.g_00396
OG0000524	Syak.g_01149	Pram.g_00400
OG0000525	Syak.g_01130	Pram.g_00404
OG0000526	Syak.g_01127	Pram.g_00406
OG0000527	Syak.g_01120	Pram.g_00409
OG0000528	Syak.g_02570	Pram.g_00414
OG0000529	Syak.g_02575	Pram.g_00417
OG0000530	Syak.g_02578	Pram.g_00420
OG0000531	Syak.g_02579	Pram.g_00421
OG0000532	Syak.g_02582	Pram.g_00423
OG0000533	Syak.g_02584	Pram.g_00424
OG0000534	Syak.g_02585	Pram.g_00425
OG0000535	Syak.g_02586	Pram.g_00426
OG0000536	Syak.g_02587	Pram.g_00427
OG0000537	Syak.g_02588	Pram.g_00428
OG0000538	Syak.g_02600	Pram.g_00438
OG0000539	Syak.g_02601	Pram.g_00439
OG0000540	Syak.g_02602	Pram.g_00440
OG0000541	Syak.g_02603	Pram.g_00441
OG0000542	Syak.g_02606	Pram.g_00442
OG0000543	Syak.g_02608	Pram.g_00444
OG0000544	Syak.g_02609	Pram.g_00445
OG0000545	Syak.g_02611	Pram.g_00447
OG0000546	Syak.g_02613	Pram.g_00450
OG0000547	Syak.g_02615	Pram.g_00452
OG0000548	Syak.g_02616	Pram.g_00453
OG0000549	Syak.g_02622	Pram.g_00456
OG0000550	Syak.g_02626	Pram.g_00461
OG0000551	Syak.g_02631	Pram.g_00464
OG0000552	Syak.g_02632	Pram.g_00465
OG0000553	Syak.g_02636	Pram.g_00466
OG0000554	Syak.g_02641	Pram.g_00472
OG0000555	Syak.g_02657	Pram.g_00479
OG0000556	Syak.g_02661	Pram.g_00481
OG0000557	Syak.g_02663	Pram.g_00482
OG0000558	Syak.g_02666	Pram.g_00484
OG0000559	Syak.g_02670	Pram.g_00488
OG0000560	Syak.g_02672	Pram.g_00491
OG0000561	Syak.g_02673	Pram.g_00492
OG0000562	Syak.g_02674	Pram.g_00493
OG0000563	Syak.g_02675	Pram.g_00494
OG0000564	Syak.g_02676	Pram.g_00495
OG0000565	Syak.g_02679	Pram.g_00498
OG0000566	Syak.g_02683	Pram.g_00502
OG0000567	Syak.g_02687	Pram.g_00506
OG0000568	Syak.g_02690	Pram.g_00507
OG0000569	Syak.g_02691	Pram.g_00508
OG0000570	Syak.g_02692	Pram.g_00509
OG0000571	Syak.g_02696	Pram.g_00511
OG0000572	Syak.g_02713	Pram.g_00523
OG0000573	Syak.g_02723	Pram.g_00529
OG0000574	Syak.g_02724	Pram.g_00530
OG0000575	Syak.g_02729	Pram.g_00534
OG0000576	Syak.g_02731	Pram.g_00536
OG0000577	Syak.g_02732	Pram.g_00537
OG0000578	Syak.g_02733	Pram.g_00538
OG0000579	Syak.g_02734	Pram.g_00539
