Orthogroup	Syak	Prbe
OG0000182	Syak.g_01770	Prbe.g_00119
OG0000183	Syak.g_01766	Prbe.g_00123
OG0000184	Syak.g_01955	Prbe.g_00149
OG0000185	Syak.g_01971	Prbe.g_00152
OG0000186	Syak.g_02258	Prbe.g_00168
OG0000187	Syak.g_02257	Prbe.g_00169
OG0000188	Syak.g_02235	Prbe.g_00186
OG0000189	Syak.g_02203	Prbe.g_01636
OG0000190	Syak.g_01575	Prbe.g_01638
OG0000191	Syak.g_02171	Prbe.g_01661
OG0000192	Syak.g_02165	Prbe.g_01666
OG0000193	Syak.g_02127	Prbe.g_01693
OG0000194	Syak.g_02124	Prbe.g_01696
OG0000195	Syak.g_02122	Prbe.g_01698
OG0000196	Syak.g_02111	Prbe.g_01709
OG0000197	Syak.g_02110	Prbe.g_01710
OG0000198	Syak.g_02109	Prbe.g_01711
OG0000199	Syak.g_02100	Prbe.g_01718
OG0000200	Syak.g_02083	Prbe.g_01732
OG0000201	Syak.g_02068	Prbe.g_01741
OG0000202	Syak.g_02067	Prbe.g_01742
OG0000203	Syak.g_02066	Prbe.g_01743
OG0000204	Syak.g_02065	Prbe.g_01744
OG0000205	Syak.g_02058	Prbe.g_01751
OG0000206	Syak.g_02038	Prbe.g_01756
OG0000207	Syak.g_02025	Prbe.g_01759
OG0000208	Syak.g_02024	Prbe.g_01760
OG0000209	Syak.g_01995	Prbe.g_01769
OG0000210	Syak.g_01994	Prbe.g_01770
OG0000211	Syak.g_02017, Syak.g_02300	Prbe.g_01785
OG0000212	Syak.g_02311	Prbe.g_01793
OG0000213	Syak.g_01425	Prbe.g_01811
OG0000214	Syak.g_01442	Prbe.g_01821
OG0000215	Syak.g_01474	Prbe.g_01848
OG0000216	Syak.g_01478	Prbe.g_01849
OG0000217	Syak.g_01482	Prbe.g_01852
OG0000218	Syak.g_01484	Prbe.g_01854
OG0000219	Syak.g_01485	Prbe.g_01855
OG0000220	Syak.g_01486	Prbe.g_01856
OG0000221	Syak.g_01498	Prbe.g_01857
OG0000222	Syak.g_01512	Prbe.g_01864
OG0000223	Syak.g_01531	Prbe.g_01876
OG0000224	Syak.g_01532	Prbe.g_01878
OG0000225	Syak.g_01230	Prbe.g_01904
OG0000226	Syak.g_01226	Prbe.g_01908
OG0000227	Syak.g_01224	Prbe.g_01910
OG0000228	Syak.g_01216	Prbe.g_01914
OG0000229	Syak.g_01191	Prbe.g_01934
OG0000230	Syak.g_01189	Prbe.g_01936
OG0000231	Syak.g_01176	Prbe.g_01947
OG0000232	Syak.g_01156	Prbe.g_00672
OG0000233	Syak.g_01145	Prbe.g_00666
OG0000234	Syak.g_01116	Prbe.g_00657
OG0000235	Syak.g_02573	Prbe.g_00654
OG0000236	Syak.g_02589	Prbe.g_00640
OG0000237	Syak.g_02607	Prbe.g_00627
OG0000238	Syak.g_02612	Prbe.g_00621
OG0000239	Syak.g_02628	Prbe.g_00610
OG0000240	Syak.g_02629	Prbe.g_00609
OG0000241	Syak.g_00027	Prbe.g_00605
OG0000242	Syak.g_02638	Prbe.g_00603
OG0000243	Syak.g_02658	Prbe.g_00592
OG0000244	Syak.g_02665	Prbe.g_00589
OG0000245	Syak.g_02667	Prbe.g_00587
OG0000246	Syak.g_02671	Prbe.g_00583
OG0000247	Syak.g_02681	Prbe.g_00573
OG0000248	Syak.g_02684	Prbe.g_00570
OG0000249	Syak.g_02686	Prbe.g_00568
OG0000250	Syak.g_02694	Prbe.g_00563
OG0000251	Syak.g_02722	Prbe.g_00543
OG0000252	Syak.g_02725	Prbe.g_00540
OG0000253	Syak.g_02727	Prbe.g_00539
OG0000254	Syak.g_02752	Prbe.g_00522
OG0000255	Syak.g_02772	Prbe.g_00516
OG0000256	Syak.g_00020	Prbe.g_00506
OG0000257	Syak.g_00026	Prbe.g_01490
OG0000258	Syak.g_00044	Prbe.g_01476
OG0000259	Syak.g_00334	Prbe.g_01459
OG0000260	Syak.g_00338	Prbe.g_01456
OG0000261	Syak.g_00348	Prbe.g_01453
OG0000262	Syak.g_00353	Prbe.g_01449
OG0000263	Syak.g_00828	Prbe.g_00455
OG0000264	Syak.g_00698	Prbe.g_00466
OG0000265	Syak.g_00211	Prbe.g_01214
OG0000266	Syak.g_00778	Prbe.g_01430
OG0000267	Syak.g_00555	Prbe.g_01418
OG0000268	Syak.g_00554	Prbe.g_01417
OG0000269	Syak.g_00429	Prbe.g_01217
OG0000270	Syak.g_00432	Prbe.g_01220
OG0000271	Syak.g_00440	Prbe.g_01228
OG0000272	Syak.g_00441	Prbe.g_01229
OG0000273	Syak.g_00616	Prbe.g_01253
OG0000274	Syak.g_00615	Prbe.g_01254
OG0000275	Syak.g_00611	Prbe.g_01257
OG0000276	Syak.g_00604	Prbe.g_01263
OG0000277	Syak.g_00603	Prbe.g_01264
OG0000278	Syak.g_00600	Prbe.g_01267
OG0000279	Syak.g_00592	Prbe.g_01274
OG0000280	Syak.g_00582	Prbe.g_01275
OG0000281	Syak.g_00339	Prbe.g_01282
OG0000282	Syak.g_00375	Prbe.g_00419
OG0000283	Syak.g_00541	Prbe.g_01326
OG0000284	Syak.g_00536	Prbe.g_01331
OG0000285	Syak.g_00523	Prbe.g_01336
OG0000286	Syak.g_00504	Prbe.g_01349
OG0000287	Syak.g_00477	Prbe.g_01615
OG0000288	Syak.g_00644	Prbe.g_01388
OG0000289	Syak.g_00659	Prbe.g_01404
OG0000290	Syak.g_00738	Prbe.g_01300
OG0000291	Syak.g_00734, Syak.g_00737	Prbe.g_01298
OG0000292	Syak.g_01802	Prbe.g_01594
OG0000293	Syak.g_00910	Prbe.g_01559
OG0000294	Syak.g_00909	Prbe.g_01558
OG0000295	Syak.g_00863	Prbe.g_01535
OG0000296	Syak.g_00861	Prbe.g_01533
OG0000297	Syak.g_00848	Prbe.g_01524
OG0000298	Syak.g_00847	Prbe.g_01523
OG0000299	Syak.g_00820	Prbe.g_01504
OG0000300	Syak.g_00813	Prbe.g_01501
OG0000301	Syak.g_00812	Prbe.g_01500
OG0000302	Syak.g_00811	Prbe.g_01498
OG0000303	Syak.g_00674	Prbe.g_01492
OG0000304	Syak.g_00680	Prbe.g_00501
OG0000305	Syak.g_00732	Prbe.g_01592
OG0000306	Syak.g_00094	Prbe.g_01286
OG0000307	Syak.g_02556	Prbe.g_00364
OG0000308	Syak.g_02554	Prbe.g_00363
OG0000309	Syak.g_02549	Prbe.g_00359
OG0000310	Syak.g_00994	Prbe.g_00325
OG0000311	Syak.g_00999	Prbe.g_00323
OG0000312	Syak.g_01028	Prbe.g_00320
OG0000313	Syak.g_01046	Prbe.g_00307
OG0000314	Syak.g_01079	Prbe.g_00284
OG0000315	Syak.g_01090	Prbe.g_00274
OG0000316	Syak.g_02462	Prbe.g_00249
OG0000317	Syak.g_02419	Prbe.g_00988
OG0000318	Syak.g_02415	Prbe.g_00984
OG0000319	Syak.g_02399	Prbe.g_00971
OG0000320	Syak.g_02397	Prbe.g_00969
OG0000321	Syak.g_02396	Prbe.g_00968
OG0000322	Syak.g_02395	Prbe.g_00967
OG0000323	Syak.g_02380	Prbe.g_00958
OG0000324	Syak.g_02347	Prbe.g_00931
OG0000325	Syak.g_01391	Prbe.g_00920
OG0000326	Syak.g_01384	Prbe.g_01109
OG0000327	Syak.g_01350	Prbe.g_01088
OG0000328	Syak.g_01349	Prbe.g_01087
OG0000329	Syak.g_01331	Prbe.g_00860
OG0000330	Syak.g_01330	Prbe.g_00859
OG0000331	Syak.g_01329	Prbe.g_00858
OG0000332	Syak.g_01314	Prbe.g_00844
OG0000333	Syak.g_01311	Prbe.g_00842
OG0000334	Syak.g_01302	Prbe.g_00833
OG0000335	Syak.g_01298	Prbe.g_00828
OG0000336	Syak.g_01294	Prbe.g_00824
OG0000337	Syak.g_01555	Prbe.g_00806
OG0000338	Syak.g_01558	Prbe.g_00805
OG0000339	Syak.g_01566	Prbe.g_00799
OG0000340	Syak.g_01626	Prbe.g_00790
OG0000341	Syak.g_01628	Prbe.g_00788
OG0000342	Syak.g_01629	Prbe.g_00787
OG0000343	Syak.g_01631	Prbe.g_00786
OG0000344	Syak.g_01635	Prbe.g_00783
OG0000345	Syak.g_01645	Prbe.g_00777
OG0000346	Syak.g_01651	Prbe.g_00773
OG0000347	Syak.g_01694	Prbe.g_00746
OG0000348	Syak.g_01717	Prbe.g_00754
OG0000349	Syak.g_01740	Prbe.g_01149
OG0000350	Syak.g_01377	Prbe.g_00709
OG0000351	Syak.g_01823	Prbe.g_01189
OG0000352	Syak.g_01822	Prbe.g_01190
OG0000353	Syak.g_01796	Prbe.g_01064
OG0000355	Syak.g_01793	Prbe.g_01066
OG0000356	Syak.g_01792	Prbe.g_01067
OG0000357	Syak.g_01791	Prbe.g_01068
OG0000358	Syak.g_01787	Prbe.g_01072
OG0000359	Syak.g_01785	Prbe.g_01073
OG0000360	Syak.g_01784	Prbe.g_01074
OG0000361	Syak.g_01783	Prbe.g_01075
OG0000362	Syak.g_01781	Prbe.g_01077
OG0000363	Syak.g_01779	Prbe.g_00114
OG0000364	Syak.g_01778	Prbe.g_00115
OG0000365	Syak.g_01769	Prbe.g_00120
OG0000366	Syak.g_01768	Prbe.g_00121
OG0000367	Syak.g_01767	Prbe.g_00122
OG0000368	Syak.g_01765	Prbe.g_00124
OG0000369	Syak.g_01764	Prbe.g_00125
OG0000370	Syak.g_01763	Prbe.g_00126
OG0000371	Syak.g_01753	Prbe.g_00133
OG0000372	Syak.g_01748	Prbe.g_00136
OG0000373	Syak.g_01747	Prbe.g_00137
OG0000374	Syak.g_01746	Prbe.g_00138
OG0000375	Syak.g_01744	Prbe.g_00140
OG0000376	Syak.g_01742	Prbe.g_00142
OG0000377	Syak.g_01948	Prbe.g_00146
OG0000378	Syak.g_01968	Prbe.g_00150
OG0000379	Syak.g_01972	Prbe.g_00153
OG0000380	Syak.g_02256	Prbe.g_00170
OG0000381	Syak.g_02254	Prbe.g_00175
OG0000382	Syak.g_02236	Prbe.g_00185
OG0000383	Syak.g_02229	Prbe.g_00187
OG0000384	Syak.g_02228	Prbe.g_00188
OG0000385	Syak.g_02227	Prbe.g_00189
OG0000386	Syak.g_02226	Prbe.g_00190
OG0000387	Syak.g_02200	Prbe.g_01640
OG0000388	Syak.g_02196	Prbe.g_01644
OG0000389	Syak.g_02193, Syak.g_02345	Prbe.g_01647
OG0000390	Syak.g_02177	Prbe.g_01657
OG0000391	Syak.g_02172	Prbe.g_01660
OG0000392	Syak.g_02166	Prbe.g_01664
OG0000393	Syak.g_02163	Prbe.g_01667
OG0000394	Syak.g_02162	Prbe.g_01668
OG0000395	Syak.g_02161	Prbe.g_01669
OG0000396	Syak.g_02158	Prbe.g_01671
OG0000397	Syak.g_02156	Prbe.g_01673
OG0000398	Syak.g_02151	Prbe.g_01676
OG0000399	Syak.g_02150	Prbe.g_01677
OG0000400	Syak.g_02149	Prbe.g_01678
OG0000401	Syak.g_02148	Prbe.g_01679
OG0000402	Syak.g_02146	Prbe.g_01412
OG0000403	Syak.g_02145	Prbe.g_01681
OG0000404	Syak.g_02143	Prbe.g_01682
OG0000405	Syak.g_02131	Prbe.g_01686
OG0000406	Syak.g_02126	Prbe.g_01694
OG0000407	Syak.g_02125	Prbe.g_01695
OG0000408	Syak.g_02123	Prbe.g_01697
OG0000409	Syak.g_02121	Prbe.g_01699
OG0000410	Syak.g_02120	Prbe.g_01700
OG0000411	Syak.g_02119	Prbe.g_01701
OG0000412	Syak.g_02118	Prbe.g_01702
OG0000413	Syak.g_02116	Prbe.g_01704
OG0000415	Syak.g_02114	Prbe.g_01706
OG0000416	Syak.g_02113	Prbe.g_01707
OG0000417	Syak.g_02112	Prbe.g_01708
OG0000418	Syak.g_02107	Prbe.g_01713
OG0000419	Syak.g_02105	Prbe.g_01715
OG0000420	Syak.g_02103	Prbe.g_01716
OG0000421	Syak.g_02097	Prbe.g_01721
OG0000422	Syak.g_02096	Prbe.g_01722
OG0000423	Syak.g_02095	Prbe.g_01723
OG0000424	Syak.g_02094	Prbe.g_01724
OG0000425	Syak.g_02093	Prbe.g_01725
OG0000426	Syak.g_02092	Prbe.g_01726
OG0000427	Syak.g_02091	Prbe.g_01727
OG0000428	Syak.g_02088	Prbe.g_01729
OG0000429	Syak.g_02086	Prbe.g_01730
OG0000430	Syak.g_02084	Prbe.g_01731
OG0000431	Syak.g_02081	Prbe.g_01733
OG0000432	Syak.g_02075	Prbe.g_01737
OG0000433	Syak.g_02073	Prbe.g_01738
OG0000434	Syak.g_02072	Prbe.g_01739
OG0000435	Syak.g_02071	Prbe.g_01740
OG0000436	Syak.g_02064	Prbe.g_01745
OG0000437	Syak.g_02063	Prbe.g_01746
OG0000438	Syak.g_02062	Prbe.g_01747
OG0000439	Syak.g_02060	Prbe.g_01749
OG0000440	Syak.g_02059	Prbe.g_01750
OG0000441	Syak.g_02053	Prbe.g_01753
OG0000442	Syak.g_02043	Prbe.g_01754
OG0000443	Syak.g_02041	Prbe.g_01755
OG0000444	Syak.g_02022	Prbe.g_01761
OG0000445	Syak.g_02015	Prbe.g_01762
OG0000446	Syak.g_02013	Prbe.g_01763
OG0000447	Syak.g_02006	Prbe.g_01764
OG0000448	Syak.g_02005	Prbe.g_01765
OG0000449	Syak.g_02004	Prbe.g_01766
OG0000450	Syak.g_01998	Prbe.g_01767
OG0000451	Syak.g_01997	Prbe.g_01768
OG0000452	Syak.g_01993	Prbe.g_01771
OG0000453	Syak.g_01992	Prbe.g_01772
OG0000454	Syak.g_01991	Prbe.g_01773
OG0000455	Syak.g_01990	Prbe.g_01774
OG0000456	Syak.g_01989	Prbe.g_01775
OG0000457	Syak.g_01987	Prbe.g_01777
OG0000458	Syak.g_01986	Prbe.g_01778
OG0000459	Syak.g_01985	Prbe.g_01779
OG0000460	Syak.g_02303	Prbe.g_01787
OG0000461	Syak.g_01402	Prbe.g_01795
OG0000462	Syak.g_01405	Prbe.g_01797
OG0000463	Syak.g_01406	Prbe.g_01798
OG0000464	Syak.g_01407	Prbe.g_01799
OG0000465	Syak.g_01409	Prbe.g_01800
OG0000466	Syak.g_01414	Prbe.g_01803
OG0000467	Syak.g_01416	Prbe.g_01804
OG0000468	Syak.g_01421	Prbe.g_01807
OG0000469	Syak.g_01436	Prbe.g_01815
OG0000470	Syak.g_01438	Prbe.g_01817
OG0000471	Syak.g_01439	Prbe.g_01818
OG0000472	Syak.g_01441	Prbe.g_01820
OG0000473	Syak.g_01443	Prbe.g_01822
OG0000474	Syak.g_01444	Prbe.g_01823
OG0000475	Syak.g_01445	Prbe.g_01824
OG0000476	Syak.g_01447	Prbe.g_01826
OG0000477	Syak.g_01453	Prbe.g_01829
OG0000478	Syak.g_01454	Prbe.g_01830
OG0000479	Syak.g_01455	Prbe.g_01831
OG0000480	Syak.g_01462	Prbe.g_01836
OG0000481	Syak.g_01464	Prbe.g_01839
OG0000482	Syak.g_01465	Prbe.g_01840
OG0000483	Syak.g_01469	Prbe.g_01843
OG0000484	Syak.g_01470	Prbe.g_01844
OG0000485	Syak.g_01472	Prbe.g_01846
OG0000486	Syak.g_01473	Prbe.g_01847
OG0000487	Syak.g_01479	Prbe.g_01850
OG0000488	Syak.g_01483	Prbe.g_01853
OG0000489	Syak.g_01499	Prbe.g_01858
OG0000490	Syak.g_01507	Prbe.g_01862
OG0000491	Syak.g_01511	Prbe.g_01863
OG0000492	Syak.g_01513	Prbe.g_01865
OG0000493	Syak.g_01514	Prbe.g_01866
OG0000494	Syak.g_01515	Prbe.g_01867
OG0000495	Syak.g_01516	Prbe.g_01868
OG0000496	Syak.g_01517	Prbe.g_01869
OG0000497	Syak.g_01518	Prbe.g_01870
OG0000498	Syak.g_01519	Prbe.g_01871
OG0000499	Syak.g_01520	Prbe.g_01872
OG0000500	Syak.g_01521	Prbe.g_01873
OG0000501	Syak.g_01524	Prbe.g_01874
OG0000502	Syak.g_01538	Prbe.g_01877
OG0000503	Syak.g_01246	Prbe.g_01892
OG0000504	Syak.g_01244	Prbe.g_01894
OG0000505	Syak.g_01243	Prbe.g_01895
OG0000506	Syak.g_01241	Prbe.g_01896
OG0000507	Syak.g_01235	Prbe.g_01899
OG0000508	Syak.g_01231	Prbe.g_01903
OG0000509	Syak.g_01229	Prbe.g_01905
OG0000510	Syak.g_01228	Prbe.g_01906
OG0000511	Syak.g_01227	Prbe.g_01907
OG0000512	Syak.g_01225	Prbe.g_01909
OG0000513	Syak.g_01211	Prbe.g_01918
OG0000514	Syak.g_01204	Prbe.g_01929
OG0000515	Syak.g_01203	Prbe.g_01930
OG0000516	Syak.g_01199	Prbe.g_01931
OG0000517	Syak.g_01192	Prbe.g_01933
OG0000518	Syak.g_01180	Prbe.g_01944
OG0000519	Syak.g_01179	Prbe.g_01945
OG0000520	Syak.g_01178	Prbe.g_01946
OG0000521	Syak.g_01167	Prbe.g_00676
OG0000522	Syak.g_01163	Prbe.g_00674
OG0000523	Syak.g_01162	Prbe.g_00673
OG0000524	Syak.g_01149	Prbe.g_00668
OG0000525	Syak.g_01130	Prbe.g_00664
OG0000526	Syak.g_01127	Prbe.g_00663
OG0000527	Syak.g_01120	Prbe.g_00660
OG0000528	Syak.g_02570	Prbe.g_00655
OG0000529	Syak.g_02575	Prbe.g_00652
OG0000530	Syak.g_02578	Prbe.g_00649
OG0000531	Syak.g_02579	Prbe.g_00648
OG0000532	Syak.g_02582	Prbe.g_00646
OG0000533	Syak.g_02584	Prbe.g_00645
OG0000534	Syak.g_02585	Prbe.g_00644
OG0000535	Syak.g_02586	Prbe.g_00643
OG0000536	Syak.g_02587	Prbe.g_00642
OG0000537	Syak.g_02588	Prbe.g_00641
OG0000538	Syak.g_02600	Prbe.g_00632
OG0000539	Syak.g_02601	Prbe.g_00631
OG0000540	Syak.g_02602	Prbe.g_00630
OG0000541	Syak.g_02603	Prbe.g_00629
OG0000542	Syak.g_02606	Prbe.g_00628
OG0000543	Syak.g_02608	Prbe.g_00626
OG0000544	Syak.g_02609	Prbe.g_00625
OG0000545	Syak.g_02611	Prbe.g_00623
OG0000546	Syak.g_02613	Prbe.g_00620
OG0000547	Syak.g_02615	Prbe.g_00618
OG0000548	Syak.g_02616	Prbe.g_00617
OG0000549	Syak.g_02622	Prbe.g_00615
OG0000550	Syak.g_02626	Prbe.g_00611
OG0000551	Syak.g_02631	Prbe.g_00608
OG0000552	Syak.g_02632	Prbe.g_00607
OG0000553	Syak.g_02636	Prbe.g_00606
OG0000554	Syak.g_02641	Prbe.g_00601
OG0000555	Syak.g_02657	Prbe.g_00593
OG0000556	Syak.g_02661	Prbe.g_00591
OG0000557	Syak.g_02663	Prbe.g_00590
