Orthogroup	Syak	Prav
OG0000303	Syak.g_00674	Prav.g_01828
OG0000304	Syak.g_00680	Prav.g_01824
OG0000305	Syak.g_00732	Prav.g_01465
OG0000306	Syak.g_00094	Prav.g_01468
OG0000307	Syak.g_02556	Prav.g_01482
OG0000308	Syak.g_02554	Prav.g_01483
OG0000309	Syak.g_02549	Prav.g_01487
OG0000310	Syak.g_00994	Prav.g_01563
OG0000311	Syak.g_00999	Prav.g_01565
OG0000312	Syak.g_01028	Prav.g_01568
OG0000313	Syak.g_01046	Prav.g_01582
OG0000314	Syak.g_01079	Prav.g_01605
OG0000315	Syak.g_01090	Prav.g_01615
OG0000316	Syak.g_02462	Prav.g_01635
OG0000317	Syak.g_02419	Prav.g_01759
OG0000318	Syak.g_02415	Prav.g_01762
OG0000319	Syak.g_02399	Prav.g_01775
OG0000320	Syak.g_02397	Prav.g_01777
OG0000321	Syak.g_02396	Prav.g_01778
OG0000322	Syak.g_02395	Prav.g_01779
OG0000323	Syak.g_02380	Prav.g_01788
OG0000324	Syak.g_02347	Prav.g_01815
OG0000325	Syak.g_01391	Prav.g_00269
OG0000326	Syak.g_01384	Prav.g_00275
OG0000327	Syak.g_01350	Prav.g_00591
OG0000328	Syak.g_01349	Prav.g_00592
OG0000329	Syak.g_01331	Prav.g_00609
OG0000330	Syak.g_01330	Prav.g_00610
OG0000331	Syak.g_01329	Prav.g_00611
OG0000332	Syak.g_01314	Prav.g_00625
OG0000333	Syak.g_01311	Prav.g_00627
OG0000334	Syak.g_01302	Prav.g_00635
OG0000335	Syak.g_01298	Prav.g_00640
OG0000336	Syak.g_01294	Prav.g_00644
OG0000337	Syak.g_01555	Prav.g_00661
OG0000338	Syak.g_01558	Prav.g_00662
OG0000339	Syak.g_01566	Prav.g_00666
OG0000340	Syak.g_01626	Prav.g_00674
OG0000341	Syak.g_01628	Prav.g_00676
OG0000342	Syak.g_01629	Prav.g_00677
OG0000343	Syak.g_01631	Prav.g_00678
OG0000344	Syak.g_01635	Prav.g_00681
OG0000345	Syak.g_01645	Prav.g_00686
OG0000346	Syak.g_01651	Prav.g_00690
OG0000347	Syak.g_01694	Prav.g_00706
OG0000348	Syak.g_01717	Prav.g_00715
OG0000349	Syak.g_01740	Prav.g_00732
OG0000350	Syak.g_01377	Prav.g_00751
OG0000351	Syak.g_01823	Prav.g_00768
OG0000352	Syak.g_01822	Prav.g_00769
OG0000353	Syak.g_01796	Prav.g_00785
OG0000354	Syak.g_01775	Prav.g_01352
OG0000355	Syak.g_01793	Prav.g_00787
OG0000356	Syak.g_01792	Prav.g_00788
OG0000357	Syak.g_01791	Prav.g_00789
OG0000358	Syak.g_01787	Prav.g_00793
OG0000359	Syak.g_01785	Prav.g_00794
OG0000360	Syak.g_01784	Prav.g_00795
OG0000361	Syak.g_01783	Prav.g_00078
OG0000362	Syak.g_01781	Prav.g_00080
OG0000363	Syak.g_01779	Prav.g_00082
OG0000364	Syak.g_01778	Prav.g_00083
OG0000365	Syak.g_01769	Prav.g_00088
OG0000366	Syak.g_01768	Prav.g_00089
OG0000367	Syak.g_01767	Prav.g_00090
OG0000368	Syak.g_01765	Prav.g_00092
OG0000369	Syak.g_01764	Prav.g_00093
OG0000370	Syak.g_01763	Prav.g_00094
OG0000371	Syak.g_01753	Prav.g_00100
OG0000372	Syak.g_01748	Prav.g_00103
OG0000373	Syak.g_01747	Prav.g_00104
OG0000374	Syak.g_01746	Prav.g_00105
OG0000375	Syak.g_01744	Prav.g_00111
OG0000376	Syak.g_01742	Prav.g_00113
OG0000377	Syak.g_01948	Prav.g_00116
OG0000378	Syak.g_01968	Prav.g_00118
OG0000379	Syak.g_01972	Prav.g_00121
OG0000380	Syak.g_02256	Prav.g_00131
OG0000381	Syak.g_02254	Prav.g_00135
OG0000382	Syak.g_02236	Prav.g_00146
OG0000383	Syak.g_02229	Prav.g_00148
OG0000384	Syak.g_02228	Prav.g_00149
OG0000385	Syak.g_02227	Prav.g_00150
OG0000386	Syak.g_02226	Prav.g_00151
OG0000387	Syak.g_02200	Prav.g_00164
OG0000388	Syak.g_02196	Prav.g_00167
OG0000389	Syak.g_02193, Syak.g_02345	Prav.g_00171
OG0000390	Syak.g_02177	Prav.g_00178
OG0000391	Syak.g_02172	Prav.g_00181
OG0000392	Syak.g_02166	Prav.g_00185
OG0000393	Syak.g_02163	Prav.g_00187
OG0000394	Syak.g_02162	Prav.g_00188
OG0000395	Syak.g_02161	Prav.g_00189
OG0000396	Syak.g_02158	Prav.g_00192
OG0000397	Syak.g_02156	Prav.g_00194
OG0000398	Syak.g_02151	Prav.g_00196
OG0000399	Syak.g_02150	Prav.g_00197
OG0000400	Syak.g_02149	Prav.g_00198
OG0000401	Syak.g_02148	Prav.g_00199
OG0000402	Syak.g_02146	Prav.g_00201
OG0000403	Syak.g_02145	Prav.g_00202
OG0000404	Syak.g_02143	Prav.g_00203
OG0000405	Syak.g_02131	Prav.g_00207
OG0000406	Syak.g_02126	Prav.g_00214
OG0000407	Syak.g_02125	Prav.g_00215
OG0000409	Syak.g_02121	Prav.g_00886
OG0000410	Syak.g_02120	Prav.g_00885
OG0000411	Syak.g_02119	Prav.g_00884
OG0000412	Syak.g_02118	Prav.g_00883
OG0000413	Syak.g_02116	Prav.g_00882
OG0000415	Syak.g_02114	Prav.g_00880
OG0000416	Syak.g_02113	Prav.g_00879
OG0000417	Syak.g_02112	Prav.g_00878
OG0000418	Syak.g_02107	Prav.g_00873
OG0000419	Syak.g_02105	Prav.g_00871
OG0000420	Syak.g_02103	Prav.g_00870
OG0000421	Syak.g_02097	Prav.g_00865
OG0000422	Syak.g_02096	Prav.g_00864
OG0000423	Syak.g_02095	Prav.g_00863
OG0000424	Syak.g_02094	Prav.g_00862
OG0000425	Syak.g_02093	Prav.g_00861
OG0000426	Syak.g_02092	Prav.g_00860
OG0000427	Syak.g_02091	Prav.g_00859
OG0000428	Syak.g_02088	Prav.g_00857
OG0000429	Syak.g_02086	Prav.g_00856
OG0000430	Syak.g_02084	Prav.g_00855
OG0000431	Syak.g_02081	Prav.g_00853
OG0000432	Syak.g_02075	Prav.g_00850
OG0000433	Syak.g_02073	Prav.g_00849
OG0000434	Syak.g_02072	Prav.g_00848
OG0000435	Syak.g_02071	Prav.g_00847
OG0000436	Syak.g_02064	Prav.g_00842
OG0000437	Syak.g_02063	Prav.g_00841
OG0000438	Syak.g_02062	Prav.g_00840
OG0000439	Syak.g_02060	Prav.g_00838
OG0000440	Syak.g_02059	Prav.g_00837
OG0000441	Syak.g_02053	Prav.g_00834
OG0000442	Syak.g_02043	Prav.g_00833
OG0000443	Syak.g_02041	Prav.g_00832
OG0000444	Syak.g_02022	Prav.g_00827
OG0000445	Syak.g_02015	Prav.g_00826
OG0000446	Syak.g_02013	Prav.g_00825
OG0000447	Syak.g_02006	Prav.g_00824
OG0000448	Syak.g_02005	Prav.g_00823
OG0000449	Syak.g_02004	Prav.g_00822
OG0000450	Syak.g_01998	Prav.g_00821
OG0000451	Syak.g_01997	Prav.g_00820
OG0000452	Syak.g_01993	Prav.g_00817
OG0000453	Syak.g_01992	Prav.g_00816
OG0000454	Syak.g_01991	Prav.g_00815
OG0000455	Syak.g_01990	Prav.g_00814
OG0000456	Syak.g_01989	Prav.g_00813
OG0000457	Syak.g_01987	Prav.g_00812
OG0000458	Syak.g_01986	Prav.g_00811
OG0000459	Syak.g_01985	Prav.g_00810
OG0000460	Syak.g_02303	Prav.g_00803
OG0000461	Syak.g_01402	Prav.g_01889
OG0000462	Syak.g_01405	Prav.g_01891
OG0000463	Syak.g_01406	Prav.g_01892
OG0000464	Syak.g_01407	Prav.g_01893
OG0000465	Syak.g_01409	Prav.g_01894
OG0000466	Syak.g_01414	Prav.g_01897
OG0000467	Syak.g_01416	Prav.g_01898
OG0000468	Syak.g_01421	Prav.g_01900
OG0000469	Syak.g_01436	Prav.g_01909
OG0000470	Syak.g_01438	Prav.g_01911
OG0000471	Syak.g_01439	Prav.g_01912
OG0000472	Syak.g_01441	Prav.g_01913
OG0000473	Syak.g_01443	Prav.g_01915
OG0000474	Syak.g_01444	Prav.g_01916
OG0000475	Syak.g_01445	Prav.g_01917
OG0000476	Syak.g_01447	Prav.g_01918
OG0000477	Syak.g_01453	Prav.g_01921
OG0000478	Syak.g_01454	Prav.g_01922
OG0000479	Syak.g_01455	Prav.g_01923
OG0000480	Syak.g_01462	Prav.g_01928
OG0000481	Syak.g_01464	Prav.g_01930
OG0000482	Syak.g_01465	Prav.g_01931
OG0000483	Syak.g_01469	Prav.g_01934
OG0000484	Syak.g_01470	Prav.g_01935
OG0000485	Syak.g_01472	Prav.g_01936
OG0000486	Syak.g_01473	Prav.g_01937
OG0000487	Syak.g_01479	Prav.g_01941
OG0000488	Syak.g_01483	Prav.g_01944
OG0000489	Syak.g_01499	Prav.g_01949
OG0000490	Syak.g_01507	Prav.g_01954
OG0000491	Syak.g_01511	Prav.g_01955
OG0000492	Syak.g_01513	Prav.g_01957
OG0000493	Syak.g_01514	Prav.g_01958
OG0000494	Syak.g_01515	Prav.g_01959
OG0000495	Syak.g_01516	Prav.g_01960
OG0000496	Syak.g_01517	Prav.g_01961
OG0000497	Syak.g_01518	Prav.g_01962
OG0000498	Syak.g_01519	Prav.g_01963
OG0000499	Syak.g_01520	Prav.g_01964
OG0000500	Syak.g_01521	Prav.g_01965
OG0000501	Syak.g_01524	Prav.g_01967
OG0000502	Syak.g_01538	Prav.g_01970
OG0000503	Syak.g_01246	Prav.g_01980
OG0000504	Syak.g_01244	Prav.g_01981
OG0000505	Syak.g_01243	Prav.g_01982
OG0000506	Syak.g_01241	Prav.g_01984
OG0000507	Syak.g_01235	Prav.g_01987
OG0000508	Syak.g_01231	Prav.g_01991
OG0000509	Syak.g_01229	Prav.g_01993
OG0000510	Syak.g_01228	Prav.g_01994
OG0000511	Syak.g_01227	Prav.g_01995
OG0000512	Syak.g_01225	Prav.g_01997
OG0000513	Syak.g_01211	Prav.g_00977
OG0000514	Syak.g_01204	Prav.g_01030
OG0000515	Syak.g_01203	Prav.g_01031
OG0000516	Syak.g_01199	Prav.g_01032
OG0000517	Syak.g_01192	Prav.g_01034
OG0000518	Syak.g_01180	Prav.g_01045
OG0000519	Syak.g_01179	Prav.g_01046
OG0000520	Syak.g_01178	Prav.g_01047
OG0000521	Syak.g_01167	Prav.g_01052
OG0000522	Syak.g_01163	Prav.g_01053
OG0000523	Syak.g_01162	Prav.g_01054
OG0000524	Syak.g_01149	Prav.g_01059
OG0000525	Syak.g_01130	Prav.g_01062
OG0000526	Syak.g_01127	Prav.g_01063
OG0000527	Syak.g_01120	Prav.g_01071
OG0000528	Syak.g_02570	Prav.g_01076
OG0000529	Syak.g_02575	Prav.g_01079
OG0000530	Syak.g_02578	Prav.g_01082
OG0000531	Syak.g_02579	Prav.g_01083
OG0000532	Syak.g_02582	Prav.g_01085
OG0000533	Syak.g_02584	Prav.g_01086
OG0000534	Syak.g_02585	Prav.g_01087
OG0000535	Syak.g_02586	Prav.g_01088
OG0000536	Syak.g_02587	Prav.g_01089
OG0000537	Syak.g_02588	Prav.g_01090
OG0000538	Syak.g_02600	Prav.g_01098
OG0000539	Syak.g_02601	Prav.g_01099
OG0000540	Syak.g_02602	Prav.g_01100
OG0000541	Syak.g_02603	Prav.g_01101
OG0000542	Syak.g_02606	Prav.g_01103
OG0000543	Syak.g_02608	Prav.g_01105
OG0000544	Syak.g_02609	Prav.g_01106
OG0000545	Syak.g_02611	Prav.g_01108
OG0000546	Syak.g_02613	Prav.g_01111
OG0000547	Syak.g_02615	Prav.g_01113
OG0000548	Syak.g_02616	Prav.g_01114
OG0000549	Syak.g_02622	Prav.g_01116
OG0000550	Syak.g_02626	Prav.g_01121
OG0000551	Syak.g_02631	Prav.g_01125
OG0000552	Syak.g_02632	Prav.g_01126
OG0000553	Syak.g_02636	Prav.g_01127
OG0000554	Syak.g_02641	Prav.g_01132
OG0000555	Syak.g_02657	Prav.g_01140
OG0000556	Syak.g_02661	Prav.g_01142
OG0000557	Syak.g_02663	Prav.g_01143
OG0000558	Syak.g_02666	Prav.g_01145
OG0000559	Syak.g_02670	Prav.g_01149
OG0000560	Syak.g_02672	Prav.g_01152
OG0000561	Syak.g_02673	Prav.g_01153
OG0000562	Syak.g_02674	Prav.g_01154
OG0000563	Syak.g_02675	Prav.g_01155
OG0000564	Syak.g_02676	Prav.g_01156
OG0000565	Syak.g_02679	Prav.g_01159
OG0000566	Syak.g_02683	Prav.g_01161
OG0000567	Syak.g_02687	Prav.g_01165
OG0000568	Syak.g_02690	Prav.g_01166
OG0000569	Syak.g_02691	Prav.g_01167
OG0000570	Syak.g_02692	Prav.g_01168
OG0000571	Syak.g_02696	Prav.g_01170
OG0000572	Syak.g_02713	Prav.g_01183
OG0000573	Syak.g_02723	Prav.g_01188
OG0000574	Syak.g_02724	Prav.g_01189
OG0000575	Syak.g_02729	Prav.g_01193
OG0000576	Syak.g_02731	Prav.g_01195
OG0000577	Syak.g_02732	Prav.g_01196
OG0000578	Syak.g_02733	Prav.g_01197
OG0000579	Syak.g_02734	Prav.g_01198
OG0000580	Syak.g_02735	Prav.g_01199
OG0000581	Syak.g_02742	Prav.g_01201
OG0000582	Syak.g_02748	Prav.g_01204
OG0000583	Syak.g_02749	Prav.g_01205
