Orthogroup	Syak	Prab
OG0000098	Syak.g_00345, Syak.g_02651	Prab.g_01346
OG0000099	Syak.g_01527	Prab.g_01394
OG0000100	Syak.g_00622	Prab.g_01540
OG0000101	Syak.g_01305	Prab.g_01802
OG0000102	Syak.g_01661	Prab.g_01862
OG0000103	Syak.g_01812	Prab.g_01942
OG0000104	Syak.g_01799	Prab.g_01951
OG0000105	Syak.g_01451	Prab.g_00262
OG0000106	Syak.g_00096	Prab.g_00359
OG0000107	Syak.g_01392	Prab.g_00375
OG0000108	Syak.g_02574	Prab.g_00484
OG0000109	Syak.g_01061, Syak.g_02590	Prab.g_00498
OG0000110	Syak.g_02698	Prab.g_00579
OG0000111	Syak.g_00725	Prab.g_00704
OG0000112	Syak.g_00512	Prab.g_00804
OG0000113	Syak.g_00461	Prab.g_00862
OG0000114	Syak.g_00373, Syak.g_00065	Prab.g_01068
OG0000115	Syak.g_01066	Prab.g_01156
OG0000116	Syak.g_00911	Prab.g_01209
OG0000117	Syak.g_00846	Prab.g_00717
OG0000118	Syak.g_00954	Prab.g_01338
OG0000119	Syak.g_00917	Prab.g_01356
OG0000120	Syak.g_01526	Prab.g_01447
OG0000121	Syak.g_01044	Prab.g_01468
OG0000122	Syak.g_00081	Prab.g_01506
OG0000123	Syak.g_01299	Prab.g_01809
OG0000124	Syak.g_01692	Prab.g_01873
OG0000125	Syak.g_01934	Prab.g_01910
OG0000126	Syak.g_01801	Prab.g_01950
OG0000128	Syak.g_01782	Prab.g_00011
OG0000129	Syak.g_01947	Prab.g_00043
OG0000130	Syak.g_02255	Prab.g_00061
OG0000131	Syak.g_02128	Prab.g_00136
OG0000132	Syak.g_02108	Prab.g_00155
OG0000133	Syak.g_00507	Prab.g_00310
OG0000134	Syak.g_01212	Prab.g_00344
OG0000135	Syak.g_01897	Prab.g_00371
OG0000136	Syak.g_01186	Prab.g_00444
OG0000137	Syak.g_01118	Prab.g_00479
OG0000138	Syak.g_01062, Syak.g_02591	Prab.g_00499
OG0000139	Syak.g_02646	Prab.g_00541
OG0000140	Syak.g_02650	Prab.g_00542
OG0000141	Syak.g_02746	Prab.g_00611
OG0000142	Syak.g_00035	Prab.g_00640
OG0000143	Syak.g_00039	Prab.g_00644
OG0000144	Syak.g_00260	Prab.g_00657
OG0000145	Syak.g_02598	Prab.g_00783
OG0000146	Syak.g_00514	Prab.g_00805
OG0000147	Syak.g_00515	Prab.g_00806
OG0000148	Syak.g_00455	Prab.g_00856
OG0000149	Syak.g_00596	Prab.g_00886
OG0000150	Syak.g_02747	Prab.g_00894
OG0000151	Syak.g_00387	Prab.g_01058
OG0000152	Syak.g_00503	Prab.g_01010
OG0000153	Syak.g_00470	Prab.g_00991
OG0000154	Syak.g_00645	Prab.g_00955
OG0000155	Syak.g_00855	Prab.g_01239
OG0000156	Syak.g_00919	Prab.g_01315
OG0000157	Syak.g_00920	Prab.g_01316
OG0000158	Syak.g_01624	Prab.g_01379
OG0000160	Syak.g_01043	Prab.g_01467
OG0000161	Syak.g_01050	Prab.g_01473
OG0000162	Syak.g_01058	Prab.g_01479
OG0000163	Syak.g_02478	Prab.g_01513
OG0000164	Syak.g_02384	Prab.g_01693
OG0000165	Syak.g_02374	Prab.g_01700
OG0000166	Syak.g_01345	Prab.g_01766
OG0000167	Syak.g_01561	Prab.g_01832
OG0000168	Syak.g_01625	Prab.g_01841
OG0000169	Syak.g_01637	Prab.g_01851
OG0000170	Syak.g_01644	Prab.g_01853
OG0000171	Syak.g_01691	Prab.g_01872
OG0000172	Syak.g_01713	Prab.g_01881
OG0000173	Syak.g_01733	Prab.g_01896
OG0000174	Syak.g_01895	Prab.g_01924
OG0000175	Syak.g_01827	Prab.g_01934
OG0000176	Syak.g_01790	Prab.g_00004
OG0000177	Syak.g_01789	Prab.g_00005
OG0000178	Syak.g_01788	Prab.g_00006
OG0000179	Syak.g_01773	Prab.g_00016
OG0000180	Syak.g_01772	Prab.g_00017
OG0000181	Syak.g_01771	Prab.g_00018
OG0000182	Syak.g_01770	Prab.g_00019
OG0000183	Syak.g_01766	Prab.g_00023
OG0000184	Syak.g_01955	Prab.g_00045
OG0000185	Syak.g_01971	Prab.g_00048
OG0000186	Syak.g_02258	Prab.g_00056
OG0000187	Syak.g_02257	Prab.g_00057
OG0000188	Syak.g_02235	Prab.g_00074
OG0000189	Syak.g_02203	Prab.g_00087
OG0000190	Syak.g_01575	Prab.g_00088
OG0000191	Syak.g_02171	Prab.g_00108
OG0000192	Syak.g_02165	Prab.g_00112
OG0000193	Syak.g_02127	Prab.g_00137
OG0000194	Syak.g_02124	Prab.g_00140
OG0000195	Syak.g_02122	Prab.g_00142
OG0000196	Syak.g_02111	Prab.g_00152
OG0000197	Syak.g_02110	Prab.g_00153
OG0000198	Syak.g_02109	Prab.g_00154
OG0000199	Syak.g_02100	Prab.g_00161
OG0000200	Syak.g_02083	Prab.g_00175
OG0000201	Syak.g_02068	Prab.g_00183
OG0000202	Syak.g_02067	Prab.g_00184
OG0000203	Syak.g_02066	Prab.g_00185
OG0000204	Syak.g_02065	Prab.g_00186
OG0000205	Syak.g_02058	Prab.g_00193
OG0000206	Syak.g_02038	Prab.g_00198
OG0000207	Syak.g_02025	Prab.g_00200
OG0000208	Syak.g_02024	Prab.g_00201
OG0000209	Syak.g_01995	Prab.g_00210
OG0000210	Syak.g_01994	Prab.g_00211
OG0000211	Syak.g_02017, Syak.g_02300	Prab.g_00224
OG0000212	Syak.g_02311	Prab.g_00230
OG0000213	Syak.g_01425	Prab.g_00247
OG0000214	Syak.g_01442	Prab.g_00256
OG0000215	Syak.g_01474	Prab.g_00280
OG0000216	Syak.g_01478	Prab.g_00282
OG0000217	Syak.g_01482	Prab.g_00285
OG0000218	Syak.g_01484	Prab.g_00287
OG0000219	Syak.g_01485	Prab.g_00288
OG0000220	Syak.g_01486	Prab.g_00289
OG0000221	Syak.g_01498	Prab.g_00290
OG0000222	Syak.g_01512	Prab.g_00298
OG0000223	Syak.g_01531	Prab.g_00311
OG0000224	Syak.g_01532	Prab.g_00313
OG0000225	Syak.g_01230	Prab.g_00333
OG0000226	Syak.g_01226	Prab.g_00337
OG0000227	Syak.g_01224	Prab.g_00339
OG0000228	Syak.g_01216	Prab.g_00342
OG0000229	Syak.g_01191	Prab.g_00439
OG0000230	Syak.g_01189	Prab.g_00441
OG0000231	Syak.g_01176	Prab.g_00455
OG0000232	Syak.g_01156	Prab.g_00463
OG0000233	Syak.g_01145	Prab.g_00468
OG0000234	Syak.g_01116	Prab.g_00480
OG0000235	Syak.g_02573	Prab.g_00483
OG0000236	Syak.g_02589	Prab.g_00497
OG0000237	Syak.g_02607	Prab.g_00510
OG0000238	Syak.g_02612	Prab.g_00516
OG0000239	Syak.g_02628	Prab.g_00529
OG0000240	Syak.g_02629	Prab.g_00530
OG0000241	Syak.g_00027	Prab.g_00534
OG0000242	Syak.g_02638	Prab.g_00536
OG0000243	Syak.g_02658	Prab.g_00547
OG0000244	Syak.g_02665	Prab.g_00550
OG0000245	Syak.g_02667	Prab.g_00552
OG0000246	Syak.g_02671	Prab.g_00556
OG0000247	Syak.g_02681	Prab.g_00566
OG0000248	Syak.g_02684	Prab.g_00569
OG0000249	Syak.g_02686	Prab.g_00571
OG0000250	Syak.g_02694	Prab.g_00576
OG0000251	Syak.g_02722	Prab.g_00595
OG0000252	Syak.g_02725	Prab.g_00598
OG0000253	Syak.g_02727	Prab.g_00599
OG0000254	Syak.g_02752	Prab.g_00615
OG0000255	Syak.g_02772	Prab.g_00621
OG0000256	Syak.g_00020	Prab.g_00632
OG0000257	Syak.g_00026	Prab.g_00635
OG0000258	Syak.g_00044	Prab.g_00648
OG0000259	Syak.g_00334	Prab.g_00665
OG0000260	Syak.g_00338	Prab.g_00668
OG0000261	Syak.g_00348	Prab.g_00670
OG0000262	Syak.g_00353	Prab.g_00674
OG0000263	Syak.g_00828	Prab.g_00686
OG0000264	Syak.g_00698	Prab.g_00696
OG0000265	Syak.g_00211	Prab.g_00723
OG0000266	Syak.g_00778	Prab.g_00733
OG0000267	Syak.g_00555	Prab.g_00744
OG0000268	Syak.g_00554	Prab.g_00745
OG0000269	Syak.g_00429	Prab.g_00835
OG0000270	Syak.g_00432	Prab.g_00838
OG0000271	Syak.g_00440	Prab.g_00846
OG0000272	Syak.g_00441	Prab.g_00847
OG0000273	Syak.g_00616	Prab.g_00870
OG0000274	Syak.g_00615	Prab.g_00871
OG0000275	Syak.g_00611	Prab.g_00873
OG0000276	Syak.g_00604	Prab.g_00878
OG0000277	Syak.g_00603	Prab.g_00879
OG0000278	Syak.g_00600	Prab.g_00882
OG0000279	Syak.g_00592	Prab.g_00889
OG0000280	Syak.g_00582	Prab.g_00890
OG0000281	Syak.g_00339	Prab.g_00896
OG0000282	Syak.g_00375	Prab.g_01066
OG0000283	Syak.g_00541	Prab.g_01033
OG0000284	Syak.g_00536	Prab.g_01028
OG0000285	Syak.g_00523	Prab.g_01023
OG0000286	Syak.g_00504	Prab.g_01011
OG0000287	Syak.g_00477	Prab.g_00994
OG0000288	Syak.g_00644	Prab.g_00956
OG0000289	Syak.g_00659	Prab.g_00945
OG0000290	Syak.g_00738	Prab.g_00932
OG0000291	Syak.g_00734, Syak.g_00737	Prab.g_00930
OG0000292	Syak.g_01802	Prab.g_01144
OG0000293	Syak.g_00910	Prab.g_01210
OG0000294	Syak.g_00909	Prab.g_01211
OG0000295	Syak.g_00863	Prab.g_01231
OG0000296	Syak.g_00861	Prab.g_01233
OG0000297	Syak.g_00848	Prab.g_01241
OG0000298	Syak.g_00847	Prab.g_01242
OG0000299	Syak.g_00820	Prab.g_01259
OG0000300	Syak.g_00813	Prab.g_01262
OG0000301	Syak.g_00812	Prab.g_01263
OG0000302	Syak.g_00811	Prab.g_01265
OG0000303	Syak.g_00674	Prab.g_01272
OG0000304	Syak.g_00680	Prab.g_01276
OG0000305	Syak.g_00732	Prab.g_01353
OG0000306	Syak.g_00094	Prab.g_01355
OG0000307	Syak.g_02556	Prab.g_01369
OG0000308	Syak.g_02554	Prab.g_01370
OG0000309	Syak.g_02549	Prab.g_01374
OG0000310	Syak.g_00994	Prab.g_01451
OG0000311	Syak.g_00999	Prab.g_01453
OG0000312	Syak.g_01028	Prab.g_01456
OG0000313	Syak.g_01046	Prab.g_01470
OG0000314	Syak.g_01079	Prab.g_01493
OG0000315	Syak.g_01090	Prab.g_01503
OG0000316	Syak.g_02462	Prab.g_01523
OG0000317	Syak.g_02419	Prab.g_01667
OG0000318	Syak.g_02415	Prab.g_01670
OG0000319	Syak.g_02399	Prab.g_01683
OG0000320	Syak.g_02397	Prab.g_01685
OG0000321	Syak.g_02396	Prab.g_01686
OG0000322	Syak.g_02395	Prab.g_01687
OG0000323	Syak.g_02380	Prab.g_01696
OG0000324	Syak.g_02347	Prab.g_01722
OG0000325	Syak.g_01391	Prab.g_01732
OG0000326	Syak.g_01384	Prab.g_01738
OG0000327	Syak.g_01350	Prab.g_01761
OG0000328	Syak.g_01349	Prab.g_01762
OG0000329	Syak.g_01331	Prab.g_01779
OG0000330	Syak.g_01330	Prab.g_01780
OG0000331	Syak.g_01329	Prab.g_01781
OG0000332	Syak.g_01314	Prab.g_01795
OG0000333	Syak.g_01311	Prab.g_01797
OG0000334	Syak.g_01302	Prab.g_01805
OG0000335	Syak.g_01298	Prab.g_01810
OG0000336	Syak.g_01294	Prab.g_01814
OG0000337	Syak.g_01555	Prab.g_01830
OG0000338	Syak.g_01558	Prab.g_01831
OG0000339	Syak.g_01566	Prab.g_01835
OG0000340	Syak.g_01626	Prab.g_01842
OG0000341	Syak.g_01628	Prab.g_01844
OG0000342	Syak.g_01629	Prab.g_01845
OG0000343	Syak.g_01631	Prab.g_01846
OG0000344	Syak.g_01635	Prab.g_01849
OG0000345	Syak.g_01645	Prab.g_01854
OG0000346	Syak.g_01651	Prab.g_01858
OG0000347	Syak.g_01694	Prab.g_01874
OG0000348	Syak.g_01717	Prab.g_01884
OG0000349	Syak.g_01740	Prab.g_01901
OG0000350	Syak.g_01377	Prab.g_01920
OG0000351	Syak.g_01823	Prab.g_01937
OG0000352	Syak.g_01822	Prab.g_01938
OG0000353	Syak.g_01796	Prab.g_01954
OG0000355	Syak.g_01793	Prab.g_00001
OG0000356	Syak.g_01792	Prab.g_00002
OG0000357	Syak.g_01791	Prab.g_00003
OG0000358	Syak.g_01787	Prab.g_00007
OG0000359	Syak.g_01785	Prab.g_00008
OG0000360	Syak.g_01784	Prab.g_00009
OG0000361	Syak.g_01783	Prab.g_00010
OG0000362	Syak.g_01781	Prab.g_00012
OG0000363	Syak.g_01779	Prab.g_00014
OG0000364	Syak.g_01778	Prab.g_00015
OG0000365	Syak.g_01769	Prab.g_00020
OG0000366	Syak.g_01768	Prab.g_00021
OG0000367	Syak.g_01767	Prab.g_00022
OG0000368	Syak.g_01765	Prab.g_00024
OG0000369	Syak.g_01764	Prab.g_00025
OG0000370	Syak.g_01763	Prab.g_00026
OG0000371	Syak.g_01753	Prab.g_00032
OG0000372	Syak.g_01748	Prab.g_00035
OG0000373	Syak.g_01747	Prab.g_00036
OG0000374	Syak.g_01746	Prab.g_00037
OG0000375	Syak.g_01744	Prab.g_00039
OG0000376	Syak.g_01742	Prab.g_00041
OG0000377	Syak.g_01948	Prab.g_00044
OG0000378	Syak.g_01968	Prab.g_00046
OG0000379	Syak.g_01972	Prab.g_00049
OG0000380	Syak.g_02256	Prab.g_00058
OG0000381	Syak.g_02254	Prab.g_00062
OG0000382	Syak.g_02236	Prab.g_00073
OG0000383	Syak.g_02229	Prab.g_00075
OG0000384	Syak.g_02228	Prab.g_00076
OG0000385	Syak.g_02227	Prab.g_00077
OG0000386	Syak.g_02226	Prab.g_00078
OG0000387	Syak.g_02200	Prab.g_00090
OG0000388	Syak.g_02196	Prab.g_00093
OG0000389	Syak.g_02193, Syak.g_02345	Prab.g_00097
OG0000390	Syak.g_02177	Prab.g_00104
OG0000391	Syak.g_02172	Prab.g_00107
OG0000392	Syak.g_02166	Prab.g_00111
OG0000393	Syak.g_02163	Prab.g_00113
OG0000394	Syak.g_02162	Prab.g_00114
OG0000395	Syak.g_02161	Prab.g_00115
OG0000396	Syak.g_02158	Prab.g_00117
OG0000397	Syak.g_02156	Prab.g_00119
OG0000398	Syak.g_02151	Prab.g_00121
OG0000399	Syak.g_02150	Prab.g_00122
OG0000400	Syak.g_02149	Prab.g_00123
OG0000401	Syak.g_02148	Prab.g_00124
OG0000402	Syak.g_02146	Prab.g_00126
OG0000403	Syak.g_02145	Prab.g_00127
OG0000404	Syak.g_02143	Prab.g_00128
OG0000405	Syak.g_02131	Prab.g_00132
OG0000406	Syak.g_02126	Prab.g_00138
OG0000407	Syak.g_02125	Prab.g_00139
OG0000408	Syak.g_02123	Prab.g_00141
OG0000409	Syak.g_02121	Prab.g_00143
OG0000410	Syak.g_02120	Prab.g_00144
OG0000411	Syak.g_02119	Prab.g_00145
OG0000412	Syak.g_02118	Prab.g_00146
OG0000413	Syak.g_02116	Prab.g_00147
OG0000415	Syak.g_02114	Prab.g_00149
OG0000416	Syak.g_02113	Prab.g_00150
OG0000417	Syak.g_02112	Prab.g_00151
OG0000418	Syak.g_02107	Prab.g_00156
OG0000419	Syak.g_02105	Prab.g_00158
OG0000420	Syak.g_02103	Prab.g_00159
OG0000421	Syak.g_02097	Prab.g_00164
OG0000422	Syak.g_02096	Prab.g_00165
OG0000423	Syak.g_02095	Prab.g_00166
OG0000424	Syak.g_02094	Prab.g_00167
OG0000425	Syak.g_02093	Prab.g_00168
OG0000426	Syak.g_02092	Prab.g_00169
OG0000427	Syak.g_02091	Prab.g_00170
OG0000428	Syak.g_02088	Prab.g_00172
OG0000429	Syak.g_02086	Prab.g_00173
OG0000430	Syak.g_02084	Prab.g_00174
OG0000431	Syak.g_02081	Prab.g_00176
OG0000432	Syak.g_02075	Prab.g_00179
OG0000433	Syak.g_02073	Prab.g_00180
OG0000434	Syak.g_02072	Prab.g_00181
OG0000435	Syak.g_02071	Prab.g_00182
OG0000436	Syak.g_02064	Prab.g_00187
OG0000437	Syak.g_02063	Prab.g_00188
OG0000438	Syak.g_02062	Prab.g_00189
OG0000439	Syak.g_02060	Prab.g_00191
OG0000440	Syak.g_02059	Prab.g_00192
OG0000441	Syak.g_02053	Prab.g_00195
OG0000442	Syak.g_02043	Prab.g_00196
OG0000443	Syak.g_02041	Prab.g_00197
OG0000444	Syak.g_02022	Prab.g_00202
OG0000445	Syak.g_02015	Prab.g_00203
OG0000446	Syak.g_02013	Prab.g_00204
OG0000447	Syak.g_02006	Prab.g_00205
OG0000448	Syak.g_02005	Prab.g_00206
OG0000449	Syak.g_02004	Prab.g_00207
OG0000450	Syak.g_01998	Prab.g_00208
OG0000451	Syak.g_01997	Prab.g_00209
OG0000452	Syak.g_01993	Prab.g_00212
OG0000453	Syak.g_01992	Prab.g_00213
OG0000454	Syak.g_01991	Prab.g_00214
OG0000455	Syak.g_01990	Prab.g_00215
OG0000456	Syak.g_01989	Prab.g_00216
OG0000457	Syak.g_01987	Prab.g_00217
OG0000458	Syak.g_01986	Prab.g_00218
OG0000459	Syak.g_01985	Prab.g_00219
OG0000460	Syak.g_02303	Prab.g_00226
OG0000461	Syak.g_01402	Prab.g_00232
OG0000462	Syak.g_01405	Prab.g_00234
OG0000463	Syak.g_01406	Prab.g_00235
OG0000464	Syak.g_01407	Prab.g_00236
OG0000465	Syak.g_01409	Prab.g_00237
OG0000466	Syak.g_01414	Prab.g_00240
OG0000467	Syak.g_01416	Prab.g_00241
OG0000468	Syak.g_01421	Prab.g_00243
OG0000469	Syak.g_01436	Prab.g_00251
OG0000470	Syak.g_01438	Prab.g_00253
OG0000471	Syak.g_01439	Prab.g_00254
OG0000472	Syak.g_01441	Prab.g_00255
OG0000473	Syak.g_01443	Prab.g_00257
OG0000474	Syak.g_01444	Prab.g_00258
OG0000475	Syak.g_01445	Prab.g_00259
OG0000476	Syak.g_01447	Prab.g_00260
OG0000477	Syak.g_01453	Prab.g_00263
OG0000478	Syak.g_01454	Prab.g_00264
OG0000479	Syak.g_01455	Prab.g_00265
OG0000480	Syak.g_01462	Prab.g_00270
OG0000481	Syak.g_01464	Prab.g_00272
OG0000482	Syak.g_01465	Prab.g_00273
OG0000483	Syak.g_01469	Prab.g_00276
OG0000484	Syak.g_01470	Prab.g_00277
OG0000485	Syak.g_01472	Prab.g_00278
OG0000486	Syak.g_01473	Prab.g_00279
OG0000487	Syak.g_01479	Prab.g_00283
OG0000488	Syak.g_01483	Prab.g_00286
OG0000489	Syak.g_01499	Prab.g_00291
OG0000490	Syak.g_01507	Prab.g_00296
OG0000491	Syak.g_01511	Prab.g_00297
OG0000492	Syak.g_01513	Prab.g_00299
OG0000493	Syak.g_01514	Prab.g_00300
OG0000494	Syak.g_01515	Prab.g_00301
OG0000495	Syak.g_01516	Prab.g_00302
OG0000496	Syak.g_01517	Prab.g_00303
OG0000497	Syak.g_01518	Prab.g_00304
OG0000498	Syak.g_01519	Prab.g_00305
OG0000499	Syak.g_01520	Prab.g_00306
OG0000500	Syak.g_01521	Prab.g_00307
OG0000501	Syak.g_01524	Prab.g_00309
OG0000502	Syak.g_01538	Prab.g_00312
OG0000503	Syak.g_01246	Prab.g_00322
OG0000504	Syak.g_01244	Prab.g_00323
OG0000505	Syak.g_01243	Prab.g_00324
OG0000506	Syak.g_01241	Prab.g_00325
OG0000507	Syak.g_01235	Prab.g_00328
OG0000508	Syak.g_01231	Prab.g_00332
OG0000509	Syak.g_01229	Prab.g_00334
OG0000510	Syak.g_01228	Prab.g_00335
OG0000511	Syak.g_01227	Prab.g_00336
OG0000512	Syak.g_01225	Prab.g_00338
OG0000513	Syak.g_01211	Prab.g_00345
OG0000514	Syak.g_01204	Prab.g_00434
OG0000515	Syak.g_01203	Prab.g_00435
OG0000516	Syak.g_01199	Prab.g_00436
OG0000517	Syak.g_01192	Prab.g_00438
OG0000518	Syak.g_01180	Prab.g_00449
OG0000519	Syak.g_01179	Prab.g_00450
OG0000520	Syak.g_01178	Prab.g_00454
OG0000521	Syak.g_01167	Prab.g_00459
OG0000522	Syak.g_01163	Prab.g_00460
OG0000523	Syak.g_01162	Prab.g_00461
OG0000524	Syak.g_01149	Prab.g_00466
OG0000525	Syak.g_01130	Prab.g_00469
OG0000526	Syak.g_01127	Prab.g_00470
OG0000527	Syak.g_01120	Prab.g_00477
OG0000528	Syak.g_02570	Prab.g_00482
OG0000529	Syak.g_02575	Prab.g_00485
OG0000530	Syak.g_02578	Prab.g_00488
OG0000531	Syak.g_02579	Prab.g_00489
OG0000532	Syak.g_02582	Prab.g_00491
OG0000533	Syak.g_02584	Prab.g_00492
OG0000534	Syak.g_02585	Prab.g_00493
OG0000535	Syak.g_02586	Prab.g_00494
OG0000536	Syak.g_02587	Prab.g_00495
OG0000537	Syak.g_02588	Prab.g_00496
OG0000538	Syak.g_02600	Prab.g_00504
OG0000539	Syak.g_02601	Prab.g_00505
OG0000540	Syak.g_02602	Prab.g_00506
OG0000541	Syak.g_02603	Prab.g_00507
OG0000542	Syak.g_02606	Prab.g_00509
OG0000543	Syak.g_02608	Prab.g_00511
OG0000544	Syak.g_02609	Prab.g_00512
OG0000545	Syak.g_02611	Prab.g_00514
OG0000546	Syak.g_02613	Prab.g_00517
OG0000547	Syak.g_02615	Prab.g_00519
OG0000548	Syak.g_02616	Prab.g_00520
OG0000549	Syak.g_02622	Prab.g_00522
OG0000550	Syak.g_02626	Prab.g_00527
OG0000551	Syak.g_02631	Prab.g_00531
OG0000552	Syak.g_02632	Prab.g_00532
OG0000553	Syak.g_02636	Prab.g_00533
OG0000554	Syak.g_02641	Prab.g_00538
OG0000555	Syak.g_02657	Prab.g_00546
OG0000556	Syak.g_02661	Prab.g_00548
OG0000557	Syak.g_02663	Prab.g_00549
OG0000558	Syak.g_02666	Prab.g_00551
OG0000559	Syak.g_02670	Prab.g_00555
OG0000560	Syak.g_02672	Prab.g_00558
OG0000561	Syak.g_02673	Prab.g_00559
OG0000562	Syak.g_02674	Prab.g_00560
OG0000563	Syak.g_02675	Prab.g_00561
OG0000564	Syak.g_02676	Prab.g_00562
OG0000565	Syak.g_02679	Prab.g_00565
OG0000566	Syak.g_02683	Prab.g_00568
OG0000567	Syak.g_02687	Prab.g_00572
OG0000568	Syak.g_02690	Prab.g_00573
OG0000569	Syak.g_02691	Prab.g_00574
OG0000570	Syak.g_02692	Prab.g_00575
OG0000571	Syak.g_02696	Prab.g_00577
OG0000572	Syak.g_02713	Prab.g_00590
OG0000573	Syak.g_02723	Prab.g_00596
OG0000574	Syak.g_02724	Prab.g_00597
OG0000575	Syak.g_02729	Prab.g_00601
OG0000576	Syak.g_02731	Prab.g_00603
OG0000577	Syak.g_02732	Prab.g_00604
OG0000578	Syak.g_02733	Prab.g_00605
OG0000579	Syak.g_02734	Prab.g_00606
OG0000580	Syak.g_02735	Prab.g_00607
OG0000581	Syak.g_02742	Prab.g_00609
OG0000582	Syak.g_02748	Prab.g_00612
OG0000583	Syak.g_02749	Prab.g_00613
OG0000584	Syak.g_02750	Prab.g_00614
