Orthogroup	Syak	Syai
OG0000062	Syak.g_02434	Syai.g_02358
OG0000063	Syak.g_01752	Syai.g_00042
OG0000064	Syak.g_00983	Syai.g_02350
OG0000064	Syak.g_00254	Syai.g_02844
OG0000064	Syak.g_00126	Syai.g_01162
OG0000064	Syak.g_00164	Syai.g_01668
OG0000067	Syak.g_00434	Syai.g_01321
OG0000068	Syak.g_02565	Syai.g_00628
OG0000070	Syak.g_01174	Syai.g_02196
OG0000071	Syak.g_00936	Syai.g_02179
OG0000072	Syak.g_02099	Syai.g_02636
OG0000073	Syak.g_02597	Syai.g_00659
OG0000075	Syak.g_01564	Syai.g_00161
OG0000076	Syak.g_01650	Syai.g_00111
OG0000077	Syak.g_02243	Syai.g_02486
OG0000078	Syak.g_02310	Syai.g_00543
OG0000079	Syak.g_01417	Syai.g_00300
OG0000081	Syak.g_00115	Syai.g_00553, Syai.g_02292
OG0000082	Syak.g_02711	Syai.g_00781
OG0000084	Syak.g_01036	Syai.g_01196, Syai.g_00958
OG0000085	Syak.g_02427	Syai.g_02365
OG0000086	Syak.g_02219	Syai.g_02507
OG0000087	Syak.g_02141	Syai.g_02592
OG0000088	Syak.g_02106	Syai.g_02630
OG0000089	Syak.g_01215	Syai.g_00517
OG0000090	Syak.g_02640	Syai.g_00707
OG0000091	Syak.g_00043	Syai.g_01112
OG0000092	Syak.g_01126	Syai.g_01358
OG0000093	Syak.g_00416	Syai.g_01306
OG0000094	Syak.g_00656	Syai.g_01424
OG0000095	Syak.g_00736	Syai.g_02007
OG0000097	Syak.g_00816	Syai.g_01787
OG0000098	Syak.g_00345, Syak.g_02651	Syai.g_01718
OG0000099	Syak.g_01527	Syai.g_00199
OG0000100	Syak.g_00622	Syai.g_01372
OG0000101	Syak.g_01305	Syai.g_00404
OG0000102	Syak.g_01661	Syai.g_00106
OG0000103	Syak.g_01812	Syai.g_02912
OG0000104	Syak.g_01799	Syai.g_02929
OG0000105	Syak.g_01451	Syai.g_00267
OG0000106	Syak.g_00096	Syai.g_01601
OG0000107	Syak.g_01392	Syai.g_00319
OG0000108	Syak.g_02574	Syai.g_00638
OG0000109	Syak.g_02590	Syai.g_00653
OG0000110	Syak.g_02698	Syai.g_00878, Syai.g_00766
OG0000111	Syak.g_00725	Syai.g_01998
OG0000112	Syak.g_00512	Syai.g_01512
OG0000113	Syak.g_00461	Syai.g_01367
OG0000114	Syak.g_00373, Syak.g_00065	Syai.g_01261
OG0000115	Syak.g_01066	Syai.g_00932
OG0000116	Syak.g_00911	Syai.g_02156
OG0000117	Syak.g_00846	Syai.g_01756
OG0000118	Syak.g_00954	Syai.g_00818
OG0000119	Syak.g_00917	Syai.g_02127
OG0000120	Syak.g_01526	Syai.g_00198
OG0000121	Syak.g_01044	Syai.g_00951
OG0000122	Syak.g_00081	Syai.g_01143
OG0000123	Syak.g_01299	Syai.g_00411
OG0000124	Syak.g_01692	Syai.g_00089
OG0000125	Syak.g_01934	Syai.g_02782
OG0000126	Syak.g_01801	Syai.g_02927
OG0000127	Syak.g_02269	Syai.g_02459
OG0000128	Syak.g_01782	Syai.g_00012
OG0000129	Syak.g_01947	Syai.g_02771
OG0000130	Syak.g_02255	Syai.g_02474
OG0000131	Syak.g_02128	Syai.g_02608
OG0000132	Syak.g_02108	Syai.g_02628
OG0000133	Syak.g_00507	Syai.g_01507
OG0000134	Syak.g_01212	Syai.g_00520
OG0000135	Syak.g_01897	Syai.g_02826
OG0000136	Syak.g_01186	Syai.g_02217
OG0000137	Syak.g_01118	Syai.g_00865
OG0000138	Syak.g_02591	Syai.g_00654
OG0000139	Syak.g_02646	Syai.g_00714
OG0000140	Syak.g_02650	Syai.g_00716
OG0000141	Syak.g_02746	Syai.g_01041
OG0000142	Syak.g_00035	Syai.g_01104
OG0000143	Syak.g_00039	Syai.g_01108
OG0000144	Syak.g_00260	Syai.g_01608
OG0000145	Syak.g_02598	Syai.g_00660
OG0000146	Syak.g_00514	Syai.g_01513
OG0000147	Syak.g_00515	Syai.g_01514
OG0000148	Syak.g_00455	Syai.g_01361
OG0000149	Syak.g_00596	Syai.g_02059
OG0000150	Syak.g_02747	Syai.g_00717
OG0000151	Syak.g_00387	Syai.g_01280
OG0000152	Syak.g_00503	Syai.g_01503
OG0000153	Syak.g_00470	Syai.g_01461
OG0000154	Syak.g_00645	Syai.g_01434
OG0000155	Syak.g_00855	Syai.g_02109
OG0000156	Syak.g_00919	Syai.g_02162
OG0000157	Syak.g_00920	Syai.g_02163
OG0000158	Syak.g_01624	Syai.g_00135
OG0000160	Syak.g_01043	Syai.g_00952
OG0000161	Syak.g_01050	Syai.g_00946
OG0000162	Syak.g_01058	Syai.g_00939
OG0000163	Syak.g_02478	Syai.g_02300
OG0000164	Syak.g_02384	Syai.g_02411
OG0000165	Syak.g_02374	Syai.g_02244
OG0000166	Syak.g_01345	Syai.g_00364
OG0000167	Syak.g_01561	Syai.g_00164
OG0000168	Syak.g_01625	Syai.g_00134
OG0000169	Syak.g_01637	Syai.g_00123
OG0000170	Syak.g_01644	Syai.g_00116
OG0000171	Syak.g_01691	Syai.g_00090
OG0000172	Syak.g_01713	Syai.g_00083
OG0000173	Syak.g_01733	Syai.g_00064
OG0000174	Syak.g_01895	Syai.g_02828
OG0000175	Syak.g_01827	Syai.g_02901
OG0000176	Syak.g_01790	Syai.g_00004
OG0000177	Syak.g_01789	Syai.g_00005
OG0000178	Syak.g_01788	Syai.g_00006
OG0000179	Syak.g_01773	Syai.g_00023
OG0000180	Syak.g_01772	Syai.g_00024
OG0000181	Syak.g_01771	Syai.g_00025
OG0000182	Syak.g_01770	Syai.g_00026
OG0000183	Syak.g_01766	Syai.g_00030
OG0000184	Syak.g_01955	Syai.g_02756
OG0000185	Syak.g_01971	Syai.g_02734
OG0000186	Syak.g_02258	Syai.g_02469
OG0000187	Syak.g_02257	Syai.g_02471
OG0000188	Syak.g_02235	Syai.g_02494
OG0000189	Syak.g_02203	Syai.g_02530
OG0000190	Syak.g_01575	Syai.g_02532
OG0000191	Syak.g_02171	Syai.g_02562
OG0000192	Syak.g_02165	Syai.g_02569
OG0000193	Syak.g_02127	Syai.g_02609
OG0000194	Syak.g_02124	Syai.g_02612
OG0000195	Syak.g_02122	Syai.g_02614
OG0000196	Syak.g_02111	Syai.g_02625
OG0000197	Syak.g_02110	Syai.g_02626
OG0000198	Syak.g_02109	Syai.g_02627
OG0000199	Syak.g_02100	Syai.g_02635
OG0000200	Syak.g_02083	Syai.g_02651
OG0000201	Syak.g_02068	Syai.g_02667
OG0000202	Syak.g_02067	Syai.g_02668
OG0000203	Syak.g_02066	Syai.g_02669
OG0000204	Syak.g_02065	Syai.g_02670
OG0000205	Syak.g_02058	Syai.g_02677
OG0000206	Syak.g_02038	Syai.g_02684
OG0000207	Syak.g_02025	Syai.g_02686
OG0000208	Syak.g_02024	Syai.g_02687
OG0000209	Syak.g_01995	Syai.g_02699
OG0000210	Syak.g_01994	Syai.g_02700
OG0000211	Syak.g_02300	Syai.g_00533
OG0000212	Syak.g_02311	Syai.g_00544
OG0000213	Syak.g_01425	Syai.g_00292
OG0000214	Syak.g_01442	Syai.g_00276
OG0000215	Syak.g_01474	Syai.g_00245
OG0000216	Syak.g_01478	Syai.g_00241
OG0000217	Syak.g_01482	Syai.g_00237
OG0000218	Syak.g_01484	Syai.g_00235
OG0000219	Syak.g_01485	Syai.g_00234
OG0000220	Syak.g_01486	Syai.g_00233
OG0000221	Syak.g_01498	Syai.g_00227
OG0000222	Syak.g_01512	Syai.g_00215
OG0000223	Syak.g_01531	Syai.g_00194
OG0000224	Syak.g_01532	Syai.g_00186
OG0000225	Syak.g_01230	Syai.g_00502
OG0000226	Syak.g_01226	Syai.g_00506
OG0000227	Syak.g_01224	Syai.g_00508
OG0000228	Syak.g_01216	Syai.g_00516
OG0000229	Syak.g_01191	Syai.g_02228
OG0000230	Syak.g_01189	Syai.g_02226
OG0000231	Syak.g_01176	Syai.g_02208
OG0000232	Syak.g_01156	Syai.g_00846
OG0000233	Syak.g_01145	Syai.g_00855
OG0000234	Syak.g_01116	Syai.g_00866
OG0000235	Syak.g_02573	Syai.g_00637
OG0000236	Syak.g_02589	Syai.g_00652
OG0000237	Syak.g_02607	Syai.g_00669
OG0000238	Syak.g_02612	Syai.g_00674
OG0000239	Syak.g_02628	Syai.g_00691
OG0000240	Syak.g_02629	Syai.g_00692
OG0000241	Syak.g_00027	Syai.g_01085, Syai.g_01089
OG0000242	Syak.g_02638	Syai.g_00705
OG0000243	Syak.g_02658	Syai.g_00726
OG0000244	Syak.g_02665	Syai.g_00731
OG0000245	Syak.g_02667	Syai.g_00733
OG0000246	Syak.g_02671	Syai.g_00737
OG0000247	Syak.g_02681	Syai.g_00748
OG0000248	Syak.g_02684	Syai.g_00751
OG0000249	Syak.g_02686	Syai.g_00753
OG0000250	Syak.g_02694	Syai.g_00762
OG0000251	Syak.g_02722	Syai.g_00789
OG0000252	Syak.g_02725	Syai.g_00797
OG0000253	Syak.g_02727	Syai.g_00798
OG0000254	Syak.g_02752	Syai.g_01045
OG0000255	Syak.g_02772	Syai.g_01061
OG0000256	Syak.g_00020	Syai.g_01077
OG0000257	Syak.g_00026	Syai.g_01084
OG0000258	Syak.g_00044	Syai.g_01113
OG0000259	Syak.g_00334	Syai.g_01229
OG0000260	Syak.g_00338	Syai.g_01232
OG0000261	Syak.g_00348	Syai.g_01235
OG0000262	Syak.g_00353	Syai.g_01240
OG0000263	Syak.g_00828	Syai.g_01776
OG0000264	Syak.g_00698	Syai.g_01962
OG0000265	Syak.g_00211	Syai.g_02245
OG0000267	Syak.g_00555	Syai.g_01569
OG0000268	Syak.g_00554	Syai.g_01568
OG0000269	Syak.g_00429	Syai.g_01316
OG0000270	Syak.g_00432	Syai.g_01319
OG0000271	Syak.g_00440	Syai.g_01327
OG0000272	Syak.g_00441	Syai.g_01328
OG0000274	Syak.g_00615	Syai.g_02038
OG0000275	Syak.g_00611	Syai.g_02043
OG0000276	Syak.g_00604	Syai.g_02051
OG0000277	Syak.g_00603	Syai.g_02052
OG0000278	Syak.g_00600	Syai.g_02055
OG0000279	Syak.g_00592	Syai.g_02063
OG0000280	Syak.g_00582	Syai.g_02084
OG0000281	Syak.g_00339	Syai.g_01719
OG0000282	Syak.g_00375	Syai.g_01263
OG0000283	Syak.g_00541	Syai.g_01554
OG0000284	Syak.g_00536	Syai.g_01548
OG0000285	Syak.g_00523	Syai.g_01522
OG0000286	Syak.g_00504	Syai.g_01504
OG0000287	Syak.g_00477	Syai.g_01469
OG0000288	Syak.g_00644	Syai.g_01435
OG0000289	Syak.g_00659	Syai.g_01421
OG0000290	Syak.g_00738	Syai.g_02010
OG0000291	Syak.g_00734, Syak.g_00737	Syai.g_02008
OG0000292	Syak.g_01802	Syai.g_02926
OG0000293	Syak.g_00910	Syai.g_02155
OG0000294	Syak.g_00909	Syai.g_02154
OG0000295	Syak.g_00863	Syai.g_02117
OG0000296	Syak.g_00861	Syai.g_02115
OG0000297	Syak.g_00848	Syai.g_01754
OG0000298	Syak.g_00847	Syai.g_01755
OG0000299	Syak.g_00820	Syai.g_01783
OG0000300	Syak.g_00813	Syai.g_01790
OG0000301	Syak.g_00812	Syai.g_01791
OG0000302	Syak.g_00811	Syai.g_01793
OG0000303	Syak.g_00674	Syai.g_01802
OG0000304	Syak.g_00680	Syai.g_01826
OG0000305	Syak.g_00732	Syai.g_02005
OG0000306	Syak.g_00094	Syai.g_02090
OG0000307	Syak.g_02556	Syai.g_00619
OG0000308	Syak.g_02554	Syai.g_00617
OG0000309	Syak.g_02549	Syai.g_00612
OG0000310	Syak.g_00994	Syai.g_00989
OG0000311	Syak.g_00999	Syai.g_00985
OG0000312	Syak.g_01028	Syai.g_00966
OG0000313	Syak.g_01046	Syai.g_00949
OG0000314	Syak.g_01079	Syai.g_00908
OG0000315	Syak.g_01090	Syai.g_00897
OG0000316	Syak.g_02462	Syai.g_02320, Syai.g_02322
OG0000317	Syak.g_02419	Syai.g_02373
OG0000318	Syak.g_02415	Syai.g_02379
OG0000319	Syak.g_02399	Syai.g_02395
OG0000320	Syak.g_02397	Syai.g_02397
OG0000321	Syak.g_02396	Syai.g_02398
OG0000322	Syak.g_02395	Syai.g_02399
OG0000323	Syak.g_02380	Syai.g_02413
OG0000324	Syak.g_02347	Syai.g_02272
OG0000325	Syak.g_01391	Syai.g_00320
OG0000326	Syak.g_01384	Syai.g_00327
OG0000327	Syak.g_01350	Syai.g_00359
OG0000328	Syak.g_01349	Syai.g_00360
OG0000329	Syak.g_01331	Syai.g_00378
OG0000330	Syak.g_01330	Syai.g_00379
OG0000331	Syak.g_01329	Syai.g_00380
OG0000332	Syak.g_01314	Syai.g_00395
OG0000333	Syak.g_01311	Syai.g_00398
OG0000334	Syak.g_01302	Syai.g_00407
OG0000335	Syak.g_01298	Syai.g_00412
OG0000336	Syak.g_01294	Syai.g_00416
OG0000337	Syak.g_01555	Syai.g_00169
OG0000338	Syak.g_01558	Syai.g_00166
OG0000339	Syak.g_01566	Syai.g_00160
OG0000340	Syak.g_01626	Syai.g_00133
OG0000341	Syak.g_01628	Syai.g_00131
OG0000342	Syak.g_01629	Syai.g_00130
OG0000343	Syak.g_01631	Syai.g_00129
OG0000344	Syak.g_01635	Syai.g_00125
OG0000345	Syak.g_01645	Syai.g_00115
OG0000346	Syak.g_01651	Syai.g_00110
OG0000347	Syak.g_01694	Syai.g_00087
OG0000348	Syak.g_01717	Syai.g_00076
OG0000349	Syak.g_01740	Syai.g_00057
OG0000350	Syak.g_01377	Syai.g_00334
OG0000351	Syak.g_01823	Syai.g_02904
OG0000352	Syak.g_01822	Syai.g_02905
OG0000353	Syak.g_01796	Syai.g_02932
OG0000354	Syak.g_02618	Syai.g_00680
OG0000354	Syak.g_01775	Syai.g_00019
OG0000355	Syak.g_01793	Syai.g_00001
OG0000356	Syak.g_01792	Syai.g_00002
OG0000357	Syak.g_01791	Syai.g_00003
OG0000358	Syak.g_01787	Syai.g_00007
OG0000359	Syak.g_01785	Syai.g_00009
OG0000360	Syak.g_01784	Syai.g_00010
OG0000361	Syak.g_01783	Syai.g_00011
OG0000362	Syak.g_01781	Syai.g_00013
OG0000363	Syak.g_01779	Syai.g_00015
OG0000364	Syak.g_01778	Syai.g_00016
OG0000365	Syak.g_01769	Syai.g_00027
OG0000366	Syak.g_01768	Syai.g_00028
OG0000367	Syak.g_01767	Syai.g_00029
OG0000368	Syak.g_01765	Syai.g_00031
OG0000369	Syak.g_01764	Syai.g_00032
OG0000370	Syak.g_01763	Syai.g_00033
OG0000371	Syak.g_01753	Syai.g_00041
OG0000372	Syak.g_01748	Syai.g_00047
OG0000373	Syak.g_01747	Syai.g_00048
OG0000374	Syak.g_01746	Syai.g_00049
OG0000375	Syak.g_01744	Syai.g_00053
OG0000376	Syak.g_01742	Syai.g_00055
OG0000377	Syak.g_01948	Syai.g_02769
OG0000378	Syak.g_01968	Syai.g_02751
OG0000379	Syak.g_01972	Syai.g_02733
OG0000380	Syak.g_02256	Syai.g_02472
OG0000381	Syak.g_02254	Syai.g_02475
OG0000382	Syak.g_02236	Syai.g_02493
OG0000383	Syak.g_02229	Syai.g_02498
OG0000384	Syak.g_02228	Syai.g_02499
OG0000385	Syak.g_02227	Syai.g_02500
OG0000386	Syak.g_02226	Syai.g_02501
OG0000387	Syak.g_02200	Syai.g_02534
OG0000388	Syak.g_02196	Syai.g_02538
OG0000389	Syak.g_02193, Syak.g_02345	Syai.g_02542
OG0000390	Syak.g_02177	Syai.g_02556
OG0000391	Syak.g_02172	Syai.g_02561
OG0000392	Syak.g_02166	Syai.g_02568
OG0000393	Syak.g_02163	Syai.g_02570
OG0000394	Syak.g_02162	Syai.g_02571
OG0000395	Syak.g_02161	Syai.g_02572
OG0000396	Syak.g_02158	Syai.g_02575
OG0000397	Syak.g_02156	Syai.g_02577
OG0000398	Syak.g_02151	Syai.g_02582
OG0000399	Syak.g_02150	Syai.g_02583
OG0000400	Syak.g_02149	Syai.g_02584
OG0000401	Syak.g_02148	Syai.g_02585
OG0000402	Syak.g_02146	Syai.g_02588
OG0000403	Syak.g_02145	Syai.g_02589
OG0000404	Syak.g_02143	Syai.g_02590
OG0000405	Syak.g_02131	Syai.g_02606
OG0000406	Syak.g_02126	Syai.g_02610
OG0000407	Syak.g_02125	Syai.g_02611
OG0000408	Syak.g_02123	Syai.g_02613
OG0000409	Syak.g_02121	Syai.g_02615
OG0000410	Syak.g_02120	Syai.g_02616
OG0000411	Syak.g_02119	Syai.g_02617
OG0000412	Syak.g_02118	Syai.g_02618
OG0000413	Syak.g_02116	Syai.g_02620
OG0000415	Syak.g_02114	Syai.g_02622
OG0000416	Syak.g_02113	Syai.g_02623
OG0000417	Syak.g_02112	Syai.g_02624
OG0000418	Syak.g_02107	Syai.g_02629
OG0000419	Syak.g_02105	Syai.g_02631
OG0000420	Syak.g_02103	Syai.g_02633
OG0000421	Syak.g_02097	Syai.g_02638
OG0000422	Syak.g_02096	Syai.g_02639
OG0000423	Syak.g_02095	Syai.g_02640
OG0000424	Syak.g_02094	Syai.g_02641
OG0000425	Syak.g_02093	Syai.g_02642
OG0000426	Syak.g_02092	Syai.g_02643
OG0000427	Syak.g_02091	Syai.g_02644
OG0000428	Syak.g_02088	Syai.g_02647
OG0000429	Syak.g_02086	Syai.g_02649
OG0000430	Syak.g_02084	Syai.g_02650
OG0000431	Syak.g_02081	Syai.g_02654
OG0000432	Syak.g_02075	Syai.g_02660
OG0000433	Syak.g_02073	Syai.g_02662
OG0000434	Syak.g_02072	Syai.g_02663
OG0000435	Syak.g_02071	Syai.g_02666
OG0000436	Syak.g_02064	Syai.g_02671
OG0000437	Syak.g_02063	Syai.g_02672
OG0000438	Syak.g_02062	Syai.g_02673
OG0000439	Syak.g_02060	Syai.g_02675
OG0000440	Syak.g_02059	Syai.g_02676
OG0000441	Syak.g_02053	Syai.g_02681
OG0000442	Syak.g_02043	Syai.g_02682
OG0000443	Syak.g_02041	Syai.g_02683
OG0000444	Syak.g_02022	Syai.g_02688
OG0000445	Syak.g_02015	Syai.g_02689
OG0000446	Syak.g_02013	Syai.g_02690
OG0000447	Syak.g_02006	Syai.g_02693
OG0000448	Syak.g_02005	Syai.g_02694
OG0000449	Syak.g_02004	Syai.g_02695
OG0000450	Syak.g_01998	Syai.g_02696
OG0000451	Syak.g_01997	Syai.g_02697
OG0000452	Syak.g_01993	Syai.g_02701
OG0000453	Syak.g_01992	Syai.g_02702
OG0000454	Syak.g_01991	Syai.g_02703
OG0000455	Syak.g_01990	Syai.g_02704
OG0000456	Syak.g_01989	Syai.g_02705
OG0000457	Syak.g_01987	Syai.g_02707
OG0000458	Syak.g_01986	Syai.g_02708
OG0000459	Syak.g_01985	Syai.g_02709
OG0000460	Syak.g_02303	Syai.g_00535
OG0000461	Syak.g_01402	Syai.g_00314
OG0000462	Syak.g_01405	Syai.g_00311
OG0000463	Syak.g_01406	Syai.g_00310
OG0000464	Syak.g_01407	Syai.g_00309
OG0000465	Syak.g_01409	Syai.g_00307
OG0000466	Syak.g_01414	Syai.g_00303
OG0000467	Syak.g_01416	Syai.g_00301
OG0000468	Syak.g_01421	Syai.g_00296
OG0000469	Syak.g_01436	Syai.g_00282
OG0000470	Syak.g_01438	Syai.g_00280
OG0000471	Syak.g_01439	Syai.g_00279
OG0000472	Syak.g_01441	Syai.g_00277
OG0000473	Syak.g_01443	Syai.g_00275
OG0000474	Syak.g_01444	Syai.g_00274
OG0000475	Syak.g_01445	Syai.g_00273
OG0000476	Syak.g_01447	Syai.g_00271
OG0000477	Syak.g_01453	Syai.g_00265
OG0000478	Syak.g_01454	Syai.g_00264
OG0000479	Syak.g_01455	Syai.g_00263
OG0000480	Syak.g_01462	Syai.g_00256
OG0000481	Syak.g_01464	Syai.g_00254
OG0000482	Syak.g_01465	Syai.g_00253
OG0000483	Syak.g_01469	Syai.g_00249
OG0000484	Syak.g_01470	Syai.g_00248
OG0000485	Syak.g_01472	Syai.g_00247
OG0000486	Syak.g_01473	Syai.g_00246
OG0000487	Syak.g_01479	Syai.g_00240
OG0000488	Syak.g_01483	Syai.g_00236
OG0000489	Syak.g_01499	Syai.g_00226
OG0000490	Syak.g_01507	Syai.g_00218
OG0000491	Syak.g_01511	Syai.g_00217
OG0000492	Syak.g_01513	Syai.g_00214
OG0000493	Syak.g_01514	Syai.g_00213
OG0000494	Syak.g_01515	Syai.g_00212
OG0000495	Syak.g_01516	Syai.g_00211
OG0000496	Syak.g_01517	Syai.g_00210
OG0000497	Syak.g_01518	Syai.g_00209
OG0000498	Syak.g_01519	Syai.g_00208
OG0000499	Syak.g_01520	Syai.g_00207
OG0000500	Syak.g_01521	Syai.g_00206
OG0000501	Syak.g_01524	Syai.g_00203
OG0000502	Syak.g_01538	Syai.g_00192
OG0000503	Syak.g_01246	Syai.g_00486
OG0000504	Syak.g_01244	Syai.g_00488
OG0000505	Syak.g_01243	Syai.g_00489
OG0000506	Syak.g_01241	Syai.g_00491
OG0000507	Syak.g_01235	Syai.g_00497
OG0000508	Syak.g_01231	Syai.g_00501
OG0000509	Syak.g_01229	Syai.g_00503
OG0000510	Syak.g_01228	Syai.g_00504
OG0000511	Syak.g_01227	Syai.g_00505
OG0000512	Syak.g_01225	Syai.g_00507
OG0000513	Syak.g_01211	Syai.g_00521
OG0000514	Syak.g_01204	Syai.g_00528
OG0000515	Syak.g_01203	Syai.g_00529
OG0000516	Syak.g_01199	Syai.g_02223
OG0000517	Syak.g_01192	Syai.g_02229
OG0000518	Syak.g_01180	Syai.g_02211
OG0000519	Syak.g_01179	Syai.g_02210
OG0000520	Syak.g_01178	Syai.g_02209
OG0000521	Syak.g_01167	Syai.g_00842
OG0000522	Syak.g_01163	Syai.g_00844
OG0000523	Syak.g_01162	Syai.g_00845
OG0000524	Syak.g_01149	Syai.g_00852
OG0000525	Syak.g_01130	Syai.g_00856
OG0000526	Syak.g_01127	Syai.g_00859
OG0000527	Syak.g_01120	Syai.g_00863
OG0000528	Syak.g_02570	Syai.g_00633
OG0000529	Syak.g_02575	Syai.g_00639
OG0000530	Syak.g_02578	Syai.g_00642
OG0000531	Syak.g_02579	Syai.g_00643
OG0000532	Syak.g_02582	Syai.g_00646
OG0000533	Syak.g_02584	Syai.g_00647
OG0000534	Syak.g_02585	Syai.g_00648
OG0000535	Syak.g_02586	Syai.g_00649
OG0000536	Syak.g_02587	Syai.g_00650
OG0000537	Syak.g_02588	Syai.g_00651
OG0000538	Syak.g_02600	Syai.g_00662
OG0000539	Syak.g_02601	Syai.g_00663
OG0000540	Syak.g_02602	Syai.g_00664
OG0000541	Syak.g_02603	Syai.g_00665
OG0000542	Syak.g_02606	Syai.g_00668
OG0000543	Syak.g_02608	Syai.g_00670
OG0000544	Syak.g_02609	Syai.g_00671
OG0000545	Syak.g_02611	Syai.g_00673
OG0000546	Syak.g_02613	Syai.g_00675
OG0000547	Syak.g_02615	Syai.g_00677
OG0000548	Syak.g_02616	Syai.g_00678
OG0000549	Syak.g_02622	Syai.g_00684
OG0000550	Syak.g_02626	Syai.g_00689
OG0000551	Syak.g_02631	Syai.g_00694
OG0000552	Syak.g_02632	Syai.g_00695
OG0000553	Syak.g_02636	Syai.g_00698
OG0000554	Syak.g_02641	Syai.g_00708
OG0000555	Syak.g_02657	Syai.g_00725
OG0000556	Syak.g_02661	Syai.g_00728
OG0000557	Syak.g_02663	Syai.g_00730
OG0000558	Syak.g_02666	Syai.g_00732
OG0000559	Syak.g_02670	Syai.g_00736
OG0000560	Syak.g_02672	Syai.g_00739
OG0000561	Syak.g_02673	Syai.g_00740
OG0000562	Syak.g_02674	Syai.g_00741
OG0000563	Syak.g_02675	Syai.g_00742
OG0000564	Syak.g_02676	Syai.g_00743
OG0000565	Syak.g_02679	Syai.g_00746
OG0000566	Syak.g_02683	Syai.g_00750
OG0000567	Syak.g_02687	Syai.g_00754
OG0000568	Syak.g_02690	Syai.g_00758
OG0000569	Syak.g_02691	Syai.g_00759
OG0000570	Syak.g_02692	Syai.g_00760
OG0000571	Syak.g_02696	Syai.g_00764
OG0000572	Syak.g_02713	Syai.g_00782
