Orthogroup	Prbj	Prbb
OG0000044	Prbj.g_01330, Prbj.g_00194, Prbj.g_02695, Prbj.g_00726	Prbb.g_00079
OG0000045	Prbj.g_00563	Prbb.g_01347, Prbb.g_01094
OG0000046	Prbj.g_00358	Prbb.g_00379
OG0000047	Prbj.g_00666	Prbb.g_00386
OG0000047	Prbj.g_02509	Prbb.g_00421
OG0000048	Prbj.g_01393	Prbb.g_00325
OG0000051	Prbj.g_00705	Prbb.g_01383
OG0000052	Prbj.g_01487	Prbb.g_00112
OG0000053	Prbj.g_00638	Prbb.g_01705
OG0000054	Prbj.g_01758	Prbb.g_00607
OG0000057	Prbj.g_00758	Prbb.g_01359, Prbb.g_00706
OG0000058	Prbj.g_01467	Prbb.g_00851
OG0000059	Prbj.g_01029	Prbb.g_01946
OG0000060	Prbj.g_01633, Prbj.g_01132	Prbb.g_01153
OG0000061	Prbj.g_00971	Prbb.g_01517
OG0000062	Prbj.g_00881	Prbb.g_01768
OG0000063	Prbj.g_01208	Prbb.g_01921
OG0000065	Prbj.g_00620	Prbb.g_00162
OG0000066	Prbj.g_02141	Prbb.g_00542
OG0000067	Prbj.g_02412	Prbb.g_00783
OG0000068	Prbj.g_01639	Prbb.g_01639
OG0000070	Prbj.g_00118	Prbb.g_00455
OG0000071	Prbj.g_01728	Prbb.g_01586
OG0000072	Prbj.g_00516	Prbb.g_00228
OG0000073	Prbj.g_01608	Prbb.g_00503
OG0000075	Prbj.g_01502	Prbb.g_02036
OG0000076	Prbj.g_01598	Prbb.g_02061
OG0000077	Prbj.g_01900	Prbb.g_00133
OG0000078	Prbj.g_02614	Prbb.g_00297
OG0000079	Prbj.g_01353	Prbb.g_00308
OG0000081	Prbj.g_00799, Prbj.g_00765	Prbb.g_00534
OG0000082	Prbj.g_01789	Prbb.g_01882
OG0000084	Prbj.g_01052	Prbb.g_01683
OG0000085	Prbj.g_00869	Prbb.g_01816
OG0000086	Prbj.g_00589	Prbb.g_00143
OG0000087	Prbj.g_01547	Prbb.g_00196
OG0000088	Prbj.g_00521, Prbj.g_00912	Prbb.g_00223
OG0000089	Prbj.g_00064	Prbb.g_00416
OG0000090	Prbj.g_02127	Prbb.g_00536
OG0000091	Prbj.g_02581	Prbb.g_00643
OG0000093	Prbj.g_02388	Prbb.g_00768
OG0000094	Prbj.g_01985	Prbb.g_00892
OG0000095	Prbj.g_01838	Prbb.g_01070
OG0000097	Prbj.g_02152	Prbb.g_01470
OG0000098	Prbj.g_00669	Prbb.g_01608
OG0000099	Prbj.g_01464	Prbb.g_00388
OG0000100	Prbj.g_00185, Prbj.g_02442	Prbb.g_01763
OG0000101	Prbj.g_00415, Prbj.g_00981	Prbb.g_02001
OG0000102	Prbj.g_01819	Prbb.g_02066
OG0000103	Prbj.g_02055	Prbb.g_02174
OG0000104	Prbj.g_02069	Prbb.g_02185
OG0000105	Prbj.g_01397	Prbb.g_00327
OG0000106	Prbj.g_00875	Prbb.g_01197, Prbb.g_01329
OG0000107	Prbj.g_02659	Prbb.g_01923
OG0000108	Prbj.g_01630	Prbb.g_00484, Prbb.g_00485
OG0000109	Prbj.g_01614	Prbb.g_00498
OG0000110	Prbj.g_01801	Prbb.g_00578
OG0000111	Prbj.g_00759	Prbb.g_00707
OG0000112	Prbj.g_02276	Prbb.g_00983
OG0000113	Prbj.g_02437	Prbb.g_00807, Prbb.g_01218
OG0000114	Prbj.g_02340	Prbb.g_00932
OG0000115	Prbj.g_00634	Prbb.g_01780
OG0000116	Prbj.g_00956	Prbb.g_01528
OG0000117	Prbj.g_01915	Prbb.g_01399
OG0000118	Prbj.g_01742	Prbb.g_01598
OG0000119	Prbj.g_00740, Prbj.g_00778	Prbb.g_01632
OG0000120	Prbj.g_01465	Prbb.g_00678
OG0000121	Prbj.g_01064, Prbj.g_01058	Prbb.g_01688
OG0000122	Prbj.g_02627	Prbb.g_01727
OG0000123	Prbj.g_00406	Prbb.g_02008
OG0000125	Prbj.g_01963	Prbb.g_02131
OG0000126	Prbj.g_02067	Prbb.g_02183
OG0000127	Prbj.g_02148, Prbj.g_00896	Prbb.g_01346
OG0000128	Prbj.g_02085	Prbb.g_00012
OG0000129	Prbj.g_01951	Prbb.g_00059
OG0000130	Prbj.g_00564	Prbb.g_00124
OG0000131	Prbj.g_00543	Prbb.g_00202
OG0000132	Prbj.g_00523	Prbb.g_00221
OG0000133	Prbj.g_01460	Prbb.g_00373
OG0000134	Prbj.g_00067	Prbb.g_00418
OG0000135	Prbj.g_02004	Prbb.g_01326
OG0000136	Prbj.g_00105	Prbb.g_00446
OG0000137	Prbj.g_00128	Prbb.g_00478
OG0000138	Prbj.g_01613	Prbb.g_00499
OG0000139	Prbj.g_02133	Prbb.g_00540
OG0000140	Prbj.g_02139	Prbb.g_00541
OG0000141	Prbj.g_01757	Prbb.g_00608
OG0000142	Prbj.g_02573	Prbb.g_00636
OG0000143	Prbj.g_02577	Prbb.g_00640
OG0000144	Prbj.g_00793	Prbb.g_00653
OG0000145	Prbj.g_01607	Prbb.g_01099
OG0000146	Prbj.g_02277	Prbb.g_00982
OG0000147	Prbj.g_02278	Prbb.g_00981
OG0000148	Prbj.g_02431	Prbb.g_00801
OG0000149	Prbj.g_02488	Prbb.g_00832
OG0000150	Prbj.g_02511	Prbb.g_00840
OG0000151	Prbj.g_02361	Prbb.g_00943
OG0000152	Prbj.g_02268	Prbb.g_00991
OG0000153	Prbj.g_02241	Prbb.g_01009
OG0000154	Prbj.g_02213	Prbb.g_01040
OG0000155	Prbj.g_00312	Prbb.g_01495
OG0000156	Prbj.g_00163	Prbb.g_01575
OG0000157	Prbj.g_00162	Prbb.g_01576
OG0000158	Prbj.g_01514	Prbb.g_02044
OG0000160	Prbj.g_01057	Prbb.g_01687
OG0000161	Prbj.g_01071	Prbb.g_01693
OG0000162	Prbj.g_01077	Prbb.g_01699
OG0000163	Prbj.g_01688	Prbb.g_01735
OG0000164	Prbj.g_00476	Prbb.g_01845
OG0000165	Prbj.g_00467	Prbb.g_01853
OG0000166	Prbj.g_01019	Prbb.g_01964
OG0000167	Prbj.g_01500	Prbb.g_02034
OG0000168	Prbj.g_01515	Prbb.g_02045
OG0000169	Prbj.g_01581	Prbb.g_02055
OG0000170	Prbj.g_01593	Prbb.g_02057
OG0000171	Prbj.g_01282	Prbb.g_02078
OG0000172	Prbj.g_01248	Prbb.g_02101
OG0000173	Prbj.g_01227	Prbb.g_02116
OG0000174	Prbj.g_02006	Prbb.g_02147
OG0000175	Prbj.g_02044	Prbb.g_02165
OG0000176	Prbj.g_02077	Prbb.g_00004
OG0000177	Prbj.g_02078	Prbb.g_00005
OG0000178	Prbj.g_02079	Prbb.g_00007, Prbb.g_00006
OG0000179	Prbj.g_01188	Prbb.g_00017
OG0000180	Prbj.g_01189	Prbb.g_00018
OG0000181	Prbj.g_01190	Prbb.g_00019
OG0000182	Prbj.g_01191	Prbb.g_00020
OG0000183	Prbj.g_01195	Prbb.g_00024
OG0000184	Prbj.g_01943	Prbb.g_00061
OG0000185	Prbj.g_01921	Prbb.g_00064
OG0000186	Prbj.g_00558	Prbb.g_00119
OG0000187	Prbj.g_00560	Prbb.g_00120
OG0000188	Prbj.g_00581	Prbb.g_00137
OG0000189	Prbj.g_00607	Prbb.g_00151
OG0000190	Prbj.g_00609	Prbb.g_00152
OG0000191	Prbj.g_01557	Prbb.g_00175
OG0000192	Prbj.g_01566	Prbb.g_00179
OG0000193	Prbj.g_00542	Prbb.g_00203
OG0000194	Prbj.g_00539	Prbb.g_00206
OG0000195	Prbj.g_00537	Prbb.g_00208
OG0000196	Prbj.g_00526	Prbb.g_00218
OG0000197	Prbj.g_00525	Prbb.g_00219
OG0000198	Prbj.g_00524	Prbb.g_00220
OG0000199	Prbj.g_00517	Prbb.g_00227
OG0000200	Prbj.g_01138	Prbb.g_00240
OG0000201	Prbj.g_01157	Prbb.g_00249
OG0000202	Prbj.g_01158	Prbb.g_00250
OG0000203	Prbj.g_01159	Prbb.g_00251
OG0000204	Prbj.g_01160	Prbb.g_00252
OG0000205	Prbj.g_01167	Prbb.g_00259
OG0000206	Prbj.g_00288	Prbb.g_00263
OG0000207	Prbj.g_00234	Prbb.g_00265
OG0000208	Prbj.g_00235	Prbb.g_00266
OG0000209	Prbj.g_00262	Prbb.g_00275
OG0000210	Prbj.g_00263	Prbb.g_00276
OG0000211	Prbj.g_00177	Prbb.g_00290
OG0000212	Prbj.g_02615	Prbb.g_00298
OG0000213	Prbj.g_01362	Prbb.g_00313
OG0000214	Prbj.g_01389	Prbb.g_00321
OG0000215	Prbj.g_01419	Prbb.g_00344
OG0000216	Prbj.g_01422	Prbb.g_00345
OG0000217	Prbj.g_01426	Prbb.g_00348
OG0000218	Prbj.g_01430	Prbb.g_00350
OG0000219	Prbj.g_01431	Prbb.g_00351
OG0000220	Prbj.g_01432	Prbb.g_00352
OG0000221	Prbj.g_01437	Prbb.g_00353
OG0000222	Prbj.g_01446	Prbb.g_00361
OG0000223	Prbj.g_01469	Prbb.g_00374
OG0000224	Prbj.g_01480	Prbb.g_00376
OG0000225	Prbj.g_00323	Prbb.g_00405
OG0000226	Prbj.g_00319	Prbb.g_00409
OG0000227	Prbj.g_00317	Prbb.g_00411
OG0000228	Prbj.g_00063	Prbb.g_00415
OG0000229	Prbj.g_00100	Prbb.g_00441
OG0000230	Prbj.g_00102	Prbb.g_00443
OG0000231	Prbj.g_00117	Prbb.g_00454
OG0000232	Prbj.g_01888	Prbb.g_00462
OG0000233	Prbj.g_00148	Prbb.g_00470
OG0000234	Prbj.g_00127	Prbb.g_00479
OG0000235	Prbj.g_01631	Prbb.g_00483
OG0000236	Prbj.g_01615	Prbb.g_00497
OG0000237	Prbj.g_02094	Prbb.g_00510
OG0000238	Prbj.g_02098	Prbb.g_00516
OG0000239	Prbj.g_02114	Prbb.g_00528
OG0000240	Prbj.g_02115	Prbb.g_00529
OG0000241	Prbj.g_01116	Prbb.g_00533
OG0000242	Prbj.g_02125	Prbb.g_00535
OG0000243	Prbj.g_02668	Prbb.g_00546
OG0000244	Prbj.g_01859	Prbb.g_00550
OG0000245	Prbj.g_01862	Prbb.g_00552
OG0000246	Prbj.g_01866	Prbb.g_00556
OG0000247	Prbj.g_01877	Prbb.g_00566
OG0000248	Prbj.g_01880	Prbb.g_00568
OG0000249	Prbj.g_01882	Prbb.g_00570
OG0000250	Prbj.g_01805	Prbb.g_00575
OG0000251	Prbj.g_01781	Prbb.g_00591
OG0000252	Prbj.g_01778	Prbb.g_00593
OG0000253	Prbj.g_01772	Prbb.g_00595
OG0000254	Prbj.g_01753	Prbb.g_00612
OG0000255	Prbj.g_02546	Prbb.g_00618
OG0000256	Prbj.g_02560	Prbb.g_00628
OG0000257	Prbj.g_02566	Prbb.g_00631
OG0000258	Prbj.g_02589	Prbb.g_00644
OG0000259	Prbj.g_00812	Prbb.g_00661
OG0000260	Prbj.g_00816	Prbb.g_00665
OG0000261	Prbj.g_00819	Prbb.g_00668
OG0000262	Prbj.g_00824	Prbb.g_00673
OG0000263	Prbj.g_00248	Prbb.g_00686
OG0000264	Prbj.g_00933	Prbb.g_00697, Prbb.g_00698
OG0000265	Prbj.g_00913, Prbj.g_02178	Prbb.g_00713
OG0000266	Prbj.g_02189	Prbb.g_00723
OG0000267	Prbj.g_02315	Prbb.g_00736
OG0000268	Prbj.g_02314	Prbb.g_00737
OG0000269	Prbj.g_02407	Prbb.g_00778
OG0000270	Prbj.g_02410	Prbb.g_00781
OG0000271	Prbj.g_02418	Prbb.g_00789
OG0000272	Prbj.g_02419	Prbb.g_00790
OG0000273	Prbj.g_02470	Prbb.g_00814
OG0000274	Prbj.g_02471	Prbb.g_00815
OG0000275	Prbj.g_02474	Prbb.g_00817
OG0000276	Prbj.g_02480	Prbb.g_00823
OG0000277	Prbj.g_02481	Prbb.g_00824
OG0000278	Prbj.g_02484	Prbb.g_00828
OG0000279	Prbj.g_02492	Prbb.g_00835
OG0000280	Prbj.g_02498	Prbb.g_01370
OG0000281	Prbj.g_02512	Prbb.g_00841
OG0000282	Prbj.g_02342	Prbb.g_00934
OG0000283	Prbj.g_02303	Prbb.g_00965
OG0000284	Prbj.g_02297	Prbb.g_00970
OG0000285	Prbj.g_00694	Prbb.g_00975
OG0000286	Prbj.g_02269	Prbb.g_00990
OG0000287	Prbj.g_00722	Prbb.g_00101
OG0000288	Prbj.g_02214	Prbb.g_01039
OG0000289	Prbj.g_02201	Prbb.g_01051
OG0000290	Prbj.g_01841	Prbb.g_01067
OG0000291	Prbj.g_01839	Prbb.g_01069
OG0000292	Prbj.g_02066	Prbb.g_01238
OG0000293	Prbj.g_00958	Prbb.g_01527
OG0000294	Prbj.g_00959	Prbb.g_01526
OG0000295	Prbj.g_00304	Prbb.g_01502
OG0000296	Prbj.g_00306, Prbj.g_00307	Prbb.g_01500
OG0000297	Prbj.g_01913	Prbb.g_01491
OG0000298	Prbj.g_01914	Prbb.g_01490
OG0000299	Prbj.g_01903	Prbb.g_01471
OG0000300	Prbj.g_02155	Prbb.g_01468
OG0000301	Prbj.g_02156	Prbb.g_01467
OG0000302	Prbj.g_02159	Prbb.g_01464
OG0000303	Prbj.g_00314	Prbb.g_01459
OG0000304	Prbj.g_00020	Prbb.g_01456
OG0000305	Prbj.g_01837	Prbb.g_01789
OG0000306	Prbj.g_02521	Prbb.g_00845
OG0000307	Prbj.g_01647	Prbb.g_01648
OG0000308	Prbj.g_01649	Prbb.g_01649
OG0000309	Prbj.g_01653	Prbb.g_01653
OG0000310	Prbj.g_01294	Prbb.g_01671
OG0000311	Prbj.g_01040	Prbb.g_01673
OG0000312	Prbj.g_01044	Prbb.g_01676
OG0000313	Prbj.g_01068	Prbb.g_01690
OG0000314	Prbj.g_00646	Prbb.g_01711
OG0000315	Prbj.g_00656	Prbb.g_01721
OG0000316	Prbj.g_01699	Prbb.g_01746
OG0000317	Prbj.g_00863	Prbb.g_01821
OG0000318	Prbj.g_00856	Prbb.g_01824
OG0000319	Prbj.g_00487	Prbb.g_01835
OG0000320	Prbj.g_00485	Prbb.g_01837
OG0000321	Prbj.g_00484	Prbb.g_01838
OG0000322	Prbj.g_00483	Prbb.g_01839
OG0000323	Prbj.g_00472	Prbb.g_01848
OG0000324	Prbj.g_00443	Prbb.g_01875
OG0000325	Prbj.g_02657	Prbb.g_01924
OG0000326	Prbj.g_02649	Prbb.g_01930
OG0000327	Prbj.g_01024	Prbb.g_01959
OG0000328	Prbj.g_01023	Prbb.g_01960
OG0000329	Prbj.g_01006	Prbb.g_01977
OG0000330	Prbj.g_01005	Prbb.g_01978
OG0000331	Prbj.g_01004	Prbb.g_01979
OG0000332	Prbj.g_00989	Prbb.g_01993
OG0000333	Prbj.g_00987	Prbb.g_01995
OG0000334	Prbj.g_00410	Prbb.g_02004
OG0000335	Prbj.g_00405	Prbb.g_02009
OG0000336	Prbj.g_00401	Prbb.g_02013
OG0000337	Prbj.g_01494	Prbb.g_02031
OG0000338	Prbj.g_01498	Prbb.g_02032
OG0000339	Prbj.g_01504	Prbb.g_02037
OG0000340	Prbj.g_01516	Prbb.g_02046
OG0000341	Prbj.g_01518	Prbb.g_02048
OG0000342	Prbj.g_01519	Prbb.g_02049
OG0000343	Prbj.g_01576	Prbb.g_02050
OG0000344	Prbj.g_01579	Prbb.g_02053
OG0000345	Prbj.g_01594	Prbb.g_02058
OG0000346	Prbj.g_01599	Prbb.g_02062
OG0000347	Prbj.g_01280	Prbb.g_02082
OG0000348	Prbj.g_01243	Prbb.g_02104
OG0000349	Prbj.g_01219	Prbb.g_02122
OG0000350	Prbj.g_01999	Prbb.g_02143
OG0000351	Prbj.g_02047	Prbb.g_02168
OG0000352	Prbj.g_02048	Prbb.g_02169
OG0000353	Prbj.g_02072	Prbb.g_02188
OG0000355	Prbj.g_02074	Prbb.g_00001
OG0000356	Prbj.g_02075	Prbb.g_00002
OG0000357	Prbj.g_02076	Prbb.g_00003
OG0000358	Prbj.g_02080	Prbb.g_00008
OG0000359	Prbj.g_02082	Prbb.g_00009
OG0000360	Prbj.g_02083	Prbb.g_00010
OG0000361	Prbj.g_02084	Prbb.g_00011
OG0000362	Prbj.g_02086	Prbb.g_00013
OG0000363	Prbj.g_01182	Prbb.g_00015
OG0000364	Prbj.g_01183	Prbb.g_00016
OG0000365	Prbj.g_01192	Prbb.g_00021
OG0000366	Prbj.g_01193	Prbb.g_00022
OG0000367	Prbj.g_01194	Prbb.g_00023
OG0000368	Prbj.g_01196	Prbb.g_00025
OG0000369	Prbj.g_01197	Prbb.g_00026
OG0000370	Prbj.g_01198	Prbb.g_00027
OG0000371	Prbj.g_01207	Prbb.g_00033
OG0000372	Prbj.g_01212	Prbb.g_00035
OG0000373	Prbj.g_01213	Prbb.g_00036
OG0000374	Prbj.g_01214	Prbb.g_00037
OG0000375	Prbj.g_01215	Prbb.g_00055
OG0000376	Prbj.g_01217	Prbb.g_00057
OG0000377	Prbj.g_01950	Prbb.g_00060
OG0000378	Prbj.g_01936	Prbb.g_00062
OG0000379	Prbj.g_01920	Prbb.g_00065
OG0000380	Prbj.g_00561	Prbb.g_00121
OG0000381	Prbj.g_00565	Prbb.g_00125
OG0000382	Prbj.g_00580	Prbb.g_00136
OG0000383	Prbj.g_00582	Prbb.g_00138
OG0000384	Prbj.g_00583	Prbb.g_00139
OG0000385	Prbj.g_00584	Prbb.g_00140
OG0000386	Prbj.g_00585	Prbb.g_00141
OG0000387	Prbj.g_00611	Prbb.g_00154
OG0000388	Prbj.g_00615	Prbb.g_00158
OG0000389	Prbj.g_00619	Prbb.g_00161
OG0000390	Prbj.g_01551	Prbb.g_00170
OG0000391	Prbj.g_01556	Prbb.g_00174
OG0000392	Prbj.g_01562	Prbb.g_00177
OG0000393	Prbj.g_01567	Prbb.g_00180
OG0000394	Prbj.g_01568	Prbb.g_00181
OG0000395	Prbj.g_01569	Prbb.g_00182
OG0000396	Prbj.g_01530	Prbb.g_00185
OG0000397	Prbj.g_01532	Prbb.g_00187
OG0000398	Prbj.g_01537	Prbb.g_00190
OG0000399	Prbj.g_01538	Prbb.g_00191
OG0000400	Prbj.g_01539	Prbb.g_00192
OG0000401	Prbj.g_01540	Prbb.g_00193
OG0000402	Prbj.g_01542	Prbb.g_01101
OG0000403	Prbj.g_01543	Prbb.g_00194
OG0000404	Prbj.g_01545	Prbb.g_00195
OG0000405	Prbj.g_00545	Prbb.g_00200
OG0000406	Prbj.g_00541	Prbb.g_00204
OG0000407	Prbj.g_00540	Prbb.g_00205
OG0000408	Prbj.g_00538	Prbb.g_00207
OG0000409	Prbj.g_00536	Prbb.g_00209
OG0000410	Prbj.g_00535	Prbb.g_00210
OG0000411	Prbj.g_00534	Prbb.g_00211
OG0000412	Prbj.g_00533	Prbb.g_00212
OG0000413	Prbj.g_00531	Prbb.g_00213
OG0000414	Prbj.g_00530	Prbb.g_00214
OG0000415	Prbj.g_00529	Prbb.g_00215
OG0000416	Prbj.g_00528	Prbb.g_00216
OG0000417	Prbj.g_00527	Prbb.g_00217
OG0000418	Prbj.g_00522	Prbb.g_00222
OG0000419	Prbj.g_00520	Prbb.g_00224
OG0000420	Prbj.g_00519	Prbb.g_00225
OG0000421	Prbj.g_00515	Prbb.g_00229
OG0000422	Prbj.g_00514	Prbb.g_00230
OG0000423	Prbj.g_00513	Prbb.g_00231
OG0000424	Prbj.g_00512	Prbb.g_00232
OG0000425	Prbj.g_00511	Prbb.g_00233
OG0000426	Prbj.g_00510	Prbb.g_00234
OG0000427	Prbj.g_00509	Prbb.g_00235
OG0000428	Prbj.g_02369	Prbb.g_00237
OG0000429	Prbj.g_01135	Prbb.g_00238
OG0000430	Prbj.g_01137	Prbb.g_00239
OG0000431	Prbj.g_01141	Prbb.g_00241
OG0000432	Prbj.g_01148	Prbb.g_00245
OG0000433	Prbj.g_01151	Prbb.g_00246
OG0000434	Prbj.g_01152	Prbb.g_00247
OG0000435	Prbj.g_01155	Prbb.g_00248
OG0000436	Prbj.g_01161	Prbb.g_00253
OG0000437	Prbj.g_01162	Prbb.g_00254
OG0000438	Prbj.g_01163	Prbb.g_00255
OG0000439	Prbj.g_01165	Prbb.g_00257
OG0000440	Prbj.g_01166	Prbb.g_00258
OG0000441	Prbj.g_01173	Prbb.g_00260
OG0000442	Prbj.g_01174	Prbb.g_00261
OG0000443	Prbj.g_00289	Prbb.g_00262
OG0000444	Prbj.g_00237	Prbb.g_00267
OG0000445	Prbj.g_00238	Prbb.g_00268
OG0000446	Prbj.g_00240	Prbb.g_00269
OG0000447	Prbj.g_00250	Prbb.g_00270
OG0000448	Prbj.g_00251	Prbb.g_00271
OG0000449	Prbj.g_00252	Prbb.g_00272
OG0000450	Prbj.g_00258	Prbb.g_00273
OG0000451	Prbj.g_00259	Prbb.g_00274
OG0000452	Prbj.g_00264	Prbb.g_00277
OG0000453	Prbj.g_00265	Prbb.g_00278
OG0000454	Prbj.g_00266	Prbb.g_00279
OG0000455	Prbj.g_00267	Prbb.g_00280
OG0000456	Prbj.g_00268	Prbb.g_00281
OG0000457	Prbj.g_00270	Prbb.g_00282
OG0000458	Prbj.g_00271	Prbb.g_00283
OG0000459	Prbj.g_00272	Prbb.g_00284
OG0000460	Prbj.g_00176	Prbb.g_00292
OG0000461	Prbj.g_02661	Prbb.g_00300
OG0000462	Prbj.g_01341	Prbb.g_00302
OG0000463	Prbj.g_01342	Prbb.g_00303
OG0000464	Prbj.g_01343	Prbb.g_00304
OG0000465	Prbj.g_01345	Prbb.g_00305
OG0000466	Prbj.g_01350	Prbb.g_00306
OG0000467	Prbj.g_01352	Prbb.g_00307
OG0000468	Prbj.g_01359	Prbb.g_00309
OG0000469	Prbj.g_01372	Prbb.g_00316
OG0000470	Prbj.g_01385	Prbb.g_00318
OG0000471	Prbj.g_01386	Prbb.g_00319
OG0000472	Prbj.g_01388	Prbb.g_00320
OG0000473	Prbj.g_01390	Prbb.g_00322
OG0000474	Prbj.g_01391	Prbb.g_00323
OG0000475	Prbj.g_01392	Prbb.g_00324
OG0000476	Prbj.g_01394	Prbb.g_00326
OG0000477	Prbj.g_01399	Prbb.g_00328
OG0000478	Prbj.g_01400	Prbb.g_00329
OG0000479	Prbj.g_01401	Prbb.g_00330
OG0000480	Prbj.g_01408	Prbb.g_00334
OG0000481	Prbj.g_01410	Prbb.g_00336
OG0000482	Prbj.g_01411	Prbb.g_00337
OG0000483	Prbj.g_01415	Prbb.g_00340
OG0000484	Prbj.g_01416	Prbb.g_00341
OG0000485	Prbj.g_01417	Prbb.g_00342
OG0000486	Prbj.g_01418	Prbb.g_00343
OG0000487	Prbj.g_01423	Prbb.g_00346
OG0000488	Prbj.g_01427	Prbb.g_00349
OG0000489	Prbj.g_01438	Prbb.g_00354
OG0000490	Prbj.g_01444	Prbb.g_00359
OG0000491	Prbj.g_01445	Prbb.g_00360
OG0000492	Prbj.g_01448	Prbb.g_00362
OG0000493	Prbj.g_01449	Prbb.g_00363
OG0000494	Prbj.g_01450	Prbb.g_00364
OG0000495	Prbj.g_01451	Prbb.g_00365
OG0000496	Prbj.g_01452	Prbb.g_00366
OG0000497	Prbj.g_01453	Prbb.g_00367
OG0000498	Prbj.g_01454	Prbb.g_00368
OG0000499	Prbj.g_01455	Prbb.g_00369
OG0000500	Prbj.g_01456	Prbb.g_00370
OG0000501	Prbj.g_01459	Prbb.g_00372
OG0000502	Prbj.g_01471	Prbb.g_00375
OG0000503	Prbj.g_00341	Prbb.g_00394
OG0000504	Prbj.g_00339	Prbb.g_00396
OG0000505	Prbj.g_00338	Prbb.g_00397
OG0000506	Prbj.g_00336	Prbb.g_00398
OG0000507	Prbj.g_00331	Prbb.g_00401
OG0000508	Prbj.g_00324	Prbb.g_00404
OG0000509	Prbj.g_00322	Prbb.g_00406
OG0000510	Prbj.g_00321	Prbb.g_00407
OG0000511	Prbj.g_00320	Prbb.g_00408
OG0000512	Prbj.g_00318	Prbb.g_00410
OG0000513	Prbj.g_00068	Prbb.g_00419
OG0000514	Prbj.g_00076	Prbb.g_00436
OG0000515	Prbj.g_00077	Prbb.g_00437
OG0000516	Prbj.g_00089	Prbb.g_00438
OG0000517	Prbj.g_00099	Prbb.g_00440
OG0000518	Prbj.g_00111	Prbb.g_00451
OG0000519	Prbj.g_00112	Prbb.g_00452
OG0000520	Prbj.g_00113	Prbb.g_00453
OG0000521	Prbj.g_01894	Prbb.g_00458
OG0000522	Prbj.g_01892	Prbb.g_00460
OG0000523	Prbj.g_01891	Prbb.g_00461
OG0000524	Prbj.g_00152	Prbb.g_00468
OG0000525	Prbj.g_00136	Prbb.g_00472
OG0000526	Prbj.g_00134	Prbb.g_00473
OG0000527	Prbj.g_00130	Prbb.g_00476
OG0000528	Prbj.g_01635	Prbb.g_00482
OG0000529	Prbj.g_01629	Prbb.g_00486
OG0000530	Prbj.g_01626	Prbb.g_00489
OG0000531	Prbj.g_01625	Prbb.g_00490
