Orthogroup	Prbj	Praf
OG0000157	Prbj.g_00162	Praf.g_00809
OG0000158	Prbj.g_01514	Praf.g_02394
OG0000160	Prbj.g_01057	Praf.g_01795
OG0000161	Prbj.g_01071	Praf.g_01805
OG0000162	Prbj.g_01077	Praf.g_01817
OG0000163	Prbj.g_01688	Praf.g_00538
OG0000164	Prbj.g_00476	Praf.g_00453
OG0000165	Prbj.g_00467	Praf.g_00444
OG0000166	Prbj.g_01019	Praf.g_02157
OG0000167	Prbj.g_01500	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Prbj.g_01515	Praf.g_02395
OG0000169	Prbj.g_01581	Praf.g_00191
OG0000170	Prbj.g_01593	Praf.g_00183
OG0000171	Prbj.g_01282	Praf.g_00154
OG0000172	Prbj.g_01248	Praf.g_00087
OG0000173	Prbj.g_01227	Praf.g_00062
OG0000174	Prbj.g_02006	Praf.g_02717
OG0000175	Prbj.g_02044	Praf.g_02754
OG0000176	Prbj.g_02077	Praf.g_00004
OG0000177	Prbj.g_02078	Praf.g_00005
OG0000178	Prbj.g_02079	Praf.g_00006
OG0000179	Prbj.g_01188	Praf.g_00021
OG0000180	Prbj.g_01189	Praf.g_00022
OG0000181	Prbj.g_01190	Praf.g_00023
OG0000182	Prbj.g_01191	Praf.g_00024
OG0000183	Prbj.g_01195	Praf.g_00028
OG0000184	Prbj.g_01943	Praf.g_02611
OG0000185	Prbj.g_01921	Praf.g_02602
OG0000186	Prbj.g_00558	Praf.g_00328
OG0000187	Prbj.g_00560	Praf.g_00326
OG0000188	Prbj.g_00581	Praf.g_00303
OG0000189	Prbj.g_00607	Praf.g_00257
OG0000190	Prbj.g_00609	Praf.g_00255
OG0000191	Prbj.g_01557	Praf.g_00218
OG0000192	Prbj.g_01566	Praf.g_00212
OG0000193	Prbj.g_00542	Praf.g_02433
OG0000194	Prbj.g_00539	Praf.g_02436
OG0000195	Prbj.g_00537	Praf.g_02438
OG0000196	Prbj.g_00526	Praf.g_02449
OG0000197	Prbj.g_00525	Praf.g_02450
OG0000198	Prbj.g_00524	Praf.g_02451
OG0000199	Prbj.g_00517	Praf.g_02468
OG0000200	Prbj.g_01138	Praf.g_02492
OG0000201	Prbj.g_01157	Praf.g_02511
OG0000202	Prbj.g_01158	Praf.g_02512
OG0000203	Prbj.g_01159	Praf.g_02513
OG0000204	Prbj.g_01160	Praf.g_02514
OG0000205	Prbj.g_01167	Praf.g_02521
OG0000206	Prbj.g_00288	Praf.g_02532
OG0000207	Prbj.g_00234	Praf.g_02582
OG0000208	Prbj.g_00235	Praf.g_02581
OG0000209	Prbj.g_00262	Praf.g_02557
OG0000210	Prbj.g_00263	Praf.g_02556
OG0000211	Prbj.g_00177	Praf.g_00378
OG0000212	Prbj.g_02615	Praf.g_00392
OG0000213	Prbj.g_01362	Praf.g_02245
OG0000214	Prbj.g_01389	Praf.g_02263
OG0000215	Prbj.g_01419	Praf.g_02293
OG0000216	Prbj.g_01422	Praf.g_02296
OG0000217	Prbj.g_01426	Praf.g_02300
OG0000218	Prbj.g_01430	Praf.g_02302
OG0000219	Prbj.g_01431	Praf.g_02303
OG0000220	Prbj.g_01432	Praf.g_02304
OG0000221	Prbj.g_01437	Praf.g_02314
OG0000222	Prbj.g_01446	Praf.g_02323
OG0000223	Prbj.g_01469	Praf.g_02347
OG0000224	Prbj.g_01480	Praf.g_02358
OG0000225	Prbj.g_00323	Praf.g_02030
OG0000226	Prbj.g_00319	Praf.g_02026
OG0000227	Prbj.g_00317	Praf.g_02024
OG0000228	Prbj.g_00063	Praf.g_02016
OG0000229	Prbj.g_00100	Praf.g_01989
OG0000230	Prbj.g_00102	Praf.g_01987
OG0000231	Prbj.g_00117	Praf.g_01963
OG0000232	Prbj.g_01888	Praf.g_01952
OG0000233	Prbj.g_00148	Praf.g_01938
OG0000234	Prbj.g_00127	Praf.g_01905
OG0000235	Prbj.g_01631	Praf.g_00594
OG0000236	Prbj.g_01615	Praf.g_00610
OG0000237	Prbj.g_02094	Praf.g_00627
OG0000238	Prbj.g_02098	Praf.g_00631
OG0000239	Prbj.g_02114	Praf.g_00647
OG0000240	Prbj.g_02115	Praf.g_00648
OG0000241	Prbj.g_01116	Praf.g_01177
OG0000242	Prbj.g_02125	Praf.g_00658
OG0000243	Prbj.g_02668	Praf.g_00681
OG0000244	Prbj.g_01859	Praf.g_00685
OG0000245	Prbj.g_01862	Praf.g_00688
OG0000246	Prbj.g_01866	Praf.g_00692
OG0000247	Prbj.g_01877	Praf.g_00703
OG0000248	Prbj.g_01880	Praf.g_00706
OG0000249	Prbj.g_01882	Praf.g_00708
OG0000250	Prbj.g_01805	Praf.g_00714
OG0000251	Prbj.g_01781	Praf.g_00739
OG0000252	Prbj.g_01778	Praf.g_00742
OG0000253	Prbj.g_01772	Praf.g_00749
OG0000254	Prbj.g_01753	Praf.g_00768
OG0000255	Prbj.g_02546	Praf.g_01662
OG0000256	Prbj.g_02560	Praf.g_01676
OG0000257	Prbj.g_02566	Praf.g_01685
OG0000258	Prbj.g_02589	Praf.g_01708
OG0000259	Prbj.g_00812	Praf.g_01736
OG0000260	Prbj.g_00816	Praf.g_01739
OG0000261	Prbj.g_00819	Praf.g_01742
OG0000262	Prbj.g_00824	Praf.g_01748
OG0000263	Prbj.g_00248	Praf.g_02570
OG0000264	Prbj.g_00933	Praf.g_01218, Praf.g_01219
OG0000265	Prbj.g_00913	Praf.g_01238
OG0000265	Prbj.g_02178	Praf.g_01302
OG0000266	Prbj.g_02189	Praf.g_01313
OG0000267	Prbj.g_02315	Praf.g_01436
OG0000268	Prbj.g_02314	Praf.g_01435
OG0000269	Prbj.g_02407	Praf.g_01525
OG0000270	Prbj.g_02410	Praf.g_01528
OG0000271	Prbj.g_02418	Praf.g_01536
OG0000272	Prbj.g_02419	Praf.g_01537
OG0000273	Prbj.g_02470	Praf.g_01585
OG0000274	Prbj.g_02471	Praf.g_01586
OG0000275	Prbj.g_02474	Praf.g_01590
OG0000276	Prbj.g_02480	Praf.g_01596
OG0000277	Prbj.g_02481	Praf.g_01597
OG0000278	Prbj.g_02484	Praf.g_01600
OG0000279	Prbj.g_02492	Praf.g_01608
OG0000280	Prbj.g_02498	Praf.g_01614
OG0000281	Prbj.g_02512	Praf.g_01627
OG0000282	Prbj.g_02342	Praf.g_01463
OG0000283	Prbj.g_02303	Praf.g_01426
OG0000284	Prbj.g_02297	Praf.g_01420
OG0000285	Prbj.g_00694	Praf.g_01006
OG0000286	Prbj.g_02269	Praf.g_01393
OG0000287	Prbj.g_00722	Praf.g_01073
OG0000288	Prbj.g_02214	Praf.g_01338
OG0000289	Prbj.g_02201	Praf.g_01325
OG0000290	Prbj.g_01841	Praf.g_01277
OG0000291	Prbj.g_01839	Praf.g_01275
OG0000292	Prbj.g_02066	Praf.g_02776
OG0000293	Prbj.g_00958	Praf.g_00826
OG0000294	Prbj.g_00959	Praf.g_00827
OG0000295	Prbj.g_00304	Praf.g_00879
OG0000296	Prbj.g_00306, Prbj.g_00307	Praf.g_00881
OG0000297	Prbj.g_01913	Praf.g_00917
OG0000298	Prbj.g_01914	Praf.g_00918
OG0000299	Prbj.g_01903	Praf.g_00908
OG0000300	Prbj.g_02155	Praf.g_00902
OG0000301	Prbj.g_02156	Praf.g_00901
OG0000302	Prbj.g_02159	Praf.g_00898
OG0000303	Prbj.g_00314	Praf.g_00888
OG0000304	Prbj.g_00020	Praf.g_00938
OG0000305	Prbj.g_01837	Praf.g_01271
OG0000306	Prbj.g_02521	Praf.g_01635
OG0000307	Prbj.g_01647	Praf.g_00575
OG0000308	Prbj.g_01649	Praf.g_00573
OG0000309	Prbj.g_01653	Praf.g_00569
OG0000310	Prbj.g_01294	Praf.g_01772
OG0000311	Prbj.g_01040	Praf.g_01778, Praf.g_01776
OG0000312	Prbj.g_01044	Praf.g_01782
OG0000313	Prbj.g_01068	Praf.g_01802
OG0000314	Prbj.g_00646	Praf.g_01837
OG0000315	Prbj.g_00656	Praf.g_01848
OG0000316	Prbj.g_01699	Praf.g_00526
OG0000317	Prbj.g_00863	Praf.g_00485
OG0000318	Prbj.g_00856	Praf.g_00479
OG0000319	Prbj.g_00487	Praf.g_00464
OG0000320	Prbj.g_00485	Praf.g_00462
OG0000321	Prbj.g_00484	Praf.g_00461
OG0000322	Prbj.g_00483	Praf.g_00460
OG0000323	Prbj.g_00472	Praf.g_00449
OG0000324	Prbj.g_00443	Praf.g_00419
OG0000325	Prbj.g_02657	Praf.g_02200
OG0000326	Prbj.g_02649	Praf.g_02193
OG0000327	Prbj.g_01024	Praf.g_02162
OG0000328	Prbj.g_01023	Praf.g_02161
OG0000329	Prbj.g_01006	Praf.g_02144
OG0000330	Prbj.g_01005	Praf.g_02143
OG0000331	Prbj.g_01004	Praf.g_02142
OG0000332	Prbj.g_00989	Praf.g_02127
OG0000333	Prbj.g_00987	Praf.g_02125
OG0000334	Prbj.g_00410	Praf.g_02112
OG0000335	Prbj.g_00405	Praf.g_02107
OG0000336	Prbj.g_00401	Praf.g_02103
OG0000337	Prbj.g_01494	Praf.g_02372
OG0000338	Prbj.g_01498	Praf.g_02375
OG0000339	Prbj.g_01504	Praf.g_02386
OG0000340	Prbj.g_01516	Praf.g_02396
OG0000341	Prbj.g_01518	Praf.g_02398
OG0000342	Prbj.g_01519	Praf.g_02399
OG0000343	Prbj.g_01576	Praf.g_00196
OG0000344	Prbj.g_01579	Praf.g_00193
OG0000345	Prbj.g_01594	Praf.g_00182
OG0000346	Prbj.g_01599	Praf.g_00177
OG0000347	Prbj.g_01280	Praf.g_00152
OG0000348	Prbj.g_01243	Praf.g_00081
OG0000349	Prbj.g_01219	Praf.g_00054
OG0000350	Prbj.g_01999	Praf.g_02699
OG0000351	Prbj.g_02047	Praf.g_02757
OG0000352	Prbj.g_02048	Praf.g_02758
OG0000353	Prbj.g_02072	Praf.g_02782
OG0000354	Prbj.g_02104	Praf.g_00637
OG0000354	Prbj.g_01186	Praf.g_00019
OG0000355	Prbj.g_02074	Praf.g_00001
OG0000356	Prbj.g_02075	Praf.g_00002
OG0000357	Prbj.g_02076	Praf.g_00003
OG0000358	Prbj.g_02080	Praf.g_00007
OG0000359	Prbj.g_02082	Praf.g_00009
OG0000360	Prbj.g_02083	Praf.g_00010
OG0000361	Prbj.g_02084	Praf.g_00011
OG0000362	Prbj.g_02086	Praf.g_00013
OG0000363	Prbj.g_01182	Praf.g_00015
OG0000364	Prbj.g_01183	Praf.g_00016
OG0000365	Prbj.g_01192	Praf.g_00025
OG0000366	Prbj.g_01193	Praf.g_00026
OG0000367	Prbj.g_01194	Praf.g_00027
OG0000368	Prbj.g_01196	Praf.g_00029
OG0000369	Prbj.g_01197	Praf.g_00030
OG0000370	Prbj.g_01198	Praf.g_00031
OG0000371	Prbj.g_01207	Praf.g_00040
OG0000372	Prbj.g_01212	Praf.g_00045
OG0000373	Prbj.g_01213	Praf.g_00046
OG0000374	Prbj.g_01214	Praf.g_00047
OG0000375	Prbj.g_01215	Praf.g_00050
OG0000376	Prbj.g_01217	Praf.g_00052
OG0000377	Prbj.g_01950	Praf.g_02618
OG0000378	Prbj.g_01936	Praf.g_02605
OG0000379	Prbj.g_01920	Praf.g_02601
OG0000380	Prbj.g_00561	Praf.g_00325
OG0000381	Prbj.g_00565	Praf.g_00320
OG0000382	Prbj.g_00580	Praf.g_00304
OG0000383	Prbj.g_00582	Praf.g_00302
OG0000384	Prbj.g_00583	Praf.g_00301
OG0000385	Prbj.g_00584	Praf.g_00300
OG0000386	Prbj.g_00585	Praf.g_00299
OG0000387	Prbj.g_00611	Praf.g_00253
OG0000388	Prbj.g_00615	Praf.g_00249
OG0000389	Prbj.g_00619	Praf.g_00245
OG0000390	Prbj.g_01551	Praf.g_00224
OG0000391	Prbj.g_01556	Praf.g_00219
OG0000392	Prbj.g_01562	Praf.g_00214
OG0000393	Prbj.g_01567	Praf.g_00209
OG0000394	Prbj.g_01568	Praf.g_00208
OG0000395	Prbj.g_01569	Praf.g_00207
OG0000396	Prbj.g_01530	Praf.g_02403
OG0000397	Prbj.g_01532	Praf.g_02405
OG0000398	Prbj.g_01537	Praf.g_02410
OG0000399	Prbj.g_01538	Praf.g_02411
OG0000400	Prbj.g_01539	Praf.g_02412
OG0000401	Prbj.g_01540	Praf.g_02413
OG0000402	Prbj.g_01542	Praf.g_02415
OG0000403	Prbj.g_01543	Praf.g_02416
OG0000404	Prbj.g_01545	Praf.g_02418
OG0000405	Prbj.g_00545	Praf.g_02430
OG0000406	Prbj.g_00541	Praf.g_02434
OG0000407	Prbj.g_00540	Praf.g_02435
OG0000408	Prbj.g_00538	Praf.g_02437
OG0000409	Prbj.g_00536	Praf.g_02439
OG0000410	Prbj.g_00535	Praf.g_02440
OG0000411	Prbj.g_00534	Praf.g_02441
OG0000412	Prbj.g_00533	Praf.g_02442
OG0000413	Prbj.g_00531	Praf.g_02444
OG0000414	Prbj.g_00530	Praf.g_02445
OG0000415	Prbj.g_00529	Praf.g_02446
OG0000416	Prbj.g_00528	Praf.g_02447
OG0000417	Prbj.g_00527	Praf.g_02448
OG0000418	Prbj.g_00522	Praf.g_02453
OG0000419	Prbj.g_00520	Praf.g_02455
OG0000420	Prbj.g_00519	Praf.g_02456
OG0000421	Prbj.g_00515	Praf.g_02470
OG0000422	Prbj.g_00514	Praf.g_02471
OG0000423	Prbj.g_00513	Praf.g_02472
OG0000424	Prbj.g_00512	Praf.g_02473
OG0000425	Prbj.g_00511	Praf.g_02474
OG0000426	Prbj.g_00510	Praf.g_02475
OG0000427	Prbj.g_00509	Praf.g_02476
OG0000428	Prbj.g_02369	Praf.g_01486
OG0000429	Prbj.g_01135	Praf.g_02489
OG0000430	Prbj.g_01137	Praf.g_02491
OG0000431	Prbj.g_01141	Praf.g_02495
OG0000432	Prbj.g_01148	Praf.g_02502
OG0000433	Prbj.g_01151	Praf.g_02505
OG0000434	Prbj.g_01152	Praf.g_02506
OG0000435	Prbj.g_01155	Praf.g_02509
OG0000436	Prbj.g_01161	Praf.g_02515
OG0000437	Prbj.g_01162	Praf.g_02516
OG0000438	Prbj.g_01163	Praf.g_02517
OG0000439	Prbj.g_01165	Praf.g_02519
OG0000440	Prbj.g_01166	Praf.g_02520
OG0000441	Prbj.g_01173	Praf.g_02524
OG0000442	Prbj.g_01174	Praf.g_02525
OG0000443	Prbj.g_00289	Praf.g_02531
OG0000444	Prbj.g_00237	Praf.g_02575
OG0000445	Prbj.g_00238	Praf.g_02574
OG0000446	Prbj.g_00240	Praf.g_02572
OG0000447	Prbj.g_00250	Praf.g_02568
OG0000448	Prbj.g_00251	Praf.g_02567
OG0000449	Prbj.g_00252	Praf.g_02566
OG0000450	Prbj.g_00258	Praf.g_02560
OG0000451	Prbj.g_00259	Praf.g_02559
OG0000452	Prbj.g_00264	Praf.g_02555
OG0000453	Prbj.g_00265	Praf.g_02554
OG0000454	Prbj.g_00266	Praf.g_02553
OG0000455	Prbj.g_00267	Praf.g_02552
OG0000456	Prbj.g_00268	Praf.g_02551
OG0000457	Prbj.g_00270	Praf.g_02549
OG0000458	Prbj.g_00271	Praf.g_02548
OG0000459	Prbj.g_00272	Praf.g_02547
OG0000460	Prbj.g_00176	Praf.g_00379
OG0000461	Prbj.g_02661	Praf.g_02203
OG0000462	Prbj.g_01341	Praf.g_02207
OG0000463	Prbj.g_01342	Praf.g_02208
OG0000464	Prbj.g_01343	Praf.g_02209
OG0000465	Prbj.g_01345	Praf.g_02210
OG0000466	Prbj.g_01350	Praf.g_02215
OG0000467	Prbj.g_01352	Praf.g_02217
OG0000468	Prbj.g_01359	Praf.g_02242
OG0000469	Prbj.g_01372	Praf.g_02255
OG0000470	Prbj.g_01385	Praf.g_02259
OG0000471	Prbj.g_01386	Praf.g_02260
OG0000472	Prbj.g_01388	Praf.g_02262
OG0000473	Prbj.g_01390	Praf.g_02264
OG0000474	Prbj.g_01391	Praf.g_02265
OG0000475	Prbj.g_01392	Praf.g_02266
OG0000476	Prbj.g_01394	Praf.g_02268
OG0000477	Prbj.g_01399	Praf.g_02273
OG0000478	Prbj.g_01400	Praf.g_02274
OG0000479	Prbj.g_01401	Praf.g_02275
OG0000480	Prbj.g_01408	Praf.g_02282
OG0000481	Prbj.g_01410	Praf.g_02284
OG0000482	Prbj.g_01411	Praf.g_02285
OG0000483	Prbj.g_01415	Praf.g_02289
OG0000484	Prbj.g_01416	Praf.g_02290
OG0000485	Prbj.g_01417	Praf.g_02291
OG0000486	Prbj.g_01418	Praf.g_02292
OG0000487	Prbj.g_01423	Praf.g_02297
OG0000488	Prbj.g_01427	Praf.g_02301
OG0000489	Prbj.g_01438	Praf.g_02315
OG0000490	Prbj.g_01444	Praf.g_02321
OG0000491	Prbj.g_01445	Praf.g_02322
OG0000492	Prbj.g_01448	Praf.g_02324
OG0000493	Prbj.g_01449	Praf.g_02325
OG0000494	Prbj.g_01450	Praf.g_02326
OG0000495	Prbj.g_01451	Praf.g_02327
OG0000496	Prbj.g_01452	Praf.g_02328
OG0000497	Prbj.g_01453	Praf.g_02329
OG0000498	Prbj.g_01454	Praf.g_02330
OG0000499	Prbj.g_01455	Praf.g_02331
OG0000500	Prbj.g_01456	Praf.g_02332
OG0000501	Prbj.g_01459	Praf.g_02335
OG0000502	Prbj.g_01471	Praf.g_02349
OG0000503	Prbj.g_00341	Praf.g_02054
OG0000504	Prbj.g_00339	Praf.g_02052
OG0000505	Prbj.g_00338	Praf.g_02051
OG0000506	Prbj.g_00336	Praf.g_02049
OG0000507	Prbj.g_00331	Praf.g_02045
OG0000508	Prbj.g_00324	Praf.g_02031
OG0000509	Prbj.g_00322	Praf.g_02029
OG0000510	Prbj.g_00321	Praf.g_02028
OG0000511	Prbj.g_00320	Praf.g_02027
OG0000512	Prbj.g_00318	Praf.g_02025
OG0000513	Prbj.g_00068	Praf.g_02011
OG0000514	Prbj.g_00076	Praf.g_02002
OG0000515	Prbj.g_00077	Praf.g_02001
OG0000516	Prbj.g_00089	Praf.g_01999
OG0000517	Prbj.g_00099	Praf.g_01990
OG0000518	Prbj.g_00111	Praf.g_01978
OG0000519	Prbj.g_00112	Praf.g_01977
OG0000520	Prbj.g_00113	Praf.g_01972
OG0000521	Prbj.g_01894	Praf.g_01959
