Orthogroup	Prbj	Prbm
OG0000224	Prbj.g_01480	Prbm.g_00380
OG0000225	Prbj.g_00323	Prbm.g_00411
OG0000226	Prbj.g_00319	Prbm.g_00415
OG0000227	Prbj.g_00317	Prbm.g_00417
OG0000228	Prbj.g_00063	Prbm.g_00422
OG0000229	Prbj.g_00100	Prbm.g_00446
OG0000230	Prbj.g_00102	Prbm.g_00448
OG0000231	Prbj.g_00117	Prbm.g_00459
OG0000232	Prbj.g_01888	Prbm.g_00484
OG0000233	Prbj.g_00148	Prbm.g_00492
OG0000234	Prbj.g_00127	Prbm.g_00501
OG0000235	Prbj.g_01631	Prbm.g_00505
OG0000236	Prbj.g_01615	Prbm.g_00518
OG0000237	Prbj.g_02094	Prbm.g_00540
OG0000238	Prbj.g_02098	Prbm.g_00546
OG0000239	Prbj.g_02114	Prbm.g_00558
OG0000240	Prbj.g_02115	Prbm.g_00559
OG0000241	Prbj.g_01116	Prbm.g_00563
OG0000242	Prbj.g_02125	Prbm.g_00565
OG0000243	Prbj.g_02668	Prbm.g_00576
OG0000244	Prbj.g_01859	Prbm.g_00579
OG0000245	Prbj.g_01862	Prbm.g_00581
OG0000246	Prbj.g_01866	Prbm.g_00585
OG0000247	Prbj.g_01877	Prbm.g_00595
OG0000248	Prbj.g_01880	Prbm.g_00597
OG0000249	Prbj.g_01882	Prbm.g_00599
OG0000250	Prbj.g_01805	Prbm.g_00604
OG0000251	Prbj.g_01781	Prbm.g_00620
OG0000252	Prbj.g_01778	Prbm.g_00623
OG0000253	Prbj.g_01772	Prbm.g_00625
OG0000254	Prbj.g_01753	Prbm.g_00642
OG0000255	Prbj.g_02546	Prbm.g_00648
OG0000256	Prbj.g_02560	Prbm.g_00658
OG0000257	Prbj.g_02566	Prbm.g_00661
OG0000258	Prbj.g_02589	Prbm.g_00674
OG0000259	Prbj.g_00812	Prbm.g_00691
OG0000260	Prbj.g_00816	Prbm.g_00694
OG0000261	Prbj.g_00819	Prbm.g_00697
OG0000262	Prbj.g_00824	Prbm.g_00702
OG0000263	Prbj.g_00248	Prbm.g_00716
OG0000264	Prbj.g_00933	Prbm.g_00728
OG0000265	Prbj.g_00913, Prbj.g_02178	Prbm.g_00742
OG0000266	Prbj.g_02189	Prbm.g_00752
OG0000267	Prbj.g_02315	Prbm.g_00765
OG0000268	Prbj.g_02314	Prbm.g_00766
OG0000269	Prbj.g_02407	Prbm.g_00809
OG0000270	Prbj.g_02410	Prbm.g_00812
OG0000271	Prbj.g_02418	Prbm.g_00820
OG0000272	Prbj.g_02419	Prbm.g_00821
OG0000273	Prbj.g_02470	Prbm.g_00845
OG0000274	Prbj.g_02471	Prbm.g_00846
OG0000275	Prbj.g_02474	Prbm.g_00848
OG0000276	Prbj.g_02480	Prbm.g_00854
OG0000277	Prbj.g_02481	Prbm.g_00855
OG0000278	Prbj.g_02484	Prbm.g_00858
OG0000279	Prbj.g_02492	Prbm.g_00865
OG0000281	Prbj.g_02512	Prbm.g_00871
OG0000282	Prbj.g_02342	Prbm.g_00931
OG0000283	Prbj.g_02303	Prbm.g_00962
OG0000284	Prbj.g_02297	Prbm.g_00967
OG0000285	Prbj.g_00694	Prbm.g_00972
OG0000286	Prbj.g_02269	Prbm.g_00987
OG0000287	Prbj.g_00722	Prbm.g_00102
OG0000288	Prbj.g_02214	Prbm.g_01034
OG0000289	Prbj.g_02201	Prbm.g_01045
OG0000290	Prbj.g_01841	Prbm.g_01061
OG0000291	Prbj.g_01839	Prbm.g_01063
OG0000292	Prbj.g_02066	Prbm.g_01210
OG0000293	Prbj.g_00958	Prbm.g_01559
OG0000294	Prbj.g_00959	Prbm.g_01558
OG0000295	Prbj.g_00304	Prbm.g_01534
OG0000296	Prbj.g_00306, Prbj.g_00307	Prbm.g_01532
OG0000297	Prbj.g_01913	Prbm.g_01524
OG0000298	Prbj.g_01914	Prbm.g_01523
OG0000299	Prbj.g_01903	Prbm.g_01503
OG0000300	Prbj.g_02155	Prbm.g_01500
OG0000301	Prbj.g_02156	Prbm.g_01499
OG0000302	Prbj.g_02159	Prbm.g_01497
OG0000303	Prbj.g_00314	Prbm.g_01492
OG0000304	Prbj.g_00020	Prbm.g_01489
OG0000305	Prbj.g_01837	Prbm.g_01812
OG0000306	Prbj.g_02521	Prbm.g_00875
OG0000307	Prbj.g_01647	Prbm.g_01669
OG0000308	Prbj.g_01649	Prbm.g_01670
OG0000309	Prbj.g_01653	Prbm.g_01674
OG0000310	Prbj.g_01294	Prbm.g_01694
OG0000311	Prbj.g_01040	Prbm.g_01696
OG0000312	Prbj.g_01044	Prbm.g_01699
OG0000313	Prbj.g_01068	Prbm.g_01714
OG0000314	Prbj.g_00646	Prbm.g_01735
OG0000315	Prbj.g_00656	Prbm.g_01745
OG0000316	Prbj.g_01699	Prbm.g_01770
OG0000317	Prbj.g_00863	Prbm.g_01839
OG0000318	Prbj.g_00856	Prbm.g_01842
OG0000319	Prbj.g_00487	Prbm.g_01853
OG0000320	Prbj.g_00485	Prbm.g_01855
OG0000321	Prbj.g_00484	Prbm.g_01856
OG0000322	Prbj.g_00483	Prbm.g_01857
OG0000323	Prbj.g_00472	Prbm.g_01866
OG0000324	Prbj.g_00443	Prbm.g_01893
OG0000325	Prbj.g_02657	Prbm.g_01950
OG0000326	Prbj.g_02649	Prbm.g_01956
OG0000327	Prbj.g_01024	Prbm.g_01991
OG0000328	Prbj.g_01023	Prbm.g_01992
OG0000329	Prbj.g_01006	Prbm.g_02009
OG0000330	Prbj.g_01005	Prbm.g_02010
OG0000331	Prbj.g_01004	Prbm.g_02011
OG0000332	Prbj.g_00989	Prbm.g_02025
OG0000333	Prbj.g_00987	Prbm.g_02027
OG0000334	Prbj.g_00410	Prbm.g_02036
OG0000335	Prbj.g_00405	Prbm.g_02041
OG0000336	Prbj.g_00401	Prbm.g_02045
OG0000337	Prbj.g_01494	Prbm.g_02064
OG0000338	Prbj.g_01498	Prbm.g_02065
OG0000339	Prbj.g_01504	Prbm.g_02070
OG0000340	Prbj.g_01516	Prbm.g_02079
OG0000341	Prbj.g_01518	Prbm.g_02081
OG0000342	Prbj.g_01519	Prbm.g_02082
OG0000343	Prbj.g_01576	Prbm.g_02083
OG0000344	Prbj.g_01579	Prbm.g_02086
OG0000345	Prbj.g_01594	Prbm.g_02091
OG0000346	Prbj.g_01599	Prbm.g_02095
OG0000347	Prbj.g_01280	Prbm.g_02114
OG0000348	Prbj.g_01243	Prbm.g_02149
OG0000349	Prbj.g_01219	Prbm.g_02167
OG0000350	Prbj.g_01999	Prbm.g_02188
OG0000351	Prbj.g_02047	Prbm.g_02212
OG0000352	Prbj.g_02048	Prbm.g_02213
OG0000353	Prbj.g_02072	Prbm.g_02232
OG0000354	Prbj.g_01186	Prbm.g_01220
OG0000355	Prbj.g_02074	Prbm.g_00001
OG0000356	Prbj.g_02075	Prbm.g_00002
OG0000357	Prbj.g_02076	Prbm.g_00003
OG0000358	Prbj.g_02080	Prbm.g_00007
OG0000359	Prbj.g_02082	Prbm.g_00008
OG0000360	Prbj.g_02083	Prbm.g_00009
OG0000361	Prbj.g_02084	Prbm.g_00010
OG0000362	Prbj.g_02086	Prbm.g_00012
OG0000363	Prbj.g_01182	Prbm.g_00014
OG0000364	Prbj.g_01183	Prbm.g_00015
OG0000365	Prbj.g_01192	Prbm.g_00020
OG0000366	Prbj.g_01193	Prbm.g_00021
OG0000367	Prbj.g_01194	Prbm.g_00022
OG0000368	Prbj.g_01196	Prbm.g_00024
OG0000369	Prbj.g_01197	Prbm.g_00025
OG0000370	Prbj.g_01198	Prbm.g_00026
OG0000371	Prbj.g_01207	Prbm.g_00032
OG0000372	Prbj.g_01212	Prbm.g_00033
OG0000373	Prbj.g_01213	Prbm.g_00034
OG0000374	Prbj.g_01214	Prbm.g_00035
OG0000375	Prbj.g_01215	Prbm.g_00049
OG0000376	Prbj.g_01217	Prbm.g_00051
OG0000377	Prbj.g_01950	Prbm.g_00054
OG0000378	Prbj.g_01936	Prbm.g_00056
OG0000379	Prbj.g_01920	Prbm.g_00059
OG0000380	Prbj.g_00561	Prbm.g_00123
OG0000381	Prbj.g_00565	Prbm.g_00127
OG0000382	Prbj.g_00580	Prbm.g_00138
OG0000383	Prbj.g_00582	Prbm.g_00140
OG0000384	Prbj.g_00583	Prbm.g_00141
OG0000385	Prbj.g_00584	Prbm.g_00142
OG0000386	Prbj.g_00585	Prbm.g_00143
OG0000387	Prbj.g_00611	Prbm.g_00156
OG0000388	Prbj.g_00615	Prbm.g_00160
OG0000389	Prbj.g_00619	Prbm.g_00163
OG0000390	Prbj.g_01551	Prbm.g_00172
OG0000391	Prbj.g_01556	Prbm.g_00176
OG0000392	Prbj.g_01562	Prbm.g_00179
OG0000393	Prbj.g_01567	Prbm.g_00182
OG0000394	Prbj.g_01568	Prbm.g_00183
OG0000395	Prbj.g_01569	Prbm.g_00184
OG0000396	Prbj.g_01530	Prbm.g_00187
OG0000397	Prbj.g_01532	Prbm.g_00189
OG0000398	Prbj.g_01537	Prbm.g_00192
OG0000399	Prbj.g_01538	Prbm.g_00193
OG0000400	Prbj.g_01539	Prbm.g_00194
OG0000401	Prbj.g_01540	Prbm.g_00195
OG0000402	Prbj.g_01542	Prbm.g_01096
OG0000403	Prbj.g_01543	Prbm.g_00196
OG0000404	Prbj.g_01545	Prbm.g_00197
OG0000405	Prbj.g_00545	Prbm.g_00202
OG0000406	Prbj.g_00541	Prbm.g_00206
OG0000407	Prbj.g_00540	Prbm.g_00207
OG0000408	Prbj.g_00538	Prbm.g_00209
OG0000409	Prbj.g_00536	Prbm.g_00211
OG0000410	Prbj.g_00535	Prbm.g_00212
OG0000411	Prbj.g_00534	Prbm.g_00213
OG0000412	Prbj.g_00533	Prbm.g_00214
OG0000413	Prbj.g_00531	Prbm.g_00215
OG0000414	Prbj.g_00530	Prbm.g_00216
OG0000415	Prbj.g_00529	Prbm.g_00217
OG0000416	Prbj.g_00528	Prbm.g_00218
OG0000417	Prbj.g_00527	Prbm.g_00219
OG0000418	Prbj.g_00522	Prbm.g_00224
OG0000419	Prbj.g_00520	Prbm.g_00226
OG0000420	Prbj.g_00519	Prbm.g_00227
OG0000421	Prbj.g_00515	Prbm.g_00232
OG0000422	Prbj.g_00514	Prbm.g_00233
OG0000423	Prbj.g_00513	Prbm.g_00234
OG0000424	Prbj.g_00512	Prbm.g_00235
OG0000425	Prbj.g_00511	Prbm.g_00236
OG0000426	Prbj.g_00510	Prbm.g_00237
OG0000427	Prbj.g_00509	Prbm.g_00238
OG0000428	Prbj.g_02369	Prbm.g_00240
OG0000429	Prbj.g_01135	Prbm.g_00241
OG0000430	Prbj.g_01137	Prbm.g_00242
OG0000431	Prbj.g_01141	Prbm.g_00244
OG0000432	Prbj.g_01148	Prbm.g_00248
OG0000433	Prbj.g_01151	Prbm.g_00249
OG0000434	Prbj.g_01152	Prbm.g_00250
OG0000435	Prbj.g_01155	Prbm.g_00251
OG0000436	Prbj.g_01161	Prbm.g_00256
OG0000437	Prbj.g_01162	Prbm.g_00257
OG0000438	Prbj.g_01163	Prbm.g_00258
OG0000439	Prbj.g_01165	Prbm.g_00260
OG0000440	Prbj.g_01166	Prbm.g_00261
OG0000441	Prbj.g_01173	Prbm.g_00263
OG0000442	Prbj.g_01174	Prbm.g_00264
OG0000443	Prbj.g_00289	Prbm.g_00265
OG0000444	Prbj.g_00237	Prbm.g_00270
OG0000445	Prbj.g_00238	Prbm.g_00271
OG0000446	Prbj.g_00240	Prbm.g_00272
OG0000447	Prbj.g_00250	Prbm.g_00273
OG0000448	Prbj.g_00251	Prbm.g_00274
OG0000449	Prbj.g_00252	Prbm.g_00275
OG0000450	Prbj.g_00258	Prbm.g_00276
OG0000451	Prbj.g_00259	Prbm.g_00277
OG0000452	Prbj.g_00264	Prbm.g_00280
OG0000453	Prbj.g_00265	Prbm.g_00281
OG0000454	Prbj.g_00266	Prbm.g_00282
OG0000455	Prbj.g_00267	Prbm.g_00283
OG0000456	Prbj.g_00268	Prbm.g_00284
OG0000457	Prbj.g_00270	Prbm.g_00285
OG0000458	Prbj.g_00271	Prbm.g_00286
OG0000459	Prbj.g_00272	Prbm.g_00287
OG0000460	Prbj.g_00176	Prbm.g_00295
OG0000461	Prbj.g_02661	Prbm.g_00303
OG0000462	Prbj.g_01341	Prbm.g_00305
OG0000463	Prbj.g_01342	Prbm.g_00306
OG0000464	Prbj.g_01343	Prbm.g_00307
OG0000465	Prbj.g_01345	Prbm.g_00308
OG0000466	Prbj.g_01350	Prbm.g_00309
OG0000467	Prbj.g_01352	Prbm.g_00310
OG0000468	Prbj.g_01359	Prbm.g_00312
OG0000469	Prbj.g_01372	Prbm.g_00320
OG0000470	Prbj.g_01385	Prbm.g_00322
OG0000471	Prbj.g_01386	Prbm.g_00323
OG0000472	Prbj.g_01388	Prbm.g_00324
OG0000473	Prbj.g_01390	Prbm.g_00326
OG0000474	Prbj.g_01391	Prbm.g_00327
OG0000475	Prbj.g_01392	Prbm.g_00328
OG0000476	Prbj.g_01394	Prbm.g_00330
OG0000477	Prbj.g_01399	Prbm.g_00332
OG0000478	Prbj.g_01400	Prbm.g_00333
OG0000479	Prbj.g_01401	Prbm.g_00334
OG0000480	Prbj.g_01408	Prbm.g_00339
OG0000481	Prbj.g_01410	Prbm.g_00341
OG0000482	Prbj.g_01411	Prbm.g_00342
OG0000483	Prbj.g_01415	Prbm.g_00345
OG0000484	Prbj.g_01416	Prbm.g_00346
OG0000485	Prbj.g_01417	Prbm.g_00347
OG0000486	Prbj.g_01418	Prbm.g_00348
OG0000487	Prbj.g_01423	Prbm.g_00351
OG0000488	Prbj.g_01427	Prbm.g_00354
OG0000489	Prbj.g_01438	Prbm.g_00359
OG0000490	Prbj.g_01444	Prbm.g_00364
OG0000491	Prbj.g_01445	Prbm.g_00365
OG0000492	Prbj.g_01448	Prbm.g_00367
OG0000493	Prbj.g_01449	Prbm.g_00368
OG0000494	Prbj.g_01450	Prbm.g_00369
OG0000495	Prbj.g_01451	Prbm.g_00370
OG0000496	Prbj.g_01452	Prbm.g_00371
OG0000497	Prbj.g_01453	Prbm.g_00372
OG0000498	Prbj.g_01454	Prbm.g_00373
OG0000499	Prbj.g_01455	Prbm.g_00374
OG0000500	Prbj.g_01456	Prbm.g_00375
OG0000501	Prbj.g_01459	Prbm.g_00376
OG0000502	Prbj.g_01471	Prbm.g_00379
OG0000503	Prbj.g_00341	Prbm.g_00400
OG0000504	Prbj.g_00339	Prbm.g_00402
OG0000505	Prbj.g_00338	Prbm.g_00403
OG0000506	Prbj.g_00336	Prbm.g_00404
OG0000507	Prbj.g_00331	Prbm.g_00407
OG0000508	Prbj.g_00324	Prbm.g_00410
OG0000509	Prbj.g_00322	Prbm.g_00412
OG0000510	Prbj.g_00321	Prbm.g_00413
OG0000511	Prbj.g_00320	Prbm.g_00414
OG0000512	Prbj.g_00318	Prbm.g_00416
OG0000513	Prbj.g_00068	Prbm.g_00426
OG0000514	Prbj.g_00076	Prbm.g_00440
OG0000515	Prbj.g_00077	Prbm.g_00441
OG0000516	Prbj.g_00089	Prbm.g_00442
OG0000517	Prbj.g_00099	Prbm.g_00445
OG0000518	Prbj.g_00111	Prbm.g_00456
OG0000519	Prbj.g_00112	Prbm.g_00457
OG0000520	Prbj.g_00113	Prbm.g_00458
OG0000521	Prbj.g_01894	Prbm.g_00480
OG0000522	Prbj.g_01892	Prbm.g_00482
OG0000523	Prbj.g_01891	Prbm.g_00483
OG0000524	Prbj.g_00152	Prbm.g_00490
OG0000525	Prbj.g_00136	Prbm.g_00494
OG0000526	Prbj.g_00134	Prbm.g_00495
OG0000527	Prbj.g_00130	Prbm.g_00498
OG0000528	Prbj.g_01635	Prbm.g_00504
OG0000529	Prbj.g_01629	Prbm.g_00507
