Orthogroup	Prbj	Prbk
OG0000047	Prbj.g_00666	Prbk.g_01202
OG0000047	Prbj.g_02509	Prbk.g_02565
OG0000048	Prbj.g_01393	Prbk.g_00405
OG0000051	Prbj.g_00705	Prbk.g_01709
OG0000051	Prbj.g_02362	Prbk.g_02418
OG0000052	Prbj.g_01487	Prbk.g_00499
OG0000053	Prbj.g_00638	Prbk.g_01230
OG0000054	Prbj.g_01758	Prbk.g_01153
OG0000056	Prbj.g_02533	Prbk.g_02591
OG0000056	Prbj.g_00371	Prbk.g_00841
OG0000056	Prbj.g_01125	Prbk.g_00094
OG0000057	Prbj.g_00758	Prbk.g_01765
OG0000058	Prbj.g_01467	Prbk.g_00479
OG0000059	Prbj.g_01521	Prbk.g_00533
OG0000059	Prbj.g_01029	Prbk.g_00992
OG0000060	Prbj.g_01633	Prbk.g_02058
OG0000060	Prbj.g_01132	Prbk.g_01286
OG0000061	Prbj.g_00971	Prbk.g_01019
OG0000062	Prbj.g_00881	Prbk.g_00931
OG0000063	Prbj.g_01208	Prbk.g_01613
OG0000065	Prbj.g_00620	Prbk.g_00011
OG0000066	Prbj.g_02141	Prbk.g_01094
OG0000067	Prbj.g_02412	Prbk.g_02468
OG0000068	Prbj.g_01639	Prbk.g_02052
OG0000070	Prbj.g_00118	Prbk.g_00310
OG0000071	Prbj.g_01728	Prbk.g_01183
OG0000072	Prbj.g_00516	Prbk.g_00778
OG0000073	Prbj.g_01608	Prbk.g_01862
OG0000075	Prbj.g_01502	Prbk.g_00514
OG0000076	Prbj.g_01598	Prbk.g_00237
OG0000077	Prbj.g_01900	Prbk.g_00307
OG0000077	Prbj.g_00576	Prbk.g_01308
OG0000078	Prbj.g_02614	Prbk.g_01515
OG0000079	Prbj.g_01353	Prbk.g_01000
OG0000081	Prbj.g_00799	Prbk.g_00733
OG0000081	Prbj.g_00765	Prbk.g_01772
OG0000082	Prbj.g_01789	Prbk.g_01122
OG0000084	Prbj.g_01052	Prbk.g_00255
OG0000085	Prbj.g_00869	Prbk.g_00919
OG0000086	Prbj.g_00589	Prbk.g_01295
OG0000087	Prbj.g_01547	Prbk.g_00559
OG0000088	Prbj.g_00521	Prbk.g_00773
OG0000088	Prbj.g_00912	Prbk.g_01836
OG0000089	Prbj.g_00064	Prbk.g_00364
OG0000090	Prbj.g_02127	Prbk.g_01080
OG0000091	Prbj.g_02581	Prbk.g_02639
OG0000093	Prbj.g_02388	Prbk.g_02444
OG0000094	Prbj.g_01985	Prbk.g_02190
OG0000095	Prbj.g_01838	Prbk.g_00056
OG0000097	Prbj.g_02152	Prbk.g_00189
OG0000098	Prbj.g_00669	Prbk.g_01199
OG0000099	Prbj.g_01464	Prbk.g_00476
OG0000100	Prbj.g_00185	Prbk.g_01360
OG0000100	Prbj.g_02442	Prbk.g_02498
OG0000101	Prbj.g_00415	Prbk.g_00796
OG0000101	Prbj.g_00981	Prbk.g_00944
OG0000102	Prbj.g_01819	Prbk.g_01484
OG0000103	Prbj.g_02055	Prbk.g_02260
OG0000104	Prbj.g_02069	Prbk.g_02274
OG0000105	Prbj.g_01397	Prbk.g_00409
OG0000106	Prbj.g_00875	Prbk.g_00925
OG0000107	Prbj.g_02659	Prbk.g_01902
OG0000108	Prbj.g_01630	Prbk.g_02061
OG0000109	Prbj.g_01614	Prbk.g_02077
OG0000110	Prbj.g_01801	Prbk.g_01110
OG0000111	Prbj.g_00759	Prbk.g_01766
OG0000112	Prbj.g_02276	Prbk.g_02332
OG0000113	Prbj.g_02437	Prbk.g_02493
OG0000114	Prbj.g_02340	Prbk.g_02396
OG0000115	Prbj.g_00634	Prbk.g_01234
OG0000116	Prbj.g_00956	Prbk.g_01034
OG0000117	Prbj.g_01915	Prbk.g_01496
OG0000118	Prbj.g_01742	Prbk.g_01169
OG0000119	Prbj.g_00740	Prbk.g_01746
OG0000119	Prbj.g_00778	Prbk.g_01786
OG0000120	Prbj.g_01465	Prbk.g_00477
OG0000121	Prbj.g_01064	Prbk.g_00267
OG0000121	Prbj.g_01058	Prbk.g_00261
OG0000122	Prbj.g_02627	Prbk.g_02664
OG0000123	Prbj.g_00406	Prbk.g_00805
OG0000124	Prbj.g_01281	Prbk.g_01539
OG0000125	Prbj.g_01963	Prbk.g_02168
OG0000126	Prbj.g_02067	Prbk.g_02272
OG0000127	Prbj.g_02148	Prbk.g_01101
OG0000127	Prbj.g_00896	Prbk.g_01852
OG0000127	Prbj.g_00210	Prbk.g_01335
OG0000128	Prbj.g_02085	Prbk.g_02290
OG0000129	Prbj.g_01951	Prbk.g_02156
OG0000130	Prbj.g_00564	Prbk.g_01320
OG0000131	Prbj.g_00543	Prbk.g_00751
OG0000132	Prbj.g_00523	Prbk.g_00771
OG0000133	Prbj.g_01460	Prbk.g_00472
OG0000134	Prbj.g_00067	Prbk.g_00361
OG0000135	Prbj.g_02004	Prbk.g_02209
OG0000136	Prbj.g_00105	Prbk.g_00323
OG0000137	Prbj.g_00128	Prbk.g_02113
OG0000138	Prbj.g_01613	Prbk.g_02078
OG0000139	Prbj.g_02133	Prbk.g_01086
OG0000140	Prbj.g_02139	Prbk.g_01092
OG0000141	Prbj.g_01757	Prbk.g_01154
OG0000142	Prbj.g_02573	Prbk.g_02631
OG0000143	Prbj.g_02577	Prbk.g_02635
OG0000144	Prbj.g_00793	Prbk.g_00739
OG0000145	Prbj.g_01607	Prbk.g_01863
OG0000146	Prbj.g_02277	Prbk.g_02333
OG0000147	Prbj.g_02278	Prbk.g_02334
OG0000148	Prbj.g_02431	Prbk.g_02487
OG0000149	Prbj.g_02488	Prbk.g_02544
OG0000150	Prbj.g_02511	Prbk.g_02567
OG0000151	Prbj.g_02361	Prbk.g_02417
OG0000152	Prbj.g_02268	Prbk.g_02324
OG0000153	Prbj.g_02241	Prbk.g_02297
OG0000154	Prbj.g_02213	Prbk.g_00584
OG0000155	Prbj.g_00312	Prbk.g_00099
OG0000156	Prbj.g_00163	Prbk.g_00164
OG0000157	Prbj.g_00162	Prbk.g_00163
OG0000158	Prbj.g_01514	Prbk.g_00526
OG0000160	Prbj.g_01057	Prbk.g_00260
OG0000161	Prbj.g_01071	Prbk.g_00274
OG0000162	Prbj.g_01077	Prbk.g_00280
OG0000163	Prbj.g_01688	Prbk.g_02002
OG0000164	Prbj.g_00476	Prbk.g_01432
OG0000165	Prbj.g_00467	Prbk.g_01423
OG0000166	Prbj.g_01019	Prbk.g_00982
OG0000167	Prbj.g_01500	Prbk.g_00512
OG0000168	Prbj.g_01515	Prbk.g_00527
OG0000169	Prbj.g_01581	Prbk.g_00220
OG0000170	Prbj.g_01593	Prbk.g_00232
OG0000171	Prbj.g_01282	Prbk.g_01538
OG0000172	Prbj.g_01248	Prbk.g_01573
OG0000173	Prbj.g_01227	Prbk.g_01594
OG0000174	Prbj.g_02006	Prbk.g_02211
OG0000175	Prbj.g_02044	Prbk.g_02249
OG0000176	Prbj.g_02077	Prbk.g_02282
OG0000177	Prbj.g_02078	Prbk.g_02283
OG0000178	Prbj.g_02079	Prbk.g_02284
OG0000179	Prbj.g_01188	Prbk.g_01633
OG0000180	Prbj.g_01189	Prbk.g_01632
OG0000181	Prbj.g_01190	Prbk.g_01631
OG0000182	Prbj.g_01191	Prbk.g_01630
OG0000183	Prbj.g_01195	Prbk.g_01626
OG0000184	Prbj.g_01943	Prbk.g_02148
OG0000185	Prbj.g_01921	Prbk.g_02126
OG0000186	Prbj.g_00558	Prbk.g_01326
OG0000187	Prbj.g_00560	Prbk.g_01324
OG0000188	Prbj.g_00581	Prbk.g_01303
OG0000189	Prbj.g_00607	Prbk.g_00024
OG0000190	Prbj.g_00609	Prbk.g_00022
OG0000191	Prbj.g_01557	Prbk.g_00197
OG0000192	Prbj.g_01566	Prbk.g_00206
OG0000193	Prbj.g_00542	Prbk.g_00752
OG0000194	Prbj.g_00539	Prbk.g_00755
OG0000195	Prbj.g_00537	Prbk.g_00757
OG0000196	Prbj.g_00526	Prbk.g_00768
OG0000197	Prbj.g_00525	Prbk.g_00769
OG0000198	Prbj.g_00524	Prbk.g_00770
OG0000199	Prbj.g_00517	Prbk.g_00777
OG0000200	Prbj.g_01138	Prbk.g_01280
OG0000201	Prbj.g_01157	Prbk.g_01261
OG0000202	Prbj.g_01158	Prbk.g_01260
OG0000203	Prbj.g_01159	Prbk.g_01259
OG0000204	Prbj.g_01160	Prbk.g_01258
OG0000205	Prbj.g_01167	Prbk.g_01251
OG0000206	Prbj.g_00288	Prbk.g_00632
OG0000207	Prbj.g_00234	Prbk.g_00686
OG0000208	Prbj.g_00235	Prbk.g_00685
OG0000209	Prbj.g_00262	Prbk.g_00658
OG0000210	Prbj.g_00263	Prbk.g_00657
OG0000211	Prbj.g_00177	Prbk.g_01368
OG0000212	Prbj.g_02615	Prbk.g_01514
OG0000213	Prbj.g_01362	Prbk.g_00374
OG0000214	Prbj.g_01389	Prbk.g_00401
OG0000215	Prbj.g_01419	Prbk.g_00431
OG0000216	Prbj.g_01422	Prbk.g_00434
OG0000217	Prbj.g_01426	Prbk.g_00438
OG0000218	Prbj.g_01430	Prbk.g_00442
OG0000219	Prbj.g_01431	Prbk.g_00443
OG0000220	Prbj.g_01432	Prbk.g_00444
OG0000221	Prbj.g_01437	Prbk.g_00449
OG0000222	Prbj.g_01446	Prbk.g_00458
OG0000223	Prbj.g_01469	Prbk.g_00481
OG0000224	Prbj.g_01480	Prbk.g_00492
OG0000225	Prbj.g_00323	Prbk.g_00889
OG0000226	Prbj.g_00319	Prbk.g_00893
OG0000227	Prbj.g_00317	Prbk.g_00895
OG0000228	Prbj.g_00063	Prbk.g_00365
OG0000229	Prbj.g_00100	Prbk.g_00328
OG0000230	Prbj.g_00102	Prbk.g_00326
OG0000231	Prbj.g_00117	Prbk.g_00311
OG0000232	Prbj.g_01888	Prbk.g_00295
OG0000233	Prbj.g_00148	Prbk.g_02092
OG0000234	Prbj.g_00127	Prbk.g_02114
OG0000235	Prbj.g_01631	Prbk.g_02060
OG0000236	Prbj.g_01615	Prbk.g_02076
OG0000237	Prbj.g_02094	Prbk.g_01047
OG0000238	Prbj.g_02098	Prbk.g_01051
OG0000239	Prbj.g_02114	Prbk.g_01067
OG0000240	Prbj.g_02115	Prbk.g_01068
OG0000241	Prbj.g_01116	Prbk.g_01965
OG0000242	Prbj.g_02125	Prbk.g_01078
OG0000243	Prbj.g_02668	Prbk.g_02684
OG0000244	Prbj.g_01859	Prbk.g_01897
OG0000245	Prbj.g_01862	Prbk.g_01894
OG0000246	Prbj.g_01866	Prbk.g_01890
OG0000247	Prbj.g_01877	Prbk.g_01879
OG0000248	Prbj.g_01880	Prbk.g_01876
OG0000249	Prbj.g_01882	Prbk.g_01874
OG0000250	Prbj.g_01805	Prbk.g_01106
OG0000251	Prbj.g_01781	Prbk.g_01130
OG0000252	Prbj.g_01778	Prbk.g_01133
OG0000253	Prbj.g_01772	Prbk.g_01139
OG0000254	Prbj.g_01753	Prbk.g_01158
OG0000255	Prbj.g_02546	Prbk.g_02604
OG0000256	Prbj.g_02560	Prbk.g_02618
OG0000257	Prbj.g_02566	Prbk.g_02624
OG0000258	Prbj.g_02589	Prbk.g_02647
OG0000259	Prbj.g_00812	Prbk.g_00720
OG0000260	Prbj.g_00816	Prbk.g_00717
OG0000261	Prbj.g_00819	Prbk.g_00714
OG0000262	Prbj.g_00824	Prbk.g_00709
OG0000263	Prbj.g_00248	Prbk.g_00672
OG0000264	Prbj.g_00933	Prbk.g_01815
OG0000265	Prbj.g_00913	Prbk.g_01835
OG0000265	Prbj.g_02178	Prbk.g_00619
OG0000266	Prbj.g_02189	Prbk.g_00608
OG0000267	Prbj.g_02315	Prbk.g_02371
OG0000268	Prbj.g_02314	Prbk.g_02370
OG0000269	Prbj.g_02407	Prbk.g_02463
OG0000270	Prbj.g_02410	Prbk.g_02466
OG0000271	Prbj.g_02418	Prbk.g_02474
OG0000272	Prbj.g_02419	Prbk.g_02475
OG0000273	Prbj.g_02470	Prbk.g_02526
OG0000274	Prbj.g_02471	Prbk.g_02527
OG0000275	Prbj.g_02474	Prbk.g_02530
OG0000276	Prbj.g_02480	Prbk.g_02536
OG0000277	Prbj.g_02481	Prbk.g_02537
OG0000278	Prbj.g_02484	Prbk.g_02540
OG0000279	Prbj.g_02492	Prbk.g_02548
OG0000280	Prbj.g_02498	Prbk.g_02554
OG0000281	Prbj.g_02512	Prbk.g_02568
OG0000282	Prbj.g_02342	Prbk.g_02398
OG0000283	Prbj.g_02303	Prbk.g_02359
OG0000284	Prbj.g_02297	Prbk.g_02353
OG0000285	Prbj.g_00694	Prbk.g_01698
OG0000286	Prbj.g_02269	Prbk.g_02325
OG0000287	Prbj.g_00722	Prbk.g_01728
OG0000288	Prbj.g_02214	Prbk.g_00583
OG0000289	Prbj.g_02201	Prbk.g_00596
OG0000290	Prbj.g_01841	Prbk.g_00059
OG0000291	Prbj.g_01839	Prbk.g_00057
OG0000292	Prbj.g_02066	Prbk.g_02271
OG0000293	Prbj.g_00958	Prbk.g_01032
OG0000294	Prbj.g_00959	Prbk.g_01031
OG0000295	Prbj.g_00304	Prbk.g_00106
OG0000296	Prbj.g_00306, Prbj.g_00307	Prbk.g_00104
OG0000297	Prbj.g_01913	Prbk.g_01498
OG0000298	Prbj.g_01914	Prbk.g_01497
OG0000299	Prbj.g_01903	Prbk.g_01508
OG0000300	Prbj.g_02155	Prbk.g_00186
OG0000301	Prbj.g_02156	Prbk.g_00185
OG0000302	Prbj.g_02159	Prbk.g_00182
OG0000303	Prbj.g_00314	Prbk.g_00097
OG0000304	Prbj.g_00020	Prbk.g_00121
OG0000305	Prbj.g_01837	Prbk.g_00055
OG0000306	Prbj.g_02521	Prbk.g_02578
OG0000307	Prbj.g_01647	Prbk.g_02044
OG0000308	Prbj.g_01649	Prbk.g_02042
OG0000309	Prbj.g_01653	Prbk.g_02038
OG0000310	Prbj.g_01294	Prbk.g_01937
OG0000311	Prbj.g_01040	Prbk.g_00243
OG0000312	Prbj.g_01044	Prbk.g_00247
OG0000313	Prbj.g_01068	Prbk.g_00271
OG0000314	Prbj.g_00646	Prbk.g_01222
OG0000315	Prbj.g_00656	Prbk.g_01212
OG0000316	Prbj.g_01699	Prbk.g_01991
OG0000317	Prbj.g_00863	Prbk.g_00913
OG0000318	Prbj.g_00856	Prbk.g_00906
OG0000319	Prbj.g_00487	Prbk.g_01443
OG0000320	Prbj.g_00485	Prbk.g_01441
OG0000321	Prbj.g_00484	Prbk.g_01440
OG0000322	Prbj.g_00483	Prbk.g_01439
OG0000323	Prbj.g_00472	Prbk.g_01428
OG0000324	Prbj.g_00443	Prbk.g_01399
OG0000325	Prbj.g_02657	Prbk.g_01904
OG0000326	Prbj.g_02649	Prbk.g_01912
OG0000327	Prbj.g_01024	Prbk.g_00987
OG0000328	Prbj.g_01023	Prbk.g_00986
OG0000329	Prbj.g_01006	Prbk.g_00969
OG0000330	Prbj.g_01005	Prbk.g_00968
OG0000331	Prbj.g_01004	Prbk.g_00967
OG0000332	Prbj.g_00989	Prbk.g_00952
OG0000333	Prbj.g_00987	Prbk.g_00950
OG0000334	Prbj.g_00410	Prbk.g_00801
OG0000335	Prbj.g_00405	Prbk.g_00806
OG0000336	Prbj.g_00401	Prbk.g_00810
OG0000337	Prbj.g_01494	Prbk.g_00506
OG0000338	Prbj.g_01498	Prbk.g_00510
OG0000339	Prbj.g_01504	Prbk.g_00516
OG0000340	Prbj.g_01516	Prbk.g_00528
OG0000341	Prbj.g_01518	Prbk.g_00530
OG0000342	Prbj.g_01519	Prbk.g_00531
OG0000343	Prbj.g_01576	Prbk.g_00215
OG0000344	Prbj.g_01579	Prbk.g_00218
OG0000345	Prbj.g_01594	Prbk.g_00233
OG0000346	Prbj.g_01599	Prbk.g_00238
OG0000347	Prbj.g_01280	Prbk.g_01540
OG0000348	Prbj.g_01243	Prbk.g_01578
OG0000349	Prbj.g_01219	Prbk.g_01602
OG0000350	Prbj.g_01999	Prbk.g_02204
OG0000351	Prbj.g_02047	Prbk.g_02252
OG0000352	Prbj.g_02048	Prbk.g_02253
OG0000353	Prbj.g_02072	Prbk.g_02277
OG0000354	Prbj.g_02104	Prbk.g_01057
OG0000354	Prbj.g_01186	Prbk.g_01635
OG0000355	Prbj.g_02074	Prbk.g_02279
OG0000356	Prbj.g_02075	Prbk.g_02280
OG0000357	Prbj.g_02076	Prbk.g_02281
OG0000358	Prbj.g_02080	Prbk.g_02285
OG0000359	Prbj.g_02082	Prbk.g_02287
OG0000360	Prbj.g_02083	Prbk.g_02288
OG0000361	Prbj.g_02084	Prbk.g_02289
OG0000362	Prbj.g_02086	Prbk.g_02291
OG0000363	Prbj.g_01182	Prbk.g_01639
OG0000364	Prbj.g_01183	Prbk.g_01638
OG0000365	Prbj.g_01192	Prbk.g_01629
OG0000366	Prbj.g_01193	Prbk.g_01628
OG0000367	Prbj.g_01194	Prbk.g_01627
OG0000368	Prbj.g_01196	Prbk.g_01625
OG0000369	Prbj.g_01197	Prbk.g_01624
OG0000370	Prbj.g_01198	Prbk.g_01623
OG0000371	Prbj.g_01207	Prbk.g_01614
OG0000372	Prbj.g_01212	Prbk.g_01609
OG0000373	Prbj.g_01213	Prbk.g_01608
OG0000374	Prbj.g_01214	Prbk.g_01607
OG0000375	Prbj.g_01215	Prbk.g_01606
OG0000376	Prbj.g_01217	Prbk.g_01604
OG0000377	Prbj.g_01950	Prbk.g_02155
OG0000378	Prbj.g_01936	Prbk.g_02141
OG0000379	Prbj.g_01920	Prbk.g_02125
OG0000380	Prbj.g_00561	Prbk.g_01323
OG0000381	Prbj.g_00565	Prbk.g_01319
OG0000382	Prbj.g_00580	Prbk.g_01304
OG0000383	Prbj.g_00582	Prbk.g_01302
OG0000384	Prbj.g_00583	Prbk.g_01301
OG0000385	Prbj.g_00584	Prbk.g_01300
OG0000386	Prbj.g_00585	Prbk.g_01299
OG0000387	Prbj.g_00611	Prbk.g_00020
OG0000388	Prbj.g_00615	Prbk.g_00016
OG0000389	Prbj.g_00619	Prbk.g_00012
OG0000390	Prbj.g_01551	Prbk.g_00191
OG0000391	Prbj.g_01556	Prbk.g_00196
OG0000392	Prbj.g_01562	Prbk.g_00202
OG0000393	Prbj.g_01567	Prbk.g_00207
OG0000394	Prbj.g_01568	Prbk.g_00208
OG0000395	Prbj.g_01569	Prbk.g_00209
OG0000396	Prbj.g_01530	Prbk.g_00542
OG0000397	Prbj.g_01532	Prbk.g_00544
OG0000398	Prbj.g_01537	Prbk.g_00549
OG0000399	Prbj.g_01538	Prbk.g_00550
OG0000400	Prbj.g_01539	Prbk.g_00551
OG0000401	Prbj.g_01540	Prbk.g_00552
OG0000402	Prbj.g_01542	Prbk.g_00554
OG0000403	Prbj.g_01543	Prbk.g_00555
OG0000404	Prbj.g_01545	Prbk.g_00557
OG0000405	Prbj.g_00545	Prbk.g_00749
OG0000406	Prbj.g_00541	Prbk.g_00753
OG0000407	Prbj.g_00540	Prbk.g_00754
OG0000408	Prbj.g_00538	Prbk.g_00756
OG0000409	Prbj.g_00536	Prbk.g_00758
OG0000410	Prbj.g_00535	Prbk.g_00759
OG0000411	Prbj.g_00534	Prbk.g_00760
OG0000412	Prbj.g_00533	Prbk.g_00761
OG0000413	Prbj.g_00531	Prbk.g_00763
OG0000414	Prbj.g_00530	Prbk.g_00764
OG0000415	Prbj.g_00529	Prbk.g_00765
OG0000416	Prbj.g_00528	Prbk.g_00766
OG0000417	Prbj.g_00527	Prbk.g_00767
OG0000418	Prbj.g_00522	Prbk.g_00772
OG0000419	Prbj.g_00520	Prbk.g_00774
OG0000420	Prbj.g_00519	Prbk.g_00775
OG0000421	Prbj.g_00515	Prbk.g_00779
OG0000422	Prbj.g_00514	Prbk.g_00780
OG0000423	Prbj.g_00513	Prbk.g_00781
OG0000424	Prbj.g_00512	Prbk.g_00782
OG0000425	Prbj.g_00511	Prbk.g_00783
OG0000426	Prbj.g_00510	Prbk.g_00784
OG0000427	Prbj.g_00509	Prbk.g_00785
OG0000428	Prbj.g_02369	Prbk.g_02425
OG0000429	Prbj.g_01135	Prbk.g_01283
OG0000430	Prbj.g_01137	Prbk.g_01281
OG0000431	Prbj.g_01141	Prbk.g_01277
OG0000432	Prbj.g_01148	Prbk.g_01270
OG0000433	Prbj.g_01151	Prbk.g_01267
OG0000434	Prbj.g_01152	Prbk.g_01266
OG0000435	Prbj.g_01155	Prbk.g_01263
OG0000436	Prbj.g_01161	Prbk.g_01257
OG0000437	Prbj.g_01162	Prbk.g_01256
OG0000438	Prbj.g_01163	Prbk.g_01255
OG0000439	Prbj.g_01165	Prbk.g_01253
OG0000440	Prbj.g_01166	Prbk.g_01252
OG0000441	Prbj.g_01173	Prbk.g_01245
OG0000442	Prbj.g_01174	Prbk.g_01244
OG0000443	Prbj.g_00289	Prbk.g_00631
OG0000444	Prbj.g_00237	Prbk.g_00683
OG0000445	Prbj.g_00238	Prbk.g_00682
OG0000446	Prbj.g_00240	Prbk.g_00680
OG0000447	Prbj.g_00250	Prbk.g_00670
OG0000448	Prbj.g_00251	Prbk.g_00669
OG0000449	Prbj.g_00252	Prbk.g_00668
OG0000450	Prbj.g_00258	Prbk.g_00662
OG0000451	Prbj.g_00259	Prbk.g_00661
OG0000452	Prbj.g_00264	Prbk.g_00656
OG0000453	Prbj.g_00265	Prbk.g_00655
OG0000454	Prbj.g_00266	Prbk.g_00654
OG0000455	Prbj.g_00267	Prbk.g_00653
OG0000456	Prbj.g_00268	Prbk.g_00652
OG0000457	Prbj.g_00270	Prbk.g_00650
OG0000458	Prbj.g_00271	Prbk.g_00649
OG0000459	Prbj.g_00272	Prbk.g_00648
OG0000460	Prbj.g_00176	Prbk.g_01369
OG0000461	Prbj.g_02661	Prbk.g_01900
OG0000462	Prbj.g_01341	Prbk.g_01012
OG0000463	Prbj.g_01342	Prbk.g_01011
OG0000464	Prbj.g_01343	Prbk.g_01010
OG0000465	Prbj.g_01345	Prbk.g_01008
OG0000466	Prbj.g_01350	Prbk.g_01003
OG0000467	Prbj.g_01352	Prbk.g_01001
OG0000468	Prbj.g_01359	Prbk.g_00371
OG0000469	Prbj.g_01372	Prbk.g_00384
OG0000470	Prbj.g_01385	Prbk.g_00397
OG0000471	Prbj.g_01386	Prbk.g_00398
OG0000472	Prbj.g_01388	Prbk.g_00400
OG0000473	Prbj.g_01390	Prbk.g_00402
OG0000474	Prbj.g_01391	Prbk.g_00403
OG0000475	Prbj.g_01392	Prbk.g_00404
OG0000476	Prbj.g_01394	Prbk.g_00406
OG0000477	Prbj.g_01399	Prbk.g_00411
OG0000478	Prbj.g_01400	Prbk.g_00412
OG0000479	Prbj.g_01401	Prbk.g_00413
OG0000480	Prbj.g_01408	Prbk.g_00420
OG0000481	Prbj.g_01410	Prbk.g_00422
OG0000482	Prbj.g_01411	Prbk.g_00423
OG0000483	Prbj.g_01415	Prbk.g_00427
OG0000484	Prbj.g_01416	Prbk.g_00428
OG0000485	Prbj.g_01417	Prbk.g_00429
