Orthogroup	Prbj	Prav
OG0000108	Prbj.g_01630	Prav.g_01078
OG0000109	Prbj.g_01614	Prav.g_01092
OG0000110	Prbj.g_01801	Prav.g_01172
OG0000111	Prbj.g_00759	Prav.g_01297
OG0000112	Prbj.g_02276	Prav.g_00364
OG0000113	Prbj.g_02437	Prav.g_00419
OG0000114	Prbj.g_02340	Prav.g_00499
OG0000115	Prbj.g_00634	Prav.g_00010
OG0000116	Prbj.g_00956	Prav.g_00055
OG0000117	Prbj.g_01915	Prav.g_01390
OG0000118	Prbj.g_01742	Prav.g_01450
OG0000119	Prbj.g_00740, Prbj.g_00778	Prav.g_01469
OG0000120	Prbj.g_01465	Prav.g_01513
OG0000121	Prbj.g_01064, Prbj.g_01058	Prav.g_01580
OG0000122	Prbj.g_02627	Prav.g_01618
OG0000123	Prbj.g_00406	Prav.g_00639
OG0000124	Prbj.g_01281	Prav.g_00705
OG0000125	Prbj.g_01963	Prav.g_00741
OG0000126	Prbj.g_02067	Prav.g_00781
OG0000127	Prbj.g_00210	Prav.g_00965
OG0000128	Prbj.g_02085	Prav.g_00079
OG0000129	Prbj.g_01951	Prav.g_00115
OG0000130	Prbj.g_00564	Prav.g_00134
OG0000131	Prbj.g_00543	Prav.g_00212
OG0000132	Prbj.g_00523	Prav.g_00874
OG0000133	Prbj.g_01460	Prav.g_01968
OG0000134	Prbj.g_00067	Prav.g_00976
OG0000135	Prbj.g_02004	Prav.g_00999
OG0000136	Prbj.g_00105	Prav.g_01040
OG0000137	Prbj.g_00128	Prav.g_01073
OG0000138	Prbj.g_01613	Prav.g_01093
OG0000139	Prbj.g_02133	Prav.g_01135
OG0000140	Prbj.g_02139	Prav.g_01136
OG0000141	Prbj.g_01757	Prav.g_01203
OG0000142	Prbj.g_02573	Prav.g_01233
OG0000143	Prbj.g_02577	Prav.g_01237
OG0000144	Prbj.g_00793	Prav.g_01250
OG0000145	Prbj.g_01607	Prav.g_00362
OG0000146	Prbj.g_02277	Prav.g_00365
OG0000147	Prbj.g_02278	Prav.g_00366
OG0000148	Prbj.g_02431	Prav.g_00413
OG0000149	Prbj.g_02488	Prav.g_00443
OG0000150	Prbj.g_02511	Prav.g_00451
OG0000151	Prbj.g_02361	Prav.g_00509
OG0000152	Prbj.g_02268	Prav.g_00556
OG0000153	Prbj.g_02241	Prav.g_00575
OG0000154	Prbj.g_02213	Prav.g_00907
OG0000155	Prbj.g_00312	Prav.g_01861
OG0000156	Prbj.g_00163	Prav.g_01427
OG0000157	Prbj.g_00162	Prav.g_01428
OG0000158	Prbj.g_01514	Prav.g_01505
OG0000160	Prbj.g_01057	Prav.g_01579
OG0000161	Prbj.g_01071	Prav.g_01585
OG0000162	Prbj.g_01077	Prav.g_01591
OG0000163	Prbj.g_01688	Prav.g_01625
OG0000164	Prbj.g_00476	Prav.g_01785
OG0000165	Prbj.g_00467	Prav.g_01792
OG0000166	Prbj.g_01019	Prav.g_00596
OG0000167	Prbj.g_01500	Prav.g_00663
OG0000168	Prbj.g_01515	Prav.g_00673
OG0000169	Prbj.g_01581	Prav.g_00683
OG0000170	Prbj.g_01593	Prav.g_00685
OG0000171	Prbj.g_01282	Prav.g_00704
OG0000172	Prbj.g_01248	Prav.g_00712
OG0000173	Prbj.g_01227	Prav.g_00727
OG0000174	Prbj.g_02006	Prav.g_00755
OG0000175	Prbj.g_02044	Prav.g_00765
OG0000176	Prbj.g_02077	Prav.g_00790
OG0000177	Prbj.g_02078	Prav.g_00791
OG0000178	Prbj.g_02079	Prav.g_00792
OG0000179	Prbj.g_01188	Prav.g_00084
OG0000180	Prbj.g_01189	Prav.g_00085
OG0000181	Prbj.g_01190	Prav.g_00086
OG0000182	Prbj.g_01191	Prav.g_00087
OG0000183	Prbj.g_01195	Prav.g_00091
OG0000184	Prbj.g_01943	Prav.g_00117
OG0000185	Prbj.g_01921	Prav.g_00120
OG0000186	Prbj.g_00558	Prav.g_00129
OG0000187	Prbj.g_00560	Prav.g_00130
OG0000188	Prbj.g_00581	Prav.g_00147
OG0000189	Prbj.g_00607	Prav.g_00161
OG0000190	Prbj.g_00609	Prav.g_00162
OG0000191	Prbj.g_01557	Prav.g_00182
OG0000192	Prbj.g_01566	Prav.g_00186
OG0000193	Prbj.g_00542	Prav.g_00213
OG0000194	Prbj.g_00539	Prav.g_00216
OG0000195	Prbj.g_00537	Prav.g_00887
OG0000196	Prbj.g_00526	Prav.g_00877
OG0000197	Prbj.g_00525	Prav.g_00876
OG0000198	Prbj.g_00524	Prav.g_00875
OG0000199	Prbj.g_00517	Prav.g_00868
OG0000200	Prbj.g_01138	Prav.g_00854
OG0000201	Prbj.g_01157	Prav.g_00846
OG0000202	Prbj.g_01158	Prav.g_00845
OG0000203	Prbj.g_01159	Prav.g_00844
OG0000204	Prbj.g_01160	Prav.g_00843
OG0000205	Prbj.g_01167	Prav.g_00836
OG0000206	Prbj.g_00288	Prav.g_00831
OG0000207	Prbj.g_00234	Prav.g_00829
OG0000208	Prbj.g_00235	Prav.g_00828
OG0000209	Prbj.g_00262	Prav.g_00819
OG0000210	Prbj.g_00263	Prav.g_00818
OG0000211	Prbj.g_00177	Prav.g_00805
OG0000212	Prbj.g_02615	Prav.g_00798
OG0000213	Prbj.g_01362	Prav.g_01904
OG0000214	Prbj.g_01389	Prav.g_01914
OG0000215	Prbj.g_01419	Prav.g_01938
OG0000216	Prbj.g_01422	Prav.g_01940
OG0000217	Prbj.g_01426	Prav.g_01943
OG0000218	Prbj.g_01430	Prav.g_01945
OG0000219	Prbj.g_01431	Prav.g_01946
OG0000220	Prbj.g_01432	Prav.g_01947
OG0000221	Prbj.g_01437	Prav.g_01948
OG0000222	Prbj.g_01446	Prav.g_01956
OG0000223	Prbj.g_01469	Prav.g_01969
OG0000224	Prbj.g_01480	Prav.g_01971
OG0000225	Prbj.g_00323	Prav.g_01992
OG0000226	Prbj.g_00319	Prav.g_01996
OG0000227	Prbj.g_00317	Prav.g_01998
OG0000228	Prbj.g_00063	Prav.g_00974
OG0000229	Prbj.g_00100	Prav.g_01035
OG0000230	Prbj.g_00102	Prav.g_01037
OG0000231	Prbj.g_00117	Prav.g_01048
OG0000232	Prbj.g_01888	Prav.g_01056
OG0000233	Prbj.g_00148	Prav.g_01061
OG0000234	Prbj.g_00127	Prav.g_01074
OG0000235	Prbj.g_01631	Prav.g_01077
OG0000236	Prbj.g_01615	Prav.g_01091
OG0000237	Prbj.g_02094	Prav.g_01104
OG0000238	Prbj.g_02098	Prav.g_01110
OG0000239	Prbj.g_02114	Prav.g_01123
OG0000240	Prbj.g_02115	Prav.g_01124
OG0000241	Prbj.g_01116	Prav.g_01128
OG0000242	Prbj.g_02125	Prav.g_01130
OG0000243	Prbj.g_02668	Prav.g_01141, Prav.g_00954
OG0000244	Prbj.g_01859	Prav.g_01144
OG0000245	Prbj.g_01862	Prav.g_01146
OG0000246	Prbj.g_01866	Prav.g_01150
OG0000247	Prbj.g_01877	Prav.g_01160
OG0000248	Prbj.g_01880	Prav.g_01162
OG0000249	Prbj.g_01882	Prav.g_01164
OG0000250	Prbj.g_01805	Prav.g_01169
OG0000251	Prbj.g_01781	Prav.g_01187
OG0000252	Prbj.g_01778	Prav.g_01190
OG0000253	Prbj.g_01772	Prav.g_01191
OG0000254	Prbj.g_01753	Prav.g_01207
OG0000255	Prbj.g_02546	Prav.g_01213
OG0000256	Prbj.g_02560	Prav.g_01225
OG0000257	Prbj.g_02566	Prav.g_01228
OG0000258	Prbj.g_02589	Prav.g_01241
OG0000259	Prbj.g_00812	Prav.g_01258
OG0000260	Prbj.g_00816	Prav.g_01261
OG0000261	Prbj.g_00819	Prav.g_01263
OG0000262	Prbj.g_00824	Prav.g_01267
OG0000263	Prbj.g_00248	Prav.g_01279
OG0000264	Prbj.g_00933	Prav.g_01289
OG0000265	Prbj.g_00913, Prbj.g_02178	Prav.g_00306
OG0000266	Prbj.g_02189	Prav.g_00316
OG0000267	Prbj.g_02315	Prav.g_00327
OG0000268	Prbj.g_02314	Prav.g_00328
OG0000269	Prbj.g_02407	Prav.g_00392
OG0000270	Prbj.g_02410	Prav.g_00395
OG0000271	Prbj.g_02418	Prav.g_00403
OG0000272	Prbj.g_02419	Prav.g_00404
OG0000273	Prbj.g_02470	Prav.g_00427
OG0000274	Prbj.g_02471	Prav.g_00428
OG0000275	Prbj.g_02474	Prav.g_00430
OG0000276	Prbj.g_02480	Prav.g_00435
OG0000277	Prbj.g_02481	Prav.g_00436
OG0000278	Prbj.g_02484	Prav.g_00439
OG0000279	Prbj.g_02492	Prav.g_00446
OG0000280	Prbj.g_02498	Prav.g_00447
OG0000281	Prbj.g_02512	Prav.g_00452
OG0000282	Prbj.g_02342	Prav.g_00501
OG0000283	Prbj.g_02303	Prav.g_00533
OG0000284	Prbj.g_02297	Prav.g_00538
OG0000285	Prbj.g_00694	Prav.g_00543
OG0000286	Prbj.g_02269	Prav.g_00555
OG0000287	Prbj.g_00722	Prav.g_00572
OG0000288	Prbj.g_02214	Prav.g_00906
OG0000289	Prbj.g_02201	Prav.g_00917
OG0000290	Prbj.g_01841	Prav.g_00930
OG0000291	Prbj.g_01839	Prav.g_00932
OG0000292	Prbj.g_02066	Prav.g_00261
OG0000293	Prbj.g_00958	Prav.g_00056
OG0000294	Prbj.g_00959	Prav.g_00057
OG0000295	Prbj.g_00304	Prav.g_00077
OG0000296	Prbj.g_00306, Prbj.g_00307	Prav.g_01867
OG0000297	Prbj.g_01913	Prav.g_01859
OG0000298	Prbj.g_01914	Prav.g_01858
OG0000299	Prbj.g_01903	Prav.g_01841
OG0000300	Prbj.g_02155	Prav.g_01838
OG0000301	Prbj.g_02156	Prav.g_00955, Prav.g_01837
OG0000302	Prbj.g_02159	Prav.g_01835
OG0000303	Prbj.g_00314	Prav.g_01828
OG0000304	Prbj.g_00020	Prav.g_01824
OG0000305	Prbj.g_01837	Prav.g_01465
OG0000306	Prbj.g_02521	Prav.g_01468
OG0000307	Prbj.g_01647	Prav.g_01482
OG0000308	Prbj.g_01649	Prav.g_01483
OG0000309	Prbj.g_01653	Prav.g_01487
OG0000310	Prbj.g_01294	Prav.g_01563
OG0000311	Prbj.g_01040	Prav.g_01565
OG0000312	Prbj.g_01044	Prav.g_01568
OG0000313	Prbj.g_01068	Prav.g_01582
OG0000314	Prbj.g_00646	Prav.g_01605
OG0000315	Prbj.g_00656	Prav.g_01615
OG0000316	Prbj.g_01699	Prav.g_01635
OG0000317	Prbj.g_00863	Prav.g_01759
OG0000318	Prbj.g_00856	Prav.g_01762
OG0000319	Prbj.g_00487	Prav.g_01775
OG0000320	Prbj.g_00485	Prav.g_01777
OG0000321	Prbj.g_00484	Prav.g_01778
OG0000322	Prbj.g_00483	Prav.g_01779
OG0000323	Prbj.g_00472	Prav.g_01788
OG0000324	Prbj.g_00443	Prav.g_01815
OG0000325	Prbj.g_02657	Prav.g_00269
OG0000326	Prbj.g_02649	Prav.g_00275
OG0000327	Prbj.g_01024	Prav.g_00591
OG0000328	Prbj.g_01023	Prav.g_00592
OG0000329	Prbj.g_01006	Prav.g_00609
OG0000330	Prbj.g_01005	Prav.g_00610
OG0000331	Prbj.g_01004	Prav.g_00611
OG0000332	Prbj.g_00989	Prav.g_00625
OG0000333	Prbj.g_00987	Prav.g_00627
OG0000334	Prbj.g_00410	Prav.g_00635
OG0000335	Prbj.g_00405	Prav.g_00640
OG0000336	Prbj.g_00401	Prav.g_00644
OG0000337	Prbj.g_01494	Prav.g_00661
OG0000338	Prbj.g_01498	Prav.g_00662
OG0000339	Prbj.g_01504	Prav.g_00666
OG0000340	Prbj.g_01516	Prav.g_00674
OG0000341	Prbj.g_01518	Prav.g_00676
OG0000342	Prbj.g_01519	Prav.g_00677
OG0000343	Prbj.g_01576	Prav.g_00678
OG0000344	Prbj.g_01579	Prav.g_00681
OG0000345	Prbj.g_01594	Prav.g_00686
OG0000346	Prbj.g_01599	Prav.g_00690
OG0000347	Prbj.g_01280	Prav.g_00706
OG0000348	Prbj.g_01243	Prav.g_00715
OG0000349	Prbj.g_01219	Prav.g_00732
OG0000350	Prbj.g_01999	Prav.g_00751
OG0000351	Prbj.g_02047	Prav.g_00768
OG0000352	Prbj.g_02048	Prav.g_00769
OG0000353	Prbj.g_02072	Prav.g_00785
OG0000354	Prbj.g_01186	Prav.g_01352
OG0000355	Prbj.g_02074	Prav.g_00787
OG0000356	Prbj.g_02075	Prav.g_00788
OG0000357	Prbj.g_02076	Prav.g_00789
OG0000358	Prbj.g_02080	Prav.g_00793
OG0000359	Prbj.g_02082	Prav.g_00794
OG0000360	Prbj.g_02083	Prav.g_00795
OG0000361	Prbj.g_02084	Prav.g_00078
OG0000362	Prbj.g_02086	Prav.g_00080
OG0000363	Prbj.g_01182	Prav.g_00082
OG0000364	Prbj.g_01183	Prav.g_00083
OG0000365	Prbj.g_01192	Prav.g_00088
OG0000366	Prbj.g_01193	Prav.g_00089
OG0000367	Prbj.g_01194	Prav.g_00090
OG0000368	Prbj.g_01196	Prav.g_00092
OG0000369	Prbj.g_01197	Prav.g_00093
OG0000370	Prbj.g_01198	Prav.g_00094
OG0000371	Prbj.g_01207	Prav.g_00100
OG0000372	Prbj.g_01212	Prav.g_00103
OG0000373	Prbj.g_01213	Prav.g_00104
OG0000374	Prbj.g_01214	Prav.g_00105
OG0000375	Prbj.g_01215	Prav.g_00111
OG0000376	Prbj.g_01217	Prav.g_00113
OG0000377	Prbj.g_01950	Prav.g_00116
OG0000378	Prbj.g_01936	Prav.g_00118
OG0000379	Prbj.g_01920	Prav.g_00121
OG0000380	Prbj.g_00561	Prav.g_00131
OG0000381	Prbj.g_00565	Prav.g_00135
OG0000382	Prbj.g_00580	Prav.g_00146
OG0000383	Prbj.g_00582	Prav.g_00148
OG0000384	Prbj.g_00583	Prav.g_00149
OG0000385	Prbj.g_00584	Prav.g_00150
OG0000386	Prbj.g_00585	Prav.g_00151
OG0000387	Prbj.g_00611	Prav.g_00164
OG0000388	Prbj.g_00615	Prav.g_00167
OG0000389	Prbj.g_00619	Prav.g_00171
OG0000390	Prbj.g_01551	Prav.g_00178
OG0000391	Prbj.g_01556	Prav.g_00181
OG0000392	Prbj.g_01562	Prav.g_00185
OG0000393	Prbj.g_01567	Prav.g_00187
OG0000394	Prbj.g_01568	Prav.g_00188
OG0000395	Prbj.g_01569	Prav.g_00189
OG0000396	Prbj.g_01530	Prav.g_00192
OG0000397	Prbj.g_01532	Prav.g_00194
OG0000398	Prbj.g_01537	Prav.g_00196
OG0000399	Prbj.g_01538	Prav.g_00197
OG0000400	Prbj.g_01539	Prav.g_00198
OG0000401	Prbj.g_01540	Prav.g_00199
OG0000402	Prbj.g_01542	Prav.g_00201
OG0000403	Prbj.g_01543	Prav.g_00202
OG0000404	Prbj.g_01545	Prav.g_00203
OG0000405	Prbj.g_00545	Prav.g_00207
OG0000406	Prbj.g_00541	Prav.g_00214
OG0000407	Prbj.g_00540	Prav.g_00215
OG0000409	Prbj.g_00536	Prav.g_00886
OG0000410	Prbj.g_00535	Prav.g_00885
OG0000411	Prbj.g_00534	Prav.g_00884
OG0000412	Prbj.g_00533	Prav.g_00883
OG0000413	Prbj.g_00531	Prav.g_00882
OG0000414	Prbj.g_00530	Prav.g_00881
OG0000415	Prbj.g_00529	Prav.g_00880
OG0000416	Prbj.g_00528	Prav.g_00879
OG0000417	Prbj.g_00527	Prav.g_00878
OG0000418	Prbj.g_00522	Prav.g_00873
OG0000419	Prbj.g_00520	Prav.g_00871
OG0000420	Prbj.g_00519	Prav.g_00870
OG0000421	Prbj.g_00515	Prav.g_00865
OG0000422	Prbj.g_00514	Prav.g_00864
OG0000423	Prbj.g_00513	Prav.g_00863
OG0000424	Prbj.g_00512	Prav.g_00862
OG0000425	Prbj.g_00511	Prav.g_00861
OG0000426	Prbj.g_00510	Prav.g_00860
OG0000427	Prbj.g_00509	Prav.g_00859
OG0000428	Prbj.g_02369	Prav.g_00857
OG0000429	Prbj.g_01135	Prav.g_00856
OG0000430	Prbj.g_01137	Prav.g_00855
OG0000431	Prbj.g_01141	Prav.g_00853
OG0000432	Prbj.g_01148	Prav.g_00850
OG0000433	Prbj.g_01151	Prav.g_00849
OG0000434	Prbj.g_01152	Prav.g_00848
OG0000435	Prbj.g_01155	Prav.g_00847
OG0000436	Prbj.g_01161	Prav.g_00842
OG0000437	Prbj.g_01162	Prav.g_00841
OG0000438	Prbj.g_01163	Prav.g_00840
OG0000439	Prbj.g_01165	Prav.g_00838
OG0000440	Prbj.g_01166	Prav.g_00837
OG0000441	Prbj.g_01173	Prav.g_00834
OG0000442	Prbj.g_01174	Prav.g_00833
OG0000443	Prbj.g_00289	Prav.g_00832
OG0000444	Prbj.g_00237	Prav.g_00827
OG0000445	Prbj.g_00238	Prav.g_00826
OG0000446	Prbj.g_00240	Prav.g_00825
OG0000447	Prbj.g_00250	Prav.g_00824
OG0000448	Prbj.g_00251	Prav.g_00823
OG0000449	Prbj.g_00252	Prav.g_00822
OG0000450	Prbj.g_00258	Prav.g_00821
OG0000451	Prbj.g_00259	Prav.g_00820
OG0000452	Prbj.g_00264	Prav.g_00817
OG0000453	Prbj.g_00265	Prav.g_00816
OG0000454	Prbj.g_00266	Prav.g_00815
OG0000455	Prbj.g_00267	Prav.g_00814
OG0000456	Prbj.g_00268	Prav.g_00813
OG0000457	Prbj.g_00270	Prav.g_00812
OG0000458	Prbj.g_00271	Prav.g_00811
OG0000459	Prbj.g_00272	Prav.g_00810
OG0000460	Prbj.g_00176	Prav.g_00803
OG0000461	Prbj.g_02661	Prav.g_01889
OG0000462	Prbj.g_01341	Prav.g_01891
OG0000463	Prbj.g_01342	Prav.g_01892
OG0000464	Prbj.g_01343	Prav.g_01893
OG0000465	Prbj.g_01345	Prav.g_01894
OG0000466	Prbj.g_01350	Prav.g_01897
OG0000467	Prbj.g_01352	Prav.g_01898
OG0000468	Prbj.g_01359	Prav.g_01900
OG0000469	Prbj.g_01372	Prav.g_01909
OG0000470	Prbj.g_01385	Prav.g_01911
OG0000471	Prbj.g_01386	Prav.g_01912
OG0000472	Prbj.g_01388	Prav.g_01913
OG0000473	Prbj.g_01390	Prav.g_01915
OG0000474	Prbj.g_01391	Prav.g_01916
OG0000475	Prbj.g_01392	Prav.g_01917
OG0000476	Prbj.g_01394	Prav.g_01918
OG0000477	Prbj.g_01399	Prav.g_01921
OG0000478	Prbj.g_01400	Prav.g_01922
OG0000479	Prbj.g_01401	Prav.g_01923
OG0000480	Prbj.g_01408	Prav.g_01928
OG0000481	Prbj.g_01410	Prav.g_01930
OG0000482	Prbj.g_01411	Prav.g_01931
OG0000483	Prbj.g_01415	Prav.g_01934
OG0000484	Prbj.g_01416	Prav.g_01935
OG0000485	Prbj.g_01417	Prav.g_01936
OG0000486	Prbj.g_01418	Prav.g_01937
OG0000487	Prbj.g_01423	Prav.g_01941
OG0000488	Prbj.g_01427	Prav.g_01944
OG0000489	Prbj.g_01438	Prav.g_01949
OG0000490	Prbj.g_01444	Prav.g_01954
OG0000491	Prbj.g_01445	Prav.g_01955
OG0000492	Prbj.g_01448	Prav.g_01957
OG0000493	Prbj.g_01449	Prav.g_01958
OG0000494	Prbj.g_01450	Prav.g_01959
OG0000495	Prbj.g_01451	Prav.g_01960
OG0000496	Prbj.g_01452	Prav.g_01961
OG0000497	Prbj.g_01453	Prav.g_01962
OG0000498	Prbj.g_01454	Prav.g_01963
OG0000499	Prbj.g_01455	Prav.g_01964
OG0000500	Prbj.g_01456	Prav.g_01965
OG0000501	Prbj.g_01459	Prav.g_01967
OG0000502	Prbj.g_01471	Prav.g_01970
OG0000503	Prbj.g_00341	Prav.g_01980
OG0000504	Prbj.g_00339	Prav.g_01981
OG0000505	Prbj.g_00338	Prav.g_01982
OG0000506	Prbj.g_00336	Prav.g_01984
OG0000507	Prbj.g_00331	Prav.g_01987
OG0000508	Prbj.g_00324	Prav.g_01991
OG0000509	Prbj.g_00322	Prav.g_01993
OG0000510	Prbj.g_00321	Prav.g_01994
OG0000511	Prbj.g_00320	Prav.g_01995
OG0000512	Prbj.g_00318	Prav.g_01997
OG0000513	Prbj.g_00068	Prav.g_00977
OG0000514	Prbj.g_00076	Prav.g_01030
OG0000515	Prbj.g_00077	Prav.g_01031
OG0000516	Prbj.g_00089	Prav.g_01032
OG0000517	Prbj.g_00099	Prav.g_01034
OG0000518	Prbj.g_00111	Prav.g_01045
OG0000519	Prbj.g_00112	Prav.g_01046
OG0000520	Prbj.g_00113	Prav.g_01047
OG0000521	Prbj.g_01894	Prav.g_01052
OG0000522	Prbj.g_01892	Prav.g_01053
OG0000523	Prbj.g_01891	Prav.g_01054
OG0000524	Prbj.g_00152	Prav.g_01059
OG0000525	Prbj.g_00136	Prav.g_01062
OG0000526	Prbj.g_00134	Prav.g_01063
OG0000527	Prbj.g_00130	Prav.g_01071
OG0000528	Prbj.g_01635	Prav.g_01076
OG0000529	Prbj.g_01629	Prav.g_01079
OG0000530	Prbj.g_01626	Prav.g_01082
OG0000531	Prbj.g_01625	Prav.g_01083
OG0000532	Prbj.g_01622	Prav.g_01085
OG0000533	Prbj.g_01620	Prav.g_01086
OG0000534	Prbj.g_01619	Prav.g_01087
OG0000535	Prbj.g_01618	Prav.g_01088
OG0000536	Prbj.g_01617	Prav.g_01089
OG0000537	Prbj.g_01616	Prav.g_01090
OG0000538	Prbj.g_01605	Prav.g_01098
OG0000539	Prbj.g_02088	Prav.g_01099
OG0000540	Prbj.g_02089	Prav.g_01100
OG0000541	Prbj.g_02090	Prav.g_01101
OG0000542	Prbj.g_02093	Prav.g_01103
OG0000543	Prbj.g_02095	Prav.g_01105
OG0000544	Prbj.g_02096	Prav.g_01106
OG0000545	Prbj.g_02097	Prav.g_01108
OG0000546	Prbj.g_02099	Prav.g_01111
OG0000547	Prbj.g_02101	Prav.g_01113
OG0000548	Prbj.g_02102	Prav.g_01114
OG0000549	Prbj.g_02108	Prav.g_01116
OG0000550	Prbj.g_02113	Prav.g_01121
OG0000551	Prbj.g_02117	Prav.g_01125
OG0000552	Prbj.g_02118	Prav.g_01126
OG0000553	Prbj.g_02123	Prav.g_01127
OG0000554	Prbj.g_02128	Prav.g_01132
OG0000555	Prbj.g_02146	Prav.g_01140
OG0000556	Prbj.g_02666	Prav.g_01142
OG0000557	Prbj.g_01858	Prav.g_01143
OG0000558	Prbj.g_01861	Prav.g_01145
OG0000559	Prbj.g_01865	Prav.g_01149
OG0000560	Prbj.g_01868	Prav.g_01152
OG0000561	Prbj.g_01869	Prav.g_01153
OG0000562	Prbj.g_01870	Prav.g_01154
