Orthogroup	Praf	Prah
OG0000180	Praf.g_00030	Prah.g_00031
OG0000181	Praf.g_00031	Prah.g_00032
OG0000182	Praf.g_00032	Prah.g_00033
OG0000183	Praf.g_00033	Prah.g_00034
OG0000184	Praf.g_00035	Prah.g_00036
OG0000185	Praf.g_00040	Prah.g_00041
OG0000186	Praf.g_00045	Prah.g_00046
OG0000187	Praf.g_00046	Prah.g_00047
OG0000188	Praf.g_00047	Prah.g_00048
OG0000189	Praf.g_00050	Prah.g_00049
OG0000190	Praf.g_00052	Prah.g_00051
OG0000191	Praf.g_02654	Prah.g_02488
OG0000192	Praf.g_02652	Prah.g_02486
OG0000193	Praf.g_02618	Prah.g_02485
OG0000194	Praf.g_02611	Prah.g_02478
OG0000195	Praf.g_02605	Prah.g_02471
OG0000196	Praf.g_02603	Prah.g_02466
OG0000197	Praf.g_02601	Prah.g_02457
OG0000198	Praf.g_02597	Prah.g_02454
OG0000199	Praf.g_02596	Prah.g_02453
OG0000200	Praf.g_00328	Prah.g_01830
OG0000201	Praf.g_00326	Prah.g_01833
OG0000202	Praf.g_00325	Prah.g_01834
OG0000203	Praf.g_00321	Prah.g_01838
OG0000204	Praf.g_00320	Prah.g_01839
OG0000205	Praf.g_00316	Prah.g_01843
OG0000206	Praf.g_00314	Prah.g_01845
OG0000207	Praf.g_00310	Prah.g_01849
OG0000208	Praf.g_00309	Prah.g_01850
OG0000209	Praf.g_00962	Prah.g_01211
OG0000210	Praf.g_00308	Prah.g_01851
OG0000211	Praf.g_00304	Prah.g_01859
OG0000212	Praf.g_00303	Prah.g_01860
OG0000213	Praf.g_00302	Prah.g_01861
OG0000214	Praf.g_00301	Prah.g_01862
OG0000215	Praf.g_00300	Prah.g_01863
OG0000216	Praf.g_00299	Prah.g_01864
OG0000217	Praf.g_00297	Prah.g_01866
OG0000218	Praf.g_00296	Prah.g_01867
OG0000219	Praf.g_00268	Prah.g_01873
OG0000220	Praf.g_00264	Prah.g_01877
OG0000221	Praf.g_00259	Prah.g_01882
OG0000222	Praf.g_00258	Prah.g_01883
OG0000223	Praf.g_00257	Prah.g_01884
OG0000224	Praf.g_00255	Prah.g_01886
OG0000225	Praf.g_00254	Prah.g_01887
OG0000226	Praf.g_00253	Prah.g_01888
OG0000227	Praf.g_00251	Prah.g_01890
OG0000228	Praf.g_00250	Prah.g_01891
OG0000229	Praf.g_00249	Prah.g_01892
OG0000230	Praf.g_00248	Prah.g_01893
OG0000231	Praf.g_00247	Prah.g_01894
OG0000232	Praf.g_00245	Prah.g_01896
OG0000233	Praf.g_00244	Prah.g_01897
OG0000234	Praf.g_00243	Prah.g_01898
OG0000235	Praf.g_00240	Prah.g_01901
OG0000236	Praf.g_00232	Prah.g_01906
OG0000237	Praf.g_00230	Prah.g_01908
OG0000238	Praf.g_00225	Prah.g_00195
OG0000239	Praf.g_00223	Prah.g_00193
OG0000240	Praf.g_00221	Prah.g_00191
OG0000241	Praf.g_00219	Prah.g_00189
OG0000242	Praf.g_00218	Prah.g_00188
OG0000243	Praf.g_00214	Prah.g_00183
OG0000244	Praf.g_00209	Prah.g_00175
OG0000245	Praf.g_00208	Prah.g_00174
OG0000246	Praf.g_00207	Prah.g_00173
OG0000247	Praf.g_02403	Prah.g_02252
OG0000248	Praf.g_02405	Prah.g_02254
OG0000249	Praf.g_02408	Prah.g_02257
OG0000250	Praf.g_02410	Prah.g_02259
OG0000251	Praf.g_02411	Prah.g_02260
OG0000252	Praf.g_02412	Prah.g_02261
OG0000253	Praf.g_02413	Prah.g_02262
OG0000254	Praf.g_02415	Prah.g_02264
OG0000255	Praf.g_02416	Prah.g_02265
OG0000256	Praf.g_02421	Prah.g_02269
OG0000257	Praf.g_02430	Prah.g_02280
OG0000258	Praf.g_02432	Prah.g_02282
OG0000259	Praf.g_02433	Prah.g_02283
OG0000260	Praf.g_02434	Prah.g_02284
OG0000261	Praf.g_02435	Prah.g_02285
OG0000262	Praf.g_02436	Prah.g_02286
OG0000263	Praf.g_02438	Prah.g_02288
OG0000264	Praf.g_02439	Prah.g_02289
OG0000265	Praf.g_02440	Prah.g_02290
OG0000266	Praf.g_02441	Prah.g_02291
OG0000267	Praf.g_02442	Prah.g_02292
OG0000268	Praf.g_02444	Prah.g_02294
OG0000269	Praf.g_02446	Prah.g_02296
OG0000270	Praf.g_02447	Prah.g_02297
OG0000271	Praf.g_02448	Prah.g_02298
OG0000272	Praf.g_02449	Prah.g_02299
OG0000273	Praf.g_02450	Prah.g_02300
OG0000274	Praf.g_02451	Prah.g_02301
OG0000275	Praf.g_02452	Prah.g_02302
OG0000276	Praf.g_02453	Prah.g_02303
OG0000277	Praf.g_02455	Prah.g_02305
OG0000278	Praf.g_02456	Prah.g_02306
OG0000279	Praf.g_02457	Prah.g_02307
OG0000280	Praf.g_02469	Prah.g_02309
OG0000281	Praf.g_02470	Prah.g_02310
OG0000282	Praf.g_02471	Prah.g_02311
OG0000283	Praf.g_02472	Prah.g_02312
OG0000284	Praf.g_02473	Prah.g_02313
OG0000285	Praf.g_02474	Prah.g_02314
OG0000286	Praf.g_02475	Prah.g_02315
OG0000287	Praf.g_02476	Prah.g_02316
OG0000288	Praf.g_01486	Prah.g_00709
OG0000289	Praf.g_02489	Prah.g_02321
OG0000290	Praf.g_02491	Prah.g_02323
OG0000291	Praf.g_02495	Prah.g_02334
OG0000292	Praf.g_02497	Prah.g_02336
OG0000293	Praf.g_02500	Prah.g_02339
OG0000294	Praf.g_02502	Prah.g_02341
OG0000295	Praf.g_02505	Prah.g_02344
OG0000296	Praf.g_02506	Prah.g_02345
OG0000297	Praf.g_02509	Prah.g_02350
OG0000298	Praf.g_02512	Prah.g_02353
OG0000299	Praf.g_02513	Prah.g_02354
OG0000300	Praf.g_02514	Prah.g_02355
OG0000301	Praf.g_02515	Prah.g_02356
OG0000302	Praf.g_02516	Prah.g_02357
OG0000303	Praf.g_02517	Prah.g_02358
OG0000304	Praf.g_02519	Prah.g_02360
OG0000305	Praf.g_02520	Prah.g_02361
OG0000306	Praf.g_02524	Prah.g_02364
OG0000307	Praf.g_02525	Prah.g_02365
OG0000308	Praf.g_02531	Prah.g_02370
OG0000309	Praf.g_02532	Prah.g_02371
OG0000310	Praf.g_02533	Prah.g_02372
OG0000311	Praf.g_02582	Prah.g_02420
OG0000312	Praf.g_02581	Prah.g_02419
OG0000313	Praf.g_02575	Prah.g_02418
OG0000314	Praf.g_02574	Prah.g_02417
OG0000315	Praf.g_02572	Prah.g_02415
OG0000316	Praf.g_02568	Prah.g_02411
OG0000317	Praf.g_02567	Prah.g_02410
OG0000318	Praf.g_02566	Prah.g_02409
OG0000319	Praf.g_02560	Prah.g_02403
OG0000320	Praf.g_02559	Prah.g_02402
OG0000321	Praf.g_02557	Prah.g_02400
OG0000322	Praf.g_02556	Prah.g_02399
OG0000323	Praf.g_02555	Prah.g_02398
OG0000324	Praf.g_02554	Prah.g_02397
OG0000325	Praf.g_02553	Prah.g_02396
OG0000326	Praf.g_02552	Prah.g_02395
OG0000327	Praf.g_02551	Prah.g_02394
OG0000328	Praf.g_02549	Prah.g_02392
OG0000329	Praf.g_02548	Prah.g_02391
OG0000330	Praf.g_02547	Prah.g_02390
OG0000331	Praf.g_00374	Prah.g_01786
OG0000332	Praf.g_00745	Prah.g_01411
OG0000333	Praf.g_00744	Prah.g_01412
OG0000334	Praf.g_00743	Prah.g_01413
OG0000335	Praf.g_00378	Prah.g_01782
OG0000336	Praf.g_00379	Prah.g_01781
OG0000337	Praf.g_00385	Prah.g_01779
OG0000338	Praf.g_00392	Prah.g_01772
OG0000339	Praf.g_02203	Prah.g_02074
OG0000340	Praf.g_02207	Prah.g_02078
OG0000341	Praf.g_02208	Prah.g_02079
OG0000342	Praf.g_02209	Prah.g_02080
OG0000343	Praf.g_02210	Prah.g_02082
OG0000344	Praf.g_02215	Prah.g_02087
OG0000345	Praf.g_02242	Prah.g_02098
OG0000346	Praf.g_02243	Prah.g_02099
OG0000347	Praf.g_02245	Prah.g_02101
OG0000348	Praf.g_02247	Prah.g_02103
OG0000349	Praf.g_02249	Prah.g_02105
OG0000350	Praf.g_02255	Prah.g_02111
OG0000351	Praf.g_00375	Prah.g_01785
OG0000352	Praf.g_02259	Prah.g_02114
OG0000353	Praf.g_02260	Prah.g_02115
OG0000354	Praf.g_02262	Prah.g_02117
OG0000355	Praf.g_02263	Prah.g_02118
OG0000356	Praf.g_02264	Prah.g_02119
OG0000357	Praf.g_02265	Prah.g_02120
OG0000358	Praf.g_02266	Prah.g_02121
OG0000359	Praf.g_02268	Prah.g_02123
OG0000360	Praf.g_02273	Prah.g_02128
OG0000361	Praf.g_02274	Prah.g_02129
OG0000362	Praf.g_02275	Prah.g_02130
OG0000363	Praf.g_02277	Prah.g_02132
OG0000364	Praf.g_02282	Prah.g_02137
OG0000365	Praf.g_02283	Prah.g_02138
OG0000366	Praf.g_02285	Prah.g_02140
OG0000367	Praf.g_02287	Prah.g_02142
OG0000368	Praf.g_02288	Prah.g_02143
OG0000369	Praf.g_02289	Prah.g_02144
OG0000370	Praf.g_02290	Prah.g_02145
OG0000371	Praf.g_02291	Prah.g_02146
OG0000372	Praf.g_02292	Prah.g_02147
OG0000373	Praf.g_02293	Prah.g_02148
OG0000374	Praf.g_02296	Prah.g_02151
OG0000375	Praf.g_02297	Prah.g_02152
OG0000376	Praf.g_02301	Prah.g_02156
OG0000377	Praf.g_02302	Prah.g_02157
OG0000378	Praf.g_02303	Prah.g_02158
OG0000379	Praf.g_02304	Prah.g_02159
OG0000380	Praf.g_02314	Prah.g_02166
OG0000381	Praf.g_02315	Prah.g_02167
OG0000382	Praf.g_02316	Prah.g_02168
OG0000383	Praf.g_02318	Prah.g_02170
OG0000384	Praf.g_02321	Prah.g_02172
OG0000385	Praf.g_02322	Prah.g_02173
OG0000386	Praf.g_02323	Prah.g_02174
OG0000387	Praf.g_02324	Prah.g_02175
OG0000388	Praf.g_02325	Prah.g_02176
OG0000389	Praf.g_02326	Prah.g_02177
OG0000390	Praf.g_02327	Prah.g_02178
OG0000391	Praf.g_02328	Prah.g_02179
OG0000392	Praf.g_02329	Prah.g_02180
OG0000393	Praf.g_02330	Prah.g_02181
OG0000394	Praf.g_02331	Prah.g_02182
OG0000395	Praf.g_02332	Prah.g_02183
OG0000396	Praf.g_02335	Prah.g_02186
OG0000397	Praf.g_02347	Prah.g_02197
OG0000398	Praf.g_02349	Prah.g_02199
OG0000399	Praf.g_02073	Prah.g_01956
OG0000400	Praf.g_02066	Prah.g_01949
OG0000401	Praf.g_02065	Prah.g_01948
OG0000402	Praf.g_02054	Prah.g_01940
OG0000403	Praf.g_02052	Prah.g_01938
OG0000404	Praf.g_02051	Prah.g_01937
OG0000405	Praf.g_02049	Prah.g_01935
OG0000406	Praf.g_02045	Prah.g_01930
OG0000407	Praf.g_02044	Prah.g_01929
OG0000408	Praf.g_02031	Prah.g_01922
OG0000409	Praf.g_02030	Prah.g_01921
OG0000410	Praf.g_02029	Prah.g_01920
OG0000411	Praf.g_02028	Prah.g_01919
OG0000412	Praf.g_02027	Prah.g_01918
OG0000413	Praf.g_02026	Prah.g_01917
OG0000414	Praf.g_02025	Prah.g_01916
OG0000415	Praf.g_02024	Prah.g_01915
OG0000416	Praf.g_02016	Prah.g_00204
OG0000417	Praf.g_02015	Prah.g_00205
OG0000418	Praf.g_02012	Prah.g_00208
OG0000419	Praf.g_02011	Prah.g_00209
OG0000420	Praf.g_01616	Prah.g_00579
OG0000421	Praf.g_00322	Prah.g_01837
OG0000422	Praf.g_00495	Prah.g_01661
OG0000423	Praf.g_01003	Prah.g_01181
OG0000424	Praf.g_02201	Prah.g_02072
OG0000425	Praf.g_02002	Prah.g_00218
OG0000426	Praf.g_02001	Prah.g_00219
OG0000427	Praf.g_01999	Prah.g_00221
OG0000428	Praf.g_01990	Prah.g_00229
OG0000429	Praf.g_01989	Prah.g_00230
OG0000430	Praf.g_01987	Prah.g_00232
OG0000431	Praf.g_01986	Prah.g_00233
OG0000432	Praf.g_01985	Prah.g_00234
OG0000433	Praf.g_01984	Prah.g_00235
OG0000434	Praf.g_01982	Prah.g_00237
OG0000435	Praf.g_01981	Prah.g_00238
OG0000436	Praf.g_01980	Prah.g_00239
OG0000437	Praf.g_01979	Prah.g_00240
OG0000438	Praf.g_01978	Prah.g_00241
OG0000439	Praf.g_01977	Prah.g_00242
OG0000440	Praf.g_01972	Prah.g_00247
OG0000441	Praf.g_01963	Prah.g_00251
OG0000442	Praf.g_01962	Prah.g_00252
OG0000443	Praf.g_01961	Prah.g_00253
OG0000444	Praf.g_01960	Prah.g_00254
OG0000445	Praf.g_01959	Prah.g_00255
OG0000446	Praf.g_01957	Prah.g_00257
OG0000447	Praf.g_01956	Prah.g_00258
OG0000448	Praf.g_01952	Prah.g_00261
OG0000449	Praf.g_01942	Prah.g_00290
OG0000450	Praf.g_01941	Prah.g_00291
OG0000451	Praf.g_01938	Prah.g_00294
OG0000452	Praf.g_01915	Prah.g_00304
OG0000453	Praf.g_01913	Prah.g_00306
OG0000454	Praf.g_01911	Prah.g_00308
OG0000455	Praf.g_01909	Prah.g_00310
OG0000456	Praf.g_00586	Prah.g_01575
OG0000457	Praf.g_00589	Prah.g_01572
OG0000458	Praf.g_00594	Prah.g_01567
OG0000459	Praf.g_00596	Prah.g_01565
OG0000460	Praf.g_00598	Prah.g_01563
OG0000461	Praf.g_00599	Prah.g_01562
OG0000462	Praf.g_00600	Prah.g_01561
OG0000463	Praf.g_00603	Prah.g_01558
OG0000464	Praf.g_00605	Prah.g_01556
OG0000465	Praf.g_00606	Prah.g_01555
OG0000466	Praf.g_00607	Prah.g_01554
OG0000467	Praf.g_00608	Prah.g_01553
OG0000468	Praf.g_00609	Prah.g_01552
OG0000469	Praf.g_00610	Prah.g_01551
OG0000470	Praf.g_00611	Prah.g_01550
OG0000471	Praf.g_00612	Prah.g_01549
OG0000472	Praf.g_00619	Prah.g_01541
OG0000473	Praf.g_00621	Prah.g_01540
OG0000474	Praf.g_00622	Prah.g_01539
OG0000475	Praf.g_00623	Prah.g_01538
OG0000476	Praf.g_00626	Prah.g_01535
OG0000477	Praf.g_00627	Prah.g_01534
OG0000478	Praf.g_00628	Prah.g_01533
OG0000479	Praf.g_00629	Prah.g_01532
OG0000480	Praf.g_00630	Prah.g_01530
OG0000481	Praf.g_00631	Prah.g_01529
OG0000482	Praf.g_00632	Prah.g_01528
OG0000483	Praf.g_00634	Prah.g_01526
OG0000484	Praf.g_00635	Prah.g_01525
OG0000485	Praf.g_00636	Prah.g_01524
OG0000486	Praf.g_00641	Prah.g_01519
OG0000487	Praf.g_00646	Prah.g_01514
OG0000488	Praf.g_00647	Prah.g_01513
OG0000489	Praf.g_00648	Prah.g_01512
OG0000490	Praf.g_00650	Prah.g_01510
OG0000491	Praf.g_00651	Prah.g_01509
OG0000492	Praf.g_00656	Prah.g_01505
OG0000493	Praf.g_01177	Prah.g_01094
OG0000494	Praf.g_01131	Prah.g_01035
OG0000495	Praf.g_00661	Prah.g_01500
OG0000496	Praf.g_00663	Prah.g_01498
OG0000497	Praf.g_00665	Prah.g_01496
OG0000498	Praf.g_00666	Prah.g_01495
OG0000499	Praf.g_00670	Prah.g_01489
OG0000500	Praf.g_00673	Prah.g_01484
OG0000501	Praf.g_00675	Prah.g_01482
OG0000502	Praf.g_00677	Prah.g_01480
OG0000503	Praf.g_00683	Prah.g_01474
OG0000504	Praf.g_00684	Prah.g_01473
OG0000505	Praf.g_00685	Prah.g_01472
OG0000506	Praf.g_00687	Prah.g_01470
OG0000507	Praf.g_00688	Prah.g_01469
OG0000508	Praf.g_00689	Prah.g_01468
OG0000509	Praf.g_00690	Prah.g_01467
OG0000510	Praf.g_00691	Prah.g_01466
OG0000511	Praf.g_00693	Prah.g_01464
OG0000512	Praf.g_00694	Prah.g_01463
OG0000513	Praf.g_00695	Prah.g_01462
OG0000514	Praf.g_00696	Prah.g_01461
OG0000515	Praf.g_00697	Prah.g_01460
OG0000516	Praf.g_00698	Prah.g_01459
OG0000517	Praf.g_00700	Prah.g_01458
OG0000518	Praf.g_00701	Prah.g_01457
OG0000519	Praf.g_00703	Prah.g_01454
OG0000520	Praf.g_00705	Prah.g_01452
OG0000521	Praf.g_00706	Prah.g_01451
OG0000522	Praf.g_00707	Prah.g_01450
OG0000523	Praf.g_00708	Prah.g_01449
OG0000524	Praf.g_00709	Prah.g_01448
OG0000525	Praf.g_00711	Prah.g_01446
OG0000526	Praf.g_00712	Prah.g_01445
OG0000527	Praf.g_00713	Prah.g_01444
OG0000528	Praf.g_00714	Prah.g_01443
OG0000529	Praf.g_00716	Prah.g_01441
OG0000530	Praf.g_00717	Prah.g_01440
OG0000531	Praf.g_00718	Prah.g_01439
OG0000532	Praf.g_00719	Prah.g_01438
OG0000533	Praf.g_00723	Prah.g_01434
OG0000534	Praf.g_00724	Prah.g_01433
OG0000535	Praf.g_00725	Prah.g_01432
OG0000536	Praf.g_00726	Prah.g_01431
OG0000537	Praf.g_00728	Prah.g_01430
OG0000538	Praf.g_00729	Prah.g_01429
OG0000539	Praf.g_00733	Prah.g_01425
OG0000540	Praf.g_00734	Prah.g_01424
OG0000541	Praf.g_00735	Prah.g_01423
OG0000542	Praf.g_00739	Prah.g_01417
OG0000543	Praf.g_00740	Prah.g_01416
OG0000544	Praf.g_00741	Prah.g_01415
OG0000545	Praf.g_00742	Prah.g_01414
OG0000546	Praf.g_00749	Prah.g_01408
OG0000547	Praf.g_00750	Prah.g_01407
OG0000548	Praf.g_00751	Prah.g_01406
