Orthogroup	Praf	Prba
OG0000117	Praf.g_00595	Prba.g_00981
OG0000118	Praf.g_00143, Praf.g_00616	Prba.g_00962
OG0000119	Praf.g_00658	Prba.g_00929
OG0000120	Praf.g_00660	Prba.g_00928
OG0000121	Praf.g_00681	Prba.g_01772
OG0000122	Praf.g_00692	Prba.g_01763
OG0000123	Praf.g_00730	Prba.g_01732
OG0000124	Praf.g_01036, Praf.g_01720	Prba.g_01666
OG0000125	Praf.g_01035, Praf.g_01721	Prba.g_01665
OG0000126	Praf.g_01034, Praf.g_01722	Prba.g_01664
OG0000127	Praf.g_00780, Praf.g_00406	Prba.g_01631
OG0000128	Praf.g_01304	Prba.g_01592
OG0000129	Praf.g_00144, Praf.g_01435	Prba.g_01572
OG0000130	Praf.g_00941	Prba.g_01514
OG0000131	Praf.g_01528	Prba.g_01501
OG0000132	Praf.g_01590	Prba.g_01465
OG0000133	Praf.g_00104, Praf.g_01497	Prba.g_01379
OG0000134	Praf.g_01503	Prba.g_01369
OG0000135	Praf.g_01384, Praf.g_01383	Prba.g_01333
OG0000136	Praf.g_01277	Prba.g_01267
OG0000137	Praf.g_02692	Prba.g_00094
OG0000139	Praf.g_00861	Prba.g_00057
OG0000140	Praf.g_00938	Prba.g_00006
OG0000141	Praf.g_01285	Prba.g_01084
OG0000142	Praf.g_00779	Prba.g_01204
OG0000143	Praf.g_00585, Praf.g_00583	Prba.g_00196
OG0000144	Praf.g_01778, Praf.g_01776	Prba.g_00110
OG0000145	Praf.g_01795	Prba.g_00712
OG0000146	Praf.g_01848	Prba.g_00676, Prba.g_00351
OG0000147	Praf.g_00502	Prba.g_00311
OG0000148	Praf.g_00501	Prba.g_00310
OG0000149	Praf.g_00485	Prba.g_00228
OG0000150	Praf.g_00437	Prba.g_00584
OG0000151	Praf.g_00434	Prba.g_00581
OG0000152	Praf.g_00402	Prba.g_00352
OG0000153	Praf.g_02162	Prba.g_00388
OG0000154	Praf.g_02125	Prba.g_00424
OG0000155	Praf.g_02102	Prba.g_01051
OG0000156	Praf.g_02396	Prba.g_00752
OG0000157	Praf.g_00152	Prba.g_00785
OG0000158	Praf.g_02757	Prba.g_01776, Prba.g_00848
OG0000160	Praf.g_00001	Prba.g_01794
OG0000161	Praf.g_00002	Prba.g_01795
OG0000162	Praf.g_00004	Prba.g_01797
OG0000163	Praf.g_00005	Prba.g_01798
OG0000164	Praf.g_00006	Prba.g_01799
OG0000165	Praf.g_00007	Prba.g_01800
OG0000166	Praf.g_00009	Prba.g_01801
OG0000167	Praf.g_00010	Prba.g_01802
OG0000168	Praf.g_00011	Prba.g_01803
OG0000169	Praf.g_00013	Prba.g_01805
OG0000170	Praf.g_00015	Prba.g_01807
OG0000171	Praf.g_00016	Prba.g_01808
OG0000172	Praf.g_00021	Prba.g_01809
OG0000173	Praf.g_00022	Prba.g_01810
OG0000174	Praf.g_00023	Prba.g_01811
OG0000175	Praf.g_00024	Prba.g_01812
OG0000176	Praf.g_00025	Prba.g_01813
OG0000177	Praf.g_00026	Prba.g_01814
OG0000178	Praf.g_00027	Prba.g_01815
OG0000179	Praf.g_00029	Prba.g_01817
OG0000180	Praf.g_00030	Prba.g_01818
OG0000181	Praf.g_00031	Prba.g_01819
OG0000182	Praf.g_00032	Prba.g_01820
OG0000183	Praf.g_00033	Prba.g_01821
OG0000184	Praf.g_00035	Prba.g_01822
OG0000185	Praf.g_00040	Prba.g_01825
OG0000186	Praf.g_00045	Prba.g_01828
OG0000187	Praf.g_00046	Prba.g_01829
OG0000188	Praf.g_00047	Prba.g_01830
OG0000189	Praf.g_00050	Prba.g_01834
OG0000190	Praf.g_00052	Prba.g_01836
OG0000191	Praf.g_02654	Prba.g_01837
OG0000192	Praf.g_02652	Prba.g_01838
OG0000193	Praf.g_02618	Prba.g_01839
OG0000194	Praf.g_02611	Prba.g_01840
OG0000195	Praf.g_02605	Prba.g_01841
OG0000196	Praf.g_02603	Prba.g_01842
OG0000197	Praf.g_02601	Prba.g_01844
OG0000198	Praf.g_02597	Prba.g_01845
OG0000199	Praf.g_02596	Prba.g_01846
OG0000200	Praf.g_00328	Prba.g_01852
OG0000201	Praf.g_00326	Prba.g_01853
OG0000202	Praf.g_00325	Prba.g_01854
OG0000203	Praf.g_00321	Prba.g_01857
OG0000204	Praf.g_00320	Prba.g_01858
OG0000205	Praf.g_00316	Prba.g_01861
OG0000206	Praf.g_00314	Prba.g_01863
OG0000207	Praf.g_00310	Prba.g_01865
OG0000208	Praf.g_00309	Prba.g_01866
OG0000209	Praf.g_00962	Prba.g_01867
OG0000210	Praf.g_00308	Prba.g_01868
OG0000211	Praf.g_00304	Prba.g_01869
OG0000212	Praf.g_00303	Prba.g_01870
OG0000213	Praf.g_00302	Prba.g_01871
OG0000214	Praf.g_00301	Prba.g_01872
OG0000215	Praf.g_00300	Prba.g_01873
OG0000216	Praf.g_00299	Prba.g_01874
OG0000217	Praf.g_00297	Prba.g_01876
OG0000218	Praf.g_00296	Prba.g_01877
OG0000219	Praf.g_00268	Prba.g_01878
OG0000220	Praf.g_00264	Prba.g_01879
OG0000221	Praf.g_00259	Prba.g_01882
OG0000222	Praf.g_00258	Prba.g_01883
OG0000223	Praf.g_00257	Prba.g_01884
OG0000224	Praf.g_00255	Prba.g_01885
OG0000225	Praf.g_00254	Prba.g_01886
OG0000226	Praf.g_00253	Prba.g_01887
OG0000227	Praf.g_00251	Prba.g_01888
OG0000228	Praf.g_00250	Prba.g_01889
OG0000229	Praf.g_00249	Prba.g_01890
OG0000230	Praf.g_00248	Prba.g_01891
OG0000231	Praf.g_00247	Prba.g_01892
OG0000232	Praf.g_00245	Prba.g_01894
OG0000233	Praf.g_00244	Prba.g_01895
OG0000234	Praf.g_00243	Prba.g_01896
OG0000235	Praf.g_00240	Prba.g_01897
OG0000236	Praf.g_00232	Prba.g_01898
OG0000237	Praf.g_00230	Prba.g_01899
OG0000238	Praf.g_00225	Prba.g_01900
OG0000239	Praf.g_00223	Prba.g_01902
OG0000240	Praf.g_00221	Prba.g_01903
OG0000241	Praf.g_00219	Prba.g_01904
OG0000242	Praf.g_00218	Prba.g_01905
OG0000243	Praf.g_00214	Prba.g_01908
OG0000244	Praf.g_00209	Prba.g_01910
OG0000245	Praf.g_00208	Prba.g_01911
OG0000246	Praf.g_00207	Prba.g_01912
OG0000247	Praf.g_02403	Prba.g_01915
OG0000248	Praf.g_02405	Prba.g_01917
OG0000249	Praf.g_02408	Prba.g_01918
OG0000250	Praf.g_02410	Prba.g_01919
OG0000251	Praf.g_02411	Prba.g_01920
OG0000252	Praf.g_02412	Prba.g_01921
OG0000253	Praf.g_02413	Prba.g_01922
OG0000254	Praf.g_02415	Prba.g_01924
OG0000255	Praf.g_02416	Prba.g_01925
OG0000256	Praf.g_02421	Prba.g_01928
OG0000257	Praf.g_02430	Prba.g_01930
OG0000258	Praf.g_02432	Prba.g_01933
OG0000259	Praf.g_02433	Prba.g_01934
OG0000260	Praf.g_02434	Prba.g_01935
OG0000261	Praf.g_02435	Prba.g_01936
OG0000262	Praf.g_02436	Prba.g_01937
OG0000263	Praf.g_02438	Prba.g_01939
OG0000264	Praf.g_02439	Prba.g_01940
OG0000265	Praf.g_02440	Prba.g_01941
OG0000266	Praf.g_02441	Prba.g_01942
OG0000267	Praf.g_02442	Prba.g_01943
OG0000268	Praf.g_02444	Prba.g_01944
OG0000269	Praf.g_02446	Prba.g_01946
OG0000270	Praf.g_02447	Prba.g_01947
OG0000271	Praf.g_02448	Prba.g_01948
OG0000272	Praf.g_02449	Prba.g_01949
OG0000273	Praf.g_02450	Prba.g_01950
OG0000274	Praf.g_02451	Prba.g_01951
OG0000275	Praf.g_02452	Prba.g_01952
OG0000276	Praf.g_02453	Prba.g_01953
OG0000277	Praf.g_02455	Prba.g_00623
OG0000278	Praf.g_02456	Prba.g_00624
OG0000279	Praf.g_02457	Prba.g_00625
OG0000280	Praf.g_02469	Prba.g_00627
OG0000281	Praf.g_02470	Prba.g_00629
OG0000282	Praf.g_02471	Prba.g_00630
OG0000283	Praf.g_02472	Prba.g_00631
OG0000284	Praf.g_02473	Prba.g_00632
OG0000285	Praf.g_02474	Prba.g_00633
OG0000286	Praf.g_02475	Prba.g_00634
OG0000287	Praf.g_02476	Prba.g_00635
OG0000288	Praf.g_01486	Prba.g_00637
OG0000289	Praf.g_02489	Prba.g_00638
OG0000290	Praf.g_02491	Prba.g_00639
OG0000291	Praf.g_02495	Prba.g_00641
OG0000292	Praf.g_02497	Prba.g_00642
OG0000293	Praf.g_02500	Prba.g_00643
OG0000294	Praf.g_02502	Prba.g_00644
OG0000295	Praf.g_02505	Prba.g_00645
OG0000296	Praf.g_02506	Prba.g_00646
OG0000297	Praf.g_02509	Prba.g_00647
OG0000298	Praf.g_02512	Prba.g_00649
OG0000299	Praf.g_02513	Prba.g_00650
OG0000300	Praf.g_02514	Prba.g_00651
OG0000301	Praf.g_02515	Prba.g_00652
OG0000302	Praf.g_02516	Prba.g_00653
OG0000303	Praf.g_02517	Prba.g_00654
OG0000304	Praf.g_02519	Prba.g_00656
OG0000305	Praf.g_02520	Prba.g_00657
OG0000306	Praf.g_02524	Prba.g_00660
OG0000307	Praf.g_02525	Prba.g_00661
OG0000308	Praf.g_02531	Prba.g_00662
OG0000309	Praf.g_02532	Prba.g_00663
OG0000310	Praf.g_02533	Prba.g_00664
OG0000311	Praf.g_02582	Prba.g_00665
OG0000312	Praf.g_02581	Prba.g_00666
OG0000313	Praf.g_02575	Prba.g_00667
OG0000314	Praf.g_02574	Prba.g_00668
OG0000315	Praf.g_02572	Prba.g_00669
OG0000316	Praf.g_02568	Prba.g_00670
OG0000317	Praf.g_02567	Prba.g_00671
OG0000318	Praf.g_02566	Prba.g_00672
OG0000319	Praf.g_02560	Prba.g_00673
OG0000320	Praf.g_02559	Prba.g_00674
OG0000321	Praf.g_02557	Prba.g_00675
OG0000322	Praf.g_02556	Prba.g_00439
OG0000323	Praf.g_02555	Prba.g_00440
OG0000324	Praf.g_02554	Prba.g_00441
OG0000325	Praf.g_02553	Prba.g_00442
OG0000326	Praf.g_02552	Prba.g_00443
OG0000327	Praf.g_02551	Prba.g_00444
OG0000328	Praf.g_02549	Prba.g_00445
OG0000329	Praf.g_02548	Prba.g_00446
OG0000330	Praf.g_02547	Prba.g_00447
OG0000331	Praf.g_00374	Prba.g_00448
OG0000332	Praf.g_00745	Prba.g_00449
OG0000333	Praf.g_00744	Prba.g_00450
OG0000334	Praf.g_00743	Prba.g_00451
OG0000335	Praf.g_00378	Prba.g_00452
OG0000336	Praf.g_00379	Prba.g_00454
OG0000337	Praf.g_00385	Prba.g_00455
OG0000338	Praf.g_00392	Prba.g_00459
OG0000339	Praf.g_02203	Prba.g_00461
OG0000340	Praf.g_02207	Prba.g_00463
OG0000341	Praf.g_02208	Prba.g_00464
OG0000342	Praf.g_02209	Prba.g_00465
OG0000343	Praf.g_02210	Prba.g_00466
OG0000344	Praf.g_02215	Prba.g_00469
OG0000345	Praf.g_02242	Prba.g_00472
OG0000346	Praf.g_02243	Prba.g_00473
OG0000347	Praf.g_02245	Prba.g_00476
OG0000348	Praf.g_02247	Prba.g_00477
OG0000349	Praf.g_02249	Prba.g_00478
OG0000350	Praf.g_02255	Prba.g_00480
OG0000351	Praf.g_00375	Prba.g_00481
OG0000352	Praf.g_02259	Prba.g_00482
OG0000353	Praf.g_02260	Prba.g_00483
OG0000354	Praf.g_02262	Prba.g_00484
OG0000355	Praf.g_02263	Prba.g_00485
OG0000356	Praf.g_02264	Prba.g_00486
OG0000357	Praf.g_02265	Prba.g_00487
OG0000358	Praf.g_02266	Prba.g_00488
OG0000359	Praf.g_02268	Prba.g_00489
OG0000360	Praf.g_02273	Prba.g_00492
OG0000361	Praf.g_02274	Prba.g_00493
OG0000362	Praf.g_02275	Prba.g_00494
OG0000363	Praf.g_02277	Prba.g_00495
OG0000364	Praf.g_02282	Prba.g_00499
OG0000365	Praf.g_02283	Prba.g_00500
OG0000366	Praf.g_02285	Prba.g_00502
OG0000367	Praf.g_02287	Prba.g_00503
OG0000368	Praf.g_02288	Prba.g_00504
OG0000369	Praf.g_02289	Prba.g_00505
OG0000370	Praf.g_02290	Prba.g_00506
OG0000371	Praf.g_02291	Prba.g_00507
OG0000372	Praf.g_02292	Prba.g_00508
OG0000373	Praf.g_02293	Prba.g_00509
OG0000374	Praf.g_02296	Prba.g_00510
OG0000375	Praf.g_02297	Prba.g_00511
OG0000376	Praf.g_02301	Prba.g_00514
OG0000377	Praf.g_02302	Prba.g_00515
OG0000378	Praf.g_02303	Prba.g_00516
OG0000379	Praf.g_02304	Prba.g_00517
OG0000380	Praf.g_02314	Prba.g_00518
OG0000381	Praf.g_02315	Prba.g_00519
OG0000382	Praf.g_02316	Prba.g_00520
OG0000383	Praf.g_02318	Prba.g_00521
OG0000384	Praf.g_02321	Prba.g_00524
OG0000385	Praf.g_02322	Prba.g_00525
OG0000386	Praf.g_02323	Prba.g_00526
OG0000387	Praf.g_02324	Prba.g_00527
OG0000388	Praf.g_02325	Prba.g_00528
OG0000389	Praf.g_02326	Prba.g_00529
OG0000390	Praf.g_02327	Prba.g_00530
OG0000391	Praf.g_02328	Prba.g_00531
OG0000392	Praf.g_02329	Prba.g_00532
OG0000393	Praf.g_02330	Prba.g_00533
OG0000394	Praf.g_02331	Prba.g_00534
OG0000395	Praf.g_02332	Prba.g_00535
OG0000396	Praf.g_02335	Prba.g_00537
OG0000397	Praf.g_02347	Prba.g_00539
OG0000398	Praf.g_02349	Prba.g_00540
OG0000399	Praf.g_02073	Prba.g_00543
OG0000400	Praf.g_02066	Prba.g_00544
OG0000401	Praf.g_02065	Prba.g_00545
OG0000402	Praf.g_02054	Prba.g_00550
OG0000403	Praf.g_02052	Prba.g_00551
OG0000404	Praf.g_02051	Prba.g_00552
OG0000405	Praf.g_02049	Prba.g_00554
OG0000406	Praf.g_02045	Prba.g_00557
OG0000407	Praf.g_02044	Prba.g_00558
OG0000408	Praf.g_02031	Prba.g_00561
OG0000409	Praf.g_02030	Prba.g_00562
OG0000410	Praf.g_02029	Prba.g_00218
OG0000411	Praf.g_02028	Prba.g_00219
OG0000412	Praf.g_02027	Prba.g_00220
OG0000413	Praf.g_02026	Prba.g_00221
OG0000414	Praf.g_02025	Prba.g_00222
OG0000415	Praf.g_02024	Prba.g_00223
OG0000416	Praf.g_02016	Prba.g_00849
OG0000417	Praf.g_02015	Prba.g_00850
OG0000418	Praf.g_02012	Prba.g_00851
OG0000419	Praf.g_02011	Prba.g_00852
OG0000420	Praf.g_01616	Prba.g_00853
OG0000421	Praf.g_00322	Prba.g_00865
OG0000422	Praf.g_00495	Prba.g_00873
OG0000423	Praf.g_01003	Prba.g_00874
OG0000424	Praf.g_02201	Prba.g_00880
OG0000425	Praf.g_02002	Prba.g_01030
OG0000426	Praf.g_02001	Prba.g_01029
OG0000427	Praf.g_01999	Prba.g_01028
OG0000428	Praf.g_01990	Prba.g_01026
OG0000429	Praf.g_01989	Prba.g_01025
OG0000430	Praf.g_01987	Prba.g_01023
OG0000431	Praf.g_01986	Prba.g_01022
OG0000432	Praf.g_01985	Prba.g_01021
OG0000433	Praf.g_01984	Prba.g_01020
OG0000434	Praf.g_01982	Prba.g_01019
OG0000435	Praf.g_01981	Prba.g_01018
OG0000436	Praf.g_01980	Prba.g_01017
OG0000437	Praf.g_01979	Prba.g_01016
OG0000438	Praf.g_01978	Prba.g_01015
OG0000439	Praf.g_01977	Prba.g_01014
OG0000440	Praf.g_01972	Prba.g_01013
OG0000441	Praf.g_01963	Prba.g_01012
OG0000442	Praf.g_01962	Prba.g_01011
OG0000443	Praf.g_01961	Prba.g_01010
OG0000444	Praf.g_01960	Prba.g_01009
OG0000445	Praf.g_01959	Prba.g_01008
OG0000446	Praf.g_01957	Prba.g_01006
OG0000447	Praf.g_01956	Prba.g_01005
OG0000448	Praf.g_01952	Prba.g_01003
OG0000449	Praf.g_01942	Prba.g_01000
OG0000450	Praf.g_01941	Prba.g_00999
OG0000451	Praf.g_01938	Prba.g_00998
OG0000452	Praf.g_01915	Prba.g_00997
OG0000453	Praf.g_01913	Prba.g_00996
OG0000454	Praf.g_01911	Prba.g_00990
OG0000455	Praf.g_01909	Prba.g_00988
OG0000456	Praf.g_00586	Prba.g_00984
OG0000457	Praf.g_00589	Prba.g_00983
OG0000458	Praf.g_00594	Prba.g_00982
OG0000459	Praf.g_00596	Prba.g_00980
OG0000460	Praf.g_00598	Prba.g_00978
OG0000461	Praf.g_00599	Prba.g_00977
OG0000462	Praf.g_00600	Prba.g_00976
OG0000463	Praf.g_00603	Prba.g_00974
OG0000464	Praf.g_00605	Prba.g_00973
OG0000465	Praf.g_00606	Prba.g_00972
OG0000466	Praf.g_00607	Prba.g_00971
OG0000467	Praf.g_00608	Prba.g_00970
OG0000468	Praf.g_00609	Prba.g_00969
OG0000469	Praf.g_00610	Prba.g_00968
OG0000470	Praf.g_00611	Prba.g_00967
OG0000471	Praf.g_00612	Prba.g_00966
OG0000472	Praf.g_00619	Prba.g_00961
OG0000473	Praf.g_00621	Prba.g_00960
OG0000474	Praf.g_00622	Prba.g_00959
OG0000475	Praf.g_00623	Prba.g_00958
OG0000476	Praf.g_00626	Prba.g_00956
OG0000477	Praf.g_00627	Prba.g_00955
OG0000478	Praf.g_00628	Prba.g_00954
OG0000479	Praf.g_00629	Prba.g_00953
OG0000480	Praf.g_00630	Prba.g_00951
OG0000481	Praf.g_00631	Prba.g_00949
OG0000482	Praf.g_00632	Prba.g_00948
OG0000483	Praf.g_00634	Prba.g_00946
OG0000484	Praf.g_00635	Prba.g_00945
OG0000485	Praf.g_00636	Prba.g_00944
OG0000486	Praf.g_00641	Prba.g_00943
OG0000487	Praf.g_00646	Prba.g_00938
OG0000488	Praf.g_00647	Prba.g_00936
OG0000489	Praf.g_00648	Prba.g_00935
OG0000490	Praf.g_00650	Prba.g_00934
OG0000491	Praf.g_00651	Prba.g_00933
OG0000492	Praf.g_00656	Prba.g_00932
OG0000493	Praf.g_01177	Prba.g_00931
OG0000494	Praf.g_01131	Prba.g_00930
OG0000495	Praf.g_00661	Prba.g_00927
OG0000496	Praf.g_00663	Prba.g_00926
OG0000497	Praf.g_00665	Prba.g_00925
OG0000498	Praf.g_00666	Prba.g_00924
OG0000499	Praf.g_00670	Prba.g_00923
OG0000500	Praf.g_00673	Prba.g_01775
OG0000501	Praf.g_00675	Prba.g_01774
OG0000502	Praf.g_00677	Prba.g_01773
OG0000503	Praf.g_00683	Prba.g_01771
OG0000504	Praf.g_00684	Prba.g_01770
OG0000505	Praf.g_00685	Prba.g_01769
OG0000506	Praf.g_00687	Prba.g_01768
OG0000507	Praf.g_00688	Prba.g_01767
OG0000508	Praf.g_00689	Prba.g_01766
OG0000509	Praf.g_00690	Prba.g_01765
OG0000510	Praf.g_00691	Prba.g_01764
OG0000511	Praf.g_00693	Prba.g_01762
OG0000512	Praf.g_00694	Prba.g_01761
OG0000513	Praf.g_00695	Prba.g_01760
OG0000514	Praf.g_00696	Prba.g_01759
OG0000515	Praf.g_00697	Prba.g_01758
OG0000516	Praf.g_00698	Prba.g_01757
OG0000517	Praf.g_00700	Prba.g_01755
OG0000518	Praf.g_00701	Prba.g_01754
OG0000519	Praf.g_00703	Prba.g_01753
OG0000520	Praf.g_00705	Prba.g_01752
OG0000521	Praf.g_00706	Prba.g_01751
OG0000522	Praf.g_00707	Prba.g_01750
OG0000523	Praf.g_00708	Prba.g_01749
OG0000524	Praf.g_00709	Prba.g_01748
OG0000525	Praf.g_00711	Prba.g_01747
OG0000526	Praf.g_00712	Prba.g_01746
OG0000527	Praf.g_00713	Prba.g_01745
OG0000528	Praf.g_00714	Prba.g_01744
OG0000529	Praf.g_00716	Prba.g_01743
OG0000530	Praf.g_00717	Prba.g_01742
OG0000531	Praf.g_00718	Prba.g_01741
OG0000532	Praf.g_00719	Prba.g_01740
OG0000533	Praf.g_00723	Prba.g_01738
OG0000534	Praf.g_00724	Prba.g_01737
OG0000535	Praf.g_00725	Prba.g_01736
OG0000536	Praf.g_00726	Prba.g_01735
OG0000537	Praf.g_00728	Prba.g_01734
OG0000538	Praf.g_00729	Prba.g_01733
OG0000539	Praf.g_00733	Prba.g_01730
OG0000540	Praf.g_00734	Prba.g_01729
OG0000541	Praf.g_00735	Prba.g_01728
OG0000542	Praf.g_00739	Prba.g_01726
OG0000543	Praf.g_00740	Prba.g_01725
OG0000544	Praf.g_00741	Prba.g_01724
OG0000545	Praf.g_00742	Prba.g_01723
OG0000546	Praf.g_00749	Prba.g_01722
OG0000547	Praf.g_00750	Prba.g_01721
OG0000548	Praf.g_00751	Prba.g_01720
OG0000549	Praf.g_00753	Prba.g_01718
OG0000550	Praf.g_00754	Prba.g_01717
OG0000551	Praf.g_00755	Prba.g_01716
OG0000552	Praf.g_00756	Prba.g_01715
OG0000553	Praf.g_00757	Prba.g_01714
OG0000554	Praf.g_00758	Prba.g_01713
OG0000555	Praf.g_00761	Prba.g_01712
OG0000556	Praf.g_00763	Prba.g_01711
OG0000557	Praf.g_00764	Prba.g_01710
OG0000558	Praf.g_00765	Prba.g_01709
OG0000559	Praf.g_00766	Prba.g_01708
OG0000560	Praf.g_00767	Prba.g_01707
OG0000561	Praf.g_00768	Prba.g_01706
OG0000562	Praf.g_00769	Prba.g_01705
OG0000563	Praf.g_00771	Prba.g_01704
OG0000564	Praf.g_00773	Prba.g_01703
OG0000565	Praf.g_01659	Prba.g_01702
OG0000566	Praf.g_01661	Prba.g_01701
OG0000567	Praf.g_01662	Prba.g_01700
OG0000568	Praf.g_01663	Prba.g_01699
OG0000569	Praf.g_01666	Prba.g_01696
OG0000570	Praf.g_01667	Prba.g_01695
OG0000571	Praf.g_01669	Prba.g_01693
OG0000572	Praf.g_01674	Prba.g_01692
OG0000573	Praf.g_01675	Prba.g_01691
OG0000574	Praf.g_01676	Prba.g_01690
OG0000575	Praf.g_01680	Prba.g_01689
OG0000576	Praf.g_01684	Prba.g_01688
OG0000577	Praf.g_01685	Prba.g_01687
OG0000578	Praf.g_01687	Prba.g_01686
OG0000579	Praf.g_01688	Prba.g_01685
OG0000580	Praf.g_01689	Prba.g_01684
OG0000581	Praf.g_01690	Prba.g_01683
OG0000582	Praf.g_01692	Prba.g_01682
OG0000583	Praf.g_01693	Prba.g_01681
OG0000584	Praf.g_01695	Prba.g_01679
OG0000585	Praf.g_01696	Prba.g_01678
OG0000586	Praf.g_01698	Prba.g_01677
