Orthogroup	Praf	Pray
OG0000088	Praf.g_01193	Pray.g_00883
OG0000090	Praf.g_02342	Pray.g_01788
OG0000091	Praf.g_01806	Pray.g_01714
OG0000092	Praf.g_00549	Pray.g_01595
OG0000093	Praf.g_02172, Praf.g_00148	Pray.g_01258
OG0000094	Praf.g_02123	Pray.g_01303
OG0000095	Praf.g_02382, Praf.g_02380, Praf.g_02378	Pray.g_01337
OG0000096	Praf.g_00053	Pray.g_01409
OG0000098	Praf.g_00003	Pray.g_01464
OG0000099	Praf.g_00028	Pray.g_01485
OG0000101	Praf.g_00333, Praf.g_02602	Pray.g_00234
OG0000102	Praf.g_00224	Pray.g_00176
OG0000103	Praf.g_00212	Pray.g_00168
OG0000104	Praf.g_02420	Pray.g_00150
OG0000105	Praf.g_02468	Pray.g_00651
OG0000106	Praf.g_02711, Praf.g_02492	Pray.g_00665
OG0000107	Praf.g_02511	Pray.g_00673
OG0000108	Praf.g_02708, Praf.g_02521	Pray.g_00683
OG0000109	Praf.g_00391	Pray.g_00720
OG0000110	Praf.g_02217	Pray.g_00732
OG0000111	Praf.g_02271	Pray.g_00753
OG0000113	Praf.g_02300	Pray.g_00775
OG0000114	Praf.g_02358	Pray.g_00803
OG0000115	Praf.g_01908	Pray.g_00964
OG0000116	Praf.g_01905	Pray.g_00966
OG0000117	Praf.g_00595	Pray.g_00970
OG0000118	Praf.g_00143, Praf.g_00616	Pray.g_00990
OG0000119	Praf.g_00658	Pray.g_01023
OG0000120	Praf.g_00660	Pray.g_01024, Pray.g_01228
OG0000121	Praf.g_00681	Pray.g_01218
OG0000122	Praf.g_00692	Pray.g_01209
OG0000123	Praf.g_00730	Pray.g_01178
OG0000124	Praf.g_01036, Praf.g_01720	Pray.g_01112
OG0000125	Praf.g_01035, Praf.g_01721	Pray.g_01111
OG0000126	Praf.g_01034, Praf.g_01722	Pray.g_01110
OG0000127	Praf.g_00780, Praf.g_00406	Pray.g_01077
OG0000128	Praf.g_01304	Pray.g_01038
OG0000129	Praf.g_00144, Praf.g_01435	Pray.g_00275
OG0000130	Praf.g_00941	Pray.g_00333
OG0000131	Praf.g_01528	Pray.g_00346
OG0000132	Praf.g_01590	Pray.g_00382
OG0000133	Praf.g_00104, Praf.g_01497	Pray.g_00469
OG0000134	Praf.g_01503	Pray.g_00479
OG0000135	Praf.g_01384, Praf.g_01383	Pray.g_00515
OG0000136	Praf.g_01277	Pray.g_00581
OG0000137	Praf.g_02692	Pray.g_00094
OG0000139	Praf.g_00861	Pray.g_00057
OG0000140	Praf.g_00938	Pray.g_00006
OG0000141	Praf.g_01285	Pray.g_00250
OG0000142	Praf.g_00779	Pray.g_01858
OG0000143	Praf.g_00585, Praf.g_00583	Pray.g_01829
OG0000144	Praf.g_01778, Praf.g_01776	Pray.g_01735
OG0000145	Praf.g_01795	Pray.g_01721
OG0000146	Praf.g_01848	Pray.g_01685
OG0000147	Praf.g_00502	Pray.g_01645
OG0000148	Praf.g_00501	Pray.g_01644
OG0000149	Praf.g_00485	Pray.g_01561
OG0000150	Praf.g_00437	Pray.g_01523
OG0000151	Praf.g_00434	Pray.g_01520
OG0000152	Praf.g_00402	Pray.g_01229
OG0000153	Praf.g_02162	Pray.g_01265
OG0000154	Praf.g_02125	Pray.g_01301
OG0000155	Praf.g_02102	Pray.g_01319
OG0000156	Praf.g_02396	Pray.g_01348
OG0000157	Praf.g_00152	Pray.g_01381
OG0000158	Praf.g_02757	Pray.g_01444
OG0000160	Praf.g_00001	Pray.g_01462
OG0000161	Praf.g_00002	Pray.g_01463
OG0000162	Praf.g_00004	Pray.g_01465
OG0000163	Praf.g_00005	Pray.g_01467
OG0000164	Praf.g_00006	Pray.g_01468
OG0000165	Praf.g_00007	Pray.g_01469
OG0000166	Praf.g_00009	Pray.g_01470
OG0000167	Praf.g_00010	Pray.g_01471
OG0000168	Praf.g_00011	Pray.g_01472
OG0000169	Praf.g_00013	Pray.g_01474
OG0000170	Praf.g_00015	Pray.g_01476
OG0000171	Praf.g_00016	Pray.g_01477
OG0000172	Praf.g_00021	Pray.g_01478
OG0000173	Praf.g_00022	Pray.g_01479
OG0000174	Praf.g_00023	Pray.g_01480
OG0000175	Praf.g_00024	Pray.g_01481
OG0000176	Praf.g_00025	Pray.g_01482
OG0000177	Praf.g_00026	Pray.g_01483
OG0000178	Praf.g_00027	Pray.g_01484
OG0000179	Praf.g_00029	Pray.g_01486
OG0000180	Praf.g_00030	Pray.g_01487
OG0000181	Praf.g_00031	Pray.g_01488
OG0000182	Praf.g_00032	Pray.g_01489
OG0000183	Praf.g_00033	Pray.g_01490
OG0000184	Praf.g_00035	Pray.g_01491
OG0000185	Praf.g_00040	Pray.g_01494
OG0000186	Praf.g_00045	Pray.g_01497
OG0000187	Praf.g_00046	Pray.g_01498
OG0000188	Praf.g_00047	Pray.g_01499
OG0000189	Praf.g_00050	Pray.g_00243
OG0000190	Praf.g_00052	Pray.g_00241
OG0000191	Praf.g_02654	Pray.g_00240
OG0000192	Praf.g_02652	Pray.g_00239
OG0000193	Praf.g_02618	Pray.g_00238
OG0000194	Praf.g_02611	Pray.g_00237
OG0000195	Praf.g_02605	Pray.g_00236
OG0000196	Praf.g_02603	Pray.g_00235
OG0000197	Praf.g_02601	Pray.g_00233
OG0000198	Praf.g_02597	Pray.g_00232
OG0000199	Praf.g_02596	Pray.g_00231
OG0000200	Praf.g_00328	Pray.g_00225
OG0000201	Praf.g_00326	Pray.g_00224
OG0000202	Praf.g_00325	Pray.g_00223
OG0000203	Praf.g_00321	Pray.g_00220
OG0000204	Praf.g_00320	Pray.g_00219
OG0000205	Praf.g_00316	Pray.g_00216
OG0000206	Praf.g_00314	Pray.g_00214
OG0000207	Praf.g_00310	Pray.g_00212
OG0000208	Praf.g_00309	Pray.g_00211
OG0000209	Praf.g_00962	Pray.g_00210
OG0000210	Praf.g_00308	Pray.g_00209
OG0000211	Praf.g_00304	Pray.g_00208
OG0000212	Praf.g_00303	Pray.g_00207
OG0000213	Praf.g_00302	Pray.g_00206
OG0000214	Praf.g_00301	Pray.g_00205
OG0000215	Praf.g_00300	Pray.g_00204
OG0000216	Praf.g_00299	Pray.g_00203
OG0000217	Praf.g_00297	Pray.g_00201
OG0000218	Praf.g_00296	Pray.g_00200
OG0000219	Praf.g_00268	Pray.g_00199
OG0000220	Praf.g_00264	Pray.g_00198
OG0000221	Praf.g_00259	Pray.g_00195
OG0000222	Praf.g_00258	Pray.g_00194
OG0000223	Praf.g_00257	Pray.g_00193
OG0000224	Praf.g_00255	Pray.g_00192
OG0000225	Praf.g_00254	Pray.g_00191
OG0000226	Praf.g_00253	Pray.g_00190
OG0000227	Praf.g_00251	Pray.g_00189
OG0000228	Praf.g_00250	Pray.g_00188
OG0000229	Praf.g_00249	Pray.g_00187
OG0000230	Praf.g_00248	Pray.g_00186
OG0000231	Praf.g_00247	Pray.g_00185
OG0000232	Praf.g_00245	Pray.g_00183
OG0000233	Praf.g_00244	Pray.g_00182
OG0000234	Praf.g_00243	Pray.g_00181
OG0000235	Praf.g_00240	Pray.g_00180
OG0000236	Praf.g_00232	Pray.g_00179
OG0000237	Praf.g_00230	Pray.g_00178
OG0000238	Praf.g_00225	Pray.g_00177
OG0000239	Praf.g_00223	Pray.g_00175
OG0000240	Praf.g_00221	Pray.g_00174
OG0000241	Praf.g_00219	Pray.g_00173
OG0000242	Praf.g_00218	Pray.g_00172
OG0000243	Praf.g_00214	Pray.g_00169
OG0000244	Praf.g_00209	Pray.g_00167
OG0000245	Praf.g_00208	Pray.g_00166
OG0000246	Praf.g_00207	Pray.g_00165
OG0000247	Praf.g_02403	Pray.g_00162
OG0000248	Praf.g_02405	Pray.g_00160
OG0000249	Praf.g_02408	Pray.g_00159
OG0000250	Praf.g_02410	Pray.g_00158
OG0000251	Praf.g_02411	Pray.g_00157
OG0000252	Praf.g_02412	Pray.g_00156
OG0000253	Praf.g_02413	Pray.g_00155
OG0000254	Praf.g_02415	Pray.g_00153
OG0000255	Praf.g_02416	Pray.g_00152
OG0000256	Praf.g_02421	Pray.g_00149
OG0000257	Praf.g_02430	Pray.g_00147
OG0000258	Praf.g_02432	Pray.g_00144
OG0000259	Praf.g_02433	Pray.g_00143
OG0000260	Praf.g_02434	Pray.g_00142
OG0000261	Praf.g_02435	Pray.g_00141
OG0000262	Praf.g_02436	Pray.g_00140
OG0000263	Praf.g_02438	Pray.g_00138
OG0000264	Praf.g_02439	Pray.g_00137
OG0000265	Praf.g_02440	Pray.g_00136
OG0000266	Praf.g_02441	Pray.g_00635
OG0000267	Praf.g_02442	Pray.g_00636
OG0000268	Praf.g_02444	Pray.g_00637
OG0000269	Praf.g_02446	Pray.g_00639
OG0000270	Praf.g_02447	Pray.g_00640
OG0000271	Praf.g_02448	Pray.g_00641
OG0000272	Praf.g_02449	Pray.g_00642
OG0000273	Praf.g_02450	Pray.g_00643
OG0000274	Praf.g_02451	Pray.g_00644
OG0000275	Praf.g_02452	Pray.g_00645
OG0000276	Praf.g_02453	Pray.g_00646
OG0000277	Praf.g_02455	Pray.g_00648
OG0000278	Praf.g_02456	Pray.g_00649
OG0000279	Praf.g_02457	Pray.g_00650
OG0000280	Praf.g_02469	Pray.g_00652
OG0000281	Praf.g_02470	Pray.g_00654
OG0000282	Praf.g_02471	Pray.g_00655
OG0000283	Praf.g_02472	Pray.g_00656
OG0000284	Praf.g_02473	Pray.g_00657
OG0000285	Praf.g_02474	Pray.g_00658
OG0000286	Praf.g_02475	Pray.g_00659
OG0000287	Praf.g_02476	Pray.g_00660
OG0000288	Praf.g_01486	Pray.g_00662
OG0000289	Praf.g_02489	Pray.g_00663
OG0000290	Praf.g_02491	Pray.g_00664
OG0000291	Praf.g_02495	Pray.g_00666
OG0000292	Praf.g_02497	Pray.g_00667
OG0000293	Praf.g_02500	Pray.g_00668
OG0000294	Praf.g_02502	Pray.g_00669
OG0000295	Praf.g_02505	Pray.g_00670
OG0000296	Praf.g_02506	Pray.g_00671
OG0000297	Praf.g_02509	Pray.g_00672
OG0000298	Praf.g_02512	Pray.g_00674
OG0000299	Praf.g_02513	Pray.g_00675
OG0000300	Praf.g_02514	Pray.g_00676
OG0000301	Praf.g_02515	Pray.g_00677
OG0000302	Praf.g_02516	Pray.g_00678
OG0000303	Praf.g_02517	Pray.g_00679
OG0000304	Praf.g_02519	Pray.g_00681
OG0000305	Praf.g_02520	Pray.g_00682
OG0000306	Praf.g_02524	Pray.g_00685
OG0000307	Praf.g_02525	Pray.g_00686
OG0000308	Praf.g_02531	Pray.g_00687
OG0000309	Praf.g_02532	Pray.g_00688
OG0000310	Praf.g_02533	Pray.g_00689
OG0000311	Praf.g_02582	Pray.g_00690
OG0000312	Praf.g_02581	Pray.g_00691
OG0000313	Praf.g_02575	Pray.g_00692
OG0000314	Praf.g_02574	Pray.g_00693
OG0000315	Praf.g_02572	Pray.g_00694
OG0000316	Praf.g_02568	Pray.g_00695
OG0000317	Praf.g_02567	Pray.g_00696
OG0000318	Praf.g_02566	Pray.g_00697
OG0000319	Praf.g_02560	Pray.g_00698
OG0000320	Praf.g_02559	Pray.g_00699
OG0000321	Praf.g_02557	Pray.g_00700
OG0000322	Praf.g_02556	Pray.g_00701
OG0000323	Praf.g_02555	Pray.g_00702
OG0000324	Praf.g_02554	Pray.g_00703
OG0000325	Praf.g_02553	Pray.g_00704
OG0000326	Praf.g_02552	Pray.g_00705
OG0000327	Praf.g_02551	Pray.g_00706
OG0000328	Praf.g_02549	Pray.g_00707
OG0000329	Praf.g_02548	Pray.g_00708
OG0000330	Praf.g_02547	Pray.g_00709
OG0000331	Praf.g_00374	Pray.g_00710
OG0000332	Praf.g_00745	Pray.g_00711
OG0000333	Praf.g_00744	Pray.g_00712
OG0000334	Praf.g_00743	Pray.g_00713
OG0000335	Praf.g_00378	Pray.g_00714
OG0000336	Praf.g_00379	Pray.g_00716
OG0000337	Praf.g_00385	Pray.g_00717
OG0000338	Praf.g_00392	Pray.g_00721
OG0000339	Praf.g_02203	Pray.g_00723
OG0000340	Praf.g_02207	Pray.g_00725
OG0000341	Praf.g_02208	Pray.g_00726
OG0000342	Praf.g_02209	Pray.g_00727
OG0000343	Praf.g_02210	Pray.g_00728
OG0000344	Praf.g_02215	Pray.g_00731
OG0000345	Praf.g_02242	Pray.g_00734
OG0000346	Praf.g_02243	Pray.g_00735
OG0000347	Praf.g_02245	Pray.g_00738
OG0000348	Praf.g_02247	Pray.g_00739
OG0000349	Praf.g_02249	Pray.g_00740
OG0000350	Praf.g_02255	Pray.g_00742
OG0000351	Praf.g_00375	Pray.g_00743
OG0000352	Praf.g_02259	Pray.g_00744
OG0000353	Praf.g_02260	Pray.g_00745
OG0000354	Praf.g_02262	Pray.g_00746
OG0000355	Praf.g_02263	Pray.g_00747
OG0000356	Praf.g_02264	Pray.g_00748
OG0000357	Praf.g_02265	Pray.g_00749
OG0000358	Praf.g_02266	Pray.g_00750
OG0000359	Praf.g_02268	Pray.g_00751
OG0000360	Praf.g_02273	Pray.g_00754
OG0000361	Praf.g_02274	Pray.g_00755
OG0000362	Praf.g_02275	Pray.g_00756
OG0000363	Praf.g_02277	Pray.g_00757
OG0000364	Praf.g_02282	Pray.g_00761
OG0000365	Praf.g_02283	Pray.g_00762
OG0000366	Praf.g_02285	Pray.g_00764
OG0000367	Praf.g_02287	Pray.g_00765
OG0000368	Praf.g_02288	Pray.g_00766
OG0000369	Praf.g_02289	Pray.g_00767
OG0000370	Praf.g_02290	Pray.g_00768
OG0000371	Praf.g_02291	Pray.g_00769
OG0000372	Praf.g_02292	Pray.g_00770
OG0000373	Praf.g_02293	Pray.g_00771
OG0000374	Praf.g_02296	Pray.g_00772
OG0000375	Praf.g_02297	Pray.g_00773
OG0000376	Praf.g_02301	Pray.g_00776
OG0000377	Praf.g_02302	Pray.g_00777
OG0000378	Praf.g_02303	Pray.g_00778
OG0000379	Praf.g_02304	Pray.g_00779
OG0000380	Praf.g_02314	Pray.g_00780
OG0000381	Praf.g_02315	Pray.g_00781
OG0000382	Praf.g_02316	Pray.g_00782
OG0000383	Praf.g_02318	Pray.g_00783
OG0000384	Praf.g_02321	Pray.g_00786
OG0000385	Praf.g_02322	Pray.g_00787
OG0000386	Praf.g_02323	Pray.g_00788
OG0000387	Praf.g_02324	Pray.g_00789
OG0000388	Praf.g_02325	Pray.g_00790
OG0000389	Praf.g_02326	Pray.g_00791
OG0000390	Praf.g_02327	Pray.g_00792
OG0000391	Praf.g_02328	Pray.g_00793
OG0000392	Praf.g_02329	Pray.g_00794
OG0000393	Praf.g_02330	Pray.g_00795
OG0000394	Praf.g_02331	Pray.g_00796
OG0000395	Praf.g_02332	Pray.g_00797
OG0000396	Praf.g_02335	Pray.g_00799
OG0000397	Praf.g_02347	Pray.g_00801
OG0000398	Praf.g_02349	Pray.g_00802
OG0000399	Praf.g_02073	Pray.g_00805
OG0000400	Praf.g_02066	Pray.g_00806
OG0000401	Praf.g_02065	Pray.g_00807
OG0000402	Praf.g_02054	Pray.g_00812
OG0000403	Praf.g_02052	Pray.g_00813
OG0000404	Praf.g_02051	Pray.g_00814
OG0000405	Praf.g_02049	Pray.g_00816
OG0000406	Praf.g_02045	Pray.g_00819
OG0000407	Praf.g_02044	Pray.g_00820
OG0000408	Praf.g_02031	Pray.g_00823
OG0000409	Praf.g_02030	Pray.g_00824
OG0000410	Praf.g_02029	Pray.g_00825
OG0000411	Praf.g_02028	Pray.g_00826
OG0000412	Praf.g_02027	Pray.g_00827
OG0000413	Praf.g_02026	Pray.g_00828
OG0000414	Praf.g_02025	Pray.g_00829
OG0000415	Praf.g_02024	Pray.g_00830
OG0000416	Praf.g_02016	Pray.g_00833
OG0000417	Praf.g_02015	Pray.g_00834
OG0000418	Praf.g_02012	Pray.g_00835
OG0000419	Praf.g_02011	Pray.g_00836
OG0000420	Praf.g_01616	Pray.g_00837
OG0000421	Praf.g_00322	Pray.g_00849
OG0000422	Praf.g_00495	Pray.g_00857
OG0000423	Praf.g_01003	Pray.g_00858
OG0000424	Praf.g_02201	Pray.g_00864
OG0000425	Praf.g_02002	Pray.g_00921
OG0000426	Praf.g_02001	Pray.g_00922
OG0000427	Praf.g_01999	Pray.g_00923
OG0000428	Praf.g_01990	Pray.g_00925
OG0000429	Praf.g_01989	Pray.g_00926
OG0000430	Praf.g_01987	Pray.g_00928
OG0000431	Praf.g_01986	Pray.g_00929
OG0000432	Praf.g_01985	Pray.g_00930
OG0000433	Praf.g_01984	Pray.g_00931
OG0000434	Praf.g_01982	Pray.g_00932
OG0000435	Praf.g_01981	Pray.g_00933
OG0000436	Praf.g_01980	Pray.g_00934
OG0000437	Praf.g_01979	Pray.g_00935
OG0000438	Praf.g_01978	Pray.g_00936
OG0000439	Praf.g_01977	Pray.g_00937
OG0000440	Praf.g_01972	Pray.g_00938
OG0000441	Praf.g_01963	Pray.g_00939
OG0000442	Praf.g_01962	Pray.g_00940
OG0000443	Praf.g_01961	Pray.g_00941
OG0000444	Praf.g_01960	Pray.g_00942
OG0000445	Praf.g_01959	Pray.g_00943
OG0000446	Praf.g_01957	Pray.g_00945
OG0000447	Praf.g_01956	Pray.g_00946
OG0000448	Praf.g_01952	Pray.g_00948
OG0000449	Praf.g_01942	Pray.g_00951
OG0000450	Praf.g_01941	Pray.g_00952
OG0000451	Praf.g_01938	Pray.g_00953
OG0000452	Praf.g_01915	Pray.g_00954
OG0000453	Praf.g_01913	Pray.g_00955
OG0000454	Praf.g_01911	Pray.g_00961
OG0000455	Praf.g_01909	Pray.g_00963
OG0000456	Praf.g_00586	Pray.g_00967
OG0000457	Praf.g_00589	Pray.g_00968
OG0000458	Praf.g_00594	Pray.g_00969
OG0000459	Praf.g_00596	Pray.g_00971
OG0000460	Praf.g_00598	Pray.g_00973
OG0000461	Praf.g_00599	Pray.g_00974
OG0000462	Praf.g_00600	Pray.g_00975
OG0000463	Praf.g_00603	Pray.g_00977
OG0000464	Praf.g_00605	Pray.g_00978
OG0000465	Praf.g_00606	Pray.g_00979
OG0000466	Praf.g_00607	Pray.g_00980
OG0000467	Praf.g_00608	Pray.g_00981
OG0000468	Praf.g_00609	Pray.g_00982
OG0000469	Praf.g_00610	Pray.g_00983
OG0000470	Praf.g_00611	Pray.g_00984
OG0000471	Praf.g_00612	Pray.g_00985
OG0000472	Praf.g_00619	Pray.g_00991
OG0000473	Praf.g_00621	Pray.g_00992
OG0000474	Praf.g_00622	Pray.g_00993
OG0000475	Praf.g_00623	Pray.g_00994
OG0000476	Praf.g_00626	Pray.g_00996
OG0000477	Praf.g_00627	Pray.g_00997
OG0000478	Praf.g_00628	Pray.g_00998
OG0000479	Praf.g_00629	Pray.g_00999
OG0000480	Praf.g_00630	Pray.g_01001
OG0000481	Praf.g_00631	Pray.g_01003
OG0000482	Praf.g_00632	Pray.g_01004
OG0000483	Praf.g_00634	Pray.g_01006
OG0000484	Praf.g_00635	Pray.g_01007
OG0000485	Praf.g_00636	Pray.g_01008
OG0000486	Praf.g_00641	Pray.g_01009
OG0000487	Praf.g_00646	Pray.g_01014
OG0000488	Praf.g_00647	Pray.g_01016
OG0000489	Praf.g_00648	Pray.g_01017
OG0000490	Praf.g_00650	Pray.g_01018
OG0000491	Praf.g_00651	Pray.g_01019
OG0000492	Praf.g_00656	Pray.g_01020
OG0000493	Praf.g_01177	Pray.g_01021
OG0000494	Praf.g_01131	Pray.g_01022
OG0000495	Praf.g_00661	Pray.g_01227
OG0000496	Praf.g_00663	Pray.g_01226
OG0000497	Praf.g_00665	Pray.g_01225
OG0000498	Praf.g_00666	Pray.g_01224
OG0000499	Praf.g_00670	Pray.g_01223
OG0000500	Praf.g_00673	Pray.g_01221
OG0000501	Praf.g_00675	Pray.g_01220
OG0000502	Praf.g_00677	Pray.g_01219
OG0000503	Praf.g_00683	Pray.g_01217
OG0000504	Praf.g_00684	Pray.g_01216
OG0000505	Praf.g_00685	Pray.g_01215
OG0000506	Praf.g_00687	Pray.g_01214
OG0000507	Praf.g_00688	Pray.g_01213
OG0000508	Praf.g_00689	Pray.g_01212
OG0000509	Praf.g_00690	Pray.g_01211
OG0000510	Praf.g_00691	Pray.g_01210
OG0000511	Praf.g_00693	Pray.g_01208
OG0000512	Praf.g_00694	Pray.g_01207
OG0000513	Praf.g_00695	Pray.g_01206
OG0000514	Praf.g_00696	Pray.g_01205
OG0000515	Praf.g_00697	Pray.g_01204
OG0000516	Praf.g_00698	Pray.g_01203
OG0000517	Praf.g_00700	Pray.g_01201
OG0000518	Praf.g_00701	Pray.g_01200
OG0000519	Praf.g_00703	Pray.g_01199
OG0000520	Praf.g_00705	Pray.g_01198
OG0000521	Praf.g_00706	Pray.g_01197
OG0000522	Praf.g_00707	Pray.g_01196
OG0000523	Praf.g_00708	Pray.g_01195
OG0000524	Praf.g_00709	Pray.g_01194
OG0000525	Praf.g_00711	Pray.g_01193
OG0000526	Praf.g_00712	Pray.g_01192
OG0000527	Praf.g_00713	Pray.g_01191
OG0000528	Praf.g_00714	Pray.g_01190
OG0000529	Praf.g_00716	Pray.g_01189
OG0000530	Praf.g_00717	Pray.g_01188
OG0000531	Praf.g_00718	Pray.g_01187
OG0000532	Praf.g_00719	Pray.g_01186
OG0000533	Praf.g_00723	Pray.g_01184
OG0000534	Praf.g_00724	Pray.g_01183
OG0000535	Praf.g_00725	Pray.g_01182
OG0000536	Praf.g_00726	Pray.g_01181
OG0000537	Praf.g_00728	Pray.g_01180
OG0000538	Praf.g_00729	Pray.g_01179
OG0000539	Praf.g_00733	Pray.g_01176
OG0000540	Praf.g_00734	Pray.g_01175
OG0000541	Praf.g_00735	Pray.g_01174
OG0000542	Praf.g_00739	Pray.g_01172
OG0000543	Praf.g_00740	Pray.g_01171
OG0000544	Praf.g_00741	Pray.g_01170
OG0000545	Praf.g_00742	Pray.g_01169
OG0000546	Praf.g_00749	Pray.g_01168
OG0000547	Praf.g_00750	Pray.g_01167
OG0000548	Praf.g_00751	Pray.g_01166
OG0000549	Praf.g_00753	Pray.g_01164
OG0000550	Praf.g_00754	Pray.g_01163
OG0000551	Praf.g_00755	Pray.g_01162
OG0000552	Praf.g_00756	Pray.g_01161
OG0000553	Praf.g_00757	Pray.g_01160
OG0000554	Praf.g_00758	Pray.g_01159
OG0000555	Praf.g_00761	Pray.g_01158
OG0000556	Praf.g_00763	Pray.g_01157
OG0000557	Praf.g_00764	Pray.g_01156
OG0000558	Praf.g_00765	Pray.g_01155
OG0000559	Praf.g_00766	Pray.g_01154
OG0000560	Praf.g_00767	Pray.g_01153
OG0000561	Praf.g_00768	Pray.g_01152
OG0000562	Praf.g_00769	Pray.g_01151
OG0000563	Praf.g_00771	Pray.g_01150
OG0000564	Praf.g_00773	Pray.g_01149
OG0000565	Praf.g_01659	Pray.g_01148
OG0000566	Praf.g_01661	Pray.g_01147
OG0000567	Praf.g_01662	Pray.g_01146
OG0000568	Praf.g_01663	Pray.g_01145
OG0000569	Praf.g_01666	Pray.g_01142
OG0000570	Praf.g_01667	Pray.g_01141
OG0000571	Praf.g_01669	Pray.g_01139
OG0000572	Praf.g_01674	Pray.g_01138
OG0000573	Praf.g_01675	Pray.g_01137
OG0000574	Praf.g_01676	Pray.g_01136
OG0000575	Praf.g_01680	Pray.g_01135
OG0000576	Praf.g_01684	Pray.g_01134
OG0000577	Praf.g_01685	Pray.g_01133
OG0000578	Praf.g_01687	Pray.g_01132
OG0000579	Praf.g_01688	Pray.g_01131
OG0000580	Praf.g_01689	Pray.g_01130
OG0000581	Praf.g_01690	Pray.g_01129
OG0000582	Praf.g_01692	Pray.g_01128
OG0000583	Praf.g_01693	Pray.g_01127
OG0000584	Praf.g_01695	Pray.g_01125
OG0000585	Praf.g_01696	Pray.g_01124
