Orthogroup	Praf	Prbj
OG0000167	Praf.g_00010	Prbj.g_02083
OG0000168	Praf.g_00011	Prbj.g_02084
OG0000169	Praf.g_00013	Prbj.g_02086
OG0000170	Praf.g_00015	Prbj.g_01182
OG0000171	Praf.g_00016	Prbj.g_01183
OG0000172	Praf.g_00021	Prbj.g_01188
OG0000173	Praf.g_00022	Prbj.g_01189
OG0000174	Praf.g_00023	Prbj.g_01190
OG0000175	Praf.g_00024	Prbj.g_01191
OG0000176	Praf.g_00025	Prbj.g_01192
OG0000177	Praf.g_00026	Prbj.g_01193
OG0000178	Praf.g_00027	Prbj.g_01194
OG0000179	Praf.g_00029	Prbj.g_01196
OG0000180	Praf.g_00030	Prbj.g_01197
OG0000181	Praf.g_00031	Prbj.g_01198
OG0000182	Praf.g_00032	Prbj.g_01199
OG0000183	Praf.g_00033	Prbj.g_01200
OG0000184	Praf.g_00035	Prbj.g_01202
OG0000185	Praf.g_00040	Prbj.g_01207
OG0000186	Praf.g_00045	Prbj.g_01212
OG0000187	Praf.g_00046	Prbj.g_01213
OG0000188	Praf.g_00047	Prbj.g_01214
OG0000189	Praf.g_00050	Prbj.g_01215
OG0000190	Praf.g_00052	Prbj.g_01217
OG0000191	Praf.g_02654	Prbj.g_01953
OG0000192	Praf.g_02652	Prbj.g_01951
OG0000193	Praf.g_02618	Prbj.g_01950
OG0000194	Praf.g_02611	Prbj.g_01943
OG0000195	Praf.g_02605	Prbj.g_01936
OG0000196	Praf.g_02603	Prbj.g_01928
OG0000197	Praf.g_02601	Prbj.g_01920
OG0000198	Praf.g_02597	Prbj.g_01919
OG0000199	Praf.g_02596	Prbj.g_01918
OG0000200	Praf.g_00328	Prbj.g_00558
OG0000201	Praf.g_00326	Prbj.g_00560
OG0000202	Praf.g_00325	Prbj.g_00561
OG0000203	Praf.g_00321	Prbj.g_00564
OG0000204	Praf.g_00320	Prbj.g_00565
OG0000205	Praf.g_00316	Prbj.g_00569
OG0000206	Praf.g_00314	Prbj.g_00571
OG0000207	Praf.g_00310	Prbj.g_00575
OG0000208	Praf.g_00309	Prbj.g_00576
OG0000209	Praf.g_00962	Prbj.g_00047
OG0000210	Praf.g_00308	Prbj.g_00577
OG0000211	Praf.g_00304	Prbj.g_00580
OG0000212	Praf.g_00303	Prbj.g_00581
OG0000213	Praf.g_00302	Prbj.g_00582
OG0000214	Praf.g_00301	Prbj.g_00583
OG0000215	Praf.g_00300	Prbj.g_00584
OG0000216	Praf.g_00299	Prbj.g_00585
OG0000217	Praf.g_00297	Prbj.g_00589
OG0000218	Praf.g_00296	Prbj.g_00590
OG0000219	Praf.g_00268	Prbj.g_00596
OG0000220	Praf.g_00264	Prbj.g_00600
OG0000221	Praf.g_00259	Prbj.g_00605
OG0000222	Praf.g_00258	Prbj.g_00606
OG0000223	Praf.g_00257	Prbj.g_00607
OG0000224	Praf.g_00255	Prbj.g_00609
OG0000225	Praf.g_00254	Prbj.g_00610
OG0000226	Praf.g_00253	Prbj.g_00611
OG0000227	Praf.g_00251	Prbj.g_00613
OG0000228	Praf.g_00250	Prbj.g_00614
OG0000229	Praf.g_00249	Prbj.g_00615
OG0000230	Praf.g_00248	Prbj.g_00616
OG0000231	Praf.g_00247	Prbj.g_00617
OG0000232	Praf.g_00245	Prbj.g_00619
OG0000233	Praf.g_00244	Prbj.g_00620
OG0000234	Praf.g_00243	Prbj.g_00621
OG0000235	Praf.g_00240	Prbj.g_00624
OG0000236	Praf.g_00232	Prbj.g_00628
OG0000237	Praf.g_00230	Prbj.g_00630
OG0000238	Praf.g_00225	Prbj.g_01550
OG0000239	Praf.g_00223	Prbj.g_01552
OG0000240	Praf.g_00221	Prbj.g_01554
OG0000241	Praf.g_00219	Prbj.g_01556
OG0000242	Praf.g_00218	Prbj.g_01557
OG0000243	Praf.g_00214	Prbj.g_01562
OG0000244	Praf.g_00209	Prbj.g_01567
OG0000245	Praf.g_00208	Prbj.g_01568
OG0000246	Praf.g_00207	Prbj.g_01569
OG0000247	Praf.g_02403	Prbj.g_01530
OG0000248	Praf.g_02405	Prbj.g_01532
OG0000249	Praf.g_02408	Prbj.g_01535
OG0000250	Praf.g_02410	Prbj.g_01537
OG0000251	Praf.g_02411	Prbj.g_01538
OG0000252	Praf.g_02412	Prbj.g_01539
OG0000253	Praf.g_02413	Prbj.g_01540
OG0000254	Praf.g_02415	Prbj.g_01542
OG0000255	Praf.g_02416	Prbj.g_01543
OG0000256	Praf.g_02421	Prbj.g_01548
OG0000257	Praf.g_02430	Prbj.g_00545
OG0000258	Praf.g_02432	Prbj.g_00543
OG0000259	Praf.g_02433	Prbj.g_00542
OG0000260	Praf.g_02434	Prbj.g_00541
OG0000261	Praf.g_02435	Prbj.g_00540
OG0000262	Praf.g_02436	Prbj.g_00539
OG0000263	Praf.g_02438	Prbj.g_00537
OG0000264	Praf.g_02439	Prbj.g_00536
OG0000265	Praf.g_02440	Prbj.g_00535
OG0000266	Praf.g_02441	Prbj.g_00534
OG0000267	Praf.g_02442	Prbj.g_00533
OG0000268	Praf.g_02444	Prbj.g_00531
OG0000269	Praf.g_02446	Prbj.g_00529
OG0000270	Praf.g_02447	Prbj.g_00528
OG0000271	Praf.g_02448	Prbj.g_00527
OG0000272	Praf.g_02449	Prbj.g_00526
OG0000273	Praf.g_02450	Prbj.g_00525
OG0000274	Praf.g_02451	Prbj.g_00524
OG0000275	Praf.g_02452	Prbj.g_00523
OG0000276	Praf.g_02453	Prbj.g_00522
OG0000277	Praf.g_02455	Prbj.g_00520
OG0000278	Praf.g_02456	Prbj.g_00519
OG0000279	Praf.g_02457	Prbj.g_00518
OG0000280	Praf.g_02469	Prbj.g_00516
OG0000281	Praf.g_02470	Prbj.g_00515
OG0000282	Praf.g_02471	Prbj.g_00514
OG0000283	Praf.g_02472	Prbj.g_00513
OG0000284	Praf.g_02473	Prbj.g_00512
OG0000285	Praf.g_02474	Prbj.g_00511
OG0000286	Praf.g_02475	Prbj.g_00510
OG0000287	Praf.g_02476	Prbj.g_00509
OG0000288	Praf.g_01486	Prbj.g_02369
OG0000289	Praf.g_02489	Prbj.g_01135
OG0000290	Praf.g_02491	Prbj.g_01137
OG0000291	Praf.g_02495	Prbj.g_01141
OG0000292	Praf.g_02497	Prbj.g_01143
OG0000293	Praf.g_02500	Prbj.g_01146
OG0000294	Praf.g_02502	Prbj.g_01148
OG0000295	Praf.g_02505	Prbj.g_01151
OG0000296	Praf.g_02506	Prbj.g_01152
OG0000297	Praf.g_02509	Prbj.g_01155
OG0000298	Praf.g_02512	Prbj.g_01158
OG0000299	Praf.g_02513	Prbj.g_01159
OG0000300	Praf.g_02514	Prbj.g_01160
OG0000301	Praf.g_02515	Prbj.g_01161
OG0000302	Praf.g_02516	Prbj.g_01162
OG0000303	Praf.g_02517	Prbj.g_01163
OG0000304	Praf.g_02519	Prbj.g_01165
OG0000305	Praf.g_02520	Prbj.g_01166
OG0000306	Praf.g_02524	Prbj.g_01173
OG0000307	Praf.g_02525	Prbj.g_01174
OG0000308	Praf.g_02531	Prbj.g_00289
OG0000309	Praf.g_02532	Prbj.g_00288
OG0000310	Praf.g_02533	Prbj.g_00287
OG0000311	Praf.g_02582	Prbj.g_00234
OG0000312	Praf.g_02581	Prbj.g_00235
OG0000313	Praf.g_02575	Prbj.g_00237
OG0000314	Praf.g_02574	Prbj.g_00238
OG0000315	Praf.g_02572	Prbj.g_00240
OG0000316	Praf.g_02568	Prbj.g_00250
OG0000317	Praf.g_02567	Prbj.g_00251
OG0000318	Praf.g_02566	Prbj.g_00252
OG0000319	Praf.g_02560	Prbj.g_00258
OG0000320	Praf.g_02559	Prbj.g_00259
OG0000321	Praf.g_02557	Prbj.g_00262
OG0000322	Praf.g_02556	Prbj.g_00263
OG0000323	Praf.g_02555	Prbj.g_00264
OG0000324	Praf.g_02554	Prbj.g_00265
OG0000325	Praf.g_02553	Prbj.g_00266
OG0000326	Praf.g_02552	Prbj.g_00267
OG0000327	Praf.g_02551	Prbj.g_00268
OG0000328	Praf.g_02549	Prbj.g_00270
OG0000329	Praf.g_02548	Prbj.g_00271
OG0000330	Praf.g_02547	Prbj.g_00272
OG0000331	Praf.g_00374	Prbj.g_00181
OG0000332	Praf.g_00745	Prbj.g_01775
OG0000333	Praf.g_00744	Prbj.g_01776
OG0000334	Praf.g_00743	Prbj.g_01777
OG0000335	Praf.g_00378	Prbj.g_00177
OG0000336	Praf.g_00379	Prbj.g_00176
OG0000337	Praf.g_00385	Prbj.g_02608
OG0000338	Praf.g_00392	Prbj.g_02615
OG0000339	Praf.g_02203	Prbj.g_02661
OG0000340	Praf.g_02207	Prbj.g_01341
OG0000341	Praf.g_02208	Prbj.g_01342
OG0000342	Praf.g_02209	Prbj.g_01343
OG0000343	Praf.g_02210	Prbj.g_01345
OG0000344	Praf.g_02215	Prbj.g_01350
OG0000345	Praf.g_02242	Prbj.g_01359
OG0000346	Praf.g_02243	Prbj.g_01360
OG0000347	Praf.g_02245	Prbj.g_01362
OG0000348	Praf.g_02247	Prbj.g_01364
OG0000349	Praf.g_02249	Prbj.g_01366
OG0000350	Praf.g_02255	Prbj.g_01372
OG0000351	Praf.g_00375	Prbj.g_00180
OG0000352	Praf.g_02259	Prbj.g_01385
OG0000353	Praf.g_02260	Prbj.g_01386
OG0000354	Praf.g_02262	Prbj.g_01388
OG0000355	Praf.g_02263	Prbj.g_01389
OG0000356	Praf.g_02264	Prbj.g_01390
OG0000357	Praf.g_02265	Prbj.g_01391
OG0000358	Praf.g_02266	Prbj.g_01392
OG0000359	Praf.g_02268	Prbj.g_01394
OG0000360	Praf.g_02273	Prbj.g_01399
OG0000361	Praf.g_02274	Prbj.g_01400
OG0000362	Praf.g_02275	Prbj.g_01401
OG0000363	Praf.g_02277	Prbj.g_01403
OG0000364	Praf.g_02282	Prbj.g_01408
OG0000365	Praf.g_02283	Prbj.g_01409
OG0000366	Praf.g_02285	Prbj.g_01411
OG0000367	Praf.g_02287	Prbj.g_01413
OG0000368	Praf.g_02288	Prbj.g_01414
OG0000369	Praf.g_02289	Prbj.g_01415
OG0000370	Praf.g_02290	Prbj.g_01416
OG0000371	Praf.g_02291	Prbj.g_01417
OG0000372	Praf.g_02292	Prbj.g_01418
OG0000373	Praf.g_02293	Prbj.g_01419
OG0000374	Praf.g_02296	Prbj.g_01422
OG0000375	Praf.g_02297	Prbj.g_01423
OG0000376	Praf.g_02301	Prbj.g_01427
OG0000377	Praf.g_02302	Prbj.g_01430
OG0000378	Praf.g_02303	Prbj.g_01431
OG0000379	Praf.g_02304	Prbj.g_01432
OG0000380	Praf.g_02314	Prbj.g_01437
OG0000381	Praf.g_02315	Prbj.g_01438
OG0000382	Praf.g_02316	Prbj.g_01439
OG0000383	Praf.g_02318	Prbj.g_01441
OG0000384	Praf.g_02321	Prbj.g_01444
OG0000385	Praf.g_02322	Prbj.g_01445
OG0000386	Praf.g_02323	Prbj.g_01446
OG0000387	Praf.g_02324	Prbj.g_01448
OG0000388	Praf.g_02325	Prbj.g_01449
OG0000389	Praf.g_02326	Prbj.g_01450
OG0000390	Praf.g_02327	Prbj.g_01451
OG0000391	Praf.g_02328	Prbj.g_01452
OG0000392	Praf.g_02329	Prbj.g_01453
OG0000393	Praf.g_02330	Prbj.g_01454
OG0000394	Praf.g_02331	Prbj.g_01455
OG0000395	Praf.g_02332	Prbj.g_01456
OG0000396	Praf.g_02335	Prbj.g_01459
OG0000397	Praf.g_02347	Prbj.g_01469
OG0000398	Praf.g_02349	Prbj.g_01471
OG0000399	Praf.g_02073	Prbj.g_00359
OG0000400	Praf.g_02066	Prbj.g_00352
OG0000401	Praf.g_02065	Prbj.g_00351
OG0000402	Praf.g_02054	Prbj.g_00341
OG0000403	Praf.g_02052	Prbj.g_00339
OG0000404	Praf.g_02051	Prbj.g_00338
OG0000405	Praf.g_02049	Prbj.g_00336
OG0000406	Praf.g_02045	Prbj.g_00331
OG0000407	Praf.g_02044	Prbj.g_00330
OG0000408	Praf.g_02031	Prbj.g_00324
OG0000409	Praf.g_02030	Prbj.g_00323
OG0000410	Praf.g_02029	Prbj.g_00322
OG0000411	Praf.g_02028	Prbj.g_00321
OG0000412	Praf.g_02027	Prbj.g_00320
OG0000413	Praf.g_02026	Prbj.g_00319
OG0000414	Praf.g_02025	Prbj.g_00318
OG0000415	Praf.g_02024	Prbj.g_00317
OG0000416	Praf.g_02016	Prbj.g_00063
OG0000417	Praf.g_02015	Prbj.g_00064
OG0000418	Praf.g_02012	Prbj.g_00067
OG0000419	Praf.g_02011	Prbj.g_00068
OG0000420	Praf.g_01616	Prbj.g_02500
OG0000421	Praf.g_00322	Prbj.g_00563
OG0000422	Praf.g_00495	Prbj.g_00874
OG0000423	Praf.g_01003	Prbj.g_00689
OG0000424	Praf.g_02201	Prbj.g_02659
OG0000425	Praf.g_02002	Prbj.g_00076
OG0000426	Praf.g_02001	Prbj.g_00077
OG0000427	Praf.g_01999	Prbj.g_00089
OG0000428	Praf.g_01990	Prbj.g_00099
OG0000429	Praf.g_01989	Prbj.g_00100
OG0000430	Praf.g_01987	Prbj.g_00102
OG0000431	Praf.g_01986	Prbj.g_00103
OG0000432	Praf.g_01985	Prbj.g_00104
OG0000433	Praf.g_01984	Prbj.g_00105
OG0000434	Praf.g_01982	Prbj.g_00107
OG0000435	Praf.g_01981	Prbj.g_00108
OG0000436	Praf.g_01980	Prbj.g_00109
OG0000437	Praf.g_01979	Prbj.g_00110
OG0000438	Praf.g_01978	Prbj.g_00111
OG0000439	Praf.g_01977	Prbj.g_00112
OG0000440	Praf.g_01972	Prbj.g_00113
OG0000441	Praf.g_01963	Prbj.g_00117
OG0000442	Praf.g_01962	Prbj.g_00118
OG0000443	Praf.g_01961	Prbj.g_00119
OG0000444	Praf.g_01960	Prbj.g_00120
OG0000445	Praf.g_01959	Prbj.g_01894
OG0000446	Praf.g_01957	Prbj.g_01892
OG0000447	Praf.g_01956	Prbj.g_01891
OG0000448	Praf.g_01952	Prbj.g_01888
OG0000449	Praf.g_01942	Prbj.g_00152
OG0000450	Praf.g_01941	Prbj.g_00151
OG0000451	Praf.g_01938	Prbj.g_00148
OG0000452	Praf.g_01915	Prbj.g_00136
OG0000453	Praf.g_01913	Prbj.g_00134
OG0000454	Praf.g_01911	Prbj.g_00132
OG0000455	Praf.g_01909	Prbj.g_00130
OG0000456	Praf.g_00586	Prbj.g_01638
OG0000457	Praf.g_00589	Prbj.g_01635
OG0000458	Praf.g_00594	Prbj.g_01631
OG0000459	Praf.g_00596	Prbj.g_01629
OG0000460	Praf.g_00598	Prbj.g_01627
OG0000461	Praf.g_00599	Prbj.g_01626
OG0000462	Praf.g_00600	Prbj.g_01625
OG0000463	Praf.g_00603	Prbj.g_01622
OG0000464	Praf.g_00605	Prbj.g_01620
OG0000465	Praf.g_00606	Prbj.g_01619
OG0000466	Praf.g_00607	Prbj.g_01618
OG0000467	Praf.g_00608	Prbj.g_01617
OG0000468	Praf.g_00609	Prbj.g_01616
OG0000469	Praf.g_00610	Prbj.g_01615
OG0000470	Praf.g_00611	Prbj.g_01614
OG0000471	Praf.g_00612	Prbj.g_01613
OG0000472	Praf.g_00619	Prbj.g_01605
OG0000473	Praf.g_00621	Prbj.g_02088
OG0000474	Praf.g_00622	Prbj.g_02089
OG0000475	Praf.g_00623	Prbj.g_02090
OG0000476	Praf.g_00626	Prbj.g_02093
OG0000477	Praf.g_00627	Prbj.g_02094
OG0000478	Praf.g_00628	Prbj.g_02095
OG0000479	Praf.g_00629	Prbj.g_02096
OG0000480	Praf.g_00630	Prbj.g_02097
OG0000481	Praf.g_00631	Prbj.g_02098
OG0000482	Praf.g_00632	Prbj.g_02099
OG0000483	Praf.g_00634	Prbj.g_02101
OG0000484	Praf.g_00635	Prbj.g_02102
OG0000485	Praf.g_00636	Prbj.g_02103
OG0000486	Praf.g_00641	Prbj.g_02108
OG0000487	Praf.g_00646	Prbj.g_02113
OG0000488	Praf.g_00647	Prbj.g_02114
OG0000489	Praf.g_00648	Prbj.g_02115
OG0000490	Praf.g_00650	Prbj.g_02117
OG0000491	Praf.g_00651	Prbj.g_02118
OG0000492	Praf.g_00656	Prbj.g_02123
OG0000493	Praf.g_01177	Prbj.g_01116
OG0000494	Praf.g_01131	Prbj.g_00765
OG0000495	Praf.g_00661	Prbj.g_02128
OG0000496	Praf.g_00663	Prbj.g_02130
OG0000497	Praf.g_00665	Prbj.g_02132
OG0000498	Praf.g_00666	Prbj.g_02133
OG0000499	Praf.g_00670	Prbj.g_02139
OG0000500	Praf.g_00673	Prbj.g_02142
OG0000501	Praf.g_00675	Prbj.g_02144
OG0000502	Praf.g_00677	Prbj.g_02146
OG0000503	Praf.g_00683	Prbj.g_02666
OG0000504	Praf.g_00684	Prbj.g_01858
OG0000505	Praf.g_00685	Prbj.g_01859
OG0000506	Praf.g_00687	Prbj.g_01861
OG0000507	Praf.g_00688	Prbj.g_01862
OG0000508	Praf.g_00689	Prbj.g_01863
OG0000509	Praf.g_00690	Prbj.g_01864
OG0000510	Praf.g_00691	Prbj.g_01865
OG0000511	Praf.g_00693	Prbj.g_01867
OG0000512	Praf.g_00694	Prbj.g_01868
OG0000513	Praf.g_00695	Prbj.g_01869
OG0000514	Praf.g_00696	Prbj.g_01870
OG0000515	Praf.g_00697	Prbj.g_01871
OG0000516	Praf.g_00698	Prbj.g_01872
OG0000517	Praf.g_00700	Prbj.g_01874
OG0000518	Praf.g_00701	Prbj.g_01875
OG0000519	Praf.g_00703	Prbj.g_01877
OG0000520	Praf.g_00705	Prbj.g_01879
OG0000521	Praf.g_00706	Prbj.g_01880
OG0000522	Praf.g_00707	Prbj.g_01881
OG0000523	Praf.g_00708	Prbj.g_01882
OG0000524	Praf.g_00709	Prbj.g_01883
OG0000525	Praf.g_00711	Prbj.g_01885
OG0000526	Praf.g_00712	Prbj.g_01807
OG0000527	Praf.g_00713	Prbj.g_01806
OG0000528	Praf.g_00714	Prbj.g_01805
OG0000529	Praf.g_00716	Prbj.g_01803
OG0000530	Praf.g_00717	Prbj.g_01802
OG0000531	Praf.g_00718	Prbj.g_01801
OG0000532	Praf.g_00719	Prbj.g_01800
OG0000533	Praf.g_00723	Prbj.g_01796
OG0000534	Praf.g_00724	Prbj.g_01795
OG0000535	Praf.g_00725	Prbj.g_01794
OG0000536	Praf.g_00726	Prbj.g_01793
OG0000537	Praf.g_00728	Prbj.g_01792
OG0000538	Praf.g_00729	Prbj.g_01791
OG0000539	Praf.g_00733	Prbj.g_01787
OG0000540	Praf.g_00734	Prbj.g_01786
OG0000541	Praf.g_00735	Prbj.g_01785
OG0000542	Praf.g_00739	Prbj.g_01781
OG0000543	Praf.g_00740	Prbj.g_01780
OG0000544	Praf.g_00741	Prbj.g_01779
OG0000545	Praf.g_00742	Prbj.g_01778
OG0000546	Praf.g_00749	Prbj.g_01772
OG0000547	Praf.g_00750	Prbj.g_01771
OG0000548	Praf.g_00751	Prbj.g_01770
OG0000549	Praf.g_00753	Prbj.g_01768
OG0000550	Praf.g_00754	Prbj.g_01767
OG0000551	Praf.g_00755	Prbj.g_01766
