Orthogroup	Praf	Prbc
OG0000054	Praf.g_00491	Prbc.g_00826
OG0000055	Praf.g_00178	Prbc.g_00211
OG0000056	Praf.g_00037	Prbc.g_01101
OG0000057	Praf.g_02445	Prbc.g_00414
OG0000058	Praf.g_00496	Prbc.g_00134, Prbc.g_00641
OG0000059	Praf.g_00672	Prbc.g_01618
OG0000060	Praf.g_01316	Prbc.g_01800
OG0000061	Praf.g_00348	Prbc.g_01116
OG0000062	Praf.g_01556	Prbc.g_01882, Prbc.g_00153
OG0000063	Praf.g_02587	Prbc.g_01117
OG0000065	Praf.g_00386	Prbc.g_00333
OG0000066	Praf.g_01907	Prbc.g_01534
OG0000067	Praf.g_01125	Prbc.g_00055, Prbc.g_01780
OG0000070	Praf.g_01274	Prbc.g_00963, Prbc.g_02113
OG0000071	Praf.g_00919	Prbc.g_00102
OG0000072	Praf.g_00796	Prbc.g_00566
OG0000074	Praf.g_02343	Prbc.g_01753
OG0000075	Praf.g_02119	Prbc.g_00284
OG0000076	Praf.g_01851	Prbc.g_00746
OG0000077	Praf.g_00012	Prbc.g_01081
OG0000078	Praf.g_02336	Prbc.g_01214
OG0000079	Praf.g_02715	Prbc.g_02198
OG0000079	Praf.g_02705	Prbc.g_02183
OG0000080	Praf.g_01012, Praf.g_01748	Prbc.g_01748
OG0000081	Praf.g_01219, Praf.g_01218	Prbc.g_01773
OG0000082	Praf.g_01537	Prbc.g_01865
OG0000084	Praf.g_01392	Prbc.g_02036
OG0000085	Praf.g_02776	Prbc.g_00173
OG0000086	Praf.g_02690	Prbc.g_00896
OG0000090	Praf.g_02342	Prbc.g_01229
OG0000091	Praf.g_01806	Prbc.g_00717
OG0000092	Praf.g_00549	Prbc.g_00144
OG0000093	Praf.g_02172, Praf.g_00148	Prbc.g_00958
OG0000094	Praf.g_02123	Prbc.g_00288
OG0000095	Praf.g_02382, Praf.g_02380, Praf.g_02378	Prbc.g_00238
OG0000096	Praf.g_00053	Prbc.g_00989
OG0000097	Praf.g_02699	Prbc.g_01009
OG0000098	Praf.g_00003	Prbc.g_01073
OG0000099	Praf.g_00028	Prbc.g_01093
OG0000101	Praf.g_00333, Praf.g_02602	Prbc.g_01127
OG0000102	Praf.g_00224	Prbc.g_00458
OG0000103	Praf.g_00212	Prbc.g_00449
OG0000104	Praf.g_02420	Prbc.g_00432
OG0000105	Praf.g_02468	Prbc.g_00401
OG0000106	Praf.g_02492	Prbc.g_00388
OG0000107	Praf.g_02511	Prbc.g_00379
OG0000108	Praf.g_02521	Prbc.g_00369
OG0000109	Praf.g_00391	Prbc.g_00330
OG0000110	Praf.g_02217	Prbc.g_01147
OG0000111	Praf.g_02271	Prbc.g_01167
OG0000112	Praf.g_02284	Prbc.g_01177
OG0000113	Praf.g_02300	Prbc.g_01189
OG0000114	Praf.g_02358	Prbc.g_01217
OG0000115	Praf.g_01908	Prbc.g_01533
OG0000116	Praf.g_01905	Prbc.g_01535
OG0000117	Praf.g_00595	Prbc.g_01540
OG0000118	Praf.g_00143, Praf.g_00616	Prbc.g_01579
OG0000119	Praf.g_00658	Prbc.g_01611
OG0000120	Praf.g_00660	Prbc.g_01612
OG0000121	Praf.g_00681	Prbc.g_01622
OG0000122	Praf.g_00692	Prbc.g_01632
OG0000123	Praf.g_00730	Prbc.g_01662
OG0000124	Praf.g_01720	Prbc.g_01728
OG0000125	Praf.g_01035, Praf.g_01721	Prbc.g_01729
OG0000126	Praf.g_01034, Praf.g_01722	Prbc.g_01730
OG0000127	Praf.g_00780, Praf.g_00406	Prbc.g_01768
OG0000128	Praf.g_01304	Prbc.g_01789
OG0000129	Praf.g_01435	Prbc.g_01811
OG0000130	Praf.g_00941	Prbc.g_01999
OG0000131	Praf.g_01528	Prbc.g_01856
OG0000132	Praf.g_01590	Prbc.g_01893
OG0000133	Praf.g_00104, Praf.g_01497	Prbc.g_01995
OG0000134	Praf.g_01503	Prbc.g_01843
OG0000135	Praf.g_01384, Praf.g_01383	Prbc.g_02040
OG0000136	Praf.g_01277	Prbc.g_02110
OG0000137	Praf.g_02692	Prbc.g_00899
OG0000138	Praf.g_00833	Prbc.g_01452
OG0000139	Praf.g_00861	Prbc.g_01439
OG0000140	Praf.g_00938	Prbc.g_01387
OG0000141	Praf.g_01285	Prbc.g_02103
OG0000142	Praf.g_00779	Prbc.g_00577
OG0000143	Praf.g_00585, Praf.g_00583	Prbc.g_00657
OG0000144	Praf.g_01778, Praf.g_01776	Prbc.g_00695
OG0000145	Praf.g_01795	Prbc.g_00710
OG0000146	Praf.g_01848	Prbc.g_00744
OG0000147	Praf.g_00502	Prbc.g_00789
OG0000148	Praf.g_00501	Prbc.g_00790
OG0000149	Praf.g_00485	Prbc.g_00830
OG0000150	Praf.g_00437	Prbc.g_00867
OG0000151	Praf.g_00434	Prbc.g_00869
OG0000152	Praf.g_00402	Prbc.g_00889
OG0000153	Praf.g_02162	Prbc.g_01572, Prbc.g_00326
OG0000154	Praf.g_02125	Prbc.g_00290
OG0000155	Praf.g_02102	Prbc.g_00271
OG0000156	Praf.g_02396	Prbc.g_00226
OG0000157	Praf.g_00152	Prbc.g_00190
OG0000158	Praf.g_02757	Prbc.g_01047
OG0000160	Praf.g_00001	Prbc.g_01071
OG0000161	Praf.g_00002	Prbc.g_01072
OG0000162	Praf.g_00004	Prbc.g_01074
OG0000163	Praf.g_00005	Prbc.g_01075
OG0000164	Praf.g_00006	Prbc.g_01076
OG0000165	Praf.g_00007	Prbc.g_01077
OG0000166	Praf.g_00009	Prbc.g_01078
OG0000167	Praf.g_00010	Prbc.g_01079
OG0000168	Praf.g_00011	Prbc.g_01080
OG0000169	Praf.g_00013	Prbc.g_01082
OG0000170	Praf.g_00015	Prbc.g_01084
OG0000171	Praf.g_00016	Prbc.g_01085
OG0000172	Praf.g_00021	Prbc.g_01086
OG0000173	Praf.g_00022	Prbc.g_01087
OG0000174	Praf.g_00023	Prbc.g_01088
OG0000175	Praf.g_00024	Prbc.g_01089
OG0000176	Praf.g_00025	Prbc.g_01090
OG0000177	Praf.g_00026	Prbc.g_01091
OG0000178	Praf.g_00027	Prbc.g_01092
OG0000179	Praf.g_00029	Prbc.g_01094
OG0000180	Praf.g_00030	Prbc.g_01095
OG0000181	Praf.g_00031	Prbc.g_01096
OG0000182	Praf.g_00032	Prbc.g_01097
OG0000183	Praf.g_00033	Prbc.g_01098
OG0000184	Praf.g_00035	Prbc.g_01099
OG0000185	Praf.g_00040	Prbc.g_01102
OG0000186	Praf.g_00045	Prbc.g_01104
OG0000187	Praf.g_00046	Prbc.g_01105
OG0000188	Praf.g_00047	Prbc.g_01106
OG0000189	Praf.g_00050	Prbc.g_01118
OG0000190	Praf.g_00052	Prbc.g_01120
OG0000191	Praf.g_02654	Prbc.g_01121
OG0000192	Praf.g_02652	Prbc.g_01122
OG0000193	Praf.g_02618	Prbc.g_01123
OG0000194	Praf.g_02611	Prbc.g_01124
OG0000195	Praf.g_02605	Prbc.g_01125
OG0000196	Praf.g_02603	Prbc.g_01126
OG0000197	Praf.g_02601	Prbc.g_01128
OG0000198	Praf.g_02597	Prbc.g_01129
OG0000199	Praf.g_02596	Prbc.g_01130
OG0000200	Praf.g_00328	Prbc.g_00509
OG0000201	Praf.g_00326	Prbc.g_00508
OG0000202	Praf.g_00325	Prbc.g_00507
OG0000203	Praf.g_00321	Prbc.g_00504
OG0000204	Praf.g_00320	Prbc.g_00503
OG0000205	Praf.g_00316	Prbc.g_00500
OG0000206	Praf.g_00314	Prbc.g_00498
OG0000207	Praf.g_00310	Prbc.g_00496
OG0000208	Praf.g_00309	Prbc.g_00495
OG0000209	Praf.g_00962	Prbc.g_00494
OG0000210	Praf.g_00308	Prbc.g_00493
OG0000211	Praf.g_00304	Prbc.g_00492
OG0000212	Praf.g_00303	Prbc.g_00491
OG0000213	Praf.g_00302	Prbc.g_00490
OG0000214	Praf.g_00301	Prbc.g_00489
OG0000215	Praf.g_00300	Prbc.g_00488
OG0000216	Praf.g_00299	Prbc.g_00487
OG0000217	Praf.g_00297	Prbc.g_00485
OG0000218	Praf.g_00296	Prbc.g_00484
OG0000219	Praf.g_00268	Prbc.g_00483
OG0000220	Praf.g_00264	Prbc.g_00482
OG0000221	Praf.g_00259	Prbc.g_00479
OG0000222	Praf.g_00258	Prbc.g_00478
OG0000223	Praf.g_00257	Prbc.g_00477
OG0000224	Praf.g_00255	Prbc.g_00476
OG0000225	Praf.g_00254	Prbc.g_00475
OG0000226	Praf.g_00253	Prbc.g_00474
OG0000227	Praf.g_00251	Prbc.g_00472
OG0000228	Praf.g_00250	Prbc.g_00471
OG0000229	Praf.g_00249	Prbc.g_00470
OG0000230	Praf.g_00248	Prbc.g_00469
OG0000231	Praf.g_00247	Prbc.g_00468
OG0000232	Praf.g_00245	Prbc.g_00467
OG0000233	Praf.g_00244	Prbc.g_00466
OG0000234	Praf.g_00243	Prbc.g_00465
OG0000235	Praf.g_00240	Prbc.g_00464
OG0000236	Praf.g_00232	Prbc.g_00461
OG0000237	Praf.g_00230	Prbc.g_00460
OG0000238	Praf.g_00225	Prbc.g_00459
OG0000239	Praf.g_00223	Prbc.g_00457
OG0000240	Praf.g_00221	Prbc.g_00455
OG0000241	Praf.g_00219	Prbc.g_00454
OG0000242	Praf.g_00218	Prbc.g_00453
OG0000243	Praf.g_00214	Prbc.g_00451
OG0000244	Praf.g_00209	Prbc.g_00448
OG0000245	Praf.g_00208	Prbc.g_00447
OG0000246	Praf.g_00207	Prbc.g_00446
OG0000247	Praf.g_02403	Prbc.g_00443
OG0000248	Praf.g_02405	Prbc.g_00441
OG0000249	Praf.g_02408	Prbc.g_00439
OG0000250	Praf.g_02410	Prbc.g_00438
OG0000251	Praf.g_02411	Prbc.g_00437
OG0000252	Praf.g_02412	Prbc.g_00436
OG0000253	Praf.g_02413	Prbc.g_00435
OG0000254	Praf.g_02415	Prbc.g_02145
OG0000255	Praf.g_02416	Prbc.g_00434
OG0000256	Praf.g_02421	Prbc.g_00431
OG0000257	Praf.g_02430	Prbc.g_00428
OG0000258	Praf.g_02432	Prbc.g_00426
OG0000259	Praf.g_02433	Prbc.g_00425
OG0000260	Praf.g_02434	Prbc.g_00424
OG0000261	Praf.g_02435	Prbc.g_00423
OG0000262	Praf.g_02436	Prbc.g_00422
OG0000263	Praf.g_02438	Prbc.g_00420
OG0000264	Praf.g_02439	Prbc.g_00419
OG0000265	Praf.g_02440	Prbc.g_00418
OG0000266	Praf.g_02441	Prbc.g_00417
OG0000267	Praf.g_02442	Prbc.g_00416
OG0000268	Praf.g_02444	Prbc.g_00415
OG0000269	Praf.g_02446	Prbc.g_00413
OG0000270	Praf.g_02447	Prbc.g_00412
OG0000271	Praf.g_02448	Prbc.g_00411
OG0000272	Praf.g_02449	Prbc.g_00410
OG0000273	Praf.g_02450	Prbc.g_00409
OG0000274	Praf.g_02451	Prbc.g_00408
OG0000275	Praf.g_02452	Prbc.g_00407
OG0000276	Praf.g_02453	Prbc.g_00406
OG0000277	Praf.g_02455	Prbc.g_00404
OG0000278	Praf.g_02456	Prbc.g_00403
OG0000279	Praf.g_02457	Prbc.g_00402
OG0000280	Praf.g_02469	Prbc.g_00400
OG0000281	Praf.g_02470	Prbc.g_00399
OG0000282	Praf.g_02471	Prbc.g_00398
OG0000283	Praf.g_02472	Prbc.g_00397
OG0000284	Praf.g_02473	Prbc.g_00396
OG0000285	Praf.g_02474	Prbc.g_00395
OG0000286	Praf.g_02475	Prbc.g_00394
OG0000287	Praf.g_02476	Prbc.g_00393
OG0000288	Praf.g_01486	Prbc.g_00391
OG0000289	Praf.g_02489	Prbc.g_00390
OG0000290	Praf.g_02491	Prbc.g_00389
OG0000291	Praf.g_02495	Prbc.g_00387
OG0000292	Praf.g_02497	Prbc.g_00385
OG0000293	Praf.g_02500	Prbc.g_00384
OG0000294	Praf.g_02502	Prbc.g_00383
OG0000295	Praf.g_02505	Prbc.g_00382
OG0000296	Praf.g_02506	Prbc.g_00381
OG0000297	Praf.g_02509	Prbc.g_00380
OG0000298	Praf.g_02512	Prbc.g_00378
OG0000299	Praf.g_02513	Prbc.g_00377
OG0000300	Praf.g_02514	Prbc.g_00376
OG0000301	Praf.g_02515	Prbc.g_00375
OG0000302	Praf.g_02516	Prbc.g_00374
OG0000303	Praf.g_02517	Prbc.g_00373
OG0000304	Praf.g_02519	Prbc.g_00371
OG0000305	Praf.g_02520	Prbc.g_00370
OG0000306	Praf.g_02524	Prbc.g_00368
OG0000307	Praf.g_02525	Prbc.g_00367
OG0000308	Praf.g_02531	Prbc.g_00366
OG0000309	Praf.g_02532	Prbc.g_00365
OG0000310	Praf.g_02533	Prbc.g_00364
OG0000311	Praf.g_02582	Prbc.g_00363
OG0000312	Praf.g_02581	Prbc.g_00362
OG0000313	Praf.g_02575	Prbc.g_00361
OG0000314	Praf.g_02574	Prbc.g_00360
OG0000315	Praf.g_02572	Prbc.g_00358
OG0000316	Praf.g_02568	Prbc.g_00357
OG0000317	Praf.g_02567	Prbc.g_00356
OG0000318	Praf.g_02566	Prbc.g_00355
OG0000319	Praf.g_02560	Prbc.g_00354
OG0000320	Praf.g_02559	Prbc.g_00353
OG0000321	Praf.g_02557	Prbc.g_00352
OG0000322	Praf.g_02556	Prbc.g_00351
OG0000323	Praf.g_02555	Prbc.g_00350
OG0000324	Praf.g_02554	Prbc.g_00349
OG0000325	Praf.g_02553	Prbc.g_00348
OG0000326	Praf.g_02552	Prbc.g_00347
OG0000327	Praf.g_02551	Prbc.g_00346
OG0000328	Praf.g_02549	Prbc.g_00345
OG0000329	Praf.g_02548	Prbc.g_00344
OG0000330	Praf.g_02547	Prbc.g_00343
OG0000331	Praf.g_00374	Prbc.g_00342
OG0000332	Praf.g_00745	Prbc.g_00341
OG0000333	Praf.g_00744	Prbc.g_00340
OG0000334	Praf.g_00743	Prbc.g_00339
OG0000335	Praf.g_00378	Prbc.g_00337
OG0000336	Praf.g_00379	Prbc.g_00335
OG0000337	Praf.g_00385	Prbc.g_00334
OG0000338	Praf.g_00392	Prbc.g_00329
OG0000339	Praf.g_02203	Prbc.g_01140
OG0000340	Praf.g_02207	Prbc.g_01142
OG0000341	Praf.g_02208	Prbc.g_01143
OG0000342	Praf.g_02209	Prbc.g_01144
OG0000343	Praf.g_02210	Prbc.g_01145
OG0000344	Praf.g_02215	Prbc.g_01146
OG0000345	Praf.g_02242	Prbc.g_01149
OG0000346	Praf.g_02243	Prbc.g_01150
OG0000347	Praf.g_02245	Prbc.g_01153
OG0000348	Praf.g_02247	Prbc.g_01154
OG0000349	Praf.g_02249	Prbc.g_01155
OG0000350	Praf.g_02255	Prbc.g_01156
OG0000351	Praf.g_00375	Prbc.g_01157
OG0000352	Praf.g_02259	Prbc.g_01158
OG0000353	Praf.g_02260	Prbc.g_01159
OG0000354	Praf.g_02262	Prbc.g_01160
OG0000355	Praf.g_02263	Prbc.g_01161
OG0000356	Praf.g_02264	Prbc.g_01162
OG0000357	Praf.g_02265	Prbc.g_01163
OG0000358	Praf.g_02266	Prbc.g_01164
OG0000359	Praf.g_02268	Prbc.g_01166
OG0000360	Praf.g_02273	Prbc.g_01168
OG0000361	Praf.g_02274	Prbc.g_01169
OG0000362	Praf.g_02275	Prbc.g_01170
OG0000363	Praf.g_02277	Prbc.g_01171
OG0000364	Praf.g_02282	Prbc.g_01175
OG0000365	Praf.g_02283	Prbc.g_01176
OG0000366	Praf.g_02285	Prbc.g_01178
OG0000367	Praf.g_02287	Prbc.g_01179
OG0000368	Praf.g_02288	Prbc.g_01180
OG0000369	Praf.g_02289	Prbc.g_01181
OG0000370	Praf.g_02290	Prbc.g_01182
OG0000371	Praf.g_02291	Prbc.g_01183
OG0000372	Praf.g_02292	Prbc.g_01184
OG0000373	Praf.g_02293	Prbc.g_01185
OG0000374	Praf.g_02296	Prbc.g_01186
OG0000375	Praf.g_02297	Prbc.g_01187
OG0000376	Praf.g_02301	Prbc.g_01190
OG0000377	Praf.g_02302	Prbc.g_01191
OG0000378	Praf.g_02303	Prbc.g_01192
OG0000379	Praf.g_02304	Prbc.g_01193
OG0000380	Praf.g_02314	Prbc.g_01194
OG0000381	Praf.g_02315	Prbc.g_01195
OG0000382	Praf.g_02316	Prbc.g_01196
OG0000383	Praf.g_02318	Prbc.g_01197
OG0000384	Praf.g_02321	Prbc.g_01200
OG0000385	Praf.g_02322	Prbc.g_01201
OG0000386	Praf.g_02323	Prbc.g_01202
OG0000387	Praf.g_02324	Prbc.g_01203
OG0000388	Praf.g_02325	Prbc.g_01204
OG0000389	Praf.g_02326	Prbc.g_01205
OG0000390	Praf.g_02327	Prbc.g_01206
OG0000391	Praf.g_02328	Prbc.g_01207
OG0000392	Praf.g_02329	Prbc.g_01208
OG0000393	Praf.g_02330	Prbc.g_01209
OG0000394	Praf.g_02331	Prbc.g_01210
OG0000395	Praf.g_02332	Prbc.g_01211
OG0000396	Praf.g_02335	Prbc.g_01213
OG0000397	Praf.g_02347	Prbc.g_01215
OG0000398	Praf.g_02349	Prbc.g_01216
OG0000399	Praf.g_02073	Prbc.g_01219
OG0000400	Praf.g_02066	Prbc.g_01225
OG0000401	Praf.g_02065	Prbc.g_01813
OG0000402	Praf.g_02054	Prbc.g_01246
OG0000403	Praf.g_02052	Prbc.g_01248
OG0000404	Praf.g_02051	Prbc.g_01249
OG0000405	Praf.g_02049	Prbc.g_01250
OG0000406	Praf.g_02045	Prbc.g_01253
OG0000407	Praf.g_02044	Prbc.g_01254
OG0000408	Praf.g_02031	Prbc.g_01256
OG0000409	Praf.g_02030	Prbc.g_01257
OG0000410	Praf.g_02029	Prbc.g_01258
OG0000411	Praf.g_02028	Prbc.g_01259
OG0000412	Praf.g_02027	Prbc.g_01260
OG0000413	Praf.g_02026	Prbc.g_01261
OG0000414	Praf.g_02025	Prbc.g_01262
OG0000415	Praf.g_02024	Prbc.g_01263
OG0000416	Praf.g_02016	Prbc.g_01267
OG0000417	Praf.g_02015	Prbc.g_01268
OG0000418	Praf.g_02012	Prbc.g_01270
OG0000419	Praf.g_02011	Prbc.g_01271
OG0000420	Praf.g_01616	Prbc.g_01912
OG0000421	Praf.g_00322	Prbc.g_02137
OG0000422	Praf.g_00495	Prbc.g_02168
OG0000423	Praf.g_01003	Prbc.g_01317
OG0000424	Praf.g_02201	Prbc.g_00934
OG0000425	Praf.g_02002	Prbc.g_01492
OG0000426	Praf.g_02001	Prbc.g_01493
OG0000427	Praf.g_01999	Prbc.g_01494
OG0000428	Praf.g_01990	Prbc.g_01496
OG0000429	Praf.g_01989	Prbc.g_01497
OG0000430	Praf.g_01987	Prbc.g_01499
OG0000431	Praf.g_01986	Prbc.g_01500
OG0000432	Praf.g_01985	Prbc.g_01501
OG0000433	Praf.g_01984	Prbc.g_01502
OG0000434	Praf.g_01982	Prbc.g_01503
OG0000435	Praf.g_01981	Prbc.g_01504
OG0000436	Praf.g_01980	Prbc.g_01505
OG0000437	Praf.g_01979	Prbc.g_01506
OG0000438	Praf.g_01978	Prbc.g_01507
OG0000439	Praf.g_01977	Prbc.g_01508
OG0000440	Praf.g_01972	Prbc.g_01509
OG0000441	Praf.g_01963	Prbc.g_01510
OG0000442	Praf.g_01962	Prbc.g_01511
OG0000443	Praf.g_01961	Prbc.g_01512
OG0000444	Praf.g_01960	Prbc.g_01513
OG0000445	Praf.g_01959	Prbc.g_01514
OG0000446	Praf.g_01957	Prbc.g_01516
OG0000447	Praf.g_01956	Prbc.g_01517
OG0000448	Praf.g_01952	Prbc.g_01518
OG0000449	Praf.g_01942	Prbc.g_01524
OG0000450	Praf.g_01941	Prbc.g_01525
OG0000451	Praf.g_01938	Prbc.g_01526
OG0000452	Praf.g_01915	Prbc.g_01528
OG0000453	Praf.g_01913	Prbc.g_01529
OG0000454	Praf.g_01911	Prbc.g_01531
OG0000455	Praf.g_01909	Prbc.g_01532
OG0000456	Praf.g_00586	Prbc.g_01536
OG0000457	Praf.g_00589	Prbc.g_01538
OG0000458	Praf.g_00594	Prbc.g_01539
OG0000459	Praf.g_00596	Prbc.g_01541
OG0000460	Praf.g_00598	Prbc.g_01543
OG0000461	Praf.g_00599	Prbc.g_01544
OG0000462	Praf.g_00600	Prbc.g_01545
OG0000463	Praf.g_00603	Prbc.g_01546
OG0000464	Praf.g_00605	Prbc.g_01547
OG0000465	Praf.g_00606	Prbc.g_01548
OG0000466	Praf.g_00607	Prbc.g_01549
OG0000467	Praf.g_00608	Prbc.g_01550
OG0000468	Praf.g_00609	Prbc.g_01551
OG0000469	Praf.g_00610	Prbc.g_01552
OG0000470	Praf.g_00611	Prbc.g_01553
OG0000471	Praf.g_00612	Prbc.g_01554
OG0000472	Praf.g_00619	Prbc.g_01580
OG0000473	Praf.g_00621	Prbc.g_01581
OG0000474	Praf.g_00622	Prbc.g_01582
OG0000475	Praf.g_00623	Prbc.g_01583
OG0000476	Praf.g_00626	Prbc.g_01585
OG0000477	Praf.g_00627	Prbc.g_01586
OG0000478	Praf.g_00628	Prbc.g_01587
OG0000479	Praf.g_00629	Prbc.g_01588
OG0000480	Praf.g_00630	Prbc.g_01590
OG0000481	Praf.g_00631	Prbc.g_01592
OG0000482	Praf.g_00632	Prbc.g_01593
OG0000483	Praf.g_00634	Prbc.g_01595
OG0000484	Praf.g_00635	Prbc.g_01596
OG0000485	Praf.g_00636	Prbc.g_01597
OG0000486	Praf.g_00641	Prbc.g_01599
OG0000487	Praf.g_00646	Prbc.g_01603
OG0000488	Praf.g_00647	Prbc.g_01604
OG0000489	Praf.g_00648	Prbc.g_01605
OG0000490	Praf.g_00650	Prbc.g_01606
OG0000491	Praf.g_00651	Prbc.g_01607
OG0000492	Praf.g_00656	Prbc.g_01608
OG0000493	Praf.g_01177	Prbc.g_01609
OG0000494	Praf.g_01131	Prbc.g_01610
OG0000495	Praf.g_00661	Prbc.g_01613
OG0000496	Praf.g_00663	Prbc.g_01614
OG0000497	Praf.g_00665	Prbc.g_01615
OG0000498	Praf.g_00666	Prbc.g_01616
OG0000499	Praf.g_00670	Prbc.g_01617
OG0000500	Praf.g_00673	Prbc.g_01619
OG0000501	Praf.g_00675	Prbc.g_01620
OG0000502	Praf.g_00677	Prbc.g_01621
OG0000503	Praf.g_00683	Prbc.g_01623
OG0000504	Praf.g_00684	Prbc.g_01624
OG0000505	Praf.g_00685	Prbc.g_01626
OG0000506	Praf.g_00687	Prbc.g_01627
OG0000507	Praf.g_00688	Prbc.g_01628
OG0000508	Praf.g_00689	Prbc.g_01629
OG0000509	Praf.g_00690	Prbc.g_01630
OG0000510	Praf.g_00691	Prbc.g_01631
OG0000511	Praf.g_00693	Prbc.g_01633
OG0000512	Praf.g_00694	Prbc.g_01634
OG0000513	Praf.g_00695	Prbc.g_01635
OG0000514	Praf.g_00696	Prbc.g_01636
OG0000515	Praf.g_00697	Prbc.g_01637
OG0000516	Praf.g_00698	Prbc.g_01638
OG0000517	Praf.g_00700	Prbc.g_01640
OG0000518	Praf.g_00701	Prbc.g_01641
OG0000519	Praf.g_00703	Prbc.g_01642
OG0000520	Praf.g_00705	Prbc.g_01643
OG0000521	Praf.g_00706	Prbc.g_01644
OG0000522	Praf.g_00707	Prbc.g_01645
OG0000523	Praf.g_00708	Prbc.g_01646
OG0000524	Praf.g_00709	Prbc.g_01647
OG0000525	Praf.g_00711	Prbc.g_01648
OG0000526	Praf.g_00712	Prbc.g_01649
OG0000527	Praf.g_00713	Prbc.g_01650
OG0000528	Praf.g_00714	Prbc.g_01651
OG0000529	Praf.g_00716	Prbc.g_01652
OG0000530	Praf.g_00717	Prbc.g_01653
OG0000531	Praf.g_00718	Prbc.g_01654
OG0000532	Praf.g_00719	Prbc.g_01655
OG0000533	Praf.g_00723	Prbc.g_01656
OG0000534	Praf.g_00724	Prbc.g_01657
OG0000535	Praf.g_00725	Prbc.g_01658
OG0000536	Praf.g_00726	Prbc.g_01659
OG0000537	Praf.g_00728	Prbc.g_01660
OG0000538	Praf.g_00729	Prbc.g_01661
OG0000539	Praf.g_00733	Prbc.g_01663
OG0000540	Praf.g_00734	Prbc.g_01664
OG0000541	Praf.g_00735	Prbc.g_01665
OG0000542	Praf.g_00739	Prbc.g_01667
OG0000543	Praf.g_00740	Prbc.g_01668
OG0000544	Praf.g_00741	Prbc.g_01670
OG0000545	Praf.g_00742	Prbc.g_01669
OG0000546	Praf.g_00749	Prbc.g_01671
OG0000547	Praf.g_00750	Prbc.g_01672
OG0000548	Praf.g_00751	Prbc.g_01673
OG0000549	Praf.g_00753	Prbc.g_01675
OG0000550	Praf.g_00754	Prbc.g_01676
