Orthogroup	Praf	Prap
OG0000056	Praf.g_00037	Prap.g_00923
OG0000057	Praf.g_02445	Prap.g_01013
OG0000058	Praf.g_00496	Prap.g_00591
OG0000059	Praf.g_00672	Prap.g_01230
OG0000060	Praf.g_01316, Praf.g_01049	Prap.g_00334
OG0000061	Praf.g_00348	Prap.g_01128
OG0000062	Praf.g_01556	Prap.g_00760
OG0000063	Praf.g_02587	Prap.g_00512
OG0000065	Praf.g_00386	Prap.g_01475
OG0000066	Praf.g_01907	Prap.g_01292
OG0000067	Praf.g_01125	Prap.g_00799
OG0000070	Praf.g_01274	Prap.g_00708
OG0000071	Praf.g_00919	Prap.g_00429
OG0000072	Praf.g_00796	Prap.g_00561
OG0000074	Praf.g_02343	Prap.g_00079
OG0000075	Praf.g_02119	Prap.g_01642
OG0000076	Praf.g_01851	Prap.g_00160
OG0000077	Praf.g_00012	Prap.g_00043
OG0000078	Praf.g_02336	Prap.g_01389
OG0000079	Praf.g_02705	Prap.g_00543
OG0000080	Praf.g_01012, Praf.g_01748	Prap.g_00356
OG0000081	Praf.g_01219, Praf.g_01218	Prap.g_00809
OG0000082	Praf.g_01537	Prap.g_00776
OG0000084	Praf.g_01392	Prap.g_00257
OG0000085	Praf.g_02776	Prap.g_00501
OG0000086	Praf.g_02690	Prap.g_01883
OG0000090	Praf.g_02342	Prap.g_00082
OG0000091	Praf.g_01806	Prap.g_00129
OG0000092	Praf.g_00549	Prap.g_00618
OG0000093	Praf.g_02172, Praf.g_00148	Prap.g_01691
OG0000094	Praf.g_02123	Prap.g_01646
OG0000095	Praf.g_02382, Praf.g_02380, Praf.g_02378	Prap.g_01608
OG0000096	Praf.g_00053	Prap.g_01536
OG0000097	Praf.g_02699	Prap.g_00623
OG0000098	Praf.g_00003	Prap.g_00051
OG0000099	Praf.g_00028	Prap.g_00932
OG0000101	Praf.g_00333, Praf.g_02602	Prap.g_00903
OG0000102	Praf.g_00224	Prap.g_01061
OG0000103	Praf.g_00212	Prap.g_01052
OG0000104	Praf.g_02420	Prap.g_01035
OG0000105	Praf.g_02468	Prap.g_01000
OG0000106	Praf.g_02711, Praf.g_02492	Prap.g_00986
OG0000107	Praf.g_02511	Prap.g_00977
OG0000108	Praf.g_02708, Praf.g_02521	Prap.g_00967
OG0000109	Praf.g_00391	Prap.g_01472
OG0000110	Praf.g_02217	Prap.g_01460
OG0000111	Praf.g_02271	Prap.g_01436
OG0000112	Praf.g_02284	Prap.g_01425
OG0000113	Praf.g_02300	Prap.g_01412
OG0000114	Praf.g_02358	Prap.g_01386
OG0000115	Praf.g_01908	Prap.g_01293
OG0000116	Praf.g_01905	Prap.g_01291
OG0000117	Praf.g_00595	Prap.g_01287
OG0000118	Praf.g_00143, Praf.g_00616	Prap.g_01267
OG0000119	Praf.g_00658	Prap.g_01237
OG0000120	Praf.g_00660	Prap.g_01236
OG0000121	Praf.g_00681	Prap.g_01226
OG0000122	Praf.g_00692	Prap.g_01217
OG0000123	Praf.g_00730	Prap.g_01185
OG0000124	Praf.g_01036, Praf.g_01720	Prap.g_00375
OG0000125	Praf.g_01035, Praf.g_01721	Prap.g_00374
OG0000126	Praf.g_01034, Praf.g_01722	Prap.g_00373
OG0000127	Praf.g_00780, Praf.g_00406	Prap.g_00814
OG0000128	Praf.g_01304	Prap.g_00789
OG0000129	Praf.g_00144, Praf.g_01435	Prap.g_00324
OG0000130	Praf.g_00941	Prap.g_00691
OG0000131	Praf.g_01528	Prap.g_00785
OG0000132	Praf.g_01590	Prap.g_00748
OG0000133	Praf.g_00104, Praf.g_01497	Prap.g_00841
OG0000134	Praf.g_01503	Prap.g_00355
OG0000135	Praf.g_01384, Praf.g_01383	Prap.g_00261
OG0000136	Praf.g_01277	Prap.g_00705
OG0000137	Praf.g_02692	Prap.g_01880
OG0000138	Praf.g_00833	Prap.g_00462
OG0000139	Praf.g_00861	Prap.g_00450
OG0000140	Praf.g_00938	Prap.g_01135
OG0000141	Praf.g_01285	Prap.g_00217
OG0000142	Praf.g_00779	Prap.g_00574
OG0000143	Praf.g_00585, Praf.g_00583	Prap.g_00059
OG0000144	Praf.g_01778, Praf.g_01776	Prap.g_00109
OG0000145	Praf.g_01795	Prap.g_00122
OG0000146	Praf.g_01848	Prap.g_00158
OG0000147	Praf.g_00502	Prap.g_00205
OG0000148	Praf.g_00501	Prap.g_00206
OG0000149	Praf.g_00485	Prap.g_01782
OG0000151	Praf.g_00434	Prap.g_01739
OG0000152	Praf.g_00402	Prap.g_01719
OG0000153	Praf.g_02162	Prap.g_01685
OG0000154	Praf.g_02125	Prap.g_01648, Prap.g_01649
OG0000155	Praf.g_02102	Prap.g_01629
OG0000156	Praf.g_02396	Prap.g_01596
OG0000157	Praf.g_00152	Prap.g_01562
OG0000158	Praf.g_02757	Prap.g_01497
OG0000160	Praf.g_00001	Prap.g_00053
OG0000161	Praf.g_00002	Prap.g_00052
OG0000162	Praf.g_00004	Prap.g_00050
OG0000163	Praf.g_00005	Prap.g_00049
OG0000164	Praf.g_00006	Prap.g_00048
OG0000165	Praf.g_00007	Prap.g_00047
OG0000166	Praf.g_00009	Prap.g_00046
OG0000167	Praf.g_00010	Prap.g_00045
OG0000168	Praf.g_00011	Prap.g_00044
OG0000169	Praf.g_00013	Prap.g_00042
OG0000170	Praf.g_00015	Prap.g_00941
OG0000171	Praf.g_00016	Prap.g_00940
OG0000172	Praf.g_00021	Prap.g_00939
OG0000173	Praf.g_00022	Prap.g_00938
OG0000174	Praf.g_00023	Prap.g_00937
OG0000175	Praf.g_00024	Prap.g_00936
OG0000176	Praf.g_00025	Prap.g_00935
OG0000177	Praf.g_00026	Prap.g_00934
OG0000178	Praf.g_00027	Prap.g_00933
OG0000179	Praf.g_00029	Prap.g_00931
OG0000180	Praf.g_00030	Prap.g_00930
OG0000181	Praf.g_00031	Prap.g_00929
OG0000182	Praf.g_00032	Prap.g_00928
OG0000183	Praf.g_00033	Prap.g_00927
OG0000184	Praf.g_00035	Prap.g_00925
OG0000185	Praf.g_00040	Prap.g_00922
OG0000186	Praf.g_00045	Prap.g_00919
OG0000187	Praf.g_00046	Prap.g_00918
OG0000188	Praf.g_00047	Prap.g_00917
OG0000189	Praf.g_00050	Prap.g_00915
OG0000190	Praf.g_00052	Prap.g_00913
OG0000191	Praf.g_02654	Prap.g_00911
OG0000192	Praf.g_02652	Prap.g_00910
OG0000193	Praf.g_02618	Prap.g_00909
OG0000194	Praf.g_02611	Prap.g_00906
OG0000195	Praf.g_02605	Prap.g_00905
OG0000196	Praf.g_02603	Prap.g_00904
OG0000197	Praf.g_02601	Prap.g_00902
OG0000198	Praf.g_02597	Prap.g_00901
OG0000199	Praf.g_02596	Prap.g_00899
OG0000200	Praf.g_00328	Prap.g_00887
OG0000201	Praf.g_00326	Prap.g_00886
OG0000202	Praf.g_00325	Prap.g_00885
OG0000203	Praf.g_00321	Prap.g_00881
OG0000204	Praf.g_00320	Prap.g_00880
OG0000205	Praf.g_00316	Prap.g_00877
OG0000206	Praf.g_00314	Prap.g_00875
OG0000207	Praf.g_00310	Prap.g_01100
OG0000208	Praf.g_00309	Prap.g_01099
OG0000209	Praf.g_00962	Prap.g_00025
OG0000210	Praf.g_00308	Prap.g_01098
OG0000211	Praf.g_00304	Prap.g_01097
OG0000212	Praf.g_00303	Prap.g_01096
OG0000213	Praf.g_00302	Prap.g_01095
OG0000214	Praf.g_00301	Prap.g_01094
OG0000215	Praf.g_00300	Prap.g_01093
OG0000216	Praf.g_00299	Prap.g_01092
OG0000217	Praf.g_00297	Prap.g_01090
OG0000218	Praf.g_00296	Prap.g_01089
OG0000219	Praf.g_00268	Prap.g_01088
OG0000220	Praf.g_00264	Prap.g_01087
OG0000221	Praf.g_00259	Prap.g_01084
OG0000222	Praf.g_00258	Prap.g_01083
OG0000223	Praf.g_00257	Prap.g_01082
OG0000224	Praf.g_00255	Prap.g_01080
OG0000225	Praf.g_00254	Prap.g_01079
OG0000226	Praf.g_00253	Prap.g_01078
OG0000227	Praf.g_00251	Prap.g_01076
OG0000228	Praf.g_00250	Prap.g_01075
OG0000229	Praf.g_00249	Prap.g_01074
OG0000230	Praf.g_00248	Prap.g_01073
OG0000231	Praf.g_00247	Prap.g_01072
OG0000232	Praf.g_00245	Prap.g_01071
OG0000233	Praf.g_00244	Prap.g_01069
OG0000234	Praf.g_00243	Prap.g_01068
OG0000235	Praf.g_00240	Prap.g_01067
OG0000236	Praf.g_00232	Prap.g_01064
OG0000237	Praf.g_00230	Prap.g_01063
OG0000238	Praf.g_00225	Prap.g_01062
OG0000239	Praf.g_00223	Prap.g_01060
OG0000240	Praf.g_00221	Prap.g_01059
OG0000241	Praf.g_00219	Prap.g_01058
OG0000242	Praf.g_00218	Prap.g_01057
OG0000243	Praf.g_00214	Prap.g_01054
OG0000244	Praf.g_00209	Prap.g_01051
OG0000245	Praf.g_00208	Prap.g_01050
OG0000246	Praf.g_00207	Prap.g_01049
OG0000247	Praf.g_02403	Prap.g_01047
OG0000248	Praf.g_02405	Prap.g_01045
OG0000249	Praf.g_02408	Prap.g_01043
OG0000250	Praf.g_02410	Prap.g_01042
OG0000251	Praf.g_02411	Prap.g_01041
OG0000252	Praf.g_02412	Prap.g_01040
OG0000253	Praf.g_02413	Prap.g_01039
OG0000254	Praf.g_02415	Prap.g_00319
OG0000255	Praf.g_02416	Prap.g_01037
OG0000256	Praf.g_02421	Prap.g_01034
OG0000257	Praf.g_02430	Prap.g_01032
OG0000258	Praf.g_02432	Prap.g_01026
OG0000259	Praf.g_02433	Prap.g_01025
OG0000260	Praf.g_02434	Prap.g_01024
OG0000261	Praf.g_02435	Prap.g_01023
OG0000262	Praf.g_02436	Prap.g_01022
OG0000263	Praf.g_02438	Prap.g_01020
OG0000264	Praf.g_02439	Prap.g_01019
OG0000265	Praf.g_02440	Prap.g_01018
OG0000266	Praf.g_02441	Prap.g_01017
OG0000267	Praf.g_02442	Prap.g_01016
OG0000268	Praf.g_02444	Prap.g_01014
OG0000269	Praf.g_02446	Prap.g_01012
OG0000270	Praf.g_02447	Prap.g_01011
OG0000271	Praf.g_02448	Prap.g_01010
OG0000272	Praf.g_02449	Prap.g_01009
OG0000273	Praf.g_02450	Prap.g_01008
OG0000274	Praf.g_02451	Prap.g_01007
OG0000275	Praf.g_02452	Prap.g_01006
OG0000276	Praf.g_02453	Prap.g_01005
OG0000277	Praf.g_02455	Prap.g_01003
OG0000278	Praf.g_02456	Prap.g_01002
OG0000279	Praf.g_02457	Prap.g_01001
OG0000280	Praf.g_02469	Prap.g_00999
OG0000281	Praf.g_02470	Prap.g_00997
OG0000282	Praf.g_02471	Prap.g_00996
OG0000283	Praf.g_02472	Prap.g_00995
OG0000284	Praf.g_02473	Prap.g_00994
OG0000285	Praf.g_02474	Prap.g_00993
OG0000286	Praf.g_02475	Prap.g_00992
OG0000287	Praf.g_02476	Prap.g_00991
OG0000288	Praf.g_01486	Prap.g_00989
OG0000289	Praf.g_02489	Prap.g_00988
OG0000290	Praf.g_02491	Prap.g_00987
OG0000291	Praf.g_02495	Prap.g_00985
OG0000292	Praf.g_02497	Prap.g_00983
OG0000293	Praf.g_02500	Prap.g_00982
OG0000294	Praf.g_02502	Prap.g_00981
OG0000295	Praf.g_02505	Prap.g_00980
OG0000296	Praf.g_02506	Prap.g_00979
OG0000297	Praf.g_02509	Prap.g_00978
OG0000298	Praf.g_02512	Prap.g_00976
OG0000299	Praf.g_02513	Prap.g_00975
OG0000300	Praf.g_02514	Prap.g_00974
OG0000301	Praf.g_02515	Prap.g_00973
OG0000302	Praf.g_02516	Prap.g_00972
OG0000303	Praf.g_02517	Prap.g_00971
OG0000304	Praf.g_02519	Prap.g_00969
OG0000305	Praf.g_02520	Prap.g_00968
OG0000306	Praf.g_02524	Prap.g_00965
OG0000307	Praf.g_02525	Prap.g_00964
OG0000308	Praf.g_02531	Prap.g_00963
OG0000309	Praf.g_02532	Prap.g_00962
OG0000310	Praf.g_02533	Prap.g_00961
OG0000311	Praf.g_02582	Prap.g_00959
OG0000312	Praf.g_02581	Prap.g_00958
OG0000313	Praf.g_02575	Prap.g_00957
OG0000314	Praf.g_02574	Prap.g_00956
OG0000315	Praf.g_02572	Prap.g_00955
OG0000316	Praf.g_02568	Prap.g_00954
OG0000317	Praf.g_02567	Prap.g_00953
OG0000318	Praf.g_02566	Prap.g_00952
OG0000319	Praf.g_02560	Prap.g_00951
OG0000320	Praf.g_02559	Prap.g_00950
OG0000321	Praf.g_02557	Prap.g_00949
OG0000322	Praf.g_02556	Prap.g_00948
OG0000323	Praf.g_02555	Prap.g_00947
OG0000324	Praf.g_02554	Prap.g_00946
OG0000325	Praf.g_02553	Prap.g_00945
OG0000326	Praf.g_02552	Prap.g_00944
OG0000327	Praf.g_02551	Prap.g_00943
OG0000328	Praf.g_02549	Prap.g_01487
OG0000329	Praf.g_02548	Prap.g_01486
OG0000330	Praf.g_02547	Prap.g_01485
OG0000331	Praf.g_00374	Prap.g_01483
OG0000332	Praf.g_00745	Prap.g_01482
OG0000333	Praf.g_00744	Prap.g_01481
OG0000334	Praf.g_00743	Prap.g_01480
OG0000335	Praf.g_00378	Prap.g_01479
OG0000336	Praf.g_00379	Prap.g_01477
OG0000337	Praf.g_00385	Prap.g_01476
OG0000338	Praf.g_00392	Prap.g_01471
OG0000339	Praf.g_02203	Prap.g_01469
OG0000340	Praf.g_02207	Prap.g_01467
OG0000341	Praf.g_02208	Prap.g_01466
OG0000342	Praf.g_02209	Prap.g_01465
OG0000343	Praf.g_02210	Prap.g_01464
OG0000344	Praf.g_02215	Prap.g_01461
OG0000345	Praf.g_02242	Prap.g_01457
OG0000346	Praf.g_02243	Prap.g_01456
OG0000347	Praf.g_02245	Prap.g_01453
OG0000348	Praf.g_02247	Prap.g_01452
OG0000349	Praf.g_02249	Prap.g_01451
OG0000350	Praf.g_02255	Prap.g_01449
OG0000351	Praf.g_00375	Prap.g_01448
OG0000352	Praf.g_02259	Prap.g_01447
OG0000353	Praf.g_02260	Prap.g_01446
OG0000354	Praf.g_02262	Prap.g_01444
OG0000355	Praf.g_02263	Prap.g_01443
OG0000356	Praf.g_02264	Prap.g_01442
OG0000357	Praf.g_02265	Prap.g_01441
OG0000358	Praf.g_02266	Prap.g_01440
OG0000359	Praf.g_02268	Prap.g_01438
OG0000360	Praf.g_02273	Prap.g_01435
OG0000361	Praf.g_02274	Prap.g_01434
OG0000362	Praf.g_02275	Prap.g_01433
OG0000363	Praf.g_02277	Prap.g_01432
OG0000364	Praf.g_02282	Prap.g_01428
OG0000365	Praf.g_02283	Prap.g_01427
OG0000366	Praf.g_02285	Prap.g_01424
OG0000367	Praf.g_02287	Prap.g_01423
OG0000368	Praf.g_02288	Prap.g_01422
OG0000369	Praf.g_02289	Prap.g_01421
OG0000370	Praf.g_02290	Prap.g_01420
OG0000371	Praf.g_02291	Prap.g_01418
OG0000372	Praf.g_02292	Prap.g_01417
OG0000373	Praf.g_02293	Prap.g_01416
OG0000374	Praf.g_02296	Prap.g_01415
OG0000375	Praf.g_02297	Prap.g_01414
OG0000376	Praf.g_02301	Prap.g_01411
OG0000377	Praf.g_02302	Prap.g_01410
OG0000378	Praf.g_02303	Prap.g_01409
OG0000379	Praf.g_02304	Prap.g_01408
OG0000380	Praf.g_02314	Prap.g_01407
OG0000381	Praf.g_02315	Prap.g_01406
OG0000382	Praf.g_02316	Prap.g_01405
OG0000383	Praf.g_02318	Prap.g_01404
OG0000384	Praf.g_02321	Prap.g_01402
OG0000385	Praf.g_02322	Prap.g_01401
OG0000386	Praf.g_02323	Prap.g_01400
OG0000387	Praf.g_02324	Prap.g_01399
OG0000388	Praf.g_02325	Prap.g_01398
OG0000389	Praf.g_02326	Prap.g_01397
OG0000390	Praf.g_02327	Prap.g_01396
OG0000391	Praf.g_02328	Prap.g_01395
OG0000392	Praf.g_02329	Prap.g_01394
OG0000393	Praf.g_02330	Prap.g_01393
OG0000394	Praf.g_02331	Prap.g_01392
OG0000395	Praf.g_02332	Prap.g_01391
OG0000396	Praf.g_02335	Prap.g_01390
OG0000397	Praf.g_02347	Prap.g_01388
OG0000398	Praf.g_02349	Prap.g_01387
OG0000399	Praf.g_02073	Prap.g_01385
OG0000400	Praf.g_02066	Prap.g_01379
OG0000401	Praf.g_02065	Prap.g_01378
OG0000402	Praf.g_02054	Prap.g_01372
OG0000403	Praf.g_02052	Prap.g_01370
OG0000404	Praf.g_02051	Prap.g_01369
OG0000405	Praf.g_02049	Prap.g_01368
OG0000406	Praf.g_02045	Prap.g_01365
OG0000407	Praf.g_02044	Prap.g_01364
OG0000408	Praf.g_02031	Prap.g_01361
OG0000409	Praf.g_02030	Prap.g_01360
OG0000410	Praf.g_02029	Prap.g_01359
OG0000411	Praf.g_02028	Prap.g_01358
OG0000412	Praf.g_02027	Prap.g_01357
OG0000413	Praf.g_02026	Prap.g_01356
OG0000414	Praf.g_02025	Prap.g_01355
OG0000415	Praf.g_02024	Prap.g_01354
OG0000416	Praf.g_02016	Prap.g_01350
OG0000417	Praf.g_02015	Prap.g_01349
OG0000418	Praf.g_02012	Prap.g_01347
OG0000419	Praf.g_02011	Prap.g_01346
OG0000420	Praf.g_01616	Prap.g_00728
OG0000421	Praf.g_00322	Prap.g_00500
OG0000422	Praf.g_00495	Prap.g_01827
OG0000423	Praf.g_01003	Prap.g_00495
OG0000424	Praf.g_02201	Prap.g_01714
OG0000425	Praf.g_02002	Prap.g_01335
OG0000426	Praf.g_02001	Prap.g_01334
OG0000427	Praf.g_01999	Prap.g_01333
OG0000428	Praf.g_01990	Prap.g_01331
OG0000429	Praf.g_01989	Prap.g_01330
OG0000430	Praf.g_01987	Prap.g_01328
OG0000431	Praf.g_01986	Prap.g_01327
OG0000432	Praf.g_01985	Prap.g_01326
OG0000433	Praf.g_01984	Prap.g_01325
OG0000434	Praf.g_01982	Prap.g_01324
OG0000435	Praf.g_01981	Prap.g_01323
OG0000436	Praf.g_01980	Prap.g_01322
OG0000437	Praf.g_01979	Prap.g_01321
OG0000438	Praf.g_01978	Prap.g_01320
OG0000439	Praf.g_01977	Prap.g_01319
OG0000440	Praf.g_01972	Prap.g_01318
OG0000441	Praf.g_01963	Prap.g_01317
OG0000442	Praf.g_01962	Prap.g_01316
OG0000443	Praf.g_01961	Prap.g_01315
OG0000444	Praf.g_01960	Prap.g_01314
OG0000445	Praf.g_01959	Prap.g_01310
OG0000446	Praf.g_01957	Prap.g_01308
OG0000447	Praf.g_01956	Prap.g_01307
OG0000448	Praf.g_01952	Prap.g_01306
OG0000449	Praf.g_01942	Prap.g_01302
OG0000450	Praf.g_01941	Prap.g_01301
OG0000451	Praf.g_01938	Prap.g_01300
OG0000452	Praf.g_01915	Prap.g_01298
OG0000453	Praf.g_01913	Prap.g_01297
OG0000454	Praf.g_01911	Prap.g_01296
OG0000455	Praf.g_01909	Prap.g_01294
OG0000456	Praf.g_00586	Prap.g_01290
OG0000457	Praf.g_00589	Prap.g_01289
OG0000458	Praf.g_00594	Prap.g_01288
OG0000459	Praf.g_00596	Prap.g_01286
OG0000460	Praf.g_00598	Prap.g_01284
OG0000461	Praf.g_00599	Prap.g_01283
OG0000462	Praf.g_00600	Prap.g_01282
OG0000463	Praf.g_00603	Prap.g_01280
OG0000464	Praf.g_00605	Prap.g_01279
OG0000465	Praf.g_00606	Prap.g_01278
OG0000466	Praf.g_00607	Prap.g_01277
OG0000467	Praf.g_00608	Prap.g_01276
OG0000468	Praf.g_00609	Prap.g_01275
OG0000469	Praf.g_00610	Prap.g_01274
OG0000470	Praf.g_00611	Prap.g_01273
OG0000471	Praf.g_00612	Prap.g_01272
OG0000472	Praf.g_00619	Prap.g_01266
OG0000473	Praf.g_00621	Prap.g_01265
OG0000474	Praf.g_00622	Prap.g_01264
OG0000475	Praf.g_00623	Prap.g_01263
OG0000476	Praf.g_00626	Prap.g_01262
OG0000477	Praf.g_00627	Prap.g_01261
OG0000478	Praf.g_00628	Prap.g_01260
OG0000479	Praf.g_00629	Prap.g_01259
OG0000480	Praf.g_00630	Prap.g_01257
OG0000481	Praf.g_00631	Prap.g_01255
OG0000482	Praf.g_00632	Prap.g_01254
OG0000483	Praf.g_00634	Prap.g_01252
OG0000484	Praf.g_00635	Prap.g_01251
OG0000485	Praf.g_00636	Prap.g_01250
OG0000486	Praf.g_00641	Prap.g_01249
OG0000487	Praf.g_00646	Prap.g_01245
OG0000488	Praf.g_00647	Prap.g_01244
OG0000489	Praf.g_00648	Prap.g_01243
OG0000490	Praf.g_00650	Prap.g_01242
OG0000491	Praf.g_00651	Prap.g_01241
OG0000492	Praf.g_00656	Prap.g_01240
OG0000493	Praf.g_01177	Prap.g_01239
OG0000494	Praf.g_01131	Prap.g_01238
OG0000495	Praf.g_00661	Prap.g_01235
OG0000496	Praf.g_00663	Prap.g_01234
OG0000497	Praf.g_00665	Prap.g_01233
OG0000498	Praf.g_00666	Prap.g_01232
OG0000499	Praf.g_00670	Prap.g_01231
OG0000500	Praf.g_00673	Prap.g_01229
OG0000501	Praf.g_00675	Prap.g_01228
OG0000502	Praf.g_00677	Prap.g_01227
OG0000503	Praf.g_00683	Prap.g_01225
OG0000504	Praf.g_00684	Prap.g_01224
OG0000505	Praf.g_00685	Prap.g_01223
OG0000506	Praf.g_00687	Prap.g_01222
OG0000507	Praf.g_00688	Prap.g_01221
OG0000508	Praf.g_00689	Prap.g_01220
OG0000509	Praf.g_00690	Prap.g_01219
OG0000510	Praf.g_00691	Prap.g_01218
OG0000511	Praf.g_00693	Prap.g_01216
OG0000512	Praf.g_00694	Prap.g_01215
OG0000513	Praf.g_00695	Prap.g_01214
OG0000514	Praf.g_00696	Prap.g_01213
OG0000515	Praf.g_00697	Prap.g_01212
OG0000516	Praf.g_00698	Prap.g_01211
OG0000517	Praf.g_00700	Prap.g_01210
OG0000518	Praf.g_00701	Prap.g_01209
OG0000519	Praf.g_00703	Prap.g_01207
OG0000520	Praf.g_00705	Prap.g_01205
OG0000521	Praf.g_00706	Prap.g_01204
OG0000522	Praf.g_00707	Prap.g_01203
OG0000523	Praf.g_00708	Prap.g_01202
OG0000524	Praf.g_00709	Prap.g_01201
OG0000525	Praf.g_00711	Prap.g_01200
OG0000526	Praf.g_00712	Prap.g_01199
OG0000527	Praf.g_00713	Prap.g_01198
OG0000528	Praf.g_00714	Prap.g_01197
OG0000529	Praf.g_00716	Prap.g_01196
OG0000530	Praf.g_00717	Prap.g_01195
OG0000531	Praf.g_00718	Prap.g_01194
OG0000532	Praf.g_00719	Prap.g_01193
OG0000533	Praf.g_00723	Prap.g_01191
OG0000534	Praf.g_00724	Prap.g_01190
OG0000535	Praf.g_00725	Prap.g_01189
OG0000536	Praf.g_00726	Prap.g_01188
OG0000537	Praf.g_00728	Prap.g_01187
OG0000538	Praf.g_00729	Prap.g_01186
OG0000539	Praf.g_00733	Prap.g_01182
OG0000540	Praf.g_00734	Prap.g_01181
OG0000541	Praf.g_00735	Prap.g_01180
OG0000542	Praf.g_00739	Prap.g_01177
OG0000543	Praf.g_00740	Prap.g_01176
OG0000544	Praf.g_00741	Prap.g_01175
OG0000545	Praf.g_00742	Prap.g_01174
OG0000546	Praf.g_00749	Prap.g_01173
OG0000547	Praf.g_00750	Prap.g_01172
OG0000548	Praf.g_00751	Prap.g_01171
OG0000549	Praf.g_00753	Prap.g_01169
OG0000550	Praf.g_00754	Prap.g_01168
OG0000551	Praf.g_00755	Prap.g_01167
OG0000552	Praf.g_00756	Prap.g_01166
OG0000553	Praf.g_00757	Prap.g_01165
OG0000554	Praf.g_00758	Prap.g_01164
OG0000555	Praf.g_00761	Prap.g_01162
OG0000556	Praf.g_00763	Prap.g_01161
OG0000557	Praf.g_00764	Prap.g_01160
OG0000558	Praf.g_00765	Prap.g_01159
OG0000559	Praf.g_00766	Prap.g_01158
OG0000560	Praf.g_00767	Prap.g_01157
OG0000561	Praf.g_00768	Prap.g_01156
OG0000562	Praf.g_00769	Prap.g_01155
OG0000563	Praf.g_00771	Prap.g_01154
OG0000564	Praf.g_00773	Prap.g_01153
OG0000565	Praf.g_01659	Prap.g_01152
OG0000566	Praf.g_01661	Prap.g_01151
OG0000567	Praf.g_01662	Prap.g_01150
OG0000568	Praf.g_01663	Prap.g_01149
OG0000569	Praf.g_01666	Prap.g_01147
OG0000570	Praf.g_01667	Prap.g_01146
OG0000571	Praf.g_01669	Prap.g_01144
OG0000572	Praf.g_01674	Prap.g_01142
OG0000573	Praf.g_01675	Prap.g_01141
OG0000574	Praf.g_01676	Prap.g_01140
OG0000575	Praf.g_01680	Prap.g_01138
OG0000576	Praf.g_01684	Prap.g_01137
OG0000577	Praf.g_01685	Prap.g_00397
OG0000578	Praf.g_01687	Prap.g_00396
OG0000579	Praf.g_01688	Prap.g_00395
OG0000580	Praf.g_01689	Prap.g_00394
OG0000581	Praf.g_01690	Prap.g_00393
OG0000582	Praf.g_01692	Prap.g_00392
