Orthogroup	Pram	Prba
OG0000047	Pram.g_00359	Prba.g_00913
OG0000048	Pram.g_00259	Prba.g_00868
OG0000050	Pram.g_00576, Pram.g_00706	Prba.g_00899
OG0000053	Pram.g_01357, Pram.g_01580	Prba.g_00693
OG0000054	Pram.g_00544	Prba.g_01711
OG0000055	Pram.g_01189, Pram.g_01617	Prba.g_01518
OG0000056	Pram.g_01611, Pram.g_00603, Pram.g_00602	Prba.g_01120
OG0000057	Pram.g_00792	Prba.g_01619
OG0000058	Pram.g_01447	Prba.g_00153
OG0000059	Pram.g_01719	Prba.g_00381
OG0000061	Pram.g_01140	Prba.g_00064
OG0000062	Pram.g_01293	Prba.g_00310
OG0000065	Pram.g_00091	Prba.g_01895
OG0000066	Pram.g_01558	Prba.g_00922
OG0000067	Pram.g_00809	Prba.g_01499
OG0000068	Pram.g_01468	Prba.g_00196
OG0000069	Pram.g_00391	Prba.g_00275
OG0000070	Pram.g_00385	Prba.g_01011
OG0000071	Pram.g_01230	Prba.g_01192
OG0000072	Pram.g_00156	Prba.g_00627
OG0000073	Pram.g_01426, Pram.g_00437	Prba.g_00962
OG0000074	Pram.g_00772, Pram.g_00715, Pram.g_00684	Prba.g_01635
OG0000075	Pram.g_01807	Prba.g_01071
OG0000076	Pram.g_01833	Prba.g_00768
OG0000077	Pram.g_00063	Prba.g_01866
OG0000078	Pram.g_00227	Prba.g_00458
OG0000079	Pram.g_00240	Prba.g_00471
OG0000081	Pram.g_00469	Prba.g_00930
OG0000082	Pram.g_01559	Prba.g_01731
OG0000084	Pram.g_01384	Prba.g_00717
OG0000085	Pram.g_01265	Prba.g_00233
OG0000086	Pram.g_00072	Prba.g_01876
OG0000087	Pram.g_00125	Prba.g_01927
OG0000088	Pram.g_00151	Prba.g_00622
OG0000089	Pram.g_00352	Prba.g_00850
OG0000090	Pram.g_00471	Prba.g_00928
OG0000091	Pram.g_01068	Prba.g_01675
OG0000092	Pram.g_00739	Prba.g_01390
OG0000093	Pram.g_01038	Prba.g_01369
OG0000094	Pram.g_00987	Prba.g_01283
OG0000095	Pram.g_00888	Prba.g_01264
OG0000096	Pram.g_01505, Pram.g_00621	Prba.g_00734, Prba.g_01157
OG0000097	Pram.g_01093	Prba.g_00022
OG0000098	Pram.g_01478	Prba.g_00214
OG0000099	Pram.g_01445	Prba.g_00155
OG0000100	Pram.g_01298	Prba.g_00314
OG0000101	Pram.g_01770	Prba.g_00429
OG0000102	Pram.g_01838	Prba.g_00773
OG0000103	Pram.g_01925	Prba.g_01781
OG0000104	Pram.g_01934	Prba.g_01789
OG0000105	Pram.g_00262	Prba.g_00491
OG0000106	Pram.g_00677	Prba.g_00864
OG0000107	Pram.g_01696	Prba.g_00880
OG0000108	Pram.g_00416	Prba.g_00981
OG0000109	Pram.g_00430	Prba.g_00967
OG0000110	Pram.g_00513	Prba.g_01741
OG0000111	Pram.g_00793	Prba.g_01618
OG0000112	Pram.g_00935	Prba.g_01534
OG0000113	Pram.g_00832	Prba.g_01477
OG0000114	Pram.g_00734	Prba.g_01395
OG0000115	Pram.g_01201	Prba.g_00743
OG0000116	Pram.g_01151	Prba.g_00074
OG0000117	Pram.g_01112	Prba.g_01135
OG0000118	Pram.g_01242	Prba.g_01204
OG0000119	Pram.g_01283	Prba.g_00200
OG0000120	Pram.g_01446	Prba.g_00175
OG0000121	Pram.g_01376	Prba.g_00711
OG0000122	Pram.g_01204, Pram.g_01334	Prba.g_00348
OG0000123	Pram.g_01777	Prba.g_00436
OG0000124	Pram.g_01850	Prba.g_00784
OG0000125	Pram.g_01886	Prba.g_01089, Prba.g_00821
OG0000126	Pram.g_01933	Prba.g_01788
OG0000127	Pram.g_00611	Prba.g_01118
OG0000128	Pram.g_01949	Prba.g_01804
OG0000129	Pram.g_00029	Prba.g_01838
OG0000130	Pram.g_00054	Prba.g_01857
OG0000131	Pram.g_00130	Prba.g_01933
OG0000132	Pram.g_00149	Prba.g_01952
OG0000133	Pram.g_00310	Prba.g_00538
OG0000134	Pram.g_00354	Prba.g_00851
OG0000135	Pram.g_01589	Prba.g_00877
OG0000136	Pram.g_00376	Prba.g_01020
OG0000137	Pram.g_00411	Prba.g_00986
OG0000138	Pram.g_00431	Prba.g_00966
OG0000139	Pram.g_00475	Prba.g_00924
OG0000140	Pram.g_00476	Prba.g_00923
OG0000141	Pram.g_00545	Prba.g_01710
OG0000142	Pram.g_01075	Prba.g_01682
OG0000143	Pram.g_01072	Prba.g_01678
OG0000144	Pram.g_01058	Prba.g_01665
OG0000145	Pram.g_01534	Prba.g_01541
OG0000146	Pram.g_00934	Prba.g_01533
OG0000147	Pram.g_00933	Prba.g_01532
OG0000148	Pram.g_00826	Prba.g_01483
OG0000149	Pram.g_00858	Prba.g_01452
OG0000150	Pram.g_00868	Prba.g_01444
OG0000151	Pram.g_00744	Prba.g_01385
OG0000152	Pram.g_00943	Prba.g_01337
OG0000153	Pram.g_00961	Prba.g_01318
OG0000154	Pram.g_00978	Prba.g_01290
OG0000155	Pram.g_01118	Prba.g_00043
OG0000156	Pram.g_01219	Prba.g_01181
OG0000157	Pram.g_01220	Prba.g_01182
OG0000158	Pram.g_01815	Prba.g_00154
OG0000159	Pram.g_01438	Prba.g_00152
OG0000160	Pram.g_01377	Prba.g_00712
OG0000161	Pram.g_01145, Pram.g_01371	Prba.g_00706
OG0000162	Pram.g_01365	Prba.g_00700
OG0000163	Pram.g_01326	Prba.g_00341
OG0000164	Pram.g_01656	Prba.g_00596
OG0000165	Pram.g_01664	Prba.g_00589
OG0000166	Pram.g_01733	Prba.g_00393
OG0000167	Pram.g_01805	Prba.g_01069
OG0000168	Pram.g_01816	Prba.g_01079
OG0000169	Pram.g_01826	Prba.g_00761
OG0000170	Pram.g_01829	Prba.g_00763
OG0000171	Pram.g_01849	Prba.g_00783
OG0000172	Pram.g_01856	Prba.g_00792
OG0000173	Pram.g_01871	Prba.g_00807
OG0000174	Pram.g_01902	Prba.g_00835
OG0000175	Pram.g_01914	Prba.g_00845
OG0000176	Pram.g_01942	Prba.g_01797
OG0000177	Pram.g_01943	Prba.g_01798
OG0000178	Pram.g_01944	Prba.g_01799
OG0000179	Pram.g_00003	Prba.g_01809
OG0000180	Pram.g_00004	Prba.g_01810
OG0000181	Pram.g_00005	Prba.g_01811
OG0000182	Pram.g_00006	Prba.g_01812
OG0000183	Pram.g_00010	Prba.g_01816
OG0000184	Pram.g_00033	Prba.g_01840
OG0000185	Pram.g_00036	Prba.g_01843
OG0000186	Pram.g_00048	Prba.g_01852
OG0000187	Pram.g_00049	Prba.g_01853
OG0000188	Pram.g_00066	Prba.g_01870
OG0000189	Pram.g_00080	Prba.g_01884
OG0000190	Pram.g_00081	Prba.g_01885
OG0000191	Pram.g_00103	Prba.g_01905
OG0000192	Pram.g_00108	Prba.g_01909
OG0000193	Pram.g_00131	Prba.g_01934
OG0000194	Pram.g_00134	Prba.g_01937
OG0000195	Pram.g_00136	Prba.g_01939
OG0000196	Pram.g_00146	Prba.g_01949
OG0000197	Pram.g_00147	Prba.g_01950
OG0000198	Pram.g_00148	Prba.g_01951
OG0000199	Pram.g_00155	Prba.g_00626
OG0000200	Pram.g_00168	Prba.g_00640
OG0000201	Pram.g_00177	Prba.g_00648
OG0000202	Pram.g_00178	Prba.g_00649
OG0000203	Pram.g_00179	Prba.g_00650
OG0000204	Pram.g_00180	Prba.g_00651
OG0000205	Pram.g_00187	Prba.g_00658
OG0000206	Pram.g_00192	Prba.g_00663
OG0000207	Pram.g_00194	Prba.g_00665
OG0000208	Pram.g_00195	Prba.g_00666
OG0000209	Pram.g_00204	Prba.g_00675
OG0000210	Pram.g_00205	Prba.g_00439
OG0000211	Pram.g_00220	Prba.g_00452
OG0000212	Pram.g_00228	Prba.g_00459
OG0000213	Pram.g_00246	Prba.g_00476
OG0000214	Pram.g_00255	Prba.g_00485
OG0000215	Pram.g_00282	Prba.g_00509
OG0000216	Pram.g_00283	Prba.g_00510
OG0000217	Pram.g_00286	Prba.g_00513
OG0000218	Pram.g_00288	Prba.g_00515
OG0000219	Pram.g_00289	Prba.g_00516
OG0000220	Pram.g_00290	Prba.g_00517
OG0000221	Pram.g_00291	Prba.g_00518
OG0000222	Pram.g_00298	Prba.g_00526
OG0000223	Pram.g_00311	Prba.g_00539
OG0000224	Pram.g_00313	Prba.g_00541
OG0000225	Pram.g_00341	Prba.g_00562
OG0000226	Pram.g_00345	Prba.g_00221
OG0000227	Pram.g_00347	Prba.g_00223
OG0000228	Pram.g_00351	Prba.g_00849
OG0000229	Pram.g_00371	Prba.g_01025
OG0000230	Pram.g_00373	Prba.g_01023
OG0000231	Pram.g_00384	Prba.g_01012
OG0000232	Pram.g_00397	Prba.g_01003
OG0000233	Pram.g_00402	Prba.g_00998
OG0000234	Pram.g_00412	Prba.g_00985
OG0000235	Pram.g_00415	Prba.g_00982
OG0000236	Pram.g_00429	Prba.g_00968
OG0000237	Pram.g_00443	Prba.g_00955
OG0000238	Pram.g_00449	Prba.g_00949
OG0000239	Pram.g_00462	Prba.g_00936
OG0000240	Pram.g_00463	Prba.g_00935
OG0000241	Pram.g_00468	Prba.g_00931
OG0000242	Pram.g_00470	Prba.g_00929
OG0000243	Pram.g_00480	Prba.g_01772
OG0000244	Pram.g_00483	Prba.g_01769
OG0000245	Pram.g_00485	Prba.g_01767
OG0000246	Pram.g_00489	Prba.g_01763
OG0000247	Pram.g_00500	Prba.g_01753
OG0000248	Pram.g_00503	Prba.g_01751
OG0000249	Pram.g_00505	Prba.g_01749
OG0000250	Pram.g_00510	Prba.g_01744
OG0000251	Pram.g_00528	Prba.g_01726
OG0000252	Pram.g_00531	Prba.g_01723
OG0000253	Pram.g_00532	Prba.g_01722
OG0000254	Pram.g_00549	Prba.g_01706
OG0000255	Pram.g_00555	Prba.g_01700
OG0000256	Pram.g_00566	Prba.g_01690
OG0000257	Pram.g_01080	Prba.g_01687
OG0000258	Pram.g_01067	Prba.g_01674
OG0000259	Pram.g_01050	Prba.g_01657
OG0000260	Pram.g_01047	Prba.g_01654
OG0000261	Pram.g_01044	Prba.g_01652
OG0000262	Pram.g_01039	Prba.g_01648
OG0000263	Pram.g_00771	Prba.g_01636
OG0000264	Pram.g_00782	Prba.g_01626
OG0000265	Pram.g_00801	Prba.g_01594
OG0000266	Pram.g_01020	Prba.g_01584
OG0000267	Pram.g_01007	Prba.g_01573
OG0000268	Pram.g_01006	Prba.g_01572
OG0000269	Pram.g_00804	Prba.g_01504
OG0000270	Pram.g_00807	Prba.g_01501
OG0000271	Pram.g_00815	Prba.g_01493
OG0000272	Pram.g_00816	Prba.g_01492
OG0000273	Pram.g_00839	Prba.g_01469
OG0000274	Pram.g_00840	Prba.g_01468
OG0000275	Pram.g_00843	Prba.g_01465
OG0000276	Pram.g_00849	Prba.g_01460
OG0000277	Pram.g_00850	Prba.g_01459
OG0000278	Pram.g_00853	Prba.g_01456
OG0000279	Pram.g_00861	Prba.g_01449
OG0000280	Pram.g_00862	Prba.g_01448
OG0000281	Pram.g_00870	Prba.g_01443
OG0000282	Pram.g_00736	Prba.g_01393
OG0000283	Pram.g_00916	Prba.g_01360
OG0000284	Pram.g_00921	Prba.g_01355
OG0000285	Pram.g_00926	Prba.g_01350
OG0000286	Pram.g_00942	Prba.g_01338
OG0000287	Pram.g_01199	Prba.g_01321
OG0000288	Pram.g_00977	Prba.g_01291
OG0000289	Pram.g_00992	Prba.g_01280
OG0000290	Pram.g_00891	Prba.g_01267
OG0000291	Pram.g_00889	Prba.g_01265
OG0000292	Pram.g_01185	Prba.g_01216
OG0000293	Pram.g_01150	Prba.g_00073
OG0000294	Pram.g_01149	Prba.g_00072
OG0000295	Pram.g_01125	Prba.g_00051
OG0000296	Pram.g_01123	Prba.g_00049
OG0000297	Pram.g_01114	Prba.g_00041
OG0000298	Pram.g_01113	Prba.g_00040
OG0000299	Pram.g_01094	Prba.g_00023
OG0000300	Pram.g_01091	Prba.g_00020
OG0000301	Pram.g_01090	Prba.g_00019
OG0000302	Pram.g_01088	Prba.g_00017
OG0000303	Pram.g_01082	Prba.g_00010
OG0000304	Pram.g_00571	Prba.g_00006
OG0000305	Pram.g_01183	Prba.g_00204
OG0000306	Pram.g_00874	Prba.g_00201
OG0000307	Pram.g_01458	Prba.g_00187
OG0000308	Pram.g_01457	Prba.g_00186
OG0000309	Pram.g_01453	Prba.g_00182
OG0000310	Pram.g_01395	Prba.g_00112
OG0000311	Pram.g_01393	Prba.g_00110
OG0000312	Pram.g_01390	Prba.g_00107
OG0000313	Pram.g_01374	Prba.g_00709
OG0000314	Pram.g_01351	Prba.g_00686
OG0000315	Pram.g_01341	Prba.g_00351, Prba.g_00676
OG0000316	Pram.g_01315	Prba.g_00331
OG0000317	Pram.g_01629	Prba.g_00228
OG0000318	Pram.g_01633	Prba.g_00619
OG0000319	Pram.g_01646	Prba.g_00606
OG0000320	Pram.g_01648	Prba.g_00604
OG0000321	Pram.g_01649	Prba.g_00603
OG0000322	Pram.g_01650	Prba.g_00602
OG0000323	Pram.g_01659	Prba.g_00593
OG0000324	Pram.g_01687	Prba.g_00567
OG0000325	Pram.g_01697	Prba.g_00358
OG0000326	Pram.g_01704	Prba.g_00364
OG0000327	Pram.g_01728	Prba.g_00388
OG0000328	Pram.g_01729	Prba.g_00389
OG0000329	Pram.g_01746	Prba.g_00406
OG0000330	Pram.g_01747	Prba.g_00407
OG0000331	Pram.g_01748	Prba.g_00408
OG0000332	Pram.g_01762	Prba.g_00422
OG0000333	Pram.g_01764	Prba.g_00424
OG0000334	Pram.g_01773	Prba.g_00432
OG0000335	Pram.g_01778	Prba.g_00437
OG0000336	Pram.g_01782	Prba.g_01050
OG0000337	Pram.g_01801	Prba.g_01067
OG0000338	Pram.g_01802	Prba.g_01068
OG0000339	Pram.g_01808	Prba.g_01072
OG0000340	Pram.g_01817	Prba.g_00752
OG0000341	Pram.g_01819	Prba.g_00754
OG0000342	Pram.g_01820	Prba.g_00755
OG0000343	Pram.g_01821	Prba.g_00756
OG0000344	Pram.g_01824	Prba.g_00759
OG0000345	Pram.g_01830	Prba.g_00764
OG0000346	Pram.g_01834	Prba.g_00769
OG0000347	Pram.g_01851	Prba.g_00785
OG0000348	Pram.g_01859	Prba.g_00795
OG0000349	Pram.g_01877	Prba.g_00812
OG0000350	Pram.g_01898	Prba.g_00831
OG0000351	Pram.g_01917	Prba.g_00848, Prba.g_01776
OG0000352	Pram.g_01918	Prba.g_01777
OG0000353	Pram.g_01937	Prba.g_01792
OG0000355	Pram.g_01939	Prba.g_01794
OG0000356	Pram.g_01940	Prba.g_01795
OG0000357	Pram.g_01941	Prba.g_01796
OG0000358	Pram.g_01945	Prba.g_01800
OG0000359	Pram.g_01946	Prba.g_01801
OG0000360	Pram.g_01947	Prba.g_01802
OG0000361	Pram.g_01948	Prba.g_01803
OG0000362	Pram.g_01950	Prba.g_01805
OG0000363	Pram.g_00001	Prba.g_01807
OG0000364	Pram.g_00002	Prba.g_01808
OG0000365	Pram.g_00007	Prba.g_01813
OG0000366	Pram.g_00008	Prba.g_01814
OG0000367	Pram.g_00009	Prba.g_01815
OG0000368	Pram.g_00011	Prba.g_01817
OG0000369	Pram.g_00012	Prba.g_01818
OG0000370	Pram.g_00013	Prba.g_01819
OG0000371	Pram.g_00019	Prba.g_01825
OG0000372	Pram.g_00021	Prba.g_01828
OG0000373	Pram.g_00022	Prba.g_01829
OG0000374	Pram.g_00023	Prba.g_01830
OG0000375	Pram.g_00024	Prba.g_01834
OG0000376	Pram.g_00026	Prba.g_01836
OG0000377	Pram.g_00030	Prba.g_01839
OG0000378	Pram.g_00034	Prba.g_01841
OG0000379	Pram.g_00037	Prba.g_01844
OG0000380	Pram.g_00050	Prba.g_01854
OG0000381	Pram.g_00055	Prba.g_01858
OG0000382	Pram.g_00065	Prba.g_01869
OG0000383	Pram.g_00067	Prba.g_01871
OG0000384	Pram.g_00068	Prba.g_01872
OG0000385	Pram.g_00069	Prba.g_01873
OG0000386	Pram.g_00070	Prba.g_01874
OG0000387	Pram.g_00083	Prba.g_01887
OG0000388	Pram.g_00087	Prba.g_01890
OG0000389	Pram.g_00090	Prba.g_01894
OG0000390	Pram.g_00099	Prba.g_01901
OG0000391	Pram.g_00102	Prba.g_01904
OG0000392	Pram.g_00106	Prba.g_01908
OG0000393	Pram.g_00109	Prba.g_01910
OG0000394	Pram.g_00110	Prba.g_01911
OG0000395	Pram.g_00111	Prba.g_01912
OG0000396	Pram.g_00113	Prba.g_01915
OG0000397	Pram.g_00115	Prba.g_01917
OG0000398	Pram.g_00118	Prba.g_01919
OG0000399	Pram.g_00119	Prba.g_01920
OG0000400	Pram.g_00120	Prba.g_01921
OG0000401	Pram.g_00121	Prba.g_01922
OG0000402	Pram.g_01001	Prba.g_01924
OG0000403	Pram.g_00123	Prba.g_01925
OG0000404	Pram.g_00124	Prba.g_01926
OG0000405	Pram.g_00128	Prba.g_01930
OG0000406	Pram.g_00132	Prba.g_01935
OG0000407	Pram.g_00133	Prba.g_01936
OG0000408	Pram.g_00135	Prba.g_01938
OG0000409	Pram.g_00137	Prba.g_01940
OG0000410	Pram.g_00138	Prba.g_01941
OG0000411	Pram.g_00139	Prba.g_01942
OG0000412	Pram.g_00140	Prba.g_01943
OG0000413	Pram.g_00141	Prba.g_01944
OG0000414	Pram.g_00142	Prba.g_01945
OG0000415	Pram.g_00143	Prba.g_01946
OG0000416	Pram.g_00144	Prba.g_01947
OG0000417	Pram.g_00145	Prba.g_01948
OG0000418	Pram.g_00150	Prba.g_01953
OG0000419	Pram.g_00152	Prba.g_00623
OG0000420	Pram.g_00153	Prba.g_00624
OG0000421	Pram.g_00157	Prba.g_00629
OG0000422	Pram.g_00158	Prba.g_00630
OG0000423	Pram.g_00159	Prba.g_00631
OG0000424	Pram.g_00160	Prba.g_00632
OG0000425	Pram.g_00161	Prba.g_00633
OG0000426	Pram.g_00162	Prba.g_00634
OG0000427	Pram.g_00163	Prba.g_00635
OG0000428	Pram.g_00165	Prba.g_00637
OG0000429	Pram.g_00166	Prba.g_00638
OG0000430	Pram.g_00167	Prba.g_00639
OG0000431	Pram.g_00169	Prba.g_00641
OG0000432	Pram.g_00173	Prba.g_00644
OG0000433	Pram.g_00174	Prba.g_00645
OG0000434	Pram.g_00175	Prba.g_00646
OG0000435	Pram.g_00176	Prba.g_00647
OG0000436	Pram.g_00181	Prba.g_00652
OG0000437	Pram.g_00182	Prba.g_00653
OG0000438	Pram.g_00183	Prba.g_00654
OG0000439	Pram.g_00185	Prba.g_00656
OG0000440	Pram.g_00186	Prba.g_00657
OG0000441	Pram.g_00189	Prba.g_00660
OG0000442	Pram.g_00190	Prba.g_00661
OG0000443	Pram.g_00191	Prba.g_00662
OG0000444	Pram.g_00196	Prba.g_00667
OG0000445	Pram.g_00197	Prba.g_00668
OG0000446	Pram.g_00198	Prba.g_00669
OG0000447	Pram.g_00199	Prba.g_00670
OG0000448	Pram.g_00200	Prba.g_00671
OG0000449	Pram.g_00201	Prba.g_00672
OG0000450	Pram.g_00202	Prba.g_00673
OG0000451	Pram.g_00203	Prba.g_00674
OG0000452	Pram.g_00206	Prba.g_00440
OG0000453	Pram.g_00207	Prba.g_00441
OG0000454	Pram.g_00208	Prba.g_00442
OG0000455	Pram.g_00209	Prba.g_00443
OG0000456	Pram.g_00210	Prba.g_00444
OG0000457	Pram.g_00212	Prba.g_00445
OG0000458	Pram.g_00213	Prba.g_00446
OG0000459	Pram.g_00214	Prba.g_00447
OG0000460	Pram.g_00222	Prba.g_00454
OG0000461	Pram.g_00230	Prba.g_00461
OG0000462	Pram.g_00232	Prba.g_00463
OG0000463	Pram.g_00233	Prba.g_00464
OG0000464	Pram.g_00234	Prba.g_00465
OG0000465	Pram.g_00235	Prba.g_00466
OG0000466	Pram.g_00238	Prba.g_00469
OG0000467	Pram.g_00239	Prba.g_00470
OG0000468	Pram.g_00242	Prba.g_00472
OG0000469	Pram.g_00250	Prba.g_00480
OG0000470	Pram.g_00252	Prba.g_00482
OG0000471	Pram.g_00253	Prba.g_00483
OG0000472	Pram.g_00254	Prba.g_00484
OG0000473	Pram.g_00256	Prba.g_00486
OG0000474	Pram.g_00257	Prba.g_00487
OG0000475	Pram.g_00258	Prba.g_00488
OG0000476	Pram.g_00260	Prba.g_00489
OG0000477	Pram.g_00263	Prba.g_00492
OG0000478	Pram.g_00264	Prba.g_00493
OG0000479	Pram.g_00265	Prba.g_00494
OG0000480	Pram.g_00270	Prba.g_00499
OG0000481	Pram.g_00273	Prba.g_00501
OG0000482	Pram.g_00274	Prba.g_00502
OG0000483	Pram.g_00277	Prba.g_00505
OG0000484	Pram.g_00278	Prba.g_00506
OG0000485	Pram.g_00280	Prba.g_00507
OG0000486	Pram.g_00281	Prba.g_00508
OG0000487	Pram.g_00284	Prba.g_00511
OG0000488	Pram.g_00287	Prba.g_00514
OG0000489	Pram.g_00292	Prba.g_00519
OG0000490	Pram.g_00296	Prba.g_00524
OG0000491	Pram.g_00297	Prba.g_00525
OG0000492	Pram.g_00299	Prba.g_00527
OG0000493	Pram.g_00300	Prba.g_00528
OG0000494	Pram.g_00301	Prba.g_00529
OG0000495	Pram.g_00302	Prba.g_00530
OG0000496	Pram.g_00303	Prba.g_00531
OG0000497	Pram.g_00304	Prba.g_00532
OG0000498	Pram.g_00305	Prba.g_00533
OG0000499	Pram.g_00306	Prba.g_00534
OG0000500	Pram.g_00307	Prba.g_00535
OG0000501	Pram.g_00309	Prba.g_00537
OG0000502	Pram.g_00312	Prba.g_00540
OG0000503	Pram.g_00328	Prba.g_00550
OG0000504	Pram.g_00330	Prba.g_00551
OG0000505	Pram.g_00331	Prba.g_00552
OG0000506	Pram.g_00332	Prba.g_00554
OG0000507	Pram.g_00336	Prba.g_00557
OG0000508	Pram.g_00340	Prba.g_00561
OG0000509	Pram.g_00342	Prba.g_00218
OG0000510	Pram.g_00343	Prba.g_00219
OG0000511	Pram.g_00344	Prba.g_00220
OG0000512	Pram.g_00346	Prba.g_00222
OG0000513	Pram.g_00355	Prba.g_00852
OG0000514	Pram.g_00366	Prba.g_01030
OG0000515	Pram.g_00367	Prba.g_01029
OG0000516	Pram.g_00368	Prba.g_01028
OG0000517	Pram.g_00370	Prba.g_01026
OG0000518	Pram.g_00381	Prba.g_01015
OG0000519	Pram.g_00382	Prba.g_01014
OG0000520	Pram.g_00383	Prba.g_01013
OG0000521	Pram.g_00393	Prba.g_01008
OG0000522	Pram.g_00395	Prba.g_01006
OG0000523	Pram.g_00396	Prba.g_01005
OG0000524	Pram.g_00400	Prba.g_01000
OG0000525	Pram.g_00404	Prba.g_00997
OG0000526	Pram.g_00406	Prba.g_00996
OG0000527	Pram.g_00409	Prba.g_00988
OG0000528	Pram.g_00414	Prba.g_00983
OG0000529	Pram.g_00417	Prba.g_00980
OG0000530	Pram.g_00420	Prba.g_00977
OG0000531	Pram.g_00421	Prba.g_00976
OG0000532	Pram.g_00423	Prba.g_00974
OG0000533	Pram.g_00424	Prba.g_00973
OG0000534	Pram.g_00425	Prba.g_00972
OG0000535	Pram.g_00426	Prba.g_00971
OG0000536	Pram.g_00427	Prba.g_00970
OG0000537	Pram.g_00428	Prba.g_00969
OG0000538	Pram.g_00438	Prba.g_00961
OG0000539	Pram.g_00439	Prba.g_00960
OG0000540	Pram.g_00440	Prba.g_00959
OG0000541	Pram.g_00441	Prba.g_00958
OG0000542	Pram.g_00442	Prba.g_00956
OG0000543	Pram.g_00444	Prba.g_00954
OG0000544	Pram.g_00445	Prba.g_00953
OG0000545	Pram.g_00447	Prba.g_00951
OG0000546	Pram.g_00450	Prba.g_00948
OG0000547	Pram.g_00452	Prba.g_00946
OG0000548	Pram.g_00453	Prba.g_00945
OG0000549	Pram.g_00456	Prba.g_00943
OG0000550	Pram.g_00461	Prba.g_00938
OG0000551	Pram.g_00464	Prba.g_00934
OG0000552	Pram.g_00465	Prba.g_00933
OG0000553	Pram.g_00466	Prba.g_00932
OG0000554	Pram.g_00472	Prba.g_00927
OG0000555	Pram.g_00479	Prba.g_01773
OG0000556	Pram.g_00481	Prba.g_01771
OG0000557	Pram.g_00482	Prba.g_01770
OG0000558	Pram.g_00484	Prba.g_01768
OG0000559	Pram.g_00488	Prba.g_01764
OG0000560	Pram.g_00491	Prba.g_01761
OG0000561	Pram.g_00492	Prba.g_01760
OG0000562	Pram.g_00493	Prba.g_01759
OG0000563	Pram.g_00494	Prba.g_01758
OG0000564	Pram.g_00495	Prba.g_01757
OG0000565	Pram.g_00498	Prba.g_01754
OG0000566	Pram.g_00502	Prba.g_01752
OG0000567	Pram.g_00506	Prba.g_01748
OG0000568	Pram.g_00507	Prba.g_01747
OG0000569	Pram.g_00508	Prba.g_01746
OG0000570	Pram.g_00509	Prba.g_01745
OG0000571	Pram.g_00511	Prba.g_01743
OG0000572	Pram.g_00523	Prba.g_01730
OG0000573	Pram.g_00529	Prba.g_01725
OG0000574	Pram.g_00530	Prba.g_01724
OG0000575	Pram.g_00534	Prba.g_01720
OG0000576	Pram.g_00536	Prba.g_01718
OG0000577	Pram.g_00537	Prba.g_01717
