Orthogroup	Pram	Syag
OG0000286	Pram.g_00942	Syag.g_00809
OG0000287	Pram.g_01199	Syag.g_00838
OG0000288	Pram.g_00977	Syag.g_00869
OG0000289	Pram.g_00992	Syag.g_00884
OG0000290	Pram.g_00891	Syag.g_00970
OG0000291	Pram.g_00889	Syag.g_00972
OG0000292	Pram.g_01185	Syag.g_02265
OG0000293	Pram.g_01150	Syag.g_01155
OG0000294	Pram.g_01149	Syag.g_01154
OG0000295	Pram.g_01125	Syag.g_01115
OG0000296	Pram.g_01123	Syag.g_01113
OG0000297	Pram.g_01114	Syag.g_01099
OG0000298	Pram.g_01113	Syag.g_01098
OG0000299	Pram.g_01094	Syag.g_01067
OG0000300	Pram.g_01091	Syag.g_01062
OG0000301	Pram.g_01090	Syag.g_01061
OG0000302	Pram.g_01088	Syag.g_01060
OG0000303	Pram.g_01082	Syag.g_01048
OG0000304	Pram.g_00571	Syag.g_01041
OG0000305	Pram.g_01183	Syag.g_00977
OG0000306	Pram.g_00874	Syag.g_00460
OG0000307	Pram.g_01458	Syag.g_01546
OG0000308	Pram.g_01457	Syag.g_01548
OG0000309	Pram.g_01453	Syag.g_01553
OG0000310	Pram.g_01395	Syag.g_01291
OG0000311	Pram.g_01393	Syag.g_01300
OG0000312	Pram.g_01390	Syag.g_01434
OG0000313	Pram.g_01374	Syag.g_00966, Syag.g_01412
OG0000314	Pram.g_01351	Syag.g_01380
OG0000315	Pram.g_01341	Syag.g_01369
OG0000316	Pram.g_01315	Syag.g_01641
OG0000317	Pram.g_01629	Syag.g_01684
OG0000318	Pram.g_01633	Syag.g_01688
OG0000319	Pram.g_01646	Syag.g_01710
OG0000320	Pram.g_01648	Syag.g_01712
OG0000321	Pram.g_01649	Syag.g_01713
OG0000322	Pram.g_01650	Syag.g_01714
OG0000323	Pram.g_01659	Syag.g_01728
OG0000324	Pram.g_01687	Syag.g_01757
OG0000325	Pram.g_01697	Syag.g_02690
OG0000326	Pram.g_01704	Syag.g_02698
OG0000327	Pram.g_01728	Syag.g_02728
OG0000328	Pram.g_01729	Syag.g_02729
OG0000329	Pram.g_01746	Syag.g_02747
OG0000330	Pram.g_01747	Syag.g_02748
OG0000331	Pram.g_01748	Syag.g_02749
OG0000332	Pram.g_01762	Syag.g_02764
OG0000333	Pram.g_01764	Syag.g_02767
OG0000334	Pram.g_01773	Syag.g_02777
OG0000335	Pram.g_01778	Syag.g_02782
OG0000336	Pram.g_01782	Syag.g_02786
OG0000337	Pram.g_01801	Syag.g_02445
OG0000338	Pram.g_01802	Syag.g_02440
OG0000340	Pram.g_01817	Syag.g_02416
OG0000341	Pram.g_01819	Syag.g_02414
OG0000342	Pram.g_01820	Syag.g_02413
OG0000343	Pram.g_01821	Syag.g_02411
OG0000344	Pram.g_01824	Syag.g_02407
OG0000345	Pram.g_01830	Syag.g_02397
OG0000346	Pram.g_01834	Syag.g_02392
OG0000347	Pram.g_01851	Syag.g_02366
OG0000348	Pram.g_01859	Syag.g_02357
OG0000349	Pram.g_01877	Syag.g_02330
OG0000350	Pram.g_01898	Syag.g_02705
OG0000351	Pram.g_01917	Syag.g_02244
OG0000352	Pram.g_01918	Syag.g_02245
OG0000353	Pram.g_01937	Syag.g_02271
OG0000355	Pram.g_01939	Syag.g_02273
OG0000356	Pram.g_01940	Syag.g_02274
OG0000357	Pram.g_01941	Syag.g_02275
OG0000358	Pram.g_01945	Syag.g_02279
OG0000359	Pram.g_01946	Syag.g_02281
OG0000360	Pram.g_01947	Syag.g_02282
OG0000361	Pram.g_01948	Syag.g_02283
OG0000362	Pram.g_01950	Syag.g_02285
OG0000363	Pram.g_00001	Syag.g_02287
OG0000364	Pram.g_00002	Syag.g_02288
OG0000365	Pram.g_00007	Syag.g_02297
OG0000366	Pram.g_00008	Syag.g_02298
OG0000367	Pram.g_00009	Syag.g_02299
OG0000368	Pram.g_00011	Syag.g_02301
OG0000369	Pram.g_00012	Syag.g_02302
OG0000370	Pram.g_00013	Syag.g_02303
OG0000371	Pram.g_00019	Syag.g_02312
OG0000372	Pram.g_00021	Syag.g_02317
OG0000373	Pram.g_00022	Syag.g_02318
OG0000374	Pram.g_00023	Syag.g_02319
OG0000375	Pram.g_00024	Syag.g_02326
OG0000376	Pram.g_00026	Syag.g_02328
OG0000377	Pram.g_00030	Syag.g_02119
OG0000378	Pram.g_00034	Syag.g_02099
OG0000379	Pram.g_00037	Syag.g_02091
OG0000380	Pram.g_00050	Syag.g_01817
OG0000381	Pram.g_00055	Syag.g_01820
OG0000382	Pram.g_00065	Syag.g_01838
OG0000383	Pram.g_00067	Syag.g_01843
OG0000384	Pram.g_00068	Syag.g_01844
OG0000385	Pram.g_00069	Syag.g_01845
OG0000386	Pram.g_00070	Syag.g_01846
OG0000387	Pram.g_00083	Syag.g_01876
OG0000388	Pram.g_00087	Syag.g_01880
OG0000389	Pram.g_00090	Syag.g_01884
OG0000390	Pram.g_00099	Syag.g_01903
OG0000391	Pram.g_00102	Syag.g_01908
OG0000392	Pram.g_00106	Syag.g_01914
OG0000393	Pram.g_00109	Syag.g_01917
OG0000394	Pram.g_00110	Syag.g_01918
OG0000395	Pram.g_00111	Syag.g_01919
OG0000396	Pram.g_00113	Syag.g_01922
OG0000397	Pram.g_00115	Syag.g_01924
OG0000398	Pram.g_00118	Syag.g_01929
OG0000399	Pram.g_00119	Syag.g_01930
OG0000400	Pram.g_00120	Syag.g_01931
OG0000401	Pram.g_00121	Syag.g_01932
OG0000402	Pram.g_01001	Syag.g_01934
OG0000403	Pram.g_00123	Syag.g_01935
OG0000404	Pram.g_00124	Syag.g_01937
OG0000405	Pram.g_00128	Syag.g_01949
OG0000406	Pram.g_00132	Syag.g_01953
OG0000407	Pram.g_00133	Syag.g_01954
OG0000408	Pram.g_00135	Syag.g_01956
OG0000409	Pram.g_00137	Syag.g_01958
OG0000410	Pram.g_00138	Syag.g_01959
OG0000411	Pram.g_00139	Syag.g_01960
OG0000412	Pram.g_00140	Syag.g_01961
OG0000413	Pram.g_00141	Syag.g_01963
OG0000414	Pram.g_00142	Syag.g_01964
OG0000415	Pram.g_00143	Syag.g_01965
OG0000416	Pram.g_00144	Syag.g_01966
OG0000417	Pram.g_00145	Syag.g_01967
OG0000418	Pram.g_00150	Syag.g_01973
OG0000419	Pram.g_00152	Syag.g_01975
OG0000420	Pram.g_00153	Syag.g_01977
OG0000421	Pram.g_00157	Syag.g_01982
OG0000422	Pram.g_00158	Syag.g_01983
OG0000423	Pram.g_00159	Syag.g_01984
OG0000424	Pram.g_00160	Syag.g_01985
OG0000425	Pram.g_00161	Syag.g_01986
OG0000426	Pram.g_00162	Syag.g_01987
OG0000427	Pram.g_00163	Syag.g_01988
OG0000428	Pram.g_00165	Syag.g_01991
OG0000429	Pram.g_00166	Syag.g_01993
OG0000430	Pram.g_00167	Syag.g_01995
OG0000431	Pram.g_00169	Syag.g_01998
OG0000432	Pram.g_00173	Syag.g_02007
OG0000433	Pram.g_00174	Syag.g_02009
OG0000434	Pram.g_00175	Syag.g_02010
OG0000435	Pram.g_00176	Syag.g_02017
OG0000436	Pram.g_00181	Syag.g_02028
OG0000437	Pram.g_00182	Syag.g_02029
OG0000438	Pram.g_00183	Syag.g_02031
OG0000439	Pram.g_00185	Syag.g_02033
OG0000440	Pram.g_00186	Syag.g_02034
OG0000441	Pram.g_00189	Syag.g_02041
OG0000442	Pram.g_00190	Syag.g_02044
OG0000443	Pram.g_00191	Syag.g_02046
OG0000444	Pram.g_00196	Syag.g_02053
OG0000445	Pram.g_00197	Syag.g_02054
OG0000446	Pram.g_00198	Syag.g_02056
OG0000447	Pram.g_00199	Syag.g_02059
OG0000448	Pram.g_00200	Syag.g_02060
OG0000449	Pram.g_00201	Syag.g_02061
OG0000450	Pram.g_00202	Syag.g_02066
OG0000451	Pram.g_00203	Syag.g_02067
OG0000452	Pram.g_00206	Syag.g_02071
OG0000453	Pram.g_00207	Syag.g_02072
OG0000454	Pram.g_00208	Syag.g_02073
OG0000455	Pram.g_00209	Syag.g_02074
OG0000456	Pram.g_00210	Syag.g_02075
OG0000457	Pram.g_00212	Syag.g_02077
OG0000458	Pram.g_00213	Syag.g_02080
OG0000459	Pram.g_00214	Syag.g_02081
OG0000460	Pram.g_00222	Syag.g_01786
OG0000461	Pram.g_00230	Syag.g_02675
OG0000462	Pram.g_00232	Syag.g_02672
OG0000463	Pram.g_00233	Syag.g_02671
OG0000464	Pram.g_00234	Syag.g_02670
OG0000465	Pram.g_00235	Syag.g_02668
OG0000466	Pram.g_00238	Syag.g_02662
OG0000467	Pram.g_00239	Syag.g_02660
OG0000468	Pram.g_00242	Syag.g_02636
OG0000469	Pram.g_00250	Syag.g_02621
OG0000470	Pram.g_00252	Syag.g_02619
OG0000471	Pram.g_00253	Syag.g_02618
OG0000472	Pram.g_00254	Syag.g_02616
OG0000473	Pram.g_00256	Syag.g_02614
OG0000474	Pram.g_00257	Syag.g_02613
OG0000475	Pram.g_00258	Syag.g_02612
OG0000476	Pram.g_00260	Syag.g_02610
OG0000477	Pram.g_00263	Syag.g_02604
OG0000478	Pram.g_00264	Syag.g_02603
OG0000479	Pram.g_00265	Syag.g_02602
OG0000480	Pram.g_00270	Syag.g_02595
OG0000481	Pram.g_00273	Syag.g_02593
OG0000482	Pram.g_00274	Syag.g_02592
OG0000483	Pram.g_00277	Syag.g_02588
OG0000484	Pram.g_00278	Syag.g_02587
OG0000485	Pram.g_00280	Syag.g_02586
OG0000486	Pram.g_00281	Syag.g_02585
OG0000487	Pram.g_00284	Syag.g_02579
OG0000488	Pram.g_00287	Syag.g_02575
OG0000489	Pram.g_00292	Syag.g_02565
OG0000490	Pram.g_00296	Syag.g_02553
OG0000491	Pram.g_00297	Syag.g_02551
OG0000492	Pram.g_00299	Syag.g_02549
OG0000493	Pram.g_00300	Syag.g_02548
OG0000494	Pram.g_00301	Syag.g_02547
OG0000495	Pram.g_00302	Syag.g_02546
OG0000496	Pram.g_00303	Syag.g_02545
OG0000497	Pram.g_00304	Syag.g_02544
OG0000498	Pram.g_00305	Syag.g_02543
OG0000499	Pram.g_00306	Syag.g_02542
OG0000500	Pram.g_00307	Syag.g_02541
OG0000501	Pram.g_00309	Syag.g_02538
OG0000502	Pram.g_00312	Syag.g_02467
OG0000503	Pram.g_00328	Syag.g_02843
OG0000504	Pram.g_00330	Syag.g_02845
OG0000505	Pram.g_00331	Syag.g_02846
OG0000506	Pram.g_00332	Syag.g_02849
OG0000507	Pram.g_00336	Syag.g_02855
OG0000508	Pram.g_00340	Syag.g_02860
OG0000509	Pram.g_00342	Syag.g_02862
OG0000510	Pram.g_00343	Syag.g_02863
OG0000511	Pram.g_00344	Syag.g_02864
OG0000512	Pram.g_00346	Syag.g_02866
OG0000513	Pram.g_00355	Syag.g_00009
OG0000514	Pram.g_00366	Syag.g_00018
OG0000515	Pram.g_00367	Syag.g_00019
OG0000516	Pram.g_00368	Syag.g_00025
OG0000517	Pram.g_00370	Syag.g_00032
OG0000518	Pram.g_00381	Syag.g_00044
OG0000519	Pram.g_00382	Syag.g_00045
OG0000520	Pram.g_00383	Syag.g_00046
OG0000521	Pram.g_00393	Syag.g_00054
OG0000522	Pram.g_00395	Syag.g_00056
OG0000523	Pram.g_00396	Syag.g_00057
OG0000524	Pram.g_00400	Syag.g_01327
OG0000525	Pram.g_00404	Syag.g_01345
OG0000526	Pram.g_00406	Syag.g_01348
OG0000527	Pram.g_00409	Syag.g_01354
OG0000528	Pram.g_00414	Syag.g_01532
OG0000529	Pram.g_00417	Syag.g_01527
OG0000530	Pram.g_00420	Syag.g_01524
OG0000531	Pram.g_00421	Syag.g_01523
OG0000532	Pram.g_00423	Syag.g_01520
OG0000533	Pram.g_00424	Syag.g_01518
OG0000534	Pram.g_00425	Syag.g_01517
OG0000535	Pram.g_00426	Syag.g_01516
OG0000536	Pram.g_00427	Syag.g_01515
OG0000537	Pram.g_00428	Syag.g_01514
OG0000538	Pram.g_00438	Syag.g_01502
OG0000539	Pram.g_00439	Syag.g_01501
OG0000540	Pram.g_00440	Syag.g_01500
OG0000541	Pram.g_00441	Syag.g_01499
OG0000542	Pram.g_00442	Syag.g_01496
OG0000543	Pram.g_00444	Syag.g_01494
OG0000544	Pram.g_00445	Syag.g_01493
OG0000545	Pram.g_00447	Syag.g_01491
OG0000546	Pram.g_00450	Syag.g_01489
OG0000547	Pram.g_00452	Syag.g_01487
OG0000548	Pram.g_00453	Syag.g_01486
OG0000549	Pram.g_00456	Syag.g_01480
OG0000550	Pram.g_00461	Syag.g_01474
OG0000551	Pram.g_00464	Syag.g_01470
OG0000552	Pram.g_00465	Syag.g_01469
OG0000553	Pram.g_00466	Syag.g_01464
OG0000554	Pram.g_00472	Syag.g_01453
OG0000555	Pram.g_00479	Syag.g_00075
OG0000556	Pram.g_00481	Syag.g_00257
OG0000557	Pram.g_00482	Syag.g_00267
OG0000558	Pram.g_00484	Syag.g_00269
OG0000559	Pram.g_00488	Syag.g_00273
OG0000560	Pram.g_00491	Syag.g_00276
OG0000561	Pram.g_00492	Syag.g_00277
OG0000562	Pram.g_00493	Syag.g_00278
OG0000563	Pram.g_00494	Syag.g_00279
OG0000564	Pram.g_00495	Syag.g_00280
OG0000565	Pram.g_00498	Syag.g_00284
OG0000566	Pram.g_00502	Syag.g_00288
OG0000567	Pram.g_00506	Syag.g_00292
OG0000568	Pram.g_00507	Syag.g_00295
OG0000569	Pram.g_00508	Syag.g_00296
OG0000570	Pram.g_00509	Syag.g_00297
OG0000571	Pram.g_00511	Syag.g_00301
OG0000572	Pram.g_00523	Syag.g_00320, Syag.g_00251
OG0000573	Pram.g_00529	Syag.g_00329
OG0000574	Pram.g_00530	Syag.g_00330
OG0000575	Pram.g_00534	Syag.g_00335
OG0000576	Pram.g_00536	Syag.g_00337
OG0000577	Pram.g_00537	Syag.g_00338
OG0000578	Pram.g_00538	Syag.g_00339
OG0000579	Pram.g_00539	Syag.g_00340
OG0000580	Pram.g_00540	Syag.g_00341
OG0000581	Pram.g_00543	Syag.g_00348
OG0000582	Pram.g_00546	Syag.g_00353
