Orthogroup	Pram	Syak
OG0000140	Pram.g_00476	Syak.g_02650
OG0000141	Pram.g_00545	Syak.g_02746
OG0000142	Pram.g_01075	Syak.g_00035
OG0000143	Pram.g_01072	Syak.g_00039
OG0000144	Pram.g_01058	Syak.g_00260
OG0000145	Pram.g_01534	Syak.g_02598
OG0000146	Pram.g_00934	Syak.g_00514
OG0000147	Pram.g_00933	Syak.g_00515
OG0000148	Pram.g_00826	Syak.g_00455
OG0000149	Pram.g_00858	Syak.g_00596
OG0000150	Pram.g_00868	Syak.g_02747
OG0000151	Pram.g_00744	Syak.g_00387
OG0000152	Pram.g_00943	Syak.g_00503
OG0000153	Pram.g_00961	Syak.g_00470
OG0000154	Pram.g_00978	Syak.g_00645
OG0000155	Pram.g_01118	Syak.g_00855
OG0000156	Pram.g_01219	Syak.g_00919
OG0000157	Pram.g_01220	Syak.g_00920
OG0000158	Pram.g_01815	Syak.g_01624
OG0000159	Pram.g_00045	Syak.g_01580
OG0000160	Pram.g_01377	Syak.g_01043
OG0000161	Pram.g_01145, Pram.g_01371	Syak.g_01050
OG0000162	Pram.g_01365	Syak.g_01058
OG0000163	Pram.g_01326	Syak.g_02478
OG0000164	Pram.g_01656	Syak.g_02384
OG0000165	Pram.g_01664	Syak.g_02374
OG0000166	Pram.g_01733	Syak.g_01345
OG0000167	Pram.g_01805	Syak.g_01561
OG0000168	Pram.g_01816	Syak.g_01625
OG0000169	Pram.g_01826	Syak.g_01637
OG0000170	Pram.g_01829	Syak.g_01644
OG0000171	Pram.g_01849	Syak.g_01691
OG0000172	Pram.g_01856	Syak.g_01713
OG0000173	Pram.g_01871	Syak.g_01733
OG0000174	Pram.g_01902	Syak.g_01895
OG0000175	Pram.g_01914	Syak.g_01827
OG0000176	Pram.g_01942	Syak.g_01790
OG0000177	Pram.g_01943	Syak.g_01789
OG0000178	Pram.g_01944	Syak.g_01788
OG0000179	Pram.g_00003	Syak.g_01773
OG0000180	Pram.g_00004	Syak.g_01772
OG0000181	Pram.g_00005	Syak.g_01771
OG0000182	Pram.g_00006	Syak.g_01770
OG0000183	Pram.g_00010	Syak.g_01766
OG0000184	Pram.g_00033	Syak.g_01955
OG0000185	Pram.g_00036	Syak.g_01971
OG0000186	Pram.g_00048	Syak.g_02258
OG0000187	Pram.g_00049	Syak.g_02257
OG0000188	Pram.g_00066	Syak.g_02235
OG0000189	Pram.g_00080	Syak.g_02203
OG0000190	Pram.g_00081	Syak.g_01575
OG0000191	Pram.g_00103	Syak.g_02171
OG0000192	Pram.g_00108	Syak.g_02165
OG0000193	Pram.g_00131	Syak.g_02127
OG0000194	Pram.g_00134	Syak.g_02124
OG0000195	Pram.g_00136	Syak.g_02122
OG0000196	Pram.g_00146	Syak.g_02111
OG0000197	Pram.g_00147	Syak.g_02110
OG0000198	Pram.g_00148	Syak.g_02109
OG0000199	Pram.g_00155	Syak.g_02100
OG0000200	Pram.g_00168	Syak.g_02083
OG0000201	Pram.g_00177	Syak.g_02068
OG0000202	Pram.g_00178	Syak.g_02067
OG0000203	Pram.g_00179	Syak.g_02066
OG0000204	Pram.g_00180	Syak.g_02065
OG0000205	Pram.g_00187	Syak.g_02058
OG0000206	Pram.g_00192	Syak.g_02038
OG0000207	Pram.g_00194	Syak.g_02025
OG0000208	Pram.g_00195	Syak.g_02024
OG0000209	Pram.g_00204	Syak.g_01995
OG0000210	Pram.g_00205	Syak.g_01994
OG0000211	Pram.g_00220	Syak.g_02017, Syak.g_02300
OG0000212	Pram.g_00228	Syak.g_02311
OG0000213	Pram.g_00246	Syak.g_01425
OG0000214	Pram.g_00255	Syak.g_01442
OG0000215	Pram.g_00282	Syak.g_01474
OG0000216	Pram.g_00283	Syak.g_01478
OG0000217	Pram.g_00286	Syak.g_01482
OG0000218	Pram.g_00288	Syak.g_01484
OG0000219	Pram.g_00289	Syak.g_01485
OG0000220	Pram.g_00290	Syak.g_01486
OG0000221	Pram.g_00291	Syak.g_01498
OG0000222	Pram.g_00298	Syak.g_01512
OG0000223	Pram.g_00311	Syak.g_01531
OG0000224	Pram.g_00313	Syak.g_01532
OG0000225	Pram.g_00341	Syak.g_01230
OG0000226	Pram.g_00345	Syak.g_01226
OG0000227	Pram.g_00347	Syak.g_01224
OG0000228	Pram.g_00351	Syak.g_01216
OG0000229	Pram.g_00371	Syak.g_01191
OG0000230	Pram.g_00373	Syak.g_01189
OG0000231	Pram.g_00384	Syak.g_01176
OG0000232	Pram.g_00397	Syak.g_01156
OG0000233	Pram.g_00402	Syak.g_01145
OG0000234	Pram.g_00412	Syak.g_01116
OG0000235	Pram.g_00415	Syak.g_02573
OG0000236	Pram.g_00429	Syak.g_02589
OG0000237	Pram.g_00443	Syak.g_02607
OG0000238	Pram.g_00449	Syak.g_02612
OG0000239	Pram.g_00462	Syak.g_02628
OG0000240	Pram.g_00463	Syak.g_02629
OG0000241	Pram.g_00468	Syak.g_00027
OG0000242	Pram.g_00470	Syak.g_02638
OG0000243	Pram.g_00480	Syak.g_02658
OG0000244	Pram.g_00483	Syak.g_02665
OG0000245	Pram.g_00485	Syak.g_02667
OG0000246	Pram.g_00489	Syak.g_02671
OG0000247	Pram.g_00500	Syak.g_02681
OG0000248	Pram.g_00503	Syak.g_02684
OG0000249	Pram.g_00505	Syak.g_02686
OG0000250	Pram.g_00510	Syak.g_02694
OG0000251	Pram.g_00528	Syak.g_02722
OG0000252	Pram.g_00531	Syak.g_02725
OG0000253	Pram.g_00532	Syak.g_02727
OG0000254	Pram.g_00549	Syak.g_02752
OG0000255	Pram.g_00555	Syak.g_02772
OG0000256	Pram.g_00566	Syak.g_00020
OG0000257	Pram.g_01080	Syak.g_00026
OG0000258	Pram.g_01067	Syak.g_00044
OG0000259	Pram.g_01050	Syak.g_00334
OG0000260	Pram.g_01047	Syak.g_00338
OG0000261	Pram.g_01044	Syak.g_00348
OG0000262	Pram.g_01039	Syak.g_00353
OG0000263	Pram.g_00771	Syak.g_00828
OG0000264	Pram.g_00782	Syak.g_00698
OG0000265	Pram.g_00801	Syak.g_00211
OG0000266	Pram.g_01020	Syak.g_00778
OG0000267	Pram.g_01007	Syak.g_00555
OG0000268	Pram.g_01006	Syak.g_00554
OG0000269	Pram.g_00804	Syak.g_00429
OG0000270	Pram.g_00807	Syak.g_00432
OG0000271	Pram.g_00815	Syak.g_00440
OG0000272	Pram.g_00816	Syak.g_00441
OG0000273	Pram.g_00839	Syak.g_00616
OG0000274	Pram.g_00840	Syak.g_00615
OG0000275	Pram.g_00843	Syak.g_00611
OG0000276	Pram.g_00849	Syak.g_00604
OG0000277	Pram.g_00850	Syak.g_00603
OG0000278	Pram.g_00853	Syak.g_00600
OG0000279	Pram.g_00861	Syak.g_00592
OG0000280	Pram.g_00862	Syak.g_00582
OG0000281	Pram.g_00870	Syak.g_00339
OG0000282	Pram.g_00736	Syak.g_00375
OG0000283	Pram.g_00916	Syak.g_00541
OG0000284	Pram.g_00921	Syak.g_00536
OG0000285	Pram.g_00926	Syak.g_00523
OG0000286	Pram.g_00942	Syak.g_00504
OG0000287	Pram.g_01199	Syak.g_00477
OG0000288	Pram.g_00977	Syak.g_00644
OG0000289	Pram.g_00992	Syak.g_00659
OG0000290	Pram.g_00891	Syak.g_00738
OG0000291	Pram.g_00889	Syak.g_00734, Syak.g_00737
OG0000292	Pram.g_01185	Syak.g_01802
OG0000293	Pram.g_01150	Syak.g_00910
OG0000294	Pram.g_01149	Syak.g_00909
OG0000295	Pram.g_01125	Syak.g_00863
OG0000296	Pram.g_01123	Syak.g_00861
OG0000297	Pram.g_01114	Syak.g_00848
OG0000298	Pram.g_01113	Syak.g_00847
OG0000299	Pram.g_01094	Syak.g_00820
OG0000300	Pram.g_01091	Syak.g_00813
OG0000301	Pram.g_01090	Syak.g_00812
OG0000302	Pram.g_01088	Syak.g_00811
OG0000303	Pram.g_01082	Syak.g_00674
OG0000304	Pram.g_00571	Syak.g_00680
OG0000305	Pram.g_01183	Syak.g_00732
OG0000306	Pram.g_00874	Syak.g_00094
OG0000307	Pram.g_01458	Syak.g_02556
OG0000308	Pram.g_01457	Syak.g_02554
OG0000309	Pram.g_01453	Syak.g_02549
OG0000310	Pram.g_01395	Syak.g_00994
OG0000311	Pram.g_01393	Syak.g_00999
OG0000312	Pram.g_01390	Syak.g_01028
OG0000313	Pram.g_01374	Syak.g_01046
OG0000314	Pram.g_01351	Syak.g_01079
OG0000315	Pram.g_01341	Syak.g_01090
OG0000316	Pram.g_01315	Syak.g_02462
OG0000317	Pram.g_01629	Syak.g_02419
OG0000318	Pram.g_01633	Syak.g_02415
OG0000319	Pram.g_01646	Syak.g_02399
OG0000320	Pram.g_01648	Syak.g_02397
OG0000321	Pram.g_01649	Syak.g_02396
OG0000322	Pram.g_01650	Syak.g_02395
OG0000323	Pram.g_01659	Syak.g_02380
OG0000324	Pram.g_01687	Syak.g_02347
OG0000325	Pram.g_01697	Syak.g_01391
OG0000326	Pram.g_01704	Syak.g_01384
OG0000327	Pram.g_01728	Syak.g_01350
OG0000328	Pram.g_01729	Syak.g_01349
OG0000329	Pram.g_01746	Syak.g_01331
OG0000330	Pram.g_01747	Syak.g_01330
OG0000331	Pram.g_01748	Syak.g_01329
OG0000332	Pram.g_01762	Syak.g_01314
OG0000333	Pram.g_01764	Syak.g_01311
OG0000334	Pram.g_01773	Syak.g_01302
OG0000335	Pram.g_01778	Syak.g_01298
OG0000336	Pram.g_01782	Syak.g_01294
OG0000337	Pram.g_01801	Syak.g_01555
OG0000338	Pram.g_01802	Syak.g_01558
OG0000339	Pram.g_01808	Syak.g_01566
OG0000340	Pram.g_01817	Syak.g_01626
OG0000341	Pram.g_01819	Syak.g_01628
OG0000342	Pram.g_01820	Syak.g_01629
OG0000343	Pram.g_01821	Syak.g_01631
OG0000344	Pram.g_01824	Syak.g_01635
OG0000345	Pram.g_01830	Syak.g_01645
OG0000346	Pram.g_01834	Syak.g_01651
OG0000347	Pram.g_01851	Syak.g_01694
OG0000348	Pram.g_01859	Syak.g_01717
OG0000349	Pram.g_01877	Syak.g_01740
OG0000350	Pram.g_01898	Syak.g_01377
OG0000351	Pram.g_01917	Syak.g_01823
OG0000352	Pram.g_01918	Syak.g_01822
OG0000353	Pram.g_01937	Syak.g_01796
OG0000355	Pram.g_01939	Syak.g_01793
OG0000356	Pram.g_01940	Syak.g_01792
OG0000357	Pram.g_01941	Syak.g_01791
OG0000358	Pram.g_01945	Syak.g_01787
OG0000359	Pram.g_01946	Syak.g_01785
OG0000360	Pram.g_01947	Syak.g_01784
OG0000361	Pram.g_01948	Syak.g_01783
OG0000362	Pram.g_01950	Syak.g_01781
OG0000363	Pram.g_00001	Syak.g_01779
OG0000364	Pram.g_00002	Syak.g_01778
OG0000365	Pram.g_00007	Syak.g_01769
OG0000366	Pram.g_00008	Syak.g_01768
OG0000367	Pram.g_00009	Syak.g_01767
OG0000368	Pram.g_00011	Syak.g_01765
OG0000369	Pram.g_00012	Syak.g_01764
OG0000370	Pram.g_00013	Syak.g_01763
OG0000371	Pram.g_00019	Syak.g_01753
OG0000372	Pram.g_00021	Syak.g_01748
OG0000373	Pram.g_00022	Syak.g_01747
OG0000374	Pram.g_00023	Syak.g_01746
OG0000375	Pram.g_00024	Syak.g_01744
OG0000376	Pram.g_00026	Syak.g_01742
OG0000377	Pram.g_00030	Syak.g_01948
OG0000378	Pram.g_00034	Syak.g_01968
OG0000379	Pram.g_00037	Syak.g_01972
OG0000380	Pram.g_00050	Syak.g_02256
OG0000381	Pram.g_00055	Syak.g_02254
OG0000382	Pram.g_00065	Syak.g_02236
OG0000383	Pram.g_00067	Syak.g_02229
OG0000384	Pram.g_00068	Syak.g_02228
OG0000385	Pram.g_00069	Syak.g_02227
OG0000386	Pram.g_00070	Syak.g_02226
OG0000387	Pram.g_00083	Syak.g_02200
OG0000388	Pram.g_00087	Syak.g_02196
OG0000389	Pram.g_00090	Syak.g_02193, Syak.g_02345
OG0000390	Pram.g_00099	Syak.g_02177
OG0000391	Pram.g_00102	Syak.g_02172
OG0000392	Pram.g_00106	Syak.g_02166
OG0000393	Pram.g_00109	Syak.g_02163
OG0000394	Pram.g_00110	Syak.g_02162
OG0000395	Pram.g_00111	Syak.g_02161
OG0000396	Pram.g_00113	Syak.g_02158
OG0000397	Pram.g_00115	Syak.g_02156
OG0000398	Pram.g_00118	Syak.g_02151
OG0000399	Pram.g_00119	Syak.g_02150
OG0000400	Pram.g_00120	Syak.g_02149
OG0000401	Pram.g_00121	Syak.g_02148
OG0000402	Pram.g_01001	Syak.g_02146
OG0000403	Pram.g_00123	Syak.g_02145
OG0000404	Pram.g_00124	Syak.g_02143
OG0000405	Pram.g_00128	Syak.g_02131
OG0000406	Pram.g_00132	Syak.g_02126
OG0000407	Pram.g_00133	Syak.g_02125
OG0000408	Pram.g_00135	Syak.g_02123
OG0000409	Pram.g_00137	Syak.g_02121
OG0000410	Pram.g_00138	Syak.g_02120
OG0000411	Pram.g_00139	Syak.g_02119
OG0000412	Pram.g_00140	Syak.g_02118
OG0000413	Pram.g_00141	Syak.g_02116
OG0000415	Pram.g_00143	Syak.g_02114
OG0000416	Pram.g_00144	Syak.g_02113
OG0000417	Pram.g_00145	Syak.g_02112
OG0000418	Pram.g_00150	Syak.g_02107
OG0000419	Pram.g_00152	Syak.g_02105
OG0000420	Pram.g_00153	Syak.g_02103
OG0000421	Pram.g_00157	Syak.g_02097
OG0000422	Pram.g_00158	Syak.g_02096
OG0000423	Pram.g_00159	Syak.g_02095
OG0000424	Pram.g_00160	Syak.g_02094
OG0000425	Pram.g_00161	Syak.g_02093
OG0000426	Pram.g_00162	Syak.g_02092
OG0000427	Pram.g_00163	Syak.g_02091
OG0000428	Pram.g_00165	Syak.g_02088
OG0000429	Pram.g_00166	Syak.g_02086
OG0000430	Pram.g_00167	Syak.g_02084
OG0000431	Pram.g_00169	Syak.g_02081
OG0000432	Pram.g_00173	Syak.g_02075
OG0000433	Pram.g_00174	Syak.g_02073
OG0000434	Pram.g_00175	Syak.g_02072
OG0000435	Pram.g_00176	Syak.g_02071
OG0000436	Pram.g_00181	Syak.g_02064
OG0000437	Pram.g_00182	Syak.g_02063
OG0000438	Pram.g_00183	Syak.g_02062
OG0000439	Pram.g_00185	Syak.g_02060
OG0000440	Pram.g_00186	Syak.g_02059
OG0000441	Pram.g_00189	Syak.g_02053
OG0000442	Pram.g_00190	Syak.g_02043
OG0000443	Pram.g_00191	Syak.g_02041
OG0000444	Pram.g_00196	Syak.g_02022
OG0000445	Pram.g_00197	Syak.g_02015
OG0000446	Pram.g_00198	Syak.g_02013
OG0000447	Pram.g_00199	Syak.g_02006
OG0000448	Pram.g_00200	Syak.g_02005
OG0000449	Pram.g_00201	Syak.g_02004
OG0000450	Pram.g_00202	Syak.g_01998
OG0000451	Pram.g_00203	Syak.g_01997
OG0000452	Pram.g_00206	Syak.g_01993
OG0000453	Pram.g_00207	Syak.g_01992
OG0000454	Pram.g_00208	Syak.g_01991
OG0000455	Pram.g_00209	Syak.g_01990
OG0000456	Pram.g_00210	Syak.g_01989
OG0000457	Pram.g_00212	Syak.g_01987
OG0000458	Pram.g_00213	Syak.g_01986
OG0000459	Pram.g_00214	Syak.g_01985
OG0000460	Pram.g_00222	Syak.g_02303
OG0000461	Pram.g_00230	Syak.g_01402
OG0000462	Pram.g_00232	Syak.g_01405
OG0000463	Pram.g_00233	Syak.g_01406
OG0000464	Pram.g_00234	Syak.g_01407
OG0000465	Pram.g_00235	Syak.g_01409
OG0000466	Pram.g_00238	Syak.g_01414
OG0000467	Pram.g_00239	Syak.g_01416
OG0000468	Pram.g_00242	Syak.g_01421
OG0000469	Pram.g_00250	Syak.g_01436
OG0000470	Pram.g_00252	Syak.g_01438
OG0000471	Pram.g_00253	Syak.g_01439
OG0000472	Pram.g_00254	Syak.g_01441
OG0000473	Pram.g_00256	Syak.g_01443
OG0000474	Pram.g_00257	Syak.g_01444
OG0000475	Pram.g_00258	Syak.g_01445
OG0000476	Pram.g_00260	Syak.g_01447
OG0000477	Pram.g_00263	Syak.g_01453
OG0000478	Pram.g_00264	Syak.g_01454
OG0000479	Pram.g_00265	Syak.g_01455
OG0000480	Pram.g_00270	Syak.g_01462
OG0000481	Pram.g_00273	Syak.g_01464
OG0000482	Pram.g_00274	Syak.g_01465
OG0000483	Pram.g_00277	Syak.g_01469
OG0000484	Pram.g_00278	Syak.g_01470
OG0000485	Pram.g_00280	Syak.g_01472
OG0000486	Pram.g_00281	Syak.g_01473
OG0000487	Pram.g_00284	Syak.g_01479
OG0000488	Pram.g_00287	Syak.g_01483
OG0000489	Pram.g_00292	Syak.g_01499
OG0000490	Pram.g_00296	Syak.g_01507
OG0000491	Pram.g_00297	Syak.g_01511
OG0000492	Pram.g_00299	Syak.g_01513
OG0000493	Pram.g_00300	Syak.g_01514
OG0000494	Pram.g_00301	Syak.g_01515
OG0000495	Pram.g_00302	Syak.g_01516
OG0000496	Pram.g_00303	Syak.g_01517
OG0000497	Pram.g_00304	Syak.g_01518
OG0000498	Pram.g_00305	Syak.g_01519
OG0000499	Pram.g_00306	Syak.g_01520
OG0000500	Pram.g_00307	Syak.g_01521
OG0000501	Pram.g_00309	Syak.g_01524
OG0000502	Pram.g_00312	Syak.g_01538
OG0000503	Pram.g_00328	Syak.g_01246
OG0000504	Pram.g_00330	Syak.g_01244
OG0000505	Pram.g_00331	Syak.g_01243
OG0000506	Pram.g_00332	Syak.g_01241
OG0000507	Pram.g_00336	Syak.g_01235
OG0000508	Pram.g_00340	Syak.g_01231
OG0000509	Pram.g_00342	Syak.g_01229
OG0000510	Pram.g_00343	Syak.g_01228
OG0000511	Pram.g_00344	Syak.g_01227
OG0000512	Pram.g_00346	Syak.g_01225
OG0000513	Pram.g_00355	Syak.g_01211
OG0000514	Pram.g_00366	Syak.g_01204
OG0000515	Pram.g_00367	Syak.g_01203
OG0000516	Pram.g_00368	Syak.g_01199
OG0000517	Pram.g_00370	Syak.g_01192
OG0000518	Pram.g_00381	Syak.g_01180
OG0000519	Pram.g_00382	Syak.g_01179
OG0000520	Pram.g_00383	Syak.g_01178
OG0000521	Pram.g_00393	Syak.g_01167
OG0000522	Pram.g_00395	Syak.g_01163
OG0000523	Pram.g_00396	Syak.g_01162
OG0000524	Pram.g_00400	Syak.g_01149
OG0000525	Pram.g_00404	Syak.g_01130
OG0000526	Pram.g_00406	Syak.g_01127
OG0000527	Pram.g_00409	Syak.g_01120
OG0000528	Pram.g_00414	Syak.g_02570
OG0000529	Pram.g_00417	Syak.g_02575
OG0000530	Pram.g_00420	Syak.g_02578
OG0000531	Pram.g_00421	Syak.g_02579
OG0000532	Pram.g_00423	Syak.g_02582
OG0000533	Pram.g_00424	Syak.g_02584
OG0000534	Pram.g_00425	Syak.g_02585
OG0000535	Pram.g_00426	Syak.g_02586
OG0000536	Pram.g_00427	Syak.g_02587
OG0000537	Pram.g_00428	Syak.g_02588
OG0000538	Pram.g_00438	Syak.g_02600
OG0000539	Pram.g_00439	Syak.g_02601
OG0000540	Pram.g_00440	Syak.g_02602
OG0000541	Pram.g_00441	Syak.g_02603
OG0000542	Pram.g_00442	Syak.g_02606
OG0000543	Pram.g_00444	Syak.g_02608
OG0000544	Pram.g_00445	Syak.g_02609
OG0000545	Pram.g_00447	Syak.g_02611
OG0000546	Pram.g_00450	Syak.g_02613
OG0000547	Pram.g_00452	Syak.g_02615
OG0000548	Pram.g_00453	Syak.g_02616
OG0000549	Pram.g_00456	Syak.g_02622
OG0000550	Pram.g_00461	Syak.g_02626
OG0000551	Pram.g_00464	Syak.g_02631
OG0000552	Pram.g_00465	Syak.g_02632
OG0000553	Pram.g_00466	Syak.g_02636
OG0000554	Pram.g_00472	Syak.g_02641
OG0000555	Pram.g_00479	Syak.g_02657
OG0000556	Pram.g_00481	Syak.g_02661
OG0000557	Pram.g_00482	Syak.g_02663
OG0000558	Pram.g_00484	Syak.g_02666
OG0000559	Pram.g_00488	Syak.g_02670
OG0000560	Pram.g_00491	Syak.g_02672
OG0000561	Pram.g_00492	Syak.g_02673
OG0000562	Pram.g_00493	Syak.g_02674
OG0000563	Pram.g_00494	Syak.g_02675
OG0000564	Pram.g_00495	Syak.g_02676
OG0000565	Pram.g_00498	Syak.g_02679
OG0000566	Pram.g_00502	Syak.g_02683
OG0000567	Pram.g_00506	Syak.g_02687
OG0000568	Pram.g_00507	Syak.g_02690
OG0000569	Pram.g_00508	Syak.g_02691
OG0000570	Pram.g_00509	Syak.g_02692
OG0000571	Pram.g_00511	Syak.g_02696
OG0000572	Pram.g_00523	Syak.g_02713
OG0000573	Pram.g_00529	Syak.g_02723
OG0000574	Pram.g_00530	Syak.g_02724
OG0000575	Pram.g_00534	Syak.g_02729
OG0000576	Pram.g_00536	Syak.g_02731
OG0000577	Pram.g_00537	Syak.g_02732
OG0000578	Pram.g_00538	Syak.g_02733
OG0000579	Pram.g_00539	Syak.g_02734
