Orthogroup	Pram	Syal
OG0000150	Pram.g_00868	Syal.g_02737
OG0000151	Pram.g_00744	Syal.g_02263
OG0000152	Pram.g_00943	Syal.g_01991
OG0000153	Pram.g_00961	Syal.g_01958
OG0000154	Pram.g_00978	Syal.g_01918
OG0000155	Pram.g_01118	Syal.g_01695
OG0000156	Pram.g_01219	Syal.g_01620
OG0000157	Pram.g_01220	Syal.g_01619
OG0000158	Pram.g_01815	Syal.g_01431
OG0000159	Pram.g_00045	Syal.g_01400
OG0000160	Pram.g_01377	Syal.g_00372
OG0000161	Pram.g_01145, Pram.g_01371	Syal.g_00384
OG0000162	Pram.g_01365	Syal.g_00396
OG0000163	Pram.g_01326	Syal.g_02971
OG0000164	Pram.g_01656	Syal.g_00623
OG0000165	Pram.g_01664	Syal.g_00632
OG0000166	Pram.g_01733	Syal.g_00236
OG0000167	Pram.g_01805	Syal.g_01347
OG0000168	Pram.g_01816	Syal.g_01433
OG0000169	Pram.g_01826	Syal.g_01447
OG0000170	Pram.g_01829	Syal.g_01454
OG0000171	Pram.g_01849	Syal.g_01518
OG0000172	Pram.g_01856	Syal.g_00174, Syal.g_00173
OG0000173	Pram.g_01871	Syal.g_00155
OG0000174	Pram.g_01902	Syal.g_01121
OG0000175	Pram.g_01914	Syal.g_01172
OG0000176	Pram.g_01942	Syal.g_00101
OG0000177	Pram.g_01943	Syal.g_00102
OG0000178	Pram.g_01944	Syal.g_00103
OG0000179	Pram.g_00003	Syal.g_00118
OG0000180	Pram.g_00004	Syal.g_00119
OG0000181	Pram.g_00005	Syal.g_00120
OG0000182	Pram.g_00006	Syal.g_00121
OG0000183	Pram.g_00010	Syal.g_00125
OG0000184	Pram.g_00033	Syal.g_02678, Syal.g_01050
OG0000185	Pram.g_00036	Syal.g_01025
OG0000186	Pram.g_00048	Syal.g_02684, Syal.g_00747
OG0000187	Pram.g_00049	Syal.g_02685, Syal.g_00748
OG0000188	Pram.g_00066	Syal.g_00771
OG0000189	Pram.g_00080	Syal.g_00807
OG0000190	Pram.g_00081	Syal.g_01364
OG0000191	Pram.g_00103	Syal.g_00841
OG0000192	Pram.g_00108	Syal.g_00847
OG0000193	Pram.g_00131	Syal.g_00887
OG0000194	Pram.g_00134	Syal.g_00890
OG0000195	Pram.g_00136	Syal.g_00892
OG0000196	Pram.g_00146	Syal.g_00903
OG0000197	Pram.g_00147	Syal.g_00904
OG0000198	Pram.g_00148	Syal.g_00905
OG0000199	Pram.g_00155	Syal.g_00913
OG0000200	Pram.g_00168	Syal.g_00932
OG0000201	Pram.g_00177	Syal.g_00949
OG0000202	Pram.g_00178	Syal.g_00950
OG0000203	Pram.g_00179	Syal.g_00951
OG0000204	Pram.g_00180	Syal.g_00952
OG0000205	Pram.g_00187	Syal.g_00959
OG0000206	Pram.g_00192	Syal.g_00971
OG0000207	Pram.g_00194	Syal.g_00974
OG0000208	Pram.g_00195	Syal.g_00975
OG0000209	Pram.g_00204	Syal.g_01000
OG0000210	Pram.g_00205	Syal.g_01001
OG0000211	Pram.g_00220	Syal.g_00688
OG0000212	Pram.g_00228	Syal.g_00679
OG0000213	Pram.g_00246	Syal.g_01229
OG0000214	Pram.g_00255	Syal.g_01246
OG0000215	Pram.g_00282	Syal.g_01277
OG0000216	Pram.g_00283	Syal.g_01281
OG0000217	Pram.g_00286	Syal.g_01285
OG0000218	Pram.g_00288	Syal.g_01287
OG0000219	Pram.g_00289	Syal.g_01288
OG0000220	Pram.g_00290	Syal.g_01289
OG0000221	Pram.g_00291	Syal.g_01297
OG0000222	Pram.g_00298	Syal.g_01309
OG0000223	Pram.g_00311	Syal.g_01327
OG0000224	Pram.g_00313	Syal.g_01329
OG0000225	Pram.g_00341	Syal.g_00363
OG0000226	Pram.g_00345	Syal.g_00367
OG0000227	Pram.g_00347	Syal.g_00369
OG0000228	Pram.g_00351	Syal.g_00556
OG0000229	Pram.g_00371	Syal.g_00525
OG0000230	Pram.g_00373	Syal.g_00523
OG0000231	Pram.g_00384	Syal.g_00510
OG0000232	Pram.g_00397	Syal.g_00495
OG0000233	Pram.g_00402	Syal.g_00487
OG0000234	Pram.g_00412	Syal.g_00461
OG0000235	Pram.g_00415	Syal.g_02896
OG0000236	Pram.g_00429	Syal.g_02912
OG0000237	Pram.g_00443	Syal.g_02930
OG0000238	Pram.g_00449	Syal.g_02935
OG0000239	Pram.g_00462	Syal.g_02951
OG0000240	Pram.g_00463	Syal.g_02952
OG0000241	Pram.g_00468	Syal.g_02696
OG0000242	Pram.g_00470	Syal.g_02840
OG0000243	Pram.g_00480	Syal.g_02822
OG0000244	Pram.g_00483	Syal.g_02815
OG0000245	Pram.g_00485	Syal.g_02813
OG0000246	Pram.g_00489	Syal.g_02809
OG0000247	Pram.g_00500	Syal.g_02797
OG0000248	Pram.g_00503	Syal.g_02794
OG0000249	Pram.g_00505	Syal.g_02792
OG0000250	Pram.g_00510	Syal.g_02786
OG0000251	Pram.g_00528	Syal.g_02760
OG0000252	Pram.g_00531	Syal.g_02757
OG0000253	Pram.g_00532	Syal.g_02755
OG0000254	Pram.g_00549	Syal.g_02732
OG0000255	Pram.g_00555	Syal.g_02719
OG0000256	Pram.g_00566	Syal.g_02705
OG0000257	Pram.g_01080	Syal.g_02697
OG0000258	Pram.g_01067	Syal.g_02623
OG0000259	Pram.g_01050	Syal.g_02182
OG0000260	Pram.g_01047	Syal.g_02188
OG0000261	Pram.g_01044	Syal.g_02199
OG0000262	Pram.g_01039	Syal.g_02204
OG0000263	Pram.g_00771	Syal.g_01720
OG0000264	Pram.g_00782	Syal.g_01788
OG0000265	Pram.g_00801	Syal.g_02534
OG0000266	Pram.g_01020	Syal.g_02421
OG0000267	Pram.g_01007	Syal.g_02043
OG0000268	Pram.g_01006	Syal.g_02042
OG0000269	Pram.g_00804	Syal.g_02409
OG0000270	Pram.g_00807	Syal.g_02412
OG0000271	Pram.g_00815	Syal.g_01871
OG0000272	Pram.g_00816	Syal.g_01872
OG0000273	Pram.g_00839	Syal.g_02454
OG0000274	Pram.g_00840	Syal.g_02455
OG0000275	Pram.g_00843	Syal.g_02458
OG0000276	Pram.g_00849	Syal.g_02467
OG0000277	Pram.g_00850	Syal.g_02468
OG0000278	Pram.g_00853	Syal.g_02471
OG0000279	Pram.g_00861	Syal.g_02479
OG0000280	Pram.g_00862	Syal.g_02493
OG0000281	Pram.g_00870	Syal.g_02190
OG0000282	Pram.g_00736	Syal.g_02284
OG0000283	Pram.g_00916	Syal.g_02028, Syal.g_02131
OG0000284	Pram.g_00921	Syal.g_02023
OG0000285	Pram.g_00926	Syal.g_02012
OG0000286	Pram.g_00942	Syal.g_01992
OG0000287	Pram.g_01199	Syal.g_01965
OG0000288	Pram.g_00977	Syal.g_01919
OG0000289	Pram.g_00992	Syal.g_01904
OG0000290	Pram.g_00891	Syal.g_01826
OG0000291	Pram.g_00889	Syal.g_01824
OG0000292	Pram.g_01185	Syal.g_00089
OG0000293	Pram.g_01150	Syal.g_01631
OG0000294	Pram.g_01149	Syal.g_01632
OG0000295	Pram.g_01125	Syal.g_01687
OG0000296	Pram.g_01123	Syal.g_01689
OG0000297	Pram.g_01114	Syal.g_01702
OG0000298	Pram.g_01113	Syal.g_01703
OG0000299	Pram.g_01094	Syal.g_01732
OG0000300	Pram.g_01091	Syal.g_01738
OG0000301	Pram.g_01090	Syal.g_01739
OG0000302	Pram.g_01088	Syal.g_01740
OG0000303	Pram.g_01082	Syal.g_01763
OG0000304	Pram.g_00571	Syal.g_01756
OG0000305	Pram.g_01183	Syal.g_01821
OG0000306	Pram.g_00874	Syal.g_02579
OG0000307	Pram.g_01458	Syal.g_02880
OG0000308	Pram.g_01457	Syal.g_02878
OG0000309	Pram.g_01453	Syal.g_02873
OG0000310	Pram.g_01395	Syal.g_01537
OG0000311	Pram.g_01393	Syal.g_00061
OG0000312	Pram.g_01390	Syal.g_00031
OG0000313	Pram.g_01374	Syal.g_00381
OG0000314	Pram.g_01351	Syal.g_00416
OG0000315	Pram.g_01341	Syal.g_00426
OG0000316	Pram.g_01315	Syal.g_02987
OG0000317	Pram.g_01629	Syal.g_00583
OG0000318	Pram.g_01633	Syal.g_00588
OG0000319	Pram.g_01646	Syal.g_00608
OG0000320	Pram.g_01648	Syal.g_00610
OG0000321	Pram.g_01649	Syal.g_00611
OG0000322	Pram.g_01650	Syal.g_00612
OG0000323	Pram.g_01659	Syal.g_00626
OG0000324	Pram.g_01687	Syal.g_00656
OG0000325	Pram.g_01697	Syal.g_00195
OG0000326	Pram.g_01704	Syal.g_00202
OG0000327	Pram.g_01728	Syal.g_00230
OG0000328	Pram.g_01729	Syal.g_00231
OG0000329	Pram.g_01746	Syal.g_00249
OG0000330	Pram.g_01747	Syal.g_00250
OG0000331	Pram.g_01748	Syal.g_00251
OG0000332	Pram.g_01762	Syal.g_00266
OG0000333	Pram.g_01764	Syal.g_00269
OG0000334	Pram.g_01773	Syal.g_00279
OG0000335	Pram.g_01778	Syal.g_00284
OG0000336	Pram.g_01782	Syal.g_00288
OG0000337	Pram.g_01801	Syal.g_01343
OG0000338	Pram.g_01802	Syal.g_01345
OG0000339	Pram.g_01808	Syal.g_01351
OG0000340	Pram.g_01817	Syal.g_01434
OG0000341	Pram.g_01819	Syal.g_01436
OG0000342	Pram.g_01820	Syal.g_01437
OG0000343	Pram.g_01821	Syal.g_01441
OG0000344	Pram.g_01824	Syal.g_01445
OG0000345	Pram.g_01830	Syal.g_01455
OG0000346	Pram.g_01834	Syal.g_01460
OG0000347	Pram.g_01851	Syal.g_01525
OG0000348	Pram.g_01859	Syal.g_00170
OG0000349	Pram.g_01877	Syal.g_00148
OG0000350	Pram.g_01898	Syal.g_00209
OG0000351	Pram.g_01917	Syal.g_01175
OG0000352	Pram.g_01918	Syal.g_01176
OG0000353	Pram.g_01937	Syal.g_00095
OG0000355	Pram.g_01939	Syal.g_00098
OG0000356	Pram.g_01940	Syal.g_00099
OG0000357	Pram.g_01941	Syal.g_00100
OG0000358	Pram.g_01945	Syal.g_00104
OG0000359	Pram.g_01946	Syal.g_00106
OG0000360	Pram.g_01947	Syal.g_00107
OG0000361	Pram.g_01948	Syal.g_00108
OG0000362	Pram.g_01950	Syal.g_00110
OG0000363	Pram.g_00001	Syal.g_00112
OG0000364	Pram.g_00002	Syal.g_00113
OG0000365	Pram.g_00007	Syal.g_00122
OG0000366	Pram.g_00008	Syal.g_00123
OG0000367	Pram.g_00009	Syal.g_00124
OG0000368	Pram.g_00011	Syal.g_00126
OG0000369	Pram.g_00012	Syal.g_00127
OG0000370	Pram.g_00013	Syal.g_00128
OG0000371	Pram.g_00019	Syal.g_00135
OG0000372	Pram.g_00021	Syal.g_00141
OG0000373	Pram.g_00022	Syal.g_00142
OG0000374	Pram.g_00023	Syal.g_00143
OG0000375	Pram.g_00024	Syal.g_00144
OG0000376	Pram.g_00026	Syal.g_00146
OG0000377	Pram.g_00030	Syal.g_01061
OG0000378	Pram.g_00034	Syal.g_01027
OG0000379	Pram.g_00037	Syal.g_02681, Syal.g_01024
OG0000380	Pram.g_00050	Syal.g_00749
OG0000381	Pram.g_00055	Syal.g_00752
OG0000382	Pram.g_00065	Syal.g_00770
OG0000383	Pram.g_00067	Syal.g_00775
OG0000384	Pram.g_00068	Syal.g_00776
OG0000385	Pram.g_00069	Syal.g_00777
OG0000386	Pram.g_00070	Syal.g_00778
OG0000387	Pram.g_00083	Syal.g_00811
OG0000388	Pram.g_00087	Syal.g_00815
OG0000389	Pram.g_00090	Syal.g_00819
OG0000390	Pram.g_00099	Syal.g_00835
OG0000391	Pram.g_00102	Syal.g_00840
OG0000392	Pram.g_00106	Syal.g_00846
OG0000393	Pram.g_00109	Syal.g_00849
OG0000394	Pram.g_00110	Syal.g_00850
OG0000395	Pram.g_00111	Syal.g_00851
OG0000396	Pram.g_00113	Syal.g_00854
OG0000397	Pram.g_00115	Syal.g_00857
OG0000398	Pram.g_00118	Syal.g_00862
OG0000399	Pram.g_00119	Syal.g_00863
OG0000400	Pram.g_00120	Syal.g_00864
OG0000401	Pram.g_00121	Syal.g_00865
OG0000402	Pram.g_01001	Syal.g_00867
OG0000403	Pram.g_00123	Syal.g_00868
OG0000404	Pram.g_00124	Syal.g_00870
OG0000405	Pram.g_00128	Syal.g_00883
OG0000406	Pram.g_00132	Syal.g_00888
OG0000407	Pram.g_00133	Syal.g_00889
OG0000408	Pram.g_00135	Syal.g_00891
OG0000409	Pram.g_00137	Syal.g_00893
OG0000410	Pram.g_00138	Syal.g_00894
OG0000411	Pram.g_00139	Syal.g_00895
OG0000412	Pram.g_00140	Syal.g_00896
OG0000413	Pram.g_00141	Syal.g_00898
OG0000414	Pram.g_00142	Syal.g_00899
OG0000415	Pram.g_00143	Syal.g_00900
OG0000416	Pram.g_00144	Syal.g_00901
OG0000417	Pram.g_00145	Syal.g_00902
OG0000418	Pram.g_00150	Syal.g_00907
OG0000419	Pram.g_00152	Syal.g_00909
OG0000420	Pram.g_00153	Syal.g_00911
OG0000421	Pram.g_00157	Syal.g_00916
OG0000422	Pram.g_00158	Syal.g_00917
OG0000423	Pram.g_00159	Syal.g_00918
OG0000424	Pram.g_00160	Syal.g_00919
OG0000425	Pram.g_00161	Syal.g_00920
OG0000426	Pram.g_00162	Syal.g_00921
OG0000427	Pram.g_00163	Syal.g_00922
OG0000428	Pram.g_00165	Syal.g_00925
OG0000429	Pram.g_00166	Syal.g_00929
OG0000430	Pram.g_00167	Syal.g_00931
OG0000431	Pram.g_00169	Syal.g_00934
OG0000432	Pram.g_00173	Syal.g_00940
OG0000433	Pram.g_00174	Syal.g_00943
OG0000434	Pram.g_00175	Syal.g_00944
OG0000435	Pram.g_00176	Syal.g_00946
OG0000436	Pram.g_00181	Syal.g_00953
OG0000437	Pram.g_00182	Syal.g_00954
OG0000438	Pram.g_00183	Syal.g_00955
OG0000439	Pram.g_00185	Syal.g_00957
OG0000440	Pram.g_00186	Syal.g_00958
OG0000441	Pram.g_00189	Syal.g_00962
OG0000442	Pram.g_00190	Syal.g_00964
OG0000443	Pram.g_00191	Syal.g_00966
OG0000444	Pram.g_00196	Syal.g_00978
OG0000445	Pram.g_00197	Syal.g_00979
OG0000446	Pram.g_00198	Syal.g_00981
OG0000447	Pram.g_00199	Syal.g_00989
OG0000448	Pram.g_00200	Syal.g_00990
OG0000449	Pram.g_00201	Syal.g_00991
OG0000450	Pram.g_00202	Syal.g_00997
OG0000451	Pram.g_00203	Syal.g_00998
OG0000452	Pram.g_00206	Syal.g_01002
OG0000453	Pram.g_00207	Syal.g_01003
OG0000454	Pram.g_00208	Syal.g_01004
OG0000455	Pram.g_00209	Syal.g_01005
OG0000456	Pram.g_00210	Syal.g_01006
OG0000457	Pram.g_00212	Syal.g_01008
OG0000458	Pram.g_00213	Syal.g_01009
OG0000459	Pram.g_00214	Syal.g_01010
OG0000460	Pram.g_00222	Syal.g_00686
OG0000461	Pram.g_00230	Syal.g_01199
OG0000462	Pram.g_00232	Syal.g_01202
OG0000463	Pram.g_00233	Syal.g_01203
OG0000464	Pram.g_00234	Syal.g_01204
OG0000465	Pram.g_00235	Syal.g_01205
OG0000466	Pram.g_00238	Syal.g_01210
OG0000467	Pram.g_00239	Syal.g_01212
OG0000468	Pram.g_00242	Syal.g_01225
OG0000469	Pram.g_00250	Syal.g_01240
OG0000470	Pram.g_00252	Syal.g_01242
OG0000471	Pram.g_00253	Syal.g_01243
OG0000472	Pram.g_00254	Syal.g_01245
OG0000473	Pram.g_00256	Syal.g_01247
OG0000474	Pram.g_00257	Syal.g_01248
OG0000475	Pram.g_00258	Syal.g_01249
OG0000476	Pram.g_00260	Syal.g_01251
OG0000477	Pram.g_00263	Syal.g_01257
OG0000478	Pram.g_00264	Syal.g_01258
OG0000479	Pram.g_00265	Syal.g_01259
OG0000480	Pram.g_00270	Syal.g_01266
OG0000481	Pram.g_00273	Syal.g_01268
OG0000482	Pram.g_00274	Syal.g_01269
OG0000483	Pram.g_00277	Syal.g_01273
OG0000484	Pram.g_00278	Syal.g_01274
OG0000485	Pram.g_00280	Syal.g_01275
OG0000486	Pram.g_00281	Syal.g_01276
OG0000487	Pram.g_00284	Syal.g_01282
OG0000488	Pram.g_00287	Syal.g_01286
OG0000489	Pram.g_00292	Syal.g_01298
OG0000490	Pram.g_00296	Syal.g_01307
OG0000491	Pram.g_00297	Syal.g_01308
OG0000492	Pram.g_00299	Syal.g_01310
OG0000493	Pram.g_00300	Syal.g_01311
OG0000494	Pram.g_00301	Syal.g_01312
OG0000495	Pram.g_00302	Syal.g_01313
OG0000496	Pram.g_00303	Syal.g_01314
OG0000497	Pram.g_00304	Syal.g_01315
OG0000498	Pram.g_00305	Syal.g_01316
OG0000499	Pram.g_00306	Syal.g_01317
OG0000500	Pram.g_00307	Syal.g_01318
OG0000501	Pram.g_00309	Syal.g_01321
OG0000502	Pram.g_00312	Syal.g_01328
OG0000503	Pram.g_00328	Syal.g_00347
OG0000504	Pram.g_00330	Syal.g_00349
OG0000505	Pram.g_00331	Syal.g_00350
OG0000506	Pram.g_00332	Syal.g_00352
OG0000507	Pram.g_00336	Syal.g_00358
OG0000508	Pram.g_00340	Syal.g_00362
OG0000509	Pram.g_00342	Syal.g_00364
OG0000510	Pram.g_00343	Syal.g_00365
OG0000511	Pram.g_00344	Syal.g_00366
OG0000512	Pram.g_00346	Syal.g_00368
OG0000513	Pram.g_00355	Syal.g_00551
OG0000514	Pram.g_00366	Syal.g_00539
OG0000515	Pram.g_00367	Syal.g_00538
OG0000516	Pram.g_00368	Syal.g_00534
OG0000517	Pram.g_00370	Syal.g_00526
OG0000518	Pram.g_00381	Syal.g_00514
OG0000519	Pram.g_00382	Syal.g_00513
OG0000520	Pram.g_00383	Syal.g_00512
OG0000521	Pram.g_00393	Syal.g_00502
OG0000522	Pram.g_00395	Syal.g_00500
OG0000523	Pram.g_00396	Syal.g_00499
OG0000524	Pram.g_00400	Syal.g_00491
OG0000525	Pram.g_00404	Syal.g_00473
OG0000526	Pram.g_00406	Syal.g_00471
OG0000527	Pram.g_00409	Syal.g_00465
OG0000528	Pram.g_00414	Syal.g_02893
OG0000529	Pram.g_00417	Syal.g_02898
OG0000530	Pram.g_00420	Syal.g_02901
OG0000531	Pram.g_00421	Syal.g_02902
OG0000532	Pram.g_00423	Syal.g_02905
OG0000533	Pram.g_00424	Syal.g_02907
OG0000534	Pram.g_00425	Syal.g_02908
OG0000535	Pram.g_00426	Syal.g_02909
OG0000536	Pram.g_00427	Syal.g_02910
OG0000537	Pram.g_00428	Syal.g_02911
OG0000538	Pram.g_00438	Syal.g_02923
OG0000539	Pram.g_00439	Syal.g_02924
OG0000540	Pram.g_00440	Syal.g_02925
OG0000541	Pram.g_00441	Syal.g_02926
OG0000542	Pram.g_00442	Syal.g_02929
OG0000543	Pram.g_00444	Syal.g_02931
OG0000544	Pram.g_00445	Syal.g_02932
OG0000545	Pram.g_00447	Syal.g_02934
OG0000546	Pram.g_00450	Syal.g_02936
OG0000547	Pram.g_00452	Syal.g_02938
OG0000548	Pram.g_00453	Syal.g_02939
OG0000549	Pram.g_00456	Syal.g_02945
OG0000550	Pram.g_00461	Syal.g_02949
OG0000551	Pram.g_00464	Syal.g_02953
OG0000552	Pram.g_00465	Syal.g_02954
OG0000553	Pram.g_00466	Syal.g_02843
OG0000554	Pram.g_00472	Syal.g_02837
OG0000555	Pram.g_00479	Syal.g_02823
OG0000556	Pram.g_00481	Syal.g_02819
OG0000557	Pram.g_00482	Syal.g_02816
OG0000558	Pram.g_00484	Syal.g_02814
OG0000559	Pram.g_00488	Syal.g_02305, Syal.g_02810
OG0000560	Pram.g_00491	Syal.g_02807
OG0000561	Pram.g_00492	Syal.g_02806
OG0000562	Pram.g_00493	Syal.g_02805
OG0000563	Pram.g_00494	Syal.g_02804
OG0000564	Pram.g_00495	Syal.g_02803
OG0000565	Pram.g_00498	Syal.g_02799
OG0000566	Pram.g_00502	Syal.g_02795
OG0000567	Pram.g_00506	Syal.g_02791
OG0000568	Pram.g_00507	Syal.g_02789
OG0000569	Pram.g_00508	Syal.g_02788
OG0000570	Pram.g_00509	Syal.g_02787
OG0000571	Pram.g_00511	Syal.g_02784
OG0000572	Pram.g_00523	Syal.g_02767
OG0000573	Pram.g_00529	Syal.g_02759
OG0000574	Pram.g_00530	Syal.g_02758
OG0000575	Pram.g_00534	Syal.g_02753
OG0000576	Pram.g_00536	Syal.g_02751
OG0000577	Pram.g_00537	Syal.g_02750
OG0000578	Pram.g_00538	Syal.g_02749
OG0000579	Pram.g_00539	Syal.g_02748
