Orthogroup	Pram	Prbj
OG0000039	Pram.g_00777	Prbj.g_00429, Prbj.g_00278
OG0000041	Pram.g_01680	Prbj.g_00450
OG0000042	Pram.g_01841	Prbj.g_01808, Prbj.g_00001
OG0000044	Pram.g_01620	Prbj.g_01330, Prbj.g_00194, Prbj.g_02695, Prbj.g_00726
OG0000045	Pram.g_01184	Prbj.g_00563
OG0000046	Pram.g_00316	Prbj.g_00358
OG0000047	Pram.g_00359	Prbj.g_02509
OG0000048	Pram.g_00259	Prbj.g_01393
OG0000052	Pram.g_00040	Prbj.g_01487
OG0000053	Pram.g_01357, Pram.g_01580	Prbj.g_00638
OG0000054	Pram.g_00544	Prbj.g_01758
OG0000057	Pram.g_00792	Prbj.g_00758
OG0000059	Pram.g_01719	Prbj.g_01029
OG0000061	Pram.g_01140	Prbj.g_00971
OG0000062	Pram.g_01293	Prbj.g_00881
OG0000063	Pram.g_01258	Prbj.g_01208
OG0000065	Pram.g_00091	Prbj.g_00620
OG0000066	Pram.g_01558	Prbj.g_02141
OG0000067	Pram.g_00809	Prbj.g_02412
OG0000068	Pram.g_01468	Prbj.g_01639
OG0000070	Pram.g_00385	Prbj.g_00118
OG0000071	Pram.g_01230	Prbj.g_01728
OG0000072	Pram.g_00156	Prbj.g_00516
OG0000073	Pram.g_00437	Prbj.g_01608
OG0000075	Pram.g_01807	Prbj.g_01502
OG0000076	Pram.g_01833	Prbj.g_01598
OG0000077	Pram.g_00063	Prbj.g_01900, Prbj.g_00576
OG0000078	Pram.g_00227	Prbj.g_02614
OG0000079	Pram.g_00240	Prbj.g_01353
OG0000081	Pram.g_00469	Prbj.g_00799, Prbj.g_00765
OG0000082	Pram.g_01559	Prbj.g_01789
OG0000084	Pram.g_01384	Prbj.g_01052
OG0000085	Pram.g_01265	Prbj.g_00869
OG0000086	Pram.g_00072	Prbj.g_00589
OG0000087	Pram.g_00125	Prbj.g_01547
OG0000088	Pram.g_00151	Prbj.g_00521, Prbj.g_00912
OG0000089	Pram.g_00352	Prbj.g_00064
OG0000090	Pram.g_00471	Prbj.g_02127
OG0000091	Pram.g_01068	Prbj.g_02581
OG0000093	Pram.g_01038	Prbj.g_02388
OG0000094	Pram.g_00987	Prbj.g_01985
OG0000095	Pram.g_00888	Prbj.g_01838
OG0000097	Pram.g_01093	Prbj.g_02152
OG0000098	Pram.g_01478	Prbj.g_00669
OG0000099	Pram.g_01445	Prbj.g_01464
OG0000100	Pram.g_01298	Prbj.g_00185, Prbj.g_02442
OG0000101	Pram.g_01770	Prbj.g_00415, Prbj.g_00981
OG0000102	Pram.g_01838	Prbj.g_01819
OG0000103	Pram.g_01925	Prbj.g_02055
OG0000104	Pram.g_01934	Prbj.g_02069
OG0000105	Pram.g_00262	Prbj.g_01397
OG0000106	Pram.g_00677	Prbj.g_00875
OG0000107	Pram.g_01696	Prbj.g_02659
OG0000108	Pram.g_00416	Prbj.g_01630
OG0000109	Pram.g_00430	Prbj.g_01614
OG0000110	Pram.g_00513	Prbj.g_01801
OG0000111	Pram.g_00793	Prbj.g_00759
OG0000112	Pram.g_00935	Prbj.g_02276
OG0000113	Pram.g_00832	Prbj.g_02437
OG0000114	Pram.g_00734	Prbj.g_02340
OG0000115	Pram.g_01201	Prbj.g_00634
OG0000116	Pram.g_01151	Prbj.g_00956
OG0000117	Pram.g_01112	Prbj.g_01915
OG0000118	Pram.g_01242	Prbj.g_01742
OG0000119	Pram.g_01283	Prbj.g_00778
OG0000120	Pram.g_01446	Prbj.g_01465
OG0000121	Pram.g_01376	Prbj.g_01064, Prbj.g_01058
OG0000122	Pram.g_01334	Prbj.g_02627
OG0000123	Pram.g_01777	Prbj.g_00406
OG0000124	Pram.g_01850	Prbj.g_01281
OG0000125	Pram.g_01886	Prbj.g_01963
OG0000126	Pram.g_01933	Prbj.g_02067
OG0000127	Pram.g_00611	Prbj.g_02148, Prbj.g_00896, Prbj.g_00210
OG0000128	Pram.g_01949	Prbj.g_02085
OG0000129	Pram.g_00029	Prbj.g_01951
OG0000130	Pram.g_00054	Prbj.g_00564
OG0000131	Pram.g_00130	Prbj.g_00543
OG0000132	Pram.g_00149	Prbj.g_00523
OG0000133	Pram.g_00310	Prbj.g_01460
OG0000134	Pram.g_00354	Prbj.g_00067
OG0000135	Pram.g_01589	Prbj.g_02004
OG0000136	Pram.g_00376	Prbj.g_00105
OG0000137	Pram.g_00411	Prbj.g_00128
OG0000138	Pram.g_00431	Prbj.g_01613
OG0000139	Pram.g_00475	Prbj.g_02133
OG0000140	Pram.g_00476	Prbj.g_02139
OG0000141	Pram.g_00545	Prbj.g_01757
OG0000142	Pram.g_01075	Prbj.g_02573
OG0000143	Pram.g_01072	Prbj.g_02577
OG0000144	Pram.g_01058	Prbj.g_00793
OG0000145	Pram.g_01534	Prbj.g_01607
OG0000146	Pram.g_00934	Prbj.g_02277
OG0000147	Pram.g_00933	Prbj.g_02278
OG0000148	Pram.g_00826	Prbj.g_02431
OG0000149	Pram.g_00858	Prbj.g_02488
OG0000150	Pram.g_00868	Prbj.g_02511
OG0000151	Pram.g_00744	Prbj.g_02361
OG0000152	Pram.g_00943	Prbj.g_02268
OG0000153	Pram.g_00961	Prbj.g_02241
OG0000154	Pram.g_00978	Prbj.g_02213
OG0000155	Pram.g_01118	Prbj.g_00312
OG0000156	Pram.g_01219	Prbj.g_00163
OG0000157	Pram.g_01220	Prbj.g_00162
OG0000158	Pram.g_01815	Prbj.g_01514
OG0000160	Pram.g_01377	Prbj.g_01057
OG0000161	Pram.g_01145, Pram.g_01371	Prbj.g_01071
OG0000162	Pram.g_01365	Prbj.g_01077
OG0000163	Pram.g_01326	Prbj.g_01688
OG0000164	Pram.g_01656	Prbj.g_00476
OG0000165	Pram.g_01664	Prbj.g_00467
OG0000166	Pram.g_01733	Prbj.g_01019
OG0000167	Pram.g_01805	Prbj.g_01500
OG0000168	Pram.g_01816	Prbj.g_01515
OG0000169	Pram.g_01826	Prbj.g_01581
OG0000170	Pram.g_01829	Prbj.g_01593
OG0000171	Pram.g_01849	Prbj.g_01282
OG0000172	Pram.g_01856	Prbj.g_01248
OG0000173	Pram.g_01871	Prbj.g_01227
OG0000174	Pram.g_01902	Prbj.g_02006
OG0000175	Pram.g_01914	Prbj.g_02044
OG0000176	Pram.g_01942	Prbj.g_02077
OG0000177	Pram.g_01943	Prbj.g_02078
OG0000178	Pram.g_01944	Prbj.g_02079
OG0000179	Pram.g_00003	Prbj.g_01188
OG0000180	Pram.g_00004	Prbj.g_01189
OG0000181	Pram.g_00005	Prbj.g_01190
OG0000182	Pram.g_00006	Prbj.g_01191
OG0000183	Pram.g_00010	Prbj.g_01195
OG0000184	Pram.g_00033	Prbj.g_01943
OG0000185	Pram.g_00036	Prbj.g_01921
OG0000186	Pram.g_00048	Prbj.g_00558
OG0000187	Pram.g_00049	Prbj.g_00560
OG0000188	Pram.g_00066	Prbj.g_00581
OG0000189	Pram.g_00080	Prbj.g_00607
OG0000190	Pram.g_00081	Prbj.g_00609
OG0000191	Pram.g_00103	Prbj.g_01557
OG0000192	Pram.g_00108	Prbj.g_01566
OG0000193	Pram.g_00131	Prbj.g_00542
OG0000194	Pram.g_00134	Prbj.g_00539
OG0000195	Pram.g_00136	Prbj.g_00537
OG0000196	Pram.g_00146	Prbj.g_00526
OG0000197	Pram.g_00147	Prbj.g_00525
OG0000198	Pram.g_00148	Prbj.g_00524
OG0000199	Pram.g_00155	Prbj.g_00517
OG0000200	Pram.g_00168	Prbj.g_01138
OG0000201	Pram.g_00177	Prbj.g_01157
OG0000202	Pram.g_00178	Prbj.g_01158
OG0000203	Pram.g_00179	Prbj.g_01159
OG0000204	Pram.g_00180	Prbj.g_01160
OG0000205	Pram.g_00187	Prbj.g_01167
OG0000206	Pram.g_00192	Prbj.g_00288
OG0000207	Pram.g_00194	Prbj.g_00234
OG0000208	Pram.g_00195	Prbj.g_00235
OG0000209	Pram.g_00204	Prbj.g_00262
OG0000210	Pram.g_00205	Prbj.g_00263
OG0000211	Pram.g_00220	Prbj.g_00177
OG0000212	Pram.g_00228	Prbj.g_02615
OG0000213	Pram.g_00246	Prbj.g_01362
OG0000214	Pram.g_00255	Prbj.g_01389
OG0000215	Pram.g_00282	Prbj.g_01419
OG0000216	Pram.g_00283	Prbj.g_01422
OG0000217	Pram.g_00286	Prbj.g_01426
OG0000218	Pram.g_00288	Prbj.g_01430
OG0000219	Pram.g_00289	Prbj.g_01431
OG0000220	Pram.g_00290	Prbj.g_01432
OG0000221	Pram.g_00291	Prbj.g_01437
OG0000222	Pram.g_00298	Prbj.g_01446
OG0000223	Pram.g_00311	Prbj.g_01469
OG0000224	Pram.g_00313	Prbj.g_01480
OG0000225	Pram.g_00341	Prbj.g_00323
OG0000226	Pram.g_00345	Prbj.g_00319
OG0000227	Pram.g_00347	Prbj.g_00317
OG0000228	Pram.g_00351	Prbj.g_00063
OG0000229	Pram.g_00371	Prbj.g_00100
OG0000230	Pram.g_00373	Prbj.g_00102
OG0000231	Pram.g_00384	Prbj.g_00117
OG0000232	Pram.g_00397	Prbj.g_01888
OG0000233	Pram.g_00402	Prbj.g_00148
OG0000234	Pram.g_00412	Prbj.g_00127
OG0000235	Pram.g_00415	Prbj.g_01631
OG0000236	Pram.g_00429	Prbj.g_01615
OG0000237	Pram.g_00443	Prbj.g_02094
OG0000238	Pram.g_00449	Prbj.g_02098
OG0000239	Pram.g_00462	Prbj.g_02114
OG0000240	Pram.g_00463	Prbj.g_02115
OG0000241	Pram.g_00468	Prbj.g_01116
OG0000242	Pram.g_00470	Prbj.g_02125
OG0000243	Pram.g_00480	Prbj.g_02668
OG0000244	Pram.g_00483	Prbj.g_01859
OG0000245	Pram.g_00485	Prbj.g_01862
OG0000246	Pram.g_00489	Prbj.g_01866
OG0000247	Pram.g_00500	Prbj.g_01877
OG0000248	Pram.g_00503	Prbj.g_01880
OG0000249	Pram.g_00505	Prbj.g_01882
OG0000250	Pram.g_00510	Prbj.g_01805
OG0000251	Pram.g_00528	Prbj.g_01781
OG0000252	Pram.g_00531	Prbj.g_01778
OG0000253	Pram.g_00532	Prbj.g_01772
OG0000254	Pram.g_00549	Prbj.g_01753
OG0000255	Pram.g_00555	Prbj.g_02546
OG0000256	Pram.g_00566	Prbj.g_02560
OG0000257	Pram.g_01080	Prbj.g_02566
OG0000258	Pram.g_01067	Prbj.g_02589
OG0000259	Pram.g_01050	Prbj.g_00812
OG0000260	Pram.g_01047	Prbj.g_00816
OG0000261	Pram.g_01044	Prbj.g_00819
OG0000262	Pram.g_01039	Prbj.g_00824
OG0000263	Pram.g_00771	Prbj.g_00248
OG0000264	Pram.g_00782	Prbj.g_00933
OG0000265	Pram.g_00801	Prbj.g_00913, Prbj.g_02178
OG0000266	Pram.g_01020	Prbj.g_02189
OG0000267	Pram.g_01007	Prbj.g_02315
OG0000268	Pram.g_01006	Prbj.g_02314
OG0000269	Pram.g_00804	Prbj.g_02407
OG0000270	Pram.g_00807	Prbj.g_02410
OG0000271	Pram.g_00815	Prbj.g_02418
OG0000272	Pram.g_00816	Prbj.g_02419
OG0000273	Pram.g_00839	Prbj.g_02470
OG0000274	Pram.g_00840	Prbj.g_02471
OG0000275	Pram.g_00843	Prbj.g_02474
OG0000276	Pram.g_00849	Prbj.g_02480
OG0000277	Pram.g_00850	Prbj.g_02481
OG0000278	Pram.g_00853	Prbj.g_02484
OG0000279	Pram.g_00861	Prbj.g_02492
OG0000280	Pram.g_00862	Prbj.g_02498
OG0000281	Pram.g_00870	Prbj.g_02512
OG0000282	Pram.g_00736	Prbj.g_02342
OG0000283	Pram.g_00916	Prbj.g_02303
OG0000284	Pram.g_00921	Prbj.g_02297
OG0000285	Pram.g_00926	Prbj.g_00694
OG0000286	Pram.g_00942	Prbj.g_02269
OG0000287	Pram.g_01199	Prbj.g_00722
OG0000288	Pram.g_00977	Prbj.g_02214
OG0000289	Pram.g_00992	Prbj.g_02201
OG0000290	Pram.g_00891	Prbj.g_01841
OG0000291	Pram.g_00889	Prbj.g_01839
OG0000292	Pram.g_01185	Prbj.g_02066
OG0000293	Pram.g_01150	Prbj.g_00958
OG0000294	Pram.g_01149	Prbj.g_00959
OG0000295	Pram.g_01125	Prbj.g_00304
OG0000296	Pram.g_01123	Prbj.g_00306, Prbj.g_00307
OG0000297	Pram.g_01114	Prbj.g_01913
OG0000298	Pram.g_01113	Prbj.g_01914
OG0000299	Pram.g_01094	Prbj.g_01903
OG0000300	Pram.g_01091	Prbj.g_02155
OG0000301	Pram.g_01090	Prbj.g_02156
OG0000302	Pram.g_01088	Prbj.g_02159
OG0000303	Pram.g_01082	Prbj.g_00314
OG0000304	Pram.g_00571	Prbj.g_00020
OG0000305	Pram.g_01183	Prbj.g_01837
OG0000306	Pram.g_00874	Prbj.g_02521
OG0000307	Pram.g_01458	Prbj.g_01647
OG0000308	Pram.g_01457	Prbj.g_01649
OG0000309	Pram.g_01453	Prbj.g_01653
OG0000310	Pram.g_01395	Prbj.g_01294
OG0000311	Pram.g_01393	Prbj.g_01040
OG0000312	Pram.g_01390	Prbj.g_01044
OG0000313	Pram.g_01374	Prbj.g_01068
OG0000314	Pram.g_01351	Prbj.g_00646
OG0000315	Pram.g_01341	Prbj.g_00656
OG0000316	Pram.g_01315	Prbj.g_01699
OG0000317	Pram.g_01629	Prbj.g_00863
OG0000318	Pram.g_01633	Prbj.g_00856
OG0000319	Pram.g_01646	Prbj.g_00487
OG0000320	Pram.g_01648	Prbj.g_00485
OG0000321	Pram.g_01649	Prbj.g_00484
OG0000322	Pram.g_01650	Prbj.g_00483
OG0000323	Pram.g_01659	Prbj.g_00472
OG0000324	Pram.g_01687	Prbj.g_00443
OG0000325	Pram.g_01697	Prbj.g_02657
OG0000326	Pram.g_01704	Prbj.g_02649
OG0000327	Pram.g_01728	Prbj.g_01024
OG0000328	Pram.g_01729	Prbj.g_01023
OG0000329	Pram.g_01746	Prbj.g_01006
OG0000330	Pram.g_01747	Prbj.g_01005
OG0000331	Pram.g_01748	Prbj.g_01004
OG0000332	Pram.g_01762	Prbj.g_00989
OG0000333	Pram.g_01764	Prbj.g_00987
OG0000334	Pram.g_01773	Prbj.g_00410
OG0000335	Pram.g_01778	Prbj.g_00405
OG0000336	Pram.g_01782	Prbj.g_00401
OG0000337	Pram.g_01801	Prbj.g_01494
OG0000338	Pram.g_01802	Prbj.g_01498
OG0000339	Pram.g_01808	Prbj.g_01504
OG0000340	Pram.g_01817	Prbj.g_01516
OG0000341	Pram.g_01819	Prbj.g_01518
OG0000342	Pram.g_01820	Prbj.g_01519
OG0000343	Pram.g_01821	Prbj.g_01576
OG0000344	Pram.g_01824	Prbj.g_01579
OG0000345	Pram.g_01830	Prbj.g_01594
OG0000346	Pram.g_01834	Prbj.g_01599
OG0000347	Pram.g_01851	Prbj.g_01280
OG0000348	Pram.g_01859	Prbj.g_01243
OG0000349	Pram.g_01877	Prbj.g_01219
OG0000350	Pram.g_01898	Prbj.g_01999
OG0000351	Pram.g_01917	Prbj.g_02047
OG0000352	Pram.g_01918	Prbj.g_02048
OG0000353	Pram.g_01937	Prbj.g_02072
OG0000355	Pram.g_01939	Prbj.g_02074
OG0000356	Pram.g_01940	Prbj.g_02075
OG0000357	Pram.g_01941	Prbj.g_02076
OG0000358	Pram.g_01945	Prbj.g_02080
OG0000359	Pram.g_01946	Prbj.g_02082
OG0000360	Pram.g_01947	Prbj.g_02083
OG0000361	Pram.g_01948	Prbj.g_02084
OG0000362	Pram.g_01950	Prbj.g_02086
OG0000363	Pram.g_00001	Prbj.g_01182
OG0000364	Pram.g_00002	Prbj.g_01183
OG0000365	Pram.g_00007	Prbj.g_01192
OG0000366	Pram.g_00008	Prbj.g_01193
OG0000367	Pram.g_00009	Prbj.g_01194
OG0000368	Pram.g_00011	Prbj.g_01196
OG0000369	Pram.g_00012	Prbj.g_01197
OG0000370	Pram.g_00013	Prbj.g_01198
OG0000371	Pram.g_00019	Prbj.g_01207
OG0000372	Pram.g_00021	Prbj.g_01212
OG0000373	Pram.g_00022	Prbj.g_01213
OG0000374	Pram.g_00023	Prbj.g_01214
OG0000375	Pram.g_00024	Prbj.g_01215
OG0000376	Pram.g_00026	Prbj.g_01217
OG0000377	Pram.g_00030	Prbj.g_01950
OG0000378	Pram.g_00034	Prbj.g_01936
OG0000379	Pram.g_00037	Prbj.g_01920
OG0000380	Pram.g_00050	Prbj.g_00561
OG0000381	Pram.g_00055	Prbj.g_00565
OG0000382	Pram.g_00065	Prbj.g_00580
OG0000383	Pram.g_00067	Prbj.g_00582
OG0000384	Pram.g_00068	Prbj.g_00583
OG0000385	Pram.g_00069	Prbj.g_00584
OG0000386	Pram.g_00070	Prbj.g_00585
OG0000387	Pram.g_00083	Prbj.g_00611
OG0000388	Pram.g_00087	Prbj.g_00615
OG0000389	Pram.g_00090	Prbj.g_00619
OG0000390	Pram.g_00099	Prbj.g_01551
OG0000391	Pram.g_00102	Prbj.g_01556
OG0000392	Pram.g_00106	Prbj.g_01562
OG0000393	Pram.g_00109	Prbj.g_01567
OG0000394	Pram.g_00110	Prbj.g_01568
OG0000395	Pram.g_00111	Prbj.g_01569
OG0000396	Pram.g_00113	Prbj.g_01530
OG0000397	Pram.g_00115	Prbj.g_01532
OG0000398	Pram.g_00118	Prbj.g_01537
OG0000399	Pram.g_00119	Prbj.g_01538
OG0000400	Pram.g_00120	Prbj.g_01539
OG0000401	Pram.g_00121	Prbj.g_01540
OG0000402	Pram.g_01001	Prbj.g_01542
OG0000403	Pram.g_00123	Prbj.g_01543
OG0000404	Pram.g_00124	Prbj.g_01545
OG0000405	Pram.g_00128	Prbj.g_00545
OG0000406	Pram.g_00132	Prbj.g_00541
OG0000407	Pram.g_00133	Prbj.g_00540
OG0000408	Pram.g_00135	Prbj.g_00538
OG0000409	Pram.g_00137	Prbj.g_00536
OG0000410	Pram.g_00138	Prbj.g_00535
OG0000411	Pram.g_00139	Prbj.g_00534
OG0000412	Pram.g_00140	Prbj.g_00533
OG0000413	Pram.g_00141	Prbj.g_00531
OG0000414	Pram.g_00142	Prbj.g_00530
OG0000415	Pram.g_00143	Prbj.g_00529
OG0000416	Pram.g_00144	Prbj.g_00528
OG0000417	Pram.g_00145	Prbj.g_00527
OG0000418	Pram.g_00150	Prbj.g_00522
OG0000419	Pram.g_00152	Prbj.g_00520
OG0000420	Pram.g_00153	Prbj.g_00519
OG0000421	Pram.g_00157	Prbj.g_00515
OG0000422	Pram.g_00158	Prbj.g_00514
OG0000423	Pram.g_00159	Prbj.g_00513
OG0000424	Pram.g_00160	Prbj.g_00512
OG0000425	Pram.g_00161	Prbj.g_00511
OG0000426	Pram.g_00162	Prbj.g_00510
OG0000427	Pram.g_00163	Prbj.g_00509
OG0000428	Pram.g_00165	Prbj.g_02369
OG0000429	Pram.g_00166	Prbj.g_01135
OG0000430	Pram.g_00167	Prbj.g_01137
OG0000431	Pram.g_00169	Prbj.g_01141
OG0000432	Pram.g_00173	Prbj.g_01148
OG0000433	Pram.g_00174	Prbj.g_01151
OG0000434	Pram.g_00175	Prbj.g_01152
OG0000435	Pram.g_00176	Prbj.g_01155
OG0000436	Pram.g_00181	Prbj.g_01161
OG0000437	Pram.g_00182	Prbj.g_01162
OG0000438	Pram.g_00183	Prbj.g_01163
OG0000439	Pram.g_00185	Prbj.g_01165
OG0000440	Pram.g_00186	Prbj.g_01166
OG0000441	Pram.g_00189	Prbj.g_01173
OG0000442	Pram.g_00190	Prbj.g_01174
OG0000443	Pram.g_00191	Prbj.g_00289
OG0000444	Pram.g_00196	Prbj.g_00237
OG0000445	Pram.g_00197	Prbj.g_00238
OG0000446	Pram.g_00198	Prbj.g_00240
OG0000447	Pram.g_00199	Prbj.g_00250
OG0000448	Pram.g_00200	Prbj.g_00251
OG0000449	Pram.g_00201	Prbj.g_00252
OG0000450	Pram.g_00202	Prbj.g_00258
OG0000451	Pram.g_00203	Prbj.g_00259
OG0000452	Pram.g_00206	Prbj.g_00264
OG0000453	Pram.g_00207	Prbj.g_00265
OG0000454	Pram.g_00208	Prbj.g_00266
OG0000455	Pram.g_00209	Prbj.g_00267
OG0000456	Pram.g_00210	Prbj.g_00268
OG0000457	Pram.g_00212	Prbj.g_00270
OG0000458	Pram.g_00213	Prbj.g_00271
OG0000459	Pram.g_00214	Prbj.g_00272
OG0000460	Pram.g_00222	Prbj.g_00176
OG0000461	Pram.g_00230	Prbj.g_02661
OG0000462	Pram.g_00232	Prbj.g_01341
OG0000463	Pram.g_00233	Prbj.g_01342
OG0000464	Pram.g_00234	Prbj.g_01343
OG0000465	Pram.g_00235	Prbj.g_01345
OG0000466	Pram.g_00238	Prbj.g_01350
OG0000467	Pram.g_00239	Prbj.g_01352
OG0000468	Pram.g_00242	Prbj.g_01359
OG0000469	Pram.g_00250	Prbj.g_01372
OG0000470	Pram.g_00252	Prbj.g_01385
OG0000471	Pram.g_00253	Prbj.g_01386
OG0000472	Pram.g_00254	Prbj.g_01388
OG0000473	Pram.g_00256	Prbj.g_01390
OG0000474	Pram.g_00257	Prbj.g_01391
OG0000475	Pram.g_00258	Prbj.g_01392
OG0000476	Pram.g_00260	Prbj.g_01394
OG0000477	Pram.g_00263	Prbj.g_01399
OG0000478	Pram.g_00264	Prbj.g_01400
OG0000479	Pram.g_00265	Prbj.g_01401
OG0000480	Pram.g_00270	Prbj.g_01408
OG0000481	Pram.g_00273	Prbj.g_01410
OG0000482	Pram.g_00274	Prbj.g_01411
OG0000483	Pram.g_00277	Prbj.g_01415
OG0000484	Pram.g_00278	Prbj.g_01416
OG0000485	Pram.g_00280	Prbj.g_01417
OG0000486	Pram.g_00281	Prbj.g_01418
OG0000487	Pram.g_00284	Prbj.g_01423
OG0000488	Pram.g_00287	Prbj.g_01427
OG0000489	Pram.g_00292	Prbj.g_01438
OG0000490	Pram.g_00296	Prbj.g_01444
OG0000491	Pram.g_00297	Prbj.g_01445
OG0000492	Pram.g_00299	Prbj.g_01448
OG0000493	Pram.g_00300	Prbj.g_01449
OG0000494	Pram.g_00301	Prbj.g_01450
OG0000495	Pram.g_00302	Prbj.g_01451
OG0000496	Pram.g_00303	Prbj.g_01452
OG0000497	Pram.g_00304	Prbj.g_01453
OG0000498	Pram.g_00305	Prbj.g_01454
OG0000499	Pram.g_00306	Prbj.g_01455
OG0000500	Pram.g_00307	Prbj.g_01456
OG0000501	Pram.g_00309	Prbj.g_01459
OG0000502	Pram.g_00312	Prbj.g_01471
OG0000503	Pram.g_00328	Prbj.g_00341
OG0000504	Pram.g_00330	Prbj.g_00339
OG0000505	Pram.g_00331	Prbj.g_00338
OG0000506	Pram.g_00332	Prbj.g_00336
OG0000507	Pram.g_00336	Prbj.g_00331
OG0000508	Pram.g_00340	Prbj.g_00324
OG0000509	Pram.g_00342	Prbj.g_00322
OG0000510	Pram.g_00343	Prbj.g_00321
OG0000511	Pram.g_00344	Prbj.g_00320
OG0000512	Pram.g_00346	Prbj.g_00318
OG0000513	Pram.g_00355	Prbj.g_00068
OG0000514	Pram.g_00366	Prbj.g_00076
OG0000515	Pram.g_00367	Prbj.g_00077
OG0000516	Pram.g_00368	Prbj.g_00089
OG0000517	Pram.g_00370	Prbj.g_00099
OG0000518	Pram.g_00381	Prbj.g_00111
OG0000519	Pram.g_00382	Prbj.g_00112
OG0000520	Pram.g_00383	Prbj.g_00113
OG0000521	Pram.g_00393	Prbj.g_01894
OG0000522	Pram.g_00395	Prbj.g_01892
OG0000523	Pram.g_00396	Prbj.g_01891
OG0000524	Pram.g_00400	Prbj.g_00152
OG0000525	Pram.g_00404	Prbj.g_00136
OG0000526	Pram.g_00406	Prbj.g_00134
OG0000527	Pram.g_00409	Prbj.g_00130
OG0000528	Pram.g_00414	Prbj.g_01635
OG0000529	Pram.g_00417	Prbj.g_01629
OG0000530	Pram.g_00420	Prbj.g_01626
OG0000531	Pram.g_00421	Prbj.g_01625
OG0000532	Pram.g_00423	Prbj.g_01622
OG0000533	Pram.g_00424	Prbj.g_01620
OG0000534	Pram.g_00425	Prbj.g_01619
OG0000535	Pram.g_00426	Prbj.g_01618
OG0000536	Pram.g_00427	Prbj.g_01617
OG0000537	Pram.g_00428	Prbj.g_01616
OG0000538	Pram.g_00438	Prbj.g_01605
OG0000539	Pram.g_00439	Prbj.g_02088
OG0000540	Pram.g_00440	Prbj.g_02089
OG0000541	Pram.g_00441	Prbj.g_02090
OG0000542	Pram.g_00442	Prbj.g_02093
OG0000543	Pram.g_00444	Prbj.g_02095
OG0000544	Pram.g_00445	Prbj.g_02096
OG0000545	Pram.g_00447	Prbj.g_02097
OG0000546	Pram.g_00450	Prbj.g_02099
OG0000547	Pram.g_00452	Prbj.g_02101
OG0000548	Pram.g_00453	Prbj.g_02102
OG0000549	Pram.g_00456	Prbj.g_02108
OG0000550	Pram.g_00461	Prbj.g_02113
OG0000551	Pram.g_00464	Prbj.g_02117
OG0000552	Pram.g_00465	Prbj.g_02118
OG0000553	Pram.g_00466	Prbj.g_02123
OG0000554	Pram.g_00472	Prbj.g_02128
OG0000555	Pram.g_00479	Prbj.g_02146
OG0000556	Pram.g_00481	Prbj.g_02666
OG0000557	Pram.g_00482	Prbj.g_01858
OG0000558	Pram.g_00484	Prbj.g_01861
OG0000559	Pram.g_00488	Prbj.g_01865
