HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N51.HOG0000075	OG0000036	n34																																														Syaf.g_01127														
N51.HOG0000076	OG0000036	n35																																																Syah.g_00964												
N51.HOG0000077	OG0000037	n32																																														Syaf.g_00899		Syah.g_02541	Syai.g_02544				Syam.g_02125							
N51.HOG0000078	OG0000037	n55																																																Syah.g_00956, Syah.g_01365												
N51.HOG0000079	OG0000037	n57																																											Syac.g_01077						Syai.g_02815											
N51.HOG0000080	OG0000038	n7																																									Syaa.g_02596		Syac.g_02357			Syaf.g_00642		Syah.g_00508	Syai.g_02780				Syam.g_02317							
N51.HOG0000081	OG0000038	n29																																											Syac.g_02358					Syah.g_00506												
N51.HOG0000082	OG0000039	n15																																									Syaa.g_00846		Syac.g_00856			Syaf.g_01395		Syah.g_02074	Syai.g_02034				Syam.g_00749							
N51.HOG0000083	OG0000039	n34																																											Syac.g_02378																	
N51.HOG0000084	OG0000040	n1																																									Syaa.g_01606		Syac.g_01006					Syah.g_01908												
N51.HOG0000085	OG0000040	n36																																									Syaa.g_02690		Syac.g_02437			Syaf.g_00558		Syah.g_00431	Syai.g_02876				Syam.g_02390							
N51.HOG0000086	OG0000041	n37																																									Syaa.g_00660		Syac.g_00655			Syaf.g_01171		Syah.g_02271	Syai.g_02265				Syam.g_01899							
N51.HOG0000087	OG0000041	n55																																									Syaa.g_00869		Syac.g_00876			Syaf.g_01414		Syah.g_02039	Syai.g_02016				Syam.g_00765							
N51.HOG0000088	OG0000042	n0																																									Syaa.g_00103		Syac.g_00146			Syaf.g_00403		Syah.g_00261	Syai.g_00099				Syam.g_00107							
N51.HOG0000089	OG0000043	n11																																											Syac.g_00808					Syah.g_02119												
N51.HOG0000090	OG0000043	n31																																									Syaa.g_01437		Syac.g_01100			Syaf.g_01747		Syah.g_01546	Syai.g_01599				Syam.g_01041							
N51.HOG0000091	OG0000044	n22																																									Syaa.g_01737		Syac.g_00477					Syah.g_02454												
N51.HOG0000092	OG0000044	n25																																														Syaf.g_01358, Syaf.g_01992														
N51.HOG0000093	OG0000044	n29																																									Syaa.g_00363												Syam.g_02052							
N51.HOG0000094	OG0000044	n55																																									Syaa.g_00851		Syac.g_00858			Syaf.g_01400		Syah.g_02072												
N51.HOG0000095	OG0000044	n64																																																Syah.g_01194	Syai.g_00833				Syam.g_01562							
N51.HOG0000096	OG0000045	n2																																									Syaa.g_01560		Syac.g_01040			Syaf.g_00979		Syah.g_01872	Syai.g_02432				Syam.g_02028							
N51.HOG0000097	OG0000045	n33																																									Syaa.g_01518		Syac.g_00576					Syah.g_02356												
N51.HOG0000098	OG0000046	n15																																									Syaa.g_02211		Syac.g_02055			Syaf.g_00055		Syah.g_00823	Syai.g_00443				Syam.g_00410							
N51.HOG0000099	OG0000046	n27																																									Syaa.g_02205		Syac.g_02047			Syaf.g_00045		Syah.g_00830	Syai.g_00449				Syam.g_00420							
N51.HOG0000100	OG0000046	n38																																									Syaa.g_02218		Syac.g_02063			Syaf.g_00062		Syah.g_00816	Syai.g_00435				Syam.g_00403							
N51.HOG0000101	OG0000047	n54																																									Syaa.g_02189		Syac.g_02031			Syaf.g_00030		Syah.g_00847	Syai.g_00462				Syam.g_00434							
N51.HOG0000102	OG0000048	n0																																									Syaa.g_00275, Syaa.g_02719		Syac.g_02240			Syaf.g_00230		Syah.g_00637	Syai.g_00272				Syam.g_00243							
N51.HOG0000103	OG0000050	n4																																									Syaa.g_01591																			
N51.HOG0000104	OG0000050	n6																																														Syaf.g_01770			Syai.g_01893											
N51.HOG0000105	OG0000050	n33																																									Syaa.g_01213, Syaa.g_01712		Syac.g_01937					Syah.g_00941	Syai.g_01332											
N51.HOG0000106	OG0000051	n4																																														Syaf.g_00972														
N51.HOG0000107	OG0000051	n17																																											Syac.g_01292																	
N51.HOG0000108	OG0000051	n33																																									Syaa.g_01531		Syac.g_01073					Syah.g_02473	Syai.g_01773											
N51.HOG0000109	OG0000052	n7																																									Syaa.g_00461																			
N51.HOG0000110	OG0000052	n27																																									Syaa.g_00174		Syac.g_00207			Syaf.g_00335		Syah.g_00171	Syai.g_00176											
N51.HOG0000111	OG0000053	n0																																									Syaa.g_01797		Syac.g_01657			Syaf.g_02447		Syah.g_01267	Syai.g_00930				Syam.g_01636							
N51.HOG0000112	OG0000054	n26																																									Syaa.g_01691		Syac.g_00933			Syaf.g_02376		Syah.g_01982	Syai.g_01040				Syam.g_01515							
N51.HOG0000113	OG0000054	n34																																									Syaa.g_01502		Syac.g_01050					Syah.g_01862												
N51.HOG0000114	OG0000055	n32																																									Syaa.g_01564		Syac.g_01034					Syah.g_01878												
N51.HOG0000115	OG0000055	n49																																									Syaa.g_00852		Syac.g_00859			Syaf.g_01402		Syah.g_02071	Syai.g_02029				Syam.g_00754							
N51.HOG0000116	OG0000057	n36																																									Syaa.g_01466					Syaf.g_01665														
N51.HOG0000117	OG0000057	n52																																									Syaa.g_00889		Syac.g_00894			Syaf.g_01452		Syah.g_02020	Syai.g_01997				Syam.g_00784							
N51.HOG0000118	OG0000058	n39																																									Syaa.g_00193		Syac.g_00226			Syaf.g_00316		Syah.g_00152	Syai.g_00195				Syam.g_00169							
N51.HOG0000119	OG0000058	n48																																									Syaa.g_00455																			
N51.HOG0000120	OG0000059	n10																																									Syaa.g_02315		Syac.g_02142			Syaf.g_00143		Syah.g_00737	Syai.g_00351				Syam.g_00320							
N51.HOG0000121	OG0000060	n17																																														Syaf.g_02515														
N51.HOG0000122	OG0000060	n26																																									Syaa.g_02053		Syac.g_01909			Syaf.g_02726			Syai.g_00635											
N51.HOG0000123	OG0000060	n42																																														Syaf.g_01425														
N51.HOG0000124	OG0000060	n52																																									Syaa.g_01007					Syaf.g_01603		Syah.g_01515	Syai.g_01758				Syam.g_00902							
N51.HOG0000125	OG0000061	n1																																									Syaa.g_00469							Syah.g_00215												
N51.HOG0000126	OG0000061	n11																																									Syaa.g_00770		Syac.g_00769			Syaf.g_01288		Syah.g_02158	Syai.g_02144				Syam.g_01795							
N51.HOG0000127	OG0000062	n1																																														Syaf.g_02167														
N51.HOG0000128	OG0000062	n10																																									Syaa.g_00571		Syac.g_00567			Syaf.g_01055		Syah.g_02365	Syai.g_02358				Syam.g_01972							
N51.HOG0000129	OG0000063	n0																																									Syaa.g_00042		Syac.g_00037			Syaf.g_00457		Syah.g_00337	Syai.g_00042				Syam.g_00039							
N51.HOG0000130	OG0000064	n7																																									Syaa.g_00579		Syac.g_00575			Syaf.g_01063		Syah.g_02357	Syai.g_02350				Syam.g_01964							
N51.HOG0000131	OG0000064	n28																																									Syaa.g_01284																			
N51.HOG0000132	OG0000064	n32																																									Syaa.g_02666								Syai.g_02844				Syam.g_02363							
N51.HOG0000133	OG0000064	n47																																														Syaf.g_02253			Syai.g_01162				Syam.g_01415							
N51.HOG0000134	OG0000064	n54																																									Syaa.g_01568								Syai.g_01163				Syam.g_01414							
N51.HOG0000135	OG0000064	n56																																											Syac.g_01567			Syaf.g_01667		Syah.g_01353	Syai.g_01668				Syam.g_00978							
N51.HOG0000136	OG0000065	n30																																									Syaa.g_02380		Syac.g_00396			Syaf.g_00903		Syah.g_02537					Syam.g_02121							
N51.HOG0000137	OG0000065	n51																																											Syac.g_00490					Syah.g_02443												
N51.HOG0000138	OG0000066	n44																																									Syaa.g_01968		Syac.g_01827			Syaf.g_02643		Syah.g_01073	Syai.g_01709, Syai.g_00719				Syam.g_00552, Syam.g_00662							
N51.HOG0000139	OG0000067	n9																																									Syaa.g_01154		Syac.g_01341			Syaf.g_02049		Syah.g_01779	Syai.g_01321				Syam.g_01290							
N51.HOG0000140	OG0000068	n0																																									Syaa.g_02059		Syac.g_01916			Syaf.g_02733		Syah.g_00986	Syai.g_00628				Syam.g_00575							
N51.HOG0000141	OG0000069	n4																																											Syac.g_01272					Syah.g_01715												
N51.HOG0000142	OG0000069	n6																																									Syaa.g_01497												Syam.g_01521							
N51.HOG0000143	OG0000069	n19																																									Syaa.g_01256																			
N51.HOG0000144	OG0000070	n0																																									Syaa.g_00718		Syac.g_00711			Syaf.g_01237		Syah.g_02217	Syai.g_02196				Syam.g_01847							
N51.HOG0000145	OG0000071	n12																																											Syac.g_01049					Syah.g_01863												
N51.HOG0000146	OG0000071	n19																																									Syaa.g_00735		Syac.g_00729			Syaf.g_01254		Syah.g_02199	Syai.g_02179				Syam.g_01830							
N51.HOG0000147	OG0000072	n12																																									Syaa.g_02480		Syac.g_00302			Syaf.g_00805		Syah.g_00080	Syai.g_02636				Syam.g_02219							
N51.HOG0000148	OG0000073	n25																																									Syaa.g_02030		Syac.g_01883			Syaf.g_02700		Syah.g_01018	Syai.g_00659				Syam.g_00604							
N51.HOG0000149	OG0000074	n39																																									Syaa.g_00372							Syah.g_00951					Syam.g_00533							
N51.HOG0000150	OG0000075	n0																																									Syaa.g_00157		Syac.g_00191			Syaf.g_00353		Syah.g_00186	Syai.g_00161				Syam.g_00148							
N51.HOG0000151	OG0000076	n0																																									Syaa.g_00123		Syac.g_00156			Syaf.g_00388		Syah.g_00250	Syai.g_00111				Syam.g_00115							
N51.HOG0000152	OG0000077	n5																																											Syac.g_00439					Syah.g_02494	Syai.g_02486				Syam.g_02074							
N51.HOG0000153	OG0000077	n28																																									Syaa.g_00341					Syaf.g_00951														
N51.HOG0000154	OG0000078	n40																																											Syac.g_01964					Syah.g_00912												
N51.HOG0000155	OG0000078	n42																																														Syaf.g_02782			Syai.g_00543				Syam.g_00514							
N51.HOG0000156	OG0000079	n36																																									Syaa.g_00303		Syac.g_02211			Syaf.g_00197		Syah.g_00665	Syai.g_00300				Syam.g_00270							
N51.HOG0000157	OG0000080	n3																																														Syaf.g_00306														
N51.HOG0000158	OG0000081	n19																																									Syaa.g_02089		Syac.g_01954			Syaf.g_02776		Syah.g_00922	Syai.g_00553				Syam.g_00520							
N51.HOG0000159	OG0000081	n27																																									Syaa.g_01694		Syac.g_00461					Syah.g_02471	Syai.g_02292				Syam.g_01918							
N51.HOG0000160	OG0000082	n0																																									Syaa.g_01905		Syac.g_01766			Syaf.g_02576		Syah.g_01136	Syai.g_00781				Syam.g_01730							
N51.HOG0000161	OG0000084	n20																																									Syaa.g_01827, Syaa.g_02302		Syac.g_00822					Syah.g_02105	Syai.g_01196				Syam.g_00441							
N51.HOG0000162	OG0000084	n28																																									Syaa.g_01770		Syac.g_01627			Syaf.g_02409		Syah.g_01296	Syai.g_00958											
N51.HOG0000163	OG0000085	n0																																									Syaa.g_00564		Syac.g_00560			Syaf.g_01048		Syah.g_02372	Syai.g_02365				Syam.g_01979							
N51.HOG0000164	OG0000086	n0																																									Syaa.g_00324		Syac.g_00423			Syaf.g_00932		Syah.g_02511	Syai.g_02507				Syam.g_02092							
N51.HOG0000165	OG0000087	n0																																									Syaa.g_02433		Syac.g_00343			Syaf.g_00848		Syah.g_00038	Syai.g_02592				Syam.g_02175							
N51.HOG0000166	OG0000088	n0																																									Syaa.g_02474		Syac.g_00308			Syaf.g_00811		Syah.g_00074	Syai.g_02630				Syam.g_02213							
N51.HOG0000167	OG0000089	n38																																									Syaa.g_02149		Syac.g_01988			Syaf.g_02807		Syah.g_00888	Syai.g_00517				Syam.g_00489							
N51.HOG0000168	OG0000089	n45																																											Syac.g_01543																	
N51.HOG0000169	OG0000090	n0																																									Syaa.g_01980		Syac.g_01836			Syaf.g_02654		Syah.g_01064	Syai.g_00707				Syam.g_00651							
N51.HOG0000170	OG0000091	n0																																									Syaa.g_01625		Syac.g_00987			Syaf.g_02302		Syah.g_01927	Syai.g_01112				Syam.g_01460							
N51.HOG0000171	OG0000093	n1																																														Syaf.g_01775														
N51.HOG0000172	OG0000093	n7																																									Syaa.g_01139		Syac.g_01357			Syaf.g_02065		Syah.g_01794	Syai.g_01306				Syam.g_01305							
N51.HOG0000173	OG0000094	n34																																									Syaa.g_01288		Syac.g_01251			Syaf.g_01940		Syah.g_01692	Syai.g_01424				Syam.g_01198							
N51.HOG0000174	OG0000095	n18																																									Syaa.g_00879		Syac.g_00884			Syaf.g_01442		Syah.g_02030	Syai.g_02007				Syam.g_00774							
N51.HOG0000175	OG0000097	n33																																									Syaa.g_00979		Syac.g_01507					Syah.g_01400												
N51.HOG0000176	OG0000097	n54																																														Syaf.g_01574			Syai.g_01787				Syam.g_00874							
N51.HOG0000177	OG0000098	n12																																														Syaf.g_01637			Syai.g_01718				Syam.g_00944							
N51.HOG0000178	OG0000098	n19																																									Syaa.g_01970																			
N51.HOG0000179	OG0000098	n26																																											Syac.g_02157					Syah.g_00723												
N51.HOG0000180	OG0000099	n0																																									Syaa.g_00202		Syac.g_00234			Syaf.g_00312		Syah.g_00144	Syai.g_00199				Syam.g_00173							
N51.HOG0000181	OG0000100	n0																																									Syaa.g_01201		Syac.g_01309			Syaf.g_02017		Syah.g_01747	Syai.g_01372				Syam.g_01259							
N51.HOG0000182	OG0000101	n37																																									Syaa.g_02249		Syac.g_02094			Syaf.g_00093		Syah.g_00785	Syai.g_00404				Syam.g_00371							
N51.HOG0000183	OG0000102	n0																																									Syaa.g_00118		Syac.g_00151			Syaf.g_00393		Syah.g_00255	Syai.g_00106				Syam.g_00110							
N51.HOG0000184	OG0000103	n36																																									Syaa.g_02740		Syac.g_02476			Syaf.g_00520		Syah.g_00391	Syai.g_02912				Syam.g_02428							
N51.HOG0000185	OG0000104	n0																																									Syaa.g_02754		Syac.g_02490			Syaf.g_00502		Syah.g_00377	Syai.g_02929				Syam.g_02442							
N51.HOG0000186	OG0000105	n0																																									Syaa.g_00270		Syac.g_02245			Syaf.g_00235		Syah.g_00632	Syai.g_00267				Syam.g_00238							
N51.HOG0000187	OG0000106	n0																																									Syaa.g_01439		Syac.g_01098			Syaf.g_01745		Syah.g_01544	Syai.g_01601				Syam.g_01039							
N51.HOG0000188	OG0000107	n30																																									Syaa.g_02351		Syac.g_02191						Syai.g_00319											
N51.HOG0000189	OG0000107	n35																																														Syaf.g_00177		Syah.g_00688												
N51.HOG0000190	OG0000107	n37																																														Syaf.g_00758							Syam.g_00288							
N51.HOG0000191	OG0000108	n0																																									Syaa.g_02051		Syac.g_01904			Syaf.g_02721		Syah.g_00997	Syai.g_00638				Syam.g_00583							
N51.HOG0000192	OG0000109	n0																																									Syaa.g_02036		Syac.g_01889			Syaf.g_02706		Syah.g_01012	Syai.g_00653				Syam.g_00598							
N51.HOG0000193	OG0000110	n0																																									Syaa.g_01918		Syac.g_01778			Syaf.g_02589		Syah.g_01124	Syai.g_00766				Syam.g_01743							
N51.HOG0000194	OG0000111	n0																																									Syaa.g_00888		Syac.g_00893			Syaf.g_01451		Syah.g_02021	Syai.g_00884, Syai.g_01998				Syam.g_00783							
N51.HOG0000195	OG0000112	n0																																									Syaa.g_01366		Syac.g_01173			Syaf.g_01852		Syah.g_01613	Syai.g_01512				Syam.g_01115							
N51.HOG0000196	OG0000113	n0																																									Syaa.g_01196		Syac.g_01314			Syaf.g_02022		Syah.g_01752	Syai.g_01367				Syam.g_01264							
N51.HOG0000197	OG0000114	n0																																									Syaa.g_01094		Syac.g_01394			Syaf.g_02103		Syah.g_01529	Syai.g_01261				Syam.g_01349							
N51.HOG0000198	OG0000115	n0																																									Syaa.g_01795		Syac.g_01655			Syaf.g_02445		Syah.g_01269	Syai.g_00932				Syam.g_01634							
N51.HOG0000199	OG0000116	n0																																									Syaa.g_00757		Syac.g_00753			Syaf.g_01276		Syah.g_02175	Syai.g_02156				Syam.g_01807							
N51.HOG0000200	OG0000117	n0																																									Syaa.g_01009		Syac.g_01477			Syaf.g_01605		Syah.g_01425	Syai.g_01756				Syam.g_00904							
N51.HOG0000201	OG0000118	n36																																									Syaa.g_01874		Syac.g_01728			Syaf.g_02544		Syah.g_01173	Syai.g_00818				Syam.g_01698							
N51.HOG0000202	OG0000119	n2																																									Syaa.g_00785								Syai.g_02127											
N51.HOG0000203	OG0000120	n0																																									Syaa.g_00201		Syac.g_00233			Syaf.g_00313		Syah.g_00145	Syai.g_00198				Syam.g_00172							
N51.HOG0000204	OG0000121	n0																																									Syaa.g_01777		Syac.g_01635			Syaf.g_02419		Syah.g_01287	Syai.g_00951				Syam.g_01615							
N51.HOG0000205	OG0000122	n0																																									Syaa.g_01598		Syac.g_01013					Syah.g_01900	Syai.g_01143				Syam.g_01436							
