HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N19.HOG0000025	OG0000003	n103						Praf.g_00381, Praf.g_00343		Prah.g_00272, Prah.g_02434																												Prbj.g_00058	Prbk.g_01675	Prbl.g_01064																						
N19.HOG0000026	OG0000003	n108						Praf.g_00382, Praf.g_00473		Prah.g_02451, Prah.g_02432, Prah.g_01064																												Prbj.g_00079	Prbk.g_00349	Prbl.g_00673																						
N19.HOG0000027	OG0000003	n116																																				Prbj.g_01354	Prbk.g_00999	Prbl.g_01504																						
N19.HOG0000028	OG0000003	n118								Prah.g_00936, Prah.g_01869																												Prbj.g_01356	Prbk.g_02681	Prbl.g_01502																						
N19.HOG0000029	OG0000003	n121						Praf.g_01103		Prah.g_01005, Prah.g_01056																												Prbj.g_01916, Prbj.g_01831	Prbk.g_02121, Prbk.g_00049	Prbl.g_02278, Prbl.g_00920																						
N19.HOG0000030	OG0000004	n1						Praf.g_01121		Prah.g_01022																												Prbj.g_00754	Prbk.g_01760	Prbl.g_00021																						
N19.HOG0000031	OG0000004	n53						Praf.g_00743		Prah.g_01413																												Prbj.g_01777	Prbk.g_01134	Prbl.g_01771																						
N19.HOG0000032	OG0000005	n41						Praf.g_00503		Prah.g_01652																												Prbj.g_00883	Prbk.g_00933	Prbl.g_00419																						
N19.HOG0000033	OG0000006	n0						Praf.g_00396, Praf.g_01719		Prah.g_00475, Prah.g_01767																												Prbj.g_02699	Prbk.g_02695	Prbl.g_02601																						
N19.HOG0000034	OG0000007	n1						Praf.g_00614		Prah.g_01546																												Prbj.g_01610		Prbl.g_00531																						
N19.HOG0000035	OG0000007	n56						Praf.g_00480		Prah.g_01676																												Prbj.g_00857	Prbk.g_00907	Prbl.g_00394																						
N19.HOG0000036	OG0000008	n2						Praf.g_01223		Prah.g_00970																												Prbj.g_00929	Prbk.g_01819	Prbl.g_01855																						
N19.HOG0000037	OG0000008	n46						Praf.g_01224		Prah.g_00969																												Prbj.g_00928	Prbk.g_01820	Prbl.g_01854																						
N19.HOG0000038	OG0000009	n66						Praf.g_01768		Prah.g_00432																												Prbj.g_01300	Prbk.g_01932	Prbl.g_00155																						
N19.HOG0000039	OG0000009	n69						Praf.g_00246		Prah.g_01895																												Prbj.g_00618	Prbk.g_00013	Prbl.g_00554																						
N19.HOG0000040	OG0000010	n23						Praf.g_01908		Prah.g_00311																												Prbj.g_00129	Prbk.g_02112	Prbl.g_01341																						
N19.HOG0000041	OG0000011	n1						Praf.g_01188, Praf.g_01190		Prah.g_01084																												Prbj.g_00897	Prbk.g_01851	Prbl.g_01822																						
N19.HOG0000042	OG0000012	n20						Praf.g_01668		Prah.g_00524																												Prbj.g_02552	Prbk.g_02610	Prbl.g_01618																						
N19.HOG0000043	OG0000013	n0						Praf.g_02073		Prah.g_01956																												Prbj.g_00359	Prbk.g_00853	Prbl.g_01183																						
N19.HOG0000044	OG0000014	n2						Praf.g_02319		Prah.g_02171																												Prbj.g_01442	Prbk.g_00454	Prbl.g_01416																						
N19.HOG0000045	OG0000014	n69								Prah.g_00101																																																				
N19.HOG0000046	OG0000014	n73						Praf.g_00112																																																						
N19.HOG0000047	OG0000015	n0						Praf.g_01030, Praf.g_01033, Praf.g_01618		Prah.g_01155, Prah.g_00576																												Prbj.g_02502	Prbk.g_02558	Prbl.g_01566																						
N19.HOG0000048	OG0000016	n2						Praf.g_00014		Prah.g_00015																																																				
N19.HOG0000049	OG0000016	n52						Praf.g_00906		Prah.g_01270																																																				
N19.HOG0000050	OG0000017	n5						Praf.g_00752																														Prbj.g_01769	Prbk.g_01142	Prbl.g_01763																						
N19.HOG0000051	OG0000017	n10								Prah.g_01405																																																				
N19.HOG0000052	OG0000017	n21						Praf.g_00760		Prah.g_01397																												Prbj.g_01761	Prbk.g_01150	Prbl.g_01755																						
N19.HOG0000053	OG0000018	n29						Praf.g_01832		Prah.g_00378																												Prbj.g_00641	Prbk.g_01227	Prbl.g_00694																						
N19.HOG0000054	OG0000019	n64						Praf.g_00943																														Prbj.g_00025	Prbk.g_01644	Prbl.g_01097																						
N19.HOG0000055	OG0000019	n66						Praf.g_02214		Prah.g_02086																												Prbj.g_01349	Prbk.g_01004	Prbl.g_01509																						
N19.HOG0000056	OG0000020	n37						Praf.g_01095		Prah.g_01100																												Prbj.g_00214, Prbj.g_02701	Prbk.g_01331, Prbk.g_02697	Prbl.g_01026, Prbl.g_01386																						
N19.HOG0000057	OG0000020	n66																																				Prbj.g_00046	Prbk.g_01664	Prbl.g_01076																						
N19.HOG0000058	OG0000021	n18						Praf.g_00946, Praf.g_01089		Prah.g_01108, Prah.g_01112, Prah.g_01117																												Prbj.g_01121	Prbk.g_01960	Prbl.g_01531																						
N19.HOG0000059	OG0000021	n33						Praf.g_00746		Prah.g_01410																												Prbj.g_01774	Prbk.g_01137	Prbl.g_01768																						
N19.HOG0000060	OG0000022	n1						Praf.g_00965		Prah.g_01209																												Prbj.g_00050	Prbk.g_01667	Prbl.g_01072																						
N19.HOG0000061	OG0000022	n47						Praf.g_00201		Prah.g_00170																												Prbj.g_01572	Prbk.g_00212	Prbl.g_01310																						
N19.HOG0000062	OG0000023	n0								Prah.g_00688																												Prbj.g_02392	Prbk.g_02448	Prbl.g_02355																						
N19.HOG0000063	OG0000024	n2						Praf.g_01139		Prah.g_01043																												Prbj.g_00773	Prbk.g_01780	Prbl.g_00040																						
N19.HOG0000064	OG0000025	n0						Praf.g_01591		Prah.g_00604																												Prbj.g_02475	Prbk.g_02531	Prbl.g_01539																						
N19.HOG0000065	OG0000026	n0						Praf.g_00037		Prah.g_00038																												Prbj.g_01204	Prbk.g_01617	Prbl.g_01977																						
N19.HOG0000066	OG0000028	n46						Praf.g_02333		Prah.g_02184																												Prbj.g_01457	Prbk.g_00469	Prbl.g_00900																						
N19.HOG0000067	OG0000029	n16						Praf.g_02091		Prah.g_01972																												Prbj.g_00378	Prbk.g_00833	Prbl.g_01163																						
N19.HOG0000068	OG0000029	n42						Praf.g_02647																																																						
N19.HOG0000069	OG0000030	n29						Praf.g_00160		Prah.g_00132																												Prbj.g_01288	Prbk.g_01532	Prbl.g_02061																						
N19.HOG0000070	OG0000030	n51						Praf.g_00159		Prah.g_00131																												Prbj.g_01287	Prbk.g_01533	Prbl.g_02060																						
N19.HOG0000071	OG0000031	n5						Praf.g_02400		Prah.g_02248																												Prbj.g_01522, Prbj.g_01527	Prbk.g_00534, Prbk.g_00539	Prbl.g_00835, Prbl.g_00830																						
N19.HOG0000072	OG0000031	n40						Praf.g_00101		Prah.g_00091																																																				
N19.HOG0000073	OG0000031	n51						Praf.g_00113																																																						
N19.HOG0000074	OG0000032	n1						Praf.g_01851		Prah.g_00358																												Prbj.g_00659	Prbk.g_01209	Prbl.g_00712																						
N19.HOG0000075	OG0000032	n41						Praf.g_02346		Prah.g_02196																												Prbj.g_01468	Prbk.g_00480	Prbl.g_00889																						
N19.HOG0000076	OG0000033	n0						Praf.g_02457		Prah.g_02307																												Prbj.g_00518	Prbk.g_00776	Prbl.g_00278																						
N19.HOG0000077	OG0000034	n0						Praf.g_00783		Prah.g_01376																												Prbj.g_01740	Prbk.g_01171	Prbl.g_01734																						
N19.HOG0000078	OG0000035	n0						Praf.g_01794		Prah.g_00408																												Prbj.g_01056	Prbk.g_00259	Prbl.g_00242																						
N19.HOG0000079	OG0000036	n1																																				Prbj.g_01099	Prbk.g_01948	Prbl.g_00735																						
N19.HOG0000080	OG0000036	n37								Prah.g_01133																												Prbj.g_01382, Prbj.g_01105	Prbk.g_00394, Prbk.g_01942	Prbl.g_01476, Prbl.g_00741																						
N19.HOG0000081	OG0000036	n43						Praf.g_02488																														Prbj.g_01106, Prbj.g_02087	Prbk.g_01040	Prbl.g_00807																						
N19.HOG0000082	OG0000036	n48						Praf.g_02527																														Prbj.g_00412, Prbj.g_02670	Prbk.g_00799	Prbl.g_01129, Prbl.g_02649																						
N19.HOG0000083	OG0000036	n53																																				Prbj.g_00504	Prbk.g_00790	Prbl.g_00264																						
N19.HOG0000084	OG0000036	n56						Praf.g_02460																														Prbj.g_02686	Prbk.g_00075	Prbl.g_02665																						
N19.HOG0000085	OG0000036	n59						Praf.g_02459																														Prbj.g_01098	Prbk.g_01949	Prbl.g_00734																						
N19.HOG0000086	OG0000036	n61						Praf.g_02116																														Prbj.g_01134	Prbk.g_01284	Prbl.g_00065																						
N19.HOG0000087	OG0000036	n63						Praf.g_02481, Praf.g_02529		Prah.g_00393, Prah.g_01061, Prah.g_01606																												Prbj.g_01675	Prbk.g_02015	Prbl.g_00465																						
N19.HOG0000088	OG0000037	n0						Praf.g_00240		Prah.g_01901																												Prbj.g_00624	Prbk.g_00007	Prbl.g_00548																						
N19.HOG0000089	OG0000038	n7						Praf.g_02660		Prah.g_02494																												Prbj.g_01959	Prbk.g_02164	Prbl.g_02235																						
N19.HOG0000090	OG0000038	n29						Praf.g_02662		Prah.g_02496																												Prbj.g_01961	Prbk.g_02166	Prbl.g_02233																						
N19.HOG0000091	OG0000039	n27						Praf.g_00406		Prah.g_01758																												Prbj.g_00429	Prbk.g_01385	Prbl.g_00318																						
N19.HOG0000092	OG0000039	n34						Praf.g_02541		Prah.g_02382																												Prbj.g_00278	Prbk.g_00642	Prbl.g_01272																						
N19.HOG0000093	OG0000041	n0						Praf.g_00426		Prah.g_01737																												Prbj.g_00450	Prbk.g_01406	Prbl.g_00339																						
N19.HOG0000094	OG0000042	n31						Praf.g_00164		Prah.g_00135																												Prbj.g_01808	Prbk.g_01495	Prbl.g_01236																						
N19.HOG0000095	OG0000042	n35						Praf.g_00920		Prah.g_01256																												Prbj.g_00001	Prbk.g_00140	Prbl.g_01121																						
N19.HOG0000096	OG0000043	n11								Prah.g_01190																																																				
N19.HOG0000097	OG0000044	n34						Praf.g_00356		Prah.g_00994, Prah.g_00343																												Prbj.g_01330	Prbk.g_01462	Prbl.g_01937																						
N19.HOG0000098	OG0000044	n38						Praf.g_01078																														Prbj.g_00194, Prbj.g_02695, Prbj.g_00726	Prbk.g_01351, Prbk.g_02675, Prbk.g_01732	Prbl.g_01006, Prbl.g_02631, Prbl.g_02612																						
N19.HOG0000099	OG0000045	n57						Praf.g_00322		Prah.g_01837																												Prbj.g_00563	Prbk.g_01321	Prbl.g_00609																						
N19.HOG0000100	OG0000046	n0						Praf.g_02072		Prah.g_01955																												Prbj.g_00358	Prbk.g_00854	Prbl.g_01184																						
N19.HOG0000101	OG0000047	n5						Praf.g_01864		Prah.g_00353																												Prbj.g_00666	Prbk.g_01202	Prbl.g_00719																						
N19.HOG0000102	OG0000047	n31						Praf.g_01898		Prah.g_00321, Prah.g_00322																												Prbj.g_02509	Prbk.g_02565	Prbl.g_01574																						
N19.HOG0000103	OG0000048	n0						Praf.g_02267		Prah.g_02122																												Prbj.g_01393	Prbk.g_00405	Prbl.g_01465																						
N19.HOG0000104	OG0000050	n33						Praf.g_01105		Prah.g_01120																																																				
N19.HOG0000105	OG0000051	n4						Praf.g_01022		Prah.g_01166																												Prbj.g_00705	Prbk.g_01709	Prbl.g_01677																						
N19.HOG0000106	OG0000051	n56						Praf.g_01479		Prah.g_00717																												Prbj.g_02362	Prbk.g_02418	Prbl.g_02385																						
N19.HOG0000107	OG0000052	n27						Praf.g_02366		Prah.g_02219																												Prbj.g_01487	Prbk.g_00499	Prbl.g_00870																						
N19.HOG0000108	OG0000053	n0						Praf.g_01828		Prah.g_00381																												Prbj.g_00638	Prbk.g_01230	Prbl.g_00691																						
N19.HOG0000109	OG0000054	n0						Praf.g_00763		Prah.g_01394																												Prbj.g_01758	Prbk.g_01153	Prbl.g_01752																						
N19.HOG0000110	OG0000055	n0						Praf.g_01257		Prah.g_00942																																																				
N19.HOG0000111	OG0000056	n36						Praf.g_01648		Prah.g_00543																												Prbj.g_02533	Prbk.g_02591	Prbl.g_01599																						
N19.HOG0000112	OG0000056	n41						Praf.g_01880, Praf.g_02641, Praf.g_01879, Praf.g_01191, Praf.g_02639, Praf.g_02620		Prah.g_01082, Prah.g_00342																																																				
N19.HOG0000113	OG0000056	n51						Praf.g_02084		Prah.g_01968																												Prbj.g_00371	Prbk.g_00841	Prbl.g_01171																						
N19.HOG0000114	OG0000056	n54						Praf.g_01964																														Prbj.g_01125	Prbk.g_00094																							
N19.HOG0000115	OG0000056	n56						Praf.g_01881		Prah.g_00341																																																				
N19.HOG0000116	OG0000057	n0						Praf.g_01125		Prah.g_01027																												Prbj.g_00758	Prbk.g_01765	Prbl.g_00025																						
N19.HOG0000117	OG0000058	n23						Praf.g_02345		Prah.g_02195																												Prbj.g_01467	Prbk.g_00479	Prbl.g_00890																						
N19.HOG0000118	OG0000059	n1																																				Prbj.g_01521	Prbk.g_00533	Prbl.g_00836																						
N19.HOG0000119	OG0000059	n10						Praf.g_02172		Prah.g_02043																												Prbj.g_01029	Prbk.g_00992	Prbl.g_00952																						
N19.HOG0000120	OG0000060	n14						Praf.g_00592		Prah.g_01569																												Prbj.g_01633	Prbk.g_02058	Prbl.g_00508																						
N19.HOG0000121	OG0000060	n46																																				Prbj.g_01132	Prbk.g_01286	Prbl.g_00063																						
N19.HOG0000122	OG0000060	n52								Prah.g_01156																																																				
N19.HOG0000123	OG0000061	n1						Praf.g_01859		Prah.g_00104																																																				
N19.HOG0000124	OG0000061	n11						Praf.g_00854		Prah.g_01322																												Prbj.g_00971	Prbk.g_01019	Prbl.g_02084																						
N19.HOG0000125	OG0000062	n1						Praf.g_01047																																																						
N19.HOG0000126	OG0000062	n10						Praf.g_00501		Prah.g_01654																												Prbj.g_00881	Prbk.g_00931	Prbl.g_00417																						
N19.HOG0000127	OG0000063	n0						Praf.g_00041		Prah.g_00042																												Prbj.g_01208	Prbk.g_01613	Prbl.g_01981																						
N19.HOG0000128	OG0000065	n0						Praf.g_00244		Prah.g_01897																												Prbj.g_00620	Prbk.g_00011	Prbl.g_00552																						
N19.HOG0000129	OG0000066	n0						Praf.g_00672		Prah.g_01485																												Prbj.g_02141	Prbk.g_01094	Prbl.g_00752																						
N19.HOG0000130	OG0000067	n24						Praf.g_01530		Prah.g_00667																												Prbj.g_02412	Prbk.g_02468	Prbl.g_02335																						
N19.HOG0000131	OG0000067	n32								Prah.g_01826																																																				
N19.HOG0000132	OG0000068	n0						Praf.g_00585, Praf.g_00583		Prah.g_01576																												Prbj.g_01639	Prbk.g_02052	Prbl.g_00502																						
N19.HOG0000133	OG0000070	n0						Praf.g_01962		Prah.g_00252																												Prbj.g_00118	Prbk.g_00310	Prbl.g_00634																						
N19.HOG0000134	OG0000071	n0						Praf.g_00796		Prah.g_01364																												Prbj.g_01728	Prbk.g_01183	Prbl.g_01722																						
N19.HOG0000135	OG0000072	n0						Praf.g_02469		Prah.g_02309																												Prbj.g_00516	Prbk.g_00778	Prbl.g_00276																						
N19.HOG0000136	OG0000073	n25						Praf.g_00616		Prah.g_01544																												Prbj.g_01608	Prbk.g_01862	Prbl.g_00533																						
N19.HOG0000137	OG0000075	n0						Praf.g_02384		Prah.g_02232																												Prbj.g_01502	Prbk.g_00514	Prbl.g_00855																						
N19.HOG0000138	OG0000076	n0						Praf.g_00178		Prah.g_00150																												Prbj.g_01598	Prbk.g_00237	Prbl.g_01285																						
N19.HOG0000139	OG0000077	n5																																				Prbj.g_01900	Prbk.g_00307	Prbl.g_00631																						
N19.HOG0000140	OG0000077	n28						Praf.g_00309		Prah.g_01850																												Prbj.g_00576	Prbk.g_01308	Prbl.g_00596																						
N19.HOG0000141	OG0000078	n0						Praf.g_00391		Prah.g_01773																												Prbj.g_02614	Prbk.g_01515	Prbl.g_00193																						
N19.HOG0000142	OG0000079	n31						Praf.g_02234, Praf.g_02218		Prah.g_02090																												Prbj.g_01353	Prbk.g_01000	Prbl.g_01505																						
N19.HOG0000143	OG0000079	n36						Praf.g_02225																																																						
N19.HOG0000144	OG0000079	n45								Prah.g_01868																																																				
N19.HOG0000145	OG0000081	n14																																				Prbj.g_00799	Prbk.g_00733	Prbl.g_01036																						
N19.HOG0000146	OG0000081	n34								Prah.g_01035																												Prbj.g_00765	Prbk.g_01772	Prbl.g_00032																						
N19.HOG0000147	OG0000082	n0						Praf.g_00731		Prah.g_01427																												Prbj.g_01789	Prbk.g_01122	Prbl.g_01783																						
N19.HOG0000148	OG0000084	n0						Praf.g_01790		Prah.g_00412																												Prbj.g_01052	Prbk.g_00255	Prbl.g_00246																						
N19.HOG0000149	OG0000085	n0						Praf.g_00491		Prah.g_01666																												Prbj.g_00869	Prbk.g_00919	Prbl.g_00405																						
N19.HOG0000150	OG0000086	n0						Praf.g_00297		Prah.g_01866																												Prbj.g_00589	Prbk.g_01295	Prbl.g_00583																						
N19.HOG0000151	OG0000087	n0						Praf.g_02420		Prah.g_02268																												Prbj.g_01547	Prbk.g_00559	Prbl.g_00810																						
N19.HOG0000152	OG0000088	n45						Praf.g_02454		Prah.g_02304																												Prbj.g_00521	Prbk.g_00773	Prbl.g_00281																						
N19.HOG0000153	OG0000088	n48						Praf.g_01239		Prah.g_00957																												Prbj.g_00912	Prbk.g_01836	Prbl.g_01838																						
N19.HOG0000154	OG0000089	n0						Praf.g_02015		Prah.g_00205																												Prbj.g_00064	Prbk.g_00364	Prbl.g_02674																						
N19.HOG0000155	OG0000090	n0						Praf.g_00660		Prah.g_01501																												Prbj.g_02127	Prbk.g_01080	Prbl.g_00766																						
N19.HOG0000156	OG0000091	n0						Praf.g_01700		Prah.g_00493																												Prbj.g_02581	Prbk.g_02639	Prbl.g_01647																						
N19.HOG0000157	OG0000093	n7						Praf.g_01503		Prah.g_00692																												Prbj.g_02388	Prbk.g_02444	Prbl.g_02359																						
N19.HOG0000158	OG0000094	n0						Praf.g_02685		Prah.g_02518																												Prbj.g_01985	Prbk.g_02190	Prbl.g_02209																						
N19.HOG0000159	OG0000095	n18						Praf.g_01274		Prah.g_00915																												Prbj.g_01838	Prbk.g_00056	Prbl.g_00927																						
N19.HOG0000160	OG0000097	n0						Praf.g_00905		Prah.g_01272																												Prbj.g_02152	Prbk.g_00189	Prbl.g_02579																						
N19.HOG0000161	OG0000098	n0						Praf.g_01886		Prah.g_00327																												Prbj.g_00669	Prbk.g_01199	Prbl.g_00722																						
N19.HOG0000162	OG0000099	n0						Praf.g_02342		Prah.g_02191																												Prbj.g_01464	Prbk.g_00476	Prbl.g_00893																						
N19.HOG0000163	OG0000100	n31						Praf.g_00370		Prah.g_01791																												Prbj.g_00185	Prbk.g_01360	Prbl.g_01914																						
N19.HOG0000164	OG0000100	n34						Praf.g_01561		Prah.g_00636																												Prbj.g_02442	Prbk.g_02498	Prbl.g_02305																						
N19.HOG0000165	OG0000101	n30																																				Prbj.g_00415	Prbk.g_00796	Prbl.g_01126																						
N19.HOG0000166	OG0000101	n37						Praf.g_02119		Prah.g_01995																												Prbj.g_00981	Prbk.g_00944	Prbl.g_01000																						
N19.HOG0000167	OG0000102	n0						Praf.g_00173		Prah.g_00144																												Prbj.g_01819	Prbk.g_01484	Prbl.g_02636																						
N19.HOG0000168	OG0000103	n0						Praf.g_02765		Prah.g_02586																												Prbj.g_02055	Prbk.g_02260	Prbl.g_02139																						
N19.HOG0000169	OG0000104	n0						Praf.g_02779		Prah.g_02600																												Prbj.g_02069	Prbk.g_02274	Prbl.g_02125																						
N19.HOG0000170	OG0000105	n0						Praf.g_02271		Prah.g_02126																												Prbj.g_01397	Prbk.g_00409	Prbl.g_01461																						
N19.HOG0000171	OG0000106	n0						Praf.g_00496		Prah.g_01660																												Prbj.g_00875	Prbk.g_00925	Prbl.g_00411																						
N19.HOG0000172	OG0000107	n0						Praf.g_02201		Prah.g_02072																												Prbj.g_02659	Prbk.g_01902	Prbl.g_02681																						
N19.HOG0000173	OG0000108	n0						Praf.g_00595		Prah.g_01566																												Prbj.g_01630	Prbk.g_02061	Prbl.g_00511																						
N19.HOG0000174	OG0000109	n0						Praf.g_00611		Prah.g_01550																												Prbj.g_01614	Prbk.g_02077	Prbl.g_00527																						
N19.HOG0000175	OG0000110	n0						Praf.g_00718		Prah.g_01439																												Prbj.g_01801	Prbk.g_01110	Prbl.g_01795																						
N19.HOG0000176	OG0000111	n0						Praf.g_01126		Prah.g_01028																												Prbj.g_00759	Prbk.g_01766	Prbl.g_00026																						
N19.HOG0000177	OG0000112	n0						Praf.g_01400		Prah.g_00788																												Prbj.g_02276	Prbk.g_02332	Prbl.g_02470																						
N19.HOG0000178	OG0000113	n0						Praf.g_01556		Prah.g_00641																												Prbj.g_02437	Prbk.g_02493	Prbl.g_02310																						
N19.HOG0000179	OG0000114	n0						Praf.g_01461		Prah.g_00733																												Prbj.g_02340	Prbk.g_02396	Prbl.g_02407																						
N19.HOG0000180	OG0000115	n0						Praf.g_01825		Prah.g_00383																												Prbj.g_00634	Prbk.g_01234	Prbl.g_00687																						
N19.HOG0000181	OG0000116	n0						Praf.g_00825		Prah.g_01337																												Prbj.g_00956	Prbk.g_01034	Prbl.g_02069																						
N19.HOG0000182	OG0000117	n0						Praf.g_00919		Prah.g_01257																												Prbj.g_01915	Prbk.g_01496	Prbl.g_01384																						
N19.HOG0000183	OG0000118	n0						Praf.g_00779		Prah.g_01378																												Prbj.g_01742	Prbk.g_01169	Prbl.g_01736																						
N19.HOG0000184	OG0000119	n15						Praf.g_01108		Prah.g_01007																												Prbj.g_00740	Prbk.g_01746	Prbl.g_00007																						
N19.HOG0000185	OG0000119	n23						Praf.g_01143		Prah.g_01048																												Prbj.g_00778	Prbk.g_01786	Prbl.g_00046																						
N19.HOG0000186	OG0000120	n0						Praf.g_02343		Prah.g_02192																												Prbj.g_01465	Prbk.g_00477	Prbl.g_00892																						
N19.HOG0000187	OG0000121	n0						Praf.g_01796		Prah.g_00406																												Prbj.g_01064, Prbj.g_01058	Prbk.g_00267, Prbk.g_00261	Prbl.g_00234, Prbl.g_00240																						
N19.HOG0000188	OG0000122	n0						Praf.g_00976		Prah.g_01203																												Prbj.g_02627	Prbk.g_02664	Prbl.g_01808																						
N19.HOG0000189	OG0000123	n0						Praf.g_02108		Prah.g_01987																												Prbj.g_00406	Prbk.g_00805	Prbl.g_01135																						
N19.HOG0000190	OG0000124	n22						Praf.g_00153		Prah.g_00125																												Prbj.g_01281	Prbk.g_01539	Prbl.g_02054																						
N19.HOG0000191	OG0000125	n0						Praf.g_02664		Prah.g_02498																												Prbj.g_01963	Prbk.g_02168	Prbl.g_02231																						
N19.HOG0000192	OG0000126	n0						Praf.g_02777		Prah.g_02598																												Prbj.g_02067	Prbk.g_02272	Prbl.g_02127																						
N19.HOG0000193	OG0000127	n19						Praf.g_01187, Praf.g_00342		Prah.g_01085																																																				
N19.HOG0000194	OG0000127	n22						Praf.g_02627																														Prbj.g_02148	Prbk.g_01101	Prbl.g_00745																						
N19.HOG0000195	OG0000127	n24						Praf.g_01168																														Prbj.g_00896	Prbk.g_01852	Prbl.g_01821																						
N19.HOG0000196	OG0000127	n29								Prah.g_01083																												Prbj.g_00210	Prbk.g_01335	Prbl.g_01022																						
N19.HOG0000197	OG0000127	n40						Praf.g_00338																																																						
N19.HOG0000198	OG0000128	n0						Praf.g_00012		Prah.g_00013																												Prbj.g_02085	Prbk.g_02290	Prbl.g_02109																						
N19.HOG0000199	OG0000129	n0						Praf.g_02652		Prah.g_02486																												Prbj.g_01951	Prbk.g_02156	Prbl.g_02243																						
