HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
N35.HOG0000028	OG0000006	n48																																										Syab.g_00365, Syab.g_01847, Syab.g_02361					Syag.g_01772, Syag.g_02678, Syag.g_02687				Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Syal.g_00674					Syaq.g_00696, Syaq.g_01590			
N35.HOG0000029	OG0000007	n1																																										Syab.g_02117					Syag.g_01507				Syak.g_02595	Syal.g_02918					Syaq.g_01793			
N35.HOG0000030	OG0000007	n56																																										Syab.g_02256					Syag.g_01687				Syak.g_02416	Syal.g_00587					Syaq.g_01673			
N35.HOG0000031	OG0000008	n2																																										Syab.g_01755					Syag.g_00496				Syak.g_00267	Syal.g_02512					Syaq.g_02162			
N35.HOG0000032	OG0000008	n46																																										Syab.g_01168					Syag.g_01017				Syak.g_00692	Syal.g_01783					Syaq.g_02575			
N35.HOG0000033	OG0000009	n2																																										Syab.g_00995					Syag.g_00220, Syag.g_00231					Syal.g_02089								
N35.HOG0000034	OG0000009	n56																																										Syab.g_02498					Syag.g_01883				Syak.g_02194	Syal.g_00818					Syaq.g_01489			
N35.HOG0000035	OG0000010	n23																																										Syab.g_00696					Syag.g_01355				Syak.g_01119	Syal.g_00464					Syaq.g_00443			
N35.HOG0000036	OG0000011	n52																																																			Syak.g_02294									
N35.HOG0000037	OG0000011	n57																																										Syab.g_01491																		
N35.HOG0000038	OG0000011	n81																																										Syab.g_01083																		
N35.HOG0000039	OG0000011	n86																																															Syag.g_01299				Syak.g_00960									
N35.HOG0000040	OG0000012	n20																																															Syag.g_00377				Syak.g_00010						Syaq.g_02059			
N35.HOG0000041	OG0000012	n61																																										Syab.g_01774					Syag.g_00995, Syag.g_00686, Syag.g_01105					Syal.g_02535								
N35.HOG0000042	OG0000012	n66																																										Syab.g_00953										Syal.g_01639								
N35.HOG0000043	OG0000012	n73																																																									Syaq.g_00077			
N35.HOG0000044	OG0000013	n34																																																									Syaq.g_00569, Syaq.g_00572, Syaq.g_02023			
N35.HOG0000045	OG0000013	n39																																										Syab.g_00487					Syag.g_02811				Syak.g_01270	Syal.g_00315								
N35.HOG0000046	OG0000013	n52																																										Syab.g_00497					Syag.g_02820					Syal.g_00322								
N35.HOG0000047	OG0000013	n62																																										Syab.g_00482					Syag.g_02806				Syak.g_01275	Syal.g_00310								
N35.HOG0000048	OG0000014	n2																																										Syab.g_00249					Syag.g_02559				Syak.g_01505	Syal.g_01305					Syaq.g_00862			
N35.HOG0000049	OG0000014	n60																																																				Syal.g_01393					Syaq.g_00907			
N35.HOG0000050	OG0000014	n69																																																									Syaq.g_00933			
N35.HOG0000051	OG0000014	n73																																										Syab.g_00178					Syag.g_02487				Syak.g_01582									
N35.HOG0000052	OG0000015	n43																																										Syab.g_02889					Syag.g_02252				Syak.g_01813	Syal.g_02210, Syal.g_01183					Syaq.g_00121, Syaq.g_01171			
N35.HOG0000053	OG0000015	n57																																																			Syak.g_00107									
N35.HOG0000054	OG0000015	n63																																															Syag.g_00596				Syak.g_00358						Syaq.g_02255			
N35.HOG0000055	OG0000016	n2																																										Syab.g_00014					Syag.g_02286				Syak.g_01780	Syal.g_00111					Syaq.g_01136			
N35.HOG0000056	OG0000016	n52																																										Syab.g_01049					Syag.g_01066				Syak.g_00818	Syal.g_01734					Syaq.g_00169			
N35.HOG0000057	OG0000017	n5																																										Syab.g_01953					Syag.g_00336				Syak.g_02730	Syal.g_02752					Syaq.g_01992			
N35.HOG0000058	OG0000017	n21																																										Syab.g_01945					Syag.g_00344				Syak.g_02738	Syal.g_02745					Syaq.g_01999			
N35.HOG0000059	OG0000018	n29																																										Syab.g_00742					Syag.g_01387				Syak.g_01072	Syal.g_00410					Syaq.g_00401			
N35.HOG0000060	OG0000019	n53																																										Syab.g_00344					Syag.g_02663				Syak.g_01413	Syal.g_01209					Syaq.g_00717			
N35.HOG0000061	OG0000020	n2																																										Syab.g_02230					Syag.g_00085													
N35.HOG0000062	OG0000021	n7																																															Syag.g_00229													
N35.HOG0000063	OG0000022	n1																																										Syab.g_01825					Syag.g_00458				Syak.g_00088	Syal.g_02587					Syaq.g_02126			
N35.HOG0000064	OG0000023	n45																																										Syab.g_00708									Syak.g_00316									
N35.HOG0000065	OG0000023	n68																																										Syab.g_02058					Syag.g_00261					Syal.g_02485, Syal.g_02858								
N35.HOG0000066	OG0000023	n71																																										Syab.g_01294					Syag.g_00234					Syal.g_01894								
N35.HOG0000067	OG0000024	n61																																										Syab.g_01834					Syag.g_00455					Syal.g_02597								
N35.HOG0000068	OG0000025	n0																																										Syab.g_01705					Syag.g_00718				Syak.g_00610	Syal.g_02459					Syaq.g_02381			
N35.HOG0000069	OG0000026	n0																																										Syab.g_00036					Syag.g_02309				Syak.g_01757	Syal.g_00132					Syaq.g_01114			
N35.HOG0000070	OG0000027	n10																																															Syag.g_00950													
N35.HOG0000071	OG0000027	n16																																										Syab.g_01782					Syag.g_00165				Syak.g_00127	Syal.g_02543								
N35.HOG0000072	OG0000028	n1																																										Syab.g_00234					Syag.g_02540				Syak.g_01522	Syal.g_01319					Syaq.g_00878			
N35.HOG0000073	OG0000029	n1																																															Syag.g_00195				Syak.g_00169, Syak.g_00178	Syal.g_03014								
N35.HOG0000074	OG0000030	n29																																										Syab.g_00096					Syag.g_02375				Syak.g_01684	Syal.g_01511					Syaq.g_01047			
N35.HOG0000075	OG0000030	n51																																										Syab.g_00095					Syag.g_02374				Syak.g_01685	Syal.g_01512					Syaq.g_01048			
N35.HOG0000076	OG0000031	n5																																										Syab.g_00160					Syag.g_02510				Syak.g_01630	Syal.g_01404, Syal.g_01432					Syaq.g_01009			
N35.HOG0000077	OG0000031	n51																																															Syag.g_02486													
N35.HOG0000078	OG0000032	n1																																										Syab.g_00724					Syag.g_01366				Syak.g_01092	Syal.g_00428					Syaq.g_00421			
N35.HOG0000079	OG0000032	n41																																										Syab.g_00149					Syag.g_02480				Syak.g_01707	Syal.g_00183								
N35.HOG0000080	OG0000032	n65																																										Syab.g_00182															Syaq.g_00909			
N35.HOG0000081	OG0000033	n0																																										Syab.g_02590					Syag.g_01978				Syak.g_02101	Syal.g_00912					Syaq.g_01399			
N35.HOG0000082	OG0000034	n0																																										Syab.g_00900, Syab.g_02560					Syag.g_01225, Syag.g_01947				Syak.g_00950, Syak.g_02133	Syal.g_00881, Syal.g_01586					Syaq.g_00312, Syaq.g_01431			
N35.HOG0000083	OG0000035	n25																																															Syag.g_01420				Syak.g_01041						Syaq.g_00372			
N35.HOG0000084	OG0000035	n27																																										Syab.g_00776, Syab.g_00778					Syag.g_01421				Syak.g_01040	Syal.g_00370, Syal.g_00020					Syaq.g_00371			
N35.HOG0000085	OG0000036	n5																																															Syag.g_01809													
N35.HOG0000086	OG0000036	n15																																										Syab.g_00846					Syag.g_00928				Syak.g_02275									
N35.HOG0000087	OG0000036	n23																																										Syab.g_00839					Syag.g_01031, Syag.g_00063													
N35.HOG0000088	OG0000036	n26																																															Syag.g_01274													
N35.HOG0000089	OG0000036	n28																																										Syab.g_01108, Syab.g_01109																		
N35.HOG0000090	OG0000036	n30																																										Syab.g_02412																		
N35.HOG0000091	OG0000036	n34																																										Syab.g_01247																		
N35.HOG0000092	OG0000037	n32																																															Syag.g_00173													
N35.HOG0000093	OG0000037	n55																																										Syab.g_01241																		
N35.HOG0000094	OG0000037	n57																																										Syab.g_02280										Syal.g_00601								
N35.HOG0000095	OG0000037	n61																																										Syab.g_02504										Syal.g_00824								
N35.HOG0000096	OG0000038	n7																																										Syab.g_02759					Syag.g_02130				Syak.g_01938	Syal.g_01071					Syaq.g_01260			
N35.HOG0000097	OG0000038	n29																																										Syab.g_02761					Syag.g_02132				Syak.g_01936	Syal.g_01073					Syaq.g_01258			
N35.HOG0000098	OG0000039	n15																																																			Syak.g_00772									
N35.HOG0000099	OG0000039	n27																																															Syag.g_01325										Syaq.g_01601			
N35.HOG0000100	OG0000039	n34																																										Syab.g_02791					Syag.g_02155				Syak.g_01918	Syal.g_01097					Syaq.g_01241			
N35.HOG0000101	OG0000040	n1																																																				Syal.g_01187								
N35.HOG0000102	OG0000040	n36																																										Syab.g_02853					Syag.g_02215				Syak.g_01852	Syal.g_01149								
N35.HOG0000103	OG0000041	n37																																																			Syak.g_02354									
N35.HOG0000104	OG0000041	n47																																										Syab.g_01086, Syab.g_02804									Syak.g_00752									
N35.HOG0000105	OG0000041	n55																																															Syag.g_00962										Syaq.g_02688			
N35.HOG0000106	OG0000041	n66																																																									Syaq.g_01612			
N35.HOG0000107	OG0000042	n0																																										Syab.g_01019, Syab.g_00099					Syag.g_01094, Syag.g_02378				Syak.g_00843, Syak.g_01681	Syal.g_01705, Syal.g_01508					Syaq.g_00200, Syaq.g_01044			
N35.HOG0000108	OG0000043	n11																																										Syab.g_02802										Syal.g_01110								
N35.HOG0000109	OG0000043	n31																																										Syab.g_01785										Syal.g_02547					Syaq.g_01920			
N35.HOG0000110	OG0000043	n45																																										Syab.g_01539										Syal.g_02183								
N35.HOG0000111	OG0000044	n25																																										Syab.g_01262										Syal.g_01853								
N35.HOG0000112	OG0000044	n29																																																									Syaq.g_00107			
N35.HOG0000113	OG0000044	n55																																										Syab.g_01256					Syag.g_00945				Syak.g_00767	Syal.g_01847					Syaq.g_02701			
N35.HOG0000114	OG0000044	n64																																										Syab.g_01097									Syak.g_00153									
N35.HOG0000115	OG0000045	n2																																										Syab.g_01787					Syag.g_00223				Syak.g_00228									
N35.HOG0000116	OG0000045	n33																																										Syab.g_00871					Syag.g_00225				Syak.g_00317	Syal.g_01563								
N35.HOG0000117	OG0000046	n15																																										Syab.g_00488					Syag.g_02812				Syak.g_01269	Syal.g_00316								
N35.HOG0000118	OG0000046	n27																																										Syab.g_00496					Syag.g_02819					Syal.g_00321								
N35.HOG0000119	OG0000046	n38																																										Syab.g_00481					Syag.g_02805				Syak.g_01276	Syal.g_00309					Syaq.g_00570, Syaq.g_00573			
N35.HOG0000120	OG0000047	n2																																										Syab.g_00876									Syak.g_01147	Syal.g_01568								
N35.HOG0000121	OG0000047	n54																																															Syag.g_00768													
N35.HOG0000122	OG0000048	n0																																										Syab.g_00308					Syag.g_02611				Syak.g_01446	Syal.g_01250					Syaq.g_00749			
N35.HOG0000123	OG0000050	n33																																																				Syal.g_01549								
N35.HOG0000124	OG0000051	n4																																										Syab.g_01073																		
N35.HOG0000125	OG0000051	n33																																															Syag.g_01026					Syal.g_01550								
N35.HOG0000126	OG0000051	n56																																										Syab.g_02216					Syag.g_00214					Syal.g_03018								
N35.HOG0000127	OG0000052	n7																																															Syag.g_02491													
N35.HOG0000128	OG0000052	n22																																																				Syal.g_01396					Syaq.g_00935			
N35.HOG0000129	OG0000052	n27																																										Syab.g_00214					Syag.g_02451				Syak.g_01549	Syal.g_01338					Syaq.g_00969			
N35.HOG0000130	OG0000053	n0																																										Syab.g_00746					Syag.g_01391				Syak.g_01068	Syal.g_00406					Syaq.g_00397			
N35.HOG0000131	OG0000054	n0																																										Syab.g_01932					Syag.g_00350				Syak.g_02744, Syak.g_02321	Syal.g_02739, Syal.g_02098					Syaq.g_02005			
N35.HOG0000132	OG0000055	n32																																															Syag.g_01799													
N35.HOG0000133	OG0000055	n49																																										Syab.g_01255					Syag.g_00946					Syal.g_01845					Syaq.g_02700			
N35.HOG0000134	OG0000056	n49																																										Syab.g_01452										Syal.g_02054								
N35.HOG0000135	OG0000057	n36																																										Syab.g_01200									Syak.g_00724, Syak.g_01676	Syal.g_01812					Syaq.g_02541, Syaq.g_02605			
N35.HOG0000136	OG0000058	n23																																										Syab.g_00227					Syag.g_02477				Syak.g_01530	Syal.g_01326					Syaq.g_00944			
N35.HOG0000137	OG0000059	n1																																																				Syal.g_01332								
N35.HOG0000138	OG0000059	n10																																										Syab.g_00397					Syag.g_02721				Syak.g_01355	Syal.g_00225					Syaq.g_00657			
N35.HOG0000139	OG0000060	n17																																										Syab.g_00662					Syag.g_01338				Syak.g_01138	Syal.g_00480					Syaq.g_00456			
N35.HOG0000140	OG0000060	n26																																										Syab.g_02094					Syag.g_01530				Syak.g_02572	Syal.g_02895					Syaq.g_01770			
N35.HOG0000141	OG0000060	n42																																										Syab.g_01222																		
N35.HOG0000142	OG0000060	n46																																										Syab.g_00707					Syag.g_02045													
N35.HOG0000143	OG0000060	n52																																															Syag.g_01095				Syak.g_00844	Syal.g_02214					Syaq.g_00201			
N35.HOG0000144	OG0000061	n1																																										Syab.g_00171																		
N35.HOG0000145	OG0000061	n11																																										Syab.g_00969					Syag.g_01141				Syak.g_00898	Syal.g_01653					Syaq.g_00249			
N35.HOG0000146	OG0000062	n1																																																				Syal.g_02113								
N35.HOG0000147	OG0000062	n10																																										Syab.g_02234					Syag.g_01669				Syak.g_02434	Syal.g_00567					Syaq.g_01690			
N35.HOG0000148	OG0000063	n0																																										Syab.g_00040					Syag.g_02313				Syak.g_01752	Syal.g_00136					Syaq.g_01110			
N35.HOG0000149	OG0000064	n7																																										Syab.g_00824					Syag.g_00076				Syak.g_00983	Syal.g_01545								
N35.HOG0000150	OG0000064	n20																																										Syab.g_02808										Syal.g_01115								
N35.HOG0000151	OG0000064	n25																																										Syab.g_01783										Syal.g_02544								
N35.HOG0000152	OG0000064	n32																																															Syag.g_00487				Syak.g_00254						Syaq.g_02138			
N35.HOG0000153	OG0000064	n47																																																			Syak.g_00126									
N35.HOG0000154	OG0000064	n50																																										Syab.g_00997					Syag.g_01589				Syak.g_00164	Syal.g_01681								
N35.HOG0000155	OG0000065	n38																																										Syab.g_02500					Syag.g_01885				Syak.g_02192	Syal.g_00820					Syaq.g_01487			
N35.HOG0000156	OG0000065	n51																																										Syab.g_01768					Syag.g_00182				Syak.g_00282	Syal.g_02528					Syaq.g_01908			
N35.HOG0000157	OG0000066	n44																																										Syab.g_01516																		
N35.HOG0000158	OG0000066	n56																																										Syab.g_02031					Syag.g_01443				Syak.g_02653	Syal.g_02828					Syaq.g_01851			
N35.HOG0000159	OG0000067	n24																																										Syab.g_01659					Syag.g_00667				Syak.g_00434	Syal.g_02414					Syaq.g_02340			
N35.HOG0000160	OG0000067	n33																																																									Syaq.g_02560			
N35.HOG0000161	OG0000068	n0																																										Syab.g_02087					Syag.g_01537				Syak.g_02565	Syal.g_02888					Syaq.g_01763			
N35.HOG0000162	OG0000070	n0																																										Syab.g_00614					Syag.g_00049				Syak.g_01174	Syal.g_00509					Syaq.g_00484			
N35.HOG0000163	OG0000071	n12																																																			Syak.g_02322	Syal.g_02099								
N35.HOG0000164	OG0000071	n19																																										Syab.g_00915					Syag.g_01192				Syak.g_00936	Syal.g_01601					Syaq.g_00297			
N35.HOG0000165	OG0000072	n12																																										Syab.g_02593					Syag.g_01980				Syak.g_02099	Syal.g_00914					Syaq.g_01397			
N35.HOG0000166	OG0000072	n30																																															Syag.g_02859													
N35.HOG0000167	OG0000073	n25																																										Syab.g_02119					Syag.g_01505				Syak.g_02597	Syal.g_02920					Syaq.g_01795			
N35.HOG0000168	OG0000075	n0																																										Syab.g_00202					Syag.g_02434				Syak.g_01564	Syal.g_01350					Syaq.g_00986			
N35.HOG0000169	OG0000076	n0																																										Syab.g_00113					Syag.g_02393				Syak.g_01650	Syal.g_01459					Syaq.g_01028			
N35.HOG0000170	OG0000077	n5																																										Syab.g_02446					Syag.g_01831					Syal.g_00763, Syal.g_00506								
N35.HOG0000171	OG0000078	n33																																										Syab.g_02366					Syag.g_01778				Syak.g_02310	Syal.g_00680					Syaq.g_01585			
N35.HOG0000172	OG0000079	n26																																										Syab.g_00340										Syal.g_01213								
N35.HOG0000173	OG0000079	n31																																															Syag.g_02659													
N35.HOG0000174	OG0000079	n45																																															Syag.g_02652													
N35.HOG0000175	OG0000079	n46																																																									Syaq.g_00721			
N35.HOG0000176	OG0000080	n3																																															Syag.g_02499				Syak.g_01585, Syak.g_01583									
N35.HOG0000177	OG0000080	n18																																															Syag.g_00124													
N35.HOG0000178	OG0000080	n20																																															Syag.g_02500													
N35.HOG0000179	OG0000080	n27																																										Syab.g_00140									Syak.g_01612									
N35.HOG0000180	OG0000081	n0																																										Syab.g_01793					Syag.g_00167				Syak.g_00115	Syal.g_02555					Syaq.g_01893			
N35.HOG0000181	OG0000082	n0																																										Syab.g_01971					Syag.g_00318				Syak.g_02711	Syal.g_02769					Syaq.g_01975			
N35.HOG0000182	OG0000084	n16																																															Syag.g_00212					Syal.g_01896								
N35.HOG0000183	OG0000084	n34																																															Syag.g_01425													
N35.HOG0000184	OG0000084	n35																																																			Syak.g_01036									
N35.HOG0000185	OG0000085	n0																																										Syab.g_02243					Syag.g_01676				Syak.g_02427	Syal.g_00575					Syaq.g_01683			
N35.HOG0000186	OG0000086	n0																																										Syab.g_02468					Syag.g_01853				Syak.g_02219	Syal.g_00784					Syaq.g_01525			
N35.HOG0000187	OG0000087	n0																																										Syab.g_02551					Syag.g_01939				Syak.g_02141	Syal.g_00871					Syaq.g_01438			
N35.HOG0000188	OG0000088	n0																																										Syab.g_02586					Syag.g_01974				Syak.g_02106	Syal.g_00908					Syaq.g_01402			
N35.HOG0000189	OG0000089	n0																																										Syab.g_00551					Syag.g_00005				Syak.g_01215	Syal.g_00555					Syaq.g_00529			
N35.HOG0000190	OG0000090	n0																																										Syab.g_02041					Syag.g_01454				Syak.g_02640	Syal.g_02838					Syaq.g_01838			
N35.HOG0000191	OG0000091	n0																																										Syab.g_01866					Syag.g_00418				Syak.g_00043	Syal.g_02628					Syaq.g_02090			
N35.HOG0000192	OG0000092	n27																																										Syab.g_01242, Syab.g_00690					Syag.g_00242				Syak.g_01126	Syal.g_00470								
N35.HOG0000193	OG0000093	n1																																										Syab.g_01090																		
N35.HOG0000194	OG0000093	n7																																										Syab.g_01582					Syag.g_00649				Syak.g_00416	Syal.g_02233					Syaq.g_02323			
N35.HOG0000195	OG0000094	n34																																										Syab.g_01306					Syag.g_00881				Syak.g_00656	Syal.g_01907					Syaq.g_00056			
N35.HOG0000196	OG0000094	n52																																																									Syaq.g_02554			
N35.HOG0000197	OG0000095	n18																																										Syab.g_01210					Syag.g_00974				Syak.g_00736	Syal.g_01823					Syaq.g_02679			
N35.HOG0000198	OG0000097	n33																																										Syab.g_01051					Syag.g_01065				Syak.g_00816	Syal.g_01735					Syaq.g_00167			
N35.HOG0000199	OG0000097	n48																																																				Syal.g_01553								
N35.HOG0000200	OG0000098	n15																																										Syab.g_01553					Syag.g_00578				Syak.g_00345	Syal.g_02196								
N35.HOG0000201	OG0000098	n18																																															Syag.g_01445				Syak.g_02651						Syaq.g_02221, Syaq.g_01849			
N35.HOG0000202	OG0000099	n0																																										Syab.g_00230					Syag.g_02536				Syak.g_01527	Syal.g_01323					Syaq.g_00882			
N35.HOG0000203	OG0000100	n0																																										Syab.g_01694					Syag.g_00704				Syak.g_00622	Syal.g_02448					Syaq.g_02371			
N35.HOG0000204	OG0000101	n37																																										Syab.g_00446					Syag.g_02773				Syak.g_01305	Syal.g_00275					Syaq.g_00607			
N35.HOG0000205	OG0000102	n0																																										Syab.g_00104					Syag.g_02387				Syak.g_01661	Syal.g_01488					Syaq.g_01033			
N35.HOG0000206	OG0000103	n36																																										Syab.g_02895									Syak.g_01812	Syal.g_00077								
N35.HOG0000207	OG0000103	n48																																										Syab.g_01296										Syal.g_01897								
N35.HOG0000208	OG0000104	n0																																										Syab.g_02910					Syag.g_02268				Syak.g_01799	Syal.g_00092					Syaq.g_01154			
N35.HOG0000209	OG0000105	n0																																										Syab.g_00303					Syag.g_02606				Syak.g_01451	Syal.g_01255					Syaq.g_00754			
N35.HOG0000210	OG0000106	n0																																										Syab.g_01817					Syag.g_00462				Syak.g_00096	Syal.g_02577					Syaq.g_01863			
N35.HOG0000211	OG0000107	n37																																										Syab.g_00367					Syag.g_02689				Syak.g_01392	Syal.g_00194					Syaq.g_00694			
N35.HOG0000212	OG0000108	n0																																										Syab.g_02096					Syag.g_01528				Syak.g_02574	Syal.g_02897					Syaq.g_01772			
N35.HOG0000213	OG0000109	n0																																										Syab.g_02112					Syag.g_01512				Syak.g_01061, Syak.g_02590	Syal.g_02913					Syaq.g_01788			
N35.HOG0000214	OG0000110	n0																																										Syab.g_01984					Syag.g_00303				Syak.g_02698	Syal.g_02782					Syaq.g_01962			
N35.HOG0000215	OG0000111	n0																																										Syab.g_01201					Syag.g_00984				Syak.g_00725	Syal.g_01813					Syaq.g_02606			
N35.HOG0000216	OG0000112	n0																																										Syab.g_01392					Syag.g_00801				Syak.g_00512	Syal.g_02000					Syaq.g_02476			
N35.HOG0000217	OG0000113	n0																																										Syab.g_01689					Syag.g_00699				Syak.g_00461	Syal.g_02443								
N35.HOG0000218	OG0000114	n0																																										Syab.g_02656, Syab.g_01633					Syag.g_00609				Syak.g_00373, Syak.g_00065	Syal.g_02286					Syaq.g_02269			
N35.HOG0000219	OG0000115	n0																																										Syab.g_00748					Syag.g_01397				Syak.g_01066	Syal.g_00404					Syaq.g_00395			
N35.HOG0000220	OG0000116	n0																																										Syab.g_00945					Syag.g_01156				Syak.g_00911	Syal.g_01630					Syaq.g_00263			
N35.HOG0000221	OG0000117	n0																																										Syab.g_01018					Syag.g_01097				Syak.g_00846	Syal.g_01704					Syaq.g_00203			
N35.HOG0000222	OG0000118	n36																																										Syab.g_00897					Syag.g_01232				Syak.g_00954	Syal.g_01583								
N35.HOG0000223	OG0000118	n54																																																									Syaq.g_00325			
N35.HOG0000224	OG0000118	n55																																																									Syaq.g_00316			
N35.HOG0000225	OG0000119	n2																																																			Syak.g_00917	Syal.g_02056								
N35.HOG0000226	OG0000120	n0																																										Syab.g_00229					Syag.g_02535				Syak.g_01526	Syal.g_01324					Syaq.g_00883			
N35.HOG0000227	OG0000121	n0																																										Syab.g_00772					Syag.g_01414				Syak.g_01044	Syal.g_00374					Syaq.g_00375			
N35.HOG0000228	OG0000122	n0																																										Syab.g_01839					Syag.g_00446				Syak.g_00081	Syal.g_02602					Syaq.g_02118			
N35.HOG0000229	OG0000123	n0																																										Syab.g_00454					Syag.g_02781				Syak.g_01299	Syal.g_00283					Syaq.g_00599			
N35.HOG0000230	OG0000124	n22																																										Syab.g_00088					Syag.g_02367				Syak.g_01692	Syal.g_01519					Syaq.g_01055			
N35.HOG0000231	OG0000124	n54																																															Syag.g_02485													
N35.HOG0000232	OG0000125	n0																																										Syab.g_02763					Syag.g_02136, Syag.g_02134				Syak.g_01934	Syal.g_01075					Syaq.g_01256			
N35.HOG0000233	OG0000126	n0																																										Syab.g_02908					Syag.g_02266				Syak.g_01801	Syal.g_00090					Syaq.g_01156			
N35.HOG0000234	OG0000127	n49																																																			Syak.g_02269	Syal.g_00720								
N35.HOG0000235	OG0000127	n55																																																			Syak.g_02544									
N35.HOG0000236	OG0000128	n0																																										Syab.g_00012					Syag.g_02284				Syak.g_01782	Syal.g_00109					Syaq.g_01138			
N35.HOG0000237	OG0000129	n0																																										Syab.g_02749					Syag.g_02121				Syak.g_01947	Syal.g_01062					Syaq.g_01269			
N35.HOG0000238	OG0000130	n0																																										Syab.g_02434					Syag.g_01819				Syak.g_02255	Syal.g_00751					Syaq.g_01559			
N35.HOG0000239	OG0000131	n0																																										Syab.g_02564					Syag.g_01951				Syak.g_02128	Syal.g_00886					Syaq.g_01427, Syaq.g_01424			
N35.HOG0000240	OG0000132	n34																																																									Syaq.g_01036			
N35.HOG0000241	OG0000132	n35																																										Syab.g_02584					Syag.g_01972				Syak.g_02108	Syal.g_00906					Syaq.g_01404			
N35.HOG0000242	OG0000133	n0																																										Syab.g_01387					Syag.g_00806				Syak.g_00507	Syal.g_01995					Syaq.g_02481			
N35.HOG0000243	OG0000134	n0																																										Syab.g_00554					Syag.g_00008				Syak.g_01212	Syal.g_00552					Syaq.g_00526			
