Orthogroup	Prap	Syar
OG0000078	Prap.g_01472	Syar.g_03265, Syar.g_03018
OG0000079	Prap.g_01459	Syar.g_00166
OG0000080	Prap.g_00093, Prap.g_00095	Syar.g_00585
OG0000081	Prap.g_01238	Syar.g_01898
OG0000082	Prap.g_01183, Prap.g_01790	Syar.g_02202
OG0000085	Prap.g_01917, Prap.g_01787	Syar.g_02919
OG0000086	Prap.g_01090	Syar.g_03085
OG0000087	Prap.g_01035	Syar.g_03192, Syar.g_00068
OG0000088	Prap.g_01004	Syar.g_00101
OG0000089	Prap.g_01349	Syar.g_01162
OG0000090	Prap.g_01236	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356
OG0000091	Prap.g_00384	Syar.g_01891, Syar.g_02426
OG0000093	Prap.g_00355	Syar.g_02623
OG0000094	Prap.g_00306	Syar.g_01789
OG0000095	Prap.g_00708	Syar.g_01932
OG0000097	Prap.g_00410	Syar.g_01706, Syar.g_00364
OG0000098	Prap.g_01928	Syar.g_02343
OG0000099	Prap.g_00082	Syar.g_00715
OG0000100	Prap.g_00200	Syar.g_02477
OG0000101	Prap.g_01642	Syar.g_01073, Syar.g_03154
OG0000102	Prap.g_01575	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Prap.g_01491	Syar.g_00014, Syar.g_00452
OG0000104	Prap.g_01869	Syar.g_00466
OG0000105	Prap.g_01436	Syar.g_00218
OG0000106	Prap.g_00591	Syar.g_01748
OG0000107	Prap.g_01714	Syar.g_03290, Syar.g_00149
OG0000108	Prap.g_01287	Syar.g_01469
OG0000109	Prap.g_01273	Syar.g_03310, Syar.g_01485
OG0000110	Prap.g_01194	Syar.g_02295
OG0000111	Prap.g_00798	Syar.g_01940, Syar.g_00005
OG0000112	Prap.g_01121	Syar.g_03195, Syar.g_02548
OG0000113	Prap.g_00760	Syar.g_02664
OG0000114	Prap.g_00858	Syar.g_01616
OG0000115	Prap.g_00525	Syar.g_02854, Syar.g_01415
OG0000116	Prap.g_00467	Syar.g_01525, Syar.g_02255
OG0000117	Prap.g_00429	Syar.g_01969
OG0000118	Prap.g_00574	Syar.g_02793
OG0000120	Prap.g_00079	Syar.g_00713
OG0000121	Prap.g_00123	Syar.g_02806
OG0000123	Prap.g_01635	Syar.g_01079
OG0000124	Prap.g_01563	Syar.g_00586
OG0000125	Prap.g_01528	Syar.g_00338
OG0000126	Prap.g_01870	Syar.g_00887, Syar.g_00888
OG0000128	Prap.g_00043	Syar.g_00482
OG0000129	Prap.g_00910	Syar.g_00324
OG0000130	Prap.g_00881	Syar.g_03040
OG0000131	Prap.g_01026	Syar.g_02216, Syar.g_00078
OG0000132	Prap.g_01006	Syar.g_00099
OG0000133	Prap.g_01389	Syar.g_02543
OG0000134	Prap.g_01347	Syar.g_02009, Syar.g_01165
OG0000135	Prap.g_00543	Syar.g_00698
OG0000136	Prap.g_01325	Syar.g_02874
OG0000137	Prap.g_01292	Syar.g_01273
OG0000138	Prap.g_01272	Syar.g_01486
OG0000139	Prap.g_01232	Syar.g_03245, Syar.g_02348
OG0000140	Prap.g_01231	Syar.g_02344, Syar.g_03246
OG0000141	Prap.g_01160	Syar.g_02129
OG0000142	Prap.g_00392	Syar.g_02418
OG0000143	Prap.g_00388	Syar.g_02422
OG0000144	Prap.g_00374	Syar.g_02441
OG0000145	Prap.g_00545	Syar.g_01494, Syar.g_03205
OG0000146	Prap.g_01122	Syar.g_02549
OG0000147	Prap.g_01123	Syar.g_02550
OG0000148	Prap.g_00766	Syar.g_02658
OG0000149	Prap.g_00734	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Prap.g_00724	Syar.g_02130
OG0000151	Prap.g_00848	Syar.g_02038
OG0000152	Prap.g_00257	Syar.g_02539
OG0000153	Prap.g_00276	Syar.g_03283, Syar.g_02503
OG0000154	Prap.g_00296	Syar.g_01800
OG0000155	Prap.g_00435	Syar.g_01959
OG0000156	Prap.g_00550	Syar.g_01517
OG0000157	Prap.g_00551	Syar.g_01516
OG0000158	Prap.g_01598	Syar.g_00650
OG0000159	Prap.g_00890	Syar.g_02359, Syar.g_02762
OG0000160	Prap.g_00122	Syar.g_02807
OG0000161	Prap.g_00128	Syar.g_02801
OG0000162	Prap.g_00134	Syar.g_02863
OG0000163	Prap.g_00173	Syar.g_00639, Syar.g_01186
OG0000164	Prap.g_01754	Syar.g_03168, Syar.g_02969
OG0000165	Prap.g_01747	Syar.g_02976
OG0000166	Prap.g_01680	Syar.g_01034
OG0000167	Prap.g_01608	Syar.g_00662
OG0000168	Prap.g_01597	Syar.g_00246
OG0000169	Prap.g_01587	Syar.g_00262
OG0000170	Prap.g_01584	Syar.g_00613
OG0000171	Prap.g_01564	Syar.g_00587
OG0000172	Prap.g_01557	Syar.g_00547
OG0000173	Prap.g_01542	Syar.g_00528
OG0000174	Prap.g_01513	Syar.g_00701
OG0000175	Prap.g_01500	Syar.g_00438
OG0000176	Prap.g_00050	Syar.g_00474
OG0000177	Prap.g_00049	Syar.g_00475
OG0000178	Prap.g_00048	Syar.g_00476
OG0000179	Prap.g_00939	Syar.g_00489
OG0000180	Prap.g_00938	Syar.g_00490
OG0000181	Prap.g_00937	Syar.g_00491
OG0000182	Prap.g_00936	Syar.g_00492
OG0000183	Prap.g_00932	Syar.g_00496
OG0000184	Prap.g_00906	Syar.g_00897
OG0000185	Prap.g_00903	Syar.g_00909
OG0000186	Prap.g_00887	Syar.g_03036
OG0000187	Prap.g_00886	Syar.g_03038
OG0000188	Prap.g_01096	Syar.g_03058
OG0000189	Prap.g_01082	Syar.g_03104
OG0000190	Prap.g_01080	Syar.g_03107, Syar.g_02374
OG0000191	Prap.g_01057	Syar.g_00039
OG0000192	Prap.g_01052	Syar.g_00046
OG0000193	Prap.g_01025	Syar.g_00079
OG0000194	Prap.g_01022	Syar.g_03236, Syar.g_00082
OG0000195	Prap.g_01020	Syar.g_00023, Syar.g_00084
OG0000196	Prap.g_01009	Syar.g_00096
OG0000197	Prap.g_01008	Syar.g_00097
OG0000198	Prap.g_01007	Syar.g_00098
OG0000199	Prap.g_01000	Syar.g_00106
OG0000200	Prap.g_00986	Syar.g_00124
OG0000201	Prap.g_00977	Syar.g_01000
OG0000202	Prap.g_00976	Syar.g_00998, Syar.g_00021
OG0000203	Prap.g_00975	Syar.g_00020, Syar.g_00997
OG0000204	Prap.g_00974	Syar.g_00996
OG0000205	Prap.g_00967	Syar.g_00988
OG0000206	Prap.g_00962	Syar.g_00963
OG0000207	Prap.g_00959	Syar.g_00957
OG0000208	Prap.g_00958	Syar.g_00956
OG0000209	Prap.g_00949	Syar.g_00936, Syar.g_03261
OG0000210	Prap.g_00948	Syar.g_00935, Syar.g_03260
OG0000211	Prap.g_01479	Syar.g_03026
OG0000212	Prap.g_01471	Syar.g_03017
OG0000213	Prap.g_01453	Syar.g_00187
OG0000214	Prap.g_01443	Syar.g_00209
OG0000215	Prap.g_01416	Syar.g_00239
OG0000216	Prap.g_01415	Syar.g_00244
OG0000217	Prap.g_01412	Syar.g_00854
OG0000218	Prap.g_01410	Syar.g_00852
OG0000219	Prap.g_01409	Syar.g_00851
OG0000220	Prap.g_01408	Syar.g_00850, Syar.g_02026
OG0000221	Prap.g_01407	Syar.g_00834
OG0000222	Prap.g_01400	Syar.g_02119, Syar.g_00728
OG0000223	Prap.g_01388	Syar.g_00649
OG0000224	Prap.g_01386	Syar.g_00762, Syar.g_00273
OG0000225	Prap.g_01360	Syar.g_01142
OG0000226	Prap.g_01356	Syar.g_01146
OG0000227	Prap.g_01354	Syar.g_01148
OG0000228	Prap.g_01350	Syar.g_01161
OG0000229	Prap.g_01330	Syar.g_01177, Syar.g_03273
OG0000230	Prap.g_01328	Syar.g_01179, Syar.g_03275
OG0000231	Prap.g_01317	Syar.g_02865, Syar.g_03151
OG0000232	Prap.g_01306	Syar.g_01424
OG0000233	Prap.g_01300	Syar.g_03183, Syar.g_01247
OG0000234	Prap.g_01291	Syar.g_01275
OG0000235	Prap.g_01288	Syar.g_01468
OG0000236	Prap.g_01274	Syar.g_03311, Syar.g_01484
OG0000237	Prap.g_01261	Syar.g_01503
OG0000238	Prap.g_01255	Syar.g_01508
OG0000239	Prap.g_01244	Syar.g_03277, Syar.g_02687
OG0000240	Prap.g_01243	Syar.g_03278, Syar.g_02686
OG0000241	Prap.g_01239	Syar.g_02410
OG0000242	Prap.g_01237	Syar.g_01926
OG0000243	Prap.g_01226	Syar.g_02335
OG0000244	Prap.g_01223	Syar.g_02327
OG0000245	Prap.g_01221	Syar.g_02325, Syar.g_03238
OG0000246	Prap.g_01217	Syar.g_02321
OG0000247	Prap.g_01207	Syar.g_02310
OG0000248	Prap.g_01204	Syar.g_02307, Syar.g_03293
OG0000249	Prap.g_01202	Syar.g_02305
OG0000250	Prap.g_01197	Syar.g_02299, Syar.g_03194
OG0000251	Prap.g_01177	Syar.g_03207, Syar.g_02194
OG0000252	Prap.g_01174	Syar.g_02189, Syar.g_03263
OG0000253	Prap.g_01173	Syar.g_02028, Syar.g_03229
OG0000254	Prap.g_01156	Syar.g_02169
OG0000255	Prap.g_01150	Syar.g_00011, Syar.g_02224
OG0000256	Prap.g_01140	Syar.g_02244
OG0000257	Prap.g_00397	Syar.g_02407, Syar.g_01762
OG0000258	Prap.g_00383	Syar.g_02427, Syar.g_00010
OG0000259	Prap.g_00366	Syar.g_02472
OG0000260	Prap.g_00363	Syar.g_03220, Syar.g_02475
OG0000261	Prap.g_00360	Syar.g_01916
OG0000262	Prap.g_00356	Syar.g_01690
OG0000263	Prap.g_00820	Syar.g_01991
OG0000264	Prap.g_00809	Syar.g_02135, Syar.g_03267
OG0000266	Prap.g_00337	Syar.g_01570
OG0000267	Prap.g_00325	Syar.g_01873
OG0000268	Prap.g_00324	Syar.g_02589
OG0000269	Prap.g_00788	Syar.g_02634
OG0000270	Prap.g_00785	Syar.g_00744, Syar.g_02637
OG0000271	Prap.g_00777	Syar.g_02645
OG0000272	Prap.g_00776	Syar.g_02646
OG0000273	Prap.g_00752	Syar.g_02481, Syar.g_00008
OG0000274	Prap.g_00751	Syar.g_00009, Syar.g_02482
OG0000275	Prap.g_00748	Syar.g_01810
OG0000276	Prap.g_00742	Syar.g_01817
OG0000277	Prap.g_00741	Syar.g_01818, Syar.g_03242
OG0000278	Prap.g_00738	Syar.g_01821, Syar.g_03174
OG0000279	Prap.g_00731	Syar.g_01838
OG0000280	Prap.g_00730	Syar.g_02067, Syar.g_00734
OG0000281	Prap.g_00723	Syar.g_02218
OG0000282	Prap.g_00856	Syar.g_01614, Syar.g_03255
OG0000283	Prap.g_00680	Syar.g_02574
OG0000284	Prap.g_00675	Syar.g_03258, Syar.g_02568
OG0000285	Prap.g_00243	Syar.g_02560
OG0000286	Prap.g_00256	Syar.g_02540
OG0000287	Prap.g_00522	Syar.g_02512
OG0000288	Prap.g_00295	Syar.g_01801
OG0000289	Prap.g_00311	Syar.g_03305, Syar.g_01786
OG0000290	Prap.g_00705	Syar.g_01928
OG0000291	Prap.g_00707	Syar.g_01930
OG0000292	Prap.g_00501	Syar.g_00463
OG0000293	Prap.g_00466	Syar.g_03297, Syar.g_01526
OG0000294	Prap.g_00465	Syar.g_01527, Syar.g_03296
OG0000295	Prap.g_00442	Syar.g_01951, Syar.g_03208
OG0000296	Prap.g_00440	Syar.g_01953
OG0000297	Prap.g_00431	Syar.g_01967, Syar.g_03216
OG0000298	Prap.g_00430	Syar.g_01968, Syar.g_03215
OG0000299	Prap.g_00411	Syar.g_01704
OG0000300	Prap.g_00408	Syar.g_01646, Syar.g_01711
OG0000301	Prap.g_00407	Syar.g_01712
OG0000302	Prap.g_00405	Syar.g_01713
OG0000303	Prap.g_00399	Syar.g_03136, Syar.g_01723
OG0000304	Prap.g_01135	Syar.g_01728
OG0000305	Prap.g_00499	Syar.g_01933, Syar.g_03163
OG0000306	Prap.g_00719	Syar.g_01884, Syar.g_03140
OG0000307	Prap.g_00068	Syar.g_01452, Syar.g_03153
OG0000308	Prap.g_00069	Syar.g_01450
OG0000309	Prap.g_00073	Syar.g_01239
OG0000310	Prap.g_00107	Syar.g_02826
OG0000311	Prap.g_00109	Syar.g_02823
OG0000312	Prap.g_00112	Syar.g_00015, Syar.g_02818
OG0000313	Prap.g_00125	Syar.g_02804
OG0000314	Prap.g_00148	Syar.g_01403
OG0000315	Prap.g_00158	Syar.g_01393
OG0000316	Prap.g_00183	Syar.g_02885
OG0000317	Prap.g_01782	Syar.g_02926
OG0000318	Prap.g_01778	Syar.g_02930
OG0000319	Prap.g_01765	Syar.g_02954
OG0000320	Prap.g_01763	Syar.g_02956
OG0000321	Prap.g_01762	Syar.g_02957
OG0000322	Prap.g_01761	Syar.g_02958
OG0000323	Prap.g_01751	Syar.g_02973
OG0000324	Prap.g_01724	Syar.g_00350, Syar.g_03001
OG0000325	Prap.g_01713	Syar.g_03291, Syar.g_00148
OG0000326	Prap.g_01706	Syar.g_00139, Syar.g_03134
OG0000327	Prap.g_01685	Syar.g_01029
OG0000328	Prap.g_01684	Syar.g_01030
OG0000329	Prap.g_01667	Syar.g_03189, Syar.g_01048
OG0000330	Prap.g_01666	Syar.g_03190, Syar.g_01049
OG0000331	Prap.g_01665	Syar.g_01050, Syar.g_03191
OG0000332	Prap.g_01651	Syar.g_01064, Syar.g_03299
OG0000333	Prap.g_01648, Prap.g_01649	Syar.g_01067
OG0000334	Prap.g_01639	Syar.g_01076
OG0000335	Prap.g_01634	Syar.g_01080
OG0000336	Prap.g_01630	Syar.g_01084
OG0000337	Prap.g_01612	Syar.g_00285
OG0000338	Prap.g_01611	Syar.g_03225, Syar.g_00287
OG0000339	Prap.g_01605	Syar.g_00658
OG0000340	Prap.g_01596	Syar.g_00247
OG0000341	Prap.g_01594	Syar.g_00249
OG0000342	Prap.g_01593	Syar.g_00250
OG0000343	Prap.g_01592	Syar.g_00256
OG0000344	Prap.g_01589	Syar.g_00260
OG0000345	Prap.g_01583	Syar.g_00612
OG0000346	Prap.g_01579	Syar.g_00607
OG0000347	Prap.g_01562	Syar.g_00558
OG0000348	Prap.g_01554	Syar.g_00544
OG0000349	Prap.g_01537	Syar.g_00521
OG0000350	Prap.g_00623	Syar.g_00132
OG0000351	Prap.g_01497	Syar.g_00442
OG0000352	Prap.g_01496	Syar.g_00443
OG0000353	Prap.g_00055	Syar.g_00469
OG0000355	Prap.g_00053	Syar.g_00471
OG0000356	Prap.g_00052	Syar.g_00472
OG0000357	Prap.g_00051	Syar.g_00473
OG0000358	Prap.g_00047	Syar.g_00477
OG0000359	Prap.g_00046	Syar.g_00479
OG0000360	Prap.g_00045	Syar.g_00480
OG0000361	Prap.g_00044	Syar.g_00481
OG0000362	Prap.g_00042	Syar.g_00483
OG0000363	Prap.g_00941	Syar.g_00484
OG0000364	Prap.g_00940	Syar.g_02928
OG0000365	Prap.g_00935	Syar.g_00493
OG0000366	Prap.g_00934	Syar.g_00494
OG0000367	Prap.g_00933	Syar.g_03262, Syar.g_00495
OG0000368	Prap.g_00931	Syar.g_00497
OG0000369	Prap.g_00930	Syar.g_00498
OG0000370	Prap.g_00929	Syar.g_00499
OG0000371	Prap.g_00922	Syar.g_00508
OG0000372	Prap.g_00919	Syar.g_00514
OG0000373	Prap.g_00918	Syar.g_00515
OG0000374	Prap.g_00917	Syar.g_00516
OG0000375	Prap.g_00915	Syar.g_00517
OG0000376	Prap.g_00913	Syar.g_00519
OG0000377	Prap.g_00909	Syar.g_00322
OG0000378	Prap.g_00905	Syar.g_00905
OG0000379	Prap.g_00902	Syar.g_00910
OG0000380	Prap.g_00885	Syar.g_03039
OG0000381	Prap.g_00880	Syar.g_03041
OG0000382	Prap.g_01097	Syar.g_03057
OG0000383	Prap.g_01095	Syar.g_03074
OG0000384	Prap.g_01094	Syar.g_03075
OG0000385	Prap.g_01093	Syar.g_03076
OG0000386	Prap.g_01092	Syar.g_03077
OG0000387	Prap.g_01078	Syar.g_03109
OG0000388	Prap.g_01074	Syar.g_03148, Syar.g_03113
OG0000389	Prap.g_01071	Syar.g_03118
OG0000390	Prap.g_01061	Syar.g_00033
OG0000391	Prap.g_01058	Syar.g_00038
OG0000392	Prap.g_01054	Syar.g_00045
OG0000393	Prap.g_01051	Syar.g_00048
OG0000394	Prap.g_01050	Syar.g_00049
OG0000395	Prap.g_01049	Syar.g_00050
OG0000396	Prap.g_01047	Syar.g_00053
OG0000397	Prap.g_01045	Syar.g_00055
OG0000398	Prap.g_01042	Syar.g_00060
OG0000399	Prap.g_01041	Syar.g_00061
OG0000400	Prap.g_01040	Syar.g_00062
OG0000401	Prap.g_01039	Syar.g_00063
OG0000402	Prap.g_00319	Syar.g_00065
OG0000403	Prap.g_01037	Syar.g_00066
OG0000404	Prap.g_01036	Syar.g_00067
OG0000405	Prap.g_01032	Syar.g_00076
OG0000406	Prap.g_01024	Syar.g_00080
OG0000407	Prap.g_01023	Syar.g_00081
OG0000408	Prap.g_01021	Syar.g_00083
OG0000409	Prap.g_01019	Syar.g_00085
OG0000410	Prap.g_01018	Syar.g_00086
OG0000411	Prap.g_01017	Syar.g_00087
OG0000412	Prap.g_01016	Syar.g_00088
OG0000413	Prap.g_01014	Syar.g_00090
OG0000414	Prap.g_01013	Syar.g_00091, Syar.g_03179
OG0000415	Prap.g_01012	Syar.g_00092
OG0000416	Prap.g_01011	Syar.g_00093
OG0000417	Prap.g_01010	Syar.g_00095
OG0000418	Prap.g_01005	Syar.g_00100
OG0000419	Prap.g_01003	Syar.g_00102
OG0000420	Prap.g_01002	Syar.g_00104
OG0000421	Prap.g_00997	Syar.g_00109
OG0000422	Prap.g_00996	Syar.g_00110
OG0000423	Prap.g_00995	Syar.g_00111
OG0000424	Prap.g_00994	Syar.g_00112
OG0000425	Prap.g_00993	Syar.g_00113
OG0000426	Prap.g_00992	Syar.g_00114
OG0000427	Prap.g_00991	Syar.g_00115
OG0000428	Prap.g_00989	Syar.g_00118
OG0000429	Prap.g_00988	Syar.g_00121
OG0000430	Prap.g_00987	Syar.g_00123
OG0000431	Prap.g_00985	Syar.g_00127
OG0000432	Prap.g_00981	Syar.g_01009
OG0000433	Prap.g_00980	Syar.g_01007
OG0000434	Prap.g_00979	Syar.g_01006
OG0000435	Prap.g_00978	Syar.g_01003
OG0000436	Prap.g_00973	Syar.g_00994
OG0000437	Prap.g_00972	Syar.g_00993
OG0000438	Prap.g_00971	Syar.g_00992
OG0000439	Prap.g_00969	Syar.g_00990
OG0000440	Prap.g_00968	Syar.g_00989
OG0000441	Prap.g_00965	Syar.g_00986
OG0000442	Prap.g_00964	Syar.g_00977
OG0000443	Prap.g_00963	Syar.g_00964
OG0000444	Prap.g_00957	Syar.g_00954
OG0000445	Prap.g_00956	Syar.g_00953
OG0000446	Prap.g_00955	Syar.g_00951
OG0000447	Prap.g_00954	Syar.g_00948
OG0000448	Prap.g_00953	Syar.g_00947
OG0000449	Prap.g_00952	Syar.g_00946
OG0000450	Prap.g_00951	Syar.g_00939
OG0000451	Prap.g_00950	Syar.g_00938
OG0000452	Prap.g_00947	Syar.g_00934
OG0000453	Prap.g_00946	Syar.g_00933
OG0000454	Prap.g_00945	Syar.g_00932
OG0000455	Prap.g_00944	Syar.g_00931
OG0000456	Prap.g_00943	Syar.g_00930
OG0000457	Prap.g_01487	Syar.g_00928
OG0000458	Prap.g_01486	Syar.g_00918
OG0000459	Prap.g_01485	Syar.g_00917
OG0000460	Prap.g_01477	Syar.g_03024
OG0000461	Prap.g_01469	Syar.g_00153
OG0000462	Prap.g_01467	Syar.g_00155
OG0000463	Prap.g_01466	Syar.g_00156
OG0000464	Prap.g_01465	Syar.g_00157
OG0000465	Prap.g_01464	Syar.g_00159
OG0000466	Prap.g_01461	Syar.g_00164
OG0000467	Prap.g_01460	Syar.g_00165
OG0000468	Prap.g_01457	Syar.g_00170
OG0000469	Prap.g_01449	Syar.g_00203
OG0000470	Prap.g_01447	Syar.g_00206
OG0000471	Prap.g_01446	Syar.g_00207
OG0000472	Prap.g_01444	Syar.g_00208
OG0000473	Prap.g_01442	Syar.g_00210
OG0000474	Prap.g_01441	Syar.g_00211
OG0000475	Prap.g_01440	Syar.g_00212
OG0000476	Prap.g_01438	Syar.g_00214
OG0000477	Prap.g_01435	Syar.g_00219
OG0000478	Prap.g_01434	Syar.g_00220
OG0000479	Prap.g_01433	Syar.g_00221
OG0000480	Prap.g_01428	Syar.g_00228
OG0000481	Prap.g_01425	Syar.g_00230
OG0000482	Prap.g_01424	Syar.g_00231
OG0000483	Prap.g_01421	Syar.g_00235
OG0000484	Prap.g_01420	Syar.g_00236
OG0000485	Prap.g_01418	Syar.g_00237
OG0000486	Prap.g_01417	Syar.g_00024, Syar.g_00238
OG0000487	Prap.g_01414	Syar.g_00245
OG0000488	Prap.g_01411	Syar.g_00853
OG0000489	Prap.g_01406	Syar.g_00833
OG0000490	Prap.g_01402	Syar.g_00823
OG0000491	Prap.g_01401	Syar.g_00822
OG0000492	Prap.g_01399	Syar.g_00727
OG0000493	Prap.g_01398	Syar.g_00726
OG0000494	Prap.g_01397	Syar.g_00725
OG0000495	Prap.g_01396	Syar.g_00724
OG0000496	Prap.g_01395	Syar.g_00723
OG0000497	Prap.g_01394	Syar.g_00722
OG0000498	Prap.g_01393	Syar.g_00721
OG0000499	Prap.g_01392	Syar.g_00720
OG0000500	Prap.g_01391	Syar.g_00719
OG0000501	Prap.g_01390	Syar.g_00716
OG0000502	Prap.g_01387	Syar.g_00275
OG0000503	Prap.g_01372	Syar.g_01118
OG0000504	Prap.g_01370	Syar.g_01120
OG0000505	Prap.g_01369	Syar.g_01121
OG0000506	Prap.g_01368	Syar.g_01123
OG0000507	Prap.g_01365	Syar.g_01129
OG0000508	Prap.g_01361	Syar.g_01141
OG0000509	Prap.g_01359	Syar.g_01143
OG0000510	Prap.g_01358	Syar.g_01144
OG0000511	Prap.g_01357	Syar.g_01145
OG0000512	Prap.g_01355	Syar.g_01147
OG0000513	Prap.g_01346	Syar.g_01166
OG0000514	Prap.g_01335	Syar.g_01169
OG0000515	Prap.g_01334	Syar.g_01170
OG0000516	Prap.g_01333	Syar.g_01172
OG0000517	Prap.g_01331	Syar.g_01176
OG0000518	Prap.g_01320	Syar.g_02868
OG0000519	Prap.g_01319	Syar.g_02867
OG0000520	Prap.g_01318	Syar.g_02866
OG0000521	Prap.g_01310	Syar.g_01419
OG0000522	Prap.g_01308	Syar.g_01421
OG0000523	Prap.g_01307	Syar.g_01422
OG0000524	Prap.g_01302	Syar.g_01244
OG0000525	Prap.g_01298	Syar.g_01263
OG0000526	Prap.g_01297	Syar.g_01266
OG0000527	Prap.g_01294	Syar.g_01271
OG0000528	Prap.g_01289	Syar.g_01466
OG0000529	Prap.g_01286	Syar.g_01470
OG0000530	Prap.g_01283	Syar.g_01473
OG0000531	Prap.g_01282	Syar.g_01474
OG0000532	Prap.g_01280	Syar.g_01477
OG0000533	Prap.g_01279	Syar.g_01479
OG0000534	Prap.g_01278	Syar.g_01480
OG0000535	Prap.g_01277	Syar.g_01481
OG0000536	Prap.g_01276	Syar.g_01482
OG0000537	Prap.g_01275	Syar.g_01483
OG0000538	Prap.g_01266	Syar.g_01496
OG0000539	Prap.g_01265	Syar.g_01497
OG0000540	Prap.g_01264	Syar.g_01498
OG0000541	Prap.g_01263	Syar.g_01499
OG0000542	Prap.g_01262	Syar.g_01502
OG0000543	Prap.g_01260	Syar.g_01504
OG0000544	Prap.g_01259	Syar.g_01505
OG0000545	Prap.g_01257	Syar.g_01507
OG0000546	Prap.g_01254	Syar.g_01509
OG0000547	Prap.g_01252	Syar.g_01511
OG0000548	Prap.g_01251	Syar.g_01512
OG0000549	Prap.g_01249	Syar.g_02693
OG0000550	Prap.g_01245	Syar.g_02689
OG0000551	Prap.g_01242	Syar.g_02684
OG0000552	Prap.g_01241	Syar.g_02683
OG0000553	Prap.g_01240	Syar.g_02679
OG0000554	Prap.g_01235	Syar.g_02352
OG0000555	Prap.g_01227	Syar.g_02336
OG0000556	Prap.g_01225	Syar.g_02332
OG0000557	Prap.g_01224	Syar.g_02328
OG0000558	Prap.g_01222	Syar.g_02326
