	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn	Syaa	Syab	Syac	Syad	Syae	Syaf	Syag	Syah	Syai	Syaj	Syak	Syal	Syam	Syan	Syao	Syap	Syaq	Syar	Syas	Syat
Prak	6.0	6.0	4.0	10.0	6.0	4.0	8.0	2.0	2.0	5.0	0.0	2.0	0.0	4.0	4.0	0.0	4.0	4.0	12.0	0.0	10.0	4.0	8.0	6.0	4.0	4.0	4.0	5.0	7.0	8.0	0.0	0.0	0.0	0.0	10.0	4.0	4.0	4.0	7.0	0.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	9.0	2.0	5.0	2.0	9.0	6.0	4.0	4.0	2.0	6.0	4.0	4.0
Pral	4.0	6.0	6.0	10.0	4.0	2.0	6.0	0.0	2.0	4.0	2.0	0.0	2.0	4.0	4.0	0.0	6.0	6.0	12.0	0.0	14.0	4.0	6.0	4.0	4.0	4.0	4.0	4.0	7.0	4.0	0.0	0.0	0.0	2.0	6.0	2.0	2.0	2.0	6.0	0.0	4.0	2.0	2.0	4.0	4.0	2.0	6.0	0.0	2.0	0.0	2.0	2.0	2.0	4.0	6.0	6.0	2.0	2.0	6.0	4.0
Pram	4.0	4.0	6.0	11.0	6.0	6.0	6.0	4.0	4.0	5.0	0.0	2.0	0.0	4.0	4.0	0.0	6.0	6.0	11.0	6.0	13.0	7.0	6.0	10.0	4.0	4.0	4.0	5.0	5.0	6.0	0.0	0.0	0.0	0.0	10.0	4.0	4.0	4.0	10.0	0.0	4.0	4.0	2.0	9.0	7.0	4.0	9.0	4.0	6.0	4.0	8.0	6.0	6.0	8.0	6.0	8.0	6.0	4.0	6.0	8.0
Pran	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	4.0	4.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	4.0	4.0	4.0	5.0	2.0	2.0	2.0	2.0	10.0	4.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	4.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	6.0
Prao	0.0	2.0	0.0	4.0	0.0	6.0	0.0	4.0	0.0	7.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	4.0	7.0	4.0	2.0	0.0	4.0	4.0	6.0	4.0	4.0	2.0	4.0	2.0	2.0	0.0	4.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0
Prap	6.0	6.0	4.0	10.0	6.0	4.0	8.0	2.0	2.0	5.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	4.0	12.0	0.0	10.0	4.0	8.0	6.0	4.0	4.0	4.0	5.0	7.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	7.0	0.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	9.0	2.0	5.0	2.0	9.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0
Praq	3.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	6.0	4.0	6.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	4.0	4.0	4.0	7.0	0.0	5.0	5.0	5.0	6.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	2.0	4.0	2.0	0.0	2.0	2.0	2.0
Prar	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	6.0	4.0	6.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	4.0	4.0	4.0	7.0	0.0	5.0	5.0	5.0	9.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	2.0	0.0	2.0	2.0	2.0
Pras	2.0	4.0	0.0	2.0	2.0	8.0	4.0	6.0	6.0	12.0	12.0	12.0	10.0	0.0	0.0	12.0	0.0	0.0	0.0	10.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	12.0	12.0	0.0	12.0	12.0	12.0	10.0	2.0	6.0	6.0	6.0	12.0	12.0	8.0	2.0	6.0	8.0	8.0	6.0	6.0	4.0	10.0	2.0	4.0	2.0	8.0	8.0	12.0	4.0	6.0	4.0	8.0	8.0
Prat	6.0	6.0	2.0	9.0	4.0	6.0	8.0	4.0	6.0	6.0	0.0	0.0	6.0	2.0	4.0	0.0	2.0	2.0	11.0	0.0	11.0	4.0	8.0	4.0	4.0	6.0	4.0	4.0	6.0	4.0	0.0	0.0	0.0	4.0	6.0	6.0	6.0	6.0	6.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	6.0	2.0	4.0	2.0	4.0	6.0	4.0	4.0	6.0	6.0	4.0	4.0	6.0	6.0
Prau	2.0	2.0	0.0	2.0	2.0	6.0	2.0	2.0	2.0	8.0	10.0	14.0	12.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	6.0	10.0	0.0	10.0	10.0	10.0	12.0	0.0	4.0	4.0	4.0	18.0	10.0	2.0	4.0	2.0	6.0	4.0	2.0	4.0	2.0	2.0	4.0	4.0	2.0	2.0	6.0	10.0	10.0	2.0	2.0	8.0	6.0
Prav	3.0	6.0	0.0	7.0	9.0	21.0	4.0	17.0	4.0	10.0	4.0	4.0	7.0	0.0	2.0	4.0	0.0	0.0	3.0	4.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	11.0	0.0	4.0	4.0	4.0	7.0	0.0	17.0	15.0	15.0	12.0	4.0	6.0	8.0	4.0	13.0	12.0	12.0	12.0	4.0	6.0	13.0	2.0	4.0	6.0	4.0	10.0	4.0	10.0	4.0	4.0	4.0
Praw	2.0	6.0	0.0	2.0	2.0	10.0	0.0	8.0	3.0	13.0	9.0	7.0	7.0	0.0	0.0	9.0	0.0	0.0	2.0	10.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	8.0	0.0	9.0	9.0	9.0	7.0	0.0	12.0	10.0	10.0	11.0	9.0	5.0	5.0	5.0	5.0	8.0	8.0	8.0	2.0	3.0	5.0	2.0	7.0	3.0	2.0	7.0	4.0	5.0	3.0	2.0	2.0
Prax	0.0	2.0	0.0	0.0	0.0	8.0	0.0	4.0	2.0	9.0	7.0	4.0	11.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	0.0	7.0	7.0	7.0	11.0	0.0	6.0	4.0	4.0	9.0	7.0	5.0	2.0	2.0	6.0	6.0	4.0	6.0	4.0	6.0	4.0	6.0	4.0	6.0	4.0	6.0	4.0	4.0	4.0	4.0	4.0
Pray	2.0	2.0	0.0	2.0	4.0	6.0	0.0	2.0	0.0	9.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	0.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	7.0	4.0	2.0	0.0	4.0	4.0	6.0	4.0	4.0	2.0	6.0	2.0	2.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0
Praz	2.0	2.0	0.0	2.0	2.0	6.0	0.0	2.0	0.0	7.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	2.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	4.0	5.0	4.0	2.0	0.0	4.0	4.0	6.0	4.0	4.0	2.0	6.0	2.0	2.0	0.0	4.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0
Prba	2.0	2.0	0.0	2.0	2.0	6.0	0.0	2.0	0.0	7.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	4.0	4.0	4.0	4.0	0.0	6.0	6.0	6.0	5.0	4.0	2.0	0.0	4.0	4.0	6.0	4.0	6.0	2.0	6.0	2.0	2.0	0.0	4.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0
Prbb	11.0	10.0	4.0	6.0	4.0	13.0	15.0	11.0	11.0	14.0	6.0	8.0	8.0	4.0	4.0	6.0	4.0	4.0	14.0	8.0	6.0	14.0	12.0	8.0	12.0	4.0	4.0	0.0	4.0	4.0	6.0	6.0	6.0	8.0	14.0	8.0	8.0	8.0	16.0	6.0	9.0	5.0	3.0	9.0	5.0	7.0	5.0	5.0	7.0	2.0	7.0	11.0	7.0	7.0	7.0	4.0	5.0	7.0	7.0	7.0
Prbc	7.0	4.0	7.0	12.0	7.0	10.0	6.0	4.0	7.0	2.0	6.0	6.0	4.0	2.0	9.0	6.0	7.0	7.0	16.0	6.0	12.0	12.0	6.0	7.0	7.0	7.0	7.0	4.0	0.0	7.0	6.0	6.0	6.0	4.0	9.0	4.0	4.0	4.0	2.0	6.0	13.0	3.0	0.0	5.0	3.0	5.0	5.0	3.0	5.0	3.0	5.0	5.0	3.0	6.0	5.0	2.0	2.0	2.0	4.0	4.0
Prbd	0.0	2.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	7.0	8.0	4.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	8.0	8.0	8.0	7.0	0.0	4.0	4.0	4.0	7.0	8.0	8.0	2.0	4.0	12.0	12.0	6.0	12.0	4.0	6.0	4.0	6.0	2.0	10.0	2.0	8.0	4.0	4.0	6.0	4.0	2.0
Prbe	6.0	6.0	4.0	10.0	6.0	4.0	8.0	2.0	2.0	5.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	4.0	12.0	0.0	10.0	4.0	8.0	6.0	4.0	4.0	4.0	5.0	7.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	7.0	0.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	10.0	2.0	6.0	2.0	10.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0
Prbf	6.0	6.0	4.0	10.0	6.0	4.0	8.0	2.0	2.0	5.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	4.0	12.0	0.0	10.0	4.0	8.0	6.0	4.0	4.0	4.0	5.0	7.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	7.0	0.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	9.0	2.0	5.0	2.0	9.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0
Prbg	6.0	6.0	4.0	10.0	6.0	4.0	8.0	2.0	2.0	5.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	4.0	12.0	0.0	10.0	4.0	8.0	6.0	4.0	4.0	4.0	5.0	7.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	7.0	0.0	4.0	0.0	2.0	4.0	4.0	4.0	4.0	2.0	7.0	2.0	5.0	2.0	7.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0
Prbh	4.0	4.0	6.0	11.0	6.0	4.0	6.0	2.0	2.0	5.0	0.0	2.0	0.0	4.0	4.0	0.0	6.0	6.0	11.0	4.0	13.0	7.0	6.0	10.0	4.0	4.0	4.0	5.0	5.0	6.0	0.0	0.0	0.0	0.0	10.0	2.0	2.0	2.0	10.0	0.0	2.0	2.0	0.0	7.0	5.0	2.0	7.0	2.0	4.0	2.0	6.0	4.0	4.0	6.0	4.0	6.0	4.0	2.0	4.0	6.0
Prbi	0.0	5.0	0.0	0.0	0.0	13.0	0.0	6.0	0.0	8.0	11.0	6.0	10.0	3.0	0.0	8.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	8.0	0.0	8.0	8.0	8.0	10.0	0.0	8.0	8.0	8.0	17.0	8.0	10.0	4.0	8.0	10.0	10.0	10.0	8.0	6.0	10.0	6.0	10.0	6.0	14.0	11.0	8.0	6.0	6.0	8.0	8.0	8.0
Prbj	4.0	4.0	4.0	4.0	6.0	13.0	8.0	7.0	9.0	2.0	5.0	2.0	7.0	2.0	4.0	5.0	4.0	4.0	6.0	9.0	4.0	11.0	10.0	6.0	4.0	4.0	6.0	4.0	4.0	4.0	5.0	5.0	5.0	2.0	10.0	0.0	0.0	0.0	8.0	5.0	2.0	6.0	6.0	16.0	4.0	7.0	16.0	6.0	9.0	0.0	4.0	10.0	7.0	6.0	10.0	8.0	2.0	6.0	8.0	8.0
Prbk	4.0	4.0	4.0	4.0	6.0	10.0	8.0	7.0	9.0	2.0	4.0	2.0	7.0	2.0	4.0	4.0	4.0	4.0	6.0	9.0	4.0	9.0	8.0	4.0	4.0	4.0	6.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	10.0	0.0	0.0	0.0	8.0	4.0	2.0	6.0	6.0	16.0	4.0	7.0	16.0	6.0	9.0	0.0	4.0	10.0	7.0	6.0	10.0	8.0	2.0	6.0	8.0	8.0
Prbl	4.0	4.0	4.0	4.0	6.0	12.0	8.0	7.0	10.0	2.0	4.0	2.0	8.0	2.0	4.0	4.0	4.0	4.0	6.0	10.0	4.0	8.0	8.0	4.0	4.0	4.0	6.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	10.0	0.0	0.0	0.0	8.0	4.0	2.0	6.0	6.0	16.0	4.0	7.0	16.0	6.0	9.0	0.0	4.0	10.0	7.0	6.0	9.0	8.0	2.0	6.0	8.0	8.0
Prbm	15.0	18.0	11.0	17.0	13.0	21.0	17.0	21.0	16.0	26.0	6.0	10.0	12.0	12.0	11.0	6.0	11.0	14.0	18.0	14.0	23.0	24.0	14.0	14.0	18.0	7.0	7.0	16.0	2.0	9.0	6.0	6.0	6.0	12.0	28.0	12.0	12.0	12.0	0.0	6.0	18.0	8.0	14.0	21.0	14.0	18.0	14.0	16.0	10.0	5.0	12.0	22.0	16.0	13.0	13.0	10.0	9.0	9.0	13.0	17.0
Prbn	6.0	6.0	4.0	10.0	6.0	4.0	8.0	2.0	2.0	5.0	0.0	0.0	0.0	4.0	4.0	0.0	4.0	4.0	12.0	2.0	10.0	4.0	8.0	6.0	4.0	4.0	4.0	5.0	7.0	8.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	7.0	0.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	9.0	2.0	5.0	2.0	9.0	4.0	4.0	4.0	2.0	6.0	4.0	4.0
Syaa	6.0	4.0	2.0	4.0	5.0	13.0	8.0	14.0	10.0	10.0	5.0	4.0	9.0	2.0	2.0	5.0	2.0	2.0	10.0	8.0	2.0	7.0	4.0	5.0	2.0	2.0	2.0	10.0	8.0	10.0	5.0	5.0	5.0	3.0	13.0	2.0	2.0	2.0	16.0	5.0	0.0	7.0	9.0	7.0	5.0	13.0	13.0	5.0	11.0	0.0	12.0	4.0	15.0	9.0	2.0	15.0	11.0	17.0	14.0	15.0
Syab	4.0	0.0	0.0	0.0	4.0	10.0	10.0	8.0	10.0	7.0	2.0	2.0	8.0	0.0	0.0	2.0	0.0	0.0	4.0	8.0	4.0	4.0	6.0	2.0	0.0	0.0	0.0	7.0	3.0	2.0	2.0	2.0	0.0	2.0	5.0	6.0	6.0	6.0	10.0	2.0	12.0	0.0	7.0	22.0	7.0	17.0	13.0	11.0	22.0	11.0	18.0	6.0	5.0	16.0	8.0	10.0	12.0	23.0	17.0	17.0
Syac	8.0	6.0	0.0	4.0	4.0	8.0	8.0	8.0	10.0	7.0	2.0	2.0	4.0	4.0	4.0	2.0	0.0	0.0	8.0	6.0	2.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	0.0	4.0	2.0	2.0	2.0	0.0	8.0	6.0	6.0	6.0	15.0	2.0	9.0	7.0	0.0	9.0	7.0	10.0	9.0	0.0	9.0	0.0	7.0	8.0	13.0	12.0	4.0	10.0	8.0	12.0	11.0	11.0
Syad	7.0	2.0	0.0	4.0	9.0	15.0	7.0	20.0	10.0	10.0	5.0	4.0	14.0	2.0	4.0	5.0	0.0	0.0	9.0	9.0	7.0	15.0	4.0	7.0	4.0	4.0	4.0	10.0	5.0	15.0	5.0	5.0	5.0	7.0	12.0	13.0	13.0	13.0	19.0	5.0	6.0	18.0	8.0	0.0	11.0	8.0	30.0	6.0	8.0	7.0	6.0	4.0	6.0	17.0	11.0	18.0	9.0	17.0	15.0	15.0
Syae	9.0	2.0	0.0	6.0	10.0	9.0	9.0	15.0	7.0	7.0	4.0	4.0	8.0	0.0	6.0	4.0	0.0	0.0	9.0	6.0	4.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	2.0	15.0	4.0	4.0	4.0	4.0	10.0	4.0	4.0	4.0	13.0	4.0	4.0	6.0	6.0	14.0	0.0	6.0	18.0	6.0	8.0	0.0	10.0	2.0	10.0	10.0	2.0	10.0	7.0	16.0	14.0	10.0
Syaf	7.0	2.0	2.0	4.0	8.0	11.0	9.0	11.0	7.0	12.0	4.0	2.0	6.0	0.0	4.0	4.0	0.0	0.0	7.0	6.0	2.0	6.0	6.0	4.0	4.0	4.0	4.0	9.0	6.0	6.0	4.0	4.0	4.0	2.0	12.0	9.0	9.0	9.0	19.0	4.0	13.0	15.0	10.0	11.0	7.0	0.0	7.0	9.0	8.0	0.0	5.0	8.0	7.0	15.0	8.0	5.0	11.0	14.0	15.0	15.0
Syag	8.0	2.0	0.0	4.0	9.0	13.0	11.0	17.0	8.0	6.0	4.0	6.0	10.0	0.0	4.0	4.0	0.0	0.0	8.0	8.0	4.0	7.0	7.0	6.0	4.0	4.0	6.0	6.0	4.0	12.0	4.0	4.0	4.0	6.0	8.0	9.0	9.0	9.0	12.0	4.0	13.0	14.0	9.0	20.0	15.0	7.0	0.0	7.0	14.0	2.0	11.0	8.0	11.0	24.0	10.0	10.0	18.0	16.0	14.0	12.0
Syah	7.0	6.0	0.0	2.0	4.0	11.0	7.0	11.0	12.0	8.0	2.0	0.0	7.0	6.0	2.0	2.0	0.0	0.0	7.0	5.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	8.0	3.0	4.0	2.0	2.0	2.0	2.0	7.0	7.0	7.0	7.0	18.0	2.0	6.0	12.0	0.0	8.0	8.0	10.0	9.0	0.0	12.0	0.0	8.0	6.0	12.0	12.0	4.0	8.0	9.0	13.0	14.0	12.0
Syai	7.0	2.0	0.0	6.0	6.0	22.0	5.0	15.0	11.0	9.0	8.0	2.0	10.0	0.0	4.0	8.0	2.0	0.0	12.0	8.0	2.0	6.0	2.0	6.0	6.0	6.0	6.0	12.0	9.0	6.0	8.0	8.0	6.0	4.0	11.0	10.0	10.0	10.0	13.0	8.0	16.0	18.0	8.0	9.0	8.0	9.0	15.0	13.0	0.0	7.0	12.0	20.0	11.0	14.0	9.0	12.0	13.0	17.0	19.0	15.0
Syaj	2.0	0.0	0.0	2.0	7.0	5.0	4.0	7.0	7.0	2.0	3.0	0.0	10.0	0.0	2.0	3.0	0.0	0.0	2.0	7.0	4.0	20.0	4.0	5.0	2.0	2.0	2.0	2.0	2.0	5.0	3.0	3.0	3.0	3.0	8.0	0.0	0.0	0.0	5.0	3.0	0.0	10.0	0.0	7.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	2.0	11.0	4.0	12.0	5.0	6.0	12.0	12.0
Syak	8.0	2.0	0.0	2.0	5.0	15.0	8.0	13.0	11.0	10.0	5.0	2.0	12.0	2.0	2.0	5.0	2.0	0.0	8.0	7.0	4.0	3.0	2.0	7.0	2.0	2.0	2.0	10.0	4.0	8.0	5.0	5.0	5.0	7.0	11.0	4.0	4.0	4.0	15.0	5.0	13.0	20.0	9.0	9.0	13.0	7.0	13.0	9.0	14.0	0.0	0.0	4.0	11.0	13.0	6.0	16.0	11.0	15.0	19.0	24.0
Syal	2.0	6.0	0.0	0.0	2.0	10.0	8.0	12.0	8.0	7.0	2.0	2.0	8.0	4.0	0.0	2.0	0.0	0.0	2.0	8.0	2.0	4.0	6.0	4.0	0.0	0.0	0.0	7.0	5.0	2.0	2.0	2.0	2.0	4.0	6.0	10.0	10.0	10.0	15.0	2.0	4.0	6.0	8.0	4.0	2.0	6.0	8.0	6.0	17.0	0.0	4.0	0.0	4.0	10.0	12.0	22.0	13.0	15.0	12.0	19.0
Syam	7.0	4.0	0.0	4.0	6.0	13.0	5.0	15.0	7.0	8.0	8.0	2.0	8.0	2.0	4.0	8.0	2.0	0.0	10.0	6.0	2.0	6.0	2.0	6.0	4.0	4.0	4.0	11.0	5.0	14.0	8.0	8.0	6.0	4.0	19.0	6.0	6.0	6.0	16.0	8.0	19.0	4.0	13.0	7.0	13.0	7.0	19.0	13.0	10.0	2.0	9.0	4.0	0.0	9.0	4.0	9.0	8.0	14.0	13.0	9.0
Syan	8.0	2.0	2.0	2.0	2.0	21.0	8.0	19.0	10.0	11.0	6.0	4.0	12.0	2.0	0.0	4.0	2.0	2.0	12.0	6.0	6.0	4.0	2.0	4.0	0.0	0.0	0.0	11.0	7.0	2.0	4.0	4.0	4.0	8.0	13.0	5.0	5.0	5.0	15.0	4.0	11.0	18.0	17.0	18.0	17.0	17.0	24.0	16.0	19.0	13.0	14.0	17.0	14.0	0.0	20.0	31.0	33.0	33.0	16.0	50.0
Syao	6.0	4.0	5.0	7.0	6.0	15.0	8.0	15.0	11.0	5.0	4.0	7.0	9.0	2.0	4.0	4.0	5.0	5.0	13.0	9.0	11.0	11.0	6.0	6.0	4.0	4.0	4.0	7.0	5.0	8.0	4.0	4.0	4.0	4.0	8.0	10.0	10.0	10.0	9.0	4.0	2.0	12.0	8.0	10.0	4.0	8.0	13.0	8.0	12.0	4.0	6.0	16.0	6.0	20.0	0.0	8.0	15.0	12.0	8.0	6.0
