Orthogroup	Prbg	Prat
OG0000029	Prbg.g_01535, Prbg.g_01624	Prat.g_00852
OG0000031	Prbg.g_01855	Prat.g_01796
OG0000032	Prbg.g_00730	Prat.g_01516
OG0000034	Prbg.g_00591	Prat.g_01352, Prat.g_01353
OG0000035	Prbg.g_00174	Prat.g_01400
OG0000036	Prbg.g_00698	Prat.g_01470
OG0000038	Prbg.g_00550	Prat.g_01266
OG0000039	Prbg.g_01544	Prat.g_01219
OG0000041	Prbg.g_00342	Prat.g_00586
OG0000042	Prbg.g_01900	Prat.g_01841
OG0000043	Prbg.g_00025	Prat.g_00657
OG0000045	Prbg.g_01639, Prbg.g_00304	Prat.g_01507
OG0000046	Prbg.g_00682	Prat.g_01448
OG0000047	Prbg.g_01486	Prat.g_01156
OG0000048	Prbg.g_00816	Prat.g_00058
OG0000049	Prbg.g_00551	Prat.g_01311
OG0000050	Prbg.g_00944	Prat.g_00166
OG0000051	Prbg.g_00013	Prat.g_00834
OG0000052	Prbg.g_01608, Prbg.g_01614	Prat.g_01552, Prat.g_00613
OG0000053	Prbg.g_01151	Prat.g_00788
OG0000054	Prbg.g_00716, Prbg.g_01642	Prat.g_01584
OG0000055	Prbg.g_01847	Prat.g_01788
OG0000056	Prbg.g_00842	Prat.g_00033
OG0000057	Prbg.g_00935	Prat.g_00157
OG0000058	Prbg.g_00388	Prat.g_00637
OG0000059	Prbg.g_00256	Prat.g_01499
OG0000060	Prbg.g_01364	Prat.g_00804
OG0000061	Prbg.g_00359	Prat.g_01503
OG0000062	Prbg.g_01182	Prat.g_01014
OG0000063	Prbg.g_01542	Prat.g_01463, Prat.g_00666
OG0000065	Prbg.g_01019	Prat.g_00242
OG0000066	Prbg.g_00194	Prat.g_00434
OG0000067	Prbg.g_01143	Prat.g_00775
OG0000070	Prbg.g_01234	Prat.g_00965
OG0000071	Prbg.g_01459	Prat.g_01129
OG0000072	Prbg.g_00477	Prat.g_01249
OG0000073	Prbg.g_01610	Prat.g_01579
OG0000074	Prbg.g_00549	Prat.g_00344
OG0000075	Prbg.g_01785	Prat.g_01726
OG0000076	Prbg.g_00630	Prat.g_01394
OG0000077	Prbg.g_00778	Prat.g_00011
OG0000078	Prbg.g_00100	Prat.g_00329
OG0000079	Prbg.g_00459	Prat.g_01477
OG0000080	Prbg.g_01386	Prat.g_01054
OG0000081	Prbg.g_01133	Prat.g_00765
OG0000082	Prbg.g_01166	Prat.g_01030
OG0000083	Prbg.g_01507	Prat.g_01176
OG0000084	Prbg.g_01287	Prat.g_00896
OG0000085	Prbg.g_01531	Prat.g_01208
OG0000086	Prbg.g_00749	Prat.g_01561, Prat.g_01495
OG0000090	Prbg.g_00552	Prat.g_01312
OG0000091	Prbg.g_00599	Prat.g_01361
OG0000092	Prbg.g_00414	Prat.g_01539
OG0000093	Prbg.g_01737	Prat.g_01679
OG0000094	Prbg.g_01781	Prat.g_01722
OG0000095	Prbg.g_01819	Prat.g_01759
OG0000096	Prbg.g_01892	Prat.g_01833
OG0000097	Prbg.g_00419	Prat.g_01853
OG0000098	Prbg.g_00770	Prat.g_00003
OG0000099	Prbg.g_00851	Prat.g_01314, Prat.g_00024
OG0000101	Prbg.g_00822	Prat.g_00054
OG0000102	Prbg.g_00887	Prat.g_00112
OG0000103	Prbg.g_00896	Prat.g_00121
OG0000104	Prbg.g_00913	Prat.g_00138
OG0000105	Prbg.g_00948	Prat.g_00171
OG0000106	Prbg.g_00962	Prat.g_00185
OG0000107	Prbg.g_00971	Prat.g_00194
OG0000108	Prbg.g_00981	Prat.g_00204
OG0000109	Prbg.g_01022	Prat.g_00245
OG0000110	Prbg.g_01034	Prat.g_00257
OG0000111	Prbg.g_00053	Prat.g_00281
OG0000112	Prbg.g_00064	Prat.g_00292
OG0000113	Prbg.g_00077	Prat.g_00305
OG0000114	Prbg.g_00103	Prat.g_00332
OG0000115	Prbg.g_00193	Prat.g_00433
OG0000116	Prbg.g_00195	Prat.g_00435
OG0000117	Prbg.g_00199	Prat.g_00440
OG0000118	Prbg.g_00219	Prat.g_00462
OG0000119	Prbg.g_00249	Prat.g_00494
OG0000120	Prbg.g_00250	Prat.g_00495
OG0000121	Prbg.g_00260	Prat.g_00504
OG0000122	Prbg.g_00270	Prat.g_00514, Prat.g_00513
OG0000123	Prbg.g_00302	Prat.g_00548
OG0000124	Prbg.g_01405	Prat.g_01073
OG0000125	Prbg.g_01404	Prat.g_01072
OG0000126	Prbg.g_01403	Prat.g_01071
OG0000127	Prbg.g_01128	Prat.g_00760
OG0000128	Prbg.g_01153	Prat.g_00790
OG0000129	Prbg.g_01354	Prat.g_00815
OG0000130	Prbg.g_01251	Prat.g_00856
OG0000131	Prbg.g_01157	Prat.g_01039
OG0000132	Prbg.g_01194	Prat.g_01004
OG0000133	Prbg.g_01101	Prat.g_00734
OG0000134	Prbg.g_01385	Prat.g_01053
OG0000135	Prbg.g_01291	Prat.g_00900
OG0000136	Prbg.g_01237	Prat.g_00962
OG0000137	Prbg.g_00752	Prat.g_01557
OG0000138	Prbg.g_01492	Prat.g_01161
OG0000139	Prbg.g_01480	Prat.g_01150
OG0000140	Prbg.g_00352	Prat.g_00595
OG0000141	Prbg.g_00687	Prat.g_01509
OG0000142	Prbg.g_00490	Prat.g_01261
OG0000143	Prbg.g_00529	Prat.g_01291
OG0000144	Prbg.g_00579	Prat.g_01338
OG0000145	Prbg.g_00592	Prat.g_01354
OG0000146	Prbg.g_00628	Prat.g_01392
OG0000147	Prbg.g_00675	Prat.g_01441
OG0000148	Prbg.g_00676	Prat.g_01442
OG0000149	Prbg.g_01647	Prat.g_01589
OG0000150	Prbg.g_01686	Prat.g_01377
OG0000151	Prbg.g_01689	Prat.g_01631
OG0000152	Prbg.g_01709	Prat.g_01652
OG0000153	Prbg.g_01743	Prat.g_01685
OG0000154	Prbg.g_01779	Prat.g_01720
OG0000155	Prbg.g_01798	Prat.g_01739
OG0000156	Prbg.g_01831	Prat.g_01771
OG0000157	Prbg.g_01865	Prat.g_01806
OG0000158	Prbg.g_01931	Prat.g_01873
OG0000160	Prbg.g_00768	Prat.g_00001
OG0000161	Prbg.g_00769	Prat.g_00002
OG0000162	Prbg.g_00771	Prat.g_00004
OG0000163	Prbg.g_00772	Prat.g_00005
OG0000164	Prbg.g_00773	Prat.g_00006
OG0000165	Prbg.g_00774	Prat.g_00007
OG0000166	Prbg.g_00775	Prat.g_00008
OG0000167	Prbg.g_00776	Prat.g_00009
OG0000168	Prbg.g_00777	Prat.g_00010
OG0000169	Prbg.g_00779	Prat.g_00013
OG0000170	Prbg.g_00860	Prat.g_00015
OG0000171	Prbg.g_00859	Prat.g_00016
OG0000172	Prbg.g_00858	Prat.g_00017
OG0000173	Prbg.g_00857	Prat.g_00018
OG0000174	Prbg.g_00856	Prat.g_00019
OG0000175	Prbg.g_00855	Prat.g_00020
OG0000176	Prbg.g_00854	Prat.g_00021
OG0000177	Prbg.g_00853	Prat.g_00022
OG0000178	Prbg.g_00852	Prat.g_00023
OG0000179	Prbg.g_00850	Prat.g_00025
OG0000180	Prbg.g_00849	Prat.g_00026
OG0000181	Prbg.g_00848	Prat.g_00027
OG0000182	Prbg.g_00847	Prat.g_00028
OG0000183	Prbg.g_00846	Prat.g_00029
OG0000184	Prbg.g_00844	Prat.g_00031
OG0000185	Prbg.g_00841	Prat.g_00034
OG0000186	Prbg.g_00838	Prat.g_00036
OG0000187	Prbg.g_00837	Prat.g_00037
OG0000188	Prbg.g_00836	Prat.g_00038
OG0000189	Prbg.g_00834	Prat.g_00042
OG0000190	Prbg.g_00832	Prat.g_00044
OG0000191	Prbg.g_00830	Prat.g_00046
OG0000192	Prbg.g_00829	Prat.g_00047
OG0000193	Prbg.g_00828	Prat.g_00048
OG0000194	Prbg.g_00825	Prat.g_00051
OG0000195	Prbg.g_00824	Prat.g_00052
OG0000196	Prbg.g_00823	Prat.g_00053
OG0000197	Prbg.g_00821	Prat.g_00055
OG0000198	Prbg.g_00820	Prat.g_00056
OG0000199	Prbg.g_00818	Prat.g_00057
OG0000200	Prbg.g_00806	Prat.g_00060
OG0000201	Prbg.g_00805	Prat.g_00061
OG0000202	Prbg.g_00804	Prat.g_00062
OG0000203	Prbg.g_00800	Prat.g_00066
OG0000204	Prbg.g_00799	Prat.g_00067
OG0000205	Prbg.g_00796	Prat.g_00070
OG0000206	Prbg.g_00794	Prat.g_00072
OG0000207	Prbg.g_00792	Prat.g_00074
OG0000208	Prbg.g_00791	Prat.g_00075
OG0000209	Prbg.g_00017	Prat.g_01504
OG0000210	Prbg.g_00790	Prat.g_00076
OG0000211	Prbg.g_00789	Prat.g_00079
OG0000212	Prbg.g_00788	Prat.g_00080
OG0000213	Prbg.g_00787	Prat.g_00081
OG0000214	Prbg.g_00786	Prat.g_00082
OG0000215	Prbg.g_00785	Prat.g_00083
OG0000216	Prbg.g_00784	Prat.g_00084
OG0000217	Prbg.g_00782	Prat.g_00086
OG0000218	Prbg.g_00781	Prat.g_00087
OG0000219	Prbg.g_00780	Prat.g_00088
OG0000220	Prbg.g_00861	Prat.g_00089
OG0000221	Prbg.g_00864	Prat.g_00091
OG0000222	Prbg.g_00865	Prat.g_00092
OG0000223	Prbg.g_00866	Prat.g_00093
OG0000224	Prbg.g_00868	Prat.g_00094
OG0000225	Prbg.g_00869	Prat.g_00095
OG0000226	Prbg.g_00870	Prat.g_00096
OG0000227	Prbg.g_00872	Prat.g_00098
OG0000228	Prbg.g_00873	Prat.g_00099
OG0000229	Prbg.g_00874	Prat.g_00100
OG0000230	Prbg.g_00875	Prat.g_00101
OG0000231	Prbg.g_00876	Prat.g_00102
OG0000232	Prbg.g_00877	Prat.g_00103
OG0000233	Prbg.g_00879	Prat.g_00104
OG0000234	Prbg.g_00880	Prat.g_00105
OG0000235	Prbg.g_00881	Prat.g_00106
OG0000236	Prbg.g_00884	Prat.g_00109
OG0000237	Prbg.g_00885	Prat.g_00110
OG0000238	Prbg.g_00886	Prat.g_00111
OG0000239	Prbg.g_00888	Prat.g_00113
OG0000240	Prbg.g_00889	Prat.g_00114
OG0000241	Prbg.g_00890	Prat.g_00115
OG0000242	Prbg.g_00891	Prat.g_00116
OG0000243	Prbg.g_00894	Prat.g_00118
OG0000244	Prbg.g_00897	Prat.g_00122
OG0000245	Prbg.g_00898	Prat.g_00123
OG0000246	Prbg.g_00899	Prat.g_00124
OG0000247	Prbg.g_00901	Prat.g_00126
OG0000248	Prbg.g_00903	Prat.g_00128
OG0000249	Prbg.g_00905	Prat.g_00130
OG0000250	Prbg.g_00906	Prat.g_00131
OG0000251	Prbg.g_00907	Prat.g_00132
OG0000252	Prbg.g_00908	Prat.g_00133
OG0000253	Prbg.g_00909	Prat.g_00134
OG0000254	Prbg.g_01349	Prat.g_00601
OG0000255	Prbg.g_00911	Prat.g_00136
OG0000256	Prbg.g_00914	Prat.g_00139
OG0000257	Prbg.g_00916	Prat.g_00141
OG0000258	Prbg.g_00922	Prat.g_00144
OG0000259	Prbg.g_00923	Prat.g_00145
OG0000260	Prbg.g_00924	Prat.g_00146
OG0000261	Prbg.g_00925	Prat.g_00147
OG0000262	Prbg.g_00926	Prat.g_00148
OG0000263	Prbg.g_00928	Prat.g_00150
OG0000264	Prbg.g_00929	Prat.g_00151
OG0000265	Prbg.g_00930	Prat.g_00152
OG0000266	Prbg.g_00931	Prat.g_00153
OG0000267	Prbg.g_00932	Prat.g_00154
OG0000268	Prbg.g_00934	Prat.g_00156
OG0000269	Prbg.g_00936	Prat.g_00158
OG0000270	Prbg.g_00937	Prat.g_00159
OG0000271	Prbg.g_00938	Prat.g_00160
OG0000272	Prbg.g_00939	Prat.g_00161
OG0000273	Prbg.g_00940	Prat.g_00162
OG0000274	Prbg.g_00941	Prat.g_00163
OG0000275	Prbg.g_00942	Prat.g_00164
OG0000276	Prbg.g_00943	Prat.g_00165
OG0000277	Prbg.g_00945	Prat.g_00167
OG0000278	Prbg.g_00946	Prat.g_00169
OG0000279	Prbg.g_00947	Prat.g_00170
OG0000280	Prbg.g_00949	Prat.g_00172
OG0000281	Prbg.g_00951	Prat.g_00174
OG0000282	Prbg.g_00952	Prat.g_00175
OG0000283	Prbg.g_00953	Prat.g_00176
OG0000284	Prbg.g_00954	Prat.g_00177
OG0000285	Prbg.g_00955	Prat.g_00178
OG0000286	Prbg.g_00956	Prat.g_00179
OG0000287	Prbg.g_00957	Prat.g_00180
OG0000288	Prbg.g_00959	Prat.g_00182
OG0000289	Prbg.g_00960	Prat.g_00183
OG0000290	Prbg.g_00961	Prat.g_00184
OG0000291	Prbg.g_00963	Prat.g_00186
OG0000292	Prbg.g_00965	Prat.g_00188
OG0000293	Prbg.g_00966	Prat.g_00189
OG0000294	Prbg.g_00967	Prat.g_00190
OG0000295	Prbg.g_00968	Prat.g_00191
OG0000296	Prbg.g_00969	Prat.g_00192
OG0000297	Prbg.g_00970	Prat.g_00193
OG0000298	Prbg.g_00972	Prat.g_00195
OG0000299	Prbg.g_00973	Prat.g_00196
OG0000300	Prbg.g_00974	Prat.g_00197
OG0000301	Prbg.g_00975	Prat.g_00198
OG0000302	Prbg.g_00976	Prat.g_00199
OG0000303	Prbg.g_00977	Prat.g_00200
OG0000304	Prbg.g_00979	Prat.g_00202
OG0000305	Prbg.g_00980	Prat.g_00203
OG0000306	Prbg.g_00983	Prat.g_00206
OG0000307	Prbg.g_00984	Prat.g_00207
OG0000308	Prbg.g_00985	Prat.g_00208
OG0000309	Prbg.g_00986	Prat.g_00209
OG0000310	Prbg.g_00987	Prat.g_00210
OG0000311	Prbg.g_00989	Prat.g_00211
OG0000312	Prbg.g_00990	Prat.g_00212
OG0000313	Prbg.g_00991	Prat.g_00213
OG0000314	Prbg.g_00992	Prat.g_00214
OG0000315	Prbg.g_00993	Prat.g_00215
OG0000316	Prbg.g_00994	Prat.g_00216
OG0000317	Prbg.g_00995	Prat.g_00217
OG0000318	Prbg.g_00996	Prat.g_00218
OG0000319	Prbg.g_00997	Prat.g_00219
OG0000320	Prbg.g_00998	Prat.g_00220
OG0000321	Prbg.g_00999	Prat.g_00221
OG0000322	Prbg.g_01000	Prat.g_00222
OG0000323	Prbg.g_01001	Prat.g_00223
OG0000324	Prbg.g_01002	Prat.g_00224
OG0000325	Prbg.g_01003	Prat.g_00225
OG0000326	Prbg.g_01004	Prat.g_00226
OG0000327	Prbg.g_01005	Prat.g_00227
OG0000328	Prbg.g_01007	Prat.g_00229
OG0000329	Prbg.g_01008	Prat.g_00230
OG0000330	Prbg.g_01009	Prat.g_00231
OG0000331	Prbg.g_01011	Prat.g_00233
OG0000332	Prbg.g_01012	Prat.g_00234
OG0000333	Prbg.g_01013	Prat.g_00235
OG0000334	Prbg.g_01014	Prat.g_00236
OG0000335	Prbg.g_01015	Prat.g_00238
OG0000336	Prbg.g_01017	Prat.g_00240
OG0000337	Prbg.g_01018	Prat.g_00241
OG0000338	Prbg.g_01023	Prat.g_00246
OG0000339	Prbg.g_01025	Prat.g_00249
OG0000340	Prbg.g_01027	Prat.g_00250
OG0000341	Prbg.g_01028	Prat.g_00251
OG0000342	Prbg.g_01029	Prat.g_00252
OG0000343	Prbg.g_01030	Prat.g_00253
OG0000344	Prbg.g_01033	Prat.g_00256
OG0000345	Prbg.g_01037	Prat.g_00260
OG0000346	Prbg.g_01038	Prat.g_00261
OG0000347	Prbg.g_01041	Prat.g_00264
OG0000348	Prbg.g_01042	Prat.g_00266
OG0000349	Prbg.g_01043	Prat.g_00267
OG0000350	Prbg.g_01045	Prat.g_00269
OG0000351	Prbg.g_01046	Prat.g_00270
OG0000352	Prbg.g_00042	Prat.g_00271
OG0000353	Prbg.g_00043	Prat.g_00272
OG0000354	Prbg.g_00045	Prat.g_00273
OG0000355	Prbg.g_00046	Prat.g_00274
OG0000356	Prbg.g_00047	Prat.g_00275
OG0000357	Prbg.g_00048	Prat.g_00276
OG0000358	Prbg.g_00049	Prat.g_00277
OG0000359	Prbg.g_00051	Prat.g_00279
OG0000360	Prbg.g_00054	Prat.g_00282
OG0000361	Prbg.g_00055	Prat.g_00283
OG0000362	Prbg.g_00056	Prat.g_00284
OG0000363	Prbg.g_00057	Prat.g_00285
OG0000364	Prbg.g_00061	Prat.g_00290
OG0000365	Prbg.g_00062	Prat.g_00291
OG0000366	Prbg.g_00065	Prat.g_00293
OG0000367	Prbg.g_00066	Prat.g_00294
OG0000368	Prbg.g_00067	Prat.g_00295
OG0000369	Prbg.g_00068	Prat.g_00296
OG0000370	Prbg.g_00069	Prat.g_00297
OG0000371	Prbg.g_00071	Prat.g_00298
OG0000372	Prbg.g_00072	Prat.g_00299
OG0000373	Prbg.g_00073	Prat.g_00300
OG0000374	Prbg.g_00074	Prat.g_00302
OG0000375	Prbg.g_00075	Prat.g_00303
OG0000376	Prbg.g_00078	Prat.g_00306
OG0000377	Prbg.g_00079	Prat.g_00307
OG0000378	Prbg.g_00080	Prat.g_00308
OG0000379	Prbg.g_00081	Prat.g_00309
OG0000380	Prbg.g_00082	Prat.g_00310
OG0000381	Prbg.g_00083	Prat.g_00311
OG0000382	Prbg.g_00084	Prat.g_00312
OG0000383	Prbg.g_00085	Prat.g_00313
OG0000384	Prbg.g_00087	Prat.g_00315
OG0000385	Prbg.g_00088	Prat.g_00316
OG0000386	Prbg.g_00089	Prat.g_00317
OG0000387	Prbg.g_00090	Prat.g_00318
OG0000388	Prbg.g_00091	Prat.g_00319
OG0000389	Prbg.g_00092	Prat.g_00320
OG0000390	Prbg.g_00093	Prat.g_00321
OG0000391	Prbg.g_00094	Prat.g_00322
OG0000392	Prbg.g_00095	Prat.g_00323
OG0000393	Prbg.g_00096	Prat.g_00324
OG0000394	Prbg.g_00097	Prat.g_00325
OG0000395	Prbg.g_00098	Prat.g_00326
OG0000396	Prbg.g_00099	Prat.g_00328
OG0000397	Prbg.g_00101	Prat.g_00330
OG0000398	Prbg.g_00102	Prat.g_00331
OG0000399	Prbg.g_00104	Prat.g_00334
OG0000400	Prbg.g_00110	Prat.g_00340
OG0000401	Prbg.g_00111	Prat.g_00341
OG0000402	Prbg.g_00117	Prat.g_00348
OG0000403	Prbg.g_00119	Prat.g_00350
OG0000404	Prbg.g_00120	Prat.g_00351
OG0000405	Prbg.g_00121	Prat.g_00352
OG0000406	Prbg.g_00124	Prat.g_00355
OG0000407	Prbg.g_00125	Prat.g_00356
OG0000408	Prbg.g_00128	Prat.g_00359
OG0000409	Prbg.g_00129	Prat.g_00360
OG0000410	Prbg.g_00130	Prat.g_00361
OG0000411	Prbg.g_00131	Prat.g_00362
OG0000412	Prbg.g_00132	Prat.g_00363
OG0000413	Prbg.g_01941	Prat.g_00364
OG0000414	Prbg.g_01942	Prat.g_00365
OG0000415	Prbg.g_01943	Prat.g_00366
OG0000416	Prbg.g_00136	Prat.g_00369
OG0000417	Prbg.g_00137	Prat.g_00370
OG0000418	Prbg.g_00139	Prat.g_00372
OG0000419	Prbg.g_00140	Prat.g_00373
OG0000420	Prbg.g_01214	Prat.g_00985
OG0000421	Prbg.g_01530	Prat.g_01203
OG0000422	Prbg.g_01602	Prat.g_01469
OG0000423	Prbg.g_01525	Prat.g_00671
OG0000424	Prbg.g_01714	Prat.g_01656
OG0000425	Prbg.g_00151	Prat.g_00390
OG0000426	Prbg.g_00152	Prat.g_00391
OG0000427	Prbg.g_00153	Prat.g_00392
OG0000428	Prbg.g_00155	Prat.g_00395
OG0000429	Prbg.g_00156	Prat.g_00396
OG0000430	Prbg.g_00158	Prat.g_00398
OG0000431	Prbg.g_00159	Prat.g_00399
OG0000432	Prbg.g_00160	Prat.g_00400
OG0000433	Prbg.g_00161	Prat.g_00401
OG0000434	Prbg.g_00162	Prat.g_00403
OG0000435	Prbg.g_00163	Prat.g_00404
OG0000436	Prbg.g_00164	Prat.g_00405
OG0000437	Prbg.g_00165	Prat.g_00406
OG0000438	Prbg.g_00166	Prat.g_00407
OG0000439	Prbg.g_00167	Prat.g_00408
OG0000440	Prbg.g_00168	Prat.g_00410
OG0000441	Prbg.g_00169	Prat.g_00411
OG0000442	Prbg.g_00170	Prat.g_00412
OG0000443	Prbg.g_00171	Prat.g_00413
OG0000444	Prbg.g_00172	Prat.g_00414
OG0000445	Prbg.g_00176	Prat.g_00415
OG0000446	Prbg.g_00178	Prat.g_00417
OG0000447	Prbg.g_00179	Prat.g_00418
OG0000448	Prbg.g_00180	Prat.g_00419
OG0000449	Prbg.g_00184	Prat.g_00424
OG0000450	Prbg.g_00185	Prat.g_00425
OG0000451	Prbg.g_00186	Prat.g_00426
OG0000452	Prbg.g_00188	Prat.g_00428
OG0000453	Prbg.g_00189	Prat.g_00429
OG0000454	Prbg.g_00190	Prat.g_00430
OG0000455	Prbg.g_00192	Prat.g_00432
OG0000456	Prbg.g_00196	Prat.g_00436
OG0000457	Prbg.g_00197	Prat.g_00438
OG0000458	Prbg.g_00198	Prat.g_00439
OG0000459	Prbg.g_00200	Prat.g_00441
OG0000460	Prbg.g_00202	Prat.g_00443
OG0000461	Prbg.g_00203	Prat.g_00444
OG0000462	Prbg.g_00204	Prat.g_00445
OG0000463	Prbg.g_00206	Prat.g_00447
OG0000464	Prbg.g_00207	Prat.g_00448
OG0000465	Prbg.g_00208	Prat.g_00449
OG0000466	Prbg.g_00209	Prat.g_00450
OG0000467	Prbg.g_00210	Prat.g_00451
OG0000468	Prbg.g_00211	Prat.g_00453
OG0000469	Prbg.g_00212	Prat.g_00454
OG0000470	Prbg.g_00213	Prat.g_00455
OG0000471	Prbg.g_00214	Prat.g_00456
OG0000472	Prbg.g_00220	Prat.g_00463
OG0000473	Prbg.g_00221	Prat.g_00464
OG0000474	Prbg.g_00222	Prat.g_00465
OG0000475	Prbg.g_00223	Prat.g_00466
OG0000476	Prbg.g_00224	Prat.g_00468
OG0000477	Prbg.g_00225	Prat.g_00469
OG0000478	Prbg.g_00226	Prat.g_00470
OG0000479	Prbg.g_00227	Prat.g_00471
OG0000480	Prbg.g_00229	Prat.g_00473
OG0000481	Prbg.g_00231	Prat.g_00475
OG0000482	Prbg.g_00232	Prat.g_00476
OG0000483	Prbg.g_00234	Prat.g_00478
OG0000484	Prbg.g_00235	Prat.g_00479
OG0000485	Prbg.g_00236	Prat.g_00480
OG0000486	Prbg.g_00237	Prat.g_00482
OG0000487	Prbg.g_00241	Prat.g_00486
OG0000488	Prbg.g_00242	Prat.g_00487
OG0000489	Prbg.g_00243	Prat.g_00488
OG0000490	Prbg.g_00244	Prat.g_00489
OG0000491	Prbg.g_00245	Prat.g_00490
OG0000492	Prbg.g_00246	Prat.g_00491
OG0000493	Prbg.g_00247	Prat.g_00492
OG0000494	Prbg.g_00248	Prat.g_00493
OG0000495	Prbg.g_00251	Prat.g_00496
OG0000496	Prbg.g_00252	Prat.g_00497
OG0000497	Prbg.g_00253	Prat.g_00498
OG0000498	Prbg.g_00254	Prat.g_00499
OG0000499	Prbg.g_00255	Prat.g_00500
OG0000500	Prbg.g_00257	Prat.g_00501
OG0000501	Prbg.g_00258	Prat.g_00502
OG0000502	Prbg.g_00259	Prat.g_00503
OG0000503	Prbg.g_00261	Prat.g_00505
OG0000504	Prbg.g_00262	Prat.g_00506
OG0000505	Prbg.g_00264	Prat.g_00507
OG0000506	Prbg.g_00265	Prat.g_00508
OG0000507	Prbg.g_00266	Prat.g_00509
OG0000508	Prbg.g_00267	Prat.g_00510
OG0000509	Prbg.g_00268	Prat.g_00511
OG0000510	Prbg.g_00269	Prat.g_00512
OG0000511	Prbg.g_00271	Prat.g_00515
OG0000512	Prbg.g_00272	Prat.g_00516
OG0000513	Prbg.g_00273	Prat.g_00517
OG0000514	Prbg.g_00274	Prat.g_00518
OG0000515	Prbg.g_00275	Prat.g_00519
OG0000516	Prbg.g_00276	Prat.g_00520
OG0000517	Prbg.g_00277	Prat.g_00522
OG0000518	Prbg.g_00278	Prat.g_00523
OG0000519	Prbg.g_00280	Prat.g_00525
OG0000520	Prbg.g_00282	Prat.g_00527
OG0000521	Prbg.g_00283	Prat.g_00528
OG0000522	Prbg.g_00284	Prat.g_00529
OG0000523	Prbg.g_00285	Prat.g_00530
OG0000524	Prbg.g_00286	Prat.g_00531
OG0000525	Prbg.g_00287	Prat.g_00532
OG0000526	Prbg.g_00288	Prat.g_00533
OG0000527	Prbg.g_00289	Prat.g_00534
OG0000528	Prbg.g_00290	Prat.g_00536
OG0000529	Prbg.g_00291	Prat.g_00537
OG0000530	Prbg.g_00292	Prat.g_00538
OG0000531	Prbg.g_00293	Prat.g_00539
OG0000532	Prbg.g_00294	Prat.g_00540
OG0000533	Prbg.g_00296	Prat.g_00542
OG0000534	Prbg.g_00297	Prat.g_00543
OG0000535	Prbg.g_00298	Prat.g_00544
OG0000536	Prbg.g_00299	Prat.g_00545
OG0000537	Prbg.g_00300	Prat.g_00546
OG0000538	Prbg.g_00301	Prat.g_00547
OG0000539	Prbg.g_00305	Prat.g_00549
OG0000540	Prbg.g_00306	Prat.g_00550
OG0000541	Prbg.g_00307	Prat.g_00551
OG0000542	Prbg.g_00310	Prat.g_00553
OG0000543	Prbg.g_00311	Prat.g_00554
OG0000544	Prbg.g_00312	Prat.g_00555
OG0000545	Prbg.g_00313	Prat.g_00556
OG0000546	Prbg.g_00314	Prat.g_00557
OG0000547	Prbg.g_00315	Prat.g_00558
OG0000548	Prbg.g_00316	Prat.g_00559
OG0000549	Prbg.g_00318	Prat.g_00561
OG0000550	Prbg.g_00319	Prat.g_00562
OG0000551	Prbg.g_00320	Prat.g_00563
OG0000552	Prbg.g_00321	Prat.g_00564
OG0000553	Prbg.g_00322	Prat.g_00565
OG0000554	Prbg.g_00323	Prat.g_00566
OG0000555	Prbg.g_00325	Prat.g_00568
OG0000556	Prbg.g_00326	Prat.g_00569
OG0000557	Prbg.g_00327	Prat.g_00570
