Orthogroup	Prbg	Pray
OG0000224	Prbg.g_00868	Pray.g_00192
OG0000225	Prbg.g_00869	Pray.g_00191
OG0000226	Prbg.g_00870	Pray.g_00190
OG0000227	Prbg.g_00872	Pray.g_00189
OG0000228	Prbg.g_00873	Pray.g_00188
OG0000229	Prbg.g_00874	Pray.g_00187
OG0000230	Prbg.g_00875	Pray.g_00186
OG0000231	Prbg.g_00876	Pray.g_00185
OG0000232	Prbg.g_00877	Pray.g_00183
OG0000233	Prbg.g_00879	Pray.g_00182
OG0000234	Prbg.g_00880	Pray.g_00181
OG0000235	Prbg.g_00881	Pray.g_00180
OG0000236	Prbg.g_00884	Pray.g_00179
OG0000237	Prbg.g_00885	Pray.g_00178
OG0000238	Prbg.g_00886	Pray.g_00177
OG0000239	Prbg.g_00888	Pray.g_00175
OG0000240	Prbg.g_00889	Pray.g_00174
OG0000241	Prbg.g_00890	Pray.g_00173
OG0000242	Prbg.g_00891	Pray.g_00172
OG0000243	Prbg.g_00894	Pray.g_00169
OG0000244	Prbg.g_00897	Pray.g_00167
OG0000245	Prbg.g_00898	Pray.g_00166
OG0000246	Prbg.g_00899	Pray.g_00165
OG0000247	Prbg.g_00901	Pray.g_00162
OG0000248	Prbg.g_00903	Pray.g_00160
OG0000249	Prbg.g_00905	Pray.g_00159
OG0000250	Prbg.g_00906	Pray.g_00158
OG0000251	Prbg.g_00907	Pray.g_00157
OG0000252	Prbg.g_00908	Pray.g_00156
OG0000253	Prbg.g_00909	Pray.g_00155
OG0000254	Prbg.g_01349	Pray.g_00153
OG0000255	Prbg.g_00911	Pray.g_00152
OG0000256	Prbg.g_00914	Pray.g_00149
OG0000257	Prbg.g_00916	Pray.g_00147
OG0000258	Prbg.g_00922	Pray.g_00144
OG0000259	Prbg.g_00923	Pray.g_00143
OG0000260	Prbg.g_00924	Pray.g_00142
OG0000261	Prbg.g_00925	Pray.g_00141
OG0000262	Prbg.g_00926	Pray.g_00140
OG0000263	Prbg.g_00928	Pray.g_00138
OG0000264	Prbg.g_00929	Pray.g_00137
OG0000265	Prbg.g_00930	Pray.g_00136
OG0000266	Prbg.g_00931	Pray.g_00635
OG0000267	Prbg.g_00932	Pray.g_00636
OG0000268	Prbg.g_00934	Pray.g_00637
OG0000269	Prbg.g_00936	Pray.g_00639
OG0000270	Prbg.g_00937	Pray.g_00640
OG0000271	Prbg.g_00938	Pray.g_00641
OG0000272	Prbg.g_00939	Pray.g_00642
OG0000273	Prbg.g_00940	Pray.g_00643
OG0000274	Prbg.g_00941	Pray.g_00644
OG0000275	Prbg.g_00942	Pray.g_00645
OG0000276	Prbg.g_00943	Pray.g_00646
OG0000277	Prbg.g_00945	Pray.g_00648
OG0000278	Prbg.g_00946	Pray.g_00649
OG0000279	Prbg.g_00947	Pray.g_00650
OG0000280	Prbg.g_00949	Pray.g_00652
OG0000281	Prbg.g_00951	Pray.g_00654
OG0000282	Prbg.g_00952	Pray.g_00655
OG0000283	Prbg.g_00953	Pray.g_00656
OG0000284	Prbg.g_00954	Pray.g_00657
OG0000285	Prbg.g_00955	Pray.g_00658
OG0000286	Prbg.g_00956	Pray.g_00659
OG0000287	Prbg.g_00957	Pray.g_00660
OG0000288	Prbg.g_00959	Pray.g_00662
OG0000289	Prbg.g_00960	Pray.g_00663
OG0000290	Prbg.g_00961	Pray.g_00664
OG0000291	Prbg.g_00963	Pray.g_00666
OG0000292	Prbg.g_00965	Pray.g_00667
OG0000293	Prbg.g_00966	Pray.g_00668
OG0000294	Prbg.g_00967	Pray.g_00669
OG0000295	Prbg.g_00968	Pray.g_00670
OG0000296	Prbg.g_00969	Pray.g_00671
OG0000297	Prbg.g_00970	Pray.g_00672
OG0000298	Prbg.g_00972	Pray.g_00674
OG0000299	Prbg.g_00973	Pray.g_00675
OG0000300	Prbg.g_00974	Pray.g_00676
OG0000301	Prbg.g_00975	Pray.g_00677
OG0000302	Prbg.g_00976	Pray.g_00678
OG0000303	Prbg.g_00977	Pray.g_00679
OG0000304	Prbg.g_00979	Pray.g_00681
OG0000305	Prbg.g_00980	Pray.g_00682
OG0000306	Prbg.g_00983	Pray.g_00685
OG0000307	Prbg.g_00984	Pray.g_00686
OG0000308	Prbg.g_00985	Pray.g_00687
OG0000309	Prbg.g_00986	Pray.g_00688
OG0000310	Prbg.g_00987	Pray.g_00689
OG0000311	Prbg.g_00989	Pray.g_00690
OG0000312	Prbg.g_00990	Pray.g_00691
OG0000313	Prbg.g_00991	Pray.g_00692
OG0000314	Prbg.g_00992	Pray.g_00693
OG0000315	Prbg.g_00993	Pray.g_00694
OG0000316	Prbg.g_00994	Pray.g_00695
OG0000317	Prbg.g_00995	Pray.g_00696
OG0000318	Prbg.g_00996	Pray.g_00697
OG0000319	Prbg.g_00997	Pray.g_00698
OG0000320	Prbg.g_00998	Pray.g_00699
OG0000321	Prbg.g_00999	Pray.g_00700
OG0000322	Prbg.g_01000	Pray.g_00701
OG0000323	Prbg.g_01001	Pray.g_00702
OG0000324	Prbg.g_01002	Pray.g_00703
OG0000325	Prbg.g_01003	Pray.g_00704
OG0000326	Prbg.g_01004	Pray.g_00705
OG0000327	Prbg.g_01005	Pray.g_00706
OG0000328	Prbg.g_01007	Pray.g_00707
OG0000329	Prbg.g_01008	Pray.g_00708
OG0000330	Prbg.g_01009	Pray.g_00709
OG0000331	Prbg.g_01011	Pray.g_00710
OG0000332	Prbg.g_01012	Pray.g_00711
OG0000333	Prbg.g_01013	Pray.g_00712
OG0000334	Prbg.g_01014	Pray.g_00713
OG0000335	Prbg.g_01015	Pray.g_00714
OG0000336	Prbg.g_01017	Pray.g_00716
OG0000337	Prbg.g_01018	Pray.g_00717
OG0000338	Prbg.g_01023	Pray.g_00721
OG0000339	Prbg.g_01025	Pray.g_00723
OG0000340	Prbg.g_01027	Pray.g_00725
OG0000341	Prbg.g_01028	Pray.g_00726
OG0000342	Prbg.g_01029	Pray.g_00727
OG0000343	Prbg.g_01030	Pray.g_00728
OG0000344	Prbg.g_01033	Pray.g_00731
OG0000345	Prbg.g_01037	Pray.g_00734
OG0000346	Prbg.g_01038	Pray.g_00735
OG0000347	Prbg.g_01041	Pray.g_00738
OG0000348	Prbg.g_01042	Pray.g_00739
OG0000349	Prbg.g_01043	Pray.g_00740
OG0000350	Prbg.g_01045	Pray.g_00742
OG0000351	Prbg.g_01046	Pray.g_00743
OG0000352	Prbg.g_00042	Pray.g_00744
OG0000353	Prbg.g_00043	Pray.g_00745
OG0000354	Prbg.g_00045	Pray.g_00746
OG0000355	Prbg.g_00046	Pray.g_00747
OG0000356	Prbg.g_00047	Pray.g_00748
OG0000357	Prbg.g_00048	Pray.g_00749
OG0000358	Prbg.g_00049	Pray.g_00750
OG0000359	Prbg.g_00051	Pray.g_00751
OG0000360	Prbg.g_00054	Pray.g_00754
OG0000361	Prbg.g_00055	Pray.g_00755
OG0000362	Prbg.g_00056	Pray.g_00756
OG0000363	Prbg.g_00057	Pray.g_00757
OG0000364	Prbg.g_00061	Pray.g_00761
OG0000365	Prbg.g_00062	Pray.g_00762
OG0000366	Prbg.g_00065	Pray.g_00764
OG0000367	Prbg.g_00066	Pray.g_00765
OG0000368	Prbg.g_00067	Pray.g_00766
OG0000369	Prbg.g_00068	Pray.g_00767
OG0000370	Prbg.g_00069	Pray.g_00768
OG0000371	Prbg.g_00071	Pray.g_00769
OG0000372	Prbg.g_00072	Pray.g_00770
OG0000373	Prbg.g_00073	Pray.g_00771
OG0000374	Prbg.g_00074	Pray.g_00772
OG0000375	Prbg.g_00075	Pray.g_00773
OG0000376	Prbg.g_00078	Pray.g_00776
OG0000377	Prbg.g_00079	Pray.g_00777
OG0000378	Prbg.g_00080	Pray.g_00778
OG0000379	Prbg.g_00081	Pray.g_00779
OG0000380	Prbg.g_00082	Pray.g_00780
OG0000381	Prbg.g_00083	Pray.g_00781
OG0000382	Prbg.g_00084	Pray.g_00782
OG0000383	Prbg.g_00085	Pray.g_00783
OG0000384	Prbg.g_00087	Pray.g_00786
OG0000385	Prbg.g_00088	Pray.g_00787
OG0000386	Prbg.g_00089	Pray.g_00788
OG0000387	Prbg.g_00090	Pray.g_00789
OG0000388	Prbg.g_00091	Pray.g_00790
OG0000389	Prbg.g_00092	Pray.g_00791
OG0000390	Prbg.g_00093	Pray.g_00792
OG0000391	Prbg.g_00094	Pray.g_00793
OG0000392	Prbg.g_00095	Pray.g_00794
OG0000393	Prbg.g_00096	Pray.g_00795
OG0000394	Prbg.g_00097	Pray.g_00796
OG0000395	Prbg.g_00098	Pray.g_00797
OG0000396	Prbg.g_00099	Pray.g_00799
OG0000397	Prbg.g_00101	Pray.g_00801
OG0000398	Prbg.g_00102	Pray.g_00802
OG0000399	Prbg.g_00104	Pray.g_00805
OG0000400	Prbg.g_00110	Pray.g_00806
OG0000401	Prbg.g_00111	Pray.g_00807
OG0000402	Prbg.g_00117	Pray.g_00812
OG0000403	Prbg.g_00119	Pray.g_00813
OG0000404	Prbg.g_00120	Pray.g_00814
OG0000405	Prbg.g_00121	Pray.g_00816
OG0000406	Prbg.g_00124	Pray.g_00819
OG0000407	Prbg.g_00125	Pray.g_00820
OG0000408	Prbg.g_00128	Pray.g_00823
OG0000409	Prbg.g_00129	Pray.g_00824
OG0000410	Prbg.g_00130	Pray.g_00825
OG0000411	Prbg.g_00131	Pray.g_00826
OG0000412	Prbg.g_00132	Pray.g_00827
OG0000413	Prbg.g_01941	Pray.g_00828
OG0000414	Prbg.g_01942	Pray.g_00829
OG0000415	Prbg.g_01943	Pray.g_00830
OG0000416	Prbg.g_00136	Pray.g_00833
OG0000417	Prbg.g_00137	Pray.g_00834
OG0000418	Prbg.g_00139	Pray.g_00835
OG0000419	Prbg.g_00140	Pray.g_00836
OG0000420	Prbg.g_01214	Pray.g_00837
OG0000421	Prbg.g_01530	Pray.g_00849
OG0000422	Prbg.g_01602	Pray.g_00857
OG0000423	Prbg.g_01525	Pray.g_00858
OG0000424	Prbg.g_01714	Pray.g_00864
OG0000425	Prbg.g_00151	Pray.g_00921
OG0000426	Prbg.g_00152	Pray.g_00922
OG0000427	Prbg.g_00153	Pray.g_00923
OG0000428	Prbg.g_00155	Pray.g_00925
OG0000429	Prbg.g_00156	Pray.g_00926
OG0000430	Prbg.g_00158	Pray.g_00928
OG0000431	Prbg.g_00159	Pray.g_00929
OG0000432	Prbg.g_00160	Pray.g_00930
OG0000433	Prbg.g_00161	Pray.g_00931
OG0000434	Prbg.g_00162	Pray.g_00932
OG0000435	Prbg.g_00163	Pray.g_00933
OG0000436	Prbg.g_00164	Pray.g_00934
OG0000437	Prbg.g_00165	Pray.g_00935
OG0000438	Prbg.g_00166	Pray.g_00936
OG0000439	Prbg.g_00167	Pray.g_00937
OG0000440	Prbg.g_00168	Pray.g_00938
OG0000441	Prbg.g_00169	Pray.g_00939
OG0000442	Prbg.g_00170	Pray.g_00940
OG0000443	Prbg.g_00171	Pray.g_00941
OG0000444	Prbg.g_00172	Pray.g_00942
OG0000445	Prbg.g_00176	Pray.g_00943
OG0000446	Prbg.g_00178	Pray.g_00945
OG0000447	Prbg.g_00179	Pray.g_00946
OG0000448	Prbg.g_00180	Pray.g_00948
OG0000449	Prbg.g_00184	Pray.g_00951
OG0000450	Prbg.g_00185	Pray.g_00952
OG0000451	Prbg.g_00186	Pray.g_00953
OG0000452	Prbg.g_00188	Pray.g_00954
OG0000453	Prbg.g_00189	Pray.g_00955
OG0000454	Prbg.g_00190	Pray.g_00961
OG0000455	Prbg.g_00192	Pray.g_00963
OG0000456	Prbg.g_00196	Pray.g_00967
OG0000457	Prbg.g_00197	Pray.g_00968
OG0000458	Prbg.g_00198	Pray.g_00969
OG0000459	Prbg.g_00200	Pray.g_00971
OG0000460	Prbg.g_00202	Pray.g_00973
OG0000461	Prbg.g_00203	Pray.g_00974
OG0000462	Prbg.g_00204	Pray.g_00975
OG0000463	Prbg.g_00206	Pray.g_00977
OG0000464	Prbg.g_00207	Pray.g_00978
OG0000465	Prbg.g_00208	Pray.g_00979
OG0000466	Prbg.g_00209	Pray.g_00980
OG0000467	Prbg.g_00210	Pray.g_00981
OG0000468	Prbg.g_00211	Pray.g_00982
OG0000469	Prbg.g_00212	Pray.g_00983
OG0000470	Prbg.g_00213	Pray.g_00984
OG0000471	Prbg.g_00214	Pray.g_00985
OG0000472	Prbg.g_00220	Pray.g_00991
OG0000473	Prbg.g_00221	Pray.g_00992
OG0000474	Prbg.g_00222	Pray.g_00993
OG0000475	Prbg.g_00223	Pray.g_00994
OG0000476	Prbg.g_00224	Pray.g_00996
OG0000477	Prbg.g_00225	Pray.g_00997
OG0000478	Prbg.g_00226	Pray.g_00998
OG0000479	Prbg.g_00227	Pray.g_00999
OG0000480	Prbg.g_00229	Pray.g_01001
OG0000481	Prbg.g_00231	Pray.g_01003
OG0000482	Prbg.g_00232	Pray.g_01004
OG0000483	Prbg.g_00234	Pray.g_01006
OG0000484	Prbg.g_00235	Pray.g_01007
OG0000485	Prbg.g_00236	Pray.g_01008
OG0000486	Prbg.g_00237	Pray.g_01009
OG0000487	Prbg.g_00241	Pray.g_01014
OG0000488	Prbg.g_00242	Pray.g_01016
OG0000489	Prbg.g_00243	Pray.g_01017
OG0000490	Prbg.g_00244	Pray.g_01018
OG0000491	Prbg.g_00245	Pray.g_01019
OG0000492	Prbg.g_00246	Pray.g_01020
OG0000493	Prbg.g_00247	Pray.g_01021
OG0000494	Prbg.g_00248	Pray.g_01022
OG0000495	Prbg.g_00251	Pray.g_01227
OG0000496	Prbg.g_00252	Pray.g_01226
OG0000497	Prbg.g_00253	Pray.g_01225
OG0000498	Prbg.g_00254	Pray.g_01224
OG0000499	Prbg.g_00255	Pray.g_01223
OG0000500	Prbg.g_00257	Pray.g_01221
OG0000501	Prbg.g_00258	Pray.g_01220
OG0000502	Prbg.g_00259	Pray.g_01219
OG0000503	Prbg.g_00261	Pray.g_01217
OG0000504	Prbg.g_00262	Pray.g_01216
OG0000505	Prbg.g_00264	Pray.g_01215
OG0000506	Prbg.g_00265	Pray.g_01214
OG0000507	Prbg.g_00266	Pray.g_01213
OG0000508	Prbg.g_00267	Pray.g_01212
OG0000509	Prbg.g_00268	Pray.g_01211
OG0000510	Prbg.g_00269	Pray.g_01210
OG0000511	Prbg.g_00271	Pray.g_01208
OG0000512	Prbg.g_00272	Pray.g_01207
OG0000513	Prbg.g_00273	Pray.g_01206
OG0000514	Prbg.g_00274	Pray.g_01205
OG0000515	Prbg.g_00275	Pray.g_01204
OG0000516	Prbg.g_00276	Pray.g_01203
OG0000517	Prbg.g_00277	Pray.g_01201
OG0000518	Prbg.g_00278	Pray.g_01200
OG0000519	Prbg.g_00280	Pray.g_01199
OG0000520	Prbg.g_00282	Pray.g_01198
OG0000521	Prbg.g_00283	Pray.g_01197
OG0000522	Prbg.g_00284	Pray.g_01196
OG0000523	Prbg.g_00285	Pray.g_01195
OG0000524	Prbg.g_00286	Pray.g_01194
OG0000525	Prbg.g_00287	Pray.g_01193
OG0000526	Prbg.g_00288	Pray.g_01192
OG0000527	Prbg.g_00289	Pray.g_01191
OG0000528	Prbg.g_00290	Pray.g_01190
OG0000529	Prbg.g_00291	Pray.g_01189
OG0000530	Prbg.g_00292	Pray.g_01188
OG0000531	Prbg.g_00293	Pray.g_01187
OG0000532	Prbg.g_00294	Pray.g_01186
OG0000533	Prbg.g_00296	Pray.g_01184
OG0000534	Prbg.g_00297	Pray.g_01183
OG0000535	Prbg.g_00298	Pray.g_01182
OG0000536	Prbg.g_00299	Pray.g_01181
OG0000537	Prbg.g_00300	Pray.g_01180
OG0000538	Prbg.g_00301	Pray.g_01179
OG0000539	Prbg.g_00305	Pray.g_01176
OG0000540	Prbg.g_00306	Pray.g_01175
OG0000541	Prbg.g_00307	Pray.g_01174
OG0000542	Prbg.g_00310	Pray.g_01172
OG0000543	Prbg.g_00311	Pray.g_01171
OG0000544	Prbg.g_00312	Pray.g_01170
OG0000545	Prbg.g_00313	Pray.g_01169
OG0000546	Prbg.g_00314	Pray.g_01168
OG0000547	Prbg.g_00315	Pray.g_01167
OG0000548	Prbg.g_00316	Pray.g_01166
OG0000549	Prbg.g_00318	Pray.g_01164
OG0000550	Prbg.g_00319	Pray.g_01163
OG0000551	Prbg.g_00320	Pray.g_01162
OG0000552	Prbg.g_00321	Pray.g_01161
OG0000553	Prbg.g_00322	Pray.g_01160
OG0000554	Prbg.g_00323	Pray.g_01159
OG0000555	Prbg.g_00325	Pray.g_01158
OG0000556	Prbg.g_00326	Pray.g_01157
OG0000557	Prbg.g_00327	Pray.g_01156
OG0000558	Prbg.g_00328	Pray.g_01155
OG0000559	Prbg.g_00329	Pray.g_01154
OG0000560	Prbg.g_00330	Pray.g_01153
OG0000561	Prbg.g_00331	Pray.g_01152
OG0000562	Prbg.g_00332	Pray.g_01151
OG0000563	Prbg.g_00333	Pray.g_01150
OG0000564	Prbg.g_00334	Pray.g_01149
OG0000565	Prbg.g_00335	Pray.g_01148
OG0000566	Prbg.g_00336	Pray.g_01147
OG0000567	Prbg.g_00337	Pray.g_01146
OG0000568	Prbg.g_00338	Pray.g_01145
OG0000569	Prbg.g_00340	Pray.g_01142
