Orthogroup	Prbg	Praw
OG0000163	Prbg.g_00772	Praw.g_01131
OG0000164	Prbg.g_00773	Praw.g_01130
OG0000165	Prbg.g_00774	Praw.g_01129
OG0000166	Prbg.g_00775	Praw.g_01128
OG0000167	Prbg.g_00776	Praw.g_01127
OG0000168	Prbg.g_00777	Praw.g_01126
OG0000169	Prbg.g_00779	Praw.g_01124
OG0000170	Prbg.g_00860	Praw.g_01414
OG0000171	Prbg.g_00859	Praw.g_01413
OG0000172	Prbg.g_00858	Praw.g_01412
OG0000173	Prbg.g_00857	Praw.g_01411
OG0000174	Prbg.g_00856	Praw.g_01410
OG0000175	Prbg.g_00855	Praw.g_01409
OG0000176	Prbg.g_00854	Praw.g_01408
OG0000177	Prbg.g_00853	Praw.g_01407
OG0000178	Prbg.g_00852	Praw.g_01406
OG0000179	Prbg.g_00850	Praw.g_01404
OG0000180	Prbg.g_00849	Praw.g_01403
OG0000181	Prbg.g_00848	Praw.g_01402
OG0000182	Prbg.g_00847	Praw.g_01401
OG0000183	Prbg.g_00846	Praw.g_01400
OG0000184	Prbg.g_00844	Praw.g_01399
OG0000185	Prbg.g_00841	Praw.g_01396
OG0000186	Prbg.g_00838	Praw.g_01393
OG0000187	Prbg.g_00837	Praw.g_01392
OG0000188	Prbg.g_00836	Praw.g_01391
OG0000189	Prbg.g_00834	Praw.g_01388
OG0000190	Prbg.g_00832	Praw.g_01386
OG0000191	Prbg.g_00830	Praw.g_01385
OG0000192	Prbg.g_00829	Praw.g_01384
OG0000193	Prbg.g_00828	Praw.g_01383
OG0000194	Prbg.g_00825	Praw.g_01382
OG0000195	Prbg.g_00824	Praw.g_01381
OG0000196	Prbg.g_00823	Praw.g_01380
OG0000197	Prbg.g_00821	Praw.g_01378
OG0000198	Prbg.g_00820	Praw.g_01377
OG0000199	Prbg.g_00818	Praw.g_01376
OG0000200	Prbg.g_00806	Praw.g_01370
OG0000201	Prbg.g_00805	Praw.g_01369
OG0000202	Prbg.g_00804	Praw.g_01368
OG0000203	Prbg.g_00800	Praw.g_01365
OG0000204	Prbg.g_00799	Praw.g_01364
OG0000205	Prbg.g_00796	Praw.g_01361
OG0000206	Prbg.g_00794	Praw.g_01359
OG0000207	Prbg.g_00792	Praw.g_01357
OG0000208	Prbg.g_00791	Praw.g_01356
OG0000209	Prbg.g_00017	Praw.g_01355
OG0000210	Prbg.g_00790	Praw.g_01354
OG0000211	Prbg.g_00789	Praw.g_01353
OG0000212	Prbg.g_00788	Praw.g_01352
OG0000213	Prbg.g_00787	Praw.g_01351
OG0000214	Prbg.g_00786	Praw.g_01350
OG0000215	Prbg.g_00785	Praw.g_01349
OG0000216	Prbg.g_00784	Praw.g_01348
OG0000217	Prbg.g_00782	Praw.g_01346
OG0000218	Prbg.g_00781	Praw.g_01345
OG0000219	Prbg.g_00780	Praw.g_01344
OG0000220	Prbg.g_00861	Praw.g_01343
OG0000221	Prbg.g_00864	Praw.g_01341
OG0000222	Prbg.g_00865	Praw.g_01340
OG0000223	Prbg.g_00866	Praw.g_01339
OG0000224	Prbg.g_00868	Praw.g_01338
OG0000225	Prbg.g_00869	Praw.g_01337
OG0000226	Prbg.g_00870	Praw.g_01336
OG0000227	Prbg.g_00872	Praw.g_01335
OG0000228	Prbg.g_00873	Praw.g_01334
OG0000229	Prbg.g_00874	Praw.g_01333
OG0000230	Prbg.g_00875	Praw.g_01332
OG0000231	Prbg.g_00876	Praw.g_01331
OG0000232	Prbg.g_00877	Praw.g_01329
OG0000233	Prbg.g_00879	Praw.g_01328
OG0000234	Prbg.g_00880	Praw.g_01327
OG0000235	Prbg.g_00881	Praw.g_01326
OG0000236	Prbg.g_00884	Praw.g_01325
OG0000237	Prbg.g_00885	Praw.g_01324
OG0000238	Prbg.g_00886	Praw.g_01323
OG0000239	Prbg.g_00888	Praw.g_01321
OG0000240	Prbg.g_00889	Praw.g_01320
OG0000241	Prbg.g_00890	Praw.g_01319
OG0000242	Prbg.g_00891	Praw.g_01318
OG0000243	Prbg.g_00894	Praw.g_01315
OG0000244	Prbg.g_00897	Praw.g_01313
OG0000245	Prbg.g_00898	Praw.g_01312
OG0000246	Prbg.g_00899	Praw.g_01311
OG0000247	Prbg.g_00901	Praw.g_01308
OG0000248	Prbg.g_00903	Praw.g_01306
OG0000249	Prbg.g_00905	Praw.g_01305
OG0000250	Prbg.g_00906	Praw.g_01304
OG0000251	Prbg.g_00907	Praw.g_01303
OG0000252	Prbg.g_00908	Praw.g_01302
OG0000253	Prbg.g_00909	Praw.g_01301
OG0000254	Prbg.g_01349	Praw.g_01299
OG0000255	Prbg.g_00911	Praw.g_01298
OG0000256	Prbg.g_00914	Praw.g_01295
OG0000257	Prbg.g_00916	Praw.g_01293
OG0000258	Prbg.g_00922	Praw.g_01290
OG0000259	Prbg.g_00923	Praw.g_01289
OG0000260	Prbg.g_00924	Praw.g_01288
OG0000261	Prbg.g_00925	Praw.g_01287
OG0000262	Prbg.g_00926	Praw.g_01286
OG0000263	Prbg.g_00928	Praw.g_01284
OG0000264	Prbg.g_00929	Praw.g_01283
OG0000265	Prbg.g_00930	Praw.g_01282
OG0000266	Prbg.g_00931	Praw.g_01281
OG0000267	Prbg.g_00932	Praw.g_01280
OG0000268	Prbg.g_00934	Praw.g_01279
OG0000269	Prbg.g_00936	Praw.g_01277
OG0000270	Prbg.g_00937	Praw.g_01276
OG0000271	Prbg.g_00938	Praw.g_01275
OG0000272	Prbg.g_00939	Praw.g_01274
OG0000273	Prbg.g_00940	Praw.g_01273
OG0000274	Prbg.g_00941	Praw.g_01272
OG0000275	Prbg.g_00942	Praw.g_01271
OG0000276	Prbg.g_00943	Praw.g_01270
OG0000277	Prbg.g_00945	Praw.g_01268
OG0000278	Prbg.g_00946	Praw.g_01267
OG0000279	Prbg.g_00947	Praw.g_01266
OG0000280	Prbg.g_00949	Praw.g_01264
OG0000281	Prbg.g_00951	Praw.g_01262
OG0000282	Prbg.g_00952	Praw.g_01261
OG0000283	Prbg.g_00953	Praw.g_01260
OG0000284	Prbg.g_00954	Praw.g_01259
OG0000285	Prbg.g_00955	Praw.g_01258
OG0000286	Prbg.g_00956	Praw.g_01257
OG0000287	Prbg.g_00957	Praw.g_01256
OG0000288	Prbg.g_00959	Praw.g_01254
OG0000289	Prbg.g_00960	Praw.g_01253
OG0000290	Prbg.g_00961	Praw.g_01252
OG0000291	Prbg.g_00963	Praw.g_01250
OG0000292	Prbg.g_00965	Praw.g_01249
OG0000293	Prbg.g_00966	Praw.g_01248
OG0000294	Prbg.g_00967	Praw.g_01247
OG0000295	Prbg.g_00968	Praw.g_01246
OG0000296	Prbg.g_00969	Praw.g_01245
OG0000297	Prbg.g_00970	Praw.g_01244
OG0000298	Prbg.g_00972	Praw.g_01242
OG0000299	Prbg.g_00973	Praw.g_01241
OG0000300	Prbg.g_00974	Praw.g_01240
OG0000301	Prbg.g_00975	Praw.g_01239
OG0000302	Prbg.g_00976	Praw.g_01238
OG0000303	Prbg.g_00977	Praw.g_01237
OG0000304	Prbg.g_00979	Praw.g_01235
OG0000305	Prbg.g_00980	Praw.g_01234
OG0000306	Prbg.g_00983	Praw.g_01231
OG0000307	Prbg.g_00984	Praw.g_01230
OG0000308	Prbg.g_00985	Praw.g_01229
OG0000309	Prbg.g_00986	Praw.g_01228
OG0000310	Prbg.g_00987	Praw.g_01227
OG0000311	Prbg.g_00989	Praw.g_01226
OG0000312	Prbg.g_00990	Praw.g_01225
OG0000313	Prbg.g_00991	Praw.g_01224
OG0000314	Prbg.g_00992	Praw.g_01223
OG0000315	Prbg.g_00993	Praw.g_01222
OG0000316	Prbg.g_00994	Praw.g_01221
OG0000317	Prbg.g_00995	Praw.g_01220
OG0000318	Prbg.g_00996	Praw.g_01219
OG0000319	Prbg.g_00997	Praw.g_01218
OG0000320	Prbg.g_00998	Praw.g_01217
OG0000321	Prbg.g_00999	Praw.g_01216
OG0000322	Prbg.g_01000	Praw.g_01215
OG0000323	Prbg.g_01001	Praw.g_01214
OG0000324	Prbg.g_01002	Praw.g_01213
OG0000325	Prbg.g_01003	Praw.g_01212
OG0000326	Prbg.g_01004	Praw.g_01211
OG0000327	Prbg.g_01005	Praw.g_01210
OG0000328	Prbg.g_01007	Praw.g_01209
OG0000329	Prbg.g_01008	Praw.g_01208
OG0000330	Prbg.g_01009	Praw.g_01207
OG0000331	Prbg.g_01011	Praw.g_01206
OG0000332	Prbg.g_01012	Praw.g_01205
OG0000333	Prbg.g_01013	Praw.g_01204
OG0000334	Prbg.g_01014	Praw.g_01203
OG0000335	Prbg.g_01015	Praw.g_01202
OG0000336	Prbg.g_01017	Praw.g_01200
OG0000337	Prbg.g_01018	Praw.g_01199
OG0000338	Prbg.g_01023	Praw.g_01195
OG0000339	Prbg.g_01025	Praw.g_00891
OG0000340	Prbg.g_01027	Praw.g_00889
OG0000341	Prbg.g_01028	Praw.g_00888
OG0000342	Prbg.g_01029	Praw.g_00887
OG0000343	Prbg.g_01030	Praw.g_00886
OG0000344	Prbg.g_01033	Praw.g_00883
OG0000345	Prbg.g_01037	Praw.g_00880
OG0000346	Prbg.g_01038	Praw.g_00879
OG0000347	Prbg.g_01041	Praw.g_00876
OG0000348	Prbg.g_01042	Praw.g_00875
OG0000349	Prbg.g_01043	Praw.g_00874
OG0000350	Prbg.g_01045	Praw.g_00872
OG0000351	Prbg.g_01046	Praw.g_00871
OG0000352	Prbg.g_00042	Praw.g_00870
OG0000353	Prbg.g_00043	Praw.g_00869
OG0000354	Prbg.g_00045	Praw.g_00868
OG0000355	Prbg.g_00046	Praw.g_00867
OG0000356	Prbg.g_00047	Praw.g_00866
OG0000357	Prbg.g_00048	Praw.g_00865
OG0000358	Prbg.g_00049	Praw.g_00864
OG0000359	Prbg.g_00051	Praw.g_00863
OG0000360	Prbg.g_00054	Praw.g_00859
OG0000361	Prbg.g_00055	Praw.g_00858
OG0000362	Prbg.g_00056	Praw.g_00857
OG0000363	Prbg.g_00057	Praw.g_00856
OG0000364	Prbg.g_00061	Praw.g_00852
OG0000365	Prbg.g_00062	Praw.g_00851
OG0000366	Prbg.g_00065	Praw.g_00849
OG0000367	Prbg.g_00066	Praw.g_00848
OG0000368	Prbg.g_00067	Praw.g_00847
OG0000369	Prbg.g_00068	Praw.g_00846
OG0000370	Prbg.g_00069	Praw.g_00845
OG0000371	Prbg.g_00071	Praw.g_00844
OG0000372	Prbg.g_00072	Praw.g_00843
OG0000373	Prbg.g_00073	Praw.g_00842
OG0000374	Prbg.g_00074	Praw.g_00840
OG0000375	Prbg.g_00075	Praw.g_00839
OG0000376	Prbg.g_00078	Praw.g_00836
OG0000377	Prbg.g_00079	Praw.g_00835
OG0000378	Prbg.g_00080	Praw.g_00834
OG0000379	Prbg.g_00081	Praw.g_00833
OG0000380	Prbg.g_00082	Praw.g_00832
OG0000381	Prbg.g_00083	Praw.g_00831
OG0000382	Prbg.g_00084	Praw.g_00830
OG0000383	Prbg.g_00085	Praw.g_00829
OG0000384	Prbg.g_00087	Praw.g_00826
OG0000385	Prbg.g_00088	Praw.g_00825
OG0000386	Prbg.g_00089	Praw.g_00824
OG0000387	Prbg.g_00090	Praw.g_00823
OG0000388	Prbg.g_00091	Praw.g_00822
OG0000389	Prbg.g_00092	Praw.g_00821
OG0000390	Prbg.g_00093	Praw.g_00820
OG0000391	Prbg.g_00094	Praw.g_00819
OG0000392	Prbg.g_00095	Praw.g_00818
OG0000393	Prbg.g_00096	Praw.g_00817
OG0000394	Prbg.g_00097	Praw.g_00816
OG0000395	Prbg.g_00098	Praw.g_00815
OG0000396	Prbg.g_00099	Praw.g_00813
OG0000397	Prbg.g_00101	Praw.g_00811
OG0000398	Prbg.g_00102	Praw.g_00810
OG0000399	Prbg.g_00104	Praw.g_00807
OG0000400	Prbg.g_00110	Praw.g_00806
OG0000401	Prbg.g_00111	Praw.g_00805
OG0000402	Prbg.g_00117	Praw.g_00796
OG0000403	Prbg.g_00119	Praw.g_00795
OG0000404	Prbg.g_00120	Praw.g_00794
OG0000405	Prbg.g_00121	Praw.g_00792
OG0000406	Prbg.g_00124	Praw.g_00790
OG0000407	Prbg.g_00125	Praw.g_00789
OG0000408	Prbg.g_00128	Praw.g_00787
OG0000409	Prbg.g_00129	Praw.g_00786
OG0000410	Prbg.g_00130	Praw.g_00785
OG0000411	Prbg.g_00131	Praw.g_00784
OG0000412	Prbg.g_00132	Praw.g_00783
OG0000413	Prbg.g_01941	Praw.g_00782
OG0000414	Prbg.g_01942	Praw.g_00781
OG0000415	Prbg.g_01943	Praw.g_00780
OG0000416	Prbg.g_00136	Praw.g_00777
OG0000417	Prbg.g_00137	Praw.g_00776
OG0000418	Prbg.g_00139	Praw.g_00775
OG0000419	Prbg.g_00140	Praw.g_00774
OG0000420	Prbg.g_01214	Praw.g_00773
OG0000421	Prbg.g_01530	Praw.g_00761
OG0000422	Prbg.g_01602	Praw.g_00754
OG0000423	Prbg.g_01525	Praw.g_00753
OG0000424	Prbg.g_01714	Praw.g_00748
OG0000425	Prbg.g_00151	Praw.g_00716
OG0000426	Prbg.g_00152	Praw.g_00715
OG0000427	Prbg.g_00153	Praw.g_00714
OG0000428	Prbg.g_00155	Praw.g_00712
OG0000429	Prbg.g_00156	Praw.g_00711
OG0000430	Prbg.g_00158	Praw.g_00709
OG0000431	Prbg.g_00159	Praw.g_00708
OG0000432	Prbg.g_00160	Praw.g_00707
OG0000433	Prbg.g_00161	Praw.g_00706
OG0000434	Prbg.g_00162	Praw.g_00705
OG0000435	Prbg.g_00163	Praw.g_00704
OG0000436	Prbg.g_00164	Praw.g_00703
OG0000437	Prbg.g_00165	Praw.g_00702
OG0000438	Prbg.g_00166	Praw.g_00701
OG0000439	Prbg.g_00167	Praw.g_00700
OG0000440	Prbg.g_00168	Praw.g_00699
OG0000441	Prbg.g_00169	Praw.g_00698
OG0000442	Prbg.g_00170	Praw.g_00697
OG0000443	Prbg.g_00171	Praw.g_00696
OG0000444	Prbg.g_00172	Praw.g_00695
OG0000445	Prbg.g_00176	Praw.g_00694
OG0000446	Prbg.g_00178	Praw.g_00692
OG0000447	Prbg.g_00179	Praw.g_00691
OG0000448	Prbg.g_00180	Praw.g_00689
OG0000449	Prbg.g_00184	Praw.g_00686
OG0000450	Prbg.g_00185	Praw.g_00685
OG0000451	Prbg.g_00186	Praw.g_00684
OG0000452	Prbg.g_00188	Praw.g_00683
OG0000453	Prbg.g_00189	Praw.g_00682
OG0000454	Prbg.g_00190	Praw.g_00676
OG0000455	Prbg.g_00192	Praw.g_00674
OG0000456	Prbg.g_00196	Praw.g_00670
OG0000457	Prbg.g_00197	Praw.g_00669
OG0000458	Prbg.g_00198	Praw.g_00668
OG0000459	Prbg.g_00200	Praw.g_00666
OG0000460	Prbg.g_00202	Praw.g_00665
OG0000461	Prbg.g_00203	Praw.g_00664
OG0000462	Prbg.g_00204	Praw.g_00663
OG0000463	Prbg.g_00206	Praw.g_00661
OG0000464	Prbg.g_00207	Praw.g_00660
OG0000465	Prbg.g_00208	Praw.g_00659
OG0000466	Prbg.g_00209	Praw.g_00658
OG0000467	Prbg.g_00210	Praw.g_00657
OG0000468	Prbg.g_00211	Praw.g_00656
OG0000469	Prbg.g_00212	Praw.g_00655
OG0000470	Prbg.g_00213	Praw.g_00654
OG0000471	Prbg.g_00214	Praw.g_00653
OG0000472	Prbg.g_00220	Praw.g_00648
OG0000473	Prbg.g_00221	Praw.g_00647
OG0000474	Prbg.g_00222	Praw.g_00646
OG0000475	Prbg.g_00223	Praw.g_00645
OG0000476	Prbg.g_00224	Praw.g_00643
OG0000477	Prbg.g_00225	Praw.g_00642
OG0000478	Prbg.g_00226	Praw.g_00641
OG0000479	Prbg.g_00227	Praw.g_00640
OG0000480	Prbg.g_00229	Praw.g_00638
OG0000481	Prbg.g_00231	Praw.g_00636
OG0000482	Prbg.g_00232	Praw.g_00635
OG0000483	Prbg.g_00234	Praw.g_00633
OG0000484	Prbg.g_00235	Praw.g_00632
OG0000485	Prbg.g_00236	Praw.g_00631
OG0000486	Prbg.g_00237	Praw.g_00630
OG0000487	Prbg.g_00241	Praw.g_00625
OG0000488	Prbg.g_00242	Praw.g_00623
OG0000489	Prbg.g_00243	Praw.g_00622
OG0000490	Prbg.g_00244	Praw.g_00621
OG0000491	Prbg.g_00245	Praw.g_00620
OG0000492	Prbg.g_00246	Praw.g_00619
OG0000493	Prbg.g_00247	Praw.g_00618
OG0000494	Prbg.g_00248	Praw.g_00617
OG0000495	Prbg.g_00251	Praw.g_00614
OG0000496	Prbg.g_00252	Praw.g_00613
OG0000497	Prbg.g_00253	Praw.g_00612
OG0000498	Prbg.g_00254	Praw.g_00611
OG0000499	Prbg.g_00255	Praw.g_00610
OG0000500	Prbg.g_00257	Praw.g_00608
OG0000501	Prbg.g_00258	Praw.g_00607
OG0000502	Prbg.g_00259	Praw.g_00606
OG0000503	Prbg.g_00261	Praw.g_00604
OG0000504	Prbg.g_00262	Praw.g_00603
OG0000505	Prbg.g_00264	Praw.g_00602
OG0000506	Prbg.g_00265	Praw.g_00601
OG0000507	Prbg.g_00266	Praw.g_00600
OG0000508	Prbg.g_00267	Praw.g_00599
OG0000509	Prbg.g_00268	Praw.g_00598
OG0000510	Prbg.g_00269	Praw.g_00597
OG0000511	Prbg.g_00271	Praw.g_00595
OG0000512	Prbg.g_00272	Praw.g_00594
OG0000513	Prbg.g_00273	Praw.g_00593
OG0000514	Prbg.g_00274	Praw.g_00592
OG0000515	Prbg.g_00275	Praw.g_00591
OG0000516	Prbg.g_00276	Praw.g_00590
OG0000517	Prbg.g_00277	Praw.g_00588
OG0000518	Prbg.g_00278	Praw.g_00587
OG0000519	Prbg.g_00280	Praw.g_00586
OG0000520	Prbg.g_00282	Praw.g_00585
OG0000521	Prbg.g_00283	Praw.g_00584
OG0000522	Prbg.g_00284	Praw.g_00583
OG0000523	Prbg.g_00285	Praw.g_00582
OG0000524	Prbg.g_00286	Praw.g_00581
OG0000525	Prbg.g_00287	Praw.g_00580
OG0000526	Prbg.g_00288	Praw.g_00579
OG0000527	Prbg.g_00289	Praw.g_00578
OG0000528	Prbg.g_00290	Praw.g_00577
OG0000529	Prbg.g_00291	Praw.g_00576
OG0000530	Prbg.g_00292	Praw.g_00575
OG0000531	Prbg.g_00293	Praw.g_01922
OG0000532	Prbg.g_00294	Praw.g_01923
OG0000533	Prbg.g_00296	Praw.g_01925
OG0000534	Prbg.g_00297	Praw.g_01926
OG0000535	Prbg.g_00298	Praw.g_01927
OG0000536	Prbg.g_00299	Praw.g_01928
OG0000537	Prbg.g_00300	Praw.g_01929
OG0000538	Prbg.g_00301	Praw.g_01930
OG0000539	Prbg.g_00305	Praw.g_01933
OG0000540	Prbg.g_00306	Praw.g_01934
OG0000541	Prbg.g_00307	Praw.g_01935
OG0000542	Prbg.g_00310	Praw.g_01937
OG0000543	Prbg.g_00311	Praw.g_01938
OG0000544	Prbg.g_00312	Praw.g_01939
OG0000545	Prbg.g_00313	Praw.g_01940
OG0000546	Prbg.g_00314	Praw.g_01941
OG0000547	Prbg.g_00315	Praw.g_01942
OG0000548	Prbg.g_00316	Praw.g_01943
OG0000549	Prbg.g_00318	Praw.g_01945
OG0000550	Prbg.g_00319	Praw.g_01946
OG0000551	Prbg.g_00320	Praw.g_01947
OG0000552	Prbg.g_00321	Praw.g_01948
OG0000553	Prbg.g_00322	Praw.g_01949
OG0000554	Prbg.g_00323	Praw.g_00140
OG0000555	Prbg.g_00325	Praw.g_00141
OG0000556	Prbg.g_00326	Praw.g_00142
OG0000557	Prbg.g_00327	Praw.g_00143
OG0000558	Prbg.g_00328	Praw.g_00144
OG0000559	Prbg.g_00329	Praw.g_00145
OG0000560	Prbg.g_00330	Praw.g_00146
OG0000561	Prbg.g_00331	Praw.g_00147
OG0000562	Prbg.g_00332	Praw.g_00148
OG0000563	Prbg.g_00333	Praw.g_00149
OG0000564	Prbg.g_00334	Praw.g_00150
OG0000565	Prbg.g_00335	Praw.g_00151
OG0000566	Prbg.g_00336	Praw.g_00152
OG0000567	Prbg.g_00337	Praw.g_00153
OG0000568	Prbg.g_00338	Praw.g_00154
