Orthogroup	Prag	Prbh
OG0000180	Prag.g_00059	Prbh.g_00718
OG0000181	Prag.g_00060	Prbh.g_00717
OG0000182	Prag.g_00063	Prbh.g_00713
OG0000183	Prag.g_00064	Prbh.g_00712
OG0000184	Prag.g_00067	Prbh.g_00709
OG0000185	Prag.g_00071	Prbh.g_00705
OG0000186	Prag.g_00072	Prbh.g_00704
OG0000187	Prag.g_00073	Prbh.g_01878
OG0000188	Prag.g_00074	Prbh.g_00703
OG0000189	Prag.g_00075	Prbh.g_00702
OG0000190	Prag.g_00076	Prbh.g_00701
OG0000191	Prag.g_00077	Prbh.g_00700
OG0000192	Prag.g_00078	Prbh.g_00699
OG0000193	Prag.g_00079	Prbh.g_00698
OG0000194	Prag.g_00080	Prbh.g_00697
OG0000195	Prag.g_00082	Prbh.g_00695
OG0000196	Prag.g_00083	Prbh.g_00694
OG0000197	Prag.g_00084	Prbh.g_00693
OG0000198	Prag.g_00085	Prbh.g_00692
OG0000199	Prag.g_00087	Prbh.g_00689
OG0000200	Prag.g_00088	Prbh.g_00688
OG0000201	Prag.g_00089	Prbh.g_00687
OG0000202	Prag.g_00090	Prbh.g_00686
OG0000203	Prag.g_00091	Prbh.g_00685
OG0000204	Prag.g_00092	Prbh.g_00684
OG0000205	Prag.g_00093	Prbh.g_00682
OG0000206	Prag.g_00094	Prbh.g_00681
OG0000207	Prag.g_00095	Prbh.g_00680
OG0000208	Prag.g_00096	Prbh.g_00679
OG0000209	Prag.g_00097	Prbh.g_00678
OG0000210	Prag.g_00099	Prbh.g_00677
OG0000211	Prag.g_00100	Prbh.g_00676
OG0000212	Prag.g_00101	Prbh.g_00675
OG0000213	Prag.g_00102	Prbh.g_00674
OG0000214	Prag.g_00104	Prbh.g_00670
OG0000215	Prag.g_00105	Prbh.g_00669
OG0000216	Prag.g_00107	Prbh.g_00667
OG0000217	Prag.g_00108	Prbh.g_00666
OG0000218	Prag.g_00109	Prbh.g_00665
OG0000219	Prag.g_00110	Prbh.g_00664
OG0000220	Prag.g_00113	Prbh.g_00661
OG0000221	Prag.g_00115	Prbh.g_00658
OG0000222	Prag.g_00116	Prbh.g_00657
OG0000223	Prag.g_00117	Prbh.g_00656
OG0000224	Prag.g_00120	Prbh.g_00654
OG0000225	Prag.g_00122	Prbh.g_00652
OG0000226	Prag.g_00123	Prbh.g_00650
OG0000227	Prag.g_00124	Prbh.g_00649
OG0000228	Prag.g_00125	Prbh.g_00648
OG0000229	Prag.g_00126	Prbh.g_00647
OG0000230	Prag.g_00127	Prbh.g_00646
OG0000231	Prag.g_00129	Prbh.g_01144
OG0000232	Prag.g_00130	Prbh.g_00644
OG0000233	Prag.g_00133	Prbh.g_00641
OG0000234	Prag.g_00135	Prbh.g_00639
OG0000235	Prag.g_00138	Prbh.g_00637
OG0000236	Prag.g_00139	Prbh.g_00636
OG0000237	Prag.g_00140	Prbh.g_00635
OG0000238	Prag.g_00141	Prbh.g_00634
OG0000239	Prag.g_00142	Prbh.g_00633
OG0000240	Prag.g_00144	Prbh.g_00631
OG0000241	Prag.g_00145	Prbh.g_00630
OG0000242	Prag.g_00146	Prbh.g_00629
OG0000243	Prag.g_00147	Prbh.g_00628
OG0000244	Prag.g_00148	Prbh.g_00627
OG0000245	Prag.g_00149	Prbh.g_00626
OG0000246	Prag.g_00151	Prbh.g_00624
OG0000247	Prag.g_00152	Prbh.g_00623
OG0000248	Prag.g_00153	Prbh.g_00622
OG0000249	Prag.g_00154	Prbh.g_00621
OG0000250	Prag.g_00155	Prbh.g_00620
OG0000251	Prag.g_00156	Prbh.g_00619
OG0000252	Prag.g_00157	Prbh.g_00618
OG0000253	Prag.g_00158	Prbh.g_00617
OG0000254	Prag.g_00160	Prbh.g_00615
OG0000255	Prag.g_00161	Prbh.g_00614
OG0000256	Prag.g_00164	Prbh.g_00611
OG0000257	Prag.g_00166	Prbh.g_00610
OG0000258	Prag.g_00167	Prbh.g_00609
OG0000259	Prag.g_00168	Prbh.g_00608
OG0000260	Prag.g_00169	Prbh.g_00607
OG0000261	Prag.g_00170	Prbh.g_00606
OG0000262	Prag.g_00171	Prbh.g_00605
OG0000263	Prag.g_00172	Prbh.g_00604
OG0000264	Prag.g_00174	Prbh.g_00602
OG0000265	Prag.g_00175	Prbh.g_00601
OG0000266	Prag.g_00176	Prbh.g_00600
OG0000267	Prag.g_00178	Prbh.g_00598
OG0000268	Prag.g_00179	Prbh.g_00596
OG0000269	Prag.g_00180	Prbh.g_00595
OG0000270	Prag.g_00181	Prbh.g_00594
OG0000271	Prag.g_00182	Prbh.g_00593
OG0000272	Prag.g_00183	Prbh.g_00592
OG0000273	Prag.g_00184	Prbh.g_00591
OG0000274	Prag.g_00185	Prbh.g_00590
OG0000275	Prag.g_00186	Prbh.g_00589
OG0000276	Prag.g_00187	Prbh.g_00588
OG0000277	Prag.g_00188	Prbh.g_00587
OG0000278	Prag.g_00189	Prbh.g_00586
OG0000279	Prag.g_00190	Prbh.g_00585
OG0000280	Prag.g_00191	Prbh.g_00584
OG0000281	Prag.g_00193	Prbh.g_00582
OG0000282	Prag.g_00194	Prbh.g_00581
OG0000283	Prag.g_00197	Prbh.g_00578
OG0000284	Prag.g_00198	Prbh.g_00577
OG0000285	Prag.g_00199	Prbh.g_00576
OG0000286	Prag.g_00201	Prbh.g_00574
OG0000287	Prag.g_00202	Prbh.g_00573
OG0000288	Prag.g_00203	Prbh.g_00572
OG0000289	Prag.g_00204	Prbh.g_00571
OG0000290	Prag.g_00205	Prbh.g_00570
OG0000291	Prag.g_00206	Prbh.g_00569
OG0000292	Prag.g_00207	Prbh.g_00568
OG0000293	Prag.g_00208	Prbh.g_00567
OG0000294	Prag.g_00209	Prbh.g_00566
OG0000295	Prag.g_00210	Prbh.g_00565
OG0000296	Prag.g_00211	Prbh.g_00564
OG0000297	Prag.g_00212	Prbh.g_00563
OG0000298	Prag.g_00213	Prbh.g_00562
OG0000299	Prag.g_00214	Prbh.g_00561
OG0000300	Prag.g_00215	Prbh.g_00560
OG0000301	Prag.g_00216	Prbh.g_00559
OG0000302	Prag.g_00217	Prbh.g_00558
OG0000303	Prag.g_00218	Prbh.g_00557
OG0000304	Prag.g_00219	Prbh.g_00555
OG0000305	Prag.g_00220	Prbh.g_00554
OG0000306	Prag.g_00221	Prbh.g_00553
OG0000307	Prag.g_00222	Prbh.g_00551
OG0000308	Prag.g_00223	Prbh.g_00550
OG0000309	Prag.g_00224	Prbh.g_00549
OG0000310	Prag.g_00225	Prbh.g_00548
OG0000311	Prag.g_00226	Prbh.g_00547
OG0000312	Prag.g_00228	Prbh.g_00545
OG0000313	Prag.g_00229	Prbh.g_00544
OG0000314	Prag.g_00232	Prbh.g_00540
OG0000315	Prag.g_00233	Prbh.g_00539
OG0000316	Prag.g_00235	Prbh.g_00537
OG0000317	Prag.g_00237	Prbh.g_00535
OG0000318	Prag.g_00238	Prbh.g_00534
OG0000319	Prag.g_00239	Prbh.g_00533
OG0000320	Prag.g_00240	Prbh.g_00532
OG0000321	Prag.g_00243	Prbh.g_00529
OG0000322	Prag.g_00245	Prbh.g_00525
OG0000323	Prag.g_00246	Prbh.g_00524
OG0000324	Prag.g_00249	Prbh.g_00521
OG0000325	Prag.g_00250	Prbh.g_00520
OG0000326	Prag.g_00251	Prbh.g_00519
OG0000327	Prag.g_00253	Prbh.g_00517
OG0000328	Prag.g_00254	Prbh.g_00516
OG0000329	Prag.g_00255	Prbh.g_00515
OG0000330	Prag.g_00256	Prbh.g_00514
OG0000331	Prag.g_00257	Prbh.g_00513
OG0000332	Prag.g_00258	Prbh.g_00512
OG0000333	Prag.g_00259	Prbh.g_00511
OG0000334	Prag.g_00260	Prbh.g_00510
OG0000335	Prag.g_00261	Prbh.g_00509
OG0000336	Prag.g_00262	Prbh.g_00507
OG0000337	Prag.g_00266	Prbh.g_00504
OG0000338	Prag.g_00267	Prbh.g_00503
OG0000339	Prag.g_00268	Prbh.g_00502
OG0000340	Prag.g_00269	Prbh.g_00501
OG0000341	Prag.g_00273	Prbh.g_00497
OG0000342	Prag.g_00274	Prbh.g_00496
OG0000343	Prag.g_00276	Prbh.g_00493
OG0000344	Prag.g_00277	Prbh.g_00492
OG0000345	Prag.g_00278	Prbh.g_00491
OG0000346	Prag.g_00279	Prbh.g_00490
OG0000347	Prag.g_00280	Prbh.g_00489
OG0000348	Prag.g_00281	Prbh.g_00487
OG0000349	Prag.g_00282	Prbh.g_00486
OG0000350	Prag.g_00283	Prbh.g_00485
OG0000351	Prag.g_00286	Prbh.g_00483
OG0000352	Prag.g_00289	Prbh.g_00480
OG0000353	Prag.g_00290	Prbh.g_00479
OG0000354	Prag.g_00291	Prbh.g_00478
OG0000355	Prag.g_00292	Prbh.g_00477
OG0000356	Prag.g_00293	Prbh.g_00476
OG0000357	Prag.g_00294	Prbh.g_00475
OG0000358	Prag.g_00295	Prbh.g_00474
OG0000359	Prag.g_00296	Prbh.g_00473
OG0000360	Prag.g_00299	Prbh.g_00471
OG0000361	Prag.g_00300	Prbh.g_00470
OG0000362	Prag.g_00301	Prbh.g_00469
OG0000363	Prag.g_00302	Prbh.g_00468
OG0000364	Prag.g_00303	Prbh.g_00467
OG0000365	Prag.g_00304	Prbh.g_00466
OG0000366	Prag.g_00305	Prbh.g_00465
OG0000367	Prag.g_00306	Prbh.g_00464
OG0000368	Prag.g_00307	Prbh.g_00463
OG0000369	Prag.g_00308	Prbh.g_00462
OG0000370	Prag.g_00309	Prbh.g_00461
OG0000371	Prag.g_00310	Prbh.g_00460
OG0000372	Prag.g_00312	Prbh.g_00458
OG0000373	Prag.g_00314	Prbh.g_00456
OG0000374	Prag.g_00315	Prbh.g_00455
OG0000375	Prag.g_00316	Prbh.g_00454
OG0000376	Prag.g_00318	Prbh.g_00452
OG0000377	Prag.g_00319	Prbh.g_00446
OG0000378	Prag.g_00320	Prbh.g_00445
OG0000379	Prag.g_00329	Prbh.g_00439
OG0000380	Prag.g_00330	Prbh.g_00437
OG0000381	Prag.g_00331	Prbh.g_00436
OG0000382	Prag.g_00333	Prbh.g_00435
OG0000383	Prag.g_00336	Prbh.g_00431
OG0000384	Prag.g_00337	Prbh.g_00430
OG0000385	Prag.g_00339	Prbh.g_00427
OG0000386	Prag.g_00340	Prbh.g_00426
OG0000387	Prag.g_00341	Prbh.g_00425
OG0000388	Prag.g_00342	Prbh.g_00424
OG0000389	Prag.g_00343	Prbh.g_00423
OG0000390	Prag.g_00344	Prbh.g_00422
OG0000391	Prag.g_00345	Prbh.g_00421
OG0000392	Prag.g_00346	Prbh.g_00420
OG0000393	Prag.g_00349	Prbh.g_00416
OG0000394	Prag.g_00350	Prbh.g_00415
OG0000395	Prag.g_00352	Prbh.g_00412
OG0000396	Prag.g_00353	Prbh.g_01008
OG0000397	Prag.g_00365	Prbh.g_01327
OG0000398	Prag.g_00372	Prbh.g_01877
OG0000399	Prag.g_00373	Prbh.g_01320
OG0000400	Prag.g_00378	Prbh.g_01718
OG0000401	Prag.g_00410	Prbh.g_00401
OG0000402	Prag.g_00411	Prbh.g_00400
OG0000403	Prag.g_00412	Prbh.g_00399
OG0000404	Prag.g_00414	Prbh.g_00397
OG0000405	Prag.g_00415	Prbh.g_00396
OG0000406	Prag.g_00417	Prbh.g_00394
OG0000407	Prag.g_00418	Prbh.g_00393
OG0000408	Prag.g_00419	Prbh.g_00392
OG0000409	Prag.g_00420	Prbh.g_00391
OG0000410	Prag.g_00421	Prbh.g_00390
OG0000411	Prag.g_00422	Prbh.g_00389
OG0000412	Prag.g_00423	Prbh.g_00388
OG0000413	Prag.g_00424	Prbh.g_00387
OG0000414	Prag.g_00425	Prbh.g_00386
OG0000415	Prag.g_00426	Prbh.g_00385
OG0000416	Prag.g_00427	Prbh.g_00384
OG0000417	Prag.g_00428	Prbh.g_00383
OG0000418	Prag.g_00429	Prbh.g_00382
OG0000419	Prag.g_00430	Prbh.g_00381
OG0000420	Prag.g_00431	Prbh.g_00380
OG0000421	Prag.g_00432	Prbh.g_00374
OG0000422	Prag.g_00434	Prbh.g_00372
OG0000423	Prag.g_00435	Prbh.g_00371
OG0000424	Prag.g_00437	Prbh.g_00370
OG0000425	Prag.g_00440	Prbh.g_00367
OG0000426	Prag.g_00441	Prbh.g_00366
OG0000427	Prag.g_00442	Prbh.g_00365
OG0000428	Prag.g_00443	Prbh.g_00363
OG0000429	Prag.g_00444	Prbh.g_00361
OG0000430	Prag.g_00450	Prbh.g_00360
OG0000431	Prag.g_00452	Prbh.g_00358
OG0000432	Prag.g_00453	Prbh.g_00357
OG0000433	Prag.g_00456	Prbh.g_00354
OG0000434	Prag.g_00457	Prbh.g_00353
OG0000435	Prag.g_00458	Prbh.g_00352
OG0000436	Prag.g_00460	Prbh.g_00350
OG0000437	Prag.g_00462	Prbh.g_00348
OG0000438	Prag.g_00463	Prbh.g_00347
OG0000439	Prag.g_00464	Prbh.g_00346
OG0000440	Prag.g_00466	Prbh.g_00344
OG0000441	Prag.g_00467	Prbh.g_00343
OG0000442	Prag.g_00468	Prbh.g_00342
OG0000443	Prag.g_00469	Prbh.g_00341
OG0000444	Prag.g_00470	Prbh.g_00340
OG0000445	Prag.g_00471	Prbh.g_00339
OG0000446	Prag.g_00472	Prbh.g_00338
OG0000447	Prag.g_00473	Prbh.g_00337
OG0000448	Prag.g_00474	Prbh.g_00336
OG0000449	Prag.g_00479	Prbh.g_00329
OG0000450	Prag.g_00480	Prbh.g_00328
OG0000451	Prag.g_00481	Prbh.g_00327
OG0000452	Prag.g_00482	Prbh.g_00326
OG0000453	Prag.g_00484	Prbh.g_00325
OG0000454	Prag.g_00485	Prbh.g_00324
OG0000455	Prag.g_00486	Prbh.g_00323
OG0000456	Prag.g_00487	Prbh.g_00322
OG0000457	Prag.g_00489	Prbh.g_00320
OG0000458	Prag.g_00491	Prbh.g_00318
OG0000459	Prag.g_00492	Prbh.g_00317
OG0000460	Prag.g_00494	Prbh.g_00315
OG0000461	Prag.g_00495	Prbh.g_00314
OG0000462	Prag.g_00496	Prbh.g_00313
OG0000463	Prag.g_00497	Prbh.g_00311
OG0000464	Prag.g_00502	Prbh.g_00306
OG0000465	Prag.g_00504	Prbh.g_00305
OG0000466	Prag.g_00505	Prbh.g_00304
OG0000467	Prag.g_00506	Prbh.g_00303
OG0000468	Prag.g_00507	Prbh.g_00302
OG0000469	Prag.g_00508	Prbh.g_00301
OG0000470	Prag.g_00509	Prbh.g_00299
OG0000471	Prag.g_00510	Prbh.g_00298
OG0000472	Prag.g_00513	Prbh.g_00295
OG0000473	Prag.g_00514	Prbh.g_00294
OG0000474	Prag.g_00515	Prbh.g_00293
OG0000475	Prag.g_00516	Prbh.g_00292
OG0000476	Prag.g_00517	Prbh.g_00291
OG0000477	Prag.g_00519	Prbh.g_00290
OG0000478	Prag.g_00520	Prbh.g_00289
OG0000479	Prag.g_00521	Prbh.g_00288
OG0000480	Prag.g_00523	Prbh.g_00286
OG0000481	Prag.g_00524	Prbh.g_00285
OG0000482	Prag.g_00525	Prbh.g_00284
OG0000483	Prag.g_00526	Prbh.g_00283
OG0000484	Prag.g_00527	Prbh.g_00282
OG0000485	Prag.g_00528	Prbh.g_00281
OG0000486	Prag.g_00529	Prbh.g_00280
OG0000487	Prag.g_00530	Prbh.g_00279
OG0000488	Prag.g_00532	Prbh.g_00277
OG0000489	Prag.g_00533	Prbh.g_00276
OG0000490	Prag.g_00534	Prbh.g_00275
OG0000491	Prag.g_00535	Prbh.g_00274
OG0000492	Prag.g_00536	Prbh.g_00273
OG0000493	Prag.g_00537	Prbh.g_00272
OG0000494	Prag.g_00539	Prbh.g_00270
OG0000495	Prag.g_00540	Prbh.g_00269
OG0000496	Prag.g_00541	Prbh.g_00267
OG0000497	Prag.g_00542	Prbh.g_00265
OG0000498	Prag.g_00543	Prbh.g_00264
OG0000499	Prag.g_00545	Prbh.g_00262
OG0000500	Prag.g_00546	Prbh.g_00261
OG0000501	Prag.g_00548	Prbh.g_00259
OG0000502	Prag.g_00549	Prbh.g_00258
OG0000503	Prag.g_00550	Prbh.g_00257
OG0000504	Prag.g_00551	Prbh.g_00256
OG0000505	Prag.g_00552	Prbh.g_00255
OG0000506	Prag.g_00553	Prbh.g_00254
OG0000507	Prag.g_00554	Prbh.g_00253
OG0000508	Prag.g_00556	Prbh.g_00251
OG0000509	Prag.g_00557	Prbh.g_00250
OG0000510	Prag.g_00558	Prbh.g_00249
OG0000511	Prag.g_00559	Prbh.g_00248
OG0000512	Prag.g_00560	Prbh.g_00247
OG0000513	Prag.g_00561	Prbh.g_00246
OG0000514	Prag.g_00562	Prbh.g_00245
OG0000515	Prag.g_00564	Prbh.g_00244
OG0000516	Prag.g_00565	Prbh.g_00243
OG0000517	Prag.g_00566	Prbh.g_00242
OG0000518	Prag.g_00569	Prbh.g_00239
OG0000519	Prag.g_00570	Prbh.g_00238
OG0000520	Prag.g_00571	Prbh.g_00237
OG0000521	Prag.g_00572	Prbh.g_00236
OG0000522	Prag.g_00573	Prbh.g_00235
OG0000523	Prag.g_00574	Prbh.g_00234
OG0000524	Prag.g_00575	Prbh.g_00233
OG0000525	Prag.g_00577	Prbh.g_00231
OG0000526	Prag.g_00578	Prbh.g_00230
OG0000527	Prag.g_00579	Prbh.g_00229
OG0000528	Prag.g_00580	Prbh.g_00228
OG0000529	Prag.g_00581	Prbh.g_00227
OG0000530	Prag.g_00582	Prbh.g_00226
OG0000531	Prag.g_00583	Prbh.g_00224
OG0000532	Prag.g_00584	Prbh.g_00223
OG0000533	Prag.g_00585	Prbh.g_00222
OG0000534	Prag.g_00586	Prbh.g_00221
OG0000535	Prag.g_00587	Prbh.g_00220
OG0000536	Prag.g_00588	Prbh.g_00219
OG0000537	Prag.g_00589	Prbh.g_00218
OG0000538	Prag.g_00590	Prbh.g_00217
OG0000539	Prag.g_00591	Prbh.g_00216
OG0000540	Prag.g_00592	Prbh.g_00215
OG0000541	Prag.g_00593	Prbh.g_00214
OG0000542	Prag.g_00594	Prbh.g_00213
OG0000543	Prag.g_00595	Prbh.g_00212
OG0000544	Prag.g_00596	Prbh.g_01465
OG0000545	Prag.g_00599	Prbh.g_01462
OG0000546	Prag.g_00600	Prbh.g_01461
OG0000547	Prag.g_00602	Prbh.g_01459
OG0000548	Prag.g_00603	Prbh.g_01457
OG0000549	Prag.g_00604	Prbh.g_01456
OG0000550	Prag.g_00605	Prbh.g_01455
OG0000551	Prag.g_00606	Prbh.g_01453
OG0000552	Prag.g_00607	Prbh.g_01452
OG0000553	Prag.g_00608	Prbh.g_01223
OG0000554	Prag.g_00609	Prbh.g_01222
OG0000555	Prag.g_00610	Prbh.g_01221
OG0000556	Prag.g_00611	Prbh.g_01220
OG0000557	Prag.g_00612	Prbh.g_01219
OG0000558	Prag.g_00613	Prbh.g_01218
OG0000559	Prag.g_00614	Prbh.g_01217
OG0000560	Prag.g_00616	Prbh.g_01216
OG0000561	Prag.g_00617	Prbh.g_01215
OG0000562	Prag.g_00618	Prbh.g_01213
