Orthogroup	Prag	Prbi
OG0000033	Prag.g_01638, Prag.g_00013	Prbi.g_00013
OG0000034	Prag.g_01444	Prbi.g_01478
OG0000035	Prag.g_01259	Prbi.g_00936
OG0000036	Prag.g_00563	Prbi.g_00587
OG0000037	Prag.g_00601	Prbi.g_00625
OG0000038	Prag.g_00757	Prbi.g_00805
OG0000039	Prag.g_00159	Prbi.g_00190
OG0000040	Prag.g_00354	Prbi.g_00384
OG0000042	Prag.g_00692	Prbi.g_00745
OG0000043	Prag.g_00791	Prbi.g_00832
OG0000044	Prag.g_01153	Prbi.g_01207
OG0000045	Prag.g_01428	Prbi.g_01461
OG0000046	Prag.g_01662	Prbi.g_01780
OG0000047	Prag.g_01861	Prbi.g_01994
OG0000048	Prag.g_01868	Prbi.g_02001
OG0000050	Prag.g_00031	Prbi.g_00031
OG0000051	Prag.g_00150	Prbi.g_00181
OG0000052	Prag.g_00364	Prbi.g_00394
OG0000053	Prag.g_00518	Prbi.g_00542
OG0000054	Prag.g_00751	Prbi.g_00799
OG0000055	Prag.g_00828	Prbi.g_00869
OG0000056	Prag.g_01108	Prbi.g_01163
OG0000058	Prag.g_00454	Prbi.g_00478
OG0000059	Prag.g_00676	Prbi.g_00702
OG0000060	Prag.g_00732	Prbi.g_00780
OG0000061	Prag.g_00984	Prbi.g_01029
OG0000062	Prag.g_01120	Prbi.g_01174
OG0000063	Prag.g_01298	Prbi.g_01330
OG0000064	Prag.g_01308	Prbi.g_01341, Prbi.g_01740, Prbi.g_01749
OG0000065	Prag.g_01355	Prbi.g_01391
OG0000066	Prag.g_01423	Prbi.g_01460
OG0000068	Prag.g_01804	Prbi.g_01938
OG0000069	Prag.g_01416	Prbi.g_01497
OG0000071	Prag.g_00011	Prbi.g_00011
OG0000072	Prag.g_00313	Prbi.g_00346
OG0000073	Prag.g_00647	Prbi.g_00672
OG0000074	Prag.g_00669	Prbi.g_00694
OG0000075	Prag.g_00813	Prbi.g_00854
OG0000076	Prag.g_01036	Prbi.g_01086
OG0000078	Prag.g_01424	Prbi.g_01462
OG0000079	Prag.g_01568	Prbi.g_01482, Prbi.g_01668
OG0000080	Prag.g_01617	Prbi.g_01725
OG0000081	Prag.g_01834	Prbi.g_01968
OG0000082	Prag.g_01923	Prbi.g_02069
OG0000083	Prag.g_00003	Prbi.g_00003
OG0000084	Prag.g_00006	Prbi.g_00006
OG0000085	Prag.g_00023	Prbi.g_00023
OG0000086	Prag.g_00039	Prbi.g_00048
OG0000087	Prag.g_00049	Prbi.g_00060
OG0000088	Prag.g_00106	Prbi.g_00120
OG0000089	Prag.g_00114	Prbi.g_00129
OG0000090	Prag.g_00132	Prbi.g_00147
OG0000091	Prag.g_00162	Prbi.g_00193
OG0000092	Prag.g_00163	Prbi.g_00194
OG0000093	Prag.g_00177	Prbi.g_00208
OG0000094	Prag.g_00195	Prbi.g_00226
OG0000095	Prag.g_00200	Prbi.g_00231
OG0000096	Prag.g_00244	Prbi.g_00275
OG0000097	Prag.g_00265	Prbi.g_00298
OG0000098	Prag.g_00275	Prbi.g_00308
OG0000099	Prag.g_00285	Prbi.g_00318
OG0000100	Prag.g_00288	Prbi.g_00321
OG0000101	Prag.g_00351	Prbi.g_00381
OG0000102	Prag.g_00375	Prbi.g_00407
OG0000103	Prag.g_00455	Prbi.g_00479
OG0000104	Prag.g_00459	Prbi.g_00483
OG0000105	Prag.g_00478	Prbi.g_00502
OG0000106	Prag.g_00511	Prbi.g_00535
OG0000107	Prag.g_00512	Prbi.g_00536
OG0000108	Prag.g_00522	Prbi.g_00546
OG0000109	Prag.g_00531	Prbi.g_00555
OG0000110	Prag.g_00547	Prbi.g_00571
OG0000111	Prag.g_00629	Prbi.g_00654
OG0000112	Prag.g_00630	Prbi.g_00655
OG0000113	Prag.g_00714	Prbi.g_00767
OG0000114	Prag.g_00804	Prbi.g_00845
OG0000115	Prag.g_00964	Prbi.g_01009
OG0000116	Prag.g_00968	Prbi.g_01013
OG0000117	Prag.g_01033	Prbi.g_01083
OG0000118	Prag.g_01085	Prbi.g_01136
OG0000119	Prag.g_01123	Prbi.g_01177
OG0000120	Prag.g_01159	Prbi.g_01213
OG0000121	Prag.g_01178	Prbi.g_01232
OG0000122	Prag.g_01197	Prbi.g_01251
OG0000123	Prag.g_01210	Prbi.g_01264
OG0000124	Prag.g_01219	Prbi.g_01277
OG0000125	Prag.g_01367	Prbi.g_01403
OG0000126	Prag.g_01389	Prbi.g_01439
OG0000127	Prag.g_01475	Prbi.g_01576
OG0000128	Prag.g_01491	Prbi.g_01592
OG0000129	Prag.g_01527	Prbi.g_01627
OG0000130	Prag.g_01667	Prbi.g_01785
OG0000131	Prag.g_01705	Prbi.g_01823
OG0000132	Prag.g_01708	Prbi.g_01826
OG0000133	Prag.g_01763	Prbi.g_01897
OG0000134	Prag.g_01799	Prbi.g_01933
OG0000135	Prag.g_01801	Prbi.g_01935
OG0000136	Prag.g_01845	Prbi.g_01979
OG0000137	Prag.g_01878	Prbi.g_02011
OG0000138	Prag.g_01913	Prbi.g_02059
OG0000139	Prag.g_01940	Prbi.g_02086
OG0000140	Prag.g_00001	Prbi.g_00001
OG0000141	Prag.g_00002	Prbi.g_00002
OG0000142	Prag.g_00004	Prbi.g_00004
OG0000143	Prag.g_00005	Prbi.g_00005
OG0000144	Prag.g_00007	Prbi.g_00007
OG0000145	Prag.g_00008	Prbi.g_00008
OG0000146	Prag.g_00009	Prbi.g_00009
OG0000147	Prag.g_00010	Prbi.g_00010
OG0000148	Prag.g_00012	Prbi.g_00012
OG0000149	Prag.g_00014	Prbi.g_00014
OG0000150	Prag.g_00015	Prbi.g_00015
OG0000151	Prag.g_00016	Prbi.g_00016
OG0000152	Prag.g_00017	Prbi.g_00017
OG0000153	Prag.g_00018	Prbi.g_00018
OG0000154	Prag.g_00019	Prbi.g_00019
OG0000155	Prag.g_00020	Prbi.g_00020
OG0000156	Prag.g_00021	Prbi.g_00021
OG0000157	Prag.g_00022	Prbi.g_00022
OG0000158	Prag.g_00024	Prbi.g_00024
OG0000159	Prag.g_00025	Prbi.g_00025
OG0000160	Prag.g_00026	Prbi.g_00026
OG0000161	Prag.g_00027	Prbi.g_00027
OG0000162	Prag.g_00028	Prbi.g_00028
OG0000163	Prag.g_00029	Prbi.g_00029
OG0000164	Prag.g_00032	Prbi.g_00032
OG0000165	Prag.g_00035	Prbi.g_00035
OG0000166	Prag.g_00036	Prbi.g_00036
OG0000167	Prag.g_00037	Prbi.g_00037
OG0000168	Prag.g_00040	Prbi.g_00049
OG0000169	Prag.g_00042	Prbi.g_00051
OG0000170	Prag.g_00043	Prbi.g_00052
OG0000171	Prag.g_00044	Prbi.g_00053
OG0000172	Prag.g_00045	Prbi.g_00056
OG0000173	Prag.g_00046	Prbi.g_00057
OG0000174	Prag.g_00047	Prbi.g_00058
OG0000175	Prag.g_00048	Prbi.g_00059
OG0000176	Prag.g_00050	Prbi.g_00061
OG0000177	Prag.g_00051	Prbi.g_00062
OG0000178	Prag.g_00052	Prbi.g_00063
OG0000179	Prag.g_00058	Prbi.g_00071
OG0000180	Prag.g_00059	Prbi.g_00072
OG0000181	Prag.g_00060	Prbi.g_00073
OG0000182	Prag.g_00063	Prbi.g_00076
OG0000183	Prag.g_00064	Prbi.g_00077
OG0000184	Prag.g_00067	Prbi.g_00080
OG0000185	Prag.g_00071	Prbi.g_00084
OG0000186	Prag.g_00072	Prbi.g_00085
OG0000187	Prag.g_00073	Prbi.g_00086
OG0000188	Prag.g_00074	Prbi.g_00087
OG0000189	Prag.g_00075	Prbi.g_00088
OG0000190	Prag.g_00076	Prbi.g_00089
OG0000191	Prag.g_00077	Prbi.g_00090
OG0000192	Prag.g_00078	Prbi.g_00091
OG0000193	Prag.g_00079	Prbi.g_00092
OG0000194	Prag.g_00080	Prbi.g_00093
OG0000195	Prag.g_00082	Prbi.g_00095
OG0000196	Prag.g_00083	Prbi.g_00096
OG0000197	Prag.g_00084	Prbi.g_00097
OG0000198	Prag.g_00085	Prbi.g_00098
OG0000199	Prag.g_00087	Prbi.g_00101
OG0000200	Prag.g_00088	Prbi.g_00102
OG0000201	Prag.g_00089	Prbi.g_00103
OG0000202	Prag.g_00090	Prbi.g_00104
OG0000203	Prag.g_00091	Prbi.g_00105
OG0000204	Prag.g_00092	Prbi.g_00106
OG0000205	Prag.g_00093	Prbi.g_00107
OG0000206	Prag.g_00094	Prbi.g_00108
OG0000207	Prag.g_00095	Prbi.g_00109
OG0000208	Prag.g_00096	Prbi.g_00110
OG0000209	Prag.g_00097	Prbi.g_00111
OG0000210	Prag.g_00099	Prbi.g_00113
OG0000211	Prag.g_00100	Prbi.g_00114
OG0000212	Prag.g_00101	Prbi.g_00115
OG0000213	Prag.g_00102	Prbi.g_00116
OG0000214	Prag.g_00104	Prbi.g_00118
OG0000215	Prag.g_00105	Prbi.g_00119
OG0000216	Prag.g_00107	Prbi.g_00121
OG0000217	Prag.g_00108	Prbi.g_00123
OG0000218	Prag.g_00109	Prbi.g_00124
OG0000219	Prag.g_00110	Prbi.g_00125
OG0000220	Prag.g_00113	Prbi.g_00128
OG0000221	Prag.g_00115	Prbi.g_00130
OG0000222	Prag.g_00116	Prbi.g_00131
OG0000223	Prag.g_00117	Prbi.g_00132
OG0000224	Prag.g_00120	Prbi.g_00135
OG0000225	Prag.g_00122	Prbi.g_00137
OG0000226	Prag.g_00123	Prbi.g_00138
OG0000227	Prag.g_00124	Prbi.g_00139
OG0000228	Prag.g_00125	Prbi.g_00140
OG0000229	Prag.g_00126	Prbi.g_00141
OG0000230	Prag.g_00127	Prbi.g_00142
OG0000231	Prag.g_00129	Prbi.g_00144
OG0000232	Prag.g_00130	Prbi.g_00145
OG0000233	Prag.g_00133	Prbi.g_00148
OG0000234	Prag.g_00135	Prbi.g_00150
OG0000235	Prag.g_00138	Prbi.g_00169
OG0000236	Prag.g_00139	Prbi.g_00170
OG0000237	Prag.g_00140	Prbi.g_00171
OG0000238	Prag.g_00141	Prbi.g_00172
OG0000239	Prag.g_00142	Prbi.g_00173
OG0000240	Prag.g_00144	Prbi.g_00175
OG0000241	Prag.g_00145	Prbi.g_00176
OG0000242	Prag.g_00146	Prbi.g_00177
OG0000243	Prag.g_00147	Prbi.g_00178
OG0000244	Prag.g_00148	Prbi.g_00179
OG0000245	Prag.g_00149	Prbi.g_00180
OG0000246	Prag.g_00151	Prbi.g_00182
OG0000247	Prag.g_00152	Prbi.g_00183
OG0000248	Prag.g_00153	Prbi.g_00184
OG0000249	Prag.g_00154	Prbi.g_00185
OG0000250	Prag.g_00155	Prbi.g_00186
OG0000251	Prag.g_00156	Prbi.g_00187
OG0000252	Prag.g_00157	Prbi.g_00188
OG0000253	Prag.g_00158	Prbi.g_00189
OG0000254	Prag.g_00160	Prbi.g_00191
OG0000255	Prag.g_00161	Prbi.g_00192
OG0000256	Prag.g_00164	Prbi.g_00195
OG0000257	Prag.g_00166	Prbi.g_00197
OG0000258	Prag.g_00167	Prbi.g_00198
OG0000259	Prag.g_00168	Prbi.g_00199
OG0000260	Prag.g_00169	Prbi.g_00200
OG0000261	Prag.g_00170	Prbi.g_00201
OG0000262	Prag.g_00171	Prbi.g_00202
OG0000263	Prag.g_00172	Prbi.g_00203
OG0000264	Prag.g_00174	Prbi.g_00205
OG0000265	Prag.g_00175	Prbi.g_00206
OG0000266	Prag.g_00176	Prbi.g_00207
OG0000267	Prag.g_00178	Prbi.g_00209
OG0000268	Prag.g_00179	Prbi.g_00210
OG0000269	Prag.g_00180	Prbi.g_00211
OG0000270	Prag.g_00181	Prbi.g_00212
OG0000271	Prag.g_00182	Prbi.g_00213
OG0000272	Prag.g_00183	Prbi.g_00214
OG0000273	Prag.g_00184	Prbi.g_00215
OG0000274	Prag.g_00185	Prbi.g_00216
OG0000275	Prag.g_00186	Prbi.g_00217
OG0000276	Prag.g_00187	Prbi.g_00218
OG0000277	Prag.g_00188	Prbi.g_00219
OG0000278	Prag.g_00189	Prbi.g_00220
OG0000279	Prag.g_00190	Prbi.g_00221
OG0000280	Prag.g_00191	Prbi.g_00222
OG0000281	Prag.g_00193	Prbi.g_00224
OG0000282	Prag.g_00194	Prbi.g_00225
OG0000283	Prag.g_00197	Prbi.g_00228
OG0000284	Prag.g_00198	Prbi.g_00229
OG0000285	Prag.g_00199	Prbi.g_00230
OG0000286	Prag.g_00201	Prbi.g_00232
OG0000287	Prag.g_00202	Prbi.g_00233
OG0000288	Prag.g_00203	Prbi.g_00234
OG0000289	Prag.g_00204	Prbi.g_00235
OG0000290	Prag.g_00205	Prbi.g_00236
OG0000291	Prag.g_00206	Prbi.g_00237
OG0000292	Prag.g_00207	Prbi.g_00238
OG0000293	Prag.g_00208	Prbi.g_00239
OG0000294	Prag.g_00209	Prbi.g_00240
OG0000295	Prag.g_00210	Prbi.g_00241
OG0000296	Prag.g_00211	Prbi.g_00242
OG0000297	Prag.g_00212	Prbi.g_00243
OG0000298	Prag.g_00213	Prbi.g_00244
OG0000299	Prag.g_00214	Prbi.g_00245
OG0000300	Prag.g_00215	Prbi.g_00246
OG0000301	Prag.g_00216	Prbi.g_00247
OG0000302	Prag.g_00217	Prbi.g_00248
OG0000303	Prag.g_00218	Prbi.g_00249
OG0000304	Prag.g_00219	Prbi.g_00250
OG0000305	Prag.g_00220	Prbi.g_00251
OG0000306	Prag.g_00221	Prbi.g_00252
OG0000307	Prag.g_00222	Prbi.g_00253
OG0000308	Prag.g_00223	Prbi.g_00254
OG0000309	Prag.g_00224	Prbi.g_00255
OG0000310	Prag.g_00225	Prbi.g_00256
OG0000311	Prag.g_00226	Prbi.g_00257
OG0000312	Prag.g_00228	Prbi.g_00259
OG0000313	Prag.g_00229	Prbi.g_00260
OG0000314	Prag.g_00232	Prbi.g_00263
OG0000315	Prag.g_00233	Prbi.g_00264
OG0000316	Prag.g_00235	Prbi.g_00266
OG0000317	Prag.g_00237	Prbi.g_00268
OG0000318	Prag.g_00238	Prbi.g_00269
OG0000319	Prag.g_00239	Prbi.g_00270
OG0000320	Prag.g_00240	Prbi.g_00271
OG0000321	Prag.g_00243	Prbi.g_00274
OG0000322	Prag.g_00245	Prbi.g_00277
OG0000323	Prag.g_00246	Prbi.g_00278
OG0000324	Prag.g_00249	Prbi.g_00281
OG0000325	Prag.g_00250	Prbi.g_00283
OG0000326	Prag.g_00251	Prbi.g_00284
OG0000327	Prag.g_00253	Prbi.g_00286
OG0000328	Prag.g_00254	Prbi.g_00287
OG0000329	Prag.g_00255	Prbi.g_00288
OG0000330	Prag.g_00256	Prbi.g_00289
OG0000331	Prag.g_00257	Prbi.g_00290
OG0000332	Prag.g_00258	Prbi.g_00291
OG0000333	Prag.g_00259	Prbi.g_00292
OG0000334	Prag.g_00260	Prbi.g_00293
OG0000335	Prag.g_00261	Prbi.g_00294
OG0000336	Prag.g_00262	Prbi.g_00295
OG0000337	Prag.g_00266	Prbi.g_00299
OG0000338	Prag.g_00267	Prbi.g_00300
OG0000339	Prag.g_00268	Prbi.g_00301
OG0000340	Prag.g_00269	Prbi.g_00302
OG0000341	Prag.g_00273	Prbi.g_00306
OG0000342	Prag.g_00274	Prbi.g_00307
OG0000343	Prag.g_00276	Prbi.g_00309
OG0000344	Prag.g_00277	Prbi.g_00310
OG0000345	Prag.g_00278	Prbi.g_00311
OG0000346	Prag.g_00279	Prbi.g_00312
OG0000347	Prag.g_00280	Prbi.g_00313
OG0000348	Prag.g_00281	Prbi.g_00314
OG0000349	Prag.g_00282	Prbi.g_00315
OG0000350	Prag.g_00283	Prbi.g_00316
OG0000351	Prag.g_00286	Prbi.g_00319
OG0000352	Prag.g_00289	Prbi.g_00322
OG0000353	Prag.g_00290	Prbi.g_00323
OG0000354	Prag.g_00291	Prbi.g_00324
OG0000355	Prag.g_00292	Prbi.g_00325
OG0000356	Prag.g_00293	Prbi.g_00326
OG0000357	Prag.g_00294	Prbi.g_00327
OG0000358	Prag.g_00295	Prbi.g_00328
OG0000359	Prag.g_00296	Prbi.g_00329
OG0000360	Prag.g_00299	Prbi.g_00332
OG0000361	Prag.g_00300	Prbi.g_00333
OG0000362	Prag.g_00301	Prbi.g_00334
OG0000363	Prag.g_00302	Prbi.g_00335
OG0000364	Prag.g_00303	Prbi.g_00336
OG0000365	Prag.g_00304	Prbi.g_00337
OG0000366	Prag.g_00305	Prbi.g_00338
OG0000367	Prag.g_00306	Prbi.g_00339
OG0000368	Prag.g_00307	Prbi.g_00340
OG0000369	Prag.g_00308	Prbi.g_00341
OG0000370	Prag.g_00309	Prbi.g_00342
OG0000371	Prag.g_00310	Prbi.g_00343
OG0000372	Prag.g_00312	Prbi.g_00345
OG0000373	Prag.g_00314	Prbi.g_00347
OG0000374	Prag.g_00315	Prbi.g_00348
OG0000375	Prag.g_00316	Prbi.g_00349
OG0000376	Prag.g_00318	Prbi.g_00351
OG0000377	Prag.g_00319	Prbi.g_00352
OG0000378	Prag.g_00320	Prbi.g_00353
OG0000379	Prag.g_00329	Prbi.g_00358
OG0000380	Prag.g_00330	Prbi.g_00359
OG0000381	Prag.g_00331	Prbi.g_00360
OG0000382	Prag.g_00333	Prbi.g_00362
OG0000383	Prag.g_00336	Prbi.g_00365
OG0000384	Prag.g_00337	Prbi.g_00366
OG0000385	Prag.g_00339	Prbi.g_00369
OG0000386	Prag.g_00340	Prbi.g_00370
OG0000387	Prag.g_00341	Prbi.g_00371
OG0000388	Prag.g_00342	Prbi.g_00372
OG0000389	Prag.g_00343	Prbi.g_00373
OG0000390	Prag.g_00344	Prbi.g_00374
OG0000391	Prag.g_00345	Prbi.g_00375
OG0000392	Prag.g_00346	Prbi.g_00376
OG0000393	Prag.g_00349	Prbi.g_00379
OG0000394	Prag.g_00350	Prbi.g_00380
OG0000395	Prag.g_00352	Prbi.g_00382
OG0000396	Prag.g_00353	Prbi.g_00383
OG0000397	Prag.g_00365	Prbi.g_00395
OG0000398	Prag.g_00372	Prbi.g_00403
OG0000399	Prag.g_00373	Prbi.g_00404
OG0000400	Prag.g_00378	Prbi.g_00409
OG0000401	Prag.g_00410	Prbi.g_00432
OG0000402	Prag.g_00411	Prbi.g_00433
OG0000403	Prag.g_00412	Prbi.g_00434
OG0000404	Prag.g_00414	Prbi.g_00436
OG0000405	Prag.g_00415	Prbi.g_00437
OG0000406	Prag.g_00417	Prbi.g_00439
OG0000407	Prag.g_00418	Prbi.g_00440
OG0000408	Prag.g_00419	Prbi.g_00441
OG0000409	Prag.g_00420	Prbi.g_00442
OG0000410	Prag.g_00421	Prbi.g_00443
OG0000411	Prag.g_00422	Prbi.g_00444
OG0000412	Prag.g_00423	Prbi.g_00445
OG0000413	Prag.g_00424	Prbi.g_00446
OG0000414	Prag.g_00425	Prbi.g_00447
OG0000415	Prag.g_00426	Prbi.g_00448
OG0000416	Prag.g_00427	Prbi.g_00449
OG0000417	Prag.g_00428	Prbi.g_00450
OG0000418	Prag.g_00429	Prbi.g_00451
OG0000419	Prag.g_00430	Prbi.g_00452
OG0000420	Prag.g_00431	Prbi.g_00453
OG0000421	Prag.g_00432	Prbi.g_00454
OG0000422	Prag.g_00434	Prbi.g_00456
OG0000423	Prag.g_00435	Prbi.g_00457
OG0000424	Prag.g_00437	Prbi.g_00459
OG0000425	Prag.g_00440	Prbi.g_00463
OG0000426	Prag.g_00441	Prbi.g_00464
OG0000427	Prag.g_00442	Prbi.g_00465
OG0000428	Prag.g_00443	Prbi.g_00466
OG0000429	Prag.g_00444	Prbi.g_00467
OG0000430	Prag.g_00450	Prbi.g_00474
OG0000431	Prag.g_00452	Prbi.g_00476
OG0000432	Prag.g_00453	Prbi.g_00477
OG0000433	Prag.g_00456	Prbi.g_00480
OG0000434	Prag.g_00457	Prbi.g_00481
OG0000435	Prag.g_00458	Prbi.g_00482
OG0000436	Prag.g_00460	Prbi.g_00484
OG0000437	Prag.g_00462	Prbi.g_00486
OG0000438	Prag.g_00463	Prbi.g_00487
OG0000439	Prag.g_00464	Prbi.g_00488
OG0000440	Prag.g_00466	Prbi.g_00490
OG0000441	Prag.g_00467	Prbi.g_00491
OG0000442	Prag.g_00468	Prbi.g_00492
OG0000443	Prag.g_00469	Prbi.g_00493
OG0000444	Prag.g_00470	Prbi.g_00494
OG0000445	Prag.g_00471	Prbi.g_00495
OG0000446	Prag.g_00472	Prbi.g_00496
OG0000447	Prag.g_00473	Prbi.g_00497
OG0000448	Prag.g_00474	Prbi.g_00498
OG0000449	Prag.g_00479	Prbi.g_00503
OG0000450	Prag.g_00480	Prbi.g_00504
OG0000451	Prag.g_00481	Prbi.g_00505
OG0000452	Prag.g_00482	Prbi.g_00506
OG0000453	Prag.g_00484	Prbi.g_00508
OG0000454	Prag.g_00485	Prbi.g_00509
OG0000455	Prag.g_00486	Prbi.g_00510
OG0000456	Prag.g_00487	Prbi.g_00511
OG0000457	Prag.g_00489	Prbi.g_00513
OG0000458	Prag.g_00491	Prbi.g_00515
OG0000459	Prag.g_00492	Prbi.g_00516
OG0000460	Prag.g_00494	Prbi.g_00518
OG0000461	Prag.g_00495	Prbi.g_00519
OG0000462	Prag.g_00496	Prbi.g_00520
OG0000463	Prag.g_00497	Prbi.g_00521
OG0000464	Prag.g_00502	Prbi.g_00526
OG0000465	Prag.g_00504	Prbi.g_00528
OG0000466	Prag.g_00505	Prbi.g_00529
OG0000467	Prag.g_00506	Prbi.g_00530
OG0000468	Prag.g_00507	Prbi.g_00531
OG0000469	Prag.g_00508	Prbi.g_00532
OG0000470	Prag.g_00509	Prbi.g_00533
OG0000471	Prag.g_00510	Prbi.g_00534
OG0000472	Prag.g_00513	Prbi.g_00537
OG0000473	Prag.g_00514	Prbi.g_00538
OG0000474	Prag.g_00515	Prbi.g_00539
OG0000475	Prag.g_00516	Prbi.g_00540
OG0000476	Prag.g_00517	Prbi.g_00541
OG0000477	Prag.g_00519	Prbi.g_00543
OG0000478	Prag.g_00520	Prbi.g_00544
OG0000479	Prag.g_00521	Prbi.g_00545
OG0000480	Prag.g_00523	Prbi.g_00547
OG0000481	Prag.g_00524	Prbi.g_00548
OG0000482	Prag.g_00525	Prbi.g_00549
OG0000483	Prag.g_00526	Prbi.g_00550
OG0000484	Prag.g_00527	Prbi.g_00551
OG0000485	Prag.g_00528	Prbi.g_00552
OG0000486	Prag.g_00529	Prbi.g_00553
OG0000487	Prag.g_00530	Prbi.g_00554
OG0000488	Prag.g_00532	Prbi.g_00556
OG0000489	Prag.g_00533	Prbi.g_00557
OG0000490	Prag.g_00534	Prbi.g_00558
OG0000491	Prag.g_00535	Prbi.g_00559
OG0000492	Prag.g_00536	Prbi.g_00560
OG0000493	Prag.g_00537	Prbi.g_00561
OG0000494	Prag.g_00539	Prbi.g_00563
OG0000495	Prag.g_00540	Prbi.g_00564
OG0000496	Prag.g_00541	Prbi.g_00565
OG0000497	Prag.g_00542	Prbi.g_00566
OG0000498	Prag.g_00543	Prbi.g_00567
OG0000499	Prag.g_00545	Prbi.g_00569
OG0000500	Prag.g_00546	Prbi.g_00570
OG0000501	Prag.g_00548	Prbi.g_00572
OG0000502	Prag.g_00549	Prbi.g_00573
OG0000503	Prag.g_00550	Prbi.g_00574
OG0000504	Prag.g_00551	Prbi.g_00575
OG0000505	Prag.g_00552	Prbi.g_00576
OG0000506	Prag.g_00553	Prbi.g_00577
OG0000507	Prag.g_00554	Prbi.g_00578
OG0000508	Prag.g_00556	Prbi.g_00580
OG0000509	Prag.g_00557	Prbi.g_00581
OG0000510	Prag.g_00558	Prbi.g_00582
OG0000511	Prag.g_00559	Prbi.g_00583
OG0000512	Prag.g_00560	Prbi.g_00584
OG0000513	Prag.g_00561	Prbi.g_00585
OG0000514	Prag.g_00562	Prbi.g_00586
OG0000515	Prag.g_00564	Prbi.g_00588
OG0000516	Prag.g_00565	Prbi.g_00589
OG0000517	Prag.g_00566	Prbi.g_00590
OG0000518	Prag.g_00569	Prbi.g_00593
OG0000519	Prag.g_00570	Prbi.g_00594
OG0000520	Prag.g_00571	Prbi.g_00595
OG0000521	Prag.g_00572	Prbi.g_00596
OG0000522	Prag.g_00573	Prbi.g_00597
OG0000523	Prag.g_00574	Prbi.g_00598
OG0000524	Prag.g_00575	Prbi.g_00599
OG0000525	Prag.g_00577	Prbi.g_00601
OG0000526	Prag.g_00578	Prbi.g_00602
OG0000527	Prag.g_00579	Prbi.g_00603
OG0000528	Prag.g_00580	Prbi.g_00604
OG0000529	Prag.g_00581	Prbi.g_00605
OG0000530	Prag.g_00582	Prbi.g_00606
OG0000531	Prag.g_00583	Prbi.g_00607
OG0000532	Prag.g_00584	Prbi.g_00608
OG0000533	Prag.g_00585	Prbi.g_00609
OG0000534	Prag.g_00586	Prbi.g_00610
OG0000535	Prag.g_00587	Prbi.g_00611
OG0000536	Prag.g_00588	Prbi.g_00612
OG0000537	Prag.g_00589	Prbi.g_00613
OG0000538	Prag.g_00590	Prbi.g_00614
OG0000539	Prag.g_00591	Prbi.g_00615
OG0000540	Prag.g_00592	Prbi.g_00616
OG0000541	Prag.g_00593	Prbi.g_00617
OG0000542	Prag.g_00594	Prbi.g_00618
OG0000543	Prag.g_00595	Prbi.g_00619
