Orthogroup	Prag	Prau
OG0000203	Prag.g_00091	Prau.g_00099
OG0000204	Prag.g_00092	Prau.g_00100
OG0000205	Prag.g_00093	Prau.g_00101
OG0000206	Prag.g_00094	Prau.g_00102
OG0000207	Prag.g_00095	Prau.g_00103
OG0000208	Prag.g_00096	Prau.g_00104
OG0000209	Prag.g_00097	Prau.g_00105
OG0000210	Prag.g_00099	Prau.g_00107
OG0000211	Prag.g_00100	Prau.g_00108
OG0000212	Prag.g_00101	Prau.g_00109
OG0000213	Prag.g_00102	Prau.g_00110
OG0000214	Prag.g_00104	Prau.g_00112
OG0000215	Prag.g_00105	Prau.g_00113
OG0000216	Prag.g_00107	Prau.g_00115
OG0000217	Prag.g_00108	Prau.g_00116
OG0000218	Prag.g_00109	Prau.g_00117
OG0000219	Prag.g_00110	Prau.g_00118
OG0000220	Prag.g_00113	Prau.g_00121
OG0000221	Prag.g_00115	Prau.g_00123
OG0000222	Prag.g_00116	Prau.g_00124
OG0000223	Prag.g_00117	Prau.g_00125
OG0000224	Prag.g_00120	Prau.g_00128
OG0000225	Prag.g_00122	Prau.g_00130
OG0000226	Prag.g_00123	Prau.g_00131
OG0000227	Prag.g_00124	Prau.g_00132
OG0000228	Prag.g_00125	Prau.g_00133
OG0000229	Prag.g_00126	Prau.g_00134
OG0000230	Prag.g_00127	Prau.g_00135
OG0000231	Prag.g_00129	Prau.g_00137
OG0000232	Prag.g_00130	Prau.g_00138
OG0000233	Prag.g_00133	Prau.g_00141
OG0000234	Prag.g_00135	Prau.g_00143
OG0000235	Prag.g_00138	Prau.g_00146
OG0000236	Prag.g_00139	Prau.g_00147
OG0000237	Prag.g_00140	Prau.g_00148
OG0000238	Prag.g_00141	Prau.g_00149
OG0000239	Prag.g_00142	Prau.g_00150
OG0000240	Prag.g_00144	Prau.g_00152
OG0000241	Prag.g_00145	Prau.g_00153
OG0000242	Prag.g_00146	Prau.g_00154
OG0000243	Prag.g_00147	Prau.g_00155
OG0000244	Prag.g_00148	Prau.g_00156
OG0000245	Prag.g_00149	Prau.g_00157
OG0000246	Prag.g_00151	Prau.g_00159
OG0000247	Prag.g_00152	Prau.g_00160
OG0000248	Prag.g_00153	Prau.g_00161
OG0000249	Prag.g_00154	Prau.g_00162
OG0000250	Prag.g_00155	Prau.g_00163
OG0000251	Prag.g_00156	Prau.g_00164
OG0000252	Prag.g_00157	Prau.g_00165
OG0000253	Prag.g_00158	Prau.g_00166
OG0000254	Prag.g_00160	Prau.g_00168
OG0000255	Prag.g_00161	Prau.g_00169
OG0000256	Prag.g_00164	Prau.g_00172
OG0000257	Prag.g_00166	Prau.g_00174
OG0000258	Prag.g_00167	Prau.g_00175
OG0000259	Prag.g_00168	Prau.g_00176
OG0000260	Prag.g_00169	Prau.g_00177
OG0000261	Prag.g_00170	Prau.g_00178
OG0000262	Prag.g_00171	Prau.g_00179
OG0000263	Prag.g_00172	Prau.g_00180
OG0000264	Prag.g_00174	Prau.g_00182
OG0000265	Prag.g_00175	Prau.g_00183
OG0000266	Prag.g_00176	Prau.g_00184
OG0000267	Prag.g_00178	Prau.g_00186
OG0000268	Prag.g_00179	Prau.g_00187
OG0000269	Prag.g_00180	Prau.g_00188
OG0000270	Prag.g_00181	Prau.g_00189
OG0000271	Prag.g_00182	Prau.g_00190
OG0000272	Prag.g_00183	Prau.g_00191
OG0000273	Prag.g_00184	Prau.g_00192
OG0000274	Prag.g_00185	Prau.g_00193
OG0000275	Prag.g_00186	Prau.g_00194
OG0000276	Prag.g_00187	Prau.g_00195
OG0000277	Prag.g_00188	Prau.g_00196
OG0000278	Prag.g_00189	Prau.g_00197
OG0000279	Prag.g_00190	Prau.g_00198
OG0000280	Prag.g_00191	Prau.g_00199
OG0000281	Prag.g_00193	Prau.g_00201
OG0000282	Prag.g_00194	Prau.g_00202
OG0000283	Prag.g_00197	Prau.g_00205
OG0000284	Prag.g_00198	Prau.g_00206
OG0000285	Prag.g_00199	Prau.g_00207
OG0000286	Prag.g_00201	Prau.g_00209
OG0000287	Prag.g_00202	Prau.g_00210
OG0000288	Prag.g_00203	Prau.g_00211
OG0000289	Prag.g_00204	Prau.g_00212
OG0000290	Prag.g_00205	Prau.g_00213
OG0000291	Prag.g_00206	Prau.g_00214
OG0000292	Prag.g_00207	Prau.g_00215
OG0000293	Prag.g_00208	Prau.g_00216
OG0000294	Prag.g_00209	Prau.g_00217
OG0000295	Prag.g_00210	Prau.g_00218
OG0000296	Prag.g_00211	Prau.g_00219
OG0000297	Prag.g_00212	Prau.g_00220
OG0000298	Prag.g_00213	Prau.g_00221
OG0000299	Prag.g_00214	Prau.g_00222
OG0000300	Prag.g_00215	Prau.g_00223
OG0000301	Prag.g_00216	Prau.g_00224
OG0000302	Prag.g_00217	Prau.g_00225
OG0000303	Prag.g_00218	Prau.g_00226
OG0000304	Prag.g_00219	Prau.g_00227
OG0000305	Prag.g_00220	Prau.g_00228
OG0000306	Prag.g_00221	Prau.g_00229
OG0000307	Prag.g_00222	Prau.g_00230
OG0000308	Prag.g_00223	Prau.g_00231
OG0000309	Prag.g_00224	Prau.g_00232
OG0000310	Prag.g_00225	Prau.g_00233
OG0000311	Prag.g_00226	Prau.g_00234
OG0000312	Prag.g_00228	Prau.g_00236
OG0000313	Prag.g_00229	Prau.g_00237
OG0000314	Prag.g_00232	Prau.g_00240
OG0000315	Prag.g_00233	Prau.g_00241
OG0000316	Prag.g_00235	Prau.g_00244
OG0000317	Prag.g_00237	Prau.g_00246
OG0000318	Prag.g_00238	Prau.g_00247
OG0000319	Prag.g_00239	Prau.g_00248
OG0000320	Prag.g_00240	Prau.g_00249
OG0000321	Prag.g_00243	Prau.g_00252
OG0000322	Prag.g_00245	Prau.g_00255
OG0000323	Prag.g_00246	Prau.g_00256
OG0000324	Prag.g_00249	Prau.g_00259
OG0000325	Prag.g_00250	Prau.g_00261
OG0000326	Prag.g_00251	Prau.g_00262
OG0000327	Prag.g_00253	Prau.g_00264
OG0000328	Prag.g_00254	Prau.g_00265
OG0000329	Prag.g_00255	Prau.g_00266
OG0000330	Prag.g_00256	Prau.g_00267
OG0000331	Prag.g_00257	Prau.g_00268
OG0000332	Prag.g_00258	Prau.g_00269
OG0000333	Prag.g_00259	Prau.g_00270
OG0000334	Prag.g_00260	Prau.g_00271
OG0000335	Prag.g_00261	Prau.g_00272
OG0000336	Prag.g_00262	Prau.g_00273
OG0000337	Prag.g_00266	Prau.g_00277
OG0000338	Prag.g_00267	Prau.g_00278
OG0000339	Prag.g_00268	Prau.g_00279
OG0000340	Prag.g_00269	Prau.g_00280
OG0000341	Prag.g_00273	Prau.g_00284
OG0000342	Prag.g_00274	Prau.g_00285
OG0000343	Prag.g_00276	Prau.g_00287
OG0000344	Prag.g_00277	Prau.g_00288
OG0000345	Prag.g_00278	Prau.g_00289
OG0000346	Prag.g_00279	Prau.g_00290
OG0000347	Prag.g_00280	Prau.g_00291
OG0000348	Prag.g_00281	Prau.g_00292
OG0000349	Prag.g_00282	Prau.g_00293
OG0000350	Prag.g_00283	Prau.g_00294
OG0000351	Prag.g_00286	Prau.g_00297
OG0000352	Prag.g_00289	Prau.g_00300
OG0000353	Prag.g_00290	Prau.g_00301
OG0000354	Prag.g_00291	Prau.g_00302
OG0000355	Prag.g_00292	Prau.g_00303
OG0000356	Prag.g_00293	Prau.g_00304
OG0000357	Prag.g_00294	Prau.g_00305
OG0000358	Prag.g_00295	Prau.g_00306
OG0000359	Prag.g_00296	Prau.g_00307
OG0000360	Prag.g_00299	Prau.g_00310
OG0000361	Prag.g_00300	Prau.g_00311
OG0000362	Prag.g_00301	Prau.g_00312
OG0000363	Prag.g_00302	Prau.g_00313
OG0000364	Prag.g_00303	Prau.g_00314
OG0000365	Prag.g_00304	Prau.g_00315
OG0000366	Prag.g_00305	Prau.g_00316
OG0000367	Prag.g_00306	Prau.g_00317
OG0000368	Prag.g_00307	Prau.g_00318
OG0000369	Prag.g_00308	Prau.g_00319
OG0000370	Prag.g_00309	Prau.g_00320
OG0000371	Prag.g_00310	Prau.g_00321
OG0000372	Prag.g_00312	Prau.g_00323
OG0000373	Prag.g_00314	Prau.g_00325
OG0000374	Prag.g_00315	Prau.g_00326
OG0000375	Prag.g_00316	Prau.g_00327
OG0000376	Prag.g_00318	Prau.g_00329
OG0000377	Prag.g_00319	Prau.g_00330
OG0000378	Prag.g_00320	Prau.g_00331
OG0000379	Prag.g_00329	Prau.g_00336
OG0000380	Prag.g_00330	Prau.g_00337
OG0000381	Prag.g_00331	Prau.g_00338
OG0000382	Prag.g_00333	Prau.g_00340
OG0000383	Prag.g_00336	Prau.g_00343
OG0000384	Prag.g_00337	Prau.g_00344
OG0000385	Prag.g_00339	Prau.g_00347
OG0000386	Prag.g_00340	Prau.g_00348
OG0000387	Prag.g_00341	Prau.g_00349
OG0000388	Prag.g_00342	Prau.g_00350
OG0000389	Prag.g_00343	Prau.g_00351
OG0000390	Prag.g_00344	Prau.g_00352
OG0000391	Prag.g_00345	Prau.g_00353
OG0000392	Prag.g_00346	Prau.g_00354
OG0000393	Prag.g_00349	Prau.g_00357
OG0000394	Prag.g_00350	Prau.g_00358
OG0000395	Prag.g_00352	Prau.g_00360
OG0000396	Prag.g_00353	Prau.g_00361
OG0000397	Prag.g_00365	Prau.g_00374
OG0000398	Prag.g_00372	Prau.g_00382
OG0000399	Prag.g_00373	Prau.g_00383
OG0000400	Prag.g_00378	Prau.g_00389
OG0000401	Prag.g_00410	Prau.g_00472
OG0000402	Prag.g_00411	Prau.g_00473
OG0000403	Prag.g_00412	Prau.g_00474
OG0000404	Prag.g_00414	Prau.g_00476
OG0000405	Prag.g_00415	Prau.g_00477
OG0000406	Prag.g_00417	Prau.g_00479
OG0000407	Prag.g_00418	Prau.g_00480
OG0000408	Prag.g_00419	Prau.g_00481
OG0000409	Prag.g_00420	Prau.g_00482
OG0000410	Prag.g_00421	Prau.g_00483
OG0000411	Prag.g_00422	Prau.g_00484
OG0000412	Prag.g_00423	Prau.g_00485
OG0000413	Prag.g_00424	Prau.g_00486
OG0000414	Prag.g_00425	Prau.g_00487
OG0000415	Prag.g_00426	Prau.g_00488
OG0000416	Prag.g_00427	Prau.g_00489
OG0000417	Prag.g_00428	Prau.g_00490
OG0000418	Prag.g_00429	Prau.g_00491
OG0000419	Prag.g_00430	Prau.g_00492
OG0000420	Prag.g_00431	Prau.g_00493
OG0000421	Prag.g_00432	Prau.g_00494
OG0000422	Prag.g_00434	Prau.g_00496
OG0000423	Prag.g_00435	Prau.g_00497
OG0000424	Prag.g_00437	Prau.g_00499
OG0000425	Prag.g_00440	Prau.g_00503
OG0000426	Prag.g_00441	Prau.g_00504
OG0000427	Prag.g_00442	Prau.g_00505
OG0000428	Prag.g_00443	Prau.g_00506
OG0000429	Prag.g_00444	Prau.g_00507
OG0000430	Prag.g_00450	Prau.g_00512
OG0000431	Prag.g_00452	Prau.g_00514
OG0000432	Prag.g_00453	Prau.g_00515
OG0000433	Prag.g_00456	Prau.g_00518
OG0000434	Prag.g_00457	Prau.g_00519
OG0000435	Prag.g_00458	Prau.g_00520
OG0000436	Prag.g_00460	Prau.g_00522
OG0000437	Prag.g_00462	Prau.g_00524
OG0000438	Prag.g_00463	Prau.g_00525
OG0000439	Prag.g_00464	Prau.g_00526
OG0000440	Prag.g_00466	Prau.g_00528
OG0000441	Prag.g_00467	Prau.g_00529
OG0000442	Prag.g_00468	Prau.g_00530
OG0000443	Prag.g_00469	Prau.g_00531
OG0000444	Prag.g_00470	Prau.g_00532
OG0000445	Prag.g_00471	Prau.g_00533
OG0000446	Prag.g_00472	Prau.g_00534
OG0000447	Prag.g_00473	Prau.g_00535
OG0000448	Prag.g_00474	Prau.g_00536
OG0000449	Prag.g_00479	Prau.g_00541
OG0000450	Prag.g_00480	Prau.g_00542
OG0000451	Prag.g_00481	Prau.g_00543
OG0000452	Prag.g_00482	Prau.g_00544
OG0000453	Prag.g_00484	Prau.g_00546
OG0000454	Prag.g_00485	Prau.g_00547
OG0000455	Prag.g_00486	Prau.g_00548
OG0000456	Prag.g_00487	Prau.g_00549
OG0000457	Prag.g_00489	Prau.g_00551
OG0000458	Prag.g_00491	Prau.g_00553
OG0000459	Prag.g_00492	Prau.g_00554
OG0000460	Prag.g_00494	Prau.g_00556
OG0000461	Prag.g_00495	Prau.g_00557
OG0000462	Prag.g_00496	Prau.g_00558
OG0000463	Prag.g_00497	Prau.g_00559
OG0000464	Prag.g_00502	Prau.g_00564
OG0000465	Prag.g_00504	Prau.g_00565
OG0000466	Prag.g_00505	Prau.g_00566
OG0000467	Prag.g_00506	Prau.g_00567
OG0000468	Prag.g_00507	Prau.g_00568
OG0000469	Prag.g_00508	Prau.g_00569
OG0000470	Prag.g_00509	Prau.g_00570
OG0000471	Prag.g_00510	Prau.g_00571
OG0000472	Prag.g_00513	Prau.g_00574
OG0000473	Prag.g_00514	Prau.g_00575
OG0000474	Prag.g_00515	Prau.g_00576
OG0000475	Prag.g_00516	Prau.g_00577
OG0000476	Prag.g_00517	Prau.g_00578
OG0000477	Prag.g_00519	Prau.g_00580
OG0000478	Prag.g_00520	Prau.g_00581
OG0000479	Prag.g_00521	Prau.g_00582
OG0000480	Prag.g_00523	Prau.g_00584
OG0000481	Prag.g_00524	Prau.g_00585
OG0000482	Prag.g_00525	Prau.g_00586
OG0000483	Prag.g_00526	Prau.g_00587
OG0000484	Prag.g_00527	Prau.g_00588
OG0000485	Prag.g_00528	Prau.g_00589
OG0000486	Prag.g_00529	Prau.g_00590
OG0000487	Prag.g_00530	Prau.g_00591
OG0000488	Prag.g_00532	Prau.g_00593
OG0000489	Prag.g_00533	Prau.g_00594
OG0000490	Prag.g_00534	Prau.g_00595
OG0000491	Prag.g_00535	Prau.g_00596
OG0000492	Prag.g_00536	Prau.g_00597
OG0000493	Prag.g_00537	Prau.g_00598
OG0000494	Prag.g_00539	Prau.g_00600
OG0000495	Prag.g_00540	Prau.g_00601
OG0000496	Prag.g_00541	Prau.g_00602
OG0000497	Prag.g_00542	Prau.g_00603
OG0000498	Prag.g_00543	Prau.g_00604
OG0000499	Prag.g_00545	Prau.g_00606
OG0000500	Prag.g_00546	Prau.g_00607
OG0000501	Prag.g_00548	Prau.g_00609
OG0000502	Prag.g_00549	Prau.g_00610
OG0000503	Prag.g_00550	Prau.g_00611
OG0000504	Prag.g_00551	Prau.g_00612
OG0000505	Prag.g_00552	Prau.g_00613
OG0000506	Prag.g_00553	Prau.g_00614
OG0000507	Prag.g_00554	Prau.g_00615
OG0000508	Prag.g_00556	Prau.g_00617
OG0000509	Prag.g_00557	Prau.g_00618
OG0000510	Prag.g_00558	Prau.g_00619
OG0000511	Prag.g_00559	Prau.g_00620
OG0000512	Prag.g_00560	Prau.g_00621
OG0000513	Prag.g_00561	Prau.g_00622
OG0000514	Prag.g_00562	Prau.g_00623
OG0000515	Prag.g_00564	Prau.g_00625
OG0000516	Prag.g_00565	Prau.g_00626
OG0000517	Prag.g_00566	Prau.g_00627
OG0000518	Prag.g_00569	Prau.g_00629
OG0000519	Prag.g_00570	Prau.g_00630
OG0000520	Prag.g_00571	Prau.g_00631
OG0000521	Prag.g_00572	Prau.g_00632
OG0000522	Prag.g_00573	Prau.g_00633
OG0000523	Prag.g_00574	Prau.g_00634
OG0000524	Prag.g_00575	Prau.g_00635
OG0000525	Prag.g_00577	Prau.g_00637
OG0000526	Prag.g_00578	Prau.g_00638
OG0000527	Prag.g_00579	Prau.g_00639
OG0000528	Prag.g_00580	Prau.g_00640
OG0000529	Prag.g_00581	Prau.g_00641
OG0000530	Prag.g_00582	Prau.g_00642
OG0000531	Prag.g_00583	Prau.g_00643
OG0000532	Prag.g_00584	Prau.g_00644
OG0000533	Prag.g_00585	Prau.g_00645
OG0000534	Prag.g_00586	Prau.g_00646
OG0000535	Prag.g_00587	Prau.g_00647
OG0000536	Prag.g_00588	Prau.g_00648
OG0000537	Prag.g_00589	Prau.g_00649
OG0000538	Prag.g_00590	Prau.g_00650
OG0000539	Prag.g_00591	Prau.g_00651
OG0000540	Prag.g_00592	Prau.g_00652
OG0000541	Prag.g_00593	Prau.g_00653
OG0000542	Prag.g_00594	Prau.g_00654
OG0000543	Prag.g_00595	Prau.g_00655
OG0000544	Prag.g_00596	Prau.g_00656
OG0000545	Prag.g_00599	Prau.g_00661
OG0000546	Prag.g_00600	Prau.g_00662
OG0000547	Prag.g_00602	Prau.g_00664
OG0000548	Prag.g_00603	Prau.g_00665
OG0000549	Prag.g_00604	Prau.g_00666
OG0000550	Prag.g_00605	Prau.g_00667
OG0000551	Prag.g_00606	Prau.g_00668
OG0000552	Prag.g_00607	Prau.g_00669
OG0000553	Prag.g_00608	Prau.g_00670
OG0000554	Prag.g_00609	Prau.g_00671
OG0000555	Prag.g_00610	Prau.g_00672
OG0000556	Prag.g_00611	Prau.g_00673
OG0000557	Prag.g_00612	Prau.g_00674
OG0000558	Prag.g_00613	Prau.g_00675
OG0000559	Prag.g_00614	Prau.g_00676
OG0000560	Prag.g_00616	Prau.g_00678
OG0000561	Prag.g_00617	Prau.g_00679
OG0000562	Prag.g_00618	Prau.g_00680
OG0000563	Prag.g_00619	Prau.g_00681
OG0000564	Prag.g_00620	Prau.g_00682
OG0000565	Prag.g_00621	Prau.g_00683
