Orthogroup	Prag	Prbd
OG0000063	Prag.g_01298	Prbd.g_01895
OG0000064	Prag.g_01308	Prbd.g_01884, Prbd.g_01547, Prbd.g_01536
OG0000065	Prag.g_01355	Prbd.g_01801
OG0000066	Prag.g_01423	Prbd.g_01737
OG0000068	Prag.g_01804	Prbd.g_01391
OG0000069	Prag.g_01416	Prbd.g_01730
OG0000071	Prag.g_00011	Prbd.g_01226
OG0000072	Prag.g_00313	Prbd.g_00917
OG0000073	Prag.g_00647	Prbd.g_00575
OG0000074	Prag.g_00669	Prbd.g_00553
OG0000075	Prag.g_00813	Prbd.g_00109
OG0000076	Prag.g_01036	Prbd.g_00340
OG0000078	Prag.g_01424	Prbd.g_01734
OG0000079	Prag.g_01568	Prbd.g_01610
OG0000080	Prag.g_01617	Prbd.g_01561
OG0000081	Prag.g_01834	Prbd.g_01361
OG0000082	Prag.g_01923	Prbd.g_01272
OG0000083	Prag.g_00003	Prbd.g_01234
OG0000084	Prag.g_00006	Prbd.g_01231
OG0000085	Prag.g_00023	Prbd.g_01214
OG0000086	Prag.g_00039	Prbd.g_01199
OG0000087	Prag.g_00049	Prbd.g_01188
OG0000088	Prag.g_00106	Prbd.g_01131
OG0000089	Prag.g_00114	Prbd.g_01122
OG0000090	Prag.g_00132	Prbd.g_01104, Prbd.g_01103
OG0000091	Prag.g_00162	Prbd.g_01071
OG0000092	Prag.g_00163	Prbd.g_01070
OG0000093	Prag.g_00177	Prbd.g_01056
OG0000094	Prag.g_00195	Prbd.g_01038
OG0000095	Prag.g_00200	Prbd.g_01033
OG0000096	Prag.g_00244	Prbd.g_00988
OG0000097	Prag.g_00265	Prbd.g_00965
OG0000098	Prag.g_00275	Prbd.g_00955
OG0000099	Prag.g_00285	Prbd.g_00945
OG0000100	Prag.g_00288	Prbd.g_00942
OG0000101	Prag.g_00351	Prbd.g_00882
OG0000102	Prag.g_00375	Prbd.g_00855
OG0000103	Prag.g_00455	Prbd.g_00766
OG0000104	Prag.g_00459	Prbd.g_00762
OG0000105	Prag.g_00478	Prbd.g_00743
OG0000106	Prag.g_00511	Prbd.g_00710
OG0000107	Prag.g_00512	Prbd.g_00709
OG0000108	Prag.g_00522	Prbd.g_00699
OG0000109	Prag.g_00531	Prbd.g_00690
OG0000110	Prag.g_00547	Prbd.g_00674
OG0000111	Prag.g_00629	Prbd.g_00593
OG0000112	Prag.g_00630	Prbd.g_00592
OG0000113	Prag.g_00714	Prbd.g_00029
OG0000114	Prag.g_00804	Prbd.g_00100
OG0000115	Prag.g_00964	Prbd.g_00264
OG0000116	Prag.g_00968	Prbd.g_00268
OG0000117	Prag.g_01033	Prbd.g_00337
OG0000118	Prag.g_01085	Prbd.g_00389
OG0000119	Prag.g_01123	Prbd.g_00430
OG0000120	Prag.g_01159	Prbd.g_00474
OG0000121	Prag.g_01178	Prbd.g_00493
OG0000122	Prag.g_01197	Prbd.g_00512
OG0000123	Prag.g_01210	Prbd.g_00525
OG0000124	Prag.g_01219	Prbd.g_01921
OG0000125	Prag.g_01367	Prbd.g_01789
OG0000126	Prag.g_01389	Prbd.g_01764
OG0000127	Prag.g_01475	Prbd.g_01702
OG0000128	Prag.g_01491	Prbd.g_01688
OG0000129	Prag.g_01527	Prbd.g_01652
OG0000130	Prag.g_01667	Prbd.g_01527
OG0000131	Prag.g_01705	Prbd.g_01489
OG0000132	Prag.g_01708	Prbd.g_01486
OG0000133	Prag.g_01763	Prbd.g_01432
OG0000134	Prag.g_01799	Prbd.g_01396
OG0000135	Prag.g_01801	Prbd.g_01394
OG0000136	Prag.g_01845	Prbd.g_01350
OG0000137	Prag.g_01878	Prbd.g_01317
OG0000138	Prag.g_01913	Prbd.g_01281
OG0000139	Prag.g_01940	Prbd.g_01255
OG0000140	Prag.g_00001	Prbd.g_01236
OG0000141	Prag.g_00002	Prbd.g_01235
OG0000142	Prag.g_00004	Prbd.g_01233
OG0000143	Prag.g_00005	Prbd.g_01232
OG0000144	Prag.g_00007	Prbd.g_01230
OG0000145	Prag.g_00008	Prbd.g_01229
OG0000146	Prag.g_00009	Prbd.g_01228
OG0000147	Prag.g_00010	Prbd.g_01227
OG0000148	Prag.g_00012	Prbd.g_01225
OG0000149	Prag.g_00014	Prbd.g_01223
OG0000150	Prag.g_00015	Prbd.g_01222
OG0000151	Prag.g_00016	Prbd.g_01221
OG0000152	Prag.g_00017	Prbd.g_01220
OG0000153	Prag.g_00018	Prbd.g_01219
OG0000154	Prag.g_00019	Prbd.g_01218
OG0000155	Prag.g_00020	Prbd.g_01217
OG0000156	Prag.g_00021	Prbd.g_01216
OG0000157	Prag.g_00022	Prbd.g_01215
OG0000158	Prag.g_00024	Prbd.g_01213
OG0000159	Prag.g_00025	Prbd.g_01212
OG0000160	Prag.g_00026	Prbd.g_01211
OG0000161	Prag.g_00027	Prbd.g_01210
OG0000162	Prag.g_00028	Prbd.g_01209
OG0000163	Prag.g_00029	Prbd.g_01208
OG0000164	Prag.g_00032	Prbd.g_01205
OG0000165	Prag.g_00035	Prbd.g_01202
OG0000166	Prag.g_00036	Prbd.g_01201
OG0000167	Prag.g_00037	Prbd.g_01200
OG0000168	Prag.g_00040	Prbd.g_01198
OG0000169	Prag.g_00042	Prbd.g_01196
OG0000170	Prag.g_00043	Prbd.g_01195
OG0000171	Prag.g_00044	Prbd.g_01194
OG0000172	Prag.g_00045	Prbd.g_01192
OG0000173	Prag.g_00046	Prbd.g_01191
OG0000174	Prag.g_00047	Prbd.g_01190
OG0000175	Prag.g_00048	Prbd.g_01189
OG0000176	Prag.g_00050	Prbd.g_01187
OG0000177	Prag.g_00051	Prbd.g_01186
OG0000178	Prag.g_00052	Prbd.g_01185
OG0000179	Prag.g_00058	Prbd.g_01180
OG0000180	Prag.g_00059	Prbd.g_01179
OG0000181	Prag.g_00060	Prbd.g_01178
OG0000182	Prag.g_00063	Prbd.g_01175
OG0000183	Prag.g_00064	Prbd.g_01174
OG0000184	Prag.g_00067	Prbd.g_01171
OG0000185	Prag.g_00071	Prbd.g_01167
OG0000186	Prag.g_00072	Prbd.g_01166
OG0000187	Prag.g_00073	Prbd.g_01165
OG0000188	Prag.g_00074	Prbd.g_01164
OG0000189	Prag.g_00075	Prbd.g_01163
OG0000190	Prag.g_00076	Prbd.g_01162
OG0000191	Prag.g_00077	Prbd.g_01161
OG0000192	Prag.g_00078	Prbd.g_01160
OG0000193	Prag.g_00079	Prbd.g_01159
OG0000194	Prag.g_00080	Prbd.g_01158
OG0000195	Prag.g_00082	Prbd.g_01156
OG0000196	Prag.g_00083	Prbd.g_01155
OG0000197	Prag.g_00084	Prbd.g_01154
OG0000198	Prag.g_00085	Prbd.g_01153
OG0000199	Prag.g_00087	Prbd.g_01150
OG0000200	Prag.g_00088	Prbd.g_01149
OG0000201	Prag.g_00089	Prbd.g_01148
OG0000202	Prag.g_00090	Prbd.g_01147
OG0000203	Prag.g_00091	Prbd.g_01146
OG0000204	Prag.g_00092	Prbd.g_01145
OG0000205	Prag.g_00093	Prbd.g_01144
OG0000206	Prag.g_00094	Prbd.g_01143
OG0000207	Prag.g_00095	Prbd.g_01142
OG0000208	Prag.g_00096	Prbd.g_01141
OG0000209	Prag.g_00097	Prbd.g_01140
OG0000210	Prag.g_00099	Prbd.g_01138
OG0000211	Prag.g_00100	Prbd.g_01137
OG0000212	Prag.g_00101	Prbd.g_01136
OG0000213	Prag.g_00102	Prbd.g_01135
OG0000214	Prag.g_00104	Prbd.g_01133
OG0000215	Prag.g_00105	Prbd.g_01132
OG0000216	Prag.g_00107	Prbd.g_01130
OG0000217	Prag.g_00108	Prbd.g_01128
OG0000218	Prag.g_00109	Prbd.g_01127
OG0000219	Prag.g_00110	Prbd.g_01126
OG0000220	Prag.g_00113	Prbd.g_01123
OG0000221	Prag.g_00115	Prbd.g_01121
OG0000222	Prag.g_00116	Prbd.g_01120
OG0000223	Prag.g_00117	Prbd.g_01119
OG0000224	Prag.g_00120	Prbd.g_01116
OG0000225	Prag.g_00122	Prbd.g_01114
OG0000226	Prag.g_00123	Prbd.g_01113
OG0000227	Prag.g_00124	Prbd.g_01112
OG0000228	Prag.g_00125	Prbd.g_01111
OG0000229	Prag.g_00126	Prbd.g_01110
OG0000230	Prag.g_00127	Prbd.g_01109
OG0000231	Prag.g_00129	Prbd.g_01107
OG0000232	Prag.g_00130	Prbd.g_01106
OG0000233	Prag.g_00133	Prbd.g_01102
OG0000234	Prag.g_00135	Prbd.g_01100
OG0000235	Prag.g_00138	Prbd.g_01095
OG0000236	Prag.g_00139	Prbd.g_01094
OG0000237	Prag.g_00140	Prbd.g_01093
OG0000238	Prag.g_00141	Prbd.g_01092
OG0000239	Prag.g_00142	Prbd.g_01091
OG0000240	Prag.g_00144	Prbd.g_01089
OG0000241	Prag.g_00145	Prbd.g_01088
OG0000242	Prag.g_00146	Prbd.g_01087
OG0000243	Prag.g_00147	Prbd.g_01086
OG0000244	Prag.g_00148	Prbd.g_01085
OG0000245	Prag.g_00149	Prbd.g_01084
OG0000246	Prag.g_00151	Prbd.g_01082
OG0000247	Prag.g_00152	Prbd.g_01081
OG0000248	Prag.g_00153	Prbd.g_01080
OG0000249	Prag.g_00154	Prbd.g_01079
OG0000250	Prag.g_00155	Prbd.g_01078
OG0000251	Prag.g_00156	Prbd.g_01077
OG0000252	Prag.g_00157	Prbd.g_01076
OG0000253	Prag.g_00158	Prbd.g_01075
OG0000254	Prag.g_00160	Prbd.g_01073
OG0000255	Prag.g_00161	Prbd.g_01072
OG0000256	Prag.g_00164	Prbd.g_01069
OG0000257	Prag.g_00166	Prbd.g_01067
OG0000258	Prag.g_00167	Prbd.g_01066
OG0000259	Prag.g_00168	Prbd.g_01065
OG0000260	Prag.g_00169	Prbd.g_01064
OG0000261	Prag.g_00170	Prbd.g_01063
OG0000262	Prag.g_00171	Prbd.g_01062
OG0000263	Prag.g_00172	Prbd.g_01061
OG0000264	Prag.g_00174	Prbd.g_01059
OG0000265	Prag.g_00175	Prbd.g_01058
OG0000266	Prag.g_00176	Prbd.g_01057
OG0000267	Prag.g_00178	Prbd.g_01055
OG0000268	Prag.g_00179	Prbd.g_01054
OG0000269	Prag.g_00180	Prbd.g_01053
OG0000270	Prag.g_00181	Prbd.g_01052
OG0000271	Prag.g_00182	Prbd.g_01051
OG0000272	Prag.g_00183	Prbd.g_01050
OG0000273	Prag.g_00184	Prbd.g_01049
OG0000274	Prag.g_00185	Prbd.g_01048
OG0000275	Prag.g_00186	Prbd.g_01047
OG0000276	Prag.g_00187	Prbd.g_01046
OG0000277	Prag.g_00188	Prbd.g_01045
OG0000278	Prag.g_00189	Prbd.g_01044
OG0000279	Prag.g_00190	Prbd.g_01043
OG0000280	Prag.g_00191	Prbd.g_01042
OG0000281	Prag.g_00193	Prbd.g_01040
OG0000282	Prag.g_00194	Prbd.g_01039
OG0000283	Prag.g_00197	Prbd.g_01036
OG0000284	Prag.g_00198	Prbd.g_01035
OG0000285	Prag.g_00199	Prbd.g_01034
OG0000286	Prag.g_00201	Prbd.g_01032
OG0000287	Prag.g_00202	Prbd.g_01031
OG0000288	Prag.g_00203	Prbd.g_01030
OG0000289	Prag.g_00204	Prbd.g_01029
OG0000290	Prag.g_00205	Prbd.g_01028
OG0000291	Prag.g_00206	Prbd.g_01027
OG0000292	Prag.g_00207	Prbd.g_01026
OG0000293	Prag.g_00208	Prbd.g_01025
OG0000294	Prag.g_00209	Prbd.g_01024
OG0000295	Prag.g_00210	Prbd.g_01023
OG0000296	Prag.g_00211	Prbd.g_01022
OG0000297	Prag.g_00212	Prbd.g_01021
OG0000298	Prag.g_00213	Prbd.g_01020
OG0000299	Prag.g_00214	Prbd.g_01019
OG0000300	Prag.g_00215	Prbd.g_01018
OG0000301	Prag.g_00216	Prbd.g_01017
OG0000302	Prag.g_00217	Prbd.g_01016
OG0000303	Prag.g_00218	Prbd.g_01015
OG0000304	Prag.g_00219	Prbd.g_01013
OG0000305	Prag.g_00220	Prbd.g_01012
OG0000306	Prag.g_00221	Prbd.g_01011
OG0000307	Prag.g_00222	Prbd.g_01010
OG0000308	Prag.g_00223	Prbd.g_01009
OG0000309	Prag.g_00224	Prbd.g_01008
OG0000310	Prag.g_00225	Prbd.g_01007
OG0000311	Prag.g_00226	Prbd.g_01006
OG0000312	Prag.g_00228	Prbd.g_01004
OG0000313	Prag.g_00229	Prbd.g_01003
OG0000314	Prag.g_00232	Prbd.g_01000
OG0000315	Prag.g_00233	Prbd.g_00999
OG0000316	Prag.g_00235	Prbd.g_00997
OG0000317	Prag.g_00237	Prbd.g_00995
OG0000318	Prag.g_00238	Prbd.g_00994
OG0000319	Prag.g_00239	Prbd.g_00993
OG0000320	Prag.g_00240	Prbd.g_00992
OG0000321	Prag.g_00243	Prbd.g_00989
OG0000322	Prag.g_00245	Prbd.g_00986
OG0000323	Prag.g_00246	Prbd.g_00985
OG0000324	Prag.g_00249	Prbd.g_00982
OG0000325	Prag.g_00250	Prbd.g_00980
OG0000326	Prag.g_00251	Prbd.g_00979
OG0000327	Prag.g_00253	Prbd.g_00977
OG0000328	Prag.g_00254	Prbd.g_00976
OG0000329	Prag.g_00255	Prbd.g_00975
OG0000330	Prag.g_00256	Prbd.g_00974
OG0000331	Prag.g_00257	Prbd.g_00973
OG0000332	Prag.g_00258	Prbd.g_00972
OG0000333	Prag.g_00259	Prbd.g_00971
OG0000334	Prag.g_00260	Prbd.g_00970
OG0000335	Prag.g_00261	Prbd.g_00969
OG0000336	Prag.g_00262	Prbd.g_00968
OG0000337	Prag.g_00266	Prbd.g_00964
OG0000338	Prag.g_00267	Prbd.g_00963
OG0000339	Prag.g_00268	Prbd.g_00962
OG0000340	Prag.g_00269	Prbd.g_00961
OG0000341	Prag.g_00273	Prbd.g_00957
OG0000342	Prag.g_00274	Prbd.g_00956
OG0000343	Prag.g_00276	Prbd.g_00954
OG0000344	Prag.g_00277	Prbd.g_00953
OG0000345	Prag.g_00278	Prbd.g_00952
OG0000346	Prag.g_00279	Prbd.g_00951
OG0000347	Prag.g_00280	Prbd.g_00950
OG0000348	Prag.g_00281	Prbd.g_00949
OG0000349	Prag.g_00282	Prbd.g_00948
OG0000350	Prag.g_00283	Prbd.g_00947
OG0000351	Prag.g_00286	Prbd.g_00944
OG0000352	Prag.g_00289	Prbd.g_00941
OG0000353	Prag.g_00290	Prbd.g_00940
OG0000354	Prag.g_00291	Prbd.g_00939
OG0000355	Prag.g_00292	Prbd.g_00938
OG0000356	Prag.g_00293	Prbd.g_00937
OG0000357	Prag.g_00294	Prbd.g_00936
OG0000358	Prag.g_00295	Prbd.g_00935
OG0000359	Prag.g_00296	Prbd.g_00934
OG0000360	Prag.g_00299	Prbd.g_00931
OG0000361	Prag.g_00300	Prbd.g_00930
OG0000362	Prag.g_00301	Prbd.g_00929
OG0000363	Prag.g_00302	Prbd.g_00928
OG0000364	Prag.g_00303	Prbd.g_00927
OG0000365	Prag.g_00304	Prbd.g_00926
OG0000366	Prag.g_00305	Prbd.g_00925
OG0000367	Prag.g_00306	Prbd.g_00924
OG0000368	Prag.g_00307	Prbd.g_00923
OG0000369	Prag.g_00308	Prbd.g_00922
OG0000370	Prag.g_00309	Prbd.g_00921
OG0000371	Prag.g_00310	Prbd.g_00920
OG0000372	Prag.g_00312	Prbd.g_00918
OG0000373	Prag.g_00314	Prbd.g_00916
OG0000374	Prag.g_00315	Prbd.g_00915
OG0000375	Prag.g_00316	Prbd.g_00914
OG0000376	Prag.g_00318	Prbd.g_00912
OG0000377	Prag.g_00319	Prbd.g_00911
OG0000378	Prag.g_00320	Prbd.g_00910
OG0000379	Prag.g_00329	Prbd.g_00905
OG0000380	Prag.g_00330	Prbd.g_00904
OG0000381	Prag.g_00331	Prbd.g_00903
OG0000382	Prag.g_00333	Prbd.g_00901
OG0000383	Prag.g_00336	Prbd.g_00898
OG0000384	Prag.g_00337	Prbd.g_00897
OG0000385	Prag.g_00339	Prbd.g_00894
OG0000386	Prag.g_00340	Prbd.g_00893
OG0000387	Prag.g_00341	Prbd.g_00892
OG0000388	Prag.g_00342	Prbd.g_00891
OG0000389	Prag.g_00343	Prbd.g_00890
OG0000390	Prag.g_00344	Prbd.g_00889
OG0000391	Prag.g_00345	Prbd.g_00888
OG0000392	Prag.g_00346	Prbd.g_00887
OG0000393	Prag.g_00349	Prbd.g_00884
OG0000394	Prag.g_00350	Prbd.g_00883
OG0000395	Prag.g_00352	Prbd.g_00881
OG0000396	Prag.g_00353	Prbd.g_00880
OG0000397	Prag.g_00365	Prbd.g_00867
OG0000398	Prag.g_00372	Prbd.g_00859
OG0000399	Prag.g_00373	Prbd.g_00858
OG0000400	Prag.g_00378	Prbd.g_00852
OG0000401	Prag.g_00410	Prbd.g_00811
OG0000402	Prag.g_00411	Prbd.g_00810
OG0000403	Prag.g_00412	Prbd.g_00809
OG0000404	Prag.g_00414	Prbd.g_00807
OG0000405	Prag.g_00415	Prbd.g_00806
OG0000406	Prag.g_00417	Prbd.g_00804
OG0000407	Prag.g_00418	Prbd.g_00803
OG0000408	Prag.g_00419	Prbd.g_00802
OG0000409	Prag.g_00420	Prbd.g_00801
OG0000410	Prag.g_00421	Prbd.g_00800
OG0000411	Prag.g_00422	Prbd.g_00799
OG0000412	Prag.g_00423	Prbd.g_00798
OG0000413	Prag.g_00424	Prbd.g_00797
OG0000414	Prag.g_00425	Prbd.g_00796
OG0000415	Prag.g_00426	Prbd.g_00795
OG0000416	Prag.g_00427	Prbd.g_00794
OG0000417	Prag.g_00428	Prbd.g_00793
OG0000418	Prag.g_00429	Prbd.g_00792
OG0000419	Prag.g_00430	Prbd.g_00791
OG0000420	Prag.g_00431	Prbd.g_00790
OG0000421	Prag.g_00432	Prbd.g_00789
OG0000422	Prag.g_00434	Prbd.g_00787
OG0000423	Prag.g_00435	Prbd.g_00786
OG0000424	Prag.g_00437	Prbd.g_00784
OG0000425	Prag.g_00440	Prbd.g_00781
OG0000426	Prag.g_00441	Prbd.g_00780
OG0000427	Prag.g_00442	Prbd.g_00779
OG0000428	Prag.g_00443	Prbd.g_00778
OG0000429	Prag.g_00444	Prbd.g_00777
OG0000430	Prag.g_00450	Prbd.g_00771
OG0000431	Prag.g_00452	Prbd.g_00769
OG0000432	Prag.g_00453	Prbd.g_00768
OG0000433	Prag.g_00456	Prbd.g_00765
OG0000434	Prag.g_00457	Prbd.g_00764
OG0000435	Prag.g_00458	Prbd.g_00763
OG0000436	Prag.g_00460	Prbd.g_00761
OG0000437	Prag.g_00462	Prbd.g_00759
OG0000438	Prag.g_00463	Prbd.g_00758
OG0000439	Prag.g_00464	Prbd.g_00757
OG0000440	Prag.g_00466	Prbd.g_00755
OG0000441	Prag.g_00467	Prbd.g_00754
OG0000442	Prag.g_00468	Prbd.g_00753
OG0000443	Prag.g_00469	Prbd.g_00752
OG0000444	Prag.g_00470	Prbd.g_00751
OG0000445	Prag.g_00471	Prbd.g_00750
OG0000446	Prag.g_00472	Prbd.g_00749
OG0000447	Prag.g_00473	Prbd.g_00748
OG0000448	Prag.g_00474	Prbd.g_00747
OG0000449	Prag.g_00479	Prbd.g_00742
OG0000450	Prag.g_00480	Prbd.g_00741
OG0000451	Prag.g_00481	Prbd.g_00740
OG0000452	Prag.g_00482	Prbd.g_00739
OG0000453	Prag.g_00484	Prbd.g_00737
OG0000454	Prag.g_00485	Prbd.g_00736
OG0000455	Prag.g_00486	Prbd.g_00735
OG0000456	Prag.g_00487	Prbd.g_00734
OG0000457	Prag.g_00489	Prbd.g_00732
OG0000458	Prag.g_00491	Prbd.g_00730
OG0000459	Prag.g_00492	Prbd.g_00729
OG0000460	Prag.g_00494	Prbd.g_00727
OG0000461	Prag.g_00495	Prbd.g_00726
OG0000462	Prag.g_00496	Prbd.g_00725
OG0000463	Prag.g_00497	Prbd.g_00724
OG0000464	Prag.g_00502	Prbd.g_00719
OG0000465	Prag.g_00504	Prbd.g_00717
OG0000466	Prag.g_00505	Prbd.g_00716
OG0000467	Prag.g_00506	Prbd.g_00715
OG0000468	Prag.g_00507	Prbd.g_00714
OG0000469	Prag.g_00508	Prbd.g_00713
OG0000470	Prag.g_00509	Prbd.g_00712
OG0000471	Prag.g_00510	Prbd.g_00711
OG0000472	Prag.g_00513	Prbd.g_00708
OG0000473	Prag.g_00514	Prbd.g_00707
OG0000474	Prag.g_00515	Prbd.g_00706
OG0000475	Prag.g_00516	Prbd.g_00705
OG0000476	Prag.g_00517	Prbd.g_00704
OG0000477	Prag.g_00519	Prbd.g_00702
OG0000478	Prag.g_00520	Prbd.g_00701
OG0000479	Prag.g_00521	Prbd.g_00700
OG0000480	Prag.g_00523	Prbd.g_00698
OG0000481	Prag.g_00524	Prbd.g_00697
OG0000482	Prag.g_00525	Prbd.g_00696
OG0000483	Prag.g_00526	Prbd.g_00695
OG0000484	Prag.g_00527	Prbd.g_00694
OG0000485	Prag.g_00528	Prbd.g_00693
OG0000486	Prag.g_00529	Prbd.g_00692
OG0000487	Prag.g_00530	Prbd.g_00691
OG0000488	Prag.g_00532	Prbd.g_00689
OG0000489	Prag.g_00533	Prbd.g_00688
OG0000490	Prag.g_00534	Prbd.g_00687
OG0000491	Prag.g_00535	Prbd.g_00686
OG0000492	Prag.g_00536	Prbd.g_00685
OG0000493	Prag.g_00537	Prbd.g_00684
OG0000494	Prag.g_00539	Prbd.g_00682
OG0000495	Prag.g_00540	Prbd.g_00681
OG0000496	Prag.g_00541	Prbd.g_00680
OG0000497	Prag.g_00542	Prbd.g_00679
OG0000498	Prag.g_00543	Prbd.g_00678
OG0000499	Prag.g_00545	Prbd.g_00676
OG0000500	Prag.g_00546	Prbd.g_00675
OG0000501	Prag.g_00548	Prbd.g_00673
OG0000502	Prag.g_00549	Prbd.g_00672
OG0000503	Prag.g_00550	Prbd.g_00671
OG0000504	Prag.g_00551	Prbd.g_00670
OG0000505	Prag.g_00552	Prbd.g_00669
OG0000506	Prag.g_00553	Prbd.g_00668
OG0000507	Prag.g_00554	Prbd.g_00667
OG0000508	Prag.g_00556	Prbd.g_00665
OG0000509	Prag.g_00557	Prbd.g_00664
OG0000510	Prag.g_00558	Prbd.g_00663
OG0000511	Prag.g_00559	Prbd.g_00662
OG0000512	Prag.g_00560	Prbd.g_00661
OG0000513	Prag.g_00561	Prbd.g_00660
OG0000514	Prag.g_00562	Prbd.g_00659
OG0000515	Prag.g_00564	Prbd.g_00657
OG0000516	Prag.g_00565	Prbd.g_00656
OG0000517	Prag.g_00566	Prbd.g_00655
OG0000518	Prag.g_00569	Prbd.g_00653
OG0000519	Prag.g_00570	Prbd.g_00652
OG0000520	Prag.g_00571	Prbd.g_00651
OG0000521	Prag.g_00572	Prbd.g_00650
OG0000522	Prag.g_00573	Prbd.g_00649
OG0000523	Prag.g_00574	Prbd.g_00648
OG0000524	Prag.g_00575	Prbd.g_00647
OG0000525	Prag.g_00577	Prbd.g_00645
OG0000526	Prag.g_00578	Prbd.g_00644
OG0000527	Prag.g_00579	Prbd.g_00643
OG0000528	Prag.g_00580	Prbd.g_00642
OG0000529	Prag.g_00581	Prbd.g_00641
OG0000530	Prag.g_00582	Prbd.g_00640
OG0000531	Prag.g_00583	Prbd.g_00639
OG0000532	Prag.g_00584	Prbd.g_00638
OG0000533	Prag.g_00585	Prbd.g_00637
OG0000534	Prag.g_00586	Prbd.g_00636
OG0000535	Prag.g_00587	Prbd.g_00635
OG0000536	Prag.g_00588	Prbd.g_00634
OG0000537	Prag.g_00589	Prbd.g_00633
OG0000538	Prag.g_00590	Prbd.g_00632
OG0000539	Prag.g_00591	Prbd.g_00631
OG0000540	Prag.g_00592	Prbd.g_00630
OG0000541	Prag.g_00593	Prbd.g_00629
OG0000542	Prag.g_00594	Prbd.g_00628
OG0000543	Prag.g_00595	Prbd.g_00627
OG0000544	Prag.g_00596	Prbd.g_00626
OG0000545	Prag.g_00599	Prbd.g_00623
OG0000546	Prag.g_00600	Prbd.g_00622
