Orthogroup	Syae	Syad
OG0000026	Syae.g_01748	Syad.g_00198
OG0000027	Syae.g_00814	Syad.g_01257
OG0000028	Syae.g_01916	Syad.g_00463
OG0000029	Syae.g_00136	Syad.g_02099
OG0000030	Syae.g_01817	Syad.g_00328
OG0000030	Syae.g_01816	Syad.g_00327
OG0000031	Syae.g_01911	Syad.g_00458
OG0000032	Syae.g_02607	Syad.g_02326
OG0000033	Syae.g_01453	Syad.g_02903
OG0000034	Syae.g_00975, Syae.g_01424	Syad.g_02420, Syad.g_02872
OG0000035	Syae.g_02653	Syad.g_02275
OG0000037	Syae.g_01367	Syad.g_02805
OG0000038	Syae.g_01571	Syad.g_03038
OG0000039	Syae.g_00822	Syad.g_01249
OG0000039	Syae.g_02495	Syad.g_01111
OG0000040	Syae.g_01653	Syad.g_00104
OG0000041	Syae.g_01042	Syad.g_02498
OG0000041	Syae.g_00802	Syad.g_01281
OG0000042	Syae.g_01821	Syad.g_00333
OG0000043	Syae.g_00117	Syad.g_02119
OG0000044	Syae.g_00098, Syae.g_01067	Syad.g_02214
OG0000045	Syae.g_00732	Syad.g_00964
OG0000046	Syae.g_02161	Syad.g_00730
OG0000046	Syae.g_02168	Syad.g_00736
OG0000046	Syae.g_02154	Syad.g_00723
OG0000047	Syae.g_02184	Syad.g_00754
OG0000048	Syae.g_01982	Syad.g_00534
OG0000050	Syae.g_00122	Syad.g_02114
OG0000050	Syae.g_01023	Syad.g_02478
OG0000051	Syae.g_00438	Syad.g_00842
OG0000052	Syae.g_01886	Syad.g_00434
OG0000053	Syae.g_02629	Syad.g_02302
OG0000054	Syae.g_00014	Syad.g_02209
OG0000055	Syae.g_00817	Syad.g_01255
OG0000057	Syae.g_00782	Syad.g_01301
OG0000058	Syae.g_01905	Syad.g_00452
OG0000059	Syae.g_02074	Syad.g_00642
OG0000060	Syae.g_02514	Syad.g_02370
OG0000060	Syae.g_02306	Syad.g_00899
OG0000060	Syae.g_00649	Syad.g_01508
OG0000061	Syae.g_00921	Syad.g_01152
OG0000062	Syae.g_01145	Syad.g_02598
OG0000063	Syae.g_01752	Syad.g_00202
OG0000064	Syae.g_00012	Syad.g_00873
OG0000064	Syae.g_01631	Syad.g_00081, Syad.g_02125
OG0000065	Syae.g_01363	Syad.g_02801
OG0000065	Syae.g_00722	Syad.g_02574
OG0000066	Syae.g_02386	Syad.g_00992
OG0000067	Syae.g_00521	Syad.g_01889
OG0000068	Syae.g_02299	Syad.g_00891
OG0000070	Syae.g_00979	Syad.g_02424
OG0000071	Syae.g_00961	Syad.g_02405
OG0000072	Syae.g_01455	Syad.g_02905
OG0000073	Syae.g_02330	Syad.g_00926
OG0000075	Syae.g_01871	Syad.g_00416
OG0000076	Syae.g_01829	Syad.g_00348
OG0000078	Syae.g_02243	Syad.g_00824
OG0000079	Syae.g_02011	Syad.g_00565
OG0000081	Syae.g_02261	Syad.g_00833
OG0000082	Syae.g_02447	Syad.g_01063
OG0000084	Syae.g_00857, Syae.g_02656	Syad.g_02272
OG0000085	Syae.g_01152	Syad.g_02612
OG0000086	Syae.g_01333	Syad.g_02770
OG0000087	Syae.g_01414	Syad.g_02860
OG0000088	Syae.g_01449	Syad.g_02899
OG0000089	Syae.g_02219	Syad.g_00785
OG0000090	Syae.g_02374	Syad.g_00977
OG0000091	Syae.g_00082	Syad.g_02144
OG0000092	Syae.g_00884	Syad.g_01190
OG0000093	Syae.g_00537	Syad.g_01905
OG0000094	Syae.g_00430	Syad.g_01676
OG0000095	Syae.g_00793	Syad.g_01290
OG0000097	Syae.g_00683	Syad.g_01458
OG0000098	Syae.g_02058	Syad.g_00625
OG0000099	Syae.g_01913	Syad.g_00460
OG0000100	Syae.g_00489	Syad.g_01846
OG0000101	Syae.g_02125	Syad.g_00694
OG0000102	Syae.g_01824	Syad.g_00343
OG0000103	Syae.g_01694	Syad.g_00143
OG0000104	Syae.g_01708	Syad.g_00158
OG0000105	Syae.g_01977	Syad.g_00530
OG0000106	Syae.g_00272	Syad.g_01993
OG0000107	Syae.g_02032	Syad.g_00590
OG0000108	Syae.g_02309	Syad.g_00904
OG0000109	Syae.g_02324	Syad.g_00919
OG0000110	Syae.g_02435	Syad.g_01048
OG0000111	Syae.g_00783	Syad.g_01300
OG0000112	Syae.g_00351	Syad.g_01766
OG0000113	Syae.g_00494	Syad.g_01851
OG0000114	Syae.g_00575	Syad.g_01617
OG0000115	Syae.g_02631	Syad.g_02300
OG0000116	Syae.g_00939	Syad.g_01123
OG0000117	Syae.g_00647	Syad.g_01510
OG0000118	Syae.g_02479	Syad.g_01104
OG0000119	Syae.g_00904	Syad.g_01168
OG0000120	Syae.g_01912	Syad.g_00459
OG0000121	Syae.g_02649	Syad.g_02280
OG0000122	Syae.g_00112	Syad.g_02122
OG0000123	Syae.g_02131	Syad.g_00701
OG0000124	Syae.g_01809	Syad.g_00320
OG0000125	Syae.g_01573	Syad.g_03040
OG0000126	Syae.g_01706	Syad.g_00156
OG0000128	Syae.g_01724	Syad.g_00174
OG0000129	Syae.g_01562	Syad.g_03028
OG0000130	Syae.g_01284	Syad.g_02728
OG0000131	Syae.g_01428	Syad.g_02876
OG0000132	Syae.g_01447	Syad.g_02897
OG0000133	Syae.g_00356	Syad.g_01761
OG0000134	Syae.g_02222	Syad.g_00788
OG0000135	Syae.g_01608	Syad.g_00063
OG0000136	Syae.g_00989	Syad.g_02445
OG0000137	Syae.g_02530	Syad.g_02353
OG0000138	Syae.g_02325	Syad.g_00920
OG0000139	Syae.g_02380	Syad.g_00983
OG0000140	Syae.g_02383	Syad.g_00987
OG0000141	Syae.g_00016	Syad.g_02208
OG0000142	Syae.g_00074	Syad.g_02152
OG0000143	Syae.g_00078	Syad.g_02148
OG0000144	Syae.g_00261	Syad.g_02024
OG0000145	Syae.g_02331	Syad.g_00927
OG0000146	Syae.g_00350	Syad.g_01767
OG0000147	Syae.g_00349	Syad.g_01768
OG0000148	Syae.g_00500	Syad.g_01861
OG0000149	Syae.g_00847	Syad.g_01221
OG0000150	Syae.g_00017	Syad.g_02207
OG0000151	Syae.g_00563	Syad.g_01956
OG0000152	Syae.g_00360	Syad.g_01757
OG0000153	Syae.g_00394	Syad.g_01713
OG0000154	Syae.g_00420	Syad.g_01686
OG0000155	Syae.g_00885	Syad.g_01189
OG0000156	Syae.g_00945	Syad.g_01116
OG0000157	Syae.g_00946	Syad.g_01115
OG0000158	Syae.g_01858	Syad.g_00374
OG0000160	Syae.g_02650	Syad.g_02279
OG0000161	Syae.g_02644	Syad.g_02287
OG0000162	Syae.g_02638	Syad.g_02293
OG0000163	Syae.g_01092	Syad.g_02542
OG0000164	Syae.g_01198	Syad.g_02659
OG0000165	Syae.g_01021	Syad.g_02476
OG0000166	Syae.g_02085	Syad.g_00654
OG0000167	Syae.g_01874	Syad.g_00419
OG0000168	Syae.g_01856	Syad.g_00371
OG0000169	Syae.g_01841	Syad.g_00360
OG0000170	Syae.g_01834	Syad.g_00353
OG0000171	Syae.g_01810	Syad.g_00321
OG0000172	Syae.g_01788	Syad.g_00244
OG0000173	Syae.g_01770	Syad.g_00220
OG0000174	Syae.g_01610	Syad.g_00065
OG0000175	Syae.g_01679	Syad.g_00129
OG0000176	Syae.g_01716	Syad.g_00166
OG0000177	Syae.g_01717	Syad.g_00167
OG0000178	Syae.g_01718	Syad.g_00168
OG0000179	Syae.g_01733	Syad.g_00183
OG0000180	Syae.g_01734	Syad.g_00184
OG0000181	Syae.g_01735	Syad.g_00185
OG0000182	Syae.g_01736	Syad.g_00186
OG0000183	Syae.g_01740	Syad.g_00190
OG0000184	Syae.g_01554	Syad.g_03018
OG0000185	Syae.g_01551	Syad.g_03006
OG0000186	Syae.g_01279	Syad.g_02722
OG0000187	Syae.g_01280	Syad.g_02724
OG0000188	Syae.g_01323	Syad.g_02759
OG0000189	Syae.g_01350	Syad.g_02788
OG0000190	Syae.g_01352	Syad.g_02790
OG0000191	Syae.g_01384	Syad.g_02824
OG0000192	Syae.g_01390	Syad.g_02834
OG0000193	Syae.g_01429	Syad.g_02877
OG0000194	Syae.g_01432	Syad.g_02880
OG0000195	Syae.g_01434	Syad.g_02884
OG0000196	Syae.g_01444	Syad.g_02894
OG0000197	Syae.g_01445	Syad.g_02895
OG0000198	Syae.g_01446	Syad.g_02896
OG0000199	Syae.g_01454	Syad.g_02904
OG0000200	Syae.g_01471	Syad.g_02921
OG0000201	Syae.g_01487	Syad.g_02937
OG0000202	Syae.g_01488	Syad.g_02938
OG0000203	Syae.g_01489	Syad.g_02939
OG0000204	Syae.g_01490	Syad.g_02940
OG0000205	Syae.g_01497	Syad.g_02948
OG0000206	Syae.g_01504	Syad.g_02955
OG0000207	Syae.g_01506	Syad.g_02957
OG0000208	Syae.g_01507	Syad.g_02958
OG0000209	Syae.g_01528	Syad.g_02981
OG0000210	Syae.g_01529	Syad.g_02982
OG0000211	Syae.g_02234	Syad.g_00813
OG0000212	Syae.g_02244	Syad.g_00825
OG0000213	Syae.g_02003	Syad.g_00556
OG0000214	Syae.g_01986	Syad.g_00538
OG0000215	Syae.g_01955	Syad.g_00508
OG0000216	Syae.g_01951	Syad.g_00504
OG0000217	Syae.g_01947	Syad.g_00500
OG0000218	Syae.g_01945	Syad.g_00498
OG0000219	Syae.g_01944	Syad.g_00497
OG0000220	Syae.g_01943	Syad.g_00496
OG0000221	Syae.g_01937	Syad.g_00488
OG0000222	Syae.g_01926	Syad.g_00473
OG0000223	Syae.g_01904	Syad.g_00451
OG0000224	Syae.g_01897	Syad.g_00444
OG0000225	Syae.g_02208	Syad.g_00777
OG0000226	Syae.g_02212	Syad.g_00781
OG0000227	Syae.g_02214	Syad.g_00783
OG0000228	Syae.g_02218	Syad.g_00784
OG0000229	Syae.g_00994	Syad.g_02450
OG0000230	Syae.g_00992	Syad.g_02448
OG0000231	Syae.g_00980	Syad.g_02436
OG0000232	Syae.g_02496	Syad.g_02392
OG0000233	Syae.g_02504	Syad.g_02382
OG0000234	Syae.g_02532	Syad.g_02351
OG0000235	Syae.g_02308	Syad.g_00903
OG0000236	Syae.g_02323	Syad.g_00918
OG0000237	Syae.g_02340	Syad.g_00936
OG0000238	Syae.g_02345	Syad.g_00941
OG0000239	Syae.g_02360	Syad.g_00957
OG0000240	Syae.g_02361	Syad.g_00958
OG0000241	Syae.g_00065	Syad.g_02160
OG0000242	Syae.g_02372	Syad.g_00975
OG0000243	Syae.g_02391	Syad.g_01000
OG0000244	Syae.g_02399	Syad.g_01012
OG0000245	Syae.g_02401	Syad.g_01014
OG0000246	Syae.g_02405	Syad.g_01017
OG0000247	Syae.g_02416	Syad.g_01029
OG0000248	Syae.g_02419	Syad.g_01032
OG0000249	Syae.g_02421	Syad.g_01034
OG0000250	Syae.g_02431	Syad.g_01044
OG0000251	Syae.g_02455	Syad.g_01071
OG0000252	Syae.g_02458	Syad.g_01078
OG0000253	Syae.g_02459	Syad.g_01081
OG0000254	Syae.g_00021	Syad.g_02203
OG0000255	Syae.g_00041	Syad.g_02185
OG0000256	Syae.g_00058	Syad.g_02167
OG0000257	Syae.g_00064	Syad.g_02161
OG0000258	Syae.g_00083	Syad.g_02143
OG0000259	Syae.g_00608	Syad.g_01576
OG0000260	Syae.g_00603	Syad.g_01587
OG0000261	Syae.g_00600	Syad.g_01590
OG0000262	Syae.g_00595	Syad.g_01595
OG0000263	Syae.g_00671	Syad.g_01475
OG0000264	Syae.g_00761	Syad.g_01360
OG0000266	Syae.g_00457	Syad.g_01804
OG0000267	Syae.g_00304	Syad.g_01645
OG0000268	Syae.g_00308	Syad.g_01646
OG0000269	Syae.g_00526	Syad.g_01894
OG0000270	Syae.g_00523	Syad.g_01891
OG0000271	Syae.g_00515	Syad.g_01883
OG0000272	Syae.g_00514	Syad.g_01882
OG0000273	Syae.g_00825	Syad.g_01247
OG0000274	Syae.g_00826	Syad.g_01246
OG0000275	Syae.g_00832	Syad.g_01242
OG0000276	Syae.g_00839	Syad.g_01229
OG0000277	Syae.g_00840	Syad.g_01228
OG0000278	Syae.g_00843	Syad.g_01225
OG0000279	Syae.g_00851	Syad.g_01208
OG0000280	Syae.g_00877	Syad.g_01198
OG0000281	Syae.g_02057	Syad.g_00624
OG0000282	Syae.g_00573	Syad.g_01619
OG0000283	Syae.g_00321	Syad.g_01661
OG0000284	Syae.g_00327	Syad.g_01787
OG0000285	Syae.g_00340	Syad.g_01776
OG0000286	Syae.g_00359	Syad.g_01758
OG0000287	Syae.g_00387	Syad.g_01720
OG0000288	Syae.g_00419	Syad.g_01687
OG0000289	Syae.g_00433	Syad.g_01672
OG0000290	Syae.g_00796	Syad.g_01287
OG0000291	Syae.g_00794	Syad.g_01289
OG0000292	Syae.g_01705	Syad.g_00155
OG0000293	Syae.g_00938	Syad.g_01124
OG0000294	Syae.g_00937	Syad.g_01125
OG0000295	Syae.g_00893	Syad.g_01181
OG0000296	Syae.g_00891	Syad.g_01183
OG0000297	Syae.g_00645	Syad.g_01512
OG0000298	Syae.g_00646	Syad.g_01511
OG0000299	Syae.g_00680	Syad.g_01462
OG0000300	Syae.g_00686	Syad.g_01455
OG0000301	Syae.g_00687	Syad.g_01454
OG0000302	Syae.g_00691	Syad.g_01453
OG0000303	Syae.g_00700	Syad.g_01442
OG0000304	Syae.g_00706	Syad.g_01436
OG0000305	Syae.g_00791	Syad.g_01292
OG0000306	Syae.g_00277	Syad.g_01989
OG0000307	Syae.g_02290	Syad.g_00883
OG0000308	Syae.g_02288	Syad.g_00881
OG0000309	Syae.g_02283	Syad.g_00876
OG0000310	Syae.g_02687	Syad.g_02250
OG0000311	Syae.g_02682	Syad.g_02254
OG0000312	Syae.g_02664	Syad.g_02265
OG0000313	Syae.g_02647	Syad.g_02284
OG0000314	Syae.g_02618	Syad.g_02313
OG0000315	Syae.g_02609	Syad.g_02323
OG0000316	Syae.g_01118	Syad.g_02564
OG0000317	Syae.g_01160	Syad.g_02620
OG0000318	Syae.g_01164	Syad.g_02624
OG0000319	Syae.g_01181	Syad.g_02642
OG0000320	Syae.g_01183	Syad.g_02644
OG0000321	Syae.g_01184	Syad.g_02645
OG0000322	Syae.g_01185	Syad.g_02646
OG0000323	Syae.g_01200	Syad.g_02661
OG0000324	Syae.g_01049	Syad.g_02505
OG0000325	Syae.g_02033	Syad.g_00591
OG0000326	Syae.g_02040	Syad.g_00598
OG0000327	Syae.g_02080	Syad.g_00649
OG0000328	Syae.g_02081	Syad.g_00650
OG0000329	Syae.g_02099	Syad.g_00668
OG0000330	Syae.g_02100	Syad.g_00669
OG0000331	Syae.g_02101	Syad.g_00670
OG0000332	Syae.g_02116	Syad.g_00685
OG0000333	Syae.g_02119	Syad.g_00688
OG0000334	Syae.g_02128	Syad.g_00697
OG0000335	Syae.g_02132	Syad.g_00702
OG0000336	Syae.g_02136	Syad.g_00706
OG0000337	Syae.g_01879	Syad.g_00425, Syad.g_00427
OG0000338	Syae.g_01876	Syad.g_00421
OG0000339	Syae.g_01869	Syad.g_00414
OG0000340	Syae.g_01855	Syad.g_00370
OG0000341	Syae.g_01853	Syad.g_00368
OG0000342	Syae.g_01852	Syad.g_00367
OG0000343	Syae.g_01848	Syad.g_00366
OG0000344	Syae.g_01843	Syad.g_00362
OG0000345	Syae.g_01833	Syad.g_00352
OG0000346	Syae.g_01828	Syad.g_00347
OG0000347	Syae.g_01805	Syad.g_00318
OG0000348	Syae.g_01781	Syad.g_00233
OG0000349	Syae.g_01763	Syad.g_00213
OG0000350	Syae.g_02047	Syad.g_00605
OG0000351	Syae.g_01684	Syad.g_00134
OG0000352	Syae.g_01685	Syad.g_00135
OG0000353	Syae.g_01711	Syad.g_00161
OG0000354	Syae.g_02351	Syad.g_00947
OG0000354	Syae.g_01731	Syad.g_00181
OG0000355	Syae.g_01713	Syad.g_00163
OG0000356	Syae.g_01714	Syad.g_00164
OG0000357	Syae.g_01715	Syad.g_00165
OG0000358	Syae.g_01719	Syad.g_00169
OG0000359	Syae.g_01721	Syad.g_00171
OG0000360	Syae.g_01722	Syad.g_00172
OG0000361	Syae.g_01723	Syad.g_00173
OG0000362	Syae.g_01725	Syad.g_00175
OG0000363	Syae.g_01727	Syad.g_00177
OG0000364	Syae.g_01728	Syad.g_00178
OG0000365	Syae.g_01737	Syad.g_00187
OG0000366	Syae.g_01738	Syad.g_00188
OG0000367	Syae.g_01739	Syad.g_00189
OG0000368	Syae.g_01741	Syad.g_00191
OG0000369	Syae.g_01742	Syad.g_00192
OG0000370	Syae.g_01743	Syad.g_00193
OG0000371	Syae.g_01751	Syad.g_00201
OG0000372	Syae.g_01756	Syad.g_00206
OG0000373	Syae.g_01757	Syad.g_00207
OG0000374	Syae.g_01758	Syad.g_00208
OG0000375	Syae.g_01759	Syad.g_00209
OG0000376	Syae.g_01761	Syad.g_00211
OG0000377	Syae.g_01561	Syad.g_03027
OG0000378	Syae.g_01553	Syad.g_03012
OG0000379	Syae.g_01550	Syad.g_03005
OG0000380	Syae.g_01281	Syad.g_02725
OG0000381	Syae.g_01285	Syad.g_02729
OG0000382	Syae.g_01322	Syad.g_02758
OG0000383	Syae.g_01324	Syad.g_02761
OG0000384	Syae.g_01325	Syad.g_02762
OG0000385	Syae.g_01326	Syad.g_02763
OG0000386	Syae.g_01327	Syad.g_02764
OG0000387	Syae.g_01354	Syad.g_02792
OG0000388	Syae.g_01358	Syad.g_02796
OG0000389	Syae.g_01362	Syad.g_02800
OG0000390	Syae.g_01378	Syad.g_02818
OG0000391	Syae.g_01383	Syad.g_02823
OG0000392	Syae.g_01389	Syad.g_02833
OG0000393	Syae.g_01392	Syad.g_02837
OG0000394	Syae.g_01393	Syad.g_02838
OG0000395	Syae.g_01394	Syad.g_02839
OG0000396	Syae.g_01397	Syad.g_02843
OG0000397	Syae.g_01400	Syad.g_02845
OG0000398	Syae.g_01405	Syad.g_02850
OG0000399	Syae.g_01406	Syad.g_02851
OG0000400	Syae.g_01407	Syad.g_02852
OG0000401	Syae.g_01408	Syad.g_02853
OG0000402	Syae.g_01410	Syad.g_02855
OG0000403	Syae.g_01411	Syad.g_02856
OG0000404	Syae.g_01412	Syad.g_02858
OG0000405	Syae.g_01426	Syad.g_02874
OG0000406	Syae.g_01430	Syad.g_02878
OG0000407	Syae.g_01431	Syad.g_02879
OG0000408	Syae.g_01433	Syad.g_02883
OG0000409	Syae.g_01435	Syad.g_02885
OG0000410	Syae.g_01436	Syad.g_02886
OG0000411	Syae.g_01437	Syad.g_02887
OG0000412	Syae.g_01438	Syad.g_02888
OG0000413	Syae.g_01440	Syad.g_02890
OG0000415	Syae.g_01441	Syad.g_02891
OG0000416	Syae.g_01442	Syad.g_02892
OG0000417	Syae.g_01443	Syad.g_02893
OG0000418	Syae.g_01448	Syad.g_02898
OG0000419	Syae.g_01450	Syad.g_02900
OG0000420	Syae.g_01452	Syad.g_02902
OG0000421	Syae.g_01457	Syad.g_02907
OG0000422	Syae.g_01458	Syad.g_02908
OG0000423	Syae.g_01459	Syad.g_02909
OG0000424	Syae.g_01460	Syad.g_02910
OG0000425	Syae.g_01461	Syad.g_02911
OG0000426	Syae.g_01462	Syad.g_02912
OG0000427	Syae.g_01463	Syad.g_02913
OG0000428	Syae.g_01466	Syad.g_02916
OG0000429	Syae.g_01468	Syad.g_02918
OG0000430	Syae.g_01470	Syad.g_02920
OG0000431	Syae.g_01473	Syad.g_02923
OG0000432	Syae.g_01481	Syad.g_02930
OG0000433	Syae.g_01484	Syad.g_02933
OG0000434	Syae.g_01485	Syad.g_02934
OG0000435	Syae.g_01486	Syad.g_02936
OG0000436	Syae.g_01491	Syad.g_02942
OG0000437	Syae.g_01492	Syad.g_02943
OG0000438	Syae.g_01493	Syad.g_02944
OG0000439	Syae.g_01495	Syad.g_02946
OG0000440	Syae.g_01496	Syad.g_02947
OG0000441	Syae.g_01501	Syad.g_02951
OG0000442	Syae.g_01502	Syad.g_02952
OG0000443	Syae.g_01503	Syad.g_02953
OG0000444	Syae.g_01509	Syad.g_02964
OG0000445	Syae.g_01510	Syad.g_02965
OG0000446	Syae.g_01512	Syad.g_02967
OG0000447	Syae.g_01517	Syad.g_02970
OG0000448	Syae.g_01518	Syad.g_02971
OG0000449	Syae.g_01519	Syad.g_02972
OG0000450	Syae.g_01525	Syad.g_02978
OG0000451	Syae.g_01526	Syad.g_02979
OG0000452	Syae.g_01530	Syad.g_02983
OG0000453	Syae.g_01531	Syad.g_02984
OG0000454	Syae.g_01532	Syad.g_02985
OG0000455	Syae.g_01533	Syad.g_02986
OG0000456	Syae.g_01534	Syad.g_02987
OG0000457	Syae.g_01536	Syad.g_02989
OG0000458	Syae.g_01538	Syad.g_02998
OG0000459	Syae.g_01539	Syad.g_02999
OG0000460	Syae.g_02236	Syad.g_00815
OG0000461	Syae.g_02024	Syad.g_00579
OG0000462	Syae.g_02021	Syad.g_00576
OG0000463	Syae.g_02020	Syad.g_00575
OG0000464	Syae.g_02019	Syad.g_00574
OG0000465	Syae.g_02018	Syad.g_00573
OG0000466	Syae.g_02014	Syad.g_00568
OG0000467	Syae.g_02012	Syad.g_00566
OG0000468	Syae.g_02007	Syad.g_00561
OG0000469	Syae.g_01992	Syad.g_00545
OG0000470	Syae.g_01990	Syad.g_00542
OG0000471	Syae.g_01989	Syad.g_00541
OG0000472	Syae.g_01987	Syad.g_00539
OG0000473	Syae.g_01985	Syad.g_00537
OG0000474	Syae.g_01984	Syad.g_00536
OG0000475	Syae.g_01983	Syad.g_00535
OG0000476	Syae.g_01981	Syad.g_00533
OG0000477	Syae.g_01975	Syad.g_00528
OG0000478	Syae.g_01974	Syad.g_00527
OG0000479	Syae.g_01973	Syad.g_00526
OG0000480	Syae.g_01966	Syad.g_00520
OG0000481	Syae.g_01964	Syad.g_00518
OG0000482	Syae.g_01963	Syad.g_00517
OG0000483	Syae.g_01959	Syad.g_00513
OG0000484	Syae.g_01958	Syad.g_00512
OG0000485	Syae.g_01957	Syad.g_00511
OG0000486	Syae.g_01956	Syad.g_00510
OG0000487	Syae.g_01950	Syad.g_00503
OG0000488	Syae.g_01946	Syad.g_00499
OG0000489	Syae.g_01936	Syad.g_00487
OG0000490	Syae.g_01928	Syad.g_00475
OG0000491	Syae.g_01927	Syad.g_00474
OG0000492	Syae.g_01925	Syad.g_00472
OG0000493	Syae.g_01924	Syad.g_00471
OG0000494	Syae.g_01923	Syad.g_00470
OG0000495	Syae.g_01922	Syad.g_00469
OG0000496	Syae.g_01921	Syad.g_00468
OG0000497	Syae.g_01920	Syad.g_00467
OG0000498	Syae.g_01919	Syad.g_00466
OG0000499	Syae.g_01918	Syad.g_00465
OG0000500	Syae.g_01917	Syad.g_00464
OG0000501	Syae.g_01914	Syad.g_00461
OG0000502	Syae.g_01902	Syad.g_00449
OG0000503	Syae.g_02192	Syad.g_00761
OG0000504	Syae.g_02194	Syad.g_00763
OG0000505	Syae.g_02195	Syad.g_00764
OG0000506	Syae.g_02197	Syad.g_00766
OG0000507	Syae.g_02203	Syad.g_00772
OG0000508	Syae.g_02207	Syad.g_00776
OG0000509	Syae.g_02209	Syad.g_00778
OG0000510	Syae.g_02210	Syad.g_00779
OG0000511	Syae.g_02211	Syad.g_00780
OG0000512	Syae.g_02213	Syad.g_00782
OG0000513	Syae.g_02223	Syad.g_00789
OG0000514	Syae.g_02229	Syad.g_00795
OG0000515	Syae.g_02230	Syad.g_00796
OG0000516	Syae.g_01000	Syad.g_02456
OG0000517	Syae.g_00995	Syad.g_02451
OG0000518	Syae.g_00983	Syad.g_02439
OG0000519	Syae.g_00982	Syad.g_02438
OG0000520	Syae.g_00981	Syad.g_02437
OG0000521	Syae.g_02491	Syad.g_01108
OG0000522	Syae.g_02493	Syad.g_01109
OG0000523	Syae.g_02494	Syad.g_01110
OG0000524	Syae.g_02501	Syad.g_02386
OG0000525	Syae.g_02520	Syad.g_02363
OG0000526	Syae.g_02523	Syad.g_02360
OG0000527	Syae.g_02528	Syad.g_02355
OG0000528	Syae.g_02304	Syad.g_00897
OG0000529	Syae.g_02310	Syad.g_00905
OG0000530	Syae.g_02313	Syad.g_00908
OG0000531	Syae.g_02314	Syad.g_00909
OG0000532	Syae.g_02317	Syad.g_00912
OG0000533	Syae.g_02318	Syad.g_00913
OG0000534	Syae.g_02319	Syad.g_00914
OG0000535	Syae.g_02320	Syad.g_00915
OG0000536	Syae.g_02321	Syad.g_00916
OG0000537	Syae.g_02322	Syad.g_00917
OG0000538	Syae.g_02333	Syad.g_00929
OG0000539	Syae.g_02334	Syad.g_00930
OG0000540	Syae.g_02335	Syad.g_00931
OG0000541	Syae.g_02336	Syad.g_00932
OG0000542	Syae.g_02339	Syad.g_00935
OG0000543	Syae.g_02341	Syad.g_00937
OG0000544	Syae.g_02342	Syad.g_00938
OG0000545	Syae.g_02344	Syad.g_00940
OG0000546	Syae.g_02346	Syad.g_00942
OG0000547	Syae.g_02348	Syad.g_00944
OG0000548	Syae.g_02349	Syad.g_00945
OG0000549	Syae.g_02354	Syad.g_00952
OG0000550	Syae.g_02358	Syad.g_00956
OG0000551	Syae.g_02363	Syad.g_00960
OG0000552	Syae.g_02364	Syad.g_00961
OG0000553	Syae.g_02366	Syad.g_00965
OG0000554	Syae.g_02375	Syad.g_00978
OG0000555	Syae.g_02390	Syad.g_00999
OG0000556	Syae.g_02394	Syad.g_01003
OG0000557	Syae.g_02398	Syad.g_01011
OG0000558	Syae.g_02400	Syad.g_01013
OG0000559	Syae.g_02404	Syad.g_01016
OG0000560	Syae.g_02407	Syad.g_01019
OG0000561	Syae.g_02408	Syad.g_01020
OG0000562	Syae.g_02409	Syad.g_01021
OG0000563	Syae.g_02410	Syad.g_01022
OG0000564	Syae.g_02411	Syad.g_01023
