Orthogroup	Syae	Prat
OG0000076	Syae.g_01829	Prat.g_01788
OG0000078	Syae.g_02243	Prat.g_00245
OG0000079	Syae.g_02011	Prat.g_00258
OG0000081	Syae.g_02261	Prat.g_00493
OG0000082	Syae.g_02447	Prat.g_01507
OG0000084	Syae.g_00857, Syae.g_02656	Prat.g_01348
OG0000085	Syae.g_01152	Prat.g_01584
OG0000086	Syae.g_01333	Prat.g_00086
OG0000087	Syae.g_01414	Prat.g_00138
OG0000088	Syae.g_01449	Prat.g_00166
OG0000089	Syae.g_02219	Prat.g_00370
OG0000090	Syae.g_02374	Prat.g_00495
OG0000091	Syae.g_00082	Prat.g_01082
OG0000092	Syae.g_00884	Prat.g_01275
OG0000093	Syae.g_00537	Prat.g_01053
OG0000094	Syae.g_00430	Prat.g_00943
OG0000095	Syae.g_00793, Syae.g_00259	Prat.g_00965
OG0000097	Syae.g_00683	Prat.g_01111
OG0000098	Syae.g_02384, Syae.g_02058	Prat.g_01282
OG0000099	Syae.g_01913, Syae.g_01226	Prat.g_01312
OG0000100	Syae.g_00489	Prat.g_01437
OG0000101	Syae.g_02125	Prat.g_01726
OG0000102	Syae.g_01824	Prat.g_01793
OG0000103	Syae.g_01694	Prat.g_01880
OG0000104	Syae.g_01708	Prat.g_01889
OG0000105	Syae.g_01977	Prat.g_00281
OG0000106	Syae.g_00272	Prat.g_00637
OG0000107	Syae.g_02032	Prat.g_01656
OG0000108	Syae.g_02309	Prat.g_00440
OG0000109	Syae.g_02324	Prat.g_00455
OG0000110	Syae.g_02435	Prat.g_00539
OG0000111	Syae.g_00783	Prat.g_00776
OG0000112	Syae.g_00351	Prat.g_00888
OG0000113	Syae.g_00494	Prat.g_01014
OG0000114	Syae.g_00575	Prat.g_00716
OG0000115	Syae.g_02631	Prat.g_01373
OG0000116	Syae.g_00939	Prat.g_01166
OG0000117	Syae.g_00647	Prat.g_01129
OG0000118	Syae.g_02479	Prat.g_01261
OG0000119	Syae.g_00904	Prat.g_00647, Prat.g_01452
OG0000120	Syae.g_01912	Prat.g_00344
OG0000121	Syae.g_02649	Prat.g_01355
OG0000122	Syae.g_00112	Prat.g_00781, Prat.g_01398
OG0000123	Syae.g_02131	Prat.g_01733
OG0000124	Syae.g_01809	Prat.g_01805
OG0000125	Syae.g_01573	Prat.g_01841
OG0000126	Syae.g_01706	Prat.g_01888
OG0000128	Syae.g_01724	Prat.g_00012, Prat.g_00011
OG0000129	Syae.g_01562	Prat.g_00047
OG0000130	Syae.g_01284	Prat.g_00066
OG0000131	Syae.g_01428	Prat.g_00144
OG0000132	Syae.g_01447	Prat.g_00164
OG0000133	Syae.g_00356	Prat.g_00329
OG0000134	Syae.g_02222	Prat.g_00372
OG0000135	Syae.g_01608	Prat.g_01477
OG0000136	Syae.g_00989	Prat.g_00401
OG0000137	Syae.g_02530	Prat.g_00434
OG0000138	Syae.g_02325	Prat.g_00456
OG0000139	Syae.g_02380	Prat.g_00499
OG0000140	Syae.g_02383	Prat.g_00500
OG0000141	Syae.g_00016	Prat.g_00570
OG0000142	Syae.g_00074	Prat.g_01090
OG0000143	Syae.g_00078	Prat.g_01086
OG0000144	Syae.g_00261	Prat.g_01072
OG0000145	Syae.g_02331	Prat.g_01472
OG0000146	Syae.g_00350	Prat.g_00887
OG0000147	Syae.g_00349	Prat.g_00886
OG0000148	Syae.g_00500	Prat.g_01020
OG0000149	Syae.g_00847	Prat.g_00991
OG0000150	Syae.g_00017	Prat.g_00981
OG0000151	Syae.g_00563	Prat.g_00726
OG0000152	Syae.g_00360	Prat.g_00896
OG0000153	Syae.g_00394	Prat.g_00915
OG0000154	Syae.g_00420	Prat.g_00934
OG0000155	Syae.g_00885	Prat.g_01135
OG0000156	Syae.g_00945	Prat.g_01238
OG0000157	Syae.g_00946	Prat.g_01239
OG0000158	Syae.g_01858	Prat.g_01769
OG0000160	Syae.g_02650	Prat.g_01354
OG0000161	Syae.g_02644	Prat.g_01360
OG0000162	Syae.g_02638	Prat.g_01366
OG0000163	Syae.g_01092	Prat.g_01409
OG0000164	Syae.g_01198	Prat.g_01615
OG0000165	Syae.g_01021	Prat.g_01623
OG0000166	Syae.g_02085	Prat.g_01690
OG0000167	Syae.g_01874	Prat.g_01759
OG0000168	Syae.g_01856	Prat.g_01770
OG0000169	Syae.g_01841	Prat.g_01781
OG0000170	Syae.g_01834	Prat.g_01784
OG0000171	Syae.g_01810	Prat.g_01804
OG0000172	Syae.g_01788	Prat.g_01811
OG0000173	Syae.g_01770	Prat.g_01826
OG0000174	Syae.g_01610	Prat.g_01858
OG0000175	Syae.g_01679	Prat.g_01870
OG0000176	Syae.g_01716	Prat.g_00004
OG0000177	Syae.g_01717	Prat.g_00005
OG0000178	Syae.g_01718	Prat.g_00006
OG0000179	Syae.g_01733	Prat.g_00017
OG0000180	Syae.g_01734	Prat.g_00018
OG0000181	Syae.g_01735	Prat.g_00019
OG0000182	Syae.g_01736	Prat.g_00020
OG0000183	Syae.g_01740	Prat.g_00024, Prat.g_01314
OG0000184	Syae.g_01554	Prat.g_00051
OG0000185	Syae.g_01551	Prat.g_00054
OG0000186	Syae.g_01279	Prat.g_00060
OG0000187	Syae.g_01280	Prat.g_00061
OG0000188	Syae.g_01323	Prat.g_00080
OG0000189	Syae.g_01350	Prat.g_00093
OG0000190	Syae.g_01352	Prat.g_00094
OG0000191	Syae.g_01384	Prat.g_00116
OG0000192	Syae.g_01390	Prat.g_00121
OG0000193	Syae.g_01429	Prat.g_00145
OG0000194	Syae.g_01432	Prat.g_00148
OG0000195	Syae.g_01434	Prat.g_00150
OG0000196	Syae.g_01444	Prat.g_00161
OG0000197	Syae.g_01445	Prat.g_00162
OG0000198	Syae.g_01446	Prat.g_00163
OG0000199	Syae.g_01454	Prat.g_00171
OG0000200	Syae.g_01471	Prat.g_00185
OG0000201	Syae.g_01487	Prat.g_00194
OG0000202	Syae.g_01488	Prat.g_00195
OG0000203	Syae.g_01489	Prat.g_00196
OG0000204	Syae.g_01490	Prat.g_00197
OG0000205	Syae.g_01497	Prat.g_00204
OG0000206	Syae.g_01504	Prat.g_00209
OG0000207	Syae.g_01506	Prat.g_00211
OG0000208	Syae.g_01507	Prat.g_00212
OG0000209	Syae.g_01528	Prat.g_00221
OG0000210	Syae.g_01529	Prat.g_00222
OG0000211	Syae.g_02234	Prat.g_00238
OG0000212	Syae.g_02244	Prat.g_00246
OG0000213	Syae.g_02003	Prat.g_00264
OG0000214	Syae.g_01986	Prat.g_00274
OG0000215	Syae.g_01955	Prat.g_00300
OG0000216	Syae.g_01951	Prat.g_00302
OG0000217	Syae.g_01947	Prat.g_00305
OG0000218	Syae.g_01945	Prat.g_00307
OG0000219	Syae.g_01944	Prat.g_00308
OG0000220	Syae.g_01943	Prat.g_00309
OG0000221	Syae.g_01937	Prat.g_00310
OG0000222	Syae.g_01926	Prat.g_00317
OG0000223	Syae.g_01904	Prat.g_00330
OG0000224	Syae.g_01897	Prat.g_00332
OG0000225	Syae.g_02208	Prat.g_00360
OG0000226	Syae.g_02212	Prat.g_00364
OG0000227	Syae.g_02214	Prat.g_00366
OG0000228	Syae.g_02218	Prat.g_00369
OG0000229	Syae.g_00994	Prat.g_00396
OG0000230	Syae.g_00992	Prat.g_00398
OG0000231	Syae.g_00980	Prat.g_00411
OG0000232	Syae.g_02496	Prat.g_00419
OG0000233	Syae.g_02504	Prat.g_00426
OG0000234	Syae.g_02532	Prat.g_00435
OG0000235	Syae.g_02308	Prat.g_00439
OG0000236	Syae.g_02323	Prat.g_00454
OG0000237	Syae.g_02340	Prat.g_00469
OG0000238	Syae.g_02345	Prat.g_00475
OG0000239	Syae.g_02360	Prat.g_00487
OG0000240	Syae.g_02361	Prat.g_00488
OG0000241	Syae.g_00065	Prat.g_00492
OG0000242	Syae.g_02372	Prat.g_00494
OG0000243	Syae.g_02391	Prat.g_00504
OG0000244	Syae.g_02399	Prat.g_00507
OG0000245	Syae.g_02401	Prat.g_00509
OG0000246	Syae.g_02405	Prat.g_00514, Prat.g_00513
OG0000247	Syae.g_02416	Prat.g_00525
OG0000248	Syae.g_02419	Prat.g_00528
OG0000249	Syae.g_02421	Prat.g_00530
OG0000250	Syae.g_02431	Prat.g_00536
OG0000251	Syae.g_02455	Prat.g_00553
OG0000252	Syae.g_02458	Prat.g_00556
OG0000253	Syae.g_02459	Prat.g_00557
OG0000254	Syae.g_00021	Prat.g_00574
OG0000255	Syae.g_00041	Prat.g_00581
OG0000256	Syae.g_00058	Prat.g_00591
OG0000257	Syae.g_00064	Prat.g_01097
OG0000258	Syae.g_00083	Prat.g_01081
OG0000259	Syae.g_00608	Prat.g_01064
OG0000260	Syae.g_00603	Prat.g_01061
OG0000261	Syae.g_00600	Prat.g_01058
OG0000262	Syae.g_00595	Prat.g_01054
OG0000263	Syae.g_00671	Prat.g_00754
OG0000264	Syae.g_00761	Prat.g_00765
OG0000265	Syae.g_00932, Syae.g_00226	Prat.g_00788
OG0000266	Syae.g_00457	Prat.g_00801
OG0000267	Syae.g_00304	Prat.g_00814
OG0000268	Syae.g_00308	Prat.g_00815
OG0000269	Syae.g_00526	Prat.g_01042
OG0000270	Syae.g_00523	Prat.g_01039
OG0000271	Syae.g_00515	Prat.g_01031
OG0000272	Syae.g_00514	Prat.g_01030
OG0000273	Syae.g_00825	Prat.g_01007
OG0000274	Syae.g_00826	Prat.g_01006
OG0000275	Syae.g_00832	Prat.g_01004
OG0000276	Syae.g_00839	Prat.g_00999
OG0000277	Syae.g_00840	Prat.g_00998
OG0000278	Syae.g_00843	Prat.g_00995
OG0000279	Syae.g_00851	Prat.g_00988
OG0000280	Syae.g_00877	Prat.g_00987
OG0000281	Syae.g_02057	Prat.g_00980
OG0000282	Syae.g_00573	Prat.g_00718
OG0000283	Syae.g_00321	Prat.g_00868
OG0000284	Syae.g_00327	Prat.g_00873
OG0000285	Syae.g_00340	Prat.g_00879
OG0000286	Syae.g_00359	Prat.g_00895
OG0000287	Syae.g_00387	Prat.g_00912
OG0000288	Syae.g_00419	Prat.g_00933
OG0000289	Syae.g_00433	Prat.g_00948
OG0000290	Syae.g_00796	Prat.g_00962
OG0000291	Syae.g_00794	Prat.g_00964
OG0000292	Syae.g_01705	Prat.g_01208
OG0000293	Syae.g_00938	Prat.g_01165
OG0000294	Syae.g_00937	Prat.g_01164
OG0000295	Syae.g_00893	Prat.g_01142
OG0000296	Syae.g_00891	Prat.g_01140
OG0000297	Syae.g_00645	Prat.g_01131
OG0000298	Syae.g_00646	Prat.g_01130
OG0000299	Syae.g_00680	Prat.g_01112
OG0000300	Syae.g_00686	Prat.g_01108
OG0000301	Syae.g_00687	Prat.g_01107
OG0000302	Syae.g_00691	Prat.g_01105
OG0000303	Syae.g_00700	Prat.g_01099
OG0000304	Syae.g_00706	Prat.g_00595
OG0000305	Syae.g_00791	Prat.g_01200
OG0000306	Syae.g_00277	Prat.g_00976
OG0000307	Syae.g_02290	Prat.g_01300
OG0000308	Syae.g_02288	Prat.g_01301
OG0000309	Syae.g_02283	Prat.g_01305
OG0000310	Syae.g_02687	Prat.g_01336
OG0000311	Syae.g_02682	Prat.g_01338
OG0000312	Syae.g_02664	Prat.g_01341
OG0000313	Syae.g_02647	Prat.g_01357
OG0000314	Syae.g_02618	Prat.g_01382
OG0000315	Syae.g_02609	Prat.g_01392
OG0000316	Syae.g_01118	Prat.g_01420
OG0000317	Syae.g_01160	Prat.g_01589
OG0000318	Syae.g_01164	Prat.g_01593
OG0000319	Syae.g_01181	Prat.g_01605
OG0000320	Syae.g_01183	Prat.g_01607
OG0000321	Syae.g_01184	Prat.g_01608
OG0000322	Syae.g_01185	Prat.g_01609
OG0000323	Syae.g_01200	Prat.g_01618
OG0000324	Syae.g_01049	Prat.g_01647
OG0000325	Syae.g_02033	Prat.g_01657
OG0000326	Syae.g_02040	Prat.g_01664
OG0000327	Syae.g_02080	Prat.g_01685
OG0000328	Syae.g_02081	Prat.g_01686
OG0000329	Syae.g_02099	Prat.g_01703
OG0000330	Syae.g_02100	Prat.g_01704
OG0000331	Syae.g_02101	Prat.g_01705
OG0000332	Syae.g_02116	Prat.g_01718
OG0000333	Syae.g_02119	Prat.g_01720
OG0000334	Syae.g_02128	Prat.g_01729
OG0000335	Syae.g_02132	Prat.g_01734
OG0000336	Syae.g_02136	Prat.g_01738
OG0000337	Syae.g_01879	Prat.g_01756
OG0000338	Syae.g_01876	Prat.g_01757
OG0000339	Syae.g_01869	Prat.g_01762
OG0000340	Syae.g_01855	Prat.g_01771
OG0000341	Syae.g_01853	Prat.g_01773
OG0000342	Syae.g_01852	Prat.g_01775
OG0000343	Syae.g_01848	Prat.g_01776
OG0000344	Syae.g_01843	Prat.g_01779
OG0000345	Syae.g_01833	Prat.g_01785
OG0000346	Syae.g_01828	Prat.g_01789
OG0000347	Syae.g_01805	Prat.g_01806
OG0000348	Syae.g_01781	Prat.g_01814
OG0000349	Syae.g_01763	Prat.g_01832
OG0000350	Syae.g_02047	Prat.g_01853
OG0000351	Syae.g_01684	Prat.g_01873
OG0000352	Syae.g_01685	Prat.g_01874
OG0000353	Syae.g_01711	Prat.g_01892
OG0000354	Syae.g_02351, Syae.g_01731	Prat.g_00845
OG0000355	Syae.g_01713	Prat.g_00001
OG0000356	Syae.g_01714	Prat.g_00002
OG0000357	Syae.g_01715	Prat.g_00003
OG0000358	Syae.g_01719	Prat.g_00007
OG0000359	Syae.g_01721	Prat.g_00008
OG0000360	Syae.g_01722	Prat.g_00009
OG0000361	Syae.g_01723	Prat.g_00010
OG0000362	Syae.g_01725	Prat.g_00013
OG0000363	Syae.g_01727	Prat.g_00015
OG0000364	Syae.g_01728	Prat.g_00016
OG0000365	Syae.g_01737	Prat.g_00021
OG0000366	Syae.g_01738	Prat.g_00022
OG0000367	Syae.g_01739	Prat.g_00023
OG0000368	Syae.g_01741	Prat.g_00025
OG0000369	Syae.g_01742	Prat.g_00026
OG0000370	Syae.g_01743	Prat.g_00027
OG0000371	Syae.g_01751	Prat.g_00034
OG0000372	Syae.g_01756	Prat.g_00036
OG0000373	Syae.g_01757	Prat.g_00037
OG0000374	Syae.g_01758	Prat.g_00038
OG0000375	Syae.g_01759	Prat.g_00042
OG0000376	Syae.g_01761	Prat.g_00044
OG0000377	Syae.g_01561	Prat.g_00048
OG0000378	Syae.g_01553	Prat.g_00052
OG0000379	Syae.g_01550	Prat.g_00055
OG0000380	Syae.g_01281	Prat.g_00062
OG0000381	Syae.g_01285	Prat.g_00067
OG0000382	Syae.g_01322	Prat.g_00079
OG0000383	Syae.g_01324	Prat.g_00081
OG0000384	Syae.g_01325	Prat.g_00082
OG0000385	Syae.g_01326	Prat.g_00083
OG0000386	Syae.g_01327	Prat.g_00084
OG0000387	Syae.g_01354	Prat.g_00096
OG0000388	Syae.g_01358	Prat.g_00100
OG0000389	Syae.g_01362	Prat.g_00103
OG0000390	Syae.g_01378	Prat.g_00112
OG0000391	Syae.g_01383	Prat.g_00115
OG0000392	Syae.g_01389	Prat.g_00118
OG0000393	Syae.g_01392	Prat.g_00122
OG0000394	Syae.g_01393	Prat.g_00123
OG0000395	Syae.g_01394	Prat.g_00124
OG0000396	Syae.g_01397	Prat.g_00126
OG0000397	Syae.g_01400	Prat.g_00128
OG0000398	Syae.g_01405	Prat.g_00131
OG0000399	Syae.g_01406	Prat.g_00132
OG0000400	Syae.g_01407	Prat.g_00133
OG0000401	Syae.g_01408	Prat.g_00134
OG0000402	Syae.g_01410	Prat.g_00601
OG0000403	Syae.g_01411	Prat.g_00136
OG0000404	Syae.g_01412	Prat.g_00137
OG0000405	Syae.g_01426	Prat.g_00141
OG0000406	Syae.g_01430	Prat.g_00146
OG0000407	Syae.g_01431	Prat.g_00147
OG0000408	Syae.g_01433	Prat.g_00149
OG0000409	Syae.g_01435	Prat.g_00151
OG0000410	Syae.g_01436	Prat.g_00152
OG0000411	Syae.g_01437	Prat.g_00153
OG0000412	Syae.g_01438	Prat.g_00154
OG0000413	Syae.g_01440	Prat.g_00156
OG0000415	Syae.g_01441	Prat.g_00158
OG0000416	Syae.g_01442	Prat.g_00159
OG0000417	Syae.g_01443	Prat.g_00160
OG0000418	Syae.g_01448	Prat.g_00165
OG0000419	Syae.g_01450	Prat.g_00167
OG0000420	Syae.g_01452	Prat.g_00169
OG0000421	Syae.g_01457	Prat.g_00174
OG0000422	Syae.g_01458	Prat.g_00175
OG0000423	Syae.g_01459	Prat.g_00176
OG0000424	Syae.g_01460	Prat.g_00177
OG0000425	Syae.g_01461	Prat.g_00178
OG0000426	Syae.g_01462	Prat.g_00179
OG0000427	Syae.g_01463	Prat.g_00180
OG0000428	Syae.g_01466	Prat.g_00182
OG0000429	Syae.g_01468	Prat.g_00183
OG0000430	Syae.g_01470	Prat.g_00184
OG0000431	Syae.g_01473	Prat.g_00186
OG0000432	Syae.g_01481	Prat.g_00190
OG0000433	Syae.g_01484	Prat.g_00191
OG0000434	Syae.g_01485	Prat.g_00192
OG0000435	Syae.g_01486	Prat.g_00193
OG0000436	Syae.g_01491	Prat.g_00198
OG0000437	Syae.g_01492	Prat.g_00199
OG0000438	Syae.g_01493	Prat.g_00200
OG0000439	Syae.g_01495	Prat.g_00202
OG0000440	Syae.g_01496	Prat.g_00203
OG0000441	Syae.g_01501	Prat.g_00206
OG0000442	Syae.g_01502	Prat.g_00207
OG0000443	Syae.g_01503	Prat.g_00208
OG0000444	Syae.g_01509	Prat.g_00213
OG0000445	Syae.g_01510	Prat.g_00214
OG0000446	Syae.g_01512	Prat.g_00215
OG0000447	Syae.g_01517	Prat.g_00216
OG0000448	Syae.g_01518	Prat.g_00217
OG0000449	Syae.g_01519	Prat.g_00218
OG0000450	Syae.g_01525	Prat.g_00219
OG0000451	Syae.g_01526	Prat.g_00220
OG0000452	Syae.g_01530	Prat.g_00223
OG0000453	Syae.g_01531	Prat.g_00224
OG0000454	Syae.g_01532	Prat.g_00225
OG0000455	Syae.g_01533	Prat.g_00226
OG0000456	Syae.g_01534	Prat.g_00227
OG0000457	Syae.g_01536	Prat.g_00229
OG0000458	Syae.g_01538	Prat.g_00230
OG0000459	Syae.g_01539	Prat.g_00231
OG0000460	Syae.g_02236	Prat.g_00240
OG0000461	Syae.g_02024	Prat.g_00249
OG0000462	Syae.g_02021	Prat.g_00250
OG0000463	Syae.g_02020	Prat.g_00251
OG0000464	Syae.g_02019	Prat.g_00252
OG0000465	Syae.g_02018	Prat.g_00253
OG0000466	Syae.g_02014	Prat.g_00256
OG0000467	Syae.g_02012	Prat.g_00257
OG0000468	Syae.g_02007	Prat.g_00260
OG0000469	Syae.g_01992	Prat.g_00269
OG0000470	Syae.g_01990	Prat.g_00271
OG0000471	Syae.g_01989	Prat.g_00272
OG0000472	Syae.g_01987	Prat.g_00273
OG0000473	Syae.g_01985	Prat.g_00275
OG0000474	Syae.g_01984	Prat.g_00276
OG0000475	Syae.g_01983	Prat.g_00277
OG0000476	Syae.g_01981	Prat.g_00279
OG0000477	Syae.g_01975	Prat.g_00282
OG0000478	Syae.g_01974	Prat.g_00283
OG0000479	Syae.g_01973	Prat.g_00284
OG0000480	Syae.g_01966	Prat.g_00290
OG0000481	Syae.g_01964	Prat.g_00292
OG0000482	Syae.g_01963	Prat.g_00293
OG0000483	Syae.g_01959	Prat.g_00296
OG0000484	Syae.g_01958	Prat.g_00297
OG0000485	Syae.g_01957	Prat.g_00298
OG0000486	Syae.g_01956	Prat.g_00299
OG0000487	Syae.g_01950	Prat.g_00303
OG0000488	Syae.g_01946	Prat.g_00306
OG0000489	Syae.g_01936	Prat.g_00311
OG0000490	Syae.g_01928	Prat.g_00315
OG0000491	Syae.g_01927	Prat.g_00316
OG0000492	Syae.g_01925	Prat.g_00318
OG0000493	Syae.g_01924	Prat.g_00319
OG0000494	Syae.g_01923	Prat.g_00320
OG0000495	Syae.g_01922	Prat.g_00321
OG0000496	Syae.g_01921	Prat.g_00322
OG0000497	Syae.g_01920	Prat.g_00323
OG0000498	Syae.g_01919	Prat.g_00324
OG0000499	Syae.g_01918	Prat.g_00325
OG0000500	Syae.g_01917	Prat.g_00326
OG0000501	Syae.g_01914	Prat.g_00328
OG0000502	Syae.g_01902	Prat.g_00331
OG0000503	Syae.g_02192	Prat.g_00348
OG0000504	Syae.g_02194	Prat.g_00350
OG0000505	Syae.g_02195	Prat.g_00351
OG0000506	Syae.g_02197	Prat.g_00352
OG0000507	Syae.g_02203	Prat.g_00355
OG0000508	Syae.g_02207	Prat.g_00359
OG0000509	Syae.g_02209	Prat.g_00361
OG0000510	Syae.g_02210	Prat.g_00362
OG0000511	Syae.g_02211	Prat.g_00363
OG0000512	Syae.g_02213	Prat.g_00365
OG0000513	Syae.g_02223	Prat.g_00373
OG0000514	Syae.g_02229	Prat.g_00390
OG0000515	Syae.g_02230	Prat.g_00391
OG0000516	Syae.g_01000	Prat.g_00392
OG0000517	Syae.g_00995	Prat.g_00395
OG0000518	Syae.g_00983	Prat.g_00407
OG0000519	Syae.g_00982	Prat.g_00408
OG0000520	Syae.g_00981	Prat.g_00410
OG0000521	Syae.g_02491	Prat.g_00415
OG0000522	Syae.g_02493	Prat.g_00417
OG0000523	Syae.g_02494	Prat.g_00418
OG0000524	Syae.g_02501	Prat.g_00424
OG0000525	Syae.g_02520	Prat.g_00428
OG0000526	Syae.g_02523	Prat.g_00429
OG0000527	Syae.g_02528	Prat.g_00432
OG0000528	Syae.g_02304	Prat.g_00438
OG0000529	Syae.g_02310	Prat.g_00441
OG0000530	Syae.g_02313	Prat.g_00444
OG0000531	Syae.g_02314	Prat.g_00445
OG0000532	Syae.g_02317	Prat.g_00447
OG0000533	Syae.g_02318	Prat.g_00448
OG0000534	Syae.g_02319	Prat.g_00449
OG0000535	Syae.g_02320	Prat.g_00450
OG0000536	Syae.g_02321	Prat.g_00451
OG0000537	Syae.g_02322	Prat.g_00453
OG0000538	Syae.g_02333	Prat.g_00463
OG0000539	Syae.g_02334	Prat.g_00464
OG0000540	Syae.g_02335	Prat.g_00465
OG0000541	Syae.g_02336	Prat.g_00466
OG0000542	Syae.g_02339	Prat.g_00468
OG0000543	Syae.g_02341	Prat.g_00470
OG0000544	Syae.g_02342	Prat.g_00471
OG0000545	Syae.g_02344	Prat.g_00473
OG0000546	Syae.g_02346	Prat.g_00476
OG0000547	Syae.g_02348	Prat.g_00478
OG0000548	Syae.g_02349	Prat.g_00479
OG0000549	Syae.g_02354	Prat.g_00482
OG0000550	Syae.g_02358	Prat.g_00486
OG0000551	Syae.g_02363	Prat.g_00489
OG0000552	Syae.g_02364	Prat.g_00490
OG0000553	Syae.g_02366	Prat.g_00491
OG0000554	Syae.g_02375	Prat.g_00496
OG0000555	Syae.g_02390	Prat.g_00503
OG0000556	Syae.g_02394	Prat.g_00505
OG0000557	Syae.g_02398	Prat.g_00506
OG0000558	Syae.g_02400	Prat.g_00508
OG0000559	Syae.g_02404	Prat.g_00512
OG0000560	Syae.g_02407	Prat.g_00516
OG0000561	Syae.g_02408	Prat.g_00517
OG0000562	Syae.g_02409	Prat.g_00518
OG0000563	Syae.g_02410	Prat.g_00519
OG0000564	Syae.g_02411	Prat.g_00520
OG0000565	Syae.g_02414	Prat.g_00523
OG0000566	Syae.g_02418	Prat.g_00527
OG0000567	Syae.g_02422	Prat.g_00531
OG0000568	Syae.g_02427	Prat.g_00532
OG0000569	Syae.g_02428	Prat.g_00533
OG0000570	Syae.g_02429	Prat.g_00534
OG0000571	Syae.g_02433	Prat.g_00537
OG0000572	Syae.g_02448	Prat.g_00549
OG0000573	Syae.g_02456	Prat.g_00554
OG0000574	Syae.g_02457	Prat.g_00555
OG0000575	Syae.g_02461	Prat.g_00559
OG0000576	Syae.g_02463	Prat.g_00561
OG0000577	Syae.g_02464	Prat.g_00562
OG0000578	Syae.g_02465	Prat.g_00563
OG0000579	Syae.g_02466	Prat.g_00564
