Orthogroup	Syae	Prbc
OG0000117	Syae.g_00647	Prbc.g_00102
OG0000118	Syae.g_02479	Prbc.g_00577
OG0000119	Syae.g_00904	Prbc.g_00650
OG0000120	Syae.g_01912	Prbc.g_01753
OG0000121	Syae.g_02649	Prbc.g_00711
OG0000122	Syae.g_00112	Prbc.g_00750
OG0000123	Syae.g_02131	Prbc.g_00277
OG0000124	Syae.g_01809	Prbc.g_00193
OG0000125	Syae.g_01573	Prbc.g_00997
OG0000126	Syae.g_01706	Prbc.g_01063
OG0000127	Syae.g_00720	Prbc.g_01352, Prbc.g_00621
OG0000128	Syae.g_01724	Prbc.g_01081
OG0000129	Syae.g_01562	Prbc.g_01122
OG0000130	Syae.g_01284	Prbc.g_00504
OG0000131	Syae.g_01428	Prbc.g_00426
OG0000132	Syae.g_01447	Prbc.g_00407
OG0000133	Syae.g_00356	Prbc.g_01214
OG0000134	Syae.g_02222	Prbc.g_01270
OG0000135	Syae.g_01608	Prbc.g_02198, Prbc.g_02183
OG0000136	Syae.g_00989	Prbc.g_01502
OG0000137	Syae.g_02530	Prbc.g_01534
OG0000138	Syae.g_02325	Prbc.g_01554
OG0000139	Syae.g_02380	Prbc.g_01616
OG0000140	Syae.g_02383	Prbc.g_01617
OG0000141	Syae.g_00016	Prbc.g_01684
OG0000142	Syae.g_00074	Prbc.g_01712
OG0000143	Syae.g_00078	Prbc.g_01716
OG0000144	Syae.g_00261	Prbc.g_01729
OG0000145	Syae.g_02331	Prbc.g_02142
OG0000146	Syae.g_00350	Prbc.g_02027
OG0000147	Syae.g_00349	Prbc.g_02026
OG0000148	Syae.g_00500	Prbc.g_01876
OG0000149	Syae.g_00847	Prbc.g_01908
OG0000150	Syae.g_00017	Prbc.g_01916
OG0000151	Syae.g_00563	Prbc.g_01988
OG0000152	Syae.g_00360	Prbc.g_02036
OG0000153	Syae.g_00394	Prbc.g_02054
OG0000154	Syae.g_00420	Prbc.g_02083
OG0000155	Syae.g_00885	Prbc.g_01424
OG0000156	Syae.g_00945	Prbc.g_00555
OG0000157	Syae.g_00946	Prbc.g_00556
OG0000158	Syae.g_01858	Prbc.g_00228
OG0000160	Syae.g_02650	Prbc.g_00710
OG0000161	Syae.g_02644	Prbc.g_00716
OG0000162	Syae.g_02638	Prbc.g_00722
OG0000163	Syae.g_01092	Prbc.g_00758
OG0000164	Syae.g_01198	Prbc.g_00854
OG0000165	Syae.g_01021	Prbc.g_00862
OG0000166	Syae.g_02085	Prbc.g_00321
OG0000167	Syae.g_01874	Prbc.g_00238
OG0000168	Syae.g_01856	Prbc.g_00227
OG0000169	Syae.g_01841	Prbc.g_00217
OG0000170	Syae.g_01834	Prbc.g_00215
OG0000171	Syae.g_01810	Prbc.g_00194
OG0000172	Syae.g_01788	Prbc.g_00967
OG0000173	Syae.g_01770	Prbc.g_00982
OG0000174	Syae.g_01610	Prbc.g_01013
OG0000175	Syae.g_01679	Prbc.g_01044
OG0000176	Syae.g_01716	Prbc.g_01074
OG0000177	Syae.g_01717	Prbc.g_01075
OG0000178	Syae.g_01718	Prbc.g_01076
OG0000179	Syae.g_01733	Prbc.g_01086
OG0000180	Syae.g_01734	Prbc.g_01087
OG0000181	Syae.g_01735	Prbc.g_01088
OG0000182	Syae.g_01736	Prbc.g_01089
OG0000183	Syae.g_01740	Prbc.g_01093
OG0000184	Syae.g_01554	Prbc.g_01124
OG0000185	Syae.g_01551	Prbc.g_01127
OG0000186	Syae.g_01279	Prbc.g_00509
OG0000187	Syae.g_01280	Prbc.g_00508
OG0000188	Syae.g_01323	Prbc.g_00491
OG0000189	Syae.g_01350	Prbc.g_00477
OG0000190	Syae.g_01352	Prbc.g_00476
OG0000191	Syae.g_01384	Prbc.g_00453
OG0000192	Syae.g_01390	Prbc.g_00449
OG0000193	Syae.g_01429	Prbc.g_00425
OG0000194	Syae.g_01432	Prbc.g_00422
OG0000195	Syae.g_01434	Prbc.g_00420
OG0000196	Syae.g_01444	Prbc.g_00410
OG0000197	Syae.g_01445	Prbc.g_00409
OG0000198	Syae.g_01446	Prbc.g_00408
OG0000199	Syae.g_01454	Prbc.g_00401
OG0000200	Syae.g_01471	Prbc.g_00388
OG0000201	Syae.g_01487	Prbc.g_00379
OG0000202	Syae.g_01488	Prbc.g_00378
OG0000203	Syae.g_01489	Prbc.g_00377
OG0000204	Syae.g_01490	Prbc.g_00376
OG0000205	Syae.g_01497	Prbc.g_00369
OG0000206	Syae.g_01504	Prbc.g_00365
OG0000207	Syae.g_01506	Prbc.g_00363
OG0000208	Syae.g_01507	Prbc.g_00362
OG0000209	Syae.g_01528	Prbc.g_00352
OG0000210	Syae.g_01529	Prbc.g_00351
OG0000211	Syae.g_02234	Prbc.g_00337
OG0000212	Syae.g_02244	Prbc.g_00329
OG0000213	Syae.g_02003	Prbc.g_01153
OG0000214	Syae.g_01986	Prbc.g_01161
OG0000215	Syae.g_01955	Prbc.g_01185
OG0000216	Syae.g_01951	Prbc.g_01186
OG0000217	Syae.g_01947	Prbc.g_01189
OG0000218	Syae.g_01945	Prbc.g_01191
OG0000219	Syae.g_01944	Prbc.g_01192
OG0000220	Syae.g_01943	Prbc.g_01193
OG0000221	Syae.g_01937	Prbc.g_01194
OG0000222	Syae.g_01926	Prbc.g_01202
OG0000223	Syae.g_01904	Prbc.g_01215
OG0000224	Syae.g_01897	Prbc.g_01217
OG0000225	Syae.g_02208	Prbc.g_01257
OG0000226	Syae.g_02212	Prbc.g_01261
OG0000227	Syae.g_02214	Prbc.g_01263
OG0000228	Syae.g_02218	Prbc.g_01267
OG0000229	Syae.g_00994	Prbc.g_01497
OG0000230	Syae.g_00992	Prbc.g_01499
OG0000231	Syae.g_00980	Prbc.g_01510
OG0000232	Syae.g_02496	Prbc.g_01518
OG0000233	Syae.g_02504	Prbc.g_01526
OG0000234	Syae.g_02532	Prbc.g_01535
OG0000235	Syae.g_02308	Prbc.g_01539
OG0000236	Syae.g_02323	Prbc.g_01552
OG0000237	Syae.g_02340	Prbc.g_01586
OG0000238	Syae.g_02345	Prbc.g_01592
OG0000239	Syae.g_02360	Prbc.g_01604
OG0000240	Syae.g_02361	Prbc.g_01605
OG0000241	Syae.g_00065	Prbc.g_01609
OG0000242	Syae.g_02372	Prbc.g_01611
OG0000243	Syae.g_02391	Prbc.g_01622
OG0000244	Syae.g_02399	Prbc.g_01626
OG0000245	Syae.g_02401	Prbc.g_01628
OG0000246	Syae.g_02405	Prbc.g_01632
OG0000247	Syae.g_02416	Prbc.g_01642
OG0000248	Syae.g_02419	Prbc.g_01644
OG0000249	Syae.g_02421	Prbc.g_01646
OG0000250	Syae.g_02431	Prbc.g_01651
OG0000251	Syae.g_02455	Prbc.g_01667
OG0000252	Syae.g_02458	Prbc.g_01669
OG0000253	Syae.g_02459	Prbc.g_01671
OG0000254	Syae.g_00021	Prbc.g_01688
OG0000255	Syae.g_00041	Prbc.g_01694
OG0000256	Syae.g_00058	Prbc.g_01704
OG0000257	Syae.g_00064	Prbc.g_01707
OG0000258	Syae.g_00083	Prbc.g_01720
OG0000259	Syae.g_00608	Prbc.g_01737
OG0000260	Syae.g_00603	Prbc.g_01740
OG0000261	Syae.g_00600	Prbc.g_01743
OG0000262	Syae.g_00595	Prbc.g_01748
OG0000263	Syae.g_00671	Prbc.g_01762
OG0000264	Syae.g_00761	Prbc.g_01773
OG0000265	Syae.g_00932, Syae.g_00226	Prbc.g_01787
OG0000266	Syae.g_00457	Prbc.g_01797
OG0000267	Syae.g_00304	Prbc.g_01810
OG0000268	Syae.g_00308	Prbc.g_01811
OG0000269	Syae.g_00526	Prbc.g_01853
OG0000270	Syae.g_00523	Prbc.g_01856
OG0000271	Syae.g_00515	Prbc.g_01864
OG0000272	Syae.g_00514	Prbc.g_01865
OG0000273	Syae.g_00825	Prbc.g_01890
OG0000274	Syae.g_00826	Prbc.g_01891
OG0000275	Syae.g_00832	Prbc.g_01893
OG0000276	Syae.g_00839	Prbc.g_01899
OG0000277	Syae.g_00840	Prbc.g_01900
OG0000278	Syae.g_00843	Prbc.g_01904
OG0000279	Syae.g_00851	Prbc.g_01911
OG0000280	Syae.g_00877	Prbc.g_00068
OG0000281	Syae.g_02057	Prbc.g_01917
OG0000282	Syae.g_00573	Prbc.g_01979
OG0000283	Syae.g_00321	Prbc.g_02010
OG0000284	Syae.g_00327	Prbc.g_02015
OG0000285	Syae.g_00340	Prbc.g_02020
OG0000286	Syae.g_00359	Prbc.g_02035
OG0000287	Syae.g_00387	Prbc.g_02190
OG0000288	Syae.g_00419	Prbc.g_02082
OG0000289	Syae.g_00433	Prbc.g_02094
OG0000290	Syae.g_00796	Prbc.g_02110
OG0000291	Syae.g_00794	Prbc.g_02112
OG0000292	Syae.g_01705	Prbc.g_00173
OG0000293	Syae.g_00938	Prbc.g_01456
OG0000294	Syae.g_00937	Prbc.g_01455
OG0000295	Syae.g_00893	Prbc.g_01431
OG0000296	Syae.g_00891	Prbc.g_01429
OG0000297	Syae.g_00645	Prbc.g_01421
OG0000298	Syae.g_00646	Prbc.g_01420
OG0000299	Syae.g_00680	Prbc.g_01401
OG0000300	Syae.g_00686	Prbc.g_01398
OG0000301	Syae.g_00687	Prbc.g_01397
OG0000302	Syae.g_00691	Prbc.g_01395
OG0000303	Syae.g_00700	Prbc.g_01390
OG0000304	Syae.g_00706	Prbc.g_01387
OG0000305	Syae.g_00791	Prbc.g_00810
OG0000306	Syae.g_00277	Prbc.g_01921
OG0000307	Syae.g_02290	Prbc.g_00666
OG0000308	Syae.g_02288	Prbc.g_00667
OG0000309	Syae.g_02283	Prbc.g_00671
OG0000310	Syae.g_02687	Prbc.g_00693
OG0000311	Syae.g_02682	Prbc.g_00695
OG0000312	Syae.g_02664	Prbc.g_00698
OG0000313	Syae.g_02647	Prbc.g_00713
OG0000314	Syae.g_02618	Prbc.g_00734
OG0000315	Syae.g_02609	Prbc.g_00744
OG0000316	Syae.g_01118	Prbc.g_00768
OG0000317	Syae.g_01160	Prbc.g_00830
OG0000318	Syae.g_01164	Prbc.g_00833
OG0000319	Syae.g_01181	Prbc.g_00844
OG0000320	Syae.g_01183	Prbc.g_00846
OG0000321	Syae.g_01184	Prbc.g_00847
OG0000322	Syae.g_01185	Prbc.g_00848
OG0000323	Syae.g_01200	Prbc.g_00857
OG0000324	Syae.g_01049	Prbc.g_00884
OG0000325	Syae.g_02033	Prbc.g_00935
OG0000326	Syae.g_02040	Prbc.g_00941
OG0000327	Syae.g_02080	Prbc.g_00326
OG0000328	Syae.g_02081	Prbc.g_00325
OG0000329	Syae.g_02099	Prbc.g_00308
OG0000330	Syae.g_02100	Prbc.g_00307
OG0000331	Syae.g_02101	Prbc.g_00306
OG0000332	Syae.g_02116	Prbc.g_00292
OG0000333	Syae.g_02119	Prbc.g_00290
OG0000334	Syae.g_02128	Prbc.g_00281
OG0000335	Syae.g_02132	Prbc.g_00276
OG0000336	Syae.g_02136	Prbc.g_00272
OG0000337	Syae.g_01879	Prbc.g_00241
OG0000338	Syae.g_01876	Prbc.g_00240
OG0000339	Syae.g_01869	Prbc.g_00235
OG0000340	Syae.g_01855	Prbc.g_00226
OG0000341	Syae.g_01853	Prbc.g_00224
OG0000342	Syae.g_01852	Prbc.g_00223
OG0000343	Syae.g_01848	Prbc.g_00222
OG0000344	Syae.g_01843	Prbc.g_00219
OG0000345	Syae.g_01833	Prbc.g_00214
OG0000346	Syae.g_01828	Prbc.g_00210
OG0000347	Syae.g_01805	Prbc.g_00190
OG0000348	Syae.g_01781	Prbc.g_00970
OG0000349	Syae.g_01763	Prbc.g_00988
OG0000350	Syae.g_02047	Prbc.g_01009
OG0000351	Syae.g_01684	Prbc.g_01047
OG0000352	Syae.g_01685	Prbc.g_01048
OG0000353	Syae.g_01711	Prbc.g_01068
OG0000355	Syae.g_01713	Prbc.g_01071
OG0000356	Syae.g_01714	Prbc.g_01072
OG0000357	Syae.g_01715	Prbc.g_01073
OG0000358	Syae.g_01719	Prbc.g_01077
OG0000359	Syae.g_01721	Prbc.g_01078
OG0000360	Syae.g_01722	Prbc.g_01079
OG0000361	Syae.g_01723	Prbc.g_01080
OG0000362	Syae.g_01725	Prbc.g_01082
OG0000363	Syae.g_01727	Prbc.g_01084
OG0000364	Syae.g_01728	Prbc.g_01085
OG0000365	Syae.g_01737	Prbc.g_01090
OG0000366	Syae.g_01738	Prbc.g_01091
OG0000367	Syae.g_01739	Prbc.g_01092
OG0000368	Syae.g_01741	Prbc.g_01094
OG0000369	Syae.g_01742	Prbc.g_01095
OG0000370	Syae.g_01743	Prbc.g_01096
OG0000371	Syae.g_01751	Prbc.g_01102
OG0000372	Syae.g_01756	Prbc.g_01104
OG0000373	Syae.g_01757	Prbc.g_01105
OG0000374	Syae.g_01758	Prbc.g_01106
OG0000375	Syae.g_01759	Prbc.g_01118
OG0000376	Syae.g_01761	Prbc.g_01120
OG0000377	Syae.g_01561	Prbc.g_01123
OG0000378	Syae.g_01553	Prbc.g_01125
OG0000379	Syae.g_01550	Prbc.g_01128
OG0000380	Syae.g_01281	Prbc.g_00507
OG0000381	Syae.g_01285	Prbc.g_00503
OG0000382	Syae.g_01322	Prbc.g_00492
OG0000383	Syae.g_01324	Prbc.g_00490
OG0000384	Syae.g_01325	Prbc.g_00489
OG0000385	Syae.g_01326	Prbc.g_00488
OG0000386	Syae.g_01327	Prbc.g_00487
OG0000387	Syae.g_01354	Prbc.g_00474
OG0000388	Syae.g_01358	Prbc.g_00470
OG0000389	Syae.g_01362	Prbc.g_00467
OG0000390	Syae.g_01378	Prbc.g_00458
OG0000391	Syae.g_01383	Prbc.g_00454
OG0000392	Syae.g_01389	Prbc.g_00451
OG0000393	Syae.g_01392	Prbc.g_00448
OG0000394	Syae.g_01393	Prbc.g_00447
OG0000395	Syae.g_01394	Prbc.g_00446
OG0000396	Syae.g_01397	Prbc.g_00443
OG0000397	Syae.g_01400	Prbc.g_00441
OG0000398	Syae.g_01405	Prbc.g_00438
OG0000399	Syae.g_01406	Prbc.g_00437
OG0000400	Syae.g_01407	Prbc.g_00436
OG0000401	Syae.g_01408	Prbc.g_00435
OG0000402	Syae.g_01410	Prbc.g_02145
OG0000403	Syae.g_01411	Prbc.g_00434
OG0000404	Syae.g_01412	Prbc.g_00433
OG0000405	Syae.g_01426	Prbc.g_00428
OG0000406	Syae.g_01430	Prbc.g_00424
OG0000407	Syae.g_01431	Prbc.g_00423
OG0000408	Syae.g_01433	Prbc.g_00421
OG0000409	Syae.g_01435	Prbc.g_00419
OG0000410	Syae.g_01436	Prbc.g_00418
OG0000411	Syae.g_01437	Prbc.g_00417
OG0000412	Syae.g_01438	Prbc.g_00416
OG0000413	Syae.g_01440	Prbc.g_00415
OG0000415	Syae.g_01441	Prbc.g_00413
OG0000416	Syae.g_01442	Prbc.g_00412
OG0000417	Syae.g_01443	Prbc.g_00411
OG0000418	Syae.g_01448	Prbc.g_00406
OG0000419	Syae.g_01450	Prbc.g_00404
OG0000420	Syae.g_01452	Prbc.g_00403
OG0000421	Syae.g_01457	Prbc.g_00399
OG0000422	Syae.g_01458	Prbc.g_00398
OG0000423	Syae.g_01459	Prbc.g_00397
OG0000424	Syae.g_01460	Prbc.g_00396
OG0000425	Syae.g_01461	Prbc.g_00395
OG0000426	Syae.g_01462	Prbc.g_00394
OG0000427	Syae.g_01463	Prbc.g_00393
OG0000428	Syae.g_01466	Prbc.g_00391
OG0000429	Syae.g_01468	Prbc.g_00390
OG0000430	Syae.g_01470	Prbc.g_00389
OG0000431	Syae.g_01473	Prbc.g_00387
OG0000432	Syae.g_01481	Prbc.g_00383
OG0000433	Syae.g_01484	Prbc.g_00382
OG0000434	Syae.g_01485	Prbc.g_00381
OG0000435	Syae.g_01486	Prbc.g_00380
OG0000436	Syae.g_01491	Prbc.g_00375
OG0000437	Syae.g_01492	Prbc.g_00374
OG0000438	Syae.g_01493	Prbc.g_00373
OG0000439	Syae.g_01495	Prbc.g_00371
OG0000440	Syae.g_01496	Prbc.g_00370
OG0000441	Syae.g_01501	Prbc.g_00368
OG0000442	Syae.g_01502	Prbc.g_00367
OG0000443	Syae.g_01503	Prbc.g_00366
OG0000444	Syae.g_01509	Prbc.g_00361
OG0000445	Syae.g_01510	Prbc.g_00360
OG0000446	Syae.g_01512	Prbc.g_00358
OG0000447	Syae.g_01517	Prbc.g_00357
OG0000448	Syae.g_01518	Prbc.g_00356
OG0000449	Syae.g_01519	Prbc.g_00355
OG0000450	Syae.g_01525	Prbc.g_00354
OG0000451	Syae.g_01526	Prbc.g_00353
OG0000452	Syae.g_01530	Prbc.g_00350
OG0000453	Syae.g_01531	Prbc.g_00349
OG0000454	Syae.g_01532	Prbc.g_00348
OG0000455	Syae.g_01533	Prbc.g_00347
OG0000456	Syae.g_01534	Prbc.g_00346
OG0000457	Syae.g_01536	Prbc.g_00345
OG0000458	Syae.g_01538	Prbc.g_00344
OG0000459	Syae.g_01539	Prbc.g_00343
OG0000460	Syae.g_02236	Prbc.g_00335
OG0000461	Syae.g_02024	Prbc.g_01140
OG0000462	Syae.g_02021	Prbc.g_01142
OG0000463	Syae.g_02020	Prbc.g_01143
OG0000464	Syae.g_02019	Prbc.g_01144
OG0000465	Syae.g_02018	Prbc.g_01145
OG0000466	Syae.g_02014	Prbc.g_01146
OG0000467	Syae.g_02012	Prbc.g_01147
OG0000468	Syae.g_02007	Prbc.g_01149
OG0000469	Syae.g_01992	Prbc.g_01156
OG0000470	Syae.g_01990	Prbc.g_01158
OG0000471	Syae.g_01989	Prbc.g_01159
OG0000472	Syae.g_01987	Prbc.g_01160
OG0000473	Syae.g_01985	Prbc.g_01162
OG0000474	Syae.g_01984	Prbc.g_01163
OG0000475	Syae.g_01983	Prbc.g_01164
OG0000476	Syae.g_01981	Prbc.g_01166
OG0000477	Syae.g_01975	Prbc.g_01168
OG0000478	Syae.g_01974	Prbc.g_01169
OG0000479	Syae.g_01973	Prbc.g_01170
OG0000480	Syae.g_01966	Prbc.g_01175
OG0000481	Syae.g_01964	Prbc.g_01177
OG0000482	Syae.g_01963	Prbc.g_01178
OG0000483	Syae.g_01959	Prbc.g_01181
OG0000484	Syae.g_01958	Prbc.g_01182
OG0000485	Syae.g_01957	Prbc.g_01183
OG0000486	Syae.g_01956	Prbc.g_01184
OG0000487	Syae.g_01950	Prbc.g_01187
OG0000488	Syae.g_01946	Prbc.g_01190
OG0000489	Syae.g_01936	Prbc.g_01195
OG0000490	Syae.g_01928	Prbc.g_01200
OG0000491	Syae.g_01927	Prbc.g_01201
OG0000492	Syae.g_01925	Prbc.g_01203
OG0000493	Syae.g_01924	Prbc.g_01204
OG0000494	Syae.g_01923	Prbc.g_01205
OG0000495	Syae.g_01922	Prbc.g_01206
OG0000496	Syae.g_01921	Prbc.g_01207
OG0000497	Syae.g_01920	Prbc.g_01208
OG0000498	Syae.g_01919	Prbc.g_01209
OG0000499	Syae.g_01918	Prbc.g_01210
OG0000500	Syae.g_01917	Prbc.g_01211
OG0000501	Syae.g_01914	Prbc.g_01213
OG0000502	Syae.g_01902	Prbc.g_01216
OG0000503	Syae.g_02192	Prbc.g_01246
OG0000504	Syae.g_02194	Prbc.g_01248
OG0000505	Syae.g_02195	Prbc.g_01249
OG0000506	Syae.g_02197	Prbc.g_01250
OG0000507	Syae.g_02203	Prbc.g_01253
OG0000508	Syae.g_02207	Prbc.g_01256
OG0000509	Syae.g_02209	Prbc.g_01258
OG0000510	Syae.g_02210	Prbc.g_01259
OG0000511	Syae.g_02211	Prbc.g_01260
OG0000512	Syae.g_02213	Prbc.g_01262
OG0000513	Syae.g_02223	Prbc.g_01271
OG0000514	Syae.g_02229	Prbc.g_01492
OG0000515	Syae.g_02230	Prbc.g_01493
OG0000516	Syae.g_01000	Prbc.g_01494
OG0000517	Syae.g_00995	Prbc.g_01496
OG0000518	Syae.g_00983	Prbc.g_01507
OG0000519	Syae.g_00982	Prbc.g_01508
OG0000520	Syae.g_00981	Prbc.g_01509
OG0000521	Syae.g_02491	Prbc.g_01514
OG0000522	Syae.g_02493	Prbc.g_01516
OG0000523	Syae.g_02494	Prbc.g_01517
OG0000524	Syae.g_02501	Prbc.g_01524
OG0000525	Syae.g_02520	Prbc.g_01528
OG0000526	Syae.g_02523	Prbc.g_01529
OG0000527	Syae.g_02528	Prbc.g_01532
OG0000528	Syae.g_02304	Prbc.g_01538
OG0000529	Syae.g_02310	Prbc.g_01541
OG0000530	Syae.g_02313	Prbc.g_01544
OG0000531	Syae.g_02314	Prbc.g_01545
OG0000532	Syae.g_02317	Prbc.g_01546
OG0000533	Syae.g_02318	Prbc.g_01547
OG0000534	Syae.g_02319	Prbc.g_01548
OG0000535	Syae.g_02320	Prbc.g_01549
OG0000536	Syae.g_02321	Prbc.g_01550
OG0000537	Syae.g_02322	Prbc.g_01551
OG0000538	Syae.g_02333	Prbc.g_01580
OG0000539	Syae.g_02334	Prbc.g_01581
OG0000540	Syae.g_02335	Prbc.g_01582
OG0000541	Syae.g_02336	Prbc.g_01583
OG0000542	Syae.g_02339	Prbc.g_01585
OG0000543	Syae.g_02341	Prbc.g_01587
OG0000544	Syae.g_02342	Prbc.g_01588
OG0000545	Syae.g_02344	Prbc.g_01590
OG0000546	Syae.g_02346	Prbc.g_01593
OG0000547	Syae.g_02348	Prbc.g_01595
OG0000548	Syae.g_02349	Prbc.g_01596
OG0000549	Syae.g_02354	Prbc.g_01599
OG0000550	Syae.g_02358	Prbc.g_01603
OG0000551	Syae.g_02363	Prbc.g_01606
OG0000552	Syae.g_02364	Prbc.g_01607
OG0000553	Syae.g_02366	Prbc.g_01608
OG0000554	Syae.g_02375	Prbc.g_01613
OG0000555	Syae.g_02390	Prbc.g_01621
OG0000556	Syae.g_02394	Prbc.g_01623
OG0000557	Syae.g_02398	Prbc.g_01624
OG0000558	Syae.g_02400	Prbc.g_01627
