Orthogroup	Syae	Syaa
OG0000093	Syae.g_00537	Syaa.g_01139
OG0000094	Syae.g_00430	Syaa.g_01288
OG0000095	Syae.g_00793	Syaa.g_00879
OG0000097	Syae.g_00683	Syaa.g_00979
OG0000098	Syae.g_02384	Syaa.g_01970
OG0000099	Syae.g_01913	Syaa.g_00202
OG0000100	Syae.g_00489	Syaa.g_01201
OG0000101	Syae.g_02125	Syaa.g_02249
OG0000102	Syae.g_01824	Syaa.g_00118
OG0000103	Syae.g_01694	Syaa.g_02740
OG0000104	Syae.g_01708	Syaa.g_02754
OG0000105	Syae.g_01977	Syaa.g_00270
OG0000106	Syae.g_00272	Syaa.g_01439
OG0000107	Syae.g_02032	Syaa.g_02351
OG0000108	Syae.g_02309	Syaa.g_02051
OG0000109	Syae.g_02324	Syaa.g_02036
OG0000110	Syae.g_02435	Syaa.g_01918
OG0000111	Syae.g_00783	Syaa.g_00888
OG0000112	Syae.g_00351	Syaa.g_01366
OG0000113	Syae.g_00494	Syaa.g_01196
OG0000114	Syae.g_00575	Syaa.g_01094
OG0000115	Syae.g_02631	Syaa.g_01795
OG0000116	Syae.g_00939	Syaa.g_00757
OG0000117	Syae.g_00647	Syaa.g_01009
OG0000118	Syae.g_02479	Syaa.g_01874
OG0000119	Syae.g_00904	Syaa.g_00785
OG0000120	Syae.g_01912	Syaa.g_00201
OG0000121	Syae.g_02649	Syaa.g_01777
OG0000122	Syae.g_00112	Syaa.g_01598
OG0000123	Syae.g_02131	Syaa.g_02242
OG0000124	Syae.g_01809	Syaa.g_00092
OG0000125	Syae.g_01573	Syaa.g_02598
OG0000126	Syae.g_01706	Syaa.g_02752
OG0000127	Syae.g_00720	Syaa.g_00934
OG0000128	Syae.g_01724	Syaa.g_00012
OG0000129	Syae.g_01562	Syaa.g_02586
OG0000130	Syae.g_01284	Syaa.g_00354
OG0000131	Syae.g_01428	Syaa.g_02448
OG0000132	Syae.g_01447	Syaa.g_02472
OG0000133	Syae.g_00356	Syaa.g_01361
OG0000134	Syae.g_02222	Syaa.g_02146
OG0000135	Syae.g_01608	Syaa.g_02649
OG0000136	Syae.g_00989	Syaa.g_00708
OG0000137	Syae.g_02530	Syaa.g_01842
OG0000138	Syae.g_02325	Syaa.g_02035
OG0000139	Syae.g_02380	Syaa.g_01974
OG0000140	Syae.g_02383	Syaa.g_01971
OG0000141	Syae.g_00016	Syaa.g_01689
OG0000142	Syae.g_00074	Syaa.g_01633
OG0000143	Syae.g_00078	Syaa.g_01629
OG0000144	Syae.g_00261	Syaa.g_01446
OG0000145	Syae.g_02331	Syaa.g_02029
OG0000146	Syae.g_00350	Syaa.g_01367
OG0000147	Syae.g_00349	Syaa.g_01368
OG0000148	Syae.g_00500	Syaa.g_01190
OG0000149	Syae.g_00847	Syaa.g_00826
OG0000150	Syae.g_00017	Syaa.g_01688
OG0000151	Syae.g_00563	Syaa.g_01107
OG0000152	Syae.g_00360	Syaa.g_01357
OG0000153	Syae.g_00394	Syaa.g_01324
OG0000154	Syae.g_00420	Syaa.g_01298
OG0000155	Syae.g_00885	Syaa.g_00804
OG0000156	Syae.g_00945	Syaa.g_00751
OG0000157	Syae.g_00946	Syaa.g_00750
OG0000158	Syae.g_01858	Syaa.g_00148
OG0000160	Syae.g_02650	Syaa.g_01776
OG0000161	Syae.g_02644	Syaa.g_01782
OG0000162	Syae.g_02638	Syaa.g_01788
OG0000163	Syae.g_01092	Syaa.g_00624
OG0000164	Syae.g_01198	Syaa.g_00507
OG0000165	Syae.g_01021	Syaa.g_00681
OG0000166	Syae.g_02085	Syaa.g_02289
OG0000167	Syae.g_01874	Syaa.g_00160
OG0000168	Syae.g_01856	Syaa.g_00145
OG0000169	Syae.g_01841	Syaa.g_00134
OG0000170	Syae.g_01834	Syaa.g_00128
OG0000171	Syae.g_01810	Syaa.g_00093
OG0000172	Syae.g_01788	Syaa.g_00079
OG0000173	Syae.g_01770	Syaa.g_00060
OG0000174	Syae.g_01610	Syaa.g_02651
OG0000175	Syae.g_01679	Syaa.g_02726
OG0000176	Syae.g_01716	Syaa.g_00004
OG0000177	Syae.g_01717	Syaa.g_00005
OG0000178	Syae.g_01718	Syaa.g_00006
OG0000179	Syae.g_01733	Syaa.g_00023
OG0000180	Syae.g_01734	Syaa.g_00024
OG0000181	Syae.g_01735	Syaa.g_00025
OG0000182	Syae.g_01736	Syaa.g_00026
OG0000183	Syae.g_01740	Syaa.g_00030
OG0000184	Syae.g_01554	Syaa.g_02578
OG0000185	Syae.g_01551	Syaa.g_02575
OG0000186	Syae.g_01279	Syaa.g_00359
OG0000187	Syae.g_01280	Syaa.g_00358
OG0000188	Syae.g_01323	Syaa.g_00334
OG0000189	Syae.g_01350	Syaa.g_02367
OG0000190	Syae.g_01352	Syaa.g_02369
OG0000191	Syae.g_01384	Syaa.g_02404
OG0000192	Syae.g_01390	Syaa.g_02410
OG0000193	Syae.g_01429	Syaa.g_02449
OG0000194	Syae.g_01432	Syaa.g_02452
OG0000195	Syae.g_01434	Syaa.g_02459
OG0000196	Syae.g_01444	Syaa.g_02469
OG0000197	Syae.g_01445	Syaa.g_02470
OG0000198	Syae.g_01446	Syaa.g_02471
OG0000199	Syae.g_01454	Syaa.g_02479
OG0000200	Syae.g_01471	Syaa.g_02496
OG0000201	Syae.g_01487	Syaa.g_02521
OG0000202	Syae.g_01488	Syaa.g_02522
OG0000203	Syae.g_01489	Syaa.g_02523
OG0000204	Syae.g_01490	Syaa.g_02524
OG0000205	Syae.g_01497	Syaa.g_02531
OG0000206	Syae.g_01504	Syaa.g_02538
OG0000207	Syae.g_01506	Syaa.g_02540
OG0000208	Syae.g_01507	Syaa.g_02541
OG0000209	Syae.g_01528	Syaa.g_02556
OG0000210	Syae.g_01529	Syaa.g_02557
OG0000211	Syae.g_02234	Syaa.g_02113
OG0000212	Syae.g_02244	Syaa.g_02102
OG0000213	Syae.g_02003	Syaa.g_00295
OG0000214	Syae.g_01986	Syaa.g_00279
OG0000215	Syae.g_01955	Syaa.g_00248
OG0000216	Syae.g_01951	Syaa.g_00244
OG0000217	Syae.g_01947	Syaa.g_00240
OG0000218	Syae.g_01945	Syaa.g_00238
OG0000219	Syae.g_01944	Syaa.g_00237
OG0000220	Syae.g_01943	Syaa.g_00236
OG0000221	Syae.g_01937	Syaa.g_00229
OG0000222	Syae.g_01926	Syaa.g_00215
OG0000223	Syae.g_01904	Syaa.g_00192
OG0000224	Syae.g_01897	Syaa.g_00183
OG0000225	Syae.g_02208	Syaa.g_02166
OG0000226	Syae.g_02212	Syaa.g_02162
OG0000227	Syae.g_02214	Syaa.g_02160
OG0000228	Syae.g_02218	Syaa.g_02150
OG0000229	Syae.g_00994	Syaa.g_00703
OG0000230	Syae.g_00992	Syaa.g_00705
OG0000231	Syae.g_00980	Syaa.g_00717
OG0000232	Syae.g_02496	Syaa.g_01858
OG0000233	Syae.g_02504	Syaa.g_01853
OG0000234	Syae.g_02532	Syaa.g_01841
OG0000235	Syae.g_02308	Syaa.g_02052
OG0000236	Syae.g_02323	Syaa.g_02037
OG0000237	Syae.g_02340	Syaa.g_02020
OG0000238	Syae.g_02345	Syaa.g_02015
OG0000239	Syae.g_02360	Syaa.g_01996
OG0000240	Syae.g_02361	Syaa.g_01995
OG0000241	Syae.g_00065	Syaa.g_01644
OG0000242	Syae.g_02372	Syaa.g_01982
OG0000243	Syae.g_02391	Syaa.g_01960
OG0000244	Syae.g_02399	Syaa.g_01954
OG0000245	Syae.g_02401	Syaa.g_01952
OG0000246	Syae.g_02405	Syaa.g_01948
OG0000247	Syae.g_02416	Syaa.g_01937
OG0000248	Syae.g_02419	Syaa.g_01934
OG0000249	Syae.g_02421	Syaa.g_01932
OG0000250	Syae.g_02431	Syaa.g_01922
OG0000251	Syae.g_02455	Syaa.g_01897
OG0000252	Syae.g_02458	Syaa.g_01894
OG0000253	Syae.g_02459	Syaa.g_01893
OG0000254	Syae.g_00021	Syaa.g_01684
OG0000255	Syae.g_00041	Syaa.g_01668
OG0000256	Syae.g_00058	Syaa.g_01651
OG0000257	Syae.g_00064	Syaa.g_01645
OG0000258	Syae.g_00083	Syaa.g_01624
OG0000259	Syae.g_00608	Syaa.g_01063
OG0000260	Syae.g_00603	Syaa.g_01066
OG0000261	Syae.g_00600	Syaa.g_01069
OG0000262	Syae.g_00595	Syaa.g_01074
OG0000263	Syae.g_00671	Syaa.g_00989
OG0000264	Syae.g_00761	Syaa.g_00910
OG0000265	Syae.g_00932, Syae.g_00226	Syaa.g_01498
OG0000266	Syae.g_00457	Syaa.g_01258
OG0000267	Syae.g_00304	Syaa.g_01409
OG0000268	Syae.g_00308	Syaa.g_01408
OG0000269	Syae.g_00526	Syaa.g_01149
OG0000270	Syae.g_00523	Syaa.g_01152
OG0000271	Syae.g_00515	Syaa.g_01160
OG0000272	Syae.g_00514	Syaa.g_01161
OG0000273	Syae.g_00825	Syaa.g_00844
OG0000274	Syae.g_00826	Syaa.g_00843
OG0000275	Syae.g_00832	Syaa.g_00840
OG0000276	Syae.g_00839	Syaa.g_00834
OG0000277	Syae.g_00840	Syaa.g_00833
OG0000278	Syae.g_00843	Syaa.g_00830
OG0000279	Syae.g_00851	Syaa.g_00822
OG0000280	Syae.g_00877	Syaa.g_00815
OG0000282	Syae.g_00573	Syaa.g_01096
OG0000283	Syae.g_00321	Syaa.g_01396
OG0000284	Syae.g_00327	Syaa.g_01390
OG0000285	Syae.g_00340	Syaa.g_01377
OG0000286	Syae.g_00359	Syaa.g_01358
OG0000287	Syae.g_00387	Syaa.g_01330
OG0000288	Syae.g_00419	Syaa.g_01299
OG0000289	Syae.g_00433	Syaa.g_01285
OG0000290	Syae.g_00796	Syaa.g_00875
OG0000291	Syae.g_00794	Syaa.g_00877
OG0000292	Syae.g_01705	Syaa.g_02751
OG0000293	Syae.g_00938	Syaa.g_00758
OG0000294	Syae.g_00937	Syaa.g_00759
OG0000295	Syae.g_00893	Syaa.g_00796
OG0000296	Syae.g_00891	Syaa.g_00798
OG0000297	Syae.g_00645	Syaa.g_01021
OG0000298	Syae.g_00646	Syaa.g_01010
OG0000299	Syae.g_00680	Syaa.g_00982
OG0000300	Syae.g_00686	Syaa.g_00976
OG0000301	Syae.g_00687	Syaa.g_00975
OG0000302	Syae.g_00691	Syaa.g_00972
OG0000303	Syae.g_00700	Syaa.g_00963
OG0000304	Syae.g_00706	Syaa.g_00957
OG0000305	Syae.g_00791	Syaa.g_00881
OG0000306	Syae.g_00277	Syaa.g_00807
OG0000307	Syae.g_02290	Syaa.g_02068
OG0000308	Syae.g_02288	Syaa.g_02070
OG0000309	Syae.g_02283	Syaa.g_02075
OG0000310	Syae.g_02687	Syaa.g_01752
OG0000311	Syae.g_02682	Syaa.g_01757
OG0000312	Syae.g_02664	Syaa.g_01762
OG0000313	Syae.g_02647	Syaa.g_01779
OG0000314	Syae.g_02618	Syaa.g_01806
OG0000315	Syae.g_02609	Syaa.g_01816
OG0000316	Syae.g_01118	Syaa.g_00598
OG0000317	Syae.g_01160	Syaa.g_00556
OG0000318	Syae.g_01164	Syaa.g_00550
OG0000319	Syae.g_01181	Syaa.g_00532
OG0000320	Syae.g_01183	Syaa.g_00530
OG0000321	Syae.g_01184	Syaa.g_00529
OG0000322	Syae.g_01185	Syaa.g_00528
OG0000323	Syae.g_01200	Syaa.g_00496
OG0000324	Syae.g_01049	Syaa.g_00653
OG0000325	Syae.g_02033	Syaa.g_02350
OG0000326	Syae.g_02040	Syaa.g_02343
OG0000327	Syae.g_02080	Syaa.g_02294
OG0000328	Syae.g_02081	Syaa.g_02293
OG0000329	Syae.g_02099	Syaa.g_02275
OG0000330	Syae.g_02100	Syaa.g_02274
OG0000331	Syae.g_02101	Syaa.g_02273
OG0000332	Syae.g_02116	Syaa.g_02258
OG0000333	Syae.g_02119	Syaa.g_02255
OG0000334	Syae.g_02128	Syaa.g_02246
OG0000335	Syae.g_02132	Syaa.g_02241
OG0000336	Syae.g_02136	Syaa.g_02237
OG0000337	Syae.g_01879	Syaa.g_00167
OG0000338	Syae.g_01876	Syaa.g_00162
OG0000339	Syae.g_01869	Syaa.g_00156
OG0000340	Syae.g_01855	Syaa.g_00144
OG0000341	Syae.g_01853	Syaa.g_00142
OG0000342	Syae.g_01852	Syaa.g_00141
OG0000343	Syae.g_01848	Syaa.g_00140
OG0000344	Syae.g_01843	Syaa.g_00136
OG0000345	Syae.g_01833	Syaa.g_00127
OG0000346	Syae.g_01828	Syaa.g_00122
OG0000347	Syae.g_01805	Syaa.g_00088
OG0000348	Syae.g_01781	Syaa.g_00071
OG0000349	Syae.g_01763	Syaa.g_00053
OG0000350	Syae.g_02047	Syaa.g_02336
OG0000351	Syae.g_01684	Syaa.g_02730
OG0000352	Syae.g_01685	Syaa.g_02731
OG0000353	Syae.g_01711	Syaa.g_02757
OG0000354	Syae.g_02351	Syaa.g_02008, Syaa.g_02009
OG0000354	Syae.g_01731	Syaa.g_00019, Syaa.g_00020
OG0000355	Syae.g_01713	Syaa.g_00001
OG0000356	Syae.g_01714	Syaa.g_00002
OG0000357	Syae.g_01715	Syaa.g_00003
OG0000358	Syae.g_01719	Syaa.g_00007
OG0000359	Syae.g_01721	Syaa.g_00009
OG0000360	Syae.g_01722	Syaa.g_00010
OG0000361	Syae.g_01723	Syaa.g_00011
OG0000362	Syae.g_01725	Syaa.g_00013
OG0000363	Syae.g_01727	Syaa.g_00015
OG0000364	Syae.g_01728	Syaa.g_00016
OG0000365	Syae.g_01737	Syaa.g_00027
OG0000366	Syae.g_01738	Syaa.g_00028
OG0000367	Syae.g_01739	Syaa.g_00029
OG0000368	Syae.g_01741	Syaa.g_00031
OG0000369	Syae.g_01742	Syaa.g_00032
OG0000370	Syae.g_01743	Syaa.g_00033
OG0000371	Syae.g_01751	Syaa.g_00041
OG0000372	Syae.g_01756	Syaa.g_00046
OG0000373	Syae.g_01757	Syaa.g_00047
OG0000374	Syae.g_01758	Syaa.g_00048
OG0000375	Syae.g_01759	Syaa.g_00049
OG0000376	Syae.g_01761	Syaa.g_00051
OG0000377	Syae.g_01561	Syaa.g_02585
OG0000378	Syae.g_01553	Syaa.g_02577
OG0000379	Syae.g_01550	Syaa.g_02574
OG0000380	Syae.g_01281	Syaa.g_00357
OG0000381	Syae.g_01285	Syaa.g_00353
OG0000382	Syae.g_01322	Syaa.g_00335
OG0000383	Syae.g_01324	Syaa.g_00333
OG0000384	Syae.g_01325	Syaa.g_00332
OG0000385	Syae.g_01326	Syaa.g_00331
OG0000386	Syae.g_01327	Syaa.g_00330
OG0000387	Syae.g_01354	Syaa.g_02371
OG0000388	Syae.g_01358	Syaa.g_02375
OG0000389	Syae.g_01362	Syaa.g_02379
OG0000390	Syae.g_01378	Syaa.g_02398
OG0000391	Syae.g_01383	Syaa.g_02403
OG0000392	Syae.g_01389	Syaa.g_02409
OG0000393	Syae.g_01392	Syaa.g_02412
OG0000394	Syae.g_01393	Syaa.g_02413
OG0000395	Syae.g_01394	Syaa.g_02414
OG0000396	Syae.g_01397	Syaa.g_02417
OG0000397	Syae.g_01400	Syaa.g_02419
OG0000398	Syae.g_01405	Syaa.g_02424
OG0000399	Syae.g_01406	Syaa.g_02425
OG0000400	Syae.g_01407	Syaa.g_02426
OG0000401	Syae.g_01408	Syaa.g_02427
OG0000402	Syae.g_01410	Syaa.g_02429
OG0000403	Syae.g_01411	Syaa.g_02430
OG0000404	Syae.g_01412	Syaa.g_02431
OG0000405	Syae.g_01426	Syaa.g_02446
OG0000406	Syae.g_01430	Syaa.g_02450
OG0000407	Syae.g_01431	Syaa.g_02451
OG0000408	Syae.g_01433	Syaa.g_02458
OG0000409	Syae.g_01435	Syaa.g_02460
OG0000410	Syae.g_01436	Syaa.g_02461
OG0000411	Syae.g_01437	Syaa.g_02462
OG0000412	Syae.g_01438	Syaa.g_02463
OG0000413	Syae.g_01440	Syaa.g_02465
OG0000415	Syae.g_01441	Syaa.g_02466
OG0000416	Syae.g_01442	Syaa.g_02467
OG0000417	Syae.g_01443	Syaa.g_02468
OG0000418	Syae.g_01448	Syaa.g_02473
OG0000419	Syae.g_01450	Syaa.g_02475
OG0000420	Syae.g_01452	Syaa.g_02477
OG0000421	Syae.g_01457	Syaa.g_02482
OG0000422	Syae.g_01458	Syaa.g_02483
OG0000423	Syae.g_01459	Syaa.g_02484
OG0000424	Syae.g_01460	Syaa.g_02485
OG0000425	Syae.g_01461	Syaa.g_02486
OG0000426	Syae.g_01462	Syaa.g_02487
OG0000427	Syae.g_01463	Syaa.g_02488
OG0000428	Syae.g_01466	Syaa.g_02491
OG0000429	Syae.g_01468	Syaa.g_02493
OG0000430	Syae.g_01470	Syaa.g_02495
OG0000431	Syae.g_01473	Syaa.g_02498
OG0000432	Syae.g_01481	Syaa.g_02504
OG0000433	Syae.g_01484	Syaa.g_02513
OG0000434	Syae.g_01485	Syaa.g_02514
OG0000435	Syae.g_01486	Syaa.g_02516
OG0000436	Syae.g_01491	Syaa.g_02525
OG0000437	Syae.g_01492	Syaa.g_02526
OG0000438	Syae.g_01493	Syaa.g_02527
OG0000439	Syae.g_01495	Syaa.g_02529
OG0000440	Syae.g_01496	Syaa.g_02530
OG0000441	Syae.g_01501	Syaa.g_02534
OG0000442	Syae.g_01502	Syaa.g_02535
OG0000443	Syae.g_01503	Syaa.g_02536
OG0000444	Syae.g_01509	Syaa.g_02542
OG0000445	Syae.g_01510	Syaa.g_02543
OG0000446	Syae.g_01512	Syaa.g_02545
OG0000447	Syae.g_01517	Syaa.g_02548
OG0000448	Syae.g_01518	Syaa.g_02549
OG0000449	Syae.g_01519	Syaa.g_02550
OG0000450	Syae.g_01525	Syaa.g_02553
OG0000451	Syae.g_01526	Syaa.g_02554
OG0000452	Syae.g_01530	Syaa.g_02558
OG0000453	Syae.g_01531	Syaa.g_02559
OG0000454	Syae.g_01532	Syaa.g_02560
OG0000455	Syae.g_01533	Syaa.g_02561
OG0000456	Syae.g_01534	Syaa.g_02562
OG0000457	Syae.g_01536	Syaa.g_02564
OG0000458	Syae.g_01538	Syaa.g_02565
OG0000459	Syae.g_01539	Syaa.g_02566
OG0000460	Syae.g_02236	Syaa.g_02111
OG0000461	Syae.g_02024	Syaa.g_00318
OG0000462	Syae.g_02021	Syaa.g_00315
OG0000463	Syae.g_02020	Syaa.g_00314
OG0000464	Syae.g_02019	Syaa.g_00313
OG0000465	Syae.g_02018	Syaa.g_00311
OG0000466	Syae.g_02014	Syaa.g_00306
OG0000467	Syae.g_02012	Syaa.g_00304
OG0000468	Syae.g_02007	Syaa.g_00299
OG0000469	Syae.g_01992	Syaa.g_00285
OG0000470	Syae.g_01990	Syaa.g_00283
OG0000471	Syae.g_01989	Syaa.g_00282
OG0000472	Syae.g_01987	Syaa.g_00280
OG0000473	Syae.g_01985	Syaa.g_00278
OG0000474	Syae.g_01984	Syaa.g_00277
OG0000475	Syae.g_01983	Syaa.g_00276
OG0000476	Syae.g_01981	Syaa.g_00274
OG0000477	Syae.g_01975	Syaa.g_00268
OG0000478	Syae.g_01974	Syaa.g_00267
OG0000479	Syae.g_01973	Syaa.g_00266
OG0000480	Syae.g_01966	Syaa.g_00259
OG0000481	Syae.g_01964	Syaa.g_00257
OG0000482	Syae.g_01963	Syaa.g_00256
OG0000483	Syae.g_01959	Syaa.g_00252
OG0000484	Syae.g_01958	Syaa.g_00251
OG0000485	Syae.g_01957	Syaa.g_00250
OG0000486	Syae.g_01956	Syaa.g_00249
OG0000487	Syae.g_01950	Syaa.g_00243
OG0000488	Syae.g_01946	Syaa.g_00239
OG0000489	Syae.g_01936	Syaa.g_00228
OG0000490	Syae.g_01928	Syaa.g_00220
OG0000491	Syae.g_01927	Syaa.g_00218
OG0000492	Syae.g_01925	Syaa.g_00214
OG0000493	Syae.g_01924	Syaa.g_00213
OG0000494	Syae.g_01923	Syaa.g_00212
OG0000495	Syae.g_01922	Syaa.g_00211
OG0000496	Syae.g_01921	Syaa.g_00210
OG0000497	Syae.g_01920	Syaa.g_00209
OG0000498	Syae.g_01919	Syaa.g_00208
OG0000499	Syae.g_01918	Syaa.g_00207
OG0000500	Syae.g_01917	Syaa.g_00206
OG0000501	Syae.g_01914	Syaa.g_00203
OG0000502	Syae.g_01902	Syaa.g_00190
OG0000503	Syae.g_02192	Syaa.g_02182
OG0000504	Syae.g_02194	Syaa.g_02180
OG0000505	Syae.g_02195	Syaa.g_02179
OG0000506	Syae.g_02197	Syaa.g_02177
OG0000507	Syae.g_02203	Syaa.g_02171
OG0000508	Syae.g_02207	Syaa.g_02167
OG0000509	Syae.g_02209	Syaa.g_02165
OG0000510	Syae.g_02210	Syaa.g_02164
OG0000511	Syae.g_02211	Syaa.g_02163
OG0000512	Syae.g_02213	Syaa.g_02161
OG0000513	Syae.g_02223	Syaa.g_02145
OG0000514	Syae.g_02229	Syaa.g_02118
OG0000515	Syae.g_02230	Syaa.g_02117
OG0000516	Syae.g_01000	Syaa.g_00698
OG0000517	Syae.g_00995	Syaa.g_00702
OG0000518	Syae.g_00983	Syaa.g_00714
OG0000519	Syae.g_00982	Syaa.g_00715
OG0000520	Syae.g_00981	Syaa.g_00716
OG0000521	Syae.g_02491	Syaa.g_01864
OG0000522	Syae.g_02493	Syaa.g_01862
OG0000523	Syae.g_02494	Syaa.g_01859
OG0000524	Syae.g_02501	Syaa.g_01856
OG0000525	Syae.g_02520	Syaa.g_01851
OG0000526	Syae.g_02523	Syaa.g_01848
OG0000527	Syae.g_02528	Syaa.g_01844
OG0000528	Syae.g_02304	Syaa.g_02054
OG0000529	Syae.g_02310	Syaa.g_02050
OG0000530	Syae.g_02313	Syaa.g_02047
OG0000531	Syae.g_02314	Syaa.g_02046
OG0000532	Syae.g_02317	Syaa.g_02043
OG0000533	Syae.g_02318	Syaa.g_02042
OG0000534	Syae.g_02319	Syaa.g_02041
OG0000535	Syae.g_02320	Syaa.g_02040
OG0000536	Syae.g_02321	Syaa.g_02039
OG0000537	Syae.g_02322	Syaa.g_02038
OG0000538	Syae.g_02333	Syaa.g_02027
