Orthogroup	Syae	Praz
OG0000110	Syae.g_02435	Praz.g_01754
OG0000111	Syae.g_00783	Praz.g_01631
OG0000112	Syae.g_00351	Praz.g_01547
OG0000113	Syae.g_00494	Praz.g_01490
OG0000114	Syae.g_00575	Praz.g_01408
OG0000115	Syae.g_02631	Praz.g_00054
OG0000116	Syae.g_00939	Praz.g_00002
OG0000117	Syae.g_00647	Praz.g_01237
OG0000118	Syae.g_02479	Praz.g_01168
OG0000119	Syae.g_00904	Praz.g_01143
OG0000120	Syae.g_01912	Praz.g_01118
OG0000121	Syae.g_02649	Praz.g_01039
OG0000122	Syae.g_00112	Praz.g_01001
OG0000123	Syae.g_02131	Praz.g_00256
OG0000124	Syae.g_01809	Praz.g_00189
OG0000125	Syae.g_01573	Praz.g_00152
OG0000126	Syae.g_01706	Praz.g_00360
OG0000127	Syae.g_00720	Praz.g_01255
OG0000128	Syae.g_01724	Praz.g_00376
OG0000129	Syae.g_01562	Praz.g_00410
OG0000130	Syae.g_01284	Praz.g_00429
OG0000131	Syae.g_01428	Praz.g_00505
OG0000132	Syae.g_01447	Praz.g_00524
OG0000133	Syae.g_00356	Praz.g_00679
OG0000134	Syae.g_02222	Praz.g_00817
OG0000135	Syae.g_01608	Praz.g_00791
OG0000136	Syae.g_00989	Praz.g_01887
OG0000137	Syae.g_02530	Praz.g_01853
OG0000138	Syae.g_02325	Praz.g_01833
OG0000139	Syae.g_02380	Praz.g_01791
OG0000140	Syae.g_02383	Praz.g_01790
OG0000141	Syae.g_00016	Praz.g_01723
OG0000142	Syae.g_00074	Praz.g_01695
OG0000143	Syae.g_00078	Praz.g_01691
OG0000144	Syae.g_00261	Praz.g_01678
OG0000145	Syae.g_02331	Praz.g_01554
OG0000146	Syae.g_00350	Praz.g_01546
OG0000147	Syae.g_00349	Praz.g_01545
OG0000148	Syae.g_00500	Praz.g_01496
OG0000149	Syae.g_00847	Praz.g_01465
OG0000150	Syae.g_00017	Praz.g_01457
OG0000151	Syae.g_00563	Praz.g_01398
OG0000152	Syae.g_00360	Praz.g_01350
OG0000153	Syae.g_00394	Praz.g_01331
OG0000154	Syae.g_00420	Praz.g_01303
OG0000155	Syae.g_00885	Praz.g_00734
OG0000156	Syae.g_00945	Praz.g_01191
OG0000157	Syae.g_00946	Praz.g_01190
OG0000158	Syae.g_01858	Praz.g_01097
OG0000160	Syae.g_02650	Praz.g_01040
OG0000161	Syae.g_02644	Praz.g_01034
OG0000162	Syae.g_02638	Praz.g_01028
OG0000163	Syae.g_01092	Praz.g_00994
OG0000164	Syae.g_01198	Praz.g_00853
OG0000165	Syae.g_01021	Praz.g_00846
OG0000166	Syae.g_02085	Praz.g_00299
OG0000167	Syae.g_01874	Praz.g_00232
OG0000168	Syae.g_01856	Praz.g_00222
OG0000169	Syae.g_01841	Praz.g_00212
OG0000170	Syae.g_01834	Praz.g_00210
OG0000171	Syae.g_01810	Praz.g_00190
OG0000172	Syae.g_01788	Praz.g_00181
OG0000173	Syae.g_01770	Praz.g_00166
OG0000174	Syae.g_01610	Praz.g_00138
OG0000175	Syae.g_01679	Praz.g_00128
OG0000176	Syae.g_01716	Praz.g_00369
OG0000177	Syae.g_01717	Praz.g_00370
OG0000178	Syae.g_01718	Praz.g_00371
OG0000179	Syae.g_01733	Praz.g_00381
OG0000180	Syae.g_01734	Praz.g_00382
OG0000181	Syae.g_01735	Praz.g_00383
OG0000182	Syae.g_01736	Praz.g_00384
OG0000183	Syae.g_01740	Praz.g_00388
OG0000184	Syae.g_01554	Praz.g_00412
OG0000185	Syae.g_01551	Praz.g_00415
OG0000186	Syae.g_01279	Praz.g_00424
OG0000187	Syae.g_01280	Praz.g_00425
OG0000188	Syae.g_01323	Praz.g_00442
OG0000189	Syae.g_01350	Praz.g_00456
OG0000190	Syae.g_01352	Praz.g_00457
OG0000191	Syae.g_01384	Praz.g_00477
OG0000192	Syae.g_01390	Praz.g_00481
OG0000193	Syae.g_01429	Praz.g_00506
OG0000194	Syae.g_01432	Praz.g_00509
OG0000195	Syae.g_01434	Praz.g_00511
OG0000196	Syae.g_01444	Praz.g_00521
OG0000197	Syae.g_01445	Praz.g_00522
OG0000198	Syae.g_01446	Praz.g_00523
OG0000199	Syae.g_01454	Praz.g_00530
OG0000200	Syae.g_01471	Praz.g_00544
OG0000201	Syae.g_01487	Praz.g_00552
OG0000202	Syae.g_01488	Praz.g_00553
OG0000203	Syae.g_01489	Praz.g_00554
OG0000204	Syae.g_01490	Praz.g_00555
OG0000205	Syae.g_01497	Praz.g_00562
OG0000206	Syae.g_01504	Praz.g_00567
OG0000207	Syae.g_01506	Praz.g_00569
OG0000208	Syae.g_01507	Praz.g_00570
OG0000209	Syae.g_01528	Praz.g_00579
OG0000210	Syae.g_01529	Praz.g_00580
OG0000211	Syae.g_02234	Praz.g_00593
OG0000212	Syae.g_02244	Praz.g_00600
OG0000213	Syae.g_02003	Praz.g_00617
OG0000214	Syae.g_01986	Praz.g_00626
OG0000215	Syae.g_01955	Praz.g_00650
OG0000216	Syae.g_01951	Praz.g_00651
OG0000217	Syae.g_01947	Praz.g_00654
OG0000218	Syae.g_01945	Praz.g_00656
OG0000219	Syae.g_01944	Praz.g_00657
OG0000220	Syae.g_01943	Praz.g_00658
OG0000221	Syae.g_01937	Praz.g_00659
OG0000222	Syae.g_01926	Praz.g_00667
OG0000223	Syae.g_01904	Praz.g_00680
OG0000224	Syae.g_01897	Praz.g_00682
OG0000225	Syae.g_02208	Praz.g_00348
OG0000226	Syae.g_02212	Praz.g_00352
OG0000227	Syae.g_02214	Praz.g_00354
OG0000228	Syae.g_02218	Praz.g_00819
OG0000229	Syae.g_00994	Praz.g_01892
OG0000230	Syae.g_00992	Praz.g_01890
OG0000231	Syae.g_00980	Praz.g_01879
OG0000232	Syae.g_02496	Praz.g_01870
OG0000233	Syae.g_02504	Praz.g_01865
OG0000234	Syae.g_02532	Praz.g_01852
OG0000235	Syae.g_02308	Praz.g_01849
OG0000236	Syae.g_02323	Praz.g_01835
OG0000237	Syae.g_02340	Praz.g_01822
OG0000238	Syae.g_02345	Praz.g_01816
OG0000239	Syae.g_02360	Praz.g_01803
OG0000240	Syae.g_02361	Praz.g_01802
OG0000241	Syae.g_00065	Praz.g_01798
OG0000242	Syae.g_02372	Praz.g_01796
OG0000243	Syae.g_02391	Praz.g_01785
OG0000244	Syae.g_02399	Praz.g_01782
OG0000245	Syae.g_02401	Praz.g_01780
OG0000246	Syae.g_02405	Praz.g_01776
OG0000247	Syae.g_02416	Praz.g_01766
OG0000248	Syae.g_02419	Praz.g_01764
OG0000249	Syae.g_02421	Praz.g_01762
OG0000250	Syae.g_02431	Praz.g_01757
OG0000251	Syae.g_02455	Praz.g_01739
OG0000252	Syae.g_02458	Praz.g_01736
OG0000253	Syae.g_02459	Praz.g_01735
OG0000254	Syae.g_00021	Praz.g_01719
OG0000255	Syae.g_00041	Praz.g_01713
OG0000256	Syae.g_00058	Praz.g_01703
OG0000257	Syae.g_00064	Praz.g_01700
OG0000258	Syae.g_00083	Praz.g_01687
OG0000259	Syae.g_00608	Praz.g_01670
OG0000260	Syae.g_00603	Praz.g_01667
OG0000261	Syae.g_00600	Praz.g_01665
OG0000262	Syae.g_00595	Praz.g_01661
OG0000263	Syae.g_00671	Praz.g_01649
OG0000264	Syae.g_00761	Praz.g_01639
OG0000265	Syae.g_00932, Syae.g_00226	Praz.g_01607
OG0000266	Syae.g_00457	Praz.g_01597
OG0000267	Syae.g_00304	Praz.g_01586
OG0000268	Syae.g_00308	Praz.g_01585
OG0000269	Syae.g_00526	Praz.g_01517
OG0000270	Syae.g_00523	Praz.g_01514
OG0000271	Syae.g_00515	Praz.g_01506
OG0000272	Syae.g_00514	Praz.g_01505
OG0000273	Syae.g_00825	Praz.g_01482
OG0000274	Syae.g_00826	Praz.g_01481
OG0000275	Syae.g_00832	Praz.g_01478
OG0000276	Syae.g_00839	Praz.g_01473
OG0000277	Syae.g_00840	Praz.g_01472
OG0000278	Syae.g_00843	Praz.g_01469
OG0000279	Syae.g_00851	Praz.g_01462
OG0000280	Syae.g_00877	Praz.g_01461
OG0000281	Syae.g_02057	Praz.g_01456
OG0000282	Syae.g_00573	Praz.g_01406
OG0000283	Syae.g_00321	Praz.g_01373
OG0000284	Syae.g_00327	Praz.g_01368
OG0000285	Syae.g_00340	Praz.g_01363
OG0000286	Syae.g_00359	Praz.g_01351
OG0000287	Syae.g_00387	Praz.g_01334
OG0000288	Syae.g_00419	Praz.g_01304
OG0000289	Syae.g_00433	Praz.g_01292
OG0000290	Syae.g_00796	Praz.g_01279, Praz.g_00063
OG0000291	Syae.g_00794	Praz.g_00065
OG0000292	Syae.g_01705	Praz.g_00114
OG0000293	Syae.g_00938	Praz.g_00001
OG0000294	Syae.g_00937	Praz.g_00763
OG0000295	Syae.g_00893	Praz.g_00742
OG0000296	Syae.g_00891	Praz.g_00740
OG0000297	Syae.g_00645	Praz.g_00732
OG0000298	Syae.g_00646	Praz.g_00731
OG0000299	Syae.g_00680	Praz.g_00714
OG0000300	Syae.g_00686	Praz.g_00711
OG0000301	Syae.g_00687	Praz.g_00710
OG0000302	Syae.g_00691	Praz.g_00708
OG0000303	Syae.g_00700	Praz.g_00701
OG0000304	Syae.g_00706	Praz.g_00697
OG0000305	Syae.g_00791	Praz.g_01147
OG0000306	Syae.g_00277	Praz.g_01144
OG0000307	Syae.g_02290	Praz.g_01130
OG0000308	Syae.g_02288	Praz.g_01129
OG0000309	Syae.g_02283	Praz.g_01125
OG0000310	Syae.g_02687	Praz.g_01056
OG0000311	Syae.g_02682	Praz.g_01054
OG0000312	Syae.g_02664	Praz.g_01051
OG0000313	Syae.g_02647	Praz.g_01037
OG0000314	Syae.g_02618	Praz.g_01014
OG0000315	Syae.g_02609	Praz.g_01004
OG0000316	Syae.g_01118	Praz.g_00984
OG0000317	Syae.g_01160	Praz.g_00879
OG0000318	Syae.g_01164	Praz.g_00876
OG0000319	Syae.g_01181	Praz.g_00863
OG0000320	Syae.g_01183	Praz.g_00861
OG0000321	Syae.g_01184	Praz.g_00860
OG0000322	Syae.g_01185	Praz.g_00859
OG0000323	Syae.g_01200	Praz.g_00850
OG0000324	Syae.g_01049	Praz.g_00824
OG0000325	Syae.g_02033	Praz.g_00334
OG0000326	Syae.g_02040	Praz.g_00328
OG0000327	Syae.g_02080	Praz.g_00304
OG0000328	Syae.g_02081	Praz.g_00303
OG0000329	Syae.g_02099	Praz.g_00286
OG0000330	Syae.g_02100	Praz.g_00285
OG0000331	Syae.g_02101	Praz.g_00284
OG0000332	Syae.g_02116	Praz.g_00270
OG0000333	Syae.g_02119	Praz.g_00268
OG0000334	Syae.g_02128	Praz.g_00260
OG0000335	Syae.g_02132	Praz.g_00255
OG0000336	Syae.g_02136	Praz.g_00251
OG0000337	Syae.g_01879	Praz.g_00234
OG0000338	Syae.g_01876	Praz.g_00233
OG0000339	Syae.g_01869	Praz.g_00229
OG0000340	Syae.g_01855	Praz.g_00221
OG0000341	Syae.g_01853	Praz.g_00219
OG0000342	Syae.g_01852	Praz.g_00218
OG0000343	Syae.g_01848	Praz.g_00217
OG0000344	Syae.g_01843	Praz.g_00214
OG0000345	Syae.g_01833	Praz.g_00209
OG0000346	Syae.g_01828	Praz.g_00204
OG0000347	Syae.g_01805	Praz.g_00188
OG0000348	Syae.g_01781	Praz.g_00178
OG0000349	Syae.g_01763	Praz.g_00161
OG0000350	Syae.g_02047	Praz.g_00142
OG0000351	Syae.g_01684	Praz.g_00125
OG0000352	Syae.g_01685	Praz.g_00124
OG0000353	Syae.g_01711	Praz.g_00364
OG0000355	Syae.g_01713	Praz.g_00366
OG0000356	Syae.g_01714	Praz.g_00367
OG0000357	Syae.g_01715	Praz.g_00368
OG0000358	Syae.g_01719	Praz.g_00372
OG0000359	Syae.g_01721	Praz.g_00373
OG0000360	Syae.g_01722	Praz.g_00374
OG0000361	Syae.g_01723	Praz.g_00375
OG0000362	Syae.g_01725	Praz.g_00377
OG0000363	Syae.g_01727	Praz.g_00379
OG0000364	Syae.g_01728	Praz.g_00380
OG0000365	Syae.g_01737	Praz.g_00385
OG0000366	Syae.g_01738	Praz.g_00386
OG0000367	Syae.g_01739	Praz.g_00387
OG0000368	Syae.g_01741	Praz.g_00389
OG0000369	Syae.g_01742	Praz.g_00390
OG0000370	Syae.g_01743	Praz.g_00391
OG0000371	Syae.g_01751	Praz.g_00397
OG0000372	Syae.g_01756	Praz.g_00400
OG0000373	Syae.g_01757	Praz.g_00401
OG0000374	Syae.g_01758	Praz.g_00402
OG0000375	Syae.g_01759	Praz.g_00406
OG0000376	Syae.g_01761	Praz.g_00408
OG0000377	Syae.g_01561	Praz.g_00411
OG0000378	Syae.g_01553	Praz.g_00413
OG0000379	Syae.g_01550	Praz.g_00416
OG0000380	Syae.g_01281	Praz.g_00426
OG0000381	Syae.g_01285	Praz.g_00430
OG0000382	Syae.g_01322	Praz.g_00441
OG0000383	Syae.g_01324	Praz.g_00443
OG0000384	Syae.g_01325	Praz.g_00444
OG0000385	Syae.g_01326	Praz.g_00445
OG0000386	Syae.g_01327	Praz.g_00446
OG0000387	Syae.g_01354	Praz.g_00459
OG0000388	Syae.g_01358	Praz.g_00462
OG0000389	Syae.g_01362	Praz.g_00466
OG0000390	Syae.g_01378	Praz.g_00473
OG0000391	Syae.g_01383	Praz.g_00476
OG0000392	Syae.g_01389	Praz.g_00480
OG0000393	Syae.g_01392	Praz.g_00482
OG0000394	Syae.g_01393	Praz.g_00483
OG0000395	Syae.g_01394	Praz.g_00484
OG0000396	Syae.g_01397	Praz.g_00487
OG0000397	Syae.g_01400	Praz.g_00489
OG0000398	Syae.g_01405	Praz.g_00491
OG0000399	Syae.g_01406	Praz.g_00492
OG0000400	Syae.g_01407	Praz.g_00493
OG0000401	Syae.g_01408	Praz.g_00494
OG0000402	Syae.g_01410	Praz.g_00496
OG0000403	Syae.g_01411	Praz.g_00497
OG0000404	Syae.g_01412	Praz.g_00498
OG0000405	Syae.g_01426	Praz.g_00502
OG0000406	Syae.g_01430	Praz.g_00507
OG0000407	Syae.g_01431	Praz.g_00508
OG0000408	Syae.g_01433	Praz.g_00510
OG0000409	Syae.g_01435	Praz.g_00512
OG0000410	Syae.g_01436	Praz.g_00513
OG0000411	Syae.g_01437	Praz.g_00514
OG0000412	Syae.g_01438	Praz.g_00515
OG0000413	Syae.g_01440	Praz.g_00516
OG0000415	Syae.g_01441	Praz.g_00518
OG0000416	Syae.g_01442	Praz.g_00519
OG0000417	Syae.g_01443	Praz.g_00520
OG0000418	Syae.g_01448	Praz.g_00525
OG0000419	Syae.g_01450	Praz.g_00527
OG0000420	Syae.g_01452	Praz.g_00528
OG0000421	Syae.g_01457	Praz.g_00533
OG0000422	Syae.g_01458	Praz.g_00534
OG0000423	Syae.g_01459	Praz.g_00535
OG0000424	Syae.g_01460	Praz.g_00536
OG0000425	Syae.g_01461	Praz.g_00537
OG0000426	Syae.g_01462	Praz.g_00538
OG0000427	Syae.g_01463	Praz.g_00539
OG0000428	Syae.g_01466	Praz.g_00541
OG0000429	Syae.g_01468	Praz.g_00542
OG0000430	Syae.g_01470	Praz.g_00543
OG0000431	Syae.g_01473	Praz.g_00545
OG0000432	Syae.g_01481	Praz.g_00548
OG0000433	Syae.g_01484	Praz.g_00549
OG0000434	Syae.g_01485	Praz.g_00550
OG0000435	Syae.g_01486	Praz.g_00551
OG0000436	Syae.g_01491	Praz.g_00556
OG0000437	Syae.g_01492	Praz.g_00557
OG0000438	Syae.g_01493	Praz.g_00558
OG0000439	Syae.g_01495	Praz.g_00560
OG0000440	Syae.g_01496	Praz.g_00561
OG0000441	Syae.g_01501	Praz.g_00564
OG0000442	Syae.g_01502	Praz.g_00565
OG0000443	Syae.g_01503	Praz.g_00566
OG0000444	Syae.g_01509	Praz.g_00571
OG0000445	Syae.g_01510	Praz.g_00572
OG0000446	Syae.g_01512	Praz.g_00573
OG0000447	Syae.g_01517	Praz.g_00574
OG0000448	Syae.g_01518	Praz.g_00575
OG0000449	Syae.g_01519	Praz.g_00576
OG0000450	Syae.g_01525	Praz.g_00577
OG0000451	Syae.g_01526	Praz.g_00578
OG0000452	Syae.g_01530	Praz.g_00581
OG0000453	Syae.g_01531	Praz.g_00582
OG0000454	Syae.g_01532	Praz.g_00583
OG0000455	Syae.g_01533	Praz.g_00584
OG0000456	Syae.g_01534	Praz.g_00585
OG0000457	Syae.g_01536	Praz.g_00586
OG0000458	Syae.g_01538	Praz.g_00587
OG0000459	Syae.g_01539	Praz.g_00588
OG0000460	Syae.g_02236	Praz.g_00595
OG0000461	Syae.g_02024	Praz.g_00602
OG0000462	Syae.g_02021	Praz.g_00604
OG0000463	Syae.g_02020	Praz.g_00605
OG0000464	Syae.g_02019	Praz.g_00606
OG0000465	Syae.g_02018	Praz.g_00607
OG0000466	Syae.g_02014	Praz.g_00610
OG0000467	Syae.g_02012	Praz.g_00611
OG0000468	Syae.g_02007	Praz.g_00613
OG0000469	Syae.g_01992	Praz.g_00621
OG0000470	Syae.g_01990	Praz.g_00623
OG0000471	Syae.g_01989	Praz.g_00624
OG0000472	Syae.g_01987	Praz.g_00625
OG0000473	Syae.g_01985	Praz.g_00627
OG0000474	Syae.g_01984	Praz.g_00628
OG0000475	Syae.g_01983	Praz.g_00629
OG0000476	Syae.g_01981	Praz.g_00630
OG0000477	Syae.g_01975	Praz.g_00633
OG0000478	Syae.g_01974	Praz.g_00634
OG0000479	Syae.g_01973	Praz.g_00635
OG0000480	Syae.g_01966	Praz.g_00640
OG0000481	Syae.g_01964	Praz.g_00642
OG0000482	Syae.g_01963	Praz.g_00643
OG0000483	Syae.g_01959	Praz.g_00646
OG0000484	Syae.g_01958	Praz.g_00647
OG0000485	Syae.g_01957	Praz.g_00648
OG0000486	Syae.g_01956	Praz.g_00649
OG0000487	Syae.g_01950	Praz.g_00652
OG0000488	Syae.g_01946	Praz.g_00655
OG0000489	Syae.g_01936	Praz.g_00660
OG0000490	Syae.g_01928	Praz.g_00665
OG0000491	Syae.g_01927	Praz.g_00666
OG0000492	Syae.g_01925	Praz.g_00668
OG0000493	Syae.g_01924	Praz.g_00669
OG0000494	Syae.g_01923	Praz.g_00670
OG0000495	Syae.g_01922	Praz.g_00671
OG0000496	Syae.g_01921	Praz.g_00672
OG0000497	Syae.g_01920	Praz.g_00673
OG0000498	Syae.g_01919	Praz.g_00674
OG0000499	Syae.g_01918	Praz.g_00675
OG0000500	Syae.g_01917	Praz.g_00676
OG0000501	Syae.g_01914	Praz.g_00678
OG0000502	Syae.g_01902	Praz.g_00681
OG0000503	Syae.g_02192	Praz.g_01931
OG0000504	Syae.g_02194	Praz.g_01932
OG0000505	Syae.g_02195	Praz.g_01933
OG0000506	Syae.g_02197	Praz.g_01935
OG0000507	Syae.g_02203	Praz.g_00343
OG0000508	Syae.g_02207	Praz.g_00347
OG0000509	Syae.g_02209	Praz.g_00349
OG0000510	Syae.g_02210	Praz.g_00350
OG0000511	Syae.g_02211	Praz.g_00351
OG0000512	Syae.g_02213	Praz.g_00353
OG0000513	Syae.g_02223	Praz.g_00816
OG0000514	Syae.g_02229	Praz.g_01897
OG0000515	Syae.g_02230	Praz.g_01896
OG0000516	Syae.g_01000	Praz.g_01895
OG0000517	Syae.g_00995	Praz.g_01893
OG0000518	Syae.g_00983	Praz.g_01882
OG0000519	Syae.g_00982	Praz.g_01881
OG0000520	Syae.g_00981	Praz.g_01880
OG0000521	Syae.g_02491	Praz.g_01875
OG0000522	Syae.g_02493	Praz.g_01873
OG0000523	Syae.g_02494	Praz.g_01872
OG0000524	Syae.g_02501	Praz.g_01867
OG0000525	Syae.g_02520	Praz.g_01864
OG0000526	Syae.g_02523	Praz.g_01863
OG0000527	Syae.g_02528	Praz.g_01855
OG0000528	Syae.g_02304	Praz.g_01850
OG0000529	Syae.g_02310	Praz.g_01847
OG0000530	Syae.g_02313	Praz.g_01844
OG0000531	Syae.g_02314	Praz.g_01843
OG0000532	Syae.g_02317	Praz.g_01841
OG0000533	Syae.g_02318	Praz.g_01840
OG0000534	Syae.g_02319	Praz.g_01839
OG0000535	Syae.g_02320	Praz.g_01838
OG0000536	Syae.g_02321	Praz.g_01837
OG0000537	Syae.g_02322	Praz.g_01836
OG0000538	Syae.g_02333	Praz.g_01828
OG0000539	Syae.g_02334	Praz.g_01827
OG0000540	Syae.g_02335	Praz.g_01826
OG0000541	Syae.g_02336	Praz.g_01825
OG0000542	Syae.g_02339	Praz.g_01823
OG0000543	Syae.g_02341	Praz.g_01821
OG0000544	Syae.g_02342	Praz.g_01820
OG0000545	Syae.g_02344	Praz.g_01818
OG0000546	Syae.g_02346	Praz.g_01815
OG0000547	Syae.g_02348	Praz.g_01813
OG0000548	Syae.g_02349	Praz.g_01812
OG0000549	Syae.g_02354	Praz.g_01810
OG0000550	Syae.g_02358	Praz.g_01805
OG0000551	Syae.g_02363	Praz.g_01801
OG0000552	Syae.g_02364	Praz.g_01800
OG0000553	Syae.g_02366	Praz.g_01799
OG0000554	Syae.g_02375	Praz.g_01794
OG0000555	Syae.g_02390	Praz.g_01786
OG0000556	Syae.g_02394	Praz.g_01784
OG0000557	Syae.g_02398	Praz.g_01783
OG0000558	Syae.g_02400	Praz.g_01781
OG0000559	Syae.g_02404	Praz.g_01777
OG0000560	Syae.g_02407	Praz.g_01774
OG0000561	Syae.g_02408	Praz.g_01773
OG0000562	Syae.g_02409	Praz.g_01772
OG0000563	Syae.g_02410	Praz.g_01771
OG0000564	Syae.g_02411	Praz.g_01770
OG0000565	Syae.g_02414	Praz.g_01767
OG0000566	Syae.g_02418	Praz.g_01765
OG0000567	Syae.g_02422	Praz.g_01761
OG0000568	Syae.g_02427	Praz.g_01760
OG0000569	Syae.g_02428	Praz.g_01759
OG0000570	Syae.g_02429	Praz.g_01758
OG0000571	Syae.g_02433	Praz.g_01756
OG0000572	Syae.g_02448	Praz.g_01743
OG0000573	Syae.g_02456	Praz.g_01738
OG0000574	Syae.g_02457	Praz.g_01737
OG0000575	Syae.g_02461	Praz.g_01733
OG0000576	Syae.g_02463	Praz.g_01731
OG0000577	Syae.g_02464	Praz.g_01730
OG0000578	Syae.g_02465	Praz.g_01729
OG0000579	Syae.g_02466	Praz.g_01728
OG0000580	Syae.g_02467	Praz.g_01727
