Orthogroup	Syaq	Prap
OG0000158	Syaq.g_01003	Prap.g_01598
OG0000160	Syaq.g_00374	Prap.g_00122
OG0000161	Syaq.g_00382	Prap.g_00128
OG0000162	Syaq.g_00389	Prap.g_00134
OG0000163	Syaq.g_02373, Syaq.g_01730	Prap.g_00173
OG0000164	Syaq.g_01642	Prap.g_01754
OG0000165	Syaq.g_01630	Prap.g_01747
OG0000166	Syaq.g_00647	Prap.g_01680
OG0000167	Syaq.g_00983	Prap.g_01608
OG0000168	Syaq.g_01004	Prap.g_01597
OG0000169	Syaq.g_01016	Prap.g_01587
OG0000170	Syaq.g_01023	Prap.g_01584
OG0000171	Syaq.g_01052	Prap.g_01564
OG0000172	Syaq.g_01074	Prap.g_01557
OG0000173	Syaq.g_01092	Prap.g_01542
OG0000174	Syaq.g_01224	Prap.g_01513
OG0000175	Syaq.g_01183	Prap.g_01500
OG0000176	Syaq.g_01146	Prap.g_00050
OG0000177	Syaq.g_01145	Prap.g_00049
OG0000178	Syaq.g_01144	Prap.g_00048
OG0000179	Syaq.g_01129	Prap.g_00939
OG0000180	Syaq.g_01128	Prap.g_00938
OG0000181	Syaq.g_01127	Prap.g_00937
OG0000182	Syaq.g_01126	Prap.g_00936
OG0000183	Syaq.g_01122	Prap.g_00932
OG0000184	Syaq.g_01277	Prap.g_00906
OG0000185	Syaq.g_01290	Prap.g_00903
OG0000186	Syaq.g_01563	Prap.g_00887
OG0000187	Syaq.g_01561	Prap.g_00886
OG0000188	Syaq.g_01539	Prap.g_01096
OG0000189	Syaq.g_01499, Syaq.g_00122	Prap.g_01082
OG0000190	Syaq.g_01497	Prap.g_01080
OG0000191	Syaq.g_01467	Prap.g_01057
OG0000192	Syaq.g_01462	Prap.g_01052
OG0000193	Syaq.g_01423	Prap.g_01025
OG0000194	Syaq.g_01420	Prap.g_01022
OG0000195	Syaq.g_01418	Prap.g_01020
OG0000196	Syaq.g_01407	Prap.g_01009
OG0000197	Syaq.g_01406	Prap.g_01008
OG0000198	Syaq.g_01405	Prap.g_01007
OG0000199	Syaq.g_01398	Prap.g_01000
OG0000200	Syaq.g_01382	Prap.g_00986
OG0000201	Syaq.g_01365	Prap.g_00977
OG0000202	Syaq.g_01364	Prap.g_00976
OG0000203	Syaq.g_01363	Prap.g_00975
OG0000204	Syaq.g_01362	Prap.g_00974
OG0000205	Syaq.g_01355	Prap.g_00967
OG0000206	Syaq.g_01345	Prap.g_00962
OG0000207	Syaq.g_01338	Prap.g_00959
OG0000208	Syaq.g_01337	Prap.g_00958
OG0000209	Syaq.g_01310	Prap.g_00949
OG0000210	Syaq.g_01309	Prap.g_00948
OG0000211	Syaq.g_01570	Prap.g_01479
OG0000212	Syaq.g_01586	Prap.g_01471
OG0000213	Syaq.g_00729	Prap.g_01453
OG0000214	Syaq.g_00745	Prap.g_01443
OG0000215	Syaq.g_00777	Prap.g_01416
OG0000216	Syaq.g_00781	Prap.g_01415
OG0000217	Syaq.g_00844	Prap.g_01412
OG0000218	Syaq.g_00846	Prap.g_01410
OG0000219	Syaq.g_00847	Prap.g_01409
OG0000220	Syaq.g_00848	Prap.g_01408
OG0000221	Syaq.g_00856	Prap.g_01407
OG0000222	Syaq.g_00868	Prap.g_01400
OG0000223	Syaq.g_00946	Prap.g_01388
OG0000224	Syaq.g_00950	Prap.g_01386
OG0000225	Syaq.g_00543	Prap.g_01360
OG0000226	Syaq.g_00536	Prap.g_01356
OG0000227	Syaq.g_00534	Prap.g_01354
OG0000228	Syaq.g_00531	Prap.g_01350
OG0000229	Syaq.g_00501	Prap.g_01330
OG0000230	Syaq.g_00499	Prap.g_01328
OG0000231	Syaq.g_00485	Prap.g_01317
OG0000232	Syaq.g_00472	Prap.g_01306
OG0000233	Syaq.g_00464	Prap.g_01300
OG0000234	Syaq.g_00440	Prap.g_01291
OG0000235	Syaq.g_01771	Prap.g_01288
OG0000236	Syaq.g_01787	Prap.g_01274
OG0000237	Syaq.g_01805	Prap.g_01261
OG0000238	Syaq.g_01810	Prap.g_01255
OG0000239	Syaq.g_01826	Prap.g_01244
OG0000240	Syaq.g_01827	Prap.g_01243
OG0000241	Syaq.g_02074	Prap.g_01239
OG0000242	Syaq.g_01836	Prap.g_01237
OG0000243	Syaq.g_01922	Prap.g_01226
OG0000244	Syaq.g_01928	Prap.g_01223
OG0000245	Syaq.g_01930	Prap.g_01221
OG0000246	Syaq.g_01934	Prap.g_01217
OG0000247	Syaq.g_01945	Prap.g_01207
OG0000248	Syaq.g_01948	Prap.g_01204
OG0000249	Syaq.g_01950	Prap.g_01202
OG0000250	Syaq.g_01958	Prap.g_01197
OG0000251	Syaq.g_01984	Prap.g_01177
OG0000252	Syaq.g_01987	Prap.g_01174
OG0000253	Syaq.g_01989	Prap.g_01173
OG0000254	Syaq.g_02016	Prap.g_01156
OG0000255	Syaq.g_02041	Prap.g_01150
OG0000256	Syaq.g_02068	Prap.g_01140
OG0000257	Syaq.g_02073	Prap.g_00397
OG0000258	Syaq.g_02095	Prap.g_00383
OG0000259	Syaq.g_02239	Prap.g_00366
OG0000260	Syaq.g_02242	Prap.g_00363
OG0000261	Syaq.g_02245	Prap.g_00360
OG0000262	Syaq.g_02250	Prap.g_00356
OG0000263	Syaq.g_00185	Prap.g_00820
OG0000264	Syaq.g_02582	Prap.g_00809
OG0000266	Syaq.g_00037	Prap.g_00337
OG0000267	Syaq.g_02430	Prap.g_00325
OG0000268	Syaq.g_02431	Prap.g_00324
OG0000269	Syaq.g_02335	Prap.g_00788
OG0000270	Syaq.g_02338	Prap.g_00785
OG0000271	Syaq.g_02346	Prap.g_00777
OG0000272	Syaq.g_02347	Prap.g_00776
OG0000273	Syaq.g_02376	Prap.g_00752
OG0000274	Syaq.g_02377	Prap.g_00751
OG0000275	Syaq.g_02380	Prap.g_00748
OG0000276	Syaq.g_02387	Prap.g_00742
OG0000277	Syaq.g_02388	Prap.g_00741
OG0000278	Syaq.g_02391	Prap.g_00738
OG0000279	Syaq.g_02401	Prap.g_00731
OG0000280	Syaq.g_02410	Prap.g_00730
OG0000281	Syaq.g_02224	Prap.g_00723
OG0000282	Syaq.g_02271	Prap.g_00856
OG0000283	Syaq.g_02445	Prap.g_00680
OG0000284	Syaq.g_02450	Prap.g_00675
OG0000285	Syaq.g_02466	Prap.g_00243
OG0000286	Syaq.g_02484	Prap.g_00256
OG0000287	Syaq.g_02511	Prap.g_00522
OG0000288	Syaq.g_00067	Prap.g_00295
OG0000289	Syaq.g_00053	Prap.g_00311
OG0000290	Syaq.g_02682	Prap.g_00705
OG0000291	Syaq.g_02680	Prap.g_00707
OG0000292	Syaq.g_01157	Prap.g_00501
OG0000293	Syaq.g_00262	Prap.g_00466
OG0000294	Syaq.g_00261	Prap.g_00465
OG0000295	Syaq.g_00220	Prap.g_00442
OG0000296	Syaq.g_00218	Prap.g_00440
OG0000297	Syaq.g_00205	Prap.g_00431
OG0000298	Syaq.g_00204	Prap.g_00430
OG0000299	Syaq.g_00171	Prap.g_00411
OG0000300	Syaq.g_00164	Prap.g_00408
OG0000301	Syaq.g_00163	Prap.g_00407
OG0000302	Syaq.g_00162	Prap.g_00405
OG0000303	Syaq.g_00152	Prap.g_00399
OG0000304	Syaq.g_00146	Prap.g_01135
OG0000305	Syaq.g_02677	Prap.g_00499
OG0000306	Syaq.g_01861	Prap.g_00719
OG0000307	Syaq.g_01754	Prap.g_00068
OG0000308	Syaq.g_01752	Prap.g_00069
OG0000309	Syaq.g_01747	Prap.g_00073
OG0000310	Syaq.g_00347	Prap.g_00107
OG0000311	Syaq.g_00352	Prap.g_00109
OG0000312	Syaq.g_00359	Prap.g_00112
OG0000313	Syaq.g_00379	Prap.g_00125
OG0000314	Syaq.g_00408	Prap.g_00148
OG0000315	Syaq.g_00418	Prap.g_00158
OG0000316	Syaq.g_01716	Prap.g_00183
OG0000317	Syaq.g_01675	Prap.g_01782
OG0000318	Syaq.g_01672	Prap.g_01778
OG0000319	Syaq.g_01657	Prap.g_01765
OG0000320	Syaq.g_01655	Prap.g_01763
OG0000321	Syaq.g_01654	Prap.g_01762
OG0000322	Syaq.g_01653	Prap.g_01761
OG0000323	Syaq.g_01638	Prap.g_01751
OG0000324	Syaq.g_01605	Prap.g_01724
OG0000325	Syaq.g_00693	Prap.g_01713
OG0000326	Syaq.g_00686	Prap.g_01706
OG0000327	Syaq.g_00652	Prap.g_01685
OG0000328	Syaq.g_00651	Prap.g_01684
OG0000329	Syaq.g_00633	Prap.g_01667
OG0000330	Syaq.g_00632	Prap.g_01666
OG0000331	Syaq.g_00631	Prap.g_01665
OG0000332	Syaq.g_00616	Prap.g_01651
OG0000333	Syaq.g_00613	Prap.g_01648, Prap.g_01649
OG0000334	Syaq.g_00603	Prap.g_01639
OG0000335	Syaq.g_00598	Prap.g_01634
OG0000336	Syaq.g_00594	Prap.g_01630
OG0000337	Syaq.g_00975	Prap.g_01612
OG0000338	Syaq.g_00981	Prap.g_01611
OG0000339	Syaq.g_00988	Prap.g_01605
OG0000340	Syaq.g_01005	Prap.g_01596
OG0000341	Syaq.g_01007	Prap.g_01594
OG0000342	Syaq.g_01008	Prap.g_01593
OG0000343	Syaq.g_01010	Prap.g_01592
OG0000344	Syaq.g_01014	Prap.g_01589
OG0000345	Syaq.g_01024	Prap.g_01583
OG0000346	Syaq.g_01029	Prap.g_01579
OG0000347	Syaq.g_01057	Prap.g_01562
OG0000348	Syaq.g_01070	Prap.g_01554
OG0000349	Syaq.g_01099	Prap.g_01537
OG0000350	Syaq.g_00679	Prap.g_00623
OG0000351	Syaq.g_01179	Prap.g_01497
OG0000352	Syaq.g_01178	Prap.g_01496
OG0000353	Syaq.g_01151	Prap.g_00055
OG0000355	Syaq.g_01149	Prap.g_00053
OG0000356	Syaq.g_01148	Prap.g_00052
OG0000357	Syaq.g_01147	Prap.g_00051
OG0000358	Syaq.g_01143	Prap.g_00047
OG0000359	Syaq.g_01141	Prap.g_00046
OG0000360	Syaq.g_01140	Prap.g_00045
OG0000361	Syaq.g_01139	Prap.g_00044
OG0000362	Syaq.g_01137	Prap.g_00042
OG0000363	Syaq.g_01135	Prap.g_00941
OG0000364	Syaq.g_01134	Prap.g_00940
OG0000365	Syaq.g_01125	Prap.g_00935
OG0000366	Syaq.g_01124	Prap.g_00934
OG0000367	Syaq.g_01123	Prap.g_00933
OG0000368	Syaq.g_01121	Prap.g_00931
OG0000369	Syaq.g_01120	Prap.g_00930
OG0000370	Syaq.g_01119	Prap.g_00929
OG0000371	Syaq.g_01111	Prap.g_00922
OG0000372	Syaq.g_01106	Prap.g_00919
OG0000373	Syaq.g_01105	Prap.g_00918
OG0000374	Syaq.g_01104	Prap.g_00917
OG0000375	Syaq.g_01103	Prap.g_00915
OG0000376	Syaq.g_01101	Prap.g_00913
OG0000377	Syaq.g_01270	Prap.g_00909
OG0000378	Syaq.g_01286	Prap.g_00905
OG0000379	Syaq.g_01291	Prap.g_00902
OG0000380	Syaq.g_01560	Prap.g_00885
OG0000381	Syaq.g_01558	Prap.g_00880
OG0000382	Syaq.g_01540	Prap.g_01097
OG0000383	Syaq.g_01535	Prap.g_01095
OG0000384	Syaq.g_01534	Prap.g_01094
OG0000385	Syaq.g_01533	Prap.g_01093
OG0000386	Syaq.g_01532	Prap.g_01092
OG0000387	Syaq.g_01495	Prap.g_01078
OG0000388	Syaq.g_01491	Prap.g_01074
OG0000389	Syaq.g_01488	Prap.g_01071
OG0000390	Syaq.g_01473	Prap.g_01061
OG0000391	Syaq.g_01468	Prap.g_01058
OG0000392	Syaq.g_01463	Prap.g_01054
OG0000393	Syaq.g_01460	Prap.g_01051
OG0000394	Syaq.g_01459	Prap.g_01050
OG0000395	Syaq.g_01458	Prap.g_01049
OG0000396	Syaq.g_01455	Prap.g_01047
OG0000397	Syaq.g_01453	Prap.g_01045
OG0000398	Syaq.g_01448	Prap.g_01042
OG0000399	Syaq.g_01447	Prap.g_01041
OG0000400	Syaq.g_01446	Prap.g_01040
OG0000401	Syaq.g_01445	Prap.g_01039
OG0000402	Syaq.g_01443	Prap.g_00319
OG0000403	Syaq.g_01442	Prap.g_01037
OG0000404	Syaq.g_01440	Prap.g_01036
OG0000405	Syaq.g_01429	Prap.g_01032
OG0000406	Syaq.g_01422	Prap.g_01024
OG0000407	Syaq.g_01421	Prap.g_01023
OG0000408	Syaq.g_01419	Prap.g_01021
OG0000409	Syaq.g_01417	Prap.g_01019
OG0000410	Syaq.g_01416	Prap.g_01018
OG0000411	Syaq.g_01415	Prap.g_01017
OG0000412	Syaq.g_01414	Prap.g_01016
OG0000413	Syaq.g_01412	Prap.g_01014
OG0000414	Syaq.g_01411	Prap.g_01013
OG0000415	Syaq.g_01410	Prap.g_01012
OG0000416	Syaq.g_01409	Prap.g_01011
OG0000417	Syaq.g_01408	Prap.g_01010
OG0000418	Syaq.g_01403	Prap.g_01005
OG0000419	Syaq.g_01401	Prap.g_01003
OG0000420	Syaq.g_01400	Prap.g_01002
OG0000421	Syaq.g_01395	Prap.g_00997
OG0000422	Syaq.g_01394	Prap.g_00996
OG0000423	Syaq.g_01393	Prap.g_00995
OG0000424	Syaq.g_01392	Prap.g_00994
OG0000425	Syaq.g_01391	Prap.g_00993
OG0000426	Syaq.g_01390	Prap.g_00992
OG0000427	Syaq.g_01389	Prap.g_00991
OG0000428	Syaq.g_01386	Prap.g_00989
OG0000429	Syaq.g_01384	Prap.g_00988
OG0000430	Syaq.g_01383	Prap.g_00987
OG0000431	Syaq.g_01380	Prap.g_00985
OG0000432	Syaq.g_01374	Prap.g_00981
OG0000433	Syaq.g_01369	Prap.g_00980
OG0000434	Syaq.g_01368	Prap.g_00979
OG0000435	Syaq.g_01367	Prap.g_00978
OG0000436	Syaq.g_01361	Prap.g_00973
OG0000437	Syaq.g_01360	Prap.g_00972
OG0000438	Syaq.g_01359	Prap.g_00971
OG0000439	Syaq.g_01357	Prap.g_00969
OG0000440	Syaq.g_01356	Prap.g_00968
OG0000441	Syaq.g_01352	Prap.g_00965
OG0000442	Syaq.g_01350	Prap.g_00964
OG0000443	Syaq.g_01347	Prap.g_00963
OG0000444	Syaq.g_01333	Prap.g_00957
OG0000445	Syaq.g_01332	Prap.g_00956
OG0000446	Syaq.g_01330	Prap.g_00955
OG0000447	Syaq.g_01328	Prap.g_00954
OG0000448	Syaq.g_01327	Prap.g_00953
OG0000449	Syaq.g_01320	Prap.g_00952
OG0000450	Syaq.g_01313	Prap.g_00951
OG0000451	Syaq.g_01312	Prap.g_00950
OG0000452	Syaq.g_01308	Prap.g_00947
OG0000453	Syaq.g_01307	Prap.g_00946
OG0000454	Syaq.g_01306	Prap.g_00945
OG0000455	Syaq.g_01305	Prap.g_00944
OG0000456	Syaq.g_01304	Prap.g_00943
OG0000457	Syaq.g_01302	Prap.g_01487
OG0000458	Syaq.g_01299	Prap.g_01486
OG0000459	Syaq.g_01298	Prap.g_01485
OG0000460	Syaq.g_01577	Prap.g_01477
OG0000461	Syaq.g_00707	Prap.g_01469
OG0000462	Syaq.g_00710	Prap.g_01467
OG0000463	Syaq.g_00711	Prap.g_01466
OG0000464	Syaq.g_00712	Prap.g_01465
OG0000465	Syaq.g_00714	Prap.g_01464
OG0000466	Syaq.g_00718	Prap.g_01461
OG0000467	Syaq.g_00720	Prap.g_01460
OG0000468	Syaq.g_00725	Prap.g_01457
OG0000469	Syaq.g_00739	Prap.g_01449
OG0000470	Syaq.g_00741	Prap.g_01447
OG0000471	Syaq.g_00742	Prap.g_01446
OG0000472	Syaq.g_00744	Prap.g_01444
OG0000473	Syaq.g_00746	Prap.g_01442
OG0000474	Syaq.g_00747	Prap.g_01441
OG0000475	Syaq.g_00748	Prap.g_01440
OG0000476	Syaq.g_00750	Prap.g_01438
OG0000477	Syaq.g_00756	Prap.g_01435
OG0000478	Syaq.g_00757	Prap.g_01434
OG0000479	Syaq.g_00759	Prap.g_01433
OG0000480	Syaq.g_00766	Prap.g_01428
OG0000481	Syaq.g_00768	Prap.g_01425
OG0000482	Syaq.g_00769	Prap.g_01424
OG0000483	Syaq.g_00773	Prap.g_01421
OG0000484	Syaq.g_00774	Prap.g_01420
OG0000485	Syaq.g_00775	Prap.g_01418
OG0000486	Syaq.g_00776	Prap.g_01417
OG0000487	Syaq.g_00782	Prap.g_01414
OG0000488	Syaq.g_00845	Prap.g_01411
OG0000489	Syaq.g_00857	Prap.g_01406
OG0000490	Syaq.g_00864	Prap.g_01402
OG0000491	Syaq.g_00865	Prap.g_01401
OG0000492	Syaq.g_00869	Prap.g_01399
OG0000493	Syaq.g_00870	Prap.g_01398
OG0000494	Syaq.g_00871	Prap.g_01397
OG0000495	Syaq.g_00872	Prap.g_01396
OG0000496	Syaq.g_00873	Prap.g_01395
OG0000497	Syaq.g_00874	Prap.g_01394
OG0000498	Syaq.g_00875	Prap.g_01393
OG0000499	Syaq.g_00876	Prap.g_01392
OG0000500	Syaq.g_00877	Prap.g_01391
OG0000501	Syaq.g_00880	Prap.g_01390
OG0000502	Syaq.g_00953	Prap.g_01387
OG0000503	Syaq.g_00559	Prap.g_01372
OG0000504	Syaq.g_00557	Prap.g_01370
OG0000505	Syaq.g_00556	Prap.g_01369
OG0000506	Syaq.g_00554	Prap.g_01368
OG0000507	Syaq.g_00548	Prap.g_01365
OG0000508	Syaq.g_00544	Prap.g_01361
OG0000509	Syaq.g_00542	Prap.g_01359
OG0000510	Syaq.g_00538	Prap.g_01358
OG0000511	Syaq.g_00537	Prap.g_01357
OG0000512	Syaq.g_00535	Prap.g_01355
OG0000513	Syaq.g_00525	Prap.g_01346
OG0000514	Syaq.g_00514	Prap.g_01335
OG0000515	Syaq.g_00513	Prap.g_01334
OG0000516	Syaq.g_00509	Prap.g_01333
OG0000517	Syaq.g_00502	Prap.g_01331
OG0000518	Syaq.g_00490	Prap.g_01320
OG0000519	Syaq.g_00489	Prap.g_01319
OG0000520	Syaq.g_00488	Prap.g_01318
OG0000521	Syaq.g_00477	Prap.g_01310
OG0000522	Syaq.g_00475	Prap.g_01308
OG0000523	Syaq.g_00474	Prap.g_01307
OG0000524	Syaq.g_00469	Prap.g_01302
OG0000525	Syaq.g_00450	Prap.g_01298
OG0000526	Syaq.g_00448	Prap.g_01297
OG0000527	Syaq.g_00444	Prap.g_01294
OG0000528	Syaq.g_01768	Prap.g_01289
OG0000529	Syaq.g_01773	Prap.g_01286
OG0000530	Syaq.g_01776	Prap.g_01283
OG0000531	Syaq.g_01777	Prap.g_01282
OG0000532	Syaq.g_01780	Prap.g_01280
OG0000533	Syaq.g_01782	Prap.g_01279
OG0000534	Syaq.g_01783	Prap.g_01278
OG0000535	Syaq.g_01784	Prap.g_01277
OG0000536	Syaq.g_01785	Prap.g_01276
OG0000537	Syaq.g_01786	Prap.g_01275
OG0000538	Syaq.g_01798	Prap.g_01266
OG0000539	Syaq.g_01799	Prap.g_01265
OG0000540	Syaq.g_01800	Prap.g_01264
OG0000541	Syaq.g_01801	Prap.g_01263
OG0000542	Syaq.g_01804	Prap.g_01262
OG0000543	Syaq.g_01806	Prap.g_01260
OG0000544	Syaq.g_01807, Syaq.g_02567	Prap.g_01259
OG0000545	Syaq.g_01809	Prap.g_01257
OG0000546	Syaq.g_01811	Prap.g_01254
OG0000547	Syaq.g_01813	Prap.g_01252
OG0000548	Syaq.g_01814	Prap.g_01251
OG0000549	Syaq.g_01819	Prap.g_01249
OG0000550	Syaq.g_01824	Prap.g_01245
OG0000551	Syaq.g_01829	Prap.g_01242
OG0000552	Syaq.g_01830	Prap.g_01241
OG0000553	Syaq.g_01834	Prap.g_01240
OG0000554	Syaq.g_01839	Prap.g_01235
OG0000555	Syaq.g_01857	Prap.g_01227
OG0000556	Syaq.g_01925	Prap.g_01225
OG0000557	Syaq.g_01927	Prap.g_01224
OG0000558	Syaq.g_01929	Prap.g_01222
OG0000559	Syaq.g_01933	Prap.g_01218
OG0000560	Syaq.g_01936	Prap.g_01215
OG0000561	Syaq.g_01937	Prap.g_01214
OG0000562	Syaq.g_01938	Prap.g_01213
OG0000563	Syaq.g_01939	Prap.g_01212
OG0000564	Syaq.g_01940	Prap.g_01211
OG0000565	Syaq.g_01943	Prap.g_01209
OG0000566	Syaq.g_01947	Prap.g_01205
OG0000567	Syaq.g_01951	Prap.g_01201
OG0000568	Syaq.g_01954	Prap.g_01200
OG0000569	Syaq.g_01955	Prap.g_01199
