Orthogroup	Syaq	Praf
OG0000204	Syaq.g_01362	Praf.g_02514
OG0000205	Syaq.g_01355	Praf.g_02521
OG0000206	Syaq.g_01345	Praf.g_02532
OG0000207	Syaq.g_01338	Praf.g_02582
OG0000208	Syaq.g_01337	Praf.g_02581
OG0000209	Syaq.g_01310	Praf.g_02557
OG0000210	Syaq.g_01309	Praf.g_02556
OG0000211	Syaq.g_01570	Praf.g_00378
OG0000212	Syaq.g_01586	Praf.g_00392
OG0000213	Syaq.g_00729	Praf.g_02245
OG0000214	Syaq.g_00745	Praf.g_02263
OG0000215	Syaq.g_00777	Praf.g_02293
OG0000217	Syaq.g_00844	Praf.g_02300
OG0000218	Syaq.g_00846	Praf.g_02302
OG0000219	Syaq.g_00847	Praf.g_02303
OG0000220	Syaq.g_00848	Praf.g_02304
OG0000221	Syaq.g_00856	Praf.g_02314
OG0000222	Syaq.g_00868	Praf.g_02323
OG0000223	Syaq.g_00946	Praf.g_02347
OG0000224	Syaq.g_00950	Praf.g_02358
OG0000225	Syaq.g_00543	Praf.g_02030
OG0000226	Syaq.g_00536	Praf.g_02026
OG0000227	Syaq.g_00534	Praf.g_02024
OG0000228	Syaq.g_00531	Praf.g_02016
OG0000229	Syaq.g_00501	Praf.g_01989
OG0000230	Syaq.g_00499	Praf.g_01987
OG0000231	Syaq.g_00485	Praf.g_01963
OG0000232	Syaq.g_00472	Praf.g_01952
OG0000233	Syaq.g_00464	Praf.g_01938
OG0000234	Syaq.g_00440	Praf.g_01905
OG0000235	Syaq.g_01771	Praf.g_00594
OG0000236	Syaq.g_01787	Praf.g_00610
OG0000237	Syaq.g_01805	Praf.g_00627
OG0000238	Syaq.g_01810	Praf.g_00631
OG0000239	Syaq.g_01826	Praf.g_00647
OG0000240	Syaq.g_01827	Praf.g_00648
OG0000241	Syaq.g_02074	Praf.g_01177
OG0000242	Syaq.g_01836	Praf.g_00658
OG0000243	Syaq.g_01922	Praf.g_00681
OG0000244	Syaq.g_01928	Praf.g_00685
OG0000245	Syaq.g_01930	Praf.g_00688
OG0000246	Syaq.g_01934	Praf.g_00692
OG0000247	Syaq.g_01945	Praf.g_00703
OG0000248	Syaq.g_01948	Praf.g_00706
OG0000249	Syaq.g_01950	Praf.g_00708
OG0000250	Syaq.g_01958	Praf.g_00714
OG0000251	Syaq.g_01984	Praf.g_00739
OG0000252	Syaq.g_01987	Praf.g_00742
OG0000253	Syaq.g_01989	Praf.g_00749
OG0000254	Syaq.g_02016	Praf.g_00768
OG0000255	Syaq.g_02041	Praf.g_01662
OG0000256	Syaq.g_02068	Praf.g_01676
OG0000257	Syaq.g_02073	Praf.g_01685
OG0000258	Syaq.g_02095	Praf.g_01708
OG0000259	Syaq.g_02239	Praf.g_01736
OG0000260	Syaq.g_02242	Praf.g_01739
OG0000261	Syaq.g_02245	Praf.g_01742
OG0000262	Syaq.g_02250	Praf.g_01748
OG0000263	Syaq.g_00185	Praf.g_02570
OG0000264	Syaq.g_02582	Praf.g_01218, Praf.g_01219
OG0000266	Syaq.g_00037	Praf.g_01313
OG0000267	Syaq.g_02430	Praf.g_01436
OG0000268	Syaq.g_02431	Praf.g_01435
OG0000269	Syaq.g_02335	Praf.g_01525
OG0000270	Syaq.g_02338	Praf.g_01528
OG0000271	Syaq.g_02346	Praf.g_01536
OG0000272	Syaq.g_02347	Praf.g_01537
OG0000273	Syaq.g_02376	Praf.g_01585
OG0000274	Syaq.g_02377	Praf.g_01586
OG0000275	Syaq.g_02380	Praf.g_01590
OG0000276	Syaq.g_02387	Praf.g_01596
OG0000277	Syaq.g_02388	Praf.g_01597
OG0000278	Syaq.g_02391	Praf.g_01600
OG0000279	Syaq.g_02401	Praf.g_01608
OG0000280	Syaq.g_02410	Praf.g_01614
OG0000281	Syaq.g_02224	Praf.g_01627
OG0000282	Syaq.g_02271	Praf.g_01463
OG0000283	Syaq.g_02445	Praf.g_01426
OG0000284	Syaq.g_02450	Praf.g_01420
OG0000285	Syaq.g_02466	Praf.g_01006
OG0000286	Syaq.g_02484	Praf.g_01393
OG0000287	Syaq.g_02511	Praf.g_01073
OG0000288	Syaq.g_00067	Praf.g_01338
OG0000289	Syaq.g_00053	Praf.g_01325
OG0000290	Syaq.g_02682	Praf.g_01277
OG0000291	Syaq.g_02680	Praf.g_01275
OG0000292	Syaq.g_01157	Praf.g_02776
OG0000293	Syaq.g_00262	Praf.g_00826
OG0000294	Syaq.g_00261	Praf.g_00827
OG0000295	Syaq.g_00220	Praf.g_00879
OG0000296	Syaq.g_00218	Praf.g_00881
OG0000297	Syaq.g_00205	Praf.g_00917
OG0000298	Syaq.g_00204	Praf.g_00918
OG0000299	Syaq.g_00171	Praf.g_00908
OG0000300	Syaq.g_00164	Praf.g_00902
OG0000301	Syaq.g_00163	Praf.g_00901
OG0000302	Syaq.g_00162	Praf.g_00898
OG0000303	Syaq.g_00152	Praf.g_00888
OG0000304	Syaq.g_00146	Praf.g_00938
OG0000305	Syaq.g_02677	Praf.g_01271
OG0000306	Syaq.g_01861	Praf.g_01635
OG0000307	Syaq.g_01754	Praf.g_00575
OG0000308	Syaq.g_01752	Praf.g_00573
OG0000309	Syaq.g_01747	Praf.g_00569
OG0000310	Syaq.g_00347	Praf.g_01772
OG0000311	Syaq.g_00352	Praf.g_01778, Praf.g_01776
OG0000312	Syaq.g_00359	Praf.g_01782
OG0000313	Syaq.g_00379	Praf.g_01802
OG0000314	Syaq.g_00408	Praf.g_01837
OG0000315	Syaq.g_00418	Praf.g_01848
OG0000316	Syaq.g_01716	Praf.g_00526
OG0000317	Syaq.g_01675	Praf.g_00485
OG0000318	Syaq.g_01672	Praf.g_00479
OG0000319	Syaq.g_01657	Praf.g_00464
OG0000320	Syaq.g_01655	Praf.g_00462
OG0000321	Syaq.g_01654	Praf.g_00461
OG0000322	Syaq.g_01653	Praf.g_00460
OG0000323	Syaq.g_01638	Praf.g_00449
OG0000324	Syaq.g_01605	Praf.g_00419
OG0000325	Syaq.g_00693	Praf.g_02200
OG0000326	Syaq.g_00686	Praf.g_02193
OG0000327	Syaq.g_00652	Praf.g_02162
OG0000328	Syaq.g_00651	Praf.g_02161
OG0000329	Syaq.g_00633	Praf.g_02144
OG0000330	Syaq.g_00632	Praf.g_02143
OG0000331	Syaq.g_00631	Praf.g_02142
OG0000332	Syaq.g_00616	Praf.g_02127
OG0000333	Syaq.g_00613	Praf.g_02125
OG0000334	Syaq.g_00603	Praf.g_02112
OG0000335	Syaq.g_00598	Praf.g_02107
OG0000336	Syaq.g_00594	Praf.g_02103
OG0000337	Syaq.g_00975	Praf.g_02372
OG0000338	Syaq.g_00981	Praf.g_02375
OG0000339	Syaq.g_00988	Praf.g_02386
OG0000340	Syaq.g_01005	Praf.g_02396
OG0000341	Syaq.g_01007	Praf.g_02398
OG0000342	Syaq.g_01008	Praf.g_02399
OG0000343	Syaq.g_01010	Praf.g_00196
OG0000344	Syaq.g_01014	Praf.g_00193
OG0000345	Syaq.g_01024	Praf.g_00182
OG0000346	Syaq.g_01029	Praf.g_00177
OG0000347	Syaq.g_01057	Praf.g_00152
OG0000348	Syaq.g_01070	Praf.g_00081
OG0000349	Syaq.g_01099	Praf.g_00054
OG0000350	Syaq.g_00679	Praf.g_02699
OG0000351	Syaq.g_01179	Praf.g_02757
OG0000352	Syaq.g_01178	Praf.g_02758
OG0000353	Syaq.g_01151	Praf.g_02782
OG0000354	Syaq.g_01816	Praf.g_00637
OG0000354	Syaq.g_01131	Praf.g_00019
OG0000355	Syaq.g_01149	Praf.g_00001
OG0000356	Syaq.g_01148	Praf.g_00002
OG0000357	Syaq.g_01147	Praf.g_00003
OG0000358	Syaq.g_01143	Praf.g_00007
OG0000359	Syaq.g_01141	Praf.g_00009
OG0000360	Syaq.g_01140	Praf.g_00010
OG0000361	Syaq.g_01139	Praf.g_00011
OG0000362	Syaq.g_01137	Praf.g_00013
OG0000363	Syaq.g_01135	Praf.g_00015
OG0000364	Syaq.g_01134	Praf.g_00016
OG0000365	Syaq.g_01125	Praf.g_00025
OG0000366	Syaq.g_01124	Praf.g_00026
OG0000367	Syaq.g_01123	Praf.g_00027
OG0000368	Syaq.g_01121	Praf.g_00029
OG0000369	Syaq.g_01120	Praf.g_00030
OG0000370	Syaq.g_01119	Praf.g_00031
OG0000371	Syaq.g_01111	Praf.g_00040
OG0000372	Syaq.g_01106	Praf.g_00045
OG0000373	Syaq.g_01105	Praf.g_00046
OG0000374	Syaq.g_01104	Praf.g_00047
OG0000375	Syaq.g_01103	Praf.g_00050
OG0000376	Syaq.g_01101	Praf.g_00052
OG0000377	Syaq.g_01270	Praf.g_02618
OG0000378	Syaq.g_01286	Praf.g_02605
OG0000379	Syaq.g_01291	Praf.g_02601
OG0000380	Syaq.g_01560	Praf.g_00325
OG0000381	Syaq.g_01558	Praf.g_00320
OG0000382	Syaq.g_01540	Praf.g_00304
OG0000383	Syaq.g_01535	Praf.g_00302
OG0000384	Syaq.g_01534	Praf.g_00301
OG0000385	Syaq.g_01533	Praf.g_00300
OG0000386	Syaq.g_01532	Praf.g_00299
OG0000387	Syaq.g_01495	Praf.g_00253
OG0000388	Syaq.g_01491	Praf.g_00249
OG0000389	Syaq.g_01488	Praf.g_00245
OG0000390	Syaq.g_01473	Praf.g_00224
OG0000391	Syaq.g_01468	Praf.g_00219
OG0000392	Syaq.g_01463	Praf.g_00214
OG0000393	Syaq.g_01460	Praf.g_00209
OG0000394	Syaq.g_01459	Praf.g_00208
OG0000395	Syaq.g_01458	Praf.g_00207
OG0000396	Syaq.g_01455	Praf.g_02403
OG0000397	Syaq.g_01453	Praf.g_02405
OG0000398	Syaq.g_01448	Praf.g_02410
OG0000399	Syaq.g_01447	Praf.g_02411
OG0000400	Syaq.g_01446	Praf.g_02412
OG0000401	Syaq.g_01445	Praf.g_02413
OG0000402	Syaq.g_01443	Praf.g_02415
OG0000403	Syaq.g_01442	Praf.g_02416
OG0000404	Syaq.g_01440	Praf.g_02418
OG0000405	Syaq.g_01429	Praf.g_02430
OG0000406	Syaq.g_01422	Praf.g_02434
OG0000407	Syaq.g_01421	Praf.g_02435
OG0000408	Syaq.g_01419	Praf.g_02437
OG0000409	Syaq.g_01417	Praf.g_02439
OG0000410	Syaq.g_01416	Praf.g_02440
OG0000411	Syaq.g_01415	Praf.g_02441
OG0000412	Syaq.g_01414	Praf.g_02442
OG0000413	Syaq.g_01412	Praf.g_02444
OG0000414	Syaq.g_01411	Praf.g_02445
OG0000415	Syaq.g_01410	Praf.g_02446
OG0000416	Syaq.g_01409	Praf.g_02447
OG0000417	Syaq.g_01408	Praf.g_02448
OG0000418	Syaq.g_01403	Praf.g_02453
OG0000419	Syaq.g_01401	Praf.g_02455
OG0000420	Syaq.g_01400	Praf.g_02456
OG0000421	Syaq.g_01395	Praf.g_02470
OG0000422	Syaq.g_01394	Praf.g_02471
OG0000423	Syaq.g_01393	Praf.g_02472
OG0000424	Syaq.g_01392	Praf.g_02473
OG0000425	Syaq.g_01391	Praf.g_02474
OG0000426	Syaq.g_01390	Praf.g_02475
OG0000427	Syaq.g_01389	Praf.g_02476
OG0000428	Syaq.g_01386	Praf.g_01486
OG0000429	Syaq.g_01384	Praf.g_02489
OG0000430	Syaq.g_01383	Praf.g_02491
OG0000431	Syaq.g_01380	Praf.g_02495
OG0000432	Syaq.g_01374	Praf.g_02502
OG0000433	Syaq.g_01369	Praf.g_02505
OG0000434	Syaq.g_01368	Praf.g_02506
OG0000435	Syaq.g_01367	Praf.g_02509
OG0000436	Syaq.g_01361	Praf.g_02515
OG0000437	Syaq.g_01360	Praf.g_02516
OG0000438	Syaq.g_01359	Praf.g_02517
OG0000439	Syaq.g_01357	Praf.g_02519
OG0000440	Syaq.g_01356	Praf.g_02520
OG0000441	Syaq.g_01352	Praf.g_02524
OG0000442	Syaq.g_01350	Praf.g_02525
OG0000443	Syaq.g_01347	Praf.g_02531
OG0000444	Syaq.g_01333	Praf.g_02575
OG0000445	Syaq.g_01332	Praf.g_02574
OG0000446	Syaq.g_01330	Praf.g_02572
OG0000447	Syaq.g_01328	Praf.g_02568
OG0000448	Syaq.g_01327	Praf.g_02567
OG0000449	Syaq.g_01320	Praf.g_02566
OG0000450	Syaq.g_01313	Praf.g_02560
OG0000451	Syaq.g_01312	Praf.g_02559
OG0000452	Syaq.g_01308	Praf.g_02555
OG0000453	Syaq.g_01307	Praf.g_02554
OG0000454	Syaq.g_01306	Praf.g_02553
OG0000455	Syaq.g_01305	Praf.g_02552
OG0000456	Syaq.g_01304	Praf.g_02551
OG0000457	Syaq.g_01302	Praf.g_02549
OG0000458	Syaq.g_01299	Praf.g_02548
OG0000459	Syaq.g_01298	Praf.g_02547
OG0000460	Syaq.g_01577	Praf.g_00379
OG0000461	Syaq.g_00707	Praf.g_02203
OG0000462	Syaq.g_00710	Praf.g_02207
OG0000463	Syaq.g_00711	Praf.g_02208
OG0000464	Syaq.g_00712	Praf.g_02209
OG0000465	Syaq.g_00714	Praf.g_02210
OG0000466	Syaq.g_00718	Praf.g_02215
OG0000467	Syaq.g_00720	Praf.g_02217
OG0000468	Syaq.g_00725	Praf.g_02242
OG0000469	Syaq.g_00739	Praf.g_02255
OG0000470	Syaq.g_00741	Praf.g_02259
OG0000471	Syaq.g_00742	Praf.g_02260
OG0000472	Syaq.g_00744	Praf.g_02262
OG0000473	Syaq.g_00746	Praf.g_02264
OG0000474	Syaq.g_00747	Praf.g_02265
OG0000475	Syaq.g_00748	Praf.g_02266
OG0000476	Syaq.g_00750	Praf.g_02268
OG0000477	Syaq.g_00756	Praf.g_02273
OG0000478	Syaq.g_00757	Praf.g_02274
OG0000479	Syaq.g_00759	Praf.g_02275
OG0000480	Syaq.g_00766	Praf.g_02282
OG0000481	Syaq.g_00768	Praf.g_02284
OG0000482	Syaq.g_00769	Praf.g_02285
OG0000483	Syaq.g_00773	Praf.g_02289
OG0000484	Syaq.g_00774	Praf.g_02290
OG0000485	Syaq.g_00775	Praf.g_02291
OG0000486	Syaq.g_00776	Praf.g_02292
OG0000487	Syaq.g_00782	Praf.g_02297
OG0000488	Syaq.g_00845	Praf.g_02301
OG0000489	Syaq.g_00857	Praf.g_02315
OG0000490	Syaq.g_00864	Praf.g_02321
OG0000491	Syaq.g_00865	Praf.g_02322
OG0000492	Syaq.g_00869	Praf.g_02324
OG0000493	Syaq.g_00870	Praf.g_02325
OG0000494	Syaq.g_00871	Praf.g_02326
OG0000495	Syaq.g_00872	Praf.g_02327
OG0000496	Syaq.g_00873	Praf.g_02328
OG0000497	Syaq.g_00874	Praf.g_02329
OG0000498	Syaq.g_00875	Praf.g_02330
OG0000499	Syaq.g_00876	Praf.g_02331
OG0000500	Syaq.g_00877	Praf.g_02332
OG0000501	Syaq.g_00880	Praf.g_02335
OG0000502	Syaq.g_00953	Praf.g_02349
OG0000503	Syaq.g_00559	Praf.g_02054
OG0000504	Syaq.g_00557	Praf.g_02052
OG0000505	Syaq.g_00556	Praf.g_02051
OG0000506	Syaq.g_00554	Praf.g_02049
OG0000507	Syaq.g_00548	Praf.g_02045
OG0000508	Syaq.g_00544	Praf.g_02031
OG0000509	Syaq.g_00542	Praf.g_02029
OG0000510	Syaq.g_00538	Praf.g_02028
OG0000511	Syaq.g_00537	Praf.g_02027
OG0000512	Syaq.g_00535	Praf.g_02025
OG0000513	Syaq.g_00525	Praf.g_02011
OG0000514	Syaq.g_00514	Praf.g_02002
OG0000515	Syaq.g_00513	Praf.g_02001
OG0000516	Syaq.g_00509	Praf.g_01999
OG0000517	Syaq.g_00502	Praf.g_01990
OG0000518	Syaq.g_00490	Praf.g_01978
OG0000519	Syaq.g_00489	Praf.g_01977
OG0000520	Syaq.g_00488	Praf.g_01972
OG0000521	Syaq.g_00477	Praf.g_01959
OG0000522	Syaq.g_00475	Praf.g_01957
OG0000523	Syaq.g_00474	Praf.g_01956
OG0000524	Syaq.g_00469	Praf.g_01942
OG0000525	Syaq.g_00450	Praf.g_01915
OG0000526	Syaq.g_00448	Praf.g_01913
OG0000527	Syaq.g_00444	Praf.g_01909
OG0000528	Syaq.g_01768	Praf.g_00589
OG0000529	Syaq.g_01773	Praf.g_00596
OG0000530	Syaq.g_01776	Praf.g_00599
OG0000531	Syaq.g_01777	Praf.g_00600
OG0000532	Syaq.g_01780	Praf.g_00603
OG0000533	Syaq.g_01782	Praf.g_00605
OG0000534	Syaq.g_01783	Praf.g_00606
OG0000535	Syaq.g_01784	Praf.g_00607
OG0000536	Syaq.g_01785	Praf.g_00608
OG0000537	Syaq.g_01786	Praf.g_00609
OG0000538	Syaq.g_01798	Praf.g_00619
OG0000539	Syaq.g_01799	Praf.g_00621
OG0000540	Syaq.g_01800	Praf.g_00622
OG0000541	Syaq.g_01801	Praf.g_00623
OG0000542	Syaq.g_01804	Praf.g_00626
OG0000543	Syaq.g_01806	Praf.g_00628
OG0000544	Syaq.g_01807	Praf.g_00629
OG0000545	Syaq.g_01809	Praf.g_00630
OG0000546	Syaq.g_01811	Praf.g_00632
OG0000547	Syaq.g_01813	Praf.g_00634
OG0000548	Syaq.g_01814	Praf.g_00635
OG0000549	Syaq.g_01819	Praf.g_00641
OG0000550	Syaq.g_01824	Praf.g_00646
OG0000551	Syaq.g_01829	Praf.g_00650
OG0000552	Syaq.g_01830	Praf.g_00651
OG0000553	Syaq.g_01834	Praf.g_00656
OG0000554	Syaq.g_01839	Praf.g_00661
OG0000555	Syaq.g_01857	Praf.g_00677
OG0000556	Syaq.g_01925	Praf.g_00683
OG0000557	Syaq.g_01927	Praf.g_00684
OG0000558	Syaq.g_01929	Praf.g_00687
OG0000559	Syaq.g_01933	Praf.g_00691
OG0000560	Syaq.g_01936	Praf.g_00694
OG0000561	Syaq.g_01937	Praf.g_00695
OG0000562	Syaq.g_01938	Praf.g_00696
OG0000563	Syaq.g_01939	Praf.g_00697
OG0000564	Syaq.g_01940	Praf.g_00698
OG0000565	Syaq.g_01943	Praf.g_00701
