Orthogroup	Syaq	Prbg
OG0000081	Syaq.g_01893	Prbg.g_00248
OG0000082	Syaq.g_01975	Prbg.g_00304, Prbg.g_01639
OG0000084	Syaq.g_00367	Prbg.g_00588
OG0000085	Syaq.g_01683	Prbg.g_00716, Prbg.g_01642
OG0000086	Syaq.g_01525	Prbg.g_00782
OG0000087	Syaq.g_01438	Prbg.g_00913
OG0000088	Syaq.g_01402	Prbg.g_00944
OG0000089	Syaq.g_00529	Prbg.g_00137
OG0000090	Syaq.g_01838	Prbg.g_00250
OG0000091	Syaq.g_02090	Prbg.g_01414
OG0000093	Syaq.g_02323	Prbg.g_01385
OG0000094	Syaq.g_00056, Syaq.g_02554	Prbg.g_01336
OG0000095	Syaq.g_02679	Prbg.g_01234
OG0000097	Syaq.g_00167	Prbg.g_01440
OG0000098	Syaq.g_02221, Syaq.g_01849	Prbg.g_00505
OG0000099	Syaq.g_00882	Prbg.g_00552
OG0000100	Syaq.g_02371	Prbg.g_00670
OG0000101	Syaq.g_00607	Prbg.g_01785
OG0000102	Syaq.g_01033	Prbg.g_01852
OG0000103	Syaq.g_01170	Prbg.g_01937
OG0000104	Syaq.g_01154	Prbg.g_00763
OG0000105	Syaq.g_00754	Prbg.g_00053
OG0000106	Syaq.g_01863	Prbg.g_00388
OG0000107	Syaq.g_00694	Prbg.g_01714
OG0000108	Syaq.g_01772	Prbg.g_00199
OG0000109	Syaq.g_01788	Prbg.g_00213
OG0000110	Syaq.g_01962	Prbg.g_00293
OG0000111	Syaq.g_02606	Prbg.g_01144
OG0000112	Syaq.g_02476	Prbg.g_00366
OG0000114	Syaq.g_02269	Prbg.g_01084
OG0000115	Syaq.g_00395	Prbg.g_01555
OG0000116	Syaq.g_00263	Prbg.g_01497
OG0000117	Syaq.g_00203	Prbg.g_01459
OG0000118	Syaq.g_00325, Syaq.g_00316	Prbg.g_00490
OG0000120	Syaq.g_00883	Prbg.g_00549
OG0000121	Syaq.g_00375	Prbg.g_00593
OG0000122	Syaq.g_02118	Prbg.g_00448, Prbg.g_00634
OG0000123	Syaq.g_00599	Prbg.g_01792
OG0000124	Syaq.g_01055	Prbg.g_01864
OG0000125	Syaq.g_01256	Prbg.g_01900
OG0000126	Syaq.g_01156	Prbg.g_00762
OG0000128	Syaq.g_01138	Prbg.g_00778
OG0000129	Syaq.g_01269	Prbg.g_00829
OG0000130	Syaq.g_01559	Prbg.g_00800
OG0000131	Syaq.g_01427, Syaq.g_01424	Prbg.g_00922
OG0000132	Syaq.g_01036, Syaq.g_01404	Prbg.g_00942
OG0000133	Syaq.g_02481	Prbg.g_00100
OG0000134	Syaq.g_00526	Prbg.g_00139
OG0000135	Syaq.g_01227	Prbg.g_00459
OG0000136	Syaq.g_00496	Prbg.g_00161
OG0000137	Syaq.g_00442	Prbg.g_00194
OG0000138	Syaq.g_01789	Prbg.g_00214
OG0000139	Syaq.g_01844	Prbg.g_00254
OG0000140	Syaq.g_01848	Prbg.g_00255
OG0000141	Syaq.g_02010	Prbg.g_00327
OG0000142	Syaq.g_02082	Prbg.g_01422
OG0000143	Syaq.g_02086	Prbg.g_01418
OG0000144	Syaq.g_02152	Prbg.g_01404
OG0000145	Syaq.g_01796	Prbg.g_00461
OG0000146	Syaq.g_02475	Prbg.g_00365
OG0000147	Syaq.g_02474	Prbg.g_00364
OG0000148	Syaq.g_02359	Prbg.g_01176
OG0000149	Syaq.g_02395	Prbg.g_01208
OG0000150	Syaq.g_02011	Prbg.g_01218
OG0000151	Syaq.g_02283	Prbg.g_01094
OG0000152	Syaq.g_02485	Prbg.g_01287
OG0000153	Syaq.g_02518	Prbg.g_01306
OG0000154	Syaq.g_00066	Prbg.g_01326
OG0000155	Syaq.g_00212	Prbg.g_01465
OG0000156	Syaq.g_00281	Prbg.g_00466
OG0000157	Syaq.g_00282	Prbg.g_00467
OG0000158	Syaq.g_01003	Prbg.g_01829
OG0000160	Syaq.g_00374	Prbg.g_00592
OG0000161	Syaq.g_00382	Prbg.g_00598
OG0000162	Syaq.g_00389	Prbg.g_00604
OG0000163	Syaq.g_02373, Syaq.g_01730	Prbg.g_00643
OG0000164	Syaq.g_01642	Prbg.g_01674
OG0000165	Syaq.g_01630	Prbg.g_01681
OG0000166	Syaq.g_00647	Prbg.g_01748
OG0000167	Syaq.g_00983	Prbg.g_01819
OG0000168	Syaq.g_01004	Prbg.g_01830
OG0000169	Syaq.g_01016	Prbg.g_01840
OG0000170	Syaq.g_01023	Prbg.g_01843
OG0000171	Syaq.g_01052	Prbg.g_01863
OG0000172	Syaq.g_01074	Prbg.g_01870
OG0000173	Syaq.g_01092	Prbg.g_01885
OG0000174	Syaq.g_01224	Prbg.g_01915
OG0000175	Syaq.g_01183	Prbg.g_01928
OG0000176	Syaq.g_01146	Prbg.g_00771
OG0000177	Syaq.g_01145	Prbg.g_00772
OG0000178	Syaq.g_01144	Prbg.g_00773
OG0000179	Syaq.g_01129	Prbg.g_00858
OG0000180	Syaq.g_01128	Prbg.g_00857
OG0000181	Syaq.g_01127	Prbg.g_00856
OG0000182	Syaq.g_01126	Prbg.g_00855
OG0000183	Syaq.g_01122	Prbg.g_00851
OG0000184	Syaq.g_01277	Prbg.g_00825
OG0000185	Syaq.g_01290	Prbg.g_00822
OG0000186	Syaq.g_01563	Prbg.g_00806
OG0000187	Syaq.g_01561	Prbg.g_00805
OG0000188	Syaq.g_01539	Prbg.g_00788
OG0000189	Syaq.g_01499, Syaq.g_00122	Prbg.g_00866
OG0000190	Syaq.g_01497	Prbg.g_00868
OG0000191	Syaq.g_01467	Prbg.g_00891
OG0000192	Syaq.g_01462	Prbg.g_00896
OG0000193	Syaq.g_01423	Prbg.g_00923
OG0000194	Syaq.g_01420	Prbg.g_00926
OG0000195	Syaq.g_01418	Prbg.g_00928
OG0000196	Syaq.g_01407	Prbg.g_00939
OG0000197	Syaq.g_01406	Prbg.g_00940
OG0000198	Syaq.g_01405	Prbg.g_00941
OG0000199	Syaq.g_01398	Prbg.g_00948
OG0000200	Syaq.g_01382	Prbg.g_00962
OG0000201	Syaq.g_01365	Prbg.g_00971
OG0000202	Syaq.g_01364	Prbg.g_00972
OG0000203	Syaq.g_01363	Prbg.g_00973
OG0000204	Syaq.g_01362	Prbg.g_00974
OG0000205	Syaq.g_01355	Prbg.g_00981
OG0000206	Syaq.g_01345	Prbg.g_00986
OG0000207	Syaq.g_01338	Prbg.g_00989
OG0000208	Syaq.g_01337	Prbg.g_00990
OG0000209	Syaq.g_01310	Prbg.g_00999
OG0000210	Syaq.g_01309	Prbg.g_01000
OG0000211	Syaq.g_01570	Prbg.g_01015
OG0000212	Syaq.g_01586	Prbg.g_01023
OG0000213	Syaq.g_00729	Prbg.g_01041
OG0000214	Syaq.g_00745	Prbg.g_00046
OG0000215	Syaq.g_00777	Prbg.g_00073
OG0000216	Syaq.g_00781	Prbg.g_00074
OG0000217	Syaq.g_00844	Prbg.g_00077
OG0000218	Syaq.g_00846	Prbg.g_00079
OG0000219	Syaq.g_00847	Prbg.g_00080
OG0000220	Syaq.g_00848	Prbg.g_00081
OG0000221	Syaq.g_00856	Prbg.g_00082
OG0000222	Syaq.g_00868	Prbg.g_00089
OG0000223	Syaq.g_00946	Prbg.g_00101
OG0000224	Syaq.g_00950	Prbg.g_00103
OG0000225	Syaq.g_00543	Prbg.g_00129
OG0000226	Syaq.g_00536	Prbg.g_01941
OG0000227	Syaq.g_00534	Prbg.g_01943
OG0000228	Syaq.g_00531	Prbg.g_00136
OG0000229	Syaq.g_00501	Prbg.g_00156
OG0000230	Syaq.g_00499	Prbg.g_00158
OG0000231	Syaq.g_00485	Prbg.g_00169
OG0000232	Syaq.g_00472	Prbg.g_00180
OG0000233	Syaq.g_00464	Prbg.g_00186
OG0000234	Syaq.g_00440	Prbg.g_00195
OG0000235	Syaq.g_01771	Prbg.g_00198
OG0000236	Syaq.g_01787	Prbg.g_00212
OG0000237	Syaq.g_01805	Prbg.g_00225
OG0000238	Syaq.g_01810	Prbg.g_00231
OG0000239	Syaq.g_01826	Prbg.g_00242
OG0000240	Syaq.g_01827	Prbg.g_00243
OG0000241	Syaq.g_02074	Prbg.g_00247
OG0000242	Syaq.g_01836	Prbg.g_00249
OG0000243	Syaq.g_01922	Prbg.g_00260
OG0000244	Syaq.g_01928	Prbg.g_00264
OG0000245	Syaq.g_01930	Prbg.g_00266
OG0000246	Syaq.g_01934	Prbg.g_00270
OG0000247	Syaq.g_01945	Prbg.g_00280
OG0000248	Syaq.g_01948	Prbg.g_00283
OG0000249	Syaq.g_01950	Prbg.g_00285
OG0000250	Syaq.g_01958	Prbg.g_00290
OG0000251	Syaq.g_01984	Prbg.g_00310
OG0000252	Syaq.g_01987	Prbg.g_00313
OG0000253	Syaq.g_01989	Prbg.g_00314
OG0000254	Syaq.g_02016	Prbg.g_00331
OG0000255	Syaq.g_02041	Prbg.g_00337
OG0000256	Syaq.g_02068	Prbg.g_00347
OG0000257	Syaq.g_02073	Prbg.g_01427
OG0000258	Syaq.g_02095	Prbg.g_01413
OG0000259	Syaq.g_02239	Prbg.g_01396
OG0000260	Syaq.g_02242	Prbg.g_01393
OG0000261	Syaq.g_02245	Prbg.g_01390
OG0000262	Syaq.g_02250	Prbg.g_01386
OG0000263	Syaq.g_00185	Prbg.g_01122
OG0000264	Syaq.g_02582	Prbg.g_01133
OG0000266	Syaq.g_00037	Prbg.g_01367
OG0000267	Syaq.g_02430	Prbg.g_01355
OG0000268	Syaq.g_02431	Prbg.g_01354
OG0000269	Syaq.g_02335	Prbg.g_01154
OG0000270	Syaq.g_02338	Prbg.g_01157
OG0000271	Syaq.g_02346	Prbg.g_01165
OG0000272	Syaq.g_02347	Prbg.g_01166
OG0000273	Syaq.g_02376	Prbg.g_01190
OG0000274	Syaq.g_02377	Prbg.g_01191
OG0000275	Syaq.g_02380	Prbg.g_01194
OG0000276	Syaq.g_02387	Prbg.g_01200
OG0000277	Syaq.g_02388	Prbg.g_01201
OG0000278	Syaq.g_02391	Prbg.g_01204
OG0000279	Syaq.g_02401	Prbg.g_01211
OG0000280	Syaq.g_02410	Prbg.g_01212
OG0000281	Syaq.g_02224	Prbg.g_01219
OG0000282	Syaq.g_02271	Prbg.g_01086
OG0000283	Syaq.g_02445	Prbg.g_01263
OG0000284	Syaq.g_02450	Prbg.g_01268
OG0000285	Syaq.g_02466	Prbg.g_01273
OG0000286	Syaq.g_02484	Prbg.g_01286
OG0000287	Syaq.g_02511	Prbg.g_01552
OG0000288	Syaq.g_00067	Prbg.g_01325
OG0000289	Syaq.g_00053	Prbg.g_01341
OG0000290	Syaq.g_02682	Prbg.g_01237
OG0000291	Syaq.g_02680	Prbg.g_01235
OG0000292	Syaq.g_01157	Prbg.g_01531
OG0000293	Syaq.g_00262	Prbg.g_01496
OG0000294	Syaq.g_00261	Prbg.g_01495
OG0000295	Syaq.g_00220	Prbg.g_01472
OG0000296	Syaq.g_00218	Prbg.g_01470
OG0000297	Syaq.g_00205	Prbg.g_01461
OG0000298	Syaq.g_00204	Prbg.g_01460
OG0000299	Syaq.g_00171	Prbg.g_01441
OG0000300	Syaq.g_00164	Prbg.g_01438
OG0000301	Syaq.g_00163	Prbg.g_01437
OG0000302	Syaq.g_00162	Prbg.g_01435
OG0000303	Syaq.g_00152	Prbg.g_01429
OG0000304	Syaq.g_00146	Prbg.g_00352
OG0000305	Syaq.g_02677	Prbg.g_01529
OG0000306	Syaq.g_01861	Prbg.g_01223
OG0000307	Syaq.g_01754	Prbg.g_00538
OG0000308	Syaq.g_01752	Prbg.g_00539
OG0000309	Syaq.g_01747	Prbg.g_00543
OG0000310	Syaq.g_00347	Prbg.g_00577
OG0000311	Syaq.g_00352	Prbg.g_00579
OG0000312	Syaq.g_00359	Prbg.g_00582
OG0000313	Syaq.g_00379	Prbg.g_00595
OG0000314	Syaq.g_00408	Prbg.g_00618
OG0000315	Syaq.g_00418	Prbg.g_00628
OG0000316	Syaq.g_01716	Prbg.g_00653
OG0000317	Syaq.g_01675	Prbg.g_01647
OG0000318	Syaq.g_01672	Prbg.g_01651
OG0000319	Syaq.g_01657	Prbg.g_01664
OG0000320	Syaq.g_01655	Prbg.g_01666
OG0000321	Syaq.g_01654	Prbg.g_01667
OG0000322	Syaq.g_01653	Prbg.g_01668
OG0000323	Syaq.g_01638	Prbg.g_01677
OG0000324	Syaq.g_01605	Prbg.g_01704
OG0000325	Syaq.g_00693	Prbg.g_01715
OG0000326	Syaq.g_00686	Prbg.g_01722
OG0000327	Syaq.g_00652	Prbg.g_01743
OG0000328	Syaq.g_00651	Prbg.g_01744
OG0000329	Syaq.g_00633	Prbg.g_01761
OG0000330	Syaq.g_00632	Prbg.g_01762
OG0000331	Syaq.g_00631	Prbg.g_01763
OG0000332	Syaq.g_00616	Prbg.g_01777
OG0000333	Syaq.g_00613	Prbg.g_01779
OG0000334	Syaq.g_00603	Prbg.g_01788
OG0000335	Syaq.g_00598	Prbg.g_01793
OG0000336	Syaq.g_00594	Prbg.g_01797
OG0000337	Syaq.g_00975	Prbg.g_01815
OG0000338	Syaq.g_00981	Prbg.g_01816
OG0000339	Syaq.g_00988	Prbg.g_01822
OG0000340	Syaq.g_01005	Prbg.g_01831
OG0000341	Syaq.g_01007	Prbg.g_01833
OG0000342	Syaq.g_01008	Prbg.g_01834
OG0000343	Syaq.g_01010	Prbg.g_01835
OG0000344	Syaq.g_01014	Prbg.g_01838
OG0000345	Syaq.g_01024	Prbg.g_01844
OG0000346	Syaq.g_01029	Prbg.g_01848
OG0000347	Syaq.g_01057	Prbg.g_01865
OG0000348	Syaq.g_01070	Prbg.g_01873
OG0000349	Syaq.g_01099	Prbg.g_01891
OG0000350	Syaq.g_00679	Prbg.g_00419
OG0000351	Syaq.g_01179	Prbg.g_01931
OG0000352	Syaq.g_01178	Prbg.g_01932
OG0000353	Syaq.g_01151	Prbg.g_00766
OG0000355	Syaq.g_01149	Prbg.g_00768
OG0000356	Syaq.g_01148	Prbg.g_00769
OG0000357	Syaq.g_01147	Prbg.g_00770
OG0000358	Syaq.g_01143	Prbg.g_00774
OG0000359	Syaq.g_01141	Prbg.g_00775
OG0000360	Syaq.g_01140	Prbg.g_00776
OG0000361	Syaq.g_01139	Prbg.g_00777
OG0000362	Syaq.g_01137	Prbg.g_00779
OG0000363	Syaq.g_01135	Prbg.g_00860
OG0000364	Syaq.g_01134	Prbg.g_00859
OG0000365	Syaq.g_01125	Prbg.g_00854
OG0000366	Syaq.g_01124	Prbg.g_00853
OG0000367	Syaq.g_01123	Prbg.g_00852
OG0000368	Syaq.g_01121	Prbg.g_00850
OG0000369	Syaq.g_01120	Prbg.g_00849
OG0000370	Syaq.g_01119	Prbg.g_00848
OG0000371	Syaq.g_01111	Prbg.g_00841
OG0000372	Syaq.g_01106	Prbg.g_00838
OG0000373	Syaq.g_01105	Prbg.g_00837
OG0000374	Syaq.g_01104	Prbg.g_00836
OG0000375	Syaq.g_01103	Prbg.g_00834
OG0000376	Syaq.g_01101	Prbg.g_00832
OG0000377	Syaq.g_01270	Prbg.g_00828
OG0000378	Syaq.g_01286	Prbg.g_00824
OG0000379	Syaq.g_01291	Prbg.g_00821
OG0000380	Syaq.g_01560	Prbg.g_00804
OG0000381	Syaq.g_01558	Prbg.g_00799
OG0000382	Syaq.g_01540	Prbg.g_00789
OG0000383	Syaq.g_01535	Prbg.g_00787
OG0000384	Syaq.g_01534	Prbg.g_00786
OG0000385	Syaq.g_01533	Prbg.g_00785
OG0000386	Syaq.g_01532	Prbg.g_00784
OG0000387	Syaq.g_01495	Prbg.g_00870
OG0000388	Syaq.g_01491	Prbg.g_00874
OG0000389	Syaq.g_01488	Prbg.g_00877
OG0000390	Syaq.g_01473	Prbg.g_00887
OG0000391	Syaq.g_01468	Prbg.g_00890
OG0000392	Syaq.g_01463	Prbg.g_00894
OG0000393	Syaq.g_01460	Prbg.g_00897
OG0000394	Syaq.g_01459	Prbg.g_00898
OG0000395	Syaq.g_01458	Prbg.g_00899
OG0000396	Syaq.g_01455	Prbg.g_00901
OG0000397	Syaq.g_01453	Prbg.g_00903
OG0000398	Syaq.g_01448	Prbg.g_00906
OG0000399	Syaq.g_01447	Prbg.g_00907
OG0000400	Syaq.g_01446	Prbg.g_00908
OG0000401	Syaq.g_01445	Prbg.g_00909
OG0000402	Syaq.g_01443	Prbg.g_01349
OG0000403	Syaq.g_01442	Prbg.g_00911
OG0000404	Syaq.g_01440	Prbg.g_00912
OG0000405	Syaq.g_01429	Prbg.g_00916
OG0000406	Syaq.g_01422	Prbg.g_00924
OG0000407	Syaq.g_01421	Prbg.g_00925
OG0000408	Syaq.g_01419	Prbg.g_00927
OG0000409	Syaq.g_01417	Prbg.g_00929
OG0000410	Syaq.g_01416	Prbg.g_00930
OG0000411	Syaq.g_01415	Prbg.g_00931
OG0000412	Syaq.g_01414	Prbg.g_00932
OG0000413	Syaq.g_01412	Prbg.g_00934
OG0000414	Syaq.g_01411	Prbg.g_00935
OG0000415	Syaq.g_01410	Prbg.g_00936
OG0000416	Syaq.g_01409	Prbg.g_00937
OG0000417	Syaq.g_01408	Prbg.g_00938
OG0000418	Syaq.g_01403	Prbg.g_00943
OG0000419	Syaq.g_01401	Prbg.g_00945
OG0000420	Syaq.g_01400	Prbg.g_00946
OG0000421	Syaq.g_01395	Prbg.g_00951
OG0000422	Syaq.g_01394	Prbg.g_00952
OG0000423	Syaq.g_01393	Prbg.g_00953
OG0000424	Syaq.g_01392	Prbg.g_00954
OG0000425	Syaq.g_01391	Prbg.g_00955
OG0000426	Syaq.g_01390	Prbg.g_00956
OG0000427	Syaq.g_01389	Prbg.g_00957
OG0000428	Syaq.g_01386	Prbg.g_00959
OG0000429	Syaq.g_01384	Prbg.g_00960
OG0000430	Syaq.g_01383	Prbg.g_00961
OG0000431	Syaq.g_01380	Prbg.g_00963
OG0000432	Syaq.g_01374	Prbg.g_00967
OG0000433	Syaq.g_01369	Prbg.g_00968
OG0000434	Syaq.g_01368	Prbg.g_00969
OG0000435	Syaq.g_01367	Prbg.g_00970
OG0000436	Syaq.g_01361	Prbg.g_00975
OG0000437	Syaq.g_01360	Prbg.g_00976
OG0000438	Syaq.g_01359	Prbg.g_00977
OG0000439	Syaq.g_01357	Prbg.g_00979
OG0000440	Syaq.g_01356	Prbg.g_00980
OG0000441	Syaq.g_01352	Prbg.g_00983
OG0000442	Syaq.g_01350	Prbg.g_00984
OG0000443	Syaq.g_01347	Prbg.g_00985
OG0000444	Syaq.g_01333	Prbg.g_00991
OG0000445	Syaq.g_01332	Prbg.g_00992
OG0000446	Syaq.g_01330	Prbg.g_00993
OG0000447	Syaq.g_01328	Prbg.g_00994
OG0000448	Syaq.g_01327	Prbg.g_00995
OG0000449	Syaq.g_01320	Prbg.g_00996
OG0000450	Syaq.g_01313	Prbg.g_00997
OG0000451	Syaq.g_01312	Prbg.g_00998
OG0000452	Syaq.g_01308	Prbg.g_01001
OG0000453	Syaq.g_01307	Prbg.g_01002
OG0000454	Syaq.g_01306	Prbg.g_01003
OG0000455	Syaq.g_01305	Prbg.g_01004
OG0000456	Syaq.g_01304	Prbg.g_01005
OG0000457	Syaq.g_01302	Prbg.g_01007
OG0000458	Syaq.g_01299	Prbg.g_01008
OG0000459	Syaq.g_01298	Prbg.g_01009
OG0000460	Syaq.g_01577	Prbg.g_01017
OG0000461	Syaq.g_00707	Prbg.g_01025
OG0000462	Syaq.g_00710	Prbg.g_01027
OG0000463	Syaq.g_00711	Prbg.g_01028
OG0000464	Syaq.g_00712	Prbg.g_01029
OG0000465	Syaq.g_00714	Prbg.g_01030
OG0000466	Syaq.g_00718	Prbg.g_01033
OG0000467	Syaq.g_00720	Prbg.g_01034
OG0000468	Syaq.g_00725	Prbg.g_01037
OG0000469	Syaq.g_00739	Prbg.g_01045
OG0000470	Syaq.g_00741	Prbg.g_00042
OG0000471	Syaq.g_00742	Prbg.g_00043
OG0000472	Syaq.g_00744	Prbg.g_00045
OG0000473	Syaq.g_00746	Prbg.g_00047
OG0000474	Syaq.g_00747	Prbg.g_00048
OG0000475	Syaq.g_00748	Prbg.g_00049
OG0000476	Syaq.g_00750	Prbg.g_00051
OG0000477	Syaq.g_00756	Prbg.g_00054
OG0000478	Syaq.g_00757	Prbg.g_00055
OG0000479	Syaq.g_00759	Prbg.g_00056
OG0000480	Syaq.g_00766	Prbg.g_00061
OG0000481	Syaq.g_00768	Prbg.g_00064
OG0000482	Syaq.g_00769	Prbg.g_00065
OG0000483	Syaq.g_00773	Prbg.g_00068
OG0000484	Syaq.g_00774	Prbg.g_00069
OG0000485	Syaq.g_00775	Prbg.g_00071
OG0000486	Syaq.g_00776	Prbg.g_00072
OG0000487	Syaq.g_00782	Prbg.g_00075
OG0000488	Syaq.g_00845	Prbg.g_00078
OG0000489	Syaq.g_00857	Prbg.g_00083
OG0000490	Syaq.g_00864	Prbg.g_00087
OG0000491	Syaq.g_00865	Prbg.g_00088
OG0000492	Syaq.g_00869	Prbg.g_00090
OG0000493	Syaq.g_00870	Prbg.g_00091
OG0000494	Syaq.g_00871	Prbg.g_00092
OG0000495	Syaq.g_00872	Prbg.g_00093
OG0000496	Syaq.g_00873	Prbg.g_00094
OG0000497	Syaq.g_00874	Prbg.g_00095
OG0000498	Syaq.g_00875	Prbg.g_00096
OG0000499	Syaq.g_00876	Prbg.g_00097
OG0000500	Syaq.g_00877	Prbg.g_00098
OG0000501	Syaq.g_00880	Prbg.g_00099
OG0000502	Syaq.g_00953	Prbg.g_00102
OG0000503	Syaq.g_00559	Prbg.g_00117
OG0000504	Syaq.g_00557	Prbg.g_00119
OG0000505	Syaq.g_00556	Prbg.g_00120
OG0000506	Syaq.g_00554	Prbg.g_00121
OG0000507	Syaq.g_00548	Prbg.g_00124
OG0000508	Syaq.g_00544	Prbg.g_00128
OG0000509	Syaq.g_00542	Prbg.g_00130
OG0000510	Syaq.g_00538	Prbg.g_00131
OG0000511	Syaq.g_00537	Prbg.g_00132
OG0000512	Syaq.g_00535	Prbg.g_01942
OG0000513	Syaq.g_00525	Prbg.g_00140
OG0000514	Syaq.g_00514	Prbg.g_00151
OG0000515	Syaq.g_00513	Prbg.g_00152
OG0000516	Syaq.g_00509	Prbg.g_00153
OG0000517	Syaq.g_00502	Prbg.g_00155
OG0000518	Syaq.g_00490	Prbg.g_00166
OG0000519	Syaq.g_00489	Prbg.g_00167
OG0000520	Syaq.g_00488	Prbg.g_00168
OG0000521	Syaq.g_00477	Prbg.g_00176
OG0000522	Syaq.g_00475	Prbg.g_00178
OG0000523	Syaq.g_00474	Prbg.g_00179
OG0000524	Syaq.g_00469	Prbg.g_00184
OG0000525	Syaq.g_00450	Prbg.g_00188
OG0000526	Syaq.g_00448	Prbg.g_00189
OG0000527	Syaq.g_00444	Prbg.g_00192
OG0000528	Syaq.g_01768	Prbg.g_00197
OG0000529	Syaq.g_01773	Prbg.g_00200
OG0000530	Syaq.g_01776	Prbg.g_00203
OG0000531	Syaq.g_01777	Prbg.g_00204
OG0000532	Syaq.g_01780	Prbg.g_00206
OG0000533	Syaq.g_01782	Prbg.g_00207
OG0000534	Syaq.g_01783	Prbg.g_00208
OG0000535	Syaq.g_01784	Prbg.g_00209
OG0000536	Syaq.g_01785	Prbg.g_00210
OG0000537	Syaq.g_01786	Prbg.g_00211
OG0000538	Syaq.g_01798	Prbg.g_00220
OG0000539	Syaq.g_01799	Prbg.g_00221
OG0000540	Syaq.g_01800	Prbg.g_00222
OG0000541	Syaq.g_01801	Prbg.g_00223
OG0000542	Syaq.g_01804	Prbg.g_00224
OG0000543	Syaq.g_01806	Prbg.g_00226
OG0000544	Syaq.g_01807, Syaq.g_02567	Prbg.g_00227
OG0000545	Syaq.g_01809	Prbg.g_00229
OG0000546	Syaq.g_01811	Prbg.g_00232
OG0000547	Syaq.g_01813	Prbg.g_00234
OG0000548	Syaq.g_01814	Prbg.g_00235
