Orthogroup	Syaq	Syag
OG0000098	Syaq.g_01849	Syag.g_01445
OG0000099	Syaq.g_00882	Syag.g_02536
OG0000100	Syaq.g_02371	Syag.g_00704
OG0000101	Syaq.g_00607	Syag.g_02773
OG0000102	Syaq.g_01033	Syag.g_02387
OG0000103	Syaq.g_01170	Syag.g_02253
OG0000104	Syaq.g_01154	Syag.g_02268
OG0000105	Syaq.g_00754	Syag.g_02606
OG0000106	Syaq.g_01863	Syag.g_00462
OG0000107	Syaq.g_00694	Syag.g_02689
OG0000108	Syaq.g_01772	Syag.g_01528
OG0000109	Syaq.g_01788	Syag.g_01512
OG0000110	Syaq.g_01962	Syag.g_00303
OG0000111	Syaq.g_02606	Syag.g_00984
OG0000112	Syaq.g_02476	Syag.g_00801
OG0000114	Syaq.g_02269	Syag.g_00609
OG0000115	Syaq.g_00395	Syag.g_01397
OG0000116	Syaq.g_00263	Syag.g_01156
OG0000117	Syaq.g_00203	Syag.g_01097
OG0000118	Syaq.g_00325, Syaq.g_00316	Syag.g_01232
OG0000120	Syaq.g_00883	Syag.g_02535
OG0000121	Syaq.g_00375	Syag.g_01414
OG0000122	Syaq.g_02118	Syag.g_00446
OG0000123	Syaq.g_00599	Syag.g_02781
OG0000124	Syaq.g_01055	Syag.g_02367
OG0000125	Syaq.g_01256	Syag.g_02136, Syag.g_02134
OG0000126	Syaq.g_01156	Syag.g_02266
OG0000128	Syaq.g_01138	Syag.g_02284
OG0000129	Syaq.g_01269	Syag.g_02121
OG0000130	Syaq.g_01559	Syag.g_01819
OG0000131	Syaq.g_01427, Syaq.g_01424	Syag.g_01951
OG0000132	Syaq.g_01404	Syag.g_01972
OG0000133	Syaq.g_02481	Syag.g_00806
OG0000134	Syaq.g_00526	Syag.g_00008
OG0000135	Syaq.g_01227	Syag.g_02171
OG0000136	Syaq.g_00496	Syag.g_00038
OG0000137	Syaq.g_00442	Syag.g_01356
OG0000138	Syaq.g_01789	Syag.g_01511
OG0000139	Syaq.g_01844	Syag.g_01448
OG0000140	Syaq.g_01848	Syag.g_01446
OG0000141	Syaq.g_02010	Syag.g_00351
OG0000142	Syaq.g_02082	Syag.g_00410
OG0000143	Syaq.g_02086	Syag.g_00414
OG0000144	Syaq.g_02152	Syag.g_00493
OG0000145	Syaq.g_01796	Syag.g_01504
OG0000146	Syaq.g_02475	Syag.g_00800
OG0000147	Syaq.g_02474	Syag.g_00799
OG0000148	Syaq.g_02359	Syag.g_00693
OG0000149	Syaq.g_02395	Syag.g_00731
OG0000150	Syaq.g_02011	Syag.g_00352
OG0000151	Syaq.g_02283	Syag.g_00623
OG0000152	Syaq.g_02485	Syag.g_00810
OG0000153	Syaq.g_02518	Syag.g_00845
OG0000154	Syaq.g_00066	Syag.g_00870
OG0000155	Syaq.g_00212	Syag.g_01107
OG0000156	Syaq.g_00281	Syag.g_01166
OG0000157	Syaq.g_00282	Syag.g_01167
OG0000158	Syaq.g_01003	Syag.g_02422
OG0000160	Syaq.g_00374	Syag.g_01415
OG0000161	Syaq.g_00382	Syag.g_01409
OG0000162	Syaq.g_00389	Syag.g_01402
OG0000163	Syaq.g_02373	Syag.g_00706
OG0000163	Syaq.g_01730	Syag.g_01618
OG0000164	Syaq.g_01642	Syag.g_01725
OG0000165	Syaq.g_01630	Syag.g_01733
OG0000166	Syaq.g_00647	Syag.g_02733
OG0000167	Syaq.g_00983	Syag.g_02437
OG0000168	Syaq.g_01004	Syag.g_02417
OG0000169	Syaq.g_01016	Syag.g_02405
OG0000170	Syaq.g_01023	Syag.g_02398
OG0000171	Syaq.g_01052	Syag.g_02368
OG0000172	Syaq.g_01074	Syag.g_02360
OG0000173	Syaq.g_01092	Syag.g_02337
OG0000174	Syaq.g_01224	Syag.g_02175
OG0000175	Syaq.g_01183	Syag.g_02240
OG0000176	Syaq.g_01146	Syag.g_02276
OG0000177	Syaq.g_01145	Syag.g_02277
OG0000178	Syaq.g_01144	Syag.g_02278
OG0000179	Syaq.g_01129	Syag.g_02293
OG0000180	Syaq.g_01128	Syag.g_02294
OG0000181	Syaq.g_01127	Syag.g_02295
OG0000182	Syaq.g_01126	Syag.g_02296
OG0000183	Syaq.g_01122	Syag.g_02300
OG0000184	Syaq.g_01277	Syag.g_02110
OG0000185	Syaq.g_01290	Syag.g_02092
OG0000186	Syaq.g_01563	Syag.g_01815
OG0000187	Syaq.g_01561	Syag.g_01816
OG0000188	Syaq.g_01539	Syag.g_01839
OG0000189	Syaq.g_01499, Syaq.g_00122	Syag.g_01872
OG0000190	Syaq.g_01497	Syag.g_01874
OG0000191	Syaq.g_01467	Syag.g_01909
OG0000192	Syaq.g_01462	Syag.g_01915
OG0000193	Syaq.g_01423	Syag.g_01952
OG0000194	Syaq.g_01420	Syag.g_01955
OG0000195	Syaq.g_01418	Syag.g_01957
OG0000196	Syaq.g_01407	Syag.g_01968
OG0000197	Syaq.g_01406	Syag.g_01969
OG0000198	Syaq.g_01405	Syag.g_01971
OG0000199	Syaq.g_01398	Syag.g_01979
OG0000200	Syaq.g_01382	Syag.g_01996
OG0000201	Syaq.g_01365	Syag.g_02019, Syag.g_02023
OG0000202	Syaq.g_01364	Syag.g_02024
OG0000203	Syaq.g_01363	Syag.g_02025
OG0000204	Syaq.g_01362	Syag.g_02020, Syag.g_02026
OG0000205	Syaq.g_01355	Syag.g_02035
OG0000206	Syaq.g_01345	Syag.g_02047
OG0000207	Syaq.g_01338	Syag.g_02051
OG0000208	Syaq.g_01337	Syag.g_02052
OG0000209	Syaq.g_01310	Syag.g_02069
OG0000210	Syaq.g_01309	Syag.g_02070
OG0000211	Syaq.g_01570	Syag.g_01788
OG0000212	Syaq.g_01586	Syag.g_01777
OG0000213	Syaq.g_00729	Syag.g_02632
OG0000214	Syaq.g_00745	Syag.g_02615
OG0000215	Syaq.g_00777	Syag.g_02584
OG0000216	Syaq.g_00781	Syag.g_02580
OG0000217	Syaq.g_00844	Syag.g_02576
OG0000218	Syaq.g_00846	Syag.g_02574
OG0000219	Syaq.g_00847	Syag.g_02573
OG0000220	Syaq.g_00848	Syag.g_02572
OG0000221	Syaq.g_00856	Syag.g_02566
OG0000222	Syaq.g_00868	Syag.g_02550
OG0000223	Syaq.g_00946	Syag.g_02475
OG0000224	Syaq.g_00950	Syag.g_02471
OG0000225	Syaq.g_00543	Syag.g_02861
OG0000226	Syaq.g_00536	Syag.g_02865
OG0000227	Syaq.g_00534	Syag.g_02867
OG0000228	Syaq.g_00531	Syag.g_00004
OG0000229	Syaq.g_00501	Syag.g_00033
OG0000230	Syaq.g_00499	Syag.g_00035
OG0000231	Syaq.g_00485	Syag.g_00048
OG0000232	Syaq.g_00472	Syag.g_00059
OG0000233	Syaq.g_00464	Syag.g_01330
OG0000234	Syaq.g_00440	Syag.g_01358
OG0000235	Syaq.g_01771	Syag.g_01529
OG0000236	Syaq.g_01787	Syag.g_01513
OG0000237	Syaq.g_01805	Syag.g_01495
OG0000238	Syaq.g_01810	Syag.g_01490
OG0000239	Syaq.g_01826	Syag.g_01472
OG0000240	Syaq.g_01827	Syag.g_01471
OG0000241	Syaq.g_02074	Syag.g_00396
OG0000242	Syaq.g_01836	Syag.g_01456
OG0000243	Syaq.g_01922	Syag.g_00255
OG0000244	Syaq.g_01928	Syag.g_00268
OG0000245	Syaq.g_01930	Syag.g_00270
OG0000246	Syaq.g_01934	Syag.g_00274
OG0000247	Syaq.g_01945	Syag.g_00286
OG0000248	Syaq.g_01948	Syag.g_00289
OG0000249	Syaq.g_01950	Syag.g_00291
OG0000250	Syaq.g_01958	Syag.g_00299
OG0000251	Syaq.g_01984	Syag.g_00328
OG0000252	Syaq.g_01987	Syag.g_00331
OG0000253	Syaq.g_01989	Syag.g_00333
OG0000254	Syaq.g_02016	Syag.g_00356
OG0000255	Syaq.g_02041	Syag.g_00369
OG0000256	Syaq.g_02068	Syag.g_00385
OG0000257	Syaq.g_02073	Syag.g_00395
OG0000258	Syaq.g_02095	Syag.g_00423
OG0000259	Syaq.g_02239	Syag.g_00560
OG0000260	Syaq.g_02242	Syag.g_00570
OG0000261	Syaq.g_02245	Syag.g_00581
OG0000262	Syaq.g_02250	Syag.g_00586
OG0000263	Syaq.g_00185	Syag.g_01079
OG0000264	Syaq.g_02582	Syag.g_01011
OG0000266	Syaq.g_00037	Syag.g_00907
OG0000267	Syaq.g_02430	Syag.g_00762
OG0000268	Syaq.g_02431	Syag.g_00763
OG0000269	Syaq.g_02335	Syag.g_00662
OG0000270	Syaq.g_02338	Syag.g_00665
OG0000271	Syaq.g_02346	Syag.g_00673
OG0000273	Syaq.g_02376	Syag.g_00713
OG0000274	Syaq.g_02377	Syag.g_00714
OG0000275	Syaq.g_02380	Syag.g_00717
OG0000276	Syaq.g_02387	Syag.g_00723
OG0000277	Syaq.g_02388	Syag.g_00724
OG0000278	Syaq.g_02391	Syag.g_00727
OG0000279	Syaq.g_02401	Syag.g_00735
OG0000280	Syaq.g_02410	Syag.g_00741
OG0000281	Syaq.g_02224	Syag.g_00572
OG0000282	Syaq.g_02271	Syag.g_00611
OG0000283	Syaq.g_02445	Syag.g_00775
OG0000284	Syaq.g_02450	Syag.g_00780
OG0000285	Syaq.g_02466	Syag.g_00791
OG0000286	Syaq.g_02484	Syag.g_00809
OG0000287	Syaq.g_02511	Syag.g_00838
OG0000288	Syaq.g_00067	Syag.g_00869
OG0000289	Syaq.g_00053	Syag.g_00884
OG0000290	Syaq.g_02682	Syag.g_00970
OG0000291	Syaq.g_02680	Syag.g_00972
OG0000292	Syaq.g_01157	Syag.g_02265
OG0000293	Syaq.g_00262	Syag.g_01155
OG0000294	Syaq.g_00261	Syag.g_01154
OG0000295	Syaq.g_00220	Syag.g_01115
OG0000296	Syaq.g_00218	Syag.g_01113
OG0000297	Syaq.g_00205	Syag.g_01099
OG0000298	Syaq.g_00204	Syag.g_01098
OG0000299	Syaq.g_00171	Syag.g_01067
OG0000300	Syaq.g_00164	Syag.g_01062
OG0000301	Syaq.g_00163	Syag.g_01061
OG0000302	Syaq.g_00162	Syag.g_01060
OG0000303	Syaq.g_00152	Syag.g_01048
OG0000304	Syaq.g_00146	Syag.g_01041
OG0000305	Syaq.g_02677	Syag.g_00977
OG0000306	Syaq.g_01861	Syag.g_00460
OG0000307	Syaq.g_01754	Syag.g_01546
OG0000308	Syaq.g_01752	Syag.g_01548
OG0000309	Syaq.g_01747	Syag.g_01553
OG0000310	Syaq.g_00347	Syag.g_01291
OG0000311	Syaq.g_00352	Syag.g_01300
OG0000312	Syaq.g_00359	Syag.g_01434
OG0000313	Syaq.g_00379	Syag.g_00966, Syag.g_01412
OG0000314	Syaq.g_00408	Syag.g_01380
OG0000315	Syaq.g_00418	Syag.g_01369
OG0000316	Syaq.g_01716	Syag.g_01641
OG0000317	Syaq.g_01675	Syag.g_01684
OG0000318	Syaq.g_01672	Syag.g_01688
OG0000319	Syaq.g_01657	Syag.g_01710
OG0000320	Syaq.g_01655	Syag.g_01712
OG0000321	Syaq.g_01654	Syag.g_01713
OG0000322	Syaq.g_01653	Syag.g_01714
OG0000323	Syaq.g_01638	Syag.g_01728
OG0000324	Syaq.g_01605	Syag.g_01757
OG0000325	Syaq.g_00693	Syag.g_02690
OG0000326	Syaq.g_00686	Syag.g_02698
OG0000327	Syaq.g_00652	Syag.g_02728
OG0000328	Syaq.g_00651	Syag.g_02729
OG0000329	Syaq.g_00633	Syag.g_02747
OG0000330	Syaq.g_00632	Syag.g_02748
OG0000331	Syaq.g_00631	Syag.g_02749
OG0000332	Syaq.g_00616	Syag.g_02764
OG0000333	Syaq.g_00613	Syag.g_02767
OG0000334	Syaq.g_00603	Syag.g_02777
OG0000335	Syaq.g_00598	Syag.g_02782
OG0000336	Syaq.g_00594	Syag.g_02786
OG0000337	Syaq.g_00975	Syag.g_02445
OG0000338	Syaq.g_00981	Syag.g_02440
OG0000340	Syaq.g_01005	Syag.g_02416
OG0000341	Syaq.g_01007	Syag.g_02414
OG0000342	Syaq.g_01008	Syag.g_02413
OG0000343	Syaq.g_01010	Syag.g_02411
OG0000344	Syaq.g_01014	Syag.g_02407
OG0000345	Syaq.g_01024	Syag.g_02397
OG0000346	Syaq.g_01029	Syag.g_02392
OG0000347	Syaq.g_01057	Syag.g_02366
OG0000348	Syaq.g_01070	Syag.g_02357
OG0000349	Syaq.g_01099	Syag.g_02330
OG0000350	Syaq.g_00679	Syag.g_02705
OG0000351	Syaq.g_01179	Syag.g_02244
OG0000352	Syaq.g_01178	Syag.g_02245
OG0000353	Syaq.g_01151	Syag.g_02271
OG0000354	Syaq.g_01816	Syag.g_01484
OG0000354	Syaq.g_01131	Syag.g_02291
OG0000355	Syaq.g_01149	Syag.g_02273
OG0000356	Syaq.g_01148	Syag.g_02274
OG0000357	Syaq.g_01147	Syag.g_02275
OG0000358	Syaq.g_01143	Syag.g_02279
OG0000359	Syaq.g_01141	Syag.g_02281
OG0000360	Syaq.g_01140	Syag.g_02282
OG0000361	Syaq.g_01139	Syag.g_02283
OG0000362	Syaq.g_01137	Syag.g_02285
OG0000363	Syaq.g_01135	Syag.g_02287
OG0000364	Syaq.g_01134	Syag.g_02288
OG0000365	Syaq.g_01125	Syag.g_02297
OG0000366	Syaq.g_01124	Syag.g_02298
OG0000367	Syaq.g_01123	Syag.g_02299
OG0000368	Syaq.g_01121	Syag.g_02301
OG0000369	Syaq.g_01120	Syag.g_02302
OG0000370	Syaq.g_01119	Syag.g_02303
OG0000371	Syaq.g_01111	Syag.g_02312
OG0000372	Syaq.g_01106	Syag.g_02317
OG0000373	Syaq.g_01105	Syag.g_02318
OG0000374	Syaq.g_01104	Syag.g_02319
OG0000375	Syaq.g_01103	Syag.g_02326
OG0000376	Syaq.g_01101	Syag.g_02328
OG0000377	Syaq.g_01270	Syag.g_02119
OG0000378	Syaq.g_01286	Syag.g_02099
OG0000379	Syaq.g_01291	Syag.g_02091
OG0000380	Syaq.g_01560	Syag.g_01817
OG0000381	Syaq.g_01558	Syag.g_01820
OG0000382	Syaq.g_01540	Syag.g_01838
OG0000383	Syaq.g_01535	Syag.g_01843
OG0000384	Syaq.g_01534	Syag.g_01844
OG0000385	Syaq.g_01533	Syag.g_01845
OG0000386	Syaq.g_01532	Syag.g_01846
OG0000387	Syaq.g_01495	Syag.g_01876
OG0000388	Syaq.g_01491	Syag.g_01880
OG0000389	Syaq.g_01488	Syag.g_01884
OG0000390	Syaq.g_01473	Syag.g_01903
OG0000391	Syaq.g_01468	Syag.g_01908
OG0000392	Syaq.g_01463	Syag.g_01914
OG0000393	Syaq.g_01460	Syag.g_01917
OG0000394	Syaq.g_01459	Syag.g_01918
OG0000395	Syaq.g_01458	Syag.g_01919
OG0000396	Syaq.g_01455	Syag.g_01922
OG0000397	Syaq.g_01453	Syag.g_01924
OG0000398	Syaq.g_01448	Syag.g_01929
OG0000399	Syaq.g_01447	Syag.g_01930
OG0000400	Syaq.g_01446	Syag.g_01931
OG0000401	Syaq.g_01445	Syag.g_01932
OG0000402	Syaq.g_01443	Syag.g_01934
OG0000403	Syaq.g_01442	Syag.g_01935
OG0000404	Syaq.g_01440	Syag.g_01937
OG0000405	Syaq.g_01429	Syag.g_01949
OG0000406	Syaq.g_01422	Syag.g_01953
OG0000407	Syaq.g_01421	Syag.g_01954
OG0000408	Syaq.g_01419	Syag.g_01956
OG0000409	Syaq.g_01417	Syag.g_01958
OG0000410	Syaq.g_01416	Syag.g_01959
OG0000411	Syaq.g_01415	Syag.g_01960
OG0000412	Syaq.g_01414	Syag.g_01961
OG0000413	Syaq.g_01412	Syag.g_01963
OG0000414	Syaq.g_01411	Syag.g_01964
OG0000415	Syaq.g_01410	Syag.g_01965
OG0000416	Syaq.g_01409	Syag.g_01966
OG0000417	Syaq.g_01408	Syag.g_01967
OG0000418	Syaq.g_01403	Syag.g_01973
OG0000419	Syaq.g_01401	Syag.g_01975
OG0000420	Syaq.g_01400	Syag.g_01977
OG0000421	Syaq.g_01395	Syag.g_01982
OG0000422	Syaq.g_01394	Syag.g_01983
OG0000423	Syaq.g_01393	Syag.g_01984
OG0000424	Syaq.g_01392	Syag.g_01985
OG0000425	Syaq.g_01391	Syag.g_01986
OG0000426	Syaq.g_01390	Syag.g_01987
OG0000427	Syaq.g_01389	Syag.g_01988
OG0000428	Syaq.g_01386	Syag.g_01991
OG0000429	Syaq.g_01384	Syag.g_01993
OG0000430	Syaq.g_01383	Syag.g_01995
OG0000431	Syaq.g_01380	Syag.g_01998
OG0000432	Syaq.g_01374	Syag.g_02007
OG0000433	Syaq.g_01369	Syag.g_02009
OG0000434	Syaq.g_01368	Syag.g_02010
OG0000435	Syaq.g_01367	Syag.g_02017
OG0000436	Syaq.g_01361	Syag.g_02028
OG0000437	Syaq.g_01360	Syag.g_02029
OG0000438	Syaq.g_01359	Syag.g_02031
OG0000439	Syaq.g_01357	Syag.g_02033
OG0000440	Syaq.g_01356	Syag.g_02034
OG0000441	Syaq.g_01352	Syag.g_02041
OG0000442	Syaq.g_01350	Syag.g_02044
OG0000443	Syaq.g_01347	Syag.g_02046
OG0000444	Syaq.g_01333	Syag.g_02053
OG0000445	Syaq.g_01332	Syag.g_02054
OG0000446	Syaq.g_01330	Syag.g_02056
OG0000447	Syaq.g_01328	Syag.g_02059
OG0000448	Syaq.g_01327	Syag.g_02060
OG0000449	Syaq.g_01320	Syag.g_02061
OG0000450	Syaq.g_01313	Syag.g_02066
OG0000451	Syaq.g_01312	Syag.g_02067
OG0000452	Syaq.g_01308	Syag.g_02071
OG0000453	Syaq.g_01307	Syag.g_02072
OG0000454	Syaq.g_01306	Syag.g_02073
OG0000455	Syaq.g_01305	Syag.g_02074
OG0000456	Syaq.g_01304	Syag.g_02075
OG0000457	Syaq.g_01302	Syag.g_02077
OG0000458	Syaq.g_01299	Syag.g_02080
OG0000459	Syaq.g_01298	Syag.g_02081
OG0000460	Syaq.g_01577	Syag.g_01786
OG0000461	Syaq.g_00707	Syag.g_02675
OG0000462	Syaq.g_00710	Syag.g_02672
OG0000463	Syaq.g_00711	Syag.g_02671
OG0000464	Syaq.g_00712	Syag.g_02670
OG0000465	Syaq.g_00714	Syag.g_02668
OG0000466	Syaq.g_00718	Syag.g_02662
OG0000467	Syaq.g_00720	Syag.g_02660
OG0000468	Syaq.g_00725	Syag.g_02636
OG0000469	Syaq.g_00739	Syag.g_02621
OG0000470	Syaq.g_00741	Syag.g_02619
OG0000471	Syaq.g_00742	Syag.g_02618
OG0000472	Syaq.g_00744	Syag.g_02616
OG0000473	Syaq.g_00746	Syag.g_02614
OG0000474	Syaq.g_00747	Syag.g_02613
OG0000475	Syaq.g_00748	Syag.g_02612
OG0000476	Syaq.g_00750	Syag.g_02610
OG0000477	Syaq.g_00756	Syag.g_02604
OG0000478	Syaq.g_00757	Syag.g_02603
OG0000479	Syaq.g_00759	Syag.g_02602
OG0000480	Syaq.g_00766	Syag.g_02595
OG0000481	Syaq.g_00768	Syag.g_02593
OG0000482	Syaq.g_00769	Syag.g_02592
OG0000483	Syaq.g_00773	Syag.g_02588
OG0000484	Syaq.g_00774	Syag.g_02587
OG0000485	Syaq.g_00775	Syag.g_02586
OG0000486	Syaq.g_00776	Syag.g_02585
OG0000487	Syaq.g_00782	Syag.g_02579
OG0000488	Syaq.g_00845	Syag.g_02575
OG0000489	Syaq.g_00857	Syag.g_02565
OG0000490	Syaq.g_00864	Syag.g_02553
OG0000491	Syaq.g_00865	Syag.g_02551
OG0000492	Syaq.g_00869	Syag.g_02549
OG0000493	Syaq.g_00870	Syag.g_02548
OG0000494	Syaq.g_00871	Syag.g_02547
OG0000495	Syaq.g_00872	Syag.g_02546
OG0000496	Syaq.g_00873	Syag.g_02545
OG0000497	Syaq.g_00874	Syag.g_02544
OG0000498	Syaq.g_00875	Syag.g_02543
OG0000499	Syaq.g_00876	Syag.g_02542
OG0000500	Syaq.g_00877	Syag.g_02541
OG0000501	Syaq.g_00880	Syag.g_02538
OG0000502	Syaq.g_00953	Syag.g_02467
OG0000503	Syaq.g_00559	Syag.g_02843
OG0000504	Syaq.g_00557	Syag.g_02845
OG0000505	Syaq.g_00556	Syag.g_02846
OG0000506	Syaq.g_00554	Syag.g_02849
OG0000507	Syaq.g_00548	Syag.g_02855
OG0000508	Syaq.g_00544	Syag.g_02860
OG0000509	Syaq.g_00542	Syag.g_02862
OG0000510	Syaq.g_00538	Syag.g_02863
OG0000511	Syaq.g_00537	Syag.g_02864
OG0000512	Syaq.g_00535	Syag.g_02866
OG0000513	Syaq.g_00525	Syag.g_00009
OG0000514	Syaq.g_00514	Syag.g_00018
OG0000515	Syaq.g_00513	Syag.g_00019
OG0000516	Syaq.g_00509	Syag.g_00025
OG0000517	Syaq.g_00502	Syag.g_00032
OG0000518	Syaq.g_00490	Syag.g_00044
OG0000519	Syaq.g_00489	Syag.g_00045
OG0000520	Syaq.g_00488	Syag.g_00046
OG0000521	Syaq.g_00477	Syag.g_00054
OG0000522	Syaq.g_00475	Syag.g_00056
OG0000523	Syaq.g_00474	Syag.g_00057
OG0000524	Syaq.g_00469	Syag.g_01327
OG0000525	Syaq.g_00450	Syag.g_01345
OG0000526	Syaq.g_00448	Syag.g_01348
OG0000527	Syaq.g_00444	Syag.g_01354
OG0000528	Syaq.g_01768	Syag.g_01532
OG0000529	Syaq.g_01773	Syag.g_01527
OG0000530	Syaq.g_01776	Syag.g_01524
OG0000531	Syaq.g_01777	Syag.g_01523
OG0000532	Syaq.g_01780	Syag.g_01520
OG0000533	Syaq.g_01782	Syag.g_01518
OG0000534	Syaq.g_01783	Syag.g_01517
OG0000535	Syaq.g_01784	Syag.g_01516
OG0000536	Syaq.g_01785	Syag.g_01515
OG0000537	Syaq.g_01786	Syag.g_01514
OG0000538	Syaq.g_01798	Syag.g_01502
OG0000539	Syaq.g_01799	Syag.g_01501
OG0000540	Syaq.g_01800	Syag.g_01500
OG0000541	Syaq.g_01801	Syag.g_01499
OG0000542	Syaq.g_01804	Syag.g_01496
OG0000543	Syaq.g_01806	Syag.g_01494
OG0000544	Syaq.g_01807, Syaq.g_02567	Syag.g_01493
OG0000545	Syaq.g_01809	Syag.g_01491
OG0000546	Syaq.g_01811	Syag.g_01489
OG0000547	Syaq.g_01813	Syag.g_01487
OG0000548	Syaq.g_01814	Syag.g_01486
