Orthogroup	Syaq	Syat
OG0000208	Syaq.g_01337	Syat.g_02777
OG0000209	Syaq.g_01310	Syat.g_02735
OG0000210	Syaq.g_01309	Syat.g_02734
OG0000211	Syaq.g_01570	Syat.g_01452
OG0000212	Syaq.g_01586	Syat.g_01442
OG0000213	Syaq.g_00729	Syat.g_01889
OG0000214	Syaq.g_00745	Syat.g_02042
OG0000215	Syaq.g_00777	Syat.g_02075
OG0000216	Syaq.g_00781	Syat.g_02079
OG0000217	Syaq.g_00844	Syat.g_02085
OG0000218	Syaq.g_00846	Syat.g_02087
OG0000219	Syaq.g_00847	Syat.g_02088
OG0000220	Syaq.g_00848	Syat.g_02089
OG0000221	Syaq.g_00856	Syat.g_02095
OG0000222	Syaq.g_00868	Syat.g_02109
OG0000223	Syaq.g_00946	Syat.g_02570
OG0000224	Syaq.g_00950	Syat.g_02139
OG0000225	Syaq.g_00543	Syat.g_01595
OG0000226	Syaq.g_00536	Syat.g_01588
OG0000228	Syaq.g_00531	Syat.g_02952
OG0000229	Syaq.g_00501	Syat.g_02970
OG0000230	Syaq.g_00499	Syat.g_02972
OG0000231	Syaq.g_00485	Syat.g_01283
OG0000232	Syaq.g_00472	Syat.g_01313
OG0000233	Syaq.g_00464	Syat.g_01407
OG0000234	Syaq.g_00440	Syat.g_01369
OG0000235	Syaq.g_01771	Syat.g_03169
OG0000236	Syaq.g_01787	Syat.g_03186
OG0000237	Syaq.g_01805	Syat.g_03214
OG0000238	Syaq.g_01810	Syat.g_03219
OG0000239	Syaq.g_01826	Syat.g_01105
OG0000240	Syaq.g_01827	Syat.g_01104
OG0000241	Syaq.g_02074	Syat.g_00111
OG0000242	Syaq.g_01836	Syat.g_01077
OG0000243	Syaq.g_01922	Syat.g_00092
OG0000244	Syaq.g_01928	Syat.g_00082
OG0000245	Syaq.g_01930	Syat.g_00080
OG0000246	Syaq.g_01934	Syat.g_00076
OG0000247	Syaq.g_01945	Syat.g_00065
OG0000248	Syaq.g_01948	Syat.g_00062
OG0000249	Syaq.g_01950	Syat.g_00060
OG0000250	Syaq.g_01958	Syat.g_00053
OG0000251	Syaq.g_01984	Syat.g_00027
OG0000252	Syaq.g_01987	Syat.g_00022
OG0000253	Syaq.g_01989	Syat.g_00021
OG0000254	Syaq.g_02016	Syat.g_03407
OG0000255	Syaq.g_02041	Syat.g_02405
OG0000256	Syaq.g_02068	Syat.g_03306
OG0000257	Syaq.g_02073	Syat.g_00109
OG0000258	Syaq.g_02095	Syat.g_00382
OG0000259	Syaq.g_02239	Syat.g_00342
OG0000260	Syaq.g_02242	Syat.g_00392
OG0000261	Syaq.g_02245	Syat.g_00400
OG0000262	Syaq.g_02250	Syat.g_00407
OG0000263	Syaq.g_00185	Syat.g_00200
OG0000266	Syaq.g_00037	Syat.g_00671
OG0000267	Syaq.g_02430	Syat.g_00636
OG0000268	Syaq.g_02431	Syat.g_00634
OG0000269	Syaq.g_02335	Syat.g_00474, Syat.g_00126
OG0000270	Syaq.g_02338	Syat.g_00477
OG0000271	Syaq.g_02346	Syat.g_00485
OG0000272	Syaq.g_02347	Syat.g_00486
OG0000273	Syaq.g_02376	Syat.g_00520
OG0000274	Syaq.g_02377	Syat.g_00521
OG0000275	Syaq.g_02380	Syat.g_00718
OG0000276	Syaq.g_02387	Syat.g_00725
OG0000277	Syaq.g_02388	Syat.g_00738
OG0000278	Syaq.g_02391	Syat.g_00741
OG0000279	Syaq.g_02401	Syat.g_00755
OG0000280	Syaq.g_02410	Syat.g_01669
OG0000281	Syaq.g_02224	Syat.g_00960
OG0000282	Syaq.g_02271	Syat.g_00431
OG0000283	Syaq.g_02445	Syat.g_00620
OG0000284	Syaq.g_02450	Syat.g_00614
OG0000285	Syaq.g_02466	Syat.g_00607
OG0000286	Syaq.g_02484	Syat.g_00579
OG0000287	Syaq.g_02511	Syat.g_00550
OG0000288	Syaq.g_00067	Syat.g_00709
OG0000289	Syaq.g_00053	Syat.g_00695
OG0000290	Syaq.g_02682	Syat.g_00805
OG0000291	Syaq.g_02680	Syat.g_00807
OG0000292	Syaq.g_01157	Syat.g_02388
OG0000293	Syaq.g_00262	Syat.g_03241
OG0000294	Syaq.g_00261	Syat.g_03248
OG0000295	Syaq.g_00220	Syat.g_00297
OG0000296	Syaq.g_00218	Syat.g_00295
OG0000297	Syaq.g_00205	Syat.g_00226
OG0000298	Syaq.g_00204	Syat.g_00225
OG0000299	Syaq.g_00171	Syat.g_00910
OG0000300	Syaq.g_00164	Syat.g_00904
OG0000301	Syaq.g_00163	Syat.g_00903
OG0000302	Syaq.g_00162	Syat.g_00901
OG0000303	Syaq.g_00152	Syat.g_00892
OG0000304	Syaq.g_00146	Syat.g_00885
OG0000305	Syaq.g_02677	Syat.g_00809
OG0000306	Syaq.g_01861	Syat.g_01704
OG0000307	Syaq.g_01754	Syat.g_01304
OG0000308	Syaq.g_01752	Syat.g_01306
OG0000309	Syaq.g_01747	Syat.g_01417
OG0000310	Syaq.g_00347	Syat.g_01246
OG0000311	Syaq.g_00352	Syat.g_01242
OG0000312	Syaq.g_00359	Syat.g_01237
OG0000313	Syaq.g_00379	Syat.g_01183
OG0000314	Syaq.g_00408	Syat.g_01341
OG0000315	Syaq.g_00418	Syat.g_01351
OG0000316	Syaq.g_01716	Syat.g_03082
OG0000317	Syaq.g_01675	Syat.g_03120
OG0000318	Syaq.g_01672	Syat.g_03125
OG0000319	Syaq.g_01657	Syat.g_03055
OG0000320	Syaq.g_01655	Syat.g_03053
OG0000321	Syaq.g_01654	Syat.g_03052
OG0000322	Syaq.g_01653	Syat.g_03051
OG0000323	Syaq.g_01638	Syat.g_03038
OG0000324	Syaq.g_01605	Syat.g_02998
OG0000325	Syaq.g_00693	Syat.g_01861
OG0000326	Syaq.g_00686	Syat.g_01854
OG0000327	Syaq.g_00652	Syat.g_01827
OG0000328	Syaq.g_00651	Syat.g_01826
OG0000329	Syaq.g_00633	Syat.g_01808
OG0000330	Syaq.g_00632	Syat.g_01807
OG0000331	Syaq.g_00631	Syat.g_01806
OG0000332	Syaq.g_00616	Syat.g_01790
OG0000333	Syaq.g_00613	Syat.g_01787
OG0000334	Syaq.g_00603	Syat.g_01657
OG0000335	Syaq.g_00598	Syat.g_01652
OG0000336	Syaq.g_00594	Syat.g_01648
OG0000337	Syaq.g_00975	Syat.g_02144
OG0000338	Syaq.g_00981	Syat.g_02146
OG0000339	Syaq.g_00988	Syat.g_02155, Syat.g_01055
OG0000340	Syaq.g_01005	Syat.g_02165
OG0000341	Syaq.g_01007	Syat.g_02167
OG0000342	Syaq.g_01008	Syat.g_02168
OG0000343	Syaq.g_01010	Syat.g_02185
OG0000344	Syaq.g_01014	Syat.g_02189
OG0000345	Syaq.g_01024	Syat.g_02202
OG0000346	Syaq.g_01029	Syat.g_02207
OG0000347	Syaq.g_01057	Syat.g_02234
OG0000348	Syaq.g_01070	Syat.g_02264
OG0000349	Syaq.g_01099	Syat.g_02291
OG0000350	Syaq.g_00679	Syat.g_01847
OG0000351	Syaq.g_01179	Syat.g_02411
OG0000352	Syaq.g_01178	Syat.g_02410
OG0000353	Syaq.g_01151	Syat.g_00955, Syat.g_02377
OG0000354	Syaq.g_01816	Syat.g_03225
OG0000354	Syaq.g_01131	Syat.g_02325
OG0000355	Syaq.g_01149	Syat.g_02375
OG0000356	Syaq.g_01148	Syat.g_02374
OG0000357	Syaq.g_01147	Syat.g_02373
OG0000358	Syaq.g_01143	Syat.g_02336
OG0000359	Syaq.g_01141	Syat.g_02334
OG0000360	Syaq.g_01140	Syat.g_02333
OG0000361	Syaq.g_01139	Syat.g_02332
OG0000362	Syaq.g_01137	Syat.g_02330
OG0000363	Syaq.g_01135	Syat.g_02328
OG0000364	Syaq.g_01134	Syat.g_03122
OG0000365	Syaq.g_01125	Syat.g_02318
OG0000366	Syaq.g_01124	Syat.g_02317
OG0000367	Syaq.g_01123	Syat.g_02316
OG0000368	Syaq.g_01121	Syat.g_02314
OG0000369	Syaq.g_01120	Syat.g_02313
OG0000370	Syaq.g_01119	Syat.g_02312
OG0000371	Syaq.g_01111	Syat.g_02304
OG0000372	Syaq.g_01106	Syat.g_02298
OG0000373	Syaq.g_01105	Syat.g_02297
OG0000374	Syaq.g_01104	Syat.g_02296
OG0000375	Syaq.g_01103	Syat.g_02295
OG0000376	Syaq.g_01101	Syat.g_02293
OG0000377	Syaq.g_01270	Syat.g_02695
OG0000378	Syaq.g_01286	Syat.g_02715
OG0000379	Syaq.g_01291	Syat.g_02720
OG0000380	Syaq.g_01560	Syat.g_01468
OG0000381	Syaq.g_01558	Syat.g_01470
OG0000382	Syaq.g_01540	Syat.g_01488
OG0000383	Syaq.g_01535	Syat.g_01521
OG0000384	Syaq.g_01534	Syat.g_01522
OG0000385	Syaq.g_01533	Syat.g_01523
OG0000386	Syaq.g_01532	Syat.g_01524
OG0000387	Syaq.g_01495	Syat.g_01561
OG0000388	Syaq.g_01491	Syat.g_01565
OG0000389	Syaq.g_01488	Syat.g_01569
OG0000390	Syaq.g_01473	Syat.g_02945
OG0000391	Syaq.g_01468	Syat.g_02940
OG0000392	Syaq.g_01463	Syat.g_02934
OG0000393	Syaq.g_01460	Syat.g_02931
OG0000394	Syaq.g_01459	Syat.g_02930
OG0000395	Syaq.g_01458	Syat.g_02929
OG0000396	Syaq.g_01455	Syat.g_02927
OG0000397	Syaq.g_01453	Syat.g_02925
OG0000398	Syaq.g_01448	Syat.g_02920
OG0000399	Syaq.g_01447	Syat.g_02919
OG0000400	Syaq.g_01446	Syat.g_02918
OG0000401	Syaq.g_01445	Syat.g_02917
OG0000402	Syaq.g_01443	Syat.g_02915
OG0000403	Syaq.g_01442	Syat.g_02914
OG0000404	Syaq.g_01440	Syat.g_02913
OG0000405	Syaq.g_01429	Syat.g_02900
OG0000406	Syaq.g_01422	Syat.g_02896
OG0000407	Syaq.g_01421	Syat.g_02895
OG0000408	Syaq.g_01419	Syat.g_02893
OG0000409	Syaq.g_01417	Syat.g_02891
OG0000410	Syaq.g_01416	Syat.g_02890
OG0000411	Syaq.g_01415	Syat.g_02889
OG0000412	Syaq.g_01414	Syat.g_02888
OG0000413	Syaq.g_01412	Syat.g_02886
OG0000414	Syaq.g_01411	Syat.g_02885
OG0000415	Syaq.g_01410	Syat.g_02884
OG0000416	Syaq.g_01409	Syat.g_02883
OG0000417	Syaq.g_01408	Syat.g_02868
OG0000418	Syaq.g_01403	Syat.g_02863
OG0000419	Syaq.g_01401	Syat.g_02861
OG0000420	Syaq.g_01400	Syat.g_02859
OG0000421	Syaq.g_01395	Syat.g_02855
OG0000422	Syaq.g_01394	Syat.g_02854
OG0000423	Syaq.g_01393	Syat.g_02853
OG0000424	Syaq.g_01392	Syat.g_02852
OG0000425	Syaq.g_01391	Syat.g_02851
OG0000426	Syaq.g_01390	Syat.g_02850
OG0000427	Syaq.g_01389	Syat.g_02849
OG0000428	Syaq.g_01386	Syat.g_02846
OG0000429	Syaq.g_01384	Syat.g_02843
OG0000430	Syaq.g_01383	Syat.g_02841
OG0000431	Syaq.g_01380	Syat.g_02838
OG0000432	Syaq.g_01374	Syat.g_02832
OG0000433	Syaq.g_01369	Syat.g_02829
OG0000434	Syaq.g_01368	Syat.g_02828
OG0000435	Syaq.g_01367	Syat.g_02824
OG0000436	Syaq.g_01361	Syat.g_02817
OG0000437	Syaq.g_01360	Syat.g_02558
OG0000438	Syaq.g_01359	Syat.g_02813
OG0000439	Syaq.g_01357	Syat.g_02811
OG0000440	Syaq.g_01356	Syat.g_02810
OG0000441	Syaq.g_01352	Syat.g_02807
OG0000442	Syaq.g_01350	Syat.g_02797
OG0000443	Syaq.g_01347	Syat.g_02787
OG0000444	Syaq.g_01333	Syat.g_02756
OG0000445	Syaq.g_01332	Syat.g_02755
OG0000446	Syaq.g_01330	Syat.g_02753
OG0000447	Syaq.g_01328	Syat.g_02749
OG0000448	Syaq.g_01327	Syat.g_02748
OG0000449	Syaq.g_01320	Syat.g_02747
OG0000450	Syaq.g_01313	Syat.g_02738
OG0000451	Syaq.g_01312	Syat.g_02737
OG0000452	Syaq.g_01308	Syat.g_02732
OG0000453	Syaq.g_01307	Syat.g_02731
OG0000454	Syaq.g_01306	Syat.g_02730
OG0000455	Syaq.g_01305	Syat.g_02729
OG0000456	Syaq.g_01304	Syat.g_02728
OG0000457	Syaq.g_01302	Syat.g_02726
OG0000458	Syaq.g_01299	Syat.g_02725
OG0000459	Syaq.g_01298	Syat.g_02724
OG0000460	Syaq.g_01577	Syat.g_01450
OG0000461	Syaq.g_00707	Syat.g_01866
OG0000462	Syaq.g_00710	Syat.g_01868
OG0000463	Syaq.g_00711	Syat.g_01869
OG0000464	Syaq.g_00712	Syat.g_01870
OG0000465	Syaq.g_00714	Syat.g_01872
OG0000466	Syaq.g_00718	Syat.g_01877
OG0000467	Syaq.g_00720	Syat.g_01878
OG0000468	Syaq.g_00725	Syat.g_01884
OG0000469	Syaq.g_00739	Syat.g_02000
OG0000470	Syaq.g_00741	Syat.g_02038
OG0000471	Syaq.g_00742	Syat.g_02039
OG0000472	Syaq.g_00744	Syat.g_02041
OG0000473	Syaq.g_00746	Syat.g_02043
OG0000474	Syaq.g_00747	Syat.g_02044
OG0000475	Syaq.g_00748	Syat.g_02045
OG0000476	Syaq.g_00750	Syat.g_02047
OG0000477	Syaq.g_00756	Syat.g_02053
OG0000478	Syaq.g_00757	Syat.g_02054
OG0000479	Syaq.g_00759	Syat.g_02056
OG0000480	Syaq.g_00766	Syat.g_02063
OG0000481	Syaq.g_00768	Syat.g_02066
OG0000482	Syaq.g_00769	Syat.g_02067
OG0000483	Syaq.g_00773	Syat.g_02071
OG0000484	Syaq.g_00774	Syat.g_02072
OG0000485	Syaq.g_00775	Syat.g_02073
OG0000486	Syaq.g_00776	Syat.g_02074
OG0000487	Syaq.g_00782	Syat.g_02080
OG0000488	Syaq.g_00845	Syat.g_02086
OG0000489	Syaq.g_00857	Syat.g_02097
OG0000490	Syaq.g_00864	Syat.g_02106
OG0000491	Syaq.g_00865	Syat.g_02107
OG0000492	Syaq.g_00869	Syat.g_02110
OG0000493	Syaq.g_00870	Syat.g_02111
OG0000494	Syaq.g_00871	Syat.g_02112
OG0000495	Syaq.g_00872	Syat.g_02120
OG0000496	Syaq.g_00873	Syat.g_02121
OG0000497	Syaq.g_00874	Syat.g_02122
OG0000498	Syaq.g_00875	Syat.g_02123
OG0000499	Syaq.g_00876	Syat.g_02124
OG0000500	Syaq.g_00877	Syat.g_02125
OG0000501	Syaq.g_00880	Syat.g_02128
OG0000502	Syaq.g_00953	Syat.g_02135
OG0000503	Syaq.g_00559	Syat.g_01614
OG0000504	Syaq.g_00557	Syat.g_01612
OG0000505	Syaq.g_00556	Syat.g_01611
OG0000506	Syaq.g_00554	Syat.g_01609
OG0000507	Syaq.g_00548	Syat.g_01603
OG0000508	Syaq.g_00544	Syat.g_01596
OG0000509	Syaq.g_00542	Syat.g_01591
OG0000510	Syaq.g_00538	Syat.g_01590
OG0000511	Syaq.g_00537	Syat.g_01589
OG0000512	Syaq.g_00535	Syat.g_01587
OG0000513	Syaq.g_00525	Syat.g_02957
OG0000514	Syaq.g_00514	Syat.g_02962
OG0000515	Syaq.g_00513	Syat.g_02963
OG0000516	Syaq.g_00509	Syat.g_02965
OG0000517	Syaq.g_00502	Syat.g_02969
OG0000518	Syaq.g_00490	Syat.g_01286
OG0000519	Syaq.g_00489	Syat.g_01285
OG0000520	Syaq.g_00488	Syat.g_01284
OG0000521	Syaq.g_00477	Syat.g_01319
OG0000522	Syaq.g_00475	Syat.g_01317
OG0000523	Syaq.g_00474	Syat.g_01316
OG0000524	Syaq.g_00469	Syat.g_01409
OG0000525	Syaq.g_00450	Syat.g_01382
OG0000526	Syaq.g_00448	Syat.g_01380
OG0000527	Syaq.g_00444	Syat.g_01373
OG0000528	Syaq.g_01768	Syat.g_03167
OG0000529	Syaq.g_01773	Syat.g_03171
OG0000530	Syaq.g_01776	Syat.g_03174
OG0000531	Syaq.g_01777	Syat.g_03175
OG0000532	Syaq.g_01780	Syat.g_03178
OG0000533	Syaq.g_01782	Syat.g_03180
OG0000534	Syaq.g_01783	Syat.g_03181
OG0000535	Syaq.g_01784	Syat.g_03182
OG0000536	Syaq.g_01785	Syat.g_03183
OG0000537	Syaq.g_01786	Syat.g_03185
OG0000538	Syaq.g_01798	Syat.g_03204
OG0000539	Syaq.g_01799	Syat.g_03206
OG0000540	Syaq.g_01800	Syat.g_03207
OG0000541	Syaq.g_01801	Syat.g_03208
OG0000542	Syaq.g_01804	Syat.g_03213
OG0000543	Syaq.g_01806	Syat.g_03215
OG0000544	Syaq.g_01807	Syat.g_03216
OG0000545	Syaq.g_01809	Syat.g_03218
OG0000546	Syaq.g_01811	Syat.g_03220
OG0000547	Syaq.g_01813	Syat.g_03222
OG0000548	Syaq.g_01814	Syat.g_03223
OG0000549	Syaq.g_01819	Syat.g_01795
OG0000550	Syaq.g_01824	Syat.g_01107
OG0000551	Syaq.g_01829	Syat.g_01103
OG0000552	Syaq.g_01830	Syat.g_01102
OG0000553	Syaq.g_01834	Syat.g_01098
OG0000554	Syaq.g_01839	Syat.g_03271
OG0000555	Syaq.g_01857	Syat.g_00093
OG0000556	Syaq.g_01925	Syat.g_00088
OG0000557	Syaq.g_01927	Syat.g_00083
OG0000558	Syaq.g_01929	Syat.g_00081
OG0000559	Syaq.g_01933	Syat.g_00077
OG0000560	Syaq.g_01936	Syat.g_00074
OG0000561	Syaq.g_01937	Syat.g_00073
OG0000562	Syaq.g_01938	Syat.g_00072
OG0000563	Syaq.g_01939	Syat.g_00071
OG0000564	Syaq.g_01940	Syat.g_00070
OG0000565	Syaq.g_01943	Syat.g_00067
OG0000566	Syaq.g_01947	Syat.g_00063
OG0000567	Syaq.g_01951	Syat.g_00059
