Orthogroup	Prap	Prbf
OG0000099	Prap.g_01415	Prbf.g_01635
OG0000100	Prap.g_01412	Prbf.g_01638
OG0000101	Prap.g_01347	Prbf.g_01703
OG0000102	Prap.g_00543	Prbf.g_00044
OG0000103	Prap.g_01291	Prbf.g_01759
OG0000104	Prap.g_01287	Prbf.g_01763
OG0000105	Prap.g_01267	Prbf.g_01783
OG0000106	Prap.g_01237	Prbf.g_01813
OG0000107	Prap.g_01236	Prbf.g_01814
OG0000108	Prap.g_01226	Prbf.g_01824
OG0000109	Prap.g_01217	Prbf.g_01833
OG0000110	Prap.g_01200	Prbf.g_01850
OG0000111	Prap.g_00375	Prbf.g_00999
OG0000112	Prap.g_00374	Prbf.g_01000
OG0000113	Prap.g_00324	Prbf.g_01050
OG0000114	Prap.g_00785	Prbf.g_01247
OG0000115	Prap.g_00257	Prbf.g_01117
OG0000116	Prap.g_00261	Prbf.g_01113
OG0000117	Prap.g_00705	Prbf.g_01167
OG0000118	Prap.g_00501	Prbf.g_00873
OG0000119	Prap.g_01880	Prbf.g_00785
OG0000120	Prap.g_00450	Prbf.g_00924
OG0000121	Prap.g_00427	Prbf.g_00947
OG0000122	Prap.g_00407	Prbf.g_00967
OG0000123	Prap.g_01135	Prbf.g_01915
OG0000124	Prap.g_00217	Prbf.g_00253
OG0000125	Prap.g_00574	Prbf.g_00013
OG0000126	Prap.g_00059	Prbf.g_00095
OG0000127	Prap.g_00109	Prbf.g_00145
OG0000128	Prap.g_00122	Prbf.g_00158
OG0000129	Prap.g_00158	Prbf.g_00194
OG0000130	Prap.g_01782	Prbf.g_00696
OG0000131	Prap.g_01742	Prbf.g_00657
OG0000132	Prap.g_01739	Prbf.g_00654
OG0000133	Prap.g_01685	Prbf.g_00600
OG0000134	Prap.g_01648, Prap.g_01649	Prbf.g_00564
OG0000135	Prap.g_01646	Prbf.g_00562
OG0000136	Prap.g_01596	Prbf.g_00512
OG0000137	Prap.g_01562	Prbf.g_00477
OG0000138	Prap.g_01528	Prbf.g_00443
OG0000139	Prap.g_01497	Prbf.g_00412
OG0000140	Prap.g_00053	Prbf.g_00392
OG0000141	Prap.g_00052	Prbf.g_00391
OG0000142	Prap.g_00050	Prbf.g_00389
OG0000143	Prap.g_00049	Prbf.g_00388
OG0000144	Prap.g_00047	Prbf.g_00386
OG0000145	Prap.g_00046	Prbf.g_00385
OG0000146	Prap.g_00045	Prbf.g_00384
OG0000147	Prap.g_00044	Prbf.g_00383
OG0000148	Prap.g_00042	Prbf.g_00381
OG0000149	Prap.g_00941	Prbf.g_01336
OG0000150	Prap.g_00940	Prbf.g_01337
OG0000151	Prap.g_00939	Prbf.g_01338
OG0000152	Prap.g_00938	Prbf.g_01339
OG0000153	Prap.g_00937	Prbf.g_01340
OG0000154	Prap.g_00936	Prbf.g_01341
OG0000155	Prap.g_00935	Prbf.g_01342
OG0000156	Prap.g_00934	Prbf.g_01343
OG0000157	Prap.g_00933	Prbf.g_01344
OG0000158	Prap.g_00931	Prbf.g_01346
OG0000159	Prap.g_00930	Prbf.g_01347
OG0000160	Prap.g_00929	Prbf.g_01348
OG0000161	Prap.g_00928	Prbf.g_01349
OG0000162	Prap.g_00927	Prbf.g_01350
OG0000163	Prap.g_00925	Prbf.g_01352
OG0000164	Prap.g_00922	Prbf.g_01355
OG0000165	Prap.g_00919	Prbf.g_01358
OG0000166	Prap.g_00918	Prbf.g_01359
OG0000167	Prap.g_00917	Prbf.g_01360
OG0000168	Prap.g_00915	Prbf.g_01362
OG0000169	Prap.g_00913	Prbf.g_01364
OG0000170	Prap.g_00911	Prbf.g_01366
OG0000171	Prap.g_00910	Prbf.g_01367
OG0000172	Prap.g_00909	Prbf.g_01368
OG0000173	Prap.g_00906	Prbf.g_01371
OG0000174	Prap.g_00905	Prbf.g_01372
OG0000175	Prap.g_00904	Prbf.g_01373
OG0000176	Prap.g_00902	Prbf.g_01375
OG0000177	Prap.g_00901	Prbf.g_01376
OG0000178	Prap.g_00899	Prbf.g_01378
OG0000179	Prap.g_00887	Prbf.g_01390
OG0000180	Prap.g_00886	Prbf.g_01391
OG0000181	Prap.g_00885	Prbf.g_01392
OG0000182	Prap.g_00881	Prbf.g_01396
OG0000183	Prap.g_00880	Prbf.g_01397
OG0000184	Prap.g_00877	Prbf.g_01400
OG0000185	Prap.g_01100	Prbf.g_01404
OG0000186	Prap.g_01099	Prbf.g_01405
OG0000187	Prap.g_00025	Prbf.g_00291
OG0000188	Prap.g_01098	Prbf.g_01406
OG0000189	Prap.g_01097	Prbf.g_01407
OG0000190	Prap.g_01096	Prbf.g_01408
OG0000191	Prap.g_01095	Prbf.g_01409
OG0000192	Prap.g_01094	Prbf.g_01410
OG0000193	Prap.g_01093	Prbf.g_01411
OG0000194	Prap.g_01092	Prbf.g_01412
OG0000195	Prap.g_01090	Prbf.g_01414
OG0000196	Prap.g_01089	Prbf.g_01415
OG0000197	Prap.g_01088	Prbf.g_01416
OG0000198	Prap.g_01087	Prbf.g_01417
OG0000199	Prap.g_01084	Prbf.g_01420
OG0000200	Prap.g_01083	Prbf.g_01421
OG0000201	Prap.g_01082	Prbf.g_01422
OG0000202	Prap.g_01080	Prbf.g_01424
OG0000203	Prap.g_01079	Prbf.g_01425
OG0000204	Prap.g_01078	Prbf.g_01426
OG0000205	Prap.g_01076	Prbf.g_01428
OG0000206	Prap.g_01075	Prbf.g_01429
OG0000207	Prap.g_01074	Prbf.g_01430
OG0000208	Prap.g_01073	Prbf.g_01431
OG0000209	Prap.g_01072	Prbf.g_01432
OG0000210	Prap.g_01071	Prbf.g_01433
OG0000211	Prap.g_01069	Prbf.g_01435
OG0000212	Prap.g_01068	Prbf.g_01436
OG0000213	Prap.g_01067	Prbf.g_01437
OG0000214	Prap.g_01063	Prbf.g_01441
OG0000215	Prap.g_01062	Prbf.g_01442
OG0000216	Prap.g_01060	Prbf.g_01444
OG0000217	Prap.g_01059	Prbf.g_01445
OG0000218	Prap.g_01058	Prbf.g_01446
OG0000219	Prap.g_01057	Prbf.g_01447
OG0000220	Prap.g_01054	Prbf.g_01450
OG0000221	Prap.g_01051	Prbf.g_01453
OG0000222	Prap.g_01050	Prbf.g_01454
OG0000223	Prap.g_01049	Prbf.g_01455
OG0000224	Prap.g_01047	Prbf.g_01457
OG0000225	Prap.g_01045	Prbf.g_01459
OG0000226	Prap.g_01043	Prbf.g_01461
OG0000227	Prap.g_01042	Prbf.g_01462
OG0000228	Prap.g_01041	Prbf.g_01463
OG0000229	Prap.g_01040	Prbf.g_01464
OG0000230	Prap.g_01039	Prbf.g_01465
OG0000231	Prap.g_00319	Prbf.g_01055
OG0000232	Prap.g_01037	Prbf.g_01467
OG0000233	Prap.g_01034	Prbf.g_01470
OG0000234	Prap.g_01032	Prbf.g_01472
OG0000235	Prap.g_01026	Prbf.g_01478
OG0000236	Prap.g_01025	Prbf.g_01479
OG0000237	Prap.g_01024	Prbf.g_01480
OG0000238	Prap.g_01023	Prbf.g_01481
OG0000239	Prap.g_01022	Prbf.g_01482
OG0000240	Prap.g_01020	Prbf.g_01484
OG0000241	Prap.g_01019	Prbf.g_01485
OG0000242	Prap.g_01018	Prbf.g_01486
OG0000243	Prap.g_01017	Prbf.g_01487
OG0000244	Prap.g_01016	Prbf.g_01488
OG0000245	Prap.g_01014	Prbf.g_01490
OG0000246	Prap.g_01012	Prbf.g_01492
OG0000247	Prap.g_01011	Prbf.g_01493
OG0000248	Prap.g_01010	Prbf.g_01494
OG0000249	Prap.g_01009	Prbf.g_01495
OG0000250	Prap.g_01008	Prbf.g_01496
OG0000251	Prap.g_01007	Prbf.g_01497
OG0000252	Prap.g_01006	Prbf.g_01498
OG0000253	Prap.g_01005	Prbf.g_01499
OG0000254	Prap.g_01003	Prbf.g_01501
OG0000255	Prap.g_01002	Prbf.g_01502
OG0000256	Prap.g_00999	Prbf.g_01505
OG0000257	Prap.g_00997	Prbf.g_01507
OG0000258	Prap.g_00996	Prbf.g_01508
OG0000259	Prap.g_00995	Prbf.g_01509
OG0000260	Prap.g_00994	Prbf.g_01510
OG0000261	Prap.g_00993	Prbf.g_01511
OG0000262	Prap.g_00992	Prbf.g_01512
OG0000263	Prap.g_00991	Prbf.g_01513
OG0000264	Prap.g_00989	Prbf.g_01515
OG0000265	Prap.g_00988	Prbf.g_01516
OG0000266	Prap.g_00987	Prbf.g_01517
OG0000267	Prap.g_00985	Prbf.g_01519
OG0000268	Prap.g_00983	Prbf.g_01521
OG0000269	Prap.g_00982	Prbf.g_01522
OG0000270	Prap.g_00981	Prbf.g_01523
OG0000271	Prap.g_00980	Prbf.g_01524
OG0000272	Prap.g_00979	Prbf.g_01525
OG0000273	Prap.g_00978	Prbf.g_01526
OG0000274	Prap.g_00977	Prbf.g_01527
OG0000275	Prap.g_00976	Prbf.g_01528
OG0000276	Prap.g_00975	Prbf.g_01529
OG0000277	Prap.g_00974	Prbf.g_01530
OG0000278	Prap.g_00973	Prbf.g_01531
OG0000279	Prap.g_00972	Prbf.g_01532
OG0000280	Prap.g_00971	Prbf.g_01533
OG0000281	Prap.g_00969	Prbf.g_01535
OG0000282	Prap.g_00968	Prbf.g_01536
OG0000283	Prap.g_00965	Prbf.g_01539
OG0000284	Prap.g_00964	Prbf.g_01540
OG0000285	Prap.g_00963	Prbf.g_01541
OG0000286	Prap.g_00961	Prbf.g_01543
OG0000287	Prap.g_00959	Prbf.g_01545
OG0000288	Prap.g_00958	Prbf.g_01546
OG0000289	Prap.g_00957	Prbf.g_01547
OG0000290	Prap.g_00956	Prbf.g_01548
OG0000291	Prap.g_00955	Prbf.g_01549
OG0000292	Prap.g_00954	Prbf.g_01550
OG0000293	Prap.g_00953	Prbf.g_01551
OG0000294	Prap.g_00952	Prbf.g_01552
OG0000295	Prap.g_00951	Prbf.g_01553
OG0000296	Prap.g_00950	Prbf.g_01554
OG0000297	Prap.g_00949	Prbf.g_01555
OG0000298	Prap.g_00948	Prbf.g_01556
OG0000299	Prap.g_00947	Prbf.g_01557
OG0000300	Prap.g_00946	Prbf.g_01558
OG0000301	Prap.g_00945	Prbf.g_01559
OG0000302	Prap.g_00944	Prbf.g_01560
OG0000303	Prap.g_00943	Prbf.g_01561
OG0000304	Prap.g_01487	Prbf.g_01563
OG0000305	Prap.g_01486	Prbf.g_01564
OG0000306	Prap.g_01485	Prbf.g_01565
OG0000307	Prap.g_01483	Prbf.g_01567
OG0000308	Prap.g_01482	Prbf.g_01568
OG0000309	Prap.g_01481	Prbf.g_01569
OG0000310	Prap.g_01480	Prbf.g_01570
OG0000311	Prap.g_01479	Prbf.g_01571
OG0000312	Prap.g_01477	Prbf.g_01573
OG0000313	Prap.g_01476	Prbf.g_01574
OG0000314	Prap.g_01472	Prbf.g_01578
OG0000315	Prap.g_01471	Prbf.g_01579
OG0000316	Prap.g_01469	Prbf.g_01581
OG0000317	Prap.g_01467	Prbf.g_01583
OG0000318	Prap.g_01466	Prbf.g_01584
OG0000319	Prap.g_01465	Prbf.g_01585
OG0000320	Prap.g_01464	Prbf.g_01586
OG0000321	Prap.g_01461	Prbf.g_01589
OG0000322	Prap.g_01457	Prbf.g_01593
OG0000323	Prap.g_01456	Prbf.g_01594
OG0000324	Prap.g_01453	Prbf.g_01597
OG0000325	Prap.g_01452	Prbf.g_01598
OG0000326	Prap.g_01451	Prbf.g_01599
OG0000327	Prap.g_01449	Prbf.g_01601
OG0000328	Prap.g_01448	Prbf.g_01602
OG0000329	Prap.g_01447	Prbf.g_01603
OG0000330	Prap.g_01446	Prbf.g_01604
OG0000331	Prap.g_01444	Prbf.g_01606
OG0000332	Prap.g_01443	Prbf.g_01607
OG0000333	Prap.g_01442	Prbf.g_01608
OG0000334	Prap.g_01441	Prbf.g_01609
OG0000335	Prap.g_01440	Prbf.g_01610
OG0000336	Prap.g_01438	Prbf.g_01612
OG0000337	Prap.g_01435	Prbf.g_01615
OG0000338	Prap.g_01434	Prbf.g_01616
OG0000339	Prap.g_01433	Prbf.g_01617
OG0000340	Prap.g_01432	Prbf.g_01618
OG0000341	Prap.g_01428	Prbf.g_01622
OG0000342	Prap.g_01427	Prbf.g_01623
OG0000343	Prap.g_01424	Prbf.g_01626
OG0000344	Prap.g_01423	Prbf.g_01627
OG0000345	Prap.g_01422	Prbf.g_01628
OG0000346	Prap.g_01421	Prbf.g_01629
OG0000347	Prap.g_01420	Prbf.g_01630
OG0000348	Prap.g_01418	Prbf.g_01632
OG0000349	Prap.g_01417	Prbf.g_01633
OG0000350	Prap.g_01416	Prbf.g_01634
OG0000351	Prap.g_01414	Prbf.g_01636
OG0000352	Prap.g_01411	Prbf.g_01639
OG0000353	Prap.g_01410	Prbf.g_01640
OG0000354	Prap.g_01409	Prbf.g_01641
OG0000355	Prap.g_01408	Prbf.g_01642
OG0000356	Prap.g_01407	Prbf.g_01643
OG0000357	Prap.g_01406	Prbf.g_01644
OG0000358	Prap.g_01405	Prbf.g_01645
OG0000359	Prap.g_01404	Prbf.g_01646
OG0000360	Prap.g_01402	Prbf.g_01648
OG0000361	Prap.g_01401	Prbf.g_01649
OG0000362	Prap.g_01400	Prbf.g_01650
OG0000363	Prap.g_01399	Prbf.g_01651
OG0000364	Prap.g_01398	Prbf.g_01652
OG0000365	Prap.g_01397	Prbf.g_01653
OG0000366	Prap.g_01396	Prbf.g_01654
OG0000367	Prap.g_01395	Prbf.g_01655
OG0000368	Prap.g_01394	Prbf.g_01656
OG0000369	Prap.g_01393	Prbf.g_01657
OG0000370	Prap.g_01392	Prbf.g_01658
OG0000371	Prap.g_01391	Prbf.g_01659
OG0000372	Prap.g_01390	Prbf.g_01660
OG0000373	Prap.g_01388	Prbf.g_01662
OG0000374	Prap.g_01387	Prbf.g_01663
OG0000375	Prap.g_01386	Prbf.g_01664
OG0000376	Prap.g_01385	Prbf.g_01665
OG0000377	Prap.g_01379	Prbf.g_01671
OG0000378	Prap.g_01378	Prbf.g_01672
OG0000379	Prap.g_01372	Prbf.g_01678
OG0000380	Prap.g_01370	Prbf.g_01680
OG0000381	Prap.g_01369	Prbf.g_01681
OG0000382	Prap.g_01368	Prbf.g_01682
OG0000383	Prap.g_01365	Prbf.g_01685
OG0000384	Prap.g_01364	Prbf.g_01686
OG0000385	Prap.g_01361	Prbf.g_01689
OG0000386	Prap.g_01360	Prbf.g_01690
OG0000387	Prap.g_01359	Prbf.g_01691
OG0000388	Prap.g_01358	Prbf.g_01692
OG0000389	Prap.g_01357	Prbf.g_01693
OG0000390	Prap.g_01356	Prbf.g_01694
OG0000391	Prap.g_01355	Prbf.g_01695
OG0000392	Prap.g_01354	Prbf.g_01696
OG0000393	Prap.g_01350	Prbf.g_01700
OG0000394	Prap.g_01349	Prbf.g_01701
OG0000395	Prap.g_01346	Prbf.g_01704
OG0000396	Prap.g_00728	Prbf.g_01190
OG0000397	Prap.g_00500	Prbf.g_00874
OG0000398	Prap.g_01827	Prbf.g_00741
OG0000399	Prap.g_00495	Prbf.g_00879
OG0000400	Prap.g_01714	Prbf.g_00629
OG0000401	Prap.g_01335	Prbf.g_01715
OG0000402	Prap.g_01334	Prbf.g_01716
OG0000403	Prap.g_01333	Prbf.g_01717
OG0000404	Prap.g_01331	Prbf.g_01719
OG0000405	Prap.g_01330	Prbf.g_01720
OG0000406	Prap.g_01328	Prbf.g_01722
OG0000407	Prap.g_01327	Prbf.g_01723
OG0000408	Prap.g_01326	Prbf.g_01724
OG0000409	Prap.g_01325	Prbf.g_01725
OG0000410	Prap.g_01324	Prbf.g_01726
OG0000411	Prap.g_01323	Prbf.g_01727
OG0000412	Prap.g_01322	Prbf.g_01728
OG0000413	Prap.g_01321	Prbf.g_01729
OG0000414	Prap.g_01320	Prbf.g_01730
OG0000415	Prap.g_01319	Prbf.g_01731
OG0000416	Prap.g_01318	Prbf.g_01732
OG0000417	Prap.g_01317	Prbf.g_01733
OG0000418	Prap.g_01316	Prbf.g_01734
OG0000419	Prap.g_01315	Prbf.g_01735
OG0000420	Prap.g_01314	Prbf.g_01736
OG0000421	Prap.g_01310	Prbf.g_01740
OG0000422	Prap.g_01308	Prbf.g_01742
OG0000423	Prap.g_01307	Prbf.g_01743
OG0000424	Prap.g_01306	Prbf.g_01744
OG0000425	Prap.g_01302	Prbf.g_01748
OG0000426	Prap.g_01301	Prbf.g_01749
OG0000427	Prap.g_01300	Prbf.g_01750
OG0000428	Prap.g_01298	Prbf.g_01752
OG0000429	Prap.g_01297	Prbf.g_01753
OG0000430	Prap.g_01296	Prbf.g_01754
OG0000431	Prap.g_01294	Prbf.g_01756
OG0000432	Prap.g_01293	Prbf.g_01757
OG0000433	Prap.g_01290	Prbf.g_01760
OG0000434	Prap.g_01289	Prbf.g_01761
OG0000435	Prap.g_01288	Prbf.g_01762
OG0000436	Prap.g_01286	Prbf.g_01764
OG0000437	Prap.g_01284	Prbf.g_01766
OG0000438	Prap.g_01283	Prbf.g_01767
OG0000439	Prap.g_01282	Prbf.g_01768
OG0000440	Prap.g_01280	Prbf.g_01770
OG0000441	Prap.g_01279	Prbf.g_01771
OG0000442	Prap.g_01278	Prbf.g_01772
OG0000443	Prap.g_01277	Prbf.g_01773
OG0000444	Prap.g_01276	Prbf.g_01774
OG0000445	Prap.g_01275	Prbf.g_01775
OG0000446	Prap.g_01274	Prbf.g_01776
OG0000447	Prap.g_01273	Prbf.g_01777
OG0000448	Prap.g_01272	Prbf.g_01778
OG0000449	Prap.g_01266	Prbf.g_01784
OG0000450	Prap.g_01265	Prbf.g_01785
OG0000451	Prap.g_01264	Prbf.g_01786
OG0000452	Prap.g_01263	Prbf.g_01787
OG0000453	Prap.g_01262	Prbf.g_01788
OG0000454	Prap.g_01261	Prbf.g_01789
OG0000455	Prap.g_01260	Prbf.g_01790
OG0000456	Prap.g_01259	Prbf.g_01791
OG0000457	Prap.g_01257	Prbf.g_01793
OG0000458	Prap.g_01255	Prbf.g_01795
OG0000459	Prap.g_01254	Prbf.g_01796
OG0000460	Prap.g_01252	Prbf.g_01798
OG0000461	Prap.g_01251	Prbf.g_01799
OG0000462	Prap.g_01250	Prbf.g_01800
OG0000463	Prap.g_01249	Prbf.g_01801
OG0000464	Prap.g_01245	Prbf.g_01805
OG0000465	Prap.g_01244	Prbf.g_01806
OG0000466	Prap.g_01243	Prbf.g_01807
OG0000467	Prap.g_01242	Prbf.g_01808
OG0000468	Prap.g_01241	Prbf.g_01809
OG0000469	Prap.g_01240	Prbf.g_01810
OG0000470	Prap.g_01239	Prbf.g_01811
OG0000471	Prap.g_01238	Prbf.g_01812
OG0000472	Prap.g_01235	Prbf.g_01815
OG0000473	Prap.g_01234	Prbf.g_01816
OG0000474	Prap.g_01233	Prbf.g_01817
OG0000475	Prap.g_01232	Prbf.g_01818
OG0000476	Prap.g_01231	Prbf.g_01819
OG0000477	Prap.g_01229	Prbf.g_01821
OG0000478	Prap.g_01228	Prbf.g_01822
OG0000479	Prap.g_01227	Prbf.g_01823
OG0000480	Prap.g_01225	Prbf.g_01825
OG0000481	Prap.g_01224	Prbf.g_01826
OG0000482	Prap.g_01223	Prbf.g_01827
OG0000483	Prap.g_01222	Prbf.g_01828
OG0000484	Prap.g_01221	Prbf.g_01829
OG0000485	Prap.g_01220	Prbf.g_01830
OG0000486	Prap.g_01219	Prbf.g_01831
OG0000487	Prap.g_01218	Prbf.g_01832
OG0000488	Prap.g_01216	Prbf.g_01834
OG0000489	Prap.g_01215	Prbf.g_01835
OG0000490	Prap.g_01214	Prbf.g_01836
OG0000491	Prap.g_01213	Prbf.g_01837
OG0000492	Prap.g_01212	Prbf.g_01838
OG0000493	Prap.g_01211	Prbf.g_01839
OG0000494	Prap.g_01210	Prbf.g_01840
OG0000495	Prap.g_01209	Prbf.g_01841
OG0000496	Prap.g_01207	Prbf.g_01843
OG0000497	Prap.g_01205	Prbf.g_01845
OG0000498	Prap.g_01204	Prbf.g_01846
OG0000499	Prap.g_01202	Prbf.g_01848
OG0000500	Prap.g_01201	Prbf.g_01849
OG0000501	Prap.g_01199	Prbf.g_01851
OG0000502	Prap.g_01198	Prbf.g_01852
OG0000503	Prap.g_01197	Prbf.g_01853
OG0000504	Prap.g_01196	Prbf.g_01854
OG0000505	Prap.g_01195	Prbf.g_01855
OG0000506	Prap.g_01194	Prbf.g_01856
OG0000507	Prap.g_01193	Prbf.g_01857
OG0000508	Prap.g_01191	Prbf.g_01859
OG0000509	Prap.g_01190	Prbf.g_01860
OG0000510	Prap.g_01189	Prbf.g_01861
OG0000511	Prap.g_01188	Prbf.g_01862
OG0000512	Prap.g_01187	Prbf.g_01863
OG0000513	Prap.g_01186	Prbf.g_01864
OG0000514	Prap.g_01185	Prbf.g_01865
OG0000515	Prap.g_01182	Prbf.g_01868
OG0000516	Prap.g_01181	Prbf.g_01869
OG0000517	Prap.g_01180	Prbf.g_01870
OG0000518	Prap.g_01177	Prbf.g_01873
OG0000519	Prap.g_01176	Prbf.g_01874
OG0000520	Prap.g_01175	Prbf.g_01875
OG0000521	Prap.g_01174	Prbf.g_01876
OG0000522	Prap.g_01173	Prbf.g_01877
OG0000523	Prap.g_01172	Prbf.g_01878
OG0000524	Prap.g_01171	Prbf.g_01879
OG0000525	Prap.g_01169	Prbf.g_01881
OG0000526	Prap.g_01168	Prbf.g_01882
OG0000527	Prap.g_01167	Prbf.g_01883
OG0000528	Prap.g_01166	Prbf.g_01884
OG0000529	Prap.g_01165	Prbf.g_01885
OG0000530	Prap.g_01164	Prbf.g_01886
OG0000531	Prap.g_01162	Prbf.g_01888
OG0000532	Prap.g_01161	Prbf.g_01889
OG0000533	Prap.g_01160	Prbf.g_01890
OG0000534	Prap.g_01159	Prbf.g_01891
OG0000535	Prap.g_01158	Prbf.g_01892
OG0000536	Prap.g_01157	Prbf.g_01893
OG0000537	Prap.g_01156	Prbf.g_01894
OG0000538	Prap.g_01155	Prbf.g_01895
OG0000539	Prap.g_01154	Prbf.g_01896
OG0000540	Prap.g_01153	Prbf.g_01897
OG0000541	Prap.g_01152	Prbf.g_01898
