Orthogroup	Prap	Pray
OG0000142	Prap.g_00050	Pray.g_01465
OG0000143	Prap.g_00049	Pray.g_01467
OG0000144	Prap.g_00047	Pray.g_01469
OG0000145	Prap.g_00046	Pray.g_01470
OG0000146	Prap.g_00045	Pray.g_01471
OG0000147	Prap.g_00044	Pray.g_01472
OG0000148	Prap.g_00042	Pray.g_01474
OG0000149	Prap.g_00941	Pray.g_01476
OG0000150	Prap.g_00940	Pray.g_01477
OG0000151	Prap.g_00939	Pray.g_01478
OG0000152	Prap.g_00938	Pray.g_01479
OG0000153	Prap.g_00937	Pray.g_01480
OG0000154	Prap.g_00936	Pray.g_01481
OG0000155	Prap.g_00935	Pray.g_01482
OG0000156	Prap.g_00934	Pray.g_01483
OG0000157	Prap.g_00933	Pray.g_01484
OG0000158	Prap.g_00931	Pray.g_01486
OG0000159	Prap.g_00930	Pray.g_01487
OG0000160	Prap.g_00929	Pray.g_01488
OG0000161	Prap.g_00928	Pray.g_01489
OG0000162	Prap.g_00927	Pray.g_01490
OG0000163	Prap.g_00925	Pray.g_01491
OG0000164	Prap.g_00922	Pray.g_01494
OG0000165	Prap.g_00919	Pray.g_01497
OG0000166	Prap.g_00918	Pray.g_01498
OG0000167	Prap.g_00917	Pray.g_01499
OG0000168	Prap.g_00915	Pray.g_00243
OG0000169	Prap.g_00913	Pray.g_00241
OG0000170	Prap.g_00911	Pray.g_00240
OG0000171	Prap.g_00910	Pray.g_00239
OG0000172	Prap.g_00909	Pray.g_00238
OG0000173	Prap.g_00906	Pray.g_00237
OG0000174	Prap.g_00905	Pray.g_00236
OG0000175	Prap.g_00904	Pray.g_00235
OG0000176	Prap.g_00902	Pray.g_00233
OG0000177	Prap.g_00901	Pray.g_00232
OG0000178	Prap.g_00899	Pray.g_00231
OG0000179	Prap.g_00887	Pray.g_00225
OG0000180	Prap.g_00886	Pray.g_00224
OG0000181	Prap.g_00885	Pray.g_00223
OG0000182	Prap.g_00881	Pray.g_00220
OG0000183	Prap.g_00880	Pray.g_00219
OG0000184	Prap.g_00877	Pray.g_00216
OG0000185	Prap.g_01100	Pray.g_00212
OG0000186	Prap.g_01099	Pray.g_00211
OG0000187	Prap.g_00025	Pray.g_00210
OG0000188	Prap.g_01098	Pray.g_00209
OG0000189	Prap.g_01097	Pray.g_00208
OG0000190	Prap.g_01096	Pray.g_00207
OG0000191	Prap.g_01095	Pray.g_00206
OG0000192	Prap.g_01094	Pray.g_00205
OG0000193	Prap.g_01093	Pray.g_00204
OG0000194	Prap.g_01092	Pray.g_00203
OG0000195	Prap.g_01090	Pray.g_00201
OG0000196	Prap.g_01089	Pray.g_00200
OG0000197	Prap.g_01088	Pray.g_00199
OG0000198	Prap.g_01087	Pray.g_00198
OG0000199	Prap.g_01084	Pray.g_00195
OG0000200	Prap.g_01083	Pray.g_00194
OG0000201	Prap.g_01082	Pray.g_00193
OG0000202	Prap.g_01080	Pray.g_00192
OG0000203	Prap.g_01079	Pray.g_00191
OG0000204	Prap.g_01078	Pray.g_00190
OG0000205	Prap.g_01076	Pray.g_00189
OG0000206	Prap.g_01075	Pray.g_00188
OG0000207	Prap.g_01074	Pray.g_00187
OG0000208	Prap.g_01073	Pray.g_00186
OG0000209	Prap.g_01072	Pray.g_00185
OG0000210	Prap.g_01071	Pray.g_00183
OG0000211	Prap.g_01069	Pray.g_00182
OG0000212	Prap.g_01068	Pray.g_00181
OG0000213	Prap.g_01067	Pray.g_00180
OG0000214	Prap.g_01063	Pray.g_00178
OG0000215	Prap.g_01062	Pray.g_00177
OG0000216	Prap.g_01060	Pray.g_00175
OG0000217	Prap.g_01059	Pray.g_00174
OG0000218	Prap.g_01058	Pray.g_00173
OG0000219	Prap.g_01057	Pray.g_00172
OG0000220	Prap.g_01054	Pray.g_00169
OG0000221	Prap.g_01051	Pray.g_00167
OG0000222	Prap.g_01050	Pray.g_00166
OG0000223	Prap.g_01049	Pray.g_00165
OG0000224	Prap.g_01047	Pray.g_00162
OG0000225	Prap.g_01045	Pray.g_00160
OG0000226	Prap.g_01043	Pray.g_00159
OG0000227	Prap.g_01042	Pray.g_00158
OG0000228	Prap.g_01041	Pray.g_00157
OG0000229	Prap.g_01040	Pray.g_00156
OG0000230	Prap.g_01039	Pray.g_00155
OG0000231	Prap.g_00319	Pray.g_00153
OG0000232	Prap.g_01037	Pray.g_00152
OG0000233	Prap.g_01034	Pray.g_00149
OG0000234	Prap.g_01032	Pray.g_00147
OG0000235	Prap.g_01026	Pray.g_00144
OG0000236	Prap.g_01025	Pray.g_00143
OG0000237	Prap.g_01024	Pray.g_00142
OG0000238	Prap.g_01023	Pray.g_00141
OG0000239	Prap.g_01022	Pray.g_00140
OG0000240	Prap.g_01020	Pray.g_00138
OG0000241	Prap.g_01019	Pray.g_00137
OG0000242	Prap.g_01018	Pray.g_00136
OG0000243	Prap.g_01017	Pray.g_00635
OG0000244	Prap.g_01016	Pray.g_00636
OG0000245	Prap.g_01014	Pray.g_00637
OG0000246	Prap.g_01012	Pray.g_00639
OG0000247	Prap.g_01011	Pray.g_00640
OG0000248	Prap.g_01010	Pray.g_00641
OG0000249	Prap.g_01009	Pray.g_00642
OG0000250	Prap.g_01008	Pray.g_00643
OG0000251	Prap.g_01007	Pray.g_00644
OG0000252	Prap.g_01006	Pray.g_00645
OG0000253	Prap.g_01005	Pray.g_00646
OG0000254	Prap.g_01003	Pray.g_00648
OG0000255	Prap.g_01002	Pray.g_00649
OG0000256	Prap.g_00999	Pray.g_00652
OG0000257	Prap.g_00997	Pray.g_00654
OG0000258	Prap.g_00996	Pray.g_00655
OG0000259	Prap.g_00995	Pray.g_00656
OG0000260	Prap.g_00994	Pray.g_00657
OG0000261	Prap.g_00993	Pray.g_00658
OG0000262	Prap.g_00992	Pray.g_00659
OG0000263	Prap.g_00991	Pray.g_00660
OG0000264	Prap.g_00989	Pray.g_00662
OG0000265	Prap.g_00988	Pray.g_00663
OG0000266	Prap.g_00987	Pray.g_00664
OG0000267	Prap.g_00985	Pray.g_00666
OG0000268	Prap.g_00983	Pray.g_00667
OG0000269	Prap.g_00982	Pray.g_00668
OG0000270	Prap.g_00981	Pray.g_00669
OG0000271	Prap.g_00980	Pray.g_00670
OG0000272	Prap.g_00979	Pray.g_00671
OG0000273	Prap.g_00978	Pray.g_00672
OG0000274	Prap.g_00977	Pray.g_00673
OG0000275	Prap.g_00976	Pray.g_00674
OG0000276	Prap.g_00975	Pray.g_00675
OG0000277	Prap.g_00974	Pray.g_00676
OG0000278	Prap.g_00973	Pray.g_00677
OG0000279	Prap.g_00972	Pray.g_00678
OG0000280	Prap.g_00971	Pray.g_00679
OG0000281	Prap.g_00969	Pray.g_00681
OG0000282	Prap.g_00968	Pray.g_00682
OG0000283	Prap.g_00965	Pray.g_00685
OG0000284	Prap.g_00964	Pray.g_00686
OG0000285	Prap.g_00963	Pray.g_00687
OG0000286	Prap.g_00961	Pray.g_00689
OG0000287	Prap.g_00959	Pray.g_00690
OG0000288	Prap.g_00958	Pray.g_00691
OG0000289	Prap.g_00957	Pray.g_00692
OG0000290	Prap.g_00956	Pray.g_00693
OG0000291	Prap.g_00955	Pray.g_00694
OG0000292	Prap.g_00954	Pray.g_00695
OG0000293	Prap.g_00953	Pray.g_00696
OG0000294	Prap.g_00952	Pray.g_00697
OG0000295	Prap.g_00951	Pray.g_00698
OG0000296	Prap.g_00950	Pray.g_00699
OG0000297	Prap.g_00949	Pray.g_00700
OG0000298	Prap.g_00948	Pray.g_00701
OG0000299	Prap.g_00947	Pray.g_00702
OG0000300	Prap.g_00946	Pray.g_00703
OG0000301	Prap.g_00945	Pray.g_00704
OG0000302	Prap.g_00944	Pray.g_00705
OG0000303	Prap.g_00943	Pray.g_00706
OG0000304	Prap.g_01487	Pray.g_00707
OG0000305	Prap.g_01486	Pray.g_00708
OG0000306	Prap.g_01485	Pray.g_00709
OG0000307	Prap.g_01483	Pray.g_00710
OG0000308	Prap.g_01482	Pray.g_00711
OG0000309	Prap.g_01481	Pray.g_00712
OG0000310	Prap.g_01480	Pray.g_00713
OG0000311	Prap.g_01479	Pray.g_00714
OG0000312	Prap.g_01477	Pray.g_00716
OG0000313	Prap.g_01476	Pray.g_00717
OG0000314	Prap.g_01472	Pray.g_00720
OG0000315	Prap.g_01471	Pray.g_00721
OG0000316	Prap.g_01469	Pray.g_00723
OG0000317	Prap.g_01467	Pray.g_00725
OG0000318	Prap.g_01466	Pray.g_00726
OG0000319	Prap.g_01465	Pray.g_00727
OG0000320	Prap.g_01464	Pray.g_00728
OG0000321	Prap.g_01461	Pray.g_00731
OG0000322	Prap.g_01457	Pray.g_00734
OG0000323	Prap.g_01456	Pray.g_00735
OG0000324	Prap.g_01453	Pray.g_00738
OG0000325	Prap.g_01452	Pray.g_00739
OG0000326	Prap.g_01451	Pray.g_00740
OG0000327	Prap.g_01449	Pray.g_00742
OG0000328	Prap.g_01448	Pray.g_00743
OG0000329	Prap.g_01447	Pray.g_00744
OG0000330	Prap.g_01446	Pray.g_00745
OG0000331	Prap.g_01444	Pray.g_00746
OG0000332	Prap.g_01443	Pray.g_00747
OG0000333	Prap.g_01442	Pray.g_00748
OG0000334	Prap.g_01441	Pray.g_00749
OG0000335	Prap.g_01440	Pray.g_00750
OG0000336	Prap.g_01438	Pray.g_00751
OG0000337	Prap.g_01435	Pray.g_00754
OG0000338	Prap.g_01434	Pray.g_00755
OG0000339	Prap.g_01433	Pray.g_00756
OG0000340	Prap.g_01432	Pray.g_00757
OG0000341	Prap.g_01428	Pray.g_00761
OG0000342	Prap.g_01427	Pray.g_00762
OG0000343	Prap.g_01424	Pray.g_00764
OG0000344	Prap.g_01423	Pray.g_00765
OG0000345	Prap.g_01422	Pray.g_00766
OG0000346	Prap.g_01421	Pray.g_00767
OG0000347	Prap.g_01420	Pray.g_00768
OG0000348	Prap.g_01418	Pray.g_00769
OG0000349	Prap.g_01417	Pray.g_00770
OG0000350	Prap.g_01416	Pray.g_00771
OG0000351	Prap.g_01414	Pray.g_00773
OG0000352	Prap.g_01411	Pray.g_00776
OG0000353	Prap.g_01410	Pray.g_00777
OG0000354	Prap.g_01409	Pray.g_00778
OG0000355	Prap.g_01408	Pray.g_00779
OG0000356	Prap.g_01407	Pray.g_00780
OG0000357	Prap.g_01406	Pray.g_00781
OG0000358	Prap.g_01405	Pray.g_00782
OG0000359	Prap.g_01404	Pray.g_00783
OG0000360	Prap.g_01402	Pray.g_00786
OG0000361	Prap.g_01401	Pray.g_00787
OG0000362	Prap.g_01400	Pray.g_00788
OG0000363	Prap.g_01399	Pray.g_00789
OG0000364	Prap.g_01398	Pray.g_00790
OG0000365	Prap.g_01397	Pray.g_00791
OG0000366	Prap.g_01396	Pray.g_00792
OG0000367	Prap.g_01395	Pray.g_00793
OG0000368	Prap.g_01394	Pray.g_00794
OG0000369	Prap.g_01393	Pray.g_00795
OG0000370	Prap.g_01392	Pray.g_00796
OG0000371	Prap.g_01391	Pray.g_00797
OG0000372	Prap.g_01390	Pray.g_00799
OG0000373	Prap.g_01388	Pray.g_00801
OG0000374	Prap.g_01387	Pray.g_00802
OG0000375	Prap.g_01386	Pray.g_00803
OG0000376	Prap.g_01385	Pray.g_00805
OG0000377	Prap.g_01379	Pray.g_00806
OG0000378	Prap.g_01378	Pray.g_00807
OG0000379	Prap.g_01372	Pray.g_00812
OG0000380	Prap.g_01370	Pray.g_00813
OG0000381	Prap.g_01369	Pray.g_00814
OG0000382	Prap.g_01368	Pray.g_00816
OG0000383	Prap.g_01365	Pray.g_00819
OG0000384	Prap.g_01364	Pray.g_00820
OG0000385	Prap.g_01361	Pray.g_00823
OG0000386	Prap.g_01360	Pray.g_00824
OG0000387	Prap.g_01359	Pray.g_00825
OG0000388	Prap.g_01358	Pray.g_00826
OG0000389	Prap.g_01357	Pray.g_00827
OG0000390	Prap.g_01356	Pray.g_00828
OG0000391	Prap.g_01355	Pray.g_00829
OG0000392	Prap.g_01354	Pray.g_00830
OG0000393	Prap.g_01350	Pray.g_00833
OG0000394	Prap.g_01349	Pray.g_00834
OG0000395	Prap.g_01346	Pray.g_00836
OG0000396	Prap.g_00728	Pray.g_00837
OG0000397	Prap.g_00500	Pray.g_00849
OG0000398	Prap.g_01827	Pray.g_00857
OG0000399	Prap.g_00495	Pray.g_00858
OG0000400	Prap.g_01714	Pray.g_00864
OG0000401	Prap.g_01335	Pray.g_00921
OG0000402	Prap.g_01334	Pray.g_00922
OG0000403	Prap.g_01333	Pray.g_00923
OG0000404	Prap.g_01331	Pray.g_00925
OG0000405	Prap.g_01330	Pray.g_00926
OG0000406	Prap.g_01328	Pray.g_00928
OG0000407	Prap.g_01327	Pray.g_00929
OG0000408	Prap.g_01326	Pray.g_00930
OG0000409	Prap.g_01325	Pray.g_00931
OG0000410	Prap.g_01324	Pray.g_00932
OG0000411	Prap.g_01323	Pray.g_00933
OG0000412	Prap.g_01322	Pray.g_00934
OG0000413	Prap.g_01321	Pray.g_00935
OG0000414	Prap.g_01320	Pray.g_00936
OG0000415	Prap.g_01319	Pray.g_00937
OG0000416	Prap.g_01318	Pray.g_00938
OG0000417	Prap.g_01317	Pray.g_00939
OG0000418	Prap.g_01316	Pray.g_00940
OG0000419	Prap.g_01315	Pray.g_00941
OG0000420	Prap.g_01314	Pray.g_00942
OG0000421	Prap.g_01310	Pray.g_00943
OG0000422	Prap.g_01308	Pray.g_00945
OG0000423	Prap.g_01307	Pray.g_00946
OG0000424	Prap.g_01306	Pray.g_00948
OG0000425	Prap.g_01302	Pray.g_00951
OG0000426	Prap.g_01301	Pray.g_00952
OG0000427	Prap.g_01300	Pray.g_00953
OG0000428	Prap.g_01298	Pray.g_00954
OG0000429	Prap.g_01297	Pray.g_00955
OG0000430	Prap.g_01296	Pray.g_00961
OG0000431	Prap.g_01294	Pray.g_00963
OG0000432	Prap.g_01293	Pray.g_00964
OG0000433	Prap.g_01290	Pray.g_00967
OG0000434	Prap.g_01289	Pray.g_00968
OG0000435	Prap.g_01288	Pray.g_00969
OG0000436	Prap.g_01286	Pray.g_00971
OG0000437	Prap.g_01284	Pray.g_00973
OG0000438	Prap.g_01283	Pray.g_00974
OG0000439	Prap.g_01282	Pray.g_00975
OG0000440	Prap.g_01280	Pray.g_00977
OG0000441	Prap.g_01279	Pray.g_00978
OG0000442	Prap.g_01278	Pray.g_00979
OG0000443	Prap.g_01277	Pray.g_00980
OG0000444	Prap.g_01276	Pray.g_00981
OG0000445	Prap.g_01275	Pray.g_00982
OG0000446	Prap.g_01274	Pray.g_00983
OG0000447	Prap.g_01273	Pray.g_00984
OG0000448	Prap.g_01272	Pray.g_00985
OG0000449	Prap.g_01266	Pray.g_00991
OG0000450	Prap.g_01265	Pray.g_00992
OG0000451	Prap.g_01264	Pray.g_00993
OG0000452	Prap.g_01263	Pray.g_00994
OG0000453	Prap.g_01262	Pray.g_00996
OG0000454	Prap.g_01261	Pray.g_00997
OG0000455	Prap.g_01260	Pray.g_00998
OG0000456	Prap.g_01259	Pray.g_00999
OG0000457	Prap.g_01257	Pray.g_01001
OG0000458	Prap.g_01255	Pray.g_01003
OG0000459	Prap.g_01254	Pray.g_01004
OG0000460	Prap.g_01252	Pray.g_01006
OG0000461	Prap.g_01251	Pray.g_01007
OG0000462	Prap.g_01250	Pray.g_01008
OG0000463	Prap.g_01249	Pray.g_01009
OG0000464	Prap.g_01245	Pray.g_01014
OG0000465	Prap.g_01244	Pray.g_01016
OG0000466	Prap.g_01243	Pray.g_01017
OG0000467	Prap.g_01242	Pray.g_01018
OG0000468	Prap.g_01241	Pray.g_01019
OG0000469	Prap.g_01240	Pray.g_01020
OG0000470	Prap.g_01239	Pray.g_01021
OG0000471	Prap.g_01238	Pray.g_01022
OG0000472	Prap.g_01235	Pray.g_01227
OG0000473	Prap.g_01234	Pray.g_01226
OG0000474	Prap.g_01233	Pray.g_01225
OG0000475	Prap.g_01232	Pray.g_01224
OG0000476	Prap.g_01231	Pray.g_01223
OG0000477	Prap.g_01229	Pray.g_01221
OG0000478	Prap.g_01228	Pray.g_01220
OG0000479	Prap.g_01227	Pray.g_01219
OG0000480	Prap.g_01225	Pray.g_01217
OG0000481	Prap.g_01224	Pray.g_01216
OG0000482	Prap.g_01223	Pray.g_01215
OG0000483	Prap.g_01222	Pray.g_01214
OG0000484	Prap.g_01221	Pray.g_01213
OG0000485	Prap.g_01220	Pray.g_01212
OG0000486	Prap.g_01219	Pray.g_01211
OG0000487	Prap.g_01218	Pray.g_01210
OG0000488	Prap.g_01216	Pray.g_01208
OG0000489	Prap.g_01215	Pray.g_01207
OG0000490	Prap.g_01214	Pray.g_01206
OG0000491	Prap.g_01213	Pray.g_01205
OG0000492	Prap.g_01212	Pray.g_01204
OG0000493	Prap.g_01211	Pray.g_01203
OG0000494	Prap.g_01210	Pray.g_01201
OG0000495	Prap.g_01209	Pray.g_01200
OG0000496	Prap.g_01207	Pray.g_01199
OG0000497	Prap.g_01205	Pray.g_01198
OG0000498	Prap.g_01204	Pray.g_01197
OG0000499	Prap.g_01202	Pray.g_01195
OG0000500	Prap.g_01201	Pray.g_01194
OG0000501	Prap.g_01199	Pray.g_01192
OG0000502	Prap.g_01198	Pray.g_01191
OG0000503	Prap.g_01197	Pray.g_01190
OG0000504	Prap.g_01196	Pray.g_01189
OG0000505	Prap.g_01195	Pray.g_01188
OG0000506	Prap.g_01194	Pray.g_01187
OG0000507	Prap.g_01193	Pray.g_01186
OG0000508	Prap.g_01191	Pray.g_01184
OG0000509	Prap.g_01190	Pray.g_01183
OG0000510	Prap.g_01189	Pray.g_01182
OG0000511	Prap.g_01188	Pray.g_01181
OG0000512	Prap.g_01187	Pray.g_01180
OG0000513	Prap.g_01186	Pray.g_01179
OG0000514	Prap.g_01185	Pray.g_01178
OG0000515	Prap.g_01182	Pray.g_01176
OG0000516	Prap.g_01181	Pray.g_01175
OG0000517	Prap.g_01180	Pray.g_01174
OG0000518	Prap.g_01177	Pray.g_01172
OG0000519	Prap.g_01176	Pray.g_01171
OG0000520	Prap.g_01175	Pray.g_01170
OG0000521	Prap.g_01174	Pray.g_01169
OG0000522	Prap.g_01173	Pray.g_01168
OG0000523	Prap.g_01172	Pray.g_01167
OG0000524	Prap.g_01171	Pray.g_01166
OG0000525	Prap.g_01169	Pray.g_01164
OG0000526	Prap.g_01168	Pray.g_01163
OG0000527	Prap.g_01167	Pray.g_01162
OG0000528	Prap.g_01166	Pray.g_01161
OG0000529	Prap.g_01165	Pray.g_01160
OG0000530	Prap.g_01164	Pray.g_01159
OG0000531	Prap.g_01162	Pray.g_01158
OG0000532	Prap.g_01161	Pray.g_01157
OG0000533	Prap.g_01160	Pray.g_01156
OG0000534	Prap.g_01159	Pray.g_01155
OG0000535	Prap.g_01158	Pray.g_01154
OG0000536	Prap.g_01157	Pray.g_01153
OG0000537	Prap.g_01156	Pray.g_01152
OG0000538	Prap.g_01155	Pray.g_01151
OG0000539	Prap.g_01154	Pray.g_01150
OG0000540	Prap.g_01153	Pray.g_01149
OG0000541	Prap.g_01152	Pray.g_01148
OG0000542	Prap.g_01151	Pray.g_01147
OG0000543	Prap.g_01150	Pray.g_01146
OG0000544	Prap.g_01149	Pray.g_01145
OG0000545	Prap.g_01147	Pray.g_01142
OG0000546	Prap.g_01146	Pray.g_01141
OG0000547	Prap.g_01144	Pray.g_01139
OG0000548	Prap.g_01142	Pray.g_01138
OG0000549	Prap.g_01141	Pray.g_01137
OG0000550	Prap.g_01140	Pray.g_01136
OG0000551	Prap.g_01138	Pray.g_01135
OG0000552	Prap.g_01137	Pray.g_01134
OG0000553	Prap.g_00397	Pray.g_01133
OG0000554	Prap.g_00396	Pray.g_01132
OG0000555	Prap.g_00395	Pray.g_01131
OG0000556	Prap.g_00394	Pray.g_01130
OG0000557	Prap.g_00393	Pray.g_01129
OG0000558	Prap.g_00392	Pray.g_01128
OG0000559	Prap.g_00391	Pray.g_01127
OG0000560	Prap.g_00389	Pray.g_01125
OG0000561	Prap.g_00388	Pray.g_01124
OG0000562	Prap.g_00386	Pray.g_01123
OG0000563	Prap.g_00385	Pray.g_01122
OG0000564	Prap.g_00384	Pray.g_01121
OG0000565	Prap.g_00383	Pray.g_01120
OG0000566	Prap.g_00382	Pray.g_01119
OG0000567	Prap.g_00381	Pray.g_01118
OG0000568	Prap.g_00380	Pray.g_01117
OG0000569	Prap.g_00379	Pray.g_01116
OG0000570	Prap.g_00378	Pray.g_01115
OG0000571	Prap.g_00377	Pray.g_01114
OG0000572	Prap.g_00376	Pray.g_01113
OG0000573	Prap.g_00373	Pray.g_01110
OG0000574	Prap.g_00372	Pray.g_01109
OG0000575	Prap.g_00371	Pray.g_01108
OG0000576	Prap.g_00370	Pray.g_01107
OG0000577	Prap.g_00369	Pray.g_01106
OG0000578	Prap.g_00368	Pray.g_01105
OG0000579	Prap.g_00367	Pray.g_01104
OG0000580	Prap.g_00366	Pray.g_01103
OG0000581	Prap.g_00365	Pray.g_01102
OG0000582	Prap.g_00364	Pray.g_01101
OG0000583	Prap.g_00363	Pray.g_01100
OG0000584	Prap.g_00361	Pray.g_01099
OG0000585	Prap.g_00360	Pray.g_01098
OG0000586	Prap.g_00358	Pray.g_01096
OG0000587	Prap.g_00357	Pray.g_01095
OG0000588	Prap.g_00831	Pray.g_01093
