Orthogroup	Prap	Prab
OG0000119	Prap.g_01880	Prab.g_01189
OG0000120	Prap.g_00450	Prab.g_01225
OG0000121	Prap.g_00427	Prab.g_01244
OG0000122	Prap.g_00407	Prab.g_01263
OG0000123	Prap.g_01135	Prab.g_01276
OG0000124	Prap.g_00217	Prab.g_01284
OG0000125	Prap.g_00574	Prab.g_01338
OG0000126	Prap.g_00059	Prab.g_01360
OG0000127	Prap.g_00109	Prab.g_01453
OG0000128	Prap.g_00122	Prab.g_01467
OG0000129	Prap.g_00158	Prab.g_01503
OG0000130	Prap.g_01782	Prab.g_01667
OG0000131	Prap.g_01742	Prab.g_01705
OG0000132	Prap.g_01739	Prab.g_01708
OG0000133	Prap.g_01685	Prab.g_01761
OG0000134	Prap.g_01648, Prap.g_01649	Prab.g_01797
OG0000135	Prap.g_01646	Prab.g_01799
OG0000136	Prap.g_01596	Prab.g_01842
OG0000137	Prap.g_01562	Prab.g_01874
OG0000138	Prap.g_01528	Prab.g_01910
OG0000139	Prap.g_01497	Prab.g_01937
OG0000140	Prap.g_00053	Prab.g_00001
OG0000141	Prap.g_00052	Prab.g_00002
OG0000142	Prap.g_00050	Prab.g_00004
OG0000143	Prap.g_00049	Prab.g_00005
OG0000144	Prap.g_00047	Prab.g_00007
OG0000145	Prap.g_00046	Prab.g_00008
OG0000146	Prap.g_00045	Prab.g_00009
OG0000147	Prap.g_00044	Prab.g_00010
OG0000148	Prap.g_00042	Prab.g_00012
OG0000149	Prap.g_00941	Prab.g_00014
OG0000150	Prap.g_00940	Prab.g_00015
OG0000151	Prap.g_00939	Prab.g_00016
OG0000152	Prap.g_00938	Prab.g_00017
OG0000153	Prap.g_00937	Prab.g_00018
OG0000154	Prap.g_00936	Prab.g_00019
OG0000155	Prap.g_00935	Prab.g_00020
OG0000156	Prap.g_00934	Prab.g_00021
OG0000157	Prap.g_00933	Prab.g_00022
OG0000158	Prap.g_00931	Prab.g_00024
OG0000159	Prap.g_00930	Prab.g_00025
OG0000160	Prap.g_00929	Prab.g_00026
OG0000161	Prap.g_00928	Prab.g_00027
OG0000162	Prap.g_00927	Prab.g_00028
OG0000163	Prap.g_00925	Prab.g_00029
OG0000164	Prap.g_00922	Prab.g_00032
OG0000165	Prap.g_00919	Prab.g_00035
OG0000166	Prap.g_00918	Prab.g_00036
OG0000167	Prap.g_00917	Prab.g_00037
OG0000168	Prap.g_00915	Prab.g_00039
OG0000169	Prap.g_00913	Prab.g_00041
OG0000170	Prap.g_00911	Prab.g_00042
OG0000171	Prap.g_00910	Prab.g_00043
OG0000172	Prap.g_00909	Prab.g_00044
OG0000173	Prap.g_00906	Prab.g_00045
OG0000174	Prap.g_00905	Prab.g_00046
OG0000175	Prap.g_00904	Prab.g_00047
OG0000176	Prap.g_00902	Prab.g_00049
OG0000177	Prap.g_00901	Prab.g_00050
OG0000178	Prap.g_00899	Prab.g_00051
OG0000179	Prap.g_00887	Prab.g_00056
OG0000180	Prap.g_00886	Prab.g_00057
OG0000181	Prap.g_00885	Prab.g_00058
OG0000182	Prap.g_00881	Prab.g_00061
OG0000183	Prap.g_00880	Prab.g_00062
OG0000184	Prap.g_00877	Prab.g_00065
OG0000185	Prap.g_01100	Prab.g_00069
OG0000186	Prap.g_01099	Prab.g_00070
OG0000187	Prap.g_00025	Prab.g_00071
OG0000188	Prap.g_01098	Prab.g_00072
OG0000189	Prap.g_01097	Prab.g_00073
OG0000190	Prap.g_01096	Prab.g_00074
OG0000191	Prap.g_01095	Prab.g_00075
OG0000192	Prap.g_01094	Prab.g_00076
OG0000193	Prap.g_01093	Prab.g_00077
OG0000194	Prap.g_01092	Prab.g_00078
OG0000195	Prap.g_01090	Prab.g_00080
OG0000196	Prap.g_01089	Prab.g_00081
OG0000197	Prap.g_01088	Prab.g_00082
OG0000198	Prap.g_01087	Prab.g_00083
OG0000199	Prap.g_01084	Prab.g_00085
OG0000200	Prap.g_01083	Prab.g_00086
OG0000201	Prap.g_01082	Prab.g_00087
OG0000202	Prap.g_01080	Prab.g_00088
OG0000203	Prap.g_01079	Prab.g_00089
OG0000204	Prap.g_01078	Prab.g_00090
OG0000205	Prap.g_01076	Prab.g_00091
OG0000206	Prap.g_01075	Prab.g_00092
OG0000207	Prap.g_01074	Prab.g_00093
OG0000208	Prap.g_01073	Prab.g_00094
OG0000209	Prap.g_01072	Prab.g_00095
OG0000210	Prap.g_01071	Prab.g_00097
OG0000211	Prap.g_01069	Prab.g_00098
OG0000212	Prap.g_01068	Prab.g_00099
OG0000213	Prap.g_01067	Prab.g_00100
OG0000214	Prap.g_01063	Prab.g_00102
OG0000215	Prap.g_01062	Prab.g_00103
OG0000216	Prap.g_01060	Prab.g_00105
OG0000217	Prap.g_01059	Prab.g_00106
OG0000218	Prap.g_01058	Prab.g_00107
OG0000219	Prap.g_01057	Prab.g_00108
OG0000220	Prap.g_01054	Prab.g_00111
OG0000221	Prap.g_01051	Prab.g_00113
OG0000222	Prap.g_01050	Prab.g_00114
OG0000223	Prap.g_01049	Prab.g_00115
OG0000224	Prap.g_01047	Prab.g_00117
OG0000225	Prap.g_01045	Prab.g_00119
OG0000226	Prap.g_01043	Prab.g_00120
OG0000227	Prap.g_01042	Prab.g_00121
OG0000228	Prap.g_01041	Prab.g_00122
OG0000229	Prap.g_01040	Prab.g_00123
OG0000230	Prap.g_01039	Prab.g_00124
OG0000231	Prap.g_00319	Prab.g_00126
OG0000232	Prap.g_01037	Prab.g_00127
OG0000233	Prap.g_01034	Prab.g_00130
OG0000234	Prap.g_01032	Prab.g_00132
OG0000235	Prap.g_01026	Prab.g_00136
OG0000236	Prap.g_01025	Prab.g_00137
OG0000237	Prap.g_01024	Prab.g_00138
OG0000238	Prap.g_01023	Prab.g_00139
OG0000239	Prap.g_01022	Prab.g_00140
OG0000240	Prap.g_01020	Prab.g_00142
OG0000241	Prap.g_01019	Prab.g_00143
OG0000242	Prap.g_01018	Prab.g_00144
OG0000243	Prap.g_01017	Prab.g_00145
OG0000244	Prap.g_01016	Prab.g_00146
OG0000245	Prap.g_01014	Prab.g_00147
OG0000246	Prap.g_01012	Prab.g_00149
OG0000247	Prap.g_01011	Prab.g_00150
OG0000248	Prap.g_01010	Prab.g_00151
OG0000249	Prap.g_01009	Prab.g_00152
OG0000250	Prap.g_01008	Prab.g_00153
OG0000251	Prap.g_01007	Prab.g_00154
OG0000252	Prap.g_01006	Prab.g_00155
OG0000253	Prap.g_01005	Prab.g_00156
OG0000254	Prap.g_01003	Prab.g_00158
OG0000255	Prap.g_01002	Prab.g_00159
OG0000256	Prap.g_00999	Prab.g_00162
OG0000257	Prap.g_00997	Prab.g_00164
OG0000258	Prap.g_00996	Prab.g_00165
OG0000259	Prap.g_00995	Prab.g_00166
OG0000260	Prap.g_00994	Prab.g_00167
OG0000261	Prap.g_00993	Prab.g_00168
OG0000262	Prap.g_00992	Prab.g_00169
OG0000263	Prap.g_00991	Prab.g_00170
OG0000264	Prap.g_00989	Prab.g_00172
OG0000265	Prap.g_00988	Prab.g_00173
OG0000266	Prap.g_00987	Prab.g_00174
OG0000267	Prap.g_00985	Prab.g_00176
OG0000268	Prap.g_00983	Prab.g_00177
OG0000269	Prap.g_00982	Prab.g_00178
OG0000270	Prap.g_00981	Prab.g_00179
OG0000271	Prap.g_00980	Prab.g_00180
OG0000272	Prap.g_00979	Prab.g_00181
OG0000273	Prap.g_00978	Prab.g_00182
OG0000274	Prap.g_00977	Prab.g_00183
OG0000275	Prap.g_00976	Prab.g_00184
OG0000276	Prap.g_00975	Prab.g_00185
OG0000277	Prap.g_00974	Prab.g_00186
OG0000278	Prap.g_00973	Prab.g_00187
OG0000279	Prap.g_00972	Prab.g_00188
OG0000280	Prap.g_00971	Prab.g_00189
OG0000281	Prap.g_00969	Prab.g_00191
OG0000282	Prap.g_00968	Prab.g_00192
OG0000283	Prap.g_00965	Prab.g_00195
OG0000284	Prap.g_00964	Prab.g_00196
OG0000285	Prap.g_00963	Prab.g_00197
OG0000286	Prap.g_00961	Prab.g_00199
OG0000287	Prap.g_00959	Prab.g_00200
OG0000288	Prap.g_00958	Prab.g_00201
OG0000289	Prap.g_00957	Prab.g_00202
OG0000290	Prap.g_00956	Prab.g_00203
OG0000291	Prap.g_00955	Prab.g_00204
OG0000292	Prap.g_00954	Prab.g_00205
OG0000293	Prap.g_00953	Prab.g_00206
OG0000294	Prap.g_00952	Prab.g_00207
OG0000295	Prap.g_00951	Prab.g_00208
OG0000296	Prap.g_00950	Prab.g_00209
OG0000297	Prap.g_00949	Prab.g_00210
OG0000298	Prap.g_00948	Prab.g_00211
OG0000299	Prap.g_00947	Prab.g_00212
OG0000300	Prap.g_00946	Prab.g_00213
OG0000301	Prap.g_00945	Prab.g_00214
OG0000302	Prap.g_00944	Prab.g_00215
OG0000303	Prap.g_00943	Prab.g_00216
OG0000304	Prap.g_01487	Prab.g_00217
OG0000305	Prap.g_01486	Prab.g_00218
OG0000306	Prap.g_01485	Prab.g_00219
OG0000307	Prap.g_01483	Prab.g_00220
OG0000308	Prap.g_01482	Prab.g_00221
OG0000309	Prap.g_01481	Prab.g_00222
OG0000310	Prap.g_01480	Prab.g_00223
OG0000311	Prap.g_01479	Prab.g_00224
OG0000312	Prap.g_01477	Prab.g_00226
OG0000313	Prap.g_01476	Prab.g_00227
OG0000314	Prap.g_01472	Prab.g_00229
OG0000315	Prap.g_01471	Prab.g_00230
OG0000316	Prap.g_01469	Prab.g_00232
OG0000317	Prap.g_01467	Prab.g_00234
OG0000318	Prap.g_01466	Prab.g_00235
OG0000319	Prap.g_01465	Prab.g_00236
OG0000320	Prap.g_01464	Prab.g_00237
OG0000321	Prap.g_01461	Prab.g_00240
OG0000322	Prap.g_01457	Prab.g_00243
OG0000323	Prap.g_01456	Prab.g_00244
OG0000324	Prap.g_01453	Prab.g_00247
OG0000325	Prap.g_01452	Prab.g_00248
OG0000326	Prap.g_01451	Prab.g_00249
OG0000327	Prap.g_01449	Prab.g_00251
OG0000328	Prap.g_01448	Prab.g_00252
OG0000329	Prap.g_01447	Prab.g_00253
OG0000330	Prap.g_01446	Prab.g_00254
OG0000331	Prap.g_01444	Prab.g_00255
OG0000332	Prap.g_01443	Prab.g_00256
OG0000333	Prap.g_01442	Prab.g_00257
OG0000334	Prap.g_01441	Prab.g_00258
OG0000335	Prap.g_01440	Prab.g_00259
OG0000336	Prap.g_01438	Prab.g_00260
OG0000337	Prap.g_01435	Prab.g_00263
OG0000338	Prap.g_01434	Prab.g_00264
OG0000339	Prap.g_01433	Prab.g_00265
OG0000340	Prap.g_01432	Prab.g_00266
OG0000341	Prap.g_01428	Prab.g_00270
OG0000342	Prap.g_01427	Prab.g_00271
OG0000343	Prap.g_01424	Prab.g_00273
OG0000344	Prap.g_01423	Prab.g_00274
OG0000345	Prap.g_01422	Prab.g_00275
OG0000346	Prap.g_01421	Prab.g_00276
OG0000347	Prap.g_01420	Prab.g_00277
OG0000348	Prap.g_01418	Prab.g_00278
OG0000349	Prap.g_01417	Prab.g_00279
OG0000350	Prap.g_01416	Prab.g_00280
OG0000351	Prap.g_01414	Prab.g_00283
OG0000352	Prap.g_01411	Prab.g_00286
OG0000353	Prap.g_01410	Prab.g_00287
OG0000354	Prap.g_01409	Prab.g_00288
OG0000355	Prap.g_01408	Prab.g_00289
OG0000356	Prap.g_01407	Prab.g_00290
OG0000357	Prap.g_01406	Prab.g_00291
OG0000358	Prap.g_01405	Prab.g_00292
OG0000359	Prap.g_01404	Prab.g_00293
OG0000360	Prap.g_01402	Prab.g_00296
OG0000361	Prap.g_01401	Prab.g_00297
OG0000362	Prap.g_01400	Prab.g_00298
OG0000363	Prap.g_01399	Prab.g_00299
OG0000364	Prap.g_01398	Prab.g_00300
OG0000365	Prap.g_01397	Prab.g_00301
OG0000366	Prap.g_01396	Prab.g_00302
OG0000367	Prap.g_01395	Prab.g_00303
OG0000368	Prap.g_01394	Prab.g_00304
OG0000369	Prap.g_01393	Prab.g_00305
OG0000370	Prap.g_01392	Prab.g_00306
OG0000371	Prap.g_01391	Prab.g_00307
OG0000372	Prap.g_01390	Prab.g_00309
OG0000373	Prap.g_01388	Prab.g_00311
OG0000374	Prap.g_01387	Prab.g_00312
OG0000375	Prap.g_01386	Prab.g_00313
OG0000376	Prap.g_01385	Prab.g_00315
OG0000377	Prap.g_01379	Prab.g_00316
OG0000378	Prap.g_01378	Prab.g_00317
OG0000379	Prap.g_01372	Prab.g_00322
OG0000380	Prap.g_01370	Prab.g_00323
OG0000381	Prap.g_01369	Prab.g_00324
OG0000382	Prap.g_01368	Prab.g_00325
OG0000383	Prap.g_01365	Prab.g_00328
OG0000384	Prap.g_01364	Prab.g_00329
OG0000385	Prap.g_01361	Prab.g_00332
OG0000386	Prap.g_01360	Prab.g_00333
OG0000387	Prap.g_01359	Prab.g_00334
OG0000388	Prap.g_01358	Prab.g_00335
OG0000389	Prap.g_01357	Prab.g_00336
OG0000390	Prap.g_01356	Prab.g_00337
OG0000391	Prap.g_01355	Prab.g_00338
OG0000392	Prap.g_01354	Prab.g_00339
OG0000393	Prap.g_01350	Prab.g_00342
OG0000394	Prap.g_01349	Prab.g_00343
OG0000395	Prap.g_01346	Prab.g_00345
OG0000396	Prap.g_00728	Prab.g_00347
OG0000397	Prap.g_00500	Prab.g_00360
OG0000398	Prap.g_01827	Prab.g_00367
OG0000399	Prap.g_00495	Prab.g_00368
OG0000400	Prap.g_01714	Prab.g_00375
OG0000401	Prap.g_01335	Prab.g_00434
OG0000402	Prap.g_01334	Prab.g_00435
OG0000403	Prap.g_01333	Prab.g_00436
OG0000404	Prap.g_01331	Prab.g_00438
OG0000405	Prap.g_01330	Prab.g_00439
OG0000406	Prap.g_01328	Prab.g_00441
OG0000407	Prap.g_01327	Prab.g_00442
OG0000408	Prap.g_01326	Prab.g_00443
OG0000409	Prap.g_01325	Prab.g_00444
OG0000410	Prap.g_01324	Prab.g_00445
OG0000411	Prap.g_01323	Prab.g_00446
OG0000412	Prap.g_01322	Prab.g_00447
OG0000413	Prap.g_01321	Prab.g_00448
OG0000414	Prap.g_01320	Prab.g_00449
OG0000415	Prap.g_01319	Prab.g_00450
OG0000416	Prap.g_01318	Prab.g_00454
OG0000417	Prap.g_01317	Prab.g_00455
OG0000418	Prap.g_01316	Prab.g_00456
OG0000419	Prap.g_01315	Prab.g_00457
OG0000420	Prap.g_01314	Prab.g_00458
OG0000421	Prap.g_01310	Prab.g_00459
OG0000422	Prap.g_01308	Prab.g_00460
OG0000423	Prap.g_01307	Prab.g_00461
OG0000424	Prap.g_01306	Prab.g_00463
OG0000425	Prap.g_01302	Prab.g_00466
OG0000426	Prap.g_01301	Prab.g_00467
OG0000427	Prap.g_01300	Prab.g_00468
OG0000428	Prap.g_01298	Prab.g_00469
OG0000429	Prap.g_01297	Prab.g_00470
OG0000430	Prap.g_01296	Prab.g_00475
OG0000431	Prap.g_01294	Prab.g_00477
OG0000432	Prap.g_01293	Prab.g_00478
OG0000433	Prap.g_01290	Prab.g_00481
OG0000434	Prap.g_01289	Prab.g_00482
OG0000435	Prap.g_01288	Prab.g_00483
OG0000436	Prap.g_01286	Prab.g_00485
OG0000437	Prap.g_01284	Prab.g_00487
OG0000438	Prap.g_01283	Prab.g_00488
OG0000439	Prap.g_01282	Prab.g_00489
OG0000440	Prap.g_01280	Prab.g_00491
OG0000441	Prap.g_01279	Prab.g_00492
OG0000442	Prap.g_01278	Prab.g_00493
OG0000443	Prap.g_01277	Prab.g_00494
OG0000444	Prap.g_01276	Prab.g_00495
OG0000445	Prap.g_01275	Prab.g_00496
OG0000446	Prap.g_01274	Prab.g_00497
OG0000447	Prap.g_01273	Prab.g_00498
OG0000448	Prap.g_01272	Prab.g_00499
OG0000449	Prap.g_01266	Prab.g_00504
OG0000450	Prap.g_01265	Prab.g_00505
OG0000451	Prap.g_01264	Prab.g_00506
OG0000452	Prap.g_01263	Prab.g_00507
OG0000453	Prap.g_01262	Prab.g_00509
OG0000454	Prap.g_01261	Prab.g_00510
OG0000455	Prap.g_01260	Prab.g_00511
OG0000456	Prap.g_01259	Prab.g_00512
OG0000457	Prap.g_01257	Prab.g_00514
OG0000458	Prap.g_01255	Prab.g_00516
OG0000459	Prap.g_01254	Prab.g_00517
OG0000460	Prap.g_01252	Prab.g_00519
OG0000461	Prap.g_01251	Prab.g_00520
OG0000462	Prap.g_01250	Prab.g_00521
OG0000463	Prap.g_01249	Prab.g_00522
OG0000464	Prap.g_01245	Prab.g_00527
OG0000465	Prap.g_01244	Prab.g_00529
OG0000466	Prap.g_01243	Prab.g_00530
OG0000467	Prap.g_01242	Prab.g_00531
OG0000468	Prap.g_01241	Prab.g_00532
OG0000469	Prap.g_01240	Prab.g_00533
OG0000470	Prap.g_01239	Prab.g_00534
OG0000471	Prap.g_01238	Prab.g_00535
OG0000472	Prap.g_01235	Prab.g_00538
OG0000473	Prap.g_01234	Prab.g_00539
OG0000474	Prap.g_01233	Prab.g_00540
OG0000475	Prap.g_01232	Prab.g_00541
OG0000476	Prap.g_01231	Prab.g_00542
OG0000477	Prap.g_01229	Prab.g_00544
OG0000478	Prap.g_01228	Prab.g_00545
OG0000479	Prap.g_01227	Prab.g_00546
OG0000480	Prap.g_01225	Prab.g_00548
OG0000481	Prap.g_01224	Prab.g_00549
OG0000482	Prap.g_01223	Prab.g_00550
OG0000483	Prap.g_01222	Prab.g_00551
OG0000484	Prap.g_01221	Prab.g_00552
OG0000485	Prap.g_01220	Prab.g_00553
OG0000486	Prap.g_01219	Prab.g_00554
OG0000487	Prap.g_01218	Prab.g_00555
OG0000488	Prap.g_01216	Prab.g_00557
OG0000489	Prap.g_01215	Prab.g_00558
OG0000490	Prap.g_01214	Prab.g_00559
OG0000491	Prap.g_01213	Prab.g_00560
OG0000492	Prap.g_01212	Prab.g_00561
OG0000493	Prap.g_01211	Prab.g_00562
OG0000494	Prap.g_01210	Prab.g_00564
OG0000495	Prap.g_01209	Prab.g_00565
OG0000496	Prap.g_01207	Prab.g_00566
OG0000497	Prap.g_01205	Prab.g_00568
OG0000498	Prap.g_01204	Prab.g_00569
OG0000499	Prap.g_01202	Prab.g_00571
OG0000500	Prap.g_01201	Prab.g_00572
OG0000501	Prap.g_01199	Prab.g_00574
OG0000502	Prap.g_01198	Prab.g_00575
OG0000503	Prap.g_01197	Prab.g_00576
OG0000504	Prap.g_01196	Prab.g_00577
OG0000505	Prap.g_01195	Prab.g_00578
OG0000506	Prap.g_01194	Prab.g_00579
OG0000507	Prap.g_01193	Prab.g_00580
OG0000508	Prap.g_01191	Prab.g_00582
OG0000509	Prap.g_01190	Prab.g_00583
OG0000510	Prap.g_01189	Prab.g_00584
OG0000511	Prap.g_01188	Prab.g_00585
OG0000512	Prap.g_01187	Prab.g_00586
OG0000513	Prap.g_01186	Prab.g_00587
OG0000514	Prap.g_01185	Prab.g_00588
OG0000515	Prap.g_01182	Prab.g_00590
OG0000516	Prap.g_01181	Prab.g_00591
OG0000517	Prap.g_01180	Prab.g_00592
OG0000518	Prap.g_01177	Prab.g_00595
OG0000519	Prap.g_01176	Prab.g_00596
OG0000520	Prap.g_01175	Prab.g_00597
OG0000521	Prap.g_01174	Prab.g_00598
OG0000522	Prap.g_01173	Prab.g_00599
OG0000523	Prap.g_01172	Prab.g_00600
OG0000524	Prap.g_01171	Prab.g_00601
OG0000525	Prap.g_01169	Prab.g_00603
OG0000526	Prap.g_01168	Prab.g_00604
OG0000527	Prap.g_01167	Prab.g_00605
OG0000528	Prap.g_01166	Prab.g_00606
OG0000529	Prap.g_01165	Prab.g_00607
OG0000530	Prap.g_01164	Prab.g_00608
OG0000531	Prap.g_01162	Prab.g_00609
OG0000532	Prap.g_01161	Prab.g_00610
OG0000533	Prap.g_01160	Prab.g_00611
OG0000534	Prap.g_01159	Prab.g_00612
OG0000535	Prap.g_01158	Prab.g_00613
OG0000536	Prap.g_01157	Prab.g_00614
OG0000537	Prap.g_01156	Prab.g_00615
OG0000538	Prap.g_01155	Prab.g_00616
OG0000539	Prap.g_01154	Prab.g_00617
OG0000540	Prap.g_01153	Prab.g_00618
OG0000541	Prap.g_01152	Prab.g_00619
OG0000542	Prap.g_01151	Prab.g_00620
OG0000543	Prap.g_01150	Prab.g_00621
OG0000544	Prap.g_01149	Prab.g_00622
OG0000545	Prap.g_01147	Prab.g_00625
OG0000546	Prap.g_01146	Prab.g_00626
OG0000547	Prap.g_01144	Prab.g_00629
OG0000548	Prap.g_01142	Prab.g_00630
OG0000549	Prap.g_01141	Prab.g_00631
OG0000550	Prap.g_01140	Prab.g_00632
OG0000551	Prap.g_01138	Prab.g_00633
OG0000552	Prap.g_01137	Prab.g_00634
OG0000553	Prap.g_00397	Prab.g_00635
OG0000554	Prap.g_00396	Prab.g_00636
OG0000555	Prap.g_00395	Prab.g_00637
OG0000556	Prap.g_00394	Prab.g_00638
OG0000557	Prap.g_00393	Prab.g_00639
OG0000558	Prap.g_00392	Prab.g_00640
OG0000559	Prap.g_00391	Prab.g_00641
OG0000560	Prap.g_00389	Prab.g_00643
OG0000561	Prap.g_00388	Prab.g_00644
OG0000562	Prap.g_00386	Prab.g_00645
OG0000563	Prap.g_00385	Prab.g_00646
OG0000564	Prap.g_00384	Prab.g_00647
OG0000565	Prap.g_00383	Prab.g_00648
OG0000566	Prap.g_00382	Prab.g_00649
OG0000567	Prap.g_00381	Prab.g_00650
OG0000568	Prap.g_00380	Prab.g_00651
OG0000569	Prap.g_00379	Prab.g_00652
OG0000570	Prap.g_00378	Prab.g_00653
OG0000571	Prap.g_00377	Prab.g_00654
OG0000572	Prap.g_00376	Prab.g_00655
OG0000573	Prap.g_00373	Prab.g_00658
OG0000574	Prap.g_00372	Prab.g_00659
OG0000575	Prap.g_00371	Prab.g_00660
OG0000576	Prap.g_00370	Prab.g_00661
OG0000577	Prap.g_00369	Prab.g_00662
OG0000578	Prap.g_00368	Prab.g_00663
OG0000579	Prap.g_00367	Prab.g_00664
OG0000580	Prap.g_00366	Prab.g_00665
OG0000581	Prap.g_00365	Prab.g_00666
OG0000582	Prap.g_00364	Prab.g_00667
OG0000583	Prap.g_00363	Prab.g_00668
OG0000584	Prap.g_00361	Prab.g_00669
OG0000585	Prap.g_00360	Prab.g_00670
