Orthogroup	Prap	Prac
OG0000190	Prap.g_01096	Prac.g_01849
OG0000191	Prap.g_01095	Prac.g_01848
OG0000192	Prap.g_01094	Prac.g_01847
OG0000193	Prap.g_01093	Prac.g_01846
OG0000194	Prap.g_01092	Prac.g_01845
OG0000195	Prap.g_01090	Prac.g_01843
OG0000196	Prap.g_01089	Prac.g_01842
OG0000197	Prap.g_01088	Prac.g_01841
OG0000198	Prap.g_01087	Prac.g_01840
OG0000199	Prap.g_01084	Prac.g_01837
OG0000200	Prap.g_01083	Prac.g_01836
OG0000201	Prap.g_01082	Prac.g_01835
OG0000202	Prap.g_01080	Prac.g_01834
OG0000203	Prap.g_01079	Prac.g_01833
OG0000204	Prap.g_01078	Prac.g_01832
OG0000205	Prap.g_01076	Prac.g_01831
OG0000206	Prap.g_01075	Prac.g_01830
OG0000207	Prap.g_01074	Prac.g_01829
OG0000208	Prap.g_01073	Prac.g_01828
OG0000209	Prap.g_01072	Prac.g_01827
OG0000210	Prap.g_01071	Prac.g_01825
OG0000211	Prap.g_01069	Prac.g_01824
OG0000212	Prap.g_01068	Prac.g_01823
OG0000213	Prap.g_01067	Prac.g_01822
OG0000214	Prap.g_01063	Prac.g_01820
OG0000215	Prap.g_01062	Prac.g_01819
OG0000216	Prap.g_01060	Prac.g_01817
OG0000217	Prap.g_01059	Prac.g_01816
OG0000218	Prap.g_01058	Prac.g_01815
OG0000219	Prap.g_01057	Prac.g_01814
OG0000220	Prap.g_01054	Prac.g_01811
OG0000221	Prap.g_01051	Prac.g_01809
OG0000222	Prap.g_01050	Prac.g_01808
OG0000223	Prap.g_01049	Prac.g_01807
OG0000224	Prap.g_01047	Prac.g_01804
OG0000225	Prap.g_01045	Prac.g_01802
OG0000226	Prap.g_01043	Prac.g_01801
OG0000227	Prap.g_01042	Prac.g_01800
OG0000228	Prap.g_01041	Prac.g_01799
OG0000229	Prap.g_01040	Prac.g_01798
OG0000230	Prap.g_01039	Prac.g_01797
OG0000231	Prap.g_00319	Prac.g_01795
OG0000232	Prap.g_01037	Prac.g_01794
OG0000233	Prap.g_01034	Prac.g_01791
OG0000234	Prap.g_01032	Prac.g_01789
OG0000235	Prap.g_01026	Prac.g_01785
OG0000236	Prap.g_01025	Prac.g_01784
OG0000237	Prap.g_01024	Prac.g_01783
OG0000238	Prap.g_01023	Prac.g_01782
OG0000239	Prap.g_01022	Prac.g_01781
OG0000240	Prap.g_01020	Prac.g_01779
OG0000241	Prap.g_01019	Prac.g_01778
OG0000242	Prap.g_01018	Prac.g_01777
OG0000243	Prap.g_01017	Prac.g_01776
OG0000244	Prap.g_01016	Prac.g_01775
OG0000245	Prap.g_01014	Prac.g_01774
OG0000246	Prap.g_01012	Prac.g_01772
OG0000247	Prap.g_01011	Prac.g_01771
OG0000248	Prap.g_01010	Prac.g_01770
OG0000249	Prap.g_01009	Prac.g_01769
OG0000250	Prap.g_01008	Prac.g_01768
OG0000251	Prap.g_01007	Prac.g_01767
OG0000252	Prap.g_01006	Prac.g_01766
OG0000253	Prap.g_01005	Prac.g_01765
OG0000254	Prap.g_01003	Prac.g_01763
OG0000255	Prap.g_01002	Prac.g_01762
OG0000256	Prap.g_00999	Prac.g_01759
OG0000257	Prap.g_00997	Prac.g_01757
OG0000258	Prap.g_00996	Prac.g_01756
OG0000259	Prap.g_00995	Prac.g_01755
OG0000260	Prap.g_00994	Prac.g_01754
OG0000261	Prap.g_00993	Prac.g_01753
OG0000262	Prap.g_00992	Prac.g_01752
OG0000263	Prap.g_00991	Prac.g_01751
OG0000264	Prap.g_00989	Prac.g_01749
OG0000265	Prap.g_00988	Prac.g_01748
OG0000266	Prap.g_00987	Prac.g_01747
OG0000267	Prap.g_00985	Prac.g_01745
OG0000268	Prap.g_00983	Prac.g_01744
OG0000269	Prap.g_00982	Prac.g_01743
OG0000270	Prap.g_00981	Prac.g_01742
OG0000271	Prap.g_00980	Prac.g_01741
OG0000272	Prap.g_00979	Prac.g_01740
OG0000273	Prap.g_00978	Prac.g_01739
OG0000274	Prap.g_00977	Prac.g_01738
OG0000275	Prap.g_00976	Prac.g_01737
OG0000276	Prap.g_00975	Prac.g_01736
OG0000277	Prap.g_00974	Prac.g_01735
OG0000278	Prap.g_00973	Prac.g_01734
OG0000279	Prap.g_00972	Prac.g_01733
OG0000280	Prap.g_00971	Prac.g_01732
OG0000281	Prap.g_00969	Prac.g_01730
OG0000282	Prap.g_00968	Prac.g_01729
OG0000283	Prap.g_00965	Prac.g_01726
OG0000284	Prap.g_00964	Prac.g_01725
OG0000285	Prap.g_00963	Prac.g_01724
OG0000286	Prap.g_00961	Prac.g_01722
OG0000287	Prap.g_00959	Prac.g_01721
OG0000288	Prap.g_00958	Prac.g_01720
OG0000289	Prap.g_00957	Prac.g_01719
OG0000290	Prap.g_00956	Prac.g_01718
OG0000291	Prap.g_00955	Prac.g_01717
OG0000292	Prap.g_00954	Prac.g_01716
OG0000293	Prap.g_00953	Prac.g_01715
OG0000294	Prap.g_00952	Prac.g_01714
OG0000295	Prap.g_00951	Prac.g_01713
OG0000296	Prap.g_00950	Prac.g_01712
OG0000297	Prap.g_00949	Prac.g_01711
OG0000298	Prap.g_00948	Prac.g_01710
OG0000299	Prap.g_00947	Prac.g_01709
OG0000300	Prap.g_00946	Prac.g_01708
OG0000301	Prap.g_00945	Prac.g_01707
OG0000302	Prap.g_00944	Prac.g_01706
OG0000303	Prap.g_00943	Prac.g_01705
OG0000304	Prap.g_01487	Prac.g_01704
OG0000305	Prap.g_01486	Prac.g_01703
OG0000306	Prap.g_01485	Prac.g_01702
OG0000307	Prap.g_01483	Prac.g_01701
OG0000308	Prap.g_01482	Prac.g_01700
OG0000309	Prap.g_01481	Prac.g_01699
OG0000310	Prap.g_01480	Prac.g_01698
OG0000311	Prap.g_01479	Prac.g_01697
OG0000312	Prap.g_01477	Prac.g_01695
OG0000313	Prap.g_01476	Prac.g_01694
OG0000314	Prap.g_01472	Prac.g_01691
OG0000315	Prap.g_01471	Prac.g_01690
OG0000316	Prap.g_01469	Prac.g_01688
OG0000317	Prap.g_01467	Prac.g_01686
OG0000318	Prap.g_01466	Prac.g_01685
OG0000319	Prap.g_01465	Prac.g_01684
OG0000320	Prap.g_01464	Prac.g_01683
OG0000321	Prap.g_01461	Prac.g_01680
OG0000322	Prap.g_01457	Prac.g_01678
OG0000323	Prap.g_01456	Prac.g_01677
OG0000324	Prap.g_01453	Prac.g_01674
OG0000325	Prap.g_01452	Prac.g_01672
OG0000326	Prap.g_01451	Prac.g_01671
OG0000327	Prap.g_01449	Prac.g_01669
OG0000328	Prap.g_01448	Prac.g_01668
OG0000329	Prap.g_01447	Prac.g_01667
OG0000330	Prap.g_01446	Prac.g_01666
OG0000331	Prap.g_01444	Prac.g_01665
OG0000332	Prap.g_01443	Prac.g_01664
OG0000333	Prap.g_01442	Prac.g_01663
OG0000334	Prap.g_01441	Prac.g_01662
OG0000335	Prap.g_01440	Prac.g_01661
OG0000336	Prap.g_01438	Prac.g_01660
OG0000337	Prap.g_01435	Prac.g_01656
OG0000338	Prap.g_01434	Prac.g_01655
OG0000339	Prap.g_01433	Prac.g_01654
OG0000340	Prap.g_01432	Prac.g_01653
OG0000341	Prap.g_01428	Prac.g_01649
OG0000342	Prap.g_01427	Prac.g_01648
OG0000343	Prap.g_01424	Prac.g_01646
OG0000344	Prap.g_01423	Prac.g_01645
OG0000345	Prap.g_01422	Prac.g_01644
OG0000346	Prap.g_01421	Prac.g_01643
OG0000347	Prap.g_01420	Prac.g_01642
OG0000348	Prap.g_01418	Prac.g_01641
OG0000349	Prap.g_01417	Prac.g_01640
OG0000350	Prap.g_01416	Prac.g_01639
OG0000351	Prap.g_01414	Prac.g_01636
OG0000352	Prap.g_01411	Prac.g_01633
OG0000353	Prap.g_01410	Prac.g_01632
OG0000354	Prap.g_01409	Prac.g_01631
OG0000355	Prap.g_01408	Prac.g_01630
OG0000356	Prap.g_01407	Prac.g_01629
OG0000357	Prap.g_01406	Prac.g_01628
OG0000358	Prap.g_01405	Prac.g_01627
OG0000359	Prap.g_01404	Prac.g_01626
OG0000360	Prap.g_01402	Prac.g_01623
OG0000361	Prap.g_01401	Prac.g_01622
OG0000362	Prap.g_01400	Prac.g_01621
OG0000363	Prap.g_01399	Prac.g_01620
OG0000364	Prap.g_01398	Prac.g_01619
OG0000365	Prap.g_01397	Prac.g_01618
OG0000366	Prap.g_01396	Prac.g_01617
OG0000367	Prap.g_01395	Prac.g_01616
OG0000368	Prap.g_01394	Prac.g_01615
OG0000369	Prap.g_01393	Prac.g_01614
OG0000370	Prap.g_01392	Prac.g_01613
OG0000371	Prap.g_01391	Prac.g_01612
OG0000372	Prap.g_01390	Prac.g_01610
OG0000373	Prap.g_01388	Prac.g_01608
OG0000374	Prap.g_01387	Prac.g_01607
OG0000375	Prap.g_01386	Prac.g_01606
OG0000376	Prap.g_01385	Prac.g_01604
OG0000377	Prap.g_01379	Prac.g_01603
OG0000378	Prap.g_01378	Prac.g_01602
OG0000379	Prap.g_01372	Prac.g_01200
OG0000380	Prap.g_01370	Prac.g_01199
OG0000381	Prap.g_01369	Prac.g_01198
OG0000382	Prap.g_01368	Prac.g_01196
OG0000383	Prap.g_01365	Prac.g_01193
OG0000384	Prap.g_01364	Prac.g_01192
OG0000385	Prap.g_01361	Prac.g_01189
OG0000386	Prap.g_01360	Prac.g_01188
OG0000387	Prap.g_01359	Prac.g_01187
OG0000388	Prap.g_01358	Prac.g_01186
OG0000389	Prap.g_01357	Prac.g_01185
OG0000390	Prap.g_01356	Prac.g_01184
OG0000391	Prap.g_01355	Prac.g_01183
OG0000392	Prap.g_01354	Prac.g_01182
OG0000393	Prap.g_01350	Prac.g_01179
OG0000394	Prap.g_01349	Prac.g_01178
OG0000395	Prap.g_01346	Prac.g_01176
OG0000396	Prap.g_00728	Prac.g_01175
OG0000397	Prap.g_00500	Prac.g_01162
OG0000398	Prap.g_01827	Prac.g_01154
OG0000399	Prap.g_00495	Prac.g_01153
OG0000400	Prap.g_01714	Prac.g_01148
OG0000401	Prap.g_01335	Prac.g_01116
OG0000402	Prap.g_01334	Prac.g_01115
OG0000403	Prap.g_01333	Prac.g_01114
OG0000404	Prap.g_01331	Prac.g_01112
OG0000405	Prap.g_01330	Prac.g_01111
OG0000406	Prap.g_01328	Prac.g_01109
OG0000407	Prap.g_01327	Prac.g_01108
OG0000408	Prap.g_01326	Prac.g_01107
OG0000409	Prap.g_01325	Prac.g_01106
OG0000410	Prap.g_01324	Prac.g_01105
OG0000411	Prap.g_01323	Prac.g_01104
OG0000412	Prap.g_01322	Prac.g_01103
OG0000413	Prap.g_01321	Prac.g_01102
OG0000414	Prap.g_01320	Prac.g_01101
OG0000415	Prap.g_01319	Prac.g_01100
OG0000416	Prap.g_01318	Prac.g_01099
OG0000417	Prap.g_01317	Prac.g_01098
OG0000418	Prap.g_01316	Prac.g_01097
OG0000419	Prap.g_01315	Prac.g_01096
OG0000420	Prap.g_01314	Prac.g_01095
OG0000421	Prap.g_01310	Prac.g_01094
OG0000422	Prap.g_01308	Prac.g_01092
OG0000423	Prap.g_01307	Prac.g_01091
OG0000424	Prap.g_01306	Prac.g_01089
OG0000425	Prap.g_01302	Prac.g_01084
OG0000426	Prap.g_01301	Prac.g_01083
OG0000427	Prap.g_01300	Prac.g_01082
OG0000428	Prap.g_01298	Prac.g_01081
OG0000429	Prap.g_01297	Prac.g_01080
OG0000430	Prap.g_01296	Prac.g_01073
OG0000431	Prap.g_01294	Prac.g_01071
OG0000432	Prap.g_01293	Prac.g_01070
OG0000433	Prap.g_01290	Prac.g_01067
OG0000434	Prap.g_01289	Prac.g_01066
OG0000435	Prap.g_01288	Prac.g_01065
OG0000436	Prap.g_01286	Prac.g_01063
OG0000437	Prap.g_01284	Prac.g_01061
OG0000438	Prap.g_01283	Prac.g_01060
OG0000439	Prap.g_01282	Prac.g_01059
OG0000440	Prap.g_01280	Prac.g_01057
OG0000441	Prap.g_01279	Prac.g_01056
OG0000442	Prap.g_01278	Prac.g_01055
OG0000443	Prap.g_01277	Prac.g_01054
OG0000444	Prap.g_01276	Prac.g_01053
OG0000445	Prap.g_01275	Prac.g_01052
OG0000446	Prap.g_01274	Prac.g_01051
OG0000447	Prap.g_01273	Prac.g_01050
OG0000448	Prap.g_01272	Prac.g_01049
OG0000449	Prap.g_01266	Prac.g_00871
OG0000450	Prap.g_01265	Prac.g_00870
OG0000451	Prap.g_01264	Prac.g_00869
OG0000452	Prap.g_01263	Prac.g_00868
OG0000453	Prap.g_01262	Prac.g_00866
OG0000454	Prap.g_01261	Prac.g_00865
OG0000455	Prap.g_01260	Prac.g_00864
OG0000456	Prap.g_01259	Prac.g_00863
OG0000457	Prap.g_01257	Prac.g_00861
OG0000458	Prap.g_01255	Prac.g_00859
OG0000459	Prap.g_01254	Prac.g_00858
OG0000460	Prap.g_01252	Prac.g_00857
OG0000461	Prap.g_01251	Prac.g_00856
OG0000462	Prap.g_01250	Prac.g_00855
OG0000463	Prap.g_01249	Prac.g_00854
OG0000464	Prap.g_01245	Prac.g_00849
OG0000465	Prap.g_01244	Prac.g_00847
OG0000466	Prap.g_01243	Prac.g_00846
OG0000467	Prap.g_01242	Prac.g_00845
OG0000468	Prap.g_01241	Prac.g_00844
OG0000469	Prap.g_01240	Prac.g_00843
OG0000470	Prap.g_01239	Prac.g_00842
OG0000471	Prap.g_01238	Prac.g_00841
OG0000472	Prap.g_01235	Prac.g_00838
OG0000473	Prap.g_01234	Prac.g_00837
OG0000474	Prap.g_01233	Prac.g_00836
OG0000475	Prap.g_01232	Prac.g_00835
OG0000476	Prap.g_01231	Prac.g_00834
OG0000477	Prap.g_01229	Prac.g_00832
OG0000478	Prap.g_01228	Prac.g_00831
OG0000479	Prap.g_01227	Prac.g_00830
OG0000480	Prap.g_01225	Prac.g_00828
OG0000481	Prap.g_01224	Prac.g_00827
OG0000482	Prap.g_01223	Prac.g_00826
OG0000483	Prap.g_01222	Prac.g_00825
OG0000484	Prap.g_01221	Prac.g_00824
OG0000485	Prap.g_01220	Prac.g_00823
OG0000486	Prap.g_01219	Prac.g_00822
OG0000487	Prap.g_01218	Prac.g_00821
OG0000488	Prap.g_01216	Prac.g_00819
OG0000489	Prap.g_01215	Prac.g_00818
OG0000490	Prap.g_01214	Prac.g_00817
OG0000491	Prap.g_01213	Prac.g_00816
OG0000492	Prap.g_01212	Prac.g_00815
OG0000493	Prap.g_01211	Prac.g_00814
OG0000494	Prap.g_01210	Prac.g_00812
OG0000495	Prap.g_01209	Prac.g_00811
OG0000496	Prap.g_01207	Prac.g_00810
OG0000497	Prap.g_01205	Prac.g_00809
OG0000498	Prap.g_01204	Prac.g_00808
OG0000499	Prap.g_01202	Prac.g_00806
OG0000500	Prap.g_01201	Prac.g_00805
OG0000501	Prap.g_01199	Prac.g_00803
OG0000502	Prap.g_01198	Prac.g_00802
OG0000503	Prap.g_01197	Prac.g_00801
OG0000504	Prap.g_01196	Prac.g_00800
OG0000505	Prap.g_01195	Prac.g_00799
OG0000506	Prap.g_01194	Prac.g_00798
OG0000507	Prap.g_01193	Prac.g_00797
OG0000508	Prap.g_01191	Prac.g_00795
OG0000509	Prap.g_01190	Prac.g_00794
OG0000510	Prap.g_01189	Prac.g_00793
OG0000511	Prap.g_01188	Prac.g_00792
OG0000512	Prap.g_01187	Prac.g_00791
OG0000513	Prap.g_01186	Prac.g_00790
OG0000514	Prap.g_01185	Prac.g_00789
OG0000515	Prap.g_01182	Prac.g_00787
OG0000516	Prap.g_01181	Prac.g_00786
OG0000517	Prap.g_01180	Prac.g_00785
OG0000518	Prap.g_01177	Prac.g_00782
OG0000519	Prap.g_01176	Prac.g_00780
OG0000520	Prap.g_01175	Prac.g_00779
OG0000521	Prap.g_01174	Prac.g_00778
OG0000522	Prap.g_01173	Prac.g_00777
OG0000523	Prap.g_01172	Prac.g_00776
OG0000524	Prap.g_01171	Prac.g_00775
OG0000525	Prap.g_01169	Prac.g_00772
OG0000526	Prap.g_01168	Prac.g_00771
OG0000527	Prap.g_01167	Prac.g_00770
OG0000528	Prap.g_01166	Prac.g_00769
OG0000529	Prap.g_01165	Prac.g_00768
OG0000530	Prap.g_01164	Prac.g_00767
OG0000531	Prap.g_01162	Prac.g_00766
OG0000532	Prap.g_01161	Prac.g_00765
OG0000533	Prap.g_01160	Prac.g_00764
OG0000534	Prap.g_01159	Prac.g_00763
OG0000535	Prap.g_01158	Prac.g_00762
OG0000536	Prap.g_01157	Prac.g_00761
OG0000537	Prap.g_01156	Prac.g_00760
OG0000538	Prap.g_01155	Prac.g_00759
OG0000539	Prap.g_01154	Prac.g_00758
OG0000540	Prap.g_01153	Prac.g_00757
OG0000541	Prap.g_01152	Prac.g_00756
OG0000542	Prap.g_01151	Prac.g_00755
OG0000543	Prap.g_01150	Prac.g_00754
OG0000544	Prap.g_01149	Prac.g_00753
OG0000545	Prap.g_01147	Prac.g_00750
OG0000546	Prap.g_01146	Prac.g_00749
OG0000547	Prap.g_01144	Prac.g_00747
OG0000548	Prap.g_01142	Prac.g_00746
OG0000549	Prap.g_01141	Prac.g_00745
OG0000550	Prap.g_01140	Prac.g_00744
OG0000551	Prap.g_01138	Prac.g_00743
OG0000552	Prap.g_01137	Prac.g_00742
OG0000553	Prap.g_00397	Prac.g_00741
OG0000554	Prap.g_00396	Prac.g_00740
OG0000555	Prap.g_00395	Prac.g_00739
OG0000556	Prap.g_00394	Prac.g_00738
OG0000557	Prap.g_00393	Prac.g_00737
OG0000558	Prap.g_00392	Prac.g_00736
OG0000559	Prap.g_00391	Prac.g_00735
OG0000560	Prap.g_00389	Prac.g_00733
OG0000561	Prap.g_00388	Prac.g_00732
OG0000562	Prap.g_00386	Prac.g_00731
OG0000563	Prap.g_00385	Prac.g_00730
OG0000564	Prap.g_00384	Prac.g_00729
OG0000565	Prap.g_00383	Prac.g_00728
OG0000566	Prap.g_00382	Prac.g_00727
OG0000567	Prap.g_00381	Prac.g_00726
OG0000568	Prap.g_00380	Prac.g_00725
OG0000569	Prap.g_00379	Prac.g_00724
OG0000570	Prap.g_00378	Prac.g_00723
OG0000571	Prap.g_00377	Prac.g_00722
OG0000572	Prap.g_00376	Prac.g_00721
OG0000573	Prap.g_00373	Prac.g_00718
OG0000574	Prap.g_00372	Prac.g_00717
OG0000575	Prap.g_00371	Prac.g_00716
OG0000576	Prap.g_00370	Prac.g_00715
OG0000577	Prap.g_00369	Prac.g_00714
OG0000578	Prap.g_00368	Prac.g_00713
OG0000579	Prap.g_00367	Prac.g_00712
OG0000580	Prap.g_00366	Prac.g_00711
OG0000581	Prap.g_00365	Prac.g_00710
OG0000582	Prap.g_00364	Prac.g_00709
OG0000583	Prap.g_00363	Prac.g_00708
OG0000584	Prap.g_00361	Prac.g_00707
OG0000585	Prap.g_00360	Prac.g_00706
OG0000586	Prap.g_00358	Prac.g_00704
OG0000587	Prap.g_00357	Prac.g_00703
