Orthogroup	Prap	Prbl
OG0000249	Prap.g_01009	Prbl.g_00286
OG0000250	Prap.g_01008	Prbl.g_00285
OG0000251	Prap.g_01007	Prbl.g_00284
OG0000252	Prap.g_01006	Prbl.g_00283
OG0000253	Prap.g_01005	Prbl.g_00282
OG0000254	Prap.g_01003	Prbl.g_00280
OG0000255	Prap.g_01002	Prbl.g_00279
OG0000256	Prap.g_00999	Prbl.g_00276
OG0000257	Prap.g_00997	Prbl.g_00275
OG0000258	Prap.g_00996	Prbl.g_00274
OG0000259	Prap.g_00995	Prbl.g_00273
OG0000260	Prap.g_00994	Prbl.g_00272
OG0000261	Prap.g_00993	Prbl.g_00271
OG0000262	Prap.g_00992	Prbl.g_00270
OG0000263	Prap.g_00991	Prbl.g_00269
OG0000264	Prap.g_00989	Prbl.g_02377
OG0000265	Prap.g_00988	Prbl.g_00066
OG0000266	Prap.g_00987	Prbl.g_00068
OG0000267	Prap.g_00985	Prbl.g_00072
OG0000268	Prap.g_00983	Prbl.g_00074
OG0000269	Prap.g_00982	Prbl.g_00077
OG0000270	Prap.g_00981	Prbl.g_00079
OG0000271	Prap.g_00980	Prbl.g_00082
OG0000272	Prap.g_00979	Prbl.g_00083
OG0000273	Prap.g_00978	Prbl.g_00086
OG0000274	Prap.g_00977	Prbl.g_00088
OG0000275	Prap.g_00976	Prbl.g_00089
OG0000276	Prap.g_00975	Prbl.g_00090
OG0000277	Prap.g_00974	Prbl.g_00091
OG0000278	Prap.g_00973	Prbl.g_00092
OG0000279	Prap.g_00972	Prbl.g_00093
OG0000280	Prap.g_00971	Prbl.g_00094
OG0000281	Prap.g_00969	Prbl.g_00096
OG0000282	Prap.g_00968	Prbl.g_00097
OG0000283	Prap.g_00965	Prbl.g_00104
OG0000284	Prap.g_00964	Prbl.g_00105
OG0000285	Prap.g_00963	Prbl.g_01283
OG0000286	Prap.g_00961	Prbl.g_01281
OG0000287	Prap.g_00959	Prbl.g_00130
OG0000288	Prap.g_00958	Prbl.g_00129
OG0000289	Prap.g_00957	Prbl.g_00127
OG0000290	Prap.g_00956	Prbl.g_00126
OG0000291	Prap.g_00955	Prbl.g_00124
OG0000292	Prap.g_00954	Prbl.g_01244
OG0000293	Prap.g_00953	Prbl.g_01245
OG0000294	Prap.g_00952	Prbl.g_01246
OG0000295	Prap.g_00951	Prbl.g_01252
OG0000296	Prap.g_00950	Prbl.g_01253
OG0000297	Prap.g_00949	Prbl.g_01256
OG0000298	Prap.g_00948	Prbl.g_01257
OG0000299	Prap.g_00947	Prbl.g_01258
OG0000300	Prap.g_00946	Prbl.g_01259
OG0000301	Prap.g_00945	Prbl.g_01260
OG0000302	Prap.g_00944	Prbl.g_01261
OG0000303	Prap.g_00943	Prbl.g_01262
OG0000304	Prap.g_01487	Prbl.g_01264
OG0000305	Prap.g_01486	Prbl.g_01265
OG0000306	Prap.g_01485	Prbl.g_01266
OG0000307	Prap.g_01483	Prbl.g_01918
OG0000308	Prap.g_01482	Prbl.g_01769
OG0000309	Prap.g_01481	Prbl.g_01770
OG0000310	Prap.g_01480	Prbl.g_01771
OG0000311	Prap.g_01479	Prbl.g_01922
OG0000312	Prap.g_01477	Prbl.g_01923
OG0000313	Prap.g_01476	Prbl.g_00199
OG0000314	Prap.g_01472	Prbl.g_00193
OG0000315	Prap.g_01471	Prbl.g_00192
OG0000316	Prap.g_01469	Prbl.g_02679
OG0000317	Prap.g_01467	Prbl.g_02666
OG0000318	Prap.g_01466	Prbl.g_01516
OG0000319	Prap.g_01465	Prbl.g_01515
OG0000320	Prap.g_01464	Prbl.g_01513
OG0000321	Prap.g_01461	Prbl.g_01508
OG0000322	Prap.g_01457	Prbl.g_01499
OG0000323	Prap.g_01456	Prbl.g_01498
OG0000324	Prap.g_01453	Prbl.g_01496
OG0000325	Prap.g_01452	Prbl.g_01494
OG0000326	Prap.g_01451	Prbl.g_01492
OG0000327	Prap.g_01449	Prbl.g_01486
OG0000328	Prap.g_01448	Prbl.g_01919
OG0000329	Prap.g_01447	Prbl.g_01473
OG0000330	Prap.g_01446	Prbl.g_01472
OG0000331	Prap.g_01444	Prbl.g_01470
OG0000332	Prap.g_01443	Prbl.g_01469
OG0000333	Prap.g_01442	Prbl.g_01468
OG0000334	Prap.g_01441	Prbl.g_01467
OG0000335	Prap.g_01440	Prbl.g_01466
OG0000336	Prap.g_01438	Prbl.g_01464
OG0000337	Prap.g_01435	Prbl.g_01459
OG0000338	Prap.g_01434	Prbl.g_01458
OG0000339	Prap.g_01433	Prbl.g_01457
OG0000340	Prap.g_01432	Prbl.g_01455
OG0000341	Prap.g_01428	Prbl.g_01450
OG0000342	Prap.g_01427	Prbl.g_01449
OG0000343	Prap.g_01424	Prbl.g_01447
OG0000344	Prap.g_01423	Prbl.g_01445
OG0000345	Prap.g_01422	Prbl.g_01444
OG0000346	Prap.g_01421	Prbl.g_01443
OG0000347	Prap.g_01420	Prbl.g_01442
OG0000348	Prap.g_01418	Prbl.g_01441
OG0000349	Prap.g_01417	Prbl.g_01440
OG0000350	Prap.g_01416	Prbl.g_01439
OG0000351	Prap.g_01414	Prbl.g_01435
OG0000352	Prap.g_01411	Prbl.g_01431
OG0000353	Prap.g_01410	Prbl.g_01428
OG0000354	Prap.g_01409	Prbl.g_01427
OG0000355	Prap.g_01408	Prbl.g_01426
OG0000356	Prap.g_01407	Prbl.g_01421
OG0000357	Prap.g_01406	Prbl.g_01420
OG0000358	Prap.g_01405	Prbl.g_01419
OG0000359	Prap.g_01404	Prbl.g_01417
OG0000360	Prap.g_01402	Prbl.g_01414
OG0000361	Prap.g_01401	Prbl.g_01413
OG0000362	Prap.g_01400	Prbl.g_00911
OG0000363	Prap.g_01399	Prbl.g_00909
OG0000364	Prap.g_01398	Prbl.g_00908
OG0000365	Prap.g_01397	Prbl.g_00907
OG0000366	Prap.g_01396	Prbl.g_00906
OG0000367	Prap.g_01395	Prbl.g_00905
OG0000368	Prap.g_01394	Prbl.g_00904
OG0000369	Prap.g_01393	Prbl.g_00903
OG0000370	Prap.g_01392	Prbl.g_00902
OG0000371	Prap.g_01391	Prbl.g_00901
OG0000372	Prap.g_01390	Prbl.g_00898
OG0000373	Prap.g_01388	Prbl.g_00888
OG0000374	Prap.g_01387	Prbl.g_00886
OG0000375	Prap.g_01386	Prbl.g_00877
OG0000376	Prap.g_01385	Prbl.g_01183
OG0000377	Prap.g_01379	Prbl.g_01190
OG0000378	Prap.g_01378	Prbl.g_01191
OG0000379	Prap.g_01372	Prbl.g_01201
OG0000380	Prap.g_01370	Prbl.g_01203
OG0000381	Prap.g_01369	Prbl.g_01204
OG0000382	Prap.g_01368	Prbl.g_01206
OG0000383	Prap.g_01365	Prbl.g_01210
OG0000384	Prap.g_01364	Prbl.g_01211
OG0000385	Prap.g_01361	Prbl.g_01217
OG0000386	Prap.g_01360	Prbl.g_01218
OG0000387	Prap.g_01359	Prbl.g_01219
OG0000388	Prap.g_01358	Prbl.g_01220
OG0000389	Prap.g_01357	Prbl.g_01221
OG0000390	Prap.g_01356	Prbl.g_01222
OG0000391	Prap.g_01355	Prbl.g_01223
OG0000392	Prap.g_01354	Prbl.g_01224
OG0000393	Prap.g_01350	Prbl.g_02673
OG0000394	Prap.g_01349	Prbl.g_02674
OG0000395	Prap.g_01346	Prbl.g_02678
OG0000396	Prap.g_00728	Prbl.g_01564
OG0000397	Prap.g_00500	Prbl.g_00609
OG0000398	Prap.g_01827	Prbl.g_00410
OG0000399	Prap.g_00495	Prbl.g_01693
OG0000400	Prap.g_01714	Prbl.g_02681
OG0000401	Prap.g_01335	Prbl.g_00676
OG0000402	Prap.g_01334	Prbl.g_00675
OG0000403	Prap.g_01333	Prbl.g_00663
OG0000404	Prap.g_01331	Prbl.g_00653
OG0000405	Prap.g_01330	Prbl.g_00652
OG0000406	Prap.g_01328	Prbl.g_00650
OG0000407	Prap.g_01327	Prbl.g_00649
OG0000408	Prap.g_01326	Prbl.g_00648
OG0000409	Prap.g_01325	Prbl.g_00647
OG0000410	Prap.g_01324	Prbl.g_00645
OG0000411	Prap.g_01323	Prbl.g_00644
OG0000412	Prap.g_01322	Prbl.g_00643
OG0000413	Prap.g_01321	Prbl.g_00642
OG0000414	Prap.g_01320	Prbl.g_00641
OG0000415	Prap.g_01319	Prbl.g_00640
OG0000416	Prap.g_01318	Prbl.g_00639
OG0000417	Prap.g_01317	Prbl.g_00635
OG0000418	Prap.g_01316	Prbl.g_00634
OG0000419	Prap.g_01315	Prbl.g_00633
OG0000420	Prap.g_01314	Prbl.g_00632
OG0000421	Prap.g_01310	Prbl.g_00625
OG0000422	Prap.g_01308	Prbl.g_00623
OG0000423	Prap.g_01307	Prbl.g_00622
OG0000424	Prap.g_01306	Prbl.g_00619
OG0000425	Prap.g_01302	Prbl.g_01364
OG0000426	Prap.g_01301	Prbl.g_01363
OG0000427	Prap.g_01300	Prbl.g_01360
OG0000428	Prap.g_01298	Prbl.g_01348
OG0000429	Prap.g_01297	Prbl.g_01346
OG0000430	Prap.g_01296	Prbl.g_01344
OG0000431	Prap.g_01294	Prbl.g_01342
OG0000432	Prap.g_01293	Prbl.g_01341
OG0000433	Prap.g_01290	Prbl.g_00503
OG0000434	Prap.g_01289	Prbl.g_00506
OG0000435	Prap.g_01288	Prbl.g_00510
OG0000436	Prap.g_01286	Prbl.g_00512
OG0000437	Prap.g_01284	Prbl.g_00514
OG0000438	Prap.g_01283	Prbl.g_00515
OG0000439	Prap.g_01282	Prbl.g_00516
OG0000440	Prap.g_01280	Prbl.g_00519
OG0000441	Prap.g_01279	Prbl.g_00521
OG0000442	Prap.g_01278	Prbl.g_00522
OG0000443	Prap.g_01277	Prbl.g_00523
OG0000444	Prap.g_01276	Prbl.g_00524
OG0000445	Prap.g_01275	Prbl.g_00525
OG0000446	Prap.g_01274	Prbl.g_00526
OG0000447	Prap.g_01273	Prbl.g_00527
OG0000448	Prap.g_01272	Prbl.g_00528
OG0000449	Prap.g_01266	Prbl.g_00536
OG0000450	Prap.g_01265	Prbl.g_00806
OG0000451	Prap.g_01264	Prbl.g_00805
OG0000452	Prap.g_01263	Prbl.g_00804
OG0000453	Prap.g_01262	Prbl.g_00801
OG0000454	Prap.g_01261	Prbl.g_00800
OG0000455	Prap.g_01260	Prbl.g_00799
OG0000456	Prap.g_01259	Prbl.g_00798
OG0000457	Prap.g_01257	Prbl.g_00797
OG0000458	Prap.g_01255	Prbl.g_00795
OG0000459	Prap.g_01254	Prbl.g_00794
OG0000460	Prap.g_01252	Prbl.g_00792
OG0000461	Prap.g_01251	Prbl.g_00791
OG0000462	Prap.g_01250	Prbl.g_00790
OG0000463	Prap.g_01249	Prbl.g_00785
OG0000464	Prap.g_01245	Prbl.g_00780
OG0000465	Prap.g_01244	Prbl.g_00779
OG0000466	Prap.g_01243	Prbl.g_00778
OG0000467	Prap.g_01242	Prbl.g_00776
OG0000468	Prap.g_01241	Prbl.g_00775
OG0000469	Prap.g_01240	Prbl.g_00770
OG0000470	Prap.g_01239	Prbl.g_01526
OG0000471	Prap.g_01238	Prbl.g_00032
OG0000472	Prap.g_01235	Prbl.g_00765
OG0000473	Prap.g_01234	Prbl.g_00763
OG0000474	Prap.g_01233	Prbl.g_00761
OG0000475	Prap.g_01232	Prbl.g_00760
OG0000476	Prap.g_01231	Prbl.g_00754
OG0000477	Prap.g_01229	Prbl.g_00751
OG0000478	Prap.g_01228	Prbl.g_00749
OG0000479	Prap.g_01227	Prbl.g_00747
OG0000480	Prap.g_01225	Prbl.g_02645
OG0000481	Prap.g_01224	Prbl.g_01878
OG0000482	Prap.g_01223	Prbl.g_01879
OG0000483	Prap.g_01222	Prbl.g_01881
OG0000484	Prap.g_01221	Prbl.g_01882
OG0000485	Prap.g_01220	Prbl.g_01883
OG0000486	Prap.g_01219	Prbl.g_01884
OG0000487	Prap.g_01218	Prbl.g_01885
OG0000488	Prap.g_01216	Prbl.g_01887
OG0000489	Prap.g_01215	Prbl.g_01888
OG0000490	Prap.g_01214	Prbl.g_01889
OG0000491	Prap.g_01213	Prbl.g_01890
OG0000492	Prap.g_01212	Prbl.g_01891
OG0000493	Prap.g_01211	Prbl.g_01892
OG0000494	Prap.g_01210	Prbl.g_01894
OG0000495	Prap.g_01209	Prbl.g_01895
OG0000496	Prap.g_01207	Prbl.g_01897
OG0000497	Prap.g_01205	Prbl.g_01899
OG0000498	Prap.g_01204	Prbl.g_01900
OG0000499	Prap.g_01202	Prbl.g_01902
OG0000500	Prap.g_01201	Prbl.g_01903
OG0000501	Prap.g_01199	Prbl.g_01801
OG0000502	Prap.g_01198	Prbl.g_01800
OG0000503	Prap.g_01197	Prbl.g_01799
OG0000504	Prap.g_01196	Prbl.g_01797
OG0000505	Prap.g_01195	Prbl.g_01796
OG0000506	Prap.g_01194	Prbl.g_01795
OG0000507	Prap.g_01193	Prbl.g_01794
OG0000508	Prap.g_01191	Prbl.g_01790
OG0000509	Prap.g_01190	Prbl.g_01789
OG0000510	Prap.g_01189	Prbl.g_01788
OG0000511	Prap.g_01188	Prbl.g_01787
OG0000512	Prap.g_01187	Prbl.g_01786
OG0000513	Prap.g_01186	Prbl.g_01785
OG0000514	Prap.g_01185	Prbl.g_01784
OG0000515	Prap.g_01182	Prbl.g_01781
OG0000516	Prap.g_01181	Prbl.g_01780
OG0000517	Prap.g_01180	Prbl.g_01779
OG0000518	Prap.g_01177	Prbl.g_01775
OG0000519	Prap.g_01176	Prbl.g_01774
OG0000520	Prap.g_01175	Prbl.g_01773
OG0000521	Prap.g_01174	Prbl.g_01772
OG0000522	Prap.g_01173	Prbl.g_01766
OG0000523	Prap.g_01172	Prbl.g_01765
OG0000524	Prap.g_01171	Prbl.g_01764
OG0000525	Prap.g_01169	Prbl.g_01762
OG0000526	Prap.g_01168	Prbl.g_01761
OG0000527	Prap.g_01167	Prbl.g_01760
OG0000528	Prap.g_01166	Prbl.g_01759
OG0000529	Prap.g_01165	Prbl.g_01758
OG0000530	Prap.g_01164	Prbl.g_01757
OG0000531	Prap.g_01162	Prbl.g_01754
OG0000532	Prap.g_01161	Prbl.g_01752
OG0000533	Prap.g_01160	Prbl.g_01751
OG0000534	Prap.g_01159	Prbl.g_01750
OG0000535	Prap.g_01158	Prbl.g_01749
OG0000536	Prap.g_01157	Prbl.g_01748
OG0000537	Prap.g_01156	Prbl.g_01747
OG0000538	Prap.g_01155	Prbl.g_01746
OG0000539	Prap.g_01154	Prbl.g_01744
OG0000540	Prap.g_01153	Prbl.g_01742
OG0000541	Prap.g_01152	Prbl.g_01610
OG0000542	Prap.g_01151	Prbl.g_01611
OG0000543	Prap.g_01150	Prbl.g_01612
OG0000544	Prap.g_01149	Prbl.g_01613
OG0000545	Prap.g_01147	Prbl.g_01616
OG0000546	Prap.g_01146	Prbl.g_01617
OG0000547	Prap.g_01144	Prbl.g_01619
OG0000548	Prap.g_01142	Prbl.g_01624
OG0000549	Prap.g_01141	Prbl.g_01625
OG0000550	Prap.g_01140	Prbl.g_01626
OG0000551	Prap.g_01138	Prbl.g_01629
OG0000552	Prap.g_01137	Prbl.g_01631
OG0000553	Prap.g_00397	Prbl.g_01632
OG0000554	Prap.g_00396	Prbl.g_01634
OG0000555	Prap.g_00395	Prbl.g_01635
OG0000556	Prap.g_00394	Prbl.g_01636
OG0000557	Prap.g_00393	Prbl.g_01637
OG0000558	Prap.g_00392	Prbl.g_01639
OG0000559	Prap.g_00391	Prbl.g_01640
OG0000560	Prap.g_00389	Prbl.g_01642
OG0000561	Prap.g_00388	Prbl.g_01643
OG0000562	Prap.g_00386	Prbl.g_01645
OG0000563	Prap.g_00385	Prbl.g_01646
OG0000564	Prap.g_00384	Prbl.g_01647
OG0000565	Prap.g_00383	Prbl.g_01655
OG0000566	Prap.g_00382	Prbl.g_01656
OG0000567	Prap.g_00381	Prbl.g_01657
OG0000568	Prap.g_00380	Prbl.g_01658
