Orthogroup	Prap	Prbd
OG0000211	Prap.g_01069	Prbd.g_01137
OG0000212	Prap.g_01068	Prbd.g_01136
OG0000213	Prap.g_01067	Prbd.g_01135
OG0000214	Prap.g_01063	Prbd.g_01133
OG0000215	Prap.g_01062	Prbd.g_01132
OG0000216	Prap.g_01060	Prbd.g_01130
OG0000217	Prap.g_01059	Prbd.g_01128
OG0000218	Prap.g_01058	Prbd.g_01127
OG0000219	Prap.g_01057	Prbd.g_01126
OG0000220	Prap.g_01054	Prbd.g_01123
OG0000221	Prap.g_01051	Prbd.g_01121
OG0000222	Prap.g_01050	Prbd.g_01120
OG0000223	Prap.g_01049	Prbd.g_01119
OG0000224	Prap.g_01047	Prbd.g_01116
OG0000225	Prap.g_01045	Prbd.g_01114
OG0000226	Prap.g_01043	Prbd.g_01113
OG0000227	Prap.g_01042	Prbd.g_01112
OG0000228	Prap.g_01041	Prbd.g_01111
OG0000229	Prap.g_01040	Prbd.g_01110
OG0000230	Prap.g_01039	Prbd.g_01109
OG0000231	Prap.g_00319	Prbd.g_01107
OG0000232	Prap.g_01037	Prbd.g_01106
OG0000233	Prap.g_01034	Prbd.g_01102
OG0000234	Prap.g_01032	Prbd.g_01100
OG0000235	Prap.g_01026	Prbd.g_01095
OG0000236	Prap.g_01025	Prbd.g_01094
OG0000237	Prap.g_01024	Prbd.g_01093
OG0000238	Prap.g_01023	Prbd.g_01092
OG0000239	Prap.g_01022	Prbd.g_01091
OG0000240	Prap.g_01020	Prbd.g_01089
OG0000241	Prap.g_01019	Prbd.g_01088
OG0000242	Prap.g_01018	Prbd.g_01087
OG0000243	Prap.g_01017	Prbd.g_01086
OG0000244	Prap.g_01016	Prbd.g_01085
OG0000245	Prap.g_01014	Prbd.g_01084
OG0000246	Prap.g_01012	Prbd.g_01082
OG0000247	Prap.g_01011	Prbd.g_01081
OG0000248	Prap.g_01010	Prbd.g_01080
OG0000249	Prap.g_01009	Prbd.g_01079
OG0000250	Prap.g_01008	Prbd.g_01078
OG0000251	Prap.g_01007	Prbd.g_01077
OG0000252	Prap.g_01006	Prbd.g_01076
OG0000253	Prap.g_01005	Prbd.g_01075
OG0000254	Prap.g_01003	Prbd.g_01073
OG0000255	Prap.g_01002	Prbd.g_01072
OG0000256	Prap.g_00999	Prbd.g_01069
OG0000257	Prap.g_00997	Prbd.g_01067
OG0000258	Prap.g_00996	Prbd.g_01066
OG0000259	Prap.g_00995	Prbd.g_01065
OG0000260	Prap.g_00994	Prbd.g_01064
OG0000261	Prap.g_00993	Prbd.g_01063
OG0000262	Prap.g_00992	Prbd.g_01062
OG0000263	Prap.g_00991	Prbd.g_01061
OG0000264	Prap.g_00989	Prbd.g_01059
OG0000265	Prap.g_00988	Prbd.g_01058
OG0000266	Prap.g_00987	Prbd.g_01057
OG0000267	Prap.g_00985	Prbd.g_01055
OG0000268	Prap.g_00983	Prbd.g_01054
OG0000269	Prap.g_00982	Prbd.g_01053
OG0000270	Prap.g_00981	Prbd.g_01052
OG0000271	Prap.g_00980	Prbd.g_01051
OG0000272	Prap.g_00979	Prbd.g_01050
OG0000273	Prap.g_00978	Prbd.g_01049
OG0000274	Prap.g_00977	Prbd.g_01048
OG0000275	Prap.g_00976	Prbd.g_01047
OG0000276	Prap.g_00975	Prbd.g_01046
OG0000277	Prap.g_00974	Prbd.g_01045
OG0000278	Prap.g_00973	Prbd.g_01044
OG0000279	Prap.g_00972	Prbd.g_01043
OG0000280	Prap.g_00971	Prbd.g_01042
OG0000281	Prap.g_00969	Prbd.g_01040
OG0000282	Prap.g_00968	Prbd.g_01039
OG0000283	Prap.g_00965	Prbd.g_01036
OG0000284	Prap.g_00964	Prbd.g_01035
OG0000285	Prap.g_00963	Prbd.g_01034
OG0000286	Prap.g_00961	Prbd.g_01032
OG0000287	Prap.g_00959	Prbd.g_01031
OG0000288	Prap.g_00958	Prbd.g_01030
OG0000289	Prap.g_00957	Prbd.g_01029
OG0000290	Prap.g_00956	Prbd.g_01028
OG0000291	Prap.g_00955	Prbd.g_01027
OG0000292	Prap.g_00954	Prbd.g_01026
OG0000293	Prap.g_00953	Prbd.g_01025
OG0000294	Prap.g_00952	Prbd.g_01024
OG0000295	Prap.g_00951	Prbd.g_01023
OG0000296	Prap.g_00950	Prbd.g_01022
OG0000297	Prap.g_00949	Prbd.g_01021
OG0000298	Prap.g_00948	Prbd.g_01020
OG0000299	Prap.g_00947	Prbd.g_01019
OG0000300	Prap.g_00946	Prbd.g_01018
OG0000301	Prap.g_00945	Prbd.g_01017
OG0000302	Prap.g_00944	Prbd.g_01016
OG0000303	Prap.g_00943	Prbd.g_01015
OG0000304	Prap.g_01487	Prbd.g_01013
OG0000305	Prap.g_01486	Prbd.g_01012
OG0000306	Prap.g_01485	Prbd.g_01011
OG0000307	Prap.g_01483	Prbd.g_01010
OG0000308	Prap.g_01482	Prbd.g_01009
OG0000309	Prap.g_01481	Prbd.g_01008
OG0000310	Prap.g_01480	Prbd.g_01007
OG0000311	Prap.g_01479	Prbd.g_01006
OG0000312	Prap.g_01477	Prbd.g_01004
OG0000313	Prap.g_01476	Prbd.g_01003
OG0000314	Prap.g_01472	Prbd.g_01000
OG0000315	Prap.g_01471	Prbd.g_00999
OG0000316	Prap.g_01469	Prbd.g_00997
OG0000317	Prap.g_01467	Prbd.g_00995
OG0000318	Prap.g_01466	Prbd.g_00994
OG0000319	Prap.g_01465	Prbd.g_00993
OG0000320	Prap.g_01464	Prbd.g_00992
OG0000321	Prap.g_01461	Prbd.g_00989
OG0000322	Prap.g_01457	Prbd.g_00986
OG0000323	Prap.g_01456	Prbd.g_00985
OG0000324	Prap.g_01453	Prbd.g_00982
OG0000325	Prap.g_01452	Prbd.g_00980
OG0000326	Prap.g_01451	Prbd.g_00979
OG0000327	Prap.g_01449	Prbd.g_00977
OG0000328	Prap.g_01448	Prbd.g_00976
OG0000329	Prap.g_01447	Prbd.g_00975
OG0000330	Prap.g_01446	Prbd.g_00974
OG0000331	Prap.g_01444	Prbd.g_00973
OG0000332	Prap.g_01443	Prbd.g_00972
OG0000333	Prap.g_01442	Prbd.g_00971
OG0000334	Prap.g_01441	Prbd.g_00970
OG0000335	Prap.g_01440	Prbd.g_00969
OG0000336	Prap.g_01438	Prbd.g_00968
OG0000337	Prap.g_01435	Prbd.g_00964
OG0000338	Prap.g_01434	Prbd.g_00963
OG0000339	Prap.g_01433	Prbd.g_00962
OG0000340	Prap.g_01432	Prbd.g_00961
OG0000341	Prap.g_01428	Prbd.g_00957
OG0000342	Prap.g_01427	Prbd.g_00956
OG0000343	Prap.g_01424	Prbd.g_00954
OG0000344	Prap.g_01423	Prbd.g_00953
OG0000345	Prap.g_01422	Prbd.g_00952
OG0000346	Prap.g_01421	Prbd.g_00951
OG0000347	Prap.g_01420	Prbd.g_00950
OG0000348	Prap.g_01418	Prbd.g_00949
OG0000349	Prap.g_01417	Prbd.g_00948
OG0000350	Prap.g_01416	Prbd.g_00947
OG0000351	Prap.g_01414	Prbd.g_00944
OG0000352	Prap.g_01411	Prbd.g_00941
OG0000353	Prap.g_01410	Prbd.g_00940
OG0000354	Prap.g_01409	Prbd.g_00939
OG0000355	Prap.g_01408	Prbd.g_00938
OG0000356	Prap.g_01407	Prbd.g_00937
OG0000357	Prap.g_01406	Prbd.g_00936
OG0000358	Prap.g_01405	Prbd.g_00935
OG0000359	Prap.g_01404	Prbd.g_00934
OG0000360	Prap.g_01402	Prbd.g_00931
OG0000361	Prap.g_01401	Prbd.g_00930
OG0000362	Prap.g_01400	Prbd.g_00929
OG0000363	Prap.g_01399	Prbd.g_00928
OG0000364	Prap.g_01398	Prbd.g_00927
OG0000365	Prap.g_01397	Prbd.g_00926
OG0000366	Prap.g_01396	Prbd.g_00925
OG0000367	Prap.g_01395	Prbd.g_00924
OG0000368	Prap.g_01394	Prbd.g_00923
OG0000369	Prap.g_01393	Prbd.g_00922
OG0000370	Prap.g_01392	Prbd.g_00921
OG0000371	Prap.g_01391	Prbd.g_00920
OG0000372	Prap.g_01390	Prbd.g_00918
OG0000373	Prap.g_01388	Prbd.g_00916
OG0000374	Prap.g_01387	Prbd.g_00915
OG0000375	Prap.g_01386	Prbd.g_00914
OG0000376	Prap.g_01385	Prbd.g_00912
OG0000377	Prap.g_01379	Prbd.g_00911
OG0000378	Prap.g_01378	Prbd.g_00910
OG0000379	Prap.g_01372	Prbd.g_00905
OG0000380	Prap.g_01370	Prbd.g_00904
OG0000381	Prap.g_01369	Prbd.g_00903
OG0000382	Prap.g_01368	Prbd.g_00901
OG0000383	Prap.g_01365	Prbd.g_00898
OG0000384	Prap.g_01364	Prbd.g_00897
OG0000385	Prap.g_01361	Prbd.g_00894
OG0000386	Prap.g_01360	Prbd.g_00893
OG0000387	Prap.g_01359	Prbd.g_00892
OG0000388	Prap.g_01358	Prbd.g_00891
OG0000389	Prap.g_01357	Prbd.g_00890
OG0000390	Prap.g_01356	Prbd.g_00889
OG0000391	Prap.g_01355	Prbd.g_00888
OG0000392	Prap.g_01354	Prbd.g_00887
OG0000393	Prap.g_01350	Prbd.g_00884
OG0000394	Prap.g_01349	Prbd.g_00883
OG0000395	Prap.g_01346	Prbd.g_00881
OG0000396	Prap.g_00728	Prbd.g_00880
OG0000397	Prap.g_00500	Prbd.g_00867
OG0000398	Prap.g_01827	Prbd.g_00859
OG0000399	Prap.g_00495	Prbd.g_00858
OG0000400	Prap.g_01714	Prbd.g_00852
OG0000401	Prap.g_01335	Prbd.g_00811
OG0000402	Prap.g_01334	Prbd.g_00810
OG0000403	Prap.g_01333	Prbd.g_00809
OG0000404	Prap.g_01331	Prbd.g_00807
OG0000405	Prap.g_01330	Prbd.g_00806
OG0000406	Prap.g_01328	Prbd.g_00804
OG0000407	Prap.g_01327	Prbd.g_00803
OG0000408	Prap.g_01326	Prbd.g_00802
OG0000409	Prap.g_01325	Prbd.g_00801
OG0000410	Prap.g_01324	Prbd.g_00800
OG0000411	Prap.g_01323	Prbd.g_00799
OG0000412	Prap.g_01322	Prbd.g_00798
OG0000413	Prap.g_01321	Prbd.g_00797
OG0000414	Prap.g_01320	Prbd.g_00796
OG0000415	Prap.g_01319	Prbd.g_00795
OG0000416	Prap.g_01318	Prbd.g_00794
OG0000417	Prap.g_01317	Prbd.g_00793
OG0000418	Prap.g_01316	Prbd.g_00792
OG0000419	Prap.g_01315	Prbd.g_00791
OG0000420	Prap.g_01314	Prbd.g_00790
OG0000421	Prap.g_01310	Prbd.g_00789
OG0000422	Prap.g_01308	Prbd.g_00787
OG0000423	Prap.g_01307	Prbd.g_00786
OG0000424	Prap.g_01306	Prbd.g_00784
OG0000425	Prap.g_01302	Prbd.g_00781
OG0000426	Prap.g_01301	Prbd.g_00780
OG0000427	Prap.g_01300	Prbd.g_00779
OG0000428	Prap.g_01298	Prbd.g_00778
OG0000429	Prap.g_01297	Prbd.g_00777
OG0000430	Prap.g_01296	Prbd.g_00771
OG0000431	Prap.g_01294	Prbd.g_00769
OG0000432	Prap.g_01293	Prbd.g_00768
OG0000433	Prap.g_01290	Prbd.g_00765
OG0000434	Prap.g_01289	Prbd.g_00764
OG0000435	Prap.g_01288	Prbd.g_00763
OG0000436	Prap.g_01286	Prbd.g_00761
OG0000437	Prap.g_01284	Prbd.g_00759
OG0000438	Prap.g_01283	Prbd.g_00758
OG0000439	Prap.g_01282	Prbd.g_00757
OG0000440	Prap.g_01280	Prbd.g_00755
OG0000441	Prap.g_01279	Prbd.g_00754
OG0000442	Prap.g_01278	Prbd.g_00753
OG0000443	Prap.g_01277	Prbd.g_00752
OG0000444	Prap.g_01276	Prbd.g_00751
OG0000445	Prap.g_01275	Prbd.g_00750
OG0000446	Prap.g_01274	Prbd.g_00749
OG0000447	Prap.g_01273	Prbd.g_00748
OG0000448	Prap.g_01272	Prbd.g_00747
OG0000449	Prap.g_01266	Prbd.g_00742
OG0000450	Prap.g_01265	Prbd.g_00741
OG0000451	Prap.g_01264	Prbd.g_00740
OG0000452	Prap.g_01263	Prbd.g_00739
OG0000453	Prap.g_01262	Prbd.g_00737
OG0000454	Prap.g_01261	Prbd.g_00736
OG0000455	Prap.g_01260	Prbd.g_00735
OG0000456	Prap.g_01259	Prbd.g_00734
OG0000457	Prap.g_01257	Prbd.g_00732
OG0000458	Prap.g_01255	Prbd.g_00730
OG0000459	Prap.g_01254	Prbd.g_00729
OG0000460	Prap.g_01252	Prbd.g_00727
OG0000461	Prap.g_01251	Prbd.g_00726
OG0000462	Prap.g_01250	Prbd.g_00725
OG0000463	Prap.g_01249	Prbd.g_00724
OG0000464	Prap.g_01245	Prbd.g_00719
OG0000465	Prap.g_01244	Prbd.g_00717
OG0000466	Prap.g_01243	Prbd.g_00716
OG0000467	Prap.g_01242	Prbd.g_00715
OG0000468	Prap.g_01241	Prbd.g_00714
OG0000469	Prap.g_01240	Prbd.g_00713
OG0000470	Prap.g_01239	Prbd.g_00712
OG0000471	Prap.g_01238	Prbd.g_00711
OG0000472	Prap.g_01235	Prbd.g_00708
OG0000473	Prap.g_01234	Prbd.g_00707
OG0000474	Prap.g_01233	Prbd.g_00706
OG0000475	Prap.g_01232	Prbd.g_00705
OG0000476	Prap.g_01231	Prbd.g_00704
OG0000477	Prap.g_01229	Prbd.g_00702
OG0000478	Prap.g_01228	Prbd.g_00701
OG0000479	Prap.g_01227	Prbd.g_00700
OG0000480	Prap.g_01225	Prbd.g_00698
OG0000481	Prap.g_01224	Prbd.g_00697
OG0000482	Prap.g_01223	Prbd.g_00696
OG0000483	Prap.g_01222	Prbd.g_00695
OG0000484	Prap.g_01221	Prbd.g_00694
OG0000485	Prap.g_01220	Prbd.g_00693
OG0000486	Prap.g_01219	Prbd.g_00692
OG0000487	Prap.g_01218	Prbd.g_00691
OG0000488	Prap.g_01216	Prbd.g_00689
OG0000489	Prap.g_01215	Prbd.g_00688
OG0000490	Prap.g_01214	Prbd.g_00687
OG0000491	Prap.g_01213	Prbd.g_00686
OG0000492	Prap.g_01212	Prbd.g_00685
OG0000493	Prap.g_01211	Prbd.g_00684
OG0000494	Prap.g_01210	Prbd.g_00682
OG0000495	Prap.g_01209	Prbd.g_00681
OG0000496	Prap.g_01207	Prbd.g_00680
OG0000497	Prap.g_01205	Prbd.g_00679
OG0000498	Prap.g_01204	Prbd.g_00678
OG0000499	Prap.g_01202	Prbd.g_00676
OG0000500	Prap.g_01201	Prbd.g_00675
OG0000501	Prap.g_01199	Prbd.g_00673
OG0000502	Prap.g_01198	Prbd.g_00672
OG0000503	Prap.g_01197	Prbd.g_00671
OG0000504	Prap.g_01196	Prbd.g_00670
OG0000505	Prap.g_01195	Prbd.g_00669
OG0000506	Prap.g_01194	Prbd.g_00668
OG0000507	Prap.g_01193	Prbd.g_00667
OG0000508	Prap.g_01191	Prbd.g_00665
OG0000509	Prap.g_01190	Prbd.g_00664
OG0000510	Prap.g_01189	Prbd.g_00663
OG0000511	Prap.g_01188	Prbd.g_00662
OG0000512	Prap.g_01187	Prbd.g_00661
OG0000513	Prap.g_01186	Prbd.g_00660
OG0000514	Prap.g_01185	Prbd.g_00659
OG0000515	Prap.g_01182	Prbd.g_00657
OG0000516	Prap.g_01181	Prbd.g_00656
OG0000517	Prap.g_01180	Prbd.g_00655
OG0000518	Prap.g_01177	Prbd.g_00653
OG0000519	Prap.g_01176	Prbd.g_00652
OG0000520	Prap.g_01175	Prbd.g_00651
OG0000521	Prap.g_01174	Prbd.g_00650
OG0000522	Prap.g_01173	Prbd.g_00649
OG0000523	Prap.g_01172	Prbd.g_00648
OG0000524	Prap.g_01171	Prbd.g_00647
OG0000525	Prap.g_01169	Prbd.g_00645
OG0000526	Prap.g_01168	Prbd.g_00644
OG0000527	Prap.g_01167	Prbd.g_00643
OG0000528	Prap.g_01166	Prbd.g_00642
OG0000529	Prap.g_01165	Prbd.g_00641
OG0000530	Prap.g_01164	Prbd.g_00640
OG0000531	Prap.g_01162	Prbd.g_00639
OG0000532	Prap.g_01161	Prbd.g_00638
OG0000533	Prap.g_01160	Prbd.g_00637
OG0000534	Prap.g_01159	Prbd.g_00636
OG0000535	Prap.g_01158	Prbd.g_00635
OG0000536	Prap.g_01157	Prbd.g_00634
OG0000537	Prap.g_01156	Prbd.g_00633
OG0000538	Prap.g_01155	Prbd.g_00632
OG0000539	Prap.g_01154	Prbd.g_00631
OG0000540	Prap.g_01153	Prbd.g_00630
OG0000541	Prap.g_01152	Prbd.g_00629
OG0000542	Prap.g_01151	Prbd.g_00628
OG0000543	Prap.g_01150	Prbd.g_00627
OG0000544	Prap.g_01149	Prbd.g_00626
OG0000545	Prap.g_01147	Prbd.g_00623
OG0000546	Prap.g_01146	Prbd.g_00622
OG0000547	Prap.g_01144	Prbd.g_00620
OG0000548	Prap.g_01142	Prbd.g_00619
OG0000549	Prap.g_01141	Prbd.g_00618
OG0000550	Prap.g_01140	Prbd.g_00617
OG0000551	Prap.g_01138	Prbd.g_00616
OG0000552	Prap.g_01137	Prbd.g_00615
OG0000553	Prap.g_00397	Prbd.g_00614
OG0000554	Prap.g_00396	Prbd.g_00613
OG0000555	Prap.g_00395	Prbd.g_00612
OG0000556	Prap.g_00394	Prbd.g_00611
OG0000557	Prap.g_00393	Prbd.g_00610
OG0000558	Prap.g_00392	Prbd.g_00609
OG0000559	Prap.g_00391	Prbd.g_00608
OG0000560	Prap.g_00389	Prbd.g_00606
OG0000561	Prap.g_00388	Prbd.g_00605
OG0000562	Prap.g_00386	Prbd.g_00604
OG0000563	Prap.g_00385	Prbd.g_00603
OG0000564	Prap.g_00384	Prbd.g_00602
OG0000565	Prap.g_00383	Prbd.g_00601
OG0000566	Prap.g_00382	Prbd.g_00600
OG0000567	Prap.g_00381	Prbd.g_00599
OG0000568	Prap.g_00380	Prbd.g_00598
