Orthogroup	Prap	Prad
OG0000078	Prap.g_00082	Prad.g_00566
OG0000079	Prap.g_00206	Prad.g_00436
OG0000080	Prap.g_00618	Prad.g_00383
OG0000081	Prap.g_01608	Prad.g_00777
OG0000083	Prap.g_00051	Prad.g_01533
OG0000084	Prap.g_00048	Prad.g_01530
OG0000085	Prap.g_00932	Prad.g_01963
OG0000087	Prap.g_00903	Prad.g_01937
OG0000088	Prap.g_01061	Prad.g_01880
OG0000089	Prap.g_01052	Prad.g_01872
OG0000090	Prap.g_01035	Prad.g_01854
OG0000091	Prap.g_01001	Prad.g_01822
OG0000092	Prap.g_01000	Prad.g_01821
OG0000093	Prap.g_00986	Prad.g_01807
OG0000094	Prap.g_00967	Prad.g_01789
OG0000095	Prap.g_00962	Prad.g_01784
OG0000096	Prap.g_01460	Prad.g_01740
OG0000097	Prap.g_01436	Prad.g_01717
OG0000099	Prap.g_01415	Prad.g_01697
OG0000100	Prap.g_01412	Prad.g_01694
OG0000101	Prap.g_01347	Prad.g_00754
OG0000102	Prap.g_00543	Prad.g_00727
OG0000103	Prap.g_01291	Prad.g_00031
OG0000104	Prap.g_01287	Prad.g_00027
OG0000105	Prap.g_01267	Prad.g_00130
OG0000106	Prap.g_01237	Prad.g_00097
OG0000107	Prap.g_01236	Prad.g_00096
OG0000108	Prap.g_01226	Prad.g_01333
OG0000109	Prap.g_01217	Prad.g_01342
OG0000110	Prap.g_01200	Prad.g_01358
OG0000111	Prap.g_00375	Prad.g_01225
OG0000112	Prap.g_00374	Prad.g_01226
OG0000113	Prap.g_00324	Prad.g_01071
OG0000114	Prap.g_00785	Prad.g_01144
OG0000115	Prap.g_00257	Prad.g_00186
OG0000116	Prap.g_00261	Prad.g_00182
OG0000117	Prap.g_00705	Prad.g_01021
OG0000118	Prap.g_00501	Prad.g_00972
OG0000119	Prap.g_01880	Prad.g_01526
OG0000120	Prap.g_00450	Prad.g_01490
OG0000121	Prap.g_00427	Prad.g_01471, Prad.g_01470
OG0000122	Prap.g_00407	Prad.g_01451
OG0000123	Prap.g_01135	Prad.g_01438
OG0000124	Prap.g_00217	Prad.g_00076
OG0000125	Prap.g_00574	Prad.g_00616
OG0000126	Prap.g_00059	Prad.g_00594
OG0000127	Prap.g_00109	Prad.g_00528
OG0000128	Prap.g_00122	Prad.g_00514
OG0000129	Prap.g_00158	Prad.g_00477
OG0000130	Prap.g_01782	Prad.g_00943
OG0000131	Prap.g_01742	Prad.g_00905
OG0000132	Prap.g_01739	Prad.g_00902
OG0000133	Prap.g_01685	Prad.g_00848
OG0000134	Prap.g_01648, Prap.g_01649	Prad.g_00812
OG0000135	Prap.g_01646	Prad.g_00810
OG0000136	Prap.g_01596	Prad.g_00766, Prad.g_01294
OG0000137	Prap.g_01562	Prad.g_01615
OG0000138	Prap.g_01528	Prad.g_01580
OG0000139	Prap.g_01497	Prad.g_01553
OG0000140	Prap.g_00053	Prad.g_01535
OG0000141	Prap.g_00052	Prad.g_01534
OG0000142	Prap.g_00050	Prad.g_01532
OG0000143	Prap.g_00049	Prad.g_01531
OG0000144	Prap.g_00047	Prad.g_01529
OG0000145	Prap.g_00046	Prad.g_01528
OG0000146	Prap.g_00045	Prad.g_01527
OG0000147	Prap.g_00044	Prad.g_01976
OG0000148	Prap.g_00042	Prad.g_01974
OG0000149	Prap.g_00941	Prad.g_01972
OG0000150	Prap.g_00940	Prad.g_01971
OG0000151	Prap.g_00939	Prad.g_01970
OG0000152	Prap.g_00938	Prad.g_01969
OG0000153	Prap.g_00937	Prad.g_01968
OG0000154	Prap.g_00936	Prad.g_01967
OG0000155	Prap.g_00935	Prad.g_01966
OG0000156	Prap.g_00934	Prad.g_01965
OG0000157	Prap.g_00933	Prad.g_01964
OG0000158	Prap.g_00931	Prad.g_01962
OG0000159	Prap.g_00930	Prad.g_01961
OG0000160	Prap.g_00929	Prad.g_01960
OG0000161	Prap.g_00928	Prad.g_01959
OG0000162	Prap.g_00927	Prad.g_01958
OG0000163	Prap.g_00925	Prad.g_01957
OG0000164	Prap.g_00922	Prad.g_01954
OG0000165	Prap.g_00919	Prad.g_01951
OG0000166	Prap.g_00918	Prad.g_01950
OG0000167	Prap.g_00917	Prad.g_01949
OG0000168	Prap.g_00915	Prad.g_01947
OG0000169	Prap.g_00913	Prad.g_01945
OG0000170	Prap.g_00911	Prad.g_01944
OG0000171	Prap.g_00910	Prad.g_01943
OG0000172	Prap.g_00909	Prad.g_01941
OG0000173	Prap.g_00906	Prad.g_01940
OG0000174	Prap.g_00905	Prad.g_01939
OG0000175	Prap.g_00904	Prad.g_01938
OG0000176	Prap.g_00902	Prad.g_01936
OG0000177	Prap.g_00901	Prad.g_01935
OG0000178	Prap.g_00899	Prad.g_01934
OG0000179	Prap.g_00887	Prad.g_01929
OG0000180	Prap.g_00886	Prad.g_01928
OG0000181	Prap.g_00885	Prad.g_01927
OG0000182	Prap.g_00881	Prad.g_01924
OG0000183	Prap.g_00880	Prad.g_01923
OG0000184	Prap.g_00877	Prad.g_01920
OG0000185	Prap.g_01100	Prad.g_01916
OG0000186	Prap.g_01099	Prad.g_01915
OG0000187	Prap.g_00025	Prad.g_01914
OG0000188	Prap.g_01098	Prad.g_01913
OG0000189	Prap.g_01097	Prad.g_01912
OG0000190	Prap.g_01096	Prad.g_01911
OG0000191	Prap.g_01095	Prad.g_01910
OG0000192	Prap.g_01094	Prad.g_01909
OG0000193	Prap.g_01093	Prad.g_01908
OG0000194	Prap.g_01092	Prad.g_01907
OG0000195	Prap.g_01090	Prad.g_01905
OG0000196	Prap.g_01089	Prad.g_01904
OG0000197	Prap.g_01088	Prad.g_01903
OG0000198	Prap.g_01087	Prad.g_01902
OG0000199	Prap.g_01084	Prad.g_01899
OG0000200	Prap.g_01083	Prad.g_01898
OG0000201	Prap.g_01082	Prad.g_01897
OG0000202	Prap.g_01080	Prad.g_01896
OG0000203	Prap.g_01079	Prad.g_01895
OG0000204	Prap.g_01078	Prad.g_01894
OG0000205	Prap.g_01076	Prad.g_01893
OG0000206	Prap.g_01075	Prad.g_01892
OG0000207	Prap.g_01074	Prad.g_01891
OG0000208	Prap.g_01073	Prad.g_01890
OG0000209	Prap.g_01072	Prad.g_01889
OG0000210	Prap.g_01071	Prad.g_01887
OG0000211	Prap.g_01069	Prad.g_01886
OG0000212	Prap.g_01068	Prad.g_01885
OG0000213	Prap.g_01067	Prad.g_01884
OG0000214	Prap.g_01063	Prad.g_01882
OG0000215	Prap.g_01062	Prad.g_01881
OG0000216	Prap.g_01060	Prad.g_01879
OG0000217	Prap.g_01059	Prad.g_01878
OG0000218	Prap.g_01058	Prad.g_01877
OG0000219	Prap.g_01057	Prad.g_01876
OG0000220	Prap.g_01054	Prad.g_01873
OG0000221	Prap.g_01051	Prad.g_01871
OG0000222	Prap.g_01050	Prad.g_01870
OG0000223	Prap.g_01049	Prad.g_01869
OG0000224	Prap.g_01047	Prad.g_01866
OG0000225	Prap.g_01045	Prad.g_01864
OG0000226	Prap.g_01043	Prad.g_01863
OG0000227	Prap.g_01042	Prad.g_01862
OG0000228	Prap.g_01041	Prad.g_01861
OG0000229	Prap.g_01040	Prad.g_01860
OG0000230	Prap.g_01039	Prad.g_01859
OG0000231	Prap.g_00319	Prad.g_01857
OG0000232	Prap.g_01037	Prad.g_01856
OG0000233	Prap.g_01034	Prad.g_01853
OG0000234	Prap.g_01032	Prad.g_01851
OG0000235	Prap.g_01026	Prad.g_01846
OG0000236	Prap.g_01025	Prad.g_01845
OG0000237	Prap.g_01024	Prad.g_01844
OG0000238	Prap.g_01023	Prad.g_01843
OG0000239	Prap.g_01022	Prad.g_01842
OG0000240	Prap.g_01020	Prad.g_01840
OG0000241	Prap.g_01019	Prad.g_01839
OG0000242	Prap.g_01018	Prad.g_01838
OG0000243	Prap.g_01017	Prad.g_01837
OG0000244	Prap.g_01016	Prad.g_01836
OG0000245	Prap.g_01014	Prad.g_01835
OG0000246	Prap.g_01012	Prad.g_01833
OG0000247	Prap.g_01011	Prad.g_01832
OG0000248	Prap.g_01010	Prad.g_01831
OG0000249	Prap.g_01009	Prad.g_01830
OG0000250	Prap.g_01008	Prad.g_01829
OG0000251	Prap.g_01007	Prad.g_01828
OG0000252	Prap.g_01006	Prad.g_01827
OG0000253	Prap.g_01005	Prad.g_01826
OG0000254	Prap.g_01003	Prad.g_01824
OG0000255	Prap.g_01002	Prad.g_01823
OG0000256	Prap.g_00999	Prad.g_01820
OG0000257	Prap.g_00997	Prad.g_01818
OG0000258	Prap.g_00996	Prad.g_01817
OG0000259	Prap.g_00995	Prad.g_01816
OG0000260	Prap.g_00994	Prad.g_01815
OG0000261	Prap.g_00993	Prad.g_01814
OG0000262	Prap.g_00992	Prad.g_01813
OG0000263	Prap.g_00991	Prad.g_01812
OG0000264	Prap.g_00989	Prad.g_01810
OG0000265	Prap.g_00988	Prad.g_01809
OG0000266	Prap.g_00987	Prad.g_01808
OG0000267	Prap.g_00985	Prad.g_01806
OG0000268	Prap.g_00983	Prad.g_01805
OG0000269	Prap.g_00982	Prad.g_01804
OG0000270	Prap.g_00981	Prad.g_01803
OG0000271	Prap.g_00980	Prad.g_01802
OG0000272	Prap.g_00979	Prad.g_01801
OG0000273	Prap.g_00978	Prad.g_01800
OG0000274	Prap.g_00977	Prad.g_01799
OG0000275	Prap.g_00976	Prad.g_01798
OG0000276	Prap.g_00975	Prad.g_01797
OG0000277	Prap.g_00974	Prad.g_01796
OG0000278	Prap.g_00973	Prad.g_01795
OG0000279	Prap.g_00972	Prad.g_01794
OG0000280	Prap.g_00971	Prad.g_01793
OG0000281	Prap.g_00969	Prad.g_01791
OG0000282	Prap.g_00968	Prad.g_01790
OG0000283	Prap.g_00965	Prad.g_01787
OG0000284	Prap.g_00964	Prad.g_01786
OG0000285	Prap.g_00963	Prad.g_01785
OG0000286	Prap.g_00961	Prad.g_01783
OG0000287	Prap.g_00959	Prad.g_01782
OG0000288	Prap.g_00958	Prad.g_01781
OG0000289	Prap.g_00957	Prad.g_01780
OG0000290	Prap.g_00956	Prad.g_01779
OG0000291	Prap.g_00955	Prad.g_01778
OG0000292	Prap.g_00954	Prad.g_01777
OG0000293	Prap.g_00953	Prad.g_01776
OG0000294	Prap.g_00952	Prad.g_01775
OG0000295	Prap.g_00951	Prad.g_01774
OG0000296	Prap.g_00950	Prad.g_01773
OG0000297	Prap.g_00949	Prad.g_01772
OG0000298	Prap.g_00948	Prad.g_01771
OG0000299	Prap.g_00947	Prad.g_01770
OG0000300	Prap.g_00946	Prad.g_01769
OG0000301	Prap.g_00945	Prad.g_01768
OG0000302	Prap.g_00944	Prad.g_01767
OG0000303	Prap.g_00943	Prad.g_01766
OG0000304	Prap.g_01487	Prad.g_01765
OG0000305	Prap.g_01486	Prad.g_01764
OG0000306	Prap.g_01485	Prad.g_01763
OG0000307	Prap.g_01483	Prad.g_01762
OG0000308	Prap.g_01482	Prad.g_01761
OG0000309	Prap.g_01481	Prad.g_01760
OG0000310	Prap.g_01480	Prad.g_01759
OG0000311	Prap.g_01479	Prad.g_01758
OG0000312	Prap.g_01477	Prad.g_01756
OG0000313	Prap.g_01476	Prad.g_01755
OG0000314	Prap.g_01472	Prad.g_01752
OG0000315	Prap.g_01471	Prad.g_01751
OG0000316	Prap.g_01469	Prad.g_01749
OG0000317	Prap.g_01467	Prad.g_01747
OG0000318	Prap.g_01466	Prad.g_01746
OG0000319	Prap.g_01465	Prad.g_01745
OG0000320	Prap.g_01464	Prad.g_01744
OG0000321	Prap.g_01461	Prad.g_01741
OG0000322	Prap.g_01457	Prad.g_01738
OG0000323	Prap.g_01456	Prad.g_01737
OG0000324	Prap.g_01453	Prad.g_01734
OG0000325	Prap.g_01452	Prad.g_01732
OG0000326	Prap.g_01451	Prad.g_01731
OG0000327	Prap.g_01449	Prad.g_01729
OG0000328	Prap.g_01448	Prad.g_01728
OG0000329	Prap.g_01447	Prad.g_01727
OG0000330	Prap.g_01446	Prad.g_01726
OG0000331	Prap.g_01444	Prad.g_01725
OG0000332	Prap.g_01443	Prad.g_01724
OG0000333	Prap.g_01442	Prad.g_01723
OG0000334	Prap.g_01441	Prad.g_01722
OG0000335	Prap.g_01440	Prad.g_01721
OG0000336	Prap.g_01438	Prad.g_01720
OG0000337	Prap.g_01435	Prad.g_01716
OG0000338	Prap.g_01434	Prad.g_01715
OG0000339	Prap.g_01433	Prad.g_01714
OG0000340	Prap.g_01432	Prad.g_01713
OG0000341	Prap.g_01428	Prad.g_01709
OG0000342	Prap.g_01427	Prad.g_01708
OG0000343	Prap.g_01424	Prad.g_01706
OG0000344	Prap.g_01423	Prad.g_01705
OG0000345	Prap.g_01422	Prad.g_01704
OG0000346	Prap.g_01421	Prad.g_01703
OG0000347	Prap.g_01420	Prad.g_01702
OG0000348	Prap.g_01418	Prad.g_01701
OG0000349	Prap.g_01417	Prad.g_01700
OG0000350	Prap.g_01416	Prad.g_01699
OG0000351	Prap.g_01414	Prad.g_01696
OG0000352	Prap.g_01411	Prad.g_01693
OG0000353	Prap.g_01410	Prad.g_01692
OG0000354	Prap.g_01409	Prad.g_01691
OG0000355	Prap.g_01408	Prad.g_01690
OG0000356	Prap.g_01407	Prad.g_01689
OG0000357	Prap.g_01406	Prad.g_01688
OG0000358	Prap.g_01405	Prad.g_01687
OG0000359	Prap.g_01404	Prad.g_01686
OG0000360	Prap.g_01402	Prad.g_01683
OG0000361	Prap.g_01401	Prad.g_01682
OG0000362	Prap.g_01400	Prad.g_01681
OG0000363	Prap.g_01399	Prad.g_01680
OG0000364	Prap.g_01398	Prad.g_01679
OG0000365	Prap.g_01397	Prad.g_01678
OG0000366	Prap.g_01396	Prad.g_01677
OG0000367	Prap.g_01395	Prad.g_01676
OG0000368	Prap.g_01394	Prad.g_01675
OG0000369	Prap.g_01393	Prad.g_01674
OG0000370	Prap.g_01392	Prad.g_01673
OG0000371	Prap.g_01391	Prad.g_01672
OG0000372	Prap.g_01390	Prad.g_01670
OG0000373	Prap.g_01388	Prad.g_01668
OG0000374	Prap.g_01387	Prad.g_01667
OG0000375	Prap.g_01386	Prad.g_01666
OG0000376	Prap.g_01385	Prad.g_01664
OG0000377	Prap.g_01379	Prad.g_01663
OG0000378	Prap.g_01378	Prad.g_01662
OG0000379	Prap.g_01372	Prad.g_01657
OG0000380	Prap.g_01370	Prad.g_01656
OG0000381	Prap.g_01369	Prad.g_01655
OG0000382	Prap.g_01368	Prad.g_01653
OG0000383	Prap.g_01365	Prad.g_01650
OG0000384	Prap.g_01364	Prad.g_01649
OG0000385	Prap.g_01361	Prad.g_01646
OG0000386	Prap.g_01360	Prad.g_01645
OG0000387	Prap.g_01359	Prad.g_01644
OG0000388	Prap.g_01358	Prad.g_01643
OG0000389	Prap.g_01357	Prad.g_01642
OG0000390	Prap.g_01356	Prad.g_00761
OG0000391	Prap.g_01355	Prad.g_00760
OG0000392	Prap.g_01354	Prad.g_00759
OG0000393	Prap.g_01350	Prad.g_00756
OG0000394	Prap.g_01349	Prad.g_00755
OG0000395	Prap.g_01346	Prad.g_00753
OG0000396	Prap.g_00728	Prad.g_00752
OG0000397	Prap.g_00500	Prad.g_00738
OG0000398	Prap.g_01827	Prad.g_00730
OG0000399	Prap.g_00495	Prad.g_00729
OG0000400	Prap.g_01714	Prad.g_00724
OG0000401	Prap.g_01335	Prad.g_00671
OG0000402	Prap.g_01334	Prad.g_00670
OG0000403	Prap.g_01333	Prad.g_00669
OG0000404	Prap.g_01331	Prad.g_00667
OG0000405	Prap.g_01330	Prad.g_00666
OG0000406	Prap.g_01328	Prad.g_00069
OG0000407	Prap.g_01327	Prad.g_00068
OG0000408	Prap.g_01326	Prad.g_00067
OG0000409	Prap.g_01325	Prad.g_00066
OG0000410	Prap.g_01324	Prad.g_00065
OG0000411	Prap.g_01323	Prad.g_00064
OG0000412	Prap.g_01322	Prad.g_00063
OG0000413	Prap.g_01321	Prad.g_00062
OG0000414	Prap.g_01320	Prad.g_00061
OG0000415	Prap.g_01319	Prad.g_00060
OG0000416	Prap.g_01318	Prad.g_00059
OG0000417	Prap.g_01317	Prad.g_00058
OG0000418	Prap.g_01316	Prad.g_00057
OG0000419	Prap.g_01315	Prad.g_00056
OG0000420	Prap.g_01314	Prad.g_00055
OG0000421	Prap.g_01310	Prad.g_00054
OG0000422	Prap.g_01308	Prad.g_00052
OG0000423	Prap.g_01307	Prad.g_00051
OG0000424	Prap.g_01306	Prad.g_00049
OG0000425	Prap.g_01302	Prad.g_00045
OG0000426	Prap.g_01301	Prad.g_00044
OG0000427	Prap.g_01300	Prad.g_00043
OG0000428	Prap.g_01298	Prad.g_00042
OG0000429	Prap.g_01297	Prad.g_00041
OG0000430	Prap.g_01296	Prad.g_00036
OG0000431	Prap.g_01294	Prad.g_00034
OG0000432	Prap.g_01293	Prad.g_00033
OG0000433	Prap.g_01290	Prad.g_00030
OG0000434	Prap.g_01289	Prad.g_00029
OG0000435	Prap.g_01288	Prad.g_00028
OG0000436	Prap.g_01286	Prad.g_00026
OG0000437	Prap.g_01284	Prad.g_00024
OG0000438	Prap.g_01283	Prad.g_00023
OG0000439	Prap.g_01282	Prad.g_00022
OG0000440	Prap.g_01280	Prad.g_00020
OG0000441	Prap.g_01279	Prad.g_00019
OG0000442	Prap.g_01278	Prad.g_00018
OG0000443	Prap.g_01277	Prad.g_00017
OG0000444	Prap.g_01276	Prad.g_00016
OG0000445	Prap.g_01275	Prad.g_00015
OG0000446	Prap.g_01274	Prad.g_00014
OG0000447	Prap.g_01273	Prad.g_00013
OG0000448	Prap.g_01272	Prad.g_00012
OG0000449	Prap.g_01266	Prad.g_00129
OG0000450	Prap.g_01265	Prad.g_00128
OG0000451	Prap.g_01264	Prad.g_00127
OG0000452	Prap.g_01263	Prad.g_00126
OG0000453	Prap.g_01262	Prad.g_00124
OG0000454	Prap.g_01261	Prad.g_00123
OG0000455	Prap.g_01260	Prad.g_00122
OG0000456	Prap.g_01259	Prad.g_00121
OG0000457	Prap.g_01257	Prad.g_00119
OG0000458	Prap.g_01255	Prad.g_00117
OG0000459	Prap.g_01254	Prad.g_00116
OG0000460	Prap.g_01252	Prad.g_00114
OG0000461	Prap.g_01251	Prad.g_00113
OG0000462	Prap.g_01250	Prad.g_00112
OG0000463	Prap.g_01249	Prad.g_00111
OG0000464	Prap.g_01245	Prad.g_00106
OG0000465	Prap.g_01244	Prad.g_00104
OG0000466	Prap.g_01243	Prad.g_00103
OG0000467	Prap.g_01242	Prad.g_00102
OG0000468	Prap.g_01241	Prad.g_00101
OG0000469	Prap.g_01240	Prad.g_00100
OG0000470	Prap.g_01239	Prad.g_00099
OG0000471	Prap.g_01238	Prad.g_00098
OG0000472	Prap.g_01235	Prad.g_00095
OG0000473	Prap.g_01234	Prad.g_00094
OG0000474	Prap.g_01233	Prad.g_00093
OG0000475	Prap.g_01232	Prad.g_00092
OG0000476	Prap.g_01231	Prad.g_00091
OG0000477	Prap.g_01229	Prad.g_01330
OG0000478	Prap.g_01228	Prad.g_01331
OG0000479	Prap.g_01227	Prad.g_01332
OG0000480	Prap.g_01225	Prad.g_01334
OG0000481	Prap.g_01224	Prad.g_01335
OG0000482	Prap.g_01223	Prad.g_01336
OG0000483	Prap.g_01222	Prad.g_01337
OG0000484	Prap.g_01221	Prad.g_01338
OG0000485	Prap.g_01220	Prad.g_01339
OG0000486	Prap.g_01219	Prad.g_01340
OG0000487	Prap.g_01218	Prad.g_01341
OG0000488	Prap.g_01216	Prad.g_01343
OG0000489	Prap.g_01215	Prad.g_01344
OG0000490	Prap.g_01214	Prad.g_01345
OG0000491	Prap.g_01213	Prad.g_01346
OG0000492	Prap.g_01212	Prad.g_01347
OG0000493	Prap.g_01211	Prad.g_01348
OG0000494	Prap.g_01210	Prad.g_01350
OG0000495	Prap.g_01209	Prad.g_01351
OG0000496	Prap.g_01207	Prad.g_01352
OG0000497	Prap.g_01205	Prad.g_01353
OG0000498	Prap.g_01204	Prad.g_01354
OG0000499	Prap.g_01202	Prad.g_01356
OG0000500	Prap.g_01201	Prad.g_01357
OG0000501	Prap.g_01199	Prad.g_01359
OG0000502	Prap.g_01198	Prad.g_01360
OG0000503	Prap.g_01197	Prad.g_01361
OG0000504	Prap.g_01196	Prad.g_01362
OG0000505	Prap.g_01195	Prad.g_01363
OG0000506	Prap.g_01194	Prad.g_01364
OG0000507	Prap.g_01193	Prad.g_01365
OG0000508	Prap.g_01191	Prad.g_01367
OG0000509	Prap.g_01190	Prad.g_01368
OG0000510	Prap.g_01189	Prad.g_01369
OG0000511	Prap.g_01188	Prad.g_01370
OG0000512	Prap.g_01187	Prad.g_01371
OG0000513	Prap.g_01186	Prad.g_01372
OG0000514	Prap.g_01185	Prad.g_01373
OG0000515	Prap.g_01182	Prad.g_01375
OG0000516	Prap.g_01181	Prad.g_01376
OG0000517	Prap.g_01180	Prad.g_01377
OG0000518	Prap.g_01177	Prad.g_01380
OG0000519	Prap.g_01176	Prad.g_01381
OG0000520	Prap.g_01175	Prad.g_01382
OG0000521	Prap.g_01174	Prad.g_01383
OG0000522	Prap.g_01173	Prad.g_01384
OG0000523	Prap.g_01172	Prad.g_01385
OG0000524	Prap.g_01171	Prad.g_01386
OG0000525	Prap.g_01169	Prad.g_01388
OG0000526	Prap.g_01168	Prad.g_01389
OG0000527	Prap.g_01167	Prad.g_01390
OG0000528	Prap.g_01166	Prad.g_01391
OG0000529	Prap.g_01165	Prad.g_01392
OG0000530	Prap.g_01164	Prad.g_01393
OG0000531	Prap.g_01162	Prad.g_01394
OG0000532	Prap.g_01161	Prad.g_01395
OG0000533	Prap.g_01160	Prad.g_01396
OG0000534	Prap.g_01159	Prad.g_01397
OG0000535	Prap.g_01158	Prad.g_01398
OG0000536	Prap.g_01157	Prad.g_01399
OG0000537	Prap.g_01156	Prad.g_01400
OG0000538	Prap.g_01155	Prad.g_01401
OG0000539	Prap.g_01154	Prad.g_01402
OG0000540	Prap.g_01153	Prad.g_01403
OG0000541	Prap.g_01152	Prad.g_01404
OG0000542	Prap.g_01151	Prad.g_01405
OG0000543	Prap.g_01150	Prad.g_01406
OG0000544	Prap.g_01149	Prad.g_01407
OG0000545	Prap.g_01147	Prad.g_01410
OG0000546	Prap.g_01146	Prad.g_01411
OG0000547	Prap.g_01144	Prad.g_01413
OG0000548	Prap.g_01142	Prad.g_01414
OG0000549	Prap.g_01141	Prad.g_01415
OG0000550	Prap.g_01140	Prad.g_01416
OG0000551	Prap.g_01138	Prad.g_01417
OG0000552	Prap.g_01137	Prad.g_01418
OG0000553	Prap.g_00397	Prad.g_01419
OG0000554	Prap.g_00396	Prad.g_01420
OG0000555	Prap.g_00395	Prad.g_01421
OG0000556	Prap.g_00394	Prad.g_01422
OG0000557	Prap.g_00393	Prad.g_01423
OG0000558	Prap.g_00392	Prad.g_01424
OG0000559	Prap.g_00391	Prad.g_01425
OG0000560	Prap.g_00389	Prad.g_01427
OG0000561	Prap.g_00388	Prad.g_01428
OG0000562	Prap.g_00386	Prad.g_01429
OG0000563	Prap.g_00385	Prad.g_01430
OG0000564	Prap.g_00384	Prad.g_01431
OG0000565	Prap.g_00383	Prad.g_01432
OG0000566	Prap.g_00382	Prad.g_01433
OG0000567	Prap.g_00381	Prad.g_01219
OG0000568	Prap.g_00380	Prad.g_01220
OG0000569	Prap.g_00379	Prad.g_01221
OG0000570	Prap.g_00378	Prad.g_01222
OG0000571	Prap.g_00377	Prad.g_01223
OG0000572	Prap.g_00376	Prad.g_01224
OG0000573	Prap.g_00373	Prad.g_01227
OG0000574	Prap.g_00372	Prad.g_01228
OG0000575	Prap.g_00371	Prad.g_01229
OG0000576	Prap.g_00370	Prad.g_01230
OG0000577	Prap.g_00369	Prad.g_01231
OG0000578	Prap.g_00368	Prad.g_01232
OG0000579	Prap.g_00367	Prad.g_01233
OG0000580	Prap.g_00366	Prad.g_01234
OG0000581	Prap.g_00365	Prad.g_01235
OG0000582	Prap.g_00364	Prad.g_01236
OG0000583	Prap.g_00363	Prad.g_01237
OG0000584	Prap.g_00361	Prad.g_01238
OG0000585	Prap.g_00360	Prad.g_01239
