Orthogroup	Pran	Prbe
OG0000096	Pran.g_00603, Pran.g_00114	Prbe.g_00081
OG0000097	Pran.g_00019	Prbe.g_01503
OG0000098	Pran.g_00855	Prbe.g_00397
OG0000099	Pran.g_00806	Prbe.g_00350
OG0000100	Pran.g_00659	Prbe.g_00232
OG0000101	Pran.g_01105	Prbe.g_00836
OG0000102	Pran.g_01165	Prbe.g_00769
OG0000103	Pran.g_01244	Prbe.g_01195
OG0000104	Pran.g_01253	Prbe.g_01061
OG0000105	Pran.g_01920	Prbe.g_01828
OG0000106	Pran.g_01824	Prbe.g_00740
OG0000107	Pran.g_01808	Prbe.g_00921
OG0000108	Pran.g_01698	Prbe.g_00653
OG0000109	Pran.g_01684	Prbe.g_00639
OG0000110	Pran.g_01603	Prbe.g_00560
OG0000111	Pran.g_01479	Prbe.g_01207
OG0000112	Pran.g_01378	Prbe.g_00487
OG0000113	Pran.g_01321	Prbe.g_01245
OG0000114	Pran.g_00429	Prbe.g_00417
OG0000115	Pran.g_00123	Prbe.g_01618
OG0000116	Pran.g_00070	Prbe.g_01560
OG0000117	Pran.g_01466	Prbe.g_01522
OG0000118	Pran.g_00864	Prbe.g_00880
OG0000119	Pran.g_00845	Prbe.g_01603, Prbe.g_00214
OG0000120	Pran.g_00752	Prbe.g_00353
OG0000121	Pran.g_00731	Prbe.g_00309
OG0000122	Pran.g_00693	Prbe.g_01625, Prbe.g_00268
OG0000123	Pran.g_01112	Prbe.g_00829
OG0000124	Pran.g_01176	Prbe.g_00745
OG0000125	Pran.g_01212	Prbe.g_01158
OG0000126	Pran.g_01252	Prbe.g_01060
OG0000128	Pran.g_01268	Prbe.g_01076
OG0000129	Pran.g_00381	Prbe.g_00145
OG0000130	Pran.g_00363	Prbe.g_00174
OG0000131	Pran.g_00288	Prbe.g_01692
OG0000132	Pran.g_00268	Prbe.g_01712
OG0000133	Pran.g_01872	Prbe.g_01875
OG0000134	Pran.g_01838	Prbe.g_01917
OG0000135	Pran.g_01812	Prbe.g_00911
OG0000136	Pran.g_01739	Prbe.g_01939
OG0000137	Pran.g_01703	Prbe.g_00658
OG0000138	Pran.g_01683	Prbe.g_00638
OG0000139	Pran.g_01641	Prbe.g_00598
OG0000140	Pran.g_01640	Prbe.g_00597
OG0000141	Pran.g_01571	Prbe.g_00526
OG0000142	Pran.g_01543	Prbe.g_01485
OG0000143	Pran.g_01539	Prbe.g_01481
OG0000144	Pran.g_01526	Prbe.g_01467
OG0000145	Pran.g_01400	Prbe.g_00909
OG0000146	Pran.g_01377	Prbe.g_00488
OG0000147	Pran.g_01376	Prbe.g_00489
OG0000148	Pran.g_01327	Prbe.g_01239
OG0000149	Pran.g_01297	Prbe.g_01271
OG0000150	Pran.g_01289	Prbe.g_01281
OG0000151	Pran.g_00439	Prbe.g_00427
OG0000152	Pran.g_00487	Prbe.g_01350
OG0000153	Pran.g_00506	Prbe.g_01369
OG0000154	Pran.g_00542	Prbe.g_01389
OG0000155	Pran.g_00040	Prbe.g_01528
OG0000156	Pran.g_00887	Prbe.g_00904
OG0000157	Pran.g_00886	Prbe.g_00903
OG0000158	Pran.g_00822	Prbe.g_00792
OG0000160	Pran.g_00732	Prbe.g_00310
OG0000161	Pran.g_00726	Prbe.g_00304
OG0000162	Pran.g_00720	Prbe.g_00298
OG0000163	Pran.g_00686	Prbe.g_00259
OG0000164	Pran.g_00994	Prbe.g_00961
OG0000165	Pran.g_01001	Prbe.g_00954
OG0000166	Pran.g_01069, Pran.g_01068	Prbe.g_01083
OG0000167	Pran.g_01135	Prbe.g_00802
OG0000168	Pran.g_01144	Prbe.g_00791
OG0000169	Pran.g_01154	Prbe.g_00781
OG0000170	Pran.g_01156	Prbe.g_00778
OG0000171	Pran.g_01175	Prbe.g_00758
OG0000172	Pran.g_01184	Prbe.g_00751
OG0000173	Pran.g_01199	Prbe.g_01143
OG0000174	Pran.g_01226	Prbe.g_01173
OG0000175	Pran.g_01236	Prbe.g_01186
OG0000176	Pran.g_01261	Prbe.g_01069
OG0000177	Pran.g_01262	Prbe.g_01070
OG0000178	Pran.g_01263	Prbe.g_01071
OG0000179	Pran.g_00408	Prbe.g_00116
OG0000180	Pran.g_00407	Prbe.g_00117
OG0000181	Pran.g_00406	Prbe.g_00118
OG0000182	Pran.g_00405	Prbe.g_00119
OG0000183	Pran.g_00401	Prbe.g_00123
OG0000184	Pran.g_00379	Prbe.g_00149
OG0000185	Pran.g_00376	Prbe.g_00152
OG0000186	Pran.g_00368	Prbe.g_00168
OG0000187	Pran.g_00367	Prbe.g_00169
OG0000188	Pran.g_00350	Prbe.g_00186
OG0000189	Pran.g_00337	Prbe.g_01636
OG0000190	Pran.g_00336	Prbe.g_01638
OG0000191	Pran.g_00316	Prbe.g_01661
OG0000192	Pran.g_00312	Prbe.g_01666
OG0000193	Pran.g_00287	Prbe.g_01693
OG0000194	Pran.g_00283	Prbe.g_01696
OG0000195	Pran.g_00281	Prbe.g_01698
OG0000196	Pran.g_00271	Prbe.g_01709
OG0000197	Pran.g_00270	Prbe.g_01710
OG0000198	Pran.g_00269	Prbe.g_01711
OG0000199	Pran.g_00262	Prbe.g_01718
OG0000200	Pran.g_00248	Prbe.g_01732
OG0000201	Pran.g_00240	Prbe.g_01741
OG0000202	Pran.g_00239	Prbe.g_01742
OG0000203	Pran.g_00238	Prbe.g_01743
OG0000204	Pran.g_00237	Prbe.g_01744
OG0000205	Pran.g_00230	Prbe.g_01751
OG0000206	Pran.g_00225	Prbe.g_01756
OG0000207	Pran.g_00223	Prbe.g_01759
OG0000208	Pran.g_00222	Prbe.g_01760
OG0000209	Pran.g_00213	Prbe.g_01769
OG0000210	Pran.g_00212	Prbe.g_01770
OG0000211	Pran.g_00199	Prbe.g_01785
OG0000212	Pran.g_00193	Prbe.g_01793
OG0000213	Pran.g_01935	Prbe.g_01811
OG0000214	Pran.g_01926	Prbe.g_01821
OG0000215	Pran.g_01902	Prbe.g_01848
OG0000216	Pran.g_01900	Prbe.g_01849
OG0000217	Pran.g_01897	Prbe.g_01852
OG0000218	Pran.g_01895	Prbe.g_01854
OG0000219	Pran.g_01894	Prbe.g_01855
OG0000220	Pran.g_01893	Prbe.g_01856
OG0000221	Pran.g_01892	Prbe.g_01857
OG0000222	Pran.g_01884	Prbe.g_01864
OG0000223	Pran.g_01871	Prbe.g_01876
OG0000224	Pran.g_01869	Prbe.g_01878
OG0000225	Pran.g_01849	Prbe.g_01904
OG0000226	Pran.g_01845	Prbe.g_01908
OG0000227	Pran.g_01843	Prbe.g_01910
OG0000228	Pran.g_01840	Prbe.g_01914
OG0000229	Pran.g_01744	Prbe.g_01934
OG0000230	Pran.g_01742	Prbe.g_01936
OG0000231	Pran.g_01728	Prbe.g_01947
OG0000232	Pran.g_01720	Prbe.g_00672
OG0000233	Pran.g_01715	Prbe.g_00666
OG0000234	Pran.g_01702	Prbe.g_00657
OG0000235	Pran.g_01699	Prbe.g_00654
OG0000236	Pran.g_01685	Prbe.g_00640
OG0000237	Pran.g_01672	Prbe.g_00627
OG0000238	Pran.g_01666	Prbe.g_00621
OG0000239	Pran.g_01653	Prbe.g_00610
OG0000240	Pran.g_01652	Prbe.g_00609
OG0000241	Pran.g_01648	Prbe.g_00605
OG0000242	Pran.g_01646	Prbe.g_00603
OG0000243	Pran.g_01635	Prbe.g_00592
OG0000244	Pran.g_01632	Prbe.g_00589
OG0000245	Pran.g_01630	Prbe.g_00587
OG0000246	Pran.g_01626	Prbe.g_00583
OG0000247	Pran.g_01616	Prbe.g_00573
OG0000248	Pran.g_01613	Prbe.g_00570
OG0000249	Pran.g_01611	Prbe.g_00568
OG0000250	Pran.g_01606	Prbe.g_00563
OG0000251	Pran.g_01587	Prbe.g_00543
OG0000252	Pran.g_01584	Prbe.g_00540
OG0000253	Pran.g_01583	Prbe.g_00539
OG0000254	Pran.g_01567	Prbe.g_00522
OG0000255	Pran.g_01561	Prbe.g_00516
OG0000256	Pran.g_01551	Prbe.g_00506
OG0000257	Pran.g_01548	Prbe.g_01490
OG0000258	Pran.g_01535	Prbe.g_01476
OG0000259	Pran.g_01518	Prbe.g_01459
OG0000260	Pran.g_01515	Prbe.g_01456
OG0000261	Pran.g_01513	Prbe.g_01453
OG0000262	Pran.g_01509	Prbe.g_01449
OG0000263	Pran.g_01497	Prbe.g_00455
OG0000264	Pran.g_01487	Prbe.g_00466
OG0000265	Pran.g_01460	Prbe.g_01214
OG0000266	Pran.g_01450	Prbe.g_01430
OG0000267	Pran.g_01439	Prbe.g_01418
OG0000268	Pran.g_01438	Prbe.g_01417
OG0000269	Pran.g_01348	Prbe.g_01217
OG0000270	Pran.g_01345	Prbe.g_01220
OG0000271	Pran.g_01337	Prbe.g_01228
OG0000272	Pran.g_01336	Prbe.g_01229
OG0000273	Pran.g_01313	Prbe.g_01253
OG0000274	Pran.g_01312	Prbe.g_01254
OG0000275	Pran.g_01310	Prbe.g_01257
OG0000276	Pran.g_01305	Prbe.g_01263
OG0000277	Pran.g_01304	Prbe.g_01264
OG0000278	Pran.g_01301	Prbe.g_01267
OG0000279	Pran.g_01294	Prbe.g_01274
OG0000280	Pran.g_01293	Prbe.g_01275
OG0000281	Pran.g_01287	Prbe.g_01282
OG0000282	Pran.g_00431	Prbe.g_00419
OG0000283	Pran.g_00464	Prbe.g_01326
OG0000284	Pran.g_00469	Prbe.g_01331
OG0000285	Pran.g_00474	Prbe.g_01336
OG0000286	Pran.g_00486	Prbe.g_01349
OG0000287	Pran.g_00503	Prbe.g_01615
OG0000288	Pran.g_00541	Prbe.g_01388
OG0000289	Pran.g_00552	Prbe.g_01404
OG0000290	Pran.g_00565	Prbe.g_01300
OG0000291	Pran.g_00567	Prbe.g_01298
OG0000292	Pran.g_00135	Prbe.g_01594
OG0000293	Pran.g_00069	Prbe.g_01559
OG0000294	Pran.g_00068	Prbe.g_01558
OG0000295	Pran.g_00048	Prbe.g_01535
OG0000296	Pran.g_00046	Prbe.g_01533
OG0000297	Pran.g_00038	Prbe.g_01524
OG0000298	Pran.g_00037	Prbe.g_01523
OG0000299	Pran.g_00020	Prbe.g_01504
OG0000300	Pran.g_00017	Prbe.g_01501
OG0000301	Pran.g_00016	Prbe.g_01500
OG0000302	Pran.g_00014	Prbe.g_01498
OG0000303	Pran.g_00007	Prbe.g_01492
OG0000304	Pran.g_00003	Prbe.g_00501
OG0000305	Pran.g_00848	Prbe.g_01592
OG0000306	Pran.g_00846	Prbe.g_01286
OG0000307	Pran.g_00832	Prbe.g_00364
OG0000308	Pran.g_00831	Prbe.g_00363
OG0000309	Pran.g_00827	Prbe.g_00359
OG0000310	Pran.g_00748	Prbe.g_00325
OG0000311	Pran.g_00746	Prbe.g_00323
OG0000312	Pran.g_00743	Prbe.g_00320
OG0000313	Pran.g_00729	Prbe.g_00307
OG0000314	Pran.g_00706	Prbe.g_00284
OG0000315	Pran.g_00696	Prbe.g_00274
OG0000316	Pran.g_00676	Prbe.g_00249
OG0000317	Pran.g_00968	Prbe.g_00988
OG0000318	Pran.g_00971	Prbe.g_00984
OG0000319	Pran.g_00984	Prbe.g_00971
OG0000320	Pran.g_00986	Prbe.g_00969
OG0000321	Pran.g_00987	Prbe.g_00968
OG0000322	Pran.g_00988	Prbe.g_00967
OG0000323	Pran.g_00997	Prbe.g_00958
OG0000324	Pran.g_01023	Prbe.g_00931
OG0000325	Pran.g_01033	Prbe.g_00920
OG0000326	Pran.g_01039	Prbe.g_01109
OG0000327	Pran.g_01063	Prbe.g_01088
OG0000328	Pran.g_01064	Prbe.g_01087
OG0000329	Pran.g_01082	Prbe.g_00860
OG0000330	Pran.g_01083	Prbe.g_00859
OG0000331	Pran.g_01084	Prbe.g_00858
OG0000332	Pran.g_01098	Prbe.g_00844
OG0000333	Pran.g_01100	Prbe.g_00842
OG0000334	Pran.g_01108	Prbe.g_00833
OG0000335	Pran.g_01113	Prbe.g_00828
OG0000336	Pran.g_01117	Prbe.g_00824
OG0000337	Pran.g_01133	Prbe.g_00806
OG0000338	Pran.g_01134	Prbe.g_00805
OG0000339	Pran.g_01138	Prbe.g_00799
OG0000340	Pran.g_01145	Prbe.g_00790
OG0000341	Pran.g_01147	Prbe.g_00788
OG0000342	Pran.g_01148	Prbe.g_00787
OG0000343	Pran.g_01149	Prbe.g_00786
OG0000344	Pran.g_01152	Prbe.g_00783
OG0000345	Pran.g_01157	Prbe.g_00777
OG0000346	Pran.g_01161	Prbe.g_00773
OG0000347	Pran.g_01177	Prbe.g_00746
OG0000348	Pran.g_01187	Prbe.g_00754
OG0000349	Pran.g_01203	Prbe.g_01149
OG0000350	Pran.g_01222	Prbe.g_00709
OG0000351	Pran.g_01239	Prbe.g_01189
OG0000352	Pran.g_01240	Prbe.g_01190
OG0000353	Pran.g_01256	Prbe.g_01064
OG0000355	Pran.g_01258	Prbe.g_01066
OG0000356	Pran.g_01259	Prbe.g_01067
OG0000357	Pran.g_01260	Prbe.g_01068
OG0000358	Pran.g_01264	Prbe.g_01072
OG0000359	Pran.g_01265	Prbe.g_01073
OG0000360	Pran.g_01266	Prbe.g_01074
OG0000361	Pran.g_01267	Prbe.g_01075
OG0000362	Pran.g_01269	Prbe.g_01077
OG0000363	Pran.g_00410	Prbe.g_00114
OG0000364	Pran.g_00409	Prbe.g_00115
OG0000365	Pran.g_00404	Prbe.g_00120
OG0000366	Pran.g_00403	Prbe.g_00121
OG0000367	Pran.g_00402	Prbe.g_00122
OG0000368	Pran.g_00400	Prbe.g_00124
OG0000369	Pran.g_00399	Prbe.g_00125
OG0000370	Pran.g_00398	Prbe.g_00126
OG0000371	Pran.g_00392	Prbe.g_00133
OG0000372	Pran.g_00389	Prbe.g_00136
OG0000373	Pran.g_00388	Prbe.g_00137
OG0000374	Pran.g_00387	Prbe.g_00138
OG0000375	Pran.g_00385	Prbe.g_00140
OG0000376	Pran.g_00383	Prbe.g_00142
OG0000377	Pran.g_00380	Prbe.g_00146
OG0000378	Pran.g_00378	Prbe.g_00150
OG0000379	Pran.g_00375	Prbe.g_00153
OG0000380	Pran.g_00366	Prbe.g_00170
OG0000381	Pran.g_00362	Prbe.g_00175
OG0000382	Pran.g_00351	Prbe.g_00185
OG0000383	Pran.g_00349	Prbe.g_00187
OG0000384	Pran.g_00348	Prbe.g_00188
OG0000385	Pran.g_00347	Prbe.g_00189
OG0000386	Pran.g_00346	Prbe.g_00190
OG0000387	Pran.g_00334	Prbe.g_01640
OG0000388	Pran.g_00331	Prbe.g_01644
OG0000389	Pran.g_00327	Prbe.g_01647
OG0000390	Pran.g_00320	Prbe.g_01657
OG0000391	Pran.g_00317	Prbe.g_01660
OG0000392	Pran.g_00313	Prbe.g_01664
OG0000393	Pran.g_00311	Prbe.g_01667
OG0000394	Pran.g_00310	Prbe.g_01668
OG0000395	Pran.g_00309	Prbe.g_01669
OG0000396	Pran.g_00307	Prbe.g_01671
OG0000397	Pran.g_00305	Prbe.g_01673
OG0000398	Pran.g_00303	Prbe.g_01676
OG0000399	Pran.g_00302	Prbe.g_01677
OG0000400	Pran.g_00301	Prbe.g_01678
OG0000401	Pran.g_00300	Prbe.g_01679
OG0000402	Pran.g_00298	Prbe.g_01412
OG0000403	Pran.g_00297	Prbe.g_01681
OG0000404	Pran.g_00296	Prbe.g_01682
OG0000405	Pran.g_00292	Prbe.g_01686
OG0000406	Pran.g_00286	Prbe.g_01694
OG0000407	Pran.g_00285	Prbe.g_01695
OG0000408	Pran.g_00282	Prbe.g_01697
OG0000409	Pran.g_00280	Prbe.g_01699
OG0000410	Pran.g_00279	Prbe.g_01700
OG0000411	Pran.g_00278	Prbe.g_01701
OG0000412	Pran.g_00277	Prbe.g_01702
OG0000413	Pran.g_00276	Prbe.g_01704
OG0000414	Pran.g_00275	Prbe.g_01705
OG0000415	Pran.g_00274	Prbe.g_01706
OG0000416	Pran.g_00273	Prbe.g_01707
OG0000417	Pran.g_00272	Prbe.g_01708
OG0000418	Pran.g_00267	Prbe.g_01713
OG0000419	Pran.g_00265	Prbe.g_01715
OG0000420	Pran.g_00264	Prbe.g_01716
OG0000421	Pran.g_00259	Prbe.g_01721
OG0000422	Pran.g_00258	Prbe.g_01722
OG0000423	Pran.g_00257	Prbe.g_01723
OG0000424	Pran.g_00256	Prbe.g_01724
OG0000425	Pran.g_00255	Prbe.g_01725
OG0000426	Pran.g_00254	Prbe.g_01726
OG0000427	Pran.g_00253	Prbe.g_01727
OG0000428	Pran.g_00251	Prbe.g_01729
OG0000429	Pran.g_00250	Prbe.g_01730
OG0000430	Pran.g_00249	Prbe.g_01731
OG0000431	Pran.g_00247	Prbe.g_01733
OG0000432	Pran.g_00244	Prbe.g_01737
OG0000433	Pran.g_00243	Prbe.g_01738
OG0000434	Pran.g_00242	Prbe.g_01739
OG0000435	Pran.g_00241	Prbe.g_01740
OG0000436	Pran.g_00236	Prbe.g_01745
OG0000437	Pran.g_00235	Prbe.g_01746
OG0000438	Pran.g_00234	Prbe.g_01747
OG0000439	Pran.g_00232	Prbe.g_01749
OG0000440	Pran.g_00231	Prbe.g_01750
OG0000441	Pran.g_00228	Prbe.g_01753
OG0000442	Pran.g_00227	Prbe.g_01754
OG0000443	Pran.g_00226	Prbe.g_01755
OG0000444	Pran.g_00221	Prbe.g_01761
OG0000445	Pran.g_00220	Prbe.g_01762
OG0000446	Pran.g_00219	Prbe.g_01763
OG0000447	Pran.g_00218	Prbe.g_01764
OG0000448	Pran.g_00217	Prbe.g_01765
OG0000449	Pran.g_00216	Prbe.g_01766
OG0000450	Pran.g_00215	Prbe.g_01767
OG0000451	Pran.g_00214	Prbe.g_01768
OG0000452	Pran.g_00211	Prbe.g_01771
OG0000453	Pran.g_00210	Prbe.g_01772
OG0000454	Pran.g_00209	Prbe.g_01773
OG0000455	Pran.g_00208	Prbe.g_01774
OG0000456	Pran.g_00207	Prbe.g_01775
OG0000457	Pran.g_00206	Prbe.g_01777
OG0000458	Pran.g_00205	Prbe.g_01778
OG0000459	Pran.g_00204	Prbe.g_01779
OG0000460	Pran.g_00197	Prbe.g_01787
OG0000461	Pran.g_01950	Prbe.g_01795
OG0000462	Pran.g_01948	Prbe.g_01797
OG0000463	Pran.g_01947	Prbe.g_01798
OG0000464	Pran.g_01946	Prbe.g_01799
OG0000465	Pran.g_01945	Prbe.g_01800
OG0000466	Pran.g_01942	Prbe.g_01803
OG0000467	Pran.g_01941	Prbe.g_01804
OG0000468	Pran.g_01939	Prbe.g_01807
OG0000469	Pran.g_01931	Prbe.g_01815
OG0000470	Pran.g_01929	Prbe.g_01817
OG0000471	Pran.g_01928	Prbe.g_01818
OG0000472	Pran.g_01927	Prbe.g_01820
OG0000473	Pran.g_01925	Prbe.g_01822
OG0000474	Pran.g_01924	Prbe.g_01823
OG0000475	Pran.g_01923	Prbe.g_01824
OG0000476	Pran.g_01922	Prbe.g_01826
OG0000477	Pran.g_01919	Prbe.g_01829
OG0000478	Pran.g_01918	Prbe.g_01830
OG0000479	Pran.g_01917	Prbe.g_01831
OG0000480	Pran.g_01912	Prbe.g_01836
OG0000481	Pran.g_01910	Prbe.g_01839
OG0000482	Pran.g_01909	Prbe.g_01840
OG0000483	Pran.g_01906	Prbe.g_01843
OG0000484	Pran.g_01905	Prbe.g_01844
OG0000485	Pran.g_01904	Prbe.g_01846
OG0000486	Pran.g_01903	Prbe.g_01847
OG0000487	Pran.g_01899	Prbe.g_01850
OG0000488	Pran.g_01896	Prbe.g_01853
OG0000489	Pran.g_01891	Prbe.g_01858
OG0000490	Pran.g_01886	Prbe.g_01862
OG0000491	Pran.g_01885	Prbe.g_01863
OG0000492	Pran.g_01883	Prbe.g_01865
OG0000493	Pran.g_01882	Prbe.g_01866
OG0000494	Pran.g_01881	Prbe.g_01867
OG0000495	Pran.g_01880	Prbe.g_01868
OG0000496	Pran.g_01879	Prbe.g_01869
OG0000497	Pran.g_01878	Prbe.g_01870
OG0000498	Pran.g_01877	Prbe.g_01871
OG0000499	Pran.g_01876	Prbe.g_01872
OG0000500	Pran.g_01875	Prbe.g_01873
OG0000501	Pran.g_01873	Prbe.g_01874
OG0000502	Pran.g_01870	Prbe.g_01877
OG0000503	Pran.g_01860	Prbe.g_01892
OG0000504	Pran.g_01859	Prbe.g_01894
OG0000505	Pran.g_01858	Prbe.g_01895
OG0000506	Pran.g_01857	Prbe.g_01896
OG0000507	Pran.g_01854	Prbe.g_01899
OG0000508	Pran.g_01850	Prbe.g_01903
OG0000509	Pran.g_01848	Prbe.g_01905
OG0000510	Pran.g_01847	Prbe.g_01906
OG0000511	Pran.g_01846	Prbe.g_01907
OG0000512	Pran.g_01844	Prbe.g_01909
OG0000513	Pran.g_01837	Prbe.g_01918
OG0000514	Pran.g_01749	Prbe.g_01929
OG0000515	Pran.g_01748	Prbe.g_01930
OG0000516	Pran.g_01747	Prbe.g_01931
OG0000517	Pran.g_01745	Prbe.g_01933
OG0000518	Pran.g_01734	Prbe.g_01944
OG0000519	Pran.g_01733	Prbe.g_01945
OG0000520	Pran.g_01729	Prbe.g_01946
OG0000521	Pran.g_01724	Prbe.g_00676
OG0000522	Pran.g_01723	Prbe.g_00674
OG0000523	Pran.g_01722	Prbe.g_00673
OG0000524	Pran.g_01717	Prbe.g_00668
OG0000525	Pran.g_01714	Prbe.g_00664
OG0000526	Pran.g_01713	Prbe.g_00663
OG0000527	Pran.g_01705	Prbe.g_00660
OG0000528	Pran.g_01700	Prbe.g_00655
OG0000529	Pran.g_01697	Prbe.g_00652
OG0000530	Pran.g_01694	Prbe.g_00649
OG0000531	Pran.g_01693	Prbe.g_00648
OG0000532	Pran.g_01691	Prbe.g_00646
OG0000533	Pran.g_01690	Prbe.g_00645
OG0000534	Pran.g_01689	Prbe.g_00644
OG0000535	Pran.g_01688	Prbe.g_00643
OG0000536	Pran.g_01687	Prbe.g_00642
OG0000537	Pran.g_01686	Prbe.g_00641
OG0000538	Pran.g_01678	Prbe.g_00632
OG0000539	Pran.g_01677	Prbe.g_00631
OG0000540	Pran.g_01676	Prbe.g_00630
OG0000541	Pran.g_01675	Prbe.g_00629
OG0000542	Pran.g_01673	Prbe.g_00628
OG0000543	Pran.g_01671	Prbe.g_00626
OG0000544	Pran.g_01670	Prbe.g_00625
OG0000545	Pran.g_01668	Prbe.g_00623
OG0000546	Pran.g_01665	Prbe.g_00620
OG0000547	Pran.g_01663	Prbe.g_00618
OG0000548	Pran.g_01662	Prbe.g_00617
OG0000549	Pran.g_01660	Prbe.g_00615
OG0000550	Pran.g_01655	Prbe.g_00611
OG0000551	Pran.g_01651	Prbe.g_00608
OG0000552	Pran.g_01650	Prbe.g_00607
OG0000553	Pran.g_01649	Prbe.g_00606
OG0000554	Pran.g_01644	Prbe.g_00601
OG0000555	Pran.g_01636	Prbe.g_00593
OG0000556	Pran.g_01634	Prbe.g_00591
OG0000557	Pran.g_01633	Prbe.g_00590
OG0000558	Pran.g_01631	Prbe.g_00588
OG0000559	Pran.g_01627	Prbe.g_00584
