Orthogroup	Pran	Syag
OG0000101	Pran.g_01105	Syag.g_02773
OG0000102	Pran.g_01165	Syag.g_02387
OG0000103	Pran.g_01244	Syag.g_02253
OG0000104	Pran.g_01253	Syag.g_02268
OG0000105	Pran.g_01920	Syag.g_02606
OG0000106	Pran.g_01824	Syag.g_00462
OG0000107	Pran.g_01808	Syag.g_02689
OG0000108	Pran.g_01698	Syag.g_01528
OG0000109	Pran.g_01684	Syag.g_01512
OG0000110	Pran.g_01603	Syag.g_00303
OG0000111	Pran.g_01479	Syag.g_00984
OG0000112	Pran.g_01378	Syag.g_00801
OG0000113	Pran.g_01321	Syag.g_00699
OG0000114	Pran.g_00429	Syag.g_00609
OG0000115	Pran.g_00123	Syag.g_01397
OG0000116	Pran.g_00070	Syag.g_01156
OG0000117	Pran.g_01466	Syag.g_01097
OG0000118	Pran.g_00864	Syag.g_01232
OG0000120	Pran.g_00752	Syag.g_02535
OG0000121	Pran.g_00731	Syag.g_01414
OG0000122	Pran.g_00693	Syag.g_00446
OG0000123	Pran.g_01112	Syag.g_02781
OG0000124	Pran.g_01176	Syag.g_02367, Syag.g_02485
OG0000125	Pran.g_01212	Syag.g_02136, Syag.g_02134
OG0000126	Pran.g_01252	Syag.g_02266
OG0000128	Pran.g_01268	Syag.g_02284
OG0000129	Pran.g_00381	Syag.g_02121
OG0000130	Pran.g_00363	Syag.g_01819
OG0000131	Pran.g_00288	Syag.g_01951
OG0000132	Pran.g_00268	Syag.g_01972
OG0000133	Pran.g_01872	Syag.g_00806
OG0000134	Pran.g_01838	Syag.g_00008
OG0000135	Pran.g_01812	Syag.g_02171
OG0000136	Pran.g_01739	Syag.g_00038
OG0000137	Pran.g_01703	Syag.g_01356
OG0000138	Pran.g_01683	Syag.g_01511
OG0000139	Pran.g_01641	Syag.g_01448
OG0000140	Pran.g_01640	Syag.g_01446
OG0000141	Pran.g_01571	Syag.g_00351
OG0000142	Pran.g_01543	Syag.g_00410
OG0000143	Pran.g_01539	Syag.g_00414
OG0000144	Pran.g_01526	Syag.g_00493
OG0000145	Pran.g_01400	Syag.g_01504
OG0000146	Pran.g_01377	Syag.g_00800
OG0000147	Pran.g_01376	Syag.g_00799
OG0000148	Pran.g_01327	Syag.g_00693
OG0000149	Pran.g_01297	Syag.g_00731
OG0000150	Pran.g_01289	Syag.g_00352
OG0000151	Pran.g_00439	Syag.g_00623
OG0000152	Pran.g_00487	Syag.g_00810
OG0000153	Pran.g_00506	Syag.g_00845
OG0000154	Pran.g_00542	Syag.g_00870
OG0000155	Pran.g_00040	Syag.g_01107
OG0000156	Pran.g_00887	Syag.g_01166
OG0000157	Pran.g_00886	Syag.g_01167
OG0000158	Pran.g_00822	Syag.g_02422
OG0000160	Pran.g_00732	Syag.g_01415
OG0000161	Pran.g_00726	Syag.g_01409
OG0000162	Pran.g_00720	Syag.g_01402
OG0000163	Pran.g_00686	Syag.g_00706, Syag.g_01618
OG0000164	Pran.g_00994	Syag.g_01725
OG0000165	Pran.g_01001	Syag.g_01733
OG0000166	Pran.g_01069, Pran.g_01068	Syag.g_02733
OG0000167	Pran.g_01135	Syag.g_02437
OG0000168	Pran.g_01144	Syag.g_02417
OG0000169	Pran.g_01154	Syag.g_02405
OG0000170	Pran.g_01156	Syag.g_02398
OG0000171	Pran.g_01175	Syag.g_02368
OG0000172	Pran.g_01184	Syag.g_02360
OG0000173	Pran.g_01199	Syag.g_02337
OG0000174	Pran.g_01226	Syag.g_02175
OG0000175	Pran.g_01236	Syag.g_02240
OG0000176	Pran.g_01261	Syag.g_02276
OG0000177	Pran.g_01262	Syag.g_02277
OG0000178	Pran.g_01263	Syag.g_02278
OG0000179	Pran.g_00408	Syag.g_02293
OG0000180	Pran.g_00407	Syag.g_02294
OG0000181	Pran.g_00406	Syag.g_02295
OG0000182	Pran.g_00405	Syag.g_02296
OG0000183	Pran.g_00401	Syag.g_02300
OG0000184	Pran.g_00379	Syag.g_02110
OG0000185	Pran.g_00376	Syag.g_02092
OG0000186	Pran.g_00368	Syag.g_01815
OG0000187	Pran.g_00367	Syag.g_01816
OG0000188	Pran.g_00350	Syag.g_01839
OG0000189	Pran.g_00337	Syag.g_01872
OG0000190	Pran.g_00336	Syag.g_01874
OG0000191	Pran.g_00316	Syag.g_01909
OG0000192	Pran.g_00312	Syag.g_01915
OG0000193	Pran.g_00287	Syag.g_01952
OG0000194	Pran.g_00283	Syag.g_01955
OG0000195	Pran.g_00281	Syag.g_01957
OG0000196	Pran.g_00271	Syag.g_01968
OG0000197	Pran.g_00270	Syag.g_01969
OG0000198	Pran.g_00269	Syag.g_00108, Syag.g_01971
OG0000199	Pran.g_00262	Syag.g_01979
OG0000200	Pran.g_00248	Syag.g_01996
OG0000201	Pran.g_00240	Syag.g_02019, Syag.g_02023
OG0000202	Pran.g_00239	Syag.g_02024
OG0000203	Pran.g_00238	Syag.g_02025
OG0000204	Pran.g_00237	Syag.g_02020, Syag.g_02026
OG0000205	Pran.g_00230	Syag.g_02035
OG0000206	Pran.g_00225	Syag.g_02047
OG0000207	Pran.g_00223	Syag.g_02051
OG0000208	Pran.g_00222	Syag.g_02052
OG0000209	Pran.g_00213	Syag.g_02069
OG0000210	Pran.g_00212	Syag.g_02070
OG0000211	Pran.g_00199	Syag.g_01788
OG0000212	Pran.g_00193	Syag.g_01777
OG0000213	Pran.g_01935	Syag.g_02632
OG0000214	Pran.g_01926	Syag.g_02615
OG0000215	Pran.g_01902	Syag.g_02584
OG0000216	Pran.g_01900	Syag.g_02580
OG0000217	Pran.g_01897	Syag.g_02576
OG0000218	Pran.g_01895	Syag.g_02574
OG0000219	Pran.g_01894	Syag.g_02573
OG0000220	Pran.g_01893	Syag.g_02572
OG0000221	Pran.g_01892	Syag.g_02566
OG0000222	Pran.g_01884	Syag.g_02550
OG0000223	Pran.g_01871	Syag.g_02475
OG0000224	Pran.g_01869	Syag.g_02471
OG0000225	Pran.g_01849	Syag.g_02861
OG0000226	Pran.g_01845	Syag.g_02865
OG0000227	Pran.g_01843	Syag.g_02867
OG0000228	Pran.g_01840	Syag.g_00004
OG0000229	Pran.g_01744	Syag.g_00033
OG0000230	Pran.g_01742	Syag.g_00035
OG0000231	Pran.g_01728	Syag.g_00048
OG0000232	Pran.g_01720	Syag.g_00059
OG0000233	Pran.g_01715	Syag.g_01330
OG0000234	Pran.g_01702	Syag.g_01358
OG0000235	Pran.g_01699	Syag.g_01529
OG0000236	Pran.g_01685	Syag.g_01513
OG0000237	Pran.g_01672	Syag.g_01495
OG0000238	Pran.g_01666	Syag.g_01490
OG0000239	Pran.g_01653	Syag.g_01472
OG0000240	Pran.g_01652	Syag.g_01471
OG0000241	Pran.g_01648	Syag.g_00396
OG0000242	Pran.g_01646	Syag.g_01456
OG0000243	Pran.g_01635	Syag.g_00255
OG0000244	Pran.g_01632	Syag.g_00268
OG0000245	Pran.g_01630	Syag.g_00270
OG0000246	Pran.g_01626	Syag.g_00274
OG0000247	Pran.g_01616	Syag.g_00286
OG0000248	Pran.g_01613	Syag.g_00289
OG0000249	Pran.g_01611	Syag.g_00291
OG0000250	Pran.g_01606	Syag.g_00299
OG0000251	Pran.g_01587	Syag.g_00328
OG0000252	Pran.g_01584	Syag.g_00331
OG0000253	Pran.g_01583	Syag.g_00333
OG0000254	Pran.g_01567	Syag.g_00356
OG0000255	Pran.g_01561	Syag.g_00369
OG0000256	Pran.g_01551	Syag.g_00385
OG0000257	Pran.g_01548	Syag.g_00395
OG0000258	Pran.g_01535	Syag.g_00423
OG0000259	Pran.g_01518	Syag.g_00560
OG0000260	Pran.g_01515	Syag.g_00570
OG0000261	Pran.g_01513	Syag.g_00581
OG0000262	Pran.g_01509	Syag.g_00586
OG0000263	Pran.g_01497	Syag.g_01079
OG0000264	Pran.g_01487	Syag.g_01011
OG0000265	Pran.g_01460	Syag.g_01021
OG0000266	Pran.g_01450	Syag.g_00907
OG0000267	Pran.g_01439	Syag.g_00762
OG0000268	Pran.g_01438	Syag.g_00763
OG0000269	Pran.g_01348	Syag.g_00662
OG0000270	Pran.g_01345	Syag.g_00665
OG0000271	Pran.g_01337	Syag.g_00673
OG0000273	Pran.g_01313	Syag.g_00713
OG0000274	Pran.g_01312	Syag.g_00714
OG0000275	Pran.g_01310	Syag.g_00717
OG0000276	Pran.g_01305	Syag.g_00723
OG0000277	Pran.g_01304	Syag.g_00724
OG0000278	Pran.g_01301	Syag.g_00727
OG0000279	Pran.g_01294	Syag.g_00735
OG0000280	Pran.g_01293	Syag.g_00741
OG0000281	Pran.g_01287	Syag.g_00572
OG0000282	Pran.g_00431	Syag.g_00611
OG0000283	Pran.g_00464	Syag.g_00775
OG0000284	Pran.g_00469	Syag.g_00780
OG0000285	Pran.g_00474	Syag.g_00791
OG0000286	Pran.g_00486	Syag.g_00809
OG0000287	Pran.g_00503	Syag.g_00838
OG0000288	Pran.g_00541	Syag.g_00869
OG0000289	Pran.g_00552	Syag.g_00884
OG0000290	Pran.g_00565	Syag.g_00970
OG0000291	Pran.g_00567	Syag.g_00972
OG0000292	Pran.g_00135	Syag.g_02265
OG0000293	Pran.g_00069	Syag.g_01155
OG0000294	Pran.g_00068	Syag.g_01154
OG0000295	Pran.g_00048	Syag.g_01115
OG0000296	Pran.g_00046	Syag.g_01113
OG0000297	Pran.g_00038	Syag.g_01099
OG0000298	Pran.g_00037	Syag.g_01098
OG0000299	Pran.g_00020	Syag.g_01067
OG0000300	Pran.g_00017	Syag.g_01062
OG0000301	Pran.g_00016	Syag.g_01061
OG0000302	Pran.g_00014	Syag.g_01060
OG0000303	Pran.g_00007	Syag.g_01048
OG0000304	Pran.g_00003	Syag.g_01041
OG0000305	Pran.g_00848	Syag.g_00977
OG0000306	Pran.g_00846	Syag.g_00460
OG0000307	Pran.g_00832	Syag.g_01546
OG0000308	Pran.g_00831	Syag.g_01548
OG0000309	Pran.g_00827	Syag.g_01553
OG0000310	Pran.g_00748	Syag.g_01291
OG0000311	Pran.g_00746	Syag.g_01300
OG0000312	Pran.g_00743	Syag.g_01434
OG0000313	Pran.g_00729	Syag.g_00966, Syag.g_01412
OG0000314	Pran.g_00706	Syag.g_01380
OG0000315	Pran.g_00696	Syag.g_01369
OG0000316	Pran.g_00676	Syag.g_01641
OG0000317	Pran.g_00968	Syag.g_01684
OG0000318	Pran.g_00971	Syag.g_01688
OG0000319	Pran.g_00984	Syag.g_01710
OG0000320	Pran.g_00986	Syag.g_01712
OG0000321	Pran.g_00987	Syag.g_01713
OG0000322	Pran.g_00988	Syag.g_01714
OG0000323	Pran.g_00997	Syag.g_01728
OG0000324	Pran.g_01023	Syag.g_01757
OG0000325	Pran.g_01033	Syag.g_02690
OG0000326	Pran.g_01039	Syag.g_02698
OG0000327	Pran.g_01063	Syag.g_02728
OG0000328	Pran.g_01064	Syag.g_02729
OG0000329	Pran.g_01082	Syag.g_02747
OG0000330	Pran.g_01083	Syag.g_02748
OG0000331	Pran.g_01084	Syag.g_02749
OG0000332	Pran.g_01098	Syag.g_02764
OG0000333	Pran.g_01100	Syag.g_02767
OG0000334	Pran.g_01108	Syag.g_02777
OG0000335	Pran.g_01113	Syag.g_02782
OG0000336	Pran.g_01117	Syag.g_02786
OG0000337	Pran.g_01133	Syag.g_02445
OG0000338	Pran.g_01134	Syag.g_02440
OG0000340	Pran.g_01145	Syag.g_02416
OG0000341	Pran.g_01147	Syag.g_02414
OG0000342	Pran.g_01148	Syag.g_02413
OG0000343	Pran.g_01149	Syag.g_02411
OG0000344	Pran.g_01152	Syag.g_02407
OG0000345	Pran.g_01157	Syag.g_02397
OG0000346	Pran.g_01161	Syag.g_02392
OG0000347	Pran.g_01177	Syag.g_02366
OG0000348	Pran.g_01187	Syag.g_02357
OG0000349	Pran.g_01203	Syag.g_02330
OG0000350	Pran.g_01222	Syag.g_02705
OG0000351	Pran.g_01239	Syag.g_02244
OG0000352	Pran.g_01240	Syag.g_02245
OG0000353	Pran.g_01256	Syag.g_02271
OG0000355	Pran.g_01258	Syag.g_02273
OG0000356	Pran.g_01259	Syag.g_02274
OG0000357	Pran.g_01260	Syag.g_02275
OG0000358	Pran.g_01264	Syag.g_02279
OG0000359	Pran.g_01265	Syag.g_02281
OG0000360	Pran.g_01266	Syag.g_02282
OG0000361	Pran.g_01267	Syag.g_02283
OG0000362	Pran.g_01269	Syag.g_02285
OG0000363	Pran.g_00410	Syag.g_02287
OG0000364	Pran.g_00409	Syag.g_02288
OG0000365	Pran.g_00404	Syag.g_02297
OG0000366	Pran.g_00403	Syag.g_02298
OG0000367	Pran.g_00402	Syag.g_02299
OG0000368	Pran.g_00400	Syag.g_02301
OG0000369	Pran.g_00399	Syag.g_02302
OG0000370	Pran.g_00398	Syag.g_02303
OG0000371	Pran.g_00392	Syag.g_02312
OG0000372	Pran.g_00389	Syag.g_02317
OG0000373	Pran.g_00388	Syag.g_02318
OG0000374	Pran.g_00387	Syag.g_02319
OG0000375	Pran.g_00385	Syag.g_02326
OG0000376	Pran.g_00383	Syag.g_02328
OG0000377	Pran.g_00380	Syag.g_02119
OG0000378	Pran.g_00378	Syag.g_02099
OG0000379	Pran.g_00375	Syag.g_02091
OG0000380	Pran.g_00366	Syag.g_01817
OG0000381	Pran.g_00362	Syag.g_01820
OG0000382	Pran.g_00351	Syag.g_01838
OG0000383	Pran.g_00349	Syag.g_01843
OG0000384	Pran.g_00348	Syag.g_01844
OG0000385	Pran.g_00347	Syag.g_01845
OG0000386	Pran.g_00346	Syag.g_01846
OG0000387	Pran.g_00334	Syag.g_01876
OG0000388	Pran.g_00331	Syag.g_01880
OG0000389	Pran.g_00327	Syag.g_01884
OG0000390	Pran.g_00320	Syag.g_01903
OG0000391	Pran.g_00317	Syag.g_01908
OG0000392	Pran.g_00313	Syag.g_01914
OG0000393	Pran.g_00311	Syag.g_01917
OG0000394	Pran.g_00310	Syag.g_01918
OG0000395	Pran.g_00309	Syag.g_01919
OG0000396	Pran.g_00307	Syag.g_01922
OG0000397	Pran.g_00305	Syag.g_01924
OG0000398	Pran.g_00303	Syag.g_01929
OG0000399	Pran.g_00302	Syag.g_01930
OG0000400	Pran.g_00301	Syag.g_01931
OG0000401	Pran.g_00300	Syag.g_01932
OG0000402	Pran.g_00298	Syag.g_01934
OG0000403	Pran.g_00297	Syag.g_01935
OG0000404	Pran.g_00296	Syag.g_01937
OG0000405	Pran.g_00292	Syag.g_01949
OG0000406	Pran.g_00286	Syag.g_01953
OG0000407	Pran.g_00285	Syag.g_01954
OG0000408	Pran.g_00282	Syag.g_01956
OG0000409	Pran.g_00280	Syag.g_01958
OG0000410	Pran.g_00279	Syag.g_01959
OG0000411	Pran.g_00278	Syag.g_01960
OG0000412	Pran.g_00277	Syag.g_01961
OG0000413	Pran.g_00276	Syag.g_01963
OG0000414	Pran.g_00275	Syag.g_01964
OG0000415	Pran.g_00274	Syag.g_01965
OG0000416	Pran.g_00273	Syag.g_01966
OG0000417	Pran.g_00272	Syag.g_01967
OG0000418	Pran.g_00267	Syag.g_01973
OG0000419	Pran.g_00265	Syag.g_01975
OG0000420	Pran.g_00264	Syag.g_01977
OG0000421	Pran.g_00259	Syag.g_01982
OG0000422	Pran.g_00258	Syag.g_01983
OG0000423	Pran.g_00257	Syag.g_01984
OG0000424	Pran.g_00256	Syag.g_01985
OG0000425	Pran.g_00255	Syag.g_01986
OG0000426	Pran.g_00254	Syag.g_01987
OG0000427	Pran.g_00253	Syag.g_01988
OG0000428	Pran.g_00251	Syag.g_01991
OG0000429	Pran.g_00250	Syag.g_01993
OG0000430	Pran.g_00249	Syag.g_01995
OG0000431	Pran.g_00247	Syag.g_01998
OG0000432	Pran.g_00244	Syag.g_02007
OG0000433	Pran.g_00243	Syag.g_02009
OG0000434	Pran.g_00242	Syag.g_02010
OG0000435	Pran.g_00241	Syag.g_02017
OG0000436	Pran.g_00236	Syag.g_02028
OG0000437	Pran.g_00235	Syag.g_02029
OG0000438	Pran.g_00234	Syag.g_02031
OG0000439	Pran.g_00232	Syag.g_02033
OG0000440	Pran.g_00231	Syag.g_02034
OG0000441	Pran.g_00228	Syag.g_02041
OG0000442	Pran.g_00227	Syag.g_02044
OG0000443	Pran.g_00226	Syag.g_02046
OG0000444	Pran.g_00221	Syag.g_02053
OG0000445	Pran.g_00220	Syag.g_02054
OG0000446	Pran.g_00219	Syag.g_02056
OG0000447	Pran.g_00218	Syag.g_02059
OG0000448	Pran.g_00217	Syag.g_02060
OG0000449	Pran.g_00216	Syag.g_02061
OG0000450	Pran.g_00215	Syag.g_02066
OG0000451	Pran.g_00214	Syag.g_02067
OG0000452	Pran.g_00211	Syag.g_02071
OG0000453	Pran.g_00210	Syag.g_02072
OG0000454	Pran.g_00209	Syag.g_02073
OG0000455	Pran.g_00208	Syag.g_02074
OG0000456	Pran.g_00207	Syag.g_02075
OG0000457	Pran.g_00206	Syag.g_02077
OG0000458	Pran.g_00205	Syag.g_02080
OG0000459	Pran.g_00204	Syag.g_02081
OG0000460	Pran.g_00197	Syag.g_01786
OG0000461	Pran.g_01950	Syag.g_02675
OG0000462	Pran.g_01948	Syag.g_02672
OG0000463	Pran.g_01947	Syag.g_02671
OG0000464	Pran.g_01946	Syag.g_02670
OG0000465	Pran.g_01945	Syag.g_02668
OG0000466	Pran.g_01942	Syag.g_02662
OG0000467	Pran.g_01941	Syag.g_02660
OG0000468	Pran.g_01939	Syag.g_02636
OG0000469	Pran.g_01931	Syag.g_02621
OG0000470	Pran.g_01929	Syag.g_02619
OG0000471	Pran.g_01928	Syag.g_02618
OG0000472	Pran.g_01927	Syag.g_02616
OG0000473	Pran.g_01925	Syag.g_02614
OG0000474	Pran.g_01924	Syag.g_02613
OG0000475	Pran.g_01923	Syag.g_02612
OG0000476	Pran.g_01922	Syag.g_02610
OG0000477	Pran.g_01919	Syag.g_02604
OG0000478	Pran.g_01918	Syag.g_02603
OG0000479	Pran.g_01917	Syag.g_02602
OG0000480	Pran.g_01912	Syag.g_02595
OG0000481	Pran.g_01910	Syag.g_02593
OG0000482	Pran.g_01909	Syag.g_02592
OG0000483	Pran.g_01906	Syag.g_02588
OG0000484	Pran.g_01905	Syag.g_02587
OG0000485	Pran.g_01904	Syag.g_02586
OG0000486	Pran.g_01903	Syag.g_02585
OG0000487	Pran.g_01899	Syag.g_02579
OG0000488	Pran.g_01896	Syag.g_02575
OG0000489	Pran.g_01891	Syag.g_02565
OG0000490	Pran.g_01886	Syag.g_02553
OG0000491	Pran.g_01885	Syag.g_02551
OG0000492	Pran.g_01883	Syag.g_02549
OG0000493	Pran.g_01882	Syag.g_02548
OG0000494	Pran.g_01881	Syag.g_02547
OG0000495	Pran.g_01880	Syag.g_02546
OG0000496	Pran.g_01879	Syag.g_02545
OG0000497	Pran.g_01878	Syag.g_02544
OG0000498	Pran.g_01877	Syag.g_02543
OG0000499	Pran.g_01876	Syag.g_02542
OG0000500	Pran.g_01875	Syag.g_02541
OG0000501	Pran.g_01873	Syag.g_02538
OG0000502	Pran.g_01870	Syag.g_02467
OG0000503	Pran.g_01860	Syag.g_02843
OG0000504	Pran.g_01859	Syag.g_02845
OG0000505	Pran.g_01858	Syag.g_02846
OG0000506	Pran.g_01857	Syag.g_02849
OG0000507	Pran.g_01854	Syag.g_02855
OG0000508	Pran.g_01850	Syag.g_02860
OG0000509	Pran.g_01848	Syag.g_02862
OG0000510	Pran.g_01847	Syag.g_02863
OG0000511	Pran.g_01846	Syag.g_02864
OG0000512	Pran.g_01844	Syag.g_02866
OG0000513	Pran.g_01837	Syag.g_00009
OG0000514	Pran.g_01749	Syag.g_00018
OG0000515	Pran.g_01748	Syag.g_00019
OG0000516	Pran.g_01747	Syag.g_00025
OG0000517	Pran.g_01745	Syag.g_00032
OG0000518	Pran.g_01734	Syag.g_00044
OG0000519	Pran.g_01733	Syag.g_00045
OG0000520	Pran.g_01729	Syag.g_00046
OG0000521	Pran.g_01724	Syag.g_00054
OG0000522	Pran.g_01723	Syag.g_00056
OG0000523	Pran.g_01722	Syag.g_00057
OG0000524	Pran.g_01717	Syag.g_01327
OG0000525	Pran.g_01714	Syag.g_01345
OG0000526	Pran.g_01713	Syag.g_01348
OG0000527	Pran.g_01705	Syag.g_01354
OG0000528	Pran.g_01700	Syag.g_01532
OG0000529	Pran.g_01697	Syag.g_01527
OG0000530	Pran.g_01694	Syag.g_01524
OG0000531	Pran.g_01693	Syag.g_01523
OG0000532	Pran.g_01691	Syag.g_01520
OG0000533	Pran.g_01690	Syag.g_01518
OG0000534	Pran.g_01689	Syag.g_01517
OG0000535	Pran.g_01688	Syag.g_01516
OG0000536	Pran.g_01687	Syag.g_01515
OG0000537	Pran.g_01686	Syag.g_01514
OG0000538	Pran.g_01678	Syag.g_01502
OG0000539	Pran.g_01677	Syag.g_01501
OG0000540	Pran.g_01676	Syag.g_01500
OG0000541	Pran.g_01675	Syag.g_01499
OG0000542	Pran.g_01673	Syag.g_01496
OG0000543	Pran.g_01671	Syag.g_01494
OG0000544	Pran.g_01670	Syag.g_01493
OG0000545	Pran.g_01668	Syag.g_01491
OG0000546	Pran.g_01665	Syag.g_01489
OG0000547	Pran.g_01663	Syag.g_01487
OG0000548	Pran.g_01662	Syag.g_01486
OG0000549	Pran.g_01660	Syag.g_01480
OG0000550	Pran.g_01655	Syag.g_01474
OG0000551	Pran.g_01651	Syag.g_01470
OG0000552	Pran.g_01650	Syag.g_01469
OG0000553	Pran.g_01649	Syag.g_01464
OG0000554	Pran.g_01644	Syag.g_01453
OG0000555	Pran.g_01636	Syag.g_00075
OG0000556	Pran.g_01634	Syag.g_00257
OG0000557	Pran.g_01633	Syag.g_00267
OG0000558	Pran.g_01631	Syag.g_00269
OG0000559	Pran.g_01627	Syag.g_00273
OG0000560	Pran.g_01624	Syag.g_00276
OG0000561	Pran.g_01623	Syag.g_00277
OG0000562	Pran.g_01622	Syag.g_00278
OG0000563	Pran.g_01621	Syag.g_00279
OG0000564	Pran.g_01620	Syag.g_00280
OG0000565	Pran.g_01617	Syag.g_00284
OG0000566	Pran.g_01614	Syag.g_00288
OG0000567	Pran.g_01610	Syag.g_00292
OG0000568	Pran.g_01609	Syag.g_00295
OG0000569	Pran.g_01608	Syag.g_00296
OG0000570	Pran.g_01607	Syag.g_00297
OG0000571	Pran.g_01605	Syag.g_00301
OG0000572	Pran.g_01592	Syag.g_00320, Syag.g_00251
OG0000573	Pran.g_01586	Syag.g_00329
OG0000574	Pran.g_01585	Syag.g_00330
OG0000575	Pran.g_01581	Syag.g_00335
OG0000576	Pran.g_01579	Syag.g_00337
OG0000577	Pran.g_01578	Syag.g_00338
OG0000578	Pran.g_01577	Syag.g_00339
OG0000579	Pran.g_01576	Syag.g_00340
OG0000580	Pran.g_01575	Syag.g_00341
OG0000581	Pran.g_01573	Syag.g_00348
OG0000582	Pran.g_01570	Syag.g_00353
OG0000583	Pran.g_01569	Syag.g_00354
OG0000584	Pran.g_01568	Syag.g_00355
