Orthogroup	Pran	Syab
OG0000094	Pran.g_00549	Syab.g_01306
OG0000095	Pran.g_00903	Syab.g_01210
OG0000097	Pran.g_00019	Syab.g_01051
OG0000098	Pran.g_00855	Syab.g_01553
OG0000099	Pran.g_00806	Syab.g_00230
OG0000100	Pran.g_00659	Syab.g_01694
OG0000101	Pran.g_01105	Syab.g_00446
OG0000102	Pran.g_01165	Syab.g_00104
OG0000103	Pran.g_01244	Syab.g_02895, Syab.g_01296
OG0000104	Pran.g_01253	Syab.g_02910
OG0000105	Pran.g_01920	Syab.g_00303
OG0000106	Pran.g_01824	Syab.g_01817
OG0000107	Pran.g_01808	Syab.g_00367
OG0000108	Pran.g_01698	Syab.g_02096
OG0000109	Pran.g_01684	Syab.g_02112
OG0000110	Pran.g_01603	Syab.g_01984
OG0000111	Pran.g_01479	Syab.g_01201
OG0000112	Pran.g_01378	Syab.g_01392
OG0000113	Pran.g_01321	Syab.g_01689
OG0000114	Pran.g_00429	Syab.g_02656, Syab.g_01633
OG0000115	Pran.g_00123	Syab.g_00748
OG0000116	Pran.g_00070	Syab.g_00945
OG0000117	Pran.g_01466	Syab.g_01018
OG0000118	Pran.g_00864	Syab.g_00897
OG0000120	Pran.g_00752	Syab.g_00229
OG0000121	Pran.g_00731	Syab.g_00772
OG0000122	Pran.g_00693	Syab.g_01839
OG0000123	Pran.g_01112	Syab.g_00454
OG0000124	Pran.g_01176	Syab.g_00088
OG0000125	Pran.g_01212	Syab.g_02763
OG0000126	Pran.g_01252	Syab.g_02908
OG0000128	Pran.g_01268	Syab.g_00012
OG0000129	Pran.g_00381	Syab.g_02749
OG0000130	Pran.g_00363	Syab.g_02434
OG0000131	Pran.g_00288	Syab.g_02564
OG0000132	Pran.g_00268	Syab.g_02584
OG0000133	Pran.g_01872	Syab.g_01387
OG0000134	Pran.g_01838	Syab.g_00554
OG0000135	Pran.g_01812	Syab.g_02815
OG0000136	Pran.g_01739	Syab.g_00588
OG0000137	Pran.g_01703	Syab.g_00697
OG0000138	Pran.g_01683	Syab.g_02113
OG0000139	Pran.g_01641	Syab.g_02035
OG0000140	Pran.g_01640	Syab.g_02033
OG0000141	Pran.g_01571	Syab.g_01931
OG0000142	Pran.g_01543	Syab.g_01524, Syab.g_01873
OG0000143	Pran.g_01539	Syab.g_01870
OG0000144	Pran.g_01526	Syab.g_01757
OG0000145	Pran.g_01400	Syab.g_02120
OG0000146	Pran.g_01377	Syab.g_01393
OG0000147	Pran.g_01376	Syab.g_01394
OG0000148	Pran.g_01327	Syab.g_01682, Syab.g_01683
OG0000149	Pran.g_01297	Syab.g_01720
OG0000150	Pran.g_01289	Syab.g_01930
OG0000151	Pran.g_00439	Syab.g_01612
OG0000152	Pran.g_00487	Syab.g_01383
OG0000153	Pran.g_00506	Syab.g_01343
OG0000154	Pran.g_00542	Syab.g_01317
OG0000155	Pran.g_00040	Syab.g_01009
OG0000156	Pran.g_00887	Syab.g_00933
OG0000157	Pran.g_00886	Syab.g_00932
OG0000158	Pran.g_00822	Syab.g_00161
OG0000160	Pran.g_00732	Syab.g_00774
OG0000161	Pran.g_00726	Syab.g_00766
OG0000162	Pran.g_00720	Syab.g_00755
OG0000163	Pran.g_00686	Syab.g_02173
OG0000164	Pran.g_00994	Syab.g_02307
OG0000165	Pran.g_01001	Syab.g_02316
OG0000166	Pran.g_01069, Pran.g_01068	Syab.g_00407
OG0000167	Pran.g_01135	Syab.g_00205
OG0000168	Pran.g_01144	Syab.g_00136
OG0000169	Pran.g_01154	Syab.g_00125
OG0000170	Pran.g_01156	Syab.g_00118
OG0000171	Pran.g_01175	Syab.g_00089
OG0000172	Pran.g_01184	Syab.g_00080
OG0000173	Pran.g_01199	Syab.g_00061
OG0000174	Pran.g_01226	Syab.g_02819
OG0000175	Pran.g_01236	Syab.g_02876
OG0000176	Pran.g_01261	Syab.g_00004
OG0000177	Pran.g_01262	Syab.g_00005
OG0000178	Pran.g_01263	Syab.g_00006
OG0000179	Pran.g_00408	Syab.g_00022
OG0000180	Pran.g_00407	Syab.g_00023
OG0000181	Pran.g_00406	Syab.g_00024
OG0000182	Pran.g_00405	Syab.g_00025
OG0000183	Pran.g_00401	Syab.g_00029
OG0000184	Pran.g_00379	Syab.g_02738
OG0000185	Pran.g_00376	Syab.g_02715
OG0000186	Pran.g_00368	Syab.g_02430
OG0000187	Pran.g_00367	Syab.g_02431
OG0000188	Pran.g_00350	Syab.g_02454
OG0000189	Pran.g_00337	Syab.g_02487
OG0000190	Pran.g_00336	Syab.g_00190, Syab.g_00139
OG0000191	Pran.g_00316	Syab.g_02522
OG0000192	Pran.g_00312	Syab.g_02528
OG0000193	Pran.g_00287	Syab.g_02565
OG0000194	Pran.g_00283	Syab.g_02568
OG0000195	Pran.g_00281	Syab.g_02570
OG0000196	Pran.g_00271	Syab.g_02581
OG0000197	Pran.g_00270	Syab.g_02582
OG0000198	Pran.g_00269	Syab.g_02583
OG0000199	Pran.g_00262	Syab.g_02591
OG0000200	Pran.g_00248	Syab.g_02611
OG0000201	Pran.g_00240	Syab.g_02628
OG0000202	Pran.g_00239	Syab.g_02629
OG0000203	Pran.g_00238	Syab.g_02630
OG0000204	Pran.g_00237	Syab.g_02631
OG0000205	Pran.g_00230	Syab.g_02638
OG0000206	Pran.g_00225	Syab.g_02674
OG0000207	Pran.g_00223	Syab.g_02677
OG0000208	Pran.g_00222	Syab.g_02678
OG0000209	Pran.g_00213	Syab.g_02698
OG0000210	Pran.g_00212	Syab.g_02699
OG0000211	Pran.g_00199	Syab.g_02374
OG0000212	Pran.g_00193	Syab.g_02365
OG0000213	Pran.g_01935	Syab.g_00332
OG0000214	Pran.g_01926	Syab.g_00312
OG0000215	Pran.g_01902	Syab.g_00281
OG0000216	Pran.g_01900	Syab.g_00277
OG0000217	Pran.g_01897	Syab.g_00273
OG0000218	Pran.g_01895	Syab.g_00271
OG0000219	Pran.g_01894	Syab.g_00270
OG0000220	Pran.g_01893	Syab.g_00269
OG0000221	Pran.g_01892	Syab.g_00257
OG0000222	Pran.g_01884	Syab.g_00244
OG0000223	Pran.g_01871	Syab.g_00226
OG0000224	Pran.g_01869	Syab.g_00223
OG0000225	Pran.g_01849	Syab.g_00538
OG0000226	Pran.g_01845	Syab.g_00542
OG0000227	Pran.g_01843	Syab.g_00544
OG0000228	Pran.g_01840	Syab.g_00550
OG0000229	Pran.g_01744	Syab.g_00583
OG0000230	Pran.g_01742	Syab.g_00585
OG0000231	Pran.g_01728	Syab.g_00613
OG0000232	Pran.g_01720	Syab.g_00631
OG0000233	Pran.g_01715	Syab.g_00645
OG0000234	Pran.g_01702	Syab.g_00699
OG0000235	Pran.g_01699	Syab.g_02095
OG0000236	Pran.g_01685	Syab.g_02111
OG0000237	Pran.g_01672	Syab.g_02129
OG0000238	Pran.g_01666	Syab.g_02134
OG0000239	Pran.g_01653	Syab.g_02151
OG0000240	Pran.g_01652	Syab.g_02152
OG0000241	Pran.g_01648	Syab.g_01884
OG0000242	Pran.g_01646	Syab.g_02043
OG0000243	Pran.g_01635	Syab.g_02025
OG0000244	Pran.g_01632	Syab.g_02017
OG0000245	Pran.g_01630	Syab.g_02015
OG0000246	Pran.g_01626	Syab.g_02011
OG0000247	Pran.g_01616	Syab.g_01999
OG0000248	Pran.g_01613	Syab.g_01996
OG0000249	Pran.g_01611	Syab.g_01994
OG0000250	Pran.g_01606	Syab.g_01988
OG0000251	Pran.g_01587	Syab.g_01961
OG0000252	Pran.g_01584	Syab.g_01958
OG0000253	Pran.g_01583	Syab.g_01956
OG0000254	Pran.g_01567	Syab.g_01925
OG0000255	Pran.g_01561	Syab.g_01912
OG0000256	Pran.g_01551	Syab.g_01890
OG0000257	Pran.g_01548	Syab.g_01885
OG0000258	Pran.g_01535	Syab.g_01861
OG0000259	Pran.g_01518	Syab.g_01538
OG0000260	Pran.g_01515	Syab.g_01544
OG0000261	Pran.g_01513	Syab.g_01556
OG0000262	Pran.g_01509	Syab.g_01561
OG0000263	Pran.g_01497	Syab.g_01035
OG0000264	Pran.g_01487	Syab.g_01173
OG0000265	Pran.g_01460	Syab.g_01773
OG0000266	Pran.g_01450	Syab.g_01667
OG0000267	Pran.g_01439	Syab.g_01433
OG0000268	Pran.g_01438	Syab.g_01432
OG0000269	Pran.g_01348	Syab.g_01650
OG0000270	Pran.g_01345	Syab.g_01657
OG0000271	Pran.g_01337	Syab.g_01279
OG0000272	Pran.g_01336	Syab.g_01280
OG0000273	Pran.g_01313	Syab.g_01699
OG0000274	Pran.g_01312	Syab.g_01700
OG0000275	Pran.g_01310	Syab.g_01704
OG0000276	Pran.g_01305	Syab.g_01712
OG0000277	Pran.g_01304	Syab.g_01713
OG0000278	Pran.g_01301	Syab.g_01716
OG0000279	Pran.g_01294	Syab.g_01724
OG0000280	Pran.g_01293	Syab.g_01736
OG0000281	Pran.g_01287	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Pran.g_00431	Syab.g_01631
OG0000283	Pran.g_00464	Syab.g_01418
OG0000284	Pran.g_00469	Syab.g_01413
OG0000285	Pran.g_00474	Syab.g_01402
OG0000286	Pran.g_00486	Syab.g_01384
OG0000287	Pran.g_00503	Syab.g_01350
OG0000288	Pran.g_00541	Syab.g_01318
OG0000289	Pran.g_00552	Syab.g_01303
OG0000290	Pran.g_00565	Syab.g_01213
OG0000291	Pran.g_00567	Syab.g_01211
OG0000292	Pran.g_00135	Syab.g_02907
OG0000293	Pran.g_00069	Syab.g_00946
OG0000294	Pran.g_00068	Syab.g_00947
OG0000295	Pran.g_00048	Syab.g_01001
OG0000296	Pran.g_00046	Syab.g_01003
OG0000297	Pran.g_00038	Syab.g_01016
OG0000298	Pran.g_00037	Syab.g_01017
OG0000299	Pran.g_00020	Syab.g_01047
OG0000300	Pran.g_00017	Syab.g_01054
OG0000301	Pran.g_00016	Syab.g_01055
OG0000302	Pran.g_00014	Syab.g_01056
OG0000303	Pran.g_00007	Syab.g_01149
OG0000304	Pran.g_00003	Syab.g_01143
OG0000305	Pran.g_00848	Syab.g_01208
OG0000306	Pran.g_00846	Syab.g_01819
OG0000307	Pran.g_00832	Syab.g_02078
OG0000308	Pran.g_00831	Syab.g_02076
OG0000309	Pran.g_00827	Syab.g_02071
OG0000310	Pran.g_00748	Syab.g_00817
OG0000311	Pran.g_00746	Syab.g_00811
OG0000312	Pran.g_00743	Syab.g_00793
OG0000313	Pran.g_00729	Syab.g_00769
OG0000314	Pran.g_00706	Syab.g_00736
OG0000315	Pran.g_00696	Syab.g_00726
OG0000316	Pran.g_00676	Syab.g_02189
OG0000317	Pran.g_00968	Syab.g_02251
OG0000318	Pran.g_00971	Syab.g_02257
OG0000319	Pran.g_00984	Syab.g_02291
OG0000320	Pran.g_00986	Syab.g_02293
OG0000321	Pran.g_00987	Syab.g_02294
OG0000322	Pran.g_00988	Syab.g_02295
OG0000323	Pran.g_00997	Syab.g_02310
OG0000324	Pran.g_01023	Syab.g_02341
OG0000325	Pran.g_01033	Syab.g_00368
OG0000326	Pran.g_01039	Syab.g_00375
OG0000327	Pran.g_01063	Syab.g_00402
OG0000328	Pran.g_01064	Syab.g_00403
OG0000329	Pran.g_01082	Syab.g_00420
OG0000330	Pran.g_01083	Syab.g_00421
OG0000331	Pran.g_01084	Syab.g_00422
OG0000332	Pran.g_01098	Syab.g_00437
OG0000333	Pran.g_01100	Syab.g_00440
OG0000334	Pran.g_01108	Syab.g_00450
OG0000335	Pran.g_01113	Syab.g_00455
OG0000336	Pran.g_01117	Syab.g_00459
OG0000337	Pran.g_01133	Syab.g_00210
OG0000338	Pran.g_01134	Syab.g_00207
OG0000339	Pran.g_01138	Syab.g_00201
OG0000340	Pran.g_01145	Syab.g_00135
OG0000341	Pran.g_01147	Syab.g_00157, Syab.g_00133
OG0000342	Pran.g_01148	Syab.g_00132
OG0000343	Pran.g_01149	Syab.g_00131
OG0000344	Pran.g_01152	Syab.g_00127, Syab.g_02424
OG0000345	Pran.g_01157	Syab.g_00117
OG0000346	Pran.g_01161	Syab.g_00112
OG0000347	Pran.g_01177	Syab.g_00087
OG0000348	Pran.g_01187	Syab.g_00076
OG0000349	Pran.g_01203	Syab.g_00054
OG0000350	Pran.g_01222	Syab.g_00382
OG0000351	Pran.g_01239	Syab.g_02879
OG0000352	Pran.g_01240	Syab.g_02880
OG0000353	Pran.g_01256	Syab.g_02913
OG0000355	Pran.g_01258	Syab.g_00001
OG0000356	Pran.g_01259	Syab.g_00002
OG0000357	Pran.g_01260	Syab.g_00003
OG0000358	Pran.g_01264	Syab.g_00007
OG0000359	Pran.g_01265	Syab.g_00009
OG0000360	Pran.g_01266	Syab.g_00010
OG0000361	Pran.g_01267	Syab.g_00011
OG0000362	Pran.g_01269	Syab.g_00013
OG0000363	Pran.g_00410	Syab.g_00015
OG0000364	Pran.g_00409	Syab.g_00016
OG0000365	Pran.g_00404	Syab.g_00026
OG0000366	Pran.g_00403	Syab.g_00027
OG0000367	Pran.g_00402	Syab.g_00028
OG0000368	Pran.g_00400	Syab.g_00030
OG0000369	Pran.g_00399	Syab.g_00031
OG0000370	Pran.g_00398	Syab.g_00032
OG0000371	Pran.g_00392	Syab.g_00711, Syab.g_00039
OG0000372	Pran.g_00389	Syab.g_00045
OG0000373	Pran.g_00388	Syab.g_00046
OG0000374	Pran.g_00387	Syab.g_00047
OG0000375	Pran.g_00385	Syab.g_00050
OG0000376	Pran.g_00383	Syab.g_00052
OG0000377	Pran.g_00380	Syab.g_02748
OG0000378	Pran.g_00378	Syab.g_02717
OG0000379	Pran.g_00375	Syab.g_02714
OG0000380	Pran.g_00366	Syab.g_02432
OG0000381	Pran.g_00362	Syab.g_02435
OG0000382	Pran.g_00351	Syab.g_02453
OG0000383	Pran.g_00349	Syab.g_02459
OG0000384	Pran.g_00348	Syab.g_02460
OG0000385	Pran.g_00347	Syab.g_02461
OG0000386	Pran.g_00346	Syab.g_02462
OG0000387	Pran.g_00334	Syab.g_02491
OG0000388	Pran.g_00331	Syab.g_02495
OG0000389	Pran.g_00327	Syab.g_02499
OG0000390	Pran.g_00320	Syab.g_02516
OG0000391	Pran.g_00317	Syab.g_02521
OG0000392	Pran.g_00313	Syab.g_02527
OG0000393	Pran.g_00311	Syab.g_02530
OG0000394	Pran.g_00310	Syab.g_02531
OG0000395	Pran.g_00309	Syab.g_02532
OG0000396	Pran.g_00307	Syab.g_02535
OG0000397	Pran.g_00305	Syab.g_02537
OG0000398	Pran.g_00303	Syab.g_02542
OG0000399	Pran.g_00302	Syab.g_02543
OG0000400	Pran.g_00301	Syab.g_02544
OG0000401	Pran.g_00300	Syab.g_02545
OG0000402	Pran.g_00298	Syab.g_02547
OG0000403	Pran.g_00297	Syab.g_02548
OG0000404	Pran.g_00296	Syab.g_02550
OG0000405	Pran.g_00292	Syab.g_02562
OG0000406	Pran.g_00286	Syab.g_02566
OG0000407	Pran.g_00285	Syab.g_02567
OG0000408	Pran.g_00282	Syab.g_02569
OG0000409	Pran.g_00280	Syab.g_02571
OG0000410	Pran.g_00279	Syab.g_02572
OG0000411	Pran.g_00278	Syab.g_02573
OG0000412	Pran.g_00277	Syab.g_02574
OG0000413	Pran.g_00276	Syab.g_02576
OG0000414	Pran.g_00275	Syab.g_02577
OG0000415	Pran.g_00274	Syab.g_02578
OG0000416	Pran.g_00273	Syab.g_02579
OG0000417	Pran.g_00272	Syab.g_02580
OG0000418	Pran.g_00267	Syab.g_02585
OG0000419	Pran.g_00265	Syab.g_02587
OG0000420	Pran.g_00264	Syab.g_02589
OG0000421	Pran.g_00259	Syab.g_02595
OG0000422	Pran.g_00258	Syab.g_02596
OG0000423	Pran.g_00257	Syab.g_02597
OG0000424	Pran.g_00256	Syab.g_02598
OG0000425	Pran.g_00255	Syab.g_02599
OG0000426	Pran.g_00254	Syab.g_02600
OG0000427	Pran.g_00253	Syab.g_02601
OG0000428	Pran.g_00251	Syab.g_02604
OG0000429	Pran.g_00250	Syab.g_02608
OG0000430	Pran.g_00249	Syab.g_02610
OG0000431	Pran.g_00247	Syab.g_02613
OG0000432	Pran.g_00244	Syab.g_02619
OG0000433	Pran.g_00243	Syab.g_02622
OG0000434	Pran.g_00242	Syab.g_02623
OG0000435	Pran.g_00241	Syab.g_02625
OG0000436	Pran.g_00236	Syab.g_02632
OG0000437	Pran.g_00235	Syab.g_02633
OG0000438	Pran.g_00234	Syab.g_02634
OG0000439	Pran.g_00232	Syab.g_02636
OG0000440	Pran.g_00231	Syab.g_02637
OG0000441	Pran.g_00228	Syab.g_02641
OG0000442	Pran.g_00227	Syab.g_02642
OG0000443	Pran.g_00226	Syab.g_02668
OG0000444	Pran.g_00221	Syab.g_02681
OG0000445	Pran.g_00220	Syab.g_02682
OG0000446	Pran.g_00219	Syab.g_02684
OG0000447	Pran.g_00218	Syab.g_02687
OG0000448	Pran.g_00217	Syab.g_02688
OG0000449	Pran.g_00216	Syab.g_02689
OG0000450	Pran.g_00215	Syab.g_02695
OG0000451	Pran.g_00214	Syab.g_02696
OG0000452	Pran.g_00211	Syab.g_02701
OG0000453	Pran.g_00210	Syab.g_02702
OG0000454	Pran.g_00209	Syab.g_02703
OG0000455	Pran.g_00208	Syab.g_02704
OG0000456	Pran.g_00207	Syab.g_02705
OG0000457	Pran.g_00206	Syab.g_02707
OG0000458	Pran.g_00205	Syab.g_02708
OG0000459	Pran.g_00204	Syab.g_02709
OG0000460	Pran.g_00197	Syab.g_02372
OG0000461	Pran.g_01950	Syab.g_00356
OG0000462	Pran.g_01948	Syab.g_00352
OG0000463	Pran.g_01947	Syab.g_00351
OG0000464	Pran.g_01946	Syab.g_00350
OG0000465	Pran.g_01945	Syab.g_00349
OG0000466	Pran.g_01942	Syab.g_00343
OG0000467	Pran.g_01941	Syab.g_00341
OG0000468	Pran.g_01939	Syab.g_00336
OG0000469	Pran.g_01931	Syab.g_00318
OG0000470	Pran.g_01929	Syab.g_00316
OG0000471	Pran.g_01928	Syab.g_00315
OG0000472	Pran.g_01927	Syab.g_00313
OG0000473	Pran.g_01925	Syab.g_00311
OG0000474	Pran.g_01924	Syab.g_00310
OG0000475	Pran.g_01923	Syab.g_00309
OG0000476	Pran.g_01922	Syab.g_00307
OG0000477	Pran.g_01919	Syab.g_00301
OG0000478	Pran.g_01918	Syab.g_00300
OG0000479	Pran.g_01917	Syab.g_00299
OG0000480	Pran.g_01912	Syab.g_00292
OG0000481	Pran.g_01910	Syab.g_00290
OG0000482	Pran.g_01909	Syab.g_00289
OG0000483	Pran.g_01906	Syab.g_00285
OG0000484	Pran.g_01905	Syab.g_00284
OG0000485	Pran.g_01904	Syab.g_00283
OG0000486	Pran.g_01903	Syab.g_00282
OG0000487	Pran.g_01899	Syab.g_00276
OG0000488	Pran.g_01896	Syab.g_00272
OG0000489	Pran.g_01891	Syab.g_00256
OG0000490	Pran.g_01886	Syab.g_00247
OG0000491	Pran.g_01885	Syab.g_00245
OG0000492	Pran.g_01883	Syab.g_00243
OG0000493	Pran.g_01882	Syab.g_00242
OG0000494	Pran.g_01881	Syab.g_00241
OG0000495	Pran.g_01880	Syab.g_00240
OG0000496	Pran.g_01879	Syab.g_00239
OG0000497	Pran.g_01878	Syab.g_00238
OG0000498	Pran.g_01877	Syab.g_00237
OG0000499	Pran.g_01876	Syab.g_00236
OG0000500	Pran.g_01875	Syab.g_00235
OG0000501	Pran.g_01873	Syab.g_00232
OG0000502	Pran.g_01870	Syab.g_00224
OG0000503	Pran.g_01860	Syab.g_00523
OG0000504	Pran.g_01859	Syab.g_00525
OG0000505	Pran.g_01858	Syab.g_00526
OG0000506	Pran.g_01857	Syab.g_00528
OG0000507	Pran.g_01854	Syab.g_00533
OG0000508	Pran.g_01850	Syab.g_00537
OG0000509	Pran.g_01848	Syab.g_00539
OG0000510	Pran.g_01847	Syab.g_00540
OG0000511	Pran.g_01846	Syab.g_00541
OG0000512	Pran.g_01844	Syab.g_00543
OG0000513	Pran.g_01837	Syab.g_00555
OG0000514	Pran.g_01749	Syab.g_00566
OG0000515	Pran.g_01748	Syab.g_00567
OG0000516	Pran.g_01747	Syab.g_00575
OG0000517	Pran.g_01745	Syab.g_00582
OG0000518	Pran.g_01734	Syab.g_00594
OG0000519	Pran.g_01733	Syab.g_00610
OG0000520	Pran.g_01729	Syab.g_00611
OG0000521	Pran.g_01724	Syab.g_00624
OG0000522	Pran.g_01723	Syab.g_00626
OG0000523	Pran.g_01722	Syab.g_00627
OG0000524	Pran.g_01717	Syab.g_00640
OG0000525	Pran.g_01714	Syab.g_00671
OG0000526	Pran.g_01713	Syab.g_00689
OG0000527	Pran.g_01705	Syab.g_00695
OG0000528	Pran.g_01700	Syab.g_02092
OG0000529	Pran.g_01697	Syab.g_02097
OG0000530	Pran.g_01694	Syab.g_02100
OG0000531	Pran.g_01693	Syab.g_02101
OG0000532	Pran.g_01691	Syab.g_02104
OG0000533	Pran.g_01690	Syab.g_02106
OG0000534	Pran.g_01689	Syab.g_02107
OG0000535	Pran.g_01688	Syab.g_02108
OG0000536	Pran.g_01687	Syab.g_02109
OG0000537	Pran.g_01686	Syab.g_02110
OG0000538	Pran.g_01678	Syab.g_02122
OG0000539	Pran.g_01677	Syab.g_02123
OG0000540	Pran.g_01676	Syab.g_02124
OG0000541	Pran.g_01675	Syab.g_02125
OG0000542	Pran.g_01673	Syab.g_02128
OG0000543	Pran.g_01671	Syab.g_02130
OG0000544	Pran.g_01670	Syab.g_02131
OG0000545	Pran.g_01668	Syab.g_02133
OG0000546	Pran.g_01665	Syab.g_02135
OG0000547	Pran.g_01663	Syab.g_02137
OG0000548	Pran.g_01662	Syab.g_02138
OG0000549	Pran.g_01660	Syab.g_02144
OG0000550	Pran.g_01655	Syab.g_02149
OG0000551	Pran.g_01651	Syab.g_02153
OG0000552	Pran.g_01650	Syab.g_02154
OG0000553	Pran.g_01649	Syab.g_02046
OG0000554	Pran.g_01644	Syab.g_02040
OG0000555	Pran.g_01636	Syab.g_02026
OG0000556	Pran.g_01634	Syab.g_02022
OG0000557	Pran.g_01633	Syab.g_02019
OG0000558	Pran.g_01631	Syab.g_02016
OG0000559	Pran.g_01627	Syab.g_02012
OG0000560	Pran.g_01624	Syab.g_02009
OG0000561	Pran.g_01623	Syab.g_02008
OG0000562	Pran.g_01622	Syab.g_02007
OG0000563	Pran.g_01621	Syab.g_02006
OG0000564	Pran.g_01620	Syab.g_02005
OG0000565	Pran.g_01617	Syab.g_02001
OG0000566	Pran.g_01614	Syab.g_01997
OG0000567	Pran.g_01610	Syab.g_01993
OG0000568	Pran.g_01609	Syab.g_01991
OG0000569	Pran.g_01608	Syab.g_01990
OG0000570	Pran.g_01607	Syab.g_01989
OG0000571	Pran.g_01605	Syab.g_01986
OG0000572	Pran.g_01592	Syab.g_01969
OG0000573	Pran.g_01586	Syab.g_01960
OG0000574	Pran.g_01585	Syab.g_01959
OG0000575	Pran.g_01581	Syab.g_01954
OG0000576	Pran.g_01579	Syab.g_01952
OG0000577	Pran.g_01578	Syab.g_01951
OG0000578	Pran.g_01577	Syab.g_01950
OG0000579	Pran.g_01576	Syab.g_01949
OG0000580	Pran.g_01575	Syab.g_01948
OG0000581	Pran.g_01573	Syab.g_01934
OG0000582	Pran.g_01570	Syab.g_01929
OG0000583	Pran.g_01569	Syab.g_01928
