Orthogroup	Pran	Prae
OG0000413	Pran.g_00276	Prae.g_00159
OG0000414	Pran.g_00275	Prae.g_00160
OG0000415	Pran.g_00274	Prae.g_00161
OG0000416	Pran.g_00273	Prae.g_00162
OG0000417	Pran.g_00272	Prae.g_00163
OG0000418	Pran.g_00267	Prae.g_00168
OG0000419	Pran.g_00265	Prae.g_00170
OG0000420	Pran.g_00264	Prae.g_00171
OG0000421	Pran.g_00259	Prae.g_00176
OG0000422	Pran.g_00258	Prae.g_00177
OG0000423	Pran.g_00257	Prae.g_00178
OG0000424	Pran.g_00256	Prae.g_00179
OG0000425	Pran.g_00255	Prae.g_00180
OG0000426	Pran.g_00254	Prae.g_00181
OG0000427	Pran.g_00253	Prae.g_00182
OG0000428	Pran.g_00251	Prae.g_00184
OG0000429	Pran.g_00250	Prae.g_00185
OG0000430	Pran.g_00249	Prae.g_00186
OG0000431	Pran.g_00247	Prae.g_00188
OG0000432	Pran.g_00244	Prae.g_00191
OG0000433	Pran.g_00243	Prae.g_00192
OG0000434	Pran.g_00242	Prae.g_00193
OG0000435	Pran.g_00241	Prae.g_00194
OG0000436	Pran.g_00236	Prae.g_00199
OG0000437	Pran.g_00235	Prae.g_00200
OG0000438	Pran.g_00234	Prae.g_00201
OG0000439	Pran.g_00232	Prae.g_00203
OG0000440	Pran.g_00231	Prae.g_00204
OG0000441	Pran.g_00228	Prae.g_00207
OG0000442	Pran.g_00227	Prae.g_00208
OG0000443	Pran.g_00226	Prae.g_00209
OG0000444	Pran.g_00221	Prae.g_00214
OG0000445	Pran.g_00220	Prae.g_00215
OG0000446	Pran.g_00219	Prae.g_00216
OG0000447	Pran.g_00218	Prae.g_00217
OG0000448	Pran.g_00217	Prae.g_00218
OG0000449	Pran.g_00216	Prae.g_00219
OG0000450	Pran.g_00215	Prae.g_00220
OG0000451	Pran.g_00214	Prae.g_00221
OG0000452	Pran.g_00211	Prae.g_00224
OG0000453	Pran.g_00210	Prae.g_00225
OG0000454	Pran.g_00209	Prae.g_00226
OG0000455	Pran.g_00208	Prae.g_00227
OG0000456	Pran.g_00207	Prae.g_00228
OG0000457	Pran.g_00206	Prae.g_00229
OG0000458	Pran.g_00205	Prae.g_00230
OG0000459	Pran.g_00204	Prae.g_00231
OG0000460	Pran.g_00197	Prae.g_00238
OG0000461	Pran.g_01950	Prae.g_00245
OG0000462	Pran.g_01948	Prae.g_00247
OG0000463	Pran.g_01947	Prae.g_00248
OG0000464	Pran.g_01946	Prae.g_00249
OG0000465	Pran.g_01945	Prae.g_00250
OG0000466	Pran.g_01942	Prae.g_00253
OG0000467	Pran.g_01941	Prae.g_00254
OG0000468	Pran.g_01939	Prae.g_00256
OG0000469	Pran.g_01931	Prae.g_00265
OG0000470	Pran.g_01929	Prae.g_00267
OG0000471	Pran.g_01928	Prae.g_00268
OG0000472	Pran.g_01927	Prae.g_00269
OG0000473	Pran.g_01925	Prae.g_00271
OG0000474	Pran.g_01924	Prae.g_00272
OG0000475	Pran.g_01923	Prae.g_00273
OG0000476	Pran.g_01922	Prae.g_00274
OG0000477	Pran.g_01919	Prae.g_00276
OG0000478	Pran.g_01918	Prae.g_00277
OG0000479	Pran.g_01917	Prae.g_00278
OG0000480	Pran.g_01912	Prae.g_00283
OG0000481	Pran.g_01910	Prae.g_00285
OG0000482	Pran.g_01909	Prae.g_00286
OG0000483	Pran.g_01906	Prae.g_00289
OG0000484	Pran.g_01905	Prae.g_00290
OG0000485	Pran.g_01904	Prae.g_00291
OG0000486	Pran.g_01903	Prae.g_00292
OG0000487	Pran.g_01899	Prae.g_00296
OG0000488	Pran.g_01896	Prae.g_00299
OG0000489	Pran.g_01891	Prae.g_00304
OG0000490	Pran.g_01886	Prae.g_00309
OG0000491	Pran.g_01885	Prae.g_00310
OG0000492	Pran.g_01883	Prae.g_00312
OG0000493	Pran.g_01882	Prae.g_00313
OG0000494	Pran.g_01881	Prae.g_00314
OG0000495	Pran.g_01880	Prae.g_00315
OG0000496	Pran.g_01879	Prae.g_00316
OG0000497	Pran.g_01878	Prae.g_00317
OG0000498	Pran.g_01877	Prae.g_00318
OG0000499	Pran.g_01876	Prae.g_00319
OG0000500	Pran.g_01875	Prae.g_00320
OG0000501	Pran.g_01873	Prae.g_00322
OG0000502	Pran.g_01870	Prae.g_00325
OG0000503	Pran.g_01860	Prae.g_00335
OG0000504	Pran.g_01859	Prae.g_00336
OG0000505	Pran.g_01858	Prae.g_00337
OG0000506	Pran.g_01857	Prae.g_00338
OG0000507	Pran.g_01854	Prae.g_00341
OG0000508	Pran.g_01850	Prae.g_00344
OG0000509	Pran.g_01848	Prae.g_00346
OG0000510	Pran.g_01847	Prae.g_00347
OG0000511	Pran.g_01846	Prae.g_00348
OG0000512	Pran.g_01844	Prae.g_00350
OG0000513	Pran.g_01837	Prae.g_00357
OG0000514	Pran.g_01749	Prae.g_00405
OG0000515	Pran.g_01748	Prae.g_00406
OG0000516	Pran.g_01747	Prae.g_00407
OG0000517	Pran.g_01745	Prae.g_00409
OG0000518	Pran.g_01734	Prae.g_00420
OG0000519	Pran.g_01733	Prae.g_00421
OG0000520	Pran.g_01729	Prae.g_00422
OG0000521	Pran.g_01724	Prae.g_00427
OG0000522	Pran.g_01723	Prae.g_00429
OG0000523	Pran.g_01722	Prae.g_00430
OG0000524	Pran.g_01717	Prae.g_00435
OG0000525	Pran.g_01714	Prae.g_00438
OG0000526	Pran.g_01713	Prae.g_00439
OG0000527	Pran.g_01705	Prae.g_00447
OG0000528	Pran.g_01700	Prae.g_00452
OG0000529	Pran.g_01697	Prae.g_00455
OG0000530	Pran.g_01694	Prae.g_00458
OG0000531	Pran.g_01693	Prae.g_00459
OG0000532	Pran.g_01691	Prae.g_00461
OG0000533	Pran.g_01690	Prae.g_00462
OG0000534	Pran.g_01689	Prae.g_00463
OG0000535	Pran.g_01688	Prae.g_00464
OG0000536	Pran.g_01687	Prae.g_00465
OG0000537	Pran.g_01686	Prae.g_00466
OG0000538	Pran.g_01678	Prae.g_00474
OG0000539	Pran.g_01677	Prae.g_00475
OG0000540	Pran.g_01676	Prae.g_00476
OG0000541	Pran.g_01675	Prae.g_00477
OG0000542	Pran.g_01673	Prae.g_00479
OG0000543	Pran.g_01671	Prae.g_00481
OG0000544	Pran.g_01670	Prae.g_00482
OG0000545	Pran.g_01668	Prae.g_00484
OG0000546	Pran.g_01665	Prae.g_00487
OG0000547	Pran.g_01663	Prae.g_00489
OG0000548	Pran.g_01662	Prae.g_00490
OG0000549	Pran.g_01660	Prae.g_00492
OG0000550	Pran.g_01655	Prae.g_00497
OG0000551	Pran.g_01651	Prae.g_00501
OG0000552	Pran.g_01650	Prae.g_00502
OG0000553	Pran.g_01649	Prae.g_00503
OG0000554	Pran.g_01644	Prae.g_00509
OG0000555	Pran.g_01636	Prae.g_00517
OG0000556	Pran.g_01634	Prae.g_00519
OG0000557	Pran.g_01633	Prae.g_00520
OG0000558	Pran.g_01631	Prae.g_00522
OG0000559	Pran.g_01627	Prae.g_00526
OG0000560	Pran.g_01624	Prae.g_00529
OG0000561	Pran.g_01623	Prae.g_00530
OG0000562	Pran.g_01622	Prae.g_00531
OG0000563	Pran.g_01621	Prae.g_00532
OG0000564	Pran.g_01620	Prae.g_00533
OG0000565	Pran.g_01617	Prae.g_00536
