Orthogroup	Pran	Praf
OG0000139	Pran.g_01641	Praf.g_00666
OG0000140	Pran.g_01640	Praf.g_00670
OG0000141	Pran.g_01571	Praf.g_00764
OG0000142	Pran.g_01543	Praf.g_01692
OG0000143	Pran.g_01539	Praf.g_01696
OG0000144	Pran.g_01526	Praf.g_01721
OG0000145	Pran.g_01400	Praf.g_00617
OG0000146	Pran.g_01377	Praf.g_01401
OG0000147	Pran.g_01376	Praf.g_01402
OG0000148	Pran.g_01327	Praf.g_01548
OG0000149	Pran.g_01297	Praf.g_01604
OG0000150	Pran.g_01289	Praf.g_01625
OG0000151	Pran.g_00439	Praf.g_01478
OG0000152	Pran.g_00487	Praf.g_01392
OG0000153	Pran.g_00506	Praf.g_01362
OG0000154	Pran.g_00542	Praf.g_01337
OG0000155	Pran.g_00040	Praf.g_00886
OG0000156	Pran.g_00887	Praf.g_00810
OG0000157	Pran.g_00886	Praf.g_00809
OG0000158	Pran.g_00822	Praf.g_02394
OG0000160	Pran.g_00732	Praf.g_01795
OG0000161	Pran.g_00726	Praf.g_01805
OG0000162	Pran.g_00720	Praf.g_01817
OG0000163	Pran.g_00686	Praf.g_00538
OG0000164	Pran.g_00994	Praf.g_00453
OG0000165	Pran.g_01001	Praf.g_00444
OG0000166	Pran.g_01069, Pran.g_01068	Praf.g_02157
OG0000167	Pran.g_01135	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Pran.g_01144	Praf.g_02395
OG0000169	Pran.g_01154	Praf.g_00191
OG0000170	Pran.g_01156	Praf.g_00183
OG0000171	Pran.g_01175	Praf.g_00154
OG0000172	Pran.g_01184	Praf.g_00087
OG0000173	Pran.g_01199	Praf.g_00062
OG0000174	Pran.g_01226	Praf.g_02717
OG0000175	Pran.g_01236	Praf.g_02754
OG0000176	Pran.g_01261	Praf.g_00004
OG0000177	Pran.g_01262	Praf.g_00005
OG0000178	Pran.g_01263	Praf.g_00006
OG0000179	Pran.g_00408	Praf.g_00021
OG0000180	Pran.g_00407	Praf.g_00022
OG0000181	Pran.g_00406	Praf.g_00023
OG0000182	Pran.g_00405	Praf.g_00024
OG0000183	Pran.g_00401	Praf.g_00028
OG0000184	Pran.g_00379	Praf.g_02611
OG0000185	Pran.g_00376	Praf.g_00333, Praf.g_02602
OG0000186	Pran.g_00368	Praf.g_00328
OG0000187	Pran.g_00367	Praf.g_00326
OG0000188	Pran.g_00350	Praf.g_00303
OG0000189	Pran.g_00337	Praf.g_00257
OG0000190	Pran.g_00336	Praf.g_00255
OG0000191	Pran.g_00316	Praf.g_00218
OG0000192	Pran.g_00312	Praf.g_00212
OG0000193	Pran.g_00287	Praf.g_02433
OG0000194	Pran.g_00283	Praf.g_02436
OG0000195	Pran.g_00281	Praf.g_02438
OG0000196	Pran.g_00271	Praf.g_02449
OG0000197	Pran.g_00270	Praf.g_02450
OG0000198	Pran.g_00269	Praf.g_02451
OG0000199	Pran.g_00262	Praf.g_02468
OG0000200	Pran.g_00248	Praf.g_02711, Praf.g_02492
OG0000201	Pran.g_00240	Praf.g_02511
OG0000202	Pran.g_00239	Praf.g_02512
OG0000203	Pran.g_00238	Praf.g_02513
OG0000204	Pran.g_00237	Praf.g_02514
OG0000205	Pran.g_00230	Praf.g_02708, Praf.g_02521
OG0000206	Pran.g_00225	Praf.g_02532
OG0000207	Pran.g_00223	Praf.g_02582
OG0000208	Pran.g_00222	Praf.g_02581
OG0000209	Pran.g_00213	Praf.g_02557
OG0000210	Pran.g_00212	Praf.g_02556
OG0000211	Pran.g_00199	Praf.g_00378
OG0000212	Pran.g_00193	Praf.g_00392
OG0000213	Pran.g_01935	Praf.g_02245
OG0000214	Pran.g_01926	Praf.g_02263
OG0000215	Pran.g_01902	Praf.g_02293
OG0000216	Pran.g_01900	Praf.g_02296
OG0000217	Pran.g_01897	Praf.g_02300
OG0000218	Pran.g_01895	Praf.g_02302
OG0000219	Pran.g_01894	Praf.g_02303
OG0000220	Pran.g_01893	Praf.g_02304
OG0000221	Pran.g_01892	Praf.g_02314
OG0000222	Pran.g_01884	Praf.g_02323
OG0000223	Pran.g_01871	Praf.g_02347
OG0000224	Pran.g_01869	Praf.g_02358
OG0000225	Pran.g_01849	Praf.g_02030
OG0000226	Pran.g_01845	Praf.g_02026
OG0000227	Pran.g_01843	Praf.g_02024
OG0000228	Pran.g_01840	Praf.g_02016
OG0000229	Pran.g_01744	Praf.g_01989
OG0000230	Pran.g_01742	Praf.g_01987
OG0000231	Pran.g_01728	Praf.g_01963
OG0000232	Pran.g_01720	Praf.g_01952
OG0000233	Pran.g_01715	Praf.g_01938
OG0000234	Pran.g_01702	Praf.g_01905
OG0000235	Pran.g_01699	Praf.g_00594
OG0000236	Pran.g_01685	Praf.g_00610
OG0000237	Pran.g_01672	Praf.g_00627
OG0000238	Pran.g_01666	Praf.g_00631
OG0000239	Pran.g_01653	Praf.g_00647
OG0000240	Pran.g_01652	Praf.g_00648
OG0000241	Pran.g_01648	Praf.g_01177
OG0000242	Pran.g_01646	Praf.g_00658
OG0000243	Pran.g_01635	Praf.g_00681
OG0000244	Pran.g_01632	Praf.g_00685
OG0000245	Pran.g_01630	Praf.g_00688
OG0000246	Pran.g_01626	Praf.g_00692
OG0000247	Pran.g_01616	Praf.g_00703
OG0000248	Pran.g_01613	Praf.g_00706
OG0000249	Pran.g_01611	Praf.g_00708
OG0000250	Pran.g_01606	Praf.g_00714
OG0000251	Pran.g_01587	Praf.g_00739
OG0000252	Pran.g_01584	Praf.g_00742
OG0000253	Pran.g_01583	Praf.g_00749
OG0000254	Pran.g_01567	Praf.g_00768
OG0000255	Pran.g_01561	Praf.g_01662
OG0000256	Pran.g_01551	Praf.g_01676
OG0000257	Pran.g_01548	Praf.g_01685
OG0000258	Pran.g_01535	Praf.g_01708
OG0000259	Pran.g_01518	Praf.g_01736
OG0000260	Pran.g_01515	Praf.g_01739
OG0000261	Pran.g_01513	Praf.g_01742
OG0000262	Pran.g_01509	Praf.g_01748
OG0000263	Pran.g_01497	Praf.g_02570
OG0000264	Pran.g_01487	Praf.g_01218, Praf.g_01219
OG0000265	Pran.g_01460	Praf.g_01238, Praf.g_01302
OG0000266	Pran.g_01450	Praf.g_01313
OG0000267	Pran.g_01439	Praf.g_01436
OG0000268	Pran.g_01438	Praf.g_01435
OG0000269	Pran.g_01348	Praf.g_01525
OG0000270	Pran.g_01345	Praf.g_01528
OG0000271	Pran.g_01337	Praf.g_01536
OG0000272	Pran.g_01336	Praf.g_01537
OG0000273	Pran.g_01313	Praf.g_01585
OG0000274	Pran.g_01312	Praf.g_01586
OG0000275	Pran.g_01310	Praf.g_01590
OG0000276	Pran.g_01305	Praf.g_01596
OG0000277	Pran.g_01304	Praf.g_01597
OG0000278	Pran.g_01301	Praf.g_01600
OG0000279	Pran.g_01294	Praf.g_01608
OG0000280	Pran.g_01293	Praf.g_01614
OG0000281	Pran.g_01287	Praf.g_01627
OG0000282	Pran.g_00431	Praf.g_01463
OG0000283	Pran.g_00464	Praf.g_01426
OG0000284	Pran.g_00469	Praf.g_01420
OG0000285	Pran.g_00474	Praf.g_01006
OG0000286	Pran.g_00486	Praf.g_01393
OG0000287	Pran.g_00503	Praf.g_01073
OG0000288	Pran.g_00541	Praf.g_01338
OG0000289	Pran.g_00552	Praf.g_01325
OG0000290	Pran.g_00565	Praf.g_01277
OG0000291	Pran.g_00567	Praf.g_01275
OG0000292	Pran.g_00135	Praf.g_02776
OG0000293	Pran.g_00069	Praf.g_00826
OG0000294	Pran.g_00068	Praf.g_00827
OG0000295	Pran.g_00048	Praf.g_00879
OG0000296	Pran.g_00046	Praf.g_00881
OG0000297	Pran.g_00038	Praf.g_00917
OG0000298	Pran.g_00037	Praf.g_00918
OG0000299	Pran.g_00020	Praf.g_00908
OG0000300	Pran.g_00017	Praf.g_00902
OG0000301	Pran.g_00016	Praf.g_00901
OG0000302	Pran.g_00014	Praf.g_00898
OG0000303	Pran.g_00007	Praf.g_00888
OG0000304	Pran.g_00003	Praf.g_00938
OG0000305	Pran.g_00848	Praf.g_01271
OG0000306	Pran.g_00846	Praf.g_01635
OG0000307	Pran.g_00832	Praf.g_00575
OG0000308	Pran.g_00831	Praf.g_00573
OG0000309	Pran.g_00827	Praf.g_00569
OG0000310	Pran.g_00748	Praf.g_01772
OG0000311	Pran.g_00746	Praf.g_01778, Praf.g_01776
OG0000312	Pran.g_00743	Praf.g_01782
OG0000313	Pran.g_00729	Praf.g_01802
OG0000314	Pran.g_00706	Praf.g_01837
OG0000315	Pran.g_00696	Praf.g_01848
OG0000316	Pran.g_00676	Praf.g_00526
OG0000317	Pran.g_00968	Praf.g_00485
OG0000318	Pran.g_00971	Praf.g_00479
OG0000319	Pran.g_00984	Praf.g_00464
OG0000320	Pran.g_00986	Praf.g_00462
OG0000321	Pran.g_00987	Praf.g_00461
OG0000322	Pran.g_00988	Praf.g_00460
OG0000323	Pran.g_00997	Praf.g_00449
OG0000324	Pran.g_01023	Praf.g_00419
OG0000325	Pran.g_01033	Praf.g_02200
OG0000326	Pran.g_01039	Praf.g_02193
OG0000327	Pran.g_01063	Praf.g_02162
OG0000328	Pran.g_01064	Praf.g_02161
OG0000329	Pran.g_01082	Praf.g_02144
OG0000330	Pran.g_01083	Praf.g_02143
OG0000331	Pran.g_01084	Praf.g_02142
OG0000332	Pran.g_01098	Praf.g_02127
OG0000333	Pran.g_01100	Praf.g_02125
OG0000334	Pran.g_01108	Praf.g_02112
OG0000335	Pran.g_01113	Praf.g_02107
OG0000336	Pran.g_01117	Praf.g_02103
OG0000337	Pran.g_01133	Praf.g_02372
OG0000338	Pran.g_01134	Praf.g_02375
OG0000339	Pran.g_01138	Praf.g_02386
OG0000340	Pran.g_01145	Praf.g_02396
OG0000341	Pran.g_01147	Praf.g_02398
OG0000342	Pran.g_01148	Praf.g_02399
OG0000343	Pran.g_01149	Praf.g_00196
OG0000344	Pran.g_01152	Praf.g_00193
OG0000345	Pran.g_01157	Praf.g_00182
OG0000346	Pran.g_01161	Praf.g_00177
OG0000347	Pran.g_01177	Praf.g_00152
OG0000348	Pran.g_01187	Praf.g_00081
OG0000349	Pran.g_01203	Praf.g_00054
OG0000350	Pran.g_01222	Praf.g_02699
OG0000351	Pran.g_01239	Praf.g_02757
OG0000352	Pran.g_01240	Praf.g_02758
OG0000353	Pran.g_01256	Praf.g_02782
OG0000355	Pran.g_01258	Praf.g_00001
OG0000356	Pran.g_01259	Praf.g_00002
OG0000357	Pran.g_01260	Praf.g_00003
OG0000358	Pran.g_01264	Praf.g_00007
OG0000359	Pran.g_01265	Praf.g_00009
OG0000360	Pran.g_01266	Praf.g_00010
OG0000361	Pran.g_01267	Praf.g_00011
OG0000362	Pran.g_01269	Praf.g_00013
OG0000363	Pran.g_00410	Praf.g_00015
OG0000364	Pran.g_00409	Praf.g_00016
OG0000365	Pran.g_00404	Praf.g_00025
OG0000366	Pran.g_00403	Praf.g_00026
OG0000367	Pran.g_00402	Praf.g_00027
OG0000368	Pran.g_00400	Praf.g_00029
OG0000369	Pran.g_00399	Praf.g_00030
OG0000370	Pran.g_00398	Praf.g_00031
OG0000371	Pran.g_00392	Praf.g_00040
OG0000372	Pran.g_00389	Praf.g_00045
OG0000373	Pran.g_00388	Praf.g_00046
OG0000374	Pran.g_00387	Praf.g_00047
OG0000375	Pran.g_00385	Praf.g_00050
OG0000376	Pran.g_00383	Praf.g_00052
OG0000377	Pran.g_00380	Praf.g_02618
OG0000378	Pran.g_00378	Praf.g_02605
OG0000379	Pran.g_00375	Praf.g_02601
OG0000380	Pran.g_00366	Praf.g_00325
OG0000381	Pran.g_00362	Praf.g_00320
OG0000382	Pran.g_00351	Praf.g_00304
OG0000383	Pran.g_00349	Praf.g_00302
OG0000384	Pran.g_00348	Praf.g_00301
OG0000385	Pran.g_00347	Praf.g_00300
OG0000386	Pran.g_00346	Praf.g_00299
OG0000387	Pran.g_00334	Praf.g_00253
OG0000388	Pran.g_00331	Praf.g_00249
OG0000389	Pran.g_00327	Praf.g_00245
OG0000390	Pran.g_00320	Praf.g_00224
OG0000391	Pran.g_00317	Praf.g_00219
OG0000392	Pran.g_00313	Praf.g_00214
OG0000393	Pran.g_00311	Praf.g_00209
OG0000394	Pran.g_00310	Praf.g_00208
OG0000395	Pran.g_00309	Praf.g_00207
OG0000396	Pran.g_00307	Praf.g_02403
OG0000397	Pran.g_00305	Praf.g_02405
OG0000398	Pran.g_00303	Praf.g_02410
OG0000399	Pran.g_00302	Praf.g_02411
OG0000400	Pran.g_00301	Praf.g_02412
OG0000401	Pran.g_00300	Praf.g_02413
OG0000402	Pran.g_00298	Praf.g_02415
OG0000403	Pran.g_00297	Praf.g_02416
OG0000404	Pran.g_00296	Praf.g_02418
OG0000405	Pran.g_00292	Praf.g_02430
OG0000406	Pran.g_00286	Praf.g_02434
OG0000407	Pran.g_00285	Praf.g_02435
OG0000408	Pran.g_00282	Praf.g_02437
OG0000409	Pran.g_00280	Praf.g_02439
OG0000410	Pran.g_00279	Praf.g_02440
OG0000411	Pran.g_00278	Praf.g_02441
OG0000412	Pran.g_00277	Praf.g_02442
OG0000413	Pran.g_00276	Praf.g_02444
OG0000414	Pran.g_00275	Praf.g_02445
OG0000415	Pran.g_00274	Praf.g_02446
OG0000416	Pran.g_00273	Praf.g_02447
OG0000417	Pran.g_00272	Praf.g_02448
OG0000418	Pran.g_00267	Praf.g_02453
OG0000419	Pran.g_00265	Praf.g_02455
OG0000420	Pran.g_00264	Praf.g_02456
OG0000421	Pran.g_00259	Praf.g_02470
OG0000422	Pran.g_00258	Praf.g_02471
OG0000423	Pran.g_00257	Praf.g_02472
OG0000424	Pran.g_00256	Praf.g_02473
OG0000425	Pran.g_00255	Praf.g_02474
OG0000426	Pran.g_00254	Praf.g_02475
OG0000427	Pran.g_00253	Praf.g_02476
OG0000428	Pran.g_00251	Praf.g_01486
OG0000429	Pran.g_00250	Praf.g_02489
OG0000430	Pran.g_00249	Praf.g_02491
OG0000431	Pran.g_00247	Praf.g_02495
OG0000432	Pran.g_00244	Praf.g_02502
OG0000433	Pran.g_00243	Praf.g_02505
OG0000434	Pran.g_00242	Praf.g_02506
OG0000435	Pran.g_00241	Praf.g_02509
OG0000436	Pran.g_00236	Praf.g_02515
OG0000437	Pran.g_00235	Praf.g_02516
OG0000438	Pran.g_00234	Praf.g_02517
OG0000439	Pran.g_00232	Praf.g_02519
OG0000440	Pran.g_00231	Praf.g_02520
OG0000441	Pran.g_00228	Praf.g_02524
OG0000442	Pran.g_00227	Praf.g_02525
OG0000443	Pran.g_00226	Praf.g_02531
OG0000444	Pran.g_00221	Praf.g_02575
OG0000445	Pran.g_00220	Praf.g_02574
OG0000446	Pran.g_00219	Praf.g_02572
OG0000447	Pran.g_00218	Praf.g_02568
OG0000448	Pran.g_00217	Praf.g_02567
OG0000449	Pran.g_00216	Praf.g_02566
OG0000450	Pran.g_00215	Praf.g_02560
OG0000451	Pran.g_00214	Praf.g_02559
OG0000452	Pran.g_00211	Praf.g_02555
OG0000453	Pran.g_00210	Praf.g_02554
OG0000454	Pran.g_00209	Praf.g_02553
OG0000455	Pran.g_00208	Praf.g_02552
OG0000456	Pran.g_00207	Praf.g_02551
OG0000457	Pran.g_00206	Praf.g_02549
OG0000458	Pran.g_00205	Praf.g_02548
OG0000459	Pran.g_00204	Praf.g_02547
OG0000460	Pran.g_00197	Praf.g_00379
OG0000461	Pran.g_01950	Praf.g_02203
OG0000462	Pran.g_01948	Praf.g_02207
OG0000463	Pran.g_01947	Praf.g_02208
OG0000464	Pran.g_01946	Praf.g_02209
OG0000465	Pran.g_01945	Praf.g_02210
OG0000466	Pran.g_01942	Praf.g_02215
OG0000467	Pran.g_01941	Praf.g_02217
OG0000468	Pran.g_01939	Praf.g_02242
OG0000469	Pran.g_01931	Praf.g_02255
OG0000470	Pran.g_01929	Praf.g_02259
OG0000471	Pran.g_01928	Praf.g_02260
OG0000472	Pran.g_01927	Praf.g_02262
OG0000473	Pran.g_01925	Praf.g_02264
OG0000474	Pran.g_01924	Praf.g_02265
OG0000475	Pran.g_01923	Praf.g_02266
OG0000476	Pran.g_01922	Praf.g_02268
OG0000477	Pran.g_01919	Praf.g_02273
OG0000478	Pran.g_01918	Praf.g_02274
OG0000479	Pran.g_01917	Praf.g_02275
OG0000480	Pran.g_01912	Praf.g_02282
OG0000481	Pran.g_01910	Praf.g_02284
OG0000482	Pran.g_01909	Praf.g_02285
OG0000483	Pran.g_01906	Praf.g_02289
OG0000484	Pran.g_01905	Praf.g_02290
OG0000485	Pran.g_01904	Praf.g_02291
OG0000486	Pran.g_01903	Praf.g_02292
OG0000487	Pran.g_01899	Praf.g_02297
OG0000488	Pran.g_01896	Praf.g_02301
OG0000489	Pran.g_01891	Praf.g_02315
OG0000490	Pran.g_01886	Praf.g_02321
OG0000491	Pran.g_01885	Praf.g_02322
OG0000492	Pran.g_01883	Praf.g_02324
OG0000493	Pran.g_01882	Praf.g_02325
OG0000494	Pran.g_01881	Praf.g_02326
OG0000495	Pran.g_01880	Praf.g_02327
OG0000496	Pran.g_01879	Praf.g_02328
OG0000497	Pran.g_01878	Praf.g_02329
OG0000498	Pran.g_01877	Praf.g_02330
OG0000499	Pran.g_01876	Praf.g_02331
OG0000500	Pran.g_01875	Praf.g_02332
OG0000501	Pran.g_01873	Praf.g_02335
OG0000502	Pran.g_01870	Praf.g_02349
OG0000503	Pran.g_01860	Praf.g_02054
OG0000504	Pran.g_01859	Praf.g_02052
OG0000505	Pran.g_01858	Praf.g_02051
OG0000506	Pran.g_01857	Praf.g_02049
OG0000507	Pran.g_01854	Praf.g_02045
OG0000508	Pran.g_01850	Praf.g_02031
OG0000509	Pran.g_01848	Praf.g_02029
OG0000510	Pran.g_01847	Praf.g_02028
OG0000511	Pran.g_01846	Praf.g_02027
OG0000512	Pran.g_01844	Praf.g_02025
OG0000513	Pran.g_01837	Praf.g_02011
OG0000514	Pran.g_01749	Praf.g_02002
OG0000515	Pran.g_01748	Praf.g_02001
OG0000516	Pran.g_01747	Praf.g_01999
OG0000517	Pran.g_01745	Praf.g_01990
OG0000518	Pran.g_01734	Praf.g_01978
OG0000519	Pran.g_01733	Praf.g_01977
OG0000520	Pran.g_01729	Praf.g_01972
OG0000521	Pran.g_01724	Praf.g_01959
OG0000522	Pran.g_01723	Praf.g_01957
OG0000523	Pran.g_01722	Praf.g_01956
OG0000524	Pran.g_01717	Praf.g_01942
OG0000525	Pran.g_01714	Praf.g_01915
OG0000526	Pran.g_01713	Praf.g_01913
OG0000527	Pran.g_01705	Praf.g_01909
OG0000528	Pran.g_01700	Praf.g_00589
OG0000529	Pran.g_01697	Praf.g_00596
OG0000530	Pran.g_01694	Praf.g_00599
OG0000531	Pran.g_01693	Praf.g_00600
OG0000532	Pran.g_01691	Praf.g_00603
OG0000533	Pran.g_01690	Praf.g_00605
OG0000534	Pran.g_01689	Praf.g_00606
OG0000535	Pran.g_01688	Praf.g_00607
OG0000536	Pran.g_01687	Praf.g_00608
OG0000537	Pran.g_01686	Praf.g_00609
OG0000538	Pran.g_01678	Praf.g_00619
OG0000539	Pran.g_01677	Praf.g_00621
OG0000540	Pran.g_01676	Praf.g_00622
OG0000541	Pran.g_01675	Praf.g_00623
OG0000542	Pran.g_01673	Praf.g_00626
OG0000543	Pran.g_01671	Praf.g_00628
OG0000544	Pran.g_01670	Praf.g_00629
OG0000545	Pran.g_01668	Praf.g_00630
OG0000546	Pran.g_01665	Praf.g_00632
OG0000547	Pran.g_01663	Praf.g_00634
OG0000548	Pran.g_01662	Praf.g_00635
OG0000549	Pran.g_01660	Praf.g_00641
OG0000550	Pran.g_01655	Praf.g_00646
OG0000551	Pran.g_01651	Praf.g_00650
OG0000552	Pran.g_01650	Praf.g_00651
OG0000553	Pran.g_01649	Praf.g_00656
OG0000554	Pran.g_01644	Praf.g_00661
OG0000555	Pran.g_01636	Praf.g_00677
OG0000556	Pran.g_01634	Praf.g_00683
OG0000557	Pran.g_01633	Praf.g_00684
OG0000558	Pran.g_01631	Praf.g_00687
OG0000559	Pran.g_01627	Praf.g_00691
OG0000560	Pran.g_01624	Praf.g_00694
OG0000561	Pran.g_01623	Praf.g_00695
OG0000562	Pran.g_01622	Praf.g_00696
OG0000563	Pran.g_01621	Praf.g_00697
OG0000564	Pran.g_01620	Praf.g_00698
OG0000565	Pran.g_01617	Praf.g_00701
OG0000566	Pran.g_01614	Praf.g_00705
OG0000567	Pran.g_01610	Praf.g_00709
OG0000568	Pran.g_01609	Praf.g_00711
OG0000569	Pran.g_01608	Praf.g_00712
OG0000570	Pran.g_01607	Praf.g_00713
OG0000571	Pran.g_01605	Praf.g_00716
OG0000572	Pran.g_01592	Praf.g_00733
OG0000573	Pran.g_01586	Praf.g_00740
OG0000574	Pran.g_01585	Praf.g_00741
OG0000575	Pran.g_01581	Praf.g_00751
OG0000576	Pran.g_01579	Praf.g_00753
OG0000577	Pran.g_01578	Praf.g_00754
OG0000578	Pran.g_01577	Praf.g_00755
OG0000579	Pran.g_01576	Praf.g_00756
OG0000580	Pran.g_01575	Praf.g_00757
OG0000581	Pran.g_01573	Praf.g_00761
OG0000582	Pran.g_01570	Praf.g_00765
OG0000583	Pran.g_01569	Praf.g_00766
OG0000584	Pran.g_01568	Praf.g_00767
OG0000585	Pran.g_01566	Praf.g_00769
