Orthogroup	Pran	Prac
OG0000072	Pran.g_00261	Prac.g_01759
OG0000073	Pran.g_01679	Prac.g_00872
OG0000074	Pran.g_01496	Prac.g_00689
OG0000075	Pran.g_01137	Prac.g_00017
OG0000076	Pran.g_01160	Prac.g_01904, Prac.g_00041
OG0000077	Pran.g_00354	Prac.g_01853
OG0000078	Pran.g_00194	Prac.g_01691
OG0000081	Pran.g_01647	Prac.g_00841
OG0000082	Pran.g_01593	Prac.g_00788
OG0000083	Pran.g_00576	Prac.g_01536
OG0000084	Pran.g_00737	Prac.g_00415
OG0000085	Pran.g_00963	Prac.g_00632
OG0000086	Pran.g_00344	Prac.g_01843
OG0000087	Pran.g_00295	Prac.g_01792
OG0000088	Pran.g_00266	Prac.g_01764
OG0000089	Pran.g_01839	Prac.g_01178
OG0000090	Pran.g_01645	Prac.g_00839
OG0000091	Pran.g_01536	Prac.g_00729
OG0000092	Pran.g_00434	Prac.g_01379
OG0000093	Pran.g_00455	Prac.g_01359
OG0000094	Pran.g_00549	Prac.g_01275
OG0000095	Pran.g_00903, Pran.g_00568	Prac.g_01256
OG0000096	Pran.g_00603	Prac.g_01958
OG0000096	Pran.g_00114	Prac.g_01035
OG0000097	Pran.g_00019	Prac.g_00944
OG0000098	Pran.g_00855	Prac.g_00199
OG0000099	Pran.g_00806	Prac.g_00256
OG0000100	Pran.g_00659	Prac.g_00337
OG0000101	Pran.g_01105	Prac.g_00548
OG0000102	Pran.g_01165	Prac.g_00046
OG0000103	Pran.g_01244	Prac.g_00123
OG0000104	Pran.g_01253	Prac.g_00131
OG0000105	Pran.g_01920	Prac.g_01657
OG0000106	Pran.g_01824	Prac.g_01163
OG0000107	Pran.g_01808	Prac.g_01148
OG0000108	Pran.g_01698	Prac.g_01064
OG0000109	Pran.g_01684	Prac.g_01050
OG0000110	Pran.g_01603	Prac.g_00798
OG0000111	Pran.g_01479	Prac.g_00672
OG0000112	Pran.g_01378	Prac.g_01507
OG0000113	Pran.g_01321	Prac.g_01453
OG0000114	Pran.g_00429	Prac.g_01384
OG0000115	Pran.g_00123	Prac.g_01040
OG0000116	Pran.g_00070	Prac.g_00995
OG0000117	Pran.g_01466	Prac.g_01955
OG0000118	Pran.g_00864	Prac.g_00187
OG0000119	Pran.g_00845	Prac.g_00213
OG0000120	Pran.g_00752	Prac.g_00248
OG0000121	Pran.g_00731	Prac.g_00409
OG0000122	Pran.g_00693	Prac.g_00371
OG0000123	Pran.g_01112	Prac.g_00554
OG0000124	Pran.g_01176	Prac.g_00056
OG0000125	Pran.g_01212	Prac.g_00092
OG0000126	Pran.g_01252	Prac.g_00130
OG0000128	Pran.g_01268	Prac.g_01936
OG0000129	Pran.g_00381	Prac.g_01888
OG0000130	Pran.g_00363	Prac.g_01862
OG0000131	Pran.g_00288	Prac.g_01785
OG0000132	Pran.g_00268	Prac.g_01766
OG0000133	Pran.g_01872	Prac.g_01609
OG0000134	Pran.g_01838	Prac.g_01177
OG0000135	Pran.g_01812	Prac.g_01150
OG0000136	Pran.g_01739	Prac.g_01106
OG0000137	Pran.g_01703	Prac.g_01069
OG0000138	Pran.g_01683	Prac.g_01049
OG0000139	Pran.g_01641	Prac.g_00835
OG0000140	Pran.g_01640	Prac.g_00834
OG0000141	Pran.g_01571	Prac.g_00764
OG0000142	Pran.g_01543	Prac.g_00736
OG0000143	Pran.g_01539	Prac.g_00732
OG0000144	Pran.g_01526	Prac.g_00719
OG0000145	Pran.g_01400	Prac.g_01508
OG0000146	Pran.g_01377	Prac.g_01506
OG0000147	Pran.g_01376	Prac.g_01505
OG0000148	Pran.g_01327	Prac.g_01459
OG0000149	Pran.g_01297	Prac.g_01429
OG0000150	Pran.g_01289	Prac.g_01421
OG0000151	Pran.g_00439	Prac.g_01374
OG0000152	Pran.g_00487	Prac.g_01327
OG0000153	Pran.g_00506	Prac.g_01308
OG0000154	Pran.g_00542	Prac.g_01282
OG0000155	Pran.g_00040	Prac.g_00965
OG0000156	Pran.g_00887	Prac.g_00164
OG0000157	Pran.g_00886	Prac.g_00165
OG0000158	Pran.g_00822	Prac.g_00447
OG0000159	Pran.g_00808	Prac.g_00452, Prac.g_00257
OG0000160	Pran.g_00732	Prac.g_00410
OG0000161	Pran.g_00726	Prac.g_00404
OG0000162	Pran.g_00720	Prac.g_00398
OG0000163	Pran.g_00686	Prac.g_00364
OG0000164	Pran.g_00994	Prac.g_00601
OG0000165	Pran.g_01001	Prac.g_00594
OG0000166	Pran.g_01069, Pran.g_01068	Prac.g_00512
OG0000167	Pran.g_01135	Prac.g_00015
OG0000168	Pran.g_01144	Prac.g_00025
OG0000169	Pran.g_01154	Prac.g_00035
OG0000170	Pran.g_01156	Prac.g_00037
OG0000171	Pran.g_01175	Prac.g_00055
OG0000172	Pran.g_01184	Prac.g_00063
OG0000173	Pran.g_01199	Prac.g_00078
OG0000174	Pran.g_01226	Prac.g_00105
OG0000175	Pran.g_01236	Prac.g_00115
OG0000176	Pran.g_01261	Prac.g_01943
OG0000177	Pran.g_01262	Prac.g_01942
OG0000178	Pran.g_01263	Prac.g_01941
OG0000179	Pran.g_00408	Prac.g_01931
OG0000180	Pran.g_00407	Prac.g_01930
OG0000181	Pran.g_00406	Prac.g_01929
OG0000182	Pran.g_00405	Prac.g_01928
OG0000183	Pran.g_00401	Prac.g_01924
OG0000184	Pran.g_00379	Prac.g_01885
OG0000185	Pran.g_00376	Prac.g_01882
OG0000186	Pran.g_00368	Prac.g_01867
OG0000187	Pran.g_00367	Prac.g_01866
OG0000188	Pran.g_00350	Prac.g_01849
OG0000189	Pran.g_00337	Prac.g_01835
OG0000190	Pran.g_00336	Prac.g_01834
OG0000191	Pran.g_00316	Prac.g_01814
OG0000192	Pran.g_00312	Prac.g_01810
OG0000193	Pran.g_00287	Prac.g_01784
OG0000194	Pran.g_00283	Prac.g_01781
OG0000195	Pran.g_00281	Prac.g_01779
OG0000196	Pran.g_00271	Prac.g_01769
OG0000197	Pran.g_00270	Prac.g_01768
OG0000198	Pran.g_00269	Prac.g_01767
OG0000199	Pran.g_00262	Prac.g_01760
OG0000200	Pran.g_00248	Prac.g_01746
OG0000201	Pran.g_00240	Prac.g_01738
OG0000202	Pran.g_00239	Prac.g_01737
OG0000203	Pran.g_00238	Prac.g_01736
OG0000204	Pran.g_00237	Prac.g_01735
OG0000205	Pran.g_00230	Prac.g_01728
OG0000206	Pran.g_00225	Prac.g_01723
OG0000207	Pran.g_00223	Prac.g_01721
OG0000208	Pran.g_00222	Prac.g_01720
OG0000209	Pran.g_00213	Prac.g_01711
OG0000210	Pran.g_00212	Prac.g_01710
OG0000211	Pran.g_00199	Prac.g_01697
OG0000212	Pran.g_00193	Prac.g_01690
OG0000213	Pran.g_01935	Prac.g_01674
OG0000214	Pran.g_01926	Prac.g_01664
OG0000215	Pran.g_01902	Prac.g_01639
OG0000216	Pran.g_01900	Prac.g_01637
OG0000217	Pran.g_01897	Prac.g_01634
OG0000218	Pran.g_01895	Prac.g_01632
OG0000219	Pran.g_01894	Prac.g_01631
OG0000220	Pran.g_01893	Prac.g_01630
OG0000221	Pran.g_01892	Prac.g_01629
OG0000222	Pran.g_01884	Prac.g_01621
OG0000223	Pran.g_01871	Prac.g_01608
OG0000224	Pran.g_01869	Prac.g_01606
OG0000225	Pran.g_01849	Prac.g_01188
OG0000226	Pran.g_01845	Prac.g_01184
OG0000227	Pran.g_01843	Prac.g_01182
OG0000228	Pran.g_01840	Prac.g_01179
OG0000229	Pran.g_01744	Prac.g_01111
OG0000230	Pran.g_01742	Prac.g_01109
OG0000231	Pran.g_01728	Prac.g_01098
OG0000232	Pran.g_01720	Prac.g_01089
OG0000233	Pran.g_01715	Prac.g_01082
OG0000234	Pran.g_01702	Prac.g_01068
OG0000235	Pran.g_01699	Prac.g_01065
OG0000236	Pran.g_01685	Prac.g_01051
OG0000237	Pran.g_01672	Prac.g_00865
OG0000238	Pran.g_01666	Prac.g_00859
OG0000239	Pran.g_01653	Prac.g_00847
OG0000240	Pran.g_01652	Prac.g_00846
OG0000241	Pran.g_01648	Prac.g_00842
OG0000242	Pran.g_01646	Prac.g_00840
OG0000243	Pran.g_01635	Prac.g_00829
OG0000244	Pran.g_01632	Prac.g_00826
OG0000245	Pran.g_01630	Prac.g_00824
OG0000246	Pran.g_01626	Prac.g_00820
OG0000247	Pran.g_01616	Prac.g_00810
OG0000248	Pran.g_01613	Prac.g_00808
OG0000249	Pran.g_01611	Prac.g_00806
OG0000250	Pran.g_01606	Prac.g_00801
OG0000251	Pran.g_01587	Prac.g_00782
OG0000252	Pran.g_01584	Prac.g_00778
OG0000253	Pran.g_01583	Prac.g_00777
OG0000254	Pran.g_01567	Prac.g_00760
OG0000255	Pran.g_01561	Prac.g_00754
OG0000256	Pran.g_01551	Prac.g_00744
OG0000257	Pran.g_01548	Prac.g_00741
OG0000258	Pran.g_01535	Prac.g_00728
OG0000259	Pran.g_01518	Prac.g_00711
OG0000260	Pran.g_01515	Prac.g_00708
OG0000261	Pran.g_01513	Prac.g_00706
OG0000262	Pran.g_01509	Prac.g_00702
OG0000263	Pran.g_01497	Prac.g_00690
OG0000264	Pran.g_01487	Prac.g_00680
OG0000265	Pran.g_01460	Prac.g_01560
OG0000266	Pran.g_01450	Prac.g_01550
OG0000267	Pran.g_01439	Prac.g_01539
OG0000268	Pran.g_01438	Prac.g_01538
OG0000269	Pran.g_01348	Prac.g_01480
OG0000270	Pran.g_01345	Prac.g_01477
OG0000271	Pran.g_01337	Prac.g_01469
OG0000272	Pran.g_01336	Prac.g_01468
OG0000273	Pran.g_01313	Prac.g_01445
OG0000274	Pran.g_01312	Prac.g_01444
OG0000275	Pran.g_01310	Prac.g_01442
OG0000276	Pran.g_01305	Prac.g_01437
OG0000277	Pran.g_01304	Prac.g_01436
OG0000278	Pran.g_01301	Prac.g_01433
OG0000279	Pran.g_01294	Prac.g_01426
OG0000280	Pran.g_01293	Prac.g_01425
OG0000281	Pran.g_01287	Prac.g_01420
OG0000282	Pran.g_00431	Prac.g_01382
OG0000283	Pran.g_00464	Prac.g_01350
OG0000284	Pran.g_00469	Prac.g_01345
OG0000285	Pran.g_00474	Prac.g_01340
OG0000286	Pran.g_00486	Prac.g_01328
OG0000287	Pran.g_00503	Prac.g_01311
OG0000288	Pran.g_00541	Prac.g_01283
OG0000289	Pran.g_00552	Prac.g_01272
OG0000290	Pran.g_00565	Prac.g_01259
OG0000291	Pran.g_00567	Prac.g_01257
OG0000292	Pran.g_00135	Prac.g_01207
OG0000293	Pran.g_00069	Prac.g_00994
OG0000294	Pran.g_00068	Prac.g_00993
OG0000295	Pran.g_00048	Prac.g_00973
OG0000296	Pran.g_00046	Prac.g_00971
OG0000297	Pran.g_00038	Prac.g_00963
OG0000298	Pran.g_00037	Prac.g_00962
OG0000299	Pran.g_00020	Prac.g_00945
OG0000300	Pran.g_00017	Prac.g_00942
OG0000301	Pran.g_00016	Prac.g_00941
OG0000302	Pran.g_00014	Prac.g_00939
OG0000303	Pran.g_00007	Prac.g_00932
OG0000304	Pran.g_00003	Prac.g_00928
OG0000305	Pran.g_00848	Prac.g_00209
OG0000306	Pran.g_00846	Prac.g_00212
OG0000307	Pran.g_00832	Prac.g_00226
OG0000308	Pran.g_00831	Prac.g_00227
OG0000309	Pran.g_00827	Prac.g_00231
OG0000310	Pran.g_00748	Prac.g_00426
OG0000311	Pran.g_00746	Prac.g_00424
OG0000312	Pran.g_00743	Prac.g_00421
OG0000313	Pran.g_00729	Prac.g_00407
OG0000314	Pran.g_00706	Prac.g_00384
OG0000315	Pran.g_00696	Prac.g_00374
OG0000316	Pran.g_00676	Prac.g_00354
OG0000317	Pran.g_00968	Prac.g_00627
OG0000318	Pran.g_00971	Prac.g_00624
OG0000319	Pran.g_00984	Prac.g_00611
OG0000320	Pran.g_00986	Prac.g_00609
OG0000321	Pran.g_00987	Prac.g_00608
OG0000322	Pran.g_00988	Prac.g_00607
OG0000323	Pran.g_00997	Prac.g_00598
OG0000324	Pran.g_01023	Prac.g_00572
OG0000325	Pran.g_01033	Prac.g_00477
OG0000326	Pran.g_01039	Prac.g_00483
OG0000327	Pran.g_01063	Prac.g_00507
OG0000328	Pran.g_01064	Prac.g_00508
OG0000329	Pran.g_01082	Prac.g_00525
OG0000330	Pran.g_01083	Prac.g_00526
OG0000331	Pran.g_01084	Prac.g_00527
OG0000332	Pran.g_01098	Prac.g_00541
OG0000333	Pran.g_01100	Prac.g_00543
OG0000334	Pran.g_01108	Prac.g_00551
OG0000335	Pran.g_01113	Prac.g_00555
OG0000336	Pran.g_01117	Prac.g_00559
OG0000337	Pran.g_01133	Prac.g_00013
OG0000338	Pran.g_01134	Prac.g_00014
OG0000339	Pran.g_01138	Prac.g_00018
OG0000340	Pran.g_01145	Prac.g_00026
OG0000341	Pran.g_01147	Prac.g_00028
OG0000342	Pran.g_01148	Prac.g_00029
OG0000343	Pran.g_01149	Prac.g_00030
OG0000344	Pran.g_01152	Prac.g_00033
OG0000345	Pran.g_01157	Prac.g_00038
OG0000346	Pran.g_01161	Prac.g_00042
OG0000347	Pran.g_01177	Prac.g_00057
OG0000348	Pran.g_01187	Prac.g_00066
OG0000349	Pran.g_01203	Prac.g_00083
OG0000350	Pran.g_01222	Prac.g_00101
OG0000351	Pran.g_01239	Prac.g_00118
OG0000352	Pran.g_01240	Prac.g_00119
OG0000353	Pran.g_01256	Prac.g_01948
OG0000355	Pran.g_01258	Prac.g_01946
OG0000356	Pran.g_01259	Prac.g_01945
OG0000357	Pran.g_01260	Prac.g_01944
OG0000358	Pran.g_01264	Prac.g_01940
OG0000359	Pran.g_01265	Prac.g_01939
OG0000360	Pran.g_01266	Prac.g_01938
OG0000361	Pran.g_01267	Prac.g_01937
OG0000362	Pran.g_01269	Prac.g_01935
OG0000363	Pran.g_00410	Prac.g_01933
OG0000364	Pran.g_00409	Prac.g_01932
OG0000365	Pran.g_00404	Prac.g_01927
OG0000366	Pran.g_00403	Prac.g_01926
OG0000367	Pran.g_00402	Prac.g_01925
OG0000368	Pran.g_00400	Prac.g_01923
OG0000369	Pran.g_00399	Prac.g_01922
OG0000370	Pran.g_00398	Prac.g_01921
OG0000371	Pran.g_00392	Prac.g_01915
OG0000372	Pran.g_00389	Prac.g_01911
OG0000373	Pran.g_00388	Prac.g_01910
OG0000374	Pran.g_00387	Prac.g_01909
OG0000375	Pran.g_00385	Prac.g_01892
OG0000376	Pran.g_00383	Prac.g_01890
OG0000377	Pran.g_00380	Prac.g_01886
OG0000378	Pran.g_00378	Prac.g_01884
OG0000379	Pran.g_00375	Prac.g_01881
OG0000380	Pran.g_00366	Prac.g_01865
OG0000381	Pran.g_00362	Prac.g_01861
OG0000382	Pran.g_00351	Prac.g_01850
OG0000383	Pran.g_00349	Prac.g_01848
OG0000384	Pran.g_00348	Prac.g_01847
OG0000385	Pran.g_00347	Prac.g_01846
OG0000386	Pran.g_00346	Prac.g_01845
OG0000387	Pran.g_00334	Prac.g_01832
OG0000388	Pran.g_00331	Prac.g_01829
OG0000389	Pran.g_00327	Prac.g_01825
OG0000390	Pran.g_00320	Prac.g_01818
OG0000391	Pran.g_00317	Prac.g_01815
OG0000392	Pran.g_00313	Prac.g_01811
OG0000393	Pran.g_00311	Prac.g_01809
OG0000394	Pran.g_00310	Prac.g_01808
OG0000395	Pran.g_00309	Prac.g_01807
OG0000396	Pran.g_00307	Prac.g_01804
OG0000397	Pran.g_00305	Prac.g_01802
OG0000398	Pran.g_00303	Prac.g_01800
OG0000399	Pran.g_00302	Prac.g_01799
OG0000400	Pran.g_00301	Prac.g_01798
OG0000401	Pran.g_00300	Prac.g_01797
OG0000402	Pran.g_00298	Prac.g_01795
OG0000403	Pran.g_00297	Prac.g_01794
OG0000404	Pran.g_00296	Prac.g_01793
OG0000405	Pran.g_00292	Prac.g_01789
OG0000406	Pran.g_00286	Prac.g_01783
OG0000407	Pran.g_00285	Prac.g_01782
OG0000408	Pran.g_00282	Prac.g_01780
OG0000409	Pran.g_00280	Prac.g_01778
OG0000410	Pran.g_00279	Prac.g_01777
OG0000411	Pran.g_00278	Prac.g_01776
OG0000412	Pran.g_00277	Prac.g_01775
OG0000413	Pran.g_00276	Prac.g_01774
OG0000414	Pran.g_00275	Prac.g_01773
OG0000415	Pran.g_00274	Prac.g_01772
OG0000416	Pran.g_00273	Prac.g_01771
OG0000417	Pran.g_00272	Prac.g_01770
OG0000418	Pran.g_00267	Prac.g_01765
OG0000419	Pran.g_00265	Prac.g_01763
OG0000420	Pran.g_00264	Prac.g_01762
OG0000421	Pran.g_00259	Prac.g_01757
OG0000422	Pran.g_00258	Prac.g_01756
OG0000423	Pran.g_00257	Prac.g_01755
OG0000424	Pran.g_00256	Prac.g_01754
OG0000425	Pran.g_00255	Prac.g_01753
OG0000426	Pran.g_00254	Prac.g_01752
OG0000427	Pran.g_00253	Prac.g_01751
OG0000428	Pran.g_00251	Prac.g_01749
OG0000429	Pran.g_00250	Prac.g_01748
OG0000430	Pran.g_00249	Prac.g_01747
OG0000431	Pran.g_00247	Prac.g_01745
OG0000432	Pran.g_00244	Prac.g_01742
OG0000433	Pran.g_00243	Prac.g_01741
OG0000434	Pran.g_00242	Prac.g_01740
OG0000435	Pran.g_00241	Prac.g_01739
OG0000436	Pran.g_00236	Prac.g_01734
OG0000437	Pran.g_00235	Prac.g_01733
OG0000438	Pran.g_00234	Prac.g_01732
OG0000439	Pran.g_00232	Prac.g_01730
OG0000440	Pran.g_00231	Prac.g_01729
OG0000441	Pran.g_00228	Prac.g_01726
OG0000442	Pran.g_00227	Prac.g_01725
OG0000443	Pran.g_00226	Prac.g_01724
OG0000444	Pran.g_00221	Prac.g_01719
OG0000445	Pran.g_00220	Prac.g_01718
OG0000446	Pran.g_00219	Prac.g_01717
OG0000447	Pran.g_00218	Prac.g_01716
OG0000448	Pran.g_00217	Prac.g_01715
OG0000449	Pran.g_00216	Prac.g_01714
OG0000450	Pran.g_00215	Prac.g_01713
OG0000451	Pran.g_00214	Prac.g_01712
OG0000452	Pran.g_00211	Prac.g_01709
OG0000453	Pran.g_00210	Prac.g_01708
OG0000454	Pran.g_00209	Prac.g_01707
OG0000455	Pran.g_00208	Prac.g_01706
OG0000456	Pran.g_00207	Prac.g_01705
OG0000457	Pran.g_00206	Prac.g_01704
OG0000458	Pran.g_00205	Prac.g_01703
OG0000459	Pran.g_00204	Prac.g_01702
OG0000460	Pran.g_00197	Prac.g_01695
OG0000461	Pran.g_01950	Prac.g_01688
OG0000462	Pran.g_01948	Prac.g_01686
OG0000463	Pran.g_01947	Prac.g_01685
OG0000464	Pran.g_01946	Prac.g_01684
OG0000465	Pran.g_01945	Prac.g_01683
OG0000466	Pran.g_01942	Prac.g_01680
OG0000467	Pran.g_01941	Prac.g_01679
OG0000468	Pran.g_01939	Prac.g_01678
OG0000469	Pran.g_01931	Prac.g_01669
OG0000470	Pran.g_01929	Prac.g_01667
OG0000471	Pran.g_01928	Prac.g_01666
OG0000472	Pran.g_01927	Prac.g_01665
OG0000473	Pran.g_01925	Prac.g_01663
OG0000474	Pran.g_01924	Prac.g_01662
OG0000475	Pran.g_01923	Prac.g_01661
OG0000476	Pran.g_01922	Prac.g_01660
OG0000477	Pran.g_01919	Prac.g_01656
OG0000478	Pran.g_01918	Prac.g_01655
OG0000479	Pran.g_01917	Prac.g_01654
OG0000480	Pran.g_01912	Prac.g_01649
OG0000481	Pran.g_01910	Prac.g_01647
OG0000482	Pran.g_01909	Prac.g_01646
OG0000483	Pran.g_01906	Prac.g_01643
OG0000484	Pran.g_01905	Prac.g_01642
OG0000485	Pran.g_01904	Prac.g_01641
OG0000486	Pran.g_01903	Prac.g_01640
OG0000487	Pran.g_01899	Prac.g_01636
OG0000488	Pran.g_01896	Prac.g_01633
OG0000489	Pran.g_01891	Prac.g_01628
OG0000490	Pran.g_01886	Prac.g_01623
OG0000491	Pran.g_01885	Prac.g_01622
OG0000492	Pran.g_01883	Prac.g_01620
OG0000493	Pran.g_01882	Prac.g_01619
OG0000494	Pran.g_01881	Prac.g_01618
OG0000495	Pran.g_01880	Prac.g_01617
OG0000496	Pran.g_01879	Prac.g_01616
OG0000497	Pran.g_01878	Prac.g_01615
OG0000498	Pran.g_01877	Prac.g_01614
OG0000499	Pran.g_01876	Prac.g_01613
OG0000500	Pran.g_01875	Prac.g_01612
OG0000501	Pran.g_01873	Prac.g_01610
OG0000502	Pran.g_01870	Prac.g_01607
OG0000503	Pran.g_01860	Prac.g_01200
OG0000504	Pran.g_01859	Prac.g_01199
OG0000505	Pran.g_01858	Prac.g_01198
OG0000506	Pran.g_01857	Prac.g_01196
OG0000507	Pran.g_01854	Prac.g_01193
OG0000508	Pran.g_01850	Prac.g_01189
OG0000509	Pran.g_01848	Prac.g_01187
OG0000510	Pran.g_01847	Prac.g_01186
OG0000511	Pran.g_01846	Prac.g_01185
OG0000512	Pran.g_01844	Prac.g_01183
OG0000513	Pran.g_01837	Prac.g_01176
OG0000514	Pran.g_01749	Prac.g_01116
OG0000515	Pran.g_01748	Prac.g_01115
OG0000516	Pran.g_01747	Prac.g_01114
OG0000517	Pran.g_01745	Prac.g_01112
OG0000518	Pran.g_01734	Prac.g_01101
OG0000519	Pran.g_01733	Prac.g_01100
OG0000520	Pran.g_01729	Prac.g_01099
OG0000521	Pran.g_01724	Prac.g_01094
OG0000522	Pran.g_01723	Prac.g_01092
OG0000523	Pran.g_01722	Prac.g_01091
OG0000524	Pran.g_01717	Prac.g_01084
OG0000525	Pran.g_01714	Prac.g_01081
OG0000526	Pran.g_01713	Prac.g_01080
OG0000527	Pran.g_01705	Prac.g_01071
OG0000528	Pran.g_01700	Prac.g_01066
OG0000529	Pran.g_01697	Prac.g_01063
OG0000530	Pran.g_01694	Prac.g_01060
OG0000531	Pran.g_01693	Prac.g_01059
OG0000532	Pran.g_01691	Prac.g_01057
OG0000533	Pran.g_01690	Prac.g_01056
OG0000534	Pran.g_01689	Prac.g_01055
OG0000535	Pran.g_01688	Prac.g_01054
OG0000536	Pran.g_01687	Prac.g_01053
OG0000537	Pran.g_01686	Prac.g_01052
OG0000538	Pran.g_01678	Prac.g_00871
OG0000539	Pran.g_01677	Prac.g_00870
OG0000540	Pran.g_01676	Prac.g_00869
OG0000541	Pran.g_01675	Prac.g_00868
OG0000542	Pran.g_01673	Prac.g_00866
OG0000543	Pran.g_01671	Prac.g_00864
OG0000544	Pran.g_01670	Prac.g_00863
OG0000545	Pran.g_01668	Prac.g_00861
OG0000546	Pran.g_01665	Prac.g_00858
OG0000547	Pran.g_01663	Prac.g_00857
OG0000548	Pran.g_01662	Prac.g_00856
OG0000549	Pran.g_01660	Prac.g_00854
OG0000550	Pran.g_01655	Prac.g_00849
OG0000551	Pran.g_01651	Prac.g_00845
OG0000552	Pran.g_01650	Prac.g_00844
OG0000553	Pran.g_01649	Prac.g_00843
OG0000554	Pran.g_01644	Prac.g_00838
OG0000555	Pran.g_01636	Prac.g_00830
OG0000556	Pran.g_01634	Prac.g_00828
OG0000557	Pran.g_01633	Prac.g_00827
OG0000558	Pran.g_01631	Prac.g_00825
OG0000559	Pran.g_01627	Prac.g_00821
OG0000560	Pran.g_01624	Prac.g_00818
OG0000561	Pran.g_01623	Prac.g_00817
OG0000562	Pran.g_01622	Prac.g_00816
OG0000563	Pran.g_01621	Prac.g_00815
OG0000564	Pran.g_01620	Prac.g_00814
OG0000565	Pran.g_01617	Prac.g_00811
OG0000566	Pran.g_01614	Prac.g_00809
OG0000567	Pran.g_01610	Prac.g_00805
OG0000568	Pran.g_01609	Prac.g_00804
OG0000569	Pran.g_01608	Prac.g_00803
OG0000570	Pran.g_01607	Prac.g_00802
OG0000571	Pran.g_01605	Prac.g_00800
OG0000572	Pran.g_01592	Prac.g_00787
OG0000573	Pran.g_01586	Prac.g_00780
