Orthogroup	Pran	Syaj
OG0000042	Pran.g_01167	Syaj.g_02399
OG0000044	Pran.g_00949	Syaj.g_01344
OG0000047	Pran.g_01864	Syaj.g_02799
OG0000048	Pran.g_01772, Pran.g_01820	Syaj.g_02578
OG0000050	Pran.g_01789, Pran.g_00936, Pran.g_00946	Syaj.g_01242
OG0000050	Pran.g_00149	Syaj.g_01584
OG0000051	Pran.g_00898	Syaj.g_02898
OG0000053	Pran.g_00713	Syaj.g_01409
OG0000054	Pran.g_01572	Syaj.g_01341
OG0000055	Pran.g_01362	Syaj.g_00394
OG0000057	Pran.g_01480	Syaj.g_00438
OG0000059	Pran.g_01056	Syaj.g_02686
OG0000060	Pran.g_01399	Syaj.g_01469, Syaj.g_00067, Syaj.g_00635
OG0000061	Pran.g_00060	Syaj.g_00302
OG0000062	Pran.g_00655	Syaj.g_01700
OG0000063	Pran.g_00391	Syaj.g_02302
OG0000065	Pran.g_00326	Syaj.g_01887, Syaj.g_00007
OG0000066	Pran.g_01639	Syaj.g_00157
OG0000067	Pran.g_01343	Syaj.g_01023
OG0000068	Pran.g_00841	Syaj.g_00059
OG0000070	Pran.g_01727	Syaj.g_01529
OG0000071	Pran.g_00938, Pran.g_00876	Syaj.g_01511
OG0000072	Pran.g_00261	Syaj.g_01992
OG0000073	Pran.g_01679	Syaj.g_00093
OG0000075	Pran.g_01137	Syaj.g_02457
OG0000076	Pran.g_01160	Syaj.g_02417
OG0000077	Pran.g_00354	Syaj.g_01831
OG0000078	Pran.g_00194	Syaj.g_02880
OG0000079	Pran.g_01940	Syaj.g_02609
OG0000081	Pran.g_01647	Syaj.g_02888
OG0000082	Pran.g_01593	Syaj.g_00229
OG0000084	Pran.g_00737	Syaj.g_01375
OG0000085	Pran.g_00963	Syaj.g_01707
OG0000086	Pran.g_00344	Syaj.g_01848
OG0000087	Pran.g_00295	Syaj.g_01945
OG0000088	Pran.g_00266	Syaj.g_01986
OG0000089	Pran.g_01839	Syaj.g_02829, Syaj.g_01915
OG0000090	Pran.g_01645	Syaj.g_00144
OG0000091	Pran.g_01536	Syaj.g_01275
OG0000093	Pran.g_00455	Syaj.g_01042
OG0000094	Pran.g_00549	Syaj.g_00804
OG0000095	Pran.g_00903	Syaj.g_00427
OG0000097	Pran.g_00019	Syaj.g_00589
OG0000098	Pran.g_00855	Syaj.g_02671
OG0000099	Pran.g_00806	Syaj.g_02503
OG0000100	Pran.g_00659	Syaj.g_00987
OG0000101	Pran.g_01105	Syaj.g_02738
OG0000102	Pran.g_01165	Syaj.g_02411
OG0000103	Pran.g_01244	Syaj.g_02243
OG0000104	Pran.g_01253	Syaj.g_02258
OG0000105	Pran.g_01920	Syaj.g_02573
OG0000106	Pran.g_01824	Syaj.g_01130
OG0000107	Pran.g_01808	Syaj.g_02637
OG0000108	Pran.g_01698	Syaj.g_00072
OG0000109	Pran.g_01684	Syaj.g_00087
OG0000110	Pran.g_01603	Syaj.g_00215
OG0000111	Pran.g_01479	Syaj.g_00437
OG0000112	Pran.g_01378	Syaj.g_00907
OG0000113	Pran.g_01321	Syaj.g_00992
OG0000114	Pran.g_00429	Syaj.g_00741
OG0000115	Pran.g_00123	Syaj.g_01402
OG0000116	Pran.g_00070	Syaj.g_00289
OG0000117	Pran.g_01466	Syaj.g_00637
OG0000118	Pran.g_00864	Syaj.g_00267
OG0000119	Pran.g_00845	Syaj.g_00317
OG0000120	Pran.g_00752	Syaj.g_02502
OG0000121	Pran.g_00731	Syaj.g_01383
OG0000122	Pran.g_00693	Syaj.g_01250
OG0000123	Pran.g_01112	Syaj.g_02745
OG0000124	Pran.g_01176	Syaj.g_02388
OG0000125	Pran.g_01212	Syaj.g_02117
OG0000126	Pran.g_01252	Syaj.g_02256
OG0000128	Pran.g_01268	Syaj.g_02274
OG0000129	Pran.g_00381	Syaj.g_02106
OG0000130	Pran.g_00363	Syaj.g_01818
OG0000131	Pran.g_00288	Syaj.g_01964
OG0000132	Pran.g_00268	Syaj.g_00688, Syaj.g_01984
OG0000133	Pran.g_01872	Syaj.g_00902
OG0000134	Pran.g_01838	Syaj.g_02832
OG0000135	Pran.g_01812	Syaj.g_02167
OG0000136	Pran.g_01739	Syaj.g_01550
OG0000137	Pran.g_01703	Syaj.g_01444
OG0000138	Pran.g_01683	Syaj.g_00088, Syaj.g_02631
OG0000139	Pran.g_01641	Syaj.g_00150
OG0000140	Pran.g_01640	Syaj.g_00153
OG0000141	Pran.g_01571	Syaj.g_01340
OG0000142	Pran.g_01543	Syaj.g_01283
OG0000143	Pran.g_01539	Syaj.g_01279
OG0000144	Pran.g_01526	Syaj.g_01151
OG0000145	Pran.g_01400	Syaj.g_00094
OG0000146	Pran.g_01377	Syaj.g_00908
OG0000147	Pran.g_01376	Syaj.g_00909
OG0000148	Pran.g_01327	Syaj.g_01003, Syaj.g_01002
OG0000149	Pran.g_01297	Syaj.g_00369
OG0000150	Pran.g_01289	Syaj.g_01339, Syaj.g_00154
OG0000151	Pran.g_00439	Syaj.g_01074
OG0000152	Pran.g_00487	Syaj.g_00898
OG0000153	Pran.g_00506	Syaj.g_00842
OG0000154	Pran.g_00542	Syaj.g_00814
OG0000155	Pran.g_00040	Syaj.g_00338
OG0000156	Pran.g_00887	Syaj.g_00282
OG0000157	Pran.g_00886	Syaj.g_00281
OG0000158	Pran.g_00822	Syaj.g_02445
OG0000160	Pran.g_00732	Syaj.g_01382
OG0000161	Pran.g_00726	Syaj.g_01389
OG0000162	Pran.g_00720	Syaj.g_01395
OG0000163	Pran.g_00686	Syaj.g_01639
OG0000164	Pran.g_00994	Syaj.g_01758
OG0000165	Pran.g_01001	Syaj.g_01582
OG0000166	Pran.g_01069, Pran.g_01068	Syaj.g_02698
OG0000167	Pran.g_01135	Syaj.g_02460
OG0000168	Pran.g_01144	Syaj.g_02444
OG0000169	Pran.g_01154	Syaj.g_02431, Syaj.g_02429
OG0000170	Pran.g_01156	Syaj.g_02422
OG0000171	Pran.g_01175	Syaj.g_02389
OG0000172	Pran.g_01184	Syaj.g_02365
OG0000173	Pran.g_01199	Syaj.g_02321
OG0000174	Pran.g_01226	Syaj.g_02169
OG0000175	Pran.g_01236	Syaj.g_02229
OG0000176	Pran.g_01261	Syaj.g_02266
OG0000177	Pran.g_01262	Syaj.g_02267
OG0000178	Pran.g_01263	Syaj.g_02268
OG0000179	Pran.g_00408	Syaj.g_02283
OG0000180	Pran.g_00407	Syaj.g_02284
OG0000181	Pran.g_00406	Syaj.g_02285
OG0000182	Pran.g_00405	Syaj.g_02286
OG0000183	Pran.g_00401	Syaj.g_02290
OG0000184	Pran.g_00379	Syaj.g_02098
OG0000185	Pran.g_00376	Syaj.g_02087
OG0000186	Pran.g_00368	Syaj.g_01812
OG0000187	Pran.g_00367	Syaj.g_01814
OG0000188	Pran.g_00350	Syaj.g_01837
OG0000189	Pran.g_00337	Syaj.g_01874
OG0000190	Pran.g_00336	Syaj.g_01876
OG0000191	Pran.g_00316	Syaj.g_01910
OG0000192	Pran.g_00312	Syaj.g_01919
OG0000193	Pran.g_00287	Syaj.g_01965
OG0000194	Pran.g_00283	Syaj.g_01968
OG0000195	Pran.g_00281	Syaj.g_01971
OG0000196	Pran.g_00271	Syaj.g_01981
OG0000197	Pran.g_00270	Syaj.g_01982
OG0000198	Pran.g_00269	Syaj.g_01983
OG0000199	Pran.g_00262	Syaj.g_01991
OG0000200	Pran.g_00248	Syaj.g_02008
OG0000201	Pran.g_00240	Syaj.g_02024
OG0000202	Pran.g_00239	Syaj.g_02025
OG0000203	Pran.g_00238	Syaj.g_02026
OG0000204	Pran.g_00237	Syaj.g_02027
OG0000205	Pran.g_00230	Syaj.g_02035
OG0000206	Pran.g_00225	Syaj.g_02043
OG0000207	Pran.g_00223	Syaj.g_02045
OG0000208	Pran.g_00222	Syaj.g_02046
OG0000209	Pran.g_00213	Syaj.g_02070
OG0000210	Pran.g_00212	Syaj.g_02071
OG0000211	Pran.g_00199	Syaj.g_02856
OG0000212	Pran.g_00193	Syaj.g_02881
OG0000213	Pran.g_01935	Syaj.g_02601
OG0000214	Pran.g_01926	Syaj.g_02582
OG0000215	Pran.g_01902	Syaj.g_02551
OG0000216	Pran.g_01900	Syaj.g_02547
OG0000217	Pran.g_01897	Syaj.g_02543
OG0000218	Pran.g_01895	Syaj.g_02541
OG0000219	Pran.g_01894	Syaj.g_02540
OG0000220	Pran.g_01893	Syaj.g_02539
OG0000221	Pran.g_01892	Syaj.g_02530
OG0000222	Pran.g_01884	Syaj.g_02516
OG0000223	Pran.g_01871	Syaj.g_02494
OG0000224	Pran.g_01869	Syaj.g_02487
OG0000225	Pran.g_01849	Syaj.g_02821
OG0000226	Pran.g_01845	Syaj.g_02825
OG0000227	Pran.g_01843	Syaj.g_02827
OG0000228	Pran.g_01840	Syaj.g_02828
OG0000229	Pran.g_01744	Syaj.g_01555
OG0000230	Pran.g_01742	Syaj.g_01553
OG0000231	Pran.g_01728	Syaj.g_01541
OG0000232	Pran.g_01720	Syaj.g_01497
OG0000233	Pran.g_01715	Syaj.g_01481
OG0000234	Pran.g_01702	Syaj.g_01442
OG0000235	Pran.g_01699	Syaj.g_00071
OG0000236	Pran.g_01685	Syaj.g_00086
OG0000237	Pran.g_01672	Syaj.g_00103
OG0000238	Pran.g_01666	Syaj.g_00108
OG0000239	Pran.g_01653	Syaj.g_00125
OG0000240	Pran.g_01652	Syaj.g_00126
OG0000241	Pran.g_01648	Syaj.g_01291
OG0000242	Pran.g_01646	Syaj.g_00142
OG0000243	Pran.g_01635	Syaj.g_00164
OG0000244	Pran.g_01632	Syaj.g_00180
OG0000245	Pran.g_01630	Syaj.g_00182
OG0000246	Pran.g_01626	Syaj.g_00186
OG0000247	Pran.g_01616	Syaj.g_00197
OG0000248	Pran.g_01613	Syaj.g_00200
OG0000249	Pran.g_01611	Syaj.g_00202
OG0000250	Pran.g_01606	Syaj.g_00211
OG0000251	Pran.g_01587	Syaj.g_00237
OG0000252	Pran.g_01584	Syaj.g_00243
OG0000253	Pran.g_01583	Syaj.g_00245
OG0000254	Pran.g_01567	Syaj.g_01335
OG0000255	Pran.g_01561	Syaj.g_01315
OG0000256	Pran.g_01551	Syaj.g_01297
OG0000257	Pran.g_01548	Syaj.g_01292
OG0000258	Pran.g_01535	Syaj.g_01274
OG0000259	Pran.g_01518	Syaj.g_00707
OG0000260	Pran.g_01515	Syaj.g_00712
OG0000261	Pran.g_01513	Syaj.g_00715
OG0000262	Pran.g_01509	Syaj.g_00720
OG0000263	Pran.g_01497	Syaj.g_00605
OG0000264	Pran.g_01487	Syaj.g_00485
OG0000265	Pran.g_01460	Syaj.g_00510
OG0000266	Pran.g_01450	Syaj.g_00946
OG0000267	Pran.g_01439	Syaj.g_00770
OG0000268	Pran.g_01438	Syaj.g_00771
OG0000269	Pran.g_01348	Syaj.g_01031
OG0000270	Pran.g_01345	Syaj.g_01025
OG0000271	Pran.g_01337	Syaj.g_01017
OG0000272	Pran.g_01336	Syaj.g_01016
OG0000273	Pran.g_01313	Syaj.g_00389
OG0000274	Pran.g_01312	Syaj.g_00388
OG0000275	Pran.g_01310	Syaj.g_00384
OG0000276	Pran.g_01305	Syaj.g_00377
OG0000277	Pran.g_01304	Syaj.g_00376
OG0000278	Pran.g_01301	Syaj.g_00373
OG0000279	Pran.g_01294	Syaj.g_00357
OG0000280	Pran.g_01293	Syaj.g_00348
OG0000281	Pran.g_01287	Syaj.g_02670
OG0000282	Pran.g_00431	Syaj.g_00743
OG0000283	Pran.g_00464	Syaj.g_00790
OG0000284	Pran.g_00469	Syaj.g_00930
OG0000285	Pran.g_00474	Syaj.g_00917
OG0000286	Pran.g_00486	Syaj.g_00899
OG0000287	Pran.g_00503	Syaj.g_00849
OG0000288	Pran.g_00541	Syaj.g_00815
OG0000289	Pran.g_00552	Syaj.g_00800
OG0000290	Pran.g_00565	Syaj.g_00424
OG0000291	Pran.g_00567	Syaj.g_00426
OG0000292	Pran.g_00135	Syaj.g_02255
OG0000293	Pran.g_00069	Syaj.g_00290
OG0000294	Pran.g_00068	Syaj.g_00291
OG0000295	Pran.g_00048	Syaj.g_00330
OG0000296	Pran.g_00046	Syaj.g_00332
OG0000297	Pran.g_00038	Syaj.g_00639
OG0000298	Pran.g_00037	Syaj.g_00638
OG0000299	Pran.g_00020	Syaj.g_00592
OG0000300	Pran.g_00017	Syaj.g_00586
OG0000301	Pran.g_00016	Syaj.g_00585
OG0000302	Pran.g_00014	Syaj.g_00582
OG0000303	Pran.g_00007	Syaj.g_00572
OG0000304	Pran.g_00003	Syaj.g_00566
OG0000305	Pran.g_00848	Syaj.g_00429
OG0000306	Pran.g_00846	Syaj.g_01126
OG0000307	Pran.g_00832	Syaj.g_00051
OG0000308	Pran.g_00831	Syaj.g_00049
OG0000309	Pran.g_00827	Syaj.g_00044
OG0000310	Pran.g_00748	Syaj.g_01358
OG0000311	Pran.g_00746	Syaj.g_01362
OG0000312	Pran.g_00743	Syaj.g_01368
OG0000313	Pran.g_00729	Syaj.g_01386
OG0000314	Pran.g_00706	Syaj.g_01420
OG0000315	Pran.g_00696	Syaj.g_01430
OG0000316	Pran.g_00676	Syaj.g_01664
OG0000317	Pran.g_00968	Syaj.g_01715
OG0000318	Pran.g_00971	Syaj.g_01722
OG0000319	Pran.g_00984	Syaj.g_01741
OG0000320	Pran.g_00986	Syaj.g_01743
OG0000321	Pran.g_00987	Syaj.g_01744
OG0000322	Pran.g_00988	Syaj.g_01745
OG0000323	Pran.g_00997	Syaj.g_01760
OG0000324	Pran.g_01023	Syaj.g_01609
OG0000325	Pran.g_01033	Syaj.g_02638
OG0000326	Pran.g_01039	Syaj.g_02645
OG0000327	Pran.g_01063	Syaj.g_02693
OG0000328	Pran.g_01064	Syaj.g_02694
OG0000329	Pran.g_01082	Syaj.g_02712
OG0000330	Pran.g_01083	Syaj.g_02713
OG0000331	Pran.g_01084	Syaj.g_02714
OG0000332	Pran.g_01098	Syaj.g_02729
OG0000333	Pran.g_01100	Syaj.g_02732
OG0000334	Pran.g_01108	Syaj.g_02741
OG0000335	Pran.g_01113	Syaj.g_02746
OG0000336	Pran.g_01117	Syaj.g_02750
OG0000337	Pran.g_01133	Syaj.g_02466
OG0000338	Pran.g_01134	Syaj.g_02462
OG0000339	Pran.g_01138	Syaj.g_02455
OG0000340	Pran.g_01145	Syaj.g_02443
OG0000341	Pran.g_01147	Syaj.g_02441
OG0000342	Pran.g_01148	Syaj.g_02440
OG0000343	Pran.g_01149	Syaj.g_02437
OG0000344	Pran.g_01152	Syaj.g_02433
OG0000345	Pran.g_01157	Syaj.g_02421
OG0000346	Pran.g_01161	Syaj.g_02416
OG0000347	Pran.g_01177	Syaj.g_02383
OG0000348	Pran.g_01187	Syaj.g_02333
OG0000349	Pran.g_01203	Syaj.g_02314
OG0000350	Pran.g_01222	Syaj.g_02652
OG0000351	Pran.g_01239	Syaj.g_02234
OG0000352	Pran.g_01240	Syaj.g_02235
OG0000353	Pran.g_01256	Syaj.g_02261
OG0000355	Pran.g_01258	Syaj.g_02263
OG0000356	Pran.g_01259	Syaj.g_02264
OG0000357	Pran.g_01260	Syaj.g_02265
OG0000358	Pran.g_01264	Syaj.g_02269
OG0000359	Pran.g_01265	Syaj.g_02271
OG0000360	Pran.g_01266	Syaj.g_02272
OG0000361	Pran.g_01267	Syaj.g_02273
OG0000362	Pran.g_01269	Syaj.g_02275
OG0000363	Pran.g_00410	Syaj.g_02277
OG0000364	Pran.g_00409	Syaj.g_02278
OG0000365	Pran.g_00404	Syaj.g_02287
OG0000366	Pran.g_00403	Syaj.g_02288
OG0000367	Pran.g_00402	Syaj.g_02289
OG0000368	Pran.g_00400	Syaj.g_02291
OG0000369	Pran.g_00399	Syaj.g_02292
OG0000370	Pran.g_00398	Syaj.g_02293
OG0000371	Pran.g_00392	Syaj.g_02301
OG0000372	Pran.g_00389	Syaj.g_02307
OG0000373	Pran.g_00388	Syaj.g_02308
OG0000374	Pran.g_00387	Syaj.g_02309
OG0000375	Pran.g_00385	Syaj.g_02310
OG0000376	Pran.g_00383	Syaj.g_02312
OG0000377	Pran.g_00380	Syaj.g_02105
OG0000378	Pran.g_00378	Syaj.g_02091
OG0000379	Pran.g_00375	Syaj.g_02086
OG0000380	Pran.g_00366	Syaj.g_01815
OG0000381	Pran.g_00362	Syaj.g_01819
OG0000382	Pran.g_00351	Syaj.g_01836
OG0000383	Pran.g_00349	Syaj.g_01839
OG0000384	Pran.g_00348	Syaj.g_01840
OG0000385	Pran.g_00347	Syaj.g_01841
OG0000386	Pran.g_00346	Syaj.g_01842
OG0000387	Pran.g_00334	Syaj.g_01878
OG0000388	Pran.g_00331	Syaj.g_01882
OG0000389	Pran.g_00327	Syaj.g_01886
OG0000390	Pran.g_00320	Syaj.g_01904
OG0000391	Pran.g_00317	Syaj.g_01909
OG0000392	Pran.g_00313	Syaj.g_01918
OG0000393	Pran.g_00311	Syaj.g_01922
OG0000394	Pran.g_00310	Syaj.g_01923
OG0000395	Pran.g_00309	Syaj.g_01924
OG0000396	Pran.g_00307	Syaj.g_01928
OG0000397	Pran.g_00305	Syaj.g_01930
OG0000398	Pran.g_00303	Syaj.g_01935
OG0000399	Pran.g_00302	Syaj.g_01936
OG0000400	Pran.g_00301	Syaj.g_01937
OG0000401	Pran.g_00300	Syaj.g_01938
OG0000402	Pran.g_00298	Syaj.g_01940
OG0000403	Pran.g_00297	Syaj.g_01941
OG0000404	Pran.g_00296	Syaj.g_01943
OG0000405	Pran.g_00292	Syaj.g_01961
OG0000406	Pran.g_00286	Syaj.g_01966
OG0000407	Pran.g_00285	Syaj.g_01967
OG0000408	Pran.g_00282	Syaj.g_01970
OG0000409	Pran.g_00280	Syaj.g_01972
OG0000410	Pran.g_00279	Syaj.g_01973
OG0000411	Pran.g_00278	Syaj.g_01974
OG0000412	Pran.g_00277	Syaj.g_01975
OG0000413	Pran.g_00276	Syaj.g_01977
OG0000415	Pran.g_00274	Syaj.g_01978
OG0000416	Pran.g_00273	Syaj.g_01979
OG0000417	Pran.g_00272	Syaj.g_01980
OG0000418	Pran.g_00267	Syaj.g_01985
OG0000419	Pran.g_00265	Syaj.g_01987
OG0000420	Pran.g_00264	Syaj.g_01989
OG0000421	Pran.g_00259	Syaj.g_01994
OG0000422	Pran.g_00258	Syaj.g_01995
OG0000423	Pran.g_00257	Syaj.g_01996
OG0000424	Pran.g_00256	Syaj.g_01997
OG0000425	Pran.g_00255	Syaj.g_01998
OG0000426	Pran.g_00254	Syaj.g_01999
OG0000427	Pran.g_00253	Syaj.g_02000
OG0000428	Pran.g_00251	Syaj.g_02003
OG0000429	Pran.g_00250	Syaj.g_02005
OG0000430	Pran.g_00249	Syaj.g_02007
OG0000431	Pran.g_00247	Syaj.g_02010
OG0000432	Pran.g_00244	Syaj.g_02017
OG0000433	Pran.g_00243	Syaj.g_02020
OG0000434	Pran.g_00242	Syaj.g_02021
OG0000435	Pran.g_00241	Syaj.g_02023
OG0000436	Pran.g_00236	Syaj.g_02029
OG0000437	Pran.g_00235	Syaj.g_02030
OG0000438	Pran.g_00234	Syaj.g_02031
OG0000439	Pran.g_00232	Syaj.g_02033
OG0000440	Pran.g_00231	Syaj.g_02034
OG0000441	Pran.g_00228	Syaj.g_02038
OG0000442	Pran.g_00227	Syaj.g_02039
OG0000443	Pran.g_00226	Syaj.g_02040
OG0000444	Pran.g_00221	Syaj.g_02052
OG0000445	Pran.g_00220	Syaj.g_02053
OG0000446	Pran.g_00219	Syaj.g_02055
OG0000447	Pran.g_00218	Syaj.g_02058
OG0000448	Pran.g_00217	Syaj.g_02059
OG0000449	Pran.g_00216	Syaj.g_02060
OG0000450	Pran.g_00215	Syaj.g_02067
OG0000451	Pran.g_00214	Syaj.g_02068
OG0000452	Pran.g_00211	Syaj.g_02072
OG0000453	Pran.g_00210	Syaj.g_02073
OG0000454	Pran.g_00209	Syaj.g_02074
OG0000455	Pran.g_00208	Syaj.g_02075
OG0000456	Pran.g_00207	Syaj.g_02076
OG0000457	Pran.g_00206	Syaj.g_02078
OG0000458	Pran.g_00205	Syaj.g_02079
OG0000459	Pran.g_00204	Syaj.g_02080
OG0000460	Pran.g_00197	Syaj.g_02858
OG0000461	Pran.g_01950	Syaj.g_02623
OG0000462	Pran.g_01948	Syaj.g_02620
OG0000463	Pran.g_01947	Syaj.g_02619
OG0000464	Pran.g_01946	Syaj.g_02618
OG0000465	Pran.g_01945	Syaj.g_02617
OG0000466	Pran.g_01942	Syaj.g_02612
OG0000467	Pran.g_01941	Syaj.g_02610
OG0000468	Pran.g_01939	Syaj.g_02605
OG0000469	Pran.g_01931	Syaj.g_02590
OG0000470	Pran.g_01929	Syaj.g_02586
OG0000471	Pran.g_01928	Syaj.g_02585
OG0000472	Pran.g_01927	Syaj.g_02583
OG0000473	Pran.g_01925	Syaj.g_02581
OG0000474	Pran.g_01924	Syaj.g_02580
OG0000475	Pran.g_01923	Syaj.g_02579
OG0000476	Pran.g_01922	Syaj.g_02577
OG0000477	Pran.g_01919	Syaj.g_02571
OG0000478	Pran.g_01918	Syaj.g_02570
OG0000479	Pran.g_01917	Syaj.g_02569
OG0000480	Pran.g_01912	Syaj.g_02562
OG0000481	Pran.g_01910	Syaj.g_02560
OG0000482	Pran.g_01909	Syaj.g_02559
OG0000483	Pran.g_01906	Syaj.g_02555
OG0000484	Pran.g_01905	Syaj.g_02554
OG0000485	Pran.g_01904	Syaj.g_02553
OG0000486	Pran.g_01903	Syaj.g_02552
OG0000487	Pran.g_01899	Syaj.g_02546
OG0000488	Pran.g_01896	Syaj.g_02542
OG0000489	Pran.g_01891	Syaj.g_02529
OG0000490	Pran.g_01886	Syaj.g_02519
OG0000491	Pran.g_01885	Syaj.g_02517
OG0000492	Pran.g_01883	Syaj.g_02515
OG0000493	Pran.g_01882	Syaj.g_02514
OG0000494	Pran.g_01881	Syaj.g_02513
OG0000495	Pran.g_01880	Syaj.g_02512
OG0000496	Pran.g_01879	Syaj.g_02511
OG0000497	Pran.g_01878	Syaj.g_02510
OG0000498	Pran.g_01877	Syaj.g_02509
OG0000499	Pran.g_01876	Syaj.g_02508
OG0000500	Pran.g_01875	Syaj.g_02507
OG0000501	Pran.g_01873	Syaj.g_02504
OG0000502	Pran.g_01870	Syaj.g_02492
OG0000503	Pran.g_01860	Syaj.g_02805
OG0000504	Pran.g_01859	Syaj.g_02807
OG0000505	Pran.g_01858	Syaj.g_02808
OG0000506	Pran.g_01857	Syaj.g_02810
OG0000507	Pran.g_01854	Syaj.g_02816
OG0000508	Pran.g_01850	Syaj.g_02820
OG0000509	Pran.g_01848	Syaj.g_02822
OG0000510	Pran.g_01847	Syaj.g_02823
OG0000511	Pran.g_01846	Syaj.g_02824
OG0000512	Pran.g_01844	Syaj.g_02826
OG0000513	Pran.g_01837	Syaj.g_02833
OG0000514	Pran.g_01749	Syaj.g_02839
OG0000515	Pran.g_01748	Syaj.g_02840
OG0000516	Pran.g_01747	Syaj.g_01561
OG0000517	Pran.g_01745	Syaj.g_01556
OG0000518	Pran.g_01734	Syaj.g_01544
OG0000519	Pran.g_01733	Syaj.g_01543
OG0000520	Pran.g_01729	Syaj.g_01542
OG0000521	Pran.g_01724	Syaj.g_00271
OG0000522	Pran.g_01723	Syaj.g_00273
OG0000523	Pran.g_01722	Syaj.g_00274
OG0000524	Pran.g_01717	Syaj.g_01485
OG0000525	Pran.g_01714	Syaj.g_01454
OG0000526	Pran.g_01713	Syaj.g_01451
OG0000527	Pran.g_01705	Syaj.g_01446
OG0000528	Pran.g_01700	Syaj.g_00065
OG0000529	Pran.g_01697	Syaj.g_00073
OG0000530	Pran.g_01694	Syaj.g_00076
OG0000531	Pran.g_01693	Syaj.g_00077
OG0000532	Pran.g_01691	Syaj.g_00080
OG0000533	Pran.g_01690	Syaj.g_00081
OG0000534	Pran.g_01689	Syaj.g_00082
OG0000535	Pran.g_01688	Syaj.g_00083
OG0000536	Pran.g_01687	Syaj.g_00084
OG0000537	Pran.g_01686	Syaj.g_00085
OG0000538	Pran.g_01678	Syaj.g_00096
OG0000539	Pran.g_01677	Syaj.g_00097
OG0000540	Pran.g_01676	Syaj.g_00098
OG0000541	Pran.g_01675	Syaj.g_00099
OG0000542	Pran.g_01673	Syaj.g_00102
OG0000543	Pran.g_01671	Syaj.g_00104
OG0000544	Pran.g_01670	Syaj.g_00105
OG0000545	Pran.g_01668	Syaj.g_00107
OG0000546	Pran.g_01665	Syaj.g_00109
OG0000547	Pran.g_01663	Syaj.g_00111
OG0000548	Pran.g_01662	Syaj.g_00112
OG0000549	Pran.g_01660	Syaj.g_00118
OG0000550	Pran.g_01655	Syaj.g_00123
OG0000551	Pran.g_01651	Syaj.g_00128
OG0000552	Pran.g_01650	Syaj.g_00129
OG0000553	Pran.g_01649	Syaj.g_00133
OG0000554	Pran.g_01644	Syaj.g_00145
OG0000555	Pran.g_01636	Syaj.g_00163
OG0000556	Pran.g_01634	Syaj.g_00167
OG0000557	Pran.g_01633	Syaj.g_00178
OG0000558	Pran.g_01631	Syaj.g_00181
OG0000559	Pran.g_01627	Syaj.g_00185
OG0000560	Pran.g_01624	Syaj.g_00188
OG0000561	Pran.g_01623	Syaj.g_00189
OG0000562	Pran.g_01622	Syaj.g_00190
