Orthogroup	Pran	Syae
OG0000062	Pran.g_00655	Syae.g_01145
OG0000063	Pran.g_00391	Syae.g_01752
OG0000065	Pran.g_00326	Syae.g_01363, Syae.g_00722
OG0000066	Pran.g_01639	Syae.g_02386
OG0000067	Pran.g_01343	Syae.g_00521
OG0000068	Pran.g_00841	Syae.g_02299
OG0000069	Pran.g_00614	Syae.g_00458
OG0000070	Pran.g_01727	Syae.g_00979
OG0000071	Pran.g_00938, Pran.g_00876	Syae.g_00961
OG0000072	Pran.g_00261	Syae.g_01455
OG0000073	Pran.g_01679	Syae.g_02330
OG0000074	Pran.g_01496	Syae.g_00719
OG0000075	Pran.g_01137	Syae.g_01871
OG0000076	Pran.g_01160	Syae.g_01829
OG0000077	Pran.g_00354	Syae.g_01297
OG0000078	Pran.g_00194	Syae.g_02243
OG0000079	Pran.g_01940	Syae.g_02011
OG0000081	Pran.g_01647	Syae.g_02261
OG0000082	Pran.g_01593	Syae.g_02447
OG0000084	Pran.g_00737	Syae.g_00857, Syae.g_02656
OG0000085	Pran.g_00963	Syae.g_01152
OG0000086	Pran.g_00344	Syae.g_01333
OG0000087	Pran.g_00295	Syae.g_01414
OG0000088	Pran.g_00266	Syae.g_01449
OG0000089	Pran.g_01839	Syae.g_02219
OG0000090	Pran.g_01645	Syae.g_02374
OG0000091	Pran.g_01536	Syae.g_00082
OG0000093	Pran.g_00455	Syae.g_00537
OG0000094	Pran.g_00549	Syae.g_00430
OG0000095	Pran.g_00903	Syae.g_00793, Syae.g_00259
OG0000095	Pran.g_00568	Syae.g_01624
OG0000097	Pran.g_00019	Syae.g_00683
OG0000098	Pran.g_00855	Syae.g_02384, Syae.g_02058
OG0000099	Pran.g_00806	Syae.g_01913, Syae.g_01226
OG0000100	Pran.g_00659	Syae.g_00489
OG0000101	Pran.g_01105	Syae.g_02125
OG0000102	Pran.g_01165	Syae.g_01824
OG0000103	Pran.g_01244	Syae.g_01694
OG0000104	Pran.g_01253	Syae.g_01708
OG0000105	Pran.g_01920	Syae.g_01977
OG0000106	Pran.g_01824	Syae.g_00272
OG0000107	Pran.g_01808	Syae.g_02032
OG0000108	Pran.g_01698	Syae.g_02309
OG0000109	Pran.g_01684	Syae.g_02324
OG0000110	Pran.g_01603	Syae.g_02435
OG0000111	Pran.g_01479	Syae.g_00783
OG0000112	Pran.g_01378	Syae.g_00351
OG0000113	Pran.g_01321	Syae.g_00494
OG0000114	Pran.g_00429	Syae.g_00575
OG0000115	Pran.g_00123	Syae.g_02631
OG0000116	Pran.g_00070	Syae.g_00939
OG0000117	Pran.g_01466	Syae.g_00647
OG0000118	Pran.g_00864	Syae.g_02479
OG0000119	Pran.g_00845	Syae.g_00904
OG0000120	Pran.g_00752	Syae.g_01912
OG0000121	Pran.g_00731	Syae.g_02649
OG0000122	Pran.g_00693	Syae.g_00112
OG0000123	Pran.g_01112	Syae.g_02131
OG0000124	Pran.g_01176	Syae.g_01809
OG0000125	Pran.g_01212	Syae.g_01573
OG0000126	Pran.g_01252	Syae.g_01706
OG0000128	Pran.g_01268	Syae.g_01724
OG0000129	Pran.g_00381	Syae.g_01562
OG0000130	Pran.g_00363	Syae.g_01284
OG0000131	Pran.g_00288	Syae.g_01428
OG0000132	Pran.g_00268	Syae.g_01447
OG0000133	Pran.g_01872	Syae.g_00356
OG0000134	Pran.g_01838	Syae.g_02222
OG0000135	Pran.g_01812	Syae.g_01608
OG0000136	Pran.g_01739	Syae.g_00989
OG0000137	Pran.g_01703	Syae.g_02530
OG0000138	Pran.g_01683	Syae.g_02325
OG0000139	Pran.g_01641	Syae.g_02380
OG0000140	Pran.g_01640	Syae.g_02383
OG0000141	Pran.g_01571	Syae.g_00016
OG0000142	Pran.g_01543	Syae.g_00074
OG0000143	Pran.g_01539	Syae.g_00078
OG0000144	Pran.g_01526	Syae.g_00261
OG0000145	Pran.g_01400	Syae.g_02331
OG0000146	Pran.g_01377	Syae.g_00350
OG0000147	Pran.g_01376	Syae.g_00349
OG0000148	Pran.g_01327	Syae.g_00500
OG0000149	Pran.g_01297	Syae.g_00847
OG0000150	Pran.g_01289	Syae.g_00017
OG0000151	Pran.g_00439	Syae.g_00563
OG0000152	Pran.g_00487	Syae.g_00360
OG0000153	Pran.g_00506	Syae.g_00394
OG0000154	Pran.g_00542	Syae.g_00420
OG0000155	Pran.g_00040	Syae.g_00885
OG0000156	Pran.g_00887	Syae.g_00945
OG0000157	Pran.g_00886	Syae.g_00946
OG0000158	Pran.g_00822	Syae.g_01858
OG0000160	Pran.g_00732	Syae.g_02650
OG0000161	Pran.g_00726	Syae.g_02644
OG0000162	Pran.g_00720	Syae.g_02638
OG0000163	Pran.g_00686	Syae.g_01092
OG0000164	Pran.g_00994	Syae.g_01198
OG0000165	Pran.g_01001	Syae.g_01021
OG0000166	Pran.g_01069, Pran.g_01068	Syae.g_02085
OG0000167	Pran.g_01135	Syae.g_01874
OG0000168	Pran.g_01144	Syae.g_01856
OG0000169	Pran.g_01154	Syae.g_01841
OG0000170	Pran.g_01156	Syae.g_01834
OG0000171	Pran.g_01175	Syae.g_01810
OG0000172	Pran.g_01184	Syae.g_01788
OG0000173	Pran.g_01199	Syae.g_01770
OG0000174	Pran.g_01226	Syae.g_01610
OG0000175	Pran.g_01236	Syae.g_01679
OG0000176	Pran.g_01261	Syae.g_01716
OG0000177	Pran.g_01262	Syae.g_01717
OG0000178	Pran.g_01263	Syae.g_01718
OG0000179	Pran.g_00408	Syae.g_01733
OG0000180	Pran.g_00407	Syae.g_01734
OG0000181	Pran.g_00406	Syae.g_01735
OG0000182	Pran.g_00405	Syae.g_01736
OG0000183	Pran.g_00401	Syae.g_01740
OG0000184	Pran.g_00379	Syae.g_01554
OG0000185	Pran.g_00376	Syae.g_01551
OG0000186	Pran.g_00368	Syae.g_01279
OG0000187	Pran.g_00367	Syae.g_01280
OG0000188	Pran.g_00350	Syae.g_01323
OG0000189	Pran.g_00337	Syae.g_01350
OG0000190	Pran.g_00336	Syae.g_01352
OG0000191	Pran.g_00316	Syae.g_01384
OG0000192	Pran.g_00312	Syae.g_01390
OG0000193	Pran.g_00287	Syae.g_01429
OG0000194	Pran.g_00283	Syae.g_01432
OG0000195	Pran.g_00281	Syae.g_01434
OG0000196	Pran.g_00271	Syae.g_01444
OG0000197	Pran.g_00270	Syae.g_01445
OG0000198	Pran.g_00269	Syae.g_01446
OG0000199	Pran.g_00262	Syae.g_01454
OG0000200	Pran.g_00248	Syae.g_01471
OG0000201	Pran.g_00240	Syae.g_01487
OG0000202	Pran.g_00239	Syae.g_01488
OG0000203	Pran.g_00238	Syae.g_01489
OG0000204	Pran.g_00237	Syae.g_01490
OG0000205	Pran.g_00230	Syae.g_01497
OG0000206	Pran.g_00225	Syae.g_01504
OG0000207	Pran.g_00223	Syae.g_01506
OG0000208	Pran.g_00222	Syae.g_01507
OG0000209	Pran.g_00213	Syae.g_01528
OG0000210	Pran.g_00212	Syae.g_01529
OG0000211	Pran.g_00199	Syae.g_02234
OG0000212	Pran.g_00193	Syae.g_02244
OG0000213	Pran.g_01935	Syae.g_02003
OG0000214	Pran.g_01926	Syae.g_01986
OG0000215	Pran.g_01902	Syae.g_01955
OG0000216	Pran.g_01900	Syae.g_01951
OG0000217	Pran.g_01897	Syae.g_01947
OG0000218	Pran.g_01895	Syae.g_01945
OG0000219	Pran.g_01894	Syae.g_01944
OG0000220	Pran.g_01893	Syae.g_01943
OG0000221	Pran.g_01892	Syae.g_01937
OG0000222	Pran.g_01884	Syae.g_01926
OG0000223	Pran.g_01871	Syae.g_01904
OG0000224	Pran.g_01869	Syae.g_01897
OG0000225	Pran.g_01849	Syae.g_02208
OG0000226	Pran.g_01845	Syae.g_02212
OG0000227	Pran.g_01843	Syae.g_02214
OG0000228	Pran.g_01840	Syae.g_02218
OG0000229	Pran.g_01744	Syae.g_00994
OG0000230	Pran.g_01742	Syae.g_00992
OG0000231	Pran.g_01728	Syae.g_00980
OG0000232	Pran.g_01720	Syae.g_02496
OG0000233	Pran.g_01715	Syae.g_02504
OG0000234	Pran.g_01702	Syae.g_02532
OG0000235	Pran.g_01699	Syae.g_02308
OG0000236	Pran.g_01685	Syae.g_02323
OG0000237	Pran.g_01672	Syae.g_02340
OG0000238	Pran.g_01666	Syae.g_02345
OG0000239	Pran.g_01653	Syae.g_02360
OG0000240	Pran.g_01652	Syae.g_02361
OG0000241	Pran.g_01648	Syae.g_00065
OG0000242	Pran.g_01646	Syae.g_02372
OG0000243	Pran.g_01635	Syae.g_02391
OG0000244	Pran.g_01632	Syae.g_02399
OG0000245	Pran.g_01630	Syae.g_02401
OG0000246	Pran.g_01626	Syae.g_02405
OG0000247	Pran.g_01616	Syae.g_02416
OG0000248	Pran.g_01613	Syae.g_02419
OG0000249	Pran.g_01611	Syae.g_02421
OG0000250	Pran.g_01606	Syae.g_02431
OG0000251	Pran.g_01587	Syae.g_02455
OG0000252	Pran.g_01584	Syae.g_02458
OG0000253	Pran.g_01583	Syae.g_02459
OG0000254	Pran.g_01567	Syae.g_00021
OG0000255	Pran.g_01561	Syae.g_00041
OG0000256	Pran.g_01551	Syae.g_00058
OG0000257	Pran.g_01548	Syae.g_00064
OG0000258	Pran.g_01535	Syae.g_00083
OG0000259	Pran.g_01518	Syae.g_00608
OG0000260	Pran.g_01515	Syae.g_00603
OG0000261	Pran.g_01513	Syae.g_00600
OG0000262	Pran.g_01509	Syae.g_00595
OG0000263	Pran.g_01497	Syae.g_00671
OG0000264	Pran.g_01487	Syae.g_00761
OG0000265	Pran.g_01460	Syae.g_00932, Syae.g_00226
OG0000266	Pran.g_01450	Syae.g_00457
OG0000267	Pran.g_01439	Syae.g_00304
OG0000268	Pran.g_01438	Syae.g_00308
OG0000269	Pran.g_01348	Syae.g_00526
OG0000270	Pran.g_01345	Syae.g_00523
OG0000271	Pran.g_01337	Syae.g_00515
OG0000272	Pran.g_01336	Syae.g_00514
OG0000273	Pran.g_01313	Syae.g_00825
OG0000274	Pran.g_01312	Syae.g_00826
OG0000275	Pran.g_01310	Syae.g_00832
OG0000276	Pran.g_01305	Syae.g_00839
OG0000277	Pran.g_01304	Syae.g_00840
OG0000278	Pran.g_01301	Syae.g_00843
OG0000279	Pran.g_01294	Syae.g_00851
OG0000280	Pran.g_01293	Syae.g_00877
OG0000281	Pran.g_01287	Syae.g_02057
OG0000282	Pran.g_00431	Syae.g_00573
OG0000283	Pran.g_00464	Syae.g_00321
OG0000284	Pran.g_00469	Syae.g_00327
OG0000285	Pran.g_00474	Syae.g_00340
OG0000286	Pran.g_00486	Syae.g_00359
OG0000287	Pran.g_00503	Syae.g_00387
OG0000288	Pran.g_00541	Syae.g_00419
OG0000289	Pran.g_00552	Syae.g_00433
OG0000290	Pran.g_00565	Syae.g_00796
OG0000291	Pran.g_00567	Syae.g_00794
OG0000292	Pran.g_00135	Syae.g_01705
OG0000293	Pran.g_00069	Syae.g_00938
OG0000294	Pran.g_00068	Syae.g_00937
OG0000295	Pran.g_00048	Syae.g_00893
OG0000296	Pran.g_00046	Syae.g_00891
OG0000297	Pran.g_00038	Syae.g_00645
OG0000298	Pran.g_00037	Syae.g_00646
OG0000299	Pran.g_00020	Syae.g_00680
OG0000300	Pran.g_00017	Syae.g_00686
OG0000301	Pran.g_00016	Syae.g_00687
OG0000302	Pran.g_00014	Syae.g_00691
OG0000303	Pran.g_00007	Syae.g_00700
OG0000304	Pran.g_00003	Syae.g_00706
OG0000305	Pran.g_00848	Syae.g_00791
OG0000306	Pran.g_00846	Syae.g_00277
OG0000307	Pran.g_00832	Syae.g_02290
OG0000308	Pran.g_00831	Syae.g_02288
OG0000309	Pran.g_00827	Syae.g_02283
OG0000310	Pran.g_00748	Syae.g_02687
OG0000311	Pran.g_00746	Syae.g_02682
OG0000312	Pran.g_00743	Syae.g_02664
OG0000313	Pran.g_00729	Syae.g_02647
OG0000314	Pran.g_00706	Syae.g_02618
OG0000315	Pran.g_00696	Syae.g_02609
OG0000316	Pran.g_00676	Syae.g_01118
OG0000317	Pran.g_00968	Syae.g_01160
OG0000318	Pran.g_00971	Syae.g_01164
OG0000319	Pran.g_00984	Syae.g_01181
OG0000320	Pran.g_00986	Syae.g_01183
OG0000321	Pran.g_00987	Syae.g_01184
OG0000322	Pran.g_00988	Syae.g_01185
OG0000323	Pran.g_00997	Syae.g_01200
OG0000324	Pran.g_01023	Syae.g_01049
OG0000325	Pran.g_01033	Syae.g_02033
OG0000326	Pran.g_01039	Syae.g_02040
OG0000327	Pran.g_01063	Syae.g_02080
OG0000328	Pran.g_01064	Syae.g_02081
OG0000329	Pran.g_01082	Syae.g_02099
OG0000330	Pran.g_01083	Syae.g_02100
OG0000331	Pran.g_01084	Syae.g_02101
OG0000332	Pran.g_01098	Syae.g_02116
OG0000333	Pran.g_01100	Syae.g_02119
OG0000334	Pran.g_01108	Syae.g_02128
OG0000335	Pran.g_01113	Syae.g_02132
OG0000336	Pran.g_01117	Syae.g_02136
OG0000337	Pran.g_01133	Syae.g_01879
OG0000338	Pran.g_01134	Syae.g_01876
OG0000339	Pran.g_01138	Syae.g_01869
OG0000340	Pran.g_01145	Syae.g_01855
OG0000341	Pran.g_01147	Syae.g_01853
OG0000342	Pran.g_01148	Syae.g_01852
OG0000343	Pran.g_01149	Syae.g_01848
OG0000344	Pran.g_01152	Syae.g_01843
OG0000345	Pran.g_01157	Syae.g_01833
OG0000346	Pran.g_01161	Syae.g_01828
OG0000347	Pran.g_01177	Syae.g_01805
OG0000348	Pran.g_01187	Syae.g_01781
OG0000349	Pran.g_01203	Syae.g_01763
OG0000350	Pran.g_01222	Syae.g_02047
OG0000351	Pran.g_01239	Syae.g_01684
OG0000352	Pran.g_01240	Syae.g_01685
OG0000353	Pran.g_01256	Syae.g_01711
OG0000355	Pran.g_01258	Syae.g_01713
OG0000356	Pran.g_01259	Syae.g_01714
OG0000357	Pran.g_01260	Syae.g_01715
OG0000358	Pran.g_01264	Syae.g_01719
OG0000359	Pran.g_01265	Syae.g_01721
OG0000360	Pran.g_01266	Syae.g_01722
OG0000361	Pran.g_01267	Syae.g_01723
OG0000362	Pran.g_01269	Syae.g_01725
OG0000363	Pran.g_00410	Syae.g_01727
OG0000364	Pran.g_00409	Syae.g_01728
OG0000365	Pran.g_00404	Syae.g_01737
OG0000366	Pran.g_00403	Syae.g_01738
OG0000367	Pran.g_00402	Syae.g_01739
OG0000368	Pran.g_00400	Syae.g_01741
OG0000369	Pran.g_00399	Syae.g_01742
OG0000370	Pran.g_00398	Syae.g_01743
OG0000371	Pran.g_00392	Syae.g_01751
OG0000372	Pran.g_00389	Syae.g_01756
OG0000373	Pran.g_00388	Syae.g_01757
OG0000374	Pran.g_00387	Syae.g_01758
OG0000375	Pran.g_00385	Syae.g_01759
OG0000376	Pran.g_00383	Syae.g_01761
OG0000377	Pran.g_00380	Syae.g_01561
OG0000378	Pran.g_00378	Syae.g_01553
OG0000379	Pran.g_00375	Syae.g_01550
OG0000380	Pran.g_00366	Syae.g_01281
OG0000381	Pran.g_00362	Syae.g_01285
OG0000382	Pran.g_00351	Syae.g_01322
OG0000383	Pran.g_00349	Syae.g_01324
OG0000384	Pran.g_00348	Syae.g_01325
OG0000385	Pran.g_00347	Syae.g_01326
OG0000386	Pran.g_00346	Syae.g_01327
OG0000387	Pran.g_00334	Syae.g_01354
OG0000388	Pran.g_00331	Syae.g_01358
OG0000389	Pran.g_00327	Syae.g_01362
OG0000390	Pran.g_00320	Syae.g_01378
OG0000391	Pran.g_00317	Syae.g_01383
OG0000392	Pran.g_00313	Syae.g_01389
OG0000393	Pran.g_00311	Syae.g_01392
OG0000394	Pran.g_00310	Syae.g_01393
OG0000395	Pran.g_00309	Syae.g_01394
OG0000396	Pran.g_00307	Syae.g_01397
OG0000397	Pran.g_00305	Syae.g_01400
OG0000398	Pran.g_00303	Syae.g_01405
OG0000399	Pran.g_00302	Syae.g_01406
OG0000400	Pran.g_00301	Syae.g_01407
OG0000401	Pran.g_00300	Syae.g_01408
OG0000402	Pran.g_00298	Syae.g_01410
OG0000403	Pran.g_00297	Syae.g_01411
OG0000404	Pran.g_00296	Syae.g_01412
OG0000405	Pran.g_00292	Syae.g_01426
OG0000406	Pran.g_00286	Syae.g_01430
OG0000407	Pran.g_00285	Syae.g_01431
OG0000408	Pran.g_00282	Syae.g_01433
OG0000409	Pran.g_00280	Syae.g_01435
OG0000410	Pran.g_00279	Syae.g_01436
OG0000411	Pran.g_00278	Syae.g_01437
OG0000412	Pran.g_00277	Syae.g_01438
OG0000413	Pran.g_00276	Syae.g_01440
OG0000415	Pran.g_00274	Syae.g_01441
OG0000416	Pran.g_00273	Syae.g_01442
OG0000417	Pran.g_00272	Syae.g_01443
OG0000418	Pran.g_00267	Syae.g_01448
OG0000419	Pran.g_00265	Syae.g_01450
OG0000420	Pran.g_00264	Syae.g_01452
OG0000421	Pran.g_00259	Syae.g_01457
OG0000422	Pran.g_00258	Syae.g_01458
OG0000423	Pran.g_00257	Syae.g_01459
OG0000424	Pran.g_00256	Syae.g_01460
OG0000425	Pran.g_00255	Syae.g_01461
OG0000426	Pran.g_00254	Syae.g_01462
OG0000427	Pran.g_00253	Syae.g_01463
OG0000428	Pran.g_00251	Syae.g_01466
OG0000429	Pran.g_00250	Syae.g_01468
OG0000430	Pran.g_00249	Syae.g_01470
OG0000431	Pran.g_00247	Syae.g_01473
OG0000432	Pran.g_00244	Syae.g_01481
OG0000433	Pran.g_00243	Syae.g_01484
OG0000434	Pran.g_00242	Syae.g_01485
OG0000435	Pran.g_00241	Syae.g_01486
OG0000436	Pran.g_00236	Syae.g_01491
OG0000437	Pran.g_00235	Syae.g_01492
OG0000438	Pran.g_00234	Syae.g_01493
OG0000439	Pran.g_00232	Syae.g_01495
OG0000440	Pran.g_00231	Syae.g_01496
OG0000441	Pran.g_00228	Syae.g_01501
OG0000442	Pran.g_00227	Syae.g_01502
OG0000443	Pran.g_00226	Syae.g_01503
OG0000444	Pran.g_00221	Syae.g_01509
OG0000445	Pran.g_00220	Syae.g_01510
OG0000446	Pran.g_00219	Syae.g_01512
OG0000447	Pran.g_00218	Syae.g_01517
OG0000448	Pran.g_00217	Syae.g_01518
OG0000449	Pran.g_00216	Syae.g_01519
OG0000450	Pran.g_00215	Syae.g_01525
OG0000451	Pran.g_00214	Syae.g_01526
OG0000452	Pran.g_00211	Syae.g_01530
OG0000453	Pran.g_00210	Syae.g_01531
OG0000454	Pran.g_00209	Syae.g_01532
OG0000455	Pran.g_00208	Syae.g_01533
OG0000456	Pran.g_00207	Syae.g_01534
OG0000457	Pran.g_00206	Syae.g_01536
OG0000458	Pran.g_00205	Syae.g_01538
OG0000459	Pran.g_00204	Syae.g_01539
OG0000460	Pran.g_00197	Syae.g_02236
OG0000461	Pran.g_01950	Syae.g_02024
OG0000462	Pran.g_01948	Syae.g_02021
OG0000463	Pran.g_01947	Syae.g_02020
OG0000464	Pran.g_01946	Syae.g_02019
OG0000465	Pran.g_01945	Syae.g_02018
OG0000466	Pran.g_01942	Syae.g_02014
OG0000467	Pran.g_01941	Syae.g_02012
OG0000468	Pran.g_01939	Syae.g_02007
OG0000469	Pran.g_01931	Syae.g_01992
OG0000470	Pran.g_01929	Syae.g_01990
OG0000471	Pran.g_01928	Syae.g_01989
OG0000472	Pran.g_01927	Syae.g_01987
OG0000473	Pran.g_01925	Syae.g_01985
OG0000474	Pran.g_01924	Syae.g_01984
OG0000475	Pran.g_01923	Syae.g_01983
OG0000476	Pran.g_01922	Syae.g_01981
OG0000477	Pran.g_01919	Syae.g_01975
OG0000478	Pran.g_01918	Syae.g_01974
OG0000479	Pran.g_01917	Syae.g_01973
OG0000480	Pran.g_01912	Syae.g_01966
OG0000481	Pran.g_01910	Syae.g_01964
OG0000482	Pran.g_01909	Syae.g_01963
OG0000483	Pran.g_01906	Syae.g_01959
OG0000484	Pran.g_01905	Syae.g_01958
OG0000485	Pran.g_01904	Syae.g_01957
OG0000486	Pran.g_01903	Syae.g_01956
OG0000487	Pran.g_01899	Syae.g_01950
OG0000488	Pran.g_01896	Syae.g_01946
OG0000489	Pran.g_01891	Syae.g_01936
OG0000490	Pran.g_01886	Syae.g_01928
OG0000491	Pran.g_01885	Syae.g_01927
OG0000492	Pran.g_01883	Syae.g_01925
OG0000493	Pran.g_01882	Syae.g_01924
OG0000494	Pran.g_01881	Syae.g_01923
OG0000495	Pran.g_01880	Syae.g_01922
OG0000496	Pran.g_01879	Syae.g_01921
OG0000497	Pran.g_01878	Syae.g_01920
OG0000498	Pran.g_01877	Syae.g_01919
OG0000499	Pran.g_01876	Syae.g_01918
OG0000500	Pran.g_01875	Syae.g_01917
OG0000501	Pran.g_01873	Syae.g_01914
OG0000502	Pran.g_01870	Syae.g_01902
OG0000503	Pran.g_01860	Syae.g_02192
OG0000504	Pran.g_01859	Syae.g_02194
OG0000505	Pran.g_01858	Syae.g_02195
OG0000506	Pran.g_01857	Syae.g_02197
OG0000507	Pran.g_01854	Syae.g_02203
OG0000508	Pran.g_01850	Syae.g_02207
OG0000509	Pran.g_01848	Syae.g_02209
OG0000510	Pran.g_01847	Syae.g_02210
OG0000511	Pran.g_01846	Syae.g_02211
OG0000512	Pran.g_01844	Syae.g_02213
OG0000513	Pran.g_01837	Syae.g_02223
OG0000514	Pran.g_01749	Syae.g_02229
OG0000515	Pran.g_01748	Syae.g_02230
OG0000516	Pran.g_01747	Syae.g_01000
OG0000517	Pran.g_01745	Syae.g_00995
OG0000518	Pran.g_01734	Syae.g_00983
OG0000519	Pran.g_01733	Syae.g_00982
OG0000520	Pran.g_01729	Syae.g_00981
OG0000521	Pran.g_01724	Syae.g_02491
OG0000522	Pran.g_01723	Syae.g_02493
OG0000523	Pran.g_01722	Syae.g_02494
OG0000524	Pran.g_01717	Syae.g_02501
OG0000525	Pran.g_01714	Syae.g_02520
OG0000526	Pran.g_01713	Syae.g_02523
OG0000527	Pran.g_01705	Syae.g_02528
OG0000528	Pran.g_01700	Syae.g_02304
OG0000529	Pran.g_01697	Syae.g_02310
OG0000530	Pran.g_01694	Syae.g_02313
OG0000531	Pran.g_01693	Syae.g_02314
OG0000532	Pran.g_01691	Syae.g_02317
OG0000533	Pran.g_01690	Syae.g_02318
OG0000534	Pran.g_01689	Syae.g_02319
OG0000535	Pran.g_01688	Syae.g_02320
OG0000536	Pran.g_01687	Syae.g_02321
OG0000537	Pran.g_01686	Syae.g_02322
OG0000538	Pran.g_01678	Syae.g_02333
OG0000539	Pran.g_01677	Syae.g_02334
OG0000540	Pran.g_01676	Syae.g_02335
OG0000541	Pran.g_01675	Syae.g_02336
OG0000542	Pran.g_01673	Syae.g_02339
OG0000543	Pran.g_01671	Syae.g_02341
OG0000544	Pran.g_01670	Syae.g_02342
OG0000545	Pran.g_01668	Syae.g_02344
OG0000546	Pran.g_01665	Syae.g_02346
OG0000547	Pran.g_01663	Syae.g_02348
OG0000548	Pran.g_01662	Syae.g_02349
OG0000549	Pran.g_01660	Syae.g_02354
OG0000550	Pran.g_01655	Syae.g_02358
OG0000551	Pran.g_01651	Syae.g_02363
OG0000552	Pran.g_01650	Syae.g_02364
OG0000553	Pran.g_01649	Syae.g_02366
OG0000554	Pran.g_01644	Syae.g_02375
OG0000555	Pran.g_01636	Syae.g_02390
OG0000556	Pran.g_01634	Syae.g_02394
OG0000557	Pran.g_01633	Syae.g_02398
OG0000558	Pran.g_01631	Syae.g_02400
OG0000559	Pran.g_01627	Syae.g_02404
OG0000560	Pran.g_01624	Syae.g_02407
OG0000561	Pran.g_01623	Syae.g_02408
OG0000562	Pran.g_01622	Syae.g_02409
OG0000563	Pran.g_01621	Syae.g_02410
OG0000564	Pran.g_01620	Syae.g_02411
OG0000565	Pran.g_01617	Syae.g_02414
OG0000566	Pran.g_01614	Syae.g_02418
OG0000567	Pran.g_01610	Syae.g_02422
OG0000568	Pran.g_01609	Syae.g_02427
OG0000569	Pran.g_01608	Syae.g_02428
OG0000570	Pran.g_01607	Syae.g_02429
OG0000571	Pran.g_01605	Syae.g_02433
OG0000572	Pran.g_01592	Syae.g_02448
OG0000573	Pran.g_01586	Syae.g_02456
OG0000574	Pran.g_01585	Syae.g_02457
OG0000575	Pran.g_01581	Syae.g_02461
OG0000576	Pran.g_01579	Syae.g_02463
OG0000577	Pran.g_01578	Syae.g_02464
OG0000578	Pran.g_01577	Syae.g_02465
OG0000579	Pran.g_01576	Syae.g_02466
OG0000580	Pran.g_01575	Syae.g_02467
OG0000581	Pran.g_01573	Syae.g_02473
OG0000582	Pran.g_01570	Syae.g_00018
