Orthogroup	Prbm	Prao
OG0000223	Prbm.g_00153	Prao.g_00235
OG0000224	Prbm.g_00154	Prao.g_00236
OG0000225	Prbm.g_00155	Prao.g_00237
OG0000226	Prbm.g_00156	Prao.g_00238
OG0000227	Prbm.g_00158	Prao.g_00239
OG0000228	Prbm.g_00159	Prao.g_00240
OG0000229	Prbm.g_00160	Prao.g_00241
OG0000230	Prbm.g_00161	Prao.g_00242
OG0000231	Prbm.g_00162	Prao.g_00243
OG0000232	Prbm.g_00163	Prao.g_00244
OG0000233	Prbm.g_00164	Prao.g_00245
OG0000234	Prbm.g_00165	Prao.g_00246
OG0000235	Prbm.g_00166	Prao.g_00247
OG0000236	Prbm.g_00169	Prao.g_00248
OG0000237	Prbm.g_00170	Prao.g_00249
OG0000238	Prbm.g_00171	Prao.g_00250
OG0000239	Prbm.g_00173	Prao.g_00252
OG0000240	Prbm.g_00175	Prao.g_00254
OG0000241	Prbm.g_00176	Prao.g_00255
OG0000242	Prbm.g_00177	Prao.g_00256
OG0000243	Prbm.g_00179	Prao.g_00259
OG0000244	Prbm.g_00182	Prao.g_00261
OG0000245	Prbm.g_00183	Prao.g_00262
OG0000246	Prbm.g_00184	Prao.g_00263
OG0000247	Prbm.g_00187	Prao.g_00266
OG0000248	Prbm.g_00189	Prao.g_00268
OG0000249	Prbm.g_00191	Prao.g_00269
OG0000250	Prbm.g_00192	Prao.g_00270
OG0000251	Prbm.g_00193	Prao.g_00271
OG0000252	Prbm.g_00194	Prao.g_00272
OG0000253	Prbm.g_00195	Prao.g_00273
OG0000254	Prbm.g_01096	Prao.g_00274
OG0000255	Prbm.g_00196	Prao.g_00275
OG0000256	Prbm.g_00199	Prao.g_00278
OG0000257	Prbm.g_00202	Prao.g_00280
OG0000258	Prbm.g_00204	Prao.g_00283
OG0000259	Prbm.g_00205	Prao.g_00284
OG0000260	Prbm.g_00206	Prao.g_00285
OG0000261	Prbm.g_00207	Prao.g_00286
OG0000262	Prbm.g_00208	Prao.g_00287
OG0000263	Prbm.g_00210	Prao.g_00289
OG0000264	Prbm.g_00211	Prao.g_00290
OG0000265	Prbm.g_00212	Prao.g_00291
OG0000266	Prbm.g_00213	Prao.g_00292
OG0000267	Prbm.g_00214	Prao.g_00293
OG0000268	Prbm.g_00215	Prao.g_00294
OG0000269	Prbm.g_00217	Prao.g_00296
OG0000270	Prbm.g_00218	Prao.g_00297
OG0000271	Prbm.g_00219	Prao.g_00298
OG0000272	Prbm.g_00220	Prao.g_00299
OG0000273	Prbm.g_00221	Prao.g_00300
OG0000274	Prbm.g_00222	Prao.g_00301
OG0000275	Prbm.g_00223	Prao.g_00302
OG0000276	Prbm.g_00224	Prao.g_00303
OG0000277	Prbm.g_00226	Prao.g_00305
OG0000278	Prbm.g_00227	Prao.g_00306
OG0000279	Prbm.g_00228	Prao.g_00307
OG0000280	Prbm.g_00230	Prao.g_00309
OG0000281	Prbm.g_00232	Prao.g_00311
OG0000282	Prbm.g_00233	Prao.g_00312
OG0000283	Prbm.g_00234	Prao.g_00313
OG0000284	Prbm.g_00235	Prao.g_00314
OG0000285	Prbm.g_00236	Prao.g_00315
OG0000286	Prbm.g_00237	Prao.g_00316
OG0000287	Prbm.g_00238	Prao.g_00317
OG0000288	Prbm.g_00240	Prao.g_00319
OG0000289	Prbm.g_00241	Prao.g_00320
OG0000290	Prbm.g_00242	Prao.g_00321
OG0000291	Prbm.g_00244	Prao.g_00323
OG0000292	Prbm.g_00246	Prao.g_00324
OG0000293	Prbm.g_00247	Prao.g_00325
OG0000294	Prbm.g_00248	Prao.g_00326
OG0000295	Prbm.g_00249	Prao.g_00327
OG0000296	Prbm.g_00250	Prao.g_00328
OG0000297	Prbm.g_00251	Prao.g_00329
OG0000298	Prbm.g_00253	Prao.g_00331
OG0000299	Prbm.g_00254	Prao.g_00332
OG0000300	Prbm.g_00255	Prao.g_00333
OG0000301	Prbm.g_00256	Prao.g_00334
OG0000302	Prbm.g_00257	Prao.g_00335
OG0000303	Prbm.g_00258	Prao.g_00336
OG0000304	Prbm.g_00260	Prao.g_00338
OG0000305	Prbm.g_00261	Prao.g_00339
OG0000306	Prbm.g_00263	Prao.g_00342
OG0000307	Prbm.g_00264	Prao.g_00343
OG0000308	Prbm.g_00265	Prao.g_00344
OG0000309	Prbm.g_00266	Prao.g_00345
OG0000310	Prbm.g_00267	Prao.g_00346
OG0000311	Prbm.g_00268	Prao.g_00347
OG0000312	Prbm.g_00269	Prao.g_00348
OG0000313	Prbm.g_00270	Prao.g_00349
OG0000314	Prbm.g_00271	Prao.g_00350
OG0000315	Prbm.g_00272	Prao.g_00351
OG0000316	Prbm.g_00273	Prao.g_00352
OG0000317	Prbm.g_00274	Prao.g_00353
OG0000318	Prbm.g_00275	Prao.g_00354
OG0000319	Prbm.g_00276	Prao.g_00355
OG0000320	Prbm.g_00277	Prao.g_00356
OG0000321	Prbm.g_00278	Prao.g_00357
OG0000322	Prbm.g_00279	Prao.g_00358
OG0000323	Prbm.g_00280	Prao.g_00359
OG0000324	Prbm.g_00281	Prao.g_00360
OG0000325	Prbm.g_00282	Prao.g_00361
OG0000326	Prbm.g_00283	Prao.g_00362
OG0000327	Prbm.g_00284	Prao.g_00363
OG0000328	Prbm.g_00285	Prao.g_00364
OG0000329	Prbm.g_00286	Prao.g_00365
OG0000330	Prbm.g_00287	Prao.g_00366
OG0000331	Prbm.g_00288	Prao.g_00367
OG0000332	Prbm.g_00289	Prao.g_00368
OG0000333	Prbm.g_00290	Prao.g_00369
OG0000334	Prbm.g_00291	Prao.g_00370
OG0000335	Prbm.g_00293	Prao.g_00371
OG0000336	Prbm.g_00295	Prao.g_00373
OG0000337	Prbm.g_00296	Prao.g_00374
OG0000338	Prbm.g_00301	Prao.g_00378
OG0000339	Prbm.g_00303	Prao.g_00380
OG0000340	Prbm.g_00305	Prao.g_00382
OG0000341	Prbm.g_00306	Prao.g_00383
OG0000342	Prbm.g_00307	Prao.g_00384
OG0000343	Prbm.g_00308	Prao.g_00385
OG0000344	Prbm.g_00309	Prao.g_00388
OG0000345	Prbm.g_00312	Prao.g_00391
OG0000346	Prbm.g_00313	Prao.g_00392
OG0000347	Prbm.g_00317	Prao.g_00395
OG0000348	Prbm.g_00318	Prao.g_00397
OG0000349	Prbm.g_00319	Prao.g_00398
OG0000350	Prbm.g_00320	Prao.g_00400
OG0000351	Prbm.g_00321	Prao.g_00401
OG0000352	Prbm.g_00322	Prao.g_00402
OG0000353	Prbm.g_00323	Prao.g_00403
OG0000354	Prbm.g_00324	Prao.g_00404
OG0000355	Prbm.g_00325	Prao.g_00405
OG0000356	Prbm.g_00326	Prao.g_00406
OG0000357	Prbm.g_00327	Prao.g_00407
OG0000358	Prbm.g_00328	Prao.g_00408
OG0000359	Prbm.g_00330	Prao.g_00409
OG0000360	Prbm.g_00332	Prao.g_00412
OG0000361	Prbm.g_00333	Prao.g_00413
OG0000362	Prbm.g_00334	Prao.g_00414
OG0000363	Prbm.g_00335	Prao.g_00415
OG0000364	Prbm.g_00339	Prao.g_00419
OG0000365	Prbm.g_00340	Prao.g_00420
OG0000366	Prbm.g_00342	Prao.g_00422
OG0000367	Prbm.g_00343	Prao.g_00423
OG0000368	Prbm.g_00344	Prao.g_00424
OG0000369	Prbm.g_00345	Prao.g_00425
OG0000370	Prbm.g_00346	Prao.g_00426
OG0000371	Prbm.g_00347	Prao.g_00427
OG0000372	Prbm.g_00348	Prao.g_00428
OG0000373	Prbm.g_00349	Prao.g_00429
OG0000374	Prbm.g_00350	Prao.g_00431
OG0000375	Prbm.g_00351	Prao.g_00432
OG0000376	Prbm.g_00354	Prao.g_00435
OG0000377	Prbm.g_00355	Prao.g_00436
OG0000378	Prbm.g_00356	Prao.g_00437
OG0000379	Prbm.g_00357	Prao.g_00438
OG0000380	Prbm.g_00358	Prao.g_00439
OG0000381	Prbm.g_00359	Prao.g_00440
OG0000382	Prbm.g_00360	Prao.g_00441
OG0000383	Prbm.g_00361	Prao.g_00442
OG0000384	Prbm.g_00364	Prao.g_00444
OG0000385	Prbm.g_00365	Prao.g_00445
OG0000386	Prbm.g_00366	Prao.g_00446
OG0000387	Prbm.g_00367	Prao.g_00447
OG0000388	Prbm.g_00368	Prao.g_00448
OG0000389	Prbm.g_00369	Prao.g_00449
OG0000390	Prbm.g_00370	Prao.g_00450
OG0000391	Prbm.g_00371	Prao.g_00451
OG0000392	Prbm.g_00372	Prao.g_00452
OG0000393	Prbm.g_00373	Prao.g_00453
OG0000394	Prbm.g_00374	Prao.g_00454
OG0000395	Prbm.g_00375	Prao.g_00455
OG0000396	Prbm.g_00376	Prao.g_00457
OG0000397	Prbm.g_00378	Prao.g_00459
OG0000398	Prbm.g_00379	Prao.g_00460
OG0000399	Prbm.g_00382	Prao.g_00463
OG0000400	Prbm.g_00388	Prao.g_00464
OG0000401	Prbm.g_00768	Prao.g_00465
OG0000402	Prbm.g_00400	Prao.g_00470
OG0000403	Prbm.g_00402	Prao.g_00471
OG0000404	Prbm.g_00403	Prao.g_00472
OG0000405	Prbm.g_00404	Prao.g_00474
OG0000406	Prbm.g_00407	Prao.g_00476
OG0000407	Prbm.g_00408	Prao.g_00477
OG0000408	Prbm.g_00410	Prao.g_00479
OG0000409	Prbm.g_00411	Prao.g_00480
OG0000410	Prbm.g_00412	Prao.g_00481
OG0000411	Prbm.g_00413	Prao.g_00482
OG0000412	Prbm.g_00414	Prao.g_00483
OG0000413	Prbm.g_00415	Prao.g_00484
OG0000414	Prbm.g_00416	Prao.g_00485
OG0000415	Prbm.g_00417	Prao.g_00486
OG0000416	Prbm.g_00422	Prao.g_00489
OG0000417	Prbm.g_00423	Prao.g_00490
OG0000418	Prbm.g_00425	Prao.g_00491
OG0000419	Prbm.g_00426	Prao.g_00492
OG0000420	Prbm.g_00866	Prao.g_00493
OG0000421	Prbm.g_01088	Prao.g_00506
OG0000422	Prbm.g_01121	Prao.g_00513
OG0000423	Prbm.g_01353	Prao.g_00514
OG0000424	Prbm.g_01949	Prao.g_00518
OG0000425	Prbm.g_00440	Prao.g_00535
OG0000426	Prbm.g_00441	Prao.g_00536
OG0000427	Prbm.g_00442	Prao.g_00537
OG0000428	Prbm.g_00445	Prao.g_00539
OG0000429	Prbm.g_00446	Prao.g_00540
OG0000430	Prbm.g_00448	Prao.g_00542
OG0000431	Prbm.g_00449	Prao.g_00543
OG0000432	Prbm.g_00450	Prao.g_00544
OG0000433	Prbm.g_00451	Prao.g_00545
OG0000434	Prbm.g_00452	Prao.g_00546
OG0000435	Prbm.g_00453	Prao.g_00547
OG0000436	Prbm.g_00454	Prao.g_00548
OG0000437	Prbm.g_00455	Prao.g_00549
OG0000438	Prbm.g_00456	Prao.g_00550
OG0000439	Prbm.g_00457	Prao.g_00551
OG0000440	Prbm.g_00458	Prao.g_00552
OG0000441	Prbm.g_00459	Prao.g_00553
OG0000442	Prbm.g_00460	Prao.g_00554
OG0000443	Prbm.g_00461	Prao.g_00555
OG0000444	Prbm.g_00462	Prao.g_00556
OG0000445	Prbm.g_00480	Prao.g_00557
OG0000446	Prbm.g_00482	Prao.g_00559
OG0000447	Prbm.g_00483	Prao.g_00560
OG0000448	Prbm.g_00484	Prao.g_00564
OG0000449	Prbm.g_00490	Prao.g_00567
OG0000450	Prbm.g_00491	Prao.g_00568
OG0000451	Prbm.g_00492	Prao.g_00569
OG0000452	Prbm.g_00494	Prao.g_00570
OG0000453	Prbm.g_00495	Prao.g_00571
OG0000454	Prbm.g_00497	Prao.g_00577
OG0000455	Prbm.g_00498	Prao.g_00579
OG0000456	Prbm.g_00502	Prao.g_00583
OG0000457	Prbm.g_00504	Prao.g_00584
OG0000458	Prbm.g_00505	Prao.g_00585
OG0000459	Prbm.g_00507	Prao.g_00587
OG0000460	Prbm.g_00509	Prao.g_00589
OG0000461	Prbm.g_00510	Prao.g_00590
OG0000462	Prbm.g_00511	Prao.g_00591
OG0000463	Prbm.g_00512	Prao.g_00593
OG0000464	Prbm.g_00513	Prao.g_00594
OG0000465	Prbm.g_00514	Prao.g_00595
OG0000466	Prbm.g_00515	Prao.g_00596
OG0000467	Prbm.g_00516	Prao.g_00597
OG0000468	Prbm.g_00517	Prao.g_00598
OG0000469	Prbm.g_00518	Prao.g_00599
OG0000470	Prbm.g_00519	Prao.g_00600
OG0000471	Prbm.g_00520	Prao.g_00601
OG0000472	Prbm.g_00534	Prao.g_00606
OG0000473	Prbm.g_00535	Prao.g_00607
OG0000474	Prbm.g_00536	Prao.g_00608
OG0000475	Prbm.g_00537	Prao.g_00609
OG0000476	Prbm.g_00539	Prao.g_00611
OG0000477	Prbm.g_00540	Prao.g_00612
OG0000478	Prbm.g_00541	Prao.g_00613
OG0000479	Prbm.g_00542	Prao.g_00614
OG0000480	Prbm.g_00544	Prao.g_00616
OG0000481	Prbm.g_00546	Prao.g_00618
OG0000482	Prbm.g_00547	Prao.g_00619
OG0000483	Prbm.g_00549	Prao.g_00621
OG0000484	Prbm.g_00550	Prao.g_00622
OG0000485	Prbm.g_00551	Prao.g_00623
OG0000486	Prbm.g_00553	Prao.g_00624
OG0000487	Prbm.g_00557	Prao.g_00629
OG0000488	Prbm.g_00558	Prao.g_00631
OG0000489	Prbm.g_00559	Prao.g_00632
OG0000490	Prbm.g_00560	Prao.g_00633
OG0000491	Prbm.g_00561	Prao.g_00634
OG0000492	Prbm.g_00562	Prao.g_00635
OG0000493	Prbm.g_00563	Prao.g_01861
OG0000494	Prbm.g_00564	Prao.g_01860
OG0000495	Prbm.g_00567	Prao.g_01857
OG0000496	Prbm.g_00568	Prao.g_01856
OG0000497	Prbm.g_00569	Prao.g_01855
OG0000498	Prbm.g_00570	Prao.g_01854
OG0000499	Prbm.g_00571	Prao.g_01853
OG0000500	Prbm.g_00573	Prao.g_01159
OG0000501	Prbm.g_00574	Prao.g_01160
OG0000502	Prbm.g_00575	Prao.g_01161
OG0000503	Prbm.g_00577	Prao.g_01163
OG0000504	Prbm.g_00578	Prao.g_01164
OG0000505	Prbm.g_00579	Prao.g_01165
OG0000506	Prbm.g_00580	Prao.g_01166
OG0000507	Prbm.g_00581	Prao.g_01167
OG0000508	Prbm.g_00582	Prao.g_01168
OG0000509	Prbm.g_00583	Prao.g_01169
OG0000510	Prbm.g_00584	Prao.g_01170
OG0000511	Prbm.g_00586	Prao.g_01172
OG0000512	Prbm.g_00587	Prao.g_01173
OG0000513	Prbm.g_00588	Prao.g_01174
OG0000514	Prbm.g_00589	Prao.g_01175
OG0000515	Prbm.g_00590	Prao.g_01176
OG0000516	Prbm.g_00591	Prao.g_01177
OG0000517	Prbm.g_00593	Prao.g_01179
OG0000518	Prbm.g_00594	Prao.g_01180
OG0000519	Prbm.g_00595	Prao.g_01181
OG0000520	Prbm.g_00596	Prao.g_01182
OG0000521	Prbm.g_00597	Prao.g_01183
OG0000522	Prbm.g_00598	Prao.g_01184
OG0000523	Prbm.g_00599	Prao.g_01185
OG0000524	Prbm.g_00600	Prao.g_01186
OG0000525	Prbm.g_00601	Prao.g_01187
OG0000526	Prbm.g_00602	Prao.g_01862
OG0000527	Prbm.g_00603	Prao.g_01863
OG0000528	Prbm.g_00604	Prao.g_01864
OG0000529	Prbm.g_00605	Prao.g_01865
OG0000530	Prbm.g_00606	Prao.g_01866
OG0000531	Prbm.g_00607	Prao.g_01867
OG0000532	Prbm.g_00608	Prao.g_01868
OG0000533	Prbm.g_00609	Prao.g_01870
OG0000534	Prbm.g_00610	Prao.g_00018
OG0000535	Prbm.g_00611	Prao.g_00019
OG0000536	Prbm.g_00612	Prao.g_00020
OG0000537	Prbm.g_00613	Prao.g_00021
OG0000538	Prbm.g_00614	Prao.g_00022
OG0000539	Prbm.g_00616	Prao.g_00025
OG0000540	Prbm.g_00617	Prao.g_00026
OG0000541	Prbm.g_00618	Prao.g_00027
OG0000542	Prbm.g_00620	Prao.g_00029
OG0000543	Prbm.g_00621	Prao.g_00030
OG0000544	Prbm.g_00624	Prao.g_00031
OG0000545	Prbm.g_00623	Prao.g_00032
OG0000546	Prbm.g_00625	Prao.g_00033
