Orthogroup	Prbm	Prae
OG0000085	Prbm.g_01210	Prae.g_01090
OG0000086	Prbm.g_01910	Prae.g_01130
OG0000088	Prbm.g_01370	Prae.g_01269
OG0000090	Prbm.g_00394	Prae.g_01390
OG0000091	Prbm.g_01718	Prae.g_01467
OG0000092	Prbm.g_01182	Prae.g_01588
OG0000093	Prbm.g_01973	Prae.g_01710
OG0000094	Prbm.g_02029	Prae.g_01755
OG0000095	Prbm.g_02067	Prae.g_01789
OG0000096	Prbm.g_02168	Prae.g_01859
OG0000098	Prbm.g_00003	Prae.g_00003, Prae.g_01306
OG0000099	Prbm.g_00023	Prae.g_00023
OG0000100	Prbm.g_00063, Prbm.g_01170	Prae.g_00041
OG0000101	Prbm.g_00058	Prae.g_00051
OG0000102	Prbm.g_00172	Prae.g_00112
OG0000103	Prbm.g_00181	Prae.g_00121
OG0000104	Prbm.g_00198	Prae.g_00139
OG0000105	Prbm.g_00229	Prae.g_00173
OG0000106	Prbm.g_00243	Prae.g_00187
OG0000107	Prbm.g_00252	Prae.g_00195
OG0000108	Prbm.g_00262	Prae.g_00205
OG0000109	Prbm.g_00300	Prae.g_00242
OG0000110	Prbm.g_00310	Prae.g_00254
OG0000111	Prbm.g_00331	Prae.g_01440
OG0000113	Prbm.g_00353	Prae.g_00298
OG0000114	Prbm.g_00380	Prae.g_00326
OG0000115	Prbm.g_00499	Prae.g_00448
OG0000116	Prbm.g_00501	Prae.g_00450
OG0000117	Prbm.g_00506	Prae.g_00454
OG0000118	Prbm.g_00533	Prae.g_00473
OG0000119	Prbm.g_00565	Prae.g_00506
OG0000120	Prbm.g_00566	Prae.g_00508
OG0000121	Prbm.g_00576	Prae.g_00518
OG0000122	Prbm.g_00585	Prae.g_00527
OG0000123	Prbm.g_00615	Prae.g_01432, Prae.g_00558
OG0000124	Prbm.g_00682	Prae.g_00625
OG0000125	Prbm.g_00683	Prae.g_00626
OG0000126	Prbm.g_00684	Prae.g_00627
OG0000127	Prbm.g_00723	Prae.g_00660
OG0000128	Prbm.g_00744	Prae.g_00713
OG0000129	Prbm.g_00766	Prae.g_00733
OG0000130	Prbm.g_00950	Prae.g_00791
OG0000131	Prbm.g_00812	Prae.g_00804
OG0000132	Prbm.g_00848	Prae.g_00839
OG0000133	Prbm.g_00946	Prae.g_00924
OG0000134	Prbm.g_00799	Prae.g_00933
OG0000135	Prbm.g_00992	Prae.g_00968
OG0000136	Prbm.g_01061	Prae.g_01037
OG0000137	Prbm.g_01913	Prae.g_01133
OG0000138	Prbm.g_01555	Prae.g_01158
OG0000139	Prbm.g_01542	Prae.g_01169
OG0000140	Prbm.g_01489	Prae.g_01220
OG0000141	Prbm.g_01054	Prae.g_01434
OG0000142	Prbm.g_01622	Prae.g_01341
OG0000143	Prbm.g_01660	Prae.g_01368
OG0000144	Prbm.g_01696	Prae.g_01446
OG0000145	Prbm.g_01711	Prae.g_01460
OG0000146	Prbm.g_01745	Prae.g_01496
OG0000147	Prbm.g_01791	Prae.g_01536
OG0000148	Prbm.g_01792	Prae.g_01537
OG0000149	Prbm.g_01839	Prae.g_01621
OG0000150	Prbm.g_01876	Prae.g_01659
OG0000151	Prbm.g_01878	Prae.g_01662
OG0000152	Prbm.g_01898	Prae.g_01681
OG0000153	Prbm.g_01991	Prae.g_01717
OG0000154	Prbm.g_02027	Prae.g_01753
OG0000155	Prbm.g_01454, Prbm.g_02046	Prae.g_01772
OG0000156	Prbm.g_02079	Prae.g_01800
OG0000157	Prbm.g_02114	Prae.g_01832
OG0000158	Prbm.g_02212	Prae.g_01894
OG0000160	Prbm.g_00001	Prae.g_00001
OG0000161	Prbm.g_00002	Prae.g_00002
OG0000162	Prbm.g_00004	Prae.g_00004
OG0000163	Prbm.g_00005	Prae.g_00005
OG0000164	Prbm.g_00006	Prae.g_00006
OG0000165	Prbm.g_00007	Prae.g_00007
OG0000166	Prbm.g_00008	Prae.g_00008
OG0000167	Prbm.g_00009	Prae.g_00009
OG0000168	Prbm.g_00010	Prae.g_00010
OG0000169	Prbm.g_00012	Prae.g_00012
OG0000170	Prbm.g_00014	Prae.g_00014
OG0000171	Prbm.g_00015	Prae.g_00015
OG0000172	Prbm.g_00016	Prae.g_00016
OG0000173	Prbm.g_00017	Prae.g_00017
OG0000174	Prbm.g_00018	Prae.g_00018
OG0000175	Prbm.g_00019	Prae.g_00019
OG0000176	Prbm.g_00020	Prae.g_00020
OG0000177	Prbm.g_00021	Prae.g_00021
OG0000178	Prbm.g_00022	Prae.g_00022
OG0000179	Prbm.g_00024	Prae.g_00024
OG0000180	Prbm.g_00025	Prae.g_00025
OG0000181	Prbm.g_00026	Prae.g_00026
OG0000182	Prbm.g_00027	Prae.g_00027
OG0000183	Prbm.g_00028	Prae.g_00028
OG0000184	Prbm.g_00029	Prae.g_00029
OG0000185	Prbm.g_00032	Prae.g_00032
OG0000186	Prbm.g_00033	Prae.g_00035
OG0000187	Prbm.g_00034	Prae.g_00036
OG0000188	Prbm.g_00035	Prae.g_00037
OG0000189	Prbm.g_00049	Prae.g_00042
OG0000190	Prbm.g_00051	Prae.g_00044
OG0000191	Prbm.g_00052	Prae.g_00045
OG0000192	Prbm.g_00053	Prae.g_00046
OG0000193	Prbm.g_00054	Prae.g_00047
OG0000194	Prbm.g_00055	Prae.g_00048
OG0000195	Prbm.g_00056	Prae.g_00049
OG0000196	Prbm.g_00057	Prae.g_00050
OG0000197	Prbm.g_00059	Prae.g_00052
OG0000198	Prbm.g_00060	Prae.g_00053
OG0000199	Prbm.g_00061	Prae.g_00054
OG0000200	Prbm.g_00121	Prae.g_00064
OG0000201	Prbm.g_00122	Prae.g_00065
OG0000202	Prbm.g_00123	Prae.g_00066
OG0000203	Prbm.g_00126	Prae.g_00069
OG0000204	Prbm.g_00127	Prae.g_00070
OG0000205	Prbm.g_00130	Prae.g_00073
OG0000206	Prbm.g_00132	Prae.g_00075
OG0000207	Prbm.g_00134	Prae.g_00077
OG0000208	Prbm.g_00135	Prae.g_00078
OG0000209	Prbm.g_00136	Prae.g_00079
OG0000210	Prbm.g_00137	Prae.g_00080
OG0000211	Prbm.g_00138	Prae.g_00081
OG0000212	Prbm.g_00139	Prae.g_00082
OG0000213	Prbm.g_00140	Prae.g_00083
OG0000214	Prbm.g_00141	Prae.g_00084
OG0000215	Prbm.g_00142	Prae.g_00085
OG0000216	Prbm.g_00143	Prae.g_00086
OG0000217	Prbm.g_00145	Prae.g_00088
OG0000218	Prbm.g_00146	Prae.g_00089
OG0000219	Prbm.g_00147	Prae.g_00090
OG0000220	Prbm.g_00148	Prae.g_00091
OG0000221	Prbm.g_00151	Prae.g_00094
OG0000222	Prbm.g_00152	Prae.g_00095
OG0000223	Prbm.g_00153	Prae.g_00096
OG0000224	Prbm.g_00154	Prae.g_00097
OG0000225	Prbm.g_00155	Prae.g_00098
OG0000226	Prbm.g_00156	Prae.g_00099
OG0000227	Prbm.g_00158	Prae.g_00100
OG0000228	Prbm.g_00159	Prae.g_00101
OG0000229	Prbm.g_00160	Prae.g_00102
OG0000230	Prbm.g_00161	Prae.g_00103
OG0000231	Prbm.g_00162	Prae.g_00104
OG0000232	Prbm.g_00163	Prae.g_00105
OG0000233	Prbm.g_00164	Prae.g_00106
OG0000234	Prbm.g_00165	Prae.g_00107
OG0000235	Prbm.g_00166	Prae.g_00108
OG0000236	Prbm.g_00169	Prae.g_00109
OG0000237	Prbm.g_00170	Prae.g_00110
OG0000238	Prbm.g_00171	Prae.g_00111
OG0000239	Prbm.g_00173	Prae.g_00113
OG0000240	Prbm.g_00175	Prae.g_00115
OG0000241	Prbm.g_00176	Prae.g_00116
OG0000242	Prbm.g_00177	Prae.g_00117
OG0000243	Prbm.g_00179	Prae.g_00120
OG0000244	Prbm.g_00182	Prae.g_00122
OG0000245	Prbm.g_00183	Prae.g_00123
OG0000246	Prbm.g_00184	Prae.g_00124
OG0000247	Prbm.g_00187	Prae.g_00127
OG0000248	Prbm.g_00189	Prae.g_00129
OG0000249	Prbm.g_00191	Prae.g_00130
OG0000250	Prbm.g_00192	Prae.g_00131
OG0000251	Prbm.g_00193	Prae.g_00132
OG0000252	Prbm.g_00194	Prae.g_00133
OG0000253	Prbm.g_00195	Prae.g_00134
OG0000254	Prbm.g_01096	Prae.g_00136
OG0000255	Prbm.g_00196	Prae.g_00137
OG0000256	Prbm.g_00199	Prae.g_00140
OG0000257	Prbm.g_00202	Prae.g_00142
OG0000258	Prbm.g_00204	Prae.g_00148
OG0000259	Prbm.g_00205	Prae.g_00149
OG0000260	Prbm.g_00206	Prae.g_00150
OG0000261	Prbm.g_00207	Prae.g_00151
OG0000262	Prbm.g_00208	Prae.g_00152
OG0000263	Prbm.g_00210	Prae.g_00154
OG0000264	Prbm.g_00211	Prae.g_00155
OG0000265	Prbm.g_00212	Prae.g_00156
OG0000266	Prbm.g_00213	Prae.g_00157
OG0000267	Prbm.g_00214	Prae.g_00158
OG0000268	Prbm.g_00215	Prae.g_00159
OG0000269	Prbm.g_00217	Prae.g_00161
OG0000270	Prbm.g_00218	Prae.g_00162
OG0000271	Prbm.g_00219	Prae.g_00163
OG0000272	Prbm.g_00220	Prae.g_00164
OG0000273	Prbm.g_00221	Prae.g_00165
OG0000274	Prbm.g_00222	Prae.g_00166
OG0000275	Prbm.g_00223	Prae.g_00167
OG0000276	Prbm.g_00224	Prae.g_00168
OG0000277	Prbm.g_00226	Prae.g_00170
OG0000278	Prbm.g_00227	Prae.g_00171
OG0000279	Prbm.g_00228	Prae.g_00172
OG0000280	Prbm.g_00230	Prae.g_00174
OG0000281	Prbm.g_00232	Prae.g_00176
OG0000282	Prbm.g_00233	Prae.g_00177
OG0000283	Prbm.g_00234	Prae.g_00178
OG0000284	Prbm.g_00235	Prae.g_00179
OG0000285	Prbm.g_00236	Prae.g_00180
OG0000286	Prbm.g_00237	Prae.g_00181
OG0000287	Prbm.g_00238	Prae.g_00182
OG0000288	Prbm.g_00240	Prae.g_00184
OG0000289	Prbm.g_00241	Prae.g_00185
OG0000290	Prbm.g_00242	Prae.g_00186
OG0000291	Prbm.g_00244	Prae.g_00188
OG0000292	Prbm.g_00246	Prae.g_00189
OG0000293	Prbm.g_00247	Prae.g_00190
OG0000294	Prbm.g_00248	Prae.g_00191
OG0000295	Prbm.g_00249	Prae.g_00192
OG0000296	Prbm.g_00250	Prae.g_00193
OG0000297	Prbm.g_00251	Prae.g_00194
OG0000298	Prbm.g_00253	Prae.g_00196
OG0000299	Prbm.g_00254	Prae.g_00197
OG0000300	Prbm.g_00255	Prae.g_00198
OG0000301	Prbm.g_00256	Prae.g_00199
OG0000302	Prbm.g_00257	Prae.g_00200
OG0000303	Prbm.g_00258	Prae.g_00201
OG0000304	Prbm.g_00260	Prae.g_00203
OG0000305	Prbm.g_00261	Prae.g_00204
OG0000306	Prbm.g_00263	Prae.g_00207
OG0000307	Prbm.g_00264	Prae.g_00208
OG0000308	Prbm.g_00265	Prae.g_00209
OG0000309	Prbm.g_00266	Prae.g_00210
OG0000310	Prbm.g_00267	Prae.g_00211
OG0000311	Prbm.g_00268	Prae.g_00212
OG0000312	Prbm.g_00269	Prae.g_00213
OG0000313	Prbm.g_00270	Prae.g_00214
OG0000314	Prbm.g_00271	Prae.g_00215
OG0000315	Prbm.g_00272	Prae.g_00216
OG0000316	Prbm.g_00273	Prae.g_00217
OG0000317	Prbm.g_00274	Prae.g_00218
OG0000318	Prbm.g_00275	Prae.g_00219
OG0000319	Prbm.g_00276	Prae.g_00220
OG0000320	Prbm.g_00277	Prae.g_00221
OG0000321	Prbm.g_00278	Prae.g_00222
OG0000322	Prbm.g_00279	Prae.g_00223
OG0000323	Prbm.g_00280	Prae.g_00224
OG0000324	Prbm.g_00281	Prae.g_00225
OG0000325	Prbm.g_00282	Prae.g_00226
OG0000326	Prbm.g_00283	Prae.g_00227
OG0000327	Prbm.g_00284	Prae.g_00228
OG0000328	Prbm.g_00285	Prae.g_00229
OG0000329	Prbm.g_00286	Prae.g_00230
OG0000330	Prbm.g_00287	Prae.g_00231
OG0000331	Prbm.g_00288	Prae.g_00232
OG0000332	Prbm.g_00289	Prae.g_00233
OG0000333	Prbm.g_00290	Prae.g_00234
OG0000334	Prbm.g_00291	Prae.g_00235
OG0000335	Prbm.g_00293	Prae.g_00236
OG0000336	Prbm.g_00295	Prae.g_00238
OG0000337	Prbm.g_00296	Prae.g_00239
OG0000338	Prbm.g_00301	Prae.g_00243
OG0000339	Prbm.g_00303	Prae.g_00245
OG0000340	Prbm.g_00305	Prae.g_00247
OG0000341	Prbm.g_00306	Prae.g_00248
OG0000342	Prbm.g_00307	Prae.g_00249
OG0000343	Prbm.g_00308	Prae.g_00250
OG0000344	Prbm.g_00309	Prae.g_00253
OG0000345	Prbm.g_00312	Prae.g_00256
OG0000346	Prbm.g_00313	Prae.g_00257
OG0000347	Prbm.g_00317	Prae.g_00260
OG0000348	Prbm.g_00318	Prae.g_00262
OG0000349	Prbm.g_00319	Prae.g_00263
OG0000350	Prbm.g_00320	Prae.g_00265
OG0000351	Prbm.g_00321	Prae.g_00266
OG0000352	Prbm.g_00322	Prae.g_00267
OG0000353	Prbm.g_00323	Prae.g_00268
OG0000354	Prbm.g_00324	Prae.g_00269
OG0000355	Prbm.g_00325	Prae.g_00270
OG0000356	Prbm.g_00326	Prae.g_00271
OG0000357	Prbm.g_00327	Prae.g_00272
OG0000358	Prbm.g_00328	Prae.g_00273
OG0000359	Prbm.g_00330	Prae.g_00274
OG0000360	Prbm.g_00332	Prae.g_00276
OG0000361	Prbm.g_00333	Prae.g_00277
OG0000362	Prbm.g_00334	Prae.g_00278
OG0000363	Prbm.g_00335	Prae.g_00279
OG0000364	Prbm.g_00339	Prae.g_00283
OG0000365	Prbm.g_00340	Prae.g_00284
OG0000366	Prbm.g_00342	Prae.g_00286
OG0000367	Prbm.g_00343	Prae.g_00287
OG0000368	Prbm.g_00344	Prae.g_00288
OG0000369	Prbm.g_00345	Prae.g_00289
OG0000370	Prbm.g_00346	Prae.g_00290
OG0000371	Prbm.g_00347	Prae.g_00291
OG0000372	Prbm.g_00348	Prae.g_00292
OG0000373	Prbm.g_00349	Prae.g_00293
OG0000374	Prbm.g_00350	Prae.g_00295
OG0000375	Prbm.g_00351	Prae.g_00296
OG0000376	Prbm.g_00354	Prae.g_00299
OG0000377	Prbm.g_00355	Prae.g_00300
OG0000378	Prbm.g_00356	Prae.g_00301
OG0000379	Prbm.g_00357	Prae.g_00302
OG0000380	Prbm.g_00358	Prae.g_00303
OG0000381	Prbm.g_00359	Prae.g_00304
OG0000382	Prbm.g_00360	Prae.g_00305
OG0000383	Prbm.g_00361	Prae.g_00306
OG0000384	Prbm.g_00364	Prae.g_00309
OG0000385	Prbm.g_00365	Prae.g_00310
OG0000386	Prbm.g_00366	Prae.g_00311
OG0000387	Prbm.g_00367	Prae.g_00312
OG0000388	Prbm.g_00368	Prae.g_00313
OG0000389	Prbm.g_00369	Prae.g_00314
OG0000390	Prbm.g_00370	Prae.g_00315
OG0000391	Prbm.g_00371	Prae.g_00316
OG0000392	Prbm.g_00372	Prae.g_00317
OG0000393	Prbm.g_00373	Prae.g_00318
OG0000394	Prbm.g_00374	Prae.g_00319
OG0000395	Prbm.g_00375	Prae.g_00320
OG0000396	Prbm.g_00376	Prae.g_00322
OG0000397	Prbm.g_00378	Prae.g_00324
OG0000398	Prbm.g_00379	Prae.g_00325
OG0000399	Prbm.g_00382	Prae.g_00328
OG0000400	Prbm.g_00388	Prae.g_00329
OG0000401	Prbm.g_00768	Prae.g_00330
OG0000402	Prbm.g_00400	Prae.g_00335
OG0000403	Prbm.g_00402	Prae.g_00336
OG0000404	Prbm.g_00403	Prae.g_00337
OG0000405	Prbm.g_00404	Prae.g_00338
OG0000406	Prbm.g_00407	Prae.g_00341
OG0000407	Prbm.g_00408	Prae.g_00342
OG0000408	Prbm.g_00410	Prae.g_00344
OG0000409	Prbm.g_00411	Prae.g_00345
OG0000410	Prbm.g_00412	Prae.g_00346
OG0000411	Prbm.g_00413	Prae.g_00347
OG0000412	Prbm.g_00414	Prae.g_00348
OG0000413	Prbm.g_00415	Prae.g_00349
OG0000414	Prbm.g_00416	Prae.g_00350
OG0000415	Prbm.g_00417	Prae.g_00351
OG0000416	Prbm.g_00422	Prae.g_00354
OG0000417	Prbm.g_00423	Prae.g_00355
OG0000418	Prbm.g_00425	Prae.g_00356
OG0000419	Prbm.g_00426	Prae.g_00357
OG0000420	Prbm.g_00866	Prae.g_00358
OG0000421	Prbm.g_01088	Prae.g_00371
OG0000422	Prbm.g_01121	Prae.g_00379
OG0000423	Prbm.g_01353	Prae.g_00380
OG0000424	Prbm.g_01949	Prae.g_00385
OG0000425	Prbm.g_00440	Prae.g_00405
OG0000426	Prbm.g_00441	Prae.g_00406
OG0000427	Prbm.g_00442	Prae.g_00407
OG0000428	Prbm.g_00445	Prae.g_00409
OG0000429	Prbm.g_00446	Prae.g_00410
OG0000430	Prbm.g_00448	Prae.g_00412
OG0000431	Prbm.g_00449	Prae.g_00413
OG0000432	Prbm.g_00450	Prae.g_00414
OG0000433	Prbm.g_00451	Prae.g_00415
OG0000434	Prbm.g_00452	Prae.g_00416
OG0000435	Prbm.g_00453	Prae.g_00417
OG0000436	Prbm.g_00454	Prae.g_00418
OG0000437	Prbm.g_00455	Prae.g_00419
OG0000438	Prbm.g_00456	Prae.g_00420
OG0000439	Prbm.g_00457	Prae.g_00421
OG0000440	Prbm.g_00458	Prae.g_00422
OG0000441	Prbm.g_00459	Prae.g_00423
OG0000442	Prbm.g_00460	Prae.g_00424
OG0000443	Prbm.g_00461	Prae.g_00425
OG0000444	Prbm.g_00462	Prae.g_00426
OG0000445	Prbm.g_00480	Prae.g_00427
OG0000446	Prbm.g_00482	Prae.g_00429
OG0000447	Prbm.g_00483	Prae.g_00430
OG0000448	Prbm.g_00484	Prae.g_00432
OG0000449	Prbm.g_00490	Prae.g_00435
OG0000450	Prbm.g_00491	Prae.g_00436
OG0000451	Prbm.g_00492	Prae.g_00437
OG0000452	Prbm.g_00494	Prae.g_00438
OG0000453	Prbm.g_00495	Prae.g_00439
OG0000454	Prbm.g_00497	Prae.g_00445
OG0000455	Prbm.g_00498	Prae.g_00447
OG0000456	Prbm.g_00502	Prae.g_00451
OG0000457	Prbm.g_00504	Prae.g_00452
OG0000458	Prbm.g_00505	Prae.g_00453
OG0000459	Prbm.g_00507	Prae.g_00455
OG0000460	Prbm.g_00509	Prae.g_00457
OG0000461	Prbm.g_00510	Prae.g_00458
OG0000462	Prbm.g_00511	Prae.g_00459
OG0000463	Prbm.g_00512	Prae.g_00461
OG0000464	Prbm.g_00513	Prae.g_00462
OG0000465	Prbm.g_00514	Prae.g_00463
OG0000466	Prbm.g_00515	Prae.g_00464
OG0000467	Prbm.g_00516	Prae.g_00465
OG0000468	Prbm.g_00517	Prae.g_00466
OG0000469	Prbm.g_00518	Prae.g_00467
OG0000470	Prbm.g_00519	Prae.g_00468
OG0000471	Prbm.g_00520	Prae.g_00469
OG0000472	Prbm.g_00534	Prae.g_00474
OG0000473	Prbm.g_00535	Prae.g_00475
OG0000474	Prbm.g_00536	Prae.g_00476
OG0000475	Prbm.g_00537	Prae.g_00477
OG0000476	Prbm.g_00539	Prae.g_00479
OG0000477	Prbm.g_00540	Prae.g_00480
OG0000478	Prbm.g_00541	Prae.g_00481
OG0000479	Prbm.g_00542	Prae.g_00482
OG0000480	Prbm.g_00544	Prae.g_00484
OG0000481	Prbm.g_00546	Prae.g_00486
OG0000482	Prbm.g_00547	Prae.g_00487
OG0000483	Prbm.g_00549	Prae.g_00489
OG0000484	Prbm.g_00550	Prae.g_00490
OG0000485	Prbm.g_00551	Prae.g_00491
OG0000486	Prbm.g_00553	Prae.g_00492
OG0000487	Prbm.g_00557	Prae.g_00497
OG0000488	Prbm.g_00558	Prae.g_00499
OG0000489	Prbm.g_00559	Prae.g_00500
OG0000490	Prbm.g_00560	Prae.g_00501
OG0000491	Prbm.g_00561	Prae.g_00502
OG0000492	Prbm.g_00562	Prae.g_00503
OG0000493	Prbm.g_00563	Prae.g_00504
OG0000494	Prbm.g_00564	Prae.g_00505
OG0000495	Prbm.g_00567	Prae.g_00509
OG0000496	Prbm.g_00568	Prae.g_00510
OG0000497	Prbm.g_00569	Prae.g_00511
OG0000498	Prbm.g_00570	Prae.g_00512
OG0000499	Prbm.g_00571	Prae.g_00513
OG0000500	Prbm.g_00573	Prae.g_00515
OG0000501	Prbm.g_00574	Prae.g_00516
OG0000502	Prbm.g_00575	Prae.g_00517
OG0000503	Prbm.g_00577	Prae.g_00519
OG0000504	Prbm.g_00578	Prae.g_00520
OG0000505	Prbm.g_00579	Prae.g_00521
OG0000506	Prbm.g_00580	Prae.g_00522
OG0000507	Prbm.g_00581	Prae.g_00523
OG0000508	Prbm.g_00582	Prae.g_00524
OG0000509	Prbm.g_00583	Prae.g_00525
OG0000510	Prbm.g_00584	Prae.g_00526
OG0000511	Prbm.g_00586	Prae.g_00528
OG0000512	Prbm.g_00587	Prae.g_00529
OG0000513	Prbm.g_00588	Prae.g_00530
OG0000514	Prbm.g_00589	Prae.g_00531
OG0000515	Prbm.g_00590	Prae.g_00532
OG0000516	Prbm.g_00591	Prae.g_00533
OG0000517	Prbm.g_00593	Prae.g_00535
OG0000518	Prbm.g_00594	Prae.g_00536
OG0000519	Prbm.g_00595	Prae.g_00537
OG0000520	Prbm.g_00596	Prae.g_00538
OG0000521	Prbm.g_00597	Prae.g_00539
OG0000522	Prbm.g_00598	Prae.g_00540
OG0000523	Prbm.g_00599	Prae.g_00541
OG0000524	Prbm.g_00600	Prae.g_00542
OG0000525	Prbm.g_00601	Prae.g_00543
OG0000526	Prbm.g_00602	Prae.g_00544
OG0000527	Prbm.g_00603	Prae.g_00545
OG0000528	Prbm.g_00604	Prae.g_00546
OG0000529	Prbm.g_00605	Prae.g_00547
OG0000530	Prbm.g_00606	Prae.g_00548
OG0000531	Prbm.g_00607	Prae.g_00549
OG0000532	Prbm.g_00608	Prae.g_00550
OG0000533	Prbm.g_00609	Prae.g_00552
OG0000534	Prbm.g_00610	Prae.g_00553
OG0000535	Prbm.g_00611	Prae.g_00554
OG0000536	Prbm.g_00612	Prae.g_00555
OG0000537	Prbm.g_00613	Prae.g_00556
OG0000538	Prbm.g_00614	Prae.g_00557
OG0000539	Prbm.g_00616	Prae.g_00560
OG0000540	Prbm.g_00617	Prae.g_00561
OG0000541	Prbm.g_00618	Prae.g_00562
OG0000542	Prbm.g_00620	Prae.g_00565
OG0000543	Prbm.g_00621	Prae.g_00566
OG0000544	Prbm.g_00624	Prae.g_00567
OG0000545	Prbm.g_00623	Prae.g_00568
OG0000546	Prbm.g_00625	Prae.g_00569
