Orthogroup	Prbm	Prbe
OG0000061	Prbm.g_00047	Prbe.g_00494
OG0000062	Prbm.g_00838, Prbm.g_01191	Prbe.g_01245
OG0000063	Prbm.g_00048	Prbe.g_01605
OG0000065	Prbm.g_00297	Prbe.g_01789
OG0000066	Prbm.g_00500	Prbe.g_00658
OG0000067	Prbm.g_00735	Prbe.g_01206
OG0000070	Prbm.g_01064	Prbe.g_01297
OG0000071	Prbm.g_01522	Prbe.g_01522
OG0000072	Prbm.g_00468, Prbm.g_01611	Prbe.g_00893
OG0000073	Prbm.g_01162	Prbe.g_01025
OG0000073	Prbm.g_01310	Prbe.g_00010
OG0000074	Prbm.g_00707	Prbe.g_00353
OG0000075	Prbm.g_02033	Prbe.g_00836
OG0000076	Prbm.g_01747	Prbe.g_00272
OG0000077	Prbm.g_00011	Prbe.g_01076
OG0000078	Prbm.g_00377	Prbe.g_01875
OG0000079	Prbm.g_01389	Prbe.g_00911
OG0000080	Prbm.g_00702	Prbe.g_01449
OG0000081	Prbm.g_00728	Prbe.g_00466
OG0000082	Prbm.g_00821	Prbe.g_01229
OG0000083	Prbm.g_00906, Prbm.g_01173	Prbe.g_01570
OG0000084	Prbm.g_00988	Prbe.g_01350
OG0000085	Prbm.g_01210	Prbe.g_01594
OG0000086	Prbm.g_01910	Prbe.g_00041
OG0000087	Prbm.g_01230, Prbm.g_01809, Prbm.g_00434, Prbm.g_01118, Prbm.g_01383, Prbm.g_01405	Prbe.g_01118
OG0000090	Prbm.g_00394	Prbe.g_00350
OG0000091	Prbm.g_01718	Prbe.g_00303
OG0000092	Prbm.g_01182	Prbe.g_00714
OG0000093	Prbm.g_01973	Prbe.g_01094
OG0000094	Prbm.g_02029	Prbe.g_00840
OG0000095	Prbm.g_02067	Prbe.g_00802
OG0000096	Prbm.g_02168	Prbe.g_01150
OG0000097	Prbm.g_02188	Prbe.g_00709
OG0000098	Prbm.g_00003	Prbe.g_01068
OG0000099	Prbm.g_00023	Prbe.g_00123
OG0000101	Prbm.g_00058	Prbe.g_00152
OG0000102	Prbm.g_00172	Prbe.g_01657
OG0000103	Prbm.g_00181	Prbe.g_01666
OG0000104	Prbm.g_00198	Prbe.g_01683
OG0000105	Prbm.g_00229	Prbe.g_01718
OG0000106	Prbm.g_00243	Prbe.g_01732
OG0000107	Prbm.g_00252	Prbe.g_01741
OG0000108	Prbm.g_00262	Prbe.g_01751
OG0000109	Prbm.g_00300	Prbe.g_01792
OG0000110	Prbm.g_00310	Prbe.g_01804
OG0000111	Prbm.g_00331	Prbe.g_01828
OG0000112	Prbm.g_00341	Prbe.g_01839
OG0000113	Prbm.g_00353	Prbe.g_01852
OG0000114	Prbm.g_00380	Prbe.g_01878
OG0000115	Prbm.g_00499	Prbe.g_00659
OG0000116	Prbm.g_00501	Prbe.g_00657
OG0000117	Prbm.g_00506	Prbe.g_00653
OG0000118	Prbm.g_00533	Prbe.g_00633
OG0000119	Prbm.g_00565	Prbe.g_00603
OG0000120	Prbm.g_00566	Prbe.g_00602
OG0000121	Prbm.g_00576	Prbe.g_00592
OG0000122	Prbm.g_00585	Prbe.g_00583
OG0000123	Prbm.g_00615	Prbe.g_00551
OG0000124	Prbm.g_00682	Prbe.g_01468
OG0000125	Prbm.g_00683	Prbe.g_01467
OG0000126	Prbm.g_00684	Prbe.g_01466
OG0000127	Prbm.g_00723	Prbe.g_00461
OG0000128	Prbm.g_00744	Prbe.g_01216
OG0000129	Prbm.g_00766	Prbe.g_01417
OG0000130	Prbm.g_00950	Prbe.g_01314
OG0000131	Prbm.g_00812	Prbe.g_01220
OG0000132	Prbm.g_00848	Prbe.g_01257
OG0000133	Prbm.g_00946	Prbe.g_00434
OG0000134	Prbm.g_00799	Prbe.g_01448
OG0000135	Prbm.g_00992	Prbe.g_01354
OG0000136	Prbm.g_01061	Prbe.g_01300
OG0000137	Prbm.g_01913	Prbe.g_00044
OG0000138	Prbm.g_01555	Prbe.g_01555
OG0000139	Prbm.g_01542	Prbe.g_01543
OG0000140	Prbm.g_01489	Prbe.g_00501
OG0000141	Prbm.g_01054	Prbe.g_00215
OG0000142	Prbm.g_01622	Prbe.g_00880
OG0000143	Prbm.g_01660	Prbe.g_00373
OG0000144	Prbm.g_01696	Prbe.g_00323
OG0000145	Prbm.g_01711	Prbe.g_00310
OG0000146	Prbm.g_01745	Prbe.g_00274
OG0000147	Prbm.g_01791	Prbe.g_00227
OG0000148	Prbm.g_01792	Prbe.g_00226
OG0000149	Prbm.g_01839	Prbe.g_00988
OG0000150	Prbm.g_01876	Prbe.g_00949
OG0000151	Prbm.g_01878	Prbe.g_00946
OG0000152	Prbm.g_01898	Prbe.g_00926
OG0000153	Prbm.g_01991	Prbe.g_01088
OG0000154	Prbm.g_02027	Prbe.g_00842
OG0000155	Prbm.g_01454, Prbm.g_02046	Prbe.g_00823
OG0000156	Prbm.g_02079	Prbe.g_00790
OG0000157	Prbm.g_02114	Prbe.g_00746
OG0000158	Prbm.g_02212	Prbe.g_01189
OG0000160	Prbm.g_00001	Prbe.g_01066
OG0000161	Prbm.g_00002	Prbe.g_01067
OG0000162	Prbm.g_00004	Prbe.g_01069
OG0000163	Prbm.g_00005	Prbe.g_01070
OG0000164	Prbm.g_00006	Prbe.g_01071
OG0000165	Prbm.g_00007	Prbe.g_01072
OG0000166	Prbm.g_00008	Prbe.g_01073
OG0000167	Prbm.g_00009	Prbe.g_01074
OG0000168	Prbm.g_00010	Prbe.g_01075
OG0000169	Prbm.g_00012	Prbe.g_01077
OG0000170	Prbm.g_00014	Prbe.g_00114
OG0000171	Prbm.g_00015	Prbe.g_00115
OG0000172	Prbm.g_00016	Prbe.g_00116
OG0000173	Prbm.g_00017	Prbe.g_00117
OG0000174	Prbm.g_00018	Prbe.g_00118
OG0000175	Prbm.g_00019	Prbe.g_00119
OG0000176	Prbm.g_00020	Prbe.g_00120
OG0000177	Prbm.g_00021	Prbe.g_00121
OG0000178	Prbm.g_00022	Prbe.g_00122
OG0000179	Prbm.g_00024	Prbe.g_00124
OG0000180	Prbm.g_00025	Prbe.g_00125
OG0000181	Prbm.g_00026	Prbe.g_00126
OG0000182	Prbm.g_00027	Prbe.g_00127
OG0000183	Prbm.g_00028	Prbe.g_00128
OG0000184	Prbm.g_00029	Prbe.g_00130
OG0000185	Prbm.g_00032	Prbe.g_00133
OG0000186	Prbm.g_00033	Prbe.g_00136
OG0000187	Prbm.g_00034	Prbe.g_00137
OG0000188	Prbm.g_00035	Prbe.g_00138
OG0000189	Prbm.g_00049	Prbe.g_00140
OG0000190	Prbm.g_00051	Prbe.g_00142
OG0000191	Prbm.g_00052	Prbe.g_00144
OG0000192	Prbm.g_00053	Prbe.g_00145
OG0000193	Prbm.g_00054	Prbe.g_00146
OG0000194	Prbm.g_00055	Prbe.g_00149
OG0000195	Prbm.g_00056	Prbe.g_00150
OG0000196	Prbm.g_00057	Prbe.g_00151
OG0000197	Prbm.g_00059	Prbe.g_00153
OG0000198	Prbm.g_00060	Prbe.g_00154
OG0000199	Prbm.g_00061	Prbe.g_00156
OG0000200	Prbm.g_00121	Prbe.g_00168
OG0000201	Prbm.g_00122	Prbe.g_00169
OG0000202	Prbm.g_00123	Prbe.g_00170
OG0000203	Prbm.g_00126	Prbe.g_00174
OG0000204	Prbm.g_00127	Prbe.g_00175
OG0000205	Prbm.g_00130	Prbe.g_00178
OG0000206	Prbm.g_00132	Prbe.g_00180
OG0000207	Prbm.g_00134	Prbe.g_00182
OG0000208	Prbm.g_00135	Prbe.g_00183
OG0000209	Prbm.g_00136	Prbe.g_00066
OG0000210	Prbm.g_00137	Prbe.g_00184
OG0000211	Prbm.g_00138	Prbe.g_00185
OG0000212	Prbm.g_00139	Prbe.g_00186
OG0000213	Prbm.g_00140	Prbe.g_00187
OG0000214	Prbm.g_00141	Prbe.g_00188
OG0000215	Prbm.g_00142	Prbe.g_00189
OG0000216	Prbm.g_00143	Prbe.g_00190
OG0000217	Prbm.g_00145	Prbe.g_00192
OG0000218	Prbm.g_00146	Prbe.g_00193
OG0000219	Prbm.g_00147	Prbe.g_01630
OG0000220	Prbm.g_00148	Prbe.g_01631
OG0000221	Prbm.g_00151	Prbe.g_01634
OG0000222	Prbm.g_00152	Prbe.g_01635
OG0000223	Prbm.g_00153	Prbe.g_01636
OG0000224	Prbm.g_00154	Prbe.g_01638
OG0000225	Prbm.g_00155	Prbe.g_01639
OG0000226	Prbm.g_00156	Prbe.g_01640
OG0000227	Prbm.g_00158	Prbe.g_01642
OG0000228	Prbm.g_00159	Prbe.g_01643
OG0000229	Prbm.g_00160	Prbe.g_01644
OG0000230	Prbm.g_00161	Prbe.g_01645
OG0000231	Prbm.g_00162	Prbe.g_01646
OG0000232	Prbm.g_00163	Prbe.g_01647
OG0000233	Prbm.g_00164	Prbe.g_01649
OG0000234	Prbm.g_00165	Prbe.g_01650
OG0000235	Prbm.g_00166	Prbe.g_01651
OG0000236	Prbm.g_00169	Prbe.g_01654
OG0000237	Prbm.g_00170	Prbe.g_01655
OG0000238	Prbm.g_00171	Prbe.g_01656
OG0000239	Prbm.g_00173	Prbe.g_01658
OG0000240	Prbm.g_00175	Prbe.g_01659
OG0000241	Prbm.g_00176	Prbe.g_01660
OG0000242	Prbm.g_00177	Prbe.g_01661
OG0000243	Prbm.g_00179	Prbe.g_01664
OG0000244	Prbm.g_00182	Prbe.g_01667
OG0000245	Prbm.g_00183	Prbe.g_01668
OG0000246	Prbm.g_00184	Prbe.g_01669
OG0000247	Prbm.g_00187	Prbe.g_01671
OG0000248	Prbm.g_00189	Prbe.g_01673
OG0000249	Prbm.g_00191	Prbe.g_01675
OG0000250	Prbm.g_00192	Prbe.g_01676
OG0000251	Prbm.g_00193	Prbe.g_01677
OG0000252	Prbm.g_00194	Prbe.g_01678
OG0000253	Prbm.g_00195	Prbe.g_01679
OG0000254	Prbm.g_01096	Prbe.g_01412
OG0000255	Prbm.g_00196	Prbe.g_01681
OG0000256	Prbm.g_00199	Prbe.g_01684
OG0000257	Prbm.g_00202	Prbe.g_01686
OG0000258	Prbm.g_00204	Prbe.g_01692
OG0000259	Prbm.g_00205	Prbe.g_01693
OG0000260	Prbm.g_00206	Prbe.g_01694
OG0000261	Prbm.g_00207	Prbe.g_01695
OG0000262	Prbm.g_00208	Prbe.g_01696
OG0000263	Prbm.g_00210	Prbe.g_01698
OG0000264	Prbm.g_00211	Prbe.g_01699
OG0000265	Prbm.g_00212	Prbe.g_01700
OG0000266	Prbm.g_00213	Prbe.g_01701
OG0000267	Prbm.g_00214	Prbe.g_01702
OG0000268	Prbm.g_00215	Prbe.g_01704
OG0000269	Prbm.g_00217	Prbe.g_01706
OG0000270	Prbm.g_00218	Prbe.g_01707
OG0000271	Prbm.g_00219	Prbe.g_01708
OG0000272	Prbm.g_00220	Prbe.g_01709
OG0000273	Prbm.g_00221	Prbe.g_01710
OG0000274	Prbm.g_00222	Prbe.g_01711
OG0000275	Prbm.g_00223	Prbe.g_01712
OG0000276	Prbm.g_00224	Prbe.g_01713
OG0000277	Prbm.g_00226	Prbe.g_01715
OG0000278	Prbm.g_00227	Prbe.g_01716
OG0000279	Prbm.g_00228	Prbe.g_01717
OG0000280	Prbm.g_00230	Prbe.g_01719
OG0000281	Prbm.g_00232	Prbe.g_01721
OG0000282	Prbm.g_00233	Prbe.g_01722
OG0000283	Prbm.g_00234	Prbe.g_01723
OG0000284	Prbm.g_00235	Prbe.g_01724
OG0000285	Prbm.g_00236	Prbe.g_01725
OG0000286	Prbm.g_00237	Prbe.g_01726
OG0000287	Prbm.g_00238	Prbe.g_01727
OG0000288	Prbm.g_00240	Prbe.g_01729
OG0000289	Prbm.g_00241	Prbe.g_01730
OG0000290	Prbm.g_00242	Prbe.g_01731
OG0000291	Prbm.g_00244	Prbe.g_01733
OG0000292	Prbm.g_00246	Prbe.g_01735
OG0000293	Prbm.g_00247	Prbe.g_01736
OG0000294	Prbm.g_00248	Prbe.g_01737
OG0000295	Prbm.g_00249	Prbe.g_01738
OG0000296	Prbm.g_00250	Prbe.g_01739
OG0000297	Prbm.g_00251	Prbe.g_01740
OG0000298	Prbm.g_00253	Prbe.g_01742
OG0000299	Prbm.g_00254	Prbe.g_01743
OG0000300	Prbm.g_00255	Prbe.g_01744
OG0000301	Prbm.g_00256	Prbe.g_01745
OG0000302	Prbm.g_00257	Prbe.g_01746
OG0000303	Prbm.g_00258	Prbe.g_01747
OG0000304	Prbm.g_00260	Prbe.g_01749
OG0000305	Prbm.g_00261	Prbe.g_01750
OG0000306	Prbm.g_00263	Prbe.g_01753
OG0000307	Prbm.g_00264	Prbe.g_01754
OG0000308	Prbm.g_00265	Prbe.g_01755
OG0000309	Prbm.g_00266	Prbe.g_01756
OG0000310	Prbm.g_00267	Prbe.g_01757
OG0000311	Prbm.g_00268	Prbe.g_01759
OG0000312	Prbm.g_00269	Prbe.g_01760
OG0000313	Prbm.g_00270	Prbe.g_01761
OG0000314	Prbm.g_00271	Prbe.g_01762
OG0000315	Prbm.g_00272	Prbe.g_01763
OG0000316	Prbm.g_00273	Prbe.g_01764
OG0000317	Prbm.g_00274	Prbe.g_01765
OG0000318	Prbm.g_00275	Prbe.g_01766
OG0000319	Prbm.g_00276	Prbe.g_01767
OG0000320	Prbm.g_00277	Prbe.g_01768
OG0000321	Prbm.g_00278	Prbe.g_01769
OG0000322	Prbm.g_00279	Prbe.g_01770
OG0000323	Prbm.g_00280	Prbe.g_01771
OG0000324	Prbm.g_00281	Prbe.g_01772
OG0000325	Prbm.g_00282	Prbe.g_01773
OG0000326	Prbm.g_00283	Prbe.g_01774
OG0000327	Prbm.g_00284	Prbe.g_01775
OG0000328	Prbm.g_00285	Prbe.g_01777
OG0000329	Prbm.g_00286	Prbe.g_01778
OG0000330	Prbm.g_00287	Prbe.g_01779
OG0000331	Prbm.g_00288	Prbe.g_01781
OG0000332	Prbm.g_00289	Prbe.g_01782
OG0000333	Prbm.g_00290	Prbe.g_01783
OG0000334	Prbm.g_00291	Prbe.g_01784
OG0000335	Prbm.g_00293	Prbe.g_01785
OG0000336	Prbm.g_00295	Prbe.g_01787
OG0000337	Prbm.g_00296	Prbe.g_01788
OG0000338	Prbm.g_00301	Prbe.g_01793
OG0000339	Prbm.g_00303	Prbe.g_01795
OG0000340	Prbm.g_00305	Prbe.g_01797
OG0000341	Prbm.g_00306	Prbe.g_01798
OG0000342	Prbm.g_00307	Prbe.g_01799
OG0000343	Prbm.g_00308	Prbe.g_01800
OG0000344	Prbm.g_00309	Prbe.g_01803
OG0000345	Prbm.g_00312	Prbe.g_01807
OG0000346	Prbm.g_00313	Prbe.g_01808
OG0000347	Prbm.g_00317	Prbe.g_01811
OG0000348	Prbm.g_00318	Prbe.g_01812
OG0000349	Prbm.g_00319	Prbe.g_01813
OG0000350	Prbm.g_00320	Prbe.g_01815
OG0000351	Prbm.g_00321	Prbe.g_01816
OG0000352	Prbm.g_00322	Prbe.g_01817
OG0000353	Prbm.g_00323	Prbe.g_01818
OG0000354	Prbm.g_00324	Prbe.g_01820
OG0000355	Prbm.g_00325	Prbe.g_01821
OG0000356	Prbm.g_00326	Prbe.g_01822
OG0000357	Prbm.g_00327	Prbe.g_01823
OG0000358	Prbm.g_00328	Prbe.g_01824
OG0000359	Prbm.g_00330	Prbe.g_01826
OG0000360	Prbm.g_00332	Prbe.g_01829
OG0000361	Prbm.g_00333	Prbe.g_01830
OG0000362	Prbm.g_00334	Prbe.g_01831
OG0000363	Prbm.g_00335	Prbe.g_01832
OG0000364	Prbm.g_00339	Prbe.g_01836
OG0000365	Prbm.g_00340	Prbe.g_01837
OG0000366	Prbm.g_00342	Prbe.g_01840
OG0000367	Prbm.g_00343	Prbe.g_01841
OG0000368	Prbm.g_00344	Prbe.g_01842
OG0000369	Prbm.g_00345	Prbe.g_01843
OG0000370	Prbm.g_00346	Prbe.g_01844
OG0000371	Prbm.g_00347	Prbe.g_01846
OG0000372	Prbm.g_00348	Prbe.g_01847
OG0000373	Prbm.g_00349	Prbe.g_01848
OG0000374	Prbm.g_00350	Prbe.g_01849
OG0000375	Prbm.g_00351	Prbe.g_01850
OG0000376	Prbm.g_00354	Prbe.g_01853
OG0000377	Prbm.g_00355	Prbe.g_01854
OG0000378	Prbm.g_00356	Prbe.g_01855
OG0000379	Prbm.g_00357	Prbe.g_01856
OG0000380	Prbm.g_00358	Prbe.g_01857
OG0000381	Prbm.g_00359	Prbe.g_01858
OG0000382	Prbm.g_00360	Prbe.g_01859
OG0000383	Prbm.g_00361	Prbe.g_01860
OG0000384	Prbm.g_00364	Prbe.g_01862
OG0000385	Prbm.g_00365	Prbe.g_01863
OG0000386	Prbm.g_00366	Prbe.g_01864
OG0000387	Prbm.g_00367	Prbe.g_01865
OG0000388	Prbm.g_00368	Prbe.g_01866
OG0000389	Prbm.g_00369	Prbe.g_01867
OG0000390	Prbm.g_00370	Prbe.g_01868
OG0000391	Prbm.g_00371	Prbe.g_01869
OG0000392	Prbm.g_00372	Prbe.g_01870
OG0000393	Prbm.g_00373	Prbe.g_01871
OG0000394	Prbm.g_00374	Prbe.g_01872
OG0000395	Prbm.g_00375	Prbe.g_01873
OG0000396	Prbm.g_00376	Prbe.g_01874
OG0000397	Prbm.g_00378	Prbe.g_01876
OG0000398	Prbm.g_00379	Prbe.g_01877
OG0000399	Prbm.g_00382	Prbe.g_01879
OG0000400	Prbm.g_00388	Prbe.g_01885
OG0000401	Prbm.g_00768	Prbe.g_01886
OG0000402	Prbm.g_00400	Prbe.g_01892
OG0000403	Prbm.g_00402	Prbe.g_01894
OG0000404	Prbm.g_00403	Prbe.g_01895
OG0000405	Prbm.g_00404	Prbe.g_01896
OG0000406	Prbm.g_00407	Prbe.g_01899
OG0000407	Prbm.g_00408	Prbe.g_01900
OG0000408	Prbm.g_00410	Prbe.g_01903
OG0000409	Prbm.g_00411	Prbe.g_01904
OG0000410	Prbm.g_00412	Prbe.g_01905
OG0000411	Prbm.g_00413	Prbe.g_01906
OG0000412	Prbm.g_00414	Prbe.g_01907
OG0000413	Prbm.g_00415	Prbe.g_01908
OG0000414	Prbm.g_00416	Prbe.g_01909
OG0000415	Prbm.g_00417	Prbe.g_01910
OG0000416	Prbm.g_00422	Prbe.g_01914
OG0000417	Prbm.g_00423	Prbe.g_01915
OG0000418	Prbm.g_00425	Prbe.g_01917
OG0000419	Prbm.g_00426	Prbe.g_01918
OG0000420	Prbm.g_00866	Prbe.g_01277
OG0000421	Prbm.g_01088	Prbe.g_01593
OG0000422	Prbm.g_01121	Prbe.g_01033
OG0000423	Prbm.g_01353	Prbe.g_01588
OG0000424	Prbm.g_01949	Prbe.g_00921
OG0000425	Prbm.g_00440	Prbe.g_01929
OG0000426	Prbm.g_00441	Prbe.g_01930
OG0000427	Prbm.g_00442	Prbe.g_01931
OG0000428	Prbm.g_00445	Prbe.g_01933
OG0000429	Prbm.g_00446	Prbe.g_01934
OG0000430	Prbm.g_00448	Prbe.g_01936
OG0000431	Prbm.g_00449	Prbe.g_01937
OG0000432	Prbm.g_00450	Prbe.g_01938
OG0000433	Prbm.g_00451	Prbe.g_01939
OG0000434	Prbm.g_00452	Prbe.g_01940
OG0000435	Prbm.g_00453	Prbe.g_01941
OG0000436	Prbm.g_00454	Prbe.g_01942
OG0000437	Prbm.g_00455	Prbe.g_01943
OG0000438	Prbm.g_00456	Prbe.g_01944
OG0000439	Prbm.g_00457	Prbe.g_01945
OG0000440	Prbm.g_00458	Prbe.g_01946
OG0000441	Prbm.g_00459	Prbe.g_01947
OG0000442	Prbm.g_00460	Prbe.g_01948
OG0000443	Prbm.g_00461	Prbe.g_01949
OG0000444	Prbm.g_00462	Prbe.g_01950
OG0000445	Prbm.g_00480	Prbe.g_00676
OG0000446	Prbm.g_00482	Prbe.g_00674
OG0000447	Prbm.g_00483	Prbe.g_00673
OG0000448	Prbm.g_00484	Prbe.g_00672
OG0000449	Prbm.g_00490	Prbe.g_00668
OG0000450	Prbm.g_00491	Prbe.g_00667
OG0000451	Prbm.g_00492	Prbe.g_00666
OG0000452	Prbm.g_00494	Prbe.g_00664
OG0000453	Prbm.g_00495	Prbe.g_00663
OG0000454	Prbm.g_00497	Prbe.g_00662
OG0000455	Prbm.g_00498	Prbe.g_00660
OG0000456	Prbm.g_00502	Prbe.g_00656
OG0000457	Prbm.g_00504	Prbe.g_00655
OG0000458	Prbm.g_00505	Prbe.g_00654
OG0000459	Prbm.g_00507	Prbe.g_00652
OG0000460	Prbm.g_00509	Prbe.g_00650
OG0000461	Prbm.g_00510	Prbe.g_00649
OG0000462	Prbm.g_00511	Prbe.g_00648
OG0000463	Prbm.g_00512	Prbe.g_00646
OG0000464	Prbm.g_00513	Prbe.g_00645
OG0000465	Prbm.g_00514	Prbe.g_00644
OG0000466	Prbm.g_00515	Prbe.g_00643
OG0000467	Prbm.g_00516	Prbe.g_00642
OG0000468	Prbm.g_00517	Prbe.g_00641
OG0000469	Prbm.g_00518	Prbe.g_00640
OG0000470	Prbm.g_00519	Prbe.g_00639
OG0000471	Prbm.g_00520	Prbe.g_00638
OG0000472	Prbm.g_00534	Prbe.g_00632
OG0000473	Prbm.g_00535	Prbe.g_00631
OG0000474	Prbm.g_00536	Prbe.g_00630
OG0000475	Prbm.g_00537	Prbe.g_00629
OG0000476	Prbm.g_00539	Prbe.g_00628
OG0000477	Prbm.g_00540	Prbe.g_00627
OG0000478	Prbm.g_00541	Prbe.g_00626
OG0000479	Prbm.g_00542	Prbe.g_00625
OG0000480	Prbm.g_00544	Prbe.g_00623
OG0000481	Prbm.g_00546	Prbe.g_00621
OG0000482	Prbm.g_00547	Prbe.g_00620
OG0000483	Prbm.g_00549	Prbe.g_00618
OG0000484	Prbm.g_00550	Prbe.g_00617
OG0000485	Prbm.g_00551	Prbe.g_00616
OG0000486	Prbm.g_00553	Prbe.g_00615
OG0000487	Prbm.g_00557	Prbe.g_00611
OG0000488	Prbm.g_00558	Prbe.g_00610
OG0000489	Prbm.g_00559	Prbe.g_00609
OG0000490	Prbm.g_00560	Prbe.g_00608
OG0000491	Prbm.g_00561	Prbe.g_00607
OG0000492	Prbm.g_00562	Prbe.g_00606
OG0000493	Prbm.g_00563	Prbe.g_00605
OG0000494	Prbm.g_00564	Prbe.g_00604
OG0000495	Prbm.g_00567	Prbe.g_00601
OG0000496	Prbm.g_00568	Prbe.g_00600
OG0000497	Prbm.g_00569	Prbe.g_00599
OG0000498	Prbm.g_00570	Prbe.g_00598
OG0000499	Prbm.g_00571	Prbe.g_00597
OG0000500	Prbm.g_00573	Prbe.g_00595
OG0000501	Prbm.g_00574	Prbe.g_00594
OG0000502	Prbm.g_00575	Prbe.g_00593
OG0000503	Prbm.g_00577	Prbe.g_00591
OG0000504	Prbm.g_00578	Prbe.g_00590
OG0000505	Prbm.g_00579	Prbe.g_00589
OG0000506	Prbm.g_00580	Prbe.g_00588
OG0000507	Prbm.g_00581	Prbe.g_00587
OG0000508	Prbm.g_00582	Prbe.g_00586
OG0000509	Prbm.g_00583	Prbe.g_00585
OG0000510	Prbm.g_00584	Prbe.g_00584
OG0000511	Prbm.g_00586	Prbe.g_00582
OG0000512	Prbm.g_00587	Prbe.g_00581
OG0000513	Prbm.g_00588	Prbe.g_00580
OG0000514	Prbm.g_00589	Prbe.g_00579
OG0000515	Prbm.g_00590	Prbe.g_00578
OG0000516	Prbm.g_00591	Prbe.g_00577
OG0000517	Prbm.g_00593	Prbe.g_00576
OG0000518	Prbm.g_00594	Prbe.g_00575
OG0000519	Prbm.g_00595	Prbe.g_00573
OG0000520	Prbm.g_00596	Prbe.g_00571
