Orthogroup	Prbm	Prbk
OG0000046	Prbm.g_01204	Prbk.g_01667, Prbk.g_00212
OG0000047	Prbm.g_01549	Prbk.g_01019
OG0000048	Prbm.g_00114	Prbk.g_00499
OG0000049	Prbm.g_00881	Prbk.g_00479
OG0000050	Prbm.g_00225	Prbk.g_01836, Prbk.g_00773
OG0000051	Prbm.g_01284, Prbm.g_01297, Prbm.g_01444	Prbk.g_02448
OG0000053	Prbm.g_00742	Prbk.g_01835, Prbk.g_00619
OG0000054	Prbm.g_01834	Prbk.g_00919
OG0000055	Prbm.g_02094	Prbk.g_00237
OG0000056	Prbm.g_00031	Prbk.g_01617
OG0000057	Prbm.g_00216	Prbk.g_00764
OG0000058	Prbm.g_01172, Prbm.g_01237	Prbk.g_00925
OG0000059	Prbm.g_00572	Prbk.g_01094
OG0000060	Prbm.g_00755	Prbk.g_00605
OG0000061	Prbm.g_00047	Prbk.g_01468
OG0000062	Prbm.g_00838, Prbm.g_01191	Prbk.g_02493
OG0000063	Prbm.g_00048	Prbk.g_00694
OG0000066	Prbm.g_00500	Prbk.g_02113
OG0000067	Prbm.g_00735	Prbk.g_01765
OG0000070	Prbm.g_01064	Prbk.g_00056
OG0000071	Prbm.g_01522	Prbk.g_01496
OG0000072	Prbm.g_00468, Prbm.g_01611	Prbk.g_01183
OG0000074	Prbm.g_00707	Prbk.g_00477
OG0000075	Prbm.g_02033	Prbk.g_00796, Prbk.g_00944
OG0000076	Prbm.g_01747	Prbk.g_01209
OG0000077	Prbm.g_00011	Prbk.g_02290
OG0000078	Prbm.g_00377	Prbk.g_00472
OG0000079	Prbm.g_01389	Prbk.g_02209
OG0000080	Prbm.g_00702	Prbk.g_00709
OG0000081	Prbm.g_00728	Prbk.g_01815
OG0000082	Prbm.g_00821	Prbk.g_02475
OG0000084	Prbm.g_00988	Prbk.g_02324
OG0000085	Prbm.g_01210	Prbk.g_02271
OG0000086	Prbm.g_01910	Prbk.g_02195
OG0000090	Prbm.g_00394	Prbk.g_00476
OG0000091	Prbm.g_01718	Prbk.g_00275
OG0000092	Prbm.g_01182	Prbk.g_02012
OG0000093	Prbm.g_01973	Prbk.g_00992
OG0000094	Prbm.g_02029	Prbk.g_00948
OG0000095	Prbm.g_02067	Prbk.g_00512
OG0000096	Prbm.g_01593, Prbm.g_02168	Prbk.g_01603
OG0000097	Prbm.g_02188	Prbk.g_02204
OG0000098	Prbm.g_00003	Prbk.g_02281
OG0000099	Prbm.g_00023	Prbk.g_01626
OG0000101	Prbm.g_00058	Prbk.g_02126
OG0000102	Prbm.g_00172	Prbk.g_00191
OG0000103	Prbm.g_00181	Prbk.g_00206
OG0000104	Prbm.g_00198	Prbk.g_00559
OG0000105	Prbm.g_00229	Prbk.g_00777
OG0000106	Prbm.g_00243	Prbk.g_01280
OG0000107	Prbm.g_00252	Prbk.g_01261
OG0000108	Prbm.g_00262	Prbk.g_01251
OG0000109	Prbm.g_00300	Prbk.g_01515
OG0000110	Prbm.g_00310	Prbk.g_01001
OG0000111	Prbm.g_00331	Prbk.g_00409
OG0000112	Prbm.g_00341	Prbk.g_00422
OG0000113	Prbm.g_00353	Prbk.g_00438
OG0000114	Prbm.g_00380	Prbk.g_00492
OG0000115	Prbm.g_00499	Prbk.g_02112
OG0000116	Prbm.g_00501	Prbk.g_02114
OG0000117	Prbm.g_00506	Prbk.g_02061
OG0000118	Prbm.g_00533	Prbk.g_01862
OG0000119	Prbm.g_00565	Prbk.g_01078
OG0000120	Prbm.g_00566	Prbk.g_01080
OG0000121	Prbm.g_00576	Prbk.g_02684
OG0000122	Prbm.g_00585	Prbk.g_01890
OG0000123	Prbm.g_00615	Prbk.g_01121
OG0000124	Prbm.g_00682	Prbk.g_00740
OG0000125	Prbm.g_00683	Prbk.g_00739
OG0000126	Prbm.g_00684	Prbk.g_00738
OG0000127	Prbm.g_00723	Prbk.g_01385
OG0000128	Prbm.g_00744	Prbk.g_00616
OG0000129	Prbm.g_00766	Prbk.g_02370
OG0000130	Prbm.g_00950	Prbk.g_01642
OG0000131	Prbm.g_00812	Prbk.g_02466
OG0000132	Prbm.g_00848	Prbk.g_02530
OG0000133	Prbm.g_00946	Prbk.g_02438
OG0000134	Prbm.g_00799	Prbk.g_02444
OG0000135	Prbm.g_00992	Prbk.g_02316
OG0000136	Prbm.g_01061	Prbk.g_00059
OG0000137	Prbm.g_01913	Prbk.g_02197
OG0000138	Prbm.g_01555	Prbk.g_01025
OG0000139	Prbm.g_01542	Prbk.g_00144
OG0000140	Prbm.g_01489	Prbk.g_00121
OG0000141	Prbm.g_01054	Prbk.g_00066
OG0000142	Prbm.g_01622	Prbk.g_01169
OG0000143	Prbm.g_01660	Prbk.g_02052
OG0000144	Prbm.g_01696	Prbk.g_00243
OG0000145	Prbm.g_01711	Prbk.g_00260
OG0000146	Prbm.g_01745	Prbk.g_01212
OG0000147	Prbm.g_01791	Prbk.g_00932
OG0000148	Prbm.g_01792	Prbk.g_00931
OG0000149	Prbm.g_01839	Prbk.g_00913
OG0000150	Prbm.g_01876	Prbk.g_01417
OG0000151	Prbm.g_01878	Prbk.g_01414
OG0000152	Prbm.g_01898	Prbk.g_01381
OG0000153	Prbm.g_01991	Prbk.g_00987
OG0000154	Prbm.g_02027	Prbk.g_00950
OG0000155	Prbm.g_01454, Prbm.g_02046	Prbk.g_00811
OG0000156	Prbm.g_02079	Prbk.g_00528
OG0000157	Prbm.g_02114	Prbk.g_01540
OG0000158	Prbm.g_02212	Prbk.g_02252
OG0000160	Prbm.g_00001	Prbk.g_02279
OG0000161	Prbm.g_00002	Prbk.g_02280
OG0000162	Prbm.g_00004	Prbk.g_02282
OG0000163	Prbm.g_00005	Prbk.g_02283
OG0000164	Prbm.g_00006	Prbk.g_02284
OG0000165	Prbm.g_00007	Prbk.g_02285
OG0000166	Prbm.g_00008	Prbk.g_02287
OG0000167	Prbm.g_00009	Prbk.g_02288
OG0000168	Prbm.g_00010	Prbk.g_02289
OG0000169	Prbm.g_00012	Prbk.g_02291
OG0000170	Prbm.g_00014	Prbk.g_01639
OG0000171	Prbm.g_00015	Prbk.g_01638
OG0000172	Prbm.g_00016	Prbk.g_01633
OG0000173	Prbm.g_00017	Prbk.g_01632
OG0000174	Prbm.g_00018	Prbk.g_01631
OG0000175	Prbm.g_00019	Prbk.g_01630
OG0000176	Prbm.g_00020	Prbk.g_01629
OG0000177	Prbm.g_00021	Prbk.g_01628
OG0000178	Prbm.g_00022	Prbk.g_01627
OG0000179	Prbm.g_00024	Prbk.g_01625
OG0000180	Prbm.g_00025	Prbk.g_01624
OG0000181	Prbm.g_00026	Prbk.g_01623
OG0000182	Prbm.g_00027	Prbk.g_01622
OG0000183	Prbm.g_00028	Prbk.g_01621
OG0000184	Prbm.g_00029	Prbk.g_01619
OG0000185	Prbm.g_00032	Prbk.g_01614
OG0000186	Prbm.g_00033	Prbk.g_01609
OG0000187	Prbm.g_00034	Prbk.g_01608
OG0000188	Prbm.g_00035	Prbk.g_01607
OG0000189	Prbm.g_00049	Prbk.g_01606
OG0000190	Prbm.g_00051	Prbk.g_01604
OG0000191	Prbm.g_00052	Prbk.g_02158
OG0000192	Prbm.g_00053	Prbk.g_02156
OG0000193	Prbm.g_00054	Prbk.g_02155
OG0000194	Prbm.g_00055	Prbk.g_02148
OG0000195	Prbm.g_00056	Prbk.g_02141
OG0000196	Prbm.g_00057	Prbk.g_02133
OG0000197	Prbm.g_00059	Prbk.g_02125
OG0000198	Prbm.g_00060	Prbk.g_02124
OG0000199	Prbm.g_00061	Prbk.g_02123
OG0000200	Prbm.g_00121	Prbk.g_01326
OG0000201	Prbm.g_00122	Prbk.g_01324
OG0000202	Prbm.g_00123	Prbk.g_01323
OG0000203	Prbm.g_00126	Prbk.g_01320
OG0000204	Prbm.g_00127	Prbk.g_01319
OG0000205	Prbm.g_00130	Prbk.g_01315
OG0000206	Prbm.g_00132	Prbk.g_01313
OG0000207	Prbm.g_00134	Prbk.g_01309
OG0000208	Prbm.g_00135	Prbk.g_01308
OG0000209	Prbm.g_00136	Prbk.g_01665
OG0000210	Prbm.g_00137	Prbk.g_01307
OG0000211	Prbm.g_00138	Prbk.g_01304
OG0000212	Prbm.g_00139	Prbk.g_01303
OG0000213	Prbm.g_00140	Prbk.g_01302
OG0000214	Prbm.g_00141	Prbk.g_01301
OG0000215	Prbm.g_00142	Prbk.g_01300
OG0000216	Prbm.g_00143	Prbk.g_01299
OG0000217	Prbm.g_00145	Prbk.g_01295
OG0000218	Prbm.g_00146	Prbk.g_01294
OG0000219	Prbm.g_00147	Prbk.g_00035
OG0000220	Prbm.g_00148	Prbk.g_00031
OG0000221	Prbm.g_00151	Prbk.g_00026
OG0000222	Prbm.g_00152	Prbk.g_00025
OG0000223	Prbm.g_00153	Prbk.g_00024
OG0000224	Prbm.g_00154	Prbk.g_00022
OG0000225	Prbm.g_00155	Prbk.g_00021
OG0000226	Prbm.g_00156	Prbk.g_00020
OG0000227	Prbm.g_00158	Prbk.g_00018
OG0000228	Prbm.g_00159	Prbk.g_00017
OG0000229	Prbm.g_00160	Prbk.g_00016
OG0000230	Prbm.g_00161	Prbk.g_00015
OG0000231	Prbm.g_00162	Prbk.g_00014
OG0000232	Prbm.g_00163	Prbk.g_00012
OG0000233	Prbm.g_00164	Prbk.g_00011
OG0000234	Prbm.g_00165	Prbk.g_00010
OG0000235	Prbm.g_00166	Prbk.g_00007
OG0000236	Prbm.g_00169	Prbk.g_00003
OG0000237	Prbm.g_00170	Prbk.g_00001
OG0000238	Prbm.g_00171	Prbk.g_00190
OG0000239	Prbm.g_00173	Prbk.g_00192
OG0000240	Prbm.g_00175	Prbk.g_00194
OG0000241	Prbm.g_00176	Prbk.g_00196
OG0000242	Prbm.g_00177	Prbk.g_00197
OG0000243	Prbm.g_00179	Prbk.g_00202
OG0000244	Prbm.g_00182	Prbk.g_00207
OG0000245	Prbm.g_00183	Prbk.g_00208
OG0000246	Prbm.g_00184	Prbk.g_00209
OG0000247	Prbm.g_00187	Prbk.g_00542
OG0000248	Prbm.g_00189	Prbk.g_00544
OG0000249	Prbm.g_00191	Prbk.g_00547
OG0000250	Prbm.g_00192	Prbk.g_00549
OG0000251	Prbm.g_00193	Prbk.g_00550
OG0000252	Prbm.g_00194	Prbk.g_00551
OG0000253	Prbm.g_00195	Prbk.g_00552
OG0000254	Prbm.g_01096	Prbk.g_00554
OG0000255	Prbm.g_00196	Prbk.g_00555
OG0000256	Prbm.g_00199	Prbk.g_00560
OG0000257	Prbm.g_00202	Prbk.g_00749
OG0000258	Prbm.g_00204	Prbk.g_00751
OG0000259	Prbm.g_00205	Prbk.g_00752
OG0000260	Prbm.g_00206	Prbk.g_00753
OG0000261	Prbm.g_00207	Prbk.g_00754
OG0000262	Prbm.g_00208	Prbk.g_00755
OG0000263	Prbm.g_00210	Prbk.g_00757
OG0000264	Prbm.g_00211	Prbk.g_00758
OG0000265	Prbm.g_00212	Prbk.g_00759
OG0000266	Prbm.g_00213	Prbk.g_00760
OG0000267	Prbm.g_00214	Prbk.g_00761
OG0000268	Prbm.g_00215	Prbk.g_00763
OG0000269	Prbm.g_00217	Prbk.g_00765
OG0000270	Prbm.g_00218	Prbk.g_00766
OG0000271	Prbm.g_00219	Prbk.g_00767
OG0000272	Prbm.g_00220	Prbk.g_00768
OG0000273	Prbm.g_00221	Prbk.g_00769
OG0000274	Prbm.g_00222	Prbk.g_00770
OG0000275	Prbm.g_00223	Prbk.g_00771
OG0000276	Prbm.g_00224	Prbk.g_00772
OG0000277	Prbm.g_00226	Prbk.g_00774
OG0000278	Prbm.g_00227	Prbk.g_00775
OG0000279	Prbm.g_00228	Prbk.g_00776
OG0000280	Prbm.g_00230	Prbk.g_00778
OG0000281	Prbm.g_00232	Prbk.g_00779
OG0000282	Prbm.g_00233	Prbk.g_00780
OG0000283	Prbm.g_00234	Prbk.g_00781
OG0000284	Prbm.g_00235	Prbk.g_00782
OG0000285	Prbm.g_00236	Prbk.g_00783
OG0000286	Prbm.g_00237	Prbk.g_00784
OG0000287	Prbm.g_00238	Prbk.g_00785
OG0000288	Prbm.g_00240	Prbk.g_02425
OG0000289	Prbm.g_00241	Prbk.g_01283
OG0000290	Prbm.g_00242	Prbk.g_01281
OG0000291	Prbm.g_00244	Prbk.g_01277
OG0000292	Prbm.g_00246	Prbk.g_01275
OG0000293	Prbm.g_00247	Prbk.g_01272
OG0000294	Prbm.g_00248	Prbk.g_01270
OG0000295	Prbm.g_00249	Prbk.g_01267
OG0000296	Prbm.g_00250	Prbk.g_01266
OG0000297	Prbm.g_00251	Prbk.g_01263
OG0000298	Prbm.g_00253	Prbk.g_01260
OG0000299	Prbm.g_00254	Prbk.g_01259
OG0000300	Prbm.g_00255	Prbk.g_01258
OG0000301	Prbm.g_00256	Prbk.g_01257
OG0000302	Prbm.g_00257	Prbk.g_01256
OG0000303	Prbm.g_00258	Prbk.g_01255
OG0000304	Prbm.g_00260	Prbk.g_01253
OG0000305	Prbm.g_00261	Prbk.g_01252
OG0000306	Prbm.g_00263	Prbk.g_01245
OG0000307	Prbm.g_00264	Prbk.g_01244
OG0000308	Prbm.g_00265	Prbk.g_00631
OG0000309	Prbm.g_00266	Prbk.g_00632
OG0000310	Prbm.g_00267	Prbk.g_00633
OG0000311	Prbm.g_00268	Prbk.g_00686
OG0000312	Prbm.g_00269	Prbk.g_00685
OG0000313	Prbm.g_00270	Prbk.g_00683
OG0000314	Prbm.g_00271	Prbk.g_00682
OG0000315	Prbm.g_00272	Prbk.g_00680
OG0000316	Prbm.g_00273	Prbk.g_00670
OG0000317	Prbm.g_00274	Prbk.g_00669
OG0000318	Prbm.g_00275	Prbk.g_00668
OG0000319	Prbm.g_00276	Prbk.g_00662
OG0000320	Prbm.g_00277	Prbk.g_00661
OG0000321	Prbm.g_00278	Prbk.g_00658
OG0000322	Prbm.g_00279	Prbk.g_00657
OG0000323	Prbm.g_00280	Prbk.g_00656
OG0000324	Prbm.g_00281	Prbk.g_00655
OG0000325	Prbm.g_00282	Prbk.g_00654
OG0000326	Prbm.g_00283	Prbk.g_00653
OG0000327	Prbm.g_00284	Prbk.g_00652
OG0000328	Prbm.g_00285	Prbk.g_00650
OG0000329	Prbm.g_00286	Prbk.g_00649
OG0000330	Prbm.g_00287	Prbk.g_00648
OG0000331	Prbm.g_00288	Prbk.g_01364
OG0000332	Prbm.g_00289	Prbk.g_01136
OG0000333	Prbm.g_00290	Prbk.g_01135
OG0000334	Prbm.g_00291	Prbk.g_01134
OG0000335	Prbm.g_00293	Prbk.g_01368
OG0000336	Prbm.g_00295	Prbk.g_01369
OG0000337	Prbm.g_00296	Prbk.g_01521
OG0000338	Prbm.g_00301	Prbk.g_01514
OG0000339	Prbm.g_00303	Prbk.g_01900
OG0000340	Prbm.g_00305	Prbk.g_01012
OG0000341	Prbm.g_00306	Prbk.g_01011
OG0000342	Prbm.g_00307	Prbk.g_01010
OG0000343	Prbm.g_00308	Prbk.g_01008
OG0000344	Prbm.g_00309	Prbk.g_01003
OG0000345	Prbm.g_00312	Prbk.g_00371
OG0000346	Prbm.g_00313	Prbk.g_00372
OG0000347	Prbm.g_00317	Prbk.g_00374
OG0000348	Prbm.g_00318	Prbk.g_00376
OG0000349	Prbm.g_00319	Prbk.g_00378
OG0000350	Prbm.g_00320	Prbk.g_00384
OG0000351	Prbm.g_00321	Prbk.g_01365
OG0000352	Prbm.g_00322	Prbk.g_00397
OG0000353	Prbm.g_00323	Prbk.g_00398
OG0000354	Prbm.g_00324	Prbk.g_00400
OG0000355	Prbm.g_00325	Prbk.g_00401
OG0000356	Prbm.g_00326	Prbk.g_00402
OG0000357	Prbm.g_00327	Prbk.g_00403
OG0000358	Prbm.g_00328	Prbk.g_00404
OG0000359	Prbm.g_00330	Prbk.g_00406
OG0000360	Prbm.g_00332	Prbk.g_00411
OG0000361	Prbm.g_00333	Prbk.g_00412
OG0000362	Prbm.g_00334	Prbk.g_00413
OG0000363	Prbm.g_00335	Prbk.g_00415
OG0000364	Prbm.g_00339	Prbk.g_00420
OG0000365	Prbm.g_00340	Prbk.g_00421
OG0000366	Prbm.g_00342	Prbk.g_00423
OG0000367	Prbm.g_00343	Prbk.g_00425
OG0000368	Prbm.g_00344	Prbk.g_00426
OG0000369	Prbm.g_00345	Prbk.g_00427
OG0000370	Prbm.g_00346	Prbk.g_00428
OG0000371	Prbm.g_00347	Prbk.g_00429
OG0000372	Prbm.g_00348	Prbk.g_00430
OG0000373	Prbm.g_00349	Prbk.g_00431
OG0000374	Prbm.g_00350	Prbk.g_00434
OG0000375	Prbm.g_00351	Prbk.g_00435
OG0000376	Prbm.g_00354	Prbk.g_00439
OG0000377	Prbm.g_00355	Prbk.g_00442
OG0000378	Prbm.g_00356	Prbk.g_00443
OG0000379	Prbm.g_00357	Prbk.g_00444
OG0000380	Prbm.g_00358	Prbk.g_00449
OG0000381	Prbm.g_00359	Prbk.g_00450
OG0000382	Prbm.g_00360	Prbk.g_00451
OG0000383	Prbm.g_00361	Prbk.g_00453
OG0000384	Prbm.g_00364	Prbk.g_00456
OG0000385	Prbm.g_00365	Prbk.g_00457
OG0000386	Prbm.g_00366	Prbk.g_00458
OG0000387	Prbm.g_00367	Prbk.g_00460
OG0000388	Prbm.g_00368	Prbk.g_00461
OG0000389	Prbm.g_00369	Prbk.g_00462
OG0000390	Prbm.g_00370	Prbk.g_00463
OG0000391	Prbm.g_00371	Prbk.g_00464
OG0000392	Prbm.g_00372	Prbk.g_00465
OG0000393	Prbm.g_00373	Prbk.g_00466
OG0000394	Prbm.g_00374	Prbk.g_00467
OG0000395	Prbm.g_00375	Prbk.g_00468
OG0000396	Prbm.g_00376	Prbk.g_00471
OG0000397	Prbm.g_00378	Prbk.g_00481
OG0000398	Prbm.g_00379	Prbk.g_00483
OG0000399	Prbm.g_00382	Prbk.g_00853
OG0000400	Prbm.g_00388	Prbk.g_00860
OG0000401	Prbm.g_00768	Prbk.g_00861
OG0000402	Prbm.g_00400	Prbk.g_00871
OG0000403	Prbm.g_00402	Prbk.g_00873
OG0000404	Prbm.g_00403	Prbk.g_00874
OG0000405	Prbm.g_00404	Prbk.g_00876
OG0000406	Prbm.g_00407	Prbk.g_00881
OG0000407	Prbm.g_00408	Prbk.g_00882
OG0000408	Prbm.g_00410	Prbk.g_00888
OG0000409	Prbm.g_00411	Prbk.g_00889
OG0000410	Prbm.g_00412	Prbk.g_00890
OG0000411	Prbm.g_00413	Prbk.g_00891
OG0000412	Prbm.g_00414	Prbk.g_00892
OG0000413	Prbm.g_00415	Prbk.g_00893
OG0000414	Prbm.g_00416	Prbk.g_00894
OG0000415	Prbm.g_00417	Prbk.g_00895
OG0000416	Prbm.g_00422	Prbk.g_00365
OG0000417	Prbm.g_00423	Prbk.g_00364
OG0000418	Prbm.g_00425	Prbk.g_00361
OG0000419	Prbm.g_00426	Prbk.g_00360
OG0000420	Prbm.g_00866	Prbk.g_02556
OG0000421	Prbm.g_01088	Prbk.g_01321
OG0000422	Prbm.g_01121	Prbk.g_00924
OG0000423	Prbm.g_01353	Prbk.g_01693
OG0000424	Prbm.g_01949	Prbk.g_01902
OG0000425	Prbm.g_00440	Prbk.g_00352
OG0000426	Prbm.g_00441	Prbk.g_00351
OG0000427	Prbm.g_00442	Prbk.g_00339
OG0000428	Prbm.g_00445	Prbk.g_00329
OG0000429	Prbm.g_00446	Prbk.g_00328
OG0000430	Prbm.g_00448	Prbk.g_00326
OG0000431	Prbm.g_00449	Prbk.g_00325
OG0000432	Prbm.g_00450	Prbk.g_00324
OG0000433	Prbm.g_00451	Prbk.g_00323
OG0000434	Prbm.g_00452	Prbk.g_00321
OG0000435	Prbm.g_00453	Prbk.g_00320
OG0000436	Prbm.g_00454	Prbk.g_00319
OG0000437	Prbm.g_00455	Prbk.g_00318
OG0000438	Prbm.g_00456	Prbk.g_00317
OG0000439	Prbm.g_00457	Prbk.g_00316
OG0000440	Prbm.g_00458	Prbk.g_00315
OG0000441	Prbm.g_00459	Prbk.g_00311
OG0000442	Prbm.g_00460	Prbk.g_00310
OG0000443	Prbm.g_00461	Prbk.g_00309
OG0000444	Prbm.g_00462	Prbk.g_00308
OG0000445	Prbm.g_00480	Prbk.g_00301
OG0000446	Prbm.g_00482	Prbk.g_00299
OG0000447	Prbm.g_00483	Prbk.g_00298
OG0000448	Prbm.g_00484	Prbk.g_00295
OG0000449	Prbm.g_00490	Prbk.g_02088
OG0000450	Prbm.g_00491	Prbk.g_02089
OG0000451	Prbm.g_00492	Prbk.g_02092
OG0000452	Prbm.g_00494	Prbk.g_02105
OG0000453	Prbm.g_00495	Prbk.g_02107
OG0000454	Prbm.g_00497	Prbk.g_02109
OG0000455	Prbm.g_00498	Prbk.g_02111
OG0000456	Prbm.g_00502	Prbk.g_02053
OG0000457	Prbm.g_00504	Prbk.g_02056
OG0000458	Prbm.g_00505	Prbk.g_02060
OG0000459	Prbm.g_00507	Prbk.g_02062
OG0000460	Prbm.g_00509	Prbk.g_02064
OG0000461	Prbm.g_00510	Prbk.g_02065
OG0000462	Prbm.g_00511	Prbk.g_02066
OG0000463	Prbm.g_00512	Prbk.g_02069
OG0000464	Prbm.g_00513	Prbk.g_02071
OG0000465	Prbm.g_00514	Prbk.g_02072
OG0000466	Prbm.g_00515	Prbk.g_02073
OG0000467	Prbm.g_00516	Prbk.g_02074
OG0000468	Prbm.g_00517	Prbk.g_02075
OG0000469	Prbm.g_00518	Prbk.g_02076
OG0000470	Prbm.g_00519	Prbk.g_02077
OG0000471	Prbm.g_00520	Prbk.g_02078
OG0000472	Prbm.g_00534	Prbk.g_01865
OG0000473	Prbm.g_00535	Prbk.g_01041
OG0000474	Prbm.g_00536	Prbk.g_01042
OG0000475	Prbm.g_00537	Prbk.g_01043
OG0000476	Prbm.g_00539	Prbk.g_01046
OG0000477	Prbm.g_00540	Prbk.g_01047
OG0000478	Prbm.g_00541	Prbk.g_01048
OG0000479	Prbm.g_00542	Prbk.g_01049
OG0000480	Prbm.g_00544	Prbk.g_01050
OG0000481	Prbm.g_00546	Prbk.g_01051
OG0000482	Prbm.g_00547	Prbk.g_01052
OG0000483	Prbm.g_00549	Prbk.g_01054
OG0000484	Prbm.g_00550	Prbk.g_01055
OG0000485	Prbm.g_00551	Prbk.g_01056
OG0000486	Prbm.g_00553	Prbk.g_01061
OG0000487	Prbm.g_00557	Prbk.g_01066
OG0000488	Prbm.g_00558	Prbk.g_01067
OG0000489	Prbm.g_00559	Prbk.g_01068
OG0000490	Prbm.g_00560	Prbk.g_01070
OG0000491	Prbm.g_00561	Prbk.g_01071
OG0000492	Prbm.g_00562	Prbk.g_01076
OG0000493	Prbm.g_00563	Prbk.g_01965
OG0000494	Prbm.g_00564	Prbk.g_01772
OG0000495	Prbm.g_00567	Prbk.g_01081
OG0000496	Prbm.g_00568	Prbk.g_01083
OG0000497	Prbm.g_00569	Prbk.g_01085
OG0000498	Prbm.g_00570	Prbk.g_01086
OG0000499	Prbm.g_00571	Prbk.g_01092
OG0000500	Prbm.g_00573	Prbk.g_01095
OG0000501	Prbm.g_00574	Prbk.g_01097
OG0000502	Prbm.g_00575	Prbk.g_01099
OG0000503	Prbm.g_00577	Prbk.g_02686
OG0000504	Prbm.g_00578	Prbk.g_01898
OG0000505	Prbm.g_00579	Prbk.g_01897
OG0000506	Prbm.g_00580	Prbk.g_01895
OG0000507	Prbm.g_00581	Prbk.g_01894
OG0000508	Prbm.g_00582	Prbk.g_01893
OG0000509	Prbm.g_00583	Prbk.g_01892
OG0000510	Prbm.g_00584	Prbk.g_01891
OG0000511	Prbm.g_00586	Prbk.g_01889
OG0000512	Prbm.g_00587	Prbk.g_01888
OG0000513	Prbm.g_00588	Prbk.g_01887
OG0000514	Prbm.g_00589	Prbk.g_01886
OG0000515	Prbm.g_00590	Prbk.g_01885
OG0000516	Prbm.g_00591	Prbk.g_01884
OG0000517	Prbm.g_00593	Prbk.g_01882
OG0000518	Prbm.g_00594	Prbk.g_01881
OG0000519	Prbm.g_00595	Prbk.g_01879
OG0000520	Prbm.g_00596	Prbk.g_01877
OG0000521	Prbm.g_00597	Prbk.g_01876
OG0000522	Prbm.g_00598	Prbk.g_01875
OG0000523	Prbm.g_00599	Prbk.g_01874
OG0000524	Prbm.g_00600	Prbk.g_01873
OG0000525	Prbm.g_00601	Prbk.g_01871
OG0000526	Prbm.g_00602	Prbk.g_01104
OG0000527	Prbm.g_00603	Prbk.g_01105
OG0000528	Prbm.g_00604	Prbk.g_01106
OG0000529	Prbm.g_00605	Prbk.g_01108
OG0000530	Prbm.g_00606	Prbk.g_01109
OG0000531	Prbm.g_00607	Prbk.g_01110
OG0000532	Prbm.g_00608	Prbk.g_01111
OG0000533	Prbm.g_00609	Prbk.g_01115
OG0000534	Prbm.g_00610	Prbk.g_01116
OG0000535	Prbm.g_00611	Prbk.g_01117
OG0000536	Prbm.g_00612	Prbk.g_01118
OG0000537	Prbm.g_00613	Prbk.g_01119
OG0000538	Prbm.g_00614	Prbk.g_01120
